GENE	H3k27ac_19_DMSO_compare_TSS_SIGNAL	H3k27ac_19_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
RTN2	0	24781.2707	24781.2707	1	8
MRPS28	5047.6608	29839.0409	24791.3801	0.855312753741922	2.56351429419381
LOC100188949	3622.6	28448.4241	24825.8241	0.887044455184704	2.97325131638128
MGAT5B	0	24851.3867	24851.3867	1	8
MIR193B	220.32	25083.248	24862.928	0.991292927542867	6.8309798982931
PDE4C	0	24875.5247	24875.5247	1	8
LOC100144604	0	24877.557	24877.557	1	8
VEGFB	528.4032	25407.8232	24879.42	0.979626828056991	5.58748976488323
GPBAR1	0	24918.6145	24918.6145	1	8
MYLPF	0	24920.6958	24920.6958	1	8
ATP6V1F	5275.7705	30203.4331	24927.6626	0.851299635711102	2.51725883133811
HDDC2	2456.157	27393.5992	24937.4422	0.917716011362264	3.47936414455737
HIST1H2AB	9426.4432	34375.4555	24949.0123	0.784793730870849	1.86659341163693
PPIAL4D	0	24954.7527	24954.7527	1	8
CALD1	0	24956.0796	24956.0796	1	8
SNORD46	4235.9712	29195.8454	24959.8742	0.873295213039665	2.78499840094683
SNORA7B	0	24964.5806	24964.5806	1	8
MYO18A	0	24977.328	24977.328	1	8
LOC257358	2031.1005	27011.3074	24980.2069	0.93006432156061	3.73322993891438
SLC4A1	0	24985.1786	24985.1786	1	8
MIR1180	0	24986.0394	24986.0394	1	8
HLA-J	0	25002.1045	25002.1045	1	8
NPPC	0	25010.006	25010.006	1	8
GDNF	2500.7806	27524.4435	25023.6629	0.916710676607406	3.46026299832275
WDR46	3185.506	28211.2249	25025.7189	0.898540201202922	3.14667484757662
COASY	4866.1339	29896.9726	25030.8387	0.860020165343969	2.61915147879105
PFDN6	3162.9125	28211.2249	25048.3124	0.899187268173308	3.15694375723485
FLJ41941	154.8368	25231.7294	25076.8926	0.993900837207357	7.34834688579753
LOC619207	0	25094.5313	25094.5313	1	8
SPRN	0	25094.5313	25094.5313	1	8
LOC653113	5889	30988.0564	25099.0564	0.840307210637343	2.39561769193597
C9orf100	1808.8812	26912.4886	25103.6074	0.937019675154908	3.89510623746528
OR6S1	0	25155.1733	25155.1733	1	8
LOC100132111	1824.8	26991.7564	25166.9564	0.936675292680009	3.88670860163095
ATF3	10502.0209	35757.136	25255.1151	0.772974225995891	1.76756421531134
CABLES2	319.1468	25584.5607	25265.4139	0.98767949336982	6.32490946917609
CD5	0	25273.9483	25273.9483	1	8
PRRT2	3714.494	28997.9664	25283.4724	0.886450179699721	2.96471412812018
MIR1179	0	25298.1786	25298.1786	1	8
CASC5	5983.4952	31282.1154	25298.6202	0.83943654474831	2.38627770382974
BAX	5320.3578	30621.8617	25301.5039	0.851974700672005	2.52496681926482
FBXW9	2696.4675	28046.0861	25349.6186	0.912288759903146	3.37865690271254
PPP6R1	9093.8	34453.0897	25359.2897	0.79117222693404	1.92167818705658
FUT8	3247.9327	28642.3908	25394.4581	0.89815303378782	3.14055827632749
DKFZp779M0652	0	25404.1299	25404.1299	1	8
PLCB3	0	25407.8232	25407.8232	1	8
RAB3A	2650.8318	28069.3241	25418.4923	0.913710340252538	3.40447728799984
GDF1	0	25442.2203	25442.2203	1	8
FBXO47	0	25444.5608	25444.5608	1	8
SOCS1	6856.7168	32318.4316	25461.7148	0.824972793210912	2.23676734486077
HMGB1	2985.0269	28448.4241	25463.3972	0.905036615292416	3.25253289896096
NR0B2	0	25513.0108	25513.0108	1	8
HECW1	5388.0044	30932.1568	25544.1524	0.851652519647958	2.52128449736872
PILRA	0	25571.8731	25571.8731	1	8
C16orf54	3839.6	29417.2424	25577.6424	0.884547066921783	2.93763408584163
C20orf151	0	25584.5607	25584.5607	1	8
CDH23	0	25587.5353	25587.5353	1	8
GP9	0	25592.9072	25592.9072	1	8
FCRL4	0	25608.8728	25608.8728	1	8
FCRL5	0	25608.8728	25608.8728	1	8
LOC653513	0	25613.9367	25613.9367	1	8
CHI3L2	0	25623.6291	25623.6291	1	8
CHIA	0	25623.6291	25623.6291	1	8
DENND2D	0	25623.6291	25623.6291	1	8
LOC149620	0	25623.6291	25623.6291	1	8
SPEN	6170.554	31833.3649	25662.8109	0.837633744661001	2.36706773578179
KIF22	3752.4	29417.2424	25664.8424	0.886872461428767	2.97077648313022
TIMM22	4102.8063	29768.3575	25665.5512	0.878870229430971	2.8590966725495
TRPM1	0	25677.7361	25677.7361	1	8
TMEM187	14764.7739	40448.2423	25683.4684	0.732585268543978	1.45391774696668
SRGAP2P2	3465.4	29154.8922	25689.4922	0.893765513234734	3.07264419567165
MLX	4180.6136	29896.9726	25716.359	0.877320724083445	2.83821279172376
VPS36	4168.2156	29904.0203	25735.8047	0.877665333961837	2.84283764582239
SUN2	13502.9349	39254.8551	25751.9202	0.744057988403229	1.53959808465983
HMGN2	6408.5632	32164.6737	25756.1105	0.833859854265951	2.32740420714103
C6orf227	0	25762.5514	25762.5514	1	8
GGNBP1	0	25762.5514	25762.5514	1	8
MIR211	0	25773.8386	25773.8386	1	8
LOC152742	0	25798.1056	25798.1056	1	8
PTMA	7243.2	33052.3668	25809.1668	0.820248216486187	2.19005446652149
AAAS	5957.112	31770.8023	25813.6903	0.842103330901597	2.41501653388256
LMAN2	8963.0952	34779.6539	25816.5587	0.795095292719039	1.95617465095567
OR1D2	0	25826.2128	25826.2128	1	8
OR1D5	0	25826.2128	25826.2128	1	8
SAE1	4231.776	30066.6655	25834.8895	0.876619000312303	2.82882970816584
RPL24	6522.1554	32374.1351	25851.9797	0.832319346751074	2.31142092965087
SNORA80B	18655.0748	44510.5507	25855.4759	0.704664132551019	1.2545792055813
LOC100129034	0	25860.1981	25860.1981	1	8
RPL23AP32	1633.5885	27495.3388	25861.7503	0.943918686631485	4.07307054341198
LOC389634	0	25871.4028	25871.4028	1	8
BMI1	2880.6555	28756.5806	25875.9251	0.908947308453408	3.31942309454596
MIR589	0	25882.7737	25882.7737	1	8
AK2	1383.3444	27292.3418	25908.9974	0.951758978308251	4.30226390698109
SPRED2	6314.2	32241.4047	25927.2047	0.836231332665365	2.35224273753207
FLJ37453	5902.1172	31833.3649	25931.2477	0.843592373237495	2.43123518886827
ARL4D	0	25941.5997	25941.5997	1	8
LOC100130581	0	25941.5997	25941.5997	1	8
GRHL3	27178.6196	53122.5582	25943.9386	0.661541457490303	0.966852440001404
PFAS	7859.2084	33817.2182	25958.0098	0.811423170334858	2.10530207582011
FAM50A	1496.9656	27456.7289	25959.7633	0.948297941735898	4.19704678399288
HCN2	0	25964.5022	25964.5022	1	8
MAST1	0	25971.6297	25971.6297	1	8
SPTBN1	7755.8	33729.2192	25973.4192	0.813045765686906	2.12065141565701
CBLC	0	26003.0223	26003.0223	1	8
MTVR2	0	26006.077	26006.077	1	8
SERP1	11243.2565	37251.1502	26007.8937	0.768153540478308	1.72822501352543
MIR3714	1692.8388	27713.1527	26020.3139	0.942432180870351	4.03305433909604
HIST1H4B	8334.4	34375.4555	26041.0555	0.804860028149709	2.04422858310494
MAPKSP1	2665.8615	28712.9656	26047.1041	0.915042665823542	3.42902861117905
S100A11	14850.6	40909.7352	26059.1352	0.733670898018561	1.46192297844135
C6orf47	3459.8589	29519.6449	26059.786	0.895090632018545	3.09289025875285
C11orf94	0	26076.4375	26076.4375	1	8
PLA2G6	10857.645	36944.9159	26087.2709	0.772864783903241	1.7666646248644
MAPK8IP1	0	26107.6456	26107.6456	1	8
IL4R	0	26123.9754	26123.9754	1	8
U2AF1	5844.2	31983.5678	26139.3678	0.845505026072408	2.45225342595986
RPL11	3611.832	29753.3124	26141.4804	0.891748348015542	3.04224759656602
CCDC62	0	26143.1404	26143.1404	1	8
TNNI3	0	26148.6129	26148.6129	1	8
MPZL1	5025.4	31207.6845	26182.2845	0.861303555318345	2.63459098012001
ZBTB22	4652.7895	30852.7363	26199.9468	0.868955904886219	2.72923062256648
GABRR1	0	26203.6857	26203.6857	1	8
LOC284009	0	26217.1075	26217.1075	1	8
JSRP1	16104.8	42327.2755	26222.4755	0.724384255356461	1.39409688450673
BMP10	0	26249.7402	26249.7402	1	8
WIPI1	4290.6	30543.9689	26253.3689	0.876829249349487	2.83163622463817
LAMA5	662.8945	26931.8355	26268.941	0.97597749642776	5.34438946479266
ADAM28	2691.423	28969.68	26278.257	0.914992759412077	3.42810269222198
MIR4328	0	26292.1663	26292.1663	1	8
NPPA	0	26306.0461	26306.0461	1	8
NPPB	0	26306.0461	26306.0461	1	8
EIF2A	10924.8075	37251.1502	26326.3427	0.773231129767452	1.76967711319429
GDI1	1110.4072	27456.7289	26346.3217	0.961129908293467	4.62799902524848
RIPK4	0	26369.7375	26369.7375	1	8
EXOSC5	8001.8492	34390.3269	26388.4777	0.811242310818765	2.10359748404741
RAB11FIP1	3484.5382	29892.7771	26408.2389	0.895601603403974	3.10075755663374
BCKDHA	7978.0672	34390.3269	26412.2597	0.811697673006681	2.10789164903983
HIST1H3I	1048.9921	27475.4567	26426.4646	0.963224807344919	4.71106774392946
ADC	876.5106	27311.4375	26434.9269	0.968904774590528	4.96158990195869
RPS7P5	0	26442.1689	26442.1689	1	8
LOC100271874	8225.3	34669.1498	26443.8498	0.808243256683525	2.07551225331627
RNF157	0	26473.1617	26473.1617	1	8
F2RL2	0	26514.3856	26514.3856	1	8
OBFC2A	21216.7256	47735.1713	26518.4457	0.69229670895392	1.16985061575005
SNORD38A	99.83	26647.0589	26547.2289	0.996267603294976	8
VPS45	8068.2	34628.2737	26560.0737	0.811033574887474	2.1016317156164
RNF166	1190.4013	27781.3399	26590.9386	0.958911641113238	4.54459627029534
CTU2	1183.3619	27781.3399	26597.978	0.959144689002115	4.55315292602363
SORBS2	0	26605.7186	26605.7186	1	8
NCAPH	6857.8	33467.4882	26609.6882	0.829937979215732	2.2869425425957
NMB	1818.3038	28431.6226	26613.3188	0.939890637221517	3.96683126781498
MGAT5	0	26641.0356	26641.0356	1	8
OSBPL2	428.7594	27074.5572	26645.7978	0.984410629225713	5.98062563188661
BEST4	0	26647.0589	26647.0589	1	8
BTBD19	0	26647.0589	26647.0589	1	8
SNORD38B	0	26647.0589	26647.0589	1	8
TCTEX1D4	0	26647.0589	26647.0589	1	8
AMELX	0	26656.8454	26656.8454	1	8
CBY1	12832.1496	39497.8836	26665.734	0.754784225896497	1.62201248572668
LOC646851	12832.1496	39497.8836	26665.734	0.754784225896497	1.62201248572668
ATP6AP1	1816.166	28495.8001	26679.6341	0.940084190051928	3.97178132295936
SNORD41	0	26689.5485	26689.5485	1	8
ICA1	1853.3808	28545.9933	26692.6125	0.939032271062449	3.94505702744465
CDCA3	7245.7038	33953.2067	26707.5029	0.824128752142608	2.22835010018076
WNT10A	25772.2	52482.7229	26710.5229	0.670663530869059	1.02602687590308
SPAG6	77.3729	26788.4433	26711.0704	0.997120024218732	8
PTAFR	0	26734.0206	26734.0206	1	8
LOC404266	0	26736.3714	26736.3714	1	8
LOC401242	0	26746.6309	26746.6309	1	8
RASSF5	26759.4	53537.7511	26778.3511	0.666745337369759	1.0005107703918
TMC6	38282.0201	65062.3499	26780.3298	0.629568402226459	0.765155968833164
ZBTB7A	1132.7392	27934.5718	26801.8326	0.961030478533085	4.62416406507317
SSR3	4735.9686	31539.7807	26803.8121	0.869445326660696	2.73544120804387
RNASE11	0	26806.3073	26806.3073	1	8
RNASE12	0	26806.3073	26806.3073	1	8
C12orf5	2782.227	29595.1663	26812.9393	0.91406883888951	3.4110495252433
XAGE3	0	26851.1573	26851.1573	1	8
CEACAM16	0	26866.4027	26866.4027	1	8
CEACAM19	0	26866.4027	26866.4027	1	8
SULF2	1780.7853	28651.883	26871.0977	0.941484417914153	4.00804446211109
RHOBTB3	1906.128	28845.4779	26939.3499	0.938015334672327	3.9196282583362
HOPX	319.1562	27273.3939	26954.2377	0.9884332474221	6.41708775592615
BSX	0	26954.8761	26954.8761	1	8
FLJ22763	0	26965.0752	26965.0752	1	8
MORC1	0	26965.0752	26965.0752	1	8
C1orf228	4058.0835	31031.4207	26973.3372	0.884350503305202	2.93485929303302
RORC	0	26991.7564	26991.7564	1	8
THEM5	0	26991.7564	26991.7564	1	8
NXN	0	26997.9435	26997.9435	1	8
TMEM53	4031.5746	31031.4207	26999.8461	0.885019104457399	2.94431442574355
C5orf58	0	27011.3074	27011.3074	1	8
KCNIP1	0	27011.3074	27011.3074	1	8
EPHB6	0	27020.4552	27020.4552	1	8
TRPV6	0	27020.4552	27020.4552	1	8
CABP2	0	27025.2726	27025.2726	1	8
CXorf26	3569.1876	30596.704	27027.5164	0.895533602875448	3.0997086104181
C15orf57	3566.255	30604.5639	27038.3089	0.895634488291412	3.10126504097119
RBM34	7090.9805	34140.0906	27049.1101	0.828018523147219	2.2674098530104
TYMP	667.6132	27729.2351	27061.6219	0.976489883914336	5.37625153068328
HIST1H4L	409.7161	27475.4567	27065.7406	0.985307026679067	6.06737506642229
ZC3H12A	5122.128	32187.9032	27065.7752	0.862714454122461	2.65170338824629
SPARC	0	27076.2403	27076.2403	1	8
PHC3	13061.8852	40145.5493	27083.6641	0.754510148389132	1.61987691985821
EMD	3288	30375.0034	27087.0034	0.902326005765724	3.20760236607303
ENG	0	27099.6913	27099.6913	1	8
RALGPS1	1440.2028	28569.2589	27129.0561	0.952008376078269	4.31011973054649
C7orf33	0	27131.315	27131.315	1	8
SNAI3	1333.8585	28477.2649	27143.4064	0.955256349044531	4.41613305523548
CDK17	10544.6	37706.2922	27161.6922	0.781463108365072	1.83830092306377
STEAP3	0	27181.2324	27181.2324	1	8
FLOT1	3109.3122	30326.2964	27216.9842	0.907005963695843	3.2859019322658
UBE2D2	7334.455	34552.3528	27217.8978	0.824898210553061	2.23602227958546
GSTA7P	0	27223.6302	27223.6302	1	8
C3orf47	8227.104	35472.3001	27245.1961	0.811734183350111	2.10823629469532
H1FX	8227.104	35472.3001	27245.1961	0.811734183350111	2.10823629469532
GLCCI1	16722.4	43976.2297	27253.8297	0.724501194134865	1.39494200213267
SLC11A1	0	27276.5186	27276.5186	1	8
NRCAM	0	27282.5709	27282.5709	1	8
CLDND1	3677.469	30978.4551	27300.9861	0.893886280758562	3.07448011337069
SLC35B2	5372.0055	32675.8149	27303.8094	0.858809113281033	2.60469052879842
MESP1	2298.2496	29635.6218	27337.3722	0.928030974659715	3.68872493311591
C15orf55	0	27341.3133	27341.3133	1	8
MIR1233-1	0	27341.3133	27341.3133	1	8
ARID5B	8119.4	35475.178	27355.778	0.813752067975059	2.12736489765781
ELOVL5	2943.9816	30314.4885	27370.5069	0.911481749125917	3.36416692024235
GSK3A	5833.8	33249.0167	27415.2167	0.85073235522454	2.51080384293679
OR2B2	0	27433.0451	27433.0451	1	8
PDGFB	1627.3469	29068.9369	27441.59	0.946985540314818	4.15888458380621
UBE2E1	2515.3316	29973.4605	27458.1289	0.922578482072899	3.57486514532126
TSTD1	3546.2592	31019.7634	27473.5042	0.897406211844576	3.12881778903412
HIST2H2AA4	23117.0362	50596.1829	27479.1467	0.686392257966116	1.1300721046155
TACC1	3365.384	30857.6776	27492.2936	0.901663269074676	3.19678645137584
GOLGA8A	1419.6	28917.2157	27497.6157	0.953205372177542	4.34837226416628
C3orf32	0	27507.0834	27507.0834	1	8
CAV3	0	27507.0834	27507.0834	1	8
LOH3CR2A	0	27507.0834	27507.0834	1	8
SUV420H2	7118.4	34632.8073	27514.4073	0.829504331483128	2.28251442692312
USP5	6423.0858	33953.2067	27530.1209	0.840919376141333	2.40220936248653
ORMDL3	6408.6	33944.5338	27535.9338	0.841187055464822	2.40509814090215
NTRK1	0	27556.8333	27556.8333	1	8
SH2D2A	0	27556.8333	27556.8333	1	8
KIF2C	3249.516	30833.69	27584.174	0.904659321074432	3.24621079661415
SH3D20	2286.273	29905.6514	27619.3784	0.928979921436446	3.70934855376374
DNAJA3	9284	36918.8411	27634.8411	0.799059975989226	1.9915388390152
CSNK1D	5472.589	33112.064	27639.475	0.858166691300813	2.59706152509757
HIST1H1A	309.952	27964.1375	27654.1855	0.989037595711084	6.49538921046775
DCTPP1	1748.9695	29437.0022	27688.0327	0.943918069418373	4.07305372230103
SLC29A1	4969.4423	32675.8149	27706.3726	0.867992871622617	2.71706735747183
ODF3B	5.3605	27729.2351	27723.8746	0.999806721537342	8
C22orf41	0	27729.2351	27729.2351	1	8
KLHDC7B	0	27729.2351	27729.2351	1	8
FLJ10661	461.2952	28191.6811	27730.3859	0.983900618380088	5.93343541915061
MRPS14	5036.7072	32810.6241	27773.9169	0.866920413487648	2.70361026598024
NFE2L3	3437.35	31256.9145	27819.5645	0.900924546188319	3.18480670764161
CHST11	4402.0262	32225.6526	27823.6264	0.879816948706015	2.87196993781762
TOM1	3869.2671	31715.4847	27846.2176	0.891266149002619	3.03505516244996
PAOX	1678.3314	29534.4919	27856.1605	0.946229426801003	4.13730127187584
DYNLRB1	7683	35560.8868	27877.8868	0.822333269080706	2.21054964307033
ILDR1	4017.1649	31898.0577	27880.8928	0.888148684340884	2.98921899104624
ABCF1	2713.0128	30619.9907	27906.9779	0.918608810634181	3.49650608527123
ZNF487P	9047.2272	36986.2054	27938.9782	0.803463989344127	2.03143968779752
C22orf46	30.849	27994.0238	27963.1748	0.998899227831643	8
C17orf98	0	27995.6839	27995.6839	1	8
TMEM145	0	28023.6214	28023.6214	1	8
XYLT1	891.7562	28951.649	28059.8928	0.970118818746595	5.02085237078772
MEI1	0	28068.3383	28068.3383	1	8
ANKRD58	865.072	28934.1983	28069.1263	0.970970027410369	5.06381164732896
GSDMA	0	28069.8195	28069.8195	1	8
LOC341056	0	28076.5806	28076.5806	1	8
HSPBP1	6361.6	34453.0897	28091.4897	0.844134549429148	2.43717180027408
KCNQ1OT1	3235.2444	31344.8438	28109.5994	0.906441985304132	3.27628153351588
DNASE2	2471.568	30608.2763	28136.7083	0.925284775297446	3.63042329716181
SNORA14B	4362.7968	32558.7555	28195.9587	0.881836040788567	2.89972037026458
CORO6	0	28202.4171	28202.4171	1	8
B3GALT4	0	28211.2249	28211.2249	1	8
APOBEC3A	0	28219.783	28219.783	1	8
E2F7	7417.6	35663.3553	28245.7553	0.827821831053965	2.26541806523094
SNORD99	1307.8441	29583.0936	28275.2495	0.957662531558568	4.49951044617135
IL24	0	28289.8843	28289.8843	1	8
C10orf25	6163.5244	34474.8266	28311.3022	0.848332320373925	2.48371584769779
ZNF22	6163.5244	34474.8266	28311.3022	0.848332320373925	2.48371584769779
SP7	0	28329.2508	28329.2508	1	8
WDR67	1381.794	29725.9432	28344.1492	0.955580375675798	4.42710812956064
SNORA70	650.8264	29010.0812	28359.2548	0.978057771907155	5.47813775005024
RPUSD2	2245.1808	30604.5639	28359.3831	0.931653021339919	3.7688432784403
NT5DC3	1663.7112	30041.0888	28377.3776	0.947524942595443	4.17446017635743
CDK11A	5905.9712	34327.3946	28421.4234	0.853207130883392	2.53911413655286
CDK11B	5905.9712	34327.3946	28421.4234	0.853207130883392	2.53911413655286
NAGLU	2918.2112	31343.1612	28424.95	0.914825034854704	3.42499448962766
RCSD1	6360	34787.4715	28427.4715	0.845434001941043	2.45146915099209
SNORD71	0	28481.7319	28481.7319	1	8
ZBED6	313.28	28817.3162	28504.0362	0.989245671532119	6.52333950113032
PIPOX	825.5948	29333.0262	28507.4314	0.972624915442918	5.15094822306104
SPATS1	0	28517.44	28517.44	1	8
TOMM20	4033.4234	32558.7555	28525.3321	0.889773620449806	3.01296879359522
TMEM98	0	28536.4275	28536.4275	1	8
FYCO1	2136.826	30692.4247	28555.5987	0.934910911627965	3.84434128273033
LOC645158	0	28571.7253	28571.7253	1	8
HM13	2976.5115	31551.8519	28575.3404	0.913795175707633	3.40603031157285
MEAF6	3613.2426	32252.9192	28639.6766	0.899257617245233	3.15806371581776
TNFSF14	0	28646.6456	28646.6456	1	8
ECE1	7968.2868	36647.3172	28679.0304	0.821401346488551	2.20136610851477
HPD	2498.8804	31264.7134	28765.833	0.925988909391511	3.64518153355588
PSMD9	2498.8804	31264.7134	28765.833	0.925988909391511	3.64518153355588
GSTA2	0	28785.924	28785.924	1	8
USP40	4227.4822	33049.5652	28822.083	0.886592890401508	2.96676070653567
LYPLA2P1	0	28833.0479	28833.0479	1	8
PDLIM3	1237.216	30101.745	28864.529	0.96052147357406	4.60467782144736
PLXNA1	0	28873.0666	28873.0666	1	8
SLC25A16	3849.924	32730.8622	28880.9382	0.894755569796912	3.08774973505166
CDC27	6518.1038	35400.5442	28882.4404	0.844505867651075	2.44124730640466
C2orf62	0	28896.0656	28896.0656	1	8
TBC1D22B	2640.604	31545.0604	28904.4564	0.92275697879957	3.57847424507033
TMEM217	2640.604	31545.0604	28904.4564	0.92275697879957	3.57847424507033
NFKBIE	3752.7182	32675.8149	28923.0967	0.896984097885621	3.12221535153748
KANK2	2564.055	31499.9199	28935.8649	0.924728250078648	3.61884904625661
FLOT2	14451.6636	43393.8844	28942.2208	0.75016809245199	1.58625615686304
SETD1B	2309.0545	31264.7134	28955.6589	0.93122444561845	3.75916116211727
ADAMDEC1	0	28969.68	28969.68	1	8
C9orf91	21658.8	50660.7141	29001.9141	0.700512368348448	1.2259141000117
SUSD2	0	29001.9621	29001.9621	1	8
GRAP	3116.6752	32155.6904	29039.0152	0.911639745534958	3.36699434581006
MZB1	13840.4	42882.1071	29041.7071	0.755998091276188	1.6314901585471
PLAUR	0	29046.6354	29046.6354	1	8
AGAP1	212.4297	29339.2189	29126.7892	0.992811578708336	7.10970116750978
E2F1	1230.7977	30363.1564	29132.3587	0.961043252259457	4.62465621589558
GNB3	0	29153.3402	29153.3402	1	8
TNIP1	12633.8	41847.5994	29213.7994	0.768108012291623	1.72785622566268
COMMD7	1929.1695	31154.0401	29224.8706	0.941687353696178	4.01336745449183
SLC36A3	0	29226.8516	29226.8516	1	8
RSC1A1	0	29242.8316	29242.8316	1	8
SPC24	2240.261	31499.9199	29259.6589	0.933602578876511	3.81360943270286
LOC644714	7395.5395	36669.4693	29273.9298	0.832167524723154	2.30985208677268
SFN	49.4838	29326.2418	29276.758	0.998315486716011	8
MIR10A	412.9251	29718.8052	29305.8801	0.986296004381799	6.1693521888136
IER3	1010.4082	30326.2964	29315.8882	0.967756398992892	4.90755916190193
PLEKHJ1	13121.1129	42453.4755	29332.3626	0.76390085328999	1.69399257548056
SACM1L	7320.0109	36669.4693	29349.4584	0.833596331060989	2.32466168485743
UGT1A8	0	29378.4042	29378.4042	1	8
ZG16	0	29417.2424	29417.2424	1	8
PION	5057	34526.1837	29469.1837	0.87224372758071	2.7713371932906
PSIMCT-1	2058.012	31551.8519	29493.8399	0.938767618752541	3.93840138549872
NUCB1	3671.3114	33179.8152	29508.5038	0.900374513923273	3.17593845712318
TULP2	3671.3114	33179.8152	29508.5038	0.900374513923273	3.17593845712318
APOM	0	29519.6449	29519.6449	1	8
LY6G5B	0	29519.6449	29519.6449	1	8
SYT5	0	29542.8414	29542.8414	1	8
HOXB4	4596.8073	34151.208	29554.4007	0.881366638667555	2.89323251639153
C12orf71	0	29580.959	29580.959	1	8
RAB42	0	29583.0936	29583.0936	1	8
FGD2	0	29596.9065	29596.9065	1	8
CD46	8614.7968	38226.325	29611.5282	0.816084746288036	2.14967783646579
CLCF1	1248.5576	30862.1437	29613.5861	0.961117087156237	4.62750399160915
C19orf51	0	29624.6206	29624.6206	1	8
PEX11A	0	29635.6218	29635.6218	1	8
WDR93	0	29635.6218	29635.6218	1	8
TGFB1	2338.4868	31979.854	29641.3672	0.93185897845038	3.77351616204398
C4orf47	0	29665.1894	29665.1894	1	8
PLEKHA4	0	29665.5634	29665.5634	1	8
SELT	21640.8	51306.8336	29666.0336	0.703337874965693	1.24539715982574
RAB43	4094.7438	33760.9243	29666.1805	0.891832742479058	3.04350930917445
MIR21	0	29692.7895	29692.7895	1	8
MIR2355	0	29736.1136	29736.1136	1	8
DFNA5	0	29775.5472	29775.5472	1	8
GATS	901.7058	30677.5416	29775.8358	0.971446254289138	5.08838226286016
PSD3	0	29823.3336	29823.3336	1	8
PPP1R15B	13345.4232	43187.1089	29841.6857	0.763933743912384	1.69425568473304
WSB1	8048.8404	37910.7566	29861.9162	0.824871388667747	2.23575439563512
MIR4315-1	0	29905.6514	29905.6514	1	8
SNIP1	1470.7425	31399.5407	29928.7982	0.955256165848915	4.41612687169201
ADRB3	0	29930.3611	29930.3611	1	8
GOT1L1	0	29934.3679	29934.3679	1	8
LOC647979	6611.872	36552.5059	29940.6339	0.846821098283453	2.4668396145103
SPINK4	0	29973.9161	29973.9161	1	8
CLEC1A	9.2232	30003.6983	29994.4751	0.999692692362521	8
LYPD5	0	30035.0871	30035.0871	1	8
ZNF283	0	30035.0871	30035.0871	1	8
HIST2H2BC	20550.6	50596.1829	30045.5829	0.711152083589151	1.29984803280146
PROKR1	0	30046.6701	30046.6701	1	8
TBC1D9	8595.7983	38666.6687	30070.8704	0.818126330561627	2.16938693988021
COX17	9123.4	39216.9553	30093.5553	0.811267419459782	2.10383405676935
RNASE6	5840.2	35934.4718	30094.2718	0.860197585083122	2.62127879933649
LY6G5C	0	30121.0759	30121.0759	1	8
MIR629	0	30140.344	30140.344	1	8
ALDH4A1	3418.0101	33558.8856	30140.8755	0.907563627630321	3.29546624336131
RGS14	6339.9413	36493.8719	30153.9306	0.851987464426819	2.5251128370702
MXRA7	0	30165.9496	30165.9496	1	8
CCR10	1934.3394	32109.5025	30175.1631	0.94318093105702	4.05308745431518
ABCG1	916.531	31093.5095	30176.9785	0.971367390178716	5.08428597336481
BATF3	0	30189.1841	30189.1841	1	8
LOC100130705	0	30203.4331	30203.4331	1	8
ANKRD13D	16017.012	46229.1146	30212.1026	0.742682591273077	1.5291966960103
RNF122	5866.862	36090.4386	30223.5766	0.860170651683917	2.62095571360177
C2orf51	0	30230.3573	30230.3573	1	8
MIR548I3	0	30253.9512	30253.9512	1	8
RUNX2	9802	40109.914	30307.914	0.803614022896417	2.032810821001
ARHGAP6	0	30358.3125	30358.3125	1	8
SPG11	7548.5056	37913.5486	30365.043	0.833960305295664	2.32845053175833
FLNA	0	30375.0034	30375.0034	1	8
SLC15A3	1784.6504	32169.9203	30385.2699	0.947440054072013	4.17199896815623
C15orf28	0	30403.4747	30403.4747	1	8
MIR4312	0	30403.4747	30403.4747	1	8
MIR548H4	0	30403.4747	30403.4747	1	8
SH3RF3	1398.8275	31812.8589	30414.0314	0.957881467289779	4.50732005824503
TPTE2P3	0	30429.9535	30429.9535	1	8
ALPK2	0	30449.6283	30449.6283	1	8
FOXK1	854.4342	31332.8438	30478.4096	0.973454288368218	5.19656251166343
C12orf35	9660.8	40141.4687	30480.6687	0.806016869267644	2.05487883605728
ETAA1	11205.2609	41698.1271	30492.8662	0.788193888451908	1.89580634496064
KLF1	79.9092	30608.2763	30528.3671	0.997396092382197	8
MIR635	0	30543.9689	30543.9689	1	8
CAPN11	0	30562.1251	30562.1251	1	8
MRPL42P5	0	30604.5639	30604.5639	1	8
NLRP11	48.359	30676.1433	30627.7843	0.998426044479816	8
NLRP4	48.359	30676.1433	30627.7843	0.998426044479816	8
WNK2	0	30668.381	30668.381	1	8
BRF2	4315.3902	35016.0982	30700.708	0.890281543477007	3.02045541531556
ARL6IP5	22055.6	52761.7335	30706.1335	0.705207350112257	1.25834695747151
LGALS7	0	30749.8439	30749.8439	1	8
DNMT3B	956.6663	31715.2051	30758.5388	0.970718962244691	5.05101508366526
C1orf192	0	30816.3969	30816.3969	1	8
C20orf203	0	30827.7818	30827.7818	1	8
LOC149950	0	30834.9129	30834.9129	1	8
CCR7	0	30838.4055	30838.4055	1	8
MESP2	0	30839.7018	30839.7018	1	8
C17orf44	4735.7358	35582.3248	30846.589	0.882540585297895	2.90950027092369
