#34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_ROSE/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam
#Using cutoff of 3322.6445 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuperStretch
1_MACS_peak_8845_lociStitched	chr3	49983738	49984855	1	1118	703.71	181.7359	8586	0
1_MACS_peak_5518_lociStitched	chr17	70328193	70329355	1	1163	703.9396	289.6866	8587	0
1_MACS_peak_10880_lociStitched	chr5	115420381	115421511	1	1131	792.13	298.659	8588	0
1_MACS_peak_12041_lociStitched	chr6	138088979	138090141	1	1163	687.4392	274.1158	8589	0
1_MACS_peak_2890_lociStitched	chr12	12950156	12951267	1	1112	742.9257	209.3124	8590	0
1_MACS_peak_6342_lociStitched	chr19	48948591	48949732	1	1142	705.0239	238.469	8591	0
1_MACS_peak_9340_lociStitched	chr3	168432250	168433341	1	1092	809.8493	237.838	8592	0
1_MACS_peak_13902_lociStitched	chr9	93970050	93971063	1	1014	947.7628	249.0967	8593	0
1_MACS_peak_8332_lociStitched	chr22	22391167	22392295	1	1129	689.8848	193.7904	8594	0
1_MACS_peak_6387_lociStitched	chr19	56632503	56633635	1	1133	700.0288	213.2688	8595	0
1_MACS_peak_496_lociStitched	chr1	93440723	93441806	1	1084	828.0618	242.592	8596	0
1_MACS_peak_13440_lociStitched	chr8	118398253	118399333	1	1081	872.208	281.556	8597	0
1_MACS_peak_169_lociStitched	chr1	27648179	27649291	1	1113	832.2208	303.2424	8598	0
1_MACS_peak_5109_lociStitched	chr17	7464276	7465465	1	1190	555.6197	230.666	8599	0
1_MACS_peak_4357_lociStitched	chr15	66789504	66790645	1	1142	742.3346	278.1758	8600	0
1_MACS_peak_12207_lociStitched	chr7	7608329	7609422	1	1094	900.0855	334.2394	8601	0
1_MACS_peak_5878_lociStitched	chr18	49288465	49289572	1	1108	785.97	247.6359	8602	0
1_MACS_peak_5669_lociStitched	chr18	3278851	3279927	1	1077	799.468	202.826	8603	0
1_MACS_peak_3806_lociStitched	chr14	36324960	36325969	1	1010	791.3587	89.1956	8604	0
1_MACS_peak_8440_lociStitched	chr22	36815016	36816133	1	1118	769.5013	252.6654	8605	0
1_MACS_peak_5621_lociStitched	chr17	78427777	78428871	1	1095	737.903	174.8212	8606	0
1_MACS_peak_13718_lociStitched	chr9	36341683	36342795	1	1113	723.5784	196.3792	8607	0
1_MACS_peak_2540_lociStitched	chr11	86303720	86304863	1	1144	650.1384	192.8241	8608	0
1_MACS_peak_13219_lociStitched	chr8	49198172	49199238	1	1067	747.0528	133.6764	8609	0
1_MACS_peak_8833_lociStitched	chr3	48700680	48701750	1	1071	922.661	316.506	8610	0
1_MACS_peak_10888_lociStitched	chr5	116958712	116959804	1	1093	834.9432	268.7412	8611	0
1_MACS_peak_6983_lociStitched	chr2	109402589	109403718	1	1130	651.7717	162.3502	8612	0
1_MACS_peak_3072_lociStitched	chr12	46954387	46955448	1	1062	751.4002	130.2908	8613	0
1_MACS_peak_970_lociStitched	chr1	183594963	183596072	1	1110	712.8652	180.5452	8614	0
1_MACS_peak_11419_lociStitched	chr6	18260510	18261593	1	1084	903.4386	320.8929	8615	0
1_MACS_peak_6546_lociStitched	chr2	28707180	28708295	1	1116	771.6915	251.99	8616	0
1_MACS_peak_2172_lociStitched	chr11	12261088	12262218	1	1131	731.11	244.419	8617	0
1_MACS_peak_1592_lociStitched	chr10	30872301	30873398	1	1098	778.2118	222.4716	8618	0
1_MACS_peak_11503_lociStitched	chr6	28180181	28181278	1	1098	776.1275	220.6067	8619	0
1_MACS_peak_11614_lociStitched	chr6	43602987	43604122	1	1136	723.222	249.5865	8620	0
1_MACS_peak_11759_lociStitched	chr6	80890705	80891801	1	1097	924.8048	368.256	8621	0
1_MACS_peak_7302_lociStitched	chr2	177156312	177157378	1	1067	834.145	223.1138	8622	0
1_MACS_peak_4859_lociStitched	chr16	53102035	53103164	1	1130	718.1569	231.3321	8623	0
1_MACS_peak_3728_lociStitched	chr13	110707149	110708245	1	1097	828.576	273.2328	8624	0
1_MACS_peak_112_lociStitched	chr1	20984720	20985780	1	1061	817.79	197.584	8625	0
1_MACS_peak_13144_lociStitched	chr8	30181827	30182814	1	988	942.1902	213.3894	8626	0
1_MACS_peak_58_lociStitched	chr1	10260598	10261659	1	1062	789.384	171.2454	8627	0
1_MACS_peak_377_lociStitched	chr1	61749489	61750549	1	1061	767.228	148.082	8628	0
1_MACS_peak_4577_lociStitched	chr15	99416498	99417610	1	1113	754.2696	232.408	8629	0
1_MACS_peak_13334_lociStitched	chr8	79356797	79357904	1	1108	754.974	222.8391	8630	0
1_MACS_peak_10520_lociStitched	chr5	35852175	35853184	1	1010	868.5472	170.8237	8631	0
1_MACS_peak_7237_lociStitched	chr2	163117198	163118316	1	1119	718.2032	210.0722	8632	0
1_MACS_peak_3379_lociStitched	chr12	104295239	104296318	1	1080	885.6432	300.6094	8633	0
1_MACS_peak_9138_lociStitched	chr3	123679472	123680624	1	1153	634.9824	208.7424	8634	0
1_MACS_peak_13042_lociStitched	chr8	16280601	16281582	1	982	843.1695	108.3024	8635	0
1_MACS_peak_3816_lociStitched	chr14	42691830	42692907	1	1078	775.8708	187.8288	8636	0
1_MACS_peak_13326_lociStitched	chr8	76319088	76320262	1	1175	606.371	244.8964	8637	0
1_MACS_peak_7461_lociStitched	chr2	204910630	204911617	1	988	875.1729	148.8396	8638	0
1_MACS_peak_1354_lociStitched	chr1	236018995	236020076	1	1082	855.6115	275.7631	8639	0
1_MACS_peak_13653_lociStitched	chr9	12784124	12785212	1	1089	729.1776	162.4384	8640	0
1_MACS_peak_4080_lociStitched	chr15	23579793	23580926	1	1134	664.1646	192.4967	8641	0
1_MACS_peak_10551_lociStitched	chr5	41870114	41871258	1	1145	703.56	259.2304	8642	0
1_MACS_peak_14015_lociStitched	chr9	112274288	112275392	1	1105	810.888	276.552	8643	0
1_MACS_peak_3796_lociStitched	chr14	32728583	32729614	1	1032	747.3719	85.1606	8644	0
1_MACS_peak_9696_lociStitched	chr4	28884564	28885702	1	1139	694.4076	235.9074	8645	0
1_MACS_peak_9248_lociStitched	chr3	149302759	149303757	1	999	1047.1016	337.2242	8646	0
1_MACS_peak_13232_lociStitched	chr8	53430677	53431749	1	1073	807.8592	213.5424	8647	0
1_MACS_peak_3454_lociStitched	chr12	121122153	121123286	1	1134	613.4062	143.5511	8648	0
1_MACS_peak_6845_lociStitched	chr2	80963765	80964889	1	1125	776.684	286.5076	8649	0
1_MACS_peak_2484_lociStitched	chr11	74659623	74660738	1	1116	737.461	227.683	8650	0
1_MACS_peak_4880_lociStitched	chr16	57219085	57220243	1	1159	631.4574	227.0838	8651	0
1_MACS_peak_12011_lociStitched	chr6	134757921	134758966	1	1046	872.8885	234.1845	8652	0
1_MACS_peak_13926_lociStitched	chr9	97637360	97638406	1	1047	906.0452	269.0312	8653	0
1_MACS_peak_4792_lociStitched	chr16	29387641	29388827	1	1187	510.2172	196.283	8654	0
1_MACS_peak_12315_lociStitched	chr7	27940413	27941511	1	1099	703.7082	160.1982	8655	0
1_MACS_peak_8406_lociStitched	chr22	32435893	32437033	1	1141	596.676	147.06	8656	0
1_MACS_peak_1963_lociStitched	chr10	105095900	105096995	1	1096	807.1245	259.1865	8657	0
1_MACS_peak_13639_lociStitched	chr9	6703527	6704656	1	1130	758.0106	282.8145	8658	0
1_MACS_peak_2254_lociStitched	chr11	30331786	30332890	1	1105	792.5616	263.1936	8659	0
1_MACS_peak_4822_lociStitched	chr16	31043912	31044945	1	1034	967.1979	311.966	8660	0
1_MACS_peak_10581_lociStitched	chr5	53906039	53907042	1	1004	858.0665	158.7749	8661	0
1_MACS_peak_256_lociStitched	chr1	39662120	39663255	1	1136	693.939	233.9235	8662	0
1_MACS_peak_10642_lociStitched	chr5	61896315	61897331	1	1017	922.4264	242.0112	8663	0
1_MACS_peak_8355_lociStitched	chr22	23963228	23964316	1	1089	752.5696	192.3584	8664	0
1_MACS_peak_2781_lociStitched	chr11	134508637	134509693	1	1057	794.112	176.7744	8665	0
1_MACS_peak_8566_lociStitched	chr22	48839683	48840700	1	1018	815.9391	137.295	8666	0
1_MACS_peak_6675_lociStitched	chr2	47298245	47299284	1	1040	947.1524	302.2451	8667	0
1_MACS_peak_11747_lociStitched	chr6	76562146	76563214	1	1069	860.808	264.33	8668	0
1_MACS_peak_12222_lociStitched	chr7	9067267	9068346	1	1080	856.0786	279.5689	8669	0
1_MACS_peak_11509_lociStitched	chr6	28949365	28950502	1	1138	695.2755	241.3851	8670	0
1_MACS_peak_8629_lociStitched	chr3	12663434	12664554	1	1121	787.472	293.888	8671	0
1_MACS_peak_1067_lociStitched	chr1	199036153	199037276	1	1124	746.6827	260.3114	8672	0
1_MACS_peak_1169_lociStitched	chr1	211453939	211455020	1	1082	900.3649	328.0835	8673	0
1_MACS_peak_10846_lociStitched	chr5	109604001	109605185	1	1185	581.2256	267.9392	8674	0
1_MACS_peak_9857_lociStitched	chr4	76580396	76581414	1	1019	845.2454	168.988	8675	0
1_MACS_peak_6036_lociStitched	chr19	2289386	2290542	1	1157	640.5396	237.6736	8676	0
1_MACS_peak_14303_lociStitched	chrX	29506646	29507638	1	993	850.7392	137.7888	8677	0
1_MACS_peak_2629_lociStitched	chr11	114030430	114031485	1	1056	888.4155	271.557	8678	0
1_MACS_peak_1832_lociStitched	chr10	84027175	84028302	1	1128	649.6028	174.5723	8679	0
1_MACS_peak_10820_lociStitched	chr5	100125690	100126691	1	1002	980.2793	281.281	8680	0
1_MACS_peak_9257_lociStitched	chr3	150853167	150854311	1	1145	657.1136	225.0248	8681	0
1_MACS_peak_3310_lociStitched	chr12	93611331	93612361	1	1031	771.367	115.669	8682	0
1_MACS_peak_11300_lociStitched	chr6	3237289	3238478	1	1190	532.4342	244.1017	8683	0
1_MACS_peak_13049_lociStitched	chr8	17785008	17786006	1	999	843.809	141.217	8684	0
1_MACS_peak_14307_lociStitched	chrX	30730946	30731977	1	1032	795.5196	141.6594	8685	0
1_MACS_peak_11939_lociStitched	chr6	117625189	117626270	1	1082	804.4802	235.7661	8686	0
1_MACS_peak_1977_lociStitched	chr10	108336034	108337024	1	991	775.071	61.875	8687	0
1_MACS_peak_6289_lociStitched	chr19	42926876	42928017	1	1142	688.023	249.9931	8688	0
1_MACS_peak_9711_lociStitched	chr4	38068806	38069837	1	1032	844.8014	191.6629	8689	0
1_MACS_peak_5456_lociStitched	chr17	60175660	60176799	1	1140	727.5932	284.6361	8690	0
1_MACS_peak_9814_lociStitched	chr4	68800086	68801140	1	1055	752.8722	136.9146	8691	0
1_MACS_peak_7919_lociStitched	chr20	44060639	44061744	1	1106	687.1995	166.5235	8692	0
1_MACS_peak_1506_lociStitched	chr10	14728056	14729182	1	1127	727.396	253.0122	8693	0
1_MACS_peak_7492_lociStitched	chr2	212495887	212496934	1	1048	747.0345	119.5674	8694	0
1_MACS_peak_11079_lociStitched	chr5	147414900	147416051	1	1152	652.5019	241.4798	8695	0
1_MACS_peak_3659_lociStitched	chr13	84306972	84308067	1	1096	687.003	146.511	8696	0
1_MACS_peak_10292_lociStitched	chr4	176478313	176479337	1	1025	781.824	118.5792	8697	0
1_MACS_peak_9238_lociStitched	chr3	148015931	148016923	1	993	883.1776	173.7984	8698	0
1_MACS_peak_10126_lociStitched	chr4	129473779	129474897	1	1119	737.2092	245.5128	8699	0
1_MACS_peak_7555_lociStitched	chr2	227165007	227166046	1	1040	847.7201	208.1117	8700	0
1_MACS_peak_12010_lociStitched	chr6	134616679	134617773	1	1095	821.594	279.7358	8701	0
1_MACS_peak_9110_lociStitched	chr3	119395859	119397000	1	1142	734.804	298.8279	8702	0
1_MACS_peak_7445_lociStitched	chr2	204524093	204525056	1	964	962.4222	215.5194	8703	0
1_MACS_peak_2461_lociStitched	chr11	69151754	69152806	1	1053	862.64	245.0108	8704	0
1_MACS_peak_7583_lociStitched	chr2	232478129	232479195	1	1067	673.179	79.95	8705	0
1_MACS_peak_7736_lociStitched	chr20	13119931	13121052	1	1122	688.9666	205.5914	8706	0
1_MACS_peak_8754_lociStitched	chr3	40368729	40369625	1	897	1126.0928	301.7728	8707	0
1_MACS_peak_10481_lociStitched	chr5	20972460	20973474	1	1015	824.4834	147.8412	8708	0
1_MACS_peak_4515_lociStitched	chr15	89170386	89171451	1	1066	783.84	189.6765	8709	0
1_MACS_peak_2621_lociStitched	chr11	111842948	111844011	1	1064	921.7273	324.1087	8710	0
1_MACS_peak_13090_lociStitched	chr8	23019549	23020719	1	1171	542.88	193.167	8711	0
1_MACS_peak_3551_lociStitched	chr13	36504438	36505463	1	1026	810.57	151.495	8712	0
1_MACS_peak_8858_lociStitched	chr3	53136349	53137478	1	1130	748.7528	286.766	8713	0
1_MACS_peak_4224_lociStitched	chr15	45130938	45131806	1	869	1026.2364	174.468	8714	0
1_MACS_peak_5001_lociStitched	chr16	82762165	82763259	1	1095	772.2546	234.3348	8715	0
1_MACS_peak_13178_lociStitched	chr8	38052726	38053746	1	1021	916.572	251.022	8716	0
1_MACS_peak_7762_lociStitched	chr20	19795867	19796824	1	958	970.7808	219.0573	8717	0
1_MACS_peak_5373_lociStitched	chr17	46959254	46960343	1	1090	770.2497	223.245	8718	0
1_MACS_peak_11094_lociStitched	chr5	149840465	149841546	1	1082	789.4543	227.5505	8719	0
1_MACS_peak_7265_lociStitched	chr2	169928400	169929531	1	1132	744.4242	289.4229	8720	0
1_MACS_peak_9073_lociStitched	chr3	111838727	111839827	1	1101	759.11	234.74	8721	0
1_MACS_peak_12514_lociStitched	chr7	72532153	72533194	1	1042	788.6616	157.2951	8722	0
1_MACS_peak_14499_lociStitched	chrX	138276495	138277582	1	1088	724.2681	175.007	8723	0
1_MACS_peak_9792_lociStitched	chr4	57840646	57841738	1	1093	779.9064	240.5676	8724	0
1_MACS_peak_10444_lociStitched	chr5	10563379	10564500	1	1122	607.2457	130.2602	8725	0
1_MACS_peak_9859_lociStitched	chr4	76911580	76912732	1	1153	671.1552	273.4848	8726	0
1_MACS_peak_522_lociStitched	chr1	109203388	109204493	1	1106	621.1205	108.953	8727	0
1_MACS_peak_8043_lociStitched	chr20	59458306	59459288	1	983	838.3334	121.0806	8728	0
1_MACS_peak_11045_lociStitched	chr5	141258112	141259232	1	1121	738.192	259.392	8729	0
1_MACS_peak_3049_lociStitched	chr12	45598862	45599856	1	995	856.7286	156.555	8730	0
1_MACS_peak_9341_lociStitched	chr3	168509395	168510520	1	1126	802.35	336.4875	8731	0
1_MACS_peak_4529_lociStitched	chr15	90574213	90575292	1	1080	776.6642	214.0736	8732	0
1_MACS_peak_9801_lociStitched	chr4	65023996	65025034	1	1039	917.592	283.893	8733	0
1_MACS_peak_4772_lociStitched	chr16	25908669	25909815	1	1147	678.6612	267.2472	8734	0
1_MACS_peak_909_lociStitched	chr1	174810545	174811589	1	1045	853.2612	229.7844	8735	0
1_MACS_peak_4518_lociStitched	chr15	89545226	89546351	1	1126	694.9125	230.4	8736	0
1_MACS_peak_1488_lociStitched	chr10	11752401	11753396	1	996	847.6405	150.1455	8737	0
1_MACS_peak_10827_lociStitched	chr5	102882197	102883218	1	1022	873.2613	214.2058	8738	0
1_MACS_peak_12042_lociStitched	chr6	138132064	138133144	1	1081	826.74	267.84	8739	0
1_MACS_peak_11993_lociStitched	chr6	131948837	131949906	1	1070	838.096	258.8049	8740	0
1_MACS_peak_11879_lociStitched	chr6	107349111	107350263	1	1153	692.352	299.4048	8741	0
1_MACS_peak_10699_lociStitched	chr5	75599440	75600478	1	1039	766.7706	134.7324	8742	0
1_MACS_peak_4580_lociStitched	chr15	99790765	99791835	1	1071	804.212	227.054	8743	0
1_MACS_peak_7536_lociStitched	chr2	222067582	222068631	1	1050	857.5575	243.7876	8744	0
1_MACS_peak_11978_lociStitched	chr6	129955283	129956270	1	988	913.2711	205.8882	8745	0
1_MACS_peak_14166_lociStitched	chr9	133454109	133455245	1	1137	635.9328	200.8448	8746	0
1_MACS_peak_11731_lociStitched	chr6	73498630	73499692	1	1063	781.101	190.3104	8747	0
1_MACS_peak_13003_lociStitched	chr8	8610159	8611238	1	1080	723.7932	164.4396	8748	0
1_MACS_peak_2280_lociStitched	chr11	35147631	35148716	1	1086	785.323	237.832	8749	0
1_MACS_peak_14001_lociStitched	chr9	110123776	110124799	1	1024	835.6887	181.4802	8750	0
1_MACS_peak_7374_lociStitched	chr2	193192185	193193218	1	1034	812.6611	174.3704	8751	0
1_MACS_peak_10439_lociStitched	chr5	9362763	9363841	1	1079	848.7094	288.4728	8752	0
1_MACS_peak_8829_lociStitched	chr3	48153571	48154609	1	1039	891.0192	261.3684	8753	0
1_MACS_peak_6225_lociStitched	chr19	29703646	29704757	1	1112	641.9358	149.8739	8754	0
1_MACS_peak_2293_lociStitched	chr11	40262698	40263751	1	1054	709.5114	105.1947	8755	0
1_MACS_peak_924_lociStitched	chr1	177778662	177779705	1	1044	871.948	251.4673	8756	0
1_MACS_peak_521_lociStitched	chr1	108953538	108954644	1	1107	626.9914	125.3098	8757	0
1_MACS_peak_11251_lociStitched	chr5	178971150	178972217	1	1068	727.8007	149.0599	8758	0
1_MACS_peak_4989_lociStitched	chr16	80148314	80149390	1	1077	745.8832	183.7808	8759	0
1_MACS_peak_6972_lociStitched	chr2	107039227	107040365	1	1139	597.6776	172.407	8760	0
1_MACS_peak_5051_lociStitched	chr17	1627418	1628494	1	1077	683.798	121.9108	8761	0
1_MACS_peak_10668_lociStitched	chr5	67510753	67511877	1	1125	613.4792	153.2012	8762	0
1_MACS_peak_12360_lociStitched	chr7	36990501	36991556	1	1056	862.99	263.328	8763	0
1_MACS_peak_5326_lociStitched	chr17	42356523	42357680	1	1158	597.3591	226.772	8764	0
1_MACS_peak_12687_lociStitched	chr7	104833298	104834443	1	1146	675.6645	270.22	8765	0
1_MACS_peak_110_lociStitched	chr1	20116684	20117740	1	1057	867.9264	270.5472	8766	0
1_MACS_peak_9780_lociStitched	chr4	54614124	54615176	1	1053	790.1572	186.204	8767	0
1_MACS_peak_4072_lociStitched	chr15	22734710	22735831	1	1122	737.8422	271.7304	8768	0
1_MACS_peak_14418_lociStitched	chrX	78178633	78179719	1	1087	662.6772	121.3062	8769	0
1_MACS_peak_3625_lociStitched	chr13	71865064	71866077	1	1014	820.1248	154.0773	8770	0
1_MACS_peak_14278_lociStitched	chrX	16737139	16738211	1	1073	755.8672	187.8144	8771	0
1_MACS_peak_11362_lociStitched	chr6	11537006	11538112	1	1107	638.2726	138.5818	8772	0
1_MACS_peak_8042_lociStitched	chr20	59395640	59396651	1	1012	795.1515	126.375	8773	0
1_MACS_peak_7326_lociStitched	chr2	181198946	181199988	1	1043	830.0572	209.8588	8774	0
1_MACS_peak_9230_lociStitched	chr3	142297131	142298238	1	1108	825.822	329.1111	8775	0
1_MACS_peak_2543_lociStitched	chr11	87864786	87865915	1	1130	710.0281	265.4279	8776	0
1_MACS_peak_10912_lociStitched	chr5	122847178	122848334	1	1157	704.6976	335.0088	8777	0
1_MACS_peak_7219_lociStitched	chr2	158112839	158113865	1	1027	854.658	210.2274	8778	0
1_MACS_peak_9490_lociStitched	chr3	187653289	187654337	1	1049	891.4288	283.0648	8779	0
1_MACS_peak_5291_lociStitched	chr17	38269102	38270237	1	1136	730.8265	302.7045	8780	0
1_MACS_peak_871_lociStitched	chr1	167399039	167400165	1	1127	783.5834	333.1834	8781	0
1_MACS_peak_5888_lociStitched	chr18	51811068	51812114	1	1047	833.662	222.6934	8782	0
1_MACS_peak_10973_lociStitched	chr5	131544585	131545635	1	1051	763.56	159.81	8783	0
1_MACS_peak_1657_lociStitched	chr10	47395491	47396635	1	1145	639.9536	237.7232	8784	0
1_MACS_peak_2390_lociStitched	chr11	63438508	63439491	1	984	959.9978	254.1055	8785	0
1_MACS_peak_3890_lociStitched	chr14	68677147	68678223	1	1077	673.576	116.8536	8786	0
1_MACS_peak_4538_lociStitched	chr15	90931178	90932312	1	1135	580.608	151.8426	8787	0
1_MACS_peak_3860_lociStitched	chr14	58893600	58894707	1	1108	643.9419	150.7734	8788	0
1_MACS_peak_8883_lociStitched	chr3	59410124	59411111	1	988	901.6245	201.6441	8789	0
1_MACS_peak_8944_lociStitched	chr3	72225328	72226321	1	994	920.511	229.4823	8790	0
1_MACS_peak_2633_lociStitched	chr11	115064616	115065755	1	1140	714.3808	300.2404	8791	0
1_MACS_peak_7036_lociStitched	chr2	112587722	112588757	1	1036	787.428	160.011	8792	0
1_MACS_peak_10261_lociStitched	chr4	168978238	168979256	1	1019	888.5104	234.649	8793	0
1_MACS_peak_642_lociStitched	chr1	145928265	145929399	1	1135	601.02	174.4092	8794	0
1_MACS_peak_4218_lociStitched	chr15	44974948	44976063	1	1116	702.3385	229.3555	8795	0
1_MACS_peak_9512_lociStitched	chr3	193688452	193689596	1	1145	639.496	240.5832	8796	0
1_MACS_peak_7667_lociStitched	chr20	4062737	4063729	1	993	961.6448	270.1216	8797	0
1_MACS_peak_9634_lociStitched	chr4	12988610	12989647	1	1038	838.4145	215.4886	8798	0
1_MACS_peak_10363_lociStitched	chr4	186651245	186652328	1	1084	787.5576	247.0323	8799	0
1_MACS_peak_14475_lociStitched	chrX	123096439	123097529	1	1091	741.854	215.711	8800	0
1_MACS_peak_109_lociStitched	chr1	20085193	20086195	1	1003	856.4094	179.9592	8801	0
1_MACS_peak_12103_lociStitched	chr6	150259521	150260537	1	1017	772.9728	117.6528	8802	0
1_MACS_peak_6301_lociStitched	chr19	45578038	45579107	1	1070	721.6819	155.5395	8803	0
1_MACS_peak_12164_lociStitched	chr6	169873510	169874572	1	1063	733.7358	154.8396	8804	0
1_MACS_peak_3351_lociStitched	chr12	98618156	98619263	1	1108	719.6607	230.5881	8805	0
1_MACS_peak_4497_lociStitched	chr15	84976263	84977437	1	1175	534.2874	236.6784	8806	0
1_MACS_peak_9277_lociStitched	chr3	154680358	154681365	1	1008	855.2451	187.302	8807	0
1_MACS_peak_4766_lociStitched	chr16	24740131	24741264	1	1134	552.4508	127.4625	8808	0
1_MACS_peak_75_lociStitched	chr1	12805505	12806511	1	1007	793.4322	124.5428	8809	0
1_MACS_peak_10354_lociStitched	chr4	186262747	186263756	1	1010	858.9617	194.5352	8810	0
1_MACS_peak_7927_lociStitched	chr20	45324204	45325275	1	1072	708.8949	148.2264	8811	0
1_MACS_peak_7869_lociStitched	chr20	36003272	36004333	1	1062	845.4048	266.4171	8812	0
1_MACS_peak_393_lociStitched	chr1	65467988	65469083	1	1096	708.5745	195.567	8813	0
1_MACS_peak_10103_lociStitched	chr4	123608595	123609605	1	1011	912.03	249.47	8814	0
1_MACS_peak_5215_lociStitched	chr17	31202928	31203993	1	1066	745.3935	173.808	8815	0
1_MACS_peak_12591_lociStitched	chr7	90352906	90353957	1	1052	806.3272	209.9898	8816	0
1_MACS_peak_10669_lociStitched	chr5	67583396	67584544	1	1149	575.8368	193.7824	8817	0
1_MACS_peak_7657_lociStitched	chr20	1932988	1934053	1	1066	916.8585	345.912	8818	0
1_MACS_peak_10924_lociStitched	chr5	123966599	123967620	1	1022	999.1506	354.3891	8819	0
1_MACS_peak_12491_lociStitched	chr7	67572668	67573737	1	1070	785.6081	222.6727	8820	0
1_MACS_peak_2182_lociStitched	chr11	14666134	14667292	1	1159	536.154	186.7854	8821	0
1_MACS_peak_23_lociStitched	chr1	1840023	1841177	1	1155	551.2658	189.7176	8822	0
1_MACS_peak_9322_lociStitched	chr3	161518330	161519411	1	1082	839.7208	300.518	8823	0
1_MACS_peak_6504_lociStitched	chr2	23043971	23044993	1	1023	812.2856	170.0608	8824	0
1_MACS_peak_7697_lociStitched	chr20	8388880	8389993	1	1114	700.5222	230.0571	8825	0
1_MACS_peak_11737_lociStitched	chr6	74270315	74271447	1	1133	665.9556	242.4744	8826	0
1_MACS_peak_13686_lociStitched	chr9	29571900	29572956	1	1057	816.6048	231.1584	8827	0
1_MACS_peak_9134_lociStitched	chr3	122980400	122981552	1	1153	525.888	159.7824	8828	0
1_MACS_peak_8815_lociStitched	chr3	46599278	46600381	1	1104	790.6304	298.4718	8829	0
1_MACS_peak_5922_lociStitched	chr18	58221877	58222879	1	1003	756.9108	85.4706	8830	0
1_MACS_peak_9683_lociStitched	chr4	24954024	24955114	1	1091	641.465	122.08	8831	0
1_MACS_peak_9667_lociStitched	chr4	19137502	19138535	1	1034	849.9524	226.6402	8832	0
1_MACS_peak_14360_lociStitched	chrX	51138676	51139784	1	1109	614.4968	134.4004	8833	0
1_MACS_peak_8425_lociStitched	chr22	35740662	35741621	1	960	1022.8694	292.6868	8834	0
1_MACS_peak_9934_lociStitched	chr4	84405451	84406566	1	1116	695.2025	231.3625	8835	0
1_MACS_peak_2114_lociStitched	chr11	3862321	3863436	1	1116	661.0835	197.2435	8836	0
1_MACS_peak_7284_lociStitched	chr2	174218991	174220104	1	1114	619.0506	150.8115	8837	0
1_MACS_peak_11753_lociStitched	chr6	80044554	80045607	1	1054	752.3685	163.7415	8838	0
1_MACS_peak_7195_lociStitched	chr2	152461578	152462588	1	1011	836.785	178.265	8839	0
1_MACS_peak_4464_lociStitched	chr15	80215702	80216856	1	1155	577.2308	220.6448	8840	0
1_MACS_peak_2685_lociStitched	chr11	120894303	120895376	1	1074	712.2574	160.5208	8841	0
1_MACS_peak_6589_lociStitched	chr2	37853037	37854101	1	1065	823.9616	255.36	8842	0
1_MACS_peak_8548_lociStitched	chr22	46816935	46817920	1	986	826.5135	132.0885	8843	0
1_MACS_peak_11345_lociStitched	chr6	8731782	8732886	1	1105	658.6464	170.8992	8844	0
1_MACS_peak_4144_lociStitched	chr15	33142127	33142967	1	841	1022.364	160.776	8845	0
1_MACS_peak_6221_lociStitched	chr19	29006733	29007821	1	1089	736.1408	214.336	8846	0
1_MACS_peak_12940_lociStitched	chr7	151168532	151169625	1	1094	889.1555	377.8501	8847	0
1_MACS_peak_2955_lociStitched	chr12	26427265	26428343	1	1079	792.6534	251.6052	8848	0
1_MACS_peak_3268_lociStitched	chr12	88776788	88777879	1	1092	825.7779	311.1532	8849	0
1_MACS_peak_10654_lociStitched	chr5	65305891	65306916	1	1026	786.79	152.8275	8850	0
1_MACS_peak_3536_lociStitched	chr13	31191248	31192364	1	1117	603.3096	144.7452	8851	0
1_MACS_peak_13859_lociStitched	chr9	88555165	88556275	1	1111	747.474	275.169	8852	0
1_MACS_peak_2074_lociStitched	chr10	130521843	130522872	1	1030	883.3965	256.4268	8853	0
1_MACS_peak_860_lociStitched	chr1	165707785	165708860	1	1076	783.245	237.575	8854	0
1_MACS_peak_5923_lociStitched	chr18	58266315	58267244	1	930	902.988	137.9565	8855	0
1_MACS_peak_349_lociStitched	chr1	54512832	54513895	1	1064	806.2855	238.3246	8856	0
1_MACS_peak_12484_lociStitched	chr7	65579225	65580376	1	1152	670.3424	308.8133	8857	0
1_MACS_peak_9000_lociStitched	chr3	99261483	99262606	1	1124	657.7411	219.0973	8858	0
1_MACS_peak_13012_lociStitched	chr8	10436848	10437876	1	1029	871.8468	244.8696	8859	0
1_MACS_peak_8553_lociStitched	chr22	47656005	47657065	1	1061	696.738	124.656	8860	0
