REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_12934_lociStitched	chr7	150101257	150104857	1	3601	4853.52	1255.32	512	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	0.38969999999999994	512	1
2_MACS_peak_13072_lociStitched	chr8	19553403	19558248	2	2476	4613.409	1016.9655	513		CSGALNACT1	CSGALNACT1	CSGALNACT1	0.03600000000000002	513	1
2_MACS_peak_12316_lociStitched	chr7	28191082	28195326	2	2420	4289.4108	694.3184	514	JAZF1	LOC100128081	LOC100128081	LOC100128081	0.005699999999999997	514	1
1_MACS_peak_13630_lociStitched	chr9	5625931	5630397	1	4467	4778.1734	1183.49	515	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.04869999999999999	515	1
5_MACS_peak_4954_lociStitched	chr16	70827396	70850354	5	6632	7626.6476	4036.0164	516	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.021900000000000003	516	1
2_MACS_peak_10402_lociStitched	chr5	1335743	1343981	2	4426	5264.082	1676.433	517	CLPTM1L	TERT	CLPTM1L	CLPTM1L	0.40580000000000005	517	1
3_MACS_peak_7747_lociStitched	chr20	17828831	17837645	3	3359	5200.26	1615.6062	518			SNORD17	SNORD17	NONE	518	1
2_MACS_peak_1032_lociStitched	chr1	192774715	192781289	2	5543	6180.2174	2603.9614	519	RGS2		RGS2	RGS2	0.28740000000000004	519	1
2_MACS_peak_12429_lociStitched	chr7	47514243	47522354	2	4589	5876.4195	2300.2796	520	TNS3		TNS3	TNS3	0.007900000000000018	520	1
2_MACS_peak_10736_lociStitched	chr5	81146740	81151547	2	4151	4699.3232	1126.2801	521			SSBP2	SSBP2	NONE	521	1
1_MACS_peak_5315_lociStitched	chr17	40729219	40731520	1	2302	4428.0444	861.9546	522	PSMC3IP	NAGLU,HSD17B1,COASY,MLX,TUBG1,FAM134C	PSMC3IP	PSMC3IP	0.24430000000000002	522	1
3_MACS_peak_11940_lociStitched	chr6	117859487	117870961	3	4206	5732.4104	2170.8808	523	DCBLD1		GOPC	GOPC	NONE	523	1
1_MACS_peak_6065_lociStitched	chr19	6576799	6579171	1	2373	4374.4424	813.1216	524		TNFSF9,CD70	CD70	CD70	0.10009999999999997	524	1
2_MACS_peak_2953_lociStitched	chr12	26306164	26311193	2	3829	4829.8516	1269.3196	525		SSPN,BHLHE41	BHLHE41	BHLHE41	0.3479	525	1
2_MACS_peak_13802_lociStitched	chr9	73028359	73036072	2	4820	5028.1047	1467.7839	526	KLF9		KLF9	KLF9	0.07110000000000001	526	1
2_MACS_peak_6860_lociStitched	chr2	86220472	86227417	2	3912	5513.6355	1955.712	527		LOC90784	LOC90784	NONE	NONE	527	1
1_MACS_peak_1048_lociStitched	chr1	194798116	194801483	1	3368	4729.9616	1172.0527	528				NONE	NONE	528	1
1_MACS_peak_7012_lociStitched	chr2	111806893	111809269	1	2377	4159.4256	605.1672	529	ACOXL		BCL2L11	BCL2L11	NONE	529	1
1_MACS_peak_1150_lociStitched	chr1	207995373	208000145	1	4773	5448.6696	1898.3016	530	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	0.24920000000000003	530	1
3_MACS_peak_2760_lociStitched	chr11	130670702	130677655	3	5021	5154.2589	1610.3148	531			SNX19	SNX19	NONE	531	1
1_MACS_peak_1346_lociStitched	chr1	235097843	235099852	1	2010	4320.9572	777.2821	532			SNORA14B	SNORA14B	0.1036	532	1
3_MACS_peak_12410_lociStitched	chr7	45034576	45048029	3	4012	5962.3696	2426.9212	533	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	CCM2	0.046500000000000014	533	1
1_MACS_peak_1091_lociStitched	chr1	202584101	202586048	1	1948	4405.4769	871.6719	534	SYT2		SYT2	SYT2	0.011800000000000005	534	1
2_MACS_peak_13518_lociStitched	chr8	129278967	129286956	2	3305	5243.1807	1709.646	535			MIR1208	MIR1208	NONE	535	1
2_MACS_peak_8018_lociStitched	chr20	55967230	55974279	2	3622	5262.7834	1735.4638	536	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.1604	536	1
2_MACS_peak_6260_lociStitched	chr19	39921074	39927308	2	3060	4826.3628	1304.7762	537	RPS16	MED29,ZFP36,PLEKHG2,SUPT5H,TIMM50,PAF1	RPS16	ZFP36	0.49950000000000006	537	1
3_MACS_peak_2212_lociStitched	chr11	19451662	19457726	3	5399	5091.3344	1569.9696	538	NAV2		NAV2	NONE	NONE	538	1
1_MACS_peak_12817_lociStitched	chr7	129588241	129593332	1	5092	5574.645	2054.7276	539	UBE2H		UBE2H	UBE2H	0.013000000000000012	539	1
4_MACS_peak_3931_lociStitched	chr14	77490105	77507415	4	5294	5347.059	1836.591	540	C14orf4		C14orf4	C14orf4	0.18860000000000002	540	1
1_MACS_peak_2715_lociStitched	chr11	126057679	126060155	1	2477	4454.0764	944.0988	541		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.0917	541	1
2_MACS_peak_2306_lociStitched	chr11	45838301	45846434	2	2984	5016.4344	1511.1114	542		DKFZp779M0652,SLC35C1,CRY2	SLC35C1	SLC35C1	0.0625	542	1
2_MACS_peak_2363_lociStitched	chr11	60605613	60610118	2	3623	4681.596	1181.6615	543	CCDC86	ZP1,GPR44	CCDC86	CCDC86	0.2262	543	1
2_MACS_peak_8640_lociStitched	chr3	13460037	13470345	2	5024	5150.9076	1651.3416	544	NUP210		NUP210	NUP210	0.0257	544	1
3_MACS_peak_11630_lociStitched	chr6	45387831	45394836	3	5916	4835.5515	1337.955	545	RUNX2	SUPT3H	RUNX2	RUNX2	0.031299999999999994	545	1
1_MACS_peak_9296_lociStitched	chr3	156876159	156879395	1	3237	4769.864	1275.9548	546	CCNL1	LOC339894	CCNL1	CCNL1	0.22050000000000003	546	1
2_MACS_peak_11140_lociStitched	chr5	156692399	156700350	2	4234	5326.3749	1835.8859	547	CYFIP2		CYFIP2	CYFIP2	0.0189	547	1
1_MACS_peak_930_lociStitched	chr1	178546967	178551264	1	4298	5302.498	1812.4746	548		C1orf220	C1orf220	C1orf220	0.016000000000000014	548	1
1_MACS_peak_12895_lociStitched	chr7	142505706	142507768	1	2063	4391.4414	907.8986	549		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	NONE	NONE	549	1
2_MACS_peak_10151_lociStitched	chr4	140128197	140135907	2	4456	5023.065	1542.771	550			C4orf49	C4orf49	NONE	550	1
2_MACS_peak_9352_lociStitched	chr3	169845903	169851155	2	4546	5255.1512	1776.7516	551	PHC3		PHC3	PHC3	0.09179999999999999	551	1
1_MACS_peak_8024_lociStitched	chr20	56192666	56196791	1	4126	4558.5375	1087.7625	552	ZBP1		ZBP1	ZBP1	0.2019	552	1
1_MACS_peak_1184_lociStitched	chr1	212661080	212663019	1	1940	4202.7825	733.5237	553			NENF	NENF	NONE	553	1
1_MACS_peak_12778_lociStitched	chr7	121169807	121171877	1	2071	4318.02	850.563	554			FAM3C	FAM3C	NONE	554	1
2_MACS_peak_768_lociStitched	chr1	156194948	156199230	2	3512	4961.9816	1499.5564	555	PMF1	SLC25A44,BGLAP,PAQR6	PMF1	PMF1	0.12639999999999998	555	1
1_MACS_peak_8563_lociStitched	chr22	48492893	48495036	1	2144	3981.0511	520.1061	556			MIR3201	MIR3201	NONE	556	1
1_MACS_peak_13546_lociStitched	chr8	134228191	134230846	1	2656	4332.1635	875.3535	557	WISP1		WISP1	WISP1	0.05729999999999999	557	1
2_MACS_peak_6128_lociStitched	chr19	12721181	12725552	2	3759	4487.2686	1036.3641	558	ZNF791,ZNF490		ZNF791	ZNF791	0.14229999999999998	558	1
1_MACS_peak_5066_lociStitched	chr17	3460512	3463080	1	2569	4129.8576	684.8856	559	TRPV3	TRPV1	TRPV3	TRPV3	0.05810000000000001	559	1
1_MACS_peak_7349_lociStitched	chr2	188450543	188452093	1	1551	3678.15	238.855	560		TFPI	TFPI	TFPI	0.0058	560	1
2_MACS_peak_8892_lociStitched	chr3	61616361	61624101	2	2654	4821.246	1383.138	561	PTPRG		PTPRG	PTPRG	0.0023999999999999994	561	1
1_MACS_peak_13895_lociStitched	chr9	93861911	93864911	1	3001	4481.7	1046.1	562		LOC100129316	LOC100129316	NONE	NONE	562	1
1_MACS_peak_12595_lociStitched	chr7	90560732	90562932	1	2201	4036.56	601.7	563	CDK14		CDK14	CDK14	0.019800000000000012	563	1
1_MACS_peak_7001_lociStitched	chr2	111127966	111130175	1	2210	4136.7943	706.2173	564		LOC151009	LOC151009	LOC151009	0.1582	564	1
1_MACS_peak_10321_lociStitched	chr4	184642821	184645284	1	2464	3837.8466	409.8432	565			C4orf41	C4orf41	NONE	565	1
2_MACS_peak_986_lociStitched	chr1	184711772	184717247	2	4875	5039.19	1611.2925	566	EDEM3		EDEM3	EDEM3	0.06810000000000002	566	1
1_MACS_peak_8273_lociStitched	chr21	45135971	45140451	1	4481	4809.28	1381.632	567	PDXK		PDXK	PDXK	0.05150000000000002	567	1
1_MACS_peak_12259_lociStitched	chr7	20368412	20372217	1	3806	4264.2635	840.144	568	ITGB8		ITGB8	ITGB8	0.11059999999999998	568	1
2_MACS_peak_130_lociStitched	chr1	23850852	23855861	2	4335	5007.4973	1587.853	569	E2F2	ASAP3,ID3	E2F2	E2F2	0.13460000000000003	569	1
1_MACS_peak_3228_lociStitched	chr12	76352389	76354995	1	2607	4209.7324	790.1392	570			PHLDA1	PHLDA1	NONE	570	1
2_MACS_peak_10615_lociStitched	chr5	56467400	56472845	2	5403	4465.989	1050.3405	571	GPBP1	GPBP1	GPBP1	GPBP1	0.04009999999999998	571	1
1_MACS_peak_2663_lociStitched	chr11	118690336	118692742	1	2407	4061.0874	645.7704	572		DDX6	DDX6	DDX6	0.031299999999999994	572	1
1_MACS_peak_2809_lociStitched	chr12	4378275	4383501	1	5227	4470.3204	1061.9232	573	CCND2	C12orf5	CCND2	CCND2	0.1487	573	1
1_MACS_peak_4501_lociStitched	chr15	85277126	85280430	1	3305	4408.8576	1002.1032	574		ZNF592,SEC11A	ZNF592	ZNF592	0.0087	574	1
2_MACS_peak_5482_lociStitched	chr17	62981042	62985835	2	3357	4861.5399	1455.1548	575		AMZ2P1	AMZ2P1	AMZ2P1	0.18879999999999997	575	1
1_MACS_peak_14130_lociStitched	chr9	129766763	129768675	1	1913	3960.708	565.1872	576	RALGPS1		RALGPS1	RALGPS1	0.021999999999999992	576	1
1_MACS_peak_8252_lociStitched	chr21	43880123	43881994	1	1872	4339.7845	944.6679	577		SLC37A1,RSPH1	RSPH1	RSPH1	0.049699999999999994	577	1
2_MACS_peak_5500_lociStitched	chr17	66230746	66235433	2	4043	4523.8924	1129.0983	578		LOC440461,AMZ2,ARSG	AMZ2	AMZ2	0.11170000000000002	578	1
2_MACS_peak_9565_lociStitched	chr4	1208797	1213679	2	3408	4476.3058	1082.8276	579	CTBP1	C4orf42,SPON2,LOC100130872-SPON2	SPON2	C4orf42	0.04280000000000002	579	1
1_MACS_peak_5158_lociStitched	chr17	18964446	18968185	1	3740	4496.5214	1108.6135	580		GRAP	GRAP	NONE	NONE	580	1
1_MACS_peak_7843_lociStitched	chr20	33002277	33005283	1	3007	4033.7514	647.793	581	ITCH	MIR644	MIR644	MIR644	0.0509	581	1
2_MACS_peak_7898_lociStitched	chr20	42578029	42585033	2	3738	4767.6228	1386.792	582	TOX2		TOX2	TOX2	0.0902	582	1
1_MACS_peak_1188_lociStitched	chr1	212779780	212783438	1	3659	4741.4996	1362.9708	583	ATF3	FAM71A	ATF3	ATF3	0.1099	583	1
2_MACS_peak_2281_lociStitched	chr11	35160121	35168349	2	5164	5738.2072	2364.7272	584	CD44		CD44	CD44	0.07640000000000002	584	1
2_MACS_peak_3321_lociStitched	chr12	94584081	94588065	2	3084	4484.3904	1112.7312	585	PLXNC1		PLXNC1	PLXNC1	0.08779999999999999	585	1
2_MACS_peak_2381_lociStitched	chr11	62318781	62325346	2	4470	5063.5845	1694.4265	586		AHNAK,EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.11970000000000003	586	1
3_MACS_peak_11282_lociStitched	chr6	390987	400748	3	5727	5528.6304	2160.1093	587	IRF4		IRF4	IRF4	0.1634	587	1
1_MACS_peak_9288_lociStitched	chr3	156402109	156405458	1	3350	4451.4908	1083.4015	588	TIPARP	LOC100287227	TIPARP	LOC100287227	0.21649999999999997	588	1
1_MACS_peak_7782_lociStitched	chr20	24127996	24130053	1	2058	4020.8179	658.4457	589			GGTLC1	GGTLC1	NONE	589	1
1_MACS_peak_10000_lociStitched	chr4	101939202	101942777	1	3576	4346.485	984.555	590			PPP3CA	PPP3CA	NONE	590	1
1_MACS_peak_633_lociStitched	chr1	145394917	145400225	1	5309	5501.2112	2141.2472	591		HFE2,TXNIP	HFE2	TXNIP	0.18980000000000002	591	1
1_MACS_peak_4062_lociStitched	chr15	21925537	21928807	1	3271	4712.07	1354.107	592		LOC646214	LOC646214	LOC646214	0.06649999999999998	592	1
1_MACS_peak_5671_lociStitched	chr18	3525374	3527788	1	2415	3842.8466	486.1796	593	DLGAP1		FLJ35776	FLJ35776	NONE	593	1
2_MACS_peak_2446_lociStitched	chr11	67647502	67654005	2	4265	5275.8839	1922.9371	594			LOC645332	LOC645332	NONE	594	1
2_MACS_peak_48_lociStitched	chr1	9137841	9141333	2	2573	3857.2632	508.4352	595	SLC2A5	SLC2A5,GPR157	SLC2A5	SLC2A5	0.05860000000000001	595	1
3_MACS_peak_10762_lociStitched	chr5	88176982	88185879	3	7585	5511.6915	2164.6401	596	MEF2C		MEF2C	MEF2C	0.09260000000000002	596	1
1_MACS_peak_2460_lociStitched	chr11	69064093	69066598	1	2506	3997.2285	653.5545	597	MYEOV		MYEOV	MYEOV	0.31520000000000004	597	1
1_MACS_peak_13453_lociStitched	chr8	120920006	120922833	1	2828	4256.0485	913.6864	598	DEPDC6		DEPDC6	DEPDC6	0.094	598	1
2_MACS_peak_5834_lociStitched	chr18	42682699	42687221	2	3274	4523.8088	1188.3816	599			MIR4319	MIR4319	NONE	599	1
3_MACS_peak_728_lociStitched	chr1	154387635	154393606	3	4782	5232.3873	1903.5548	600	IL6R		IL6R	IL6R	0.09020000000000003	600	1
4_MACS_peak_2868_lociStitched	chr12	11902447	11912649	4	5327	5487.6558	2161.8038	601	ETV6		ETV6	ETV6	0.04600000000000001	601	1
