REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
1_MACS_peak_594_lociStitched	chr1	121091144	121092015	1	872	385.5046	148.1571
1_MACS_peak_1661_lociStitched	chr10	48659506	48660377	1	872	481.1404	44.595200000000006
1_MACS_peak_2679_lociStitched	chr11	120206443	120207314	1	872	446.2133	111.9235
1_MACS_peak_4401_lociStitched	chr15	72612371	72613242	1	872	596.8092	110.09440000000001
1_MACS_peak_5006_lociStitched	chr16	84133117	84133988	1	872	507.4446	100.33919999999999
1_MACS_peak_5663_lociStitched	chr18	2958789	2959660	1	872	572.8566999999999	84.3128
1_MACS_peak_8106_lociStitched	chr21	25822243	25823114	1	872	880.3196999999999	225.06640000000002
1_MACS_peak_9915_lociStitched	chr4	83214218	83215089	1	872	490.98269999999997	138.9245
1_MACS_peak_10132_lociStitched	chr4	130279468	130280339	1	872	576.0794	168.3643
1_MACS_peak_10881_lociStitched	chr5	115470805	115471676	1	872	724.6719999999999	98.9456
1_MACS_peak_14381_lociStitched	chrX	62981292	62982163	1	872	530.0906	181.0809
1_MACS_peak_2259_lociStitched	chr11	31935357	31936227	1	871	453.09600000000006	131.28300000000002
1_MACS_peak_2287_lociStitched	chr11	36562305	36563175	1	871	613.3499999999999	157.296
1_MACS_peak_2308_lociStitched	chr11	45864372	45865242	1	871	538.356	157.905
1_MACS_peak_2555_lociStitched	chr11	95176453	95177323	1	871	608.4780000000001	187.92
1_MACS_peak_3514_lociStitched	chr13	24381379	24382249	1	871	392.19599999999997	85.956
1_MACS_peak_4712_lociStitched	chr16	15991352	15992222	1	871	422.385	136.851
1_MACS_peak_8583_lociStitched	chr3	954118	954988	1	871	454.05300000000005	99.006
1_MACS_peak_9387_lociStitched	chr3	175034294	175035164	1	871	523.479	116.05799999999999
1_MACS_peak_9679_lociStitched	chr4	24474123	24474993	1	871	353.22	75.429
1_MACS_peak_11301_lociStitched	chr6	3356397	3357267	1	871	546.621	131.544
1_MACS_peak_11650_lociStitched	chr6	51882045	51882915	1	871	443.439	106.836
1_MACS_peak_12119_lociStitched	chr6	157204568	157205438	1	871	432.651	130.15200000000002
1_MACS_peak_13059_lociStitched	chr8	19175508	19176378	1	871	589.077	107.532
1_MACS_peak_2686_lociStitched	chr11	120906367	120907236	1	870	557.7242	124.35390000000001
1_MACS_peak_2915_lociStitched	chr12	16942152	16943021	1	870	593.4400999999999	175.1904
1_MACS_peak_3034_lociStitched	chr12	40511427	40512296	1	870	481.94739999999996	99.6743
1_MACS_peak_3752_lociStitched	chr13	114591603	114592472	1	870	711.2765	188.3992
1_MACS_peak_4098_lociStitched	chr15	28541753	28542622	1	870	594.7436	152.59640000000002
1_MACS_peak_5673_lociStitched	chr18	3604418	3605287	1	870	509.7554	150.7715
1_MACS_peak_8982_lociStitched	chr3	93596753	93597622	1	870	486.72690000000006	108.2774
1_MACS_peak_10565_lociStitched	chr5	43530591	43531460	1	870	418.2497	73.6043
1_MACS_peak_11791_lociStitched	chr6	88366316	88367185	1	870	601.2610999999999	194.656
1_MACS_peak_11956_lociStitched	chr6	120049836	120050705	1	870	475.8644	124.267
1_MACS_peak_13942_lociStitched	chr9	99540029	99540898	1	870	374.8866	96.63279999999999
1_MACS_peak_13979_lociStitched	chr9	106578225	106579094	1	870	556.2469	174.669
1_MACS_peak_14328_lociStitched	chrX	41301376	41302245	1	870	409.8204	111.3189
1_MACS_peak_1831_lociStitched	chr10	83438819	83439687	1	869	679.2968	170.4752
1_MACS_peak_1850_lociStitched	chr10	89381784	89382652	1	869	623.7448	150.33759999999998
1_MACS_peak_2921_lociStitched	chr12	20952878	20953746	1	869	459.6928	110.4964
1_MACS_peak_3018_lociStitched	chr12	33030349	33031217	1	869	368.2056	111.2776
1_MACS_peak_4224_lociStitched	chr15	45130938	45131806	1	869	1026.2364	174.46800000000002
1_MACS_peak_4945_lociStitched	chr16	70285612	70286480	1	869	415.4248	122.9088
1_MACS_peak_5035_lociStitched	chr16	89877513	89878381	1	869	467.5048	128.9848
1_MACS_peak_5678_lociStitched	chr18	5982156	5983024	1	869	633.3796	109.28120000000001
1_MACS_peak_7338_lociStitched	chr2	184205508	184206376	1	869	614.8912	133.238
1_MACS_peak_7889_lociStitched	chr20	40820776	40821644	1	869	551.3536	69.7872
1_MACS_peak_10313_lociStitched	chr4	182983984	182984852	1	869	926.156	101.6428
1_MACS_peak_11392_lociStitched	chr6	14382438	14383306	1	869	578.2616	194.6056
1_MACS_peak_12416_lociStitched	chr7	45381670	45382538	1	869	558.6447999999999	95.8272
1_MACS_peak_13402_lociStitched	chr8	103250503	103251371	1	869	707.42	112.9268
1_MACS_peak_14044_lociStitched	chr9	115479788	115480656	1	869	414.7304	121.08600000000001
1_MACS_peak_14195_lociStitched	chr9	140317183	140318051	1	869	475.22999999999996	94.3516
1_MACS_peak_14428_lociStitched	chrX	87155003	87155871	1	869	427.7504	75.6028
1_MACS_peak_3998_lociStitched	chr14	94487869	94488736	1	868	456.82230000000004	92.16210000000001
1_MACS_peak_4161_lociStitched	chr15	35285933	35286800	1	868	432.4596	85.0527
1_MACS_peak_5676_lociStitched	chr18	5884190	5885057	1	868	428.7315	83.0586
1_MACS_peak_5799_lociStitched	chr18	33241985	33242852	1	868	504.68069999999994	72.1344
1_MACS_peak_6502_lociStitched	chr2	21330400	21331267	1	868	434.367	70.4871
1_MACS_peak_7124_lociStitched	chr2	134894576	134895443	1	868	578.289	133.7781
1_MACS_peak_7955_lociStitched	chr20	48598692	48599559	1	868	428.7315	80.631
1_MACS_peak_9120_lociStitched	chr3	121513255	121514122	1	868	586.8723	119.1258
1_MACS_peak_11883_lociStitched	chr6	107651180	107652047	1	868	433.32660000000004	156.4068
1_MACS_peak_1629_lociStitched	chr10	42712433	42713299	1	867	436.5506	108.33659999999999
1_MACS_peak_3242_lociStitched	chr12	78319029	78319895	1	867	467.55340000000007	147.9994
1_MACS_peak_3677_lociStitched	chr13	94970485	94971351	1	867	519.6	123.2318
1_MACS_peak_4649_lociStitched	chr16	6987898	6988764	1	867	484.87339999999995	125.13699999999999
1_MACS_peak_7705_lociStitched	chr20	9459073	9459939	1	867	448.8478	127.735
1_MACS_peak_11415_lociStitched	chr6	17022650	17023516	1	867	509.7276	116.9966
1_MACS_peak_12158_lociStitched	chr6	167044302	167045168	1	867	482.795	82.27
1_MACS_peak_13291_lociStitched	chr8	67400397	67401263	1	867	367.7036	93.1816
1_MACS_peak_14013_lociStitched	chr9	112131304	112132170	1	867	598.9256	113.9656
1_MACS_peak_519_lociStitched	chr1	108476999	108477864	1	866	438.382	78.715
1_MACS_peak_3343_lociStitched	chr12	96878633	96879498	1	866	532.4075	149.0395
1_MACS_peak_5239_lociStitched	chr17	34090958	34091823	1	866	386.56850000000003	119.9755
1_MACS_peak_6955_lociStitched	chr2	104662808	104663673	1	866	722.102	115.65050000000001
1_MACS_peak_7472_lociStitched	chr2	207346515	207347380	1	866	627.817	154.9215
1_MACS_peak_8992_lociStitched	chr3	97700405	97701270	1	866	541.4035	115.045
1_MACS_peak_11994_lociStitched	chr6	132215759	132216624	1	866	538.9815	155.26749999999998
1_MACS_peak_12742_lociStitched	chr7	113982333	113983198	1	866	571.246	179.401
1_MACS_peak_14140_lociStitched	chr9	130558892	130559757	1	866	415.4595	123.26249999999999
1_MACS_peak_544_lociStitched	chr1	112049817	112050681	1	865	422.5824	94.7808
1_MACS_peak_2818_lociStitched	chr12	6476585	6477449	1	865	386.7264	100.4832
1_MACS_peak_3686_lociStitched	chr13	96705126	96705990	1	865	544.9248	102.9024
1_MACS_peak_7645_lociStitched	chr20	361120	361984	1	865	761.2704	83.7216
1_MACS_peak_9671_lociStitched	chr4	22877176	22878040	1	865	484.1856	98.8416
1_MACS_peak_12032_lociStitched	chr6	137354731	137355595	1	865	658.4544	201.48479999999998
1_MACS_peak_14126_lociStitched	chr9	129181418	129182282	1	865	481.93919999999997	144.46079999999998
1_MACS_peak_14301_lociStitched	chrX	27264135	27264999	1	865	573.696	58.83839999999999
1_MACS_peak_2011_lociStitched	chr10	115947539	115948402	1	864	434.8657	130.6582
1_MACS_peak_3843_lociStitched	chr14	52091670	52092533	1	864	385.5021	105.97640000000001
1_MACS_peak_4117_lociStitched	chr15	31115373	31116236	1	864	430.8096	79.9138
1_MACS_peak_5840_lociStitched	chr18	43635198	43636061	1	864	450.486	133.1609
1_MACS_peak_6352_lociStitched	chr19	49767248	49768111	1	864	562.5897	197.9722
1_MACS_peak_6528_lociStitched	chr2	26152661	26153524	1	864	406.21410000000003	102.0066
1_MACS_peak_7270_lociStitched	chr2	171016839	171017702	1	864	551.2844	157.2386
1_MACS_peak_7622_lociStitched	chr2	237994049	237994912	1	864	442.28749999999997	103.47370000000001
1_MACS_peak_7708_lociStitched	chr20	9657761	9658624	1	864	693.9383	198.5763
1_MACS_peak_8006_lociStitched	chr20	53297096	53297959	1	864	547.5735	212.12539999999998
1_MACS_peak_9232_lociStitched	chr3	143388034	143388897	1	864	537.2175000000001	122.97749999999999
1_MACS_peak_11654_lociStitched	chr6	52085826	52086689	1	864	579.4182	233.5278
1_MACS_peak_12146_lociStitched	chr6	161347844	161348707	1	864	553.4419	102.7833
1_MACS_peak_12927_lociStitched	chr7	149484483	149485346	1	864	462.9132	152.751
1_MACS_peak_13430_lociStitched	chr8	111043441	111044304	1	864	490.18399999999997	128.4144
1_MACS_peak_13581_lociStitched	chr8	142172724	142173587	1	864	602.0288	180.7122
1_MACS_peak_13835_lociStitched	chr9	80718694	80719557	1	864	817.6925	168.1987
1_MACS_peak_14456_lociStitched	chrX	112990370	112991233	1	864	386.2788	54.8005
1_MACS_peak_14468_lociStitched	chrX	119443060	119443923	1	864	345.0274	64.1209
1_MACS_peak_3167_lociStitched	chr12	62264489	62265351	1	863	493.926	74.3044
1_MACS_peak_5675_lociStitched	chr18	5425429	5426291	1	863	458.584	47.4962
1_MACS_peak_5866_lociStitched	chr18	48115780	48116642	1	863	632.1908000000001	124.9038
1_MACS_peak_6532_lociStitched	chr2	26814592	26815454	1	863	712.3568	113.09440000000001
1_MACS_peak_9495_lociStitched	chr3	189281393	189282255	1	863	491.42620000000005	154.0394
1_MACS_peak_10882_lociStitched	chr5	115694281	115695143	1	863	864.7584	176.6238
1_MACS_peak_11172_lociStitched	chr5	162602349	162603211	1	863	724.4248	131.71359999999999
1_MACS_peak_12384_lociStitched	chr7	41771261	41772123	1	863	550.9904	94.82000000000001
1_MACS_peak_13999_lociStitched	chr9	110005851	110006713	1	863	804.9356	96.0268
1_MACS_peak_14309_lociStitched	chrX	30907416	30908278	1	863	402.8126	102.6642
1_MACS_peak_1321_lociStitched	chr1	232714090	232714951	1	862	422.40659999999997	107.4528
1_MACS_peak_1426_lociStitched	chr10	1531043	1531904	1	862	710.7555	143.6148
1_MACS_peak_3930_lociStitched	chr14	77466484	77467345	1	862	364.71959999999996	109.0887
1_MACS_peak_5715_lociStitched	chr18	11818260	11819121	1	862	706.7088	138.0183
1_MACS_peak_6229_lociStitched	chr19	32215154	32216015	1	862	390.5496	89.2857
1_MACS_peak_6314_lociStitched	chr19	46312639	46313500	1	862	556.1199	176.4189
1_MACS_peak_7325_lociStitched	chr2	181184397	181185258	1	862	399.9345	124.9311
1_MACS_peak_8003_lociStitched	chr20	53095722	53096583	1	862	468.9867	68.019
1_MACS_peak_8868_lociStitched	chr3	56039222	56040083	1	862	504.8904	88.68299999999999
1_MACS_peak_9699_lociStitched	chr4	30462588	30463449	1	862	495.2472	128.6334
1_MACS_peak_10421_lociStitched	chr5	6221951	6222812	1	862	462.7014	105.6447
1_MACS_peak_13037_lociStitched	chr8	13246720	13247581	1	862	514.1891999999999	144.4758
1_MACS_peak_13571_lociStitched	chr8	138917905	138918766	1	862	654.8766	134.5743
1_MACS_peak_14342_lociStitched	chrX	46067581	46068442	1	862	471.3114	141.0318
1_MACS_peak_462_lociStitched	chr1	85800455	85801315	1	861	393.02000000000004	102.598
1_MACS_peak_5112_lociStitched	chr17	7530823	7531683	1	861	428.452	118.078
1_MACS_peak_5137_lociStitched	chr17	14095775	14096635	1	861	383.13	50.998
1_MACS_peak_11833_lociStitched	chr6	94163381	94164241	1	861	427.506	119.024
1_MACS_peak_13302_lociStitched	chr8	70844481	70845341	1	861	514.108	142.50199999999998
1_MACS_peak_13743_lociStitched	chr9	43133274	43134134	1	861	366.876	134.418
1_MACS_peak_14506_lociStitched	chrX	142668783	142669643	1	861	579.382	109.478
1_MACS_peak_3559_lociStitched	chr13	41556645	41557504	1	860	383.1999	76.8805
1_MACS_peak_6913_lociStitched	chr2	97303826	97304685	1	860	577.9352	167.0755
1_MACS_peak_8830_lociStitched	chr3	48487805	48488664	1	860	388.5257	62.8788
1_MACS_peak_10236_lociStitched	chr4	158208349	158209208	1	860	620.5416	154.7059
1_MACS_peak_12157_lociStitched	chr6	166795029	166795888	1	860	366.793	101.4479
1_MACS_peak_13081_lociStitched	chr8	22171577	22172436	1	860	446.9377	107.8045
1_MACS_peak_13733_lociStitched	chr9	40927392	40928251	1	860	461.7125	40.373
1_MACS_peak_14180_lociStitched	chr9	135127452	135128311	1	860	415.4124	132.9732
1_MACS_peak_14403_lociStitched	chrX	71320403	71321262	1	860	444.0171	138.9862
1_MACS_peak_2470_lociStitched	chr11	71673363	71674221	1	859	605.7479999999999	139.6824
1_MACS_peak_9273_lociStitched	chr3	153181493	153182351	1	859	607.7214	151.09380000000002
1_MACS_peak_10038_lociStitched	chr4	108288449	108289307	1	859	450.96479999999997	59.63100000000001
1_MACS_peak_11020_lociStitched	chr5	138088439	138089297	1	859	522.951	141.14100000000002
1_MACS_peak_11641_lociStitched	chr6	45957685	45958543	1	859	563.4485999999999	134.1912
1_MACS_peak_12596_lociStitched	chr7	91575676	91576534	1	859	428.2278	63.32040000000001
1_MACS_peak_12719_lociStitched	chr7	108132931	108133789	1	859	569.3688	192.5352
1_MACS_peak_13281_lociStitched	chr8	65729739	65730597	1	859	520.0337999999999	74.9034
1_MACS_peak_13367_lociStitched	chr8	94752522	94753380	1	859	389.7036	88.1166
1_MACS_peak_13671_lociStitched	chr9	22512250	22513108	1	859	437.49420000000003	21.535800000000002
1_MACS_peak_579_lociStitched	chr1	119502453	119503310	1	858	584.7311	74.90180000000001
1_MACS_peak_1915_lociStitched	chr10	97543285	97544142	1	858	443.75460000000004	134.03480000000002
1_MACS_peak_9391_lociStitched	chr3	175235999	175236856	1	858	756.3025	231.81850000000003
1_MACS_peak_9633_lociStitched	chr4	12927712	12928569	1	858	639.9219	189.4827
1_MACS_peak_10918_lociStitched	chr5	123390041	123390898	1	858	504.85869999999994	128.8928
1_MACS_peak_10937_lociStitched	chr5	125439418	125440275	1	858	561.0779	170.3716
1_MACS_peak_11378_lociStitched	chr6	12232489	12233346	1	858	491.5752	139.6053
1_MACS_peak_12122_lociStitched	chr6	157864218	157865075	1	858	376.13730000000004	98.2122
1_MACS_peak_13658_lociStitched	chr9	14326062	14326919	1	858	570.1621	110.553
1_MACS_peak_13882_lociStitched	chr9	93021823	93022680	1	858	571.1904999999999	132.4065
1_MACS_peak_5510_lociStitched	chr17	67327628	67328484	1	857	571.38	123.34960000000001
1_MACS_peak_7031_lociStitched	chr2	112359702	112360558	1	857	328.276	96.8992
1_MACS_peak_8722_lociStitched	chr3	31661924	31662780	1	857	593.8928	189.68959999999998
1_MACS_peak_9137_lociStitched	chr3	123628534	123629390	1	857	579.5976	126.3456
1_MACS_peak_9737_lociStitched	chr4	40466113	40466969	1	857	504.5264	149.20080000000002
1_MACS_peak_10143_lociStitched	chr4	134729011	134729867	1	857	780.1584	83.11760000000001
1_MACS_peak_13355_lociStitched	chr8	84606444	84607300	1	857	438.95680000000004	54.270399999999995
1_MACS_peak_231_lociStitched	chr1	34825978	34826833	1	856	503.68049999999994	129.447
1_MACS_peak_1658_lociStitched	chr10	47917970	47918825	1	856	310.194	49.3335
1_MACS_peak_3175_lociStitched	chr12	65549868	65550723	1	856	454.2615	161.8515
1_MACS_peak_3848_lociStitched	chr14	54360944	54361799	1	856	532.5795	84.3885
1_MACS_peak_6204_lociStitched	chr19	23949465	23950320	1	856	401.2515	111.834
1_MACS_peak_6315_lociStitched	chr19	46396350	46397205	1	856	411.5115	121.239
1_MACS_peak_13046_lociStitched	chr8	17554574	17555429	1	856	830.547	287.451
1_MACS_peak_14205_lociStitched	chrX	1327037	1327892	1	856	493.848	51.0435
1_MACS_peak_2085_lociStitched	chr11	236416	237270	1	855	468.0774	109.739
1_MACS_peak_3225_lociStitched	chr12	76116226	76117080	1	855	388.8262	116.2294
1_MACS_peak_3617_lociStitched	chr13	66027932	66028786	1	855	384.3854	68.1492
1_MACS_peak_3801_lociStitched	chr14	34800855	34801709	1	855	395.40200000000004	118.7914
1_MACS_peak_5029_lociStitched	chr16	89307091	89307945	1	855	442.4574	123.0614
1_MACS_peak_10077_lociStitched	chr4	115524358	115525212	1	855	528.7968	169.946
1_MACS_peak_10948_lociStitched	chr5	128430102	128430956	1	855	423.0716	92.14659999999999
1_MACS_peak_13515_lociStitched	chr8	129205664	129206518	1	855	683.9685999999999	170.8854
1_MACS_peak_13676_lociStitched	chr9	26892257	26893111	1	855	392.84000000000003	132.1992
1_MACS_peak_2326_lociStitched	chr11	55441222	55442075	1	854	623.2871	42.4794
1_MACS_peak_3419_lociStitched	chr12	111077433	111078286	1	854	456.5256	45.208999999999996
1_MACS_peak_3462_lociStitched	chr12	122777348	122778201	1	854	498.8344	145.7777
1_MACS_peak_3813_lociStitched	chr14	38438550	38439403	1	854	559.4827	95.536
1_MACS_peak_4001_lociStitched	chr14	95731576	95732429	1	854	639.4941	167.8704
1_MACS_peak_5498_lociStitched	chr17	66056276	66057129	1	854	485.1011	120.27299999999998
1_MACS_peak_5572_lociStitched	chr17	75184949	75185802	1	854	472.2208	78.0495
1_MACS_peak_6942_lociStitched	chr2	101575806	101576659	1	854	402.4454	100.22749999999999
1_MACS_peak_9911_lociStitched	chr4	82717770	82718623	1	854	442.8776	126.244
1_MACS_peak_10473_lociStitched	chr5	17282236	17283089	1	854	447.1426	119.7612
1_MACS_peak_12508_lociStitched	chr7	71241550	71242403	1	854	340.4323	56.724500000000006
1_MACS_peak_14366_lociStitched	chrX	55667026	55667879	1	854	482.62739999999997	120.7848
1_MACS_peak_448_lociStitched	chr1	78851223	78852075	1	853	535.3968	66.9672
1_MACS_peak_1524_lociStitched	chr10	16869822	16870674	1	853	482.8284	137.25719999999998
1_MACS_peak_2816_lociStitched	chr12	6344198	6345050	1	853	449.856	117.32039999999999
1_MACS_peak_3853_lociStitched	chr14	55239689	55240541	1	853	450.9636	44.2188
1_MACS_peak_3954_lociStitched	chr14	87533158	87534010	1	853	530.7108000000001	179.6016
1_MACS_peak_4181_lociStitched	chr15	40066653	40067505	1	853	657.5736	239.75279999999998
1_MACS_peak_4294_lociStitched	chr15	54250069	54250921	1	853	641.2152000000001	100.0248
1_MACS_peak_5838_lociStitched	chr18	43520503	43521355	1	853	450.7932	110.9304
1_MACS_peak_6148_lociStitched	chr19	14153426	14154278	1	853	599.4672	125.4144
1_MACS_peak_7158_lociStitched	chr2	142943340	142944192	1	853	486.66240000000005	154.2972
1_MACS_peak_7272_lociStitched	chr2	171785159	171786011	1	853	461.5284	151.8264
1_MACS_peak_8897_lociStitched	chr3	62820907	62821759	1	853	443.63640000000004	113.742
1_MACS_peak_8952_lociStitched	chr3	73533624	73534476	1	853	505.66200000000003	153.87120000000002
1_MACS_peak_9794_lociStitched	chr4	58020172	58021024	1	853	456.672	123.4548
1_MACS_peak_12102_lociStitched	chr6	149886409	149887261	1	853	452.24160000000006	77.106
1_MACS_peak_14224_lociStitched	chrX	7179458	7180310	1	853	481.46520000000004	99.68400000000001
1_MACS_peak_4791_lociStitched	chr16	28985652	28986503	1	852	512.2169	138.3726
1_MACS_peak_10311_lociStitched	chr4	182078584	182079435	1	852	452.22139999999996	61.4422
1_MACS_peak_12001_lociStitched	chr6	133119865	133120716	1	852	591.0195	71.3138
1_MACS_peak_13093_lociStitched	chr8	23100669	23101520	1	852	551.3629000000001	121.6079
1_MACS_peak_13220_lociStitched	chr8	49207967	49208818	1	852	530.5985000000001	152.58429999999998
1_MACS_peak_13732_lociStitched	chr9	39611394	39612245	1	852	367.03630000000004	76.7602
1_MACS_peak_794_lociStitched	chr1	158965911	158966761	1	851	678.64	195.84
1_MACS_peak_2650_lociStitched	chr11	116969157	116970007	1	851	703.2900000000001	184.45
1_MACS_peak_3798_lociStitched	chr14	33171603	33172453	1	851	527.85	46.410000000000004
1_MACS_peak_6742_lociStitched	chr2	62288669	62289519	1	851	608.94	133.45
1_MACS_peak_10829_lociStitched	chr5	106724604	106725454	1	851	384.88	82.11
1_MACS_peak_11178_lociStitched	chr5	165729072	165729922	1	851	455.34499999999997	118.74499999999999
1_MACS_peak_12129_lociStitched	chr6	158129754	158130604	1	851	380.29	72.93
1_MACS_peak_12584_lociStitched	chr7	88727280	88728130	1	851	439.10999999999996	121.975
1_MACS_peak_563_lociStitched	chr1	117046754	117047603	1	850	379.6728	97.21050000000001
1_MACS_peak_1469_lociStitched	chr10	10254952	10255801	1	850	700.5948000000001	129.3027
1_MACS_peak_2802_lociStitched	chr12	3978860	3979709	1	850	644.3061	232.54109999999997
1_MACS_peak_3673_lociStitched	chr13	94276529	94277378	1	850	542.5959	108.8418
1_MACS_peak_5700_lociStitched	chr18	9861632	9862481	1	850	563.0568000000001	183.8085
1_MACS_peak_6510_lociStitched	chr2	25070715	25071564	1	850	452.43210000000005	62.741099999999996
1_MACS_peak_7162_lociStitched	chr2	144225741	144226590	1	850	545.8221	137.70780000000002
1_MACS_peak_10891_lociStitched	chr5	118366716	118367565	1	850	542.4261	165.555
1_MACS_peak_12106_lociStitched	chr6	152002561	152003410	1	850	413.3781	94.239
1_MACS_peak_13690_lociStitched	chr9	30103736	30104585	1	850	423.2265	107.31360000000001
1_MACS_peak_13941_lociStitched	chr9	99428714	99429563	1	850	447.33810000000005	116.90729999999999
1_MACS_peak_14232_lociStitched	chrX	8955496	8956345	1	850	683.0205	60.1092
1_MACS_peak_14333_lociStitched	chrX	41976289	41977138	1	850	589.4607	62.82599999999999
1_MACS_peak_2066_lociStitched	chr10	129334173	129335021	1	849	405.6832	76.6592
1_MACS_peak_8312_lociStitched	chr22	18280751	18281599	1	849	633.032	163.83360000000002
1_MACS_peak_11320_lociStitched	chr6	6461057	6461905	1	849	547.9776	146.70399999999998
1_MACS_peak_12482_lociStitched	chr7	65187081	65187929	1	849	413.23040000000003	110.74879999999999
1_MACS_peak_13270_lociStitched	chr8	62381033	62381881	1	849	459.192	145.2624
1_MACS_peak_13763_lociStitched	chr9	67087197	67088045	1	849	358.1952	132.712
1_MACS_peak_14489_lociStitched	chrX	132676178	132677026	1	849	588.7664	163.5792
1_MACS_peak_292_lociStitched	chr1	42416375	42417222	1	848	442.81160000000006	134.0801
1_MACS_peak_536_lociStitched	chr1	111189723	111190570	1	848	654.1381	93.8476
1_MACS_peak_1250_lociStitched	chr1	224931950	224932797	1	848	472.2025	112.1428
1_MACS_peak_1489_lociStitched	chr10	11905459	11906306	1	848	491.0059	187.3564
1_MACS_peak_2544_lociStitched	chr11	87927943	87928790	1	848	368.9532	100.0307
1_MACS_peak_4837_lociStitched	chr16	34794740	34795587	1	848	335.6661	89.8667
1_MACS_peak_4999_lociStitched	chr16	82145345	82146192	1	848	795.8412	99.7766
1_MACS_peak_7570_lociStitched	chr2	228670004	228670851	1	848	376.5762	102.2329
1_MACS_peak_7609_lociStitched	chr2	236179281	236180128	1	848	640.9249	27.4428
1_MACS_peak_8905_lociStitched	chr3	64845352	64846199	1	848	514.8066	147.20860000000002
1_MACS_peak_13067_lociStitched	chr8	19417700	19418547	1	848	373.4423	89.8667
1_MACS_peak_547_lociStitched	chr1	113692875	113693721	1	847	419.8698	71.57159999999999
1_MACS_peak_1702_lociStitched	chr10	61594110	61594956	1	847	495.16380000000004	105.4962
1_MACS_peak_4461_lociStitched	chr15	79152524	79153370	1	847	391.5288	92.1294
1_MACS_peak_7640_lociStitched	chr2	242640512	242641358	1	847	373.2552	87.4764
1_MACS_peak_9599_lociStitched	chr4	6910922	6911768	1	847	391.0212	107.865
1_MACS_peak_10084_lociStitched	chr4	119954184	119955030	1	847	471.98339999999996	111.16439999999999
1_MACS_peak_12306_lociStitched	chr7	26101028	26101874	1	847	398.46599999999995	139.50539999999998
1_MACS_peak_13148_lociStitched	chr8	33330273	33331119	1	847	532.3032	165.3084
1_MACS_peak_2300_lociStitched	chr11	43890253	43891098	1	846	689.8580000000001	188.35049999999998
1_MACS_peak_5821_lociStitched	chr18	39693894	39694739	1	846	412.6135	102.8365
1_MACS_peak_6854_lociStitched	chr2	85855506	85856351	1	846	422.0775	67.34649999999999
1_MACS_peak_9773_lociStitched	chr4	53289913	53290758	1	846	468.806	150.579
1_MACS_peak_9977_lociStitched	chr4	95643651	95644496	1	846	413.205	59.48800000000001
1_MACS_peak_10460_lociStitched	chr5	14767947	14768792	1	846	491.87449999999995	132.496
1_MACS_peak_12950_lociStitched	chr7	152731714	152732559	1	846	699.2375	139.256
1_MACS_peak_13034_lociStitched	chr8	12611234	12612079	1	846	431.28799999999995	125.6515
1_MACS_peak_13734_lociStitched	chr9	41756468	41757313	1	846	366.73	48.334
1_MACS_peak_14407_lociStitched	chrX	73804301	73805146	1	846	613.8925	98.7805
1_MACS_peak_530_lociStitched	chr1	110785971	110786815	1	845	399.1276	106.5972
1_MACS_peak_597_lociStitched	chr1	142679338	142680182	1	845	704.2336	148.0376
1_MACS_peak_1881_lociStitched	chr10	93851442	93852286	1	845	557.3776	103.812
1_MACS_peak_2095_lociStitched	chr11	842230	843074	1	845	436.5168	67.26679999999999
1_MACS_peak_3585_lociStitched	chr13	50114391	50115235	1	845	592.1504	117.2316
1_MACS_peak_4978_lociStitched	chr16	77574313	77575157	1	845	413.138	110.73280000000001
1_MACS_peak_5963_lociStitched	chr18	70515738	70516582	1	845	818.4268	93.3464
1_MACS_peak_7078_lociStitched	chr2	120980402	120981246	1	845	432.97200000000004	68.786
1_MACS_peak_7363_lociStitched	chr2	191978867	191979711	1	845	543.958	155.718
1_MACS_peak_14117_lociStitched	chr9	127951728	127952572	1	845	460.9928	74.3564
1_MACS_peak_14283_lociStitched	chrX	17632107	17632951	1	845	598.4803999999999	155.3804
1_MACS_peak_1519_lociStitched	chr10	15785958	15786801	1	844	391.6578	152.1615
1_MACS_peak_4437_lociStitched	chr15	75625714	75626557	1	844	579.4782	100.5699
1_MACS_peak_7070_lociStitched	chr2	119583386	119584229	1	844	405.8202	100.40129999999999
1_MACS_peak_8770_lociStitched	chr3	43327495	43328338	1	844	446.45279999999997	124.5111
1_MACS_peak_10288_lociStitched	chr4	174979792	174980635	1	844	449.4033	129.1476
1_MACS_peak_12173_lociStitched	chr7	1609532	1610375	1	844	391.4049	94.8375
1_MACS_peak_12365_lociStitched	chr7	37684948	37685791	1	844	497.9601	128.97899999999998
1_MACS_peak_6244_lociStitched	chr19	36100586	36101428	1	843	524.9870000000001	117.7958
1_MACS_peak_7084_lociStitched	chr2	123620822	123621664	1	843	508.82059999999996	126.80520000000001
1_MACS_peak_7801_lociStitched	chr20	25322192	25323034	1	843	584.1795999999999	176.5674
1_MACS_peak_11358_lociStitched	chr6	11366468	11367310	1	843	436.4086	149.7918
1_MACS_peak_11719_lociStitched	chr6	71665233	71666075	1	843	353.64	110.8914
1_MACS_peak_12334_lociStitched	chr7	30265305	30266147	1	843	499.72700000000003	163.348
