REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_9038_lociStitched	chr3	105085071	105089140	1	4070	3295.89	896.4007	489	ALCAM		ALCAM	ALCAM	0.0068000000000000005	489	1
1_MACS_peak_12685_lociStitched	chr7	104651861	104655924	1	4064	6335.0296	1220.5252	490	MLL5,LOC100216545		LOC100216545	LOC100216545	0.41640000000000005	490	1
2_MACS_peak_10337_lociStitched	chr4	185455310	185460641	2	4062	5326.2021	1356.7395	491			IRF2	IRF2	NONE	491	1
2_MACS_peak_11485_lociStitched	chr6	27098851	27107615	2	4061	4445.9772	1935.9676	492	HIST1H2AG,HIST1H4I,HIST1H2BJ,HIST1H2BK	HIST1H2AH,MIR3143	HIST1H2AG	HIST1H2AG	0.2112	492	1
3_MACS_peak_3946_lociStitched	chr14	81936309	81945579	3	4061	5081.814	1136.502	493	SEL1L		SEL1L	SEL1L	0.0928	493	1
2_MACS_peak_1266_lociStitched	chr1	226308979	226316557	2	4056	4928.7312	2435.5692	494			ACBD3	ACBD3	NONE	494	1
2_MACS_peak_12013_lociStitched	chr6	135190834	135195837	2	4054	7421.4502	1338.3025	495			ALDH8A1	ALDH8A1	NONE	495	1
2_MACS_peak_7005_lociStitched	chr2	111432313	111437533	2	4053	2975.922	1373.904	496	BUB1		BUB1	BUB1	0.06389999999999998	496	1
1_MACS_peak_5163_lociStitched	chr17	19090339	19094390	1	4052	4065.1785	1230.6938	497		EPN2	EPN2	EPN2	0.040699999999999986	497	1
2_MACS_peak_10645_lociStitched	chr5	61985432	61990069	2	4052	3396.6025	1042.3976	498			LRRC70	LRRC70	NONE	498	1
2_MACS_peak_8247_lociStitched	chr21	43536481	43540847	2	4050	3805.8422	1601.8854	499	UMODL1	C21orf128	C21orf128	C21orf128	0.031	499	1
2_MACS_peak_5500_lociStitched	chr17	66230746	66235433	2	4043	4523.8924	1129.0983	500		LOC440461,AMZ2,ARSG	AMZ2	AMZ2	0.11170000000000002	500	1
2_MACS_peak_10323_lociStitched	chr4	185186358	185190578	2	4042	4202.698	1366.014	501		ENPP6	ENPP6	NONE	NONE	501	1
3_MACS_peak_4491_lociStitched	chr15	83474375	83480531	3	4040	3085.3872	1123.47	502	WHAMM,FSD2	SCARNA15	WHAMM	WHAMM	0.05890000000000001	502	1
2_MACS_peak_12788_lociStitched	chr7	123387170	123396210	2	4038	4284.96	2160.56	503	WASL		WASL	WASL	0.02259999999999998	503	1
1_MACS_peak_1083_lociStitched	chr1	200987527	200991559	1	4033	4005.792	1567.2384	504	KIF21B		KIF21B	KIF21B	0.022400000000000003	504	1
1_MACS_peak_5104_lociStitched	chr17	6915376	6919406	1	4031	3894.995	1273.883	505	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	MIR195	0.26549999999999996	505	1
2_MACS_peak_3078_lociStitched	chr12	48201353	48208351	2	4024	4254.0842	1829.977	506	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.05120000000000002	506	1
2_MACS_peak_1367_lociStitched	chr1	240075087	240079273	2	4016	5409.1492	1268.7766	507			RPS7P5	RPS7P5	NONE	507	1
2_MACS_peak_8135_lociStitched	chr21	30668464	30673415	2	4013	3516.2002	1131.3035	508	BACH1	BACH1	BACH1	BACH1	0.04569999999999999	508	1
2_MACS_peak_5526_lociStitched	chr17	70593173	70601514	2	4013	5141.3924	1907.5867	509	FLJ26484	LOC100499467	LOC100499467	LOC100499467	0.041400000000000006	509	1
2_MACS_peak_9148_lociStitched	chr3	125554005	125560284	2	4012	5421.2886	1618.7262	510		MIR548I1	MIR548I1	NONE	NONE	510	1
3_MACS_peak_12272_lociStitched	chr7	22478441	22488156	3	4012	4972.137	2054.7225	511	MGC87042		MGC87042	MGC87042	0.0532	511	1
3_MACS_peak_12410_lociStitched	chr7	45034576	45048029	3	4012	5962.3696	2426.9212	512	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	CCM2	0.046500000000000014	512	1
2_MACS_peak_13573_lociStitched	chr8	141467449	141476599	2	4005	4507.29	1632.36	513	TRAPPC9	CHRAC1	TRAPPC9	CHRAC1	0.1174	513	1
2_MACS_peak_3762_lociStitched	chr13	115024693	115029777	2	3999	5356.5024	1318.7896	514	CDC16	UPF3A	UPF3A	UPF3A	0.11019999999999999	514	1
2_MACS_peak_1984_lociStitched	chr10	111968773	111972818	2	3997	3120.7175	1252.7365	515	MXI1	MXI1	MXI1	MXI1	0.0416	515	1
1_MACS_peak_12673_lociStitched	chr7	102253226	102257220	1	3995	3758.354	2222.661	516	RASA4	POLR2J3,UPK3BL	RASA4	RASA4	0.005299999999999971	516	1
2_MACS_peak_689_lociStitched	chr1	150583199	150587195	2	3995	6047.5464	1503.2952	517		MCL1,ENSA	ENSA	MCL1	0.1668	517	1
3_MACS_peak_5279_lociStitched	chr17	37925752	37937898	3	3995	6422.8048	2657.5448	518	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.05869999999999999	518	1
2_MACS_peak_7935_lociStitched	chr20	46386799	46391484	2	3992	5256.57	1277.5995	519	SULF2		SULF2	SULF2	0.036699999999999997	519	1
1_MACS_peak_9898_lociStitched	chr4	82390598	82394587	1	3990	3559.3847	1200.689	520	RASGEF1B		RASGEF1B	RASGEF1B	0.04979999999999998	520	1
2_MACS_peak_9488_lociStitched	chr3	187456138	187464093	2	3990	4297.291	2038.071	521	BCL6	LOC100131635,RTP2,BCL6	BCL6	BCL6	0.050600000000000006	521	1
1_MACS_peak_13110_lociStitched	chr8	27234726	27238709	1	3984	2795.6677	957.1149	522	PTK2B		PTK2B	PTK2B	0.0685	522	1
2_MACS_peak_2192_lociStitched	chr11	16979934	16985970	2	3978	4552.3512	1734.1428	523	PLEKHA7		PLEKHA7	PLEKHA7	0.013700000000000018	523	1
2_MACS_peak_889_lociStitched	chr1	171219945	171227409	2	3978	5447.9736	2216.0616	524	FMO1		FMO1	FMO1	0.07319999999999999	524	1
3_MACS_peak_10435_lociStitched	chr5	7869605	7874062	3	3976	2834.652	1063.8859	525	MTRR	C5orf49,FASTKD3	MTRR	FASTKD3	0.10519999999999999	525	1
3_MACS_peak_3137_lociStitched	chr12	56726916	56733181	3	3976	3805.9875	1436.5645	526	IL23A,PAN2	CS,CNPY2,STAT2,APOF	PAN2	APOF	0.11280000000000001	526	1
3_MACS_peak_6992_lociStitched	chr2	110086491	110092896	3	3973	4123.539	1337.364	527	SH3RF3		MIR4266	MIR4266	NONE	527	1
2_MACS_peak_10755_lociStitched	chr5	87955110	87963592	2	3971	4000.9594	1580.1966	528	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.0789	528	1
1_MACS_peak_13901_lociStitched	chr9	93953127	93957096	1	3970	7341.4593	1238.328	529			LOC100129316	LOC100129316	NONE	529	1
2_MACS_peak_1121_lociStitched	chr1	206096989	206101795	2	3965	3919.293	1550.4156	530		FAM72A	FAM72A	FAM72A	0.03740000000000002	530	1
2_MACS_peak_13723_lociStitched	chr9	37528239	37532729	2	3963	4714.5	1422.881	531	FBXO10	POLR1E	POLR1E	POLR1E	0.01050000000000001	531	1
2_MACS_peak_1530_lociStitched	chr10	17269251	17273262	2	3962	2682.9579	965.8488	532	VIM	TRDMT1	VIM	VIM	0.1337	532	1
2_MACS_peak_9001_lociStitched	chr3	99342682	99346753	2	3960	3013.3542	1062.531	533	MIR548G	COL8A1	COL8A1	NONE	NONE	533	1
2_MACS_peak_12959_lociStitched	chr7	155532807	155539607	2	3958	5589.6	1700.68	534	RBM33		SHH	SHH	NONE	534	1
2_MACS_peak_11735_lociStitched	chr6	74229754	74234026	2	3955	3343.2672	1280.7456	535	EEF1A1		EEF1A1	EEF1A1	0.2111	535	1
2_MACS_peak_5098_lociStitched	chr17	6064030	6070605	2	3949	6326.465	1577.3425	536			WSCD1	WSCD1	NONE	536	1
1_MACS_peak_6862_lociStitched	chr2	86262468	86266413	1	3946	5908.821	1181.5275	537	POLR1A	LOC90784	LOC90784	NONE	NONE	537	1
2_MACS_peak_8021_lociStitched	chr20	56050355	56057057	2	3944	5828.0592	1605.129	538		CTCFL	CTCFL	CTCFL	0.054400000000000004	538	1
3_MACS_peak_13693_lociStitched	chr9	33158789	33168126	3	3942	3629.2919	1370.6716	539	B4GALT1		B4GALT1	B4GALT1	0.038000000000000006	539	1
1_MACS_peak_7908_lociStitched	chr20	43273380	43277320	1	3941	4265.05	1251.738	540	ADA	LOC79015	ADA	ADA	0.08610000000000001	540	1
3_MACS_peak_13404_lociStitched	chr8	103542584	103549001	3	3938	3232.8846	698.8113	541		ODF1	ODF1	ODF1	0.009900000000000006	541	1
2_MACS_peak_6011_lociStitched	chr19	1268679	1276958	2	3931	4148.6069	2333.8501	542	CIRBP,C19orf24,C19orf23	ATP5D,MIDN,EFNA2,C19orf26	C19orf23	MIDN	0.11769999999999997	542	1
1_MACS_peak_616_lociStitched	chr1	144338294	144342222	1	3929	2863.9048	715.2888	543	LOC728855,LOC728875		LOC728855	LOC728855	0.0633	543	1
2_MACS_peak_6812_lociStitched	chr2	70312031	70316180	2	3928	3771.0261	1061.3142	544	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.10380000000000003	544	1
2_MACS_peak_746_lociStitched	chr1	154971090	154975027	2	3924	3841.7246	1369.2886	545		CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	0.2843	545	1
2_MACS_peak_6604_lociStitched	chr2	38890477	38895159	2	3923	4179.6214	1208.4242	546	GALM		GALM	GALM	0.06620000000000001	546	1
3_MACS_peak_5039_lociStitched	chr17	978142	985021	3	3921	3884.5713	1339.3413	547	ABR		ABR	ABR	0.011800000000000005	547	1
1_MACS_peak_4371_lociStitched	chr15	68479229	68483145	1	3917	3917.5664	931.6164	548	PIAS1,CALML4	CLN6	CALML4	CALML4	0.1631	548	1
2_MACS_peak_2283_lociStitched	chr11	35186282	35195592	2	3914	4899.853	1998.857	549	CD44		CD44	CD44	0.07640000000000002	549	1
2_MACS_peak_6860_lociStitched	chr2	86220472	86227417	2	3912	5513.6355	1955.712	550		LOC90784	LOC90784	NONE	NONE	550	1
2_MACS_peak_4147_lociStitched	chr15	33297153	33301695	2	3911	3748.9668	971.5338	551	FMN1		FMN1	FMN1	0.035699999999999996	551	1
2_MACS_peak_2413_lociStitched	chr11	65238958	65245908	2	3911	5259.76	1451.16	552		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	0.6755	552	1
2_MACS_peak_12356_lociStitched	chr7	35764228	35770897	2	3909	5583.9537	1532.5362	553		HERPUD2	HERPUD2	HERPUD2	0.015099999999999988	553	1
1_MACS_peak_3380_lociStitched	chr12	104321375	104325282	1	3908	4592.2878	1281.496	554	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	C12orf73	0.05490000000000002	554	1
1_MACS_peak_7451_lociStitched	chr2	204569267	204573173	1	3907	8229.1608	1267.497	555	CD28		CD28	CD28	0.2429	555	1
2_MACS_peak_9087_lociStitched	chr3	113463735	113468506	2	3901	3380.2535	1121.6621	556	ATP6V1A,NAA50	KIAA2018	ATP6V1A	ATP6V1A	0.03409999999999999	556	1
3_MACS_peak_9905_lociStitched	chr4	82546315	82557819	3	3898	5588.6432	2339.9136	557			RASGEF1B	RASGEF1B	0.04979999999999998	557	1
1_MACS_peak_9295_lociStitched	chr3	156852036	156855928	1	3893	4366.4348	1714.0368	558		LOC100498859,LOC339894,CCNL1	LOC339894	LOC100498859	0.2881	558	1
2_MACS_peak_9179_lociStitched	chr3	129893481	129899316	2	3893	5736.972	1393.398	559		COL6A4P2	COL6A4P2	NONE	NONE	559	1
1_MACS_peak_2822_lociStitched	chr12	6641237	6645126	1	3890	3621.8257	1188.8673	560	GAPDH	NCAPD2,SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	GAPDH	0.1725	560	1
2_MACS_peak_10537_lociStitched	chr5	39073172	39077770	2	3889	2588.2142	1032.251	561	RICTOR		RICTOR	RICTOR	0.0155	561	1
2_MACS_peak_7820_lociStitched	chr20	31257467	31261792	2	3885	3488.545	1020.7	562		C20orf203	C20orf203	NONE	NONE	562	1
1_MACS_peak_5613_lociStitched	chr17	76884671	76888551	1	3881	4134.14	1370.804	563	TIMP2	USP36	TIMP2	USP36	0.06490000000000001	563	1
3_MACS_peak_13151_lociStitched	chr8	33419973	33425014	3	3875	2984.272	1018.7861	564	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.29059999999999997	564	1
2_MACS_peak_4303_lociStitched	chr15	55694491	55701378	2	3875	3849.833	1188.6962	565	FLJ27352,CCPG1	MIR628	CCPG1	MIR628	0.060899999999999996	565	1
3_MACS_peak_13388_lociStitched	chr8	101506333	101514293	3	3874	3442.7	1055.496	566			ANKRD46	ANKRD46	NONE	566	1
2_MACS_peak_625_lociStitched	chr1	145138475	145145712	2	3866	5059.3867	2794.2057	567		SEC22B	SEC22B	SEC22B	0.01369999999999999	567	1
1_MACS_peak_12741_lociStitched	chr7	113723840	113727691	1	3852	3371.1654	1392.5216	568	FOXP2		FOXP2	NONE	NONE	568	1
2_MACS_peak_1162_lociStitched	chr1	210501758	210506993	2	3851	3911.0685	1536.4725	569	HHAT		HHAT	NONE	NONE	569	1
1_MACS_peak_1393_lociStitched	chr1	245132427	245136276	1	3850	3199.2888	1243.6119	570	EFCAB2		EFCAB2	NONE	NONE	570	1
2_MACS_peak_1935_lociStitched	chr10	102129981	102134324	2	3850	3023.1623	1139.1689	571	NCRNA00263	SCD,PKD2L1	NCRNA00263	NCRNA00263	0.0625	571	1
2_MACS_peak_13890_lociStitched	chr9	93684623	93690485	2	3850	8194.4898	1158.3312	572			SYK	SYK	NONE	572	1
1_MACS_peak_972_lociStitched	chr1	183773679	183777526	1	3848	2851.7811	1406.4632	573	RGL1		APOBEC4	APOBEC4	NONE	573	1
1_MACS_peak_3200_lociStitched	chr12	68874265	68878111	1	3847	4713.6576	1042.6506	574			RAP1B	RAP1B	NONE	574	1
2_MACS_peak_2110_lociStitched	chr11	3528769	3534974	2	3846	4030.1475	1376.269	575			TRPC2	TRPC2	NONE	575	1
2_MACS_peak_13455_lociStitched	chr8	120939213	120947511	2	3846	6239.2662	1891.1142	576	DEPDC6		DEPDC6	DEPDC6	0.094	576	1
2_MACS_peak_4908_lociStitched	chr16	66583093	66587402	2	3844	2618.5793	985.8992	577	CKLF,TK2	CMTM1,CMTM2	TK2	TK2	0.17129999999999998	577	1
3_MACS_peak_12209_lociStitched	chr7	7855317	7861212	3	3841	4239.684	1258.5825	578	LOC729852		RPA3	RPA3	NONE	578	1
2_MACS_peak_9036_lociStitched	chr3	104240062	104246583	2	3832	4020.1965	1330.9361	579			MIR548A3	MIR548A3	NONE	579	1
2_MACS_peak_133_lociStitched	chr1	23937859	23947057	2	3832	4625.6742	2121.9786	580		MDS2	MDS2	MDS2	0.03459999999999999	580	1
2_MACS_peak_3973_lociStitched	chr14	91815461	91821810	2	3831	3031.0126	951.0802	581	CCDC88C		CCDC88C	CCDC88C	0.1164	581	1
2_MACS_peak_583_lociStitched	chr1	120622772	120631650	2	3831	6930.1668	3329.25	582		NOTCH2	NOTCH2	NOTCH2	0.013399999999999995	582	1
1_MACS_peak_5918_lociStitched	chr18	56752005	56755834	1	3830	4090.1378	1263.1871	583		LOC390858	LOC390858	NONE	NONE	583	1
2_MACS_peak_2953_lociStitched	chr12	26306164	26311193	2	3829	4829.8516	1269.3196	584		SSPN,BHLHE41	BHLHE41	BHLHE41	0.3479	584	1
2_MACS_peak_854_lociStitched	chr1	164685776	164691302	2	3829	5416.0326	1705.3236	585	PBX1		PBX1	PBX1	0.02579999999999999	585	1
3_MACS_peak_11863_lociStitched	chr6	106227828	106240140	3	3828	6302.5128	2475.9432	586			PRDM1	PRDM1	0.2733	586	1
2_MACS_peak_3302_lociStitched	chr12	92932260	92938895	2	3827	5739.275	1435.1505	587			CLLU1OS	CLLU1OS	0.0601	587	1
2_MACS_peak_9850_lociStitched	chr4	76024042	76028576	2	3809	4561.6574	1314.86	588			PARM1	PARM1	NONE	588	1
1_MACS_peak_12259_lociStitched	chr7	20368412	20372217	1	3806	4264.2635	840.144	589	ITGB8		ITGB8	ITGB8	0.11059999999999998	589	1
2_MACS_peak_9501_lociStitched	chr3	191755753	191760962	2	3806	4584.4409	1604.372	590			FGF12	FGF12	NONE	590	1
2_MACS_peak_13062_lociStitched	chr8	19242941	19247611	2	3804	3772.893	1219.337	591	SH2D4A		SH2D4A	SH2D4A	0.059599999999999986	591	1
2_MACS_peak_8364_lociStitched	chr22	24822884	24831518	2	3803	6430.6032	1804.506	592	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.1874	592	1
3_MACS_peak_14141_lociStitched	chr9	130673223	130680405	3	3802	3643.4286	1530.4842	593	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	0.1189	593	1
1_MACS_peak_4347_lociStitched	chr15	65183915	65187710	1	3796	3852.684	1341.153	594		PLEKHO2,ANKDD1A	ANKDD1A	ANKDD1A	0.005199999999999996	594	1
2_MACS_peak_8787_lociStitched	chr3	45695291	45700173	2	3796	3465.7318	1041.3306	595	LIMD1	SACM1L,LOC644714	LOC644714	LOC644714	0.07900000000000001	595	1
1_MACS_peak_11216_lociStitched	chr5	173170403	173174196	1	3794	4357.0191	1189.4848	596			BOD1	BOD1	NONE	596	1
2_MACS_peak_2275_lociStitched	chr11	35027813	35036351	2	3792	4782.1338	1668.3252	597			APIP	APIP	NONE	597	1
1_MACS_peak_3196_lociStitched	chr12	68381829	68385619	1	3791	4232.672	971.377	598			IFNG	IFNG	NONE	598	1
2_MACS_peak_8203_lociStitched	chr21	37906979	37915770	2	3790	9067.9165	2334.8896	599	CLDN14		CLDN14	CLDN14	0.0771	599	1
2_MACS_peak_634_lociStitched	chr1	145434605	145438980	2	3789	3647.875	1747.8125	600	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	POLR3GL	0.19330000000000003	600	1
3_MACS_peak_2690_lociStitched	chr11	122614301	122620533	3	3788	3894.3768	1651.48	601	UBASH3B		UBASH3B	UBASH3B	0.020500000000000004	601	1
1_MACS_peak_12048_lociStitched	chr6	138270427	138274211	1	3785	5448.5816	888.8616	602			TNFAIP3	TNFAIP3	NONE	602	1
2_MACS_peak_5996_lociStitched	chr19	506181	512186	2	3783	3485.302	1682.0005	603	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	C19orf20	0.08730000000000002	603	1
2_MACS_peak_780_lociStitched	chr1	157146063	157152883	2	3783	3962.42	1863.224	604		CYCSP52,ETV3	ETV3	ETV3	0.13060000000000002	604	1
2_MACS_peak_10554_lociStitched	chr5	42991697	42995564	2	3781	2998.0851	1083.9201	605		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	0.29159999999999997	605	1
1_MACS_peak_667_lociStitched	chr1	149221966	149225744	1	3779	8340.6906	2816.8768	606			LOC388692	LOC388692	NONE	606	1
2_MACS_peak_4122_lociStitched	chr15	31368958	31376291	2	3775	5642.0102	1698.3228	607	TRPM1	MIR211	MIR211	MIR211	0.023599999999999982	607	1
2_MACS_peak_12632_lociStitched	chr7	98476161	98480699	2	3768	3370.8264	1009.2512	608	TRRAP,MIR3609	TMEM130	MIR3609	MIR3609	0.24070000000000003	608	1
2_MACS_peak_11521_lociStitched	chr6	31164609	31172550	2	3764	4890.0678	1589.7882	609	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	0.17770000000000002	609	1
2_MACS_peak_5356_lociStitched	chr17	46124655	46133898	2	3764	3968.0199	2024.217	610	NFE2L1	MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	0.07999999999999999	610	1
1_MACS_peak_9452_lociStitched	chr3	183242805	183246566	1	3762	6152.2438	1643.1809	611	KLHL6		KLHL6	KLHL6	0.2156	611	1
1_MACS_peak_2845_lociStitched	chr12	9597925	9601684	1	3760	2671.1454	1107.4014	612	DDX12		DDX12	DDX12	0.06919999999999998	612	1
2_MACS_peak_6128_lociStitched	chr19	12721181	12725552	2	3759	4487.2686	1036.3641	613	ZNF791,ZNF490		ZNF791	ZNF791	0.14229999999999998	613	1
2_MACS_peak_3344_lociStitched	chr12	96894362	96901224	2	3753	3885.9506	1521.3054	614			CDK17	CDK17	NONE	614	1
3_MACS_peak_14479_lociStitched	chrX	128903077	128912005	3	3753	3241.7568	1154.3904	615	XPNPEP2	SASH3	SASH3	SASH3	0.08429999999999999	615	1
2_MACS_peak_8800_lociStitched	chr3	46330599	46336740	2	3752	4621.7166	1411.8159	616		CCR3	CCR3	CCR3	0.0011999999999999789	616	1
1_MACS_peak_12956_lociStitched	chr7	155088457	155092205	1	3749	3053.8704	1122.9008	617	INSIG1		INSIG1	INSIG1	0.09129999999999999	617	1
2_MACS_peak_4760_lociStitched	chr16	23413764	23418661	2	3742	4492.0181	1335.4119	618	COG7		COG7	COG7	0.037599999999999995	618	1
1_MACS_peak_5158_lociStitched	chr17	18964446	18968185	1	3740	4496.5214	1108.6135	619		GRAP	GRAP	NONE	NONE	619	1
2_MACS_peak_7898_lociStitched	chr20	42578029	42585033	2	3738	4767.6228	1386.792	620	TOX2		TOX2	TOX2	0.0902	620	1
1_MACS_peak_100_lociStitched	chr1	17065411	17069146	1	3736	6272.559	2123.721	621		ESPNP,MST1P9	ESPNP	NONE	NONE	621	1
2_MACS_peak_6929_lociStitched	chr2	99118026	99122525	2	3733	3092.6126	1305.1599	622	INPP4A		INPP4A	INPP4A	0.22789999999999996	622	1
2_MACS_peak_9536_lociStitched	chr3	195819744	195824758	2	3730	4366.1912	1593.9506	623		LOC401109,TFRC	TFRC	TFRC	0.024400000000000005	623	1
2_MACS_peak_191_lociStitched	chr1	28969016	28976007	2	3726	4532.2653	1560.3912	624	RNU11,TAF12	GMEB1	RNU11	RNU11	0.2531	624	1
1_MACS_peak_12844_lociStitched	chr7	134853451	134857175	1	3725	3471.8852	1381.604	625	C7orf49	TMEM140,WDR91	C7orf49	C7orf49	0.16310000000000002	625	1
1_MACS_peak_876_lociStitched	chr1	167682483	167686205	1	3723	3424.6122	1594.1326	626		MPZL1	MPZL1	NONE	NONE	626	1
2_MACS_peak_8083_lociStitched	chr21	19152285	19157819	2	3719	6696.14	1358.0436	627		C21orf91	C21orf91	C21orf91	0.08959999999999999	627	1
1_MACS_peak_8700_lociStitched	chr3	27135734	27139444	1	3711	4301.374	1102.241	628			NEK10	NEK10	NONE	628	1
1_MACS_peak_9729_lociStitched	chr4	40055978	40059686	1	3709	2376.828	736.7796	629	N4BP2,LOC344967		N4BP2	N4BP2	0.015500000000000014	629	1
2_MACS_peak_5205_lociStitched	chr17	29640295	29649244	2	3705	5315.706	2014.4199	630	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.1452	630	1
2_MACS_peak_1758_lociStitched	chr10	72237100	72241185	2	3704	3275.353	993.8805	631	KIAA1274	NODAL	KIAA1274	KIAA1274	0.045499999999999985	631	1
3_MACS_peak_2403_lociStitched	chr11	64851048	64864265	3	3704	4754.1549	2397.5638	632	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	ZNHIT2	0.14159999999999998	632	1
2_MACS_peak_14087_lociStitched	chr9	123634644	123639273	2	3702	2785.2693	1099.3875	633	PHF19	LOC253039,PSMD5,TRAF1	PHF19	TRAF1	0.07470000000000002	633	1
2_MACS_peak_1588_lociStitched	chr10	30722155	30727181	2	3702	3024.1442	1139.3942	634	MAP3K8		MAP3K8	MAP3K8	0.0633	634	1
2_MACS_peak_241_lociStitched	chr1	36614491	36622852	2	3692	4132.0062	1790.0901	635	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.01849999999999999	635	1
2_MACS_peak_4041_lociStitched	chr14	106161959	106168346	2	3691	6492.3855	1115.1702	636			TMEM121	TMEM121	0.027900000000000008	636	1
2_MACS_peak_814_lociStitched	chr1	160983014	160991862	2	3690	4775.2656	2459.744	637	F11R	TSTD1,USF1,ARHGAP30	F11R	USF1	0.19190000000000002	637	1
2_MACS_peak_1399_lociStitched	chr1	247374952	247380488	2	3685	3809.3216	1557.8304	638		VN1R5,ZNF124,MIR3916	MIR3916	VN1R5	0.015	638	1
3_MACS_peak_1292_lociStitched	chr1	228725643	228732971	3	3685	6092.4992	1312.4448	639		DUSP5P	DUSP5P	DUSP5P	0.05180000000000001	639	1
1_MACS_peak_12860_lociStitched	chr7	137708335	137712017	1	3683	3159.5242	1364.5492	640		AKR1D1,CREB3L2	CREB3L2	CREB3L2	0.0237	640	1
2_MACS_peak_945_lociStitched	chr1	180817118	180822244	2	3683	5413.5686	1455.784	641	XPR1		KIAA1614	KIAA1614	NONE	641	1
2_MACS_peak_2992_lociStitched	chr12	31248393	31254301	2	3681	3660.5968	1374.2008	642	DDX11		DDX11	DDX11	0.07800000000000001	642	1
1_MACS_peak_11466_lociStitched	chr6	26156204	26159879	1	3676	3047.31	1088.1675	643	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	HIST1H2BF	0.3585	643	1
2_MACS_peak_10770_lociStitched	chr5	88608497	88616950	2	3675	5526.5714	1850.3617	644			MEF2C	MEF2C	0.09260000000000002	644	1
2_MACS_peak_11404_lociStitched	chr6	16127848	16131982	2	3672	2363.4078	802.8228	645	MYLIP		MYLIP	MYLIP	0.0701	645	1
3_MACS_peak_1638_lociStitched	chr10	44503400	44512811	3	3672	4257.5364	1372.1238	646			LOC283033	LOC283033	NONE	646	1
1_MACS_peak_4673_lociStitched	chr16	11402477	11406147	1	3671	4115.538	1188.346	647		C16orf75,TNP2,PRM3,PRM2,PRM1	PRM1	C16orf75	0.06159999999999999	647	1
2_MACS_peak_12455_lociStitched	chr7	52775519	52780608	2	3671	6155.6544	845.2829	648			POM121L12	POM121L12	NONE	648	1
2_MACS_peak_8046_lociStitched	chr20	60912110	60915827	2	3667	6725.9115	1235.9025	649	LAMA5	ADRM1,RPS21	LAMA5	LAMA5	0.08809999999999998	649	1
1_MACS_peak_11474_lociStitched	chr6	26270866	26274530	1	3665	2859.752	1179.808	650	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	HIST1H4H	0.20529999999999998	650	1
2_MACS_peak_6151_lociStitched	chr19	16186581	16190819	2	3665	3036.527	888.7086	651	TPM4	FLJ25328,RAB8A	TPM4	RAB8A	0.14049999999999999	651	1
1_MACS_peak_7223_lociStitched	chr2	158324593	158328255	1	3663	4045.4114	1176.2344	652		CYTIP	CYTIP	CYTIP	0.09939999999999999	652	1
2_MACS_peak_12732_lociStitched	chr7	111719809	111725352	2	3660	3844.0705	1409.0306	653	DOCK4		DOCK4	DOCK4	0.012999999999999984	653	1
1_MACS_peak_1188_lociStitched	chr1	212779780	212783438	1	3659	4741.4996	1362.9708	654	ATF3	FAM71A	ATF3	ATF3	0.1099	654	1
