REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_29787_lociStitched	chr8	101269026	101274005	2	4908	6045.9997	528	1	RNF19A		RNF19A	RNF19A	0.6175	528	1
2_MACS_peak_9732_lociStitched	chr15	58762758	58767973	2	4902	8882.188	529	1	LIPC		LIPC	LIPC	0.5711	529	1
4_MACS_peak_25220_lociStitched	chr5	180668927	180674376	4	4892	6143.2026	530	1	GNB2L1,SNORD95	TRIM41,TRIM7,SNORD96A,TRIM52	GNB2L1	SNORD96A	0.645	530	1
2_MACS_peak_21497_lociStitched	chr3	135912219	135917179	2	4890	11775.04	531	1	MSL2		MSL2	MSL2	0.3332	531	1
6_MACS_peak_15941_lociStitched	chr2	8818008	8823831	6	4888	6020.982	532	1	ID2		ID2	ID2	0.7945	532	1
4_MACS_peak_1913_lociStitched	chr1	162542833	162548492	4	4887	5648.2479	533	1	UAP1		UAP1	UAP1	0.7832	533	1
2_MACS_peak_19765_lociStitched	chr22	31001797	31006792	2	4886	8640.351	534	1	TCN2,PES1	SLC35E4,GAL3ST1,PES1	TCN2	TCN2	0.3977	534	1
3_MACS_peak_20966_lociStitched	chr3	61545842	61550741	3	4881	8039.259	535	1	PTPRG		PTPRG	PTPRG	0.1021	535	1
3_MACS_peak_30244_lociStitched	chr8	134509981	134514945	3	4877	5691.226	536	1	ST3GAL1		ST3GAL1	ST3GAL1	0.2679	536	1
3_MACS_peak_16896_lociStitched	chr2	88923414	88928573	3	4871	8057.8421	537	1	EIF2AK3		EIF2AK3	EIF2AK3	0.3747	537	1
4_MACS_peak_21601_lociStitched	chr3	143141232	143146738	4	4867	6606.0988	538	1	SLC9A9		CHST2	CHST2	NONE	538	1
2_MACS_peak_26110_lociStitched	chr6	43737322	43742195	2	4862	12762.8743	539	1	VEGFA		VEGFA	VEGFA	0.6021	539	1
3_MACS_peak_10329_lociStitched	chr15	95826473	95831458	3	4860	5381.3075	540	1	LOC400456		LOC400456	LOC400456	0.2058	540	1
2_MACS_peak_29931_lociStitched	chr8	105597349	105602421	2	4839	10374.776	541	1	LRP12		LRP12	LRP12	0.2183	541	1
1_MACS_peak_26334_lociStitched	chr6	73328968	73333800	1	4833	10334.6816	542	1	KCNQ5		KCNQ5	KCNQ5	0.1203	542	1
5_MACS_peak_25538_lociStitched	chr6	22319847	22324936	5	4832	5725.125	543	1		PRL	PRL	PRL	0.0948	543	1
4_MACS_peak_1406_lociStitched	chr1	120749229	120754743	4	4822	6100.1382	544	1			FAM72B	FAM72B	0.6098	544	1
2_MACS_peak_11904_lociStitched	chr17	4850179	4855078	2	4815	11107.5027	545	1	ENO3,PFN1	C17orf107,GP1BA,RNF167,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.1074	545	1
2_MACS_peak_15440_lociStitched	chr19	47287105	47291920	2	4812	8163.351	546	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	0.451	546	1
2_MACS_peak_15770_lociStitched	chr19	56150907	56155718	2	4803	6421.2417	547	1	ZNF580,ZNF581	ZNF524,ZNF865,CCDC106,U2AF2,EPN1,FIZ1,ZNF784	ZNF580	ZNF580	0.7101	547	1
5_MACS_peak_32526_lociStitched	chrX	118758324	118763691	5	4798	4575.3675	548	1	SEPT6	UBE2A,NKRF,MIR766	MIR766	MIR766	0.2263	548	1
4_MACS_peak_17084_lociStitched	chr2	112207024	112212183	4	4792	7106.5225	549	1	LOC541471		LOC541471	LOC541471	0.3682	549	1
2_MACS_peak_18113_lociStitched	chr2	240185707	240190514	2	4788	6333.7032	550	1	HDAC4	MIR4269	MIR4269	MIR4269	0.1294	550	1
2_MACS_peak_1988_lociStitched	chr1	167459065	167463913	2	4788	10309.7568	551	1	CD247		CD247	CD247	0.496	551	1
6_MACS_peak_28610_lociStitched	chr7	139908898	139914316	6	4788	5707.3212	552	1		LOC100134229,JHDM1D	LOC100134229	LOC100134229	0.6634	552	1
4_MACS_peak_23499_lociStitched	chr4	185454724	185459773	4	4783	5455.4445	553	1			IRF2	IRF2	0.5453	553	1
1_MACS_peak_6872_lociStitched	chr12	94564337	94569114	1	4778	7036.9987	554	1	PLXNC1		PLXNC1	PLXNC1	0.2739	554	1
6_MACS_peak_14484_lociStitched	chr19	7400725	7406672	6	4767	7590.1561	555	1			ARHGEF18	ARHGEF18	NONE	555	1
1_MACS_peak_12915_lociStitched	chr17	55431934	55436699	1	4766	7916.0945	556	1	MSI2		MSI2	MSI2	0.1925	556	1
1_MACS_peak_28193_lociStitched	chr7	102071234	102075998	1	4765	8839.1256	557	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	PRKRIP1	0.6868	557	1
3_MACS_peak_25835_lociStitched	chr6	32404038	32408862	3	4765	7474.3056	558	1	HLA-DRA	BTNL2	HLA-DRA	HLA-DRA	0.6165	558	1
1_MACS_peak_30189_lociStitched	chr8	128746963	128751723	1	4761	7376.096	559	1	MYC		MYC	MYC	0.6327	559	1
2_MACS_peak_5939_lociStitched	chr11	134530363	134535232	2	4758	6166.1016	560	1			LOC283177	LOC283177	NONE	560	1
3_MACS_peak_11653_lociStitched	chr16	87898889	87903678	3	4753	6015.9418	561	1	SLC7A5		SLC7A5	SLC7A5	0.2746	561	1
1_MACS_peak_28761_lociStitched	chr7	154994615	154999360	1	4746	9391.7785	562	1			INSIG1	INSIG1	NONE	562	1
1_MACS_peak_18947_lociStitched	chr20	52236973	52241718	1	4746	10922.5155	563	1		ZNF217	ZNF217	ZNF217	0.709	563	1
2_MACS_peak_25072_lociStitched	chr5	172459690	172464475	2	4738	5573.0895	564	1	ATP6V0E1	SNORA74B,C5orf41	SNORA74B	SNORA74B	0.1104	564	1
3_MACS_peak_5904_lociStitched	chr11	130699749	130704600	3	4737	8015.3073	565	1			SNX19	SNX19	NONE	565	1
2_MACS_peak_28502_lociStitched	chr7	128760375	128765109	2	4734	9862.3422	566	1		LOC407835,TSPAN33	LOC407835	LOC407835	0.9426	566	1
2_MACS_peak_11816_lociStitched	chr17	2167250	2171986	2	4734	6664.4992	567	1	SMG6	SRR	SMG6	SMG6	0.217	567	1
3_MACS_peak_25589_lociStitched	chr6	26155509	26160575	3	4733	9150.2092	568	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	HIST1H2BC	1.0825	568	1
3_MACS_peak_30471_lociStitched	chr9	1914715	1919558	3	4730	7911.0405	569	1			SMARCA2	SMARCA2	NONE	569	1
4_MACS_peak_31994_lociStitched	chrX	39955010	39959977	4	4729	6436.7353	570	1	BCOR		BCOR	BCOR	0.245	570	1
4_MACS_peak_13244_lociStitched	chr17	74258719	74263871	4	4725	8757.8848	571	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	0.9516	571	1
5_MACS_peak_11864_lociStitched	chr17	3863722	3869127	5	4724	5203.3935	572	1	ATP2A3	P2RX1	ATP2A3	P2RX1	0.2052	572	1
2_MACS_peak_29197_lociStitched	chr8	29629655	29634482	2	4723	9855.2859	573	1		C8orf75	C8orf75	C8orf75	0.15	573	1
4_MACS_peak_10700_lociStitched	chr16	11667552	11672539	4	4720	5862.2185	574	1	LITAF		LITAF	LITAF	0.6305	574	1
4_MACS_peak_17513_lociStitched	chr2	185312499	185317685	4	4719	4457.8856	575	1			ZNF804A	ZNF804A	NONE	575	1
4_MACS_peak_15210_lociStitched	chr19	40649195	40654211	4	4715	5752.3488	576	1		MAP3K10	MAP3K10	MAP3K10	0.1595	576	1
2_MACS_peak_29504_lociStitched	chr8	67422916	67427651	2	4714	7384.2325	577	1	C8orf46		C8orf46	C8orf46	0.7644	577	1
4_MACS_peak_20148_lociStitched	chr22	43665596	43670907	4	4712	6540.4965	578	1	SCUBE1		SCUBE1	SCUBE1	0.1994	578	1
3_MACS_peak_19133_lociStitched	chr20	62481924	62486846	3	4699	7220.0818	579	1		C20orf135,TPD52L2,DNAJC5,ZBTB46	C20orf135	C20orf135	0.6135	579	1
4_MACS_peak_27337_lociStitched	chr7	29721232	29726208	4	4693	6406.6	580	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.4031	580	1
7_MACS_peak_17476_lociStitched	chr2	182168852	182174823	7	4692	5173.8715	581	1			ITGA4	ITGA4	NONE	581	1
3_MACS_peak_23980_lociStitched	chr5	55963949	55968772	3	4691	6662.4922	582	1			MAP3K1	MAP3K1	0.2201	582	1
4_MACS_peak_9043_lociStitched	chr14	99736200	99740991	4	4690	6066.8433	583	1	BCL11B		BCL11B	BCL11B	0.1396	583	1
2_MACS_peak_23933_lociStitched	chr5	55287033	55291727	2	4686	7441.8676	584	1	IL6ST		IL6ST	IL6ST	0.2795	584	1
2_MACS_peak_5671_lociStitched	chr11	115091265	115096064	2	4683	7127.4748	585	1	CADM1		CADM1	CADM1	0.2291	585	1
3_MACS_peak_16543_lociStitched	chr2	63814715	63819817	3	4682	7393.3082	586	1	MDH1,C2orf86		MDH1	MDH1	0.3633	586	1
5_MACS_peak_30225_lociStitched	chr8	133961944	133967449	5	4680	4539.9735	587	1	TG		TG	TG	0.1165	587	1
3_MACS_peak_25609_lociStitched	chr6	26270342	26275242	3	4676	10759.42	588	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	HIST1H2BI	1.1486	588	1
3_MACS_peak_9734_lociStitched	chr15	58794235	58799280	3	4670	8795.9575	589	1	LIPC		LIPC	LIPC	0.5711	589	1
2_MACS_peak_10689_lociStitched	chr16	11587310	11592177	2	4666	8985.4554	590	1			LITAF	LITAF	0.6305	590	1
6_MACS_peak_8624_lociStitched	chr14	70316487	70321395	6	4665	4589.9616	591	1		SMOC1	SMOC1	SMOC1	0.0934	591	1
3_MACS_peak_1888_lociStitched	chr1	161774102	161778827	3	4664	7584.0975	592	1	ATF6		ATF6	ATF6	0.2399	592	1
2_MACS_peak_30524_lociStitched	chr9	6643011	6647749	2	4663	6333.2846	593	1	GLDC		GLDC	GLDC	0.1816	593	1
2_MACS_peak_31667_lociStitched	chr9	134601822	134606487	2	4658	6162.9315	594	1	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.1549	594	1
5_MACS_peak_25651_lociStitched	chr6	27110286	27115576	5	4649	6673.335	595	1	HIST1H2AH,MIR3143,HIST1H2BK	HIST1H2AG,HIST1H4I,HIST1H2BJ	HIST1H2BK	HIST1H2BJ	1.4753	595	1
7_MACS_peak_24354_lociStitched	chr5	95262718	95268167	7	4643	5268.6381	596	1	ELL2		ELL2	ELL2	0.3187	596	1
2_MACS_peak_5166_lociStitched	chr11	65624464	65629149	2	4641	12811.1325	597	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	CFL1	1.0746	597	1
2_MACS_peak_3620_lociStitched	chr10	73485182	73490314	2	4639	8952.774	598	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	C10orf105	0.4283	598	1
1_MACS_peak_3390_lociStitched	chr10	43901202	43905837	1	4636	9817.857	599	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	HNRNPF	0.5628	599	1
1_MACS_peak_1904_lociStitched	chr1	162327598	162332232	1	4635	8846.306	600	1	NOS1AP	MIR556,NOS1AP,C1orf226,C1orf111,SH2D1B	NOS1AP	NOS1AP	0.2943	600	1
1_MACS_peak_17981_lociStitched	chr2	232476252	232480881	1	4630	12966.2919	601	1		C2orf57	C2orf57	C2orf57	0.0907	601	1
5_MACS_peak_12825_lociStitched	chr17	47821638	47826944	5	4626	6085.4514	602	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.4378	602	1
2_MACS_peak_29847_lociStitched	chr8	102980671	102985508	2	4625	6124.1257	603	1	NCALD		NCALD	NCALD	0.285	603	1
7_MACS_peak_8663_lociStitched	chr14	72942826	72948581	7	4620	5082.2405	604	1	RGS6		DPF3	DPF3	0.1539	604	1
2_MACS_peak_16684_lociStitched	chr2	70312114	70316735	2	4618	13329.7366	605	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	1.2384	605	1
4_MACS_peak_25595_lociStitched	chr6	26195676	26200618	4	4611	5758.9126	606	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G	HIST1H3D	HIST1H1E	0.9463	606	1
4_MACS_peak_14299_lociStitched	chr19	2474752	2479806	4	4611	4888.7342	607	1	GADD45B	TIMM13,LMNB2	GADD45B	GADD45B	0.5037	607	1
5_MACS_peak_13838_lociStitched	chr18	42337143	42342320	5	4611	6770.4806	608	1	SETBP1		SETBP1	SETBP1	0.3298	608	1
3_MACS_peak_7205_lociStitched	chr12	116994786	116999666	3	4594	6896.904	609	1	MAP1LC3B2	NCRNA00173	MAP1LC3B2	NCRNA00173	0.8623	609	1
3_MACS_peak_6879_lociStitched	chr12	94952833	94957703	3	4590	7658.075	610	1			TMCC3	TMCC3	0.2405	610	1
2_MACS_peak_11215_lociStitched	chr16	57073173	57077797	2	4588	7681.3888	611	1	NLRC5	CPNE2	CPNE2	CPNE2	0.1247	611	1
5_MACS_peak_2760_lociStitched	chr1	230256943	230261842	5	4584	4880.3838	612	1	GALNT2		GALNT2	GALNT2	0.122	612	1
5_MACS_peak_9835_lociStitched	chr15	64940283	64945441	5	4583	5643.8836	613	1	ZNF609		OAZ2	OAZ2	NONE	613	1
3_MACS_peak_9173_lociStitched	chr14	106051851	106056468	3	4582	4804.4502	614	1			TMEM121	TMEM121	0.1026	614	1
3_MACS_peak_6865_lociStitched	chr12	94131895	94136876	3	4581	7103.4041	615	1	CRADD		CRADD	CRADD	0.1933	615	1
2_MACS_peak_6992_lociStitched	chr12	104320562	104325412	2	4580	9553.045	616	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	C12orf73	0.2568	616	1
6_MACS_peak_26164_lociStitched	chr6	45523842	45530106	6	4577	5518.584	617	1			RUNX2	RUNX2	0.2322	617	1
5_MACS_peak_29172_lociStitched	chr8	28347420	28352841	5	4575	6117.5985	618	1	FZD3,FBXO16	MIR4288	FZD3	FZD3	0.1585	618	1
2_MACS_peak_6645_lociStitched	chr12	58289535	58294461	2	4572	7456.9788	619	1		XRCC6BP1,CTDSP2	XRCC6BP1	CTDSP2	0.3028	619	1
4_MACS_peak_30056_lociStitched	chr8	120937037	120941782	4	4569	4622.1045	620	1	DEPDC6		DEPDC6	DEPDC6	0.3952	620	1
3_MACS_peak_1899_lociStitched	chr1	162234254	162239097	3	4565	6309.9447	621	1	NOS1AP		MIR556	MIR556	0.2187	621	1
3_MACS_peak_25670_lociStitched	chr6	27774181	27779198	3	4557	8041.7493	622	1	HIST1H2AI,HIST1H3H,HIST1H2BL	HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2AJ,HIST1H4K,HIST1H2AK	HIST1H2AI	HIST1H2AK	1.0756	622	1
3_MACS_peak_22420_lociStitched	chr4	24188195	24192872	3	4549	7005.6783	623	1			PPARGC1A	PPARGC1A	NONE	623	1
2_MACS_peak_9038_lociStitched	chr14	98662680	98667472	2	4549	5547.6984	624	1			C14orf64	C14orf64	NONE	624	1
2_MACS_peak_36_lociStitched	chr1	1606317	1610946	2	4547	5178.4623	625	1	CDK11B,SLC35E2B	MMP23B,MMP23A,CDK11A	SLC35E2B	SLC35E2B	0.3837	625	1
3_MACS_peak_2479_lociStitched	chr1	205214253	205219163	3	4547	5495.763	626	1	TMCC2	DSTYK	TMCC2	TMCC2	0.4635	626	1
3_MACS_peak_9013_lociStitched	chr14	97353207	97358612	3	4546	5131.507	627	1			VRK1	VRK1	NONE	627	1
3_MACS_peak_2294_lociStitched	chr1	193506299	193510881	3	4545	6911.947	628	1			B3GALT2	B3GALT2	NONE	628	1
2_MACS_peak_4969_lociStitched	chr11	62199187	62203997	2	4545	7738.809	629	1	AHNAK	SCGB1A1	SCGB1A1	SCGB1A1	0.2321	629	1
4_MACS_peak_16240_lociStitched	chr2	38890214	38895294	4	4544	6019.8	630	1	GALM		GALM	GALM	0.2936	630	1
3_MACS_peak_11624_lociStitched	chr16	85644509	85649107	3	4541	6320.8706	631	1	KIAA0182		KIAA0182	KIAA0182	0.1991	631	1
2_MACS_peak_24147_lociStitched	chr5	73555352	73559908	2	4540	6146.4996	632	1			ENC1	ENC1	NONE	632	1
3_MACS_peak_26284_lociStitched	chr6	56630344	56635129	3	4538	4946.2545	633	1			DST	DST	NONE	633	1
3_MACS_peak_14572_lociStitched	chr19	10329392	10334658	3	4537	7157.0206	634	1	S1PR2	MIR4322,MRPL4,ICAM1,DNMT1	MIR4322	MIR4322	0.5036	634	1
1_MACS_peak_5627_lociStitched	chr11	111246769	111251296	1	4528	8853.0012	635	1	POU2AF1		POU2AF1	POU2AF1	0.6559	635	1
1_MACS_peak_23577_lociStitched	chr5	188903	193428	1	4526	9177.605	636	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	0.7847	636	1
2_MACS_peak_18950_lociStitched	chr20	52267229	52271770	2	4526	6719.3177	637	1			ZNF217	ZNF217	0.709	637	1
2_MACS_peak_30456_lociStitched	chr9	705296	709958	2	4525	6930.5292	638	1	KANK1		KANK1	KANK1	0.198	638	1
2_MACS_peak_3430_lociStitched	chr10	45913832	45918731	2	4524	7933.9305	639	1	ALOX5		ALOX5	ALOX5	0.2165	639	1
2_MACS_peak_3791_lociStitched	chr10	90028435	90033114	2	4520	7275.3771	640	1			RNLS	RNLS	0.1809	640	1
6_MACS_peak_27364_lociStitched	chr7	32766849	32772368	6	4517	5727.0663	641	1	LOC441208	MIR550A2,LOC401321,DPY19L1P1	LOC441208	MIR550A2	0.6691	641	1
2_MACS_peak_13372_lociStitched	chr17	76884327	76888863	2	4516	7046.676	642	1	TIMP2	USP36	TIMP2	TIMP2	0.2851	642	1
6_MACS_peak_21141_lociStitched	chr3	98487148	98492459	6	4514	3924.829	643	1	ST3GAL6		ST3GAL6	ST3GAL6	0.458	643	1
4_MACS_peak_14290_lociStitched	chr19	2392261	2397530	4	4512	8075.2694	644	1	TMPRSS9	TIMM13	TMPRSS9	TIMM13	0.4649	644	1
1_MACS_peak_2484_lociStitched	chr1	205252914	205257422	1	4509	8475.4908	645	1		NUAK2	NUAK2	NUAK2	0.2553	645	1
2_MACS_peak_6628_lociStitched	chr12	57913102	57917819	2	4509	10450.0418	646	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	0.8897	646	1
2_MACS_peak_22019_lociStitched	chr3	186780907	186785438	2	4508	7925.6252	647	1	ST6GAL1		ST6GAL1	ST6GAL1	0.2762	647	1
2_MACS_peak_25587_lociStitched	chr6	26122184	26126904	2	4506	10167.352	648	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H2AC	1.0699	648	1
2_MACS_peak_15931_lociStitched	chr2	8660549	8665149	2	4505	5108.3	649	1			ID2	ID2	0.7945	649	1
2_MACS_peak_23007_lociStitched	chr4	108954089	108958993	2	4504	7147.58	650	1	HADH		HADH	HADH	0.3252	650	1
3_MACS_peak_20120_lociStitched	chr22	43135201	43139894	3	4490	4518.8897	651	1		A4GALT	A4GALT	A4GALT	0.2227	651	1
3_MACS_peak_20962_lociStitched	chr3	61235922	61240633	3	4489	5723.3939	652	1	FHIT		FHIT	FHIT	0.0645	652	1
3_MACS_peak_19468_lociStitched	chr21	45562254	45567136	3	4487	6350.5056	653	1	C21orf33	PWP2	C21orf33	C21orf33	0.6405	653	1
3_MACS_peak_23968_lociStitched	chr5	55461535	55466104	3	4485	5623.9821	654	1	ANKRD55		ANKRD55	ANKRD55	0.4905	654	1
4_MACS_peak_27193_lociStitched	chr7	11354705	11359487	4	4483	4716.9648	655	1			PHF14	PHF14	NONE	655	1
2_MACS_peak_12735_lociStitched	chr17	44268637	44273283	2	4480	10576.1544	656	1	LOC644246,KIAA1267		LOC644246	LOC644246	0.9496	656	1
4_MACS_peak_13894_lociStitched	chr18	46325976	46330608	4	4479	6476.4624	657	1	KIAA0427		SMAD7	SMAD7	1.0255	657	1
3_MACS_peak_5186_lociStitched	chr11	65818560	65823222	3	4477	8531.9262	658	1	SF3B2	BANF1,CST6,PACS1,EIF1AD,CATSPER1,GAL3ST3	SF3B2	BANF1	0.8718	658	1
4_MACS_peak_8908_lociStitched	chr14	91815362	91820381	4	4476	4728.9018	659	1	CCDC88C		CCDC88C	CCDC88C	0.3783	659	1
2_MACS_peak_14135_lociStitched	chr18	72919759	72924296	2	4475	9013.6579	660	1	TSHZ1,ZADH2		TSHZ1	TSHZ1	0.1814	660	1
1_MACS_peak_28632_lociStitched	chr7	141249743	141254209	1	4467	10419.6246	661	1	AGK		AGK	AGK	0.392	661	1
3_MACS_peak_1907_lociStitched	chr1	162530437	162535083	3	4467	10839.118	662	1	UAP1		UAP1	UAP1	0.7832	662	1
2_MACS_peak_6000_lociStitched	chr12	4225009	4229776	2	4465	6111.294	663	1			CCND2	CCND2	0.3845	663	1
2_MACS_peak_29602_lociStitched	chr8	80635101	80639637	2	4457	6450.192	664	1		HEY1	HEY1	HEY1	0.4584	664	1
3_MACS_peak_9941_lociStitched	chr15	69081304	69086072	3	4445	5735.4272	665	1	ANP32A	MIR548H4,MIR4312,C15orf28	MIR4312	MIR4312	0.349	665	1
3_MACS_peak_22303_lociStitched	chr4	10116358	10120893	3	4443	8860.483	666	1	WDR1	MIR3138	WDR1	WDR1	0.6112	666	1
5_MACS_peak_31001_lociStitched	chr9	88965329	88970068	5	4441	5564.5338	667	1	ZCCHC6		ZCCHC6	ZCCHC6	0.1727	667	1
3_MACS_peak_9117_lociStitched	chr14	103797228	103801922	3	4431	8610.2042	668	1	EIF5	SNORA28,MARK3	EIF5	SNORA28	0.7511	668	1
3_MACS_peak_22154_lociStitched	chr4	667164	671759	3	4427	8651.9255	669	1	MYL5,ATP5I	PDE6B,PCGF3,MFSD7	ATP5I	ATP5I	0.8303	669	1
4_MACS_peak_23465_lociStitched	chr4	185186956	185191592	4	4424	5279.4768	670	1		ENPP6	ENPP6	ENPP6	0.0813	670	1
4_MACS_peak_9085_lociStitched	chr14	102341016	102345909	4	4424	5478.6921	671	1	PPP2R5C		PPP2R5C	PPP2R5C	0.2164	671	1
5_MACS_peak_9778_lociStitched	chr15	60831422	60836614	5	4424	4193.5784	672	1	RORA		RORA	RORA	0.2965	672	1
3_MACS_peak_30503_lociStitched	chr9	5625504	5630077	3	4423	6393.9686	673	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.1409	673	1
2_MACS_peak_2319_lociStitched	chr1	195486354	195490938	2	4422	6468.4824	674	1				NONE	NONE	674	1
4_MACS_peak_1380_lociStitched	chr1	118213958	118218872	4	4421	4931.199	675	1			FAM46C	FAM46C	0.4439	675	1
5_MACS_peak_15354_lociStitched	chr19	45250261	45255256	5	4418	6816.6765	676	1	BCL3	CEACAM16,CBLC	BCL3	BCL3	0.5954	676	1
3_MACS_peak_25226_lociStitched	chr6	179271	183762	3	4416	6963.7446	677	1			DUSP22	DUSP22	1.8041	677	1
4_MACS_peak_25229_lociStitched	chr6	186574	191773	4	4413	4566.2817	678	1			DUSP22	DUSP22	1.8041	678	1
2_MACS_peak_22354_lociStitched	chr4	15002936	15007823	2	4410	10892.6343	679	1	CPEB2		CPEB2	CPEB2	0.2335	679	1
2_MACS_peak_5018_lociStitched	chr11	62606147	62610878	2	4409	8947.7403	680	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	SNORD27	0.8768	680	1
6_MACS_peak_23637_lociStitched	chr5	2775756	2781007	6	4408	5474.6926	681	1		C5orf38,IRX2	C5orf38	C5orf38	0.1753	681	1
2_MACS_peak_24288_lociStitched	chr5	88565392	88569812	2	4404	5160.35	682	1			MEF2C	MEF2C	0.251	682	1
1_MACS_peak_1460_lociStitched	chr1	145193952	145198353	1	4402	9117.1116	683	1		NOTCH2NL	NOTCH2NL	NOTCH2NL	0.6709	683	1
5_MACS_peak_8561_lociStitched	chr14	65671071	65675690	5	4387	4763.1128	684	1			MAX	MAX	NONE	684	1
5_MACS_peak_24396_lociStitched	chr5	100235407	100240374	5	4387	5478.1043	685	1	ST8SIA4		ST8SIA4	ST8SIA4	0.1853	685	1
3_MACS_peak_20389_lociStitched	chr3	13055188	13059771	3	4382	8042.2484	686	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.1577	686	1
1_MACS_peak_29775_lociStitched	chr8	100870253	100874627	1	4375	7091.1288	687	1	VPS13B	COX6C	COX6C	COX6C	0.3528	687	1
2_MACS_peak_10753_lociStitched	chr16	14498730	14503117	2	4370	7403.9399	688	1			MIR365-1	MIR365-1	1.5315	688	1
1_MACS_peak_9377_lociStitched	chr15	37390500	37394868	1	4369	6032.6448	689	1	MEIS2		MEIS2	MEIS2	0.0969	689	1
3_MACS_peak_28104_lociStitched	chr7	99887276	99891755	3	4368	6266.121	690	1		SPDYE3,PILRB,GATS,PMS2P1	SPDYE3	PILRB	0.3156	690	1
4_MACS_peak_3833_lociStitched	chr10	93859367	93863881	4	4366	4479.6936	691	1	CPEB3		CPEB3	CPEB3	0.2303	691	1
3_MACS_peak_5113_lociStitched	chr11	65153240	65157694	3	4365	6366.5476	692	1	FRMD8	TIGD3,NEAT1,SLC25A45	FRMD8	NEAT1	2.1532	692	1
5_MACS_peak_21296_lociStitched	chr3	121263908	121268792	5	4359	4882.5348	693	1	POLQ	ARGFX,FBXO40	POLQ	POLQ	0.1354	693	1
3_MACS_peak_8926_lociStitched	chr14	91880876	91885353	3	4357	8271.7052	694	1	CCDC88C		CCDC88C	CCDC88C	0.3783	694	1
3_MACS_peak_29882_lociStitched	chr8	103665730	103670366	3	4357	11559.866	695	1	KLF10		KLF10	KLF10	1.0481	695	1
2_MACS_peak_31585_lociStitched	chr9	131936120	131940527	2	4352	7063.5396	696	1	IER5L		IER5L	IER5L	0.6507	696	1
2_MACS_peak_3196_lociStitched	chr10	22539590	22544053	2	4351	9476.2879	697	1			COMMD3	COMMD3	1.6232	697	1
6_MACS_peak_3213_lociStitched	chr10	22617407	22623000	6	4351	4715.4583	698	1	BMI1	COMMD3,SPAG6	BMI1	COMMD3	1.6232	698	1
3_MACS_peak_32559_lociStitched	chrX	119435202	119439814	3	4350	3932.6524	699	1	FAM70A		FAM70A	FAM70A	0.1499	699	1
4_MACS_peak_7881_lociStitched	chr13	60970146	60974837	4	4350	5027.3447	700	1	TDRD3		TDRD3	TDRD3	0.0737	700	1
2_MACS_peak_20233_lociStitched	chr22	50352911	50357304	2	4346	8843.109	701	1	PIM3	CRELD2,ALG12	PIM3	PIM3	0.8001	701	1
3_MACS_peak_27791_lociStitched	chr7	74339770	74344422	3	4346	5103.7092	702	1		PMS2P5,GATSL1,STAG3L2	PMS2P5	STAG3L2	0.5053	702	1
7_MACS_peak_7394_lociStitched	chr12	123382314	123387097	7	4344	4315.2226	703	1		VPS37B	VPS37B	VPS37B	0.7871	703	1
