REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_21125_lociStitched	chr3	98449380	98454678	3	5134	8678.124	517	1	ST3GAL6		ST3GAL6	ST3GAL6	0.458	517	1
2_MACS_peak_12457_lociStitched	chr17	36857384	36862426	2	5004	8652.072	518	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.3937	518	1
3_MACS_peak_22154_lociStitched	chr4	667164	671759	3	4427	8651.9255	519	1	MYL5,ATP5I	PDE6B,PCGF3,MFSD7	ATP5I	ATP5I	0.8303	519	1
2_MACS_peak_19765_lociStitched	chr22	31001797	31006792	2	4886	8640.351	520	1	TCN2,PES1	SLC35E4,GAL3ST1,PES1	TCN2	TCN2	0.3977	520	1
3_MACS_peak_11206_lociStitched	chr16	56964333	56968488	3	3822	8634.5055	521	1	HERPUD1	CETP	HERPUD1	HERPUD1	0.6737	521	1
3_MACS_peak_27222_lociStitched	chr7	20484609	20491125	3	6350	8630.442	522	1			ITGB8	ITGB8	NONE	522	1
3_MACS_peak_9117_lociStitched	chr14	103797228	103801922	3	4431	8610.2042	523	1	EIF5	SNORA28,MARK3	EIF5	SNORA28	0.7511	523	1
3_MACS_peak_21477_lociStitched	chr3	133290797	133295567	3	4278	8606.034	524	1	CDV3		CDV3	CDV3	0.4827	524	1
2_MACS_peak_13474_lociStitched	chr17	80054404	80058022	2	3447	8601.795	525	1	FASN	GPS1,RFNG,DUS1L	FASN	FASN	0.4115	525	1
3_MACS_peak_495_lociStitched	chr1	28831325	28836875	3	5328	8561.985	526	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	RCC1	0.3653	526	1
4_MACS_peak_19986_lociStitched	chr22	39459592	39466504	4	6460	8561.2032	527	1		APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3G,APOBEC3H	APOBEC3G	APOBEC3C	0.7716	527	1
1_MACS_peak_4360_lociStitched	chr11	267537	271651	1	4115	8560.8226	528	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	ATHL1	0.3171	528	1
6_MACS_peak_15991_lociStitched	chr2	11636973	11643353	6	5892	8555.58	529	1		GREB1,E2F6	E2F6	E2F6	0.1965	529	1
2_MACS_peak_25747_lociStitched	chr6	30582815	30586934	2	3917	8548.1607	530	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.4514	530	1
4_MACS_peak_18557_lociStitched	chr20	32363492	32369761	4	5907	8537.1242	531	1	ZNF341	CHMP4B	CHMP4B	CHMP4B	0.2878	531	1
3_MACS_peak_3707_lociStitched	chr10	77159486	77164877	3	5324	8532.3357	532	1	NCRNA00245,ZNF503		ZNF503	ZNF503	0.6982	532	1
3_MACS_peak_5186_lociStitched	chr11	65818560	65823222	3	4477	8531.9262	533	1	SF3B2	BANF1,CST6,PACS1,EIF1AD,CATSPER1,GAL3ST3	SF3B2	BANF1	0.8718	533	1
2_MACS_peak_17812_lociStitched	chr2	216877199	216882720	2	5141	8516.6946	534	1	MREG		MREG	MREG	0.2647	534	1
2_MACS_peak_16295_lociStitched	chr2	43452241	43455686	2	3427	8515.0065	535	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.1203	535	1
1_MACS_peak_2484_lociStitched	chr1	205252914	205257422	1	4509	8475.4908	536	1		NUAK2	NUAK2	NUAK2	0.2553	536	1
3_MACS_peak_11683_lociStitched	chr16	89179569	89185771	3	5957	8458.2876	537	1	ACSF3	C16orf81	ACSF3	ACSF3	0.5446	537	1
12_MACS_peak_21745_lociStitched	chr3	158067439	158075754	12	7018	8454.692	538	1	RSRC1		MLF1	MLF1	NONE	538	1
3_MACS_peak_24182_lociStitched	chr5	75697310	75701339	3	3937	8452.4391	539	1	IQGAP2		IQGAP2	IQGAP2	0.1327	539	1
2_MACS_peak_23534_lociStitched	chr4	186228230	186234036	2	5687	8448.8912	540	1	SNX25		LRP2BP	LRP2BP	0.4909	540	1
1_MACS_peak_2024_lociStitched	chr1	169861748	169864226	1	2479	8443.2894	541	1	SCYL3		SCYL3	SCYL3	0.3386	541	1
3_MACS_peak_28361_lociStitched	chr7	114568226	114573933	3	5634	8441.2237	542	1	MDFIC	MDFIC	MDFIC	MDFIC	0.2716	542	1
5_MACS_peak_14731_lociStitched	chr19	13260464	13266989	5	6235	8438.7825	543	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	0.6459	543	1
6_MACS_peak_16317_lociStitched	chr2	45664598	45671541	6	6110	8430.1906	544	1	SRBD1		SRBD1	SRBD1	0.2188	544	1
1_MACS_peak_1655_lociStitched	chr1	153917258	153919656	1	2399	8424.6536	545	1	DENND4B	CREB3L4,RPS27,GATAD2B,CRTC2,SLC39A1,JTB,RAB13	DENND4B	CREB3L4	1.2001	545	1
1_MACS_peak_18723_lociStitched	chr20	42085132	42087638	1	2507	8419.1576	546	1	SRSF6	L3MBTL1	SRSF6	SRSF6	0.6781	546	1
2_MACS_peak_5794_lociStitched	chr11	122931127	122935799	2	4246	8413.8048	547	1	HSPA8	LOC341056	HSPA8	HSPA8	0.7563	547	1
1_MACS_peak_13457_lociStitched	chr17	79827928	79830889	1	2962	8405.0946	548	1	ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,P4HB,THOC4,PCYT2,SIRT7	ARHGDIA	ARHGDIA	0.781	548	1
2_MACS_peak_16774_lociStitched	chr2	80962502	80966574	2	4042	8394.428	549	1			LRRTM1	LRRTM1	NONE	549	1
1_MACS_peak_28675_lociStitched	chr7	148579901	148582732	1	2832	8389.9516	550	1	EZH2		EZH2	EZH2	0.2113	550	1
1_MACS_peak_5152_lociStitched	chr11	65353567	65357527	1	3961	8389.26	551	1	EHBP1L1	SSSCA1,FAM89B,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	KCNK7	FAM89B	1.3335	551	1
4_MACS_peak_345_lociStitched	chr1	24513139	24519365	4	5918	8353.4242	552	1	IL28RA	LOC284632,IL22RA1	IL28RA	LOC284632	0.3242	552	1
3_MACS_peak_4908_lociStitched	chr11	58343939	58347575	3	3518	8339.8932	553	1	ZFP91-CNTF,ZFP91,LPXN	CNTF,LPXN	LPXN	LPXN	0.2511	553	1
5_MACS_peak_7526_lociStitched	chr12	133020913	133028002	5	6519	8331.7017	554	1		FBRSL1	FBRSL1	FBRSL1	0.1465	554	1
1_MACS_peak_21638_lociStitched	chr3	150124777	150128860	1	4084	8329.32	555	1	TSC22D2		TSC22D2	TSC22D2	0.231	555	1
2_MACS_peak_1749_lociStitched	chr1	156022716	156025496	2	2762	8324.988	556	1	ROBLD3,UBQLN4	RAB25,SSR2,MEX3A	ROBLD3	ROBLD3	0.8149	556	1
4_MACS_peak_4074_lociStitched	chr10	105258251	105265747	4	6915	8304.8184	557	1	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	0.4988	557	1
2_MACS_peak_2813_lociStitched	chr1	234742925	234747954	2	5017	8291.3123	558	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	0.7165	558	1
4_MACS_peak_7065_lociStitched	chr12	108958166	108964586	4	6027	8290.146	559	1	ISCU	FICD,SART3,TMEM119	ISCU	ISCU	0.9938	559	1
1_MACS_peak_10704_lociStitched	chr16	11677763	11682014	1	4252	8281.3731	560	1	LITAF		LITAF	LITAF	0.6305	560	1
2_MACS_peak_10311_lociStitched	chr15	93360436	93364603	2	4166	8276.0787	561	1		ASB9P1	ASB9P1	ASB9P1	0.1407	561	1
3_MACS_peak_8926_lociStitched	chr14	91880876	91885353	3	4357	8271.7052	562	1	CCDC88C		CCDC88C	CCDC88C	0.3783	562	1
3_MACS_peak_22181_lociStitched	chr4	1871215	1875395	3	3557	8242.96	563	1	WHSC1	WHSC1,LETM1	WHSC1	WHSC1	0.2194	563	1
3_MACS_peak_8920_lociStitched	chr14	91837602	91844323	3	6560	8219.783	564	1	CCDC88C		CCDC88C	CCDC88C	0.3783	564	1
5_MACS_peak_20881_lociStitched	chr3	52738169	52744749	5	5854	8217.104	565	1	SPCS1,GLT8D1	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	GLT8D1	0.5892	565	1
7_MACS_peak_9253_lociStitched	chr15	23676534	23684137	7	6616	8211.24	566	1			MKRN3	MKRN3	NONE	566	1
3_MACS_peak_24923_lociStitched	chr5	154133104	154137393	3	4004	8209.146	567	1	LARP1		LARP1	LARP1	0.1742	567	1
1_MACS_peak_18916_lociStitched	chr20	49546118	49548979	1	2862	8197.0511	568	1	ADNP	MOCS3,DPM1	ADNP	DPM1	0.4221	568	1
2_MACS_peak_3236_lociStitched	chr10	22969523	22975370	2	5648	8195.1552	569	1	PIP4K2A		PIP4K2A	PIP4K2A	0.2414	569	1
2_MACS_peak_26059_lociStitched	chr6	42712059	42716023	2	3874	8190.0204	570	1	TBCC	LOC442211,PRPH2	TBCC	TBCC	0.8129	570	1
2_MACS_peak_15440_lociStitched	chr19	47287105	47291920	2	4812	8163.351	571	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	0.451	571	1
1_MACS_peak_6850_lociStitched	chr12	93771572	93773221	1	1650	8162.55	572	1	NUDT4,NUDT4P1		NUDT4P1	NUDT4P1	0.4232	572	1
1_MACS_peak_21835_lociStitched	chr3	170072597	170076509	1	3913	8134.2216	573	1	SKIL	SKIL	SKIL	SKIL	0.2919	573	1
5_MACS_peak_18782_lociStitched	chr20	43594473	43601344	5	6615	8128.393	574	1	STK4	TOMM34	STK4	STK4	0.3476	574	1
3_MACS_peak_21691_lociStitched	chr3	152877978	152881803	3	3494	8127.36	575	1	RAP2B		RAP2B	RAP2B	0.6324	575	1
1_MACS_peak_1776_lociStitched	chr1	156425710	156428367	1	2658	8120.3234	576	1		MIR9-1,C1orf61,MEF2D	C1orf61	MEF2D	0.9572	576	1
