GENE_ID	locusLine	bin_1_OPM-2.jin.bam
NM_001199417	chr17(.):36579719-36673628	0.1277
NM_020876	chr17(.):36608643-36673628	0.0753
NM_001130677	chr17(.):36822958-36836187	0.2895
NM_005937	chr17(.):36856872-36891056	0.674
NM_007144	chr17(.):36885149-36909558	0.4826
NM_002795	chr17(.):36904001-36925478	0.4634
NM_001136498	chr17(.):36881509-36896858	0.1801
NM_018530	chr17(.):38055847-38078793	0.0965
NM_198844	chr17(.):38019454-38039149	0.9644
NM_001145301	chr17(.):38469472-38518895	0.7766
NM_152219	chr17(.):38511904-38525945	0.0663
NM_000964	chr17(.):38460422-38518895	0.7094
NM_001024809	chr17(.):38493270-38518895	0.0835
NM_001254	chr17(.):38439145-38464413	0.3776
NM_024927	chr17(.):40814932-40834048	2.3581
NM_016437	chr17(.):40806265-40824024	0.3852
NM_003632	chr17(.):40829631-40857011	1.024
NM_016602	chr17(.):40826419-40838845	3.4338
NM_152343	chr17(.):43326759-43344479	0.0809
NM_005892	chr17(.):43294291-43329683	1.6925
NR_024434	chr17(.):43320302-43350997	0.0728
NR_024435	chr17(.):43334557-43350997	0.0546
NM_175575	chr17(.):48907604-48924709	0.078
NM_005749	chr17(.):48934586-48946413	1.7637
NM_000250	chr17(.):56342216-56363296	0.0572
NM_004758	chr17(.):56373593-56411152	0.5153
NM_003168	chr17(.):56417538-56434563	0.8862
NR_029683	chr17(.):56403592-56413679	2.6251
NM_004859	chr17(.):57692049-57779317	0.3929
NM_007215	chr17(.):62468901-62498184	0.1678
NM_004396	chr17(.):62489373-62507484	1.1504
NM_001085423	chr17(.):62456568-62469760	0.0198
NR_033876	chr17(.):70589179-70641611	1.4914
NM_001163989	chr17(.):72727958-72748474	0.6033
NM_001006638	chr17(.):72728355-72748474	0.6129
NM_139018	chr17(.):72685451-72714108	0.1392
NR_037409	chr17(.):72739751-72749838	1.1732
NM_017728	chr17(.):72767621-72840922	0.1021
NM_015654	chr17(.):72761685-72777470	0.3222
NM_024585	chr17(.):73101081-73131360	0.2234
NM_004695	chr17(.):73079054-73107248	0.1442
NM_006356	chr17(.):73029954-73048074	0.7489
NM_015353	chr17(.):73038278-73066981	0.9456
NM_000154	chr17(.):73749017-73766280	0.305
NM_005324	chr17(.):73767514-73780860	0.8277
NM_032134	chr17(.):74265129-74308761	0.1356
NM_182565	chr17(.):74256285-74272379	2.31
NM_024599	chr17(.):74461974-74502509	1.3752
NM_134268	chr17(.):74518439-74538782	0.1039
NM_001166579	chr17(.):74444432-74471199	0.147
NM_001088	chr17(.):74458629-74471199	0.18
NM_001005498	chr17(.):74461974-74488991	1.3836
NM_001077620	chr17(.):74531120-74546458	0.0921
NR_033357	chr17(.):74518667-74546458	0.099
NM_001008529	chr17(.):74670650-74712056	0.1195
NM_003016	chr17(.):74725198-74738493	1.5121
NR_030366	chr17(.):74727531-74737630	1.9465
NM_001080510	chr17(.):74717949-74734962	1.8962
NM_024311	chr17(.):74728782-74780338	0.7234
NM_001113493	chr17(.):75364271-75501678	0.3165
NM_001113494	chr17(.):75367164-75501678	0.3101
NR_036200	chr17(.):75388065-75398136	0.0517
NM_152468	chr17(.):76121858-76144049	0.5915
NM_007267	chr17(.):76103998-76133488	0.609
NM_001127198	chr17(.):76103998-76129861	0.6684
NM_001010982	chr17(.):76178436-76208782	0.2267
NM_001012270	chr17(.):76205276-76226716	0.2192
NM_003258	chr17(.):76165159-76188285	1.2601
NM_004710	chr17(.):76159670-76174009	1.7472
NR_002219	chr17(.):76205320-76225783	0.228
NM_001145526	chr17(.):76178442-76208782	0.2268
NR_027083	chr17(.):76178397-76198641	0.3068
NM_003655	chr17(.):77801954-77818213	1.3984
NM_020649	chr17(.):77763175-77775915	0.663
NM_017950	chr17(.):78005434-78079412	0.1813
NM_001039842	chr17(.):79627065-79638618	0.6083
NR_026872	chr17(.):79612488-79628607	0.082
NM_199287	chr17(.):79628760-79645936	0.4368
NM_031945	chr17(.):79604348-79620779	0.077
NM_004712	chr17(.):79646019-79674147	0.5988
NM_001040025	chr17(.):79643223-79655954	0.3579
NM_207459	chr17(.):80312122-80326652	0.3821
NM_018949	chr17(.):80327200-80338370	1.2559
NM_001100407	chr17(.):80395462-80413707	1.0664
NM_001193655	chr17(.):80395462-80412602	1.1266
NM_001038618	chr17(.):80411059-80451143	0.415
NM_001083608	chr17(.):80411539-80451143	0.4186
NM_173620	chr17(.):80371251-80405516	0.1737
NR_036519	chr17(.):80402590-80413707	1.6877
NM_005215	chr18(.):49861541-51067273	0.0703
NM_015295	chr18(.):2650885-2810015	0.1471
NM_001083625	chr18(.):9131757-9290206	0.1945
NM_001130110	chr18(.):42255137-42462379	0.7364
NM_015559	chr18(.):42255862-42653475	0.5015
NM_001080467	chr18(.):47344155-47726451	0.2263
NM_001025101	chr18(.):74685788-74849774	0.2453
NM_001025100	chr18(.):74719738-74849774	0.2898
NR_033754	chr18(.):2647721-2658231	1.3376
NM_173207	chr18(.):3442607-3463406	1.0588
NM_173209	chr18(.):3444972-3463406	1.1871
NM_173210	chr18(.):3446590-3463406	1.293
NM_174886	chr18(.):3407071-3463406	0.4253
NM_003244	chr18(.):3445171-3463406	1.1989
NM_173208	chr18(.):3445030-3463406	1.1906
NM_173211	chr18(.):3448771-3463406	1.0498
NM_021074	chr18(.):9097627-9139343	0.7964
NM_015845	chr18(.):47790215-47813144	0.3935
NM_001101654	chr18(.):47803712-47819692	0.8671
NM_145020	chr18(.):47748562-47797865	0.0615
NM_002396	chr18(.):48400431-48481162	0.28
NM_016626	chr18(.):48695919-48729051	0.6233
NM_003331	chr19(.):10456203-10496248	0.155
NM_001079881	chr19(.):47172572-47225384	0.6834
NM_001079882	chr19(.):47172572-47222577	0.6905
NM_052847	chr19(.):2506217-2707746	0.3568
NM_205843	chr19(.):3354615-3468603	0.2829
NM_005597	chr19(.):3361572-3468603	0.2791
NM_020428	chr19(.):10731170-10760235	0.0672
NM_020714	chr19(.):12681919-12726623	0.6584
NM_014975	chr19(.):12944258-12990766	0.0787
NM_052876	chr19(.):13224108-13256959	0.2433
NM_004843	chr19(.):14137261-14169026	0.3019
NM_021235	chr19(.):16467407-16587762	0.4797
NM_000923	chr19(.):18313770-18364010	0.1894
NM_004924	chr19(.):39133326-39226170	0.6747
NM_001398	chr19(.):39301061-39327497	0.2822
NM_007040	chr19(.):41765119-41818811	1.1922
NM_016154	chr19(.):41279170-41307847	0.4234
NM_144732	chr19(.):41763390-41818811	1.1584
NM_001031749	chr19(.):44295078-44311613	0.0467
NM_015168	chr19(.):47562446-47622009	0.7255
NM_001145713	chr19(.):47629079-47718893	0.2383
NR_027280	chr19(.):47629114-47718893	0.2384
NM_152359	chr19(.):50189406-50221988	0.056
NM_001136052	chr19(.):50189400-50221988	0.056
NM_006184	chr19(.):49398306-49431540	0.1661
NM_052884	chr19(.):50447249-50469429	0.0888
NM_004152	chr19(.):2264519-2278487	1.1886
NM_018049	chr19(.):2228154-2241328	1.7297
NM_000479	chr19(.):2244112-2257072	1.039
NM_198532	chr19(.):2269630-2287181	0.8156
NR_031596	chr19(.):2229060-2239148	2.041
NM_007165	chr19(.):2231815-2253678	1.0978
NM_144616	chr19(.):2247249-2261422	1.384
NR_036207	chr19(.):2245637-2255717	0.3388
NM_032737	chr19(.):2423163-2461958	0.9898
NM_012458	chr19(.):2420621-2432875	1.686
NM_182973	chr19(.):2384783-2431086	1.2363
NM_015675	chr19(.):2471122-2483257	1.2002
NM_213568	chr19(.):2729523-2745074	0.2082
NM_145173	chr19(.):2709564-2726390	0.0691
NM_012289	chr19(.):10591795-10618481	0.8085
NM_007065	chr19(.):10496808-10519271	0.3742
NM_001111307	chr19(.):10526332-10585307	0.5569
NM_001111309	chr19(.):10538110-10585307	0.0657
NM_001111308	chr19(.):10536520-10585307	0.0711
NR_031592	chr19(.):10509133-10519214	0.6995
NM_006202	chr19(.):10558632-10585307	0.066
NM_203500	chr19(.):10591795-10619054	0.7931
NM_001166215	chr19(.):10618417-10633668	0.0717
NM_030760	chr19(.):10618417-10633126	0.0728
NR_031603	chr19(.):10657797-10667880	0.075
NM_032885	chr19(.):10649646-10669094	0.256
NM_153464	chr19(.):10759936-10801443	0.6639
NM_031209	chr19(.):10807111-10829043	0.2707
NM_012218	chr19(.):10759936-10808095	0.5799
NR_024333	chr19(.):10757537-10769548	2.1266
NM_153358	chr19(.):12716731-12745676	0.9825
NM_001080997	chr19(.):12931296-12946207	0.0499
NM_013312	chr19(.):12868816-12891434	0.111
NM_181738	chr19(.):12906426-12917694	0.2753
NM_017682	chr19(.):12858406-12874271	0.0598
NM_002229	chr19(.):12897309-12909125	2.8597
NM_031429	chr19(.):12931295-12951230	0.075
NM_006397	chr19(.):12912427-12929462	0.1626
NM_017722	chr19(.):13210713-13232463	0.3171
NM_001136035	chr19(.):13210713-13232563	0.3158
NM_005583	chr19(.):13204843-13218974	0.0742
NM_003765	chr19(.):13250223-13265987	2.9219
NM_004907	chr19(.):13256281-13270718	3.2411
NM_002918	chr19(.):14067341-14122134	0.3905
NM_080864	chr19(.):14134016-14146783	0.4653
NM_005370	chr19(.):16217489-16249445	0.5597
NM_001145160	chr19(.):16173316-16218813	1.1104
NR_024335	chr19(.):16139522-16157918	0.078
NR_024336	chr19(.):16140288-16157918	0.0773
NM_003290	chr19(.):16182134-16218813	1.3476
NM_016270	chr19(.):16430650-16443339	2.136
NM_138401	chr19(.):17525911-17541140	0.1356
NM_001190844	chr19(.):17541317-17564376	0.0607
NM_004335	chr19(.):17508754-17521384	1.3585
NM_031310	chr19(.):17457263-17493137	0.0816
NM_001145305	chr19(.):18362905-18390319	0.0942
NR_036155	chr19(.):18387886-18397971	2.6077
NM_012321	chr19(.):18412716-18439001	0.4358
NM_005354	chr19(.):18385562-18397432	2.2267
NR_036575	chr19(.):18355759-18371229	0.0578
NM_006149	chr19(.):39287310-39308740	0.0786
NM_012237	chr19(.):39364194-39395463	0.3239
NM_001005335	chr19(.):39322027-39347979	1.3419
NM_001001716	chr19(.):39385614-39404534	0.3875
NM_001533	chr19(.):39322027-39345617	1.4389
NM_001193286	chr19(.):39364194-39395502	0.3235
NR_034146	chr19(.):39364194-39389795	0.1657
NM_001195833	chr19(.):39353471-39373919	0.1528
NM_003407	chr19(.):39892486-39905045	4.3222
NM_003169	chr19(.):39931287-39972308	0.3589
NM_001130825	chr19(.):39931185-39972308	0.3598
NM_019088	chr19(.):39871269-39886679	0.9166
NM_017592	chr19(.):39876962-39896203	2.6562
NM_001020	chr19(.):39918846-39931618	1.0487
NM_022835	chr19(.):39898749-39924055	0.7204
NM_198476	chr19(.):41241760-41260828	1.1455
NM_004596	chr19(.):41251758-41276297	0.9045
NM_024876	chr19(.):41192433-41227790	0.4502
NM_001142555	chr19(.):41192433-41226011	0.47
NM_025194	chr19(.):41218007-41251765	0.2921
NM_006533	chr19(.):41276299-41288394	0.4879
NM_080732	chr19(.):41300047-41319337	0.3473
NM_053046	chr19(.):41301180-41319337	0.3659
NM_001699	chr19(.):41720107-41772671	0.7601
NM_052848	chr19(.):41811093-41835788	0.3707
NM_001098506	chr19(.):42077530-42098197	0.0703
NM_019612	chr19(.):44215213-44229169	0.0534
NM_019108	chr19(.):44230300-44264142	0.6244
NM_002250	chr19(.):44265684-44290409	0.5342
NM_024108	chr19(.):45661185-45686485	0.3801
NM_198478	chr19(.):45648007-45668408	0.0961
NM_212550	chr19(.):45677002-45690058	0.5787
NM_033258	chr19(.):47132332-47142939	0.1879
NM_005184	chr19(.):47099511-47119039	1.0388
NM_000960	chr19(.):47118724-47133354	0.1638
NM_005628	chr19(.):47273139-47296842	1.3045
NM_001145144	chr19(.):47273139-47295545	1.3738
NM_013403	chr19(.):47217767-47254720	0.8934
NM_001039885	chr19(.):47244302-47266832	0.2441
NM_001145145	chr19(.):47273139-47293134	1.5293
NR_036157	chr19(.):47207549-47217602	0.5075
NR_024258	chr19(.):47328841-47338961	0.0679
NM_016246	chr19(.):49311273-49344934	0.2692
NM_014330	chr19(.):49370648-49384319	2.4026
NM_001161354	chr19(.):49335353-49376884	0.4183
NM_003323	chr19(.):49379221-49406996	0.6939
NM_001161587	chr19(.):49466381-49501610	1.1323
NM_000146	chr19(.):49463565-49475136	2.0323
NR_027882	chr19(.):49453116-49470055	1.3868
NM_000894	chr19(.):49514236-49525347	0.1383
NM_014475	chr19(.):49431938-49453226	0.0796
NM_006666	chr19(.):49492155-49524182	0.3602
NM_001197122	chr19(.):50157825-50174132	0.4406
NM_001040668	chr19(.):50163398-50182173	1.4644
NR_033397	chr19(.):50175495-50196704	1.0624
NM_001101340	chr19(.):50186941-50199247	0.0498
NM_021228	chr19(.):50140381-50166906	0.5385
NM_006270	chr19(.):50133551-50148400	0.8695
NM_001098632	chr19(.):50367296-50385644	1.5266
NM_016553	chr19(.):50405083-50437988	0.7521
NM_032375	chr19(.):50367296-50385578	1.5321
NM_001098633	chr19(.):50367296-50385612	1.5292
NM_017432	chr19(.):50349415-50368999	0.4016
NM_001168222	chr19(.):50375681-50397007	1.0544
NM_153719	chr19(.):50405083-50437788	0.7567
NM_001193357	chr19(.):50405083-50437799	0.7565
NM_172374	chr19(.):50387913-50437762	0.5987
NM_007254	chr19(.):50359459-50375822	0.415
NM_012346	chr19(.):50405083-50437773	0.7571
NM_152899	chr19(.):50387913-50405147	0.2957
NM_012068	chr19(.):50426958-50442193	1.5384
NM_001193646	chr19(.):50427399-50442193	1.5775
NR_002825	chr19(.):50467911-50484076	0.1014
NM_002287	chr19(.):54860234-54881721	0.6094
NM_012276	chr19(.):54839691-54855421	0.0639
NM_001005367	chr19(.):54921634-54953054	0.0653
NM_007279	chr19(.):56160415-56191082	0.8358
NM_207115	chr19(.):56147391-56159836	0.4289
NM_203374	chr19(.):56127106-56140941	0.2714
NM_016535	chr19(.):56149985-56161989	0.4607
NM_013301	chr19(.):56153953-56169526	1.5348
NM_001163423	chr19(.):56148462-56159836	0.4526
NM_016202	chr19(.):56148417-56159836	0.4508
NM_001130072	chr19(.):56181560-56212133	0.1643
NM_001130071	chr19(.):56182990-56212133	0.1673
NM_001195605	chr19(.):56119958-56134907	0.0544
NM_183404	chr20(.):35626976-35729410	0.2953
NM_002895	chr20(.):35621177-35729410	0.2821
NM_052865	chr20(.):17944761-17976762	0.8378
NM_001042472	chr20(.):25275849-25376477	0.646
NM_015600	chr20(.):25270378-25376477	0.6398
NM_031483	chr20(.):32946061-33104197	0.3771
NM_016436	chr20(.):34354922-34543288	0.1627
NM_177996	chr20(.):34695347-34825721	0.2753
NM_015568	chr20(.):37429347-37556667	0.3426
NM_032883	chr20(.):42539781-42703254	0.8658
NM_002466	chr20(.):42290708-42350122	0.8227
NM_001098798	chr20(.):42569535-42703254	0.9821
NM_001098797	chr20(.):42538491-42703254	0.8616
NM_000022	chr20(.):43243162-43285376	0.9556
NM_022104	chr20(.):44558316-44581662	0.6416
NM_199203	chr20(.):48692660-48775335	0.1676
NM_181442	chr20(.):49501882-49552527	0.4312
NR_002785	chr20(.):57388972-57430958	0.0657
NR_003045	chr20(.):17938352-17948589	0.4169
NM_152227	chr20(.):17917243-17954490	0.7647
NM_014426	chr20(.):17917243-17954154	0.7708
NM_002862	chr20(.):25223705-25283648	0.9967
NM_182584	chr20(.):31214426-31244783	0.1425
NR_030374	chr20(.):33049129-33059223	0.0924
NM_004902	chr20(.):34286530-34335193	0.6642
NM_080748	chr20(.):34282231-34293902	0.4279
NM_001198989	chr20(.):34251609-34292287	0.5147
NR_027451	chr20(.):34628539-34643882	0.6512
NM_012156	chr20(.):34737661-34825721	0.1152
NM_030919	chr20(.):37549954-37586703	0.2036
NR_034009	chr20(.):42081503-42097244	1.181
NM_032107	chr20(.):42131319-42175534	0.1704
NM_001008901	chr20(.):42349800-42360642	0.1445
NR_034104	chr20(.):43280091-43305380	0.2022
NM_001134771	chr20(.):44645328-44693789	0.0604
NM_022095	chr20(.):44572291-44605833	0.7616
NM_004994	chr20(.):44632546-44650200	0.0735
NM_005194	chr20(.):48802375-48814212	1.5536
NM_014484	chr20(.):49570362-49582820	1.9783
NM_003859	chr20(.):49546404-49580060	1.3592
NM_006526	chr20(.):52178609-52204636	0.2417
NM_001160419	chr20(.):56182946-56200632	1.0725
NM_001160418	chr20(.):56173901-56200632	0.7343
NM_080426	chr20(.):57461425-57491250	1.2038
NR_003259	chr20(.):57459179-57491247	1.1375
NM_001077489	chr20(.):57461424-57491250	1.2037
NM_001077490	chr20(.):57423035-57491250	0.5741
NM_001077488	chr20(.):57461768-57491250	1.212
NM_016592	chr20(.):57409794-57491250	0.4883
NR_024470	chr20(.):61289378-61302973	0.1881
NM_016354	chr20(.):61268796-61308647	1.6123
NM_001083113	chr20(.):62333793-62372494	2.0252
NM_181485	chr20(.):62334379-62372494	2.0535
NM_017806	chr20(.):62362977-62375460	2.8993
NM_003224	chr20(.):62324994-62344355	0.5657
NM_032945	chr20(.):62321287-62335035	0.166
NM_020062	chr20(.):62366210-62380403	2.3221
NM_003823	chr20(.):62323020-62335035	0.1834
NM_000874	chr21(.):34597230-34640062	1.087
NM_207585	chr21(.):34597230-34641820	1.048
NM_130436	chr21(.):38786206-38892679	0.0371
NM_101395	chr21(.):38734858-38892679	0.1579
NM_001754	chr21(.):36155097-36426595	0.2988
NM_001001890	chr21(.):36155097-36265987	0.2915
NM_080860	chr21(.):43887596-43921401	0.4671
NM_001100421	chr21(.):19156283-19196703	0.9843
NM_138983	chr21(.):34437449-34449728	0.7804
NM_005806	chr21(.):34393238-34406500	0.0509
NM_000628	chr21(.):34633671-34674520	0.0827
NM_001040192	chr21(.):34855237-34869023	0.1551
NM_017833	chr21(.):34855237-34868790	0.1577
NM_138927	chr21(.):34910349-34954812	0.4227
NM_000819	chr21(.):34871237-34919464	0.393
NM_175085	chr21(.):34891315-34919464	0.6475
NM_001136005	chr21(.):34871237-34920195	0.3874
NM_001136006	chr21(.):34871237-34920198	0.3874
NM_032195	chr21(.):34910349-34937973	0.6521
NM_017613	chr21(.):34945210-34966014	0.2338
NM_001122607	chr21(.):36188573-36265987	0.3937
NR_026812	chr21(.):36405232-36416723	0.2064
NM_018964	chr21(.):43914741-44006550	0.664
NM_004327	chr22(.):23517551-23665224	0.1189
NM_014433	chr22(.):23396592-23489241	0.4789
NM_007194	chr22(.):29078730-29142822	0.1236
NM_001082577	chr22(.):36129782-36241630	0.0936
NM_001082579	chr22(.):36129782-36429585	0.22
NM_001003406	chr22(.):39961757-40090740	0.0543
NM_001178126	chr22(.):23224959-23243013	2.432
NM_004914	chr22(.):23482512-23511531	0.899
NM_001024938	chr22(.):24194058-24232725	0.0926
NM_002415	chr22(.):24231564-24242409	0.8513
NM_001024939	chr22(.):24195040-24232725	0.093
NM_001002862	chr22(.):24171689-24186199	0.8799
NM_000675	chr22(.):24818529-24843325	1.8408
NR_028484	chr22(.):24820177-24895783	0.7392
NR_003491	chr22(.):27048445-27077440	0.3387
NM_172002	chr22(.):29133042-29158496	0.1966
NM_173510	chr22(.):29163661-29190283	1.0036
NM_001079539	chr22(.):29185547-29201560	4.2285
NM_012265	chr22(.):29650843-29668914	1.1888
NM_006478	chr22(.):29697996-29713774	0.0776
NM_001163285	chr22(.):29658997-29701515	0.5406
NM_001163287	chr22(.):29658997-29691672	0.6829
NM_006477	chr22(.):29703921-29716748	0.0608
NM_031910	chr22(.):37571205-37589330	0.0766
NM_001051	chr22(.):37597244-37613353	1.0121
NM_013385	chr22(.):37673494-37716389	0.1289
NM_002872	chr22(.):37616309-37645305	1.0321
NR_002821	chr22(.):38735669-38799931	0.6083
NM_016657	chr22(.):38859082-38882637	0.0489
NM_004981	chr22(.):38817332-38845033	0.1116
NM_001098505	chr22(.):38874442-38889535	0.0888
NM_001098504	chr22(.):38874442-38907345	0.7966
NM_152868	chr22(.):38817332-38856203	0.102
NM_006116	chr22(.):39790758-39832887	0.2546
NM_194326	chr22(.):39920097-39933860	0.326
NM_002409	chr22(.):39848324-39893199	0.2122
NM_019008	chr22(.):39893283-39919137	0.8929
NM_182810	chr22(.):39911568-39923691	1.4857
NM_001098270	chr22(.):39878228-39893199	0.0878
NM_002676	chr22(.):41967889-41990871	0.3849
NM_015704	chr22(.):41989031-42022061	0.663
NM_001469	chr22(.):42012294-42065052	0.4679
NM_018280	chr22(.):46441338-46455024	1.7407
NR_027036	chr22(.):46430786-46445748	0.3345
NR_027034	chr22(.):46444725-46459402	1.6519
NR_027033	chr22(.):46476876-46514808	0.0801
NR_027240	chr22(.):46397495-46411657	0.3926
NR_029479	chr22(.):46504565-46514648	0.0776
NR_029478	chr22(.):46503628-46513702	0.0628
NR_037413	chr22(.):46481923-46492006	0.0941
