GENE_ID	locusLine	bin_1_KMS-12-BM.jin.bam
NM_014383	chr19(.):36198829-36212940	0.856
NM_001039887	chr19(.):36244043-36265077	0.2499
NM_172341	chr19(.):36231493-36242903	1.7044
NM_003332	chr19(.):36390302-36404211	1.2912
NM_001024807	chr19(.):36354400-36375699	0.0811
NM_014266	chr19(.):36388381-36400173	1.5697
NM_024509	chr19(.):36423021-36441097	0.0975
NM_199179	chr19(.):36342809-36363048	0.0847
NM_004646	chr19(.):36311273-36347895	0.0544
NM_139239	chr19(.):36374142-36396552	0.8478
NM_006149	chr19(.):39287310-39308740	0.0523
NM_012237	chr19(.):39364194-39395463	0.6471
NM_001005335	chr19(.):39322027-39347979	1.2755
NM_001001716	chr19(.):39385614-39404534	0.4628
NM_001533	chr19(.):39322027-39345617	1.349
NM_001193286	chr19(.):39364194-39395502	0.6463
NR_034146	chr19(.):39364194-39389795	0.5076
NM_001195833	chr19(.):39353471-39373919	0.8275
NM_003407	chr19(.):39892486-39905045	3.426
NM_003169	chr19(.):39931287-39972308	0.3582
NM_001130825	chr19(.):39931185-39972308	0.36
NM_019088	chr19(.):39871269-39886679	0.637
NM_017592	chr19(.):39876962-39896203	2.0734
NM_001020	chr19(.):39918846-39931618	0.769
NM_022835	chr19(.):39898749-39924055	0.6018
NM_006503	chr19(.):40472072-40492353	0.5821
NM_178544	chr19(.):40497942-40528514	0.2022
NM_001039213	chr19(.):45197420-45218986	0.12
NM_012116	chr19(.):45276125-45308903	0.2017
NM_005178	chr19(.):45246977-45268301	1.3353
NM_005628	chr19(.):47273139-47296842	0.5192
NM_001145144	chr19(.):47273139-47295545	0.5453
NM_013403	chr19(.):47217767-47254720	0.6817
NM_001039885	chr19(.):47244302-47266832	0.2267
NM_001145145	chr19(.):47273139-47293134	0.5976
NR_036157	chr19(.):47207549-47217602	0.3426
NR_024258	chr19(.):47328841-47338961	0.0686
NM_178511	chr19(.):47773141-47783980	1.2329
NM_001127240	chr19(.):47719080-47741023	1.7115
NM_014417	chr19(.):47719078-47739451	1.8275
NM_015603	chr19(.):47754730-47780210	1.0308
NR_036159	chr19(.):47725200-47735276	3.366
NR_036158	chr19(.):47725198-47735278	3.3654
NM_144577	chr19(.):48794708-48828332	0.5338
NM_018273	chr19(.):48830615-48872186	0.722
NM_012451	chr19(.):48862650-48884634	0.7079
NM_001425	chr19(.):48823628-48838810	2.2048
NM_017708	chr19(.):49098856-49121694	0.2005
NM_020126	chr19(.):49117547-49138662	0.6331
NM_001352	chr19(.):49128816-49145639	0.9087
NM_133498	chr19(.):49104999-49115971	0.1133
NM_000979	chr19(.):49113587-49127433	0.6958
NM_001217	chr19(.):49136271-49154451	1.0201
NM_145807	chr19(.):49159663-49181264	0.1081
NM_016246	chr19(.):49311273-49344934	0.3203
NM_014330	chr19(.):49370648-49384319	1.256
NM_001161354	chr19(.):49335353-49376884	0.4098
NM_003323	chr19(.):49379221-49406996	0.2134
NM_005762	chr19(.):59050835-59067082	1.1126
NR_027334	chr19(.):59065552-59091164	1.3629
NM_014453	chr19(.):59057932-59071486	1.8782
NM_003422	chr19(.):59068283-59089942	1.2129
NM_198426	chr19(.):59057932-59071355	1.8419
NM_003969	chr19(.):59062078-59075343	2.0045
NM_012254	chr19(.):59004699-59028432	0.5566
NR_026052	chr19(.):59081765-59100762	0.4537
NM_032792	chr19(.):59019896-59035921	0.8935
NM_001174088	chr20(.):46125600-46290621	0.188
NM_052865	chr20(.):17944761-17976762	1.1172
NM_032501	chr20(.):24981872-25044616	0.8978
NR_034152	chr20(.):31170280-31201694	0.2045
NM_001099339	chr20(.):31285492-31336814	0.5771
NM_032819	chr20(.):32314807-32385075	0.6965
NM_177996	chr20(.):34695347-34825721	0.2349
NM_080628	chr20(.):35499569-35527632	0.1872
NM_015568	chr20(.):37429347-37556667	0.4447
NM_032883	chr20(.):42539781-42703254	0.386
NM_002466	chr20(.):42290708-42350122	1.4666
NM_001098798	chr20(.):42569535-42703254	0.4187
NM_001098797	chr20(.):42538491-42703254	0.3851
NM_006282	chr20(.):43590119-43713593	0.5208
NM_183048	chr20(.):45833380-45990474	0.3409
NM_006420	chr20(.):47533274-47658230	0.2256
NM_173485	chr20(.):51583945-52116869	0.1529
NM_080618	chr20(.):56067223-56105154	0.1652
NM_199170	chr20(.):56218451-56290625	0.7332
NM_020182	chr20(.):56218451-56290031	0.7389
NM_199171	chr20(.):56218451-56291541	0.7257
NM_199359	chr20(.):62491589-62527890	0.4716
NM_001958	chr20(.):62114365-62135505	0.0706
NM_025224	chr20(.):62370877-62441856	0.5402
NM_170774	chr20(.):4755668-4800769	1.2712
NM_014737	chr20(.):4755669-4809291	1.2306
NM_000214	chr20(.):10613331-10659694	0.2707
NR_003045	chr20(.):17938352-17948589	0.7323
NM_152227	chr20(.):17917243-17954490	1.1104
NM_014426	chr20(.):17917243-17954154	1.1047
NM_020531	chr20(.):24938579-24978425	0.2791
NM_014588	chr20(.):25051098-25067767	0.1619
NM_001164603	chr20(.):30941146-30965352	1.4929
NM_015338	chr20(.):30941146-31032122	0.461
NM_182584	chr20(.):31214426-31244783	0.2583
NM_176812	chr20(.):32394109-32447173	0.3069
NR_027451	chr20(.):34628539-34643882	0.8395
NM_080627	chr20(.):35407177-35497087	0.4479
NM_199181	chr20(.):35400844-35493276	0.5404
NM_030919	chr20(.):37549954-37586703	0.236
NM_001008901	chr20(.):42349800-42360642	0.4118
NM_006809	chr20(.):43565770-43594114	0.3587
NR_024594	chr20(.):45942245-45954498	0.1032
NM_004776	chr20(.):48244482-48335421	0.4683
NM_006526	chr20(.):52178609-52204636	1.0385
NM_080615	chr20(.):55061547-55105981	0.055
NM_001012971	chr20(.):55094784-55106208	0.0595
NM_001013646	chr20(.):55103301-55116576	0.0678
NM_001160419	chr20(.):56182946-56200632	1.8782
NM_001160418	chr20(.):56173901-56200632	1.2798
NM_175573	chr20(.):60873026-60888918	0.9286
NM_005560	chr20(.):60879120-60947368	0.578
NM_001024	chr20(.):60957120-60968576	1.2481
NM_024299	chr20(.):62147132-62158524	0.1327
NM_024059	chr20(.):62179372-62193035	0.5936
NM_012384	chr20(.):62213954-62263381	0.6112
NM_080823	chr20(.):62167162-62183857	1.4236
NM_033405	chr20(.):62184438-62204107	0.9128
NM_005975	chr20(.):62154775-62173707	0.6257
NM_001037335	chr20(.):62184438-62210592	0.8503
NM_032957	chr20(.):62284646-62332601	0.2674
NM_001083113	chr20(.):62333793-62372494	1.4161
NM_181485	chr20(.):62334379-62372494	1.4363
NM_017806	chr20(.):62362977-62375460	1.8314
NM_003224	chr20(.):62324994-62344355	0.364
NM_032945	chr20(.):62321287-62335035	0.1427
NM_020062	chr20(.):62366210-62380403	1.3729
NM_015894	chr20(.):62266060-62289780	1.4145
NM_003823	chr20(.):62323020-62335035	0.1457
NM_080622	chr20(.):62487565-62499341	1.3511
NM_025219	chr20(.):62521454-62572384	0.1248
NM_000874	chr21(.):34597230-34640062	0.9415
NM_207585	chr21(.):34597230-34641820	0.9822
NM_173568	chr21(.):43486425-43568105	0.3079
NM_080860	chr21(.):43887596-43921401	0.2496
NM_001199527	chr21(.):43478067-43568105	0.5603
NM_001001581	chr21(.):44068861-44200618	0.1948
NM_020132	chr21(.):45280115-45412475	0.2166
NM_003683	chr21(.):45204417-45228983	0.4337
NM_000628	chr21(.):34633671-34674520	0.3846
NM_005534	chr21(.):34770201-34814828	0.3126
NM_020727	chr21(.):43401939-43435496	0.395
NR_027273	chr21(.):43437112-43450060	0.1501
NR_027243	chr21(.):43517243-43533644	0.1578
NM_018964	chr21(.):43914741-44006550	0.4989
NM_000394	chr21(.):44584140-44597913	2.8974
NM_000100	chr21(.):45188830-45201259	1.4517
NR_026961	chr21(.):45220638-45237448	0.1334
NM_005049	chr21(.):45522207-45556063	0.4845
NM_198155	chr21(.):45548493-45570605	1.0414
NM_000383	chr21(.):45700762-45723102	0.6015
NM_175867	chr21(.):45661222-45687099	1.4866
NM_015259	chr21(.):45641721-45665834	1.6435
NM_000658	chr21(.):45705273-45723110	0.724
NM_002473	chr22(.):36672322-36789063	0.5375
NM_015366	chr22(.):45067687-45138561	0.4879
NM_001017529	chr22(.):45059426-45138561	0.4545
NM_012295	chr22(.):24402764-24579596	0.3557
NM_001199281	chr22(.):24402819-24579596	0.3558
NM_001887	chr22(.):26990361-27018991	2.0657
NM_001195071	chr22(.):38610297-38673670	0.42
NM_001195072	chr22(.):38610297-38674040	0.421
NM_024821	chr22(.):42191677-42227303	0.4529
NM_181334	chr22(.):45093381-45263664	0.107
NM_015124	chr22(.):47017657-47080688	0.0832
NM_014246	chr22(.):46751730-46938067	0.3023
NM_199127	chr22(.):22983781-22995368	0.1247
NR_024591	chr22(.):22969027-22992012	0.1053
NR_030755	chr22(.):23160269-23170365	1.1657
NM_001178126	chr22(.):23224959-23243013	0.4302
NM_001024938	chr22(.):24194058-24232725	0.5194
NM_002415	chr22(.):24231564-24242409	1.8148
NM_001024939	chr22(.):24195040-24232725	0.5028
NM_001007468	chr22(.):24124149-24181705	0.5379
NM_001002862	chr22(.):24171689-24186199	2.8326
NM_019601	chr22(.):24572443-24590074	0.1899
NM_000675	chr22(.):24818529-24843325	1.516
NR_028484	chr22(.):24820177-24895783	0.5571
NM_001008566	chr22(.):26916713-26966370	0.1057
NM_003595	chr22(.):26916713-26991089	0.4725
NR_031615	chr22(.):26946177-26956289	0.1503
NR_003491	chr22(.):27048445-27077440	1.289
NM_001886	chr22(.):27012927-27031636	0.4802
NM_173510	chr22(.):29163661-29190283	0.6888
NM_001079539	chr22(.):29185547-29201560	1.7744
NM_012473	chr22(.):36858092-36882687	0.5526
NM_002854	chr22(.):37191744-37220517	0.1018
NM_013416	chr22(.):37252029-37279059	1.3165
NM_000395	chr22(.):37304674-37341479	0.4396
NM_031910	chr22(.):37571205-37589330	0.121
NM_001051	chr22(.):37597244-37613353	0.2323
NM_013385	chr22(.):37673494-37716389	0.3003
NM_002872	chr22(.):37616309-37645305	1.6975
NM_152221	chr22(.):38681696-38718413	0.6462
NM_001894	chr22(.):38681696-38719089	0.6351
NM_004286	chr22(.):39096806-39134592	0.5165
NM_005740	chr22(.):39169512-39195161	0.1226
NM_015374	chr22(.):39125734-39156947	0.8998
NM_014293	chr22(.):39209456-39245017	0.1445
NM_014292	chr22(.):39255247-39273258	2.1196
NM_001006666	chr22(.):39431672-39445428	0.7874
NM_004900	chr22(.):39373404-39393783	2.5024
NM_001193289	chr22(.):39348526-39393783	1.625
NM_152426	chr22(.):39412117-39434256	0.5714
NM_014508	chr22(.):39405264-39419825	1.065
NM_021822	chr22(.):39468009-39488748	2.8208
NM_175709	chr22(.):39521778-39553538	1.3885
NM_181773	chr22(.):39488228-39505072	1.3483
NM_001166004	chr22(.):39488228-39503610	1.4449
NM_006116	chr22(.):39790758-39832887	0.4552
NM_153497	chr22(.):39790758-39838132	0.7335
NM_002409	chr22(.):39848324-39893199	0.285
NM_001098270	chr22(.):39878228-39893199	0.0981
NM_152513	chr22(.):42090517-42200459	0.5485
NM_004599	chr22(.):42224105-42307375	0.3878
NM_000262	chr22(.):42449337-42471846	0.2312
NM_152613	chr22(.):42389728-42429477	0.5609
NM_001002034	chr22(.):42465254-42480442	1.0069
NM_033318	chr22(.):42470698-42485288	0.8287
NM_181333	chr22(.):45093077-45138561	0.3124
NM_018280	chr22(.):46441338-46455024	2.5135
NR_027036	chr22(.):46430786-46445748	1.2684
NR_027034	chr22(.):46444725-46459402	2.2328
NR_027033	chr22(.):46476876-46514808	0.1029
NR_027240	chr22(.):46397495-46411657	0.4199
NR_029479	chr22(.):46504565-46514648	0.1738
NR_029478	chr22(.):46503628-46513702	0.1641
NR_037413	chr22(.):46481923-46492006	0.0774
NM_018006	chr22(.):46726297-46758237	0.2897
