REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
1_MACS_peak_21892_lociStitched	chr4	164584034	164585233	1	1200	576.4792	157.90830000000003
1_MACS_peak_2887_lociStitched	chr1	236331777	236332975	1	1199	1023.092	357.3634
1_MACS_peak_3024_lociStitched	chr10	3893152	3894350	1	1199	809.7281999999999	178.6218
1_MACS_peak_8226_lociStitched	chr14	36401526	36402724	1	1199	625.9549999999999	115.36739999999999
1_MACS_peak_10129_lociStitched	chr16	4302962	4304160	1	1199	1230.2261999999998	377.1304
1_MACS_peak_14342_lociStitched	chr2	4223059	4224257	1	1199	737.6086	144.23919999999998
1_MACS_peak_16376_lociStitched	chr2	205660598	205661796	1	1199	1039.1452	177.903
1_MACS_peak_16979_lociStitched	chr20	19571073	19572271	1	1199	563.8986	133.9364
1_MACS_peak_19587_lociStitched	chr3	101070624	101071822	1	1199	825.9012	267.3936
1_MACS_peak_22587_lociStitched	chr5	67664290	67665488	1	1199	602.7138	155.141
1_MACS_peak_22807_lociStitched	chr5	91057515	91058713	1	1199	1228.3094	153.1044
1_MACS_peak_26596_lociStitched	chr7	104498095	104499293	1	1199	594.5674	196.35219999999998
1_MACS_peak_27422_lociStitched	chr8	23903338	23904536	1	1199	797.3888	178.50199999999998
1_MACS_peak_28765_lociStitched	chr9	35936826	35938024	1	1199	565.2164	139.9264
1_MACS_peak_7181_lociStitched	chr12	109580080	109581277	1	1198	661.2228	160.6374
1_MACS_peak_15698_lociStitched	chr2	128910683	128911880	1	1198	551.4579	107.2512
1_MACS_peak_16643_lociStitched	chr2	234239614	234240811	1	1198	766.4390999999999	205.2855
1_MACS_peak_18943_lociStitched	chr3	31005998	31007195	1	1198	769.5513000000001	151.1811
1_MACS_peak_26362_lociStitched	chr7	81531667	81532864	1	1198	587.4876	201.9339
1_MACS_peak_26549_lociStitched	chr7	101331005	101332202	1	1198	1361.2284	215.1009
1_MACS_peak_30372_lociStitched	chrX	85301506	85302703	1	1198	1324.4805000000001	128.079
1_MACS_peak_4170_lociStitched	chr10	114992534	114993730	1	1197	692.1252	220.064
1_MACS_peak_5834_lociStitched	chr11	128797688	128798884	1	1197	804.4295999999999	296.7276
1_MACS_peak_14982_lociStitched	chr2	62683651	62684847	1	1197	737.6928	226.1636
1_MACS_peak_21186_lociStitched	chr4	74087937	74089133	1	1197	874.276	211.57240000000002
1_MACS_peak_24474_lociStitched	chr6	45695460	45696656	1	1197	635.4348	176.76879999999997
1_MACS_peak_24828_lociStitched	chr6	96604211	96605407	1	1197	722.2644	146.86880000000002
1_MACS_peak_25031_lociStitched	chr6	116989088	116990284	1	1197	1524.7803999999999	229.3928
1_MACS_peak_28326_lociStitched	chr8	133625990	133627186	1	1197	823.6852	163.6128
1_MACS_peak_1561_lociStitched	chr1	147532545	147533740	1	1196	767.429	214.7415
1_MACS_peak_7798_lociStitched	chr13	70573460	70574655	1	1196	735.5225	160.36900000000003
1_MACS_peak_9260_lociStitched	chr15	51519940	51521135	1	1196	866.136	310.46099999999996
1_MACS_peak_11024_lociStitched	chr16	89283274	89284469	1	1196	931.5024999999999	43.737
1_MACS_peak_19408_lociStitched	chr3	66999953	67001148	1	1196	617.576	189.527
1_MACS_peak_19430_lociStitched	chr3	69336985	69338180	1	1196	809.493	231.113
1_MACS_peak_25587_lociStitched	chr7	3504619	3505814	1	1196	719.6289999999999	131.0915
1_MACS_peak_29363_lociStitched	chr9	116224584	116225779	1	1196	1040.7255	278.435
1_MACS_peak_6030_lociStitched	chr12	8796811	8798005	1	1195	1044.2724	211.8156
1_MACS_peak_8376_lociStitched	chr14	62162124	62163318	1	1195	1420.5018	100.6542
1_MACS_peak_10984_lociStitched	chr16	86588053	86589247	1	1195	1123.0764	121.3104
1_MACS_peak_14005_lociStitched	chr19	44438762	44439956	1	1195	698.49	216.5916
1_MACS_peak_14268_lociStitched	chr19	57862268	57863462	1	1195	858.3666	232.3524
1_MACS_peak_20198_lociStitched	chr3	160383243	160384437	1	1195	641.6555999999999	171.5778
1_MACS_peak_22944_lociStitched	chr5	114631264	114632458	1	1195	1733.9268	183.39839999999998
1_MACS_peak_24783_lociStitched	chr6	90142594	90143788	1	1195	723.564	226.263
1_MACS_peak_25084_lociStitched	chr6	123593342	123594536	1	1195	860.1576	168.11520000000002
1_MACS_peak_4716_lociStitched	chr11	31935583	31936776	1	1194	745.0285000000001	162.24800000000002
1_MACS_peak_5674_lociStitched	chr11	118134137	118135330	1	1194	795.4924	257.2108
1_MACS_peak_7289_lociStitched	chr12	118573708	118574901	1	1194	768.7692	94.8435
1_MACS_peak_12873_lociStitched	chr18	46065395	46066588	1	1194	741.5688	162.9638
1_MACS_peak_14339_lociStitched	chr2	4033794	4034987	1	1194	832.4753999999999	142.2056
1_MACS_peak_22162_lociStitched	chr5	5065906	5067099	1	1194	854.7845	286.2007
1_MACS_peak_25121_lociStitched	chr6	129770018	129771211	1	1194	757.7936	207.4627
1_MACS_peak_25390_lociStitched	chr6	151872243	151873436	1	1194	900.715	105.6998
1_MACS_peak_26342_lociStitched	chr7	77135574	77136767	1	1194	783.9203	188.494
1_MACS_peak_27227_lociStitched	chr8	2400488	2401681	1	1194	719.8562000000001	234.42450000000002
1_MACS_peak_30317_lociStitched	chrX	73163760	73164953	1	1194	1273.7661	124.7878
1_MACS_peak_1113_lociStitched	chr1	81357827	81359019	1	1193	881.6032	235.30079999999998
1_MACS_peak_1476_lociStitched	chr1	120925200	120926392	1	1193	1156.7168000000001	183.8064
1_MACS_peak_3477_lociStitched	chr10	52396588	52397780	1	1193	869.4448000000001	200.61360000000002
1_MACS_peak_3584_lociStitched	chr10	69998929	70000121	1	1193	866.7031999999999	123.6104
1_MACS_peak_8565_lociStitched	chr14	77842668	77843860	1	1193	801.9775999999999	143.8744
1_MACS_peak_11633_lociStitched	chr17	36002708	36003900	1	1193	1157.3128	296.5696
1_MACS_peak_19622_lociStitched	chr3	106981959	106983151	1	1193	899.2447999999999	214.0832
1_MACS_peak_19691_lociStitched	chr3	112531850	112533042	1	1193	736.4176	268.31919999999997
1_MACS_peak_28780_lociStitched	chr9	36765267	36766459	1	1193	869.5640000000001	297.7616
1_MACS_peak_29262_lociStitched	chr9	108056274	108057466	1	1193	606.2512	131.5968
1_MACS_peak_29957_lociStitched	chrX	20541622	20542814	1	1193	672.4072000000001	104.3
1_MACS_peak_4449_lociStitched	chr11	4208109	4209300	1	1192	793.0869	201.27900000000002
1_MACS_peak_5768_lociStitched	chr11	124800032	124801223	1	1192	666.0072	264.2829
1_MACS_peak_6024_lociStitched	chr12	8379656	8380847	1	1192	617.1762	187.9398
1_MACS_peak_6816_lociStitched	chr12	74045365	74046556	1	1192	919.5711	237.00900000000001
1_MACS_peak_9623_lociStitched	chr15	76108991	76110182	1	1192	796.1835	211.998
1_MACS_peak_13749_lociStitched	chr19	24097309	24098500	1	1192	835.8438	147.9222
1_MACS_peak_17395_lociStitched	chr20	47804070	47805261	1	1192	699.7125	225.9327
1_MACS_peak_20115_lociStitched	chr3	153160202	153161393	1	1192	587.8776	192.82289999999998
1_MACS_peak_24059_lociStitched	chr6	26322051	26323242	1	1192	954.1101	192.2274
1_MACS_peak_10791_lociStitched	chr16	68365841	68367031	1	1191	642.957	176.358
1_MACS_peak_14188_lociStitched	chr19	52642324	52643514	1	1191	1077.664	217.413
1_MACS_peak_16391_lociStitched	chr2	207385396	207386586	1	1191	612.969	98.413
1_MACS_peak_21976_lociStitched	chr4	180738342	180739532	1	1191	678.7760000000001	213.48600000000002
1_MACS_peak_23119_lociStitched	chr5	132442068	132443258	1	1191	685.083	169.813
1_MACS_peak_27281_lociStitched	chr8	10849432	10850622	1	1191	616.301	201.34799999999998
1_MACS_peak_120_lociStitched	chr1	9599259	9600448	1	1190	693.9004	78.2362
1_MACS_peak_1337_lociStitched	chr1	110465951	110467140	1	1190	914.9354999999999	108.08009999999999
1_MACS_peak_3146_lociStitched	chr10	13873058	13874247	1	1190	730.8783000000001	194.87709999999998
1_MACS_peak_5972_lociStitched	chr12	6432229	6433418	1	1190	885.805	267.8817
1_MACS_peak_11414_lociStitched	chr17	20434966	20436155	1	1190	552.5283000000001	125.2017
1_MACS_peak_15198_lociStitched	chr2	76811424	76812613	1	1190	768.8073999999999	111.6471
1_MACS_peak_26633_lociStitched	chr7	105701883	105703072	1	1190	656.5658000000001	194.87709999999998
1_MACS_peak_154_lociStitched	chr1	11321780	11322968	1	1189	941.2524	281.9124
1_MACS_peak_5478_lociStitched	chr11	97750606	97751794	1	1189	987.5844000000001	225.8388
1_MACS_peak_14189_lociStitched	chr19	52673996	52675184	1	1189	697.356	142.0848
1_MACS_peak_18175_lociStitched	chr22	25347810	25348998	1	1189	922.0068	114.048
1_MACS_peak_27395_lociStitched	chr8	22483337	22484525	1	1189	476.0316	142.6788
1_MACS_peak_5118_lociStitched	chr11	65880072	65881259	1	1188	617.7148	200.603
1_MACS_peak_21824_lociStitched	chr4	153110510	153111697	1	1188	812.8575999999999	183.7476
1_MACS_peak_23021_lociStitched	chr5	125577092	125578279	1	1188	709.4699	213.1852
1_MACS_peak_30307_lociStitched	chrX	71792147	71793334	1	1188	940.4601	139.1164
1_MACS_peak_8211_lociStitched	chr14	35134343	35135529	1	1187	629.6474000000001	84.79899999999999
1_MACS_peak_9779_lociStitched	chr15	86154279	86155465	1	1187	550.6598	171.73280000000003
1_MACS_peak_15411_lociStitched	chr2	100851540	100852726	1	1187	618.3804	210.0406
1_MACS_peak_16004_lociStitched	chr2	171154596	171155782	1	1187	586.2398000000001	166.7516
1_MACS_peak_17341_lociStitched	chr20	44539722	44540908	1	1187	956.6276	165.447
1_MACS_peak_17590_lociStitched	chr20	61903760	61904946	1	1187	889.6186	110.4166
1_MACS_peak_18749_lociStitched	chr3	10052029	10053215	1	1187	953.3068	215.4962
1_MACS_peak_22558_lociStitched	chr5	65029561	65030747	1	1187	562.757	160.703
1_MACS_peak_27259_lociStitched	chr8	9395681	9396867	1	1187	613.9922	158.924
1_MACS_peak_6206_lociStitched	chr12	24714475	24715660	1	1186	744.18	178.10549999999998
1_MACS_peak_8239_lociStitched	chr14	42618418	42619603	1	1186	628.0500000000001	207.2565
1_MACS_peak_16089_lociStitched	chr2	179058972	179060157	1	1186	633.8565000000001	153.339
1_MACS_peak_21572_lociStitched	chr4	114557495	114558680	1	1186	786.7215000000001	252.405
1_MACS_peak_30094_lociStitched	chrX	46696179	46697364	1	1186	1060.6935	164.004
1_MACS_peak_1418_lociStitched	chr1	116868297	116869481	1	1185	759.0624	176.6528
1_MACS_peak_2134_lociStitched	chr1	180601031	180602215	1	1185	2312.352	379.11679999999996
1_MACS_peak_3176_lociStitched	chr10	15209484	15210668	1	1185	966.2624000000001	175.3504
1_MACS_peak_4235_lociStitched	chr10	122263594	122264778	1	1185	588.448	196.78079999999997
1_MACS_peak_7234_lociStitched	chr12	112563051	112564235	1	1185	803.3439999999999	92.2336
1_MACS_peak_7500_lociStitched	chr13	22177516	22178700	1	1185	1453.3600000000001	147.5264
1_MACS_peak_8178_lociStitched	chr14	28526526	28527710	1	1185	608.9312	110.112
1_MACS_peak_10339_lociStitched	chr16	21628373	21629557	1	1185	581.5808000000001	123.728
1_MACS_peak_14274_lociStitched	chr19	57998775	57999959	1	1185	981.0624	277.1744
1_MACS_peak_16543_lociStitched	chr2	226895338	226896522	1	1185	730.0544	218.0928
1_MACS_peak_21390_lociStitched	chr4	89896767	89897951	1	1185	806.3040000000001	233.84
1_MACS_peak_26826_lociStitched	chr7	124439266	124440450	1	1185	1617.9360000000001	264.9792
1_MACS_peak_28199_lociStitched	chr8	124252737	124253921	1	1185	1129.0624	247.1008
1_MACS_peak_28615_lociStitched	chr9	15867536	15868720	1	1185	625.5072	151.6704
1_MACS_peak_1211_lociStitched	chr1	92545585	92546768	1	1184	1091.0809	288.1788
1_MACS_peak_6506_lociStitched	chr12	50147434	50148617	1	1184	682.8276000000001	217.3171
1_MACS_peak_10563_lociStitched	chr16	34759935	34761118	1	1184	1043.5243	169.6422
1_MACS_peak_11671_lociStitched	chr17	37462714	37463897	1	1184	619.5371	178.9879
1_MACS_peak_12577_lociStitched	chr18	7414240	7415423	1	1184	618.8273	121.9673
1_MACS_peak_14933_lociStitched	chr2	59566407	59567590	1	1184	671.8257	163.6089
1_MACS_peak_25178_lociStitched	chr6	134372966	134374149	1	1184	1195.6580999999999	248.0751
1_MACS_peak_26387_lociStitched	chr7	87257417	87258600	1	1184	691.8184	247.95680000000002
1_MACS_peak_30575_lociStitched	chrX	134165977	134167160	1	1184	827.9816999999999	112.2667
1_MACS_peak_984_lociStitched	chr1	64935249	64936431	1	1183	587.6904	120.8004
1_MACS_peak_8617_lociStitched	chr14	90722600	90723782	1	1183	1255.0476	70.0926
1_MACS_peak_13490_lociStitched	chr19	11924642	11925824	1	1183	957.1836	196.5666
1_MACS_peak_15613_lociStitched	chr2	114413403	114414585	1	1183	942.5268	179.3094
1_MACS_peak_16744_lociStitched	chr20	246857	248039	1	1183	909.6672	338.2884
1_MACS_peak_18266_lociStitched	chr22	32011717	32012898	1	1182	749.5807000000001	204.6673
1_MACS_peak_19978_lociStitched	chr3	138089944	138091125	1	1182	727.6141	228.2873
1_MACS_peak_21188_lociStitched	chr4	74365795	74366976	1	1182	826.2276	239.8611
1_MACS_peak_24305_lociStitched	chr6	35419726	35420907	1	1182	945.3905	189.3143
1_MACS_peak_25799_lociStitched	chr7	24796668	24797849	1	1182	694.1918	106.6443
1_MACS_peak_27788_lociStitched	chr8	66556580	66557761	1	1182	1032.194	290.4079
1_MACS_peak_5476_lociStitched	chr11	97554542	97555722	1	1181	681.9219999999999	208.388
1_MACS_peak_7615_lociStitched	chr13	36504047	36505227	1	1181	800.63	106.2
1_MACS_peak_9294_lociStitched	chr15	52950604	52951784	1	1181	874.0260000000001	282.02
1_MACS_peak_18715_lociStitched	chr3	5287298	5288478	1	1181	648.056	175.702
1_MACS_peak_21093_lociStitched	chr4	56719445	56720625	1	1181	1271.096	341.02
1_MACS_peak_25889_lociStitched	chr7	31412844	31414024	1	1181	811.722	133.10399999999998
1_MACS_peak_26248_lociStitched	chr7	73385537	73386717	1	1181	840.3960000000001	255.352
1_MACS_peak_2963_lociStitched	chr1	247334491	247335670	1	1180	1359.2691	171.66240000000002
1_MACS_peak_4207_lociStitched	chr10	120101000	120102179	1	1180	1153.8873	199.4868
1_MACS_peak_7029_lociStitched	chr12	97845834	97847013	1	1180	834.1425	305.361
1_MACS_peak_24803_lociStitched	chr6	91172505	91173684	1	1180	578.2995	177.79319999999998
1_MACS_peak_27546_lociStitched	chr8	33456669	33457848	1	1180	658.2357000000001	166.4748
1_MACS_peak_29454_lociStitched	chr9	125996395	125997574	1	1180	712.7055	173.313
1_MACS_peak_3253_lociStitched	chr10	23737570	23738748	1	1179	777.48	245.96640000000002
1_MACS_peak_5081_lociStitched	chr11	65292519	65293697	1	1179	1396.519	285.665
1_MACS_peak_5814_lociStitched	chr11	127924009	127925187	1	1179	946.8764	210.5086
1_MACS_peak_9229_lociStitched	chr15	49086515	49087693	1	1179	725.7658	182.8256
1_MACS_peak_9339_lociStitched	chr15	58920416	58921594	1	1179	865.83	225.70479999999998
1_MACS_peak_15934_lociStitched	chr2	163184364	163185542	1	1179	772.8858	247.1444
1_MACS_peak_16627_lociStitched	chr2	233228049	233229227	1	1179	654.8502	131.8182
1_MACS_peak_16825_lociStitched	chr20	4152236	4153414	1	1179	1282.4886	215.57399999999998
1_MACS_peak_21035_lociStitched	chr4	43561951	43563129	1	1179	789.1422000000001	216.04520000000002
1_MACS_peak_23018_lociStitched	chr5	125414755	125415933	1	1179	773.1214	227.00060000000002
1_MACS_peak_24146_lociStitched	chr6	30053595	30054773	1	1179	1046.4174	108.7294
1_MACS_peak_26732_lociStitched	chr7	115805746	115806924	1	1179	734.8364	221.3462
1_MACS_peak_4812_lociStitched	chr11	44116905	44118082	1	1178	955.0178	240.8142
1_MACS_peak_7786_lociStitched	chr13	61965001	61966178	1	1178	689.2512	160.42510000000001
1_MACS_peak_8046_lociStitched	chr13	114959937	114961114	1	1178	561.429	144.1825
1_MACS_peak_8374_lociStitched	chr14	62034712	62035889	1	1178	554.9554999999999	167.8402
1_MACS_peak_17017_lociStitched	chr20	23617811	23618988	1	1178	858.9746	122.9965
1_MACS_peak_20909_lociStitched	chr4	24384038	24385215	1	1178	1144.1616999999999	274.0056
1_MACS_peak_26111_lociStitched	chr7	52796782	52797959	1	1178	820.9575	165.4862
1_MACS_peak_27763_lociStitched	chr8	61858985	61860162	1	1178	639.4641	208.0936
1_MACS_peak_28250_lociStitched	chr8	126374572	126375749	1	1178	618.2781	145.948
1_MACS_peak_8736_lociStitched	chr14	98910259	98911435	1	1177	810.4992000000001	131.712
1_MACS_peak_9373_lociStitched	chr15	60700480	60701656	1	1177	752.2872000000001	117.3648
1_MACS_peak_27838_lociStitched	chr8	71426843	71428019	1	1177	821.9064	151.4688
1_MACS_peak_30116_lociStitched	chrX	47542514	47543690	1	1177	677.1408	145.7064
1_MACS_peak_1232_lociStitched	chr1	93458876	93460051	1	1176	637.555	174.9575
1_MACS_peak_1956_lociStitched	chr1	164265114	164266289	1	1176	563.295	126.89999999999999
1_MACS_peak_2071_lociStitched	chr1	174194357	174195532	1	1176	1020.135	262.495
1_MACS_peak_2620_lociStitched	chr1	214590956	214592131	1	1176	788.4250000000001	227.95000000000002
1_MACS_peak_8743_lociStitched	chr14	100149211	100150386	1	1176	658.9399999999999	89.6525
1_MACS_peak_9259_lociStitched	chr15	51428676	51429851	1	1176	753.0575	237.58499999999998
1_MACS_peak_14196_lociStitched	chr19	53237469	53238644	1	1176	842.005	93.6475
1_MACS_peak_16415_lociStitched	chr2	209716980	209718155	1	1176	671.865	181.42000000000002
1_MACS_peak_17000_lociStitched	chr20	21106410	21107585	1	1176	852.4625000000001	165.5575
1_MACS_peak_26381_lociStitched	chr7	86772843	86774018	1	1176	913.21	286.465
1_MACS_peak_1105_lociStitched	chr1	79658357	79659531	1	1175	782.1188	182.9092
1_MACS_peak_1126_lociStitched	chr1	84944643	84945817	1	1175	1108.2559999999999	148.1588
1_MACS_peak_3090_lociStitched	chr10	8086662	8087836	1	1175	620.3416	194.53179999999998
1_MACS_peak_9528_lociStitched	chr15	70717012	70718186	1	1175	669.5322	97.44200000000001
1_MACS_peak_10692_lociStitched	chr16	58058526	58059700	1	1175	585.0042	151.91559999999998
1_MACS_peak_12332_lociStitched	chr17	74448420	74449594	1	1175	838.9404000000001	226.9342
1_MACS_peak_16682_lociStitched	chr2	238383345	238384519	1	1175	860.0724	100.37700000000001
1_MACS_peak_18636_lociStitched	chr22	50363719	50364893	1	1175	816.6344	172.8128
1_MACS_peak_23074_lociStitched	chr5	130982498	130983672	1	1175	657.6748	235.97400000000002
1_MACS_peak_24189_lociStitched	chr6	31441777	31442951	1	1175	576.5514	206.7414
1_MACS_peak_27653_lociStitched	chr8	47829203	47830377	1	1175	969.4892	171.7562
1_MACS_peak_28131_lociStitched	chr8	111068505	111069679	1	1175	826.0264	89.57620000000001
1_MACS_peak_28661_lociStitched	chr9	24764724	24765898	1	1175	608.8363999999999	125.9702
1_MACS_peak_3086_lociStitched	chr10	7566618	7567791	1	1174	842.8005	271.19759999999997
1_MACS_peak_10676_lociStitched	chr16	57496188	57497361	1	1174	537.234	209.14589999999998
1_MACS_peak_17636_lociStitched	chr21	15588168	15589341	1	1174	845.3811000000001	180.642
1_MACS_peak_17682_lociStitched	chr21	25259554	25260727	1	1174	637.6428	237.53250000000003
1_MACS_peak_18111_lociStitched	chr22	22990059	22991232	1	1174	736.5267	237.8844
1_MACS_peak_20462_lociStitched	chr3	184474774	184475947	1	1174	848.1963	306.0357
1_MACS_peak_30368_lociStitched	chrX	83442061	83443234	1	1174	569.1396	74.25089999999999
1_MACS_peak_3134_lociStitched	chr10	13268372	13269544	1	1173	649.288	164.1972
1_MACS_peak_5408_lociStitched	chr11	85565274	85566446	1	1173	1389.406	291.5936
1_MACS_peak_6689_lociStitched	chr12	58269330	58270502	1	1173	671.4388	193.84879999999998
1_MACS_peak_7730_lociStitched	chr13	50265105	50266277	1	1173	595.8448	80.86800000000001
1_MACS_peak_9385_lociStitched	chr15	62681849	62683021	1	1173	1332.6812	201.3496
1_MACS_peak_13288_lociStitched	chr19	3699325	3700497	1	1173	747.2671999999999	162.5564
1_MACS_peak_14927_lociStitched	chr2	57776542	57777714	1	1173	736.1332	224.43800000000002
1_MACS_peak_20193_lociStitched	chr3	159942847	159944019	1	1173	948.4996	188.45759999999999
1_MACS_peak_24821_lociStitched	chr6	95583344	95584516	1	1173	717.9672	211.89759999999998
1_MACS_peak_25531_lociStitched	chr6	169367419	169368591	1	1173	608.5024	92.4708
1_MACS_peak_27819_lociStitched	chr8	70268843	70270015	1	1173	1114.3376	212.4836
1_MACS_peak_27865_lociStitched	chr8	74614806	74615978	1	1173	848.4108	240.9632
1_MACS_peak_27952_lociStitched	chr8	91479499	91480671	1	1173	539.9404	115.09039999999999
1_MACS_peak_29701_lociStitched	chr9	139257405	139258577	1	1173	1664.5916	168.0648
1_MACS_peak_812_lociStitched	chr1	47322837	47324008	1	1172	668.5238999999999	234.0829
1_MACS_peak_4680_lociStitched	chr11	25676852	25678023	1	1172	939.0248999999999	222.02159999999998
1_MACS_peak_5737_lociStitched	chr11	122433831	122435002	1	1172	596.3903	164.64260000000002
1_MACS_peak_16513_lociStitched	chr2	224512133	224513304	1	1172	706.6985000000001	204.8079
1_MACS_peak_26417_lociStitched	chr7	92050745	92051916	1	1172	629.2954	187.0087
1_MACS_peak_29926_lociStitched	chrX	18005272	18006443	1	1172	562.7826	124.9457
1_MACS_peak_4396_lociStitched	chr11	925848	927018	1	1171	951.327	130.80599999999998
1_MACS_peak_16499_lociStitched	chr2	220158958	220160128	1	1171	1105.533	246.051
1_MACS_peak_25981_lociStitched	chr7	41770756	41771926	1	1171	750.321	128.7
1_MACS_peak_26256_lociStitched	chr7	73726384	73727554	1	1171	792.3240000000001	136.18800000000002
1_MACS_peak_5416_lociStitched	chr11	85929677	85930846	1	1170	518.9191000000001	207.4975
1_MACS_peak_7521_lociStitched	chr13	25321469	25322638	1	1170	817.9493	73.88080000000001
1_MACS_peak_9024_lociStitched	chr15	35261183	35262352	1	1170	879.7894	319.9553
1_MACS_peak_9494_lociStitched	chr15	69222539	69223708	1	1170	851.3826999999999	213.22560000000001
1_MACS_peak_13628_lociStitched	chr19	16757323	16758492	1	1170	739.0418	168.92049999999998
1_MACS_peak_15211_lociStitched	chr2	81088314	81089483	1	1170	523.4782	237.30700000000002
1_MACS_peak_28335_lociStitched	chr8	134086463	134087632	1	1170	802.1678	270.5066
1_MACS_peak_641_lociStitched	chr1	40104753	40105921	1	1169	649.1744	183.72639999999998
1_MACS_peak_2383_lociStitched	chr1	203135360	203136528	1	1169	631.7712	207.904
1_MACS_peak_6083_lociStitched	chr12	11721039	11722207	1	1169	694.8432	171.4624
1_MACS_peak_17148_lociStitched	chr20	33167385	33168553	1	1169	707.3408000000001	264.4352
1_MACS_peak_3044_lociStitched	chr10	5454033	5455200	1	1168	1149.3783	207.8427
1_MACS_peak_3841_lociStitched	chr10	89317959	89319126	1	1168	618.0432	124.4022
1_MACS_peak_5635_lociStitched	chr11	115260566	115261733	1	1168	729.8417999999999	166.7643
1_MACS_peak_8100_lociStitched	chr14	22941679	22942846	1	1168	492.00719999999995	104.79660000000001
1_MACS_peak_12683_lociStitched	chr18	20600201	20601368	1	1168	581.7495	221.9634
1_MACS_peak_18744_lociStitched	chr3	9884949	9886116	1	1168	790.5258	247.8708
1_MACS_peak_20471_lociStitched	chr3	184892883	184894050	1	1168	789.4755	276.81239999999997
1_MACS_peak_21201_lociStitched	chr4	75263571	75264738	1	1168	1100.481	214.0278
1_MACS_peak_22326_lociStitched	chr5	36260645	36261812	1	1168	727.5078	178.4343
1_MACS_peak_25241_lociStitched	chr6	137997695	137998862	1	1168	568.2123	199.55700000000002
1_MACS_peak_27942_lociStitched	chr8	88678967	88680134	1	1168	604.0391999999999	149.60940000000002
1_MACS_peak_28441_lociStitched	chr8	145115272	145116439	1	1168	825.3024	197.45639999999997
1_MACS_peak_28624_lociStitched	chr9	17578588	17579755	1	1168	676.6265999999999	39.7947
1_MACS_peak_7804_lociStitched	chr13	73300835	73302001	1	1167	684.6752	144.001
1_MACS_peak_10607_lociStitched	chr16	50368978	50370144	1	1167	669.4006	205.0994
1_MACS_peak_13707_lociStitched	chr19	19475080	19476246	1	1167	877.1818	194.722
1_MACS_peak_16012_lociStitched	chr2	172067069	172068235	1	1167	919.391	231.3344
1_MACS_peak_17632_lociStitched	chr21	10919438	10920604	1	1167	554.8994	134.32319999999999
1_MACS_peak_21893_lociStitched	chr4	164665968	164667134	1	1167	965.6812000000001	169.07
1_MACS_peak_22470_lociStitched	chr5	55589088	55590254	1	1167	753.236	141.2026
1_MACS_peak_22935_lociStitched	chr5	112615921	112617087	1	1167	727.4674	220.14079999999998
1_MACS_peak_3565_lociStitched	chr10	65098820	65099985	1	1166	644.012	200.96249999999998
1_MACS_peak_6739_lociStitched	chr12	65672190	65673355	1	1166	710.0675	144.80949999999999
1_MACS_peak_9555_lociStitched	chr15	73088738	73089903	1	1166	630.731	187.9145
1_MACS_peak_12006_lociStitched	chr17	53828047	53829212	1	1166	798.3745	261.19300000000004
1_MACS_peak_12780_lociStitched	chr18	33196267	33197432	1	1166	780.6665	243.60150000000002
1_MACS_peak_13822_lociStitched	chr19	35927131	35928296	1	1166	550.5790000000001	111.02449999999999
1_MACS_peak_25950_lociStitched	chr7	38375128	38376293	1	1166	699.6990000000001	181.27399999999997
1_MACS_peak_26715_lociStitched	chr7	113297413	113298578	1	1166	765.871	285.891
1_MACS_peak_13857_lociStitched	chr19	38209878	38211042	1	1165	805.2552	165.28799999999998
1_MACS_peak_15308_lociStitched	chr2	88664603	88665767	1	1165	652.5384	129.0876
1_MACS_peak_17310_lociStitched	chr20	43226696	43227860	1	1165	714.9287999999999	155.976
1_MACS_peak_18050_lociStitched	chr22	19566487	19567651	1	1165	607.026	141.6588
1_MACS_peak_21615_lociStitched	chr4	122228327	122229491	1	1165	1123.9584	334.30080000000004
1_MACS_peak_24031_lociStitched	chr6	25489666	25490830	1	1165	820.7363999999999	278.8944
1_MACS_peak_26824_lociStitched	chr7	124307133	124308297	1	1165	635.6604	218.0172
1_MACS_peak_27814_lociStitched	chr8	69172743	69173907	1	1165	622.2744	163.54200000000003
1_MACS_peak_4245_lociStitched	chr10	123285866	123287029	1	1164	679.6572	168.635
1_MACS_peak_8699_lociStitched	chr14	95756704	95757867	1	1164	687.333	90.36510000000001
1_MACS_peak_19903_lociStitched	chr3	129721190	129722353	1	1164	661.8633000000001	151.5389
1_MACS_peak_21202_lociStitched	chr4	75310484	75311647	1	1164	1080.5433	162.9363
1_MACS_peak_24445_lociStitched	chr6	43970200	43971363	1	1164	808.285	170.72840000000002
1_MACS_peak_25285_lociStitched	chr6	139571538	139572701	1	1164	707.1039999999999	161.657
1_MACS_peak_188_lociStitched	chr1	14155208	14156370	1	1163	831.1786000000001	191.8462
1_MACS_peak_4575_lociStitched	chr11	12859685	12860847	1	1163	576.352	140.83440000000002
1_MACS_peak_13479_lociStitched	chr19	11592671	11593833	1	1163	1052.5396	176.15920000000003
1_MACS_peak_14285_lociStitched	chr19	58427123	58428285	1	1163	1300.7428	317.69079999999997
1_MACS_peak_16069_lociStitched	chr2	177005015	177006177	1	1163	1038.7118	300.6094
