REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_29498_lociStitched	chr9	128388138	128400989	2	12094	21601.2459	2818.2243	488	MAPKAP1		MAPKAP1	MAPKAP1	0.1116	488	1
5_MACS_peak_10685_lociStitched	chr16	57824449	57851394	5	12088	20098.2755	4060.6115	489	KIFC3		KIFC3	KIFC3	0.07200000000000001	489	1
4_MACS_peak_15534_lociStitched	chr2	111804712	111821580	4	12081	20194.3696	2786.5936	490	ACOXL		BCL2L11	BCL2L11	NONE	490	1
3_MACS_peak_17952_lociStitched	chr21	45194897	45210624	3	12079	24991.7757	4482.195	491	RRP1,CSTB	LOC284837	CSTB	CSTB	0.5342	491	1
3_MACS_peak_27495_lociStitched	chr8	29403965	29420516	3	12078	24376.3128	2994.0759	492			C8orf75	C8orf75	0.4609	492	1
3_MACS_peak_13221_lociStitched	chr19	1846850	1865859	3	12052	27445.1942	3934.863	493	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.0884	493	1
1_MACS_peak_8029_lociStitched	chr13	114556133	114568181	1	12049	33536.8128	2932.4832	494	GAS6	FLJ44054,GAS6	GAS6	GAS6	0.5913	494	1
1_MACS_peak_4951_lociStitched	chr11	60672299	60684340	1	12042	27280.0896	2735.7152	495	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.9346000000000001	495	1
4_MACS_peak_26550_lociStitched	chr7	101376488	101398575	4	12027	14034.0798	3337.3457	496			CUX1	CUX1	0.0296	496	1
1_MACS_peak_14756_lociStitched	chr2	42323314	42335338	1	12025	31590.6552	2784.7584	497		PKDCC	PKDCC	PKDCC	0.021999999999999992	497	1
5_MACS_peak_19285_lociStitched	chr3	52271781	52297805	5	12010	19351.4464	4424.08	498	PPM1M,TWF2,WDR82	ALAS1,GLYCTK,TLR9,MIRLET7G,MIR135A1	PPM1M	GLYCTK	0.43500000000000005	498	1
3_MACS_peak_11387_lociStitched	chr17	19204064	19221785	3	12004	29227.2453	3356.3574	499	EPN2	MIR1180,B9D1	MIR1180	B9D1	0.0334	499	1
2_MACS_peak_24354_lociStitched	chr6	37271257	37287500	2	12002	22543.6597	3425.6487	500	TBC1D22B	RNF8,TMEM217	RNF8	TMEM217	0.0741	500	1
2_MACS_peak_16956_lociStitched	chr20	17825947	17840662	2	12001	20497.995	2820.8655	501			SNORD17	SNORD17	NONE	501	1
5_MACS_peak_2801_lociStitched	chr1	230628173	230652149	5	11991	17420.9616	5138.0568	502			PGBD5	PGBD5	NONE	502	1
2_MACS_peak_2337_lociStitched	chr1	200850172	200865195	2	11984	27371.906	3928.5145	503	C1orf106	GPR25	C1orf106	C1orf106	0.6506000000000001	503	1
6_MACS_peak_1047_lociStitched	chr1	68201244	68232677	6	11965	18624.0525	5177.0151	504	GNG12		GADD45A	GADD45A	NONE	504	1
4_MACS_peak_8665_lociStitched	chr14	93225384	93246282	4	11958	16377.7626	2116.9674	505		GOLGA5,LGMN	LGMN	LGMN	0.0288	505	1
4_MACS_peak_21215_lociStitched	chr4	76022607	76043689	4	11944	27942.0828	3756.8124	506			PARM1	PARM1	NONE	506	1
4_MACS_peak_30040_lociStitched	chrX	39953340	39969481	4	11941	15705.193	1154.0815	507	BCOR		BCOR	BCOR	0.2213	507	1
2_MACS_peak_28027_lociStitched	chr8	101503367	101516058	2	11884	16031.2712	1590.1823	508			ANKRD46	ANKRD46	NONE	508	1
4_MACS_peak_20746_lociStitched	chr4	6168483	6187882	4	11881	17286.4489	3119.3592	509	JAKMIP1		JAKMIP1	JAKMIP1	0.19169999999999998	509	1
2_MACS_peak_15251_lociStitched	chr2	86220042	86231906	2	11841	32513.292	2722.788	510		LOC90784	LOC90784	LOC90784	0.0838	510	1
3_MACS_peak_14107_lociStitched	chr19	48823221	48837946	3	11816	22044.7975	2974.45	511	EMP3,CCDC114,TMEM143	ZNF114,SYNGR4	EMP3	EMP3	1.2472999999999999	511	1
1_MACS_peak_29374_lociStitched	chr9	117125278	117137065	1	11788	21256.6758	2404.548	512	AKNA	ORM1,ORM2	AKNA	AKNA	0.5982	512	1
3_MACS_peak_5182_lociStitched	chr11	67644655	67660137	3	11781	24381.0536	3402.9436	513			LOC645332	LOC645332	NONE	513	1
3_MACS_peak_25289_lociStitched	chr6	139631898	139648986	3	11778	16770.1632	3007.488	514		TXLNB,CITED2	TXLNB	CITED2	1.2077	514	1
3_MACS_peak_14580_lociStitched	chr2	27374761	27389625	3	11770	16503.4992	2784.0272	515	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	0.5560999999999999	515	1
5_MACS_peak_15291_lociStitched	chr2	87806072	87821664	5	11770	10300.0752	2296.7016	516	NCRNA00152		NCRNA00152	NCRNA00152	0.47340000000000004	516	1
3_MACS_peak_29471_lociStitched	chr9	126961491	126982178	3	11757	18773.4525	3498.1717	517		NEK6	NEK6	NEK6	0.13019999999999998	517	1
4_MACS_peak_5103_lociStitched	chr11	65654958	65677536	4	11756	14610.2238	3994.0482	518	CCDC85B,FIBP,FOSL1	MUS81,CTSW,DRAP1,TSGA10IP,CFL1,EFEMP2,C11orf68	FOSL1	CFL1	0.7212	518	1
3_MACS_peak_8636_lociStitched	chr14	91781543	91802071	3	11741	14158.1616	1790.0416	519	CCDC88C		GPR68	GPR68	NONE	519	1
5_MACS_peak_8659_lociStitched	chr14	93033991	93054254	5	11708	18727.0646	2255.2719	520	RIN3		RIN3	RIN3	0.1293	520	1
1_MACS_peak_2526_lociStitched	chr1	209274464	209286164	1	11701	31081.05	3843.45	521			LOC642587	LOC642587	NONE	521	1
3_MACS_peak_25481_lociStitched	chr6	160389178	160405325	3	11700	18399.5065	1976.3928	522	IGF2R		IGF2R	IGF2R	0.1377	522	1
5_MACS_peak_5027_lociStitched	chr11	63992690	64015220	5	11700	20705.07	3602.547	523	NUDT22,DNAJC4,VEGFB,FKBP2,TRPT1,PPP1R14B	STIP1,FERMT3,PLCB3,GPR137,KCNK4,BAD	VEGFB	VEGFB	0.7441	523	1
5_MACS_peak_18100_lociStitched	chr22	22549096	22565903	5	11696	22521.38	3102.5722	524		VPREB1	VPREB1	VPREB1	0.067	524	1
3_MACS_peak_24889_lociStitched	chr6	106227066	106242379	3	11694	14659.1349	3206.5422	525			PRDM1	PRDM1	1.5028000000000001	525	1
3_MACS_peak_23884_lociStitched	chr6	12043987	12062414	3	11688	21817.568	3582.2088	526	HIVEP1		HIVEP1	HIVEP1	0.2693	526	1
1_MACS_peak_16118_lociStitched	chr2	182168391	182180058	1	11668	32832.1047	3286.5939	527			ITGA4	ITGA4	NONE	527	1
5_MACS_peak_30677_lociStitched	chrX	153232642	153252636	5	11654	19638.1068	2301.3094	528	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	0.725	528	1
2_MACS_peak_1827_lociStitched	chr1	157141826	157153557	2	11651	22718.2546	3441.8754	529		CYCSP52,ETV3	ETV3	ETV3	0.6146	529	1
4_MACS_peak_596_lociStitched	chr1	37930307	37945973	4	11633	13496.259	2810.4804	530	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.4344	530	1
2_MACS_peak_26719_lociStitched	chr7	114561547	114574804	2	11618	28253.3184	3896.2323	531	MDFIC		MDFIC	MDFIC	0.9691000000000001	531	1
3_MACS_peak_17254_lociStitched	chr20	39631190	39643007	3	11584	15527.538	1980.5292	532		TOP1	TOP1	TOP1	0.0393	532	1
3_MACS_peak_18427_lociStitched	chr22	39459075	39474396	3	11558	19269.2217	2763.9084	533	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	0.5993	533	1
3_MACS_peak_11273_lociStitched	chr17	9915376	9931051	3	11522	17893.0125	2127.0975	534	GAS7		GAS7	GAS7	0.0848	534	1
5_MACS_peak_10466_lociStitched	chr16	29815567	29833494	5	11521	20277.2297	3090.6148	535	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	PRRT2	0.7825000000000001	535	1
4_MACS_peak_21875_lociStitched	chr4	159726366	159749456	4	11520	16257.669	4080.003	536	FNIP2		FNIP2	FNIP2	0.08209999999999998	536	1
3_MACS_peak_24406_lociStitched	chr6	42737782	42752483	3	11511	25345.9941	2715.2747	537		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.5324	537	1
2_MACS_peak_17842_lociStitched	chr21	37905106	37916845	2	11501	22928.6148	2897.1852	538	CLDN14		CLDN14	CLDN14	0.2486	538	1
3_MACS_peak_938_lociStitched	chr1	59470550	59487131	3	11500	14606.2029	2858.5644	539			LOC729467	LOC729467	NONE	539	1
4_MACS_peak_9708_lociStitched	chr15	81608021	81624838	4	11500	12099.8315	3287.7235	540	STARD5,TMC3	IL16	STARD5	IL16	0.3539	540	1
2_MACS_peak_20641_lociStitched	chr3	197449870	197465183	2	11499	26840.6264	4203.4185	541	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.41369999999999996	541	1
1_MACS_peak_27500_lociStitched	chr8	29464109	29475605	1	11497	17156.6304	2294.6016	542			C8orf75	C8orf75	0.4609	542	1
5_MACS_peak_2311_lociStitched	chr1	199050341	199068541	5	11481	12050.22	3956.68	543			MIR181A1	MIR181A1	NONE	543	1
5_MACS_peak_12318_lociStitched	chr17	74169194	74190719	5	11463	13971.8775	3095.295	544	RNF157	FOXJ1	FOXJ1	FOXJ1	0.6227	544	1
1_MACS_peak_2175_lociStitched	chr1	183806113	183817562	1	11450	28479.3875	3355.7019	545	RGL1		APOBEC4	APOBEC4	0.13770000000000002	545	1
1_MACS_peak_2794_lociStitched	chr1	230238247	230249690	1	11444	26252.5306	3414.5912	546	GALNT2		GALNT2	GALNT2	0.3769	546	1
2_MACS_peak_2339_lociStitched	chr1	200984258	200996995	2	11434	26508.2444	3386.7683	547	KIF21B		KIF21B	KIF21B	0.34409999999999996	547	1
3_MACS_peak_6427_lociStitched	chr12	46938802	46956127	3	11429	18146.205	3504.8475	548			SLC38A2	SLC38A2	0.49960000000000004	548	1
5_MACS_peak_7021_lociStitched	chr12	96878386	96901494	5	11425	15822.0476	4147.886	549			CDK17	CDK17	NONE	549	1
5_MACS_peak_27507_lociStitched	chr8	29591009	29611692	5	11387	17276.5099	2982.4886	550	C8orf75		C8orf75	C8orf75	0.4609	550	1
4_MACS_peak_11201_lociStitched	chr17	6915017	6940200	4	11387	30725.7783	4364.2139	551	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	ALOX12	0.6587999999999999	551	1
2_MACS_peak_11142_lociStitched	chr17	4267833	4281759	2	11371	27506.6352	2776.8444	552	UBE2G1		UBE2G1	UBE2G1	0.019800000000000012	552	1
2_MACS_peak_10229_lociStitched	chr16	12056260	12072086	2	11354	30730.9268	3677.9624	553	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	1.9957	553	1
1_MACS_peak_13045_lociStitched	chr18	60820828	60832151	1	11324	44321.6189	2981.3459	554	BCL2		BCL2	BCL2	0.42250000000000004	554	1
2_MACS_peak_5881_lociStitched	chr11	132217646	132231596	2	11309	22035.42	2654.685	555			NTM	NTM	NONE	555	1
3_MACS_peak_12387_lociStitched	chr17	76163496	76184096	3	11304	19862.52	3763.62	556	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	SYNGR2	1.0620999999999998	556	1
2_MACS_peak_20319_lociStitched	chr3	175052116	175069178	2	11295	18130.0812	4234.7884	557	NAALADL2		NAALADL2	NAALADL2	0.028799999999999992	557	1
2_MACS_peak_6425_lociStitched	chr12	46908678	46920190	2	11290	20112.6152	2400.252	558			SLC38A2	SLC38A2	0.49960000000000004	558	1
2_MACS_peak_13373_lociStitched	chr19	7398355	7411384	2	11288	29125.0266	3394.0545	559		ARHGEF18	ARHGEF18	NONE	NONE	559	1
3_MACS_peak_3606_lociStitched	chr10	70974093	70989929	3	11286	19528.9552	2707.956	560	HKDC1	SUPV3L1,HK1	HKDC1	SUPV3L1	0.26439999999999997	560	1
5_MACS_peak_5054_lociStitched	chr11	64839001	64864869	5	11284	20407.2652	4475.164	561	ZFPL1,C11orf2,CDCA5	SNX15,SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	ZFPL1	0.8657999999999999	561	1
2_MACS_peak_4144_lociStitched	chr10	112251565	112265308	2	11271	28992.2328	3140.2755	562	DUSP5		DUSP5	DUSP5	1.1052	562	1
1_MACS_peak_23191_lociStitched	chr5	138719392	138730644	1	11253	38538.1	2780.3692	563	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.9041	563	1
3_MACS_peak_362_lociStitched	chr1	25346530	25364366	3	11253	19095.2216	2671.8328	564			RUNX3	RUNX3	NONE	564	1
1_MACS_peak_21758_lociStitched	chr4	144272732	144283981	1	11250	27517.3038	2696.3853	565	GAB1		GAB1	GAB1	0.3135	565	1
4_MACS_peak_8991_lociStitched	chr15	33296362	33315374	4	11247	18652.6732	3412.654	566	FMN1		FMN1	FMN1	0.071	566	1
3_MACS_peak_26802_lociStitched	chr7	122822637	122839633	3	11243	20294.9236	4192.9132	567	SLC13A1		SLC13A1	SLC13A1	0.13960000000000003	567	1
2_MACS_peak_26689_lociStitched	chr7	110719566	110734884	2	11221	14398.92	3616.5798	568	LRRN3,IMMP2L		LRRN3	LRRN3	0.02830000000000002	568	1
5_MACS_peak_20854_lociStitched	chr4	15766874	15788436	5	11197	12671.9874	3598.6978	569	CD38		CD38	CD38	0.07379999999999999	569	1
1_MACS_peak_18134_lociStitched	chr22	23477828	23489009	1	11182	30654.9477	2554.8585	570	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.3341	570	1
3_MACS_peak_23567_lociStitched	chr5	171601081	171616174	3	11178	19551.4722	3057.8418	571	STK10	EFCAB9	STK10	STK10	0.09019999999999999	571	1
3_MACS_peak_9328_lociStitched	chr15	58582733	58595936	3	11164	16288.5411	2673.6075	572			LIPC	LIPC	NONE	572	1
3_MACS_peak_19598_lociStitched	chr3	101495313	101513648	3	11151	21470.285	3942.025	573	FAM55C	NFKBIZ	FAM55C	FAM55C	0.36649999999999994	573	1
4_MACS_peak_24348_lociStitched	chr6	37121480	37140893	4	11151	23536.3212	3263.3253	574	PIM1		PIM1	PIM1	0.7032999999999999	574	1
3_MACS_peak_27175_lociStitched	chr7	155532735	155547613	3	11145	16084.6058	3630.232	575	RBM33		SHH	SHH	NONE	575	1
4_MACS_peak_14245_lociStitched	chr19	56145412	56167935	4	11142	24041.0502	3198.266	576	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	0.7229	576	1
1_MACS_peak_2977_lociStitched	chr1	249110961	249122096	1	11136	30564.4615	3558.746	577	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	SH3BP5L	1.1544999999999999	577	1
4_MACS_peak_5273_lociStitched	chr11	73069913	73089056	4	11119	16482.123	3462.9687	578	ARHGEF17,RELT		RELT	RELT	0.2531	578	1
2_MACS_peak_23406_lociStitched	chr5	153651330	153665807	2	11110	12095.5335	2610.2031	579	GALNT10		GALNT10	GALNT10	0.1001	579	1
1_MACS_peak_2766_lociStitched	chr1	228268826	228279934	1	11109	25212.9384	3425.7072	580	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	0.9911000000000001	580	1
5_MACS_peak_8041_lociStitched	chr13	114911526	114928381	5	11101	14844.1985	2551.847	581		RASA3	RASA3	RASA3	0.465	581	1
3_MACS_peak_14366_lociStitched	chr2	8651661	8666814	3	11094	18012.3711	2624.4996	582			ID2	ID2	NONE	582	1
2_MACS_peak_13945_lociStitched	chr19	41801235	41817311	2	11094	25332.5608	3035.1488	583	HNRNPUL1,CCDC97	TGFB1	CCDC97	CCDC97	0.6063000000000001	583	1
3_MACS_peak_29426_lociStitched	chr9	123687983	123699387	3	11091	17319.2548	2433.6136	584	TRAF1	PHF19,TRAF1	TRAF1	TRAF1	0.6229	584	1
2_MACS_peak_2639_lociStitched	chr1	218626199	218637551	2	11082	16496.7264	3189.912	585			TGFB2	TGFB2	NONE	585	1
2_MACS_peak_2198_lociStitched	chr1	184710839	184725750	2	11079	21210.8975	4270.5104	586	EDEM3		EDEM3	EDEM3	0.22369999999999998	586	1
4_MACS_peak_7651_lociStitched	chr13	42061487	42078453	4	11079	15281.2762	1864.5634	587		C13orf15	C13orf15	C13orf15	0.0412	587	1
2_MACS_peak_1609_lociStitched	chr1	149898612	149912224	2	11068	17771.8272	3452.0032	588	SF3B4,MTMR11	HIST2H2AC,BOLA1,HIST2H2BE,HIST2H2AB,SV2A	MTMR11	HIST2H2AC	2.5193000000000003	588	1
2_MACS_peak_20619_lociStitched	chr3	196357741	196371442	2	11068	29214.6423	4011.6528	589	LRRC33		LRRC33	LRRC33	0.5195	589	1
1_MACS_peak_6524_lociStitched	chr12	51311792	51322847	1	11056	12842.5935	2189.9955	590	METTL7A	HIGD1C	METTL7A	METTL7A	0.5068999999999999	590	1
4_MACS_peak_20096_lociStitched	chr3	151985269	152001946	4	11039	16777.062	3226.9995	591	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	0.5103	591	1
1_MACS_peak_5952_lociStitched	chr12	4377341	4388377	1	11037	34736.9136	2441.1632	592	CCND2	C12orf5	CCND2	CCND2	0.7683	592	1
3_MACS_peak_10295_lociStitched	chr16	17553570	17571573	3	11030	15635.6055	2939.8899	593	XYLT1		XYLT1	XYLT1	0.09799999999999999	593	1
1_MACS_peak_4947_lociStitched	chr11	60602364	60613387	1	11024	26122.3054	2517.6532	594	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.1774	594	1
2_MACS_peak_2717_lociStitched	chr1	226034234	226045302	2	11023	15400.0152	2996.1076	595	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	0.656	595	1
4_MACS_peak_26697_lociStitched	chr7	111711568	111733102	4	11013	16387.374	5127.2454	596	DOCK4		DOCK4	DOCK4	0.009800000000000003	596	1
3_MACS_peak_9295_lociStitched	chr15	52959367	52977340	3	11011	19434.2049	3407.6808	597	KIAA1370		KIAA1370	KIAA1370	0.1199	597	1
4_MACS_peak_26647_lociStitched	chr7	106232461	106253067	4	11008	11580.572	4407.6234	598		FLJ36031	FLJ36031	FLJ36031	0.5325	598	1
3_MACS_peak_5838_lociStitched	chr11	129233528	129249384	3	11007	22390.2576	3172.7856	599	BARX2		BARX2	BARX2	0.43610000000000004	599	1
3_MACS_peak_28253_lociStitched	chr8	126647904	126661698	3	11004	19210.9038	2946.3984	600			TRIB1	TRIB1	1.0565	600	1
1_MACS_peak_13600_lociStitched	chr19	16221336	16232336	1	11001	23228.7	2396.9	601	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.2262	601	1
4_MACS_peak_23192_lociStitched	chr5	138738389	138754987	4	10996	23934.316	3284.7442	602	SPATA24,DNAJC18	SLC23A1,MZB1,LOC389333	SPATA24	MZB1	2.9041	602	1
2_MACS_peak_22781_lociStitched	chr5	88633941	88650892	2	10996	21075.1783	3157.9713	603			MEF2C	MEF2C	0.3417	603	1
2_MACS_peak_26066_lociStitched	chr7	47513267	47524538	2	10991	28162.8477	2947.3665	604	TNS3		TNS3	TNS3	0.10720000000000002	604	1
4_MACS_peak_29111_lociStitched	chr9	95514307	95533516	4	10985	16590.8133	3056.1519	605	BICD2	ANKRD19	BICD2	BICD2	0.3543	605	1
4_MACS_peak_18463_lociStitched	chr22	39910376	39929416	4	10984	25222.288	4150.72	606	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.0030999999999999	606	1
1_MACS_peak_30144_lociStitched	chrX	48767973	48778948	1	10976	18236.06	1715.3925	607	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	PIM2	1.0552000000000001	607	1
3_MACS_peak_13597_lociStitched	chr19	16180230	16198200	3	10966	26149.944	3351.405	608	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.2262	608	1
5_MACS_peak_21307_lociStitched	chr4	82542334	82558099	5	10956	13980.402	3085.2105	609			RASGEF1B	RASGEF1B	0.29610000000000003	609	1
3_MACS_peak_27501_lociStitched	chr8	29490321	29506188	3	10956	15424.3107	2876.6871	610			C8orf75	C8orf75	0.4609	610	1
2_MACS_peak_4257_lociStitched	chr10	125151589	125163946	2	10952	25434.4131	2269.9809	611			BUB3	BUB3	NONE	611	1
3_MACS_peak_3054_lociStitched	chr10	5930560	5949207	3	10952	16180.0019	3134.5607	612	FBXO18,ANKRD16		FBXO18	FBXO18	0.20329999999999998	612	1
1_MACS_peak_11840_lociStitched	chr17	43298148	43309070	1	10923	35061.8044	2222.627	613	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.0312000000000001	613	1
2_MACS_peak_23809_lociStitched	chr6	6798491	6812696	2	10921	20443.836	2630.766	614			LY86-AS1	LY86-AS1	NONE	614	1
3_MACS_peak_576_lociStitched	chr1	36614079	36628168	3	10905	24171.0884	2723.4037	615	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.3813	615	1
1_MACS_peak_20341_lociStitched	chr3	176911088	176921984	1	10897	30402.0192	3442.0464	616	TBL1XR1		TBL1XR1	TBL1XR1	0.2435	616	1
3_MACS_peak_22754_lociStitched	chr5	86408068	86420273	3	10886	19033.6975	2372.652	617	MIR4280		MIR4280	MIR4280	0.5725	617	1
4_MACS_peak_10628_lociStitched	chr16	53535866	53554704	4	10884	15718.4272	2720.2072	618	AKTIP		AKTIP	AKTIP	0.0931	618	1
6_MACS_peak_4468_lociStitched	chr11	6623750	6649332	6	10881	14016.3778	4297.776	619	ILK,RRP8,TAF10,TPP1,DCHS1		TAF10	TAF10	0.37529999999999997	619	1
1_MACS_peak_23617_lociStitched	chr5	175075582	175086444	1	10863	19262.6708	2327.7266	620	HRH2	HRH2	HRH2	HRH2	0.24569999999999997	620	1
2_MACS_peak_12444_lociStitched	chr17	78873242	78887841	2	10862	28830.1052	3001.5544	621	RPTOR		CHMP6	CHMP6	NONE	621	1
2_MACS_peak_21466_lociStitched	chr4	103532535	103543534	2	10855	19491.3279	2294.3914	622	NFKB1		NFKB1	NFKB1	0.19260000000000002	622	1
4_MACS_peak_22136_lociStitched	chr5	1335224	1346326	4	10855	18505.9238	2090.5066	623	CLPTM1L	TERT	CLPTM1L	CLPTM1L	1.6008	623	1
4_MACS_peak_21189_lociStitched	chr4	74454092	74475162	4	10855	20701.275	3265.85	624	RASSF6		RASSF6	RASSF6	0.318	624	1
3_MACS_peak_23367_lociStitched	chr5	149854513	149870818	3	10854	18990.4335	3083.2755	625		NDST1,RPS14	NDST1	RPS14	0.33330000000000004	625	1
4_MACS_peak_5716_lociStitched	chr11	120195475	120216622	4	10841	12660.7089	3910.0803	626	TMEM136,ARHGEF12		ARHGEF12	ARHGEF12	0.01150000000000001	626	1
4_MACS_peak_4440_lociStitched	chr11	3874072	3893161	4	10834	17968.4757	3451.2912	627	STIM1	PGAP2,RHOG	STIM1	RHOG	0.16499999999999998	627	1
3_MACS_peak_13697_lociStitched	chr19	19050181	19061906	3	10832	20830.635	1983.87	628	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.2253	628	1
3_MACS_peak_1695_lociStitched	chr1	153755110	153770695	3	10826	19231.89	3773.1285	629		SLC27A3	SLC27A3	SLC27A3	0.3846	629	1
3_MACS_peak_26260_lociStitched	chr7	74057209	74076662	3	10815	18075.7276	2812.9038	630	GTF2I		GTF2I	GTF2I	0.0591	630	1
2_MACS_peak_6904_lociStitched	chr12	89737878	89749566	2	10798	26129.6928	2895.1176	631	DUSP6		DUSP6	DUSP6	1.6087	631	1
5_MACS_peak_20292_lociStitched	chr3	171851370	171873231	5	10789	11245.2984	5014.9134	632	FNDC3B		FNDC3B	FNDC3B	0.18689999999999998	632	1
4_MACS_peak_15303_lociStitched	chr2	88469643	88485158	4	10779	11085.4675	2629.7925	633	THNSL2	FABP1	THNSL2	THNSL2	0.33319999999999994	633	1
2_MACS_peak_26946_lociStitched	chr7	134670217	134683959	2	10775	26052.0836	3857.3794	634	AGBL3		AGBL3	AGBL3	0.09340000000000001	634	1
3_MACS_peak_19834_lociStitched	chr3	125548503	125561047	3	10762	22882.7648	2765.952	635		MIR548I1	MIR548I1	NONE	NONE	635	1
5_MACS_peak_22763_lociStitched	chr5	87954779	87976687	5	10757	28760.8224	3768.176	636	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.2818	636	1
2_MACS_peak_11936_lociStitched	chr17	47815846	47827825	2	10749	22038.9642	2619.8073	637	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.3952	637	1
2_MACS_peak_16205_lociStitched	chr2	192530028	192546119	2	10749	26167.1842	3332.4461	638	OBFC2A		OBFC2A	OBFC2A	0.9780000000000001	638	1
2_MACS_peak_24467_lociStitched	chr6	45386700	45399474	2	10738	26491.9986	2363.19	639	RUNX2	SUPT3H	RUNX2	RUNX2	0.1199	639	1
4_MACS_peak_24264_lociStitched	chr6	33536562	33558868	4	10715	21088.0924	3548.8846	640	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	0.8300000000000001	640	1
2_MACS_peak_4773_lociStitched	chr11	35183477	35196654	2	10707	18256.7335	2701.285	641	CD44		CD44	CD44	0.35740000000000005	641	1
3_MACS_peak_26738_lociStitched	chr7	116213069	116229684	3	10670	17523.8405	4328.2075	642		CAV1	CAV1	CAV1	0.1086	642	1
2_MACS_peak_10212_lociStitched	chr16	11668269	11681917	2	10659	15920.392	2679.1024	643	LITAF		LITAF	LITAF	0.2636	643	1
3_MACS_peak_12334_lociStitched	chr17	74487073	74503461	3	10659	14134.65	2302.514	644	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	RHBDF2	0.7139	644	1
4_MACS_peak_13529_lociStitched	chr19	13043365	13057802	4	10657	16566.4575	2587.1104	645	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	0.7962	645	1
3_MACS_peak_12837_lociStitched	chr18	42484183	42501382	3	10647	14402.4426	2774.1987	646	SETBP1	MIR4319	MIR4319	NONE	NONE	646	1
3_MACS_peak_29994_lociStitched	chrX	30578554	30597256	3	10636	11886.9912	1741.1562	647	CXorf21		CXorf21	CXorf21	0.3564	647	1
3_MACS_peak_9580_lociStitched	chr15	74831605	74846126	3	10634	19339.0678	2941.9546	648	ARID3B		ARID3B	ARID3B	0.2226	648	1
3_MACS_peak_27604_lociStitched	chr8	38811986	38824397	3	10631	14762.8845	2557.9071	649	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.1985	649	1
3_MACS_peak_25761_lociStitched	chr7	22474339	22488927	3	10597	15400.5516	2822.778	650	MGC87042		MGC87042	MGC87042	0.22490000000000002	650	1
2_MACS_peak_5375_lociStitched	chr11	82703734	82720043	2	10588	19014.6631	2826.3497	651	RAB30	SNORA70E	SNORA70E	NONE	NONE	651	1
