#02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_ROSE/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam
#Using cutoff of 14943.2417 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuper
1_MACS_peak_21125_lociStitched	chr4	61612052	61612956	1	905	436.8128	107.9376	23614	0
1_MACS_peak_28837_lociStitched	chr9	46390773	46391737	1	965	406.2296	77.8912	23615	0
1_MACS_peak_7797_lociStitched	chr13	69125858	69126636	1	779	369.6278	41.3896	23616	0
1_MACS_peak_30241_lociStitched	chrX	64012459	64013282	1	824	393.394	65.1816	23617	0
1_MACS_peak_10676_lociStitched	chr16	57496188	57497361	1	1174	537.234	209.1459	23618	0
1_MACS_peak_3927_lociStitched	chr10	95610509	95611400	1	892	447.0147	118.9485	23619	0
1_MACS_peak_11748_lociStitched	chr17	40201939	40202934	1	996	470.3365	142.285	23620	0
1_MACS_peak_30171_lociStitched	chrX	50280265	50281197	1	933	433.1004	105.1296	23621	0
1_MACS_peak_8184_lociStitched	chr14	31117611	31118512	1	902	386.7092	58.7452	23622	0
1_MACS_peak_25911_lociStitched	chr7	34361510	34362395	1	886	372.8505	44.958	23623	0
1_MACS_peak_28086_lociStitched	chr8	104418319	104419310	1	992	471.2205	143.3977	23624	0
1_MACS_peak_17098_lociStitched	chr20	31442720	31443755	1	1036	531.0585	203.3775	23625	0
1_MACS_peak_22251_lociStitched	chr5	19255704	19256673	1	970	462.1161	134.5941	23626	0
1_MACS_peak_21833_lociStitched	chr4	153571993	153572937	1	945	448.3056	120.9264	23627	0
1_MACS_peak_8404_lociStitched	chr14	64931233	64932000	1	768	365.7056	38.4267	23628	0
1_MACS_peak_16715_lociStitched	chr2	240859409	240860213	1	805	350.0616	22.8336	23629	0
1_MACS_peak_1249_lociStitched	chr1	95319848	95320623	1	776	373.4725	46.2675	23630	0
1_MACS_peak_22256_lociStitched	chr5	20304782	20305561	1	780	438.1875	111.0075	23631	0
1_MACS_peak_27801_lociStitched	chr8	67624504	67625271	1	768	365.5522	38.5034	23632	0
1_MACS_peak_27441_lociStitched	chr8	26172473	26173581	1	1109	481.8692	154.8984	23633	0
1_MACS_peak_10875_lociStitched	chr16	74503362	74504099	1	738	395.3268	68.541	23634	0
1_MACS_peak_20787_lociStitched	chr4	9555000	9555945	1	946	430.2585	103.572	23635	0
1_MACS_peak_16661_lociStitched	chr2	235860753	235861590	1	838	366.4386	39.7575	23636	0
1_MACS_peak_21795_lociStitched	chr4	148374518	148375502	1	985	448.5072	121.9176	23637	0
1_MACS_peak_19713_lociStitched	chr3	114027176	114028014	1	839	408.7764	82.2078	23638	0
1_MACS_peak_22583_lociStitched	chr5	67436466	67437328	1	863	408.4156	81.89	23639	0
1_MACS_peak_1319_lociStitched	chr1	109584042	109584816	1	775	409.833	83.3598	23640	0
1_MACS_peak_1260_lociStitched	chr1	100231619	100232524	1	906	374.308	47.965	23641	0
1_MACS_peak_10646_lociStitched	chr16	56525001	56525845	1	845	422.7596	96.4692	23642	0
1_MACS_peak_23729_lociStitched	chr6	1311634	1312461	1	828	354.6176	28.3661	23643	0
1_MACS_peak_9000_lociStitched	chr15	33572854	33573682	1	829	399.5928	73.6092	23644	0
1_MACS_peak_28105_lociStitched	chr8	107107407	107108267	1	861	402.222	76.454	23645	0
1_MACS_peak_9408_lociStitched	chr15	64207316	64208244	1	929	461.7728	136.0448	23646	0
1_MACS_peak_8575_lociStitched	chr14	81588278	81589184	1	907	433.974	108.3576	23647	0
1_MACS_peak_29800_lociStitched	chrX	4369794	4370641	1	848	371.4095	45.8227	23648	0
1_MACS_peak_3981_lociStitched	chr10	100028143	100028858	1	716	382.239	56.6995	23649	0
1_MACS_peak_30012_lociStitched	chrX	37946338	37947198	1	861	450.554	125.044	23650	0
1_MACS_peak_917_lociStitched	chr1	57698983	57699835	1	853	408.108	82.644	23651	0
1_MACS_peak_8623_lociStitched	chr14	91075022	91075982	1	961	444.96	119.712	23652	0
1_MACS_peak_11073_lociStitched	chr17	1337262	1338118	1	857	427.3152	102.1208	23653	0
1_MACS_peak_28812_lociStitched	chr9	38437002	38437968	1	967	438.4674	113.4084	23654	0
1_MACS_peak_20788_lociStitched	chr4	9582160	9582970	1	811	434.079	109.188	23655	0
1_MACS_peak_14610_lociStitched	chr2	28748003	28748846	1	844	426.9795	102.4245	23656	0
1_MACS_peak_8995_lociStitched	chr15	33323231	33324190	1	960	555.1651	230.6395	23657	0
1_MACS_peak_21555_lociStitched	chr4	112189447	112190444	1	998	476.0675	151.544	23658	0
1_MACS_peak_29878_lociStitched	chrX	13301247	13302180	1	934	453.3447	128.9406	23659	0
1_MACS_peak_28977_lociStitched	chr9	81435942	81436942	1	1001	472.8	148.4	23660	0
1_MACS_peak_7648_lociStitched	chr13	41706133	41706987	1	855	442.372	118.1082	23661	0
1_MACS_peak_14091_lociStitched	chr19	47839222	47840299	1	1078	536.6691	212.5998	23662	0
1_MACS_peak_28619_lociStitched	chr9	16653636	16654322	1	687	353.0842	29.0864	23663	0
1_MACS_peak_22090_lociStitched	chr4	189868746	189869566	1	821	449.114	125.132	23664	0
1_MACS_peak_26346_lociStitched	chr7	77883769	77884736	1	968	497.6182	173.6732	23665	0
1_MACS_peak_23847_lociStitched	chr6	9717304	9718367	1	1064	502.2675	178.3714	23666	0
1_MACS_peak_30161_lociStitched	chrX	49056734	49057380	1	647	393.737	69.8972	23667	0
1_MACS_peak_13868_lociStitched	chr19	38714696	38715607	1	912	449.9429	126.1735	23668	0
1_MACS_peak_12915_lociStitched	chr18	48347114	48348106	1	993	469.3152	145.6256	23669	0
1_MACS_peak_22861_lociStitched	chr5	100853780	100854699	1	920	415.6637	91.9919	23670	0
1_MACS_peak_25404_lociStitched	chr6	154623403	154624126	1	724	380.8764	57.2616	23671	0
1_MACS_peak_21044_lociStitched	chr4	47012518	47013843	1	1326	606.1875	282.8875	23672	0
1_MACS_peak_26081_lociStitched	chr7	48074917	48075902	1	986	465.905	142.7265	23673	0
1_MACS_peak_6847_lociStitched	chr12	78812226	78813193	1	968	478.4716	155.3002	23674	0
1_MACS_peak_8939_lociStitched	chr15	30864866	30865777	1	912	441.6528	118.5211	23675	0
1_MACS_peak_1120_lociStitched	chr1	83113872	83114785	1	914	429.6578	106.5471	23676	0
1_MACS_peak_21117_lociStitched	chr4	58732939	58733785	1	847	392.0364	68.949	23677	0
1_MACS_peak_28594_lociStitched	chr9	9913352	9914267	1	916	447.3435	124.257	23678	0
1_MACS_peak_7005_lociStitched	chr12	96093622	96094589	1	968	427.1239	104.0492	23679	0
1_MACS_peak_29195_lociStitched	chr9	100594019	100595050	1	1032	531.4805	208.4682	23680	0
1_MACS_peak_6227_lociStitched	chr12	26188871	26189513	1	643	415.1814	92.1912	23681	0
1_MACS_peak_18965_lociStitched	chr3	32822411	32823358	1	948	448.7833	125.8563	23682	0
1_MACS_peak_937_lociStitched	chr1	59462559	59463539	1	981	536.942	214.032	23683	0
1_MACS_peak_10642_lociStitched	chr16	55568662	55569575	1	914	413.2238	90.387	23684	0
1_MACS_peak_17433_lociStitched	chr20	49805907	49806599	1	693	364.4764	41.6584	23685	0
1_MACS_peak_4648_lociStitched	chr11	19433122	19434085	1	964	395.793	73.0917	23686	0
1_MACS_peak_19388_lociStitched	chr3	62926410	62927240	1	831	422.968	100.513	23687	0
1_MACS_peak_10893_lociStitched	chr16	76027907	76028699	1	793	394.1784	71.7552	23688	0
1_MACS_peak_18120_lociStitched	chr22	23134936	23135753	1	818	380.5586	58.2521	23689	0
1_MACS_peak_15806_lociStitched	chr2	146668043	146668818	1	776	378.1225	56.0325	23690	0
1_MACS_peak_15699_lociStitched	chr2	128990616	128991564	1	949	433.236	111.864	23691	0
1_MACS_peak_10_lociStitched	chr1	1051070	1051866	1	797	445.4416	124.0964	23692	0
1_MACS_peak_734_lociStitched	chr1	44011354	44012364	1	1011	481.366	160.186	23693	0
1_MACS_peak_6312_lociStitched	chr12	31839558	31840493	1	936	428.417	107.2445	23694	0
1_MACS_peak_19567_lociStitched	chr3	99400435	99401396	1	962	487.9958	166.8296	23695	0
1_MACS_peak_26213_lociStitched	chr7	71447369	71448040	1	672	345.9676	24.827	23696	0
1_MACS_peak_28910_lociStitched	chr9	71719752	71720687	1	936	428.417	107.338	23697	0
1_MACS_peak_3400_lociStitched	chr10	44090232	44091494	1	1263	505.6834	184.6306	23698	0
1_MACS_peak_29371_lociStitched	chr9	117032508	117033383	1	876	377.2125	56.2625	23699	0
1_MACS_peak_6664_lociStitched	chr12	57702813	57703679	1	867	420.5296	99.6766	23700	0
1_MACS_peak_14475_lociStitched	chr2	20088956	20089773	1	818	442.814	122.0598	23701	0
1_MACS_peak_29970_lociStitched	chrX	23835104	23835934	1	831	437.742	117.113	23702	0
1_MACS_peak_16973_lociStitched	chr20	18708772	18709995	1	1224	483.085	162.5367	23703	0
1_MACS_peak_11787_lociStitched	chr17	41060770	41061675	1	906	464.084	143.6235	23704	0
1_MACS_peak_15204_lociStitched	chr2	80163007	80163869	1	863	431.7758	111.3704	23705	0
1_MACS_peak_17947_lociStitched	chr21	44985056	44985697	1	642	446.3283	126.0206	23706	0
1_MACS_peak_22446_lociStitched	chr5	55156299	55157205	1	907	422.2866	102.1968	23707	0
1_MACS_peak_24087_lociStitched	chr6	27082543	27083418	1	876	391.2125	71.1375	23708	0
1_MACS_peak_21591_lociStitched	chr4	119953906	119954790	1	885	432.3644	112.3564	23709	0
1_MACS_peak_20882_lociStitched	chr4	19063851	19064779	1	929	420.2912	100.3168	23710	0
1_MACS_peak_16166_lociStitched	chr2	188988048	188988962	1	915	414.6818	94.9646	23711	0
1_MACS_peak_23466_lociStitched	chr5	158525947	158526647	1	701	387.59	68.04	23712	0
1_MACS_peak_30380_lociStitched	chrX	94866829	94867667	1	839	386.8208	67.7104	23713	0
1_MACS_peak_24574_lociStitched	chr6	56865871	56866812	1	942	405.6651	86.572	23714	0
1_MACS_peak_7530_lociStitched	chr13	26326873	26327783	1	911	411.047	92.092	23715	0
1_MACS_peak_24990_lociStitched	chr6	112193626	112194325	1	700	369.5613	50.8872	23716	0
1_MACS_peak_17283_lociStitched	chr20	42442822	42443644	1	823	385.6002	66.993	23717	0
1_MACS_peak_8243_lociStitched	chr14	43004253	43005184	1	932	434.8701	116.2819	23718	0
1_MACS_peak_25456_lociStitched	chr6	158691761	158692359	1	599	378.235	59.7402	23719	0
1_MACS_peak_10391_lociStitched	chr16	24299801	24300731	1	931	406.782	88.443	23720	0
1_MACS_peak_6707_lociStitched	chr12	60603090	60603919	1	830	407.2877	88.9517	23721	0
1_MACS_peak_11427_lociStitched	chr17	21171363	21172063	1	701	364.07	45.85	23722	0
1_MACS_peak_3332_lociStitched	chr10	32539106	32539983	1	878	388.8618	70.9493	23723	0
1_MACS_peak_6902_lociStitched	chr12	89674638	89675608	1	971	471.905	154.036	23724	0
1_MACS_peak_6701_lociStitched	chr12	59448336	59449110	1	775	378.873	61.3008	23725	0
1_MACS_peak_12216_lociStitched	chr17	67453383	67454326	1	944	438.3064	120.7983	23726	0
1_MACS_peak_15930_lociStitched	chr2	162848910	162849975	1	1066	498.5265	181.1565	23727	0
1_MACS_peak_8544_lociStitched	chr14	77027767	77028544	1	778	408.3912	91.0644	23728	0
1_MACS_peak_18922_lociStitched	chr3	27391068	27391992	1	925	462.5544	145.2528	23729	0
1_MACS_peak_9934_lociStitched	chr15	98693631	98694469	1	839	390.2566	73.2412	23730	0
1_MACS_peak_24623_lociStitched	chr6	72892056	72893093	1	1038	545.0472	228.0363	23731	0
1_MACS_peak_18674_lociStitched	chr3	954352	955326	1	975	418.1382	101.783	23732	0
1_MACS_peak_30377_lociStitched	chrX	93655518	93656466	1	949	392.2824	75.9348	23733	0
1_MACS_peak_14440_lociStitched	chr2	14282881	14283762	1	882	439.9714	123.8686	23734	0
1_MACS_peak_27775_lociStitched	chr8	63998049	63998798	1	750	364.8379	48.8348	23735	0
1_MACS_peak_30723_lociStitched	chrX	154807468	154808320	1	853	383.0592	67.308	23736	0
1_MACS_peak_15710_lociStitched	chr2	130240309	130241063	1	755	351.2886	35.7396	23737	0
1_MACS_peak_4582_lociStitched	chr11	13882827	13883728	1	902	378.8705	63.5205	23738	0
1_MACS_peak_18581_lociStitched	chr22	46663251	46664140	1	890	428.5869	113.5253	23739	0
1_MACS_peak_7868_lociStitched	chr13	83032167	83033007	1	841	426.468	111.468	23740	0
1_MACS_peak_11192_lociStitched	chr17	6346972	6347707	1	736	374.409	59.4615	23741	0
1_MACS_peak_13630_lociStitched	chr19	16939992	16940968	1	977	433.1488	118.3888	23742	0
1_MACS_peak_22684_lociStitched	chr5	77805894	77806776	1	883	424.7712	110.0736	23743	0
1_MACS_peak_6600_lociStitched	chr12	55891700	55892499	1	800	409.887	95.2408	23744	0
1_MACS_peak_2460_lociStitched	chr1	206541667	206542650	1	984	442.4483	127.8883	23745	0
1_MACS_peak_20039_lociStitched	chr3	143013053	143013864	1	812	384.2518	69.8271	23746	0
1_MACS_peak_14489_lociStitched	chr2	20574613	20575506	1	894	425.6038	111.625	23747	0
1_MACS_peak_28010_lociStitched	chr8	100510804	100511684	1	881	408.584	94.776	23748	0
1_MACS_peak_29338_lociStitched	chr9	114857161	114858116	1	956	447.0355	133.509	23749	0
1_MACS_peak_13074_lociStitched	chr18	66591621	66592539	1	919	399.9726	86.4756	23750	0
1_MACS_peak_26204_lociStitched	chr7	70738522	70739384	1	863	368.2464	55.5128	23751	0
1_MACS_peak_24409_lociStitched	chr6	42821981	42822793	1	813	381.0716	68.3704	23752	0
1_MACS_peak_7581_lociStitched	chr13	32454473	32455299	1	827	362.1184	49.4774	23753	0
1_MACS_peak_15635_lociStitched	chr2	119532089	119532862	1	774	381.7847	69.1835	23754	0
1_MACS_peak_21991_lociStitched	chr4	182939802	182940686	1	885	384.7168	72.3112	23755	0
1_MACS_peak_10637_lociStitched	chr16	55259651	55260569	1	919	447.8922	135.4968	23756	0
1_MACS_peak_24040_lociStitched	chr6	26087494	26088408	1	915	427.3864	115.0726	23757	0
1_MACS_peak_16277_lociStitched	chr2	200715146	200715889	1	744	417.8632	105.6546	23758	0
1_MACS_peak_12118_lociStitched	chr17	61269269	61270112	1	844	405.7359	93.573	23759	0
1_MACS_peak_18725_lociStitched	chr3	8413335	8414216	1	882	399.3573	87.3071	23760	0
1_MACS_peak_30169_lociStitched	chrX	49944699	49945396	1	698	368.3645	56.3873	23761	0
1_MACS_peak_12761_lociStitched	chr18	30726052	30726911	1	860	407.4237	95.5208	23762	0
1_MACS_peak_11561_lociStitched	chr17	32790656	32791438	1	783	418.5264	106.6648	23763	0
1_MACS_peak_27226_lociStitched	chr8	2166243	2167033	1	791	416.172	104.438	23764	0
1_MACS_peak_18140_lociStitched	chr22	23745005	23745718	1	714	420.8839	109.1603	23765	0
1_MACS_peak_21889_lociStitched	chr4	163771999	163773009	1	1011	438.34	126.654	23766	0
1_MACS_peak_5416_lociStitched	chr11	85929677	85930846	1	1170	518.9191	207.4975	23767	0
1_MACS_peak_17681_lociStitched	chr21	24957817	24958791	1	975	467.3252	155.9374	23768	0
1_MACS_peak_30310_lociStitched	chrX	72163171	72163866	1	696	345.971	34.8195	23769	0
1_MACS_peak_1357_lociStitched	chr1	111459329	111460263	1	935	419.5528	108.5308	23770	0
1_MACS_peak_14861_lociStitched	chr2	48371575	48372422	1	848	445.522	134.5036	23771	0
1_MACS_peak_17492_lociStitched	chr20	53096108	53096922	1	815	415.954	105.2502	23772	0
1_MACS_peak_8483_lociStitched	chr14	71420241	71421046	1	806	369.5755	58.926	23773	0
1_MACS_peak_22950_lociStitched	chr5	114969878	114970596	1	719	428.287	117.9674	23774	0
1_MACS_peak_15728_lociStitched	chr2	131913717	131914518	1	802	400.1796	90.1926	23775	0
1_MACS_peak_28617_lociStitched	chr9	16262175	16263080	1	906	386.3445	76.4725	23776	0
1_MACS_peak_14329_lociStitched	chr2	3439198	3440121	1	924	399.8436	89.9925	23777	0
1_MACS_peak_3329_lociStitched	chr10	32097149	32098018	1	870	440.0616	130.2631	23778	0
1_MACS_peak_25175_lociStitched	chr6	133690601	133691364	1	764	358.3048	48.6031	23779	0
1_MACS_peak_9659_lociStitched	chr15	78395590	78396406	1	817	380.7456	71.0736	23780	0
1_MACS_peak_4275_lociStitched	chr10	126043135	126044056	1	922	459.1185	149.4783	23781	0
1_MACS_peak_7316_lociStitched	chr12	121148222	121148908	1	687	363.3056	53.9882	23782	0
1_MACS_peak_22396_lociStitched	chr5	45793721	45794615	1	895	420.3588	111.9288	23783	0
1_MACS_peak_7610_lociStitched	chr13	35229647	35230502	1	856	386.0325	77.7195	23784	0
1_MACS_peak_27770_lociStitched	chr8	62588025	62588900	1	876	472.7625	164.5	23785	0
1_MACS_peak_30166_lociStitched	chrX	49687188	49687959	1	772	416.0316	107.8629	23786	0
1_MACS_peak_8594_lociStitched	chr14	87500424	87501225	1	802	357.4062	49.2615	23787	0
1_MACS_peak_21652_lociStitched	chr4	128055514	128056341	1	828	394.8925	86.9177	23788	0
1_MACS_peak_2967_lociStitched	chr1	247536846	247537550	1	705	378.4	70.4704	23789	0
1_MACS_peak_8228_lociStitched	chr14	36948066	36948902	1	837	354.1296	46.3144	23790	0
1_MACS_peak_9884_lociStitched	chr15	91879902	91880797	1	896	392.01	84.488	23791	0
1_MACS_peak_8064_lociStitched	chr14	20240016	20240817	1	802	361.8918	54.468	23792	0
1_MACS_peak_18721_lociStitched	chr3	7648865	7649766	1	902	409.955	102.5338	23793	0
1_MACS_peak_16388_lociStitched	chr2	207273433	207274247	1	815	409.3606	102.2384	23794	0
1_MACS_peak_9313_lociStitched	chr15	55818533	55819441	1	909	433.2068	126.212	23795	0
1_MACS_peak_28502_lociStitched	chr9	1009029	1009911	1	883	410.13	103.194	23796	0
1_MACS_peak_9384_lociStitched	chr15	62420780	62421771	1	992	466.6619	159.8483	23797	0
1_MACS_peak_22850_lociStitched	chr5	98492996	98493820	1	825	413.3184	106.5432	23798	0
1_MACS_peak_17246_lociStitched	chr20	37615243	37616256	1	1014	494.0401	187.3037	23799	0
1_MACS_peak_8921_lociStitched	chr15	28968610	28969386	1	777	367.3584	60.6832	23800	0
1_MACS_peak_13735_lociStitched	chr19	21751671	21752404	1	734	379.694	73.1534	23801	0
1_MACS_peak_29798_lociStitched	chrX	3799771	3800522	1	752	307.7598	1.3518	23802	0
1_MACS_peak_4581_lociStitched	chr11	13840572	13841509	1	938	431.3011	124.9021	23803	0
1_MACS_peak_25335_lociStitched	chr6	144192903	144193715	1	813	355.25	48.8824	23804	0
1_MACS_peak_30064_lociStitched	chrX	41493155	41494023	1	869	385.3052	79.2484	23805	0
1_MACS_peak_3484_lociStitched	chr10	53992375	53993166	1	792	410.2126	104.3329	23806	0
1_MACS_peak_30235_lociStitched	chrX	62780321	62781197	1	877	359.3352	53.5236	23807	0
1_MACS_peak_5484_lociStitched	chr11	100199500	100200342	1	843	399.0238	93.462	23808	0
1_MACS_peak_27960_lociStitched	chr8	93595454	93596441	1	988	408.618	103.2402	23809	0
1_MACS_peak_4489_lociStitched	chr11	8189987	8190818	1	832	415.3338	110.0244	23810	0
1_MACS_peak_30645_lociStitched	chrX	148712834	148713553	1	720	323.4781	18.1907	23811	0
1_MACS_peak_26301_lociStitched	chr7	75901864	75902731	1	868	432.9798	127.7091	23812	0
1_MACS_peak_18080_lociStitched	chr22	21870822	21871595	1	774	347.077	41.8193	23813	0
1_MACS_peak_29797_lociStitched	chrX	3761011	3761691	1	681	308.38	3.332	23814	0
1_MACS_peak_10825_lociStitched	chr16	70221512	70222391	1	880	339.0303	34.0173	23815	0
1_MACS_peak_25372_lociStitched	chr6	149969154	149970013	1	860	370.5726	65.6276	23816	0
1_MACS_peak_9712_lociStitched	chr15	81640408	81641178	1	771	404.019	99.099	23817	0
1_MACS_peak_8379_lociStitched	chr14	62986086	62986852	1	767	347.6108	42.7428	23818	0
1_MACS_peak_17560_lociStitched	chr20	59348739	59349562	1	824	376.4402	71.7656	23819	0
1_MACS_peak_21685_lociStitched	chr4	132371321	132372017	1	697	349.9488	45.3096	23820	0
1_MACS_peak_30577_lociStitched	chrX	134232154	134232807	1	654	328.5243	23.8998	23821	0
1_MACS_peak_10956_lociStitched	chr16	83932805	83933480	1	676	362.1375	57.5775	23822	0
1_MACS_peak_8474_lociStitched	chr14	71066848	71067456	1	609	349.6	45.0528	23823	0
1_MACS_peak_25313_lociStitched	chr6	141883318	141884073	1	756	381.426	77.614	23824	0
1_MACS_peak_15869_lociStitched	chr2	154728372	154729022	1	651	318.565	14.755	23825	0
1_MACS_peak_25970_lociStitched	chr7	40367491	40368315	1	825	418.3448	114.536	23826	0
1_MACS_peak_19427_lociStitched	chr3	69164456	69165413	1	958	449.8857	146.2296	23827	0
1_MACS_peak_13805_lociStitched	chr19	35064934	35065835	1	902	381.6636	78.387	23828	0
1_MACS_peak_8976_lociStitched	chr15	31780150	31781097	1	948	438.8398	135.6104	23829	0
1_MACS_peak_1440_lociStitched	chr1	118079477	118080356	1	880	376.1241	72.957	23830	0
1_MACS_peak_9830_lociStitched	chr15	90233383	90234401	1	1019	481.8194	178.7608	23831	0
1_MACS_peak_1351_lociStitched	chr1	111314653	111315304	1	652	323.4819	20.4414	23832	0
1_MACS_peak_6146_lociStitched	chr12	14431051	14431895	1	845	359.2064	56.2948	23833	0
1_MACS_peak_18234_lociStitched	chr22	30671621	30672496	1	876	376.1625	73.325	23834	0
1_MACS_peak_8140_lociStitched	chr14	24438846	24439521	1	676	342.225	39.555	23835	0
1_MACS_peak_28637_lociStitched	chr9	19549305	19550152	1	848	385.3003	82.7519	23836	0
1_MACS_peak_3256_lociStitched	chr10	24703344	24704390	1	1047	443.0856	140.5824	23837	0
1_MACS_peak_9962_lociStitched	chr15	100671713	100672344	1	632	363.6453	61.3332	23838	0
1_MACS_peak_3750_lociStitched	chr10	79672002	79672892	1	891	444.911	142.667	23839	0
1_MACS_peak_22241_lociStitched	chr5	17020437	17021304	1	868	421.1886	119.0391	23840	0
1_MACS_peak_8721_lociStitched	chr14	97772289	97773186	1	898	344.3583	42.5178	23841	0
1_MACS_peak_16377_lociStitched	chr2	206546896	206547810	1	915	400.332	98.5292	23842	0
1_MACS_peak_8670_lociStitched	chr14	93307668	93308651	1	984	494.9405	193.4544	23843	0
1_MACS_peak_29438_lociStitched	chr9	124461542	124462336	1	795	382.7874	81.5438	23844	0
1_MACS_peak_17705_lociStitched	chr21	28216816	28217704	1	889	379.7976	78.588	23845	0
1_MACS_peak_12297_lociStitched	chr17	73670902	73671707	1	806	446.453	145.383	23846	0
1_MACS_peak_8163_lociStitched	chr14	24808460	24809313	1	854	423.4292	122.4055	23847	0
1_MACS_peak_25317_lociStitched	chr6	143027028	143027872	1	845	422.5064	121.6204	23848	0
1_MACS_peak_28223_lociStitched	chr8	125739364	125740082	1	719	336.9574	36.1872	23849	0
1_MACS_peak_21705_lociStitched	chr4	139696729	139697523	1	795	393.427	92.7392	23850	0
1_MACS_peak_13139_lociStitched	chr18	75344808	75345683	1	876	388.325	87.675	23851	0
1_MACS_peak_672_lociStitched	chr1	40973779	40974812	1	1034	476.3163	175.7133	23852	0
1_MACS_peak_12515_lociStitched	chr17	80550915	80551773	1	859	408.2364	107.9364	23853	0
1_MACS_peak_9931_lociStitched	chr15	97433025	97433764	1	740	437.0446	136.9367	23854	0
1_MACS_peak_15636_lociStitched	chr2	119613012	119613761	1	750	430.3754	130.326	23855	0
1_MACS_peak_8432_lociStitched	chr14	67269255	67269946	1	692	356.9015	56.8693	23856	0
1_MACS_peak_4248_lociStitched	chr10	123749701	123750603	1	903	381.2754	81.2702	23857	0
1_MACS_peak_20038_lociStitched	chr3	142837784	142838612	1	829	431.1396	131.1552	23858	0
1_MACS_peak_820_lociStitched	chr1	48937190	48937954	1	765	382.2292	82.3592	23859	0
1_MACS_peak_22337_lociStitched	chr5	37679595	37680323	1	729	371.2072	71.344	23860	0
1_MACS_peak_10452_lociStitched	chr16	29350066	29350931	1	866	364.0785	64.4425	23861	0
1_MACS_peak_9357_lociStitched	chr15	59907070	59907953	1	884	384.8114	85.2978	23862	0
1_MACS_peak_16890_lociStitched	chr20	9377924	9379071	1	1148	518.444	218.9623	23863	0
1_MACS_peak_26181_lociStitched	chr7	67383367	67383991	1	625	352.4352	52.9776	23864	0
1_MACS_peak_28155_lociStitched	chr8	119293257	119294190	1	934	478.1625	179.0427	23865	0
1_MACS_peak_6317_lociStitched	chr12	32027640	32028628	1	989	482.5392	183.768	23866	0
1_MACS_peak_25350_lociStitched	chr6	145943244	145943985	1	742	336.3399	38.0133	23867	0
1_MACS_peak_11021_lociStitched	chr16	89159909	89160580	1	672	335.5671	37.4418	23868	0
1_MACS_peak_16247_lociStitched	chr2	197368897	197370358	1	1462	691.053	393.009	23869	0
1_MACS_peak_19932_lociStitched	chr3	132842210	132843055	1	846	377.039	79.43	23870	0
1_MACS_peak_16872_lociStitched	chr20	7473478	7474319	1	842	388.7102	91.1644	23871	0
1_MACS_peak_9077_lociStitched	chr15	40530931	40531675	1	745	359.2776	61.8264	23872	0
1_MACS_peak_15668_lociStitched	chr2	126086835	126087599	1	765	342.9596	45.6108	23873	0
1_MACS_peak_8487_lociStitched	chr14	71865112	71865755	1	644	317.5134	20.2545	23874	0
1_MACS_peak_19400_lociStitched	chr3	65892990	65893889	1	900	401.0439	104.0143	23875	0
1_MACS_peak_29780_lociStitched	chrX	1619476	1620284	1	809	325.5432	28.6032	23876	0
1_MACS_peak_7517_lociStitched	chr13	24553593	24554469	1	877	358.8096	62.0208	23877	0
1_MACS_peak_21579_lociStitched	chr4	116213245	116214267	1	1023	447.9426	151.256	23878	0
1_MACS_peak_30213_lociStitched	chrX	55893117	55894035	1	919	401.2578	104.652	23879	0
1_MACS_peak_30359_lociStitched	chrX	80264546	80265293	1	748	343.3212	46.9116	23880	0
1_MACS_peak_15633_lociStitched	chr2	119292769	119293671	1	903	388.5816	92.1844	23881	0
1_MACS_peak_14822_lociStitched	chr2	46451793	46452555	1	763	394.4874	98.298	23882	0
1_MACS_peak_30093_lociStitched	chrX	46618413	46619227	1	815	335.4494	39.3976	23883	0
1_MACS_peak_11284_lociStitched	chr17	11522104	11522907	1	804	373.8768	77.891	23884	0
1_MACS_peak_904_lociStitched	chr1	55007514	55008488	1	975	393.3012	97.4974	23885	0
1_MACS_peak_9262_lociStitched	chr15	51562570	51563443	1	874	381.7629	85.9905	23886	0
1_MACS_peak_613_lociStitched	chr1	38396748	38397592	1	845	350.3444	54.9444	23887	0
1_MACS_peak_21552_lociStitched	chr4	111408899	111409882	1	984	467.4165	172.025	23888	0
1_MACS_peak_4681_lociStitched	chr11	25702601	25703694	1	1094	519.3936	224.2836	23889	0
1_MACS_peak_22212_lociStitched	chr5	11251998	11252869	1	872	419.7349	124.6401	23890	0
1_MACS_peak_13313_lociStitched	chr19	4759089	4760104	1	1016	474.7155	179.7565	23891	0
