REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
1_MACS_peak_17625_lociStitched	chr21	9962456	9970100	1	7645	21722.7192	3227.2968	566	LOC100132288		LOC100132288	566	1
3_MACS_peak_20249_lociStitched	chr3	169480620	169492562	3	7384	21704.585	3221.9516	567	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	567	1
2_MACS_peak_18614_lociStitched	chr22	48491734	48499293	2	7284	19781.1471	1320.5573	568			MIR3201	568	1
3_MACS_peak_11247_lociStitched	chr17	8053580	8067603	3	8788	21075.1667	2640.5309	569	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	569	1
3_MACS_peak_6003_lociStitched	chr12	7022743	7038568	3	12172	21556.815	3136.515	570	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	570	1
1_MACS_peak_12193_lociStitched	chr17	66229860	66236717	1	6858	19857.872	1439.2843	571		LOC440461,AMZ2,ARSG	AMZ2	571	1
2_MACS_peak_20208_lociStitched	chr3	161486227	161499984	2	8450	21671.4021	3265.9118	572			OTOL1	572	1
5_MACS_peak_16853_lociStitched	chr20	5570523	5592583	5	17716	22419.578	4025.95	573	GPCPD1		GPCPD1	573	1
3_MACS_peak_27047_lociStitched	chr7	142490303	142509385	3	12424	22873.5934	4486.1782	574		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	574	1
4_MACS_peak_13252_lociStitched	chr19	2455091	2480182	4	12640	23778.7407	5394.565	575	GADD45B,LMNB2	TIMM13	GADD45B	575	1
1_MACS_peak_13468_lociStitched	chr19	11198979	11208186	1	9208	20437.6986	2139.7068	576	LDLR		LDLR	576	1
2_MACS_peak_9974_lociStitched	chr15	101737805	101746158	2	8189	19799.9512	1540.2932	577	CHSY1		CHSY1	577	1
3_MACS_peak_23884_lociStitched	chr6	12043987	12062414	3	11688	21817.568	3582.2088	578	HIVEP1		HIVEP1	578	1
2_MACS_peak_16285_lociStitched	chr2	201310114	201322899	2	12705	20490.5195	2305.1355	579	SPATS2L		KCTD18	579	1
2_MACS_peak_8268_lociStitched	chr14	50465328	50476544	2	8904	19556.2176	1375.0816	580	C14orf182		C14orf182	580	1
1_MACS_peak_3019_lociStitched	chr10	3822948	3829504	1	6557	19478.5316	1298.7436	581	KLF6		KLF6	581	1
3_MACS_peak_27466_lociStitched	chr8	27934247	27951519	3	13684	21888.8056	3801.5672	582	ELP3,C8orf80		C8orf80	582	1
4_MACS_peak_25199_lociStitched	chr6	135322915	135344117	4	13161	22062.8012	3979.6154	583	HBS1L	MIR3662,HBS1L	MIR3662	583	1
3_MACS_peak_20789_lociStitched	chr4	9599114	9611112	3	9906	20427.7948	2346.8088	584		MIR548I2	MIR548I2	584	1
2_MACS_peak_11891_lociStitched	chr17	46123932	46134937	2	8928	20412.074	2372.678	585	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	585	1
2_MACS_peak_5747_lociStitched	chr11	122929363	122942619	2	10124	20892.7816	2872.5752	586	HSPA8	LOC341056	HSPA8	586	1
4_MACS_peak_22449_lociStitched	chr5	55272577	55292052	4	13344	21845.1075	3826.8375	587	IL6ST		IL6ST	587	1
1_MACS_peak_17281_lociStitched	chr20	42307796	42312608	1	4813	19213.3536	1215.9924	588	MYBL2	GTSF1L	MYBL2	588	1
3_MACS_peak_18727_lociStitched	chr3	8696128	8708982	3	12411	20450.714	2476.9658	589		C3orf32	C3orf32	589	1
2_MACS_peak_26949_lociStitched	chr7	134842108	134857467	2	9628	21573.2514	3613.9727	590	TMEM140,C7orf49	WDR91	C7orf49	590	1
2_MACS_peak_22781_lociStitched	chr5	88633941	88650892	2	10996	21075.1783	3157.9713	591			MEF2C	591	1
2_MACS_peak_13612_lociStitched	chr19	16475316	16484957	2	9518	19704.2758	1790.3337	592	EPS15L1	KLF2	KLF2	592	1
2_MACS_peak_7058_lociStitched	chr12	102129407	102140596	2	9552	19961.176	2064.3705	593	SYCP3,GNPTAB	CHPT1	SYCP3	593	1
3_MACS_peak_11161_lociStitched	chr17	4842242	4854738	3	9646	20149.8	2260.5264	594	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	594	1
4_MACS_peak_24506_lociStitched	chr6	52157212	52173557	4	13290	21375.991	3488.023	595		IL17F,MCM3	MCM3	595	1
2_MACS_peak_14834_lociStitched	chr2	46788258	46804552	2	15298	21307.6638	3431.5164	596	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	596	1
2_MACS_peak_11683_lociStitched	chr17	37924932	37938996	2	14031	20887.8528	3019.5408	597	IKZF3	GRB7,C17orf37	GRB7	597	1
1_MACS_peak_18420_lociStitched	chr22	39377013	39386575	1	9563	19708.2382	1850.247	598	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	598	1
1_MACS_peak_23647_lociStitched	chr5	176851953	176860435	1	8483	20040.4214	2195.9898	599	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	599	1
1_MACS_peak_12412_lociStitched	chr17	76884172	76889331	1	5160	19426.7304	1585.3607	600	TIMP2	USP36	TIMP2	600	1
1_MACS_peak_1493_lociStitched	chr1	143741720	143746325	1	4606	19564.803	1724.5725	601	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	601	1
1_MACS_peak_3541_lociStitched	chr10	63656318	63665620	1	9303	19876.5136	2042.7192	602	ARID5B		ARID5B	602	1
2_MACS_peak_23809_lociStitched	chr6	6798491	6812696	2	10921	20443.836	2630.766	603			LY86-AS1	603	1
1_MACS_peak_27280_lociStitched	chr8	10821079	10827539	1	6461	19182.97	1394.714	604	XKR6		MIR598	604	1
4_MACS_peak_11907_lociStitched	chr17	46578345	46596352	4	17435	21226.6516	3446.5398	605		HOXB1,HOXB2	HOXB1	605	1
1_MACS_peak_19748_lociStitched	chr3	119354448	119362866	1	8419	19890.8922	2113.7598	606	POPDC2	PLA1A,COX17	POPDC2	606	1
1_MACS_peak_19890_lociStitched	chr3	128994548	129003826	1	9279	19719.4612	1947.4522	607	COPG,C3orf37	C3orf47,H1FX	C3orf37	607	1
5_MACS_peak_317_lociStitched	chr1	23927844	23954708	5	14593	22939.1696	5171.32	608	MDS2	ID3	MDS2	608	1
2_MACS_peak_26093_lociStitched	chr7	50342892	50357960	2	13569	20619.0512	2852.3724	609	IKZF1		IKZF1	609	1
3_MACS_peak_26967_lociStitched	chr7	137424420	137440896	3	14465	21328.182	3576.9396	610	DGKI		DGKI	610	1
3_MACS_peak_5641_lociStitched	chr11	115789835	115811515	3	13312	21335.288	3601.048	611			LOC283143	611	1
2_MACS_peak_6425_lociStitched	chr12	46908678	46920190	2	11290	20112.6152	2400.252	612			SLC38A2	612	1
2_MACS_peak_7086_lociStitched	chr12	104318387	104325921	2	7039	19737.5732	2037.1936	613	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	613	1
1_MACS_peak_17282_lociStitched	chr20	42377819	42382909	1	5091	19065.613	1365.647	614		GTSF1L	GTSF1L	614	1
1_MACS_peak_17362_lociStitched	chr20	45978902	45987421	1	8520	19632.0355	1950.851	615	ZMYND8	LOC100131496	ZMYND8	615	1
2_MACS_peak_16956_lociStitched	chr20	17825947	17840662	2	12001	20497.995	2820.8655	616			SNORD17	616	1
1_MACS_peak_2358_lociStitched	chr1	202127268	202130915	1	3648	18833.8374	1215.5451	617	PTPN7	GPR37L1,PTPRVP,LGR6,ARL8A	PTPN7	617	1
4_MACS_peak_23288_lociStitched	chr5	142952593	142975085	4	12151	21994.9268	4376.9432	618			NR3C1	618	1
1_MACS_peak_14657_lociStitched	chr2	33716487	33725339	1	8853	19604.5244	2020.9116	619	RASGRP3	RASGRP3	RASGRP3	619	1
2_MACS_peak_3922_lociStitched	chr10	94868692	94886554	2	14891	20864.6022	3281.2494	620		CYP26C1,CYP26A1	CYP26A1	620	1
1_MACS_peak_17530_lociStitched	chr20	56252679	56259120	1	6442	19219.2999	1640.5227	621	PMEPA1		PMEPA1	621	1
3_MACS_peak_1743_lociStitched	chr1	154942160	154957866	3	10180	22808.2532	5236.3804	622	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	622	1
7_MACS_peak_19026_lociStitched	chr3	39296038	39332517	7	17411	23379.3911	5811.1047	623	CX3CR1	CCR8	CX3CR1	623	1
2_MACS_peak_6251_lociStitched	chr12	27329604	27346279	2	12732	21237.28	3691.845	624			STK38L	624	1
4_MACS_peak_24264_lociStitched	chr6	33536562	33558868	4	10715	21088.0924	3548.8846	625	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	625	1
2_MACS_peak_11419_lociStitched	chr17	20936006	20947965	2	8320	19709.6279	2170.5585	626	USP22		USP22	626	1
2_MACS_peak_1897_lociStitched	chr1	161028865	161042775	2	8899	21315.684	3782.129	627	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	627	1
3_MACS_peak_19598_lociStitched	chr3	101495313	101513648	3	11151	21470.285	3942.025	628	FAM55C	NFKBIZ	FAM55C	628	1
2_MACS_peak_58_lociStitched	chr1	2476810	2489276	2	7699	19448.2066	1927.2436	629	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	629	1
3_MACS_peak_5863_lociStitched	chr11	130631210	130650751	3	18032	20473.1057	2954.5992	630			SNX19	630	1
1_MACS_peak_21294_lociStitched	chr4	82389587	82395553	1	5967	19042.8754	1529.0858	631	RASGEF1B		RASGEF1B	631	1
3_MACS_peak_17656_lociStitched	chr21	19151733	19167952	3	13959	20724.6382	3219.4715	632	C21orf91		C21orf91	632	1
1_MACS_peak_14080_lociStitched	chr19	47613643	47617899	1	4257	18625.9584	1124.8608	633	ZC3H4	SAE1	ZC3H4	633	1
1_MACS_peak_29519_lociStitched	chr9	129765395	129773681	1	8287	19351.953	1864.35	634	RALGPS1		RALGPS1	634	1
3_MACS_peak_15014_lociStitched	chr2	64862576	64873040	3	9423	19997.7504	2539.6128	635	SERTAD2	LOC339807	SERTAD2	635	1
2_MACS_peak_13610_lociStitched	chr19	16432714	16442664	2	9908	19270.165	1812.89	636	KLF2		KLF2	636	1
1_MACS_peak_28797_lociStitched	chr9	37526870	37533096	1	6227	19191.0224	1738.2992	637	FBXO10	POLR1E	POLR1E	637	1
3_MACS_peak_22478_lociStitched	chr5	55953208	55969818	3	12800	20325.657	2883.496	638			MAP3K1	638	1
4_MACS_peak_21189_lociStitched	chr4	74454092	74475162	4	10855	20701.275	3265.85	639	RASSF6		RASSF6	639	1
5_MACS_peak_6644_lociStitched	chr12	57093589	57120054	5	13639	21989.7685	4557.273	640	NACA	HSD17B6,PTGES3,PRIM1	NACA	640	1
2_MACS_peak_30428_lociStitched	chrX	106915581	106929178	2	9505	19101.0656	1671.0713	641		PRPS1,TSC22D3	TSC22D3	641	1
1_MACS_peak_27591_lociStitched	chr8	38237312	38245273	1	7962	19244.9214	1832.6222	642	LETM2,WHSC1L1		WHSC1L1	642	1
4_MACS_peak_15534_lociStitched	chr2	111804712	111821580	4	12081	20194.3696	2786.5936	643	ACOXL		BCL2L11	643	1
4_MACS_peak_3416_lociStitched	chr10	45453978	45475798	4	15163	21193.766	3796.68	644	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	C10orf10	644	1
2_MACS_peak_1818_lociStitched	chr1	156709100	156722726	2	9932	20951.3376	3590.451	645	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	645	1
5_MACS_peak_30677_lociStitched	chrX	153232642	153252636	5	11654	19638.1068	2301.3094	646	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	646	1
3_MACS_peak_24955_lociStitched	chr6	109186395	109207520	3	14591	21194.7125	3861.65	647	ARMC2		ARMC2	647	1
1_MACS_peak_9600_lociStitched	chr15	75298904	75306119	1	7216	18833.3145	1522.365	648	SCAMP5	PPCDC,RPP25	PPCDC	648	1
3_MACS_peak_15003_lociStitched	chr2	64486382	64511943	3	15245	21777.972	4485.9555	649			LOC150992	649	1
1_MACS_peak_28554_lociStitched	chr9	5625625	5630895	1	5271	18588.344	1321.189	650	KIAA1432	KIAA1432	KIAA1432	650	1
1_MACS_peak_2872_lociStitched	chr1	235242085	235248832	1	6748	19521.0951	2278.4619	651		SNORA14B,TOMM20	SNORA14B	651	1
1_MACS_peak_1884_lociStitched	chr1	160675845	160685184	1	9340	20565.4119	3334.023	652	CD48	SLAMF7	CD48	652	1
2_MACS_peak_21466_lociStitched	chr4	103532535	103543534	2	10855	19491.3279	2294.3914	653	NFKB1		NFKB1	653	1
5_MACS_peak_10466_lociStitched	chr16	29815567	29833494	5	11521	20277.2297	3090.6148	654	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	654	1
3_MACS_peak_1902_lociStitched	chr1	161122799	161137586	3	7481	20967.966	3819.4821	655	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	655	1
3_MACS_peak_29840_lociStitched	chrX	10074365	10091315	3	12537	19214.52	2088.24	656	WWC3	CLCN4	CLCN4	656	1
3_MACS_peak_12493_lociStitched	chr17	80249597	80259730	3	7046	18913.2445	1795.5676	657		CSNK1D,CD7,SECTM1	CD7	657	1
2_MACS_peak_14132_lociStitched	chr19	49369159	49380551	2	6912	19041.728	1925.248	658	PPP1R15A,PLEKHA4	NUCB1,HSD17B14,TULP2	PPP1R15A	658	1
5_MACS_peak_5027_lociStitched	chr11	63992690	64015220	5	11700	20705.07	3602.547	659	NUDT22,DNAJC4,VEGFB,FKBP2,TRPT1,PPP1R14B	STIP1,FERMT3,PLCB3,GPR137,KCNK4,BAD	VEGFB	659	1
4_MACS_peak_26916_lociStitched	chr7	130902232	130917839	4	14230	20760.4314	3681.6913	660	MKLN1		MKLN1	660	1
4_MACS_peak_27220_lociStitched	chr8	2098068	2115830	4	12779	20023.1026	2968.0302	661			MYOM2	661	1
6_MACS_peak_25061_lociStitched	chr6	119762112	119789384	6	17084	22093.0472	5056.2288	662			MAN1A1	662	1
3_MACS_peak_26034_lociStitched	chr7	45024952	45042757	3	12523	20292.3585	3258.315	663	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	663	1
1_MACS_peak_26433_lociStitched	chr7	92436960	92445916	1	8957	19164.0488	2148.5444	664	CDK6		CDK6	664	1
2_MACS_peak_2907_lociStitched	chr1	240074156	240082599	2	7273	19113.2634	2100.6184	665			RPS7P5	665	1
1_MACS_peak_22662_lociStitched	chr5	75696126	75702451	1	6326	18570.2	1559.1125	666	IQGAP2		IQGAP2	666	1
2_MACS_peak_29071_lociStitched	chr9	93730836	93742360	2	8616	19405.2636	2394.6872	667			LOC100129316	667	1
2_MACS_peak_4047_lociStitched	chr10	104152923	104160238	2	6243	18445.504	1441.7865	668	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	668	1
2_MACS_peak_21269_lociStitched	chr4	78735745	78749513	2	10388	19461.068	2461.7184	669	CNOT6L	MRPL1	CNOT6L	669	1
1_MACS_peak_26640_lociStitched	chr7	105982630	105991676	1	9047	19500.4622	2512.9788	670			NAMPT	670	1
2_MACS_peak_3858_lociStitched	chr10	90143547	90152770	2	8267	19205.0529	2241.189	671	RNLS		RNLS	671	1
3_MACS_peak_2259_lociStitched	chr1	192538204	192551705	3	13042	21115.564	4171.809	672	RGS1		RGS1	672	1
2_MACS_peak_2198_lociStitched	chr1	184710839	184725750	2	11079	21210.8975	4270.5104	673	EDEM3		EDEM3	673	1
1_MACS_peak_23617_lociStitched	chr5	175075582	175086444	1	10863	19262.6708	2327.7266	674	HRH2	HRH2	HRH2	674	1
1_MACS_peak_21155_lociStitched	chr4	69434800	69444103	1	9304	18904.6263	2011.3086	675		UGT2B15,UGT2B17	UGT2B17	675	1
5_MACS_peak_19144_lociStitched	chr3	46389747	46411609	5	14054	21153.6712	4274.021	676	CCR2	CCR5,CCRL2	CCR2	676	1
1_MACS_peak_26076_lociStitched	chr7	47707549	47713278	1	5730	18165.5132	1325.6906	677		C7orf65	C7orf65	677	1
1_MACS_peak_26865_lociStitched	chr7	128144656	128150063	1	5408	18823.3891	2000.59	678		C7orf68,METTL2B	METTL2B	678	1
3_MACS_peak_3606_lociStitched	chr10	70974093	70989929	3	11286	19528.9552	2707.956	679	HKDC1	SUPV3L1,HK1	HKDC1	679	1
1_MACS_peak_456_lociStitched	chr1	28570182	28577672	1	7491	18751.964	1952.643	680		ATPIF1,SESN2,PTAFR,DNAJC8	ATPIF1	680	1
2_MACS_peak_19906_lociStitched	chr3	129890263	129900525	2	9474	18994.962	2213.5134	681		COL6A4P2	COL6A4P2	681	1
2_MACS_peak_13015_lociStitched	chr18	56750941	56762637	2	7818	19526.472	2761.4256	682		LOC390858,SEC11C	SEC11C	682	1
2_MACS_peak_13043_lociStitched	chr18	60798302	60811282	2	8450	19623.164	2875.07	683	BCL2		BCL2	683	1
2_MACS_peak_11121_lociStitched	chr17	3459477	3466959	2	5257	18063.7926	1323.5658	684	TRPV3	TRPV1	TRPV3	684	1
2_MACS_peak_26605_lociStitched	chr7	104616924	104626166	2	7860	18542.2246	1834.537	685		MLL5,LOC723809,LOC100216545	LOC100216545	685	1
3_MACS_peak_22754_lociStitched	chr5	86408068	86420273	3	10886	19033.6975	2372.652	686	MIR4280		MIR4280	686	1
5_MACS_peak_9976_lociStitched	chr15	101782291	101807905	5	12395	21072.6378	4415.8536	687	CHSY1	SELS,SNRPA1	CHSY1	687	1
2_MACS_peak_10834_lociStitched	chr16	70460630	70474206	2	10073	19033.552	2404.3096	688	ST3GAL2	FUK	ST3GAL2	688	1
2_MACS_peak_12152_lociStitched	chr17	62979686	62986719	2	6740	18446.8557	1891.1737	689		AMZ2P1	AMZ2P1	689	1
2_MACS_peak_5686_lociStitched	chr11	118738419	118744666	2	6127	17980.1154	1426.1901	690		CXCR5,BCL9L	CXCR5	690	1
2_MACS_peak_28893_lociStitched	chr9	71251169	71269691	2	13121	19842.6186	3293.2116	691			PIP5K1B	691	1
1_MACS_peak_17372_lociStitched	chr20	46385977	46393031	1	7055	18145.7096	1609.7228	692	SULF2		SULF2	692	1
1_MACS_peak_1864_lociStitched	chr1	159890047	159896375	1	6329	18306.2712	1774.3712	693	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	693	1
1_MACS_peak_30144_lociStitched	chrX	48767973	48778948	1	10976	18236.06	1715.3925	694	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	694	1
3_MACS_peak_5585_lociStitched	chr11	111306542	111321511	3	8390	19286.0596	2775.2526	695			POU2AF1	695	1
3_MACS_peak_18427_lociStitched	chr22	39459075	39474396	3	11558	19269.2217	2763.9084	696	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	696	1
3_MACS_peak_23567_lociStitched	chr5	171601081	171616174	3	11178	19551.4722	3057.8418	697	STK10	EFCAB9	STK10	697	1
5_MACS_peak_8659_lociStitched	chr14	93033991	93054254	5	11708	18727.0646	2255.2719	698	RIN3		RIN3	698	1
3_MACS_peak_18096_lociStitched	chr22	22511006	22523834	3	7314	18805.848	2342.3928	699			VPREB1	699	1
1_MACS_peak_25924_lociStitched	chr7	35763256	35771926	1	8671	18240.813	1789.488	700		HERPUD2	HERPUD2	700	1
3_MACS_peak_362_lociStitched	chr1	25346530	25364366	3	11253	19095.2216	2671.8328	701			RUNX3	701	1
3_MACS_peak_25481_lociStitched	chr6	160389178	160405325	3	11700	18399.5065	1976.3928	702	IGF2R		IGF2R	702	1
4_MACS_peak_22136_lociStitched	chr5	1335224	1346326	4	10855	18505.9238	2090.5066	703	CLPTM1L	TERT	CLPTM1L	703	1
2_MACS_peak_18512_lociStitched	chr22	42140898	42152010	2	10473	18911.5128	2511.312	704	MEI1	CCDC134	CCDC134	704	1
3_MACS_peak_9580_lociStitched	chr15	74831605	74846126	3	10634	19339.0678	2941.9546	705	ARID3B		ARID3B	705	1
6_MACS_peak_6452_lociStitched	chr12	48276203	48299234	6	16169	20458.4373	4062.6684	706	VDR		VDR	706	1
3_MACS_peak_11408_lociStitched	chr17	20204601	20225193	3	12799	19337.9472	2965.248	707	SPECC1,CCDC144C		CCDC144C	707	1
4_MACS_peak_1086_lociStitched	chr1	75595723	75610670	4	13772	18719.6228	2348.1737	708	LHX8		LHX8	708	1
2_MACS_peak_5004_lociStitched	chr11	62598343	62610653	2	6912	19106.351	2735.282	709	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	709	1
1_MACS_peak_13944_lociStitched	chr19	41767928	41772629	1	4702	17637.2118	1273.0308	710	HNRNPUL1	AXL,CCDC97	HNRNPUL1	710	1
2_MACS_peak_17758_lociStitched	chr21	34443115	34453945	2	8816	18898.35	2538.552	711	OLIG1	OLIG2	OLIG1	711	1
4_MACS_peak_18792_lociStitched	chr3	13455346	13470936	4	10157	19030.713	2722.014	712	NUP210		NUP210	712	1
3_MACS_peak_9504_lociStitched	chr15	70042243	70056927	3	14133	19165.5568	2858.9748	713			C15orf50	713	1
1_MACS_peak_28341_lociStitched	chr8	134243858	134249150	1	5293	17900.19	1621.998	714		WISP1	WISP1	714	1
2_MACS_peak_22922_lociStitched	chr5	112256520	112267702	2	8692	18510.6828	2245.3456	715	REEP5	DCP2	REEP5	715	1
3_MACS_peak_28253_lociStitched	chr8	126647904	126661698	3	11004	19210.9038	2946.3984	716			TRIB1	716	1
2_MACS_peak_10861_lociStitched	chr16	71875996	71889422	2	9964	18761.4924	2524.088	717	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	717	1
2_MACS_peak_5375_lociStitched	chr11	82703734	82720043	2	10588	19014.6631	2826.3497	718	RAB30	SNORA70E	SNORA70E	718	1
3_MACS_peak_1531_lociStitched	chr1	145500888	145517347	3	7970	20605.0221	4422.5333	719	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	719	1
3_MACS_peak_24197_lociStitched	chr6	31618941	31634839	3	7756	19190.4758	3011.0812	720	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	720	1
1_MACS_peak_18556_lociStitched	chr22	44419082	44424029	1	4948	17209.6236	1031.9442	721	PARVB		PARVB	721	1
3_MACS_peak_22968_lociStitched	chr5	118657831	118678922	3	13929	20129.2504	3965.108	722	TNFAIP8	TNFAIP8	TNFAIP8	722	1
2_MACS_peak_17881_lociStitched	chr21	41383769	41392246	2	7830	18795.2044	2640.5855	723	DSCAM		PCP4	723	1
2_MACS_peak_4433_lociStitched	chr11	3525384	3536685	2	10274	18228.513	2074.8636	724			TRPC2	724	1
4_MACS_peak_24208_lociStitched	chr6	31783160	31805357	4	13711	20234.7852	4099.7859	725	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	725	1
2_MACS_peak_6630_lociStitched	chr12	56726299	56734359	2	7891	17989.114	1869.114	726	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	726	1
3_MACS_peak_26802_lociStitched	chr7	122822637	122839633	3	11243	20294.9236	4192.9132	727	SLC13A1		SLC13A1	727	1
4_MACS_peak_13898_lociStitched	chr19	39920764	39939989	4	12481	19869.0375	3768.1	728	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,DLL3,PAF1	RPS16	728	1
3_MACS_peak_12387_lociStitched	chr17	76163496	76184096	3	11304	19862.52	3763.62	729	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	729	1
2_MACS_peak_2123_lociStitched	chr1	179846210	179853530	2	4526	18881.208	2789.652	730	TOR1AIP1,TOR1AIP2		TOR1AIP1	730	1
5_MACS_peak_5322_lociStitched	chr11	77146641	77171469	5	15608	20577.4464	4486.4196	731	PAK1		PAK1	731	1
2_MACS_peak_30430_lociStitched	chrX	106952988	106962978	2	8995	17478.504	1388.61	732	TSC22D3		TSC22D3	732	1
2_MACS_peak_18763_lociStitched	chr3	10429928	10442450	2	12332	18228.2754	2143.7664	733	ATP2B2,MIR885		MIR885	733	1
1_MACS_peak_12294_lociStitched	chr17	73637285	73643923	1	6639	17480.5092	1396.6352	734	LOC643008,LOC100130933,RECQL5	SAP30BP,RECQL5	LOC100130933	734	1
2_MACS_peak_29482_lociStitched	chr9	127622789	127636043	2	8815	18726.5766	2645.4984	735	ARPC5L,RPL35	WDR38	ARPC5L	735	1
1_MACS_peak_20155_lociStitched	chr3	156845656	156855818	1	10163	19186.8722	3108.5558	736		LOC100498859,LOC339894,CCNL1	LOC339894	736	1
3_MACS_peak_3665_lociStitched	chr10	74045146	74059447	3	8305	18130.8078	2065.0644	737		DDIT4	DDIT4	737	1
2_MACS_peak_5946_lociStitched	chr12	4249315	4264004	2	14587	18762.2597	2702.776	738			CCND2	738	1
2_MACS_peak_10859_lociStitched	chr16	71841382	71853132	2	6863	17990.425	1950.5	739	AP1G1	ATXN1L,SNORD71	AP1G1	739	1
5_MACS_peak_10685_lociStitched	chr16	57824449	57851394	5	12088	20098.2755	4060.6115	740	KIFC3		KIFC3	740	1
2_MACS_peak_17764_lociStitched	chr21	34600926	34613451	2	10132	19164.5025	3131.25	741	IFNAR2	IL10RB	IFNAR2	741	1
1_MACS_peak_27489_lociStitched	chr8	29204157	29210522	1	6366	17244.6945	1213.169	742	DUSP4		DUSP4	742	1
3_MACS_peak_9295_lociStitched	chr15	52959367	52977340	3	11011	19434.2049	3407.6808	743	KIAA1370		KIAA1370	743	1
1_MACS_peak_26985_lociStitched	chr7	139024213	139027796	1	3584	17549.534	1569.7123	744	C7orf55	LUC7L2	C7orf55	744	1
4_MACS_peak_19883_lociStitched	chr3	128900498	128916502	4	9158	18382.1944	2413.4032	745	CNBP	ISY1	CNBP	745	1
1_MACS_peak_19852_lociStitched	chr3	126627361	126636891	1	9531	17913.541	1954.603	746	CHCHD6		PLXNA1	746	1
2_MACS_peak_29415_lociStitched	chr9	123340732	123350527	2	9716	18176.5815	2224.4445	747	CDK5RAP2		CDK5RAP2	747	1
2_MACS_peak_6419_lociStitched	chr12	46776179	46785761	2	9291	17920.2564	1971.9756	748		SLC38A2	SLC38A2	748	1
2_MACS_peak_11970_lociStitched	chr17	48942108	48951068	2	5760	17224.704	1283.072	749		WFIKKN2,TOB1	TOB1	749	1
5_MACS_peak_5054_lociStitched	chr11	64839001	64864869	5	11284	20407.2652	4475.164	750	ZFPL1,C11orf2,CDCA5	SNX15,SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	750	1
3_MACS_peak_5339_lociStitched	chr11	78127111	78141349	3	12148	18616.185	2685.2868	751	GAB2		GAB2	751	1
