REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
5_MACS_peak_16063_lociStitched	chr17	77784196	77796893	5	12070	16175.978	1033.5358	517		CBX2,CBX8,CBX4	CBX8	517	1
2_MACS_peak_36391_lociStitched	chr9	140122509	140131045	2	8383	15674.6568	577.0336	518	LOC643596,SLC34A3	SSNA1,NDOR1,C9orf169,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	518	1
7_MACS_peak_15452_lociStitched	chr17	74522319	74536914	7	13823	16266.1275	1185.114	519	PRCD,CYGB	SNORD1C,SNORD1B,SNORD1A,RHBDF2,ST6GALNAC2	CYGB	519	1
6_MACS_peak_5218_lociStitched	chr1	228192553	228205650	6	12270	16482.5745	1415.7857	520	WNT3A		WNT3A	520	1
4_MACS_peak_22210_lociStitched	chr2	220493011	220506638	4	13446	16128.9172	1065.6314	521	SLC4A3	STK11IP	SLC4A3	521	1
6_MACS_peak_6855_lociStitched	chr11	1917916	1932710	6	13723	16453.8868	1392.1154	522		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	522	1
4_MACS_peak_30579_lociStitched	chr6	41603917	41617209	4	12799	16168.3888	1107.2236	523	MDFI		MDFI	523	1
3_MACS_peak_36345_lociStitched	chr9	139874477	139885693	3	11152	15933.4496	953.36	524	PTGDS,LCNL1	C8G,LCN12,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	LCNL1	524	1
6_MACS_peak_14756_lociStitched	chr17	48634369	48647844	6	12126	16152.4825	1216.7925	525	CACNA1G	MYCBPAP,EPN3,SPATA20	CACNA1G	525	1
12_MACS_peak_12823_lociStitched	chr17	12	16827	12	14899	16453.4775	1523.439	526	DOC2B		DOC2B	526	1
2_MACS_peak_27709_lociStitched	chr3	50192839	50204687	2	11604	15967.5496	1054.472	527	SEMA3F	GNAT1,SLC38A3	SEMA3F	527	1
4_MACS_peak_11447_lociStitched	chr16	3056873	3068866	4	11512	15917.1096	1020.6043	528	CLDN9,CLDN6	KREMEN2,PAQR4,LOC283875,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	528	1
9_MACS_peak_17321_lociStitched	chr19	5259973	5274228	9	12897	16364.74	1476.818	529	PTPRS		PTPRS	529	1
15_MACS_peak_23342_lociStitched	chr20	57193881	57210724	15	14700	16234.9677	1371.0202	530	LOC149773	STX16	STX16	530	1
5_MACS_peak_24945_lociStitched	chr22	18760779	18775462	5	14048	17133.5927	2296.4212	531	GGT3P		GGT3P	531	1
6_MACS_peak_27824_lociStitched	chr3	50566166	50579654	6	13256	16049.3712	1216.6176	532		HEMK1,CACNA2D2,C3orf18	CACNA2D2	532	1
3_MACS_peak_16535_lociStitched	chr18	44541972	44557378	3	15271	21605.3744	6784.8024	533	KATNAL2,TCEB3CL,TCEB3C	PIAS2,TCEB3B	TCEB3CL	533	1
6_MACS_peak_14651_lociStitched	chr17	47555277	47569433	6	13662	16228.4384	1414.1844	534		NGFR	NGFR	534	1
2_MACS_peak_17828_lociStitched	chr19	7950056	7962148	2	11841	16422.1452	1614.282	535	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	535	1
3_MACS_peak_36342_lociStitched	chr9	139862395	139872800	3	10329	15542.989	736.674	536	PTGDS	C8G,LCN12,LCNL1,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2	PTGDS	536	1
9_MACS_peak_12971_lociStitched	chr17	765269	781620	9	15428	16377.1616	1582.7768	537	NXN		GLOD4	537	1
4_MACS_peak_21441_lociStitched	chr19	55873151	55885975	4	12280	15809.4272	1031.0496	538	FAM71E2,IL11	SUV420H2,TMEM190,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	538	1
5_MACS_peak_24143_lociStitched	chr20	62711517	62724439	5	12337	16024.5722	1248.2652	539	OPRL1,C20orf201	NCRNA00176,TCEA2,SOX18,RGS19,NPBWR2	C20orf201	539	1
8_MACS_peak_17672_lociStitched	chr19	7018460	7033671	8	14300	17551.9729	2786.6552	540	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	540	1
4_MACS_peak_33471_lociStitched	chr8	142396135	142410410	4	13492	15892.3575	1187.68	541		LOC731779,PTP4A3,GPR20	GPR20	541	1
3_MACS_peak_13933_lociStitched	chr17	26831266	26843434	3	11468	15952.248	1266.6888	542		SLC13A2,FOXN1,UNC119	FOXN1	542	1
7_MACS_peak_30481_lociStitched	chr6	34041257	34057235	7	14554	16067.4768	1386.8904	543	GRM4		GRM4	543	1
6_MACS_peak_29150_lociStitched	chr4	8611448	8624516	6	12174	15465.978	806.2956	544	CPZ	GPR78	CPZ	544	1
4_MACS_peak_440_lociStitched	chr1	2789726	2803168	4	12921	15487.8724	854.9112	545			ACTRT2	545	1
5_MACS_peak_156_lociStitched	chr1	1867877	1880372	5	11946	15779.9355	1167.033	546		CALML6,GNB1,TMEM52	TMEM52	546	1
2_MACS_peak_24267_lociStitched	chr21	38071827	38082449	2	10532	15673.8232	1061.1378	547	SIM2		SIM2	547	1
7_MACS_peak_19278_lociStitched	chr19	33699190	33713198	7	13353	15873.8656	1291.5376	548	LRP3,SLC7A10		SLC7A10	548	1
3_MACS_peak_16390_lociStitched	chr17	79914011	79925732	3	10949	15569.0043	988.0803	549	NOTUM	LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	549	1
5_MACS_peak_3392_lociStitched	chr1	22664730	22679173	5	13409	15780.4218	1207.4348	550			ZBTB40	550	1
1_MACS_peak_27482_lociStitched	chr3	13668880	13681255	1	12376	15629.625	1056.825	551	FBLN2	LOC285375	LOC285375	551	1
7_MACS_peak_2847_lociStitched	chr1	18954228	18968161	7	13177	15519.9687	966.9502	552	PAX7		PAX7	552	1
4_MACS_peak_3235_lociStitched	chr1	21005720	21016830	4	10726	15868.413	1315.424	553	KIF17	PINK1,DDOST,SH2D5	DDOST	553	1
8_MACS_peak_27236_lociStitched	chr22	50445679	50458238	8	11604	15579.4395	1039.8852	554	IL17REL,TTLL8		IL17REL	554	1
1_MACS_peak_24711_lociStitched	chr21	46256366	46266580	1	10215	15790.844	1272.6644	555		UBE2G2,SUMO3,PTTG1IP	SUMO3	555	1
3_MACS_peak_24775_lociStitched	chr21	46668331	46679647	3	11038	15960.0864	1466.5536	556		LOC642852,POFUT2	POFUT2	556	1
12_MACS_peak_25270_lociStitched	chr22	23723692	23737550	12	12743	15520.96	1047.6648	557	ZDHHC8P1		ZDHHC8P1	557	1
1_MACS_peak_31231_lociStitched	chr7	27190611	27200441	1	9831	15760.439	1291.662	558	HOXA7	HOXA11-AS1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA9,MIR196B,HOXA10,HOXA11,HOXA13	HOXA7	558	1
6_MACS_peak_30491_lociStitched	chr6	34066949	34081830	6	13519	15717.3122	1278.2779	559	GRM4		GRM4	559	1
3_MACS_peak_16299_lociStitched	chr17	79149914	79160412	3	10397	15096.124	657.1748	560	LOC388428	MIR1250,AATK,AZI1	AATK	560	1
10_MACS_peak_4230_lociStitched	chr1	32143572	32158735	10	13563	15626.9878	1213.04	561	COL16A1	PEF1	COL16A1	561	1
5_MACS_peak_28280_lociStitched	chr4	3626390	3639051	5	12057	15660.3909	1247.1085	562		LOC100133461	LOC100133461	562	1
1_MACS_peak_7599_lociStitched	chr11	64481219	64490289	1	9071	15132.388	739.205	563	NRXN2	RASGRP2,PYGM	NRXN2	563	1
5_MACS_peak_218_lociStitched	chr1	2012486	2026048	5	12978	15144.6854	773.034	564	PRKCZ	PRKCZ	PRKCZ	564	1
5_MACS_peak_16186_lociStitched	chr17	78080984	78093916	5	11841	15425.2896	1060.424	565	GAA	EIF4A3	GAA	565	1
4_MACS_peak_36239_lociStitched	chr9	138987278	138998431	4	10901	15056.55	745.0204	566		NACC2,C9orf69	NACC2	566	1
9_MACS_peak_10725_lociStitched	chr15	74510788	74525675	9	13562	15807.0166	1505.0757	567		ISLR,CCDC33,STRA6	CCDC33	567	1
9_MACS_peak_6673_lociStitched	chr11	1387145	1402177	9	13910	15484.4632	1222.1016	568		BRSK2	BRSK2	568	1
3_MACS_peak_24895_lociStitched	chr21	47451035	47461984	3	10508	15476.4115	1219.7186	569		COL6A1	COL6A1	569	1
6_MACS_peak_36021_lociStitched	chr9	138237237	138251516	6	13868	15278.53	1052.3623	570			KIAA0649	570	1
4_MACS_peak_24124_lociStitched	chr20	62467966	62480125	4	11893	15192.6705	966.6405	571		C20orf135,TPD52L2,DNAJC5,ZBTB46	C20orf135	571	1
4_MACS_peak_6636_lociStitched	chr11	1150380	1161699	4	10733	14992.0155	829.6827	572			MUC2	572	1
4_MACS_peak_16637_lociStitched	chr19	364338	376694	4	11763	15587.094	1466.6572	573	THEG	MIER2,C2CD4C	THEG	573	1
9_MACS_peak_224_lociStitched	chr1	2027682	2043835	9	14435	15229.0484	1109.7111	574	PRKCZ		PRKCZ	574	1
2_MACS_peak_46_lociStitched	chr1	955511	965932	2	10208	14963.5139	848.2694	575	AGRN	ISG15,C1orf170,HES4	AGRN	575	1
10_MACS_peak_3542_lociStitched	chr1	23097726	23113569	10	13573	15503.9598	1391.0154	576	EPHB2		EPHB2	576	1
9_MACS_peak_22706_lociStitched	chr20	34958268	34972588	9	13700	15253.664	1148.464	577		DLGAP4	DLGAP4	577	1
4_MACS_peak_35634_lociStitched	chr9	137377344	137389491	4	11539	14926.2336	827.2107	578			COL5A1	578	1
15_MACS_peak_15604_lociStitched	chr17	75909936	75926542	15	14567	15667.761	1574.2488	579		FLJ45079	FLJ45079	579	1
3_MACS_peak_31196_lociStitched	chr7	5629450	5640290	3	10506	15073.02	1010.288	580	FSCN1		FSCN1	580	1
10_MACS_peak_17835_lociStitched	chr19	8088067	8103681	10	14245	16009.0342	1951.75	581		CCL25,ELAVL1	CCL25	581	1
3_MACS_peak_36230_lociStitched	chr9	138947005	138957344	3	10111	14686.5495	635.8485	582	NACC2		NACC2	582	1
8_MACS_peak_398_lociStitched	chr1	2715431	2729032	8	13053	14859.0925	810.6196	583			MMEL1	583	1
5_MACS_peak_34756_lociStitched	chr9	132479493	132492511	5	12547	15274.0194	1252.3316	584	PRRX2	PTGES	PTGES	584	1
6_MACS_peak_25204_lociStitched	chr22	21561975	21576702	6	14275	16416.1869	2404.9191	585			POM121L8P	585	1
5_MACS_peak_11415_lociStitched	chr16	2860151	2873282	5	12751	15125.5989	1122.7005	586	PRSS21	PRSS41,ZG16B,TCEB2,PRSS33,PRSS30P,PRSS22	PRSS21	586	1
4_MACS_peak_7208_lociStitched	chr11	46402346	46413253	4	10581	15038.5716	1050.3441	587	MDK,CHRM4	DGKZ	CHRM4	587	1
7_MACS_peak_35024_lociStitched	chr9	133980590	133994885	7	12812	15339.9645	1355.166	588	AIF1L	NUP214	NUP214	588	1
7_MACS_peak_21392_lociStitched	chr19	55643689	55656575	7	12274	15231.252	1251.2306	589	TNNT1	PPP1R12C,TNNI3,C19orf51,SYT5	TNNT1	589	1
5_MACS_peak_8724_lociStitched	chr11	118020060	118031424	5	10058	14940.2508	1000.032	590	SCN4B	SCN4B,SCN2B	SCN4B	590	1
3_MACS_peak_11200_lociStitched	chr16	917210	928244	3	10964	14609.016	687.4182	591	LMF1		PRR25	591	1
10_MACS_peak_21129_lociStitched	chr19	51050291	51065706	10	13882	15020.376	1105.2555	592	LRRC4B	SNAR-F,JOSD2,ASPDH	LRRC4B	592	1
8_MACS_peak_16641_lociStitched	chr19	377826	392200	8	12719	15966.6392	2052.6072	593		MIER2,THEG,C2CD4C	THEG	593	1
10_MACS_peak_26188_lociStitched	chr22	42816997	42830879	10	12574	15018.9358	1106.3954	594	NFAM1		NFAM1	594	1
4_MACS_peak_24900_lociStitched	chr21	47469085	47480774	4	10920	15226.0914	1316.1814	595		COL6A2	COL6A2	595	1
8_MACS_peak_13673_lociStitched	chr17	16734394	16749822	8	14430	15272.1772	1371.5492	596	KRT16P2	LOC162632,FAM106C	KRT16P2	596	1
2_MACS_peak_14732_lociStitched	chr17	48263780	48274744	2	10731	14723.5556	831.0712	597	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	597	1
5_MACS_peak_30796_lociStitched	chr7	1016725	1028497	5	10745	14791.518	902.9124	598	CYP2W1	ADAP1,COX19,MIR339	CYP2W1	598	1
5_MACS_peak_20105_lociStitched	chr19	42499325	42511083	5	11398	14899.7376	1013.5396	599	GRIK5	RABAC1,ATP1A3	ATP1A3	599	1
6_MACS_peak_30929_lociStitched	chr7	1462453	1475659	6	12531	14826.3762	948.1908	600	MICALL2		MICALL2	600	1
5_MACS_peak_6431_lociStitched	chr10	135008263	135021778	5	12871	14746.2165	871.7175	601	KNDC1	UTF1,VENTX,MIR202	UTF1	601	1
3_MACS_peak_11141_lociStitched	chr16	605811	614824	3	8534	14521.7456	660.6529	602	C16orf11	SOLH,MIR3176,NHLRC4,PIGQ,RAB40C,NCRNA00235	C16orf11	602	1
10_MACS_peak_33790_lociStitched	chr8	143199640	143214648	10	14037	14968.9792	1121.0976	603			NCRNA00051	603	1
1_MACS_peak_31059_lociStitched	chr7	2671667	2681865	1	10199	14466.8828	627.177	604	TTYH3	AMZ1	TTYH3	604	1
3_MACS_peak_30508_lociStitched	chr6	34102715	34115337	3	12286	14847.2586	1012.2844	605		GRM4	GRM4	605	1
10_MACS_peak_23116_lociStitched	chr20	56146883	56161556	10	12674	15211.4991	1414.4772	606		PCK1,CTCFL,ZBP1	PCK1	606	1
4_MACS_peak_26032_lociStitched	chr22	39235923	39249438	4	12871	15376.0155	1589.364	607	NPTXR	DNAL4,CBX6	NPTXR	607	1
7_MACS_peak_28327_lociStitched	chr4	3732634	3747099	7	13634	15024.7955	1239.6505	608		ADRA2C	ADRA2C	608	1
1_MACS_peak_15841_lociStitched	chr17	77273667	77286723	1	13057	14900.8128	1117.5936	609	RBFOX3		RBFOX3	609	1
7_MACS_peak_4717_lociStitched	chr1	151679425	151691891	7	11624	15981.412	2206.482	610	CELF3	C1orf230,OAZ3,MRPL9	CELF3	610	1
1_MACS_peak_24877_lociStitched	chr21	47390269	47396934	1	6666	14690.993	938.432	611		COL6A1	COL6A1	611	1
4_MACS_peak_26028_lociStitched	chr22	39222078	39235188	4	12807	14910.003	1223.163	612	NPTXR	DNAL4,CBX6	NPTXR	612	1
7_MACS_peak_26891_lociStitched	chr22	45932178	45945330	7	12709	14764.4352	1078.464	613	FBLN1		FBLN1	613	1
8_MACS_peak_9094_lociStitched	chr12	3350613	3366722	8	14275	15100.5766	1470.7517	614	TSPAN9		TSPAN9	614	1
4_MACS_peak_33209_lociStitched	chr8	21898541	21910772	4	11612	14720.0085	1104.4593	615	FGF17	NPM2,EPB49,FAM160B2	FGF17	615	1
2_MACS_peak_25856_lociStitched	chr22	37457617	37467967	2	10216	14478.615	869.4	616	KCTD17,TMPRSS6	MPST,TST	KCTD17	616	1
4_MACS_peak_26073_lociStitched	chr22	40036752	40047914	4	10726	14415.723	812.5936	617	CACNA1I		CACNA1I	617	1
8_MACS_peak_16257_lociStitched	chr17	78493246	78507011	8	13199	14864.8235	1271.886	618		RPTOR,NPTX1	RPTOR	618	1
6_MACS_peak_14692_lociStitched	chr17	47951817	47965561	6	13133	14967.216	1390.8928	619		TAC4	TAC4	619	1
5_MACS_peak_23108_lociStitched	chr20	56127836	56141025	5	12860	14962.9205	1399.3529	620	PCK1	CTCFL	PCK1	620	1
7_MACS_peak_16007_lociStitched	chr17	77647982	77661553	7	12698	14831.7459	1290.6021	621		ENPP7	ENPP7	621	1
7_MACS_peak_1349_lociStitched	chr1	7283528	7297586	7	12656	14652.6534	1123.2342	622	CAMTA1		CAMTA1	622	1
4_MACS_peak_10946_lociStitched	chr15	78180591	78192596	4	11777	14469.6265	992.8135	623		LOC645752	LOC645752	623	1
3_MACS_peak_11250_lociStitched	chr16	1067205	1075800	3	8496	14211.8325	745.1865	624		SOX8,SSTR5,LMF1	SOX8	624	1
7_MACS_peak_27766_lociStitched	chr3	50452768	50466706	7	13227	14777.0676	1322.7162	625	CACNA2D2		TMEM115	625	1
1_MACS_peak_26234_lociStitched	chr22	42948461	42956747	1	8287	14532.8154	1096.2378	626	SERHL2	RRP7A,RRP7B	SERHL2	626	1
7_MACS_peak_28705_lociStitched	chr4	7425124	7439615	7	13904	14519.982	1095.5196	627	SORCS2,PSAPL1	MIR4274	PSAPL1	627	1
5_MACS_peak_29167_lociStitched	chr4	8642222	8655697	5	13088	14292.9325	874.5275	628		CPZ	CPZ	628	1
5_MACS_peak_13540_lociStitched	chr17	7718103	7731380	5	12195	15018.9424	1615.8109	629	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	629	1
1_MACS_peak_31839_lociStitched	chr7	102257280	102266589	1	9310	16430.385	3042.1812	630		POLR2J3,RASA4,UPK3BL,POLR2J2	RASA4	630	1
2_MACS_peak_6613_lociStitched	chr11	1079542	1088906	2	9263	14082.5196	712.6004	631	MUC2	MUC6	MUC2	631	1
8_MACS_peak_31538_lociStitched	chr7	100324219	100337950	8	12921	14597.4261	1245.4017	632	ZAN	POP7,EPO,GIGYF1	ZAN	632	1
4_MACS_peak_4816_lociStitched	chr1	156808731	156819886	4	10772	14731.293	1437.8795	633	NTRK1,INSRR	NTRK1,PEAR1,SH2D2A	INSRR	633	1
3_MACS_peak_24628_lociStitched	chr21	45878176	45888328	3	9821	14651.3664	1369.5048	634	LRRC3	C21orf90	LRRC3	634	1
4_MACS_peak_36404_lociStitched	chr9	140206993	140217582	4	9866	13945.713	678.7549	635	EXD3	C9orf167,NRARP	NRARP	635	1
6_MACS_peak_8993_lociStitched	chr12	1928126	1940991	6	11570	14169.511	926.28	636	LRTM2,CACNA2D4		LRTM2	636	1
5_MACS_peak_2408_lociStitched	chr1	17703410	17716602	5	12308	14443.9208	1216.3024	637	PADI6	RCC2	PADI6	637	1
1_MACS_peak_23806_lociStitched	chr20	60795467	60804503	1	9037	13929.8976	703.0008	638		GTPBP5,OSBPL2,HRH3	HRH3	638	1
9_MACS_peak_14775_lociStitched	chr17	48692873	48706010	9	11372	14507.1891	1320.2685	639	CACNA1G	ABCC3	ABCC3	639	1
4_MACS_peak_14576_lociStitched	chr17	46823132	46832835	4	9172	14119.8056	947.9831	640		NCRNA00253,PRAC,MIR3185,HOXB13,TTLL6	HOXB13	640	1
5_MACS_peak_16074_lociStitched	chr17	77828468	77840874	5	11880	14371.1104	1215.788	641		CBX4	CBX4	641	1
7_MACS_peak_19025_lociStitched	chr19	18149109	18162644	7	12627	14954.8215	1800.155	642		ARRDC2,MAST3,IL12RB1	ARRDC2	642	1
4_MACS_peak_35319_lociStitched	chr9	136075080	136087203	4	11598	14130.5688	994.086	643	OBP2B	GBGT1	OBP2B	643	1
2_MACS_peak_11420_lociStitched	chr16	2873969	2884077	2	10047	13928.824	839.9748	644	ZG16B	PRSS41,PRSS21,FLYWCH2,TCEB2,PRSS33,PRSS30P,PRSS22	ZG16B	644	1
3_MACS_peak_4812_lociStitched	chr1	156668929	156678595	3	9533	14542.497	1453.7664	645	CRABP2	C1orf66,NES,ISG20L2,MRPL24,HDGF	CRABP2	645	1
14_MACS_peak_11653_lociStitched	chr16	5050266	5066296	14	12842	14484.708	1397.816	646	SEC14L5	NAGPA,C16orf89	NAGPA	646	1
3_MACS_peak_13929_lociStitched	chr17	26815190	26827782	3	12428	14469.4672	1410.304	647	SLC13A2	FOXN1	SLC13A2	647	1
8_MACS_peak_35601_lociStitched	chr9	137204625	137217372	8	12030	13838.1432	785.2152	648		RXRA	RXRA	648	1
3_MACS_peak_9196_lociStitched	chr12	49370057	49377547	3	6916	13973.344	928.011	649	WNT1	ARF3,WNT10B,DDN,PRKAG1	WNT1	649	1
7_MACS_peak_15909_lociStitched	chr17	77465202	77479384	7	13120	14379.1298	1343.0354	650	RBFOX3		RBFOX3	650	1
7_MACS_peak_19117_lociStitched	chr19	18898074	18910615	7	11083	14153.7726	1126.1818	651	COMP	UPF1	COMP	651	1
4_MACS_peak_15705_lociStitched	chr17	76480893	76492075	4	11089	13838.8432	829.7044	652	DNAH17		DNAH17	652	1
4_MACS_peak_15709_lociStitched	chr17	76492787	76504570	4	11321	13895.6919	912.0042	653	DNAH17		DNAH17	653	1
2_MACS_peak_24582_lociStitched	chr21	45665870	45675863	2	9580	14234.0292	1258.1187	654	DNMT3L	AIRE,PFKL,ICOSLG	ICOSLG	654	1
2_MACS_peak_4798_lociStitched	chr1	156588582	156596457	2	7681	14151.375	1189.9125	655	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	655	1
4_MACS_peak_24472_lociStitched	chr21	44121557	44131426	4	9754	14245.9015	1297.7735	656	PDE9A		PDE9A	656	1
6_MACS_peak_2504_lociStitched	chr1	17964444	17977151	6	12172	13973.8879	1026.7256	657	ARHGEF10L		ARHGEF10L	657	1
2_MACS_peak_26973_lociStitched	chr22	46390918	46402495	2	11410	13870.4037	948.1563	658	LOC730668	LOC150381,WNT7B,LOC100271722,C22orf26	LOC730668	658	1
5_MACS_peak_20213_lociStitched	chr19	45349488	45360162	5	9861	13852.7172	939.312	659	PVRL2	BCAM,TOMM40,APOE	PVRL2	659	1
4_MACS_peak_624_lociStitched	chr1	3221088	3231265	4	9631	13463.1533	557.6996	660	PRDM16		ARHGEF16	660	1
4_MACS_peak_116_lociStitched	chr1	1383634	1395261	4	11351	13974.4913	1117.3547	661	ATAD3C	LOC148413,TMEM88B,VWA1,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	661	1
7_MACS_peak_18438_lociStitched	chr19	14269360	14282935	7	12931	13801.7025	950.25	662	LPHN1	PRKACA,ASF1B	ASF1B	662	1
7_MACS_peak_23661_lociStitched	chr20	60270672	60285394	7	13241	13994.7332	1165.9824	663	CDH4		MIR1257	663	1
3_MACS_peak_7025_lociStitched	chr11	2942549	2951749	3	8780	13602.2	793.04	664	SLC22A18,PHLDA2	CDKN1C,SLC22A18AS,SNORA54	PHLDA2	664	1
4_MACS_peak_21726_lociStitched	chr2	26830707	26843836	4	12674	14095.2944	1290.5807	665	CIB4	C2orf70,OTOF	CIB4	665	1
6_MACS_peak_23937_lociStitched	chr20	61689775	61702206	6	11667	14027.1404	1224.4535	666	LOC63930	LOC100144597,HAR1A,NCRNA00029,HAR1B	LOC100144597	666	1
5_MACS_peak_26010_lociStitched	chr22	38844625	38857653	5	12398	14209.6396	1427.8688	667	KCNJ4	KDELR3,LOC400927,KCNJ4,DDX17	KCNJ4	667	1
4_MACS_peak_6909_lociStitched	chr11	2150469	2160363	4	9541	13438.0308	667.845	668	IGF2,INS-IGF2,MIR483	IGF2AS,INS,TH	MIR483	668	1
4_MACS_peak_20767_lociStitched	chr19	49051302	49063213	4	11397	13963.2653	1229.2152	669	SULT2B1	SULT2B1,SPACA4,LMTK3	SULT2B1	669	1
8_MACS_peak_6388_lociStitched	chr10	134906834	134920607	8	12526	13694.4939	973.7511	670	GPR123		GPR123	670	1
6_MACS_peak_13390_lociStitched	chr17	7002025	7014441	6	11414	13673.7408	957.2736	671	ASGR2	CLEC10A	ASGR2	671	1
3_MACS_peak_1996_lociStitched	chr1	11760569	11770741	3	9990	13631.4972	917.5144	672	C1orf187	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	672	1
4_MACS_peak_21540_lociStitched	chr19	56273069	56285711	4	12525	14904.918	2195.9154	673	RFPL4A	NLRP9	RFPL4A	673	1
4_MACS_peak_26252_lociStitched	chr22	43602212	43612420	4	9753	13454.144	763.5584	674	SCUBE1	TTLL12	TTLL12	674	1
4_MACS_peak_18875_lociStitched	chr19	17704051	17716703	4	12569	13966.5428	1318.3384	675	UNC13A	GLT25D1	GLT25D1	675	1
3_MACS_peak_16221_lociStitched	chr17	78397348	78407881	3	10098	13572.8238	927.9573	676	FLJ35220	LOC100294362,NPTX1	LOC100294362	676	1
3_MACS_peak_25069_lociStitched	chr22	20138685	20149685	3	10588	13517.9	876.7	677		RANBP1,ZDHHC8,LOC150197,TRMT2A	ZDHHC8	677	1
5_MACS_peak_9844_lociStitched	chr13	113741060	113751562	5	9966	13502.4214	869.5656	678	MCF2L	F7,F10	F7	678	1
10_MACS_peak_8999_lociStitched	chr12	1942359	1955875	10	11824	13759.288	1154.2664	679	LRTM2,CACNA2D4		LRTM2	679	1
5_MACS_peak_17078_lociStitched	chr19	3377846	3390718	5	12289	14184.944	1585.8304	680	NFIC		NFIC	680	1
9_MACS_peak_24426_lociStitched	chr21	43840867	43855305	9	12695	14752.7484	2158.481	681	UBASH3A	TMPRSS3	UBASH3A	681	1
3_MACS_peak_13944_lociStitched	chr17	26858031	26868295	3	9926	13884.1128	1292.2376	682	FOXN1	UNC119,PIGS,ALDOC	FOXN1	682	1
2_MACS_peak_30300_lociStitched	chr6	32045848	32055389	2	9146	13541.5413	950.2836	683	TNXB	ATF6B,FKBPL	TNXB	683	1
3_MACS_peak_19088_lociStitched	chr19	18521694	18530079	3	8324	13438.6395	853.593	684		GDF15,MIR3189,SSBP4,LRRC25,ISYNA1	SSBP4	684	1
3_MACS_peak_30583_lociStitched	chr6	41617915	41628312	3	10299	13596.1569	1011.6281	685	MDFI		MDFI	685	1
4_MACS_peak_28249_lociStitched	chr4	3460166	3469764	4	9174	13354.6572	779.3576	686	DOK7	HGFAC	DOK7	686	1
4_MACS_peak_34491_lociStitched	chr9	126130398	126139772	4	9243	13351.3882	793.0404	687	CRB2	MIR601	CRB2	687	1
8_MACS_peak_19950_lociStitched	chr19	41695239	41708393	8	12208	13688.0524	1154.9212	688	CYP2S1	AXL	CYP2S1	688	1
3_MACS_peak_14666_lociStitched	chr17	47597016	47607222	3	10022	13415.787	898.128	689		NGFR,NXPH3	NGFR	689	1
6_MACS_peak_31494_lociStitched	chr7	100213872	100226221	6	11453	13691.3363	1176.8597	690	TFR2	FBXO24,PCOLCE,MOSPD3,GNB2,SAP25,LRCH4,ACTL6B	MOSPD3	690	1
9_MACS_peak_22994_lociStitched	chr20	48956857	48970275	9	12575	14035.228	1521.6012	691		LOC284751	LOC284751	691	1
9_MACS_peak_25614_lociStitched	chr22	30834078	30848707	9	13312	14276.4411	1767.1832	692		SEC14L2,MTFP1,SEC14L3,SDC4P	MTFP1	692	1
5_MACS_peak_36160_lociStitched	chr9	138606943	138618589	5	11040	13183.272	682.4556	693	KCNT1	SOHLH1	KCNT1	693	1
1_MACS_peak_31047_lociStitched	chr7	2559780	2567666	1	7887	13133.3444	637.1888	694	LFNG	IQCE,C7orf27	LFNG	694	1
5_MACS_peak_25942_lociStitched	chr22	37888132	37901235	5	12306	13627.12	1204.1657	695	CARD10	MFNG	MFNG	695	1
3_MACS_peak_4932_lociStitched	chr1	180199424	180206517	3	6994	13390.1654	985.927	696	LHX4	FLJ23867	LHX4	696	1
2_MACS_peak_31836_lociStitched	chr7	102158387	102167453	2	9029	15167.418	2801.394	697		SPDYE2,POLR2J,POLR2J3	SPDYE2	697	1
8_MACS_peak_31579_lociStitched	chr7	100397474	100411779	8	13181	13768.5625	1406.1815	698	EPHB4	SLC12A9	EPHB4	698	1
