REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_36200_lociStitched	chr9	138870368	138883264	4	12621	18164.016	1000.7296	525		UBAC1	UBAC1	525	1
4_MACS_peak_8536_lociStitched	chr11	75141488	75154387	4	12600	13393.0317	1211.2161	526	KLHL35,GDPD5	RPS3,SNORD15A,SNORD15B	KLHL35	526	1
4_MACS_peak_13042_lociStitched	chr17	1026419	1039366	4	12595	18309.6474	1210.5445	527	ABR	ABR	ABR	527	1
8_MACS_peak_5989_lociStitched	chr10	114741936	114755467	8	12587	13639.248	1562.8305	528	TCF7L2		TCF7L2	528	1
9_MACS_peak_22994_lociStitched	chr20	48956857	48970275	9	12575	14035.228	1521.6012	529		LOC284751	LOC284751	529	1
8_MACS_peak_28927_lociStitched	chr4	7999805	8012992	8	12574	13047.2178	1116.9389	530	ABLIM2		AFAP1	530	1
10_MACS_peak_26188_lociStitched	chr22	42816997	42830879	10	12574	15018.9358	1106.3954	531	NFAM1		NFAM1	531	1
4_MACS_peak_18875_lociStitched	chr19	17704051	17716703	4	12569	13966.5428	1318.3384	532	UNC13A	GLT25D1	GLT25D1	532	1
5_MACS_peak_34756_lociStitched	chr9	132479493	132492511	5	12547	15274.0194	1252.3316	533	PRRX2	PTGES	PTGES	533	1
6_MACS_peak_30929_lociStitched	chr7	1462453	1475659	6	12531	14826.3762	948.1908	534	MICALL2		MICALL2	534	1
8_MACS_peak_6388_lociStitched	chr10	134906834	134920607	8	12526	13694.4939	973.7511	535	GPR123		GPR123	535	1
4_MACS_peak_21540_lociStitched	chr19	56273069	56285711	4	12525	14904.918	2195.9154	536	RFPL4A	NLRP9	RFPL4A	536	1
14_MACS_peak_11781_lociStitched	chr16	29186742	29201431	14	12470	12854.3439	1194.2157	537			RRN3P2	537	1
6_MACS_peak_28205_lociStitched	chr4	1795599	1809015	6	12433	17415.3096	798.252	538	FGFR3	LETM1	FGFR3	538	1
3_MACS_peak_13929_lociStitched	chr17	26815190	26827782	3	12428	14469.4672	1410.304	539	SLC13A2	FOXN1	SLC13A2	539	1
5_MACS_peak_16690_lociStitched	chr19	544971	557940	5	12421	17707.8726	1483.6536	540	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	540	1
2_MACS_peak_16699_lociStitched	chr19	590895	603527	2	12400	20398.1536	1688.8984	541	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	541	1
5_MACS_peak_26010_lociStitched	chr22	38844625	38857653	5	12398	14209.6396	1427.8688	542	KCNJ4	KDELR3,LOC400927,KCNJ4,DDX17	KCNJ4	542	1
7_MACS_peak_16250_lociStitched	chr17	78478911	78491515	7	12388	13215.294	1317.118	543		RPTOR,NPTX1	RPTOR	543	1
1_MACS_peak_27482_lociStitched	chr3	13668880	13681255	1	12376	15629.625	1056.825	544	FBLN2	LOC285375	LOC285375	544	1
2_MACS_peak_22492_lociStitched	chr20	3650751	3663444	2	12365	16724.2968	1238.8368	545	ADAM33	HSPA12B,GFRA4,SIGLEC1	ADAM33	545	1
2_MACS_peak_13446_lociStitched	chr17	7185078	7197499	2	12349	17692.4724	1043.364	546	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	SLC2A4	546	1
5_MACS_peak_24143_lociStitched	chr20	62711517	62724439	5	12337	16024.5722	1248.2652	547	OPRL1,C20orf201	NCRNA00176,TCEA2,SOX18,RGS19,NPBWR2	C20orf201	547	1
3_MACS_peak_22189_lociStitched	chr2	220305946	220318976	3	12326	17267.356	974.644	548	SPEG	DES,SPEG,GMPPA	SPEG	548	1
5_MACS_peak_2408_lociStitched	chr1	17703410	17716602	5	12308	14443.9208	1216.3024	549	PADI6	RCC2	PADI6	549	1
5_MACS_peak_25942_lociStitched	chr22	37888132	37901235	5	12306	13627.12	1204.1657	550	CARD10	MFNG	MFNG	550	1
5_MACS_peak_17078_lociStitched	chr19	3377846	3390718	5	12289	14184.944	1585.8304	551	NFIC		NFIC	551	1
9_MACS_peak_2950_lociStitched	chr1	19136545	19149791	9	12288	13473.8312	1312.6786	552		TAS1R2	TAS1R2	552	1
3_MACS_peak_30508_lociStitched	chr6	34102715	34115337	3	12286	14847.2586	1012.2844	553		GRM4	GRM4	553	1
4_MACS_peak_21441_lociStitched	chr19	55873151	55885975	4	12280	15809.4272	1031.0496	554	FAM71E2,IL11	SUV420H2,TMEM190,RPL28,TMEM150B,COX6B2,LOC388564,UBE2S	IL11	554	1
7_MACS_peak_21392_lociStitched	chr19	55643689	55656575	7	12274	15231.252	1251.2306	555	TNNT1	PPP1R12C,TNNI3,C19orf51,SYT5	TNNT1	555	1
6_MACS_peak_5218_lociStitched	chr1	228192553	228205650	6	12270	16482.5745	1415.7857	556	WNT3A		WNT3A	556	1
5_MACS_peak_2101_lociStitched	chr1	16383312	16396185	5	12258	18465.0312	1174.0176	557	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	557	1
6_MACS_peak_30171_lociStitched	chr6	2632621	2645897	6	12240	14262.4068	1946.2616	558	C6orf195		C6orf195	558	1
8_MACS_peak_19950_lociStitched	chr19	41695239	41708393	8	12208	13688.0524	1154.9212	559	CYP2S1	AXL	CYP2S1	559	1
5_MACS_peak_13540_lociStitched	chr17	7718103	7731380	5	12195	15018.9424	1615.8109	560	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	560	1
6_MACS_peak_29150_lociStitched	chr4	8611448	8624516	6	12174	15465.978	806.2956	561	CPZ	GPR78	CPZ	561	1
6_MACS_peak_2504_lociStitched	chr1	17964444	17977151	6	12172	13973.8879	1026.7256	562	ARHGEF10L		ARHGEF10L	562	1
2_MACS_peak_35063_lociStitched	chr9	134680671	134693023	2	12151	16645.5552	1059.8016	563			RAPGEF1	563	1
5_MACS_peak_14640_lociStitched	chr17	47514647	47527438	5	12136	13058.3319	1336.6595	564		NGFR,PHB	PHB	564	1
6_MACS_peak_14756_lociStitched	chr17	48634369	48647844	6	12126	16152.4825	1216.7925	565	CACNA1G	MYCBPAP,EPN3,SPATA20	CACNA1G	565	1
5_MACS_peak_26945_lociStitched	chr22	46272962	46285560	5	12123	16969.506	971.3058	566			WNT7B	566	1
3_MACS_peak_7364_lociStitched	chr11	61501873	61514171	3	12072	17081.922	1219.9616	567	DAGLA	C11orf9,FEN1,DKFZP434K028,MIR611,C11orf10	C11orf9	567	1
5_MACS_peak_16063_lociStitched	chr17	77784196	77796893	5	12070	16175.978	1033.5358	568		CBX2,CBX8,CBX4	CBX8	568	1
8_MACS_peak_3565_lociStitched	chr1	23132183	23145210	8	12069	12427.758	1234.9596	569	EPHB2	MIR4253	MIR4253	569	1
12_MACS_peak_25710_lociStitched	chr22	36952917	36967149	12	12058	12198.2472	1218.2592	570	CACNG2	FOXRED2,EIF3D	EIF3D	570	1
5_MACS_peak_28280_lociStitched	chr4	3626390	3639051	5	12057	15660.3909	1247.1085	571		LOC100133461	LOC100133461	571	1
4_MACS_peak_6716_lociStitched	chr11	1558987	1571492	4	12046	16432.8205	1154.2115	572	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	572	1
8_MACS_peak_35601_lociStitched	chr9	137204625	137217372	8	12030	13838.1432	785.2152	573		RXRA	RXRA	573	1
2_MACS_peak_36387_lociStitched	chr9	140056759	140068871	2	11985	22647.0176	884.176	574	GRIN1,LRRC26,MIR3621	SSNA1,NDOR1,DPP7,ANAPC2,TPRN,TMEM203,RNF208	MIR3621	574	1
4_MACS_peak_16070_lociStitched	chr17	77813791	77826204	4	11978	18330.2771	1046.4159	575		CBX8,CBX4	CBX4	575	1
1_MACS_peak_16062_lociStitched	chr17	77771577	77783552	1	11976	22778.845	998.715	576		CBX2,CBX8,CBX4	CBX8	576	1
7_MACS_peak_34877_lociStitched	chr9	133271709	133284532	7	11948	13147.4219	1021.9931	577		ASS1	ASS1	577	1
5_MACS_peak_156_lociStitched	chr1	1867877	1880372	5	11946	15779.9355	1167.033	578		CALML6,GNB1,TMEM52	TMEM52	578	1
3_MACS_peak_5967_lociStitched	chr10	104166470	104178613	3	11915	18243.6432	1159.6565	579	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	579	1
3_MACS_peak_5023_lociStitched	chr1	202154037	202166259	3	11907	21181.9482	1579.0824	580	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	580	1
5_MACS_peak_32947_lociStitched	chr8	1904774	1917282	5	11902	13372.3028	1305.8352	581	ARHGEF10	KBTBD11	KBTBD11	581	1
4_MACS_peak_24124_lociStitched	chr20	62467966	62480125	4	11893	15192.6705	966.6405	582		C20orf135,TPD52L2,DNAJC5,ZBTB46	C20orf135	582	1
5_MACS_peak_16074_lociStitched	chr17	77828468	77840874	5	11880	14371.1104	1215.788	583		CBX4	CBX4	583	1
7_MACS_peak_8114_lociStitched	chr11	69984482	69997385	7	11866	13333.9602	1119.9804	584	ANO1		FADD	584	1
7_MACS_peak_9317_lociStitched	chr12	52590460	52603784	7	11862	12889.6376	1024.6156	585		LOC283404,KRT7,KRT80	LOC283404	585	1
2_MACS_peak_17828_lociStitched	chr19	7950056	7962148	2	11841	16422.1452	1614.282	586	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	586	1
5_MACS_peak_16186_lociStitched	chr17	78080984	78093916	5	11841	15425.2896	1060.424	587	GAA	EIF4A3	GAA	587	1
10_MACS_peak_8999_lociStitched	chr12	1942359	1955875	10	11824	13759.288	1154.2664	588	LRTM2,CACNA2D4		LRTM2	588	1
4_MACS_peak_10946_lociStitched	chr15	78180591	78192596	4	11777	14469.6265	992.8135	589		LOC645752	LOC645752	589	1
4_MACS_peak_16637_lociStitched	chr19	364338	376694	4	11763	15587.094	1466.6572	590	THEG	MIER2,C2CD4C	THEG	590	1
6_MACS_peak_6991_lociStitched	chr11	2380382	2392728	6	11756	12127.4758	862.9854	591		CD81,TSSC4	CD81	591	1
5_MACS_peak_29865_lociStitched	chr5	176119547	176132102	5	11718	13092.354	1117.395	592		TSPAN17	TSPAN17	592	1
7_MACS_peak_26383_lociStitched	chr22	44284853	44297014	7	11681	13212.9265	1083.5451	593	PNPLA5	PNPLA3,SULT4A1	PNPLA5	593	1
6_MACS_peak_23937_lociStitched	chr20	61689775	61702206	6	11667	14027.1404	1224.4535	594	LOC63930	LOC100144597,HAR1A,NCRNA00029,HAR1B	LOC100144597	594	1
4_MACS_peak_9119_lociStitched	chr12	3412369	3424350	4	11626	16723.0798	951.2914	595			PRMT8	595	1
7_MACS_peak_4717_lociStitched	chr1	151679425	151691891	7	11624	15981.412	2206.482	596	CELF3	C1orf230,OAZ3,MRPL9	CELF3	596	1
7_MACS_peak_2141_lociStitched	chr1	16493056	16505738	7	11614	12604.6398	1070.3608	597		EPHA2,ARHGEF19	EPHA2	597	1
4_MACS_peak_33209_lociStitched	chr8	21898541	21910772	4	11612	14720.0085	1104.4593	598	FGF17	NPM2,EPB49,FAM160B2	FGF17	598	1
2_MACS_peak_27709_lociStitched	chr3	50192839	50204687	2	11604	15967.5496	1054.472	599	SEMA3F	GNAT1,SLC38A3	SEMA3F	599	1
8_MACS_peak_27236_lociStitched	chr22	50445679	50458238	8	11604	15579.4395	1039.8852	600	IL17REL,TTLL8		IL17REL	600	1
4_MACS_peak_35319_lociStitched	chr9	136075080	136087203	4	11598	14130.5688	994.086	601	OBP2B	GBGT1	OBP2B	601	1
6_MACS_peak_8993_lociStitched	chr12	1928126	1940991	6	11570	14169.511	926.28	602	LRTM2,CACNA2D4		LRTM2	602	1
8_MACS_peak_15492_lociStitched	chr17	74879240	74891503	8	11565	13223.1929	1103.67	603	MGAT5B		MGAT5B	603	1
4_MACS_peak_35634_lociStitched	chr9	137377344	137389491	4	11539	14926.2336	827.2107	604			COL5A1	604	1
4_MACS_peak_11447_lociStitched	chr16	3056873	3068866	4	11512	15917.1096	1020.6043	605	CLDN9,CLDN6	KREMEN2,PAQR4,LOC283875,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	605	1
3_MACS_peak_32297_lociStitched	chr7	155595830	155607840	3	11505	17700.338	1198.598	606	SHH		SHH	606	1
6_MACS_peak_29188_lociStitched	chr4	8699370	8711624	6	11505	13037.0306	874.9356	607			CPZ	607	1
2_MACS_peak_17095_lociStitched	chr19	3452121	3463639	2	11488	17573.0126	1301.534	608	NFIC	FZR1,C19orf77,DOHH	C19orf77	608	1
1_MACS_peak_16285_lociStitched	chr17	78996917	79008398	1	11482	17431.6023	1247.9847	609	FLJ90757	CHMP6,BAIAP2	FLJ90757	609	1
9_MACS_peak_3381_lociStitched	chr1	22643585	22656747	9	11477	12582.872	943.7154	610			ZBTB40	610	1
3_MACS_peak_13933_lociStitched	chr17	26831266	26843434	3	11468	15952.248	1266.6888	611		SLC13A2,FOXN1,UNC119	FOXN1	611	1
6_MACS_peak_31494_lociStitched	chr7	100213872	100226221	6	11453	13691.3363	1176.8597	612	TFR2	FBXO24,PCOLCE,MOSPD3,GNB2,SAP25,LRCH4,ACTL6B	MOSPD3	612	1
4_MACS_peak_17260_lociStitched	chr19	4772906	4784774	4	11449	13544.9484	1608.114	613		C19orf30,MIR7-3,FEM1A,DPP9,TICAM1	MIR7-3	613	1
1_MACS_peak_23946_lociStitched	chr20	61713397	61724815	1	11419	15882.438	725.043	614	LOC63930	LOC100144597,HAR1A,NCRNA00029,HAR1B	HAR1A	614	1
6_MACS_peak_13390_lociStitched	chr17	7002025	7014441	6	11414	13673.7408	957.2736	615	ASGR2	CLEC10A	ASGR2	615	1
3_MACS_peak_31465_lociStitched	chr7	99762922	99774525	3	11413	17049.4482	1363.3525	616	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	616	1
2_MACS_peak_26973_lociStitched	chr22	46390918	46402495	2	11410	13870.4037	948.1563	617	LOC730668	LOC150381,WNT7B,LOC100271722,C22orf26	LOC730668	617	1
5_MACS_peak_20105_lociStitched	chr19	42499325	42511083	5	11398	14899.7376	1013.5396	618	GRIK5	RABAC1,ATP1A3	ATP1A3	618	1
2_MACS_peak_33225_lociStitched	chr8	22010554	22022151	2	11397	16153.4613	927.76	619	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	619	1
4_MACS_peak_20767_lociStitched	chr19	49051302	49063213	4	11397	13963.2653	1229.2152	620	SULT2B1	SULT2B1,SPACA4,LMTK3	SULT2B1	620	1
4_MACS_peak_21482_lociStitched	chr19	56015854	56027693	4	11392	12410.8237	1240.7272	621	SSC5D	ZNF628,NAT14,ISOC2,SBK2	SSC5D	621	1
8_MACS_peak_31713_lociStitched	chr7	100932400	100944458	8	11379	12322.0702	1153.9506	622		FIS1,RABL5	RABL5	622	1
3_MACS_peak_32300_lociStitched	chr7	155608392	155620351	3	11375	13593.7953	1590.547	623		SHH	SHH	623	1
9_MACS_peak_14775_lociStitched	chr17	48692873	48706010	9	11372	14507.1891	1320.2685	624	CACNA1G	ABCC3	ABCC3	624	1
10_MACS_peak_7137_lociStitched	chr11	44323196	44336270	10	11364	13118.4516	1014.5424	625	ALX4		ALX4	625	1
3_MACS_peak_323_lociStitched	chr1	2458168	2470212	3	11360	17037.4424	806.948	626	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	626	1
4_MACS_peak_116_lociStitched	chr1	1383634	1395261	4	11351	13974.4913	1117.3547	627	ATAD3C	LOC148413,TMEM88B,VWA1,ATAD3B,CCNL2,MRPL20,LOC441869	ATAD3C	627	1
4_MACS_peak_15709_lociStitched	chr17	76492787	76504570	4	11321	13895.6919	912.0042	628	DNAH17		DNAH17	628	1
5_MACS_peak_24839_lociStitched	chr21	47027771	47040488	5	11317	13581.756	1459.9116	629			SLC19A1	629	1
8_MACS_peak_35904_lociStitched	chr9	137993299	138005918	8	11279	12770.428	712.9735	630	OLFM1	OLFM1	OLFM1	630	1
8_MACS_peak_20881_lociStitched	chr19	49525278	49537668	8	11273	12647.712	1049.433	631	CGB2,CGB,SNAR-G2	RUVBL2,SNAR-G1,CGB5,GYS1,LHB,CGB1,CGB8,CGB7,NTF4,KCNA7	SNAR-G2	631	1
2_MACS_peak_1155_lociStitched	chr1	5892498	5903773	2	11265	12815.165	798.27	632			NPHP4	632	1
2_MACS_peak_13998_lociStitched	chr17	34493125	34504407	2	11264	21451.5948	2735.885	633	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	633	1
4_MACS_peak_4785_lociStitched	chr1	156370171	156381715	4	11261	12483.6816	1485.7128	634	C1orf61	RHBG,MIR9-1	MIR9-1	634	1
7_MACS_peak_35497_lociStitched	chr9	136597778	136610020	7	11259	11964.1066	943.8582	635	SARDH		SARDH	635	1
3_MACS_peak_9821_lociStitched	chr13	113676063	113687346	3	11241	16257.6747	1016.5983	636	MCF2L		MCF2L	636	1
4_MACS_peak_30463_lociStitched	chr6	33988630	34000110	4	11227	12709.508	997.612	637	GRM4	MIR1275	MIR1275	637	1
6_MACS_peak_33926_lociStitched	chr8	143675892	143687744	6	11223	12903.2724	612.7484	638		ARC	ARC	638	1
5_MACS_peak_19771_lociStitched	chr19	39683523	39695652	5	11212	13276.4034	1194.7065	639	NCCRP1,SYCN	IL28B	NCCRP1	639	1
9_MACS_peak_30852_lociStitched	chr7	1321686	1334112	9	11197	12028.368	757.986	640		UNCX	UNCX	640	1
5_MACS_peak_17488_lociStitched	chr19	5828251	5839971	5	11168	13168.592	1536.492	641	NRTN,FUT6	PRR22,DUS3L,FUT3,FUT5	FUT6	641	1
3_MACS_peak_12944_lociStitched	chr17	701179	712552	3	11166	16626.1887	1065.6501	642	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	642	1
4_MACS_peak_24865_lociStitched	chr21	47364141	47375412	4	11165	17118.3948	1397.604	643		COL6A1	COL6A1	643	1
6_MACS_peak_26097_lociStitched	chr22	40095156	40106867	6	11163	12330.5119	1045.7923	644			CACNA1I	644	1
3_MACS_peak_36345_lociStitched	chr9	139874477	139885693	3	11152	15933.4496	953.36	645	PTGDS,LCNL1	C8G,LCN12,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	LCNL1	645	1
4_MACS_peak_6931_lociStitched	chr11	2227429	2238975	4	11118	16584.6744	830.1574	646		INS,TH	TH	646	1
4_MACS_peak_15705_lociStitched	chr17	76480893	76492075	4	11089	13838.8432	829.7044	647	DNAH17		DNAH17	647	1
7_MACS_peak_19117_lociStitched	chr19	18898074	18910615	7	11083	14153.7726	1126.1818	648	COMP	UPF1	COMP	648	1
5_MACS_peak_17422_lociStitched	chr19	5488390	5499842	5	11080	13391.9688	1042.132	649		ZNRF4	ZNRF4	649	1
5_MACS_peak_36160_lociStitched	chr9	138606943	138618589	5	11040	13183.272	682.4556	650	KCNT1	SOHLH1	KCNT1	650	1
3_MACS_peak_24775_lociStitched	chr21	46668331	46679647	3	11038	15960.0864	1466.5536	651		LOC642852,POFUT2	POFUT2	651	1
5_MACS_peak_608_lociStitched	chr1	3178899	3190344	5	11038	12030.984	653.5095	652	PRDM16		MIR4251	652	1
7_MACS_peak_210_lociStitched	chr1	1998528	2010277	7	11035	12296.5034	808.3312	653	PRKCZ	GABRD,PRKCZ	PRKCZ	653	1
5_MACS_peak_13475_lociStitched	chr17	7341565	7353068	5	11032	12530.2179	935.1939	654	FGF11,CHRNB1	NLGN2,SPEM1,C17orf74,TMEM102,AMAC1L3,POLR2A,PLSCR3,C17orf61,ZBTB4	CHRNB1	654	1
3_MACS_peak_19100_lociStitched	chr19	18717764	18728792	3	11002	20141.5392	1003.548	655	TMEM59L	C19orf50,UBA52,C19orf60,KLHL26,CRLF1	TMEM59L	655	1
7_MACS_peak_21503_lociStitched	chr19	56055193	56067838	7	10980	12650.058	1111.4955	656		ZNF524,SBK2,ZNF579,FIZ1	SBK2	656	1
4_MACS_peak_24173_lociStitched	chr20	62790804	62802031	4	10969	11921.9513	965.522	657	MYT1		MYT1	657	1
3_MACS_peak_11200_lociStitched	chr16	917210	928244	3	10964	14609.016	687.4182	658	LMF1		PRR25	658	1
5_MACS_peak_33872_lociStitched	chr8	143564231	143576136	5	10963	11684.7575	910.7325	659	BAI1		BAI1	659	1
2_MACS_peak_29938_lociStitched	chr5	176299456	176310494	2	10957	18107.839	985.6934	660	UNC5A,HK3		HK3	660	1
5_MACS_peak_35970_lociStitched	chr9	138130506	138142262	5	10957	11420.954	708.8868	661			OLFM1	661	1
3_MACS_peak_16390_lociStitched	chr17	79914011	79925732	3	10949	15569.0043	988.0803	662	NOTUM	LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	662	1
6_MACS_peak_2536_lociStitched	chr1	18022887	18034644	6	10945	12828.0627	828.8685	663	ARHGEF10L	ACTL8	ACTL8	663	1
7_MACS_peak_32261_lociStitched	chr7	155332684	155345075	7	10943	12813.5331	1304.7723	664		CNPY1	CNPY1	664	1
4_MACS_peak_3351_lociStitched	chr1	22557460	22569061	4	10936	12781.9818	1039.4496	665			WNT4	665	1
2_MACS_peak_16813_lociStitched	chr19	1790736	1801688	2	10928	17581.2456	1470.8536	666	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	666	1
4_MACS_peak_24900_lociStitched	chr21	47469085	47480774	4	10920	15226.0914	1316.1814	667		COL6A2	COL6A2	667	1
4_MACS_peak_36239_lociStitched	chr9	138987278	138998431	4	10901	15056.55	745.0204	668		NACC2,C9orf69	NACC2	668	1
2_MACS_peak_11245_lociStitched	chr16	1032064	1043114	2	10897	16172.78	723.775	669	SOX8	LMF1	SOX8	669	1
4_MACS_peak_15656_lociStitched	chr17	76310962	76321851	4	10890	13011.2661	874.3867	670		SOCS3	SOCS3	670	1
11_MACS_peak_2365_lociStitched	chr1	17635956	17649191	11	10879	11018.1375	1353.9405	671	PADI4	PADI6	PADI4	671	1
3_MACS_peak_22193_lociStitched	chr2	220329403	220340393	3	10848	12246.157	1012.179	672	SPEG	DES,GMPPA,ACCN4	SPEG	672	1
2_MACS_peak_24408_lociStitched	chr21	43763459	43774508	2	10847	16959.1101	1480.566	673	TFF2	UBASH3A,TFF3,TFF1,TMPRSS3	TFF2	673	1
9_MACS_peak_20818_lociStitched	chr19	49189924	49202139	9	10837	12239.43	1288.6825	674	FUT2	SEC1,DBP,CA11,NTN5,MAMSTR,RASIP1,IZUMO1	FUT2	674	1
3_MACS_peak_33218_lociStitched	chr8	21981133	21992403	3	10831	17244.227	747.201	675	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	675	1
6_MACS_peak_17913_lociStitched	chr19	8278194	8289791	6	10822	12566.5092	1534.2831	676	LASS4		LASS4	676	1
8_MACS_peak_15828_lociStitched	chr17	77228969	77240348	8	10815	12239.2524	974.0424	677	RBFOX3		ENGASE	677	1
3_MACS_peak_26479_lociStitched	chr22	44732939	44743808	3	10814	13015.6275	771.699	678		KIAA1644	KIAA1644	678	1
11_MACS_peak_34774_lociStitched	chr9	132529869	132542941	11	10803	11951.7296	1267.984	679		TOR1B,PTGES,TOR1A	PTGES	679	1
9_MACS_peak_34071_lociStitched	chr8	144227923	144240418	9	10793	11534.1345	1090.8135	680	LY6H		LY6H	680	1
4_MACS_peak_8141_lociStitched	chr11	70023847	70034690	4	10786	10833.2413	1025.7478	681	ANO1	FADD	FADD	681	1
6_MACS_peak_17456_lociStitched	chr19	5739879	5751140	6	10783	11415.2757	1382.8508	682	TMEM146	RPL36,LONP1,PRR22,DUS3L	TMEM146	682	1
5_MACS_peak_15720_lociStitched	chr17	76524432	76535751	5	10781	12184.9035	923.6304	683	DNAH17		DNAH17	683	1
4_MACS_peak_4816_lociStitched	chr1	156808731	156819886	4	10772	14731.293	1437.8795	684	NTRK1,INSRR	NTRK1,PEAR1,SH2D2A	INSRR	684	1
3_MACS_peak_36255_lociStitched	chr9	139043346	139054536	3	10767	16381.041	785.538	685		C9orf69,LHX3	C9orf69	685	1
4_MACS_peak_31971_lociStitched	chr7	150869266	150880292	4	10761	13254.3546	1796.1354	686	ASB10	CHPF2,GBX1,ABCF2	ASB10	686	1
5_MACS_peak_30796_lociStitched	chr7	1016725	1028497	5	10745	14791.518	902.9124	687	CYP2W1	ADAP1,COX19,MIR339	CYP2W1	687	1
5_MACS_peak_20567_lociStitched	chr19	47967542	47979008	5	10739	12731.8464	990.6624	688	SLC8A2,KPTN	MEIS3,NAPA	SLC8A2	688	1
4_MACS_peak_6636_lociStitched	chr11	1150380	1161699	4	10733	14992.0155	829.6827	689			MUC2	689	1
2_MACS_peak_14732_lociStitched	chr17	48263780	48274744	2	10731	14723.5556	831.0712	690	COL1A1	SGCA,PPP1R9B,HILS1	COL1A1	690	1
4_MACS_peak_3235_lociStitched	chr1	21005720	21016830	4	10726	15868.413	1315.424	691	KIF17	PINK1,DDOST,SH2D5	DDOST	691	1
4_MACS_peak_26073_lociStitched	chr22	40036752	40047914	4	10726	14415.723	812.5936	692	CACNA1I		CACNA1I	692	1
8_MACS_peak_34724_lociStitched	chr9	132410219	132421768	8	10720	13273.2657	932.0043	693		METTL11A,PRRX2,C9orf50,ASB6	ASB6	693	1
5_MACS_peak_7410_lociStitched	chr11	62685606	62696840	5	10714	12302.3534	972.8644	694	CHRM1	SLC3A2	CHRM1	694	1
8_MACS_peak_2389_lociStitched	chr1	17671911	17684692	8	10709	12195.6302	1200.1359	695	PADI4	PADI6	PADI6	695	1
9_MACS_peak_12684_lociStitched	chr16	88450018	88461421	9	10704	11400.7194	676.1979	696		ZNF469	ZNF469	696	1
2_MACS_peak_20223_lociStitched	chr19	45376258	45387025	2	10701	13142.2002	1045.4757	697	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	697	1
5_MACS_peak_14544_lociStitched	chr17	45942733	45954034	5	10694	11791.4634	965.1054	698		LRRC46,SP2,OSBPL7,MRPL10,SCRN2,SP6	SP6	698	1
9_MACS_peak_11728_lociStitched	chr16	28066801	28079050	9	10691	11030.2245	1112.2092	699	GSG1L		GSG1L	699	1
3_MACS_peak_29332_lociStitched	chr4	48043077	48054093	3	10671	12777.4584	1627.0632	700		NIPAL1,CNGA1	NIPAL1	700	1
6_MACS_peak_22546_lociStitched	chr20	30441640	30453064	6	10662	12949.104	1070.4288	701	DUSP15	MYLK2,TTLL9,FOXS1	DUSP15	701	1
5_MACS_peak_28668_lociStitched	chr4	7327213	7338694	5	10659	11631.4011	885.1851	702	SORCS2		PSAPL1	702	1
7_MACS_peak_9826_lociStitched	chr13	113694748	113706831	7	10642	13334.7988	1088.6783	703	MCF2L		F7	703	1
5_MACS_peak_4385_lociStitched	chr1	37315509	37326870	5	10615	12533.4552	855.4833	704	GRIK3		GRIK3	704	1
6_MACS_peak_32514_lociStitched	chr7	157405861	157417809	6	10604	12007.74	1350.124	705	PTPRN2	MIR153-2	MIR153-2	705	1
7_MACS_peak_5880_lociStitched	chr10	102565311	102577489	7	10593	11543.5262	1229.978	706	PAX2		PAX2	706	1
9_MACS_peak_26622_lociStitched	chr22	45093689	45106264	9	10592	11330.075	807.315	707	PRR5,PRR5-ARHGAP8	ARHGAP8	PRR5-ARHGAP8	707	1
