#27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_ROSE/27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam
#Using cutoff of 11276.0776 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isSuper
1_MACS_peak_10950_lociStitched	chr15	78193469	78193991	1	523	360.9108	45.0486	12979	0
1_MACS_peak_31311_lociStitched	chr7	63215186	63215845	1	660	387.6238	71.8969	12980	0
1_MACS_peak_25546_lociStitched	chr22	28032434	28032924	1	491	341.922	26.215	12981	0
1_MACS_peak_2686_lociStitched	chr1	18481858	18482286	1	429	337.2212	21.5284	12982	0
1_MACS_peak_30016_lociStitched	chr5	177791358	177791923	1	566	365.2725	49.6635	12983	0
1_MACS_peak_10477_lociStitched	chr15	23202523	23202951	1	429	336.8788	21.3572	12984	0
1_MACS_peak_1340_lociStitched	chr1	7252298	7252767	1	470	356.6745	41.1782	12985	0
1_MACS_peak_22398_lociStitched	chr2	242140244	242140602	1	359	320.589	5.1194	12986	0
1_MACS_peak_29038_lociStitched	chr4	8211533	8211987	1	455	339.3196	24.1982	12987	0
1_MACS_peak_18262_lociStitched	chr19	11658307	11658749	1	443	341.224	26.1664	12988	0
1_MACS_peak_27072_lociStitched	chr22	47782736	47783153	1	418	315.0435	0	12989	0
1_MACS_peak_30132_lociStitched	chr5	180489665	180490120	1	456	365.9565	51.0055	12990	0
2_MACS_peak_30021_lociStitched	chr5	177970422	177971018	2	545	354.2028	39.336	12991	0
1_MACS_peak_31134_lociStitched	chr7	5149297	5149762	1	466	344.0535	29.202	12992	0
1_MACS_peak_13298_lociStitched	chr17	6317639	6318063	1	425	350.6904	35.8704	12993	0
1_MACS_peak_27897_lociStitched	chr3	127171438	127171865	1	428	328.7046	13.9202	12994	0
1_MACS_peak_5174_lociStitched	chr1	217309547	217309998	1	452	401.5253	86.9528	12995	0
1_MACS_peak_9642_lociStitched	chr12	108523697	108524210	1	514	370.7451	56.1735	12996	0
1_MACS_peak_21707_lociStitched	chr2	26773846	26774358	1	513	415.6416	101.12	12997	0
1_MACS_peak_8051_lociStitched	chr11	69806541	69806922	1	382	329.3745	14.859	12998	0
1_MACS_peak_28523_lociStitched	chr4	6544734	6545213	1	480	354.4121	39.9965	12999	0
1_MACS_peak_25144_lociStitched	chr22	20619799	20620456	1	658	386.5131	72.1386	13000	0
1_MACS_peak_18016_lociStitched	chr19	8674302	8674859	1	558	386.5023	72.1315	13001	0
1_MACS_peak_21049_lociStitched	chr19	50650816	50651315	1	500	355.7371	41.3671	13002	0
1_MACS_peak_3683_lociStitched	chr1	26671807	26672395	1	589	361.5024	47.1576	13003	0
1_MACS_peak_21567_lociStitched	chr19	59002584	59002957	1	374	318.3928	4.1776	13004	0
1_MACS_peak_32008_lociStitched	chr7	151391557	151392043	1	487	378.1566	63.9576	13005	0
1_MACS_peak_8709_lociStitched	chr11	117698183	117698652	1	470	390.4894	76.3063	13006	0
1_MACS_peak_4656_lociStitched	chr1	142721926	142722415	1	490	504.1101	189.9765	13007	0
1_MACS_peak_19068_lociStitched	chr19	18446960	18447515	1	556	351.093	37.1295	13008	0
1_MACS_peak_9251_lociStitched	chr12	52215828	52216228	1	401	339.48	25.52	13009	0
2_MACS_peak_28795_lociStitched	chr4	7630274	7630917	2	583	365.867	51.9544	13010	0
1_MACS_peak_6214_lociStitched	chr10	134289673	134290103	1	431	328.047	14.147	13011	0
1_MACS_peak_31843_lociStitched	chr7	107279722	107280303	1	582	395.9515	82.0953	13012	0
1_MACS_peak_14131_lociStitched	chr17	37775168	37775739	1	572	371.4355	57.7852	13013	0
1_MACS_peak_29581_lociStitched	chr5	1437436	1437944	1	509	369.316	55.7784	13014	0
1_MACS_peak_30031_lociStitched	chr5	178752514	178753092	1	579	331.194	17.6868	13015	0
1_MACS_peak_2569_lociStitched	chr1	18092988	18093508	1	521	317.876	4.42	13016	0
1_MACS_peak_21789_lociStitched	chr2	46525833	46526282	1	450	368.6739	55.227	13017	0
1_MACS_peak_23466_lociStitched	chr20	57929562	57930017	1	456	341.705	28.3465	13018	0
1_MACS_peak_22568_lociStitched	chr20	30556275	30556696	1	422	353.1769	39.9529	13019	0
1_MACS_peak_18061_lociStitched	chr19	10008005	10008424	1	420	319.7808	6.5783	13020	0
1_MACS_peak_5150_lociStitched	chr1	205648447	205649063	1	617	408.6544	95.48	13021	0
1_MACS_peak_9448_lociStitched	chr12	53223812	53224225	1	414	342.6248	29.5708	13022	0
1_MACS_peak_27939_lociStitched	chr3	134007054	134007510	1	457	354.9504	41.952	13023	0
1_MACS_peak_25327_lociStitched	chr22	24300846	24301432	1	587	327.9256	14.943	13024	0
1_MACS_peak_20277_lociStitched	chr19	45931531	45931956	1	426	339.4475	26.5625	13025	0
1_MACS_peak_12118_lociStitched	chr16	84439784	84440210	1	427	339.3942	26.5398	13026	0
1_MACS_peak_34917_lociStitched	chr9	133390617	133391194	1	578	352.8932	40.0438	13027	0
1_MACS_peak_25635_lociStitched	chr22	30880492	30880971	1	480	389.1396	76.3047	13028	0
1_MACS_peak_20263_lociStitched	chr19	45749473	45749957	1	485	345.2372	32.428	13029	0
1_MACS_peak_34434_lociStitched	chr9	101737472	101737975	1	504	411.0516	98.2862	13030	0
1_MACS_peak_21381_lociStitched	chr19	55591810	55592247	1	438	376.6066	63.8457	13031	0
1_MACS_peak_32005_lociStitched	chr7	151148369	151148831	1	463	341.0946	28.3668	13032	0
1_MACS_peak_12111_lociStitched	chr16	84317648	84318128	1	481	328.848	16.224	13033	0
1_MACS_peak_5701_lociStitched	chr10	73437194	73437657	1	464	326.0909	13.4733	13034	0
1_MACS_peak_11566_lociStitched	chr16	4098735	4099214	1	480	337.3118	24.8122	13035	0
1_MACS_peak_30084_lociStitched	chr5	179829078	179829526	1	449	342.496	30.016	13036	0
1_MACS_peak_27683_lociStitched	chr3	49705083	49705567	1	485	373.4544	61.0808	13037	0
1_MACS_peak_3074_lociStitched	chr1	20595062	20595597	1	536	368.829	56.496	13038	0
1_MACS_peak_9142_lociStitched	chr12	3616533	3616963	1	431	325.811	13.502	13039	0
1_MACS_peak_32625_lociStitched	chr7	157738050	157738455	1	406	322.8255	10.611	13040	0
1_MACS_peak_30064_lociStitched	chr5	179731669	179732114	1	446	320.8895	8.6775	13041	0
1_MACS_peak_22648_lociStitched	chr20	31663475	31663982	1	508	350.4384	38.2785	13042	0
1_MACS_peak_4193_lociStitched	chr1	31358134	31358641	1	508	388.6662	76.5063	13043	0
1_MACS_peak_15527_lociStitched	chr17	75046577	75047052	1	476	358.91	46.7875	13044	0
1_MACS_peak_22884_lociStitched	chr20	44904843	44905339	1	497	327.5584	15.4752	13045	0
1_MACS_peak_9422_lociStitched	chr12	53080271	53080862	1	592	394.3152	82.2672	13046	0
1_MACS_peak_12382_lociStitched	chr16	85512881	85513309	1	429	345.9096	33.9404	13047	0
1_MACS_peak_11930_lociStitched	chr16	31498421	31498938	1	518	383.097	71.1392	13048	0
1_MACS_peak_5572_lociStitched	chr10	72696559	72697039	1	481	319.296	7.344	13049	0
1_MACS_peak_32210_lociStitched	chr7	155206031	155206765	1	735	404.1404	92.1904	13050	0
1_MACS_peak_25887_lociStitched	chr22	37555576	37556034	1	459	339.4696	27.5258	13051	0
1_MACS_peak_9033_lociStitched	chr12	3211737	3212286	1	550	348.8346	36.9477	13052	0
1_MACS_peak_27690_lociStitched	chr3	49911351	49911916	1	566	387.7595	75.8795	13053	0
1_MACS_peak_25842_lociStitched	chr22	37391262	37391742	1	481	352.176	40.32	13054	0
1_MACS_peak_20687_lociStitched	chr19	48507457	48507863	1	407	318.2634	6.496	13055	0
1_MACS_peak_11097_lociStitched	chr15	102083442	102083834	1	393	327.4376	15.68	13056	0
1_MACS_peak_19096_lociStitched	chr19	18694675	18695165	1	491	349.272	37.583	13057	0
1_MACS_peak_14676_lociStitched	chr17	47640269	47640711	1	443	360.4068	48.7526	13058	0
1_MACS_peak_424_lociStitched	chr1	2757044	2757427	1	384	343.3212	31.9805	13059	0
1_MACS_peak_12167_lociStitched	chr16	84963084	84963604	1	521	311.272	0	13060	0
1_MACS_peak_28561_lociStitched	chr4	7120917	7121387	1	471	334.828	23.594	13061	0
1_MACS_peak_3644_lociStitched	chr1	23299084	23299552	1	469	323.1072	11.8872	13062	0
1_MACS_peak_22252_lociStitched	chr2	239769112	239769668	1	557	325.0376	13.8444	13063	0
1_MACS_peak_19171_lociStitched	chr19	19673589	19674078	1	490	318.7302	7.5795	13064	0
1_MACS_peak_26530_lociStitched	chr22	44865542	44866012	1	471	321.057	9.917	13065	0
1_MACS_peak_4029_lociStitched	chr1	30780435	30780936	1	502	338.5758	27.4548	13066	0
1_MACS_peak_11559_lociStitched	chr16	4040467	4041006	1	540	372.9341	61.8772	13067	0
1_MACS_peak_27325_lociStitched	chr22	51079269	51079803	1	535	338.0754	27.0204	13068	0
1_MACS_peak_29707_lociStitched	chr5	72460386	72460882	1	497	359.7488	48.7568	13069	0
1_MACS_peak_2641_lociStitched	chr1	18328106	18328592	1	487	334.3194	23.3766	13070	0
1_MACS_peak_10841_lociStitched	chr15	76134897	76135379	1	483	380.9728	70.0828	13071	0
1_MACS_peak_1015_lociStitched	chr1	5522820	5523265	1	446	337.221	26.344	13072	0
1_MACS_peak_29377_lociStitched	chr4	83213402	83213878	1	477	398.8404	88.0124	13073	0
1_MACS_peak_31123_lociStitched	chr7	4967394	4967901	1	508	335.6847	24.9444	13074	0
1_MACS_peak_9553_lociStitched	chr12	54500186	54500625	1	440	331.8401	21.1159	13075	0
1_MACS_peak_25459_lociStitched	chr22	26726242	26726694	1	453	359.566	48.8612	13076	0
1_MACS_peak_502_lociStitched	chr1	2916684	2917102	1	419	334.5254	23.826	13077	0
1_MACS_peak_20008_lociStitched	chr19	42203078	42203450	1	373	333.87	23.2872	13078	0
1_MACS_peak_30793_lociStitched	chr7	990683	991196	1	514	343.8126	33.2424	13079	0
1_MACS_peak_6576_lociStitched	chr11	569295	569752	1	458	346.1318	35.6003	13080	0
1_MACS_peak_8920_lociStitched	chr11	134317234	134317695	1	462	316.6609	6.1313	13081	0
1_MACS_peak_27668_lociStitched	chr3	48693941	48694490	1	550	374.1984	63.684	13082	0
1_MACS_peak_5269_lociStitched	chr1	234922699	234923342	1	644	415.9567	105.452	13083	0
1_MACS_peak_19934_lociStitched	chr19	41652883	41653307	1	425	330.1264	19.7584	13084	0
1_MACS_peak_28722_lociStitched	chr4	7460318	7460851	1	534	351.4602	41.0943	13085	0
1_MACS_peak_14023_lociStitched	chr17	34993719	34994323	1	605	365.7824	55.4472	13086	0
1_MACS_peak_34367_lociStitched	chr9	36863954	36864422	1	469	322.686	12.3552	13087	0
1_MACS_peak_23552_lociStitched	chr20	58243204	58243650	1	447	323.9298	13.603	13088	0
1_MACS_peak_27309_lociStitched	chr22	50707517	50708095	1	579	420.3794	110.1668	13089	0
1_MACS_peak_3552_lociStitched	chr1	23114827	23115257	1	431	329.939	19.78	13090	0
1_MACS_peak_44_lociStitched	chr1	946277	946857	1	581	315.694	5.568	13091	0
1_MACS_peak_8663_lociStitched	chr11	117521605	117522048	1	444	352.185	42.085	13092	0
1_MACS_peak_17562_lociStitched	chr19	6159809	6160373	1	565	399.2556	89.1684	13093	0
1_MACS_peak_36420_lociStitched	chr9	140243738	140244154	1	417	325.8112	15.7248	13094	0
1_MACS_peak_35229_lociStitched	chr9	135646593	135647263	1	671	396.439	86.363	13095	0
1_MACS_peak_23600_lociStitched	chr20	60105550	60106017	1	468	342.0308	31.9895	13096	0
1_MACS_peak_5234_lociStitched	chr1	228348126	228348567	1	442	347.9049	38.0142	13097	0
1_MACS_peak_2762_lociStitched	chr1	18713087	18713525	1	439	326.7042	16.863	13098	0
1_MACS_peak_17666_lociStitched	chr19	7002399	7002820	1	422	339.1997	29.3858	13099	0
1_MACS_peak_1315_lociStitched	chr1	7166115	7166673	1	559	351.2052	41.4036	13100	0
1_MACS_peak_29683_lociStitched	chr5	54399236	54399654	1	419	324.577	14.7972	13101	0
1_MACS_peak_15100_lociStitched	chr17	72101067	72101566	1	500	355.9866	46.2074	13102	0
1_MACS_peak_3607_lociStitched	chr1	23215626	23216113	1	488	373.3342	63.6022	13103	0
1_MACS_peak_27953_lociStitched	chr3	137485095	137485541	1	447	342.2158	32.5134	13104	0
1_MACS_peak_19210_lociStitched	chr19	30231989	30232400	1	412	351.1584	41.4699	13105	0
1_MACS_peak_25666_lociStitched	chr22	31203676	31204185	1	510	372.0281	62.4543	13106	0
1_MACS_peak_806_lociStitched	chr1	4151167	4151550	1	384	309.5406	0	13107	0
1_MACS_peak_3135_lociStitched	chr1	20708229	20708802	1	574	384.5403	75.0057	13108	0
1_MACS_peak_23576_lociStitched	chr20	59872525	59873082	1	558	329.1313	19.6621	13109	0
1_MACS_peak_7525_lociStitched	chr11	64318579	64319117	1	539	367.6692	58.4268	13110	0
1_MACS_peak_17183_lociStitched	chr19	4072638	4073192	1	555	387.4676	78.2802	13111	0
1_MACS_peak_18135_lociStitched	chr19	10177042	10177475	1	434	328.9501	19.8747	13112	0
1_MACS_peak_25642_lociStitched	chr22	30895709	30896227	1	519	328.5156	19.4768	13113	0
1_MACS_peak_22177_lociStitched	chr2	220222871	220223444	1	574	368.0379	59.1336	13114	0
1_MACS_peak_11634_lociStitched	chr16	4996260	4996794	1	535	338.0754	29.2098	13115	0
1_MACS_peak_23262_lociStitched	chr20	56718363	56718859	1	497	352.1104	43.2512	13116	0
1_MACS_peak_13425_lociStitched	chr17	7091003	7091548	1	546	382.0995	73.248	13117	0
1_MACS_peak_30097_lociStitched	chr5	180027497	180027912	1	416	310.6275	1.8675	13118	0
1_MACS_peak_16861_lociStitched	chr19	2896339	2896788	1	450	396.5119	87.7795	13119	0
1_MACS_peak_17624_lociStitched	chr19	6682338	6682968	1	631	436.905	128.205	13120	0
1_MACS_peak_36415_lociStitched	chr9	140231847	140232323	1	477	386.7024	78.0164	13121	0
1_MACS_peak_15438_lociStitched	chr17	74014192	74014708	1	517	360.9936	52.374	13122	0
1_MACS_peak_7795_lociStitched	chr11	68441234	68441780	1	547	342.2328	33.6336	13123	0
1_MACS_peak_27660_lociStitched	chr3	48615369	48615867	1	499	341.9766	33.4158	13124	0
1_MACS_peak_19389_lociStitched	chr19	35542519	35542943	1	425	342.6344	34.132	13125	0
1_MACS_peak_8651_lociStitched	chr11	117471102	117471656	1	555	359.823	51.3558	13126	0
1_MACS_peak_17928_lociStitched	chr19	8306154	8306618	1	465	409.944	101.4768	13127	0
2_MACS_peak_35140_lociStitched	chr9	135310224	135310781	2	557	316.3203	7.8537	13128	0
1_MACS_peak_7658_lociStitched	chr11	66156297	66156869	1	573	433.3472	124.9248	13129	0
1_MACS_peak_11815_lociStitched	chr16	29267895	29268362	1	468	320.4087	12.0019	13130	0
1_MACS_peak_21382_lociStitched	chr19	55594523	55594962	1	440	329.5573	21.2037	13131	0
1_MACS_peak_10343_lociStitched	chr14	105441732	105442186	1	455	347.31	39.044	13132	0
1_MACS_peak_13408_lociStitched	chr17	7054390	7054844	1	455	344.1774	35.9568	13133	0
1_MACS_peak_14888_lociStitched	chr17	61592652	61593120	1	469	334.1052	25.9272	13134	0
1_MACS_peak_23756_lociStitched	chr20	60486631	60487198	1	568	351.0864	42.9219	13135	0
1_MACS_peak_33184_lociStitched	chr8	12457948	12458446	1	499	333.0126	24.8502	13136	0
1_MACS_peak_4396_lociStitched	chr1	37375129	37375657	1	529	338.9232	30.7824	13137	0
1_MACS_peak_20969_lociStitched	chr19	49917046	49917600	1	555	364.809	56.6742	13138	0
1_MACS_peak_22587_lociStitched	chr20	30613392	30613880	1	489	314.3696	6.2464	13139	0
1_MACS_peak_23685_lociStitched	chr20	60329210	60329723	1	514	364.4865	56.3787	13140	0
1_MACS_peak_13800_lociStitched	chr17	19360560	19361116	1	557	376.968	68.944	13141	0
1_MACS_peak_15568_lociStitched	chr17	75808521	75809036	1	516	385.426	77.4045	13142	0
1_MACS_peak_28666_lociStitched	chr4	7324948	7325357	1	410	308.0179	0	13143	0
1_MACS_peak_22156_lociStitched	chr2	219886863	219887361	1	499	339.8352	31.8222	13144	0
1_MACS_peak_26418_lociStitched	chr22	44337649	44338101	1	453	362.73	54.8276	13145	0
1_MACS_peak_22663_lociStitched	chr20	31860160	31860659	1	500	366.2161	58.383	13146	0
1_MACS_peak_20840_lociStitched	chr19	49225059	49225513	1	455	322.4308	14.7096	13147	0
1_MACS_peak_25564_lociStitched	chr22	28176053	28176545	1	493	329.0988	21.402	13148	0
1_MACS_peak_12188_lociStitched	chr16	85169413	85169814	1	402	330.2235	22.5763	13149	0
1_MACS_peak_5737_lociStitched	chr10	88718287	88718765	1	479	341.5788	33.938	13150	0
1_MACS_peak_5580_lociStitched	chr10	72801442	72801952	1	511	319.668	12.036	13151	0
1_MACS_peak_22215_lociStitched	chr2	223043405	223043663	1	259	312.3864	4.8246	13152	0
1_MACS_peak_9027_lociStitched	chr12	3194871	3195264	1	394	327.3297	19.7679	13153	0
1_MACS_peak_14151_lociStitched	chr17	38614212	38614626	1	415	350.3682	42.9318	13154	0
1_MACS_peak_27532_lociStitched	chr3	14307919	14308327	1	409	349.1664	41.7384	13155	0
1_MACS_peak_5125_lociStitched	chr1	205454238	205454706	1	469	389.8908	82.5084	13156	0
1_MACS_peak_19982_lociStitched	chr19	42004647	42005082	1	436	359.571	52.2	13157	0
1_MACS_peak_24817_lociStitched	chr21	46963039	46963457	1	419	358.1006	50.7452	13158	0
1_MACS_peak_5292_lociStitched	chr1	236311224	236311746	1	523	356.9958	49.6422	13159	0
1_MACS_peak_34834_lociStitched	chr9	133007004	133007416	1	413	329.1056	21.836	13160	0
1_MACS_peak_22816_lociStitched	chr20	43437866	43438309	1	444	344.9641	37.6993	13161	0
1_MACS_peak_34045_lociStitched	chr8	144139711	144140263	1	553	391.2576	84.0144	13162	0
1_MACS_peak_19598_lociStitched	chr19	36461225	36461829	1	605	343.6156	36.4816	13163	0
1_MACS_peak_20618_lociStitched	chr19	48305691	48306155	1	465	338.9056	31.9696	13164	0
1_MACS_peak_6479_lociStitched	chr10	135439971	135440432	1	462	365.0198	58.1321	13165	0
1_MACS_peak_8823_lociStitched	chr11	119897917	119898404	1	488	331.647	24.9344	13166	0
1_MACS_peak_17690_lociStitched	chr19	7427802	7428393	1	592	444.0774	137.4075	13167	0
1_MACS_peak_8349_lociStitched	chr11	70732943	70733391	1	449	339.36	32.704	13168	0
1_MACS_peak_34951_lociStitched	chr9	133548606	133549040	1	435	341.3844	34.8502	13169	0
1_MACS_peak_29597_lociStitched	chr5	1720579	1721143	1	565	350.6388	44.1612	13170	0
1_MACS_peak_17904_lociStitched	chr19	8255597	8256228	1	632	451.1019	144.6252	13171	0
1_MACS_peak_16213_lociStitched	chr17	78374633	78374959	1	327	315.242	8.7694	13172	0
1_MACS_peak_1341_lociStitched	chr1	7253876	7254362	1	487	360.5148	54.0432	13173	0
1_MACS_peak_29609_lociStitched	chr5	1762222	1762741	1	520	333.7689	27.2994	13174	0
1_MACS_peak_24293_lociStitched	chr21	40376246	40376744	1	499	389.6352	83.2158	13175	0
1_MACS_peak_26003_lociStitched	chr22	38479625	38480023	1	399	306.3804	0	13176	0
1_MACS_peak_9834_lociStitched	chr13	113713502	113713892	1	391	344.721	38.454	13177	0
1_MACS_peak_36513_lociStitched	chr9	140971731	140972170	1	440	330.9182	24.6718	13178	0
1_MACS_peak_12664_lociStitched	chr16	88351556	88352050	1	495	328.016	21.8348	13179	0
1_MACS_peak_31791_lociStitched	chr7	101152757	101153189	1	433	370.44	64.2816	13180	0
1_MACS_peak_18282_lociStitched	chr19	12972574	12972978	1	405	331.2396	25.0884	13181	0
1_MACS_peak_31131_lociStitched	chr7	5116111	5116540	1	430	365.5509	59.4594	13182	0
1_MACS_peak_19238_lociStitched	chr19	30374548	30374993	1	446	334.4175	28.3465	13183	0
1_MACS_peak_25566_lociStitched	chr22	28183597	28184039	1	443	317.9748	12.0224	13184	0
1_MACS_peak_12902_lociStitched	chr17	177563	178018	1	456	334.4705	28.5285	13185	0
1_MACS_peak_2625_lociStitched	chr1	18254238	18254752	1	515	333.6374	27.9616	13186	0
1_MACS_peak_28049_lociStitched	chr3	195357634	195358260	1	627	441.7682	136.0924	13187	0
1_MACS_peak_13445_lociStitched	chr17	7181482	7181938	1	457	342.4104	36.7536	13188	0
2_MACS_peak_25129_lociStitched	chr22	20468369	20469322	2	700	407.9793	102.3522	13189	0
1_MACS_peak_7201_lociStitched	chr11	46349182	46349751	1	570	358.6976	53.0877	13190	0
1_MACS_peak_8451_lociStitched	chr11	71056842	71057301	1	460	328.7817	23.2254	13191	0
1_MACS_peak_29547_lociStitched	chr5	1192071	1192477	1	407	345.0594	39.5038	13192	0
1_MACS_peak_11199_lociStitched	chr16	911612	912035	1	424	338.9499	33.417	13193	0
1_MACS_peak_14629_lociStitched	chr17	47327357	47327740	1	384	328.997	23.4779	13194	0
1_MACS_peak_28539_lociStitched	chr4	6575957	6576452	1	496	359.4195	53.9055	13195	0
1_MACS_peak_8498_lociStitched	chr11	72313406	72313786	1	381	305.482	0	13196	0
1_MACS_peak_9376_lociStitched	chr12	52797532	52797969	1	438	362.5789	57.1159	13197	0
1_MACS_peak_22354_lociStitched	chr2	241776507	241776918	1	412	313.0587	7.6446	13198	0
1_MACS_peak_29413_lociStitched	chr4	186049774	186050237	1	464	370.2611	64.9126	13199	0
1_MACS_peak_1114_lociStitched	chr1	5794988	5795501	1	514	356.6889	51.4026	13200	0
1_MACS_peak_10794_lociStitched	chr15	75043998	75044371	1	374	334.4691	29.2432	13201	0
1_MACS_peak_22024_lociStitched	chr2	128404077	128404433	1	357	322.358	17.1948	13202	0
1_MACS_peak_2581_lociStitched	chr1	18130766	18131165	1	400	328.6563	23.5809	13203	0
1_MACS_peak_6630_lociStitched	chr11	1131490	1132000	1	511	327.93	22.95	13204	0
1_MACS_peak_26650_lociStitched	chr22	45130716	45131102	1	387	312.853	7.8744	13205	0
1_MACS_peak_1057_lociStitched	chr1	5616293	5616749	1	457	344.052	39.1704	13206	0
1_MACS_peak_27997_lociStitched	chr3	184304760	184305238	1	479	365.0486	60.228	13207	0
1_MACS_peak_16878_lociStitched	chr19	2949430	2949946	1	517	375.8028	71.0532	13208	0
1_MACS_peak_11090_lociStitched	chr15	101869737	101870183	1	447	331.824	27.1614	13209	0
1_MACS_peak_21692_lociStitched	chr2	26712488	26712953	1	466	350.424	45.849	13210	0
1_MACS_peak_19223_lociStitched	chr19	30287417	30287859	1	443	320.4942	16.0004	13211	0
1_MACS_peak_5977_lociStitched	chr10	112402695	112403162	1	468	379.0639	74.5799	13212	0
1_MACS_peak_21586_lociStitched	chr2	563586	564046	1	461	344.31	39.836	13213	0
1_MACS_peak_3115_lociStitched	chr1	20670502	20671045	1	544	338.3433	33.9375	13214	0
1_MACS_peak_2122_lociStitched	chr1	16431248	16431764	1	517	355.7304	51.342	13215	0
2_MACS_peak_28118_lociStitched	chr4	780987	781722	2	595	375.144	70.7805	13216	0
1_MACS_peak_11844_lociStitched	chr16	29884431	29884887	1	457	332.7888	28.5	13217	0
1_MACS_peak_25636_lociStitched	chr22	30881997	30882488	1	492	335.6967	31.424	13218	0
1_MACS_peak_24070_lociStitched	chr20	62272288	62272804	1	517	347.2164	42.9828	13219	0
1_MACS_peak_14913_lociStitched	chr17	64985264	64985687	1	424	331.9704	27.7911	13220	0
1_MACS_peak_8193_lociStitched	chr11	70312547	70313114	1	568	347.4576	43.3188	13221	0
1_MACS_peak_8180_lociStitched	chr11	70276734	70277143	1	410	335.4209	31.4112	13222	0
1_MACS_peak_26656_lociStitched	chr22	45149455	45150025	1	571	341.43	37.449	13223	0
1_MACS_peak_4847_lociStitched	chr1	157618667	157619181	1	515	395.5744	91.5948	13224	0
1_MACS_peak_8817_lociStitched	chr11	119676388	119676796	1	409	345.9432	41.9832	13225	0
1_MACS_peak_19207_lociStitched	chr19	30222206	30222783	1	578	385.4937	81.5878	13226	0
1_MACS_peak_3813_lociStitched	chr1	29796027	29796512	1	486	323.7375	19.8365	13227	0
1_MACS_peak_13956_lociStitched	chr17	27343122	27343560	1	439	339.3624	35.478	13228	0
1_MACS_peak_26105_lociStitched	chr22	40419737	40420212	1	476	370.88	67.0225	13229	0
1_MACS_peak_4682_lociStitched	chr1	146009491	146009949	1	459	359.9422	56.105	13230	0
1_MACS_peak_18694_lociStitched	chr19	15968549	15969107	1	559	401.9832	98.1522	13231	0
1_MACS_peak_31927_lociStitched	chr7	142569567	142570062	1	496	345.0645	41.283	13232	0
1_MACS_peak_11768_lociStitched	chr16	29156501	29157096	1	596	380.3835	76.636	13233	0
1_MACS_peak_14987_lociStitched	chr17	71521064	71521546	1	483	368.8264	65.1182	13234	0
1_MACS_peak_12076_lociStitched	chr16	74454062	74454537	1	476	326.7525	23.1325	13235	0
1_MACS_peak_20534_lociStitched	chr19	47833625	47834063	1	439	351.276	47.6982	13236	0
1_MACS_peak_32104_lociStitched	chr7	154660148	154660719	1	572	400.9562	97.4126	13237	0
1_MACS_peak_26981_lociStitched	chr22	46441322	46441876	1	555	385.4178	81.8812	13238	0
1_MACS_peak_28262_lociStitched	chr4	3552616	3553085	1	470	342.6514	39.2553	13239	0
1_MACS_peak_14419_lociStitched	chr17	43084747	43085217	1	471	336.849	33.511	13240	0
1_MACS_peak_11871_lociStitched	chr16	30044463	30044953	1	491	317.079	13.818	13241	0
1_MACS_peak_32413_lociStitched	chr7	156236066	156236576	1	511	411.774	108.579	13242	0
1_MACS_peak_16941_lociStitched	chr19	3053342	3053779	1	438	333.6495	30.5463	13243	0
1_MACS_peak_27287_lociStitched	chr22	50581446	50581850	1	405	310.9184	7.878	13244	0
1_MACS_peak_32775_lociStitched	chr7	158748987	158749485	1	499	318.6702	15.7368	13245	0
1_MACS_peak_310_lociStitched	chr1	2411102	2411528	1	427	328.9572	26.1564	13246	0
1_MACS_peak_3796_lociStitched	chr1	29743322	29743746	1	425	321.4768	18.6984	13247	0
1_MACS_peak_29856_lociStitched	chr5	176092561	176092964	1	404	339.0439	36.27	13248	0
1_MACS_peak_5309_lociStitched	chr10	819199	819703	1	505	330.8256	28.0728	13249	0
1_MACS_peak_34428_lociStitched	chr9	97700196	97700457	1	262	380.2509	77.517	13250	0
1_MACS_peak_20877_lociStitched	chr19	49436070	49436625	1	556	397.8795	95.1825	13251	0
1_MACS_peak_7089_lociStitched	chr11	17774628	17775002	1	375	349.6152	46.937	13252	0
1_MACS_peak_4556_lociStitched	chr1	46900956	46901353	1	398	338.9983	36.3652	13253	0
1_MACS_peak_12469_lociStitched	chr16	86605164	86605647	1	484	324.2862	21.6867	13254	0
1_MACS_peak_29321_lociStitched	chr4	20254747	20255227	1	481	340.896	38.304	13255	0
1_MACS_peak_17486_lociStitched	chr19	5805374	5805855	1	482	380.3748	77.8258	13256	0
1_MACS_peak_6839_lociStitched	chr11	1886081	1886475	1	395	310.3932	7.88	13257	0
1_MACS_peak_36455_lociStitched	chr9	140761615	140762119	1	505	370.6416	68.2416	13258	0
