REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	OPM.2.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
1_MACS_peak_27216_lociStitched	chr8	2037217	2042080	1	4864	19193.2884	625	1	MYOM2		MYOM2	MYOM2	0.6741	625	1
1_MACS_peak_3905_lociStitched	chr10	93996983	94001666	1	4684	21178.8675	628	1	CPEB3	MARCH5	CPEB3	CPEB3	0.4062	628	1
2_MACS_peak_17250_lociStitched	chr20	17946532	17951087	2	4435	23616.764	629	1	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.7647	629	1
2_MACS_peak_13243_lociStitched	chr18	47491480	47496537	2	4919	18253.7472	631	1	MYO5B		SCARNA17	SCARNA17	NONE	631	1
3_MACS_peak_11953_lociStitched	chr17	36857906	36862885	3	4839	18994.885	634	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.674	634	1
2_MACS_peak_14903_lociStitched	chr2	11637202	11641964	2	4753	19655.6312	641	1		GREB1,E2F6	E2F6	E2F6	0.2622	641	1
2_MACS_peak_17448_lociStitched	chr20	34730158	34735147	2	4907	17697.4797	642	1	EPB41L1	EPB41L1	EPB41L1	EPB41L1	0.2753	642	1
1_MACS_peak_16620_lociStitched	chr2	201980067	201984500	1	4434	22833.9397	645	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.7465	645	1
3_MACS_peak_26182_lociStitched	chr7	54769359	54774306	3	4910	17409.4824	647	1			SEC61G	SEC61G	NONE	647	1
2_MACS_peak_22649_lociStitched	chr5	43600524	43605050	2	4464	22502.3668	648	1	NNT	PAIP1	NNT	NNT	0.2559	648	1
3_MACS_peak_18566_lociStitched	chr22	36254338	36259808	3	4949	16837.754	649	1	RBFOX2	RBFOX2	RBFOX2	RBFOX2	0.22	649	1
1_MACS_peak_15828_lociStitched	chr2	106411477	106416224	1	4748	19389.5962	650	1	NCK2		NCK2	NCK2	0.3008	650	1
1_MACS_peak_20444_lociStitched	chr3	176912290	176917176	1	4887	17268.1012	658	1	TBL1XR1		TBL1XR1	TBL1XR1	0.1954	658	1
2_MACS_peak_11134_lociStitched	chr16	74329680	74334102	2	4393	22779.0486	660	1	PSMD7		PSMD7	PSMD7	1.2667	660	1
1_MACS_peak_6016_lociStitched	chr12	9799712	9804567	1	4856	17507.13	661	1	LOC374443	CLEC2D,KLRB1	LOC374443	LOC374443	0.9459	661	1
1_MACS_peak_3434_lociStitched	chr10	43901186	43905614	1	4429	22287.0096	664	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	HNRNPF	1.164	664	1
3_MACS_peak_27320_lociStitched	chr8	12442500	12447314	3	4673	19578.0566	669	1			MIR3926-2	MIR3926-2	NONE	669	1
3_MACS_peak_2773_lociStitched	chr1	232940083	232944665	3	4574	20668.4856	670	1	KIAA1383		KIAA1383	KIAA1383	1.4405	670	1
2_MACS_peak_28307_lociStitched	chr8	126229035	126233990	2	4925	16266.274	671	1	NSMCE2		NSMCE2	NSMCE2	0.5205	671	1
2_MACS_peak_1845_lociStitched	chr1	165721503	165725876	2	4356	22839.7417	672	1	TMCO1		TMCO1	TMCO1	1.0736	672	1
3_MACS_peak_15677_lociStitched	chr2	87782632	87787974	3	4931	16147.7976	673	1	NCRNA00152		NCRNA00152	NCRNA00152	1.2844	673	1
2_MACS_peak_8576_lociStitched	chr14	66188211	66193407	2	4901	16550.8188	675	1	FUT8		FUT8	FUT8	0.1577	675	1
3_MACS_peak_3680_lociStitched	chr10	74019354	74024173	3	4666	19556.9477	676	1		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	1.4675	676	1
2_MACS_peak_12615_lociStitched	chr17	74475634	74479791	2	4094	24983.1543	677	1	RHBDF2	AANAT,PRCD,UBE2O	RHBDF2	RHBDF2	1.3752	677	1
1_MACS_peak_9362_lociStitched	chr15	40389073	40393595	1	4523	21066.6414	678	1	BMF		BMF	BMF	1.4936	678	1
3_MACS_peak_9281_lociStitched	chr15	31616794	31621728	3	4851	17144.6632	679	1	KLF13		KLF13	KLF13	0.9389	679	1
2_MACS_peak_1630_lociStitched	chr1	155826422	155830683	2	3912	26357.6938	680	1	SYT11,GON4L		SYT11	SYT11	0.8526	680	1
2_MACS_peak_1673_lociStitched	chr1	156695062	156699886	2	4824	17450.82	681	1	C1orf66,ISG20L2	PRCC,NES,CRABP2,MRPL24,HDGF	ISG20L2	HDGF	2.1012	681	1
2_MACS_peak_14035_lociStitched	chr19	18389859	18393998	2	4018	25491.2732	682	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	2.2267	682	1
2_MACS_peak_18923_lociStitched	chr3	8697873	8702898	2	4911	16029.75	688	1		C3orf32	C3orf32	C3orf32	0.161	688	1
2_MACS_peak_1800_lociStitched	chr1	162530547	162535197	2	4646	19500.24	689	1	UAP1		UAP1	UAP1	1.0773	689	1
1_MACS_peak_13393_lociStitched	chr18	60764607	60769104	1	4498	21051.3564	693	1			BCL2	BCL2	NONE	693	1
1_MACS_peak_5107_lociStitched	chr11	65902813	65907432	1	4620	19379.0145	700	1	PACS1		PACS1	PACS1	0.3413	700	1
1_MACS_peak_12630_lociStitched	chr17	74777011	74781891	1	4881	15955.648	701	1		MFSD11,MIR636,SRSF2	MFSD11	MIR636	1.9465	701	1
3_MACS_peak_27541_lociStitched	chr8	33421106	33425326	3	4088	24456.166	702	1	RNF122	DUSP26	RNF122	RNF122	1.9	702	1
2_MACS_peak_6579_lociStitched	chr12	57845934	57850750	2	4675	18515.112	704	1	INHBE	INHBC,GLI1,MARS,ARHGAP9	INHBE	INHBE	1.8812	704	1
3_MACS_peak_11855_lociStitched	chr17	33315710	33320710	3	4739	17678	706	1	LIG3	ZNF830,CCT6B	LIG3	LIG3	1.2914	706	1
3_MACS_peak_17360_lociStitched	chr20	31257516	31262374	3	4646	18819.892	707	1		C20orf203	C20orf203	C20orf203	0.1425	707	1
1_MACS_peak_12306_lociStitched	chr17	55431908	55436165	1	4258	22823.0541	708	1	MSI2		MSI2	MSI2	0.2495	708	1
2_MACS_peak_2019_lociStitched	chr1	179970427	179975062	2	4619	18965.0295	711	1	CEP350		CEP350	CEP350	0.2827	711	1
1_MACS_peak_21753_lociStitched	chr4	124317878	124322077	1	4200	23158.7447	713	1	SPRY1		SPRY1	SPRY1	1.4836	713	1
1_MACS_peak_23007_lociStitched	chr5	88595549	88600079	1	4531	19677.867	715	1			MEF2C	MEF2C	0.5949	715	1
2_MACS_peak_20079_lociStitched	chr3	133192665	133197506	2	4781	16503.4531	717	1	BFSP2		BFSP2	BFSP2	0.3324	717	1
2_MACS_peak_27492_lociStitched	chr8	29385558	29389931	2	4374	21244.4713	718	1			DUSP4	DUSP4	2.2487	718	1
2_MACS_peak_10177_lociStitched	chr15	101664911	101669308	2	4320	21757.2354	719	1			CHSY1	CHSY1	0.822	719	1
3_MACS_peak_3990_lociStitched	chr10	100097238	100102257	3	4583	18858.8925	722	1			MIR1287	MIR1287	NONE	722	1
2_MACS_peak_16103_lociStitched	chr2	137138155	137142976	2	4652	17992.9362	724	1			CXCR4	CXCR4	NONE	724	1
1_MACS_peak_12868_lociStitched	chr18	3447325	3451775	1	4451	20219.02	728	1	TGIF1	TGIF1	TGIF1	TGIF1	0.4253	728	1
1_MACS_peak_5966_lociStitched	chr12	6640989	6645303	1	4315	21559.215	729	1	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	GAPDH	1.7388	729	1
3_MACS_peak_4698_lociStitched	chr11	30118876	30124025	3	4754	16443.3315	731	1			KCNA4	KCNA4	NONE	731	1
2_MACS_peak_12809_lociStitched	chr17	80358580	80363528	2	4698	17201.722	732	1	C17orf101	TEX19,UTS2R,HEXDC,C17orf62	HEXDC	UTS2R	1.2559	732	1
1_MACS_peak_15296_lociStitched	chr2	47546460	47551184	1	4725	16776.3412	734	1		EPCAM	EPCAM	EPCAM	0.0528	734	1
1_MACS_peak_869_lociStitched	chr1	59247242	59251546	1	4305	21581.1168	735	1	LOC100131060,JUN		JUN	JUN	1.6704	735	1
2_MACS_peak_11652_lociStitched	chr17	18085554	18090602	2	4554	18893.1496	736	1	ALKBH5	LLGL1	ALKBH5	ALKBH5	0.604	736	1
1_MACS_peak_20908_lociStitched	chr4	15002793	15007440	1	4648	17719.011	737	1	CPEB2		CPEB2	CPEB2	0.2888	737	1
1_MACS_peak_2852_lociStitched	chr1	240075069	240079663	1	4595	18346.5984	739	1			RPS7P5	RPS7P5	NONE	739	1
2_MACS_peak_2072_lociStitched	chr1	183878993	183883787	2	4706	16796.2584	743	1	RGL1		GLT25D2	GLT25D2	NONE	743	1
1_MACS_peak_21314_lociStitched	chr4	76023762	76028467	1	4706	16445.857	749	1			PARM1	PARM1	NONE	749	1
2_MACS_peak_27211_lociStitched	chr8	1991219	1996014	2	4688	16689.477	751	1	MYOM2		MYOM2	MYOM2	0.6741	751	1
3_MACS_peak_20697_lociStitched	chr3	197459968	197464715	3	4436	19673.4668	753	1	KIAA0226	FYTTD1	KIAA0226	KIAA0226	0.6033	753	1
2_MACS_peak_1877_lociStitched	chr1	167531193	167535455	2	4197	22014.5086	755	1		CD247,CREG1	CREG1	CREG1	1.3001	755	1
2_MACS_peak_20111_lociStitched	chr3	136467674	136472550	2	4658	16856.8196	757	1	STAG1		STAG1	STAG1	0.1027	757	1
1_MACS_peak_9277_lociStitched	chr15	31525975	31530110	1	4136	22524.5855	759	1			KLF13	KLF13	0.9389	759	1
2_MACS_peak_24261_lociStitched	chr6	30582274	30586693	2	4395	19795.7943	766	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.8154	766	1
2_MACS_peak_12721_lociStitched	chr17	77809644	77814302	2	4420	19498.388	768	1	CBX4	CBX8	CBX4	CBX4	1.3984	768	1
1_MACS_peak_29252_lociStitched	chr9	100744533	100748318	1	3786	25130.5075	774	1	ANP32B	HEMGN	ANP32B	ANP32B	0.7098	774	1
3_MACS_peak_16132_lociStitched	chr2	148045288	148050271	3	4675	16224.1497	776	1			ACVR2A	ACVR2A	NONE	776	1
1_MACS_peak_27715_lociStitched	chr8	52872904	52876999	1	4096	22578.192	777	1			PCMTD1	PCMTD1	NONE	777	1
1_MACS_peak_1902_lociStitched	chr1	169659839	169664439	1	4601	17153.86	778	1	SELL	SELE	SELL	SELL	0.8406	778	1
1_MACS_peak_10560_lociStitched	chr16	17561233	17565753	1	4521	18148.252	779	1	XYLT1		XYLT1	XYLT1	0.5505	779	1
2_MACS_peak_317_lociStitched	chr1	21618813	21623684	2	4417	19137.1848	781	1	ECE1	ECE1	ECE1	ECE1	0.2634	781	1
5_MACS_peak_30532_lociStitched	chrX	106957888	106962758	5	4413	18986.669	782	1	TSC22D3		TSC22D3	TSC22D3	1.7697	782	1
3_MACS_peak_7597_lociStitched	chr13	41235961	41240787	3	4651	15949.4474	784	1	FOXO1		FOXO1	FOXO1	0.2834	784	1
2_MACS_peak_22306_lociStitched	chr5	961367	965943	2	4206	21128.7648	785	1		NKD2	NKD2	NKD2	0.6535	785	1
1_MACS_peak_10546_lociStitched	chr16	17316974	17321458	1	4485	18051.6872	788	1	XYLT1		XYLT1	XYLT1	0.5505	788	1
1_MACS_peak_28593_lociStitched	chr9	5626239	5630771	1	4533	17444.5744	789	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.2731	789	1
2_MACS_peak_225_lociStitched	chr1	12492874	12497500	2	4621	16278.894	790	1	VPS13D		SNORA59A	SNORA59A	NONE	790	1
2_MACS_peak_16947_lociStitched	chr2	233138206	233142728	2	4419	18779.866	791	1	DIS3L2		ALPP	ALPP	NONE	791	1
1_MACS_peak_15344_lociStitched	chr2	54784185	54788750	1	4566	16861.7405	793	1	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	1.0434	793	1
2_MACS_peak_7057_lociStitched	chr12	112449345	112453128	2	3761	24665.5383	795	1	ERP29,TMEM116		ERP29	ERP29	1.3772	795	1
1_MACS_peak_21430_lociStitched	chr4	83292963	83296727	1	3765	24578.5436	799	1	HNRNPD		HNRNPD	HNRNPD	0.9081	799	1
2_MACS_peak_10730_lociStitched	chr16	29815868	29820339	2	4251	20302.3639	802	1	KIF22,MAZ	ZG16,PRRT2,C16orf53,MVP	MAZ	MAZ	1.6532	802	1
2_MACS_peak_14335_lociStitched	chr19	41801600	41806230	2	4603	15922.57	808	1	HNRNPUL1	CCDC97	CCDC97	CCDC97	0.3707	808	1
1_MACS_peak_22299_lociStitched	chr5	371926	375897	1	3972	22654.555	812	1	AHRR	LOC100310782	LOC100310782	LOC100310782	0.0515	812	1
1_MACS_peak_24512_lociStitched	chr6	43737349	43741316	1	3968	22624.1977	815	1	VEGFA		VEGFA	VEGFA	0.9659	815	1
3_MACS_peak_21476_lociStitched	chr4	87924369	87929793	3	4548	16331.664	819	1	AFF1		AFF1	AFF1	0.3952	819	1
1_MACS_peak_19656_lociStitched	chr3	75184190	75188676	1	4487	17030.6504	821	1			FAM86DP	FAM86DP	NONE	821	1
1_MACS_peak_6334_lociStitched	chr12	46660126	46663989	1	3864	23250.6244	823	1	SLC38A1		SLC38A1	SLC38A1	0.352	823	1
2_MACS_peak_25885_lociStitched	chr7	25987038	25991617	2	4538	16254.9921	824	1	MIR148A		MIR148A	MIR148A	1.7537	824	1
1_MACS_peak_14018_lociStitched	chr19	17514354	17518903	1	4550	16072.0719	826	1	BST2	FAM125A,PLVAP,TMEM221	BST2	BST2	1.3585	826	1
1_MACS_peak_22736_lociStitched	chr5	56468721	56472946	1	4226	19795.815	829	1	GPBP1	GPBP1	GPBP1	GPBP1	0.2582	829	1
1_MACS_peak_3392_lociStitched	chr10	35068373	35072136	1	3764	23907.4679	830	1	PARD3		PARD3	PARD3	0.2844	830	1
2_MACS_peak_17403_lociStitched	chr20	33001670	33006215	2	4440	17332.3575	831	1	ITCH	MIR644	MIR644	MIR644	0.0924	831	1
1_MACS_peak_12314_lociStitched	chr17	55680388	55684587	1	4200	19998.1574	835	1	MSI2		MRPS23	MRPS23	NONE	835	1
2_MACS_peak_27479_lociStitched	chr8	29085957	29090645	2	4478	16798.9792	836	1	KIF13B		KIF13B	KIF13B	0.1522	836	1
1_MACS_peak_1397_lociStitched	chr1	145194067	145198246	1	4180	19973.1126	844	1		NOTCH2NL	NOTCH2NL	NOTCH2NL	0.5928	844	1
1_MACS_peak_10314_lociStitched	chr16	3054684	3059140	1	4457	16697.5232	846	1		KREMEN2,PAQR4,LOC283875,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	CLDN9	PKMYT1	1.085	846	1
1_MACS_peak_25255_lociStitched	chr6	135333561	135337894	1	4334	18166.5358	847	1	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.6418	847	1
2_MACS_peak_12729_lociStitched	chr17	77964957	77968776	2	3794	23305.8294	848	1	TBC1D16	CCDC40	TBC1D16	TBC1D16	0.3803	848	1
1_MACS_peak_24419_lociStitched	chr6	36559157	36563472	1	4316	18334.0035	850	1	SRSF3	STK38,MIR3925	SRSF3	SRSF3	1.0644	850	1
1_MACS_peak_29168_lociStitched	chr9	93911714	93916207	1	4494	16066.0694	851	1			LOC100129316	LOC100129316	NONE	851	1
1_MACS_peak_26050_lociStitched	chr7	39987893	39992025	1	4133	20025.738	859	1	CDK13		CDK13	CDK13	0.1852	859	1
2_MACS_peak_3288_lociStitched	chr10	25187874	25192329	2	4384	17180.262	860	1	PRTFDC1		PRTFDC1	PRTFDC1	0.4706	860	1
2_MACS_peak_16035_lociStitched	chr2	128585799	128590685	2	4427	16532.7582	861	1		WDR33,POLR2D	WDR33	POLR2D	0.2374	861	1
3_MACS_peak_2700_lociStitched	chr1	228268892	228273068	3	4035	20844.504	862	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	MRPL55	1.4622	862	1
1_MACS_peak_10849_lociStitched	chr16	49495155	49499605	1	4451	16167.295	863	1			C16orf78	C16orf78	NONE	863	1
1_MACS_peak_17313_lociStitched	chr20	25289118	25293065	1	3948	21591.2741	864	1	ABHD12		PYGB	PYGB	0.9967	864	1
1_MACS_peak_23486_lociStitched	chr5	142781350	142785689	1	4340	17529.9939	865	1	NR3C1		NR3C1	NR3C1	0.2259	865	1
1_MACS_peak_3389_lociStitched	chr10	35041281	35045140	1	3860	22044.1516	872	1	PARD3		PARD3	PARD3	0.2844	872	1
3_MACS_peak_4560_lociStitched	chr11	14664473	14668656	3	4074	19999.3413	874	1	PDE3B,PSMA1		PDE3B	PDE3B	0.2131	874	1
1_MACS_peak_18929_lociStitched	chr3	9437156	9441139	1	3984	20846.2254	875	1	SETD5,LOC440944	THUMPD3	LOC440944	LOC440944	1.2253	875	1
1_MACS_peak_1875_lociStitched	chr1	167510348	167514589	1	4242	18101.0121	877	1	CREG1	CD247	CREG1	CREG1	1.3001	877	1
3_MACS_peak_19439_lociStitched	chr3	53135115	53139292	3	4093	19641.9248	878	1	RFT1		RFT1	RFT1	0.724	878	1
2_MACS_peak_23263_lociStitched	chr5	126111589	126115960	2	4261	17633.4882	884	1	LMNB1		LMNB1	LMNB1	0.3039	884	1
1_MACS_peak_12670_lociStitched	chr17	76168078	76172372	1	4295	17152.8124	885	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	SYNGR2	1.7472	885	1
1_MACS_peak_2350_lociStitched	chr1	202882664	202887005	1	4342	16459.7697	888	1	KLHL12	RABIF,ADIPOR1,CYB5R1	KLHL12	KLHL12	0.7697	888	1
2_MACS_peak_20860_lociStitched	chr4	8819247	8823648	2	4350	16295.1426	890	1		HMX1	HMX1	HMX1	0.0607	890	1
2_MACS_peak_24061_lociStitched	chr6	20401221	20405080	2	3788	22063.8325	893	1	E2F3		E2F3	E2F3	0.3509	893	1
1_MACS_peak_20311_lociStitched	chr3	156804901	156808726	1	3826	21729.825	894	1	LOC100498859,LOC339894		LOC100498859	LOC100498859	1.292	894	1
2_MACS_peak_664_lociStitched	chr1	40239712	40243822	2	4088	18910.932	902	1	BMP8B	PPIE,OXCT2	OXCT2	OXCT2	1.2631	902	1
1_MACS_peak_21473_lociStitched	chr4	87880593	87884786	1	4194	17729.2619	903	1	AFF1	AFF1	AFF1	AFF1	0.3952	903	1
1_MACS_peak_10452_lociStitched	chr16	11587956	11592186	1	4231	17199.18	905	1			LITAF	LITAF	NONE	905	1
1_MACS_peak_27287_lociStitched	chr8	11313354	11317214	1	3861	20907.304	907	1	FAM167A	BLK	FAM167A	FAM167A	1.0286	907	1
1_MACS_peak_18611_lociStitched	chr22	37624435	37628658	1	4224	17141.157	908	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	RAC2	1.0321	908	1
1_MACS_peak_20400_lociStitched	chr3	170072488	170076787	1	4300	16104.054	910	1	SKIL	SKIL	SKIL	SKIL	0.4025	910	1
3_MACS_peak_3241_lociStitched	chr10	22539665	22543834	3	4019	19257.8617	911	1			COMMD3	COMMD3	5.4113	911	1
2_MACS_peak_16746_lociStitched	chr2	211033718	211037845	2	4125	18112.9903	913	1	C2orf67		C2orf67	C2orf67	0.153	913	1
1_MACS_peak_30829_lociStitched	chrX	153189607	153193731	1	4125	18047.8612	916	1	ARHGAP4	AVPR2,TMEM187,L1CAM,NAA10,RENBP,HCFC1	ARHGAP4	TMEM187	2.9143	916	1
1_MACS_peak_14468_lociStitched	chr19	47103401	47107466	1	4066	18674.61	917	1	CALM3	PTGIR,GNG8	CALM3	CALM3	1.0388	917	1
1_MACS_peak_1579_lociStitched	chr1	154598823	154602585	1	3763	21511.4922	922	1	ADAR	ADAR	ADAR	ADAR	0.9903	922	1
2_MACS_peak_13588_lociStitched	chr19	2234982	2238969	2	3979	19490.0508	923	1	SF3A2,PLEKHJ1	AMH,MIR4321,OAZ1,MIR1227,JSRP1,C19orf35	SF3A2	MIR1227	2.041	923	1
1_MACS_peak_15134_lociStitched	chr2	37602237	37606121	1	3885	20208.0636	929	1		QPCT	QPCT	QPCT	0.6604	929	1
4_MACS_peak_13276_lociStitched	chr18	48720856	48725272	4	4198	16869.5616	931	1	MEX3C		MEX3C	MEX3C	0.6233	931	1
2_MACS_peak_10741_lociStitched	chr16	30074798	30078669	2	3838	20466.7512	938	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	ALDOA	0.9565	938	1
2_MACS_peak_14906_lociStitched	chr2	11644169	11648648	2	4243	16100.6613	939	1		GREB1,E2F6	GREB1	E2F6	0.2622	939	1
1_MACS_peak_16881_lociStitched	chr2	227699286	227703379	1	4094	17669.0717	948	1	RHBDD1	IRS1	RHBDD1	IRS1	0.683	948	1
1_MACS_peak_12765_lociStitched	chr17	79600171	79604222	1	4052	17966.9952	951	1	NPLOC4	TSPAN10,CCDC137,HGS,PDE6G,C17orf90,ARL16	NPLOC4	C17orf90	0.6083	951	1
1_MACS_peak_13274_lociStitched	chr18	48677576	48681510	1	3935	19045.2808	955	1		MEX3C	MEX3C	MEX3C	0.6233	955	1
1_MACS_peak_21200_lociStitched	chr4	57622710	57626494	1	3785	20297.376	960	1			SPINK2	SPINK2	NONE	960	1
2_MACS_peak_5260_lociStitched	chr11	72862682	72866645	2	3935	18763.2198	962	1		FCHSD2	FCHSD2	FCHSD2	0.1311	962	1
1_MACS_peak_7141_lociStitched	chr12	120568455	120572365	1	3911	18936.521	964	1	GCN1L1	RAB35	RAB35	RAB35	0.622	964	1
3_MACS_peak_9492_lociStitched	chr15	47236918	47241607	3	4160	16073.4231	966	1			SEMA6D	SEMA6D	NONE	966	1
2_MACS_peak_4510_lociStitched	chr11	10329052	10333040	2	3963	18193.256	972	1		ADM,SBF2	ADM	ADM	1.7314	972	1
1_MACS_peak_7727_lociStitched	chr13	50654187	50658158	1	3972	18000.9401	975	1	DLEU1,DLEU2	MIR16-1,MIR15A	DLEU1	DLEU1	0.6544	975	1
2_MACS_peak_11679_lociStitched	chr17	18964393	18968273	2	3822	19323.952	981	1		GRAP	GRAP	GRAP	0.1189	981	1
1_MACS_peak_24881_lociStitched	chr6	90992960	90996937	1	3978	17713.1603	982	1	BACH2		BACH2	BACH2	0.313	982	1
1_MACS_peak_1589_lociStitched	chr1	154831158	154835208	1	4051	16881.615	984	1	KCNN3		KCNN3	KCNN3	0.8779	984	1
1_MACS_peak_29494_lociStitched	chr9	123652918	123656896	1	3979	17654.7618	986	1		LOC253039,PSMD5,PHF19,TRAF1	PHF19	PHF19	1.1103	986	1
1_MACS_peak_3849_lociStitched	chr10	90029042	90033111	1	4070	16582.3957	987	1			RNLS	RNLS	0.2412	987	1
2_MACS_peak_22658_lociStitched	chr5	49961152	49964981	2	3818	18959.2935	997	1	PARP8		PARP8	PARP8	0.2262	997	1
1_MACS_peak_21012_lociStitched	chr4	25664175	25668194	1	4020	16739.5369	1000	1	SLC34A2		SLC34A2	SLC34A2	0.7611	1000	1
1_MACS_peak_12564_lociStitched	chr17	73060752	73064621	1	3870	18181.5917	1005	1	KCTD2	SLC16A5,ARMC7,ATP5H	KCTD2	KCTD2	0.9456	1005	1
1_MACS_peak_12900_lociStitched	chr18	9064762	9068818	1	4057	16041.48	1007	1		NDUFV2	NDUFV2	NDUFV2	0.7964	1007	1
1_MACS_peak_29087_lociStitched	chr9	86319967	86323946	1	3980	16754.3753	1014	1	UBQLN1		UBQLN1	UBQLN1	0.3668	1014	1
2_MACS_peak_3324_lociStitched	chr10	28965749	28969840	2	3963	16948.6039	1015	1	BAMBI		BAMBI	BAMBI	1.236	1015	1
1_MACS_peak_18734_lociStitched	chr22	42014509	42018292	1	3784	18754.9791	1017	1	XRCC6,PPPDE2	PMM1	PPPDE2	PPPDE2	0.663	1017	1
1_MACS_peak_28069_lociStitched	chr8	98655186	98659167	1	3982	16103.145	1038	1	MTDH		MTDH	MTDH	0.2341	1038	1
1_MACS_peak_1527_lociStitched	chr1	152006314	152010229	1	3916	16334.163	1062	1	S100A11	S100A10	S100A11	S100A11	1.4679	1062	1
2_MACS_peak_2154_lociStitched	chr1	186786474	186790515	2	3918	16304.2227	1063	1		PLA2G4A	PLA2G4A	PLA2G4A	0.3616	1063	1
1_MACS_peak_20445_lociStitched	chr3	177074892	177078619	1	3728	18340.567	1064	1			TBL1XR1	TBL1XR1	0.1954	1064	1
2_MACS_peak_25457_lociStitched	chr6	157097732	157101722	2	3882	16472.316	1071	1	ARID1B		ARID1B	ARID1B	0.2063	1071	1
1_MACS_peak_22255_lociStitched	chr4	186399150	186402948	1	3799	17368.254	1073	1		C4orf47,CCDC110	CCDC110	C4orf47	0.4182	1073	1
1_MACS_peak_1714_lociStitched	chr1	159892182	159895910	1	3729	17880.6064	1085	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	1.1841	1085	1
1_MACS_peak_3259_lociStitched	chr10	22917263	22921067	1	3805	16683.5832	1099	1	PIP4K2A		PIP4K2A	PIP4K2A	0.4547	1099	1
1_MACS_peak_2889_lociStitched	chr1	243416390	243420137	1	3748	17186.7396	1103	1	SDCCAG8,CEP170		CEP170	CEP170	0.1766	1103	1
1_MACS_peak_11100_lociStitched	chr16	70555883	70559618	1	3736	17222.4585	1108	1	SF3B3,COG4	SNORD111B,MIR3647,SNORD111	SF3B3	MIR3647	0.5492	1108	1
2_MACS_peak_13270_lociStitched	chr18	48404574	48408741	2	3758	16805.0943	1119	1	ME2		ME2	ME2	0.28	1119	1
2_MACS_peak_28146_lociStitched	chr8	104382304	104386210	2	3706	16912.1988	1148	1	CTHRC1	DCAF13,SLC25A32	CTHRC1	CTHRC1	0.8885	1148	1
1_MACS_peak_27243_lociStitched	chr8	7998429	8002143	1	3715	16580.0388	1160	1			MIR548I3	MIR548I3	NONE	1160	1
1_MACS_peak_385_lociStitched	chr1	25347540	25351294	1	3755	15960.8818	1169	1			RUNX3	RUNX3	NONE	1169	1
2_MACS_peak_17749_lociStitched	chr20	56193091	56196865	2	3697	16492.7574	1181	1	ZBP1		ZBP1	ZBP1	1.0725	1181	1
