REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	OPM.2.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
1_MACS_peak_3688_lociStitched	chr10	74078059	74082985	1	4927	33514.5336	625	1		DDIT4,DNAJB12	DNAJB12	625	1
2_MACS_peak_28307_lociStitched	chr8	126229035	126233990	2	4925	16266.274	626	1	NSMCE2		NSMCE2	626	1
2_MACS_peak_23094_lociStitched	chr5	100234652	100239618	2	4921	9936.966	627	1	ST8SIA4		ST8SIA4	627	1
1_MACS_peak_7099_lociStitched	chr12	116994709	116999627	1	4919	21158.7114	628	1	MAP1LC3B2	NCRNA00173	MAP1LC3B2	628	1
2_MACS_peak_13243_lociStitched	chr18	47491480	47496537	2	4919	18253.7472	629	1	MYO5B		SCARNA17	629	1
2_MACS_peak_18923_lociStitched	chr3	8697873	8702898	2	4911	16029.75	630	1		C3orf32	C3orf32	630	1
3_MACS_peak_8163_lociStitched	chr14	21147803	21153063	3	4911	12905.936	631	1	RNASE4,ANG	RNASE4,OR6S1	ANG	631	1
3_MACS_peak_26182_lociStitched	chr7	54769359	54774306	3	4910	17409.4824	632	1			SEC61G	632	1
1_MACS_peak_30555_lociStitched	chrX	109167315	109172223	1	4909	15071.4864	633	1			TMEM164	633	1
2_MACS_peak_4053_lociStitched	chr10	104401921	104406864	2	4909	18699.369	634	1	TRIM8		TRIM8	634	1
2_MACS_peak_17448_lociStitched	chr20	34730158	34735147	2	4907	17697.4797	635	1	EPB41L1	EPB41L1	EPB41L1	635	1
3_MACS_peak_7674_lociStitched	chr13	46272779	46277794	3	4907	14963.757	636	1	SPERT		SPERT	636	1
1_MACS_peak_10896_lociStitched	chr16	56948238	56953142	1	4905	30135.08	637	1	SLC12A3	HERPUD1,CETP	HERPUD1	637	1
2_MACS_peak_3390_lociStitched	chr10	35062743	35067692	2	4905	8453.8818	638	1	PARD3		PARD3	638	1
1_MACS_peak_3175_lociStitched	chr10	17268853	17273756	1	4904	37866.3593	639	1	VIM	TRDMT1	VIM	639	1
2_MACS_peak_12218_lociStitched	chr17	47692187	47697345	2	4902	15512.1692	640	1	SPOP	NXPH3	NXPH3	640	1
5_MACS_peak_26550_lociStitched	chr7	99814782	99820200	5	4902	8965.1646	641	1	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	641	1
2_MACS_peak_19715_lociStitched	chr3	98450215	98455294	2	4901	19245.8547	642	1	ST3GAL6		ST3GAL6	642	1
2_MACS_peak_8576_lociStitched	chr14	66188211	66193407	2	4901	16550.8188	643	1	FUT8		FUT8	643	1
2_MACS_peak_17000_lociStitched	chr2	238609682	238614619	2	4900	11216.3703	644	1	LRRFIP1		LRRFIP1	644	1
3_MACS_peak_2356_lociStitched	chr1	203006645	203011621	3	4900	13486.9504	645	1		TMEM183A,TMEM183B,PPFIA4,LOC401980,MYOG	PPFIA4	645	1
3_MACS_peak_29574_lociStitched	chr9	128508107	128513328	3	4891	14084.1696	646	1	PBX3	MAPKAP1	PBX3	646	1
1_MACS_peak_20444_lociStitched	chr3	176912290	176917176	1	4887	17268.1012	647	1	TBL1XR1		TBL1XR1	647	1
2_MACS_peak_3779_lociStitched	chr10	81961140	81966080	2	4887	11338.782	648	1	ANXA11		ANXA11	648	1
2_MACS_peak_2713_lociStitched	chr1	228673863	228679104	2	4885	23341.8417	649	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	649	1
2_MACS_peak_27131_lociStitched	chr7	151212910	151217853	2	4883	14604.5878	650	1	RHEB		RHEB	650	1
1_MACS_peak_12630_lociStitched	chr17	74777011	74781891	1	4881	15955.648	651	1		MFSD11,MIR636,SRSF2	MFSD11	651	1
3_MACS_peak_9481_lociStitched	chr15	46993407	46998802	3	4878	14901.5295	652	1			SEMA6D	652	1
3_MACS_peak_4116_lociStitched	chr10	111967251	111972214	3	4877	13669.5909	653	1	MXI1	MXI1	MXI1	653	1
2_MACS_peak_20715_lociStitched	chr4	50457	55349	2	4875	21912.7356	654	1	ZNF718,ZNF595		ZNF595	654	1
5_MACS_peak_2276_lociStitched	chr1	198887593	198893146	5	4867	10314.1422	655	1			MIR181A1	655	1
1_MACS_peak_22394_lociStitched	chr5	7868664	7873528	1	4865	13307.4176	656	1	MTRR,FASTKD3	C5orf49	MTRR	656	1
3_MACS_peak_14643_lociStitched	chr19	54369043	54373999	3	4865	11996.9892	657	1	MYADM	PRKCG,CACNG7,NLRP12	MYADM	657	1
1_MACS_peak_27216_lociStitched	chr8	2037217	2042080	1	4864	19193.2884	658	1	MYOM2		MYOM2	658	1
1_MACS_peak_6016_lociStitched	chr12	9799712	9804567	1	4856	17507.13	659	1	LOC374443	CLEC2D,KLRB1	LOC374443	659	1
3_MACS_peak_20967_lociStitched	chr4	24117973	24123027	3	4855	11567.0898	660	1			PPARGC1A	660	1
1_MACS_peak_27509_lociStitched	chr8	29629724	29634574	1	4851	44310.085	661	1		C8orf75	C8orf75	661	1
3_MACS_peak_15435_lociStitched	chr2	63814901	63819807	3	4851	12123.2166	662	1	MDH1,C2orf86		MDH1	662	1
3_MACS_peak_9281_lociStitched	chr15	31616794	31621728	3	4851	17144.6632	663	1	KLF13		KLF13	663	1
3_MACS_peak_25246_lociStitched	chr6	135190740	135195789	3	4851	20746.341	664	1			ALDH8A1	664	1
1_MACS_peak_5573_lociStitched	chr11	111306981	111311827	1	4847	13987.0098	665	1			POU2AF1	665	1
1_MACS_peak_19281_lociStitched	chr3	45634739	45639579	1	4841	14610.992	666	1	LIMD1		LIMD1	666	1
3_MACS_peak_11953_lociStitched	chr17	36857906	36862885	3	4839	18994.885	667	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	667	1
1_MACS_peak_13153_lociStitched	chr18	42258913	42263749	1	4837	30041.7156	668	1	SETBP1		SETBP1	668	1
3_MACS_peak_28240_lociStitched	chr8	120918662	120923691	3	4832	10855.0965	669	1	DEPDC6		DEPDC6	669	1
1_MACS_peak_25331_lociStitched	chr6	143205320	143210149	1	4830	15545.0339	670	1	HIVEP2		HIVEP2	670	1
2_MACS_peak_3683_lociStitched	chr10	74031793	74036648	2	4828	15874.3935	671	1	DDIT4		DDIT4	671	1
2_MACS_peak_1673_lociStitched	chr1	156695062	156699886	2	4824	17450.82	672	1	C1orf66,ISG20L2	PRCC,NES,CRABP2,MRPL24,HDGF	ISG20L2	672	1
1_MACS_peak_17490_lociStitched	chr20	37500641	37505463	1	4823	25383.9724	673	1	PPP1R16B	FAM83D	FAM83D	673	1
3_MACS_peak_10563_lociStitched	chr16	17603666	17608626	3	4819	15223.232	674	1		XYLT1	XYLT1	674	1
2_MACS_peak_5481_lociStitched	chr11	100778849	100783690	2	4816	11920.9625	675	1	ARHGAP42		TMEM133	675	1
2_MACS_peak_16875_lociStitched	chr2	227635455	227640288	2	4815	14546.8467	676	1	IRS1		IRS1	676	1
2_MACS_peak_8883_lociStitched	chr14	91796913	91801738	2	4814	10288.83	677	1	CCDC88C		GPR68	677	1
3_MACS_peak_5049_lociStitched	chr11	65152397	65157685	3	4813	10345.4432	678	1	FRMD8	TIGD3,NEAT1,SLC25A45	FRMD8	678	1
4_MACS_peak_6165_lociStitched	chr12	25483963	25489027	4	4812	13195.2648	679	1			KRAS	679	1
2_MACS_peak_19768_lociStitched	chr3	104237609	104242433	2	4809	11974.1328	680	1			MIR548A3	680	1
4_MACS_peak_18441_lociStitched	chr22	27003684	27009421	4	4808	14499.6938	681	1	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	681	1
1_MACS_peak_12528_lociStitched	chr17	70608635	70613433	1	4799	26028.1904	682	1	FLJ26484	LOC100499467	LOC100499467	682	1
1_MACS_peak_19284_lociStitched	chr3	45695729	45700523	1	4795	9992.6136	683	1	LIMD1	SACM1L,LOC644714	LOC644714	683	1
1_MACS_peak_19299_lociStitched	chr3	46246057	46250850	1	4794	24341.2505	684	1	CCR1	CCR3	CCR1	684	1
4_MACS_peak_2500_lociStitched	chr1	212406775	212412363	4	4793	8398.764	685	1		PPP2R5A	PPP2R5A	685	1
1_MACS_peak_9085_lociStitched	chr14	105390619	105395408	1	4790	46942.2569	686	1	PLD4	AHNAK2	PLD4	686	1
2_MACS_peak_1378_lociStitched	chr1	143997284	144002251	2	4784	15849.2003	687	1	SRGAP2P2		SRGAP2P2	687	1
2_MACS_peak_20079_lociStitched	chr3	133192665	133197506	2	4781	16503.4531	688	1	BFSP2		BFSP2	688	1
3_MACS_peak_5759_lociStitched	chr11	122931041	122936120	3	4775	26931.9054	689	1	HSPA8	LOC341056	HSPA8	689	1
4_MACS_peak_12663_lociStitched	chr17	76123383	76128321	4	4773	6600.1308	690	1	TMC8,TMC6	C17orf99,SYNGR2	TMC6	690	1
1_MACS_peak_4940_lociStitched	chr11	62309549	62314319	1	4771	6948.936	691	1	AHNAK	EEF1G,TUT1	AHNAK	691	1
2_MACS_peak_11532_lociStitched	chr17	8088899	8093676	2	4771	10489.8143	692	1	MIR3676,C17orf59	PER1,VAMP2,TMEM107,AURKB,C17orf44	MIR3676	692	1
3_MACS_peak_4698_lociStitched	chr11	30118876	30124025	3	4754	16443.3315	693	1			KCNA4	693	1
2_MACS_peak_14903_lociStitched	chr2	11637202	11641964	2	4753	19655.6312	694	1		GREB1,E2F6	E2F6	694	1
1_MACS_peak_15828_lociStitched	chr2	106411477	106416224	1	4748	19389.5962	695	1	NCK2		NCK2	695	1
3_MACS_peak_11031_lociStitched	chr16	68284452	68289232	3	4744	15338.064	696	1	PLA2G15	SLC7A6,ESRP2	PLA2G15	696	1
3_MACS_peak_20808_lociStitched	chr4	6182706	6187609	3	4744	15429.741	697	1	JAKMIP1		JAKMIP1	697	1
3_MACS_peak_18200_lociStitched	chr21	45135876	45140733	3	4742	13102.2432	698	1	PDXK		PDXK	698	1
3_MACS_peak_11855_lociStitched	chr17	33315710	33320710	3	4739	17678	699	1	LIG3	ZNF830,CCT6B	LIG3	699	1
1_MACS_peak_6019_lociStitched	chr12	9870782	9875518	1	4737	10176.2432	700	1	CLECL1	CLEC2D,CD69	CLECL1	700	1
1_MACS_peak_27434_lociStitched	chr8	26158685	26163414	1	4730	14251.7873	701	1	PPP2R2A		PPP2R2A	701	1
2_MACS_peak_19565_lociStitched	chr3	66529832	66534676	2	4730	11967.102	702	1	LRIG1		LRIG1	702	1
1_MACS_peak_11359_lociStitched	chr17	396583	401310	1	4728	15556.557	703	1			FAM101B	703	1
1_MACS_peak_15296_lociStitched	chr2	47546460	47551184	1	4725	16776.3412	704	1		EPCAM	EPCAM	704	1
4_MACS_peak_12307_lociStitched	chr17	55553485	55558726	4	4719	9349.944	705	1	MSI2		MSI2	705	1
2_MACS_peak_1790_lociStitched	chr1	162233719	162238512	2	4717	14357.4315	706	1	NOS1AP		MIR556	706	1
3_MACS_peak_2721_lociStitched	chr1	229499843	229505209	3	4715	13157.9686	707	1		C1orf96	C1orf96	707	1
1_MACS_peak_5801_lociStitched	chr11	126221985	126226698	1	4714	13294.4304	708	1	ST3GAL4,FLJ39051	DCPS	FLJ39051	708	1
1_MACS_peak_21314_lociStitched	chr4	76023762	76028467	1	4706	16445.857	709	1			PARM1	709	1
2_MACS_peak_2072_lociStitched	chr1	183878993	183883787	2	4706	16796.2584	710	1	RGL1		GLT25D2	710	1
1_MACS_peak_16969_lociStitched	chr2	234873258	234877960	1	4703	33712.8698	711	1	TRPM8		TRPM8	711	1
2_MACS_peak_24489_lociStitched	chr6	43138014	43142854	2	4701	15228.576	712	1	SRF	CUL9	SRF	712	1
3_MACS_peak_13603_lociStitched	chr19	2474639	2479619	3	4699	12817.026	713	1	GADD45B	TIMM13,LMNB2	GADD45B	713	1
2_MACS_peak_12809_lociStitched	chr17	80358580	80363528	2	4698	17201.722	714	1	C17orf101	TEX19,UTS2R,HEXDC,C17orf62	HEXDC	714	1
2_MACS_peak_13219_lociStitched	chr18	46308899	46313674	2	4696	14328.82	715	1	KIAA0427		SMAD7	715	1
2_MACS_peak_8209_lociStitched	chr14	23066647	23071765	2	4696	8965.7124	716	1	ABHD4	DAD1	ABHD4	716	1
3_MACS_peak_23910_lociStitched	chr6	7185152	7189968	3	4695	10662.624	717	1	RREB1		RREB1	717	1
1_MACS_peak_26145_lociStitched	chr7	47533480	47538173	1	4694	9975.9101	718	1	TNS3		TNS3	718	1
2_MACS_peak_26441_lociStitched	chr7	90559538	90564496	2	4694	12946.3296	719	1	CDK14		CDK14	719	1
3_MACS_peak_23250_lociStitched	chr5	124743830	124748736	3	4691	8685.0918	720	1			ZNF608	720	1
2_MACS_peak_13458_lociStitched	chr18	72919285	72924290	2	4691	14927.4125	721	1	TSHZ1,ZADH2		ZADH2	721	1
1_MACS_peak_13867_lociStitched	chr19	12721028	12725715	1	4688	26221.4215	722	1	ZNF791,ZNF490		ZNF791	722	1
2_MACS_peak_27211_lociStitched	chr8	1991219	1996014	2	4688	16689.477	723	1	MYOM2		MYOM2	723	1
3_MACS_peak_9858_lociStitched	chr15	75078423	75083182	3	4687	7484.4793	724	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	724	1
1_MACS_peak_25333_lociStitched	chr6	143264607	143269291	1	4685	29780.872	725	1	HIVEP2		HIVEP2	725	1
1_MACS_peak_3905_lociStitched	chr10	93996983	94001666	1	4684	21178.8675	726	1	CPEB3	MARCH5	CPEB3	726	1
2_MACS_peak_12332_lociStitched	chr17	56695805	56700861	2	4682	13600.64	727	1	TEX14		TEX14	727	1
1_MACS_peak_23012_lociStitched	chr5	88636917	88641597	1	4681	14880.06	728	1			MEF2C	728	1
2_MACS_peak_6579_lociStitched	chr12	57845934	57850750	2	4675	18515.112	729	1	INHBE	INHBC,GLI1,MARS,ARHGAP9	INHBE	729	1
3_MACS_peak_16132_lociStitched	chr2	148045288	148050271	3	4675	16224.1497	730	1			ACVR2A	730	1
3_MACS_peak_27320_lociStitched	chr8	12442500	12447314	3	4673	19578.0566	731	1			MIR3926-2	731	1
3_MACS_peak_3680_lociStitched	chr10	74019354	74024173	3	4666	19556.9477	732	1		ANAPC16,DDIT4,ASCC1	DDIT4	732	1
1_MACS_peak_22217_lociStitched	chr4	185392809	185397472	1	4664	34861.0543	733	1	IRF2		IRF2	733	1
3_MACS_peak_9635_lociStitched	chr15	59546290	59551065	3	4662	12260.29	734	1	MYO1E	LDHAL6B	LDHAL6B	734	1
2_MACS_peak_14960_lociStitched	chr2	20349125	20353824	2	4661	15287.7266	735	1			SDC1	735	1
2_MACS_peak_6583_lociStitched	chr12	57912973	57917682	2	4660	27042.3743	736	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	736	1
2_MACS_peak_20111_lociStitched	chr3	136467674	136472550	2	4658	16856.8196	737	1	STAG1		STAG1	737	1
1_MACS_peak_1405_lociStitched	chr1	145452733	145457387	1	4655	23725.6266	738	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	POLR3GL	738	1
2_MACS_peak_16103_lociStitched	chr2	137138155	137142976	2	4652	17992.9362	739	1			CXCR4	739	1
3_MACS_peak_7597_lociStitched	chr13	41235961	41240787	3	4651	15949.4474	740	1	FOXO1		FOXO1	740	1
1_MACS_peak_20908_lociStitched	chr4	15002793	15007440	1	4648	17719.011	741	1	CPEB2		CPEB2	741	1
2_MACS_peak_1800_lociStitched	chr1	162530547	162535197	2	4646	19500.24	742	1	UAP1		UAP1	742	1
3_MACS_peak_17360_lociStitched	chr20	31257516	31262374	3	4646	18819.892	743	1		C20orf203	C20orf203	743	1
1_MACS_peak_5670_lociStitched	chr11	117684426	117689068	1	4643	22179.9402	744	1		DSCAML1,FXYD2	FXYD2	744	1
4_MACS_peak_22098_lociStitched	chr4	169554855	169559936	4	4643	7010.7638	745	1	PALLD		PALLD	745	1
2_MACS_peak_2137_lociStitched	chr1	186586396	186591181	2	4642	9125.952	746	1			PTGS2	746	1
3_MACS_peak_20413_lociStitched	chr3	171810280	171815379	3	4640	9831.3819	747	1	FNDC3B		FNDC3B	747	1
1_MACS_peak_26995_lociStitched	chr7	137664415	137669050	1	4636	23098.5225	748	1	CREB3L2		CREB3L2	748	1
2_MACS_peak_24532_lociStitched	chr6	44942463	44947117	2	4636	13957.346	749	1	SUPT3H		MIR586	749	1
1_MACS_peak_14876_lociStitched	chr2	10259987	10264620	1	4634	24522.469	750	1	RRM2	C2orf48,CYS1	RRM2	750	1
2_MACS_peak_2673_lociStitched	chr1	226839637	226844712	2	4632	14486.5875	751	1	ITPKB		ITPKB	751	1
5_MACS_peak_27665_lociStitched	chr8	42874283	42879553	5	4632	14566.807	752	1	HOOK3	FNTA	FNTA	752	1
2_MACS_peak_29442_lociStitched	chr9	117263808	117268488	2	4629	9912.708	753	1	DFNB31		DFNB31	753	1
2_MACS_peak_24081_lociStitched	chr6	22320120	22324754	2	4626	11416.3224	754	1		PRL	PRL	754	1
3_MACS_peak_25249_lociStitched	chr6	135321646	135326722	3	4623	15546.2652	755	1	HBS1L	MIR3662,HBS1L	MIR3662	755	1
2_MACS_peak_29108_lociStitched	chr9	88965290	88969968	2	4622	13085.7694	756	1	ZCCHC6		ZCCHC6	756	1
2_MACS_peak_225_lociStitched	chr1	12492874	12497500	2	4621	16278.894	757	1	VPS13D		SNORA59A	757	1
1_MACS_peak_5107_lociStitched	chr11	65902813	65907432	1	4620	19379.0145	758	1	PACS1		PACS1	758	1
2_MACS_peak_2019_lociStitched	chr1	179970427	179975062	2	4619	18965.0295	759	1	CEP350		CEP350	759	1
1_MACS_peak_11536_lociStitched	chr17	8149486	8154103	1	4618	31755.2643	760	1	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	760	1
3_MACS_peak_25815_lociStitched	chr7	20256620	20261242	3	4618	12383.2624	761	1	MACC1		MACC1	761	1
2_MACS_peak_2158_lociStitched	chr1	186831744	186836406	2	4616	15682.0356	762	1	PLA2G4A		PLA2G4A	762	1
3_MACS_peak_24961_lociStitched	chr6	106440441	106445128	3	4616	9916.2859	763	1			PRDM1	763	1
2_MACS_peak_6346_lociStitched	chr12	46941358	46946032	2	4611	10369.7364	764	1			SLC38A2	764	1
3_MACS_peak_29524_lociStitched	chr9	126027806	126032807	3	4611	9768.4533	765	1	STRBP		STRBP	765	1
3_MACS_peak_12223_lociStitched	chr17	47815767	47820439	3	4607	8160.5824	766	1	FAM117A	MYST2,SLC35B1	FAM117A	766	1
2_MACS_peak_14335_lociStitched	chr19	41801600	41806230	2	4603	15922.57	767	1	HNRNPUL1	CCDC97	CCDC97	767	1
1_MACS_peak_1902_lociStitched	chr1	169659839	169664439	1	4601	17153.86	768	1	SELL	SELE	SELL	768	1
1_MACS_peak_17747_lociStitched	chr20	56048037	56052636	1	4600	10313.7174	769	1		CTCFL	CTCFL	769	1
2_MACS_peak_10012_lociStitched	chr15	86232939	86237663	2	4598	12316.4128	770	1	AKAP13		AKAP13	770	1
2_MACS_peak_2034_lociStitched	chr1	180817201	180822041	2	4598	11946.088	771	1	XPR1		KIAA1614	771	1
1_MACS_peak_17542_lociStitched	chr20	42377997	42382593	1	4597	25639.7052	772	1		GTSF1L	GTSF1L	772	1
1_MACS_peak_2852_lociStitched	chr1	240075069	240079663	1	4595	18346.5984	773	1			RPS7P5	773	1
1_MACS_peak_21975_lociStitched	chr4	153556993	153561585	1	4593	12179.8208	774	1	TMEM154		TMEM154	774	1
1_MACS_peak_29173_lociStitched	chr9	93952906	93957497	1	4592	36944.2361	775	1			LOC100129316	775	1
1_MACS_peak_24719_lociStitched	chr6	74229418	74234008	1	4591	24923.241	776	1	EEF1A1		EEF1A1	776	1
3_MACS_peak_19016_lociStitched	chr3	15835196	15840064	3	4591	10898.9652	777	1	ANKRD28	ANKRD28	ANKRD28	777	1
6_MACS_peak_28112_lociStitched	chr8	102919835	102925443	6	4591	7850.6392	778	1	NCALD		NCALD	778	1
3_MACS_peak_8992_lociStitched	chr14	97353335	97357937	3	4590	10287.771	779	1			VRK1	779	1
1_MACS_peak_3460_lociStitched	chr10	45913549	45918137	1	4589	23433.6688	780	1	ALOX5		ALOX5	780	1
2_MACS_peak_4816_lociStitched	chr11	45843930	45848675	2	4583	13818.8635	781	1		SLC35C1,CRY2	SLC35C1	781	1
4_MACS_peak_26634_lociStitched	chr7	102984239	102989215	4	4583	11718.9776	782	1	PSMC2,DNAJC2	PMPCB	PSMC2	782	1
3_MACS_peak_3990_lociStitched	chr10	100097238	100102257	3	4583	18858.8925	783	1			MIR1287	783	1
2_MACS_peak_9551_lociStitched	chr15	52754711	52759451	2	4582	15499.8	784	1	MYO5A		MYO5A	784	1
3_MACS_peak_2746_lociStitched	chr1	230628432	230633518	3	4579	12480.0268	785	1			PGBD5	785	1
1_MACS_peak_16067_lociStitched	chr2	133023016	133027589	1	4574	33930.2881	786	1		MIR663B,ANKRD30BL	ANKRD30BL	786	1
3_MACS_peak_2773_lociStitched	chr1	232940083	232944665	3	4574	20668.4856	787	1	KIAA1383		KIAA1383	787	1
1_MACS_peak_2091_lociStitched	chr1	184529610	184534176	1	4567	15282.402	788	1	C1orf21		C1orf21	788	1
1_MACS_peak_15344_lociStitched	chr2	54784185	54788750	1	4566	16861.7405	789	1	SPTBN1	RPL23AP32	SPTBN1	789	1
1_MACS_peak_24215_lociStitched	chr6	27831638	27836202	1	4565	14464.6852	790	1	HIST1H2AL,HIST1H1B	HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BO,HIST1H2AJ,HIST1H4K,HIST1H2AK,HIST1H3I,HIST1H4L,HIST1H3J,HIST1H2AM,OR2B2	HIST1H2AL	790	1
1_MACS_peak_8891_lociStitched	chr14	91880977	91885541	1	4565	11242.5012	791	1	CCDC88C		CCDC88C	791	1
2_MACS_peak_5084_lociStitched	chr11	65624507	65629136	2	4564	25175.2794	792	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	792	1
2_MACS_peak_25680_lociStitched	chr7	5461068	5465751	2	4564	11218.1265	793	1	TNRC18		TNRC18	793	1
1_MACS_peak_11928_lociStitched	chr17	36101893	36106452	1	4560	9845.6164	794	1	HNF1B		HNF1B	794	1
2_MACS_peak_13251_lociStitched	chr18	47622890	47627490	2	4556	9291.54	795	1	MYO5B	MIR4320	MIR4320	795	1
2_MACS_peak_17276_lociStitched	chr20	20211152	20215787	2	4556	12454.245	796	1	C20orf26		INSM1	796	1
3_MACS_peak_3328_lociStitched	chr10	29235248	29240295	3	4555	13269.0677	797	1			BAMBI	797	1
2_MACS_peak_11652_lociStitched	chr17	18085554	18090602	2	4554	18893.1496	798	1	ALKBH5	LLGL1	ALKBH5	798	1
1_MACS_peak_14018_lociStitched	chr19	17514354	17518903	1	4550	16072.0719	799	1	BST2	FAM125A,PLVAP,TMEM221	BST2	799	1
2_MACS_peak_14333_lociStitched	chr19	41768235	41772790	2	4550	36527.9115	800	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	800	1
3_MACS_peak_21476_lociStitched	chr4	87924369	87929793	3	4548	16331.664	801	1	AFF1		AFF1	801	1
3_MACS_peak_21036_lociStitched	chr4	27812201	27816878	3	4544	14506.1832	802	1			STIM2	802	1
1_MACS_peak_1969_lociStitched	chr1	174967185	174971727	1	4543	40090.4172	803	1	CACYBP	MRPS14	CACYBP	803	1
2_MACS_peak_25885_lociStitched	chr7	25987038	25991617	2	4538	16254.9921	804	1	MIR148A		MIR148A	804	1
1_MACS_peak_28593_lociStitched	chr9	5626239	5630771	1	4533	17444.5744	805	1	KIAA1432	KIAA1432	KIAA1432	805	1
1_MACS_peak_23007_lociStitched	chr5	88595549	88600079	1	4531	19677.867	806	1			MEF2C	806	1
4_MACS_peak_11048_lociStitched	chr16	68788201	68792882	4	4526	10959.1572	807	1	CDH1		CDH1	807	1
1_MACS_peak_9362_lociStitched	chr15	40389073	40393595	1	4523	21066.6414	808	1	BMF		BMF	808	1
1_MACS_peak_10560_lociStitched	chr16	17561233	17565753	1	4521	18148.252	809	1	XYLT1		XYLT1	809	1
3_MACS_peak_9847_lociStitched	chr15	74832139	74836971	3	4519	10986.0352	810	1	ARID3B		ARID3B	810	1
2_MACS_peak_2646_lociStitched	chr1	226066429	226071102	2	4517	12175.0342	811	1	TMEM63A	LEFTY1,PYCR2	TMEM63A	811	1
3_MACS_peak_8760_lociStitched	chr14	77329377	77334035	3	4513	10254.1212	812	1	C14orf166B		C14orf166B	812	1
1_MACS_peak_13393_lociStitched	chr18	60764607	60769104	1	4498	21051.3564	813	1			BCL2	813	1
2_MACS_peak_25987_lociStitched	chr7	34789627	34794219	2	4498	8252.2832	814	1	NPSR1,AAA1		AAA1	814	1
2_MACS_peak_22582_lociStitched	chr5	37809882	37814421	2	4497	9516.9213	815	1	GDNF		GDNF	815	1
1_MACS_peak_9034_lociStitched	chr14	102288707	102293202	1	4496	24578.2105	816	1	PPP2R5C		PPP2R5C	816	1
1_MACS_peak_29168_lociStitched	chr9	93911714	93916207	1	4494	16066.0694	817	1			LOC100129316	817	1
1_MACS_peak_2462_lociStitched	chr1	209267820	209272311	1	4492	12129.2928	818	1			LOC642587	818	1
2_MACS_peak_17974_lociStitched	chr21	30605319	30609881	2	4491	7391.8086	819	1	NCRNA00189		NCRNA00189	819	1
1_MACS_peak_19656_lociStitched	chr3	75184190	75188676	1	4487	17030.6504	820	1			FAM86DP	820	1
1_MACS_peak_10546_lociStitched	chr16	17316974	17321458	1	4485	18051.6872	821	1	XYLT1		XYLT1	821	1
3_MACS_peak_16545_lociStitched	chr2	197039306	197044024	3	4484	9567.1604	822	1		STK17B	STK17B	822	1
2_MACS_peak_17345_lociStitched	chr20	30791970	30796449	2	4478	12357.1131	823	1	POFUT1,PLAGL2	TSPY26P	PLAGL2	823	1
2_MACS_peak_27479_lociStitched	chr8	29085957	29090645	2	4478	16798.9792	824	1	KIF13B		KIF13B	824	1
1_MACS_peak_15248_lociStitched	chr2	45665471	45669942	1	4472	13372.761	825	1	SRBD1		SRBD1	825	1
1_MACS_peak_27540_lociStitched	chr8	33410202	33414670	1	4469	23460.5744	826	1	RNF122	C8orf41,DUSP26	RNF122	826	1
3_MACS_peak_1992_lociStitched	chr1	177785641	177790313	3	4466	10561.056	827	1			SEC16B	827	1
2_MACS_peak_22649_lociStitched	chr5	43600524	43605050	2	4464	22502.3668	828	1	NNT	PAIP1	NNT	828	1
2_MACS_peak_9488_lociStitched	chr15	47224185	47228784	2	4461	12244.3776	829	1			SEMA6D	829	1
3_MACS_peak_26142_lociStitched	chr7	47518364	47522852	3	4460	12143.1816	830	1	TNS3		TNS3	830	1
1_MACS_peak_10314_lociStitched	chr16	3054684	3059140	1	4457	16697.5232	831	1		KREMEN2,PAQR4,LOC283875,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	CLDN9	831	1
1_MACS_peak_12868_lociStitched	chr18	3447325	3451775	1	4451	20219.02	832	1	TGIF1	TGIF1	TGIF1	832	1
1_MACS_peak_10849_lociStitched	chr16	49495155	49499605	1	4451	16167.295	833	1			C16orf78	833	1
1_MACS_peak_9444_lociStitched	chr15	44598799	44603244	1	4446	11356.5305	834	1	CASC4		CASC4	834	1
3_MACS_peak_12045_lociStitched	chr17	40608221	40612850	3	4445	7517.496	835	1	ATP6V0A1	PTRF	ATP6V0A1	835	1
2_MACS_peak_17403_lociStitched	chr20	33001670	33006215	2	4440	17332.3575	836	1	ITCH	MIR644	MIR644	836	1
3_MACS_peak_20697_lociStitched	chr3	197459968	197464715	3	4436	19673.4668	837	1	KIAA0226	FYTTD1	KIAA0226	837	1
