GENE_ID	locusLine	bin_1_32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48.bam
1_MACS_peak_16728_lociStitched	chr4(.):169239249-169240912	1.3932
1_MACS_peak_16729_lociStitched	chr4(.):169401163-169402759	1.0487
1_MACS_peak_16730_lociStitched	chr4(.):169496248-169497215	0.6473
1_MACS_peak_16731_lociStitched	chr4(.):169752727-169753765	0.7094
1_MACS_peak_16732_lociStitched	chr4(.):169930486-169932269	0.7485
1_MACS_peak_16733_lociStitched	chr4(.):170190985-170192310	0.6088
1_MACS_peak_16734_lociStitched	chr4(.):170214076-170215263	0.8798
1_MACS_peak_16735_lociStitched	chr4(.):170331682-170333070	1.0639
1_MACS_peak_16736_lociStitched	chr4(.):170532877-170534120	0.7851
1_MACS_peak_16737_lociStitched	chr4(.):170540398-170542406	0.8064
1_MACS_peak_16738_lociStitched	chr4(.):170911497-170912229	0.5129
1_MACS_peak_16739_lociStitched	chr4(.):170947337-170949251	0.8949
1_MACS_peak_16740_lociStitched	chr4(.):171150019-171151298	0.9598
1_MACS_peak_16741_lociStitched	chr4(.):171177863-171178604	0.6304
2_MACS_peak_16742_lociStitched	chr4(.):171592092-171597638	0.309
1_MACS_peak_16744_lociStitched	chr4(.):171618757-171620130	0.7043
2_MACS_peak_16745_lociStitched	chr4(.):172560311-172566462	0.619
1_MACS_peak_16747_lociStitched	chr4(.):172844095-172844916	0.6238
1_MACS_peak_16748_lociStitched	chr4(.):172976097-172976804	0.6371
1_MACS_peak_16749_lociStitched	chr4(.):173467970-173468400	0.4865
1_MACS_peak_16750_lociStitched	chr4(.):173661269-173662154	1.3771
1_MACS_peak_16751_lociStitched	chr4(.):173671845-173673053	1.6106
2_MACS_peak_16752_lociStitched	chr4(.):173903317-173908111	0.6293
1_MACS_peak_16754_lociStitched	chr4(.):174090375-174091243	0.6088
1_MACS_peak_16755_lociStitched	chr4(.):174173006-174174073	0.9171
1_MACS_peak_16756_lociStitched	chr4(.):174209399-174210682	0.6196
2_MACS_peak_16757_lociStitched	chr4(.):174253216-174256837	0.7187
1_MACS_peak_16759_lociStitched	chr4(.):174290475-174292135	0.6375
1_MACS_peak_16760_lociStitched	chr4(.):174353369-174354292	0.8896
1_MACS_peak_16761_lociStitched	chr4(.):174418819-174419682	0.8227
1_MACS_peak_16762_lociStitched	chr4(.):174977842-174978617	0.4712
1_MACS_peak_16763_lociStitched	chr4(.):175203863-175205564	1.25
1_MACS_peak_16764_lociStitched	chr4(.):175485448-175486149	0.7021
1_MACS_peak_16765_lociStitched	chr4(.):175708274-175709106	0.6538
1_MACS_peak_16766_lociStitched	chr4(.):175755419-175756305	0.7838
1_MACS_peak_16767_lociStitched	chr4(.):175780858-175781512	0.5295
1_MACS_peak_16768_lociStitched	chr4(.):175968793-175970191	0.7245
2_MACS_peak_16769_lociStitched	chr4(.):176111596-176116304	0.2599
1_MACS_peak_16771_lociStitched	chr4(.):176191978-176192817	0.6614
1_MACS_peak_16772_lociStitched	chr4(.):176478450-176479185	0.4746
1_MACS_peak_16773_lociStitched	chr4(.):176923249-176923969	0.5128
1_MACS_peak_16774_lociStitched	chr4(.):176934389-176935162	0.8493
1_MACS_peak_16775_lociStitched	chr4(.):176957533-176958317	0.7269
1_MACS_peak_16776_lociStitched	chr4(.):177044717-177045711	1.289
1_MACS_peak_16777_lociStitched	chr4(.):177116220-177117356	0.7954
1_MACS_peak_16778_lociStitched	chr4(.):177229405-177231498	1.0245
2_MACS_peak_16779_lociStitched	chr4(.):177240507-177243308	0.5844
1_MACS_peak_16781_lociStitched	chr4(.):177278348-177279553	0.7802
1_MACS_peak_16782_lociStitched	chr4(.):177413930-177414746	0.7079
1_MACS_peak_16783_lociStitched	chr4(.):177683830-177684547	0.5284
1_MACS_peak_16784_lociStitched	chr4(.):177823693-177824721	1.065
1_MACS_peak_16785_lociStitched	chr4(.):178230488-178231532	0.5336
1_MACS_peak_16786_lociStitched	chr4(.):178361904-178364295	0.7987
1_MACS_peak_16787_lociStitched	chr4(.):180683648-180684588	0.7706
1_MACS_peak_16788_lociStitched	chr4(.):180738385-180739148	0.6304
1_MACS_peak_16789_lociStitched	chr4(.):180910976-180911776	0.6152
2_MACS_peak_16790_lociStitched	chr4(.):180978632-180981332	0.5291
1_MACS_peak_16792_lociStitched	chr4(.):181201088-181201909	0.7474
1_MACS_peak_16793_lociStitched	chr4(.):181235907-181236862	0.8178
1_MACS_peak_16794_lociStitched	chr4(.):181459736-181460914	0.579
1_MACS_peak_16795_lociStitched	chr4(.):181595659-181597036	0.8094
1_MACS_peak_16796_lociStitched	chr4(.):181655521-181656737	0.7695
1_MACS_peak_16797_lociStitched	chr4(.):181732535-181733384	0.7838
1_MACS_peak_16798_lociStitched	chr4(.):182078522-182079387	0.8898
1_MACS_peak_16799_lociStitched	chr4(.):182229661-182230582	0.6111
1_MACS_peak_16800_lociStitched	chr4(.):182243980-182244791	0.5513
1_MACS_peak_16801_lociStitched	chr4(.):182623059-182623694	0.6164
1_MACS_peak_16802_lociStitched	chr4(.):182751587-182752329	0.5172
1_MACS_peak_16803_lociStitched	chr4(.):182983862-182984762	0.6926
1_MACS_peak_16804_lociStitched	chr4(.):183060383-183061297	0.5752
1_MACS_peak_16805_lociStitched	chr4(.):183339090-183339941	0.6592
2_MACS_peak_16806_lociStitched	chr4(.):183413288-183415830	0.6929
2_MACS_peak_16808_lociStitched	chr4(.):183727292-183731082	0.5715
2_MACS_peak_16810_lociStitched	chr4(.):183838383-183840826	0.7407
1_MACS_peak_16812_lociStitched	chr4(.):184019354-184020624	0.7881
1_MACS_peak_16813_lociStitched	chr4(.):184319319-184320247	0.5424
1_MACS_peak_16814_lociStitched	chr4(.):184364855-184366720	0.7815
2_MACS_peak_16815_lociStitched	chr4(.):184424731-184428008	0.57
1_MACS_peak_16817_lociStitched	chr4(.):184579699-184581154	0.6201
1_MACS_peak_16818_lociStitched	chr4(.):184642156-184645374	1.0288
3_MACS_peak_16819_lociStitched	chr4(.):185185014-185190550	0.8948
2_MACS_peak_16822_lociStitched	chr4(.):185201638-185210471	0.6451
1_MACS_peak_16824_lociStitched	chr4(.):185240271-185241251	0.8732
1_MACS_peak_16825_lociStitched	chr4(.):185248983-185250055	0.777
1_MACS_peak_16826_lociStitched	chr4(.):185264181-185265601	0.7763
1_MACS_peak_16827_lociStitched	chr4(.):185290739-185291616	0.7228
2_MACS_peak_16828_lociStitched	chr4(.):185302746-185306696	1.1898
1_MACS_peak_16830_lociStitched	chr4(.):185330632-185331807	0.8277
3_MACS_peak_16831_lociStitched	chr4(.):185337834-185348937	0.61
3_MACS_peak_16834_lociStitched	chr4(.):185369481-185379820	0.5105
2_MACS_peak_16837_lociStitched	chr4(.):185392991-185396940	0.8196
1_MACS_peak_16839_lociStitched	chr4(.):185427282-185428486	0.9524
2_MACS_peak_16840_lociStitched	chr4(.):185454905-185460549	0.8197
2_MACS_peak_16842_lociStitched	chr4(.):185566803-185571918	0.5975
2_MACS_peak_16844_lociStitched	chr4(.):185617885-185621232	0.5987
1_MACS_peak_16846_lociStitched	chr4(.):185626579-185627404	0.9674
1_MACS_peak_16847_lociStitched	chr4(.):185653885-185656035	0.9871
1_MACS_peak_16848_lociStitched	chr4(.):185667789-185668901	1.2674
1_MACS_peak_16849_lociStitched	chr4(.):185739106-185739959	0.9678
1_MACS_peak_16850_lociStitched	chr4(.):185954772-185955755	0.7554
1_MACS_peak_16851_lociStitched	chr4(.):186043486-186044846	0.9112
1_MACS_peak_16852_lociStitched	chr4(.):186063570-186064716	0.6546
1_MACS_peak_16853_lociStitched	chr4(.):186086622-186087276	0.5713
3_MACS_peak_16854_lociStitched	chr4(.):186124445-186130984	0.4871
2_MACS_peak_16857_lociStitched	chr4(.):186184303-186187860	0.8563
3_MACS_peak_16859_lociStitched	chr4(.):186225865-186232297	0.6153
1_MACS_peak_16862_lociStitched	chr4(.):186253530-186254926	0.7896
1_MACS_peak_16863_lociStitched	chr4(.):186262653-186263851	0.9632
1_MACS_peak_16864_lociStitched	chr4(.):186273122-186274496	0.9091
1_MACS_peak_16865_lociStitched	chr4(.):186283499-186284516	0.7178
2_MACS_peak_16866_lociStitched	chr4(.):186315648-186320759	0.7414
1_MACS_peak_16868_lociStitched	chr4(.):186333384-186334807	0.8681
1_MACS_peak_16869_lociStitched	chr4(.):186345938-186347885	0.9759
2_MACS_peak_16870_lociStitched	chr4(.):186391449-186394134	0.6697
1_MACS_peak_16872_lociStitched	chr4(.):186400309-186401748	1.0792
1_MACS_peak_16873_lociStitched	chr4(.):186456438-186457237	0.5992
1_MACS_peak_16874_lociStitched	chr4(.):186507593-186509636	0.9805
1_MACS_peak_16875_lociStitched	chr4(.):186518367-186519214	0.7513
1_MACS_peak_16876_lociStitched	chr4(.):186651363-186652678	0.7259
1_MACS_peak_16877_lociStitched	chr4(.):186693555-186694629	1.0027
1_MACS_peak_16878_lociStitched	chr4(.):186738341-186739401	0.882
1_MACS_peak_16879_lociStitched	chr4(.):186746590-186747448	0.9005
1_MACS_peak_16880_lociStitched	chr4(.):186800463-186801668	1.2841
1_MACS_peak_16881_lociStitched	chr4(.):186982801-186983572	0.7197
1_MACS_peak_16882_lociStitched	chr4(.):186989058-186990549	0.5502
1_MACS_peak_16883_lociStitched	chr4(.):187025870-187027536	0.9947
1_MACS_peak_16884_lociStitched	chr4(.):187064987-187065872	0.6454
1_MACS_peak_16885_lociStitched	chr4(.):187111062-187113857	0.9094
1_MACS_peak_16886_lociStitched	chr4(.):187179330-187179951	0.4579
1_MACS_peak_16887_lociStitched	chr4(.):187597537-187598420	0.6252
1_MACS_peak_16888_lociStitched	chr4(.):187647655-187648628	0.4508
1_MACS_peak_16889_lociStitched	chr4(.):187713842-187714918	1.0569
1_MACS_peak_16890_lociStitched	chr4(.):187735463-187736271	0.8788
1_MACS_peak_16891_lociStitched	chr4(.):187749862-187751855	1.8833
1_MACS_peak_16892_lociStitched	chr4(.):187760341-187761492	0.7672
1_MACS_peak_16893_lociStitched	chr4(.):187773475-187774908	0.6157
1_MACS_peak_16894_lociStitched	chr4(.):187802651-187804057	0.708
1_MACS_peak_16895_lociStitched	chr4(.):189229015-189229974	1.0509
1_MACS_peak_16896_lociStitched	chr4(.):189898023-189898835	0.6653
1_MACS_peak_16897_lociStitched	chr4(.):190123175-190123960	0.5135
1_MACS_peak_16898_lociStitched	chr4(.):190136353-190137473	0.9122
2_MACS_peak_16899_lociStitched	chr4(.):190540571-190544286	0.6442
1_MACS_peak_16901_lociStitched	chr4(.):190552069-190553438	1.2459
1_MACS_peak_16902_lociStitched	chr4(.):190642736-190644109	1.2043
1_MACS_peak_16903_lociStitched	chr4(.):190861101-190862276	0.5592
1_MACS_peak_16904_lociStitched	chr4(.):190953947-190954620	0.74
1_MACS_peak_16905_lociStitched	chr4(.):190968673-190969608	0.7382
1_MACS_peak_16906_lociStitched	chr5(.):9917-12166	10.7238
1_MACS_peak_16907_lociStitched	chr5(.):21389-22225	0.836
1_MACS_peak_16908_lociStitched	chr5(.):29765-31039	0.7278
1_MACS_peak_16909_lociStitched	chr5(.):190023-192235	0.8058
1_MACS_peak_16910_lociStitched	chr5(.):219982-221310	0.5517
1_MACS_peak_16911_lociStitched	chr5(.):270670-272008	0.7814
1_MACS_peak_16912_lociStitched	chr5(.):301615-303099	0.7563
1_MACS_peak_16913_lociStitched	chr5(.):424398-425331	0.7914
1_MACS_peak_16914_lociStitched	chr5(.):472331-473212	0.5953
1_MACS_peak_16915_lociStitched	chr5(.):527206-527750	0.4679
1_MACS_peak_16916_lociStitched	chr5(.):543775-544786	0.8384
1_MACS_peak_16917_lociStitched	chr5(.):590480-591795	0.6294
1_MACS_peak_16918_lociStitched	chr5(.):607123-608243	1.6058
1_MACS_peak_16919_lociStitched	chr5(.):643687-644907	1.0127
1_MACS_peak_16920_lociStitched	chr5(.):692368-693230	0.5732
1_MACS_peak_16921_lociStitched	chr5(.):892383-893161	0.544
1_MACS_peak_16922_lociStitched	chr5(.):965622-966585	0.7033
1_MACS_peak_16923_lociStitched	chr5(.):1004551-1005293	0.5054
1_MACS_peak_16924_lociStitched	chr5(.):1021535-1022103	0.7021
1_MACS_peak_16925_lociStitched	chr5(.):1130704-1131594	0.5512
1_MACS_peak_16926_lociStitched	chr5(.):1167299-1168802	1.0384
1_MACS_peak_16927_lociStitched	chr5(.):1312290-1317959	1.282
3_MACS_peak_16928_lociStitched	chr5(.):1335771-1344632	0.5941
1_MACS_peak_16931_lociStitched	chr5(.):1488877-1490197	0.5699
1_MACS_peak_16932_lociStitched	chr5(.):1497414-1498704	0.8781
1_MACS_peak_16933_lociStitched	chr5(.):1512634-1513560	0.7632
1_MACS_peak_16934_lociStitched	chr5(.):1603898-1604716	0.6914
1_MACS_peak_16935_lociStitched	chr5(.):1633780-1634655	0.5593
1_MACS_peak_16936_lociStitched	chr5(.):1792297-1793659	1.2009
1_MACS_peak_16937_lociStitched	chr5(.):1799160-1800904	0.5542
1_MACS_peak_16938_lociStitched	chr5(.):2038510-2039029	0.5295
1_MACS_peak_16939_lociStitched	chr5(.):2761628-2762503	0.586
1_MACS_peak_16940_lociStitched	chr5(.):2797063-2797894	0.7969
1_MACS_peak_16941_lociStitched	chr5(.):2841043-2842084	0.7987
1_MACS_peak_16942_lociStitched	chr5(.):3661938-3662460	0.5291
1_MACS_peak_16943_lociStitched	chr5(.):3684297-3685034	0.6178
1_MACS_peak_16944_lociStitched	chr5(.):3701607-3702321	0.5261
2_MACS_peak_16945_lociStitched	chr5(.):4015587-4018000	0.7048
1_MACS_peak_16947_lociStitched	chr5(.):5217319-5218085	0.8221
1_MACS_peak_16948_lociStitched	chr5(.):5290555-5291332	0.5674
2_MACS_peak_16949_lociStitched	chr5(.):5418687-5423006	0.5981
1_MACS_peak_16951_lociStitched	chr5(.):5523041-5524043	1.2583
1_MACS_peak_16952_lociStitched	chr5(.):5752648-5753644	1.3684
1_MACS_peak_16953_lociStitched	chr5(.):5899635-5900415	0.674
1_MACS_peak_16954_lociStitched	chr5(.):6135877-6136722	0.8988
1_MACS_peak_16955_lociStitched	chr5(.):6221968-6222745	0.4437
1_MACS_peak_16956_lociStitched	chr5(.):6236727-6237633	0.9014
1_MACS_peak_16957_lociStitched	chr5(.):6377597-6379685	0.6143
1_MACS_peak_16958_lociStitched	chr5(.):6402740-6404081	1.0758
2_MACS_peak_16959_lociStitched	chr5(.):6479968-6486630	0.8081
1_MACS_peak_16961_lociStitched	chr5(.):6495885-6497067	0.9928
1_MACS_peak_16962_lociStitched	chr5(.):6632533-6634152	0.7904
1_MACS_peak_16963_lociStitched	chr5(.):6712143-6713455	0.6108
1_MACS_peak_16964_lociStitched	chr5(.):6721693-6722908	0.8156
1_MACS_peak_16965_lociStitched	chr5(.):6729273-6731148	0.8248
1_MACS_peak_16966_lociStitched	chr5(.):6737004-6738096	0.7078
1_MACS_peak_16967_lociStitched	chr5(.):6820782-6821571	0.5703
2_MACS_peak_16968_lociStitched	chr5(.):6827664-6830174	0.7743
1_MACS_peak_16970_lociStitched	chr5(.):6885461-6886134	0.5534
1_MACS_peak_16971_lociStitched	chr5(.):7304318-7306025	0.968
1_MACS_peak_16972_lociStitched	chr5(.):7628539-7630054	0.7147
1_MACS_peak_16973_lociStitched	chr5(.):7779072-7779959	0.7936
3_MACS_peak_16974_lociStitched	chr5(.):7868576-7873957	0.6383
1_MACS_peak_16977_lociStitched	chr5(.):7894714-7895561	0.5579
1_MACS_peak_16978_lociStitched	chr5(.):8349650-8350632	1.3419
1_MACS_peak_16979_lociStitched	chr5(.):8949828-8950455	0.4785
1_MACS_peak_16980_lociStitched	chr5(.):9361600-9363790	0.7531
1_MACS_peak_16981_lociStitched	chr5(.):9428255-9428943	0.8189
1_MACS_peak_16982_lociStitched	chr5(.):9528924-9529713	0.6739
1_MACS_peak_16983_lociStitched	chr5(.):9544428-9545241	0.735
1_MACS_peak_16984_lociStitched	chr5(.):10069804-10070621	0.7636
1_MACS_peak_16985_lociStitched	chr5(.):10248996-10251162	0.788
2_MACS_peak_16986_lociStitched	chr5(.):10283913-10289578	0.5043
2_MACS_peak_16988_lociStitched	chr5(.):10352767-10355948	0.9007
1_MACS_peak_16990_lociStitched	chr5(.):10441458-10442342	0.6038
1_MACS_peak_16991_lociStitched	chr5(.):10452844-10453442	0.546
1_MACS_peak_16992_lociStitched	chr5(.):10489711-10490592	0.6596
1_MACS_peak_16993_lociStitched	chr5(.):10563421-10564552	0.5472
2_MACS_peak_16994_lociStitched	chr5(.):10600543-10608318	0.5311
1_MACS_peak_16996_lociStitched	chr5(.):10631874-10632897	0.6772
1_MACS_peak_16997_lociStitched	chr5(.):10962075-10962813	0.5779
1_MACS_peak_16998_lociStitched	chr5(.):11027596-11028406	0.5351
1_MACS_peak_16999_lociStitched	chr5(.):12277736-12278524	0.5821
1_MACS_peak_17000_lociStitched	chr5(.):12399782-12400547	0.6264
1_MACS_peak_17001_lociStitched	chr5(.):12875678-12876435	0.4942
1_MACS_peak_17002_lociStitched	chr5(.):13045827-13046669	0.611
1_MACS_peak_17003_lociStitched	chr5(.):13307410-13308422	0.8543
1_MACS_peak_17004_lociStitched	chr5(.):14011434-14012183	0.5023
1_MACS_peak_17005_lociStitched	chr5(.):14144432-14145672	0.5984
1_MACS_peak_17006_lociStitched	chr5(.):14214051-14215028	0.6803
1_MACS_peak_17007_lociStitched	chr5(.):14582115-14582988	0.5686
1_MACS_peak_17008_lociStitched	chr5(.):14594867-14595930	0.786
1_MACS_peak_17009_lociStitched	chr5(.):14630525-14631259	0.9938
2_MACS_peak_17010_lociStitched	chr5(.):14663582-14666588	0.6344
1_MACS_peak_17012_lociStitched	chr5(.):14675361-14676993	0.6736
1_MACS_peak_17013_lociStitched	chr5(.):14809379-14810670	1.2179
2_MACS_peak_17014_lociStitched	chr5(.):14992654-14997846	0.3135
1_MACS_peak_17016_lociStitched	chr5(.):15366506-15367482	1.0749
2_MACS_peak_17017_lociStitched	chr5(.):15441490-15447886	0.4285
2_MACS_peak_17019_lociStitched	chr5(.):15499577-15502333	0.6184
1_MACS_peak_17021_lociStitched	chr5(.):15880168-15880752	0.6892
1_MACS_peak_17022_lociStitched	chr5(.):16067263-16068273	1.4102
1_MACS_peak_17023_lociStitched	chr5(.):16074039-16074870	0.6493
1_MACS_peak_17024_lociStitched	chr5(.):16192194-16193096	0.683
1_MACS_peak_17025_lociStitched	chr5(.):16465430-16466590	0.7568
1_MACS_peak_17026_lociStitched	chr5(.):16976164-16976944	0.879
2_MACS_peak_17027_lociStitched	chr5(.):17221771-17223980	0.5443
1_MACS_peak_17029_lociStitched	chr5(.):17282298-17283465	0.6452
2_MACS_peak_17030_lociStitched	chr5(.):17314889-17318141	0.7469
1_MACS_peak_17032_lociStitched	chr5(.):17343560-17344372	0.6884
1_MACS_peak_17033_lociStitched	chr5(.):17426240-17426992	0.5867
1_MACS_peak_17034_lociStitched	chr5(.):17665764-17666611	0.7774
1_MACS_peak_17035_lociStitched	chr5(.):17912796-17913445	0.5046
1_MACS_peak_17036_lociStitched	chr5(.):18264059-18265210	0.8442
1_MACS_peak_17037_lociStitched	chr5(.):18381041-18381628	0.5369
1_MACS_peak_17038_lociStitched	chr5(.):18653232-18654055	1.2091
1_MACS_peak_17039_lociStitched	chr5(.):18698308-18699127	1.481
2_MACS_peak_17040_lociStitched	chr5(.):18740337-18746910	0.4435
1_MACS_peak_17042_lociStitched	chr5(.):19018507-19019237	0.5062
1_MACS_peak_17043_lociStitched	chr5(.):19255906-19256696	0.5034
1_MACS_peak_17044_lociStitched	chr5(.):19269699-19271161	0.8437
1_MACS_peak_17045_lociStitched	chr5(.):19713651-19714346	0.7744
1_MACS_peak_17046_lociStitched	chr5(.):20959470-20960013	0.5344
1_MACS_peak_17047_lociStitched	chr5(.):20972300-20973335	0.9051
1_MACS_peak_17048_lociStitched	chr5(.):21459138-21460124	0.7463
1_MACS_peak_17049_lociStitched	chr5(.):21817879-21818612	0.4621
1_MACS_peak_17050_lociStitched	chr5(.):23012881-23013585	0.6908
2_MACS_peak_17051_lociStitched	chr5(.):23717440-23721975	0.2817
1_MACS_peak_17053_lociStitched	chr5(.):23991342-23992064	0.6075
1_MACS_peak_17054_lociStitched	chr5(.):24226379-24227145	0.8729
1_MACS_peak_17055_lociStitched	chr5(.):24384923-24385739	0.5659
1_MACS_peak_17056_lociStitched	chr5(.):24397648-24398624	0.8366
1_MACS_peak_17057_lociStitched	chr5(.):24729075-24730108	0.8567
1_MACS_peak_17058_lociStitched	chr5(.):24899123-24899912	1.0015
1_MACS_peak_17059_lociStitched	chr5(.):25569078-25569596	0.4643
1_MACS_peak_17060_lociStitched	chr5(.):25688123-25689005	0.9655
1_MACS_peak_17061_lociStitched	chr5(.):25955317-25956111	1.1578
1_MACS_peak_17062_lociStitched	chr5(.):26339551-26340262	0.5781
1_MACS_peak_17063_lociStitched	chr5(.):26482725-26483368	0.446
1_MACS_peak_17064_lociStitched	chr5(.):26876667-26877937	1.1071
1_MACS_peak_17065_lociStitched	chr5(.):27252714-27253724	1.376
1_MACS_peak_17066_lociStitched	chr5(.):27315450-27316614	0.9172
1_MACS_peak_17067_lociStitched	chr5(.):27458226-27459096	0.5936
1_MACS_peak_17068_lociStitched	chr5(.):27464996-27466037	0.8039
1_MACS_peak_17069_lociStitched	chr5(.):29089608-29090324	0.4686
1_MACS_peak_17070_lociStitched	chr5(.):29378883-29380166	0.5508
1_MACS_peak_17071_lociStitched	chr5(.):29547463-29548125	0.5653
1_MACS_peak_17072_lociStitched	chr5(.):31531553-31533059	0.8879
1_MACS_peak_17073_lociStitched	chr5(.):32020113-32021186	1.0037
1_MACS_peak_17074_lociStitched	chr5(.):32092713-32093844	1.4768
1_MACS_peak_17075_lociStitched	chr5(.):32163728-32164527	0.6155
1_MACS_peak_17076_lociStitched	chr5(.):32173331-32175415	0.7626
1_MACS_peak_17077_lociStitched	chr5(.):32210770-32211891	0.8899
1_MACS_peak_17078_lociStitched	chr5(.):32217879-32218745	0.7104
1_MACS_peak_17079_lociStitched	chr5(.):32280487-32282601	0.8923
1_MACS_peak_17080_lociStitched	chr5(.):32290656-32291734	0.8624
2_MACS_peak_17081_lociStitched	chr5(.):32321614-32326115	0.4702
1_MACS_peak_17083_lociStitched	chr5(.):32406497-32407349	0.9943
1_MACS_peak_17084_lociStitched	chr5(.):32489726-32490505	0.489
3_MACS_peak_17085_lociStitched	chr5(.):32530883-32543521	0.6639
1_MACS_peak_17088_lociStitched	chr5(.):32572009-32574062	0.7451
2_MACS_peak_17089_lociStitched	chr5(.):32582341-32586695	0.9195
2_MACS_peak_17091_lociStitched	chr5(.):33235468-33239942	0.4572
1_MACS_peak_17093_lociStitched	chr5(.):33440389-33442136	0.6854
1_MACS_peak_17094_lociStitched	chr5(.):33849853-33850849	1.1025
1_MACS_peak_17095_lociStitched	chr5(.):34007576-34008927	0.7597
1_MACS_peak_17096_lociStitched	chr5(.):34070409-34071285	0.6426
1_MACS_peak_17097_lociStitched	chr5(.):34244131-34246609	0.6157
1_MACS_peak_17098_lociStitched	chr5(.):34467815-34468687	0.7852
1_MACS_peak_17099_lociStitched	chr5(.):34534105-34534835	0.5661
1_MACS_peak_17100_lociStitched	chr5(.):34838536-34839849	0.8164
1_MACS_peak_17101_lociStitched	chr5(.):34914857-34916337	0.9165
1_MACS_peak_17102_lociStitched	chr5(.):34959141-34960114	0.953
1_MACS_peak_17103_lociStitched	chr5(.):35194442-35195421	1.1547
1_MACS_peak_17104_lociStitched	chr5(.):35229322-35230198	0.6155
1_MACS_peak_17105_lociStitched	chr5(.):35319193-35320342	0.8108
1_MACS_peak_17106_lociStitched	chr5(.):35479039-35479983	0.9802
1_MACS_peak_17107_lociStitched	chr5(.):35517933-35518862	2.3015
1_MACS_peak_17108_lociStitched	chr5(.):35617288-35618364	0.9711
1_MACS_peak_17109_lociStitched	chr5(.):35852065-35853062	0.9027
1_MACS_peak_17110_lociStitched	chr5(.):35904264-35905394	0.9611
2_MACS_peak_17111_lociStitched	chr5(.):36070625-36074360	0.5082
1_MACS_peak_17113_lociStitched	chr5(.):36164055-36165285	0.7039
1_MACS_peak_17114_lociStitched	chr5(.):36176977-36178016	0.9678
1_MACS_peak_17115_lociStitched	chr5(.):36241791-36242926	0.8455
1_MACS_peak_17116_lociStitched	chr5(.):36273803-36274492	0.6854
1_MACS_peak_17117_lociStitched	chr5(.):36360265-36361001	0.6242
1_MACS_peak_17118_lociStitched	chr5(.):36419396-36420274	0.9191
1_MACS_peak_17119_lociStitched	chr5(.):36723686-36725520	0.6246
1_MACS_peak_17120_lociStitched	chr5(.):36876957-36878050	0.5298
1_MACS_peak_17121_lociStitched	chr5(.):37111608-37112848	0.8923
1_MACS_peak_17122_lociStitched	chr5(.):37370758-37372065	0.8707
1_MACS_peak_17123_lociStitched	chr5(.):37378789-37379754	0.7675
1_MACS_peak_17124_lociStitched	chr5(.):37412873-37413687	0.5795
1_MACS_peak_17125_lociStitched	chr5(.):37436093-37436955	1.0398
1_MACS_peak_17126_lociStitched	chr5(.):37445716-37446436	0.7537
1_MACS_peak_17127_lociStitched	chr5(.):37721413-37722124	0.5401
1_MACS_peak_17128_lociStitched	chr5(.):37737957-37738794	0.705
1_MACS_peak_17129_lociStitched	chr5(.):37799773-37800801	0.9695
1_MACS_peak_17130_lociStitched	chr5(.):37810853-37812111	0.9969
1_MACS_peak_17131_lociStitched	chr5(.):37840206-37841013	0.6332
1_MACS_peak_17132_lociStitched	chr5(.):37859581-37860522	0.9007
1_MACS_peak_17133_lociStitched	chr5(.):37909598-37910843	0.6913
1_MACS_peak_17134_lociStitched	chr5(.):38453300-38454375	2.266
2_MACS_peak_17135_lociStitched	chr5(.):39073190-39077605	0.7867
1_MACS_peak_17137_lociStitched	chr5(.):39191233-39191901	0.6001
1_MACS_peak_17138_lociStitched	chr5(.):39231482-39232663	0.759
1_MACS_peak_17139_lociStitched	chr5(.):39264433-39265219	0.6933
1_MACS_peak_17140_lociStitched	chr5(.):39274686-39275460	0.6238
1_MACS_peak_17141_lociStitched	chr5(.):39302434-39303097	0.7545
1_MACS_peak_17142_lociStitched	chr5(.):39460825-39461898	1.7379
2_MACS_peak_17143_lociStitched	chr5(.):39657865-39662157	0.4413
2_MACS_peak_17145_lociStitched	chr5(.):40376490-40379144	0.4266
1_MACS_peak_17147_lociStitched	chr5(.):40386137-40386888	0.6242
1_MACS_peak_17148_lociStitched	chr5(.):40404519-40405279	0.7393
2_MACS_peak_17149_lociStitched	chr5(.):40485110-40487638	0.8806
1_MACS_peak_17151_lociStitched	chr5(.):40591651-40592539	1.2286
2_MACS_peak_17152_lociStitched	chr5(.):40677998-40680703	0.5948
1_MACS_peak_17154_lociStitched	chr5(.):40755031-40756663	0.7827
1_MACS_peak_17155_lociStitched	chr5(.):40834415-40836205	1.3173
1_MACS_peak_17156_lociStitched	chr5(.):40872160-40873108	0.7531
1_MACS_peak_17157_lociStitched	chr5(.):41842709-41843572	0.9474
1_MACS_peak_17158_lociStitched	chr5(.):41903320-41904957	0.8951
1_MACS_peak_17159_lociStitched	chr5(.):41921111-41921847	0.5435
1_MACS_peak_17160_lociStitched	chr5(.):42483362-42484165	0.9053
1_MACS_peak_17161_lociStitched	chr5(.):42628740-42629457	0.7784
1_MACS_peak_17162_lociStitched	chr5(.):42757211-42757901	0.7976
1_MACS_peak_17163_lociStitched	chr5(.):42927481-42928423	0.9793
1_MACS_peak_17164_lociStitched	chr5(.):42948950-42952879	0.8951
1_MACS_peak_17165_lociStitched	chr5(.):42991482-42995682	1.0981
2_MACS_peak_17166_lociStitched	chr5(.):43007552-43011339	0.9628
