GENE_ID	locusLine	bin_1_07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam
NM_001098791	chrX(.):38655684-38670783	0.5251
NM_021242	chrX(.):38658072-38670783	0.6188
NM_017745	chrX(.):39905498-39961719	0.2274
NR_029636	chrX(.):45601420-45611530	0.0838
NR_029635	chrX(.):45600584-45610694	0.0772
NM_001167947	chrX(.):48745729-48760426	0.3879
NM_001042498	chrX(.):48755888-48774235	0.2941
NM_001136158	chrX(.):48774302-48819893	1.5472
NM_001136159	chrX(.):48774302-48820648	1.522
NM_006875	chrX(.):48765458-48781413	1.1061
NM_004979	chrX(.):48813638-48833251	0.2297
NM_005660	chrX(.):48755458-48773917	0.2956
NM_001032289	chrX(.):48755889-48773933	0.2776
NM_052957	chrX(.):70792873-70838433	0.0669
NM_001142797	chrX(.):70830765-70843367	0.6706
NM_016500	chrX(.):75387770-75403033	0.1567
NM_000291	chrX(.):77354665-77387324	0.1189
NM_006639	chrX(.):77523129-77588087	0.1638
NM_014499	chrX(.):78195828-78222438	0.5742
NR_036258	chrX(.):78151690-78161746	0.0385
NM_032553	chrX(.):78421468-78432726	0.03
NR_030413	chrX(.):118775700-118785811	0.0668
NM_003399	chrX(.):128867945-128908525	0.294
NM_018990	chrX(.):128908891-128934176	0.5649
NM_001130846	chrX(.):129258337-129277015	0.0313
NM_004208	chrX(.):129258337-129304861	0.0783
NM_004794	chrX(.):129300772-129323844	0.2483
NM_145813	chrX(.):129258337-129304808	0.0767
NM_000054	chrX(.):153165528-153177620	0.1083
NM_000425	chrX(.):153121970-153146399	0.0253
NM_003491	chrX(.):153190376-153205468	1.2606
NM_001666	chrX(.):153167829-153196714	0.696
NM_002910	chrX(.):153195721-153215232	0.1756
NR_027419	chrX(.):153162984-153177620	0.0957
NM_001025243	chrX(.):153270956-153290342	0.5094
NM_003492	chrX(.):153232990-153253646	1.0856
NR_031757	chrX(.):153280370-153290440	0.6644
NR_036175	chrX(.):153241548-153251627	0.5846
NR_036174	chrX(.):153241547-153251628	0.5847
NM_001110556	chrX(.):153571899-153608006	0.2849
NM_000117	chrX(.):153602596-153614883	0.344
NM_006730	chrX(.):153624578-153642575	0.5795
NM_001183	chrX(.):153651977-153669862	0.1959
NM_001009934	chrX(.):153624578-153645427	0.504
NR_000011	chrX(.):153623621-153633756	0.6226
NM_000116	chrX(.):153634876-153655063	0.2203
NR_026898	chrX(.):153621570-153635680	0.4589
NM_004699	chrX(.):153667484-153684002	0.1171
NM_001493	chrX(.):153660258-153676814	0.2068
NM_001012288	chrY(.):1259886-1286527	0.3626
NM_022148	chrY(.):1259893-1286530	0.3626
NM_015892	chr10(.):125762181-125856930	1.2407
NM_014863	chr10(.):125774168-125856930	1.4067
NM_031453	chr10(.):14555558-14821896	0.2691
NM_001014797	chr10(.):78624358-79402577	0.1257
NM_018363	chr10(.):90028620-90348082	0.2098
NM_001031709	chr10(.):90038858-90348082	0.1778
NM_001083591	chr10(.):11201992-11383672	0.9616
NM_001025077	chr10(.):11042258-11383672	0.5715
NM_006561	chr10(.):11054892-11383672	0.5912
NM_024948	chr10(.):15815174-15907519	0.5096
NM_172242	chr10(.):22629398-22711539	0.2177
NM_001002265	chr10(.):45947816-46095354	0.2608
NR_033842	chr10(.):45301471-45460137	0.2918
NM_032023	chr10(.):45450218-45495172	0.6458
NM_000698	chr10(.):45864628-45946563	0.9409
NM_001002266	chr10(.):45947816-46035819	0.3447
NM_032199	chr10(.):63656012-63861707	0.437
NM_001198798	chr10(.):73851273-73980751	0.1203
NM_001198799	chr10(.):73851273-73981183	0.1201
NM_012095	chr10(.):75875014-75915826	0.2006
NM_006721	chr10(.):75905964-76474060	0.1057
NM_001123	chr10(.):75931443-76474060	0.0844
NM_001161352	chr10(.):78639634-79402577	0.1268
NM_020338	chr10(.):80823791-81081285	0.287
NM_145868	chr10(.):81909879-81970328	0.4539
NM_001134363	chr10(.):112399154-112604227	0.3407
NM_007373	chr10(.):112674300-112778425	0.1284
NM_014661	chr10(.):126302862-126437930	0.2762
NR_027653	chr10(.):3813187-3832473	1.6139
NM_178150	chr10(.):5927213-5984556	0.309
NM_032807	chr10(.):5931348-5984556	0.3142
NM_019046	chr10(.):5898688-5936860	0.1648
NM_001009941	chr10(.):5915049-5936860	0.2183
NM_005180	chr10(.):22605005-22625414	0.6749
NM_012071	chr10(.):22600298-22614237	0.9327
NM_001098207	chr10(.):43876064-43897794	0.497
NM_004966	chr10(.):43876064-43909656	0.6717
NM_173160	chr10(.):43862091-43876783	0.0558
NM_001098204	chr10(.):43876064-43909696	0.6709
NM_001098208	chr10(.):43876064-43897279	0.5068
NM_001098205	chr10(.):43876064-43909332	0.6776
NM_001098206	chr10(.):43876064-43908299	0.6988
NR_026693	chr10(.):43927573-43983007	0.3
NM_001123376	chr10(.):45401763-45435642	0.1387
NM_007021	chr10(.):45466708-45479330	0.7382
NM_001039380	chr10(.):45488145-45501470	0.534
NM_006963	chr10(.):45491272-45505777	0.478
NM_018055	chr10(.):72186691-72206465	0.0845
NM_014431	chr10(.):72233563-72333206	0.4091
NM_001042465	chr10(.):73571054-73616082	0.1326
NM_001171935	chr10(.):73566639-73580704	0.057
NM_173473	chr10(.):73970805-74000618	0.2047
NM_019058	chr10(.):74028676-74040797	0.5055
NM_032772	chr10(.):77152602-77166513	0.5462
NR_024421	chr10(.):77156285-77173740	0.5751
NR_024422	chr10(.):77158513-77173740	0.6563
NM_057157	chr10(.):94828231-94842641	1.0252
NM_183374	chr10(.):94816020-94833454	0.3181
NM_000783	chr10(.):94828646-94842641	1.0548
NM_020992	chr10(.):96992329-97055781	0.5133
NM_198044	chr10(.):99200929-99222127	0.173
NM_198046	chr10(.):99200946-99222127	0.1731
NM_016046	chr10(.):99190665-99210768	0.1723
NM_001145114	chr10(.):99111457-99166127	0.0908
NM_002629	chr10(.):99181026-99198198	0.2249
NM_001083913	chr10(.):104498726-104581021	0.4296
NM_017787	chr10(.):104530887-104581021	0.5667
NR_024552	chr10(.):105201542-105217162	0.4876
NM_001129742	chr10(.):105227560-105243997	1.5691
NM_001001412	chr10(.):105208143-105223648	0.6135
NM_004210	chr10(.):105248734-105357309	0.215
NM_005962	chr10(.):111980761-112052123	0.098
NM_001008541	chr10(.):111964988-112052123	0.2273
NM_005871	chr10(.):112047797-112069707	0.1869
NM_130439	chr10(.):111962362-112052123	0.2219
NM_004419	chr10(.):112252624-112276302	1.2232
NM_145341	chr10(.):112626595-112664764	0.511
NM_001195307	chr10(.):112653487-112684124	0.2847
NM_001195306	chr10(.):112653487-112683694	0.2861
NR_026932	chr10(.):112623647-112635662	2.9919
NM_207127	chr10(.):135187740-135210198	0.793
NM_138384	chr10(.):135202620-135239174	0.3549
NM_145202	chr10(.):135155843-135171187	0.0668
NM_001012508	chr10(.):135229169-135243121	0.0416
NM_001098483	chr10(.):135163794-135176529	0.073
NM_004092	chr10(.):135170986-135191908	0.1479
NR_037509	chr10(.):135180059-135190167	0.2111
NR_024469	chr11(.):67080309-67164158	0.3284
NR_033853	chr11(.):58696115-58830925	0.1532
NM_006157	chr11(.):20686116-21602229	0.09
NM_001111018	chr11(.):19367270-20148147	0.1963
NM_006819	chr11(.):63948586-63977020	0.5158
NM_002335	chr11(.):68075107-68221743	0.099
NM_001098517	chr11(.):115039344-115380241	0.366
NM_002855	chr11(.):119526702-119604435	0.4054
NM_203285	chr11(.):119503807-119604435	0.3284
NM_032873	chr11(.):122521397-122690187	0.1604
NM_181798	chr11(.):2477683-2875340	0.1781
NM_000218	chr11(.):2461220-2875340	0.1766
NM_003156	chr11(.):3871932-4119440	0.2185
NM_030962	chr11(.):9795213-10320754	0.0733
NM_032867	chr11(.):12303446-12385691	0.0698
NM_014632	chr11(.):12127137-12290331	0.2538
NM_021961	chr11(.):12690968-12971284	0.183
NM_175058	chr11(.):16804206-17040963	0.3105
NM_001143830	chr11(.):22683159-22839547	0.7543
NM_177553	chr11(.):22684653-22839547	0.7573
NM_005256	chr11(.):22691318-22839547	0.413
NM_020229	chr11(.):45110563-45251903	0.1007
NM_001127457	chr11(.):45863668-45909796	0.1148
NM_021117	chr11(.):45863956-45909799	0.1155
NM_004811	chr11(.):58289343-58348390	0.8548
NM_001143995	chr11(.):58289343-58350639	0.8257
NM_002556	chr11(.):59336870-59388617	0.0896
NM_206893	chr11(.):60547820-60573778	0.0629
NM_024092	chr11(.):60676370-60695915	0.7574
NM_024060	chr11(.):62196015-62319332	0.1853
NM_003273	chr11(.):64874340-64888707	0.3391
NM_001077241	chr11(.):65137662-65155142	0.9415
NR_002819	chr11(.):65260232-65278939	2.3978
NM_012308	chr11(.):66881739-67030550	0.1937
NM_030930	chr11(.):67753574-67776593	0.7701
NM_014824	chr11(.):72542789-72858143	0.1744
NM_153614	chr11(.):73656363-73686332	0.1257
NM_006656	chr11(.):74694949-74723743	0.1056
NM_182969	chr11(.):74546954-74665232	0.1909
NM_003369	chr11(.):75521211-75860282	0.1338
NM_001128620	chr11(.):77028059-77190108	0.2036
NM_080491	chr11(.):77921335-78133868	0.1065
NM_014488	chr11(.):82687477-82787884	0.7156
NM_032427	chr11(.):95706439-96081344	0.2221
NM_006006	chr11(.):113925430-114126397	0.1341
NM_001018011	chr11(.):113926287-114126397	0.1345
NM_025164	chr11(.):116709117-116973993	0.2022
NM_198489	chr11(.):118863851-118891455	0.2946
NM_015313	chr11(.):120202617-120365645	0.1368
NM_024556	chr11(.):126076618-126137879	0.0736
NR_033839	chr11(.):126206611-126230482	0.1331
NM_002017	chr11(.):128558812-128688162	0.7938
NM_001167681	chr11(.):128557388-128688162	0.7861
NM_002939	chr11(.):489511-511821	0.154
NM_203389	chr11(.):489511-512273	0.1511
NR_029623	chr11(.):563088-573198	0.245
NM_003475	chr11(.):556449-569025	0.3558
NM_021920	chr11(.):621312-632173	0.1391
NR_026967	chr11(.):568807-580885	0.5903
NM_001130442	chr11(.):527241-540550	0.2919
NM_021924	chr11(.):611564-630067	0.3002
NM_004031	chr11(.):607554-620728	0.3395
NM_001143993	chr11(.):555970-569025	0.3451
NM_004029	chr11(.):607554-620999	0.3335
NM_020901	chr11(.):571482-617222	0.255
NM_173573	chr11(.):549849-565779	0.2843
NM_198075	chr11(.):532521-559916	0.2083
NM_182612	chr11(.):762222-782487	0.1824
NM_006755	chr11(.):742431-770024	0.2937
NR_002585	chr11(.):806680-816814	0.5789
NM_001025239	chr11(.):837823-872116	0.2085
NM_001025234	chr11(.):839080-872116	0.2133
NM_145886	chr11(.):794178-810250	0.845
NM_016564	chr11(.):782109-795126	0.1356
NM_021128	chr11(.):834720-847529	0.4717
NM_139029	chr11(.):827951-843835	0.516
NM_173584	chr11(.):822584-836991	0.3241
NM_024698	chr11(.):785474-801263	0.3199
NM_001004	chr11(.):804935-817876	0.623
NM_001025237	chr11(.):839445-872116	0.215
NM_020376	chr11(.):813900-830571	0.3106
NM_001191060	chr11(.):785474-802995	0.2916
NM_001191061	chr11(.):785474-803269	0.2886
NM_001025235	chr11(.):837940-872116	0.2086
NR_027018	chr11(.):3824239-3852582	0.1181
NM_014489	chr11(.):3824765-3852582	0.12
NM_001665	chr11(.):3843207-3867213	0.3105
NM_006284	chr11(.):6627072-6638445	0.502
NM_000391	chr11(.):6628996-6645692	0.4215
NM_003737	chr11(.):6637557-6682074	0.1154
NM_001014794	chr11(.):6619963-6637099	0.5066
NM_001014795	chr11(.):6620206-6637099	0.5135
NM_015324	chr11(.):6616151-6629811	0.3275
NM_003390	chr11(.):9590227-9616313	0.3338
NM_001143976	chr11(.):9591233-9616313	0.3229
NM_001124	chr11(.):10321641-10333923	4.0138
NM_022725	chr11(.):22639078-22652387	0.4949
NM_000610	chr11(.):35155416-35258949	0.5853
NM_001024844	chr11(.):44582140-44646315	0.4396
NM_018389	chr11(.):45821640-45839567	0.3514
NR_027134	chr11(.):45787982-45798909	0.1355
NM_001145266	chr11(.):45820622-45839567	0.3365
NM_000256	chr11(.):47347956-47379253	0.058
NM_003120	chr11(.):47371408-47405127	0.1494
NM_152264	chr11(.):47425045-47443051	0.2858
NM_002804	chr11(.):47435319-47453024	0.4439
NM_032645	chr11(.):47454314-47475730	0.0612
NM_000614	chr11(.):58385145-58398205	0.1731
NR_024091	chr11(.):58341586-58398205	0.8338
NM_053023	chr11(.):58341586-58394023	0.8886
NM_022074	chr11(.):58907251-58927511	0.6027
NM_001142520	chr11(.):58905317-58927511	0.5535
NM_001142704	chr11(.):58869657-58899888	0.3894
NM_001004711	chr11(.):59277385-59288330	0.0631
NM_001004706	chr11(.):59266048-59276984	0.0627
NR_036120	chr11(.):59357549-59367631	0.0579
NM_004778	chr11(.):60613397-60628444	0.0762
NM_207341	chr11(.):60630014-60648164	0.5906
NM_024098	chr11(.):60604428-60623561	0.7903
NM_014502	chr11(.):60653019-60679061	0.3139
NM_016582	chr11(.):60699554-60724257	0.1555
NM_178031	chr11(.):60686912-60709631	0.084
NM_022830	chr11(.):62337516-62364109	0.3175
NM_012200	chr11(.):62377767-62394448	0.3956
NM_153265	chr11(.):62364690-62385237	0.5408
NM_004739	chr11(.):62355674-62374303	0.5152
NM_000327	chr11(.):62375212-62387592	0.3895
NM_001404	chr11(.):62322072-62346460	0.5106
NM_001620	chr11(.):62278373-62319332	0.2502
NM_198335	chr11(.):62387299-62419104	0.1808
NM_004470	chr11(.):64003412-64016607	0.7998
NM_000932	chr11(.):64013994-64041924	0.4073
NM_005528	chr11(.):63992752-64006753	0.5781
NM_001160390	chr11(.):63986270-63998726	0.4991
NM_032344	chr11(.):63988737-64002488	0.517
NM_004322	chr11(.):64032299-64057176	0.6422
NM_178443	chr11(.):63969151-63996363	0.3774
NM_057092	chr11(.):64004587-64016607	0.8647
NM_033310	chr11(.):64053792-64072503	0.4618
NM_003377	chr11(.):63997265-64011259	0.74
NM_020155	chr11(.):64048581-64061972	0.6299
NM_001135208	chr11(.):64003603-64016607	0.8066
NM_001039496	chr11(.):64062862-64077239	0.7332
NM_001170726	chr11(.):64046810-64061972	0.5633
NM_001160393	chr11(.):63986270-63998341	0.4644
NM_001170881	chr11(.):64047284-64061972	0.5775
NM_001177358	chr11(.):64047282-64061972	0.5775
NM_138689	chr11(.):64006950-64019413	0.884
NM_000244	chr11(.):64565985-64583188	0.2599
NM_130803	chr11(.):64565985-64583766	0.2536
NM_004579	chr11(.):64551608-64575713	0.1446
NM_017525	chr11(.):64586661-64617041	0.1541
NM_130800	chr11(.):64565985-64583035	0.2609
NM_130802	chr11(.):64565985-64583213	0.2597
NR_029829	chr11(.):64653826-64663911	0.1469
NM_006795	chr11(.):64615207-64651191	0.6333
NR_029578	chr11(.):64653608-64663718	0.1468
NM_013299	chr11(.):64803375-64817300	0.3961
NM_005468	chr11(.):64807294-64831009	0.3392
NM_080668	chr11(.):64839926-64856615	0.3559
NM_006782	chr11(.):64846693-64860874	0.5837
NM_013265	chr11(.):64858682-64884180	0.2488
NR_037567	chr11(.):64884654-64899841	0.2994
NM_172230	chr11(.):64889750-64907003	0.6671
NM_001997	chr11(.):64883098-64894672	0.4052
NM_004927	chr11(.):64884715-64899841	0.2905
NM_014205	chr11(.):64878874-64890170	0.5444
NM_006268	chr11(.):65096345-65125451	0.2362
NM_145719	chr11(.):65117281-65130082	0.2788
NR_028272	chr11(.):65185268-65199003	7.2625
NR_030343	chr11(.):65206928-65217028	0.41
NM_031904	chr11(.):65149040-65185995	1.0981
NM_032223	chr11(.):65378782-65409910	0.3066
NM_001098785	chr11(.):65334819-65346669	0.9839
NM_021070	chr11(.):65301029-65330699	0.3278
NM_033455	chr11(.):65355325-65368467	0.6484
NM_001099409	chr11(.):65338508-65365116	0.7556
NM_002419	chr11(.):65360225-65386720	0.2844
NM_001048218	chr11(.):65287547-65311182	0.2825
NM_006396	chr11(.):65332942-65344239	0.9368
NM_014578	chr11(.):66819288-66844488	0.1569
NM_207354	chr11(.):67051761-67074955	0.5378
NM_017857	chr11(.):67065918-67085078	0.1633
NR_030767	chr11(.):67051815-67074955	0.5385
NM_001619	chr11(.):67028904-67059029	1.0274
NM_001161473	chr11(.):67771047-67801743	0.6573
NM_006053	chr11(.):67805446-67823366	0.4849
NM_006019	chr11(.):67801482-67823366	0.4092
NM_002496	chr11(.):67793083-67809114	0.7756
NM_000694	chr11(.):67772789-67801743	0.6313
NM_022338	chr11(.):68023802-68044469	0.6228
NM_138768	chr11(.):69056621-69069754	1.6396
NM_032871	chr11(.):73082712-73113519	0.2176
NM_152222	chr11(.):73082404-73113519	0.2164
NM_014786	chr11(.):73014662-73085425	0.1747
NM_003355	chr11(.):73680715-73698889	0.6776
NM_003356	chr11(.):73706325-73725282	0.0773
NM_014752	chr11(.):74655291-74695076	0.2712
NR_033347	chr11(.):82747505-82757640	0.1197
NR_036125	chr11(.):96069601-96079690	1.7267
NM_024725	chr11(.):96080928-96128083	0.1089
NM_003772	chr11(.):96118157-96131727	0.2116
NM_006235	chr11(.):111217980-111255157	1.5868
NR_026691	chr11(.):117852105-117877199	0.5803
NM_007180	chr11(.):118523941-118555381	0.0812
NM_032966	chr11(.):118759100-118771971	0.162
NR_003040	chr11(.):118868670-118879303	0.1419
NM_001716	chr11(.):118749540-118771971	0.1338
NM_006760	chr11(.):118822007-118834269	0.0739
NM_182557	chr11(.):118761850-118786613	0.1165
NM_181721	chr11(.):118837416-118856995	0.0642
NM_000190	chr11(.):118950586-118969259	0.5196
NM_001028	chr11(.):118881421-118894057	0.4061
NM_002105	chr11(.):118959584-118971177	0.6138
NM_016146	chr11(.):118884240-118899385	0.4045
NM_001024382	chr11(.):118953696-118969259	0.6119
NM_001164278	chr11(.):118890060-118906616	0.5893
NM_001130991	chr11(.):118909895-118932925	0.1748
NM_015517	chr11(.):118987287-119010765	0.1352
NM_006389	chr11(.):118909895-118932916	0.1748
NM_014807	chr11(.):118973092-118992827	0.4154
NM_021729	chr11(.):118933492-118957688	0.2165
NM_001382	chr11(.):118962212-118977785	0.91
NM_001164280	chr11(.):118890060-118905278	0.6361
NR_037429	chr11(.):118884653-118894722	0.5317
NM_001142505	chr11(.):119015298-119038374	0.1008
NM_022169	chr11(.):119014749-119038374	0.0996
NM_203286	chr11(.):119540098-119604435	0.4783
NM_001198675	chr11(.):120190837-120209388	0.5726
NR_027288	chr11(.):122883273-122895319	0.0919
NM_006597	chr11(.):122923199-122937844	1.6373
NM_032795	chr11(.):126066988-126086587	0.3155
NM_017547	chr11(.):126134054-126153027	0.2335
NM_014026	chr11(.):126168646-126220644	0.3574
NM_148910	chr11(.):126147981-126168071	0.3119
NM_001177842	chr11(.):126127813-126143877	0.1775
NM_006278	chr11(.):126221095-126289533	0.0908
NM_003658	chr11(.):129240880-129327174	0.523
NM_014325	chr12(.):109033886-109130295	0.5579
NM_152641	chr12(.):46118619-46306819	0.1771
NM_002392	chr12(.):69196970-69244212	0.5887
NM_173591	chr12(.):80598232-80777870	0.1667
NM_001173982	chr12(.):104845691-105160792	0.1836
NM_014503	chr12(.):101668904-101785397	0.0958
NM_020375	chr12(.):4425358-4474190	0.0833
NM_018173	chr12(.):6414601-6442672	0.1847
NM_007273	chr12(.):7069516-7084891	0.5803
NR_015382	chr12(.):6543166-6565683	1.1604
NM_001144857	chr12(.):6416816-6442672	0.1941
NM_001273	chr12(.):6674247-6721551	0.2616
NM_001144856	chr12(.):6415098-6442672	0.1865
NM_001144831	chr12(.):7069514-7084916	0.5798
NM_016511	chr12(.):10218079-10256605	0.2616
NM_001987	chr12(.):11797787-12053325	0.3846
NM_031289	chr12(.):13232041-13253709	0.9067
NM_016355	chr12(.):12961279-12987915	0.1898
NM_006143	chr12(.):12808994-12854121	0.4126
NM_001080555	chr12(.):13232041-13261619	0.9263
NM_001423	chr12(.):13344601-13374708	0.1808
NM_152321	chr12(.):15061975-15096463	0.0658
NM_004572	chr12(.):32938679-33054780	0.1937
NM_139241	chr12(.):32650040-32803984	0.2501
NM_005164	chr12(.):39940021-40018843	0.2729
NM_001031748	chr12(.):40014971-40120720	0.1097
NM_001843	chr12(.):41081357-41469094	0.153
NM_175736	chr12(.):50026723-50106197	0.2876
NM_182559	chr12(.):51231700-51286663	0.1348
NM_001033873	chr12(.):51634132-51668994	0.087
NM_001031628	chr12(.):51634132-51669202	0.0866
NM_001128914	chr12(.):53840885-53879946	0.6602
NM_000966	chr12(.):53599352-53631036	1.1892
NM_001042728	chr12(.):53599352-53619150	1.6459
NM_001798	chr12(.):56355555-56371568	0.3883
NM_013449	chr12(.):56984379-57035163	0.3115
NM_006576	chr12(.):58186159-58214852	0.0619
NM_001172697	chr12(.):58171527-58201639	0.0917
NM_018279	chr12(.):72074877-72102839	0.7148
NM_172240	chr12(.):89808500-89924777	0.2253
NM_003774	chr12(.):89908189-89923535	0.4594
NM_001731	chr12(.):92529053-92544673	0.9913
NM_005761	chr12(.):94537498-94704225	0.7983
NM_002595	chr12(.):96667038-96799366	0.1596
NM_145913	chr12(.):101544993-101609016	0.0621
NM_020244	chr12(.):102086416-102127846	0.2104
NM_014706	chr12(.):108910990-108960165	0.5326
NM_018984	chr12(.):109171465-109256359	0.4578
NM_014868	chr12(.):120967131-121020397	0.1568
NM_003959	chr12(.):123315038-123352507	0.0752
NM_001082959	chr12(.):125257173-125353519	0.0657
NR_028415	chr12(.):1604656-1618590	0.0721
NM_001759	chr12(.):4377901-4419522	0.5723
NM_002342	chr12(.):6488356-6505732	0.0753
NM_001159576	chr12(.):6451008-6489390	0.6495
NM_001065	chr12(.):6432922-6456283	0.766
NM_001038	chr12(.):6451008-6489905	0.6415
NM_001159575	chr12(.):6451008-6491523	0.6196
NM_014231	chr12(.):6566403-6584843	0.6636
NM_001193457	chr12(.):6643693-6670249	0.3208
NM_006170	chr12(.):6661036-6682480	0.1966
NM_001242	chr12(.):6549050-6565884	1.5186
NM_014865	chr12(.):6598297-6646132	0.5277
NM_016497	chr12(.):6596315-6607471	0.6799
NM_018009	chr12(.):6556176-6576488	1.4501
NM_001142961	chr12(.):6723000-6745815	0.128
NM_016162	chr12(.):6754703-6777308	0.1081
NM_032489	chr12(.):6742241-6761580	0.0806
NR_003012	chr12(.):6685638-6695775	0.0636
NM_020400	chr12(.):6723000-6750297	0.1176
NR_027483	chr12(.):6972277-6985110	0.6344
NM_001975	chr12(.):7018613-7037859	0.8668
NM_002831	chr12(.):7055433-7075479	2.4163
NM_001159287	chr12(.):6971583-6985110	0.6049
NR_029779	chr12(.):7067861-7077929	1.9141
NM_080548	chr12(.):7050739-7075479	2.4001
NM_001146316	chr12(.):6975099-6987449	0.6508
NM_000365	chr12(.):6971692-6985110	0.6096
NM_001007026	chr12(.):7028625-7056484	1.0786
NM_006992	chr12(.):7008896-7028406	0.4366
NM_001940	chr12(.):7032479-7056484	1.05
NM_032641	chr12(.):6975099-6987521	0.6476
NR_003010	chr12(.):7071499-7081769	0.4575
NR_033796	chr12(.):6988845-6999902	0.107
NR_002803	chr12(.):6988144-6998768	0.0496
NM_138425	chr12(.):7048202-7060165	1.5251
NR_029682	chr12(.):7068259-7078354	1.4884
NM_005768	chr12(.):7080346-7130842	0.11
NM_006331	chr12(.):7074943-7090165	0.31
NR_036052	chr12(.):9387065-9397147	0.0729
NM_001172633	chr12(.):10305898-10329790	0.0999
NM_197949	chr12(.):10264375-10287868	0.3522
NM_153022	chr12(.):10326556-10349403	0.0778
NR_036052	chr12(.):12259885-12269967	0.0773
NM_004064	chr12(.):12865301-12880305	6.6261
NM_030817	chr12(.):12933540-12949399	0.2645
NR_030344	chr12(.):12912582-12922677	0.0627
NM_001130415	chr12(.):12873850-12949399	0.7126
NM_020853	chr12(.):13192314-13241383	0.2316
NM_006205	chr12(.):15120955-15139799	0.1295
NM_001175	chr12(.):15089949-15119562	0.905
NM_030762	chr12(.):26267958-26283003	1.8655
NM_005086	chr12(.):26343505-26392708	0.1015
NM_001135823	chr12(.):26343268-26392708	0.1011
NM_030653	chr12(.):31221778-31262725	0.5452
NR_028408	chr12(.):46114502-46126704	1.4303
NM_018976	chr12(.):46746970-46771645	0.5567
NM_001146076	chr12(.):48050714-48104844	0.1094
NM_001172439	chr12(.):48098517-48124355	0.1932
NM_001098532	chr12(.):48123452-48157181	0.3593
NM_017842	chr12(.):48161966-48181536	0.3366
NM_006105	chr12(.):48123452-48157244	0.3587
NM_001098531	chr12(.):48123452-48157889	0.3522
NM_001098416	chr12(.):48171506-48218763	1.3236
NM_000376	chr12(.):48230319-48303814	0.3555
NM_001031698	chr12(.):50019326-50043449	0.1241
NM_012272	chr12(.):50012402-50043449	0.2313
NM_014033	chr12(.):51313533-51331300	1.5882
NM_001109619	chr12(.):51342781-51369289	0.0756
NM_001971	chr12(.):51717226-51745463	0.6539
NM_016293	chr12(.):51669821-51722938	0.5676
NM_001004304	chr12(.):53569534-53589654	0.5064
NM_000889	chr12(.):53580106-53606000	3.4359
NM_015989	chr12(.):53546446-53579430	0.2744
NM_001170790	chr12(.):53640369-53653190	0.335
NM_032889	chr12(.):53640875-53653190	0.3469
NM_015665	chr12(.):53696239-53720412	0.502
NM_152860	chr12(.):53715359-53734537	0.4197
NM_001173467	chr12(.):53715359-53735004	0.4117
NM_001164691	chr12(.):53812638-53830318	0.103
NM_003109	chr12(.):53769427-53815226	0.3363
NM_138473	chr12(.):53768978-53815226	0.3332
NM_001005354	chr12(.):53830432-53845427	0.2335
NM_134324	chr12(.):53890376-53905215	0.6521
NM_006301	chr12(.):53869275-53898444	0.5159
NM_134323	chr12(.):53889704-53905215	0.6298
NM_003717	chr12(.):53895473-53906422	0.1983
NM_201554	chr12(.):56320811-56352807	0.3781
NM_006928	chr12(.):56342888-56364826	0.1599
NM_032345	chr12(.):56290196-56326697	0.3494
NM_001345	chr12(.):56319945-56352807	0.3973
NM_001143853	chr12(.):56290196-56325909	0.3488
NM_002868	chr12(.):56362861-56393488	0.2186
NM_001127460	chr12(.):56705006-56732533	0.7083
NM_014255	chr12(.):56699212-56715128	0.3906
NM_005419	chr12(.):56730381-56759037	0.7496
NM_014871	chr12(.):56705006-56732837	0.76
NM_004077	chr12(.):56660482-56699175	0.2
NM_016584	chr12(.):56727662-56739194	1.4862
NM_001638	chr12(.):56749354-56761583	0.6665
NR_003046	chr12(.):57032463-57042538	0.5686
NM_001686	chr12(.):57026958-57044852	0.6983
NM_005594	chr12(.):57101210-57124066	0.4943
NR_002737	chr12(.):57033810-57043885	0.5707
NM_001113203	chr12(.):57101210-57124326	0.4893
NM_006601	chr12(.):57052124-57087078	0.6223
NM_138396	chr12(.):58143899-58158689	0.4391
NM_023033	chr12(.):58157350-58170914	0.2708
NM_014770	chr12(.):58113993-58140940	0.2419
NM_000785	chr12(.):58151116-58165976	0.1599
NM_015433	chr12(.):58161382-58181324	0.2173
NM_001017956	chr12(.):58082737-58120340	0.1023
NM_005981	chr12(.):58133783-58147026	0.5988
NR_027032	chr12(.):58115022-58127139	0.1499
NM_000075	chr12(.):58137002-58151164	0.6182
NM_001122772	chr12(.):58113993-58137029	0.1635
NM_005730	chr12(.):58208709-58245747	0.4305
NR_029847	chr12(.):58213391-58223475	0.0715
NM_017440	chr12(.):68683345-68731161	0.123
NM_031435	chr12(.):72052676-72079428	0.3305
NM_144982	chr12(.):71998378-72062749	0.1694
NM_203394	chr12(.):77410025-77464360	0.4443
NM_001946	chr12(.):89736836-89751296	2.5966
NM_001025233	chr12(.):92812734-92829730	0.4311
NR_027933	chr12(.):92810306-92829778	0.3916
NM_001025232	chr12(.):92808869-92826924	0.312
NM_153694	chr12(.):102117425-102138250	0.7809
NM_024312	chr12(.):102134274-102229645	0.2877
NM_001111283	chr12(.):102784644-102879378	0.5749
NM_001111284	chr12(.):102784644-102877429	0.468
NM_001111285	chr12(.):102806453-102879378	0.7267
