REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
14_MACS_peak_37612_lociStitched	chrX	152887601	152915066	14	24416	30318.6135	1296.348	516	DUSP9	SLC6A8,FAM58A,PNCK	DUSP9	516	1
11_MACS_peak_14552_lociStitched	chr17	18974153	19005006	11	28966	32139.5701	3193.2855	517		GRAPL,GRAP	GRAP	517	1
12_MACS_peak_21808_lociStitched	chr19	51043794	51070436	12	23658	31256.3944	2323.1824	518	LRRC4B	SNAR-F,JOSD2,ASPDH	LRRC4B	518	1
12_MACS_peak_1970_lociStitched	chr1	11674724	11702099	12	25299	31270.4625	2461.0125	519		FBXO44,FBXO6,C1orf187,FBXO2,MAD2L2	FBXO44	519	1
10_MACS_peak_1439_lociStitched	chr1	7681832	7705264	10	21029	30810.7368	2017.4952	520	CAMTA1		VAMP3	520	1
1_MACS_peak_16775_lociStitched	chr17	77771560	77783608	1	12049	29910.3648	1118.0544	521		CBX2,CBX8,CBX4	CBX8	521	1
7_MACS_peak_130_lociStitched	chr1	1512586	1537007	7	23345	31112.354	2344.416	522		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	522	1
15_MACS_peak_25229_lociStitched	chr20	62377972	62405120	15	22522	31301.644	2538.338	523	ZBTB46	TNFRSF6B,ZGPAT,LIME1,SLC2A4RG,ARFRP1	SLC2A4RG	523	1
14_MACS_peak_18211_lociStitched	chr19	7780842	7809245	14	25490	32456.1081	3737.8348	524	CLEC4G,CD209	RETN,C19orf59,TRAPPC5,CLEC4M,CLEC4GP1,FCER2	CLEC4G	524	1
3_MACS_peak_35079_lociStitched	chr8	143528937	143550079	3	19831	30085.066	1382.6868	525	BAI1	TSNARE1	BAI1	525	1
2_MACS_peak_17315_lociStitched	chr19	664772	679995	2	15037	30470.3568	1796.314	526	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	526	1
3_MACS_peak_3210_lociStitched	chr1	20996966	21016918	3	18873	30987.4512	2332.3888	527	KIF17	PINK1,DDOST,SH2D5	DDOST	527	1
16_MACS_peak_14569_lociStitched	chr17	19053389	19086677	16	29093	32292.6888	3658.3512	528	GRAPL		GRAPL	528	1
16_MACS_peak_6639_lociStitched	chr11	314165	339680	16	22693	31174.227	2594.8755	529	IFITM1,IFITM3	NLRP6,ATHL1,IFITM2,B4GALNT4,IFITM5	IFITM3	529	1
4_MACS_peak_36295_lociStitched	chr9	134999206	135019682	4	20181	30456.0024	1939.0772	530		NTNG2,MED27	NTNG2	530	1
6_MACS_peak_15347_lociStitched	chr17	43895132	43916847	6	20205	30633.3505	2125.8985	531	CRHR1	IMP5	IMP5	531	1
14_MACS_peak_6812_lociStitched	chr11	1587564	1612459	14	21473	31113.771	2613.975	532	LOC338651,MOB2,DUSP8,KRTAP5-1	KRTAP5-5,KRTAP5-2,KRTAP5-3,KRTAP5-4	LOC338651	532	1
6_MACS_peak_1026_lociStitched	chr1	5798918	5821002	6	20590	30230.7876	1835.1804	533			NPHP4	533	1
5_MACS_peak_7044_lociStitched	chr11	3209067	3227033	5	16545	30152.3378	1866.6674	534		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	534	1
17_MACS_peak_2322_lociStitched	chr1	17620269	17649005	17	24198	31069.3632	2819.0016	535	PADI4	PADI3,PADI6	PADI4	535	1
11_MACS_peak_11864_lociStitched	chr16	1953987	1975984	11	17899	29907.1212	1816.9522	536	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	536	1
5_MACS_peak_28302_lociStitched	chr22	50438202	50458094	5	19144	29519.728	1515.7704	537	IL17REL,TTLL8		IL17REL	537	1
9_MACS_peak_20709_lociStitched	chr19	42199859	42226351	9	23807	30534.6792	2559.1272	538	CEACAM5	CEACAM6,CEACAM7	CEACAM5	538	1
9_MACS_peak_1712_lociStitched	chr1	9683624	9705240	9	20238	30247.2688	2351.8208	539		TMEM201,PIK3CD,C1orf200	PIK3CD	539	1
10_MACS_peak_37062_lociStitched	chr9	138290887	138316280	10	23789	29877.4038	2016.2042	540			KIAA0649	540	1
5_MACS_peak_25476_lociStitched	chr21	43178933	43198772	5	19418	30440.9616	2640.5709	541	RIPK4	NCRNA00112,C21orf129	RIPK4	541	1
7_MACS_peak_7482_lociStitched	chr11	64321075	64340950	7	18271	29687.2875	1890.1125	542	SLC22A11	SLC22A12	SLC22A11	542	1
12_MACS_peak_18320_lociStitched	chr19	8226565	8255141	12	23569	31376.448	3592.0032	543		LASS4,FBN3	FBN3	543	1
2_MACS_peak_14814_lociStitched	chr17	34577176	34592443	2	15236	32043.9063	4305.294	544	TBC1D3C	CCL4L1	TBC1D3C	544	1
7_MACS_peak_24980_lociStitched	chr20	60441698	60464098	7	20135	29198.4	1639.68	545	CDH4		MIR1257	545	1
11_MACS_peak_29855_lociStitched	chr4	7698925	7725776	11	23300	29949.6054	2424.6453	546	SORCS2	AFAP1-AS1	AFAP1-AS1	546	1
15_MACS_peak_23172_lociStitched	chr2	241613300	241641548	15	25509	28807.3104	1299.408	547	AQP12A,AQP12B	GPR35	AQP12A	547	1
8_MACS_peak_12189_lociStitched	chr16	5049771	5074174	8	23343	29976.6452	2498.8672	548	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	548	1
4_MACS_peak_25391_lociStitched	chr21	38064161	38082577	4	17659	29158.0528	1773.4608	549	SIM2		SIM2	549	1
16_MACS_peak_5727_lociStitched	chr10	73280703	73308046	16	23989	29817.5415	2436.2613	550	CDH23		CDH23	550	1
9_MACS_peak_32681_lociStitched	chr7	100185729	100208076	9	20404	29600.8362	2227.9959	551	FBXO24,PCOLCE	AGFG2,MOSPD3,SAP25,LRCH4,TFR2,ACTL6B	PCOLCE	551	1
4_MACS_peak_4823_lociStitched	chr1	155153879	155174315	4	19417	30175.7976	2861.04	552	TRIM46,MIR92B,MUC1,THBS3	SLC50A1,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MIR92B	552	1
9_MACS_peak_37145_lociStitched	chr9	138545639	138569991	9	22199	29042.1952	1767.9552	553	LCN9	KCNT1,GLT6D1,SOHLH1	LCN9	553	1
6_MACS_peak_18353_lociStitched	chr19	8391441	8410468	6	18465	29977.0385	2749.4015	554	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	554	1
4_MACS_peak_15442_lociStitched	chr17	46690898	46708679	4	16633	28922.5746	1712.3103	555	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	555	1
12_MACS_peak_2310_lociStitched	chr1	17591750	17617568	12	22083	29693.2818	2527.5822	556	PADI3	PADI4	PADI3	556	1
13_MACS_peak_17497_lociStitched	chr19	3007984	3035075	13	24254	29903.0458	2776.8275	557	TLE2	TLE6,AES	TLE2	557	1
9_MACS_peak_8071_lociStitched	chr11	69941853	69963638	9	20339	28608.062	1503.165	558	ANO1		ANO1	558	1
5_MACS_peak_32666_lociStitched	chr7	99757576	99775076	5	16480	28864.5	1797.25	559	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	559	1
11_MACS_peak_32176_lociStitched	chr7	2509319	2530866	11	19649	28732.9245	1672.0472	560		LFNG	LFNG	560	1
5_MACS_peak_28799_lociStitched	chr3	50301887	50317721	5	15032	28667.457	1667.3202	561	SEMA3B,C3orf45	GNAI2,IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2	SEMA3B	561	1
5_MACS_peak_36277_lociStitched	chr9	134705098	134725254	5	17955	28841.2204	1961.1788	562			RAPGEF1	562	1
10_MACS_peak_16865_lociStitched	chr17	78079069	78100655	10	19511	28718.0144	1841.2858	563	GAA	EIF4A3	GAA	563	1
2_MACS_peak_28733_lociStitched	chr3	48616302	48633477	2	17123	28448.67	1588.6875	564	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	COL7A1	564	1
9_MACS_peak_17567_lociStitched	chr19	3213564	3235487	9	18910	29600.4346	2766.6826	565	CELF5	S1PR4,NCLN	CELF5	565	1
15_MACS_peak_31938_lociStitched	chr7	957046	979713	15	19475	28666.9549	1856.4273	566	ADAP1	GET4,CYP2W1,COX19	ADAP1	566	1
2_MACS_peak_6805_lociStitched	chr11	1463238	1478833	2	15589	27770.0165	982.485	567	BRSK2	MOB2	MOB2	567	1
8_MACS_peak_6028_lociStitched	chr10	102889538	102907859	8	15548	28630.2267	1855.9173	568	TLX1,TLX1NB		TLX1	568	1
3_MACS_peak_9379_lociStitched	chr12	6928710	6943055	3	14100	28266.8225	1605.2055	569	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,CDCA3,SPSB2	LEPREL2	569	1
5_MACS_peak_19370_lociStitched	chr19	17635261	17656004	5	20106	28878.4046	2225.7239	570	FAM129C	PGLS,GLT25D1	FAM129C	570	1
6_MACS_peak_249_lociStitched	chr1	2458129	2474849	6	15312	28014.36	1376.056	571	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	571	1
11_MACS_peak_20894_lociStitched	chr19	45305576	45330105	11	22807	28882.8975	2251.7622	572	BCAM	CBLC,PVRL2	BCAM	572	1
7_MACS_peak_18204_lociStitched	chr19	7757389	7778938	7	19969	29229.0636	2618.2035	573	FCER2	RETN,C19orf59,TRAPPC5,CLEC4M,CLEC4G,CD209	FCER2	573	1
9_MACS_peak_9464_lociStitched	chr12	52224299	52246214	9	19531	28285.6905	1711.5615	574		ANKRD33,FIGNL2	FIGNL2	574	1
17_MACS_peak_30070_lociStitched	chr4	8194694	8221308	17	23237	28508.9168	1940.1606	575	SH3TC1	ABLIM2	SH3TC1	575	1
18_MACS_peak_17767_lociStitched	chr19	5169983	5197264	18	23834	30208.2513	3685.6631	576			PTPRS	576	1
2_MACS_peak_25564_lociStitched	chr21	44032914	44048442	2	14939	28638.2904	2236.032	577		PDE9A	PDE9A	577	1
4_MACS_peak_14304_lociStitched	chr17	7718435	7737185	4	18317	28661.25	2261.25	578	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	578	1
4_MACS_peak_30254_lociStitched	chr4	8849245	8872054	4	20870	27833.8227	1473.4614	579	HMX1		HMX1	579	1
14_MACS_peak_7918_lociStitched	chr11	69523384	69547738	14	20648	28430.8596	2101.7502	580		ORAOV1,FGF19,FGF4	FGF19	580	1
7_MACS_peak_28888_lociStitched	chr3	52532464	52552508	7	18429	28103.6924	1777.9028	581	STAB1	NISCH,C3orf78,TNNC1,NT5DC2	STAB1	581	1
23_MACS_peak_12879_lociStitched	chr16	85310821	85339124	23	22036	27552.9705	1262.3138	582			LOC400548	582	1
14_MACS_peak_36090_lociStitched	chr9	133223038	133247849	14	20850	28006.6568	1855.8628	583			ASS1	583	1
10_MACS_peak_35356_lociStitched	chr8	144493792	144511539	10	14463	27855.6912	1725.0084	584	MAFA	RHPN1,C8orf51	MAFA	584	1
5_MACS_peak_11631_lociStitched	chr15	91193950	91213052	5	17968	28935.7096	2819.4552	585		BLM	BLM	585	1
5_MACS_peak_15423_lociStitched	chr17	45922363	45939654	5	16904	27895.5703	1787.8894	586	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	586	1
10_MACS_peak_29526_lociStitched	chr4	6365647	6387188	10	20640	27867.5917	1777.1325	587	PPP2R2C		PPP2R2C	587	1
8_MACS_peak_16786_lociStitched	chr17	77827780	77848503	8	18538	28110.7495	2022.5648	588		CBX4	CBX4	588	1
4_MACS_peak_26728_lociStitched	chr22	30105132	30123083	4	16994	27497.3418	1443.2604	589	CABP7	UQCR10,ZMAT5	CABP7	589	1
7_MACS_peak_30200_lociStitched	chr4	8690172	8712010	7	20828	27751.7304	1707.7316	590			CPZ	590	1
9_MACS_peak_32859_lociStitched	chr7	100927736	100951534	9	21328	28402.913	2367.901	591		CLDN15,FIS1,RABL5	RABL5	591	1
3_MACS_peak_17412_lociStitched	chr19	2299909	2315949	3	15890	27996.216	2013.02	592	LINGO3	MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	592	1
25_MACS_peak_6445_lociStitched	chr10	134783937	134811687	25	20386	27824.925	1867.575	593		C10orf93	C10orf93	593	1
8_MACS_peak_5017_lociStitched	chr1	201273922	201297427	8	22090	28944.057	3062.7015	594	PKP1	TNNT2	PKP1	594	1
2_MACS_peak_4898_lociStitched	chr1	156888033	156900600	2	12146	27756.7329	1886.3067	595	C1orf92	PEAR1,MIR765	C1orf92	595	1
5_MACS_peak_2095_lociStitched	chr1	16383303	16399679	5	15280	27505.1296	1637.6	596	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	596	1
7_MACS_peak_11761_lociStitched	chr16	955147	975138	7	18573	27471.6322	1699.235	597	LMF1		LMF1	597	1
15_MACS_peak_21148_lociStitched	chr19	46953704	46979051	15	20170	28203.6069	2433.312	598	PNMAL1	CCDC8,PNMAL2	PNMAL1	598	1
7_MACS_peak_16995_lociStitched	chr17	79453133	79473568	7	19172	27589.2935	1843.237	599		FSCN2,MIR3186,ACTG1,C17orf70	ACTG1	599	1
8_MACS_peak_20464_lociStitched	chr19	39986691	40007694	8	19405	28070.5095	2331.333	600	DLL3,SELV	TIMM50,EID2B,EID2	DLL3	600	1
6_MACS_peak_16446_lociStitched	chr17	75848232	75870835	6	20342	28588.2744	2859.2795	601		FLJ45079	FLJ45079	601	1
7_MACS_peak_21243_lociStitched	chr19	47941891	47966688	7	22867	28328.0928	2640.8805	602	SLC8A2	MEIS3,KPTN	SLC8A2	602	1
4_MACS_peak_11977_lociStitched	chr16	3055872	3071442	4	14501	27079.344	1448.01	603	CLDN9,TNFRSF12A,CLDN6	KREMEN2,PAQR4,LOC283875,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	603	1
3_MACS_peak_2208_lociStitched	chr1	17192381	17206135	3	12357	29169.4832	3570.5384	604		CROCC	CROCC	604	1
1_MACS_peak_17309_lociStitched	chr19	590972	603573	1	12602	27191.6979	1635.6098	605	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	605	1
4_MACS_peak_25560_lociStitched	chr21	44010758	44030081	4	18937	28397.0808	2842.4133	606		PDE9A	PDE9A	606	1
3_MACS_peak_17351_lociStitched	chr19	1231439	1240507	3	8966	26548.3836	1054.6084	607	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	607	1
6_MACS_peak_16884_lociStitched	chr17	78148528	78169946	6	20068	27667.7724	2257.4572	608	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	608	1
6_MACS_peak_2952_lociStitched	chr1	19354191	19374078	6	18402	27235.2465	1861.4232	609			IFFO2	609	1
5_MACS_peak_30987_lociStitched	chr5	176884965	176902862	5	15863	26818.6545	1524.8244	610	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	610	1
10_MACS_peak_35004_lociStitched	chr8	143199472	143221385	10	20655	26874.1032	1597.4577	611			NCRNA00051	611	1
12_MACS_peak_6079_lociStitched	chr10	114731853	114756762	12	23089	28480.9506	3218.2428	612	TCF7L2		TCF7L2	612	1
5_MACS_peak_37288_lociStitched	chr9	139845463	139861231	5	15250	26488.6632	1226.7504	613	LCN12	C8G,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	613	1
8_MACS_peak_14878_lociStitched	chr17	35286010	35300740	8	13507	26732.004	1493.622	614	LHX1	AATF	LHX1	614	1
10_MACS_peak_34909_lociStitched	chr8	143003205	143027260	10	21305	26977.6825	1847.424	615			NCRNA00051	615	1
4_MACS_peak_25666_lociStitched	chr21	45666587	45681703	4	14859	27080.314	2022.5208	616	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	616	1
7_MACS_peak_32389_lociStitched	chr7	27190754	27209209	7	15299	26868.6345	1849.191	617	HOXA7,HOXA9,MIR196B	HOXA11-AS1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA10,HOXA11,HOXA13	HOXA7	617	1
10_MACS_peak_36259_lociStitched	chr9	134651368	134674569	10	20564	27121.969	2113.6111	618		RAPGEF1	RAPGEF1	618	1
13_MACS_peak_34285_lociStitched	chr8	7423453	7444313	13	18880	27293.224	2288.342	619	FAM90A7		FAM90A7	619	1
12_MACS_peak_35454_lociStitched	chr8	145552189	145572506	12	18311	26690.4429	1688.3427	620	SCRT1	HSF1,GPR172A,ADCK5,BOP1,DGAT1,C8ORFK29,FBXL6,MIR939	SCRT1	620	1
8_MACS_peak_1269_lociStitched	chr1	7279288	7300880	8	19689	26901.4728	1906.5736	621	CAMTA1		CAMTA1	621	1
6_MACS_peak_7035_lociStitched	chr11	2935256	2951686	6	16119	26450.657	1511.56	622	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	622	1
7_MACS_peak_36620_lociStitched	chr9	136589877	136609859	7	19343	26709.9394	1794.3836	623	SARDH		SARDH	623	1
3_MACS_peak_14810_lociStitched	chr17	34490298	34503915	3	12909	28749.5721	3848.1642	624	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	624	1
13_MACS_peak_16059_lociStitched	chr17	72236062	72260791	13	21883	26796.3444	1970.9013	625	TTYH2	RPL38,DNAI2,MGC16275	TTYH2	625	1
8_MACS_peak_21473_lociStitched	chr19	49092354	49111570	8	17792	26717.9264	1900.4624	626	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	626	1
8_MACS_peak_3400_lociStitched	chr1	22936576	22958037	8	19465	26448.5364	1656.7892	627		EPHA8,C1QA,C1QC,C1QB	C1QA	627	1
2_MACS_peak_18264_lociStitched	chr19	7949765	7965840	2	16014	26708.6125	1946.6825	628	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	628	1
6_MACS_peak_32753_lociStitched	chr7	100415704	100434305	6	17260	26186.4878	1428.5568	629	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	629	1
11_MACS_peak_26344_lociStitched	chr22	23860452	23881377	11	18905	26775.63	2033.91	630		IGLL1	IGLL1	630	1
11_MACS_peak_2678_lociStitched	chr1	18601891	18625461	11	20674	26881.585	2149.584	631	IGSF21		IGSF21	631	1
10_MACS_peak_11504_lociStitched	chr15	78151642	78175146	10	19138	26977.8912	2246.9824	632		LOC645752	LOC645752	632	1
11_MACS_peak_37318_lociStitched	chr9	140022007	140042340	11	18636	26554.898	1827.9367	633	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	633	1
4_MACS_peak_5686_lociStitched	chr10	73044968	73063298	4	17885	26353.041	1646.034	634	UNC5B	SLC29A3	SLC29A3	634	1
1_MACS_peak_4806_lociStitched	chr1	155050633	155056997	1	6365	25963.2108	1298.8924	635	EFNA3	DCST1,ADAM15,EFNA4,EFNA1,DCST2	EFNA3	635	1
16_MACS_peak_34361_lociStitched	chr8	7869846	7891190	16	19266	27275.4976	2659.4624	636			MIR548I3	636	1
10_MACS_peak_9557_lociStitched	chr12	52695473	52717478	10	20974	26885.709	2275.317	637	KRT86,KRT83	KRT81,KRT85	KRT83	637	1
7_MACS_peak_37371_lociStitched	chr9	140255694	140274570	7	17309	26454.714	1878.162	638	EXD3	NOXA1	EXD3	638	1
17_MACS_peak_1349_lociStitched	chr1	7477590	7503563	17	21018	26541.8087	2012.9075	639	CAMTA1		VAMP3	639	1
6_MACS_peak_11273_lociStitched	chr15	74508506	74528229	6	18606	25852.9084	1483.1696	640		ISLR,CCDC33,STRA6	CCDC33	640	1
6_MACS_peak_6059_lociStitched	chr10	104164361	104178538	6	13788	25806.3931	1444.6363	641	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	641	1
5_MACS_peak_32213_lociStitched	chr7	2713044	2730929	5	16053	25933.25	1629.3235	642	AMZ1	TTYH3	AMZ1	642	1
7_MACS_peak_16554_lociStitched	chr17	76516427	76536326	7	19071	26113.4577	1812.7989	643	DNAH17		DNAH17	643	1
15_MACS_peak_4459_lociStitched	chr1	37491486	37515114	15	17539	26009.7024	1748.472	644	GRIK3		GRIK3	644	1
12_MACS_peak_24992_lociStitched	chr20	60496198	60517077	12	17926	25948.4212	1693.2869	645	CDH4	MIR1257	MIR1257	645	1
6_MACS_peak_17027_lociStitched	chr17	79910414	79926875	6	15679	25549.1181	1305.3573	646	NOTUM	LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	646	1
6_MACS_peak_7146_lociStitched	chr11	44322768	44343505	6	19026	26143.1359	1907.804	647	ALX4		ALX4	647	1
6_MACS_peak_17255_lociStitched	chr19	357303	376639	6	18478	26260.2216	2057.3504	648	THEG	MIER2,C2CD4C	THEG	648	1
4_MACS_peak_4870_lociStitched	chr1	156638816	156656450	4	17159	26927.118	2766.7746	649	NES	HAPLN2,BCAN,C1orf66,CRABP2,ISG20L2	NES	649	1
8_MACS_peak_16428_lociStitched	chr17	75782623	75803798	8	19243	26091.835	1935.395	650			FLJ45079	650	1
6_MACS_peak_12402_lociStitched	chr16	30030579	30044922	6	13491	25622.3352	1474.4604	651	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	C16orf92	651	1
9_MACS_peak_16528_lociStitched	chr17	76444651	76465081	9	18006	26048.25	1942.893	652	DNAH17		PGS1	652	1
9_MACS_peak_16138_lociStitched	chr17	72413441	72433624	9	18038	25539.5682	1543.9995	653	GPRC5C	GPR142,CD300A	GPRC5C	653	1
4_MACS_peak_34463_lociStitched	chr8	21979589	21992363	4	11931	24970.6152	986.1528	654	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	654	1
15_MACS_peak_1721_lociStitched	chr1	9708058	9730530	15	18232	25898.98	1928.0976	655	PIK3CD,C1orf200		C1orf200	655	1
2_MACS_peak_2156_lociStitched	chr1	16854658	16865873	2	10666	26412.4465	2496.459	656		MIR3675,CROCCP3	MIR3675	656	1
18_MACS_peak_28617_lociStitched	chr3	14592083	14618462	18	18861	26310.4146	2395.2132	657		GRIP2	GRIP2	657	1
5_MACS_peak_13510_lociStitched	chr16	88489875	88508431	5	17780	24484.642	766.3628	658	ZNF469	ZFPM1	ZNF469	658	1
8_MACS_peak_5164_lociStitched	chr1	205009913	205028577	8	15500	26165.0616	2461.7816	659	CNTN2	TMEM81	CNTN2	659	1
8_MACS_peak_9487_lociStitched	chr12	52397468	52417205	8	16957	25920.6021	2248.0443	660	GRASP	NR4A1,C12orf44	GRASP	660	1
3_MACS_peak_5437_lociStitched	chr10	11745055	11759809	3	13513	25319.3394	1671.6282	661		ECHDC3	ECHDC3	661	1
9_MACS_peak_37297_lociStitched	chr9	139895367	139916495	9	17940	25114.8536	1502.2008	662	ABCA2	LCN12,PTGDS,LCNL1,C9orf142,C9orf139,CLIC3,FUT7,NPDC1,ENTPD2,C9orf140	CLIC3	662	1
8_MACS_peak_14153_lociStitched	chr17	6995616	7014630	8	17693	25435.0278	1829.1468	663	ASGR2	SLC16A11,CLEC10A	ASGR2	663	1
3_MACS_peak_14364_lociStitched	chr17	7983469	8001064	3	16697	25569.054	1963.602	664	MIR4314,ALOX12B,ALOXE3	ALOX15B,HES7	MIR4314	664	1
5_MACS_peak_6908_lociStitched	chr11	1917470	1935689	5	16635	25275.2187	1749.024	665		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	665	1
15_MACS_peak_2217_lociStitched	chr1	17381195	17406239	15	19936	26363.8188	2870.0424	666	PADI2	ATP13A2,SDHB	SDHB	666	1
13_MACS_peak_26869_lociStitched	chr22	36942950	36966525	13	19894	25906.5675	2437.655	667	CACNG2	FOXRED2,EIF3D	EIF3D	667	1
13_MACS_peak_22258_lociStitched	chr19	56055057	56077964	13	19233	25051.0952	1752.3855	668		ZNF524,ZNF865,SBK2,ZNF579,FIZ1	SBK2	668	1
9_MACS_peak_13846_lociStitched	chr17	1149351	1171415	9	20135	25280.9312	1998.9984	669		BHLHA9,TUSC5	BHLHA9	669	1
13_MACS_peak_35026_lociStitched	chr8	143245827	143266239	13	19097	24431.1228	1177.7724	670		NCRNA00051	NCRNA00051	670	1
8_MACS_peak_25904_lociStitched	chr21	47025042	47045982	8	19552	26252.478	3013.266	671			SLC19A1	671	1
1_MACS_peak_13823_lociStitched	chr17	1026520	1038707	1	12188	24299.6593	1071.2373	672	ABR	ABR	ABR	672	1
7_MACS_peak_28347_lociStitched	chr22	50587635	50608140	7	18591	25405.695	2196.0855	673	MOV10L1	PANX2,TRABD,SELO	PANX2	673	1
12_MACS_peak_3090_lociStitched	chr1	20674470	20698303	12	21547	25401.2114	2237.9187	674	VWA5B1,LOC339505		LOC339505	674	1
1_MACS_peak_14219_lociStitched	chr17	7185232	7197657	1	12426	24370.395	1220.135	675	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	SLC2A4	675	1
5_MACS_peak_18592_lociStitched	chr19	11391438	11412115	5	19135	25397.5591	2247.5899	676	TSPAN16	LOC55908,CCDC159,DOCK6,RAB3D,TMEM205	TSPAN16	676	1
5_MACS_peak_25862_lociStitched	chr21	46664168	46680523	5	15561	25410.7635	2292.971	677		LOC642852,POFUT2	POFUT2	677	1
4_MACS_peak_5525_lociStitched	chr10	71409317	71427911	4	18386	24681.6756	1645.569	678		C10orf35	C10orf35	678	1
2_MACS_peak_27974_lociStitched	chr22	46271672	46285484	2	13630	24030.1176	1008.276	679			WNT7B	679	1
4_MACS_peak_37335_lociStitched	chr9	140119993	140131181	4	10724	24021.7548	1014.7516	680	C9orf169,LOC643596,SLC34A3	SSNA1,NDOR1,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	680	1
7_MACS_peak_22973_lociStitched	chr2	219878251	219898161	7	18313	24991.032	1989.009	681	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	681	1
3_MACS_peak_16783_lociStitched	chr17	77813484	77826219	3	12622	24235.9785	1262.0385	682		CBX8,CBX4	CBX4	682	1
6_MACS_peak_21537_lociStitched	chr19	49256497	49277251	6	19577	25062.5304	2104.4556	683	FGF21,FUT1	MAMSTR,RASIP1,IZUMO1,BCAT2	FGF21	683	1
6_MACS_peak_11292_lociStitched	chr15	74559547	74578565	6	17800	24622.6046	1692.602	684	CCDC33	CCDC33	CCDC33	684	1
10_MACS_peak_33412_lociStitched	chr7	155307161	155329403	10	18695	25533.816	2606.7624	685	CNPY1		CNPY1	685	1
2_MACS_peak_25122_lociStitched	chr20	61673508	61687749	2	14177	24045.9285	1132.1595	686	LOC100144597,LOC63930	HAR1A,BHLHE23,NCRNA00029,HAR1B	LOC100144597	686	1
4_MACS_peak_17785_lociStitched	chr19	5203291	5222353	4	18536	25363.8972	2546.6832	687	PTPRS		PTPRS	687	1
14_MACS_peak_1420_lociStitched	chr1	7632909	7657582	14	19111	24909.8608	2094.7377	688	CAMTA1		VAMP3	688	1
