REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam	40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
1_MACS_peak_17150_lociStitched	chr18	35072095	35072528	1	434	351.4661	8.5301
1_MACS_peak_26393_lociStitched	chr22	25028662	25029095	1	434	256.2061	32.6915
1_MACS_peak_27900_lociStitched	chr22	45856195	45856628	1	434	374.5017	19.2685
1_MACS_peak_28697_lociStitched	chr3	48445865	48446298	1	434	268.67650000000003	27.755300000000002
1_MACS_peak_28760_lociStitched	chr3	49841744	49842177	1	434	479.2444	41.0484
1_MACS_peak_29095_lociStitched	chr3	186718444	186718877	1	434	610.0537	116.6069
1_MACS_peak_752_lociStitched	chr1	4719959	4720391	1	433	362.5776	11.8368
1_MACS_peak_5363_lociStitched	chr10	1218724	1219156	1	433	299.72159999999997	5.9616
1_MACS_peak_5919_lociStitched	chr10	102404173	102404605	1	433	332.208	28.1232
1_MACS_peak_10284_lociStitched	chr14	100217402	100217834	1	433	334.9296	14.385600000000002
1_MACS_peak_10474_lociStitched	chr14	101931437	101931869	1	433	310.824	8.3376
1_MACS_peak_14461_lociStitched	chr17	12568619	12569051	1	433	330.5232	27.648
1_MACS_peak_15909_lociStitched	chr17	71622161	71622593	1	433	329.5296	22.766399999999997
1_MACS_peak_17182_lociStitched	chr18	76638291	76638723	1	433	442.75679999999994	31.319999999999997
1_MACS_peak_19267_lociStitched	chr19	17062972	17063404	1	433	345.168	23.328
1_MACS_peak_20237_lociStitched	chr19	36749736	36750168	1	433	344.736	26.6976
1_MACS_peak_22472_lociStitched	chr2	23814910	23815342	1	433	305.59680000000003	36.115199999999994
1_MACS_peak_24903_lociStitched	chr20	60288408	60288840	1	433	362.1888	35.7696
1_MACS_peak_29724_lociStitched	chr4	7358957	7359389	1	433	332.07840000000004	10.6704
1_MACS_peak_30607_lociStitched	chr5	1757118	1757550	1	433	386.6832	8.553600000000001
1_MACS_peak_33838_lociStitched	chr7	157888184	157888616	1	433	331.6464	36.504000000000005
1_MACS_peak_35828_lociStitched	chr9	129517548	129517980	1	433	302.4864	0.0
1_MACS_peak_8605_lociStitched	chr11	75911973	75912404	1	432	392.7272	29.8252
1_MACS_peak_8621_lociStitched	chr11	76027508	76027939	1	432	363.33299999999997	0.0
1_MACS_peak_8631_lociStitched	chr11	76432965	76433396	1	432	340.4038	81.3728
1_MACS_peak_14704_lociStitched	chr17	21827737	21828168	1	432	328.4651	16.3349
1_MACS_peak_15759_lociStitched	chr17	61606250	61606681	1	432	358.7644	37.497
1_MACS_peak_17121_lociStitched	chr18	3588723	3589154	1	432	406.00199999999995	15.602200000000002
1_MACS_peak_18782_lociStitched	chr19	13493317	13493748	1	432	430.4828	33.0146
1_MACS_peak_28652_lociStitched	chr3	14865528	14865959	1	432	407.8553	12.326600000000001
1_MACS_peak_30986_lociStitched	chr5	176875523	176875954	1	432	341.9123	33.2732
1_MACS_peak_34655_lociStitched	chr8	141979823	141980254	1	432	394.4081	47.9272
1_MACS_peak_36879_lociStitched	chr9	137867616	137868047	1	432	367.5568	18.532999999999998
1_MACS_peak_7163_lociStitched	chr11	45406726	45407156	1	431	288.229	40.162
1_MACS_peak_7911_lociStitched	chr11	69471981	69472411	1	431	361.329	52.675
1_MACS_peak_8959_lociStitched	chr11	119903761	119904191	1	431	322.32800000000003	24.811
1_MACS_peak_19691_lociStitched	chr19	29710121	29710551	1	431	295.969	8.127
1_MACS_peak_20885_lociStitched	chr19	45123774	45124204	1	431	429.527	35.088
1_MACS_peak_27407_lociStitched	chr22	43728696	43729126	1	431	407.941	50.998
1_MACS_peak_28160_lociStitched	chr22	49350276	49350706	1	431	251.67900000000003	6.45
1_MACS_peak_28184_lociStitched	chr22	49430439	49430869	1	431	384.89300000000003	34.486
1_MACS_peak_29623_lociStitched	chr4	7075720	7076150	1	431	356.341	27.52
1_MACS_peak_35261_lociStitched	chr8	144197521	144197951	1	431	372.767	18.919999999999998
1_MACS_peak_2598_lociStitched	chr1	18427894	18428323	1	430	365.2506	33.3762
1_MACS_peak_3972_lociStitched	chr1	30568676	30569105	1	430	387.7302	72.6726
1_MACS_peak_11477_lociStitched	chr15	78056985	78057414	1	430	310.2528	26.640900000000002
1_MACS_peak_15856_lociStitched	chr17	71499684	71500113	1	430	473.7876	17.0742
1_MACS_peak_18991_lociStitched	chr19	14759384	14759813	1	430	369.8409	24.4959
1_MACS_peak_29197_lociStitched	chr4	808007	808436	1	430	361.30379999999997	42.3423
1_MACS_peak_30317_lociStitched	chr4	47793838	47794267	1	430	369.4548	21.021
1_MACS_peak_35331_lociStitched	chr8	144336424	144336853	1	430	320.72040000000004	0.0
1_MACS_peak_37131_lociStitched	chr9	138492312	138492741	1	430	388.6311	40.368900000000004
1_MACS_peak_666_lociStitched	chr1	4399621	4400049	1	429	368.29400000000004	26.364800000000002
1_MACS_peak_2042_lociStitched	chr1	13023358	13023786	1	429	320.2296	31.886
1_MACS_peak_3384_lociStitched	chr1	22738363	22738791	1	429	333.75440000000003	46.01
1_MACS_peak_5554_lociStitched	chr10	71523686	71524114	1	429	342.44280000000003	0.0
1_MACS_peak_5832_lociStitched	chr10	90701816	90702244	1	429	365.1268	68.3944
1_MACS_peak_13179_lociStitched	chr16	86556211	86556639	1	429	258.8544	27.905599999999996
1_MACS_peak_16334_lociStitched	chr17	74619043	74619471	1	429	248.66799999999998	23.8824
1_MACS_peak_17043_lociStitched	chr17	80916117	80916545	1	429	323.2256	32.3996
1_MACS_peak_25455_lociStitched	chr21	43073443	43073871	1	429	294.5496	73.4876
1_MACS_peak_28113_lociStitched	chr22	48825354	48825782	1	429	263.73359999999997	41.3876
1_MACS_peak_35669_lociStitched	chr9	111942478	111942906	1	429	331.4004	26.450400000000002
1_MACS_peak_938_lociStitched	chr1	5596893	5597320	1	428	305.5185	46.244099999999996
1_MACS_peak_10344_lociStitched	chr14	101072293	101072720	1	428	348.94440000000003	16.653
1_MACS_peak_13215_lociStitched	chr16	86861309	86861736	1	428	386.5204	5.7645
1_MACS_peak_17510_lociStitched	chr19	3036362	3036789	1	428	347.19370000000004	73.1878
1_MACS_peak_20486_lociStitched	chr19	40974752	40975179	1	428	297.6617	35.9534
1_MACS_peak_22796_lociStitched	chr2	121715167	121715594	1	428	326.44149999999996	28.7798
1_MACS_peak_26571_lociStitched	chr22	27552976	27553403	1	428	377.468	26.2178
1_MACS_peak_29908_lociStitched	chr4	7843025	7843452	1	428	357.2709	37.3625
1_MACS_peak_30794_lociStitched	chr5	140793015	140793442	1	428	388.8689	56.364000000000004
1_MACS_peak_34548_lociStitched	chr8	41509483	41509910	1	428	336.39059999999995	28.438200000000002
1_MACS_peak_35756_lociStitched	chr9	126823639	126824066	1	428	322.8974	54.5706
1_MACS_peak_36294_lociStitched	chr9	134996870	134997297	1	428	328.4911	23.5704
1_MACS_peak_2750_lociStitched	chr1	18767809	18768235	1	427	368.31960000000004	11.4594
1_MACS_peak_13072_lociStitched	chr16	85926805	85927231	1	427	342.6744	5.069400000000001
1_MACS_peak_14688_lociStitched	chr17	21361787	21362213	1	427	314.814	38.5956
1_MACS_peak_21738_lociStitched	chr19	50783316	50783742	1	427	379.8216	25.9434
1_MACS_peak_23591_lociStitched	chr20	31551358	31551784	1	427	253.72560000000001	36.3804
1_MACS_peak_26469_lociStitched	chr22	25674014	25674440	1	427	415.137	30.970200000000002
1_MACS_peak_26587_lociStitched	chr22	27684011	27684437	1	427	363.3354	47.413799999999995
1_MACS_peak_30673_lociStitched	chr5	1972780	1973206	1	427	288.48720000000003	2.4282
1_MACS_peak_33598_lociStitched	chr7	156140391	156140817	1	427	281.11740000000003	55.891200000000005
1_MACS_peak_3938_lociStitched	chr1	30462163	30462588	1	426	272.2975	32.215
1_MACS_peak_9917_lociStitched	chr12	115312054	115312479	1	426	847.5775	27.37
1_MACS_peak_12438_lociStitched	chr16	31231355	31231780	1	426	421.855	55.419999999999995
1_MACS_peak_17230_lociStitched	chr19	312142	312567	1	426	307.02000000000004	51.85
1_MACS_peak_18693_lociStitched	chr19	13198101	13198526	1	426	394.485	8.5425
1_MACS_peak_19181_lociStitched	chr19	15985551	15985976	1	426	385.4325	27.752499999999998
1_MACS_peak_20007_lociStitched	chr19	35487105	35487530	1	426	377.485	38.93
1_MACS_peak_23127_lociStitched	chr2	241092725	241093150	1	426	371.62	22.61
1_MACS_peak_27139_lociStitched	chr22	38825086	38825511	1	426	352.8775	32.4275
1_MACS_peak_27140_lociStitched	chr22	38829625	38830050	1	426	323.2975	43.86
1_MACS_peak_30471_lociStitched	chr5	779295	779720	1	426	241.10250000000002	60.137499999999996
1_MACS_peak_31222_lociStitched	chr5	180488391	180488816	1	426	318.495	18.912499999999998
1_MACS_peak_35743_lociStitched	chr9	126125253	126125678	1	426	300.9	9.604999999999999
1_MACS_peak_7948_lociStitched	chr11	69574431	69574855	1	425	332.3312	11.448
1_MACS_peak_13100_lociStitched	chr16	86022885	86023309	1	425	380.53999999999996	22.6416
1_MACS_peak_14514_lociStitched	chr17	18058453	18058877	1	425	393.5568	34.8952
1_MACS_peak_16027_lociStitched	chr17	72125643	72126067	1	425	366.0392	18.656
1_MACS_peak_17410_lociStitched	chr19	1930074	1930498	1	425	330.4656	42.4848
1_MACS_peak_19841_lociStitched	chr19	32560466	32560890	1	425	381.0912	14.331199999999999
1_MACS_peak_25424_lociStitched	chr21	42870550	42870974	1	425	312.488	64.5752
1_MACS_peak_26436_lociStitched	chr22	25460838	25461262	1	425	349.6728	38.796
1_MACS_peak_26444_lociStitched	chr22	25564239	25564663	1	425	366.1664	3.2224
1_MACS_peak_28907_lociStitched	chr3	72899060	72899484	1	425	344.5848	34.980000000000004
1_MACS_peak_28918_lociStitched	chr3	124931789	124932213	1	425	323.512	48.4632
1_MACS_peak_34082_lociStitched	chr8	1387402	1387826	1	425	316.98240000000004	19.8008
1_MACS_peak_35263_lociStitched	chr8	144202483	144202907	1	425	246.5984	21.8784
1_MACS_peak_35442_lociStitched	chr8	145070850	145071274	1	425	341.36240000000004	65.12639999999999
1_MACS_peak_6312_lociStitched	chr10	134168183	134168606	1	424	338.82300000000004	22.842
1_MACS_peak_9742_lociStitched	chr12	54096789	54097212	1	424	334.0431	15.312600000000002
1_MACS_peak_12089_lociStitched	chr16	4047208	4047631	1	424	338.31539999999995	57.40109999999999
1_MACS_peak_19333_lociStitched	chr19	17476424	17476847	1	424	313.443	28.2564
1_MACS_peak_20659_lociStitched	chr19	41690500	41690923	1	424	222.2019	15.9894
1_MACS_peak_22087_lociStitched	chr19	55161724	55162147	1	424	346.52160000000003	40.4811
1_MACS_peak_24822_lociStitched	chr20	60087956	60088379	1	424	324.3141	22.9689
1_MACS_peak_28933_lociStitched	chr3	126766991	126767414	1	424	294.7041	32.4018
1_MACS_peak_35558_lociStitched	chr9	34502522	34502945	1	424	395.1243	28.383300000000002
1_MACS_peak_12360_lociStitched	chr16	29310112	29310534	1	423	273.1184	37.6002
1_MACS_peak_14068_lociStitched	chr17	6353669	6354091	1	423	310.592	52.5812
1_MACS_peak_21796_lociStitched	chr19	50976596	50977018	1	423	364.397	62.8358
1_MACS_peak_29799_lociStitched	chr4	7597061	7597483	1	423	406.175	18.3992
1_MACS_peak_34261_lociStitched	chr8	7190581	7191003	1	423	476.2692	48.2346
1_MACS_peak_35712_lociStitched	chr9	117023760	117024182	1	423	287.2132	12.955400000000001
1_MACS_peak_37033_lociStitched	chr9	138209373	138209795	1	423	414.95259999999996	41.2716
1_MACS_peak_1192_lociStitched	chr1	7078375	7078796	1	422	324.591	15.2823
1_MACS_peak_1308_lociStitched	chr1	7388170	7388591	1	422	332.2111	29.301599999999997
1_MACS_peak_2663_lociStitched	chr1	18546056	18546477	1	422	319.96	18.1872
1_MACS_peak_2980_lociStitched	chr1	20291652	20292073	1	422	344.5464	69.5913
1_MACS_peak_11379_lociStitched	chr15	76469517	76469938	1	422	301.6465	43.3209
1_MACS_peak_11667_lociStitched	chr15	101967797	101968218	1	422	312.50829999999996	93.6304
1_MACS_peak_20460_lociStitched	chr19	39812073	39812494	1	422	369.6801	34.5641
1_MACS_peak_22381_lociStitched	chr2	945364	945785	1	422	341.2205	6.7781
1_MACS_peak_24186_lociStitched	chr20	56207049	56207470	1	422	336.4211	43.573499999999996
1_MACS_peak_24668_lociStitched	chr20	58041808	58042229	1	422	348.5038	46.436299999999996
1_MACS_peak_25386_lociStitched	chr21	36579499	36579920	1	422	314.6133	53.42490000000001
1_MACS_peak_31300_lociStitched	chr6	10837737	10838158	1	422	385.636	65.92859999999999
1_MACS_peak_3807_lociStitched	chr1	30048924	30049344	1	421	318.066	20.538
1_MACS_peak_4211_lociStitched	chr1	31883212	31883632	1	421	476.784	52.374
1_MACS_peak_5823_lociStitched	chr10	88411746	88412166	1	421	384.21599999999995	35.49
1_MACS_peak_10040_lociStitched	chr13	111133654	111134074	1	421	290.43	54.18
1_MACS_peak_12523_lociStitched	chr16	56363146	56363566	1	421	269.472	71.946
1_MACS_peak_20590_lociStitched	chr19	41476720	41477140	1	421	364.896	38.556000000000004
1_MACS_peak_20694_lociStitched	chr19	42013533	42013953	1	421	307.44	42.924
1_MACS_peak_21067_lociStitched	chr19	46701959	46702379	1	421	269.892	36.372
1_MACS_peak_22785_lociStitched	chr2	121391056	121391476	1	421	375.564	12.894
1_MACS_peak_24753_lociStitched	chr20	59617852	59618272	1	421	290.472	54.6
1_MACS_peak_31467_lociStitched	chr6	33705243	33705663	1	421	249.27	25.41
1_MACS_peak_32480_lociStitched	chr7	72838766	72839186	1	421	218.23199999999997	5.082
1_MACS_peak_3039_lociStitched	chr1	20579960	20580379	1	420	276.9171	25.517100000000003
1_MACS_peak_3551_lociStitched	chr1	23328679	23329098	1	420	365.4099	32.682
1_MACS_peak_8214_lociStitched	chr11	70435898	70436317	1	420	349.027	36.452999999999996
1_MACS_peak_8601_lociStitched	chr11	75894595	75895014	1	420	321.66630000000004	35.615
1_MACS_peak_10013_lociStitched	chr12	133169992	133170411	1	420	417.6592	8.38
1_MACS_peak_10992_lociStitched	chr15	22543470	22543889	1	420	323.3842	64.0651
1_MACS_peak_14857_lociStitched	chr17	35060853	35061272	1	420	254.6682	36.9977
1_MACS_peak_15389_lociStitched	chr17	45776538	45776957	1	420	370.2284	59.7913
1_MACS_peak_17198_lociStitched	chr18	77613368	77613787	1	420	265.227	25.8942
1_MACS_peak_18021_lociStitched	chr19	6135550	6135969	1	420	355.9405	44.204499999999996
1_MACS_peak_19632_lociStitched	chr19	18930018	18930437	1	420	306.289	31.4669
1_MACS_peak_22688_lociStitched	chr2	96042337	96042756	1	420	263.2158	25.517100000000003
1_MACS_peak_22755_lociStitched	chr2	119609987	119610406	1	420	388.413	8.547600000000001
1_MACS_peak_23111_lociStitched	chr2	239846117	239846536	1	420	359.12489999999997	29.330000000000002
1_MACS_peak_28910_lociStitched	chr3	105586863	105587282	1	420	416.5279	44.414
1_MACS_peak_35641_lociStitched	chr9	70937897	70938316	1	420	282.6574	76.63510000000001
1_MACS_peak_35745_lociStitched	chr9	126755927	126756346	1	420	311.4846	24.0925
1_MACS_peak_6046_lociStitched	chr10	103055145	103055563	1	419	441.90959999999995	59.565
1_MACS_peak_7082_lociStitched	chr11	10462551	10462969	1	419	319.35200000000003	29.301799999999997
1_MACS_peak_7835_lociStitched	chr11	68956213	68956631	1	419	290.8862	20.3566
1_MACS_peak_11587_lociStitched	chr15	83192890	83193308	1	419	270.0698	19.019
1_MACS_peak_12775_lociStitched	chr16	84963465	84963883	1	419	349.7406	10.3664
1_MACS_peak_14386_lociStitched	chr17	8296273	8296691	1	419	272.4524	28.215000000000003
1_MACS_peak_15771_lociStitched	chr17	61973691	61974109	1	419	292.8926	39.6682
1_MACS_peak_19813_lociStitched	chr19	30851258	30851676	1	419	265.848	20.691000000000003
1_MACS_peak_20264_lociStitched	chr19	38860608	38861026	1	419	264.0088	21.694200000000002
1_MACS_peak_31666_lociStitched	chr6	39248608	39249026	1	419	227.6428	54.3818
1_MACS_peak_33238_lociStitched	chr7	151585545	151585963	1	419	345.895	64.581
1_MACS_peak_34830_lociStitched	chr8	142730010	142730428	1	419	336.8662	17.6396
1_MACS_peak_3614_lociStitched	chr1	27292572	27292989	1	418	299.9898	47.3712
1_MACS_peak_12370_lociStitched	chr16	29341199	29341616	1	418	311.916	24.9366
1_MACS_peak_15372_lociStitched	chr17	44867383	44867800	1	418	316.4196	17.097
1_MACS_peak_20545_lociStitched	chr19	41324058	41324475	1	418	236.89770000000001	40.1988
1_MACS_peak_23844_lociStitched	chr20	44649953	44650370	1	418	300.2817	42.9927
1_MACS_peak_26575_lociStitched	chr22	27584080	27584497	1	418	315.8358	37.863600000000005
1_MACS_peak_34493_lociStitched	chr8	22568783	22569200	1	418	328.6377	64.4682
1_MACS_peak_5996_lociStitched	chr10	102634535	102634951	1	417	285.2512	52.7072
1_MACS_peak_7553_lociStitched	chr11	64759430	64759846	1	417	406.6816	46.300799999999995
1_MACS_peak_8781_lociStitched	chr11	117628457	117628873	1	417	293.1552	30.908800000000003
1_MACS_peak_9153_lociStitched	chr12	242252	242668	1	417	284.4608	16.0576
1_MACS_peak_12290_lociStitched	chr16	28944433	28944849	1	417	350.064	56.9088
1_MACS_peak_13153_lociStitched	chr16	86465233	86465649	1	417	299.104	37.024
1_MACS_peak_14607_lociStitched	chr17	19317823	19318239	1	417	308.7552	23.8368
1_MACS_peak_17180_lociStitched	chr18	76621752	76622168	1	417	343.1584	9.1104
1_MACS_peak_18890_lociStitched	chr19	14342271	14342687	1	417	405.9328	37.3568
1_MACS_peak_23499_lociStitched	chr20	30474273	30474689	1	417	415.5008	17.264
1_MACS_peak_30543_lociStitched	chr5	1186060	1186476	1	417	243.11040000000003	27.872
1_MACS_peak_2483_lociStitched	chr1	18131093	18131508	1	416	307.8055	38.3045
1_MACS_peak_3255_lociStitched	chr1	21880130	21880545	1	416	311.7895	46.2725
1_MACS_peak_4664_lociStitched	chr1	53555760	53556175	1	416	229.7025	35.8975
1_MACS_peak_5401_lociStitched	chr10	1549451	1549866	1	416	323.6585	38.8025
1_MACS_peak_9630_lociStitched	chr12	52973397	52973812	1	416	378.729	10.6655
1_MACS_peak_10990_lociStitched	chr15	21317874	21318289	1	416	354.244	100.2225
1_MACS_peak_12492_lociStitched	chr16	49697351	49697766	1	416	326.688	21.0405
1_MACS_peak_17275_lociStitched	chr19	440383	440798	1	416	307.1415	23.406
1_MACS_peak_17415_lociStitched	chr19	2317854	2318269	1	416	411.9705	25.647000000000002
1_MACS_peak_18916_lociStitched	chr19	14400699	14401114	1	416	371.3005	5.8100000000000005
1_MACS_peak_19126_lociStitched	chr19	15651633	15652048	1	416	269.04449999999997	34.6525
1_MACS_peak_26502_lociStitched	chr22	26188838	26189253	1	416	294.152	36.271
1_MACS_peak_26568_lociStitched	chr22	27531558	27531973	1	416	301.622	18.6335
1_MACS_peak_35622_lociStitched	chr9	46115225	46115640	1	416	234.0185	58.390499999999996
1_MACS_peak_616_lociStitched	chr1	4216295	4216709	1	415	307.5606	6.0444
1_MACS_peak_1412_lociStitched	chr1	7604404	7604818	1	415	250.67700000000002	33.5754
1_MACS_peak_6602_lociStitched	chr10	135338470	135338884	1	415	300.6882	50.3838
1_MACS_peak_7132_lociStitched	chr11	34405637	34406051	1	415	306.40139999999997	32.002199999999995
1_MACS_peak_8662_lociStitched	chr11	117290696	117291110	1	415	317.6208	30.180600000000002
1_MACS_peak_15520_lociStitched	chr17	47327597	47328011	1	415	253.2852	45.9126
1_MACS_peak_18446_lociStitched	chr19	9102557	9102971	1	415	340.3908	39.6612
1_MACS_peak_19270_lociStitched	chr19	17071890	17072304	1	415	343.20599999999996	39.4542
1_MACS_peak_19974_lociStitched	chr19	34348803	34349217	1	415	314.1846	53.695800000000006
1_MACS_peak_23106_lociStitched	chr2	239764460	239764874	1	415	389.781	0.0
1_MACS_peak_27016_lociStitched	chr22	37446609	37447023	1	415	345.4416	27.4482
1_MACS_peak_28592_lociStitched	chr3	14354383	14354797	1	415	269.3898	51.0048
1_MACS_peak_30382_lociStitched	chr4	190995716	190996130	1	415	420.624	66.11580000000001
1_MACS_peak_30738_lociStitched	chr5	114968483	114968897	1	415	350.78220000000005	59.119200000000006
1_MACS_peak_31844_lociStitched	chr6	159542555	159542969	1	415	319.401	17.884800000000002
1_MACS_peak_31914_lociStitched	chr7	159652	160066	1	415	278.0838	40.861799999999995
1_MACS_peak_31923_lociStitched	chr7	328583	328997	1	415	325.8594	13.9104
1_MACS_peak_34650_lociStitched	chr8	139176554	139176968	1	415	246.86820000000003	44.8776
1_MACS_peak_6372_lociStitched	chr10	134592428	134592841	1	414	336.4298	36.2201
1_MACS_peak_7965_lociStitched	chr11	69619506	69619919	1	414	380.0013	8.5491
1_MACS_peak_10260_lociStitched	chr14	74986296	74986709	1	414	336.3472	46.710300000000004
1_MACS_peak_19991_lociStitched	chr19	34432661	34433074	1	414	341.2619	13.0508
1_MACS_peak_22842_lociStitched	chr2	131590890	131591303	1	414	265.146	25.275599999999997
1_MACS_peak_24620_lociStitched	chr20	57971543	57971956	1	414	277.6599	24.284399999999998
1_MACS_peak_26802_lociStitched	chr22	30911290	30911703	1	414	305.0831	9.5816
1_MACS_peak_32565_lociStitched	chr7	73465707	73466120	1	414	344.85499999999996	16.0244
1_MACS_peak_34049_lociStitched	chr8	567256	567669	1	414	356.4603	34.8159
1_MACS_peak_34648_lociStitched	chr8	137243144	137243557	1	414	322.2226	48.6927
1_MACS_peak_35895_lociStitched	chr9	132074918	132075331	1	414	382.3554	26.3907
1_MACS_peak_628_lociStitched	chr1	4242637	4243049	1	413	320.4124	29.375600000000002
1_MACS_peak_1491_lociStitched	chr1	7948530	7948942	1	413	388.104	16.1504
1_MACS_peak_4312_lociStitched	chr1	37027783	37028195	1	413	255.19279999999998	46.144
1_MACS_peak_11032_lociStitched	chr15	33496511	33496923	1	413	344.1436	61.593999999999994
1_MACS_peak_14103_lociStitched	chr17	6463320	6463732	1	413	230.2256	33.578
1_MACS_peak_17614_lociStitched	chr19	3323596	3324008	1	413	288.48240000000004	51.2528
1_MACS_peak_18225_lociStitched	chr19	7810906	7811318	1	413	358.7284	16.5212
1_MACS_peak_20878_lociStitched	chr19	44920019	44920431	1	413	298.288	82.93560000000001
1_MACS_peak_26489_lociStitched	chr22	25790789	25791201	1	413	309.0824	4.6144
1_MACS_peak_26506_lociStitched	chr22	26207722	26208134	1	413	318.7644	23.7724
1_MACS_peak_28739_lociStitched	chr3	48692882	48693294	1	413	317.1576	41.282399999999996
1_MACS_peak_32219_lociStitched	chr7	2736579	2736991	1	413	347.3572	8.5284
1_MACS_peak_34304_lociStitched	chr8	7543511	7543923	1	413	218.36	28.1396
1_MACS_peak_34439_lociStitched	chr8	21624733	21625145	1	413	383.3248	27.7276
1_MACS_peak_37707_lociStitched	chrY	10019750	10020162	1	413	1778.4804	437.0496
1_MACS_peak_4110_lociStitched	chr1	31007363	31007774	1	412	361.8033	16.3578
1_MACS_peak_5117_lociStitched	chr1	203124333	203124744	1	412	297.4407	92.5161
1_MACS_peak_8990_lociStitched	chr11	120017446	120017857	1	412	385.1481	69.1302
1_MACS_peak_9341_lociStitched	chr12	3563331	3563742	1	412	331.1427	24.4134
1_MACS_peak_10739_lociStitched	chr14	105035281	105035692	1	412	277.05510000000004	18.371699999999997
1_MACS_peak_13073_lociStitched	chr16	85959225	85959636	1	412	318.2784	4.7265
1_MACS_peak_15076_lociStitched	chr17	41489925	41490336	1	412	379.80510000000004	43.3605
1_MACS_peak_22450_lociStitched	chr2	11271576	11271987	1	412	311.6613	17.385299999999997
1_MACS_peak_26079_lociStitched	chr22	19595845	19596256	1	412	281.04179999999997	26.756100000000004
1_MACS_peak_26473_lociStitched	chr22	25715071	25715482	1	412	308.7021	24.7011
1_MACS_peak_31561_lociStitched	chr6	33935043	33935454	1	412	306.8115	35.3049
1_MACS_peak_31770_lociStitched	chr6	100038560	100038971	1	412	368.1327	33.003299999999996
1_MACS_peak_1736_lociStitched	chr1	9731638	9732048	1	411	263.63	25.174000000000003
1_MACS_peak_2562_lociStitched	chr1	18333998	18334408	1	411	245.75400000000002	49.856
1_MACS_peak_3912_lociStitched	chr1	30383279	30383689	1	411	309.34499999999997	0.0
1_MACS_peak_8930_lociStitched	chr11	119613153	119613563	1	411	407.13	30.955
1_MACS_peak_17852_lociStitched	chr19	5386355	5386765	1	411	343.088	19.557
1_MACS_peak_21396_lociStitched	chr19	48545511	48545921	1	411	292.043	32.8
1_MACS_peak_23487_lociStitched	chr20	30193816	30194226	1	411	308.976	43.05
1_MACS_peak_27473_lociStitched	chr22	44260740	44261150	1	411	308.279	13.448
1_MACS_peak_28758_lociStitched	chr3	49705552	49705962	1	411	253.667	16.277
1_MACS_peak_2743_lociStitched	chr1	18740549	18740958	1	410	248.1403	20.4091
1_MACS_peak_6109_lociStitched	chr10	122738286	122738695	1	410	393.8261	19.7547
1_MACS_peak_6521_lociStitched	chr10	134928737	134929146	1	410	442.12899999999996	11.0021
1_MACS_peak_9599_lociStitched	chr12	52805297	52805706	1	410	303.6416	28.0165
1_MACS_peak_10932_lociStitched	chr14	106059801	106060210	1	410	190.7576	25.0717
1_MACS_peak_12779_lociStitched	chr16	84971992	84972401	1	410	383.3148	43.4358
1_MACS_peak_14970_lociStitched	chr17	38121611	38122020	1	410	310.1038	65.72630000000001
1_MACS_peak_19452_lociStitched	chr19	17901495	17901904	1	410	331.8217	12.1882
1_MACS_peak_26521_lociStitched	chr22	26352704	26353113	1	410	236.3611	64.9083
1_MACS_peak_29210_lociStitched	chr4	1046811	1047220	1	410	273.2529	34.437799999999996
1_MACS_peak_29272_lociStitched	chr4	1645607	1646016	1	410	321.88300000000004	12.0246
1_MACS_peak_29486_lociStitched	chr4	5961861	5962270	1	410	278.4881	27.198500000000003
1_MACS_peak_31066_lociStitched	chr5	177853286	177853695	1	410	300.206	23.7629
1_MACS_peak_32585_lociStitched	chr7	75811940	75812349	1	410	370.47220000000004	32.8018
1_MACS_peak_34411_lociStitched	chr8	11599152	11599561	1	410	290.47180000000003	28.9572
1_MACS_peak_5444_lociStitched	chr10	11917190	11917598	1	409	320.892	49.4904
1_MACS_peak_5970_lociStitched	chr10	102559402	102559810	1	409	235.1304	32.1096
1_MACS_peak_7667_lociStitched	chr11	66712287	66712695	1	409	283.2744	20.9712
1_MACS_peak_13240_lociStitched	chr16	87084230	87084638	1	409	322.6056	49.0824
1_MACS_peak_19025_lociStitched	chr19	15021950	15022358	1	409	256.6728	24.072
1_MACS_peak_19239_lociStitched	chr19	16913602	16914010	1	409	398.7792	66.5448
1_MACS_peak_23841_lociStitched	chr20	44549853	44550261	1	409	255.6936	17.7888
1_MACS_peak_24619_lociStitched	chr20	57963422	57963830	1	409	283.64160000000004	52.672799999999995
1_MACS_peak_24765_lociStitched	chr20	59701863	59702271	1	409	361.8552	35.903999999999996
1_MACS_peak_25494_lociStitched	chr21	43633215	43633623	1	409	372.1368	48.4704
1_MACS_peak_25534_lociStitched	chr21	43827309	43827717	1	409	350.9616	17.0952
1_MACS_peak_30699_lociStitched	chr5	38452617	38453025	1	409	297.1056	40.2288
1_MACS_peak_37201_lociStitched	chr9	138931283	138931691	1	409	300.084	34.1904
1_MACS_peak_37412_lociStitched	chr9	140743156	140743564	1	409	249.49200000000002	34.1904
1_MACS_peak_565_lociStitched	chr1	4092024	4092431	1	408	315.3843	32.0309
1_MACS_peak_2158_lociStitched	chr1	16867285	16867692	1	408	225.5594	58.5266
