#26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_ROSE/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam
#Using cutoff of 22166.066 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
1_MACS_peak_6271_lociStitched	chr10	133857468	133857792	1	325	198.126	0	12317	0
1_MACS_peak_6227_lociStitched	chr10	127229199	127229523	1	325	145.8972	23.7816	12318	0
1_MACS_peak_37011_lociStitched	chr9	138120104	138120427	1	324	210.3699	27.0028	12319	0
1_MACS_peak_35964_lociStitched	chr9	132278014	132278337	1	324	288.8266	0	12320	0
1_MACS_peak_34547_lociStitched	chr8	41505408	41505731	1	324	250.6157	26.7444	12321	0
1_MACS_peak_34530_lociStitched	chr8	27526794	27527117	1	324	245.6092	19.4769	12322	0
1_MACS_peak_33872_lociStitched	chr7	158044323	158044646	1	324	231.0096	27.0997	12323	0
1_MACS_peak_32366_lociStitched	chr7	6755875	6756198	1	324	228.8455	6.6538	12324	0
1_MACS_peak_31018_lociStitched	chr5	177525253	177525576	1	324	190.3762	11.8541	12325	0
1_MACS_peak_28401_lociStitched	chr3	1283224	1283547	1	324	166.5065	17.3774	12326	0
1_MACS_peak_27074_lociStitched	chr22	37846649	37846972	1	324	265.829	15.6332	12327	0
1_MACS_peak_26560_lociStitched	chr22	27426728	27427051	1	324	229.007	0	12328	0
1_MACS_peak_23921_lociStitched	chr20	44907327	44907650	1	324	183.9808	0.1615	12329	0
1_MACS_peak_22931_lociStitched	chr2	218302563	218302886	1	324	212.211	25.3878	12330	0
1_MACS_peak_22803_lociStitched	chr2	121843306	121843629	1	324	276.8433	4.1667	12331	0
1_MACS_peak_20398_lociStitched	chr19	39539427	39539750	1	324	257.1726	0	12332	0
1_MACS_peak_19934_lociStitched	chr19	34041717	34042040	1	324	208.0766	21.9963	12333	0
1_MACS_peak_13034_lociStitched	chr16	85756828	85757151	1	324	188.6966	10.1422	12334	0
1_MACS_peak_12653_lociStitched	chr16	84059422	84059745	1	324	140.0205	16.2792	12335	0
1_MACS_peak_8953_lociStitched	chr11	119880148	119880471	1	324	281.01	15.4071	12336	0
1_MACS_peak_2148_lociStitched	chr1	16756953	16757276	1	324	242.5407	11.5634	12337	0
1_MACS_peak_2055_lociStitched	chr1	15571356	15571679	1	324	194.123	35.9822	12338	0
1_MACS_peak_2047_lociStitched	chr1	15424537	15424860	1	324	191.216	8.0104	12339	0
1_MACS_peak_867_lociStitched	chr1	5437494	5437817	1	324	193.2186	2.7455	12340	0
1_MACS_peak_30475_lociStitched	chr5	845796	846118	1	323	130.6998	13.2664	12341	0
1_MACS_peak_28402_lociStitched	chr3	9754260	9754582	1	323	207.3036	8.6296	12342	0
1_MACS_peak_22088_lociStitched	chr19	55167344	55167666	1	323	251.7718	6.2146	12343	0
1_MACS_peak_20947_lociStitched	chr19	45706883	45707205	1	323	212.681	35.1946	12344	0
1_MACS_peak_20813_lociStitched	chr19	42563124	42563446	1	323	239.729	29.0122	12345	0
1_MACS_peak_19886_lociStitched	chr19	33741744	33742066	1	323	267.3888	34.937	12346	0
1_MACS_peak_14703_lociStitched	chr17	21424209	21424531	1	323	218.5736	16.5508	12347	0
1_MACS_peak_13875_lociStitched	chr17	1609388	1609710	1	323	193.9728	22.379	12348	0
1_MACS_peak_13430_lociStitched	chr16	88274118	88274440	1	323	206.724	0	12349	0
1_MACS_peak_13134_lociStitched	chr16	86238954	86239276	1	323	144.256	4.7012	12350	0
1_MACS_peak_10225_lociStitched	chr14	23819199	23819521	1	323	268.9344	0	12351	0
1_MACS_peak_7188_lociStitched	chr11	46305124	46305446	1	323	222.7596	0	12352	0
1_MACS_peak_5867_lociStitched	chr10	99472174	99472496	1	323	231.035	36.4182	12353	0
1_MACS_peak_4684_lociStitched	chr1	76082118	76082440	1	323	225.3034	19.6742	12354	0
1_MACS_peak_4426_lociStitched	chr1	37407822	37408144	1	323	244.7844	26.9836	12355	0
1_MACS_peak_37124_lociStitched	chr9	138455921	138456242	1	322	162.4581	22.2453	12356	0
1_MACS_peak_32240_lociStitched	chr7	4144915	4145236	1	322	234.9399	6.5163	12357	0
1_MACS_peak_30703_lociStitched	chr5	54396040	54396361	1	322	178.2192	6.2595	12358	0
1_MACS_peak_27605_lociStitched	chr22	44878765	44879086	1	322	212.3094	7.383	12359	0
1_MACS_peak_27450_lociStitched	chr22	43888069	43888390	1	322	245.1477	24.9738	12360	0
1_MACS_peak_24919_lociStitched	chr20	60322257	60322578	1	322	177.6093	15.087	12361	0
1_MACS_peak_22405_lociStitched	chr2	3703309	3703630	1	322	227.9421	0	12362	0
1_MACS_peak_21915_lociStitched	chr19	51386247	51386568	1	322	199.5657	20.9292	12363	0
1_MACS_peak_19885_lociStitched	chr19	33739315	33739636	1	322	227.268	29.2752	12364	0
1_MACS_peak_19325_lociStitched	chr19	17435886	17436207	1	322	303.0882	11.4918	12365	0
1_MACS_peak_14368_lociStitched	chr17	8010078	8010399	1	322	210.4797	13.0968	12366	0
1_MACS_peak_14051_lociStitched	chr17	5571016	5571337	1	322	193.2099	24.075	12367	0
1_MACS_peak_14040_lociStitched	chr17	4685135	4685456	1	322	216.2577	28.3764	12368	0
1_MACS_peak_12488_lociStitched	chr16	34379154	34379475	1	322	231.12	9.2127	12369	0
1_MACS_peak_11095_lociStitched	chr15	62457291	62457612	1	322	274.1661	0.6741	12370	0
1_MACS_peak_10910_lociStitched	chr14	105950561	105950882	1	322	295.1916	9.309	12371	0
1_MACS_peak_10485_lociStitched	chr14	101994178	101994499	1	322	208.2648	2.8569	12372	0
1_MACS_peak_6725_lociStitched	chr11	1067870	1068191	1	322	264.3114	24.5565	12373	0
1_MACS_peak_6270_lociStitched	chr10	133851114	133851435	1	322	242.6118	14.4771	12374	0
1_MACS_peak_6262_lociStitched	chr10	133650176	133650497	1	322	247.2021	40.7028	12375	0
1_MACS_peak_6226_lociStitched	chr10	126908715	126909036	1	322	164.6088	21.4428	12376	0
1_MACS_peak_5501_lociStitched	chr10	49007096	49007417	1	322	187.0467	11.4276	12377	0
1_MACS_peak_3209_lociStitched	chr1	20994655	20994976	1	322	172.3449	47.9253	12378	0
1_MACS_peak_35691_lociStitched	chr9	116888095	116888415	1	321	229.472	25.28	12379	0
1_MACS_peak_34088_lociStitched	chr8	1487690	1488010	1	321	273.344	18.88	12380	0
1_MACS_peak_30871_lociStitched	chr5	175274384	175274704	1	321	168.768	31.808	12381	0
1_MACS_peak_29740_lociStitched	chr4	7385836	7386156	1	321	173.504	5.856	12382	0
1_MACS_peak_27522_lociStitched	chr22	44577671	44577991	1	321	243.904	34.688	12383	0
1_MACS_peak_27237_lociStitched	chr22	40110713	40111033	1	321	209.664	8	12384	0
1_MACS_peak_26557_lociStitched	chr22	27350598	27350918	1	321	274.464	61.664	12385	0
1_MACS_peak_22284_lociStitched	chr19	56241872	56242192	1	321	239.232	29.184	12386	0
1_MACS_peak_22055_lociStitched	chr19	55049515	55049835	1	321	214.336	11.136	12387	0
1_MACS_peak_19840_lociStitched	chr19	32556454	32556774	1	321	281.024	11.104	12388	0
1_MACS_peak_19803_lociStitched	chr19	30607763	30608083	1	321	171.424	16.928	12389	0
1_MACS_peak_15788_lociStitched	chr17	65002879	65003199	1	321	198.88	0	12390	0
1_MACS_peak_15680_lociStitched	chr17	56353723	56354043	1	321	271.296	14.592	12391	0
1_MACS_peak_15598_lociStitched	chr17	48099116	48099436	1	321	296.352	19.232	12392	0
1_MACS_peak_13824_lociStitched	chr17	1039739	1040059	1	321	215.52	20.064	12393	0
1_MACS_peak_12090_lociStitched	chr16	4049071	4049391	1	321	249.728	22.4	12394	0
1_MACS_peak_9941_lociStitched	chr12	131551305	131551625	1	321	230.624	12.832	12395	0
1_MACS_peak_9645_lociStitched	chr12	53061434	53061754	1	321	243.68	12.032	12396	0
1_MACS_peak_7256_lociStitched	chr11	61018389	61018709	1	321	159.36	30.144	12397	0
1_MACS_peak_7249_lociStitched	chr11	61009966	61010286	1	321	167.648	7.744	12398	0
1_MACS_peak_6135_lociStitched	chr10	125728603	125728923	1	321	240.256	14.944	12399	0
1_MACS_peak_2578_lociStitched	chr1	18369948	18370268	1	321	236.672	24.16	12400	0
1_MACS_peak_1673_lociStitched	chr1	9410267	9410587	1	321	243.456	13.888	12401	0
1_MACS_peak_34461_lociStitched	chr8	21940616	21940935	1	320	205.6912	13.0471	12402	0
1_MACS_peak_31653_lociStitched	chr6	37494667	37494986	1	320	208.9131	23.5103	12403	0
1_MACS_peak_31027_lociStitched	chr5	177694415	177694734	1	320	181.5748	39.4922	12404	0
1_MACS_peak_30748_lociStitched	chr5	131361555	131361874	1	320	229.2653	20.2565	12405	0
1_MACS_peak_27341_lociStitched	chr22	43147631	43147950	1	320	241.0045	26.1899	12406	0
1_MACS_peak_25481_lociStitched	chr21	43212118	43212437	1	320	174.0464	12.441	12407	0
1_MACS_peak_24944_lociStitched	chr20	60364974	60365293	1	320	301.1998	10.7184	12408	0
1_MACS_peak_22775_lociStitched	chr2	121152388	121152707	1	320	259.7617	23.0956	12409	0
1_MACS_peak_22327_lociStitched	chr19	56723969	56724288	1	320	206.8715	14.4188	12410	0
1_MACS_peak_21397_lociStitched	chr19	48561151	48561470	1	320	275.1694	15.1844	12411	0
1_MACS_peak_21002_lociStitched	chr19	46181802	46182121	1	320	228.4359	31.3258	12412	0
1_MACS_peak_16338_lociStitched	chr17	74678726	74679045	1	320	158.9258	23.606	12413	0
1_MACS_peak_15205_lociStitched	chr17	42314584	42314903	1	320	180.5221	11.8349	12414	0
1_MACS_peak_14541_lociStitched	chr17	18400765	18401084	1	320	174.5887	34.9305	12415	0
1_MACS_peak_14460_lociStitched	chr17	10633654	10633973	1	320	217.4304	20.1289	12416	0
1_MACS_peak_12706_lociStitched	chr16	84474983	84475302	1	320	265.2166	0.0957	12417	0
1_MACS_peak_12475_lociStitched	chr16	32931315	32931634	1	320	181.0006	18.7253	12418	0
1_MACS_peak_10649_lociStitched	chr14	104763199	104763518	1	320	255.5509	17.1303	12419	0
1_MACS_peak_10078_lociStitched	chr13	113290919	113291238	1	320	194.4305	22.1067	12420	0
1_MACS_peak_9373_lociStitched	chr12	6823403	6823722	1	320	181.83	18.5977	12421	0
1_MACS_peak_8034_lociStitched	chr11	69843406	69843725	1	320	201.0338	7.2732	12422	0
1_MACS_peak_6625_lociStitched	chr11	127645	127964	1	320	156.7247	6.8266	12423	0
1_MACS_peak_1152_lociStitched	chr1	6799325	6799644	1	320	198.7051	15.3439	12424	0
1_MACS_peak_36190_lociStitched	chr9	133558529	133558847	1	319	159	44.361	12425	0
1_MACS_peak_31911_lociStitched	chr7	81860	82178	1	319	222.8862	31.005	12426	0
1_MACS_peak_31859_lociStitched	chr6	167790864	167791182	1	319	200.181	14.5326	12427	0
1_MACS_peak_31791_lociStitched	chr6	148527583	148527901	1	319	180.5922	33.3264	12428	0
1_MACS_peak_31152_lociStitched	chr5	179758334	179758652	1	319	204.4422	6.9324	12429	0
1_MACS_peak_26615_lociStitched	chr22	27812885	27813203	1	319	227.211	15.6774	12430	0
1_MACS_peak_26416_lociStitched	chr22	25223899	25224217	1	319	205.9368	8.6814	12431	0
1_MACS_peak_22841_lociStitched	chr2	128433969	128434287	1	319	192.2946	13.2924	12432	0
1_MACS_peak_22568_lociStitched	chr2	27159099	27159417	1	319	204.8238	50.9754	12433	0
1_MACS_peak_22449_lociStitched	chr2	11104355	11104673	1	319	207.5586	20.8926	12434	0
1_MACS_peak_20848_lociStitched	chr19	43843783	43844101	1	319	166.791	19.7478	12435	0
1_MACS_peak_15463_lociStitched	chr17	46872465	46872783	1	319	193.3122	20.1612	12436	0
1_MACS_peak_13606_lociStitched	chr16	89669035	89669353	1	319	200.8806	16.536	12437	0
1_MACS_peak_12755_lociStitched	chr16	84911175	84911493	1	319	200.3718	14.946	12438	0
1_MACS_peak_12216_lociStitched	chr16	14382883	14383201	1	319	202.8522	7.314	12439	0
1_MACS_peak_9715_lociStitched	chr12	53291053	53291371	1	319	269.8548	17.5536	12440	0
1_MACS_peak_9388_lociStitched	chr12	22486963	22487281	1	319	207.336	12.1476	12441	0
1_MACS_peak_8950_lociStitched	chr11	119793907	119794225	1	319	278.8224	21.783	12442	0
1_MACS_peak_8792_lociStitched	chr11	117662039	117662357	1	319	180.147	13.6422	12443	0
1_MACS_peak_6370_lociStitched	chr10	134459569	134459887	1	319	276.2148	7.3458	12444	0
1_MACS_peak_36744_lociStitched	chr9	137402059	137402376	1	318	271.5739	47.9938	12445	0
1_MACS_peak_35580_lociStitched	chr9	36742347	36742664	1	318	239.5569	22.0949	12446	0
1_MACS_peak_35145_lociStitched	chr8	143777801	143778118	1	318	219.4908	16.9278	12447	0
1_MACS_peak_32426_lociStitched	chr7	44184203	44184520	1	318	221.2026	14.0114	12448	0
1_MACS_peak_31368_lociStitched	chr6	30900721	30901038	1	318	195.6841	9.9855	12449	0
1_MACS_peak_31068_lociStitched	chr5	177957216	177957533	1	318	328.095	10.461	12450	0
1_MACS_peak_29206_lociStitched	chr4	978809	979126	1	318	233.629	15.2794	12451	0
1_MACS_peak_24143_lociStitched	chr20	55834198	55834515	1	318	197.7446	18.9249	12452	0
1_MACS_peak_23856_lociStitched	chr20	44728732	44729049	1	318	207.5082	15.8183	12453	0
1_MACS_peak_19015_lociStitched	chr19	14906572	14906889	1	318	234.897	20.8586	12454	0
1_MACS_peak_18812_lociStitched	chr19	13736573	13736890	1	318	210.7416	0	12455	0
1_MACS_peak_16268_lociStitched	chr17	73087737	73088054	1	318	214.0384	21.4292	12456	0
1_MACS_peak_15042_lociStitched	chr17	40229977	40230294	1	318	185.5084	23.458	12457	0
1_MACS_peak_14497_lociStitched	chr17	17297841	17298158	1	318	162.7161	12.3313	12458	0
1_MACS_peak_13217_lociStitched	chr16	86876595	86876912	1	318	145.9151	12.3947	12459	0
1_MACS_peak_13132_lociStitched	chr16	86232235	86232552	1	318	212.707	8.4956	12460	0
1_MACS_peak_12098_lociStitched	chr16	4160962	4161279	1	318	248.6231	14.0114	12461	0
1_MACS_peak_11153_lociStitched	chr15	68723767	68724084	1	318	193.4334	8.7175	12462	0
1_MACS_peak_10440_lociStitched	chr14	101528106	101528423	1	318	184.6208	0.2536	12463	0
1_MACS_peak_10060_lociStitched	chr13	112888654	112888971	1	318	255.5971	32.7461	12464	0
1_MACS_peak_9094_lociStitched	chr11	134238455	134238772	1	318	335.4494	19.654	12465	0
1_MACS_peak_7836_lociStitched	chr11	68958046	68958363	1	318	155.013	27.3254	12466	0
1_MACS_peak_7015_lociStitched	chr11	2408851	2409168	1	318	175.5863	17.9105	12467	0
1_MACS_peak_5555_lociStitched	chr10	71525485	71525802	1	318	233.1852	12.363	12468	0
1_MACS_peak_5482_lociStitched	chr10	47303797	47304114	1	318	171.7506	10.9682	12469	0
1_MACS_peak_5289_lociStitched	chr1	228645342	228645659	1	318	197.2057	26.2476	12470	0
1_MACS_peak_2028_lociStitched	chr1	12234027	12234344	1	318	153.428	18.1958	12471	0
1_MACS_peak_1495_lociStitched	chr1	8126460	8126777	1	318	264.4414	28.5617	12472	0
1_MACS_peak_693_lociStitched	chr1	4514006	4514323	1	318	148.99	10.8414	12473	0
1_MACS_peak_34828_lociStitched	chr8	142726247	142726563	1	317	217.408	23.4156	12474	0
1_MACS_peak_32764_lociStitched	chr7	100525734	100526050	1	317	223.6648	34.1912	12475	0
1_MACS_peak_32671_lociStitched	chr7	99776654	99776970	1	317	194.1504	46.3572	12476	0
1_MACS_peak_32243_lociStitched	chr7	4347667	4347983	1	317	229.0684	15.484	12477	0
1_MACS_peak_31794_lociStitched	chr6	150220018	150220334	1	317	161.6024	22.4992	12478	0
1_MACS_peak_30539_lociStitched	chr5	1158800	1159116	1	317	232.2284	8.8796	12479	0
1_MACS_peak_28553_lociStitched	chr3	13735216	13735532	1	317	186.1872	18.7072	12480	0
1_MACS_peak_27348_lociStitched	chr22	43419792	43420108	1	317	169.9764	13.746	12481	0
1_MACS_peak_27207_lociStitched	chr22	40008518	40008834	1	317	214.3112	9.4168	12482	0
1_MACS_peak_27138_lociStitched	chr22	38820559	38820875	1	317	182.5848	14.9468	12483	0
1_MACS_peak_25623_lociStitched	chr21	44760034	44760350	1	317	282.4092	15.7368	12484	0
1_MACS_peak_25507_lociStitched	chr21	43715477	43715793	1	317	297.1032	20.8876	12485	0
1_MACS_peak_25370_lociStitched	chr21	24251184	24251500	1	317	169.6288	36.9088	12486	0
1_MACS_peak_24781_lociStitched	chr20	59843999	59844315	1	317	212.4152	20.5716	12487	0
1_MACS_peak_23565_lociStitched	chr20	31163999	31164315	1	317	222.2112	29.0404	12488	0
1_MACS_peak_22780_lociStitched	chr2	121244757	121245073	1	317	233.6188	5.1192	12489	0
1_MACS_peak_21839_lociStitched	chr19	51134141	51134457	1	317	212.6996	0.2212	12490	0
1_MACS_peak_20384_lociStitched	chr19	39484853	39485169	1	317	250.7144	3.8236	12491	0
1_MACS_peak_18492_lociStitched	chr19	10068197	10068513	1	317	204.3888	20.8876	12492	0
1_MACS_peak_15822_lociStitched	chr17	71399382	71399698	1	317	190.864	28.8824	12493	0
1_MACS_peak_15290_lociStitched	chr17	43086450	43086766	1	317	210.8984	20.0344	12494	0
1_MACS_peak_15206_lociStitched	chr17	42318742	42319058	1	317	166.216	17.6644	12495	0
1_MACS_peak_13684_lociStitched	chr17	118878	119194	1	317	170.5768	13.5248	12496	0
1_MACS_peak_13358_lociStitched	chr16	87955751	87956067	1	317	193.9924	26.702	12497	0
1_MACS_peak_13009_lociStitched	chr16	85538819	85539135	1	317	231.6596	36.182	12498	0
1_MACS_peak_12670_lociStitched	chr16	84265904	84266220	1	317	140.8412	0	12499	0
1_MACS_peak_10721_lociStitched	chr14	104990366	104990682	1	317	189.758	4.108	12500	0
1_MACS_peak_10296_lociStitched	chr14	100620022	100620338	1	317	196.8996	9.9224	12501	0
1_MACS_peak_9942_lociStitched	chr12	131615111	131615427	1	317	241.0132	3.8868	12502	0
1_MACS_peak_9199_lociStitched	chr12	673435	673751	1	317	168.5544	4.8032	12503	0
1_MACS_peak_8462_lociStitched	chr11	71041221	71041537	1	317	181.0048	27.7764	12504	0
1_MACS_peak_5500_lociStitched	chr10	48991212	48991528	1	317	170.5136	21.488	12505	0
1_MACS_peak_5431_lociStitched	chr10	8078722	8079038	1	317	156.5148	25.3432	12506	0
1_MACS_peak_5287_lociStitched	chr1	228616485	228616801	1	317	189.8528	22.3728	12507	0
1_MACS_peak_4679_lociStitched	chr1	56983796	56984112	1	317	165.2364	19.1496	12508	0
1_MACS_peak_3706_lociStitched	chr1	29661823	29662139	1	317	221.7372	30.968	12509	0
1_MACS_peak_1465_lociStitched	chr1	7760534	7760850	1	317	209.7924	7.3312	12510	0
1_MACS_peak_805_lociStitched	chr1	4811577	4811893	1	317	237.0948	3.9184	12511	0
1_MACS_peak_37539_lociStitched	chrX	136115962	136116277	1	316	172.9035	8.5365	12512	0
1_MACS_peak_34892_lociStitched	chr8	142936007	142936322	1	316	195.2685	12.474	12513	0
1_MACS_peak_34395_lociStitched	chr8	10589651	10589966	1	316	148.05	37.926	12514	0
1_MACS_peak_33731_lociStitched	chr7	157486918	157487233	1	316	203.175	7.5285	12515	0
1_MACS_peak_32297_lociStitched	chr7	5157317	5157632	1	316	238.1085	6.3	12516	0
1_MACS_peak_32241_lociStitched	chr7	4260711	4261026	1	316	281.232	3.906	12517	0
1_MACS_peak_32067_lociStitched	chr7	1454429	1454744	1	316	282.3345	1.9845	12518	0
1_MACS_peak_28117_lociStitched	chr22	48832120	48832435	1	316	208.2465	8.5365	12519	0
1_MACS_peak_26536_lociStitched	chr22	26680002	26680317	1	316	180.4635	6.3945	12520	0
1_MACS_peak_24812_lociStitched	chr20	60000036	60000351	1	316	188.9055	2.6145	12521	0
1_MACS_peak_24794_lociStitched	chr20	59898670	59898985	1	316	233.793	11.7495	12522	0
1_MACS_peak_24122_lociStitched	chr20	55754503	55754818	1	316	255.654	6.0165	12523	0
1_MACS_peak_23656_lociStitched	chr20	31782293	31782608	1	316	215.334	7.623	12524	0
1_MACS_peak_21603_lociStitched	chr19	49737472	49737787	1	316	256.914	15.4035	12525	0
1_MACS_peak_19944_lociStitched	chr19	34163836	34164151	1	316	244.692	4.0005	12526	0
1_MACS_peak_19731_lociStitched	chr19	30153530	30153845	1	316	248.3145	42.4305	12527	0
1_MACS_peak_19425_lociStitched	chr19	17782243	17782558	1	316	197.1585	17.955	12528	0
1_MACS_peak_18999_lociStitched	chr19	14788227	14788542	1	316	220.1535	17.01	12529	0
1_MACS_peak_18528_lociStitched	chr19	10157311	10157626	1	316	291.627	3.5595	12530	0
1_MACS_peak_14388_lociStitched	chr17	8783530	8783845	1	316	178.668	33.453	12531	0
1_MACS_peak_13632_lociStitched	chr16	90278878	90279193	1	316	147.3255	7.0245	12532	0
1_MACS_peak_13588_lociStitched	chr16	89144453	89144768	1	316	189.2835	6.6465	12533	0
1_MACS_peak_12746_lociStitched	chr16	84893579	84893894	1	316	235.7775	1.4805	12534	0
1_MACS_peak_12691_lociStitched	chr16	84338723	84339038	1	316	191.268	27.5625	12535	0
1_MACS_peak_11155_lociStitched	chr15	68993324	68993639	1	316	232.092	28.4445	12536	0
1_MACS_peak_10776_lociStitched	chr14	105116544	105116859	1	316	219.051	8.064	12537	0
1_MACS_peak_10660_lociStitched	chr14	104820398	104820713	1	316	180.0855	0	12538	0
1_MACS_peak_10636_lociStitched	chr14	104706828	104707143	1	316	179.6445	14.742	12539	0
1_MACS_peak_10502_lociStitched	chr14	103390067	103390382	1	316	231.9345	0	12540	0
1_MACS_peak_10038_lociStitched	chr13	107186356	107186671	1	316	239.3055	6.111	12541	0
1_MACS_peak_9982_lociStitched	chr12	132902387	132902702	1	316	149.877	0	12542	0
1_MACS_peak_9705_lociStitched	chr12	53251259	53251574	1	316	202.0725	29.2635	12543	0
1_MACS_peak_7389_lociStitched	chr11	62786830	62787145	1	316	275.1525	21.168	12544	0
1_MACS_peak_6070_lociStitched	chr10	106402663	106402978	1	316	203.6475	15.687	12545	0
1_MACS_peak_5849_lociStitched	chr10	98822067	98822382	1	316	261.1035	8.5365	12546	0
1_MACS_peak_2596_lociStitched	chr1	18422248	18422563	1	316	191.2365	1.323	12547	0
1_MACS_peak_37536_lociStitched	chrX	99884550	99884864	1	315	157.9734	21.1322	12548	0
1_MACS_peak_35672_lociStitched	chr9	114994164	114994478	1	315	306.7466	13.8474	12549	0
1_MACS_peak_35600_lociStitched	chr9	37374986	37375300	1	315	204.3198	6.2172	12550	0
1_MACS_peak_32263_lociStitched	chr7	4871752	4872066	1	315	233.6788	3.5168	12551	0
1_MACS_peak_31912_lociStitched	chr7	139535	139849	1	315	281.0614	0.5024	12552	0
1_MACS_peak_31171_lociStitched	chr5	179827096	179827410	1	315	228.2152	13.5334	12553	0
1_MACS_peak_30570_lociStitched	chr5	1423818	1424132	1	315	235.5	8.5408	12554	0
1_MACS_peak_29575_lociStitched	chr4	6521950	6522264	1	315	189.9072	28.0402	12555	0
1_MACS_peak_29196_lociStitched	chr4	790013	790327	1	315	261.405	5.7776	12556	0
1_MACS_peak_28994_lociStitched	chr3	129335199	129335513	1	315	169.717	21.352	12557	0
1_MACS_peak_27889_lociStitched	chr22	45678977	45679291	1	315	212.421	11.461	12558	0
1_MACS_peak_27775_lociStitched	chr22	45268296	45268610	1	315	182.1828	6.2172	12559	0
1_MACS_peak_26677_lociStitched	chr22	28007677	28007991	1	315	207.9936	8.0384	12560	0
1_MACS_peak_26482_lociStitched	chr22	25766057	25766371	1	315	165.1012	6.8452	12561	0
1_MACS_peak_24076_lociStitched	chr20	49064702	49065016	1	315	146.2926	21.9486	12562	0
1_MACS_peak_23385_lociStitched	chr20	924896	925210	1	315	252.9898	7.4732	12563	0
1_MACS_peak_23129_lociStitched	chr2	241134335	241134649	1	315	146.167	0	12564	0
1_MACS_peak_19129_lociStitched	chr19	15661935	15662249	1	315	257.2288	19.6564	12565	0
1_MACS_peak_18748_lociStitched	chr19	13359435	13359749	1	315	168.5238	9.5456	12566	0
1_MACS_peak_15599_lociStitched	chr17	48103445	48103759	1	315	305.7418	13.1566	12567	0
1_MACS_peak_13433_lociStitched	chr16	88286942	88287256	1	315	167.6446	4.9926	12568	0
1_MACS_peak_13356_lociStitched	chr16	87944753	87945067	1	315	233.8986	14.8836	12569	0
1_MACS_peak_12661_lociStitched	chr16	84241451	84241765	1	315	236.913	0.6594	12570	0
1_MACS_peak_12568_lociStitched	chr16	57934883	57935197	1	315	192.8274	14.1614	12571	0
1_MACS_peak_12314_lociStitched	chr16	29178067	29178381	1	315	206.926	14.915	12572	0
1_MACS_peak_11882_lociStitched	chr16	2008664	2008978	1	315	209.281	9.2316	12573	0
1_MACS_peak_10246_lociStitched	chr14	73700875	73701189	1	315	203.5034	11.461	12574	0
1_MACS_peak_8141_lociStitched	chr11	70264144	70264458	1	315	201.9648	15.4488	12575	0
1_MACS_peak_7551_lociStitched	chr11	64749322	64749636	1	315	144.4086	21.823	12576	0
1_MACS_peak_6608_lociStitched	chr10	135390935	135391249	1	315	175.9028	16.8304	12577	0
1_MACS_peak_5436_lociStitched	chr10	11743732	11744046	1	315	212.1698	3.7994	12578	0
1_MACS_peak_5249_lociStitched	chr1	228098155	228098469	1	315	217.916	6.437	12579	0
1_MACS_peak_1655_lociStitched	chr1	9332945	9333259	1	315	262.4412	10.99	12580	0
1_MACS_peak_848_lociStitched	chr1	5304585	5304899	1	315	241.4974	13.3136	12581	0
1_MACS_peak_35722_lociStitched	chr9	124326188	124326501	1	314	200.32	14.9301	12582	0
1_MACS_peak_35131_lociStitched	chr8	143714011	143714324	1	314	179.9124	21.6596	12583	0
1_MACS_peak_34435_lociStitched	chr8	21564707	21565020	1	314	209.4596	2.0658	12584	0
1_MACS_peak_34050_lociStitched	chr8	577183	577496	1	314	248.522	30.048	12585	0
1_MACS_peak_32417_lociStitched	chr7	36311214	36311527	1	314	315.5353	12.6139	12586	0
1_MACS_peak_31862_lociStitched	chr6	167906226	167906539	1	314	165.577	3.5056	12587	0
1_MACS_peak_31067_lociStitched	chr5	177870481	177870794	1	314	259.5083	13.1773	12588	0
1_MACS_peak_29190_lociStitched	chr4	583218	583531	1	314	215.8135	14.2102	12589	0
1_MACS_peak_28738_lociStitched	chr3	48682830	48683143	1	314	198.1916	36.9653	12590	0
1_MACS_peak_28422_lociStitched	chr3	10710498	10710811	1	314	204.2638	14.9614	12591	0
1_MACS_peak_27130_lociStitched	chr22	38425755	38426068	1	314	202.1354	12.0818	12592	0
1_MACS_peak_26691_lociStitched	chr22	28054925	28055238	1	314	305.6758	14.2415	12593	0
1_MACS_peak_26505_lociStitched	chr22	26198286	26198599	1	314	215.2501	12.833	12594	0
1_MACS_peak_26490_lociStitched	chr22	25796767	25797080	1	314	201.1651	17.4341	12595	0
1_MACS_peak_26483_lociStitched	chr22	25769952	25770265	1	314	181.6652	15.3996	12596	0
1_MACS_peak_25007_lociStitched	chr20	60527353	60527666	1	314	173.1829	12.52	12597	0
