REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
10_MACS_peak_21649_lociStitched	chr19	50011229	50036977	10	23624	32352.362	2186.0052	451	FCGRT,RCN3	FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PRRG2,MIR150,NOSIP	RCN3	RCN3	0.983	451	1
16_MACS_peak_28477_lociStitched	chr3	13551149	13578739	16	23582	32338.239	2129.948	452		HDAC11,FBLN2	FBLN2	FBLN2	0.8654	452	1
16_MACS_peak_24403_lociStitched	chr20	56773475	56801395	16	23915	31999.112	2744.536	453		C20orf85	C20orf85	C20orf85	0.6845	453	1
4_MACS_peak_11066_lociStitched	chr15	42152567	42174413	4	21584	36159.4992	1887.4944	454	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	MIR4310	1.6213	454	1
17_MACS_peak_37083_lociStitched	chr9	138339006	138367228	17	23711	31919.082	2254.9378	455		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	LCN1	0.5741999999999999	455	1
17_MACS_peak_2322_lociStitched	chr1	17620269	17649005	17	24198	31069.3632	2819.0016	456	PADI4	PADI3,PADI6	PADI4	PADI3	1.0794000000000001	456	1
5_MACS_peak_3256_lociStitched	chr1	21881633	21905233	5	22906	33504.92	2239.64	457	ALPL		ALPL	ALPL	0.9859000000000001	457	1
7_MACS_peak_36270_lociStitched	chr9	134680007	134703994	7	21907	35627.8911	2393.9026	458			RAPGEF1	NONE	NONE	458	1
3_MACS_peak_25676_lociStitched	chr21	45699451	45717448	3	17580	42354.1398	2166.8388	459	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	AIRE	1.7329999999999999	459	1
3_MACS_peak_25043_lociStitched	chr20	60783862	60804304	3	19009	39502.1208	1363.4814	460	HRH3	GTPBP5,OSBPL2	HRH3	HRH3	1.8875	460	1
10_MACS_peak_13693_lociStitched	chr17	138667	163287	10	22129	35213.986	2590.024	461	RPH3AL		RPH3AL	RPH3AL	0.788	461	1
6_MACS_peak_33360_lociStitched	chr7	155161426	155186336	6	23332	32731.74	2842.231	462			EN2	EN2	NONE	462	1
18_MACS_peak_8299_lociStitched	chr11	70650427	70680654	18	23652	31294.0131	2248.8888	463	SHANK2	MIR3664	MIR3664	MIR3664	0.6579	463	1
12_MACS_peak_21808_lociStitched	chr19	51043794	51070436	12	23658	31256.3944	2323.1824	464	LRRC4B	SNAR-F,JOSD2,ASPDH	LRRC4B	LRRC4B	0.8956999999999999	464	1
9_MACS_peak_112_lociStitched	chr1	1356438	1381973	9	22726	32822.689	1823.199	465	TMEM88B,VWA1,LOC441869	LOC148413,ATAD3C,ATAD3B,AURKAIP1,CCNL2,MRPL20	VWA1	VWA1	1.1713	465	1
5_MACS_peak_36868_lociStitched	chr9	137818431	137843828	5	23351	31522.7564	2013.9821	466		FCN2,FCN1	FCN1	FCN2	1.1242	466	1
13_MACS_peak_17497_lociStitched	chr19	3007984	3035075	13	24254	29903.0458	2776.8275	467	TLE2	TLE6,AES	TLE2	TLE6	1.0544	467	1
14_MACS_peak_29775_lociStitched	chr4	7509883	7537668	14	23285	31388.7145	2008.8555	468	SORCS2	MIR4274	MIR4274	MIR4274	0.9757999999999999	468	1
9_MACS_peak_20709_lociStitched	chr19	42199859	42226351	9	23807	30534.6792	2559.1272	469	CEACAM5	CEACAM6,CEACAM7	CEACAM5	CEACAM5	0.8845999999999999	469	1
6_MACS_peak_2833_lociStitched	chr1	18953901	18977562	6	22147	33513.4404	1717.7886	470	PAX7		PAX7	PAX7	1.1289	470	1
13_MACS_peak_16699_lociStitched	chr17	77520048	77546115	13	23278	30983.2362	1754.3091	471		RBFOX3	RBFOX3	RBFOX3	1.4936	471	1
16_MACS_peak_5727_lociStitched	chr10	73280703	73308046	16	23989	29817.5415	2436.2613	472	CDH23		CDH23	CDH23	0.5041	472	1
10_MACS_peak_37062_lociStitched	chr9	138290887	138316280	10	23789	29877.4038	2016.2042	473			KIAA0649	KIAA0649	0.1335	473	1
7_MACS_peak_130_lociStitched	chr1	1512586	1537007	7	23345	31112.354	2344.416	474		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	MMP23B	0.3478	474	1
8_MACS_peak_20089_lociStitched	chr19	35820112	35843817	8	22568	32575.411	2026.7775	475	CD22,FFAR1	HAMP,MAG,FFAR3	FFAR1	FFAR1	1.0389	475	1
5_MACS_peak_6711_lociStitched	chr11	843182	864637	5	20312	36673.0315	1810.802	476	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L,CHID1	TSPAN4	TSPAN4	1.0281	476	1
4_MACS_peak_6751_lociStitched	chr11	1212742	1233378	4	19769	37375.9232	1642.6256	477		MUC5B	MUC5B	MUC5B	1.1604	477	1
12_MACS_peak_18320_lociStitched	chr19	8226565	8255141	12	23569	31376.448	3592.0032	478		LASS4,FBN3	FBN3	FBN3	1.0028	478	1
4_MACS_peak_11514_lociStitched	chr15	78180430	78202019	4	21425	34419.3427	2057.4317	479		LOC645752	LOC645752	LOC645752	0.3533	479	1
18_MACS_peak_17767_lociStitched	chr19	5169983	5197264	18	23834	30208.2513	3685.6631	480			PTPRS	PTPRS	1.1177000000000001	480	1
6_MACS_peak_16453_lociStitched	chr17	75875741	75900065	6	21752	33822.522	2466.4536	481	FLJ45079		FLJ45079	FLJ45079	0.9005	481	1
8_MACS_peak_12189_lociStitched	chr16	5049771	5074174	8	23343	29976.6452	2498.8672	482	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	C16orf89	0.44989999999999997	482	1
11_MACS_peak_29855_lociStitched	chr4	7698925	7725776	11	23300	29949.6054	2424.6453	483	SORCS2	AFAP1-AS1	AFAP1-AS1	AFAP1-AS1	0.5511	483	1
4_MACS_peak_14268_lociStitched	chr17	7607352	7628196	4	20644	35240.9508	2088.5688	484	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	DNAH2	1.035	484	1
7_MACS_peak_20919_lociStitched	chr19	45368180	45392094	7	22499	31344.0798	2243.1332	485	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	APOE	0.9257	485	1
8_MACS_peak_25706_lociStitched	chr21	45876079	45899067	8	21382	34470.506	2940.1652	486	LRRC3	C21orf90	LRRC3	C21orf90	1.5837	486	1
16_MACS_peak_6639_lociStitched	chr11	314165	339680	16	22693	31174.227	2594.8755	487	IFITM1,IFITM3	NLRP6,ATHL1,IFITM2,B4GALNT4,IFITM5	IFITM3	B4GALNT4	1.2934	487	1
15_MACS_peak_25229_lociStitched	chr20	62377972	62405120	15	22522	31301.644	2538.338	488	ZBTB46	TNFRSF6B,ZGPAT,LIME1,SLC2A4RG,ARFRP1	SLC2A4RG	SLC2A4RG	0.16349999999999998	488	1
5_MACS_peak_1055_lociStitched	chr1	5890247	5914492	5	22133	31334.238	1735.942	489			NPHP4	NPHP4	NONE	489	1
7_MACS_peak_5546_lociStitched	chr10	71487725	71511387	7	22134	32007.5874	2529.4678	490			COL13A1	COL13A1	NONE	490	1
17_MACS_peak_30070_lociStitched	chr4	8194694	8221308	17	23237	28508.9168	1940.1606	491	SH3TC1	ABLIM2	SH3TC1	ABLIM2	0.847	491	1
4_MACS_peak_11846_lociStitched	chr16	1475882	1494650	4	18545	37231.9584	1356.9264	492	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	PTX4	1.2116	492	1
7_MACS_peak_28810_lociStitched	chr3	50415309	50438241	7	21806	31499.3952	1864.3716	493	CACNA2D2	CYB561D2,TUSC2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	ZMYND10	0.08080000000000001	493	1
3_MACS_peak_1115_lociStitched	chr1	6554195	6572931	3	18216	37753.04	1598.1808	494	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	TNFRSF25	1.6543	494	1
11_MACS_peak_20894_lociStitched	chr19	45305576	45330105	11	22807	28882.8975	2251.7622	495	BCAM	CBLC,PVRL2	BCAM	BCAM	1.0851	495	1
5_MACS_peak_25140_lociStitched	chr20	61743620	61765800	5	20942	32453.776	1940.75	496		HAR1A,MIR124-3,HAR1B	HAR1B	MIR124-3	1.3994	496	1
5_MACS_peak_6726_lociStitched	chr11	1070670	1091136	5	19388	34798.3398	1352.8026	497	MUC2	MUC6	MUC2	MUC2	1.306	497	1
12_MACS_peak_6079_lociStitched	chr10	114731853	114756762	12	23089	28480.9506	3218.2428	498	TCF7L2		TCF7L2	TCF7L2	0.24879999999999997	498	1
4_MACS_peak_9771_lociStitched	chr12	54413503	54434308	4	20658	33023.7765	2057.6145	499	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	HOXC9	1.9333	499	1
7_MACS_peak_21243_lociStitched	chr19	47941891	47966688	7	22867	28328.0928	2640.8805	500	SLC8A2	MEIS3,KPTN	SLC8A2	MEIS3	1.6092	500	1
9_MACS_peak_37145_lociStitched	chr9	138545639	138569991	9	22199	29042.1952	1767.9552	501	LCN9	KCNT1,GLT6D1,SOHLH1	LCN9	SOHLH1	1.4936	501	1
7_MACS_peak_25281_lociStitched	chr20	62670636	62692452	7	20228	33212.6784	1873.9944	502	NCRNA00176,TCEA2,SOX18	TCEA2,OPRL1,RGS19,C20orf201,NPBWR2	SOX18	NPBWR2	2.0228	502	1
5_MACS_peak_6667_lociStitched	chr11	376781	397285	5	20234	32669.0232	1410.6752	503	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	SIGIRR	1.1838000000000002	503	1
12_MACS_peak_2310_lociStitched	chr1	17591750	17617568	12	22083	29693.2818	2527.5822	504	PADI3	PADI4	PADI3	PADI3	1.0794000000000001	504	1
3_MACS_peak_25216_lociStitched	chr20	62170149	62189069	3	18834	35308.504	1545.764	505	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	SRMS	1.5504	505	1
14_MACS_peak_6812_lociStitched	chr11	1587564	1612459	14	21473	31113.771	2613.975	506	LOC338651,MOB2,DUSP8,KRTAP5-1	KRTAP5-5,KRTAP5-2,KRTAP5-3,KRTAP5-4	LOC338651	KRTAP5-5	1.7986	506	1
4_MACS_peak_245_lociStitched	chr1	2415845	2436848	4	20645	31685.1258	1409.3013	507	PLCH2	PANK4,HES5,LOC115110	PLCH2	HES5	1.5645	507	1
4_MACS_peak_11895_lociStitched	chr16	2233400	2252270	4	18200	36086.988	1720.944	508	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP,DCI	CASKIN1	CASKIN1	1.1896	508	1
10_MACS_peak_1439_lociStitched	chr1	7681832	7705264	10	21029	30810.7368	2017.4952	509	CAMTA1		VAMP3	VAMP3	NONE	509	1
23_MACS_peak_12879_lociStitched	chr16	85310821	85339124	23	22036	27552.9705	1262.3138	510			LOC400548	LOC400548	NONE	510	1
8_MACS_peak_5017_lociStitched	chr1	201273922	201297427	8	22090	28944.057	3062.7015	511	PKP1	TNNT2	PKP1	TNNT2	1.4636	511	1
6_MACS_peak_1026_lociStitched	chr1	5798918	5821002	6	20590	30230.7876	1835.1804	512			NPHP4	NPHP4	NONE	512	1
4_MACS_peak_19538_lociStitched	chr19	18319552	18339482	4	19505	32422.124	1867.441	513	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966,KIAA1683	PDE4C	LOC729966	1.2111999999999998	513	1
5_MACS_peak_17267_lociStitched	chr19	405244	425807	5	20143	31161.1702	2089.2008	514	C2CD4C,SHC2	THEG,ODF3L2	C2CD4C	C2CD4C	1.2604	514	1
13_MACS_peak_16059_lociStitched	chr17	72236062	72260791	13	21883	26796.3444	1970.9013	515	TTYH2	RPL38,DNAI2,MGC16275	TTYH2	DNAI2	0.7725	515	1
3_MACS_peak_15024_lociStitched	chr17	39765740	39785976	3	20006	30991.434	1855.6412	516	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	KRT17	1.4367	516	1
9_MACS_peak_32859_lociStitched	chr7	100927736	100951534	9	21328	28402.913	2367.901	517		CLDN15,FIS1,RABL5	RABL5	RABL5	0.17020000000000002	517	1
6_MACS_peak_15347_lociStitched	chr17	43895132	43916847	6	20205	30633.3505	2125.8985	518	CRHR1	IMP5	IMP5	IMP5	0.7005	518	1
4_MACS_peak_36295_lociStitched	chr9	134999206	135019682	4	20181	30456.0024	1939.0772	519		NTNG2,MED27	NTNG2	NTNG2	1.5185	519	1
3_MACS_peak_11901_lociStitched	chr16	2324994	2343718	3	17889	34401.6052	1591.54	520	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	MIR940	0.3465	520	1
3_MACS_peak_23006_lociStitched	chr2	220298358	220318885	3	19520	31385.783	1744.795	522	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	SPEG	1.393	522	1
11_MACS_peak_9323_lociStitched	chr12	3411879	3433470	11	19663	31026.267	1718.6436	523			PRMT8	PRMT8	NONE	523	1
7_MACS_peak_32828_lociStitched	chr7	100805716	100825505	7	18672	33017.9465	1818.6091	524	VGF,C7orf52	SERPINE1,AP1S1,ZNHIT1,MOGAT3,PLOD3	VGF	SERPINE1	1.1173	524	1
9_MACS_peak_1712_lociStitched	chr1	9683624	9705240	9	20238	30247.2688	2351.8208	525		TMEM201,PIK3CD,C1orf200	PIK3CD	C1orf200	1.153	525	1
1_MACS_peak_14891_lociStitched	chr17	36333540	36350386	1	16847	39795.3058	5761.332	526	TBC1D3,TBC1D3F		TBC1D3	TBC1D3	1.6185	526	1
3_MACS_peak_35079_lociStitched	chr8	143528937	143550079	3	19831	30085.066	1382.6868	527	BAI1	TSNARE1	BAI1	BAI1	1.0848	527	1
4_MACS_peak_30254_lociStitched	chr4	8849245	8872054	4	20870	27833.8227	1473.4614	528	HMX1		HMX1	HMX1	0.8571000000000001	528	1
9_MACS_peak_32681_lociStitched	chr7	100185729	100208076	9	20404	29600.8362	2227.9959	529	FBXO24,PCOLCE	AGFG2,MOSPD3,SAP25,LRCH4,TFR2,ACTL6B	PCOLCE	TFR2	1.2203000000000002	529	1
10_MACS_peak_34909_lociStitched	chr8	143003205	143027260	10	21305	26977.6825	1847.424	530			NCRNA00051	NCRNA00051	0.7354	530	1
14_MACS_peak_36090_lociStitched	chr9	133223038	133247849	14	20850	28006.6568	1855.8628	531			ASS1	ASS1	0.6218	531	1
2_MACS_peak_3222_lociStitched	chr1	21040852	21058611	2	17319	34816.5195	1768.7964	532	KIF17,SH2D5		KIF17	KIF17	0.9743999999999999	532	1
7_MACS_peak_30200_lociStitched	chr4	8690172	8712010	7	20828	27751.7304	1707.7316	533			CPZ	CPZ	1.5193	533	1
4_MACS_peak_29430_lociStitched	chr4	3819212	3839343	4	19101	31259.4168	1529.956	534			ADRA2C	ADRA2C	0.7523000000000001	534	1
9_MACS_peak_8071_lociStitched	chr11	69941853	69963638	9	20339	28608.062	1503.165	535	ANO1		ANO1	ANO1	1.1421	535	1
7_MACS_peak_24980_lociStitched	chr20	60441698	60464098	7	20135	29198.4	1639.68	536	CDH4		MIR1257	MIR1257	0.5965	536	1
14_MACS_peak_7918_lociStitched	chr11	69523384	69547738	14	20648	28430.8596	2101.7502	537		ORAOV1,FGF19,FGF4	FGF19	FGF19	1.1037	537	1
10_MACS_peak_29526_lociStitched	chr4	6365647	6387188	10	20640	27867.5917	1777.1325	538	PPP2R2C		PPP2R2C	PPP2R2C	0.8445	538	1
8_MACS_peak_5063_lociStitched	chr1	202152352	202171769	8	17844	34471.0001	2978.5678	539	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	LGR6	0.5527	539	1
12_MACS_peak_3090_lociStitched	chr1	20674470	20698303	12	21547	25401.2114	2237.9187	540	VWA5B1,LOC339505		LOC339505	LOC339505	0.7532000000000001	540	1
17_MACS_peak_1349_lociStitched	chr1	7477590	7503563	17	21018	26541.8087	2012.9075	541	CAMTA1		VAMP3	VAMP3	NONE	541	1
10_MACS_peak_9557_lociStitched	chr12	52695473	52717478	10	20974	26885.709	2275.317	542	KRT86,KRT83	KRT81,KRT85	KRT83	KRT83	1.0316999999999998	542	1
5_MACS_peak_19370_lociStitched	chr19	17635261	17656004	5	20106	28878.4046	2225.7239	543	FAM129C	PGLS,GLT25D1	FAM129C	FAM129C	0.8897	543	1
25_MACS_peak_6445_lociStitched	chr10	134783937	134811687	25	20386	27824.925	1867.575	544		C10orf93	C10orf93	C10orf93	1.0271000000000001	544	1
10_MACS_peak_35004_lociStitched	chr8	143199472	143221385	10	20655	26874.1032	1597.4577	545			NCRNA00051	NCRNA00051	0.7354	545	1
2_MACS_peak_37379_lociStitched	chr9	140317918	140334320	2	16311	35014.9896	1651.6814	546	NOXA1,ENTPD8	EXD3,NELF	NOXA1	NOXA1	1.5642	546	1
7_MACS_peak_18204_lociStitched	chr19	7757389	7778938	7	19969	29229.0636	2618.2035	547	FCER2	RETN,C19orf59,TRAPPC5,CLEC4M,CLEC4G,CD209	FCER2	RETN	1.5036	547	1
6_MACS_peak_16446_lociStitched	chr17	75848232	75870835	6	20342	28588.2744	2859.2795	548		FLJ45079	FLJ45079	FLJ45079	0.9005	548	1
5_MACS_peak_25476_lociStitched	chr21	43178933	43198772	5	19418	30440.9616	2640.5709	549	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.521	549	1
11_MACS_peak_2678_lociStitched	chr1	18601891	18625461	11	20674	26881.585	2149.584	550	IGSF21		IGSF21	IGSF21	0.6669	550	1
10_MACS_peak_36259_lociStitched	chr9	134651368	134674569	10	20564	27121.969	2113.6111	551		RAPGEF1	RAPGEF1	NONE	NONE	551	1
11_MACS_peak_32176_lociStitched	chr7	2509319	2530866	11	19649	28732.9245	1672.0472	552		LFNG	LFNG	LFNG	1.4334	552	1
3_MACS_peak_3210_lociStitched	chr1	20996966	21016918	3	18873	30987.4512	2332.3888	553	KIF17	PINK1,DDOST,SH2D5	DDOST	SH2D5	1.4357	553	1
15_MACS_peak_21148_lociStitched	chr19	46953704	46979051	15	20170	28203.6069	2433.312	554	PNMAL1	CCDC8,PNMAL2	PNMAL1	PNMAL2	1.7617	554	1
5_MACS_peak_28302_lociStitched	chr22	50438202	50458094	5	19144	29519.728	1515.7704	555	IL17REL,TTLL8		IL17REL	IL17REL	1.2035	555	1
1_MACS_peak_33161_lociStitched	chr7	151077583	151094482	1	16900	34279.6215	2276.2953	557	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	LOC100131176	0.7195	557	1
4_MACS_peak_4823_lociStitched	chr1	155153879	155174315	4	19417	30175.7976	2861.04	559	TRIM46,MIR92B,MUC1,THBS3	SLC50A1,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MIR92B	MIR92B	1.5745	559	1
6_MACS_peak_25788_lociStitched	chr21	46248658	46267032	6	17429	33264.2896	2210.3922	560		UBE2G2,SUMO3,PTTG1IP	SUMO3	PTTG1IP	0.11149999999999999	560	1
3_MACS_peak_16517_lociStitched	chr17	76353120	76372705	3	18045	32033.226	2140.6405	561	SOCS3	PGS1	SOCS3	SOCS3	1.1883000000000001	561	1
10_MACS_peak_16865_lociStitched	chr17	78079069	78100655	10	19511	28718.0144	1841.2858	562	GAA	EIF4A3	GAA	GAA	1.2156	562	1
15_MACS_peak_31938_lociStitched	chr7	957046	979713	15	19475	28666.9549	1856.4273	563	ADAP1	GET4,CYP2W1,COX19	ADAP1	CYP2W1	1.1399	563	1
4_MACS_peak_30966_lociStitched	chr5	176299968	176318296	4	17301	32598.1808	1612.864	564	UNC5A,HK3		HK3	HK3	0.9834	564	1
6_MACS_peak_16884_lociStitched	chr17	78148528	78169946	6	20068	27667.7724	2257.4572	565	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	CARD14	0.6552	565	1
9_MACS_peak_9464_lociStitched	chr12	52224299	52246214	9	19531	28285.6905	1711.5615	566		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.633	566	1
3_MACS_peak_34468_lociStitched	chr8	22003747	22022087	3	18109	31084.466	1615.754	567	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	LGI3	1.3393	567	1
7_MACS_peak_11619_lociStitched	chr15	89896727	89916714	7	18230	30971.8552	1730.8742	568	MIR9-3	LOC254559,POLG	MIR9-3	MIR9-3	1.7482	568	1
9_MACS_peak_17567_lociStitched	chr19	3213564	3235487	9	18910	29600.4346	2766.6826	570	CELF5	S1PR4,NCLN	CELF5	CELF5	1.0704	570	1
8_MACS_peak_20464_lociStitched	chr19	39986691	40007694	8	19405	28070.5095	2331.333	571	DLL3,SELV	TIMM50,EID2B,EID2	DLL3	DLL3	1.1734	571	1
8_MACS_peak_1269_lociStitched	chr1	7279288	7300880	8	19689	26901.4728	1906.5736	572	CAMTA1		CAMTA1	CAMTA1	0.6111	572	1
7_MACS_peak_7482_lociStitched	chr11	64321075	64340950	7	18271	29687.2875	1890.1125	573	SLC22A11	SLC22A12	SLC22A11	SLC22A11	1.2045000000000001	573	1
7_MACS_peak_16995_lociStitched	chr17	79453133	79473568	7	19172	27589.2935	1843.237	574		FSCN2,MIR3186,ACTG1,C17orf70	ACTG1	MIR3186	2.3961	574	1
5_MACS_peak_14817_lociStitched	chr17	34741012	34759324	5	16849	34686.5904	4433.3352	575	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	TBC1D3G	1.5572000000000001	575	1
6_MACS_peak_18353_lociStitched	chr19	8391441	8410468	6	18465	29977.0385	2749.4015	576	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	KANK3	0.9363999999999999	576	1
9_MACS_peak_13846_lociStitched	chr17	1149351	1171415	9	20135	25280.9312	1998.9984	577		BHLHA9,TUSC5	BHLHA9	TUSC5	1.2499	577	1
3_MACS_peak_233_lociStitched	chr1	2299040	2316892	3	17260	31024.9908	1570.976	578	MORN1	RER1,LOC100129534,PEX10	MORN1	LOC100129534	2.0017	578	1
8_MACS_peak_14948_lociStitched	chr17	37750181	37768179	8	17087	31087.9454	1376.847	579	NEUROD2	PPP1R1B,STARD3	NEUROD2	NEUROD2	1.5863999999999998	579	1
8_MACS_peak_3400_lociStitched	chr1	22936576	22958037	8	19465	26448.5364	1656.7892	580		EPHA8,C1QA,C1QC,C1QB	C1QA	EPHA8	1.2404	580	1
11_MACS_peak_11864_lociStitched	chr16	1953987	1975984	11	17899	29907.1212	1816.9522	581	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	HS3ST6	1.3886	581	1
15_MACS_peak_2217_lociStitched	chr1	17381195	17406239	15	19936	26363.8188	2870.0424	582	PADI2	ATP13A2,SDHB	SDHB	ATP13A2	0.07060000000000001	582	1
7_MACS_peak_36620_lociStitched	chr9	136589877	136609859	7	19343	26709.9394	1794.3836	583	SARDH		SARDH	SARDH	1.3938	583	1
13_MACS_peak_26869_lociStitched	chr22	36942950	36966525	13	19894	25906.5675	2437.655	584	CACNG2	FOXRED2,EIF3D	EIF3D	NONE	NONE	584	1
4_MACS_peak_25560_lociStitched	chr21	44010758	44030081	4	18937	28397.0808	2842.4133	587		PDE9A	PDE9A	PDE9A	1.9216	587	1
16_MACS_peak_34361_lociStitched	chr8	7869846	7891190	16	19266	27275.4976	2659.4624	588			MIR548I3	MIR548I3	NONE	588	1
7_MACS_peak_28888_lociStitched	chr3	52532464	52552508	7	18429	28103.6924	1777.9028	589	STAB1	NISCH,C3orf78,TNNC1,NT5DC2	STAB1	STAB1	0.8001	589	1
8_MACS_peak_16786_lociStitched	chr17	77827780	77848503	8	18538	28110.7495	2022.5648	590		CBX4	CBX4	CBX4	0.8556	590	1
10_MACS_peak_11504_lociStitched	chr15	78151642	78175146	10	19138	26977.8912	2246.9824	591		LOC645752	LOC645752	LOC645752	0.3533	591	1
5_MACS_peak_28383_lociStitched	chr22	51035299	51053833	5	16618	31201.989	1517.9346	592	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	MAPK8IP2	1.4861	592	1
4_MACS_peak_14304_lociStitched	chr17	7718435	7737185	4	18317	28661.25	2261.25	593	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	NONE	NONE	593	1
7_MACS_peak_11761_lociStitched	chr16	955147	975138	7	18573	27471.6322	1699.235	594	LMF1		LMF1	LMF1	1.0937000000000001	594	1
8_MACS_peak_16428_lociStitched	chr17	75782623	75803798	8	19243	26091.835	1935.395	595			FLJ45079	FLJ45079	0.9005	595	1
13_MACS_peak_34285_lociStitched	chr8	7423453	7444313	13	18880	27293.224	2288.342	596	FAM90A7		FAM90A7	FAM90A7	0.6687	596	1
5_MACS_peak_36277_lociStitched	chr9	134705098	134725254	5	17955	28841.2204	1961.1788	597			RAPGEF1	NONE	NONE	597	1
8_MACS_peak_25904_lociStitched	chr21	47025042	47045982	8	19552	26252.478	3013.266	598			SLC19A1	SLC19A1	0.0636	598	1
11_MACS_peak_26344_lociStitched	chr22	23860452	23881377	11	18905	26775.63	2033.91	599		IGLL1	IGLL1	IGLL1	0.6709	599	1
4_MACS_peak_25391_lociStitched	chr21	38064161	38082577	4	17659	29158.0528	1773.4608	600	SIM2		SIM2	SIM2	0.5511	600	1
7_MACS_peak_16554_lociStitched	chr17	76516427	76536326	7	19071	26113.4577	1812.7989	601	DNAH17		DNAH17	DNAH17	0.991	601	1
14_MACS_peak_918_lociStitched	chr1	5550701	5574045	14	19870	24109.6832	1853.5136	602			NPHP4	NPHP4	NONE	602	1
6_MACS_peak_21537_lociStitched	chr19	49256497	49277251	6	19577	25062.5304	2104.4556	603	FGF21,FUT1	MAMSTR,RASIP1,IZUMO1,BCAT2	FGF21	FGF21	0.9644000000000001	603	1
6_MACS_peak_7146_lociStitched	chr11	44322768	44343505	6	19026	26143.1359	1907.804	604	ALX4		ALX4	ALX4	0.323	604	1
3_MACS_peak_33045_lociStitched	chr7	128482299	128498547	3	16151	31920.8208	2175.6072	605	FLNC	ATP6V1F,LOC100130705	ATP6V1F	ATP6V1F	0.04049999999999998	605	1
6_MACS_peak_2952_lociStitched	chr1	19354191	19374078	6	18402	27235.2465	1861.4232	607			IFFO2	IFFO2	NONE	607	1
11_MACS_peak_37318_lociStitched	chr9	140022007	140042340	11	18636	26554.898	1827.9367	608	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	MIR3621	2.5286999999999997	608	1
13_MACS_peak_22258_lociStitched	chr19	56055057	56077964	13	19233	25051.0952	1752.3855	609		ZNF524,ZNF865,SBK2,ZNF579,FIZ1	SBK2	SBK2	0.8992	609	1
5_MACS_peak_11631_lociStitched	chr15	91193950	91213052	5	17968	28935.7096	2819.4552	610		BLM	BLM	NONE	NONE	610	1
18_MACS_peak_28617_lociStitched	chr3	14592083	14618462	18	18861	26310.4146	2395.2132	611		GRIP2	GRIP2	GRIP2	0.4333000000000001	611	1
13_MACS_peak_35026_lociStitched	chr8	143245827	143266239	13	19097	24431.1228	1177.7724	612		NCRNA00051	NCRNA00051	NCRNA00051	0.7354	612	1
