#06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_ROSE/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam
#Using cutoff of 16485.7032 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
3_MACS_peak_28906_lociStitched	chr9	95820529	95835784	3	8855	8756.37	2060.9505	796	1
3_MACS_peak_28468_lociStitched	chr9	33152413	33168590	3	8854	11359.4894	2445.9624	797	1
3_MACS_peak_27405_lociStitched	chr8	38812011	38824173	3	8853	13679.8176	1891.191	798	1
3_MACS_peak_18232_lociStitched	chr22	38067738	38083607	3	8852	12327.0392	2454.9343	799	1
2_MACS_peak_7059_lociStitched	chr12	105617723	105630866	2	8848	10467.0852	2235.6243	800	1
4_MACS_peak_19603_lociStitched	chr3	121739949	121755842	4	8843	11447.7279	2391.8965	801	1
3_MACS_peak_28895_lociStitched	chr9	95514210	95533562	3	8840	12154.9912	2902.8	802	1
4_MACS_peak_24666_lociStitched	chr6	97242258	97265522	4	8840	9859.2832	2998.7296	803	1
1_MACS_peak_24165_lociStitched	chr6	36718502	36727332	1	8831	15818.062	1673.285	804	1
2_MACS_peak_17152_lociStitched	chr20	42695558	42710419	2	8831	42740.236	2559.0642	805	1
3_MACS_peak_24393_lociStitched	chr6	56621926	56634505	3	8828	8783.9157	2037.798	806	1
4_MACS_peak_28534_lociStitched	chr9	35828388	35849274	4	8823	10380.342	3122.457	807	1
1_MACS_peak_26243_lociStitched	chr7	92437055	92445875	1	8821	19010.628	1518.804	808	1
3_MACS_peak_1636_lociStitched	chr1	151802418	151820051	3	8820	13556.2504	3750.5391	809	1
1_MACS_peak_28058_lociStitched	chr8	129664591	129673406	1	8816	27170.4745	1629.8935	810	1
3_MACS_peak_14928_lociStitched	chr2	68638199	68655624	3	8815	9324.1175	2650.3425	811	1
3_MACS_peak_20475_lociStitched	chr3	197450185	197465133	3	8814	19498.1712	3257.1692	812	1
3_MACS_peak_2971_lociStitched	chr10	3798470	3808744	3	8811	19846.2858	1634.5934	813	1
3_MACS_peak_29231_lociStitched	chr9	126963406	126982118	3	8795	14934.0472	2986.4352	814	1
2_MACS_peak_27292_lociStitched	chr8	29197221	29210466	2	8784	19177.4355	2011.9155	815	1
2_MACS_peak_6701_lociStitched	chr12	68376354	68387498	2	8781	27658.2936	2021.5216	816	1
4_MACS_peak_17043_lociStitched	chr20	35447502	35472775	4	8748	9209.4812	3032.76	817	1
2_MACS_peak_24304_lociStitched	chr6	45674832	45683732	2	8744	16376	1706.13	818	1
5_MACS_peak_8624_lociStitched	chr14	93225411	93246365	5	8739	11547.7494	1508.688	819	1
2_MACS_peak_13337_lociStitched	chr19	11199056	11208043	2	8716	14135.6523	1669.7846	820	1
2_MACS_peak_22200_lociStitched	chr5	43006897	43021254	2	8714	18813.4128	2334.4482	821	1
3_MACS_peak_9768_lociStitched	chr15	90720995	90736572	3	8710	22206.5712	2426.8966	822	1
3_MACS_peak_12221_lociStitched	chr17	74488141	74503521	3	8707	9747.844	1982.482	823	1
3_MACS_peak_13067_lociStitched	chr19	1258415	1277266	3	8698	22903.965	4037.8842	824	1
3_MACS_peak_12387_lociStitched	chr17	80405959	80423972	3	8694	22563.0838	2649.7123	825	1
2_MACS_peak_26584_lociStitched	chr7	120627812	120639753	2	8687	7604.0288	3053.3137	826	1
1_MACS_peak_4352_lociStitched	chr11	2792769	2801454	1	8686	14001.0885	1288.854	827	1
3_MACS_peak_6259_lociStitched	chr12	32608267	32622585	3	8686	11669.17	2130.5184	828	1
3_MACS_peak_12230_lociStitched	chr17	74777098	74788898	3	8678	12427.76	1583.56	829	1
1_MACS_peak_27927_lociStitched	chr8	118449260	118457936	1	8677	30777.2424	1741.2732	830	1
4_MACS_peak_10719_lociStitched	chr16	70461063	70474106	4	8677	11755.6559	2103.8359	831	1
2_MACS_peak_18943_lociStitched	chr3	45604806	45617892	2	8677	11157.1236	2121.2406	832	1
1_MACS_peak_998_lociStitched	chr1	66795235	66803909	1	8675	30416.2484	1942.1086	833	1
1_MACS_peak_3481_lociStitched	chr10	63656487	63665153	1	8667	12758.9518	1618.8088	834	1
5_MACS_peak_11624_lociStitched	chr17	40330102	40351499	5	8654	11113.6018	3108.9841	835	1
2_MACS_peak_10424_lociStitched	chr16	31879649	31890527	2	8651	18417.5418	1690.4412	836	1
4_MACS_peak_18867_lociStitched	chr3	39296286	39310221	4	8651	6963.3195	2112.546	837	1
3_MACS_peak_3361_lociStitched	chr10	45949562	45961409	3	8644	18125.91	2109.9507	838	1
1_MACS_peak_24163_lociStitched	chr6	36643352	36651989	1	8638	15383.3607	1256.6835	839	1
3_MACS_peak_22329_lociStitched	chr5	58852857	58866144	3	8632	15331.8693	2120.6052	840	1
2_MACS_peak_12249_lociStitched	chr17	75229203	75244301	2	8630	22589.6276	2092.5828	841	1
3_MACS_peak_13457_lociStitched	chr19	16180455	16197903	3	8630	26803.6176	2959.1808	842	1
1_MACS_peak_25946_lociStitched	chr7	55597122	55605748	1	8627	65983.7244	2183.2406	843	1
1_MACS_peak_2698_lociStitched	chr1	226308553	226317171	1	8619	27873.1974	2270.843	844	1
3_MACS_peak_22782_lociStitched	chr5	112195976	112217779	3	8617	10295.3766	3063.3215	845	1
2_MACS_peak_17178_lociStitched	chr20	43678273	43693204	2	8616	10820.4957	2067.9435	846	1
2_MACS_peak_2377_lociStitched	chr1	205196151	205208351	2	8613	16419.98	2886.52	847	1
2_MACS_peak_12327_lociStitched	chr17	78873408	78887210	2	8612	29630.1336	1926.7592	848	1
2_MACS_peak_2350_lociStitched	chr1	203721939	203736610	2	8611	39095.2808	3343.5209	849	1
1_MACS_peak_4842_lociStitched	chr11	58339951	58348552	1	8602	48493.2981	1656.5526	850	1
4_MACS_peak_15608_lociStitched	chr2	134875694	134895592	4	8598	12056.1982	2584.7502	851	1
4_MACS_peak_2767_lociStitched	chr1	230630830	230652258	4	8597	11108.2752	3891.3248	852	1
3_MACS_peak_11270_lociStitched	chr17	19962158	19978272	3	8590	17024.441	2518.6182	853	1
1_MACS_peak_9445_lociStitched	chr15	70045895	70054483	1	8589	14907.0504	1901.3832	854	1
5_MACS_peak_5212_lociStitched	chr11	73069956	73088901	5	8577	9383.4585	2544.3135	855	1
3_MACS_peak_26465_lociStitched	chr7	106526475	106536969	3	8574	8033.157	2301.3342	856	1
3_MACS_peak_6050_lociStitched	chr12	12843861	12858286	3	8570	18390.4325	2482.5425	857	1
4_MACS_peak_14894_lociStitched	chr2	65279296	65300522	4	8569	9029.5404	3115.9768	858	1
2_MACS_peak_15117_lociStitched	chr2	86080452	86090926	2	8567	10041.4238	1691.551	859	1
2_MACS_peak_21825_lociStitched	chr4	185239474	185254006	2	8558	14640.99	2203.0512	860	1
2_MACS_peak_11689_lociStitched	chr17	42287089	42300001	2	8550	14726.136	1626.912	861	1
4_MACS_peak_26358_lociStitched	chr7	101376366	101391594	4	8545	8290.1232	2102.9868	862	1
3_MACS_peak_7273_lociStitched	chr12	122227204	122243240	3	8544	23858.3608	1281.2764	863	1
3_MACS_peak_5138_lociStitched	chr11	68032755	68050891	3	8544	12078.576	2459.2416	864	1
3_MACS_peak_6031_lociStitched	chr12	11974222	11991246	3	8538	13065.92	2361.2288	865	1
3_MACS_peak_8399_lociStitched	chr14	65812902	65825175	3	8537	8916.3345	1094.7516	866	1
2_MACS_peak_19203_lociStitched	chr3	61615404	61625016	2	8532	13293.396	1354.3308	867	1
4_MACS_peak_11906_lociStitched	chr17	55553197	55565391	4	8532	7578.571	1637.6542	868	1
1_MACS_peak_24722_lociStitched	chr6	106439033	106447560	1	8528	33200.7272	1481.9926	869	1
2_MACS_peak_1000_lociStitched	chr1	66839037	66849654	2	8524	11863.4358	1770.9156	870	1
2_MACS_peak_27397_lociStitched	chr8	38613607	38629057	2	8519	12047.91	2223.255	871	1
3_MACS_peak_24063_lociStitched	chr6	32805146	32823357	3	8514	18047.101	3405.457	872	1
4_MACS_peak_14944_lociStitched	chr2	69055778	69066249	4	8511	12045.8384	1838.7076	873	1
3_MACS_peak_15743_lociStitched	chr2	157188390	157207888	3	8510	19554.5442	2487.9448	874	1
1_MACS_peak_19917_lociStitched	chr3	151911232	151919739	1	8508	16633.7371	1471.711	875	1
4_MACS_peak_17138_lociStitched	chr20	42538959	42552730	4	8506	6095.0446	1890.7583	876	1
2_MACS_peak_21827_lociStitched	chr4	185263503	185277165	2	8504	22121.5104	2297.9484	877	1
2_MACS_peak_2205_lociStitched	chr1	192475717	192488418	2	8495	16973.6164	2706.5831	878	1
3_MACS_peak_21090_lociStitched	chr4	78063079	78080071	3	8495	10834.0992	2516.5152	879	1
1_MACS_peak_3256_lociStitched	chr10	30988635	30997112	1	8478	35756.8337	1704.7247	880	1
2_MACS_peak_16043_lociStitched	chr2	188444948	188453423	2	8473	13428.6375	1239.045	881	1
2_MACS_peak_22785_lociStitched	chr5	112256262	112267270	2	8467	20320.768	1774.4896	882	1
4_MACS_peak_9881_lociStitched	chr15	101790031	101806897	4	8464	13447.2618	2733.9786	883	1
3_MACS_peak_30213_lociStitched	chrX	118815351	118827935	3	8463	9976.5952	947.5752	884	1
3_MACS_peak_14862_lociStitched	chr2	64544304	64559160	3	8461	19058.7624	2573.0592	885	1
2_MACS_peak_2277_lociStitched	chr1	200588797	200598762	2	8460	14882.7275	2487.264	886	1
2_MACS_peak_9448_lociStitched	chr15	70306184	70316833	2	8452	11867.2456	1835.8876	887	1
1_MACS_peak_7787_lociStitched	chr13	78688391	78696839	1	8449	30798.8736	1506.2784	888	1
2_MACS_peak_1489_lociStitched	chr1	145427170	145441195	2	8448	29481.9525	3336.5475	889	1
2_MACS_peak_20296_lociStitched	chr3	184659900	184672199	2	8440	13583.0156	2462.2598	890	1
4_MACS_peak_18413_lociStitched	chr22	45630161	45646523	4	8436	11653.0164	2545.9272	891	1
2_MACS_peak_2685_lociStitched	chr1	226062552	226071661	2	8430	18253.5251	2509.5295	892	1
2_MACS_peak_10746_lociStitched	chr16	71876617	71888854	2	8417	13601.4255	2110.8825	893	1
2_MACS_peak_25027_lociStitched	chr6	135190401	135204208	2	8415	34728.7471	2309.9111	894	1
3_MACS_peak_10374_lociStitched	chr16	30379545	30394643	3	8414	12738.1826	2649.699	895	1
2_MACS_peak_8231_lociStitched	chr14	50465292	50476639	2	8413	25543.2317	1050.7322	896	1
1_MACS_peak_1448_lociStitched	chr1	143461449	143469860	1	8412	23623.9757	4151.6696	897	1
4_MACS_peak_29723_lociStitched	chrX	37635061	37657100	4	8412	9847.0252	1639.7016	898	1
3_MACS_peak_24084_lociStitched	chr6	33279869	33292735	3	8411	17501.6198	2430.3874	899	1
2_MACS_peak_7004_lociStitched	chr12	102129347	102140107	2	8410	23711.812	1675.332	900	1
1_MACS_peak_28023_lociStitched	chr8	126441081	126449489	1	8409	13567.9896	1695.0528	901	1
3_MACS_peak_1977_lociStitched	chr1	168302100	168318164	3	8401	9442.4192	3312.3968	902	1
2_MACS_peak_27270_lociStitched	chr8	28194935	28207247	2	8400	17643.096	2285.1072	903	1
2_MACS_peak_15907_lociStitched	chr2	173419232	173428052	2	8399	10373.202	1526.742	904	1
2_MACS_peak_21874_lociStitched	chr4	186506355	186514971	2	8397	20690.4624	1525.8936	905	1
2_MACS_peak_15113_lociStitched	chr2	85928245	85938409	2	8392	9844.8504	1658.7648	906	1
5_MACS_peak_8828_lociStitched	chr15	23609452	23631771	5	8384	6916.6581	2202.8853	907	1
1_MACS_peak_278_lociStitched	chr1	21615348	21623723	1	8376	24496.0375	1708.5	908	1
2_MACS_peak_19753_lociStitched	chr3	132280851	132289854	2	8369	13970.8554	1327.9425	909	1
4_MACS_peak_21395_lociStitched	chr4	113199948	113219358	4	8365	10902.597	2647.524	910	1
3_MACS_peak_25195_lociStitched	chr6	149554822	149569113	3	8351	12215.9468	1134.7054	911	1
3_MACS_peak_16532_lociStitched	chr2	235390751	235406080	3	8348	8739.0629	1244.7148	912	1
2_MACS_peak_9871_lociStitched	chr15	101458017	101472476	2	8346	13428.0733	2274.4007	913	1
4_MACS_peak_15040_lociStitched	chr2	74681516	74700741	4	8344	13530.555	3283.63	914	1
2_MACS_peak_9502_lociStitched	chr15	74688239	74696701	2	8338	12131.1232	1453.7716	915	1
2_MACS_peak_19156_lociStitched	chr3	55687083	55696934	2	8336	10163.2767	1621.4746	916	1
3_MACS_peak_16591_lociStitched	chr2	241499279	241509293	3	8335	14048.6406	894.2502	917	1
3_MACS_peak_19838_lociStitched	chr3	141205123	141219080	3	8320	10773.4083	2206.6017	918	1
2_MACS_peak_23474_lociStitched	chr5	176851916	176860274	2	8310	14535.3978	1906.4598	919	1
1_MACS_peak_12842_lociStitched	chr18	52983173	52991475	1	8303	11753.9716	1554.1344	920	1
1_MACS_peak_19908_lociStitched	chr3	150314998	150323295	1	8298	16274.5655	1642.806	921	1
2_MACS_peak_12915_lociStitched	chr18	60798120	60811252	2	8295	17960.6364	2629.0264	922	1
2_MACS_peak_1387_lociStitched	chr1	117100825	117114736	2	8293	10287.1845	1270.0743	923	1
4_MACS_peak_9289_lociStitched	chr15	59266712	59281227	4	8291	11468.3015	2175.7985	924	1
1_MACS_peak_17479_lociStitched	chr21	9962347	9970636	1	8290	21659.9859	4388.1966	925	1
4_MACS_peak_6055_lociStitched	chr12	12950114	12967158	4	8289	12261.4536	2759.4236	926	1
2_MACS_peak_5691_lociStitched	chr11	122929947	122941984	2	8287	24385.7583	2395.363	927	1
1_MACS_peak_9234_lociStitched	chr15	52969164	52977447	1	8284	16513.8171	1687.2471	928	1
3_MACS_peak_11649_lociStitched	chr17	40826765	40835288	3	8284	12011.4639	1581.0165	929	1
3_MACS_peak_1382_lociStitched	chr1	117045968	117060398	3	8274	6904.755	1388.166	930	1
4_MACS_peak_19352_lociStitched	chr3	95061486	95077273	4	8270	10032.6385	2195.9717	931	1
2_MACS_peak_17753_lociStitched	chr21	43526931	43540815	2	8259	19579.2168	3226.6416	932	1
2_MACS_peak_23753_lociStitched	chr6	15244601	15257810	2	8253	8156.5575	2022.2979	933	1
1_MACS_peak_15933_lociStitched	chr2	175456309	175464554	1	8246	30268.2195	1416.491	934	1
2_MACS_peak_24356_lociStitched	chr6	52527292	52536748	2	8241	13944.7632	1942.2624	935	1
3_MACS_peak_16712_lociStitched	chr20	5092403	5109192	3	8237	16367.5961	3223.488	936	1
2_MACS_peak_23938_lociStitched	chr6	27857490	27871482	2	8231	20412.9288	2554.9392	937	1
1_MACS_peak_6874_lociStitched	chr12	92533144	92541372	1	8229	10135.2504	1484.3312	938	1
2_MACS_peak_13460_lociStitched	chr19	16221435	16231831	2	8227	19661.9548	1966.9232	939	1
3_MACS_peak_8722_lociStitched	chr14	103271116	103286864	3	8220	8428.3296	1344.8792	940	1
3_MACS_peak_11287_lociStitched	chr17	20936762	20955831	3	8207	13491.3175	2593.384	941	1
2_MACS_peak_17330_lociStitched	chr20	52481702	52490705	2	8205	16720.3716	1744.7814	942	1
3_MACS_peak_13222_lociStitched	chr19	6765382	6779784	3	8202	13038.1306	3210.2058	943	1
3_MACS_peak_14587_lociStitched	chr2	39345942	39357104	3	8189	13914.5492	1932.1422	944	1
3_MACS_peak_4752_lociStitched	chr11	44585892	44596999	3	8177	11088.1181	1713.8101	945	1
2_MACS_peak_20566_lociStitched	chr4	5705205	5715618	2	8173	17352.2232	1647.3366	946	1
3_MACS_peak_17784_lociStitched	chr21	44844932	44860606	3	8168	13437.3202	2813.483	947	1
4_MACS_peak_10506_lociStitched	chr16	53085689	53103486	4	8167	10445.0593	2368.7807	948	1
3_MACS_peak_18799_lociStitched	chr3	32463605	32481623	3	8167	12733.3206	2569.3668	949	1
3_MACS_peak_10948_lociStitched	chr17	1010762	1024971	3	8164	12944.399	1898.3224	950	1
2_MACS_peak_9879_lociStitched	chr15	101737897	101751905	2	8159	20165.9168	2158.6328	951	1
1_MACS_peak_19528_lociStitched	chr3	113460658	113468811	1	8154	14938.7419	1600.4339	952	1
3_MACS_peak_10180_lociStitched	chr16	17554013	17571516	3	8151	8147.6465	2485.426	953	1
2_MACS_peak_6564_lociStitched	chr12	56726253	56734466	2	8148	26163.3328	1703.3762	954	1
3_MACS_peak_18645_lociStitched	chr3	13455238	13470853	3	8147	22721.3865	2161.116	955	1
2_MACS_peak_17357_lociStitched	chr20	53318175	53330142	2	8143	12096.2436	1891.9827	956	1
2_MACS_peak_20404_lociStitched	chr3	193815260	193823445	2	8138	40125.3255	2744.4305	957	1
6_MACS_peak_4308_lociStitched	chr11	554065	577914	6	8138	12256.0011	2527.994	958	1
2_MACS_peak_3820_lociStitched	chr10	91805090	91813334	2	8135	17463.2652	1420.4412	959	1
3_MACS_peak_22162_lociStitched	chr5	37833329	37849082	3	8133	7999.3734	1805.2938	960	1
4_MACS_peak_30045_lociStitched	chrX	75362547	75372211	4	8121	17141.0368	881.3568	961	1
3_MACS_peak_27648_lociStitched	chr8	72164927	72177447	3	8120	11063.924	1903.04	962	1
3_MACS_peak_1673_lociStitched	chr1	153929365	153941449	3	8119	20053.398	3306.1824	963	1
2_MACS_peak_29370_lociStitched	chr9	132646090	132657779	2	8116	23138.3755	1975.441	964	1
4_MACS_peak_3158_lociStitched	chr10	21805143	21824053	4	8114	12404.96	2346.731	965	1
3_MACS_peak_12252_lociStitched	chr17	75314868	75329993	3	8110	15014.5875	2344.375	966	1
2_MACS_peak_452_lociStitched	chr1	28831387	28846160	2	8109	20589.1301	3032.8969	967	1
3_MACS_peak_10494_lociStitched	chr16	50299021	50317049	3	8100	14640.5388	2819.5792	968	1
3_MACS_peak_28510_lociStitched	chr9	35066240	35080979	3	8098	15153.1659	2594.064	969	1
4_MACS_peak_4409_lociStitched	chr11	6623872	6641456	4	8094	10620.736	2655.184	970	1
3_MACS_peak_25589_lociStitched	chr7	22474250	22488491	3	8090	10750.5309	2244.3816	971	1
2_MACS_peak_17592_lociStitched	chr21	32924385	32932998	2	8075	12972.9006	2136.8853	972	1
3_MACS_peak_16441_lociStitched	chr2	228270561	228281448	3	8075	12908.7159	1471.9224	973	1
3_MACS_peak_4258_lociStitched	chr10	130825254	130836561	3	8073	14614.2975	1707.357	974	1
4_MACS_peak_29872_lociStitched	chrX	49011761	49029446	4	8072	13976.4555	1338.7545	975	1
3_MACS_peak_21258_lociStitched	chr4	100729511	100744043	3	8068	12520.7712	2614.3068	976	1
3_MACS_peak_18279_lociStitched	chr22	39409116	39422096	3	8065	18517.268	2148.19	977	1
2_MACS_peak_2762_lociStitched	chr1	230256188	230270013	2	8064	26456.9025	2698.64	978	1
2_MACS_peak_12891_lociStitched	chr18	56750895	56762802	2	8063	21517.1397	1837.2501	979	1
2_MACS_peak_358_lociStitched	chr1	25869448	25878992	2	8055	16704.8632	1734.1448	980	1
3_MACS_peak_4700_lociStitched	chr11	35024448	35036676	3	8053	11440.5168	2161.9104	981	1
4_MACS_peak_16781_lociStitched	chr20	11954494	11976397	4	8041	9448.9542	2709.4011	982	1
3_MACS_peak_19712_lociStitched	chr3	128994431	129003262	3	8040	10275.7516	1598.411	983	1
1_MACS_peak_25741_lociStitched	chr7	35763489	35771527	1	8039	12116.4812	1580.2708	984	1
2_MACS_peak_18662_lociStitched	chr3	14727723	14741459	2	8039	8429.7832	2119.4648	985	1
4_MACS_peak_5204_lociStitched	chr11	72952778	72964360	4	8036	17579.1596	1567.0446	986	1
3_MACS_peak_25886_lociStitched	chr7	47610190	47622564	3	8034	10465.9292	1627.181	987	1
1_MACS_peak_18654_lociStitched	chr3	14160420	14168450	1	8031	28405.322	1691.921	988	1
2_MACS_peak_13739_lociStitched	chr19	39338774	39349161	2	8029	18934.4623	1762.6739	989	1
3_MACS_peak_25560_lociStitched	chr7	20230217	20241806	3	8021	7506.1953	2015.3271	990	1
1_MACS_peak_1452_lociStitched	chr1	143911569	143919587	1	8019	13012.4122	2871.2458	991	1
3_MACS_peak_24027_lociStitched	chr6	31618977	31634828	3	8016	20216.3654	2708.9359	992	1
2_MACS_peak_23274_lociStitched	chr5	156692033	156701258	2	8009	13295.07	1725.9975	993	1
1_MACS_peak_27846_lociStitched	chr8	103541787	103549792	1	8006	12457.381	686.829	994	1
2_MACS_peak_3795_lociStitched	chr10	90143705	90152750	2	8004	17184.5955	1698.651	995	1
1_MACS_peak_14091_lociStitched	chr19	55764225	55772223	1	7999	14544.363	1474.8312	996	1
1_MACS_peak_5448_lociStitched	chr11	102185894	102193886	1	7993	20188.5912	1536.0624	997	1
2_MACS_peak_2453_lociStitched	chr1	207994943	208006422	2	7992	16532.0558	2917.9618	998	1
2_MACS_peak_2057_lociStitched	chr1	178544438	178552572	2	7990	30438.2414	2332.8312	999	1
3_MACS_peak_25121_lociStitched	chr6	139633955	139648981	3	7981	11095.1984	1963.8982	1000	1
3_MACS_peak_19044_lociStitched	chr3	49054619	49067637	3	7972	15143.8394	2391.4066	1001	1
2_MACS_peak_10987_lociStitched	chr17	2294397	2306308	2	7969	13520.1761	1563.9143	1002	1
3_MACS_peak_5922_lociStitched	chr12	6711778	6723758	3	7963	6984.34	1793.406	1003	1
1_MACS_peak_15621_lociStitched	chr2	135162773	135170733	1	7961	16374.516	1607.124	1004	1
3_MACS_peak_29513_lociStitched	chrX	949916	971126	3	7960	9871.134	914.151	1005	1
2_MACS_peak_18180_lociStitched	chr22	36552110	36560221	2	7959	13148.7421	1585.7005	1006	1
2_MACS_peak_1816_lociStitched	chr1	159035988	159048474	2	7952	21429.7218	3258.846	1007	1
3_MACS_peak_20375_lociStitched	chr3	191007794	191020417	3	7952	8646.755	2849.0111	1008	1
1_MACS_peak_18738_lociStitched	chr3	23846973	23854921	1	7949	15191.0124	1289.9604	1009	1
1_MACS_peak_10946_lociStitched	chr17	977351	985298	1	7948	12254.274	1186.4871	1010	1
1_MACS_peak_27651_lociStitched	chr8	72267948	72275894	1	7947	10123.9986	1164.8836	1011	1
3_MACS_peak_14625_lociStitched	chr2	43395968	43407162	3	7946	12611.1604	1707.085	1012	1
1_MACS_peak_13944_lociStitched	chr19	47728568	47736512	1	7945	18176.6664	1333.0032	1013	1
1_MACS_peak_26602_lociStitched	chr7	121977420	121985361	1	7942	17196.2355	1923.3102	1014	1
2_MACS_peak_2403_lociStitched	chr1	206131605	206140050	2	7942	13548.3135	2889.0345	1015	1
3_MACS_peak_24053_lociStitched	chr6	32156791	32165717	3	7930	14791.2746	1645.9544	1016	1
4_MACS_peak_29454_lociStitched	chr9	139432152	139445878	4	7929	10779.0278	1763.791	1017	1
2_MACS_peak_16434_lociStitched	chr2	227769385	227782321	2	7928	11626.8768	1847.2608	1018	1
4_MACS_peak_7989_lociStitched	chr13	114911704	114928265	4	7927	9032.3694	1881.3296	1019	1
2_MACS_peak_19674_lociStitched	chr3	126627744	126637091	2	7921	17863.9864	1554.4061	1020	1
4_MACS_peak_20912_lociStitched	chr4	54553463	54572639	4	7918	10711.7136	2515.8912	1021	1
1_MACS_peak_20024_lociStitched	chr3	160115961	160123869	1	7909	31815.4656	2003.8872	1022	1
2_MACS_peak_19572_lociStitched	chr3	119354599	119362971	2	7902	25890.41	1591.5172	1023	1
2_MACS_peak_24184_lociStitched	chr6	37273215	37286964	2	7902	13413.5244	1832.7417	1024	1
3_MACS_peak_23211_lociStitched	chr5	150590484	150604474	3	7902	10461.722	2248.193	1025	1
2_MACS_peak_20822_lociStitched	chr4	38986025	38999679	2	7901	20049.5336	2117.7354	1026	1
3_MACS_peak_2541_lociStitched	chr1	212405997	212416869	3	7899	7188.5664	2462.508	1027	1
3_MACS_peak_3171_lociStitched	chr10	22604319	22615383	3	7894	12489.0432	1563.3432	1028	1
3_MACS_peak_2929_lociStitched	chr1	249111903	249121914	3	7892	14109.5034	2680.9458	1029	1
3_MACS_peak_215_lociStitched	chr1	15896916	15912178	3	7889	12720.877	2405.2912	1030	1
2_MACS_peak_14560_lociStitched	chr2	37871759	37883977	2	7886	11577.7768	1980.5378	1031	1
4_MACS_peak_23301_lociStitched	chr5	158758031	158778188	4	7885	11878.5201	2860.2783	1032	1
2_MACS_peak_12168_lociStitched	chr17	73283966	73295024	2	7884	12810.693	1845.5802	1033	1
2_MACS_peak_16703_lociStitched	chr20	4874007	4882876	2	7881	14036.9663	1491.7658	1034	1
2_MACS_peak_29944_lociStitched	chrX	58149908	58159772	2	7873	8268.9912	689.4936	1035	1
4_MACS_peak_28678_lociStitched	chr9	71251263	71269357	4	7873	7574.1484	2629.0582	1036	1
2_MACS_peak_1814_lociStitched	chr1	158978260	158986976	2	7868	17158.3176	2412.5888	1037	1
3_MACS_peak_691_lociStitched	chr1	42257438	42276572	3	7856	10246.257	2613.7044	1038	1
2_MACS_peak_6285_lociStitched	chr12	38931628	38939584	2	7853	12876.786	1502.8884	1039	1
4_MACS_peak_13906_lociStitched	chr19	46133001	46150313	4	7845	8661.1936	2229.7856	1040	1
3_MACS_peak_11532_lociStitched	chr17	37351056	37366531	3	7843	14685.775	2203.64	1041	1
1_MACS_peak_23216_lociStitched	chr5	150630126	150637964	1	7839	7564.4538	1493.139	1042	1
1_MACS_peak_20381_lociStitched	chr3	191755065	191762903	1	7839	14038.6418	1946.1754	1043	1
3_MACS_peak_22794_lociStitched	chr5	112580295	112599968	3	7827	10176.8429	2931.277	1044	1
3_MACS_peak_2489_lociStitched	chr1	209920394	209931492	3	7822	15924.5202	2972.0444	1045	1
2_MACS_peak_19381_lociStitched	chr3	98272721	98283813	2	7821	14654.7504	1803.5592	1046	1
3_MACS_peak_7044_lociStitched	chr12	104849667	104862013	3	7818	14650.9982	1892.6418	1047	1
3_MACS_peak_17104_lociStitched	chr20	39631391	39642465	3	7815	10161.5024	1703.1812	1048	1
2_MACS_peak_19473_lociStitched	chr3	108787161	108801435	2	7811	21205.4544	2283.84	1049	1
3_MACS_peak_15054_lociStitched	chr2	75061093	75078839	3	7810	9382.3102	2447.1734	1050	1
1_MACS_peak_3891_lociStitched	chr10	98026803	98034607	1	7805	18216.0968	1656.0088	1051	1
1_MACS_peak_27390_lociStitched	chr8	38237461	38245259	1	7799	12913.488	1575.196	1052	1
4_MACS_peak_29123_lociStitched	chr9	116162656	116179558	4	7798	14116.5504	2793.9006	1053	1
2_MACS_peak_21936_lociStitched	chr5	1335429	1346291	2	7795	18697.8468	1832.4194	1054	1
3_MACS_peak_14222_lociStitched	chr2	8653785	8666842	3	7792	10452.1285	1856.7054	1055	1
2_MACS_peak_16133_lociStitched	chr2	198072735	198083494	2	7790	13099.0825	1823.6505	1056	1
2_MACS_peak_19816_lociStitched	chr3	140470617	140485017	2	7775	11387.52	2302.56	1057	1
1_MACS_peak_10139_lociStitched	chr16	14590687	14598446	1	7760	13835.0729	1281.0109	1058	1
2_MACS_peak_1013_lociStitched	chr1	67389575	67400664	2	7760	8911.1204	1855.1897	1059	1
3_MACS_peak_26659_lociStitched	chr7	128162755	128174320	3	7755	16820.136	2280.618	1060	1
3_MACS_peak_6069_lociStitched	chr12	13317391	13333946	3	7753	10394.8845	2364.054	1061	1
2_MACS_peak_12316_lociStitched	chr17	78227692	78238484	2	7751	14203.3512	1606.9288	1062	1
