REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_12327_lociStitched	chr17	78873408	78887210	2	8612	29630.1336	1926.7592	610	RPTOR		CHMP6	CHMP6	NONE	610	1
2_MACS_peak_2154_lociStitched	chr1	184711231	184725806	2	10074	20199.4925	3528.6075	614	EDEM3		EDEM3	EDEM3	0.1998	614	1
2_MACS_peak_21156_lociStitched	chr4	84132408	84144349	2	9809	21676.4973	2481.3398	615			COQ2	COQ2	NONE	615	1
2_MACS_peak_19388_lociStitched	chr3	98448399	98464952	2	9618	23407.5973	2905.0515	618	ST3GAL6		ST3GAL6	ST3GAL6	0.8551000000000001	618	1
2_MACS_peak_24824_lociStitched	chr6	113946210	113957227	2	9982	18898.5618	1703.2282	619			MARCKS	MARCKS	NONE	619	1
1_MACS_peak_11553_lociStitched	chr17	38016217	38025226	1	9010	26289.1629	1564.8633	620	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.6355999999999999	620	1
2_MACS_peak_7771_lociStitched	chr13	77898943	77914800	2	9886	20557.0148	2649.7047	621	MYCBP2		MYCBP2	MYCBP2	0.007900000000000004	621	1
1_MACS_peak_15933_lociStitched	chr2	175456309	175464554	1	8246	30268.2195	1416.491	622	WIPF1		WIPF1	WIPF1	0.3209	622	1
1_MACS_peak_9766_lociStitched	chr15	90637203	90646618	1	9416	23565.745	1812.3875	623	IDH2		IDH2	IDH2	0.777	623	1
2_MACS_peak_18361_lociStitched	chr22	42141150	42151296	2	9683	21133.1034	1615.2432	624	MEI1	CCDC134	CCDC134	CCDC134	0.10500000000000001	624	1
2_MACS_peak_6343_lociStitched	chr12	46119291	46132542	2	9950	19032.4113	2093.658	625	ARID2,LOC400027		ARID2	ARID2	0.06520000000000001	625	1
1_MACS_peak_28058_lociStitched	chr8	129664591	129673406	1	8816	27170.4745	1629.8935	626			MIR1208	MIR1208	NONE	626	1
2_MACS_peak_17988_lociStitched	chr22	23477849	23488778	2	9761	20674.3893	2063.3952	627	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.20190000000000002	627	1
2_MACS_peak_6701_lociStitched	chr12	68376354	68387498	2	8781	27658.2936	2021.5216	629			IFNG	IFNG	NONE	629	1
3_MACS_peak_17623_lociStitched	chr21	34696114	34712688	3	9397	25527.2748	4029.1394	630	IFNAR1		IFNAR1	IFNAR1	0.5023	630	1
2_MACS_peak_7035_lociStitched	chr12	104318254	104326076	2	7696	32598.185	1570.6576	631	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.4038	631	1
1_MACS_peak_27242_lociStitched	chr8	26428121	26437576	1	9456	22869.754	1962.858	632	DPYSL2		DPYSL2	DPYSL2	0.1174	632	1
4_MACS_peak_346_lociStitched	chr1	25347290	25364650	4	9630	21877.072	2452.968	633			RUNX3	RUNX3	NONE	633	1
1_MACS_peak_20024_lociStitched	chr3	160115961	160123869	1	7909	31815.4656	2003.8872	635	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.6371	635	1
1_MACS_peak_25082_lociStitched	chr6	138186786	138196070	1	9285	23584.1452	1780.6712	637	TNFAIP3		TNFAIP3	TNFAIP3	0.8521000000000001	637	1
2_MACS_peak_26744_lociStitched	chr7	134842634	134857510	2	9004	26937.4608	3289.0836	641	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	1.3289	641	1
3_MACS_peak_4884_lociStitched	chr11	60672379	60684085	3	9723	20137.8318	2342.3706	644	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.7097	644	1
1_MACS_peak_2698_lociStitched	chr1	226308553	226317171	1	8619	27873.1974	2270.843	645			ACBD3	ACBD3	NONE	645	1
2_MACS_peak_23998_lociStitched	chr6	30649112	30659680	2	9570	20923.5832	2117.8272	647	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	1.4075	647	1
2_MACS_peak_1489_lociStitched	chr1	145427170	145441195	2	8448	29481.9525	3336.5475	657	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	1.7594	657	1
1_MACS_peak_2210_lociStitched	chr1	192542414	192551488	1	9075	24540.633	2714.9408	664	RGS1		RGS1	RGS1	1.5425	664	1
3_MACS_peak_5752_lociStitched	chr11	128273944	128286795	3	9485	20690.11	2212.9422	665			ETS1	ETS1	NONE	665	1
2_MACS_peak_2057_lociStitched	chr1	178544438	178552572	2	7990	30438.2414	2332.8312	666		C1orf220	C1orf220	C1orf220	0.22719999999999999	666	1
3_MACS_peak_29217_lociStitched	chr9	126083302	126103754	3	9255	23577.0656	3337.7664	667		CRB2	CRB2	NONE	NONE	667	1
3_MACS_peak_20619_lociStitched	chr4	9598995	9610994	3	9464	20101.9247	1977.4352	671		MIR548I2	MIR548I2	NONE	NONE	671	1
2_MACS_peak_12274_lociStitched	chr17	76116383	76129575	2	9320	21185.0328	2073.7824	677	TMC8,TMC6	C17orf99,SYNGR2	TMC6	C17orf99	1.1284	677	1
3_MACS_peak_13457_lociStitched	chr19	16180455	16197903	3	8630	26803.6176	2959.1808	680	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.1812	680	1
4_MACS_peak_13088_lociStitched	chr19	1847199	1865744	4	9375	21393.512	3189.74	682	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	0.8553999999999999	682	1
1_MACS_peak_18654_lociStitched	chr3	14160420	14168450	1	8031	28405.322	1691.921	687	TMEM43,CHCHD4		CHCHD4	CHCHD4	1.1488	687	1
2_MACS_peak_8231_lociStitched	chr14	50465292	50476639	2	8413	25543.2317	1050.7322	689	C14orf182		C14orf182	C14orf182	0.6943	689	1
3_MACS_peak_8932_lociStitched	chr15	33296513	33313566	3	9309	19650.1719	2517.0228	697	FMN1		FMN1	FMN1	0.0761	697	1
2_MACS_peak_19728_lociStitched	chr3	129890376	129900645	2	9101	20534.9193	1826.8551	704		COL6A4P2	COL6A4P2	NONE	NONE	704	1
1_MACS_peak_16763_lociStitched	chr20	9489713	9498885	1	9173	19653.7616	1773.8648	707	C20orf103		C20orf103	C20orf103	0.6962	707	1
3_MACS_peak_7273_lociStitched	chr12	122227204	122243240	3	8544	23858.3608	1281.2764	708	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.0389	708	1
2_MACS_peak_25926_lociStitched	chr7	52774339	52788486	2	9213	19133.8175	1844.7688	713			POM121L12	POM121L12	NONE	713	1
2_MACS_peak_6564_lociStitched	chr12	56726253	56734466	2	8148	26163.3328	1703.3762	721	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	1.4321000000000002	721	1
1_MACS_peak_278_lociStitched	chr1	21615348	21623723	1	8376	24496.0375	1708.5	725	ECE1	ECE1	ECE1	ECE1	0.17149999999999999	725	1
3_MACS_peak_20401_lociStitched	chr3	193787658	193804677	3	8993	21595.4091	3786.7275	733		HES1	HES1	HES1	1.0764	733	1
3_MACS_peak_11324_lociStitched	chr17	27037411	27056615	3	9030	20306.3096	2828.7492	734	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,PROCA1,RAB34,TLCD1	SUPT6H,TRAF4,SDF2	RPL23A	RPL23A	1.1514	734	1
2_MACS_peak_7004_lociStitched	chr12	102129347	102140107	2	8410	23711.812	1675.332	737	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	0.8349	737	1
2_MACS_peak_12249_lociStitched	chr17	75229203	75244301	2	8630	22589.6276	2092.5828	738		SEC14L1,SEPT9	SEPT9	SEC14L1	1.0168	738	1
3_MACS_peak_12387_lociStitched	chr17	80405959	80423972	3	8694	22563.0838	2649.7123	739	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.20490000000000003	739	1
3_MACS_peak_9768_lociStitched	chr15	90720995	90736572	3	8710	22206.5712	2426.8966	740	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.3868	740	1
2_MACS_peak_5798_lociStitched	chr11	130696741	130705796	2	8959	18970.225	1582.814	745			SNX19	SNX19	NONE	745	1
2_MACS_peak_2762_lociStitched	chr1	230256188	230270013	2	8064	26456.9025	2698.64	746	GALNT2		GALNT2	GALNT2	0.241	746	1
1_MACS_peak_14913_lociStitched	chr2	66659704	66668608	1	8905	18932.5752	1218.9576	749	MEIS1		MEIS1	MEIS1	0.08940000000000001	749	1
3_MACS_peak_2971_lociStitched	chr10	3798470	3808744	3	8811	19846.2858	1634.5934	757		KLF6	KLF6	KLF6	1.2026000000000001	757	1
2_MACS_peak_5691_lociStitched	chr11	122929947	122941984	2	8287	24385.7583	2395.363	758	HSPA8	LOC341056	HSPA8	HSPA8	1.3762999999999999	758	1
2_MACS_peak_19572_lociStitched	chr3	119354599	119362971	2	7902	25890.41	1591.5172	759	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.8496	759	1
3_MACS_peak_13067_lociStitched	chr19	1258415	1277266	3	8698	22903.965	4037.8842	763	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	0.8683000000000001	763	1
1_MACS_peak_26243_lociStitched	chr7	92437055	92445875	1	8821	19010.628	1518.804	768	CDK6		CDK6	CDK6	0.1792	768	1
2_MACS_peak_21827_lociStitched	chr4	185263503	185277165	2	8504	22121.5104	2297.9484	771			IRF2	IRF2	1.4214	771	1
2_MACS_peak_27292_lociStitched	chr8	29197221	29210466	2	8784	19177.4355	2011.9155	782	DUSP4		DUSP4	DUSP4	0.7667	782	1
1_MACS_peak_1448_lociStitched	chr1	143461449	143469860	1	8412	23623.9757	4151.6696	802			LOC100130000	LOC100130000	NONE	802	1
2_MACS_peak_29370_lociStitched	chr9	132646090	132657779	2	8116	23138.3755	1975.441	813	FNBP1	USP20,C9orf78	USP20	USP20	0.13740000000000002	813	1
2_MACS_peak_21874_lociStitched	chr4	186506355	186514971	2	8397	20690.4624	1525.8936	814	SORBS2	PDLIM3	PDLIM3	PDLIM3	0.014799999999999994	814	1
2_MACS_peak_22785_lociStitched	chr5	112256262	112267270	2	8467	20320.768	1774.4896	819	REEP5	DCP2	REEP5	REEP5	0.14830000000000002	819	1
2_MACS_peak_10424_lociStitched	chr16	31879649	31890527	2	8651	18417.5418	1690.4412	824	ZNF267		ZNF267	ZNF267	0.2814	824	1
3_MACS_peak_18645_lociStitched	chr3	13455238	13470853	3	8147	22721.3865	2161.116	826	NUP210		NUP210	NUP210	0.308	826	1
2_MACS_peak_26670_lociStitched	chr7	128572248	128582332	2	7741	25266.4704	2648.0584	837	IRF5	KCP	IRF5	IRF5	1.03	837	1
3_MACS_peak_15743_lociStitched	chr2	157188390	157207888	3	8510	19554.5442	2487.9448	839	NR4A2		NR4A2	NR4A2	0.29000000000000004	839	1
3_MACS_peak_14025_lociStitched	chr19	50369313	50382092	3	7728	25146.5162	2573.6906	841	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.2235	841	1
2_MACS_peak_12891_lociStitched	chr18	56750895	56762802	2	8063	21517.1397	1837.2501	855		LOC390858,SEC11C	SEC11C	SEC11C	0.6577	855	1
2_MACS_peak_23938_lociStitched	chr6	27857490	27871482	2	8231	20412.9288	2554.9392	865	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	1.6518	865	1
1_MACS_peak_17479_lociStitched	chr21	9962347	9970636	1	8290	21659.9859	4388.1966	868	LOC100132288		LOC100132288	LOC100132288	0.19679999999999997	868	1
2_MACS_peak_13460_lociStitched	chr19	16221435	16231831	2	8227	19661.9548	1966.9232	870	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.1812	870	1
2_MACS_peak_9879_lociStitched	chr15	101737897	101751905	2	8159	20165.9168	2158.6328	877	CHSY1		CHSY1	CHSY1	0.24300000000000002	877	1
1_MACS_peak_5448_lociStitched	chr11	102185894	102193886	1	7993	20188.5912	1536.0624	890	BIRC3	BIRC2	BIRC3	BIRC3	0.6202000000000001	890	1
2_MACS_peak_452_lociStitched	chr1	28831387	28846160	2	8109	20589.1301	3032.8969	897	RCC1,SNHG3	TRNAU1AP	RCC1	RCC1	0.37540000000000007	897	1
2_MACS_peak_1816_lociStitched	chr1	159035988	159048474	2	7952	21429.7218	3258.846	911	AIM2		AIM2	AIM2	0.7464999999999999	911	1
3_MACS_peak_1673_lociStitched	chr1	153929365	153941449	3	8119	20053.398	3306.1824	916	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	0.6946	916	1
3_MACS_peak_24027_lociStitched	chr6	31618977	31634828	3	8016	20216.3654	2708.9359	918	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	C6orf47	0.6545	918	1
2_MACS_peak_19473_lociStitched	chr3	108787161	108801435	2	7811	21205.4544	2283.84	919	MORC1		MORC1	MORC1	0.09439999999999998	919	1
2_MACS_peak_13739_lociStitched	chr19	39338774	39349161	2	8029	18934.4623	1762.6739	921	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.6759	921	1
2_MACS_peak_20822_lociStitched	chr4	38986025	38999679	2	7901	20049.5336	2117.7354	929	TMEM156	KLHL5	TMEM156	TMEM156	0.2343	929	1
1_MACS_peak_13944_lociStitched	chr19	47728568	47736512	1	7945	18176.6664	1333.0032	948	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	0.7585999999999999	948	1
2_MACS_peak_21936_lociStitched	chr5	1335429	1346291	2	7795	18697.8468	1832.4194	976	CLPTM1L	TERT	CLPTM1L	CLPTM1L	2.1546999999999996	976	1
2_MACS_peak_10392_lociStitched	chr16	30661067	30673238	2	7731	19208.2722	2000.9124	978	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.0949	978	1
1_MACS_peak_3891_lociStitched	chr10	98026803	98034607	1	7805	18216.0968	1656.0088	983	BLNK	DNTT	BLNK	BLNK	0.1936	983	1
3_MACS_peak_1996_lociStitched	chr1	171219562	171228023	3	7710	19159.0884	1880.8803	985	FMO1		FMO1	FMO1	0.3737	985	1
