GENE_ID	locusLine	bin_1_25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam
1_MACS_peak_34540_lociStitched	chr8(.):7629382-7630147	0.7322
1_MACS_peak_34541_lociStitched	chr8(.):7635022-7635348	0.5318
2_MACS_peak_34542_lociStitched	chr8(.):7829753-7830875	0.8192
1_MACS_peak_34544_lociStitched	chr8(.):7834326-7834816	1.1011
11_MACS_peak_34545_lociStitched	chr8(.):7869734-7892402	1.2239
1_MACS_peak_34556_lociStitched	chr8(.):7894316-7895310	0.7892
1_MACS_peak_34557_lociStitched	chr8(.):7903102-7903450	0.4363
1_MACS_peak_34558_lociStitched	chr8(.):7905077-7905514	0.5601
1_MACS_peak_34559_lociStitched	chr8(.):7923190-7923883	0.7429
2_MACS_peak_34560_lociStitched	chr8(.):9760307-9764097	1.0618
1_MACS_peak_34562_lociStitched	chr8(.):10448617-10448944	0.548
1_MACS_peak_34563_lociStitched	chr8(.):10452755-10453585	1.0604
1_MACS_peak_34564_lociStitched	chr8(.):10455581-10455908	0.7653
4_MACS_peak_34565_lociStitched	chr8(.):10467053-10470872	0.8356
1_MACS_peak_34569_lociStitched	chr8(.):10490343-10490647	0.8726
1_MACS_peak_34570_lociStitched	chr8(.):10538449-10538760	0.8152
1_MACS_peak_34571_lociStitched	chr8(.):10548102-10548489	0.7235
1_MACS_peak_34572_lociStitched	chr8(.):10550194-10550495	0.7908
1_MACS_peak_34573_lociStitched	chr8(.):10588392-10588990	0.8535
1_MACS_peak_34574_lociStitched	chr8(.):11323141-11324096	1.0999
3_MACS_peak_34575_lociStitched	chr8(.):11421537-11423864	0.779
2_MACS_peak_34578_lociStitched	chr8(.):11448851-11453226	1.0582
2_MACS_peak_34580_lociStitched	chr8(.):11471098-11471991	0.9077
2_MACS_peak_34582_lociStitched	chr8(.):11550455-11551619	0.9427
4_MACS_peak_34584_lociStitched	chr8(.):11554319-11562753	1.1575
1_MACS_peak_34588_lociStitched	chr8(.):11615569-11615887	0.8641
2_MACS_peak_34589_lociStitched	chr8(.):11810173-11812248	1.0368
5_MACS_peak_34591_lociStitched	chr8(.):11869779-11874840	0.9903
1_MACS_peak_34596_lociStitched	chr8(.):11990312-11990720	1.8715
1_MACS_peak_34597_lociStitched	chr8(.):11993383-11993662	0.6296
1_MACS_peak_34598_lociStitched	chr8(.):11995088-11995569	0.8188
3_MACS_peak_34599_lociStitched	chr8(.):12029746-12032715	0.8117
1_MACS_peak_34602_lociStitched	chr8(.):12232020-12232208	1.4941
1_MACS_peak_34603_lociStitched	chr8(.):12236640-12237064	0.7246
3_MACS_peak_34604_lociStitched	chr8(.):12270938-12275009	0.7474
2_MACS_peak_34607_lociStitched	chr8(.):12457940-12460522	0.625
1_MACS_peak_34609_lociStitched	chr8(.):12464040-12464664	0.6569
1_MACS_peak_34610_lociStitched	chr8(.):19065674-19066166	9.8506
1_MACS_peak_34611_lociStitched	chr8(.):20159775-20161294	1.1422
1_MACS_peak_34612_lociStitched	chr8(.):21536292-21536681	0.8082
1_MACS_peak_34613_lociStitched	chr8(.):21544542-21544868	0.707
2_MACS_peak_34614_lociStitched	chr8(.):21549947-21551137	0.7573
1_MACS_peak_34616_lociStitched	chr8(.):21559433-21559759	0.6451
1_MACS_peak_34617_lociStitched	chr8(.):21563121-21563677	1.0311
1_MACS_peak_34618_lociStitched	chr8(.):21588428-21588727	0.5023
1_MACS_peak_34619_lociStitched	chr8(.):21591727-21592048	0.6424
3_MACS_peak_34620_lociStitched	chr8(.):21596002-21598452	0.6295
2_MACS_peak_34623_lociStitched	chr8(.):21625709-21627899	0.8748
1_MACS_peak_34625_lociStitched	chr8(.):21629358-21630257	0.8425
1_MACS_peak_34626_lociStitched	chr8(.):21632119-21633608	1.1221
3_MACS_peak_34627_lociStitched	chr8(.):21635352-21637142	0.7939
4_MACS_peak_34630_lociStitched	chr8(.):21641957-21646285	0.8976
1_MACS_peak_34634_lociStitched	chr8(.):21647308-21647718	0.735
1_MACS_peak_34635_lociStitched	chr8(.):21707077-21707691	0.7519
1_MACS_peak_34636_lociStitched	chr8(.):21882286-21882783	0.8874
4_MACS_peak_34637_lociStitched	chr8(.):21897828-21911661	1.6107
1_MACS_peak_34641_lociStitched	chr8(.):21913501-21913916	0.9466
4_MACS_peak_34642_lociStitched	chr8(.):21915165-21917689	0.7564
2_MACS_peak_34646_lociStitched	chr8(.):21923834-21927152	1.0082
2_MACS_peak_34648_lociStitched	chr8(.):21974444-21975542	0.7001
4_MACS_peak_34650_lociStitched	chr8(.):21978642-21992665	1.927
4_MACS_peak_34654_lociStitched	chr8(.):22004075-22022193	1.746
3_MACS_peak_34658_lociStitched	chr8(.):22407127-22411120	0.9986
1_MACS_peak_34661_lociStitched	chr8(.):22420863-22424555	1.3731
1_MACS_peak_34662_lociStitched	chr8(.):22428591-22428885	0.6048
2_MACS_peak_34663_lociStitched	chr8(.):22433585-22437701	1.4278
2_MACS_peak_34665_lociStitched	chr8(.):22454216-22456539	1.2452
3_MACS_peak_34667_lociStitched	chr8(.):22530935-22539290	1.1125
4_MACS_peak_34670_lociStitched	chr8(.):22546954-22558026	1.649
2_MACS_peak_34674_lociStitched	chr8(.):22559839-22561541	1.0626
2_MACS_peak_34676_lociStitched	chr8(.):22567727-22568602	0.8079
1_MACS_peak_34678_lociStitched	chr8(.):22573734-22574370	1.072
7_MACS_peak_34679_lociStitched	chr8(.):22577015-22588695	0.9738
1_MACS_peak_34686_lociStitched	chr8(.):22597208-22597844	0.7701
5_MACS_peak_34687_lociStitched	chr8(.):22599171-22605714	1.0361
1_MACS_peak_34692_lociStitched	chr8(.):22607337-22607693	0.7135
1_MACS_peak_34693_lociStitched	chr8(.):22611459-22611871	0.5633
1_MACS_peak_34694_lociStitched	chr8(.):22620380-22620798	0.8196
1_MACS_peak_34695_lociStitched	chr8(.):22622076-22622622	0.602
3_MACS_peak_34696_lociStitched	chr8(.):22631041-22636323	1.1169
1_MACS_peak_34699_lociStitched	chr8(.):22638401-22638975	1.0298
1_MACS_peak_34700_lociStitched	chr8(.):22722080-22723595	1.3244
1_MACS_peak_34701_lociStitched	chr8(.):22767483-22768126	0.8097
1_MACS_peak_34702_lociStitched	chr8(.):22769810-22770943	0.8361
1_MACS_peak_34703_lociStitched	chr8(.):22957667-22963940	1.5157
1_MACS_peak_34704_lociStitched	chr8(.):23021811-23022276	0.864
4_MACS_peak_34705_lociStitched	chr8(.):23559464-23563134	0.8828
1_MACS_peak_34709_lociStitched	chr8(.):24857914-24858535	0.6857
1_MACS_peak_34710_lociStitched	chr8(.):24886146-24886847	0.8368
5_MACS_peak_34711_lociStitched	chr8(.):25897944-25901497	0.7958
1_MACS_peak_34716_lociStitched	chr8(.):25904999-25905740	0.9842
1_MACS_peak_34717_lociStitched	chr8(.):26371203-26371622	0.6997
1_MACS_peak_34718_lociStitched	chr8(.):27491692-27492075	0.6966
2_MACS_peak_34719_lociStitched	chr8(.):30240364-30242973	0.8991
2_MACS_peak_34721_lociStitched	chr8(.):33123195-33124563	0.767
1_MACS_peak_34723_lociStitched	chr8(.):33125791-33126435	0.9175
2_MACS_peak_34724_lociStitched	chr8(.):37654588-37660385	1.4887
1_MACS_peak_34726_lociStitched	chr8(.):37687024-37687359	0.7824
3_MACS_peak_34727_lociStitched	chr8(.):37688913-37691204	0.7399
6_MACS_peak_34730_lociStitched	chr8(.):37694923-37700431	0.7773
1_MACS_peak_34736_lociStitched	chr8(.):37822563-37824723	1.1622
1_MACS_peak_34737_lociStitched	chr8(.):37854314-37854802	0.8893
1_MACS_peak_34738_lociStitched	chr8(.):38322846-38323416	0.8914
1_MACS_peak_34739_lociStitched	chr8(.):41123419-41123899	0.787
1_MACS_peak_34740_lociStitched	chr8(.):41144090-41144374	0.5885
1_MACS_peak_34741_lociStitched	chr8(.):41511044-41511354	0.9006
1_MACS_peak_34742_lociStitched	chr8(.):41570176-41570516	0.6791
1_MACS_peak_34743_lociStitched	chr8(.):41655032-41655337	0.6812
1_MACS_peak_34744_lociStitched	chr8(.):42076463-42076796	0.8158
1_MACS_peak_34745_lociStitched	chr8(.):42545842-42546871	0.9568
2_MACS_peak_34746_lociStitched	chr8(.):42550728-42552543	1.0137
1_MACS_peak_34748_lociStitched	chr8(.):42557600-42558309	0.879
3_MACS_peak_34749_lociStitched	chr8(.):42640052-42643875	1.104
1_MACS_peak_34752_lociStitched	chr8(.):42750913-42751663	0.9257
2_MACS_peak_34772_lociStitched	chr8(.):54791095-54792684	0.9728
1_MACS_peak_34774_lociStitched	chr8(.):58118193-58126661	2.265
1_MACS_peak_34775_lociStitched	chr8(.):58130060-58130506	0.6049
1_MACS_peak_34776_lociStitched	chr8(.):67874460-67874789	0.6506
1_MACS_peak_34777_lociStitched	chr8(.):68305777-68307131	1.0554
1_MACS_peak_34778_lociStitched	chr8(.):70364214-70364413	17.1624
1_MACS_peak_34779_lociStitched	chr8(.):70982235-70983784	0.9771
1_MACS_peak_34780_lociStitched	chr8(.):80678526-80679055	0.9308
1_MACS_peak_34781_lociStitched	chr8(.):85948782-85949063	0.6556
4_MACS_peak_34782_lociStitched	chr8(.):86554954-86559340	0.8863
1_MACS_peak_34786_lociStitched	chr8(.):86560714-86561635	0.7047
1_MACS_peak_34787_lociStitched	chr8(.):86562844-86570928	1.106
1_MACS_peak_34788_lociStitched	chr8(.):86573446-86576425	1.4686
5_MACS_peak_34789_lociStitched	chr8(.):86726433-86733318	0.8765
2_MACS_peak_34794_lociStitched	chr8(.):86734666-86737276	0.6511
1_MACS_peak_34796_lociStitched	chr8(.):86738835-86740488	0.7904
1_MACS_peak_34797_lociStitched	chr8(.):86743088-86743716	0.683
5_MACS_peak_34798_lociStitched	chr8(.):86745690-86760617	1.2052
1_MACS_peak_34803_lociStitched	chr8(.):86762710-86764222	0.7716
1_MACS_peak_34804_lociStitched	chr8(.):86765667-86767547	0.823
4_MACS_peak_34805_lociStitched	chr8(.):86771669-86778805	1.1034
1_MACS_peak_34809_lociStitched	chr8(.):86780208-86780722	0.7392
2_MACS_peak_34810_lociStitched	chr8(.):86784949-86791638	1.2312
1_MACS_peak_34812_lociStitched	chr8(.):86793289-86794596	0.8659
2_MACS_peak_34813_lociStitched	chr8(.):86799695-86806537	1.1792
4_MACS_peak_34815_lociStitched	chr8(.):86811373-86820428	1.1273
3_MACS_peak_34819_lociStitched	chr8(.):86823840-86831910	1.085
1_MACS_peak_34822_lociStitched	chr8(.):86833023-86833791	0.8115
2_MACS_peak_34823_lociStitched	chr8(.):86836799-86840920	1.0773
2_MACS_peak_34825_lociStitched	chr8(.):97156211-97157085	0.758
3_MACS_peak_34827_lociStitched	chr8(.):97159325-97163119	1.0649
1_MACS_peak_34830_lociStitched	chr8(.):97164288-97166571	1.1465
3_MACS_peak_34831_lociStitched	chr8(.):97169390-97173926	1.2188
1_MACS_peak_34834_lociStitched	chr8(.):99954333-99954697	0.6352
1_MACS_peak_34835_lociStitched	chr8(.):102529327-102529670	0.5872
1_MACS_peak_34836_lociStitched	chr8(.):117627794-117628072	1.8537
2_MACS_peak_34837_lociStitched	chr8(.):120216839-120219218	1.0582
1_MACS_peak_34839_lociStitched	chr8(.):121824611-121825348	0.9298
1_MACS_peak_34840_lociStitched	chr8(.):127409636-127409998	0.8126
1_MACS_peak_34841_lociStitched	chr8(.):127414880-127415946	0.9801
1_MACS_peak_34842_lociStitched	chr8(.):128748575-128749872	1.0935
1_MACS_peak_34843_lociStitched	chr8(.):131454997-131455594	0.7816
1_MACS_peak_34844_lociStitched	chr8(.):138944474-138945079	0.8713
2_MACS_peak_34845_lociStitched	chr8(.):139175430-139176814	0.8742
1_MACS_peak_34847_lociStitched	chr8(.):140624531-140624836	0.6126
1_MACS_peak_34848_lociStitched	chr8(.):140653727-140654132	0.9572
2_MACS_peak_34849_lociStitched	chr8(.):140657203-140658291	0.8719
1_MACS_peak_34851_lociStitched	chr8(.):140660980-140661287	0.8725
2_MACS_peak_34852_lociStitched	chr8(.):140665869-140666954	0.5926
3_MACS_peak_34854_lociStitched	chr8(.):141990171-141996055	1.0816
12_MACS_peak_34857_lociStitched	chr8(.):141997258-142060888	1.7067
1_MACS_peak_34869_lociStitched	chr8(.):142061923-142062247	0.7625
8_MACS_peak_34870_lociStitched	chr8(.):142064052-142090190	1.4333
2_MACS_peak_34878_lociStitched	chr8(.):142091679-142094071	0.6851
1_MACS_peak_34880_lociStitched	chr8(.):142215213-142216290	1.1864
2_MACS_peak_34881_lociStitched	chr8(.):142321717-142328387	1.352
4_MACS_peak_34883_lociStitched	chr8(.):142331383-142356778	1.6399
17_MACS_peak_34887_lociStitched	chr8(.):142359572-142433348	1.4555
1_MACS_peak_34904_lociStitched	chr8(.):142436979-142437373	0.6217
3_MACS_peak_34905_lociStitched	chr8(.):142439665-142441440	0.871
7_MACS_peak_34908_lociStitched	chr8(.):142443099-142452063	0.851
3_MACS_peak_34915_lociStitched	chr8(.):142453194-142462254	1.2946
1_MACS_peak_34918_lociStitched	chr8(.):142471777-142472112	0.7361
1_MACS_peak_34919_lociStitched	chr8(.):142475623-142478334	0.9598
4_MACS_peak_34920_lociStitched	chr8(.):142482499-142490856	1.1694
6_MACS_peak_34924_lociStitched	chr8(.):142497665-142508168	1.1502
6_MACS_peak_34930_lociStitched	chr8(.):142514306-142524291	1.3179
1_MACS_peak_34936_lociStitched	chr8(.):142529179-142529738	0.8986
3_MACS_peak_34937_lociStitched	chr8(.):142530936-142536791	1.4778
11_MACS_peak_34940_lociStitched	chr8(.):142538861-142560116	1.1679
1_MACS_peak_34951_lociStitched	chr8(.):142566316-142566595	0.6744
6_MACS_peak_34952_lociStitched	chr8(.):142567842-142572681	0.908
1_MACS_peak_34958_lociStitched	chr8(.):142577878-142578278	0.6472
19_MACS_peak_34959_lociStitched	chr8(.):142584841-142630453	1.2268
3_MACS_peak_34978_lociStitched	chr8(.):142631540-142635253	0.9306
1_MACS_peak_34981_lociStitched	chr8(.):142637012-142640241	1.2914
1_MACS_peak_34982_lociStitched	chr8(.):142645837-142647466	0.9197
9_MACS_peak_34983_lociStitched	chr8(.):142648533-142664582	1.1913
11_MACS_peak_34992_lociStitched	chr8(.):142668392-142686198	1.0328
3_MACS_peak_35003_lociStitched	chr8(.):142689038-142697957	1.2628
1_MACS_peak_35006_lociStitched	chr8(.):142699046-142699686	0.8993
3_MACS_peak_35007_lociStitched	chr8(.):142700733-142702839	0.9183
5_MACS_peak_35010_lociStitched	chr8(.):142705560-142714603	1.083
5_MACS_peak_35015_lociStitched	chr8(.):142716186-142722439	1.0841
10_MACS_peak_35020_lociStitched	chr8(.):142728984-142749820	1.2196
3_MACS_peak_35030_lociStitched	chr8(.):142751068-142752819	0.6687
1_MACS_peak_35033_lociStitched	chr8(.):142756116-142756439	0.6741
1_MACS_peak_35034_lociStitched	chr8(.):142762838-142763336	0.849
7_MACS_peak_35035_lociStitched	chr8(.):142816531-142822877	0.7652
1_MACS_peak_35042_lociStitched	chr8(.):142833262-142835340	1.1945
8_MACS_peak_35043_lociStitched	chr8(.):142839028-142858817	1.0336
2_MACS_peak_35051_lociStitched	chr8(.):142862049-142863074	0.6041
2_MACS_peak_35053_lociStitched	chr8(.):142867590-142872029	1.0594
5_MACS_peak_35055_lociStitched	chr8(.):142873633-142879251	0.7669
5_MACS_peak_35060_lociStitched	chr8(.):142880612-142885452	0.8589
1_MACS_peak_35065_lociStitched	chr8(.):142891411-142891799	0.8659
1_MACS_peak_35066_lociStitched	chr8(.):142892819-142893212	0.728
1_MACS_peak_35067_lociStitched	chr8(.):142895857-142896395	1.0016
2_MACS_peak_35068_lociStitched	chr8(.):142897445-142900270	1.0526
1_MACS_peak_35070_lociStitched	chr8(.):142911899-142912211	0.7714
1_MACS_peak_35071_lociStitched	chr8(.):142914070-142914472	0.9245
1_MACS_peak_35072_lociStitched	chr8(.):142933139-142933900	0.8691
4_MACS_peak_35073_lociStitched	chr8(.):142940839-142950305	1.3557
1_MACS_peak_35077_lociStitched	chr8(.):142951801-142952074	0.6451
1_MACS_peak_35078_lociStitched	chr8(.):142959401-142959717	0.4054
1_MACS_peak_35079_lociStitched	chr8(.):142966768-142967218	0.4632
3_MACS_peak_35080_lociStitched	chr8(.):142979555-142981974	0.9116
7_MACS_peak_35083_lociStitched	chr8(.):142983719-142990028	0.8468
12_MACS_peak_35090_lociStitched	chr8(.):143002689-143026536	1.1515
1_MACS_peak_35102_lociStitched	chr8(.):143028978-143029312	0.6339
1_MACS_peak_35103_lociStitched	chr8(.):143048136-143048430	0.5726
8_MACS_peak_35104_lociStitched	chr8(.):143049508-143055883	0.7437
4_MACS_peak_35112_lociStitched	chr8(.):143057263-143062215	1.0015
4_MACS_peak_35116_lociStitched	chr8(.):143068922-143073789	0.8502
9_MACS_peak_35120_lociStitched	chr8(.):143077608-143087504	1.0141
1_MACS_peak_35129_lociStitched	chr8(.):143088545-143088940	0.7081
10_MACS_peak_35130_lociStitched	chr8(.):143095218-143107195	1.0686
5_MACS_peak_35140_lociStitched	chr8(.):143109579-143116686	0.966
1_MACS_peak_35145_lociStitched	chr8(.):143120297-143120630	0.7843
6_MACS_peak_35146_lociStitched	chr8(.):143123264-143129001	0.9544
5_MACS_peak_35152_lociStitched	chr8(.):143139736-143145460	0.9215
4_MACS_peak_35157_lociStitched	chr8(.):143150609-143153063	0.8606
1_MACS_peak_35161_lociStitched	chr8(.):143159679-143159936	0.7731
1_MACS_peak_35162_lociStitched	chr8(.):143164931-143165206	0.4829
13_MACS_peak_35163_lociStitched	chr8(.):143170403-143190934	1.0775
3_MACS_peak_35176_lociStitched	chr8(.):143193552-143196621	0.813
7_MACS_peak_35179_lociStitched	chr8(.):143198747-143221086	1.307
1_MACS_peak_35186_lociStitched	chr8(.):143222478-143222782	0.9662
4_MACS_peak_35187_lociStitched	chr8(.):143225688-143230706	1.0508
6_MACS_peak_35191_lociStitched	chr8(.):143234048-143240410	0.8967
1_MACS_peak_35197_lociStitched	chr8(.):143241855-143242568	1.0144
8_MACS_peak_35198_lociStitched	chr8(.):143245551-143265666	1.1849
5_MACS_peak_35206_lociStitched	chr8(.):143268932-143271783	0.9573
7_MACS_peak_35211_lociStitched	chr8(.):143274596-143286981	1.0444
6_MACS_peak_35218_lociStitched	chr8(.):143293033-143297343	0.7408
1_MACS_peak_35224_lociStitched	chr8(.):143318467-143319541	1.0263
1_MACS_peak_35225_lociStitched	chr8(.):143323919-143324305	0.7163
7_MACS_peak_35226_lociStitched	chr8(.):143328122-143334883	0.847
4_MACS_peak_35233_lociStitched	chr8(.):143340589-143343178	0.6796
1_MACS_peak_35237_lociStitched	chr8(.):143349317-143349676	0.7528
1_MACS_peak_35238_lociStitched	chr8(.):143354127-143354567	0.7363
5_MACS_peak_35239_lociStitched	chr8(.):143485647-143500096	1.2551
1_MACS_peak_35244_lociStitched	chr8(.):143504363-143505269	0.7364
2_MACS_peak_35245_lociStitched	chr8(.):143508320-143509825	0.8734
5_MACS_peak_35247_lociStitched	chr8(.):143522496-143528079	0.8023
13_MACS_peak_35252_lociStitched	chr8(.):143529080-143563839	1.3156
3_MACS_peak_35265_lociStitched	chr8(.):143566123-143576337	1.3548
2_MACS_peak_35268_lociStitched	chr8(.):143579395-143582633	0.9953
6_MACS_peak_35270_lociStitched	chr8(.):143584264-143595062	1.3298
4_MACS_peak_35276_lociStitched	chr8(.):143598605-143600517	0.8479
4_MACS_peak_35280_lociStitched	chr8(.):143602706-143609493	1.1274
7_MACS_peak_35284_lociStitched	chr8(.):143611449-143633390	1.4683
1_MACS_peak_35291_lociStitched	chr8(.):143636213-143637028	1.2454
7_MACS_peak_35292_lociStitched	chr8(.):143638826-143672632	1.5287
10_MACS_peak_35299_lociStitched	chr8(.):143675350-143707109	1.5056
1_MACS_peak_35309_lociStitched	chr8(.):143708938-143709246	0.7042
3_MACS_peak_35310_lociStitched	chr8(.):143714489-143716102	0.937
1_MACS_peak_35313_lociStitched	chr8(.):143717536-143717855	0.5882
3_MACS_peak_35314_lociStitched	chr8(.):143719037-143721179	0.8663
1_MACS_peak_35317_lociStitched	chr8(.):143753174-143753757	0.7646
4_MACS_peak_35318_lociStitched	chr8(.):143754935-143767722	1.1581
3_MACS_peak_35322_lociStitched	chr8(.):143783734-143787327	0.7441
1_MACS_peak_35325_lociStitched	chr8(.):143791369-143791893	0.6844
1_MACS_peak_35326_lociStitched	chr8(.):143805732-143806632	0.8249
4_MACS_peak_35327_lociStitched	chr8(.):143821416-143824643	0.9165
1_MACS_peak_35331_lociStitched	chr8(.):143830429-143840568	1.4547
9_MACS_peak_35332_lociStitched	chr8(.):143842032-143857447	1.176
5_MACS_peak_35341_lociStitched	chr8(.):143862414-143872614	1.3053
2_MACS_peak_35346_lociStitched	chr8(.):143875323-143882141	1.4656
1_MACS_peak_35348_lociStitched	chr8(.):143888182-143889024	0.964
2_MACS_peak_35349_lociStitched	chr8(.):143895479-143896178	0.9142
3_MACS_peak_35351_lociStitched	chr8(.):143899201-143903728	0.9887
2_MACS_peak_35354_lociStitched	chr8(.):143905173-143906185	0.5211
2_MACS_peak_35356_lociStitched	chr8(.):143907491-143909420	0.8149
2_MACS_peak_35358_lociStitched	chr8(.):143910486-143911205	0.7813
1_MACS_peak_35360_lociStitched	chr8(.):143914254-143914905	0.6509
3_MACS_peak_35361_lociStitched	chr8(.):143918504-143922070	0.792
4_MACS_peak_35364_lociStitched	chr8(.):143956030-143961399	0.9601
5_MACS_peak_35368_lociStitched	chr8(.):143993881-143999257	0.8307
4_MACS_peak_35373_lociStitched	chr8(.):144000915-144010016	1.1884
1_MACS_peak_35377_lociStitched	chr8(.):144014923-144015374	0.6473
5_MACS_peak_35378_lociStitched	chr8(.):144019223-144024211	0.7867
1_MACS_peak_35383_lociStitched	chr8(.):144025242-144025613	0.7774
1_MACS_peak_35384_lociStitched	chr8(.):144031887-144032372	0.9239
5_MACS_peak_35385_lociStitched	chr8(.):144033389-144036945	0.7316
1_MACS_peak_35390_lociStitched	chr8(.):144038985-144039345	0.7485
2_MACS_peak_35391_lociStitched	chr8(.):144040834-144042485	0.722
1_MACS_peak_35393_lociStitched	chr8(.):144050399-144050704	0.7869
4_MACS_peak_35394_lociStitched	chr8(.):144059183-144062137	0.6941
1_MACS_peak_35398_lociStitched	chr8(.):144064104-144064452	0.655
10_MACS_peak_35399_lociStitched	chr8(.):144089786-144103152	1.0083
2_MACS_peak_35409_lociStitched	chr8(.):144105019-144106220	0.8258
1_MACS_peak_35411_lociStitched	chr8(.):144112904-144113209	0.5876
7_MACS_peak_35412_lociStitched	chr8(.):144115054-144122272	0.8979
8_MACS_peak_35419_lociStitched	chr8(.):144123541-144135619	1.0282
1_MACS_peak_35427_lociStitched	chr8(.):144137016-144137379	0.7923
1_MACS_peak_35428_lociStitched	chr8(.):144139913-144140428	0.9049
2_MACS_peak_35429_lociStitched	chr8(.):144144636-144146777	0.7816
1_MACS_peak_35431_lociStitched	chr8(.):144150460-144150888	0.9457
1_MACS_peak_35432_lociStitched	chr8(.):144152482-144155736	1.3274
3_MACS_peak_35433_lociStitched	chr8(.):144158857-144164867	1.1507
1_MACS_peak_35436_lociStitched	chr8(.):144175393-144176981	0.9742
1_MACS_peak_35437_lociStitched	chr8(.):144183113-144183569	0.8677
2_MACS_peak_35438_lociStitched	chr8(.):144189292-144190781	1.055
2_MACS_peak_35440_lociStitched	chr8(.):144192787-144194354	0.7307
3_MACS_peak_35442_lociStitched	chr8(.):144196440-144198825	0.7866
6_MACS_peak_35445_lociStitched	chr8(.):144206514-144218148	1.3133
3_MACS_peak_35451_lociStitched	chr8(.):144219162-144225598	1.0714
6_MACS_peak_35454_lociStitched	chr8(.):144227208-144240964	1.2059
1_MACS_peak_35460_lociStitched	chr8(.):144242246-144242711	0.952
3_MACS_peak_35461_lociStitched	chr8(.):144251923-144256355	1.1207
4_MACS_peak_35464_lociStitched	chr8(.):144257581-144263200	0.8912
2_MACS_peak_35468_lociStitched	chr8(.):144264841-144270725	1.1724
3_MACS_peak_35470_lociStitched	chr8(.):144273071-144274783	0.7816
7_MACS_peak_35473_lociStitched	chr8(.):144278641-144285979	0.9846
1_MACS_peak_35480_lociStitched	chr8(.):144291408-144291796	0.7152
3_MACS_peak_35481_lociStitched	chr8(.):144294569-144297398	1.1503
1_MACS_peak_35484_lociStitched	chr8(.):144298815-144299429	0.8058
5_MACS_peak_35485_lociStitched	chr8(.):144305874-144312060	0.92
2_MACS_peak_35490_lociStitched	chr8(.):144313139-144314134	0.7608
5_MACS_peak_35492_lociStitched	chr8(.):144315378-144324788	1.0527
2_MACS_peak_35497_lociStitched	chr8(.):144332860-144334175	0.681
5_MACS_peak_35499_lociStitched	chr8(.):144341961-144349286	1.0471
2_MACS_peak_35504_lociStitched	chr8(.):144358214-144359484	1.0051
5_MACS_peak_35506_lociStitched	chr8(.):144366942-144371697	1.0548
1_MACS_peak_35511_lociStitched	chr8(.):144384377-144384687	0.6485
1_MACS_peak_35512_lociStitched	chr8(.):144386234-144386927	0.9028
2_MACS_peak_35513_lociStitched	chr8(.):144440561-144441561	0.6408
2_MACS_peak_35515_lociStitched	chr8(.):144445155-144446578	0.9073
1_MACS_peak_35517_lociStitched	chr8(.):144449659-144450216	0.8319
1_MACS_peak_35518_lociStitched	chr8(.):144463353-144463759	0.8228
6_MACS_peak_35519_lociStitched	chr8(.):144466118-144490165	1.7488
8_MACS_peak_35525_lociStitched	chr8(.):144493827-144511849	1.6543
3_MACS_peak_35533_lociStitched	chr8(.):144513608-144518452	1.2948
2_MACS_peak_35536_lociStitched	chr8(.):144651732-144655020	1.0628
3_MACS_peak_35538_lociStitched	chr8(.):144707081-144709452	0.9069
1_MACS_peak_35541_lociStitched	chr8(.):144740108-144740540	0.9212
12_MACS_peak_35542_lociStitched	chr8(.):144742080-144764081	1.3156
3_MACS_peak_35554_lociStitched	chr8(.):144781218-144784826	0.9027
3_MACS_peak_35557_lociStitched	chr8(.):144790713-144793023	0.6823
1_MACS_peak_35560_lociStitched	chr8(.):144794076-144794450	0.7998
1_MACS_peak_35561_lociStitched	chr8(.):144797034-144797378	0.8553
5_MACS_peak_35562_lociStitched	chr8(.):144798519-144808797	1.2921
2_MACS_peak_35567_lociStitched	chr8(.):144817025-144828176	1.5033
6_MACS_peak_35569_lociStitched	chr8(.):144837427-144845630	1.1705
2_MACS_peak_35575_lociStitched	chr8(.):144847745-144849477	0.7263
2_MACS_peak_35577_lociStitched	chr8(.):144851222-144853430	0.8414
3_MACS_peak_35579_lociStitched	chr8(.):144854629-144857451	0.8229
1_MACS_peak_35582_lociStitched	chr8(.):144858683-144859003	0.6018
1_MACS_peak_35583_lociStitched	chr8(.):144867588-144867935	0.698
18_MACS_peak_35584_lociStitched	chr8(.):144926815-144974105	1.5721
1_MACS_peak_35602_lociStitched	chr8(.):144975239-144976215	0.8466
3_MACS_peak_35603_lociStitched	chr8(.):144977786-144980206	1.032
1_MACS_peak_35606_lociStitched	chr8(.):145080880-145081191	0.733
1_MACS_peak_35607_lociStitched	chr8(.):145091320-145091625	0.6206
6_MACS_peak_35608_lociStitched	chr8(.):145093574-145113340	1.4952
1_MACS_peak_35614_lociStitched	chr8(.):145122376-145125679	1.365
1_MACS_peak_35615_lociStitched	chr8(.):145128520-145128848	0.763
2_MACS_peak_35616_lociStitched	chr8(.):145177895-145179726	0.7062
8_MACS_peak_35618_lociStitched	chr8(.):145551886-145571752	1.3901
2_MACS_peak_35626_lociStitched	chr8(.):145573142-145575011	0.8127
2_MACS_peak_35628_lociStitched	chr8(.):145639573-145641560	0.8829
2_MACS_peak_35630_lociStitched	chr8(.):145698099-145702142	2.0085
