GENE_ID	locusLine	bin_1_32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48.bam
NM_015322	chr15(.):68565140-68588640	0.3825
NR_026808	chr15(.):69091159-69104440	0.1067
NR_036197	chr15(.):69089188-69099264	0.1118
NR_030714	chr15(.):70366710-70376807	0.1359
NM_001127190	chr15(.):75069424-75100539	0.4034
NM_000761	chr15(.):75036183-75053941	0.0874
NM_021819	chr15(.):75100193-75123099	0.1234
NM_001030005	chr15(.):75113950-75129136	0.1011
NM_021823	chr15(.):75310926-75348067	0.3394
NM_138967	chr15(.):75282875-75318836	0.2388
NM_015477	chr15(.):75656719-75748926	0.1544
NM_001145358	chr15(.):75656719-75749087	0.1545
NM_001145357	chr15(.):75656719-75753124	0.1516
NM_004513	chr15(.):81584253-81610104	0.4664
NM_181900	chr15(.):81600006-81621524	0.3005
NR_003011	chr15(.):83419696-83429823	0.1355
NM_001007122	chr15(.):83423023-83479806	0.1271
NM_014300	chr15(.):85207774-85264674	0.1407
NM_022767	chr15(.):89159526-89180512	0.3006
NR_029606	chr15(.):89150055-89160165	0.1105
NM_002201	chr15(.):89177038-89203879	0.3623
NR_031590	chr15(.):89146337-89156428	0.102
NM_002168	chr15(.):90622211-90650708	0.3611
NM_198925	chr15(.):90739561-90777892	0.1428
NM_001013657	chr15(.):90772486-90790312	0.1583
NM_020210	chr15(.):90723151-90777892	0.1989
NM_006384	chr15(.):90768476-90782279	0.1813
NM_001143785	chr15(.):91422664-91444006	0.1697
NM_198527	chr15(.):91469154-91480774	0.3782
NM_001143784	chr15(.):91423275-91444006	0.172
NM_006122	chr15(.):91442419-91470815	0.1406
NM_002005	chr15(.):91422687-91444006	0.1698
NM_001017919	chr15(.):91493105-91511355	0.1999
NR_033769	chr15(.):93333713-93345338	0.1277
NM_001114	chr16(.):50316822-50357043	0.0838
NM_001134477	chr16(.):14524557-14729120	0.1299
NM_002582	chr16(.):14524557-14729124	0.1299
NM_152652	chr16(.):30402056-30415715	0.2038
NM_018992	chr16(.):2727494-2764031	0.1737
NM_000246	chr16(.):10966054-11023840	0.1773
NM_015914	chr16(.):11767942-11841648	0.5626
NR_027155	chr16(.):21453003-21518552	0.1667
NM_013302	chr16(.):22212591-22305066	0.1259
NM_000336	chr16(.):23308590-23397620	0.2193
NM_000078	chr16(.):56990834-57022756	0.1773
NM_001018159	chr16(.):66831780-66869879	0.1163
NM_012320	chr16(.):68274246-68299961	0.3668
NM_014761	chr16(.):71924445-71967906	0.2049
NM_001030007	chr16(.):71757904-71847976	0.1438
NM_002661	chr16(.):81807929-81996899	0.0876
NM_003791	chr16(.):84082368-84155517	0.1445
NR_024492	chr16(.):2683982-2701130	0.1246
NM_031948	chr16(.):2757422-2775552	0.1326
NM_004220	chr16(.):3180056-3197805	0.1553
NM_001134655	chr16(.):3180133-3197805	0.1549
NM_012360	chr16(.):3249246-3260185	0.0769
NR_024167	chr16(.):3155460-3170599	0.1449
NM_001042428	chr16(.):3157562-3175518	0.1622
NM_003498	chr16(.):11757288-11778015	0.468
NM_001130007	chr16(.):11956984-12015519	0.1414
NM_001130006	chr16(.):11956984-12014825	0.1416
NM_001192	chr16(.):12053963-12066925	0.6741
NM_032167	chr16(.):12065601-12152141	0.1498
NR_002594	chr16(.):21524229-21536765	0.5284
NM_001039182	chr16(.):29459913-29471285	0.374
NM_001017389	chr16(.):29462126-29481280	0.3291
NM_178044	chr16(.):29460821-29474545	0.3491
NR_002454	chr16(.):29455665-29466236	0.37
NR_002556	chr16(.):29471288-29483899	0.3315
NR_037608	chr16(.):29461411-29481301	0.3271
NM_001017390	chr16(.):29466206-29481301	0.2511
NM_001039182	chr16(.):30199255-30210627	0.3606
NM_178044	chr16(.):30200163-30213887	0.3565
NM_001017389	chr16(.):30201468-30220620	0.3359
NR_002454	chr16(.):30195004-30205575	0.4356
NR_037608	chr16(.):30200753-30220650	0.3306
NR_002556	chr16(.):30210637-30223248	0.336
NM_001017390	chr16(.):30205548-30220650	0.2671
NR_002453	chr16(.):30273913-30351695	0.1514
NM_006110	chr16(.):30357086-30371682	0.2178
NM_052838	chr16(.):30384455-30399171	0.2811
NM_013292	chr16(.):30381122-30394310	0.3637
NM_015527	chr16(.):30363421-30386522	0.2271
NR_024465	chr16(.):30357086-30371255	0.2229
NM_016643	chr16(.):30413734-30434916	0.2212
NM_024096	chr16(.):30430018-30446373	0.2105
NM_001126108	chr16(.):56894118-56954762	0.2549
NM_001010989	chr16(.):56960747-56982793	0.6682
NM_032206	chr16(.):57018409-57122436	0.1412
NM_018110	chr16(.):57500869-57525385	0.1055
NM_153837	chr16(.):57571600-57616100	0.2115
NM_033212	chr16(.):57541089-57575477	0.1551
NM_001172643	chr16(.):66536905-66589194	0.314
NM_001172644	chr16(.):66536905-66589315	0.314
NM_052999	chr16(.):66595349-66618038	0.0962
NM_181641	chr16(.):66581471-66604971	0.2313
NM_181271	chr16(.):66595293-66618038	0.0961
NM_001199317	chr16(.):66608350-66627177	0.1054
NM_001040138	chr16(.):66581465-66605154	0.2306
NM_020786	chr16(.):66909435-66926855	0.2234
NM_004062	chr16(.):66937024-66957766	0.1119
NM_001014435	chr16(.):66873840-66893049	0.0881
NM_005182	chr16(.):66873281-66893049	0.0889
NM_004165	chr16(.):66950581-66964439	0.124
NM_024939	chr16(.):68257449-68275136	0.2355
NM_003983	chr16(.):68293422-68340722	0.2672
NR_024612	chr16(.):71874898-71924174	0.2264
NM_001137675	chr16(.):71874898-71896231	0.3106
NM_017530	chr16(.):71888587-71922412	0.1564
NM_178452	chr16(.):84173864-84216524	0.0781
NM_031463	chr16(.):84150743-84183800	0.1109
NM_003342	chr17(.):4167511-4274969	0.1216
NM_002558	chr17(.):3794884-3824960	0.2775
NM_153357	chr17(.):6939948-6952242	0.2329
NM_015670	chr17(.):7460318-7480287	0.2901
NR_026951	chr17(.):8118947-8132361	0.3414
NM_001033553	chr17(.):19985334-20223067	0.1251
NM_001033555	chr17(.):20054401-20223067	0.1312
NM_000267	chr17(.):29416944-29709695	0.1186
NM_002544	chr17(.):29616667-29629380	0.1076
NM_017748	chr17(.):36952445-36986589	0.1922
NM_183232	chr17(.):37916198-38025441	0.268
NM_001130020	chr17(.):40605861-40679597	0.1615
NM_003954	chr17(.):43335487-43399414	0.1691
NM_001433	chr17(.):62115389-62212502	0.412
NR_036488	chr17(.):70394462-70593943	0.1564
NM_001080419	chr17(.):73775680-73826886	0.1762
NM_001113492	chr17(.):75278972-75501678	0.1376
NM_006640	chr17(.):75310596-75501678	0.1475
NM_001113491	chr17(.):75272491-75501678	0.1387
NM_001163075	chr17(.):76137433-76167364	0.292
NM_025090	chr17(.):76787964-76841969	0.1725
NM_017456	chr17(.):76665129-76783376	0.2868
NM_004514	chr17(.):80472593-80567483	0.1461
NM_172206	chr17(.):3758616-3799037	0.1238
NM_172207	chr17(.):3763450-3801337	0.1318
NM_174957	chr17(.):3822168-3872736	0.1394
NM_001004333	chr17(.):6910797-6922851	0.4103
NM_001142799	chr17(.):6913072-6925839	0.4556
NM_201566	chr17(.):6934393-6948440	0.1493
NR_029712	chr17(.):6915933-6926020	0.4952
NM_181844	chr17(.):6921368-6937961	0.156
NM_000697	chr17(.):6894383-6919055	0.245
NR_030178	chr17(.):6916229-6926341	0.4775
NM_003809	chr17(.):7447374-7466207	0.2298
NM_001198623	chr17(.):7456608-7469925	0.208
NM_001040059	chr17(.):7477805-7490429	0.4094
NM_001146281	chr17(.):7528452-7541700	0.1434
NM_006942	chr17(.):7486497-7498488	0.2371
NR_002918	chr17(.):7473030-7483165	0.5033
NM_133491	chr17(.):7524555-7536194	0.1377
NR_002604	chr17(.):7475128-7485276	0.5127
NM_001251	chr17(.):7477804-7490429	0.4094
NM_004860	chr17(.):7489547-7523215	0.1299
NR_002912	chr17(.):7476272-7486409	0.4511
NM_001416	chr17(.):7471056-7487324	0.4029
NR_027463	chr17(.):7512381-7541700	0.1413
NR_027462	chr17(.):7526286-7541700	0.1353
NR_024603	chr17(.):7481964-7496527	0.3035
NM_001005273	chr17(.):7787168-7821075	0.1232
NM_001080424	chr17(.):7738234-7763118	0.3721
NM_144607	chr17(.):7756063-7770600	0.227
NM_032356	chr17(.):7755002-7766172	0.2812
NM_001005271	chr17(.):7783122-7821075	0.1248
NM_203411	chr17(.):7753383-7764417	0.296
NM_032354	chr17(.):8071296-8084714	0.266
NM_017622	chr17(.):8086650-8098564	0.5183
NM_004217	chr17(.):8103048-8118883	0.2531
NR_037447	chr17(.):8085492-8095577	0.5721
NM_201520	chr17(.):8186081-8203170	0.1755
NM_025099	chr17(.):8123138-8156413	0.292
NM_001177802	chr17(.):8186968-8198409	0.1593
NM_012393	chr17(.):8147595-8178809	0.1869
NM_012452	chr17(.):16837397-16880402	0.3042
NM_002018	chr17(.):18143152-18167055	0.1947
NM_001144900	chr17(.):18158847-18174095	0.2449
NM_004140	chr17(.):18123935-18153188	0.109
NM_148886	chr17(.):18159423-18174095	0.2503
NM_006613	chr17(.):18918989-18955336	0.1501
NM_001102664	chr17(.):19135689-19245028	0.1553
NR_023380	chr17(.):20219486-20310504	0.113
NM_006495	chr17(.):29625787-29646130	0.3208
NM_014210	chr17(.):29638427-29653767	0.4068
NM_002981	chr17(.):32682398-32695252	0.3089
NM_005408	chr17(.):32678470-32690629	0.153
NM_005623	chr17(.):32641065-32653421	0.1219
NM_002983	chr17(.):34410602-34422506	0.9613
NM_002988	chr17(.):34386642-34403841	0.1131
NM_002984	chr17(.):34426219-34438014	0.468
NM_021006	chr17(.):34517267-34529156	0.8656
NM_001001418	chr17(.):34576084-34597027	0.2395
NM_001001435	chr17(.):34533467-34545274	0.5876
NM_001001437	chr17(.):34517267-34529147	0.8654
NM_001001417	chr17(.):34488060-34508988	0.2202
NM_021006	chr17(.):34618841-34630730	0.8132
NM_001001437	chr17(.):34618841-34630721	0.8129
NM_001001435	chr17(.):34635033-34646840	0.5742
NM_001001418	chr17(.):34741118-34813091	0.1912
NM_001130677	chr17(.):36822958-36836187	0.2208
NM_005937	chr17(.):36856872-36891056	0.257
NM_007144	chr17(.):36885149-36909558	0.2311
NM_002795	chr17(.):36904001-36925478	0.2036
NM_001136498	chr17(.):36881509-36896858	0.134
NM_001080465	chr17(.):36986340-37002642	0.1489
NR_002576	chr17(.):37004115-37014248	0.3457
NM_006148	chr17(.):37021111-37083023	0.1715
NM_000978	chr17(.):37001320-37015053	0.2972
NM_005310	chr17(.):37889186-37908538	0.1268
NM_001030002	chr17(.):37889589-37908538	0.1282
NM_032339	chr17(.):37880408-37891788	0.1843
NM_018530	chr17(.):38055847-38078793	0.1181
NM_198844	chr17(.):38019454-38039149	0.2929
NM_001145301	chr17(.):38469472-38518895	0.2876
NM_152219	chr17(.):38511904-38525945	0.138
NM_000964	chr17(.):38460422-38518895	0.2738
NM_001024809	chr17(.):38493270-38518895	0.1149
NM_001254	chr17(.):38439145-38464413	0.1862
NM_003315	chr17(.):40123438-40174715	0.2009
NM_001144928	chr17(.):40167086-40182656	0.275
NM_001144766	chr17(.):40123438-40174183	0.2024
NM_001001349	chr17(.):40164593-40182656	0.2549
NM_012232	chr17(.):40549466-40580338	0.1269
NM_024927	chr17(.):40814932-40834048	0.2883
NM_016437	chr17(.):40806265-40824024	0.2274
NM_003632	chr17(.):40829631-40857011	0.2028
NM_016602	chr17(.):40826419-40838845	0.4273
NR_027412	chr17(.):41442212-41471266	0.242
NM_001661	chr17(.):41471352-41483504	0.0993
NM_001135707	chr17(.):43208013-43225326	0.261
NM_133373	chr17(.):43184007-43214891	0.1548
NM_001135704	chr17(.):43204966-43226543	0.3387
NM_006460	chr17(.):43219683-43234468	0.4147
NM_144608	chr17(.):43233263-43252406	0.2013
NM_152343	chr17(.):43326759-43344479	0.0847
NM_005892	chr17(.):43294291-43329683	0.3152
NR_024434	chr17(.):43320302-43350997	0.1309
NR_024435	chr17(.):43334557-43350997	0.0806
NR_026680	chr17(.):43692711-43720329	0.112
NR_027295	chr17(.):43692980-43720329	0.1103
NR_026901	chr17(.):43672490-43684748	0.0934
NM_152244	chr17(.):46179919-46205105	0.1579
NM_013323	chr17(.):46179946-46205105	0.1574
NR_031607	chr17(.):46228788-46238873	0.0844
NM_006807	chr17(.):46142413-46183560	0.1733
NM_001127228	chr17(.):46142413-46183883	0.1731
NM_000250	chr17(.):56342216-56363296	0.099
NM_004758	chr17(.):56373593-56411152	0.2496
NM_003168	chr17(.):56417538-56434563	0.3535
NR_029683	chr17(.):56403592-56413679	0.6017
NR_004380	chr17(.):62218437-62228517	0.2894
NR_002995	chr17(.):62218698-62228831	0.2888
NR_033876	chr17(.):70589179-70641611	0.1776
NM_000154	chr17(.):73749017-73766280	0.2048
NM_005324	chr17(.):73767514-73780860	0.4704
NM_173547	chr17(.):73880040-73898054	0.155
NM_033452	chr17(.):73865244-73879656	0.3126
NM_012478	chr17(.):73836779-73856501	0.1897
NM_199242	chr17(.):73818307-73845798	0.098
NM_032478	chr17(.):73889723-73906181	0.2622
NR_027058	chr17(.):75079724-75096068	0.5111
NR_003013	chr17(.):75080388-75090575	0.5377
NM_001143998	chr17(.):75132004-75218181	0.3234
NM_001144001	chr17(.):75176294-75218181	0.2868
NM_001113493	chr17(.):75364271-75501678	0.1316
NM_152468	chr17(.):76121858-76144049	0.3201
NM_007267	chr17(.):76103998-76133488	0.2466
NM_001127198	chr17(.):76103998-76129861	0.2515
NM_001010982	chr17(.):76178436-76208782	0.114
NM_003258	chr17(.):76165159-76188285	0.3256
NM_004710	chr17(.):76159670-76174009	0.4088
NM_001145526	chr17(.):76178442-76208782	0.1138
NR_027083	chr17(.):76178397-76198641	0.1306
NM_003255	chr17(.):76844058-76926472	0.151
NM_001100407	chr17(.):80395462-80413707	0.2577
NM_001193655	chr17(.):80395462-80412602	0.2687
NM_001038618	chr17(.):80411059-80451143	0.1778
NM_001083608	chr17(.):80411539-80451143	0.1782
NM_181482	chr18(.):13213785-13657753	0.0878
NM_004338	chr18(.):13615866-13657753	0.0735
NM_001003675	chr18(.):13606664-13657753	0.149
NM_000633	chr18(.):60785578-60991613	0.2107
NM_005433	chr18(.):716591-817327	0.1185
NM_001083625	chr18(.):9131757-9290206	0.2033
NM_002828	chr18(.):12788246-12889334	0.1596
NM_080423	chr18(.):12780482-12889334	0.1544
NM_080422	chr18(.):12780479-12889334	0.1544
NM_001130110	chr18(.):42255137-42462379	0.191
NM_015559	chr18(.):42255862-42653475	0.1578
NM_032649	chr18(.):72196691-72257261	0.1169
NM_173207	chr18(.):3442607-3463406	0.2578
NM_173209	chr18(.):3444972-3463406	0.2786
NM_173210	chr18(.):3446590-3463406	0.2979
NM_174886	chr18(.):3407071-3463406	0.1389
NM_003244	chr18(.):3445171-3463406	0.2807
NM_173208	chr18(.):3445030-3463406	0.2792
NM_173211	chr18(.):3448771-3463406	0.2265
NM_021074	chr18(.):9097627-9139343	0.4632
NM_005904	chr18(.):46441222-46482081	0.4093
NM_001190823	chr18(.):46441222-46474177	0.422
NM_001190822	chr18(.):46441222-46480703	0.4193
NR_002970	chr18(.):51743653-51753782	0.2804
NM_015832	chr18(.):51724046-51756158	0.2379
NM_007195	chr18(.):51790848-51829604	0.1652
NR_024021	chr18(.):56697970-56725446	0.0891
NM_033280	chr18(.):56802124-56831063	0.2404
NM_001168499	chr18(.):72161822-72195689	0.2209
NM_018235	chr18(.):72158499-72195689	0.2229
NM_001044369	chr18(.):72097962-72129503	0.0697
NM_001039846	chr19(.):2091867-2104583	0.4456
NM_019112	chr19(.):1035101-1070570	0.3858
NM_003331	chr19(.):10456203-10496248	0.1084
NR_034098	chr19(.):46107657-46147675	0.1785
NM_001193268	chr19(.):46107657-46153775	0.1855
NM_001193269	chr19(.):46107657-46151985	0.1907
NM_020695	chr19(.):1810244-1853452	0.1841
NM_001319	chr19(.):1936160-1986336	0.1465
NM_052847	chr19(.):2506217-2707746	0.2802
NM_000064	chr19(.):6672845-6725662	0.156
NM_001079817	chr19(.):7107265-7299011	0.1931
NM_005428	chr19(.):6767721-6862371	0.2654
NM_020714	chr19(.):12681919-12726623	0.2289
NM_014975	chr19(.):12944258-12990766	0.1301
NM_032855	chr19(.):16239837-16274377	0.4895
NM_021235	chr19(.):16467407-16587762	0.1927
NM_006387	chr19(.):16623699-16658263	0.1396
NM_001398	chr19(.):39301061-39327497	0.1122
NM_152359	chr19(.):50189406-50221988	0.1027
NM_001136052	chr19(.):50189400-50221988	0.1027
NM_006184	chr19(.):49398306-49431540	0.1398
NM_001085488	chr19(.):55819226-55841708	0.13
NM_006635	chr19(.):57786852-57810436	0.2347
NM_182577	chr19(.):458345-479983	0.0715
NM_033513	chr19(.):502496-524654	0.3
NM_012435	chr19(.):411582-465996	0.0749
NM_130762	chr19(.):491489-510343	0.2159
NM_004359	chr19(.):526732-547087	0.179
NM_005317	chr19(.):539026-554919	0.1125
NM_024100	chr19(.):979327-999569	0.2504
NM_004368	chr19(.):1021297-1044064	0.5301
NM_033420	chr19(.):1004649-1026141	0.304
NM_138690	chr19(.):995436-1014723	0.1757
NM_012292	chr19(.):1062173-1091627	0.3668
NM_001280	chr19(.):1264266-1278171	0.5
NM_017914	chr19(.):1270519-1284243	0.3667
NM_177401	chr19(.):1243551-1264142	0.3296
NM_001001975	chr19(.):1236748-1249824	0.3388
NM_001405	chr19(.):1281167-1304944	0.1229
NM_152769	chr19(.):1224946-1242990	0.1728
NR_027271	chr19(.):1262469-1275259	0.402
NR_023313	chr19(.):1264266-1279809	0.4671
NM_138813	chr19(.):1777073-1817270	0.1596
NM_001178002	chr19(.):1777073-1817199	0.1597
NR_031730	chr19(.):1811157-1821237	0.2047
NR_034114	chr19(.):1817087-1829542	0.1262
NM_031918	chr19(.):1847397-1868564	0.3483
NM_138422	chr19(.):1900416-1918446	0.306
NR_033400	chr19(.):1947525-1959548	0.1099
NM_001130111	chr19(.):1871974-1890518	0.25
NM_079834	chr19(.):1900372-1931012	0.3034
NM_017572	chr19(.):2032469-2056243	0.3036
NM_130807	chr19(.):2066034-2101269	0.6201
NM_004152	chr19(.):2264519-2278487	0.4591
NM_018049	chr19(.):2228154-2241328	0.4224
NM_000479	chr19(.):2244112-2257072	0.331
NM_198532	chr19(.):2269630-2287181	0.3358
NR_031596	chr19(.):2229060-2239148	0.4378
NM_007165	chr19(.):2231815-2253678	0.3186
NM_144616	chr19(.):2247249-2261422	0.5198
NM_001101391	chr19(.):2284773-2313156	0.165
NR_036207	chr19(.):2245637-2255717	0.2224
NM_032737	chr19(.):2423163-2461958	0.2609
NM_012458	chr19(.):2420621-2432875	0.2631
NM_015675	chr19(.):2471122-2483257	0.6693
NM_001136503	chr19(.):3469404-3485540	0.1442
NM_016263	chr19(.):3501294-3541755	0.1564
NM_001136198	chr19(.):3517953-3541755	0.1052
NM_031304	chr19(.):3485818-3505621	0.2194
NM_001145165	chr19(.):3485818-3505938	0.2397
NM_001135580	chr19(.):3534154-3549028	0.1579
NM_015897	chr19(.):4002748-4043067	0.1354
NR_002602	chr19(.):3977504-3987570	0.5051
NM_001961	chr19(.):3971053-3990461	0.4955
NM_001348	chr19(.):3953451-3974826	0.1857
NR_030367	chr19(.):3956411-3966510	0.1257
NM_005483	chr19(.):4397659-4448394	0.21
NM_003025	chr19(.):4355366-4405471	0.2268
NM_006087	chr19(.):6489329-6507330	0.1999
NM_024898	chr19(.):6462217-6486798	0.1775
NM_003811	chr19(.):6526009-6540939	0.3476
NM_001252	chr19(.):6580849-6596163	0.31
NM_004240	chr19(.):6734706-6756529	0.3343
NM_020171	chr19(.):6724924-6742304	0.3738
NM_001080452	chr19(.):6724924-6742633	0.3706
NM_005490	chr19(.):6747172-6772523	0.2976
NM_001379	chr19(.):10239021-10310755	0.1672
NM_004230	chr19(.):10327108-10346948	0.341
NR_036206	chr19(.):10336088-10346161	0.24
NM_015956	chr19(.):10357639-10375721	0.1934
NM_007065	chr19(.):10496808-10519271	0.1877
NM_001111307	chr19(.):10526332-10585307	0.1846
NM_001111309	chr19(.):10538110-10585307	0.1208
NM_001111308	chr19(.):10536520-10585307	0.1225
NR_031592	chr19(.):10509133-10519214	0.2413
NM_006202	chr19(.):10558632-10585307	0.1047
NM_001195800	chr19(.):11195037-11249505	0.2716
NM_153358	chr19(.):12716731-12745676	0.3158
NM_031429	chr19(.):12931295-12951230	0.1698
NM_052850	chr19(.):13059971-13073050	0.2098
NM_001105578	chr19(.):13004893-13035086	0.2143
NM_000159	chr19(.):12996973-13015783	0.251
NM_004461	chr19(.):13028283-13049558	0.2459
NM_001375	chr19(.):12981024-12997335	0.276
NM_005053	chr19(.):13051653-13069455	0.3003
NM_006563	chr19(.):12990236-13003017	0.417
NM_152654	chr19(.):13075431-13090567	0.2238
NM_004343	chr19(.):13044413-13060304	0.4069
NM_005370	chr19(.):16217489-16249445	0.3373
NM_032493	chr19(.):16303664-16351156	0.1069
NM_054113	chr19(.):16267178-16289286	0.2615
NM_014077	chr19(.):16291234-16307857	0.1854
NM_016270	chr19(.):16430650-16443339	0.5106
NM_024881	chr19(.):16655647-16688193	0.1358
NM_004831	chr19(.):16680717-16744015	0.2911
NM_144987	chr19(.):36228427-36241336	0.4051
NM_019104	chr19(.):36234511-36250420	0.2627
NM_144617	chr19(.):36240469-36252930	0.1494
NM_052948	chr19(.):36261416-36284724	0.0903
NM_024660	chr19(.):36225150-36238351	0.3243
NM_014727	chr19(.):36203920-36234779	0.1924
NM_014383	chr19(.):36198829-36212940	0.1858
NM_001039887	chr19(.):36244043-36265077	0.1199
NM_172341	chr19(.):36231493-36242903	0.4146
NM_006149	chr19(.):39287310-39308740	0.0756
NM_012237	chr19(.):39364194-39395463	0.1695
NM_001005335	chr19(.):39322027-39347979	0.2651
NM_001001716	chr19(.):39385614-39404534	0.1638
NM_001533	chr19(.):39322027-39345617	0.2709
NM_001193286	chr19(.):39364194-39395502	0.1694
NR_034146	chr19(.):39364194-39389795	0.1298
NM_001195833	chr19(.):39353471-39373919	0.1539
NM_003407	chr19(.):39892486-39905045	0.7713
NM_003169	chr19(.):39931287-39972308	0.1905
NM_001130825	chr19(.):39931185-39972308	0.1924
NM_019088	chr19(.):39871269-39886679	0.1979
NM_017592	chr19(.):39876962-39896203	0.472
NM_001020	chr19(.):39918846-39931618	0.3801
NM_022835	chr19(.):39898749-39924055	0.2957
NM_001098506	chr19(.):42077530-42098197	0.1336
NM_005282	chr19(.):46088022-46110466	0.1439
NM_004597	chr19(.):46185711-46200443	0.2536
NM_017659	chr19(.):46190740-46212248	0.2966
NM_000164	chr19(.):46166501-46190717	0.1626
NR_030372	chr19(.):46173185-46183282	0.1486
NR_029886	chr19(.):46137251-46147345	0.344
NR_037512	chr19(.):46173189-46183266	0.1487
NM_005628	chr19(.):47273139-47296842	0.2824
NM_001145144	chr19(.):47273139-47295545	0.2941
NM_013403	chr19(.):47217767-47254720	0.2004
NM_001039885	chr19(.):47244302-47266832	0.1602
NM_001145145	chr19(.):47273139-47293134	0.3174
NR_024258	chr19(.):47328841-47338961	0.0989
NM_178511	chr19(.):47773141-47783980	0.2232
NM_001127240	chr19(.):47719080-47741023	0.3137
NM_014417	chr19(.):47719078-47739451	0.3267
NM_015603	chr19(.):47754730-47780210	0.2856
NR_036159	chr19(.):47725200-47735276	0.5071
NR_036158	chr19(.):47725198-47735278	0.5069
NM_016246	chr19(.):49311273-49344934	0.1717
NM_014330	chr19(.):49370648-49384319	0.4629
NM_001161354	chr19(.):49335353-49376884	0.1862
NM_003323	chr19(.):49379221-49406996	0.2247
NM_001197122	chr19(.):50157825-50174132	0.2437
NM_001040668	chr19(.):50163398-50182173	0.3493
NR_033397	chr19(.):50175495-50196704	0.2409
NM_001101340	chr19(.):50186941-50199247	0.1301
NM_021228	chr19(.):50140381-50166906	0.1889
NM_006270	chr19(.):50133551-50148400	0.2703
NM_032430	chr19(.):55790533-55828903	0.2066
NM_173804	chr19(.):55733001-55745632	0.0934
NM_001130106	chr19(.):55768590-55796751	0.2662
NM_014931	chr19(.):55736146-55775038	0.1993
NM_001015879	chr19(.):57737376-57751916	0.0622
NM_001015878	chr19(.):57737427-57751916	0.0622
NM_001023563	chr19(.):57747052-57779106	0.1065
NM_213598	chr19(.):57826864-57847144	0.1103
NM_003818	chr20(.):5102481-5176989	0.1575
NM_001042472	chr20(.):25275849-25376477	0.2056
NM_015600	chr20(.):25270378-25376477	0.2105
NM_001191	chr20(.):30247260-30315656	0.4255
NM_031483	chr20(.):32946061-33104197	0.1895
NM_016436	chr20(.):34354922-34543288	0.1181
NM_015568	chr20(.):37429347-37556667	0.2135
NM_000022	chr20(.):43243162-43285376	0.2409
NM_006282	chr20(.):43590119-43713593	0.2256
NM_001161841	chr20(.):46281149-46420360	0.1452
NM_018837	chr20(.):46281149-46419808	0.1454
NM_017895	chr20(.):47830831-47865614	0.1197
NM_183425	chr20(.):55961462-55989386	0.3155
NM_080618	chr20(.):56067223-56105154	0.1336
NM_199170	chr20(.):56218451-56290625	0.1513
NM_020182	chr20(.):56218451-56290031	0.1521
NM_199171	chr20(.):56218451-56291541	0.1502
NM_001009923	chr20(.):5075483-5098733	0.1894
NM_002592	chr20(.):5090598-5112268	0.3541
NM_182649	chr20(.):5090598-5105647	0.3665
NR_028370	chr20(.):5095231-5105615	0.3261
NM_012261	chr20(.):9490270-9516171	0.2837
NM_000214	chr20(.):10613331-10659694	0.1529
NM_013248	chr20(.):23326372-23340408	0.2509
NM_022482	chr20(.):23340020-23358683	0.2149
NM_002862	chr20(.):25223705-25283648	0.2387
NM_012112	chr20(.):30321903-30394603	0.1227
NR_030374	chr20(.):33049129-33059223	0.1429
NM_004902	chr20(.):34286530-34335193	0.2393
NM_080748	chr20(.):34282231-34293902	0.2151
NM_001198989	chr20(.):34251609-34292287	0.1668
NM_030919	chr20(.):37549954-37586703	0.1419
NR_034104	chr20(.):43280091-43305380	0.1754
NM_006809	chr20(.):43565770-43594114	0.1539
NM_021035	chr20(.):47857438-47899756	0.2022
NR_003604	chr20(.):47889714-47910795	0.1948
NR_002433	chr20(.):47890481-47900560	0.2803
NR_036659	chr20(.):47890178-47910795	0.1953
NR_003695	chr20(.):47891849-47901952	0.2864
NR_003030	chr20(.):47892219-47902309	0.2874
NM_001015885	chr20(.):55921617-55958519	0.1467
NM_003610	chr20(.):55921144-55958519	0.1478
NM_001190472	chr20(.):55928495-55939878	0.1226
NM_001160419	chr20(.):56182946-56200632	0.3471
NM_001160418	chr20(.):56173901-56200632	0.277
NM_175573	chr20(.):60873026-60888918	0.1874
NM_005560	chr20(.):60879120-60947368	0.1526
NM_001024	chr20(.):60957120-60968576	0.2137
NM_001083113	chr20(.):62333793-62372494	0.2689
NM_181485	chr20(.):62334379-62372494	0.2712
NM_017806	chr20(.):62362977-62375460	0.2184
NM_003224	chr20(.):62324994-62344355	0.1464
NM_032945	chr20(.):62321287-62335035	0.0888
NM_020062	chr20(.):62366210-62380403	0.1768
NM_003823	chr20(.):62323020-62335035	0.0977
NM_001389	chr21(.):41379342-42224039	0.1311
NM_003253	chr21(.):32485735-32936290	0.1318
NM_001032410	chr21(.):30391937-30431807	0.1575
NM_130436	chr21(.):38786206-38892679	0.1564
NM_130438	chr21(.):38787600-38892679	0.1571
NM_001396	chr21(.):38787601-38892679	0.1571
NM_101395	chr21(.):38734858-38892679	0.1695
NM_001033515	chr21(.):9902193-9973585	0.3003
NM_020152	chr21(.):30447872-30553202	0.1122
NM_001754	chr21(.):36155097-36426595	0.2145
NM_001001890	chr21(.):36155097-36265987	0.2516
NM_016818	chr21(.):43634266-43722354	0.2236
NM_173568	chr21(.):43486425-43568105	0.2053
NM_080860	chr21(.):43887596-43921401	0.2542
NM_207174	chr21(.):43635007-43722354	0.2243
