REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_17082_lociStitched	chr3	156876108	156879525	1	3418	17968.9779	963.594	485	CCNL1	LOC339894	CCNL1	CCNL1	0.7029000000000001	485	1
5_MACS_peak_10329_lociStitched	chr17	72733361	72756614	5	16301	21116.0493	4113.4557	486	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	0.4031	486	1
1_MACS_peak_24219_lociStitched	chr9	93733102	93738161	1	5060	17911.8954	910.1141	487			LOC100129316	LOC100129316	0.0513	487	1
2_MACS_peak_1725_lociStitched	chr1	174959040	174970575	2	4815	19486.0755	2510.016	488	CACYBP	MRPS14	CACYBP	CACYBP	0.6744000000000001	488	1
1_MACS_peak_15149_lociStitched	chr21	41384562	41389870	1	5309	18642.7576	1666.712	489	DSCAM		PCP4	PCP4	0.22399999999999998	489	1
1_MACS_peak_22960_lociStitched	chr8	28347022	28353204	1	6183	18096.5686	1167.1616	490	FZD3,FBXO16	MIR4288	FZD3	FZD3	0.18739999999999998	490	1
1_MACS_peak_7962_lociStitched	chr15	75491299	75497612	1	6314	18267.2968	1342.1438	491	C15orf39		C15orf39	C15orf39	0.8571000000000001	491	1
3_MACS_peak_24229_lociStitched	chr9	94181081	94195301	3	12869	19509.84	2599.416	492	NFIL3		NFIL3	NFIL3	0.5678	492	1
1_MACS_peak_1290_lociStitched	chr1	146555535	146557409	1	1875	17442.0676	535.2144	493		LOC728989	LOC728989	LOC728989	0.1172	493	1
1_MACS_peak_24332_lociStitched	chr9	101983060	101985992	1	2933	17579.0992	678.4648	494	SEC61B,ALG2		SEC61B	SEC61B	0.9204999999999999	494	1
2_MACS_peak_25016_lociStitched	chrX	39712605	39720911	2	5817	17731.6488	831.4306	495			BCOR	BCOR	0.24730000000000002	495	1
1_MACS_peak_6475_lociStitched	chr13	78688986	78696715	1	7730	18318.5029	1453.8249	496			EDNRB	EDNRB	NONE	496	1
4_MACS_peak_3116_lociStitched	chr10	81946483	81966250	4	10776	20085.2487	3225.9744	497	ANXA11		ANXA11	ANXA11	0.2724	497	1
3_MACS_peak_9610_lociStitched	chr17	27037648	27056500	3	8177	20017.0536	3185.988	498	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,PROCA1,RAB34,TLCD1	SUPT6H,TRAF4,SDF2	RPL23A	RPL23A	1.1085	498	1
1_MACS_peak_2434_lociStitched	chr1	245025436	245028983	1	3548	17889.2945	1064.8094	499	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	0.9729000000000001	499	1
3_MACS_peak_4074_lociStitched	chr11	60672700	60684139	3	8702	19339.9173	2529.1629	500	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.6189	500	1
5_MACS_peak_9397_lociStitched	chr17	7136543	7156602	5	9754	20255.5782	3472.2129	501	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	0.6339	501	1
2_MACS_peak_17539_lociStitched	chr4	4029595	4037240	2	6760	18257.789	1501.478	502			LOC348926	LOC348926	NONE	502	1
5_MACS_peak_7331_lociStitched	chr15	21975949	22002654	5	14038	20733.762	3989.727	503		LOC646214,CXADRP2	CXADRP2	LOC646214	0.04140000000000002	503	1
1_MACS_peak_8258_lociStitched	chr15	101737960	101743429	1	5470	17818.5489	1080.6744	504	CHSY1		CHSY1	CHSY1	0.2476	504	1
1_MACS_peak_13178_lociStitched	chr2	110754388	110760126	1	5739	17829.6874	1094.8104	505		LOC100288570	LOC100288570	NONE	NONE	505	1
7_MACS_peak_16247_lociStitched	chr3	46317785	46347195	7	18331	21639.878	4926.175	506		CCR3,CCR2	CCR3	CCR2	0.5032000000000001	506	1
2_MACS_peak_10567_lociStitched	chr17	80307437	80316041	2	5161	18317.0556	1623.5748	507		TEX19,UTS2R,CD7,SECTM1	TEX19	SECTM1	0.3323	507	1
3_MACS_peak_14658_lociStitched	chr20	42568839	42585652	3	12567	19575.3759	2885.1108	508	TOX2		TOX2	TOX2	0.5519999999999999	508	1
1_MACS_peak_22603_lociStitched	chr7	148579639	148582941	1	3303	17526.3556	845.312	509	EZH2		EZH2	EZH2	0.13240000000000002	509	1
3_MACS_peak_3013_lociStitched	chr10	74006840	74024538	3	9520	19428.8644	2748.4994	510		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.2598	510	1
3_MACS_peak_4301_lociStitched	chr11	67760369	67778614	3	9538	19879.752	3203.822	511	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	NDUFS8	0.5898	511	1
2_MACS_peak_3655_lociStitched	chr11	2479703	2489790	2	6082	18209.0524	1561.4676	512	KCNQ1	TRPM5	KCNQ1	TRPM5	0.1618	512	1
3_MACS_peak_20430_lociStitched	chr6	37121924	37140494	3	8995	19095.531	2453.097	513	PIM1		PIM1	PIM1	0.6434	513	1
4_MACS_peak_11162_lociStitched	chr19	2041034	2062882	4	8930	20644.1752	4006.9232	514	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	1.8589	514	1
5_MACS_peak_7054_lociStitched	chr14	77487992	77510095	5	12261	18469.2668	1834.549	515	C14orf4		C14orf4	C14orf4	0.8991	515	1
2_MACS_peak_16878_lociStitched	chr3	129893084	129900412	2	6473	17905.2352	1316.8416	516		COL6A4P2	COL6A4P2	NONE	NONE	516	1
4_MACS_peak_9569_lociStitched	chr17	20204689	20221787	4	10530	18648.7886	2062.0188	517	SPECC1	CCDC144C	CCDC144C	CCDC144C	0.010099999999999998	517	1
2_MACS_peak_17899_lociStitched	chr4	71542032	71555123	2	9348	18750.2393	2190.1243	518	UTP3	ENAM,RUFY3,IGJ	UTP3	IGJ	0.4690000000000001	518	1
2_MACS_peak_23904_lociStitched	chr9	33288760	33298546	2	5407	18592.4214	2042.3382	519	NFX1	SPINK4,CHMP5,BAG1	NFX1	BAG1	0.17479999999999998	519	1
3_MACS_peak_11350_lociStitched	chr19	10329594	10347968	3	9349	19478.2774	2983.9376	520	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.41759999999999997	520	1
3_MACS_peak_17147_lociStitched	chr3	169481537	169492324	3	6132	18483.5245	2009.6181	521	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	ARPM1	1.2608	521	1
1_MACS_peak_24339_lociStitched	chr9	102580651	102587595	1	6945	17596.7904	1131.872	522	NR4A3	NR4A3	NR4A3	NR4A3	0.3085	522	1
2_MACS_peak_24110_lociStitched	chr9	73026751	73036530	2	6800	17819.2938	1395.4633	523	KLF9		KLF9	KLF9	0.18460000000000001	523	1
4_MACS_peak_7080_lociStitched	chr14	81930688	81952801	4	14798	18678.8511	2262.1599	524	SEL1L		SEL1L	SEL1L	0.2621	524	1
1_MACS_peak_1134_lociStitched	chr1	111172969	111181184	1	8216	17479.877	1066.307	525		KCNA2,KCNA3	KCNA2	KCNA3	0.3306	525	1
4_MACS_peak_9512_lociStitched	chr17	17725460	17744747	4	8670	19248.426	2839.0464	526	SREBF1	SMCR5,MIR33B	SREBF1	SREBF1	0.47430000000000005	526	1
1_MACS_peak_3661_lociStitched	chr11	2792881	2801389	1	8509	17988.4644	1597.8024	527	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	527	1
2_MACS_peak_15648_lociStitched	chr22	39146400	39152965	2	6510	17680.858	1291.3355	528	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	JOSD1	0.8414999999999999	528	1
2_MACS_peak_4755_lociStitched	chr11	122930799	122941610	2	6858	18318.1584	1938.4123	529	HSPA8	LOC341056	HSPA8	HSPA8	1.0385	529	1
2_MACS_peak_10663_lociStitched	chr18	9134489	9151997	2	12844	19705.254	3335.274	530	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.8943000000000001	530	1
2_MACS_peak_23622_lociStitched	chr8	134577096	134586047	2	8516	18053.2719	1693.5292	531	ST3GAL1		ST3GAL1	ST3GAL1	0.2835	531	1
3_MACS_peak_21178_lociStitched	chr6	143162967	143179952	3	12338	17783.295	1430.137	532	HIVEP2		HIVEP2	HIVEP2	0.14700000000000002	532	1
3_MACS_peak_14783_lociStitched	chr20	50015560	50032413	3	9403	18925.919	2578.509	533	NFATC2	MIR3194	MIR3194	NONE	NONE	533	1
2_MACS_peak_13204_lociStitched	chr2	111874496	111881430	2	5966	17427.9156	1087.9446	534	ACOXL,BCL2L11		BCL2L11	BCL2L11	0.2826	534	1
1_MACS_peak_3017_lociStitched	chr10	74055328	74059154	1	3827	17139.3322	826.7986	535		DDIT4	DDIT4	DDIT4	0.2598	535	1
4_MACS_peak_15666_lociStitched	chr22	39459116	39474331	4	11276	19011.1425	2721.9635	536	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3G	0.5495	536	1
1_MACS_peak_14089_lociStitched	chr2	232570627	232576019	1	5393	16873.7248	604.4432	537	PTMA	MIR1244-1	PTMA	PTMA	1.0995	537	1
1_MACS_peak_12771_lociStitched	chr2	65256664	65261086	1	4423	17276.754	1033.8636	538		SLC1A4,CEP68	CEP68	SLC1A4	0.4155	538	1
1_MACS_peak_154_lociStitched	chr1	11967500	11970665	1	3166	16879.8945	639.963	539		PLOD1,NPPB,KIAA2013	KIAA2013	KIAA2013	0.09490000000000001	539	1
1_MACS_peak_7860_lociStitched	chr15	69109117	69114885	1	5769	17148.8408	911.9208	540	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.3257	540	1
3_MACS_peak_521_lociStitched	chr1	36614181	36627341	3	8428	18522.7	2317.476	541	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.3121	541	1
1_MACS_peak_3423_lociStitched	chr10	112256086	112264806	1	8721	17958.84	1761.44	542	DUSP5		DUSP5	DUSP5	0.684	542	1
1_MACS_peak_14585_lociStitched	chr20	35806186	35808873	1	2688	16903.6483	719.8473	543	RPN2,C20orf132		RPN2	RPN2	0.1739	543	1
2_MACS_peak_15066_lociStitched	chr21	34746235	34757188	2	7266	18617.9094	2434.8519	544		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.34229999999999994	544	1
5_MACS_peak_4961_lociStitched	chr12	6552080	6580895	5	10431	20977.32	4812.105	545	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	0.6704	545	1
4_MACS_peak_9142_lociStitched	chr16	81841884	81857631	4	10155	17529.5604	1365.2649	546	PLCG2		PLCG2	PLCG2	0.10339999999999999	546	1
1_MACS_peak_22971_lociStitched	chr8	29203879	29210310	1	6432	17199.7095	1037.9634	547	DUSP4		DUSP4	DUSP4	0.7241	547	1
1_MACS_peak_2635_lociStitched	chr10	17268851	17273585	1	4735	17081.6922	921.7098	548	VIM	TRDMT1	VIM	VIM	0.8499999999999999	548	1
1_MACS_peak_24473_lociStitched	chr9	117209772	117216218	1	6447	17413.2244	1269.862	549	DFNB31		DFNB31	DFNB31	0.28659999999999997	549	1
1_MACS_peak_22529_lociStitched	chr7	139042899	139046275	1	3377	17363.1056	1246.0816	550	LUC7L2	C7orf55	LUC7L2	C7orf55	0.7785	550	1
3_MACS_peak_10595_lociStitched	chr17	81141080	81156824	3	6350	18189.0432	2123.8656	551		FLJ43681	FLJ43681	NONE	NONE	551	1
4_MACS_peak_1804_lociStitched	chr1	183865248	183885945	4	10231	20810.8335	4752.0312	552	RGL1		GLT25D2	GLT25D2	NONE	552	1
1_MACS_peak_13979_lociStitched	chr2	219431989	219435843	1	3855	17013.483	962.7292	553	RQCD1,USP37	PLCD4	RQCD1	RQCD1	0.4312	553	1
4_MACS_peak_12736_lociStitched	chr2	64430470	64456389	4	9782	19898.0163	3859.3391	554	LOC150992		LOC150992	LOC150992	0.14489999999999997	554	1
1_MACS_peak_15843_lociStitched	chr22	48491972	48497668	1	5697	17048.128	1015.5968	555			MIR3201	MIR3201	NONE	555	1
2_MACS_peak_14976_lociStitched	chr21	19151702	19163017	2	8707	18345.0095	2319.575	556	C21orf91		C21orf91	C21orf91	0.5353	556	1
2_MACS_peak_22442_lociStitched	chr7	128572416	128582201	2	7088	18622.812	2602.81	557	IRF5	KCP	IRF5	IRF5	0.7247	557	1
1_MACS_peak_13665_lociStitched	chr2	178127555	178130952	1	3398	16640.5442	626.4068	558	NFE2L2	MIR3128	NFE2L2	NFE2L2	0.3325	558	1
1_MACS_peak_2235_lociStitched	chr1	225653977	225656787	1	2811	17063.163	1053.75	559		LBR	LBR	LBR	0.1629	559	1
1_MACS_peak_8523_lociStitched	chr16	15067798	15070453	1	2656	17199.09	1191.2985	560	PDXDC1	NPIP	PDXDC1	PDXDC1	0.20400000000000001	560	1
1_MACS_peak_12703_lociStitched	chr2	61762912	61766843	1	3932	16869.8865	872.682	561	XPO1		XPO1	XPO1	0.1848	561	1
1_MACS_peak_1555_lociStitched	chr1	159890455	159896277	1	5823	17273.2918	1282.5866	562	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	0.9179	562	1
1_MACS_peak_19427_lociStitched	chr5	137088518	137091507	1	2990	16554.8754	590.3275	563	HNRNPA0	NPY6R,KLHL3	HNRNPA0	HNRNPA0	1.2077	563	1
1_MACS_peak_15570_lociStitched	chr22	36726083	36730171	1	4089	16794.3216	838.04	564	MYH9		MYH9	MYH9	0.27469999999999994	564	1
1_MACS_peak_22837_lociStitched	chr8	17940280	17943195	1	2916	16636.7795	681.2355	565	ASAH1		ASAH1	ASAH1	0.3876	565	1
4_MACS_peak_8147_lociStitched	chr15	90574007	90591808	4	11843	18587.8042	2647.0087	566	ZNF710		ZNF710	ZNF710	0.3752	566	1
2_MACS_peak_9329_lociStitched	chr17	3813459	3820976	2	7190	17388.3244	1460.5531	567	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.5839	567	1
3_MACS_peak_18748_lociStitched	chr5	32530536	32544143	3	11196	18663.3612	2775.828	568		SUB1	SUB1	SUB1	0.8645999999999999	568	1
3_MACS_peak_25021_lociStitched	chrX	39953231	39969396	3	11733	16680.6635	801.784	569	BCOR		BCOR	BCOR	0.24730000000000002	569	1
2_MACS_peak_9018_lociStitched	chr16	68788097	68796538	2	7155	17249.1835	1397.8296	570	CDH1		CDH1	CDH1	0.1446	570	1
3_MACS_peak_14420_lociStitched	chr20	23329992	23344193	3	7347	18226.9835	2380.0876	571	NXT1	GZF1	NXT1	NXT1	0.7212000000000001	571	1
2_MACS_peak_23640_lociStitched	chr8	137189277	137201302	2	10876	18051.93	2227.03	572			KHDRBS3	KHDRBS3	NONE	572	1
1_MACS_peak_1273_lociStitched	chr1	145449070	145457805	1	8736	18514.706	2690.38	573	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	RBM8A	0.7261	573	1
8_MACS_peak_5434_lociStitched	chr12	53845682	53873680	8	21370	20810.9134	4989.2436	574	PCBP2	AMHR2,PRR13,TARBP2,MAP3K12,NPFF	PCBP2	PCBP2	0.39790000000000003	574	1
1_MACS_peak_13512_lociStitched	chr2	158295328	158302177	1	6850	17340.9831	1525.9572	575	CYTIP		CYTIP	CYTIP	0.3791	575	1
1_MACS_peak_3627_lociStitched	chr11	692130	697181	1	5052	16733.4579	918.7769	576	TMEM80,DEAF1	EPS8L2	TMEM80	TMEM80	0.8461	576	1
2_MACS_peak_11170_lociStitched	chr19	2234903	2240926	2	4614	17389.0033	1587.0605	577	SF3A2,PLEKHJ1	AMH,MIR4321,OAZ1,MIR1227,JSRP1,C19orf35	SF3A2	MIR1227	1.4877	577	1
2_MACS_peak_9917_lociStitched	chr17	41436833	41447167	2	5576	17721.7766	1922.124	578		ARL4D,LOC100130581	LOC100130581	LOC100130581	0.24459999999999998	578	1
2_MACS_peak_3680_lociStitched	chr11	3527135	3536041	2	8056	17629.427	1831.0736	579			TRPC2	TRPC2	NONE	579	1
2_MACS_peak_9802_lociStitched	chr17	37351271	37357776	2	5505	16874.6205	1080.4805	580	RPL19,CACNB1	PLXDC1,ARL5C,STAC2	CACNB1	CACNB1	0.4984	580	1
3_MACS_peak_20294_lociStitched	chr6	31619170	31634835	3	7347	18433.0055	2653.651	581	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	SNORA38	0.5214000000000001	581	1
1_MACS_peak_18312_lociStitched	chr4	144274445	144281800	1	7356	17154.0665	1376.856	582	GAB1		GAB1	GAB1	0.146	582	1
2_MACS_peak_15169_lociStitched	chr21	43527069	43540365	2	6860	18704.8128	2935.7568	583	UMODL1,C21orf128		C21orf128	C21orf128	0.34099999999999997	583	1
1_MACS_peak_14584_lociStitched	chr20	35722761	35725426	1	2666	16445.715	677.7095	584	RBL1		RBL1	RBL1	0.14329999999999998	584	1
2_MACS_peak_6063_lociStitched	chr12	122237273	122243357	2	5901	16252.7976	489.1536	585	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	0.9060999999999999	585	1
1_MACS_peak_6117_lociStitched	chr12	125398346	125406794	1	8449	16849.536	1091.4816	586	UBC	SCARB1	UBC	UBC	0.8941999999999999	586	1
6_MACS_peak_11430_lociStitched	chr19	12885650	12918342	6	13612	20184.0408	4446.112	587	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	C19orf43	0.9262	587	1
1_MACS_peak_5832_lociStitched	chr12	102870406	102879284	1	8879	17444.3822	1722.332	588	IGF1		IGF1	IGF1	0.1609	588	1
4_MACS_peak_19595_lociStitched	chr5	150459382	150475825	4	10351	18726.9327	3033.7335	589	TNIP1	ANXA6	TNIP1	ANXA6	0.14420000000000002	589	1
1_MACS_peak_15644_lociStitched	chr22	39051695	39054022	1	2328	16157.5245	478.8966	590	CBY1,LOC646851	TOMM22,GTPBP1,JOSD1	CBY1	JOSD1	0.8414999999999999	590	1
1_MACS_peak_12832_lociStitched	chr2	70368195	70371250	1	3056	16430.401	763.4445	591		LOC100133985,C2orf42	LOC100133985	LOC100133985	0.8932000000000001	591	1
1_MACS_peak_24549_lociStitched	chr9	127047185	127050728	1	3544	16324.0182	663.6039	592	NEK6	NEK6	NEK6	NEK6	0.1777	592	1
1_MACS_peak_1270_lociStitched	chr1	145381882	145383944	1	2063	16267.9428	629.3224	593		HFE2	HFE2	NONE	NONE	593	1
3_MACS_peak_22432_lociStitched	chr7	128162708	128173479	3	6495	17809.8485	2182.2046	594		METTL2B	METTL2B	METTL2B	0.3397	594	1
1_MACS_peak_708_lociStitched	chr1	46597310	46601402	1	4093	16397.4624	772.5696	595	PIK3R3	TSPAN1	PIK3R3	PIK3R3	0.2112	595	1
1_MACS_peak_5154_lociStitched	chr12	25537824	25540871	1	3048	16292.6137	669.4259	596			KRAS	KRAS	NONE	596	1
1_MACS_peak_13185_lociStitched	chr2	111126923	111132593	1	5671	16770.159	1152.144	597		LOC151009	LOC151009	LOC151009	0.8779999999999999	597	1
1_MACS_peak_13334_lociStitched	chr2	128457500	128460765	1	3266	16230.968	627.8595	598	SFT2D3	LIMS2	SFT2D3	SFT2D3	1.2116	598	1
1_MACS_peak_17351_lociStitched	chr3	186499993	186503247	1	3255	16533.2486	952.4458	599	EIF4A2,SNORD2	SNORA81,MIR1248,SNORA63,SNORA4,RFC4	EIF4A2	MIR1248	1.5133	599	1
1_MACS_peak_572_lociStitched	chr1	39973122	39978127	1	5006	16631.1145	1050.5495	600	BMP8A	PPIEL	BMP8A	BMP8A	0.6009	600	1
2_MACS_peak_20303_lociStitched	chr6	31756003	31764608	2	4993	16858.0555	1313.123	601	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	SNORD48	0.7767000000000001	601	1
1_MACS_peak_2914_lociStitched	chr10	63803283	63812313	1	9031	17119.977	1632.624	602	ARID5B		ARID5B	ARID5B	0.14079999999999998	602	1
2_MACS_peak_2285_lociStitched	chr1	228268989	228279395	2	6748	18338.4938	2863.7312	603	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	0.742	603	1
1_MACS_peak_14958_lociStitched	chr21	11167940	11172280	1	4341	17806.586	2333.184	604			BAGE	BAGE	NONE	604	1
4_MACS_peak_24556_lociStitched	chr9	127614918	127635671	4	8721	18432.8146	2965.6037	605	WDR38,ARPC5L,RPL35		RPL35	RPL35	0.5085	605	1
2_MACS_peak_16832_lociStitched	chr3	127307891	127318433	2	5140	17082.2568	1621.3596	606	MCM2,TPRA1	PODXL2,TPRA1	TPRA1	TPRA1	0.2644	606	1
2_MACS_peak_11097_lociStitched	chr19	506007	512344	2	4573	17177.7059	1753.4479	607	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	C19orf20	0.6707000000000001	607	1
1_MACS_peak_20028_lociStitched	chr6	12008025	12014025	1	6001	15979.8	555.6	608	HIVEP1		HIVEP1	HIVEP1	0.15239999999999998	608	1
3_MACS_peak_4733_lociStitched	chr11	120368177	120383306	3	8608	17281.8567	1888.0992	609			GRIK4	GRIK4	NONE	609	1
2_MACS_peak_17221_lociStitched	chr3	177068557	177079810	2	8490	18468.4236	3082.1967	610			TBL1XR1	TBL1XR1	0.08559999999999998	610	1
1_MACS_peak_18580_lociStitched	chr5	188040	192957	1	4918	16143.9861	789.1785	611	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	1.1078999999999999	611	1
1_MACS_peak_337_lociStitched	chr1	25967533	25970966	1	3434	16263.1509	916.611	612	MAN1C1		MAN1C1	MAN1C1	0.1673	612	1
4_MACS_peak_2038_lociStitched	chr1	206955598	206978900	4	12596	20200.5038	4860.7972	613	IL19	IL19,IL10	IL19	IL19	0.3016	613	1
1_MACS_peak_19856_lociStitched	chr5	179244934	179249243	1	4310	16108.3347	776.4818	614	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	MGAT4B	0.5364	614	1
1_MACS_peak_17215_lociStitched	chr3	176911622	176920839	1	9218	17785.1232	2466.4692	615	TBL1XR1		TBL1XR1	TBL1XR1	0.08559999999999998	615	1
1_MACS_peak_22334_lociStitched	chr7	115849732	115852980	1	3249	16078.5744	781.7936	616	TES	TES	TES	TES	0.22540000000000002	616	1
2_MACS_peak_2133_lociStitched	chr1	212779655	212788838	2	5808	17487.1869	2201.1651	617	ATF3	FAM71A	ATF3	ATF3	0.2903	617	1
4_MACS_peak_12549_lociStitched	chr2	42343213	42360909	4	12672	17927.8176	2659.7088	618		EML4	EML4	NONE	NONE	618	1
5_MACS_peak_24690_lociStitched	chr9	134127165	134153553	5	13519	19442.6784	4179.8592	619	FAM78A	PPAPDC3	FAM78A	FAM78A	0.4626	619	1
1_MACS_peak_13633_lociStitched	chr2	174827530	174831447	1	3918	15819.9796	558.9559	620	SP3		SP3	SP3	0.188	620	1
1_MACS_peak_18116_lociStitched	chr4	103746434	103750762	1	4329	16412.6416	1160.3368	621	UBE2D3	CISD2	UBE2D3	UBE2D3	0.321	621	1
1_MACS_peak_13664_lociStitched	chr2	178075650	178078963	1	3314	15741.7195	493.9683	622	HNRNPA3	MIR3128,NFE2L2	HNRNPA3	HNRNPA3	0.6564	622	1
2_MACS_peak_3347_lociStitched	chr10	104401161	104412853	2	7816	17008.3524	1760.8152	623	TRIM8		TRIM8	TRIM8	0.6807	623	1
2_MACS_peak_24188_lociStitched	chr9	91924665	91934803	2	5106	17118.013	1886.6818	624	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	0.6632	624	1
2_MACS_peak_9071_lociStitched	chr16	71841454	71853057	2	6043	17041.3261	1811.2283	625	AP1G1	ATXN1L,SNORD71	AP1G1	ATXN1L	0.2249	625	1
1_MACS_peak_771_lociStitched	chr1	53100834	53104834	1	4001	16244	1028.8	626	FAM159A	GPX7	FAM159A	FAM159A	0.4852000000000001	626	1
2_MACS_peak_20266_lociStitched	chr6	30683986	30690643	2	6051	16784.2941	1581.7032	627	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.0005	627	1
4_MACS_peak_11519_lociStitched	chr19	16545092	16561452	4	9159	17901.112	2705.944	628	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.2347	628	1
1_MACS_peak_10923_lociStitched	chr18	48677413	48681672	1	4260	15987.0083	804.5251	629		MEX3C	MEX3C	MEX3C	0.17739999999999997	629	1
2_MACS_peak_10434_lociStitched	chr17	75361705	75369735	2	6176	16579.541	1399.629	630	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2356	630	1
3_MACS_peak_4265_lociStitched	chr11	67034058	67046750	3	6323	17381.694	2207.1388	631	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	0.9609	631	1
5_MACS_peak_4164_lociStitched	chr11	64611165	64634362	5	10415	18483.3696	3328.7695	632	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.07359999999999998	632	1
3_MACS_peak_17369_lociStitched	chr3	187455452	187464136	3	5308	17216.03	2083.2916	633	BCL6	LOC100131635,RTP2,BCL6	BCL6	BCL6	0.41759999999999997	633	1
2_MACS_peak_11664_lociStitched	chr19	29121177	29126511	2	5253	16264.9662	1155.8778	634			LOC148145	LOC148145	NONE	634	1
4_MACS_peak_7873_lociStitched	chr15	70306297	70330153	4	12314	18765.1296	3671.4384	635		MIR629	MIR629	MIR629	0.019099999999999992	635	1
1_MACS_peak_9055_lociStitched	chr16	70555623	70559522	1	3900	15691.5255	612.143	636	SF3B3,COG4	SNORD111B,MIR3647,SNORD111	COG4	COG4	0.2644	636	1
1_MACS_peak_4803_lociStitched	chr11	126333405	126338802	1	5398	15905.4987	837.0747	637	KIRREL3		ST3GAL4	ST3GAL4	0.016	637	1
3_MACS_peak_1819_lociStitched	chr1	184710816	184725593	3	9592	18777.1339	3710.5047	638	EDEM3		EDEM3	EDEM3	0.18000000000000002	638	1
2_MACS_peak_13514_lociStitched	chr2	158323923	158337760	2	6968	17512.1072	2449.149	639		CYTIP	CYTIP	CYTIP	0.3791	639	1
1_MACS_peak_24162_lociStitched	chr9	86593744	86597004	1	3261	16001.058	949.312	640	RMI1,HNRNPK	C9orf64,MIR7-1	HNRNPK	HNRNPK	0.6539	640	1
1_MACS_peak_19033_lociStitched	chr5	75696716	75702067	1	5352	16406.166	1367.1805	641	IQGAP2		IQGAP2	IQGAP2	0.0994	641	1
3_MACS_peak_22978_lociStitched	chr8	29465171	29482530	3	10869	17376.359	2357.3522	642			C8orf75	C8orf75	0.2712	642	1
1_MACS_peak_7299_lociStitched	chr14	106207523	106212068	1	4546	15434.82	415.8675	643			KIAA0125	KIAA0125	NONE	643	1
1_MACS_peak_4696_lociStitched	chr11	118659231	118663639	1	4409	15725.0992	725.9976	644	DDX6		DDX6	DDX6	0.258	644	1
3_MACS_peak_15062_lociStitched	chr21	34696066	34712490	3	8040	18907.3088	3945.0448	645	IFNAR1		IFNAR1	IFNAR1	0.34229999999999994	645	1
