REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_13972_lociStitched	chr2	219148533	219160894	3	8698	13510.573	2344.8817	479	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	TMBIM1	0.46040000000000003	479	1
4_MACS_peak_8195_lociStitched	chr15	93346246	93364341	4	8698	23997.589	2893.3905	480		ASB9P1	ASB9P1	NONE	NONE	480	1
2_MACS_peak_18496_lociStitched	chr4	185201172	185210928	2	8684	34590.8736	2007.7848	481			ENPP6	ENPP6	NONE	481	1
3_MACS_peak_8878_lociStitched	chr16	56893293	56906419	3	8682	9179.0118	2123.7868	482	SLC12A3	MIR138-2	SLC12A3	SLC12A3	1.0505	482	1
3_MACS_peak_20147_lociStitched	chr6	26020377	26034499	3	8681	11739.6186	2659.1726	483	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	0.47650000000000003	483	1
3_MACS_peak_13503_lociStitched	chr2	157188153	157207753	3	8679	31673.6	2399.04	484	NR4A2		NR4A2	NR4A2	0.7853000000000001	484	1
2_MACS_peak_3935_lociStitched	chr11	35183616	35196138	2	8675	9325.1334	2074.8954	485	CD44		CD44	CD44	0.20149999999999998	485	1
2_MACS_peak_7920_lociStitched	chr15	74665663	74680544	2	8670	39726.3176	2816.9733	486		CYP11A1,SEMA7A	CYP11A1	SEMA7A	0.11560000000000001	486	1
4_MACS_peak_9512_lociStitched	chr17	17725460	17744747	4	8670	19248.426	2839.0464	487	SREBF1	SMCR5,MIR33B	SREBF1	SREBF1	0.47430000000000005	487	1
3_MACS_peak_5871_lociStitched	chr12	106529839	106543993	3	8661	11841.2364	2386.3644	488	NUAK1		NUAK1	NUAK1	0.10070000000000001	488	1
4_MACS_peak_13209_lociStitched	chr2	112185961	112201230	4	8655	8110.8928	2317.8342	489	LOC541471		LOC541471	LOC541471	0.41779999999999995	489	1
3_MACS_peak_16023_lociStitched	chr3	15835528	15851601	3	8652	12387.4611	2544.3559	490	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.008200000000000013	490	1
4_MACS_peak_12806_lociStitched	chr2	68941300	68963115	4	8634	14635.6835	3169.7195	491	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.07719999999999999	491	1
3_MACS_peak_14923_lociStitched	chr20	62358150	62370967	3	8618	15158.6659	2057.1285	492	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	0.4946	492	1
1_MACS_peak_17890_lociStitched	chr4	69434667	69443277	1	8611	12655.839	1500.723	493		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.07749999999999999	493	1
3_MACS_peak_4733_lociStitched	chr11	120368177	120383306	3	8608	17281.8567	1888.0992	494			GRIK4	GRIK4	NONE	494	1
4_MACS_peak_20001_lociStitched	chr6	10403593	10427661	4	8606	13836.6932	2693.2092	495	LOC100130275,TFAP2A	C6orf218	TFAP2A	TFAP2A	0.31930000000000003	495	1
1_MACS_peak_13018_lociStitched	chr2	89048937	89057540	1	8604	25148.2896	1703.394	496	RPIA	ANKRD36BP2	ANKRD36BP2	NONE	NONE	496	1
2_MACS_peak_22514_lociStitched	chr7	136036101	136047436	2	8599	14729.8325	2803.1455	497			LUZP6	LUZP6	NONE	497	1
4_MACS_peak_23721_lociStitched	chr8	145732870	145754882	4	8594	17699.8492	2843.9504	498	MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,GPT,CYHR1,FOXH1	LRRC14	GPT	0.6104	498	1
2_MACS_peak_5711_lociStitched	chr12	89738177	89749431	2	8577	15011.7106	2093.244	499	DUSP6		DUSP6	DUSP6	0.884	499	1
5_MACS_peak_9877_lociStitched	chr17	40329940	40351499	5	8574	12946.1795	3218.7587	500	KCNH4,HCRT,GHDC,STAT5B	RAB5C	HCRT	HCRT	0.6708999999999999	500	1
2_MACS_peak_15117_lociStitched	chr21	37905187	37917072	2	8571	25754.795	2898.7515	501	CLDN14		CLDN14	CLDN14	0.2743	501	1
2_MACS_peak_4864_lociStitched	chr11	130696929	130705702	2	8549	15439.6027	1731.7902	502			SNX19	SNX19	NONE	502	1
2_MACS_peak_3241_lociStitched	chr10	97049141	97057915	2	8538	13416.3234	1488.0704	503	PDLIM1		PDLIM1	PDLIM1	0.2367	503	1
3_MACS_peak_12779_lociStitched	chr2	65609738	65622960	3	8523	9595.2054	2081.1428	504	SPRED2	SPRED2	SPRED2	SPRED2	0.11410000000000001	504	1
2_MACS_peak_23622_lociStitched	chr8	134577096	134586047	2	8516	18053.2719	1693.5292	505	ST3GAL1		ST3GAL1	ST3GAL1	0.2835	505	1
4_MACS_peak_24083_lociStitched	chr9	71251307	71269174	4	8513	8974.5941	2830.1328	506			PIP5K1B	PIP5K1B	NONE	506	1
1_MACS_peak_3661_lociStitched	chr11	2792881	2801389	1	8509	17988.4644	1597.8024	507	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	507	1
2_MACS_peak_9217_lociStitched	chr16	89033504	89046053	2	8507	23119.0227	1025.2533	508	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.1898	508	1
4_MACS_peak_1392_lociStitched	chr1	151881127	151900476	4	8502	13826.7954	3827.2322	509	THEM4		THEM4	THEM4	0.04150000000000001	509	1
3_MACS_peak_24193_lociStitched	chr9	92039645	92058377	3	8494	10308.2196	2826.6588	510	SEMA4D		SEMA4D	SEMA4D	0.0562	510	1
2_MACS_peak_17221_lociStitched	chr3	177068557	177079810	2	8490	18468.4236	3082.1967	511			TBL1XR1	TBL1XR1	0.08559999999999998	511	1
2_MACS_peak_18608_lociStitched	chr5	1335259	1346360	2	8485	35597.5767	2053.685	512	CLPTM1L	TERT	CLPTM1L	CLPTM1L	3.9886000000000004	512	1
2_MACS_peak_20264_lociStitched	chr6	30649435	30659388	2	8473	10572.0766	1558.6398	513	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	1.0005	513	1
5_MACS_peak_20351_lociStitched	chr6	33377149	33396770	5	8466	11541.0722	3037.3308	514	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	SYNGAP1	SYNGAP1	0.1342	514	1
2_MACS_peak_6636_lociStitched	chr13	115039525	115048679	2	8461	33356.2606	1766.722	515	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.8885000000000001	515	1
2_MACS_peak_5180_lociStitched	chr12	27330328	27340762	2	8457	14036.8602	1887.5106	516			STK38L	STK38L	NONE	516	1
1_MACS_peak_6117_lociStitched	chr12	125398346	125406794	1	8449	16849.536	1091.4816	517	UBC	SCARB1	UBC	UBC	0.8941999999999999	517	1
1_MACS_peak_14327_lociStitched	chr20	9489956	9498402	1	8447	12060.888	1472.9824	518	C20orf103		C20orf103	C20orf103	0.4052	518	1
1_MACS_peak_9378_lociStitched	chr17	6063159	6071603	1	8445	34472.63	1489.5216	519			WSCD1	WSCD1	NONE	519	1
2_MACS_peak_22323_lociStitched	chr7	114561724	114574079	2	8444	32056.283	3130.757	520	MDFIC		MDFIC	MDFIC	0.9593	520	1
4_MACS_peak_24815_lociStitched	chrX	950062	971022	4	8439	12244.832	777.616	521			CRLF2	CRLF2	NONE	521	1
4_MACS_peak_16264_lociStitched	chr3	46529647	46547766	4	8437	12596.3288	2748.6523	522	RTP3	LTF	RTP3	RTP3	0.352	522	1
3_MACS_peak_521_lociStitched	chr1	36614181	36627341	3	8428	18522.7	2317.476	523	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.3121	523	1
3_MACS_peak_2522_lociStitched	chr10	5930503	5947942	3	8428	11882.9346	2535.6306	524	FBXO18,ANKRD16		FBXO18	FBXO18	0.1464	524	1
4_MACS_peak_9437_lociStitched	chr17	8088451	8104323	4	8424	9759.6928	2926.7968	525	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	C17orf68	0.7299	525	1
2_MACS_peak_8477_lociStitched	chr16	11668571	11681803	2	8412	11554.1824	2467.768	526	LITAF		LITAF	LITAF	0.17170000000000002	526	1
3_MACS_peak_9576_lociStitched	chr17	20936701	20955803	3	8405	15247.2164	2651.3576	527	USP22		USP22	USP22	0.20600000000000002	527	1
2_MACS_peak_10052_lociStitched	chr17	47816464	47827548	2	8401	11010.8456	2225.6672	528	FAM117A	MYST2,SLC35B1	FAM117A	SLC35B1	0.5415000000000001	528	1
2_MACS_peak_10363_lociStitched	chr17	73628679	73643880	2	8392	21738.9501	2313.5922	529	LOC643008,LOC100130933,RECQL5	MYO15B,SAP30BP,RECQL5	LOC643008	LOC643008	0.8754	529	1
5_MACS_peak_4428_lociStitched	chr11	77146728	77169309	5	8378	10658.232	3364.569	530	PAK1		PAK1	PAK1	0.0382	530	1
3_MACS_peak_20477_lociStitched	chr6	42737757	42752387	3	8372	30856.133	2134.517	531		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.4259	531	1
3_MACS_peak_17973_lociStitched	chr4	78736063	78749456	3	8370	10066.1788	2128.1477	532	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.03649999999999999	532	1
3_MACS_peak_21131_lociStitched	chr6	138246617	138262802	3	8358	11658.0555	2520.0045	533			TNFAIP3	TNFAIP3	NONE	533	1
2_MACS_peak_19484_lociStitched	chr5	140886369	140894818	2	8354	6376.4603	1421.1218	534	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	PCDHGC5	0.1397	534	1
3_MACS_peak_19974_lociStitched	chr6	7135421	7147994	3	8352	14486.6106	2035.5687	535	RREB1		RREB1	RREB1	0.1305	535	1
3_MACS_peak_17919_lociStitched	chr4	74454106	74474062	3	8348	13989.156	2706.0336	536	RASSF6		RASSF6	RASSF6	0.2086	536	1
1_MACS_peak_19522_lociStitched	chr5	142777646	142785986	1	8341	18645.738	1634.64	537	NR3C1		NR3C1	NR3C1	0.1179	537	1
4_MACS_peak_23965_lociStitched	chr9	36135808	36153119	4	8338	11409.6801	2503.1706	538	GLIPR2	CCIN,CLTA	GLIPR2	GLIPR2	0.22970000000000002	538	1
2_MACS_peak_7137_lociStitched	chr14	91876147	91885906	2	8337	9225.1827	1058.8515	539	CCDC88C		CCDC88C	CCDC88C	0.47829999999999995	539	1
3_MACS_peak_17472_lociStitched	chr3	197450217	197464921	3	8332	24442.4592	3346.6304	540	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.36879999999999996	540	1
1_MACS_peak_7870_lociStitched	chr15	70045984	70054314	1	8331	10314.206	1519.392	541			C15orf50	C15orf50	NONE	541	1
2_MACS_peak_17815_lociStitched	chr4	48194575	48205938	2	8320	16279.7701	1791.9451	542	TEC		TXK	TXK	NONE	542	1
3_MACS_peak_10436_lociStitched	chr17	75435095	75447516	3	8319	23242.1752	1659.4456	543	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2356	543	1
1_MACS_peak_1570_lociStitched	chr1	160676682	160684991	1	8310	10063.0299	2761.0807	544	CD48	SLAMF7	CD48	CD48	0.2909	544	1
1_MACS_peak_13959_lociStitched	chr2	217080571	217088876	1	8306	18993.535	1867.7945	545			XRCC5	XRCC5	NONE	545	1
4_MACS_peak_21050_lociStitched	chr6	130833661	130848440	4	8296	10005.383	2273.0102	546			TMEM200A	TMEM200A	NONE	546	1
3_MACS_peak_23549_lociStitched	chr8	126647956	126660938	3	8291	11563.0674	2248.4824	547			TRIB1	TRIB1	0.7961	547	1
4_MACS_peak_3506_lociStitched	chr10	124341224	124355966	4	8289	6501.222	1904.6664	548	DMBT1		DMBT1	DMBT1	0.05520000000000001	548	1
1_MACS_peak_17406_lociStitched	chr3	193815011	193823277	1	8267	53390.9206	2654.2126	549		HES1	HES1	HES1	2.0221	549	1
3_MACS_peak_4932_lociStitched	chr12	4250480	4263749	3	8256	10872.6186	2140.2897	550			CCND2	CCND2	0.7908	550	1
2_MACS_peak_9934_lociStitched	chr17	42287212	42300084	2	8252	13798.784	1816.2392	551	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	0.5443	551	1
2_MACS_peak_12826_lociStitched	chr2	70310249	70323306	2	8251	59137.7644	2354.1771	552	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	4.750100000000001	552	1
1_MACS_peak_15444_lociStitched	chr22	26984215	26992456	1	8242	16383.108	1746.2679	553	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	0.874	553	1
3_MACS_peak_7460_lociStitched	chr15	34619341	34635788	3	8233	10141.2202	2547.6403	554	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.2586	554	1
1_MACS_peak_9111_lociStitched	chr16	79631942	79640164	1	8223	8190.7564	772.0458	555	MAF		MAF	MAF	0.4693	555	1
1_MACS_peak_1134_lociStitched	chr1	111172969	111181184	1	8216	17479.877	1066.307	556		KCNA2,KCNA3	KCNA2	KCNA3	0.3306	556	1
4_MACS_peak_23937_lociStitched	chr9	35095499	35117733	4	8214	11074.7554	3813.131	557	PIGO,STOML2,KIAA1539	UNC13B,VCP,FANCG	STOML2	FANCG	0.7378	557	1
2_MACS_peak_331_lociStitched	chr1	25869662	25879268	2	8204	22222.5204	1895.2638	558	LDLRAP1		LDLRAP1	LDLRAP1	0.6917	558	1
2_MACS_peak_25174_lociStitched	chrX	58124902	58135174	2	8199	8983.8912	761.1552	559			ZXDA	ZXDA	NONE	559	1
1_MACS_peak_6252_lociStitched	chr13	30943671	30951864	1	8194	9003.2877	1031.4987	560	LOC100188949		LOC100188949	LOC100188949	0.1767	560	1
3_MACS_peak_12454_lociStitched	chr2	31430091	31443102	3	8189	8451.9456	1729.1619	561	CAPN14	EHD3	CAPN14	CAPN14	0.1398	561	1
3_MACS_peak_21814_lociStitched	chr7	52774349	52788278	3	8188	10764.3312	1760.6256	562			POM121L12	POM121L12	NONE	562	1
2_MACS_peak_22930_lociStitched	chr8	26428255	26437465	2	8184	26172.057	1880.682	563	DPYSL2		DPYSL2	DPYSL2	0.1367	563	1
3_MACS_peak_16239_lociStitched	chr3	46130116	46141187	3	8183	11092.0349	2047.0279	564			XCR1	XCR1	NONE	564	1
3_MACS_peak_20968_lociStitched	chr6	117859137	117871521	3	8182	11270.6784	1917.0432	565	DCBLD1		GOPC	GOPC	NONE	565	1
3_MACS_peak_9610_lociStitched	chr17	27037648	27056500	3	8177	20017.0536	3185.988	566	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,PROCA1,RAB34,TLCD1	SUPT6H,TRAF4,SDF2	RPL23A	RPL23A	1.1085	566	1
2_MACS_peak_7735_lociStitched	chr15	58583599	58592203	2	8173	11633.4684	1500.5376	567			LIPC	LIPC	NONE	567	1
3_MACS_peak_7612_lociStitched	chr15	45016343	45029365	3	8165	9167.488	1868.657	568	TRIM69	B2M,PATL2	TRIM69	B2M	0.4333	568	1
3_MACS_peak_21538_lociStitched	chr7	22474388	22488809	3	8163	11463.2529	2445.8016	569	MGC87042		MGC87042	MGC87042	0.1569	569	1
4_MACS_peak_2042_lociStitched	chr1	206989577	207007658	4	8162	8570.394	3941.658	570	IL19	IL20,IL10	IL19	IL19	0.3016	570	1
1_MACS_peak_278_lociStitched	chr1	23850479	23858629	1	8151	28310.655	1854.125	571	E2F2	ASAP3,ID3	E2F2	E2F2	0.7574	571	1
4_MACS_peak_22857_lociStitched	chr8	19519709	19540642	4	8144	12561.8933	3192.2825	572	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.0631	572	1
4_MACS_peak_18640_lociStitched	chr5	6392880	6409837	4	8134	10240.3323	2114.5379	573		UBE2QL1,MED10	MED10	UBE2QL1	1.2298	573	1
5_MACS_peak_1041_lociStitched	chr1	93409808	93428151	5	8130	8028.7311	1656.3729	574	FAM69A		FAM69A	FAM69A	0.0748	574	1
4_MACS_peak_17422_lociStitched	chr3	194867470	194882674	4	8127	11722.284	3014.9532	575	C3orf21		C3orf21	C3orf21	0.0456	575	1
2_MACS_peak_15636_lociStitched	chr22	38701278	38714940	2	8123	14147.001	2632.6674	576	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.33840000000000003	576	1
2_MACS_peak_15744_lociStitched	chr22	42141460	42150769	2	8122	14233.461	1747.2993	577	MEI1	CCDC134	CCDC134	CCDC134	0.0821	577	1
4_MACS_peak_6630_lociStitched	chr13	114987184	115002068	4	8116	15296.2868	2271.2984	578	CDC16	UPF3A	CDC16	UPF3A	0.8885000000000001	578	1
1_MACS_peak_9822_lociStitched	chr17	38016966	38025056	1	8091	21444.163	1707.799	579	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.35419999999999996	579	1
4_MACS_peak_17651_lociStitched	chr4	15767373	15788250	4	8085	11605.5243	3277.689	580	CD38		CD38	CD38	0.0765	580	1
4_MACS_peak_10401_lociStitched	chr17	74488049	74503323	4	8082	10641.3958	2222.367	581	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	RHBDF2	0.5885	581	1
1_MACS_peak_20861_lociStitched	chr6	106609473	106617547	1	8075	29739.7716	1843.2942	582			PRDM1	PRDM1	1.6933	582	1
4_MACS_peak_4666_lociStitched	chr11	115795130	115811362	4	8070	9797.6352	2332.5384	583			LOC283143	LOC283143	NONE	583	1
1_MACS_peak_23547_lociStitched	chr8	126441083	126449151	1	8069	16190.0556	1632.9632	584	TRIB1		TRIB1	TRIB1	0.7961	584	1
4_MACS_peak_9050_lociStitched	chr16	70461263	70474122	4	8062	7427.3584	2116.5914	585	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.2193	585	1
3_MACS_peak_13346_lociStitched	chr2	129127849	129147233	3	8058	16216.6544	2459.8296	586			HS6ST1	HS6ST1	NONE	586	1
2_MACS_peak_3680_lociStitched	chr11	3527135	3536041	2	8056	17629.427	1831.0736	587			TRPC2	TRPC2	NONE	587	1
3_MACS_peak_8900_lociStitched	chr16	57569180	57579465	3	8042	9719.325	1763.8775	588	GPR114,CCDC102A	DOK4	GPR114	GPR114	0.10749999999999998	588	1
3_MACS_peak_15062_lociStitched	chr21	34696066	34712490	3	8040	18907.3088	3945.0448	589	IFNAR1		IFNAR1	IFNAR1	0.34229999999999994	589	1
3_MACS_peak_16346_lociStitched	chr3	50263510	50285088	3	8039	8825.402	2919.5034	590	GNAI2	GNAT1,SLC38A3,SEMA3B,C3orf45,IFRD2	GNAI2	IFRD2	0.2053	590	1
3_MACS_peak_19627_lociStitched	chr5	153651701	153665119	3	8036	7578.4864	1854.3676	591	GALNT10		GALNT10	GALNT10	0.0615	591	1
3_MACS_peak_12413_lociStitched	chr2	27375094	27389143	3	8034	8725.8339	2451.5505	592	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	0.7762	592	1
2_MACS_peak_22500_lociStitched	chr7	134670512	134682421	2	8032	14031.1838	2797.4241	593	AGBL3		AGBL3	AGBL3	0.03519999999999998	593	1
3_MACS_peak_24291_lociStitched	chr9	98267757	98279537	3	8022	9088.27	1357.056	594	PTCH1		PTCH1	PTCH1	0.1627	594	1
3_MACS_peak_8459_lociStitched	chr16	10961897	10976747	3	8014	10092.06	2622.51	595	CIITA	FAM18A	CIITA	CIITA	0.09110000000000001	595	1
2_MACS_peak_23061_lociStitched	chr8	38614075	38628987	2	8014	11535.9232	2226.3616	596	TACC1	TACC1	TACC1	TACC1	0.1278	596	1
3_MACS_peak_15450_lociStitched	chr22	27053262	27071036	3	8013	13168.7566	2943.3744	597	MIAT	CRYBA4,CRYBB1	MIAT	CRYBB1	0.874	597	1
2_MACS_peak_4930_lociStitched	chr12	4216416	4230551	2	7992	59976.2185	2855.27	598			CCND2	CCND2	0.7908	598	1
1_MACS_peak_19826_lociStitched	chr5	176852071	176860057	1	7987	14707.0176	1727.3718	599	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	0.6080000000000001	599	1
1_MACS_peak_3517_lociStitched	chr10	125155752	125163738	1	7987	21686.7816	1795.2528	600			BUB3	BUB3	NONE	600	1
3_MACS_peak_2239_lociStitched	chr1	226034797	226045038	3	7978	10356.7233	2542.8403	601	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	0.48250000000000004	601	1
2_MACS_peak_22276_lociStitched	chr7	106504283	106513798	2	7977	13058.386	2574.759	602	PIK3CG		PIK3CG	PIK3CG	0.23349999999999999	602	1
2_MACS_peak_7283_lociStitched	chr14	105946959	105958429	2	7952	14084.013	1335.108	603	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	CRIP1	0.8246	603	1
2_MACS_peak_15055_lociStitched	chr21	34600812	34612912	2	7947	13963.4	2866.49	604	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.31899999999999995	604	1
1_MACS_peak_21835_lociStitched	chr7	55597670	55605613	1	7944	49900.3089	2054.8541	605	VOPP1		VOPP1	VOPP1	0.9103999999999999	605	1
2_MACS_peak_18535_lociStitched	chr4	186225156	186233769	2	7938	12298.5027	1723.4613	606	SNX25		LRP2BP	LRP2BP	0.07859999999999999	606	1
2_MACS_peak_10060_lociStitched	chr17	48225390	48234089	2	7927	7966.5442	1434.4651	607	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	HILS1	0.20020000000000002	607	1
2_MACS_peak_4202_lociStitched	chr11	65336395	65345334	2	7925	10957.4262	1767.2403	608	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	0.7678	608	1
2_MACS_peak_15453_lociStitched	chr22	27100296	27108372	2	7918	9078.2316	1215.438	609		MIAT	MIAT	MIAT	0.3576999999999999	609	1
3_MACS_peak_7956_lociStitched	chr15	75396612	75407744	3	7903	6943.0284	1613.0268	610			PPCDC	PPCDC	1.0359	610	1
2_MACS_peak_16003_lociStitched	chr3	14727930	14741603	2	7898	8562.0326	1960.7082	611	C3orf20	C3orf19	C3orf20	C3orf19	0.09079999999999999	611	1
4_MACS_peak_10836_lociStitched	chr18	42288992	42306568	4	7896	7508.4672	2451.852	612	SETBP1		SETBP1	SETBP1	0.1459	612	1
1_MACS_peak_2910_lociStitched	chr10	63656565	63664458	1	7894	10343.7765	1200.5253	613	ARID5B		ARID5B	ARID5B	0.14079999999999998	613	1
2_MACS_peak_10513_lociStitched	chr17	78873546	78887055	2	7893	29506.3578	1712.9412	614	RPTOR		CHMP6	CHMP6	NONE	614	1
2_MACS_peak_1568_lociStitched	chr1	160633644	160646349	2	7881	11492.943	3243.5865	615		SLAMF1,CD48	SLAMF1	CD48	0.2909	615	1
3_MACS_peak_4294_lociStitched	chr11	67647079	67659987	3	7868	22494.7716	1956.8528	616			LOC645332	LOC645332	NONE	616	1
3_MACS_peak_3571_lociStitched	chr10	130825120	130836637	3	7863	13144.3521	1435.0182	617			MGMT	MGMT	NONE	617	1
2_MACS_peak_15931_lociStitched	chr3	8697933	8708955	2	7845	14722.0854	1817.5278	618		C3orf32	C3orf32	C3orf32	0.07390000000000001	618	1
3_MACS_peak_5303_lociStitched	chr12	46776266	46785507	3	7840	11998.5144	1607.0099	619		SLC38A2	SLC38A2	SLC38A2	0.30920000000000003	619	1
3_MACS_peak_6623_lociStitched	chr13	114863289	114877625	3	7825	21472.4608	1873.7152	620	RASA3		RASA3	RASA3	1.0796999999999999	620	1
2_MACS_peak_1235_lociStitched	chr1	143461200	143469148	2	7820	21202.0848	4043.1476	621			LOC100130000	LOC100130000	NONE	621	1
2_MACS_peak_1241_lociStitched	chr1	143911985	143920277	2	7817	9293.6736	2875.6656	622	SRGAP2P2,FAM72D		SRGAP2P2	SRGAP2P2	0.059599999999999986	622	1
2_MACS_peak_3347_lociStitched	chr10	104401161	104412853	2	7816	17008.3524	1760.8152	623	TRIM8		TRIM8	TRIM8	0.6807	623	1
2_MACS_peak_18817_lociStitched	chr5	43007093	43021044	2	7808	10421.397	2497.229	624	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.0	624	1
2_MACS_peak_4806_lociStitched	chr11	126567184	126574983	2	7799	16062.8204	1458.413	625	KIRREL3		MIR3167	MIR3167	NONE	625	1
3_MACS_peak_24503_lociStitched	chr9	123653200	123667726	3	7799	14430.1284	2431.6524	626	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	0.31010000000000004	626	1
3_MACS_peak_8838_lociStitched	chr16	50299198	50316984	3	7796	12350.5984	2817.3024	627		ADCY7	ADCY7	NONE	NONE	627	1
3_MACS_peak_2459_lociStitched	chr1	249112213	249121900	3	7786	14412.3186	2843.1345	628	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	ZNF672	0.4927	628	1
1_MACS_peak_21514_lociStitched	chr7	20254879	20262658	1	7780	21681.6288	1663.1502	629	MACC1		MACC1	MACC1	0.2393	629	1
3_MACS_peak_4710_lociStitched	chr11	118964411	118979715	3	7780	14890.792	2583.3152	630	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	0.6635	630	1
3_MACS_peak_23542_lociStitched	chr8	126342106	126355903	3	7777	7453.1394	2217.1779	631	NSMCE2		TRIB1	TRIB1	0.7961	631	1
2_MACS_peak_22635_lociStitched	chr7	150125183	150134112	2	7775	16660.6211	2527.7999	632	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	LOC728743	1.7204000000000002	632	1
2_MACS_peak_2315_lociStitched	chr1	230256520	230270036	2	7766	29756.8256	2903.2368	633	GALNT2		GALNT2	GALNT2	0.2674	633	1
4_MACS_peak_4729_lociStitched	chr11	120195549	120216506	4	7764	10484.7871	3453.7136	634	TMEM136,ARHGEF12		ARHGEF12	ARHGEF12	0.006400000000000003	634	1
1_MACS_peak_4040_lociStitched	chr11	58340138	58347892	1	7755	36117.3566	1783.42	635	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.5654	635	1
3_MACS_peak_22365_lociStitched	chr7	120627803	120639215	3	7754	5519.9844	2630.466	636	C7orf58	ING3	C7orf58	ING3	0.1733	636	1
3_MACS_peak_14034_lociStitched	chr2	227655574	227666688	3	7753	8962.3296	1552.6258	637	IRS1	RHBDD1	IRS1	IRS1	0.1412	637	1
2_MACS_peak_19616_lociStitched	chr5	151127805	151138868	2	7749	8426.6871	1856.3714	638	ATOX1	G3BP1	ATOX1	ATOX1	0.2559	638	1
3_MACS_peak_9263_lociStitched	chr17	1010869	1025485	3	7736	12704.2272	1898.6184	639	ABR		ABR	ABR	0.1315	639	1
1_MACS_peak_17025_lociStitched	chr3	150315443	150323177	1	7735	9701.5296	1741.6968	640	SELT		SELT	SELT	0.1849	640	1
