GENE_ID	locusLine	bin_1_01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam
1_MACS_peak_22891_lociStitched	chr5(.):35616846-35619024	1.0153
1_MACS_peak_22892_lociStitched	chr5(.):35851764-35853474	0.736
1_MACS_peak_22893_lociStitched	chr5(.):35904146-35905807	0.642
2_MACS_peak_22894_lociStitched	chr5(.):36070470-36076115	0.8332
1_MACS_peak_22896_lociStitched	chr5(.):36150668-36153301	1.1013
1_MACS_peak_22897_lociStitched	chr5(.):36163678-36165822	0.7759
1_MACS_peak_22898_lociStitched	chr5(.):36176540-36178752	1.2754
1_MACS_peak_22899_lociStitched	chr5(.):36239656-36243584	1.9157
1_MACS_peak_22900_lociStitched	chr5(.):36260771-36261745	0.5412
1_MACS_peak_22901_lociStitched	chr5(.):36359278-36361871	0.8799
1_MACS_peak_22902_lociStitched	chr5(.):36689755-36691356	0.6743
1_MACS_peak_22903_lociStitched	chr5(.):36722512-36726065	1.0457
1_MACS_peak_22904_lociStitched	chr5(.):36744107-36746141	0.9037
1_MACS_peak_22905_lociStitched	chr5(.):36875087-36878358	1.538
1_MACS_peak_22906_lociStitched	chr5(.):37197902-37198790	0.4516
1_MACS_peak_22907_lociStitched	chr5(.):37248468-37250101	0.8894
2_MACS_peak_22908_lociStitched	chr5(.):37370016-37380166	0.4256
1_MACS_peak_22910_lociStitched	chr5(.):37435066-37437656	1.0644
1_MACS_peak_22911_lociStitched	chr5(.):37472282-37473487	0.7434
1_MACS_peak_22912_lociStitched	chr5(.):37720957-37722953	0.6908
2_MACS_peak_22913_lociStitched	chr5(.):37735232-37739787	0.6448
3_MACS_peak_22915_lociStitched	chr5(.):37797269-37813662	1.211
3_MACS_peak_22918_lociStitched	chr5(.):37833469-37848860	0.537
1_MACS_peak_22921_lociStitched	chr5(.):37858438-37861339	0.579
2_MACS_peak_22922_lociStitched	chr5(.):37909255-37913717	0.5462
1_MACS_peak_22924_lociStitched	chr5(.):38453011-38454624	0.6376
1_MACS_peak_22925_lociStitched	chr5(.):39072756-39077985	2.1461
1_MACS_peak_22926_lociStitched	chr5(.):39176499-39177630	0.4708
1_MACS_peak_22927_lociStitched	chr5(.):39189972-39191593	0.5848
1_MACS_peak_22928_lociStitched	chr5(.):39230829-39232882	0.5888
1_MACS_peak_22929_lociStitched	chr5(.):39352900-39355313	0.599
1_MACS_peak_22930_lociStitched	chr5(.):39424304-39425880	0.5432
1_MACS_peak_22931_lociStitched	chr5(.):39459853-39462937	0.9539
1_MACS_peak_22932_lociStitched	chr5(.):39493647-39495248	0.4651
1_MACS_peak_22933_lociStitched	chr5(.):39520963-39522636	0.5864
1_MACS_peak_22934_lociStitched	chr5(.):39892711-39893848	0.4798
1_MACS_peak_22935_lociStitched	chr5(.):40378632-40379971	0.5785
1_MACS_peak_22936_lociStitched	chr5(.):40404101-40405520	0.6019
1_MACS_peak_22937_lociStitched	chr5(.):40441483-40442805	0.5733
1_MACS_peak_22938_lociStitched	chr5(.):40484234-40488783	1.3615
1_MACS_peak_22939_lociStitched	chr5(.):40590582-40592845	0.8055
1_MACS_peak_22940_lociStitched	chr5(.):40677969-40681031	1.33
1_MACS_peak_22941_lociStitched	chr5(.):40754458-40756703	0.9109
1_MACS_peak_22942_lociStitched	chr5(.):40797123-40799313	1.0582
2_MACS_peak_22943_lociStitched	chr5(.):40833873-40842229	0.9203
1_MACS_peak_22945_lociStitched	chr5(.):40872384-40873201	0.411
2_MACS_peak_22946_lociStitched	chr5(.):41869212-41875586	0.7653
1_MACS_peak_22948_lociStitched	chr5(.):41902894-41905452	1.5106
1_MACS_peak_22949_lociStitched	chr5(.):41924341-41926363	1.4297
2_MACS_peak_22950_lociStitched	chr5(.):42482928-42484741	0.5377
1_MACS_peak_22952_lociStitched	chr5(.):42628309-42629366	0.4766
1_MACS_peak_22953_lociStitched	chr5(.):42718258-42719820	0.6101
1_MACS_peak_22954_lociStitched	chr5(.):42811526-42812726	0.7558
1_MACS_peak_22955_lociStitched	chr5(.):42948883-42953239	2.2847
1_MACS_peak_22956_lociStitched	chr5(.):42991084-42995634	2.7451
2_MACS_peak_22957_lociStitched	chr5(.):43007014-43021289	1.1183
1_MACS_peak_22959_lociStitched	chr5(.):43036908-43043784	2.2708
1_MACS_peak_22960_lociStitched	chr5(.):43064076-43068305	2.4098
2_MACS_peak_22961_lociStitched	chr5(.):43105084-43110391	0.499
1_MACS_peak_22963_lociStitched	chr5(.):43120201-43122950	2.2612
1_MACS_peak_22964_lociStitched	chr5(.):43232848-43234925	0.5766
2_MACS_peak_22965_lociStitched	chr5(.):43304780-43314781	0.4712
1_MACS_peak_22967_lociStitched	chr5(.):43396749-43397590	0.396
1_MACS_peak_22968_lociStitched	chr5(.):43482568-43485603	2.04
1_MACS_peak_22969_lociStitched	chr5(.):43514139-43516074	0.7321
1_MACS_peak_22970_lociStitched	chr5(.):43555803-43558126	2.1248
1_MACS_peak_22971_lociStitched	chr5(.):43601437-43605211	2.5897
1_MACS_peak_22972_lociStitched	chr5(.):44183272-44184538	0.736
1_MACS_peak_22973_lociStitched	chr5(.):44808540-44810554	1.7365
1_MACS_peak_22974_lociStitched	chr5(.):44875441-44876742	0.7121
1_MACS_peak_22975_lociStitched	chr5(.):45825507-45826978	0.5186
1_MACS_peak_22976_lociStitched	chr5(.):49575721-49576932	0.6052
2_MACS_peak_22977_lociStitched	chr5(.):49723265-49727860	0.7786
2_MACS_peak_22979_lociStitched	chr5(.):49735526-49742465	1.2921
2_MACS_peak_22981_lociStitched	chr5(.):49849203-49851533	0.5422
1_MACS_peak_22983_lociStitched	chr5(.):49960776-49965382	3.1296
1_MACS_peak_22984_lociStitched	chr5(.):50006508-50008089	0.671
2_MACS_peak_22985_lociStitched	chr5(.):50147800-50153845	0.5753
1_MACS_peak_22987_lociStitched	chr5(.):50674163-50675463	0.5706
1_MACS_peak_22988_lociStitched	chr5(.):51451897-51453782	0.6625
1_MACS_peak_22989_lociStitched	chr5(.):51564881-51566520	0.5713
1_MACS_peak_22990_lociStitched	chr5(.):52094965-52097109	1.2068
1_MACS_peak_22991_lociStitched	chr5(.):52336524-52338160	0.7287
1_MACS_peak_22992_lociStitched	chr5(.):52404807-52406462	0.8097
2_MACS_peak_22993_lociStitched	chr5(.):52540399-52550069	0.5973
1_MACS_peak_22995_lociStitched	chr5(.):52777391-52779100	0.4643
1_MACS_peak_22996_lociStitched	chr5(.):52855739-52857377	1.3242
1_MACS_peak_22997_lociStitched	chr5(.):53073667-53074653	0.5111
1_MACS_peak_22998_lociStitched	chr5(.):53605465-53607964	0.9213
1_MACS_peak_22999_lociStitched	chr5(.):53735076-53738626	1.3942
1_MACS_peak_23000_lociStitched	chr5(.):53765044-53766633	0.9143
3_MACS_peak_23001_lociStitched	chr5(.):53813161-53820816	0.4965
1_MACS_peak_23004_lociStitched	chr5(.):53939353-53944141	1.9711
1_MACS_peak_23005_lociStitched	chr5(.):53969063-53970669	0.457
3_MACS_peak_23006_lociStitched	chr5(.):54031400-54050245	0.7327
1_MACS_peak_23009_lociStitched	chr5(.):54081035-54083504	1.2637
1_MACS_peak_23010_lociStitched	chr5(.):54094902-54096853	0.6725
1_MACS_peak_23011_lociStitched	chr5(.):54140261-54141510	0.7702
2_MACS_peak_23012_lociStitched	chr5(.):54190310-54200690	0.6333
2_MACS_peak_23014_lociStitched	chr5(.):54468007-54473024	0.6376
2_MACS_peak_23016_lociStitched	chr5(.):54522041-54529656	0.3313
1_MACS_peak_23018_lociStitched	chr5(.):54602282-54604890	2.3128
1_MACS_peak_23019_lociStitched	chr5(.):54715528-54718745	0.5595
2_MACS_peak_23020_lociStitched	chr5(.):54829555-54837701	0.884
1_MACS_peak_23022_lociStitched	chr5(.):54859319-54862125	1.2625
1_MACS_peak_23023_lociStitched	chr5(.):54895922-54897079	0.4562
1_MACS_peak_23024_lociStitched	chr5(.):55007099-55009596	1.0456
3_MACS_peak_23025_lociStitched	chr5(.):55272566-55292086	1.0785
1_MACS_peak_23028_lociStitched	chr5(.):55307104-55309757	1.0169
3_MACS_peak_23029_lociStitched	chr5(.):55320431-55334408	0.4488
2_MACS_peak_23032_lociStitched	chr5(.):55345653-55353177	0.4797
3_MACS_peak_23034_lociStitched	chr5(.):55366022-55378205	0.692
1_MACS_peak_23037_lociStitched	chr5(.):55389571-55392422	0.9488
1_MACS_peak_23038_lociStitched	chr5(.):55400350-55403265	1.2286
1_MACS_peak_23039_lociStitched	chr5(.):55423366-55424690	0.5632
1_MACS_peak_23040_lociStitched	chr5(.):55436357-55454073	1.9071
1_MACS_peak_23041_lociStitched	chr5(.):55470711-55472247	0.6026
1_MACS_peak_23042_lociStitched	chr5(.):55495945-55497988	0.6942
1_MACS_peak_23043_lociStitched	chr5(.):55588446-55590799	0.502
1_MACS_peak_23044_lociStitched	chr5(.):55623221-55627309	1.514
1_MACS_peak_23045_lociStitched	chr5(.):55707430-55712878	1.5849
1_MACS_peak_23046_lociStitched	chr5(.):55774563-55778264	1.7584
1_MACS_peak_23047_lociStitched	chr5(.):55797451-55799402	0.7494
1_MACS_peak_23048_lociStitched	chr5(.):55860899-55862184	0.4419
1_MACS_peak_23049_lociStitched	chr5(.):55882638-55887913	2.6521
1_MACS_peak_23050_lociStitched	chr5(.):55933893-55937461	0.6258
3_MACS_peak_23051_lociStitched	chr5(.):55953627-55970010	1.1255
2_MACS_peak_23054_lociStitched	chr5(.):55978911-55985103	0.9741
1_MACS_peak_23056_lociStitched	chr5(.):55993892-55995705	0.7749
1_MACS_peak_23057_lociStitched	chr5(.):56031436-56033299	0.8302
1_MACS_peak_23058_lociStitched	chr5(.):56109299-56115842	1.9263
1_MACS_peak_23059_lociStitched	chr5(.):56124281-56126337	0.9376
1_MACS_peak_23060_lociStitched	chr5(.):56133522-56137444	0.7557
1_MACS_peak_23061_lociStitched	chr5(.):56204219-56207148	1.6612
1_MACS_peak_23062_lociStitched	chr5(.):56245345-56248981	0.9392
1_MACS_peak_23063_lociStitched	chr5(.):56325042-56329028	0.9399
1_MACS_peak_23064_lociStitched	chr5(.):56467039-56473168	2.5994
1_MACS_peak_23065_lociStitched	chr5(.):56593544-56595330	0.6277
2_MACS_peak_23066_lociStitched	chr5(.):56790182-56796185	0.5133
1_MACS_peak_23068_lociStitched	chr5(.):56825394-56828191	0.7215
1_MACS_peak_23069_lociStitched	chr5(.):56889877-56891951	0.4957
1_MACS_peak_23070_lociStitched	chr5(.):57366995-57368793	0.4668
1_MACS_peak_23071_lociStitched	chr5(.):57388704-57391721	1.0877
1_MACS_peak_23072_lociStitched	chr5(.):57519708-57521651	0.699
1_MACS_peak_23073_lociStitched	chr5(.):57754792-57757241	1.765
1_MACS_peak_23074_lociStitched	chr5(.):57801377-57802350	0.4547
1_MACS_peak_23075_lociStitched	chr5(.):58055111-58056350	0.4375
1_MACS_peak_23076_lociStitched	chr5(.):58334217-58336226	0.8893
2_MACS_peak_23077_lociStitched	chr5(.):58419507-58425362	0.9335
1_MACS_peak_23079_lociStitched	chr5(.):58456726-58458392	0.5682
1_MACS_peak_23080_lociStitched	chr5(.):58473224-58475349	0.7141
1_MACS_peak_23081_lociStitched	chr5(.):58483492-58484498	0.4186
1_MACS_peak_23082_lociStitched	chr5(.):58688842-58690617	0.5711
1_MACS_peak_23083_lociStitched	chr5(.):58802396-58803579	0.409
2_MACS_peak_23084_lociStitched	chr5(.):58852794-58862662	1.6027
2_MACS_peak_23086_lociStitched	chr5(.):58885747-58895320	0.8534
1_MACS_peak_23088_lociStitched	chr5(.):58915636-58916846	0.4452
1_MACS_peak_23089_lociStitched	chr5(.):58954931-58959251	1.2944
1_MACS_peak_23090_lociStitched	chr5(.):58980298-58983245	0.9065
1_MACS_peak_23091_lociStitched	chr5(.):59816578-59819029	0.6426
1_MACS_peak_23092_lociStitched	chr5(.):59892217-59895482	0.9222
1_MACS_peak_23093_lociStitched	chr5(.):59994934-59997029	1.7006
1_MACS_peak_23094_lociStitched	chr5(.):60138912-60140958	0.9141
1_MACS_peak_23095_lociStitched	chr5(.):60240545-60242207	1.1356
1_MACS_peak_23096_lociStitched	chr5(.):60457290-60459426	1.8609
1_MACS_peak_23097_lociStitched	chr5(.):60601737-60603830	1.0234
1_MACS_peak_23098_lociStitched	chr5(.):60614091-60617909	1.7346
1_MACS_peak_23099_lociStitched	chr5(.):60625733-60630087	1.2365
1_MACS_peak_23100_lociStitched	chr5(.):61600840-61603614	1.103
1_MACS_peak_23101_lociStitched	chr5(.):61698660-61700710	1.3748
1_MACS_peak_23102_lociStitched	chr5(.):61707664-61709785	1.3075
1_MACS_peak_23103_lociStitched	chr5(.):61789519-61791489	0.4249
2_MACS_peak_23104_lociStitched	chr5(.):61877231-61884476	0.3413
1_MACS_peak_23106_lociStitched	chr5(.):61894798-61898293	0.8554
1_MACS_peak_23107_lociStitched	chr5(.):61911916-61914155	0.6601
1_MACS_peak_23108_lociStitched	chr5(.):61922353-61924993	0.9781
1_MACS_peak_23109_lociStitched	chr5(.):61944917-61946569	0.7503
1_MACS_peak_23110_lociStitched	chr5(.):61984727-61991338	2.2512
1_MACS_peak_23111_lociStitched	chr5(.):62014577-62017247	0.5654
1_MACS_peak_23112_lociStitched	chr5(.):62078454-62080553	0.865
1_MACS_peak_23113_lociStitched	chr5(.):62099916-62101184	0.5691
1_MACS_peak_23114_lociStitched	chr5(.):62858214-62860027	1.0141
2_MACS_peak_23115_lociStitched	chr5(.):63456726-63462664	0.376
1_MACS_peak_23117_lociStitched	chr5(.):63479296-63482057	0.7419
1_MACS_peak_23118_lociStitched	chr5(.):64063469-64065527	1.7206
2_MACS_peak_23119_lociStitched	chr5(.):64322212-64332663	0.5046
1_MACS_peak_23121_lociStitched	chr5(.):64344172-64345718	0.485
1_MACS_peak_23122_lociStitched	chr5(.):64398301-64400173	0.8796
1_MACS_peak_23123_lociStitched	chr5(.):64777214-64778531	0.5741
1_MACS_peak_23124_lociStitched	chr5(.):64858027-64860107	1.6309
1_MACS_peak_23125_lociStitched	chr5(.):64919428-64921904	1.2627
1_MACS_peak_23126_lociStitched	chr5(.):65017169-65019318	0.9143
1_MACS_peak_23127_lociStitched	chr5(.):65055680-65056753	0.6252
2_MACS_peak_23128_lociStitched	chr5(.):65069890-65076483	0.3701
1_MACS_peak_23130_lociStitched	chr5(.):65099255-65100707	0.3893
2_MACS_peak_23131_lociStitched	chr5(.):65117096-65122947	0.7673
1_MACS_peak_23133_lociStitched	chr5(.):65220273-65223939	1.9995
1_MACS_peak_23134_lociStitched	chr5(.):65265159-65268145	0.6242
1_MACS_peak_23135_lociStitched	chr5(.):65305047-65307941	0.6573
1_MACS_peak_23136_lociStitched	chr5(.):65439047-65441574	3.2035
1_MACS_peak_23137_lociStitched	chr5(.):65517799-65519307	0.7404
1_MACS_peak_23138_lociStitched	chr5(.):65735561-65737267	0.7507
2_MACS_peak_23139_lociStitched	chr5(.):65848644-65855804	1.1656
1_MACS_peak_23141_lociStitched	chr5(.):65891561-65893437	0.6129
3_MACS_peak_23142_lociStitched	chr5(.):65910924-65917644	0.3641
1_MACS_peak_23145_lociStitched	chr5(.):65996570-65997645	0.4002
1_MACS_peak_23146_lociStitched	chr5(.):66124254-66125667	0.5713
1_MACS_peak_23147_lociStitched	chr5(.):66222529-66224014	0.485
1_MACS_peak_23148_lociStitched	chr5(.):66299241-66301270	1.4557
1_MACS_peak_23149_lociStitched	chr5(.):66345211-66347335	0.693
1_MACS_peak_23150_lociStitched	chr5(.):66461840-66462983	0.7446
2_MACS_peak_23151_lociStitched	chr5(.):66510675-66518607	0.5456
1_MACS_peak_23153_lociStitched	chr5(.):66915096-66917842	0.6966
1_MACS_peak_23154_lociStitched	chr5(.):67510425-67513289	1.1478
1_MACS_peak_23155_lociStitched	chr5(.):67582959-67585238	1.3397
1_MACS_peak_23156_lociStitched	chr5(.):67664285-67666251	0.5891
1_MACS_peak_23157_lociStitched	chr5(.):67729528-67731025	0.8707
1_MACS_peak_23158_lociStitched	chr5(.):68006732-68007768	0.4593
1_MACS_peak_23159_lociStitched	chr5(.):68389099-68391012	1.3132
1_MACS_peak_23160_lociStitched	chr5(.):68462136-68464184	0.8068
1_MACS_peak_23161_lociStitched	chr5(.):68484197-68486647	1.5626
2_MACS_peak_23162_lociStitched	chr5(.):68507352-68514726	0.6404
1_MACS_peak_23164_lociStitched	chr5(.):68529899-68531446	0.8242
1_MACS_peak_23165_lociStitched	chr5(.):68627294-68629432	1.1284
2_MACS_peak_23166_lociStitched	chr5(.):68664164-68672234	1.2484
1_MACS_peak_23168_lociStitched	chr5(.):68710548-68711666	0.5437
1_MACS_peak_23169_lociStitched	chr5(.):68762524-68764560	0.5433
1_MACS_peak_23170_lociStitched	chr5(.):68787820-68790081	0.6992
1_MACS_peak_23171_lociStitched	chr5(.):68855212-68856735	0.6097
1_MACS_peak_23172_lociStitched	chr5(.):69005477-69007426	0.9417
1_MACS_peak_23173_lociStitched	chr5(.):69139700-69141486	1.1
1_MACS_peak_23174_lociStitched	chr5(.):69320679-69322113	0.6433
1_MACS_peak_23175_lociStitched	chr5(.):69344736-69346385	1.4073
1_MACS_peak_23176_lociStitched	chr5(.):69585215-69587168	0.8281
1_MACS_peak_23177_lociStitched	chr5(.):69696379-69698210	1.2073
1_MACS_peak_23178_lociStitched	chr5(.):69710515-69711883	0.5204
1_MACS_peak_23179_lociStitched	chr5(.):69880909-69882489	1.0201
1_MACS_peak_23180_lociStitched	chr5(.):70014714-70016518	1.0356
1_MACS_peak_23181_lociStitched	chr5(.):70196225-70197540	0.6611
1_MACS_peak_23182_lociStitched	chr5(.):70220196-70221990	1.2637
1_MACS_peak_23183_lociStitched	chr5(.):70362815-70364225	0.4836
1_MACS_peak_23184_lociStitched	chr5(.):70584850-70586559	1.4458
1_MACS_peak_23185_lociStitched	chr5(.):70750585-70752578	1.7664
2_MACS_peak_23186_lociStitched	chr5(.):70882126-70886371	1.2695
1_MACS_peak_23188_lociStitched	chr5(.):71182955-71183833	0.5453
1_MACS_peak_23189_lociStitched	chr5(.):71389462-71390838	0.6084
1_MACS_peak_23190_lociStitched	chr5(.):71403226-71405315	1.2738
1_MACS_peak_23191_lociStitched	chr5(.):71490768-71492016	0.4835
1_MACS_peak_23192_lociStitched	chr5(.):71589393-71590373	0.4471
1_MACS_peak_23193_lociStitched	chr5(.):71603228-71605186	1.2939
1_MACS_peak_23194_lociStitched	chr5(.):71615143-71617093	1.5944
1_MACS_peak_23195_lociStitched	chr5(.):71760403-71763283	1.1922
2_MACS_peak_23196_lociStitched	chr5(.):72111292-72119092	0.7348
1_MACS_peak_23198_lociStitched	chr5(.):72143460-72145520	1.5736
1_MACS_peak_23199_lociStitched	chr5(.):72251115-72252566	0.5749
1_MACS_peak_23200_lociStitched	chr5(.):72682214-72685483	1.3232
1_MACS_peak_23201_lociStitched	chr5(.):72743179-72745640	0.8831
1_MACS_peak_23202_lociStitched	chr5(.):72792844-72795519	2.1126
1_MACS_peak_23203_lociStitched	chr5(.):72860048-72862621	1.4154
1_MACS_peak_23204_lociStitched	chr5(.):72912911-72914287	0.6373
1_MACS_peak_23205_lociStitched	chr5(.):72921223-72922661	0.4849
1_MACS_peak_23206_lociStitched	chr5(.):72963736-72964882	0.4726
1_MACS_peak_23207_lociStitched	chr5(.):73046641-73047632	0.4681
1_MACS_peak_23208_lociStitched	chr5(.):73207121-73209340	0.498
1_MACS_peak_23209_lociStitched	chr5(.):73553469-73554327	0.3659
1_MACS_peak_23210_lociStitched	chr5(.):73622044-73623879	0.7474
1_MACS_peak_23211_lociStitched	chr5(.):73760018-73762184	0.6035
1_MACS_peak_23212_lociStitched	chr5(.):73872024-73874002	0.8261
1_MACS_peak_23213_lociStitched	chr5(.):73935311-73938302	0.7093
1_MACS_peak_23214_lociStitched	chr5(.):73980161-73982640	1.3813
1_MACS_peak_23215_lociStitched	chr5(.):74062088-74063919	0.7478
1_MACS_peak_23216_lociStitched	chr5(.):74147069-74148869	1.0252
1_MACS_peak_23217_lociStitched	chr5(.):74161090-74162780	0.7642
1_MACS_peak_23218_lociStitched	chr5(.):74343625-74345390	0.706
1_MACS_peak_23219_lociStitched	chr5(.):74531775-74533695	0.8342
1_MACS_peak_23220_lociStitched	chr5(.):74631733-74634221	1.4921
1_MACS_peak_23221_lociStitched	chr5(.):74661575-74664262	1.3317
1_MACS_peak_23222_lociStitched	chr5(.):74805970-74808528	1.1337
1_MACS_peak_23223_lociStitched	chr5(.):74819103-74820616	0.8249
1_MACS_peak_23224_lociStitched	chr5(.):74866816-74867869	0.46
1_MACS_peak_23225_lociStitched	chr5(.):75012243-75014192	1.9031
1_MACS_peak_23226_lociStitched	chr5(.):75119188-75121368	0.7092
2_MACS_peak_23227_lociStitched	chr5(.):75132210-75145565	1.2358
1_MACS_peak_23229_lociStitched	chr5(.):75378269-75381427	1.2387
1_MACS_peak_23230_lociStitched	chr5(.):75393350-75396222	1.3456
1_MACS_peak_23231_lociStitched	chr5(.):75471051-75472739	0.5709
3_MACS_peak_23232_lociStitched	chr5(.):75585906-75601089	0.6692
3_MACS_peak_23235_lociStitched	chr5(.):75620722-75631379	0.5124
1_MACS_peak_23238_lociStitched	chr5(.):75696256-75702655	3.1558
1_MACS_peak_23239_lociStitched	chr5(.):75816277-75818719	0.8694
2_MACS_peak_23240_lociStitched	chr5(.):75838568-75853280	1.1607
3_MACS_peak_23242_lociStitched	chr5(.):75859848-75865060	0.7256
1_MACS_peak_23245_lociStitched	chr5(.):75876499-75879731	1.3323
1_MACS_peak_23246_lociStitched	chr5(.):75933332-75935307	0.855
2_MACS_peak_23247_lociStitched	chr5(.):76010667-76018779	0.7831
1_MACS_peak_23249_lociStitched	chr5(.):76031402-76038651	2.3742
1_MACS_peak_23250_lociStitched	chr5(.):76150962-76152651	0.7132
1_MACS_peak_23251_lociStitched	chr5(.):76168904-76171946	1.2797
1_MACS_peak_23252_lociStitched	chr5(.):76325452-76327304	1.1304
1_MACS_peak_23253_lociStitched	chr5(.):76382109-76383849	0.9684
1_MACS_peak_23254_lociStitched	chr5(.):76786474-76788845	1.9692
1_MACS_peak_23255_lociStitched	chr5(.):76915919-76917137	0.4235
1_MACS_peak_23256_lociStitched	chr5(.):76925518-76927620	0.9922
1_MACS_peak_23257_lociStitched	chr5(.):77070559-77073139	1.9838
1_MACS_peak_23258_lociStitched	chr5(.):77589490-77591953	1.3314
1_MACS_peak_23259_lociStitched	chr5(.):77655232-77657851	1.8997
1_MACS_peak_23260_lociStitched	chr5(.):77869760-77871329	0.603
1_MACS_peak_23261_lociStitched	chr5(.):77943520-77945096	0.744
1_MACS_peak_23262_lociStitched	chr5(.):78021672-78025145	1.3088
2_MACS_peak_23263_lociStitched	chr5(.):78049022-78055226	0.5206
1_MACS_peak_23265_lociStitched	chr5(.):78096339-78098394	0.8031
1_MACS_peak_23266_lociStitched	chr5(.):78123839-78125162	0.4999
1_MACS_peak_23267_lociStitched	chr5(.):78189607-78191047	0.5162
1_MACS_peak_23268_lociStitched	chr5(.):78279397-78281985	1.1935
2_MACS_peak_23269_lociStitched	chr5(.):78523963-78534297	1.0628
1_MACS_peak_23271_lociStitched	chr5(.):78736993-78738218	0.4581
1_MACS_peak_23272_lociStitched	chr5(.):78751562-78754134	1.1777
1_MACS_peak_23273_lociStitched	chr5(.):78808892-78811350	1.942
3_MACS_peak_23274_lociStitched	chr5(.):78842668-78858386	0.5587
1_MACS_peak_23277_lociStitched	chr5(.):78907153-78909361	1.6743
2_MACS_peak_23278_lociStitched	chr5(.):78989544-78996274	0.2748
2_MACS_peak_23280_lociStitched	chr5(.):79180891-79187407	0.9525
1_MACS_peak_23282_lociStitched	chr5(.):79276206-79278346	0.6859
1_MACS_peak_23283_lociStitched	chr5(.):79285388-79287962	1.6602
1_MACS_peak_23284_lociStitched	chr5(.):79365369-79366697	0.6
1_MACS_peak_23285_lociStitched	chr5(.):79420696-79422350	0.5577
1_MACS_peak_23286_lociStitched	chr5(.):79476391-79479255	1.0422
2_MACS_peak_23287_lociStitched	chr5(.):79540843-79553049	0.7388
1_MACS_peak_23289_lociStitched	chr5(.):79677734-79679231	0.6495
2_MACS_peak_23290_lociStitched	chr5(.):79694383-79704800	0.7166
2_MACS_peak_23292_lociStitched	chr5(.):79777265-79784887	0.3498
1_MACS_peak_23294_lociStitched	chr5(.):79949099-79952133	1.3603
1_MACS_peak_23295_lociStitched	chr5(.):80050322-80052873	1.068
1_MACS_peak_23296_lociStitched	chr5(.):80136701-80138317	0.504
1_MACS_peak_23297_lociStitched	chr5(.):80302228-80303886	0.5203
1_MACS_peak_23298_lociStitched	chr5(.):80449887-80451372	0.6878
1_MACS_peak_23299_lociStitched	chr5(.):80483425-80484684	0.5129
1_MACS_peak_23300_lociStitched	chr5(.):80596157-80598331	1.5001
1_MACS_peak_23301_lociStitched	chr5(.):80925645-80929001	0.7407
1_MACS_peak_23302_lociStitched	chr5(.):81044756-81048564	1.4922
2_MACS_peak_23303_lociStitched	chr5(.):81069201-81076216	0.755
1_MACS_peak_23305_lociStitched	chr5(.):81145537-81152185	2.0928
1_MACS_peak_23306_lociStitched	chr5(.):81266342-81268929	2.5182
1_MACS_peak_23307_lociStitched	chr5(.):81468750-81471705	1.6834
1_MACS_peak_23308_lociStitched	chr5(.):81572917-81575074	2.4137
1_MACS_peak_23309_lociStitched	chr5(.):81669451-81671675	0.835
1_MACS_peak_23310_lociStitched	chr5(.):81794642-81797124	0.7462
1_MACS_peak_23311_lociStitched	chr5(.):81934995-81936329	0.5083
1_MACS_peak_23312_lociStitched	chr5(.):82115564-82118374	0.9283
2_MACS_peak_23313_lociStitched	chr5(.):82176105-82181962	0.4028
1_MACS_peak_23315_lociStitched	chr5(.):82306981-82308423	0.7855
1_MACS_peak_23316_lociStitched	chr5(.):82322526-82323693	0.4972
1_MACS_peak_23317_lociStitched	chr5(.):82372141-82374365	1.4513
1_MACS_peak_23318_lociStitched	chr5(.):82768708-82770837	0.7467
1_MACS_peak_23319_lociStitched	chr5(.):82794231-82795340	0.4873
1_MACS_peak_23320_lociStitched	chr5(.):82949244-82951053	0.5737
1_MACS_peak_23321_lociStitched	chr5(.):83035575-83037737	0.544
1_MACS_peak_23322_lociStitched	chr5(.):83139621-83141520	1.1839
1_MACS_peak_23323_lociStitched	chr5(.):85246986-85248499	0.539
1_MACS_peak_23324_lociStitched	chr5(.):85913299-85915234	1.9571
1_MACS_peak_23325_lociStitched	chr5(.):86026760-86028341	1.0632
1_MACS_peak_23326_lociStitched	chr5(.):86314216-86317052	1.4953
2_MACS_peak_23327_lociStitched	chr5(.):86369724-86378538	0.6098
1_MACS_peak_23329_lociStitched	chr5(.):86398525-86400470	0.6288
2_MACS_peak_23330_lociStitched	chr5(.):86408142-86419958	1.5808
1_MACS_peak_23332_lociStitched	chr5(.):86431466-86436180	0.9137
1_MACS_peak_23333_lociStitched	chr5(.):86553944-86555166	0.4691
1_MACS_peak_23334_lociStitched	chr5(.):86562671-86565272	1.5887
1_MACS_peak_23335_lociStitched	chr5(.):86707290-86709685	1.8631
1_MACS_peak_23336_lociStitched	chr5(.):87144007-87148798	1.0366
2_MACS_peak_23337_lociStitched	chr5(.):87436379-87438729	0.542
1_MACS_peak_23339_lociStitched	chr5(.):87563586-87565836	1.3249
5_MACS_peak_23340_lociStitched	chr5(.):87954685-87976829	1.329
1_MACS_peak_23345_lociStitched	chr5(.):88027766-88031651	0.7721
1_MACS_peak_23346_lociStitched	chr5(.):88111066-88130956	2.027
1_MACS_peak_23347_lociStitched	chr5(.):88170878-88187120	2.1618
1_MACS_peak_23348_lociStitched	chr5(.):88263555-88264433	0.4208
