REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_22313_lociStitched	chr4	87854694	87869458	2	9576	27961.5396	506	1	AFF1	C4orf36	AFF1	AFF1	0.435	506	1
2_MACS_peak_29561_lociStitched	chr8	96099199	96115121	2	12431	27939.9256	507	1		MIR3150,PLEKHF2,MIR3150B	MIR3150B	PLEKHF2	0.4368	507	1
1_MACS_peak_28098_lociStitched	chr7	104765018	104773319	1	8302	27909.6222	508	1	SRPK2		MLL5	MLL5	0.951	508	1
2_MACS_peak_7525_lociStitched	chr12	125397232	125413008	2	11584	27904.5888	509	1	UBC	SCARB1	UBC	UBC	1.4673	509	1
2_MACS_peak_11698_lociStitched	chr16	89032884	89046220	2	9668	27828.2312	510	1	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.293	510	1
1_MACS_peak_9030_lociStitched	chr14	81420793	81428376	1	7584	27806.1027	511	1	TSHR	C14orf145	TSHR	TSHR	0.1952	511	1
5_MACS_peak_5368_lociStitched	chr11	66867126	66890208	5	11049	27799.9608	512	1	KDM2A	RHOD	KDM2A	KDM2A	0.3051	512	1
2_MACS_peak_669_lociStitched	chr1	33279196	33286468	2	6962	27785.5848	513	1	S100PBP,YARS	KIAA1522,FNDC5	S100PBP	S100PBP	0.6253	513	1
2_MACS_peak_5200_lociStitched	chr11	62597334	62610759	2	8781	27780.3525	514	1	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	SNORD25	1.7526	514	1
1_MACS_peak_15172_lociStitched	chr19	50424508	50434455	1	9948	27759.0929	515	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	ATF5	1.5022	515	1
1_MACS_peak_8616_lociStitched	chr14	50465555	50471477	1	5923	27731.5416	516	1	C14orf182		C14orf182	C14orf182	0.8281	516	1
1_MACS_peak_30219_lociStitched	chr9	5625106	5633580	1	8475	27711.6748	517	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.2712	517	1
2_MACS_peak_734_lociStitched	chr1	37933281	37946594	2	11020	27709.6782	518	1	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.3323	518	1
1_MACS_peak_3550_lociStitched	chr10	45468242	45476930	1	8689	27666.936	519	1	RASSF4,C10orf10	ZNF22,LOC220980,C10orf25	C10orf10	C10orf10	2.2292	519	1
2_MACS_peak_5107_lociStitched	chr11	58340699	58349606	2	7802	27598.3395	520	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.5122	520	1
1_MACS_peak_15788_lociStitched	chr2	37600361	37607520	1	7160	27585.7747	521	1	QPCT		QPCT	QPCT	1.4859	521	1
1_MACS_peak_7054_lociStitched	chr12	89737919	89749206	1	11288	27544.7948	522	1	DUSP6		DUSP6	DUSP6	1.923	522	1
4_MACS_peak_20981_lociStitched	chr3	150315462	150328887	4	12401	27509.1675	523	1	SELT		SELT	SELT	0.7836	523	1
1_MACS_peak_10418_lociStitched	chr15	90637972	90646690	1	8719	27500.931	524	1	IDH2		IDH2	IDH2	1.034	524	1
2_MACS_peak_18364_lociStitched	chr20	45315216	45327390	2	9196	27451.1526	525	1	TP53RK	SLC2A10,SLC13A3	TP53RK	TP53RK	0.7469	525	1
1_MACS_peak_1746_lociStitched	chr1	150335277	150340156	1	4880	27440.9597	526	1	RPRD2	PRPF3	RPRD2	RPRD2	0.3292	526	1
2_MACS_peak_25792_lociStitched	chr6	44223687	44234045	2	10347	27431.0914	527	1	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	HSP90AB1	1.1508	527	1
2_MACS_peak_27224_lociStitched	chr7	29895658	29907044	2	7561	27428.874	528	1	WIPF3		WIPF3	WIPF3	0.3964	528	1
3_MACS_peak_18534_lociStitched	chr20	57461158	57473258	3	10721	27422.23	529	1	GNAS	GNAS-AS	GNAS	GNAS	0.7411	529	1
1_MACS_peak_14481_lociStitched	chr19	16693151	16701443	1	8293	27415.0104	530	1	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.2182	530	1
2_MACS_peak_31704_lociStitched	chrX	15863902	15876017	2	12055	27381.1115	531	1	AP1S2		AP1S2	AP1S2	0.7643	531	1
1_MACS_peak_10196_lociStitched	chr15	75334083	75341378	1	7296	27329.988	532	1	PPCDC	SCAMP5	PPCDC	PPCDC	0.9081	532	1
2_MACS_peak_23632_lociStitched	chr5	55437610	55453511	2	14078	27251.1338	533	1	ANKRD55		ANKRD55	ANKRD55	0.2678	533	1
2_MACS_peak_22215_lociStitched	chr4	77221023	77230269	2	9198	27222.9978	534	1	STBD1	FAM47E	STBD1	STBD1	1.6874	534	1
1_MACS_peak_17081_lociStitched	chr2	182168325	182180328	1	12004	27161.5887	535	1			ITGA4	ITGA4	NONE	535	1
2_MACS_peak_78_lociStitched	chr1	2453339	2461340	2	6781	27138.5919	536	1	PANK4,HES5	PLCH2,TNFRSF14,LOC115110	PANK4	LOC115110	2.8666	536	1
3_MACS_peak_26335_lociStitched	chr6	109186208	109206423	3	13457	27075.971	537	1	ARMC2		ARMC2	ARMC2	0.3305	537	1
2_MACS_peak_4021_lociStitched	chr10	90143498	90152683	2	9036	27071.869	538	1	RNLS		RNLS	RNLS	0.2046	538	1
4_MACS_peak_8610_lociStitched	chr14	50317814	50335892	4	12026	27039.2646	539	1	SDCCAG1	ARF6	SDCCAG1	ARF6	1.3857	539	1
2_MACS_peak_26378_lociStitched	chr6	112152743	112168959	2	10657	27027.2072	540	1	FYN		FYN	FYN	0.2156	540	1
3_MACS_peak_15139_lociStitched	chr19	49953628	49964720	3	9201	26961.3244	541	1	ALDH16A1,PIH1D1	LOC645971,FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PTH2,SLC17A7,MIR150	ALDH16A1	ALDH16A1	1.3707	541	1
1_MACS_peak_16361_lociStitched	chr2	86842762	86851810	1	9049	26951.2776	542	1	RNF103-VPS24,RNF103		RNF103	RNF103	0.9355	542	1
1_MACS_peak_29958_lociStitched	chr8	131088914	131095615	1	6702	26923.2778	543	1	ASAP1		FAM49B	FAM49B	NONE	543	1
2_MACS_peak_298_lociStitched	chr1	16338021	16346075	2	6983	26892.306	544	1	HSPB7	C1orf64,CLCNKA,CLCNKB,ZBTB17	HSPB7	HSPB7	1.9092	544	1
1_MACS_peak_20919_lociStitched	chr3	143141516	143151073	1	9558	26855.17	545	1	SLC9A9		CHST2	CHST2	NONE	545	1
1_MACS_peak_25312_lociStitched	chr6	26269075	26275863	1	6789	26708.7436	546	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	HIST1H2BI	2.6114	546	1
1_MACS_peak_927_lociStitched	chr1	46149916	46155375	1	5460	26708.1575	547	1	TMEM69,GPBP1L1	RPS15AP10	GPBP1L1	GPBP1L1	0.6115	547	1
2_MACS_peak_25534_lociStitched	chr6	31937586	31952892	2	10434	26705.9088	548	1	STK19,C4B,C4A,DOM3Z	C2,CFB,SKIV2L,CYP21A2,MIR1236,RDBP,TNXA,TNXB	C4B	TNXA	0.928	548	1
4_MACS_peak_15164_lociStitched	chr19	50369593	50382528	4	8262	26693.9595	549	1	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	ATF5	1.5022	549	1
1_MACS_peak_2889_lociStitched	chr1	230255080	230262619	1	7540	26678.2593	550	1	GALNT2		GALNT2	GALNT2	0.2242	550	1
1_MACS_peak_31623_lociStitched	chrX	7024624	7040953	1	16330	26652.1938	551	1	HDHD1		HDHD1	HDHD1	0.3453	551	1
4_MACS_peak_5121_lociStitched	chr11	59315396	59334476	4	11363	26635.68	552	1		OR4D11,OR4D9,MIR3162,OSBP	MIR3162	OSBP	0.2154	552	1
1_MACS_peak_1649_lociStitched	chr1	145451505	145457874	1	6370	26624.3307	553	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	POLR3GL	TXNIP	1.8543	553	1
2_MACS_peak_30333_lociStitched	chr9	20351168	20362809	2	9136	26563.5979	554	1	MLLT3		MLLT3	MLLT3	0.2844	554	1
1_MACS_peak_21944_lociStitched	chr4	40055448	40061452	1	6005	26544.8848	555	1	N4BP2,LOC344967		N4BP2	N4BP2	0.3462	555	1
1_MACS_peak_7246_lociStitched	chr12	109020390	109031869	1	11480	26511.8984	556	1	SELPLG	TMEM119	SELPLG	SELPLG	1.2739	556	1
1_MACS_peak_20836_lociStitched	chr3	136466816	136473518	1	6703	26497.6974	557	1	STAG1		STAG1	STAG1	0.145	557	1
1_MACS_peak_12560_lociStitched	chr17	42293699	42300075	1	6377	26476.34	558	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	1.2951	558	1
2_MACS_peak_18039_lociStitched	chr20	30146901	30162831	2	14196	26474.067	559	1	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	MIR3193	0.817	559	1
2_MACS_peak_17666_lociStitched	chr2	234872977	234884153	2	7490	26469.2384	560	1	TRPM8		TRPM8	TRPM8	0.2903	560	1
1_MACS_peak_5465_lociStitched	chr11	71933010	71937715	1	4706	26456.6855	561	1	INPPL1	FOLR1,FOLR2,PHOX2A	INPPL1	FOLR2	1.8073	561	1
2_MACS_peak_30562_lociStitched	chr9	37184282	37199504	2	13360	26366.0262	562	1	ZCCHC7		ZCCHC7	ZCCHC7	0.2999	562	1
2_MACS_peak_25920_lociStitched	chr6	56697359	56709625	2	10051	26337.5552	563	1			BEND6	BEND6	NONE	563	1
1_MACS_peak_15061_lociStitched	chr19	47728268	47735170	1	6903	26333.2006	564	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	MIR3191	2.6574	564	1
1_MACS_peak_14573_lociStitched	chr19	19173011	19181014	1	8004	26311.4631	565	1	SLC25A42	ARMC6,SUGP2	SLC25A42	SLC25A42	0.5201	565	1
2_MACS_peak_32214_lociStitched	chrX	81369596	81384036	2	14147	26290.908	566	1			HMGN5	HMGN5	NONE	566	1
3_MACS_peak_18321_lociStitched	chr20	43587078	43608957	3	12378	26261.3637	567	1	STK4,TOMM34	PABPC1L	STK4	STK4	0.4493	567	1
2_MACS_peak_18774_lociStitched	chr21	34696177	34712244	2	10889	26234.1976	568	1	IFNAR1		IFNAR1	IFNAR1	0.6511	568	1
2_MACS_peak_8672_lociStitched	chr14	53610830	53621153	2	9714	26184.2895	569	1	DDHD1		DDHD1	DDHD1	0.4371	569	1
2_MACS_peak_25182_lociStitched	chr6	16666317	16675578	2	8487	26166.0294	570	1	ATXN1		ATXN1	ATXN1	0.3805	570	1
2_MACS_peak_31195_lociStitched	chr9	123630181	123641498	2	8741	26084.5533	571	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.8885	571	1
2_MACS_peak_2402_lociStitched	chr1	198124967	198132715	2	7570	26031.7304	572	1	NEK7		NEK7	NEK7	0.2651	572	1
1_MACS_peak_23965_lociStitched	chr5	90672881	90680890	1	8010	26018.0374	573	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.57	573	1
2_MACS_peak_23274_lociStitched	chr5	6445636	6456071	2	9505	25932.0185	574	1	UBE2QL1		UBE2QL1	UBE2QL1	1.068	574	1
1_MACS_peak_24025_lociStitched	chr5	96266754	96273631	1	6878	25922.8515	575	1	LNPEP	LNPEP	LNPEP	LNPEP	0.3312	575	1
2_MACS_peak_23545_lociStitched	chr5	43007200	43022026	2	9247	25860.9918	576	1	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	2.8867	576	1
2_MACS_peak_20800_lociStitched	chr3	133186559	133198185	2	8624	25860.8744	577	1	BFSP2		BFSP2	BFSP2	0.475	577	1
1_MACS_peak_13830_lociStitched	chr18	60877864	60886033	1	8170	25850.8005	578	1	BCL2		BCL2	BCL2	0.9781	578	1
3_MACS_peak_1855_lociStitched	chr1	154907765	154920998	3	9500	25849.3422	579	1	PMVK,PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PYGO2,SHC1	PMVK	MIR4258	2.4608	579	1
6_MACS_peak_10762_lociStitched	chr16	9033656	9058699	6	18916	25821.8373	580	1	USP7		USP7	USP7	0.3996	580	1
4_MACS_peak_24816_lociStitched	chr5	171600789	171616284	4	10886	25786.779	581	1	STK10	EFCAB9	STK10	STK10	0.24	581	1
2_MACS_peak_29704_lociStitched	chr8	105627367	105637485	2	9074	25769.5342	582	1		LRP12	LRP12	LRP12	0.1913	582	1
2_MACS_peak_20501_lociStitched	chr3	111804509	111817897	2	10138	25739.7688	583	1	C3orf52	TMPRSS7,MIR567,GCET2	C3orf52	GCET2	1.3541	583	1
3_MACS_peak_25482_lociStitched	chr6	30683927	30698919	3	9301	25733.768	584	1	TUBB,MDC1,FLOT1	DHX16,KIAA1949,NRM,IER3	TUBB	TUBB	1.6995	584	1
1_MACS_peak_28495_lociStitched	chr7	139042378	139047093	1	4716	25708.066	585	1	LUC7L2	C7orf55	LUC7L2	C7orf55	1.2341	585	1
2_MACS_peak_27865_lociStitched	chr7	92259570	92272392	2	9152	25706.8278	586	1	CDK6	LOC728066,FAM133B	FAM133B	LOC728066	0.2227	586	1
4_MACS_peak_29872_lociStitched	chr8	124541644	124561114	4	12349	25680.93	587	1	FBXO32		FBXO32	FBXO32	0.5273	587	1
3_MACS_peak_32608_lociStitched	chrX	153232885	153252865	3	12635	25660.314	588	1	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.1819	588	1
1_MACS_peak_23421_lociStitched	chr5	32274613	32285066	1	10454	25597.3064	589	1	MTMR12		MTMR12	MTMR12	0.4434	589	1
1_MACS_peak_22316_lociStitched	chr4	87923570	87931533	1	7964	25520.6187	590	1	AFF1		AFF1	AFF1	0.435	590	1
1_MACS_peak_14089_lociStitched	chr19	3983047	3990537	1	7491	25501.952	591	1	EEF2	ITGB1BP3,PIAS4,MIR637,DAPK3,SNORD37	EEF2	SNORD37	1.5461	591	1
2_MACS_peak_2529_lociStitched	chr1	205248782	205258888	2	7416	25501.4804	592	1		NUAK2	NUAK2	NUAK2	0.2985	592	1
4_MACS_peak_31429_lociStitched	chr9	134595471	134616092	4	14001	25466.935	593	1	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.3614	593	1
1_MACS_peak_22746_lociStitched	chr4	140127316	140137401	1	10086	25427.3105	594	1			C4orf49	C4orf49	NONE	594	1
3_MACS_peak_4606_lociStitched	chr11	795148	811773	3	9036	25407.9875	595	1	RPLP2,SNORA52,SLC25A22,LRDD	TALDO1,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,CEND1,POLR2L	LRDD	LRDD	1.4271	595	1
2_MACS_peak_29917_lociStitched	chr8	126647454	126661575	2	11079	25400.8548	596	1			TRIB1	TRIB1	2.7734	596	1
2_MACS_peak_29859_lociStitched	chr8	124045425	124056028	2	10333	25398.4262	597	1	DERL1	WDR67	DERL1	DERL1	0.811	597	1
1_MACS_peak_24432_lociStitched	chr5	138748096	138754879	1	6784	25327.0437	598	1	DNAJC18	SLC23A1,MZB1,LOC389333,SPATA24	SPATA24	MZB1	1.7706	598	1
2_MACS_peak_17720_lociStitched	chr2	241498398	241509872	2	10886	25320.8232	599	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	1.0674	599	1
2_MACS_peak_11692_lociStitched	chr16	88845883	88857697	2	7710	25280.7786	600	1	FAM38A	CDT1,APRT	FAM38A	CDT1	1.3322	600	1
1_MACS_peak_3685_lociStitched	chr10	63656394	63665538	1	9145	25252.9848	601	1	ARID5B		ARID5B	ARID5B	0.5946	601	1
2_MACS_peak_10915_lociStitched	chr16	17603278	17609908	2	6624	25226.487	602	1		XYLT1	XYLT1	XYLT1	0.3475	602	1
2_MACS_peak_20464_lociStitched	chr3	108009721	108022155	2	10415	25226.0992	603	1	HHLA2		HHLA2	HHLA2	0.2654	603	1
2_MACS_peak_5624_lociStitched	chr11	82679153	82690449	2	8055	25194.5984	604	1			SNORA70E	SNORA70E	0.0909	604	1
4_MACS_peak_2208_lociStitched	chr1	179048417	179062092	4	11770	25175.675	605	1	TOR3A		TOR3A	TOR3A	1.0881	605	1
1_MACS_peak_6382_lociStitched	chr12	25203090	25217504	1	14415	25158.1956	606	1	LRMP		LRMP	LRMP	0.4323	606	1
5_MACS_peak_16084_lociStitched	chr2	64430405	64456279	5	13739	25115.8918	607	1	LOC150992		LOC150992	LOC150992	0.1746	607	1
1_MACS_peak_9270_lociStitched	chr14	100837799	100844368	1	6570	25102.7766	608	1	WDR25,WARS	SLC25A47	WARS	WARS	0.627	608	1
1_MACS_peak_1648_lociStitched	chr1	145434429	145443032	1	8604	25102.6937	609	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	1.8543	609	1
1_MACS_peak_27346_lociStitched	chr7	39987407	39994011	1	6605	25081.3316	610	1	CDK13		CDK13	CDK13	0.2211	610	1
1_MACS_peak_2606_lociStitched	chr1	209275331	209284059	1	8729	25056.3424	611	1			LOC642587	LOC642587	NONE	611	1
1_MACS_peak_22083_lociStitched	chr4	57621623	57629037	1	7415	24956.2654	612	1			SPINK2	SPINK2	NONE	612	1
1_MACS_peak_16190_lociStitched	chr2	70312221	70317406	1	5186	24934.665	613	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	2.1759	613	1
3_MACS_peak_22687_lociStitched	chr4	129724111	129740337	3	7191	24892.3066	614	1	PHF17		PHF17	PHF17	0.4504	614	1
1_MACS_peak_51_lociStitched	chr1	1622367	1625852	1	3486	24858.1565	615	1	CDK11B,SLC35E2B	CDK11A	SLC35E2B	SLC35E2B	1.1263	615	1
2_MACS_peak_1938_lociStitched	chr1	156627289	156638430	2	10068	24847.7723	616	1	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	NES	0.7875	616	1
2_MACS_peak_16862_lociStitched	chr2	158323684	158338226	2	10735	24842.0986	617	1		CYTIP	CYTIP	CYTIP	0.4928	617	1
3_MACS_peak_13124_lociStitched	chr17	74775964	74788934	3	12013	24832.362	618	1		MFSD11,MIR636,SRSF2	MFSD11	MIR636	2.1997	618	1
3_MACS_peak_23_lociStitched	chr1	1135469	1151769	3	10156	24831.42	619	1	TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	TNFRSF18	1.7296	619	1
2_MACS_peak_292_lociStitched	chr1	16159016	16163570	2	4550	24813.8352	620	1	FLJ37453	SPEN,UQCRHL	SPEN	SPEN	0.2601	620	1
2_MACS_peak_4718_lociStitched	chr11	9586659	9600279	2	8525	24793.848	621	1	WEE1		WEE1	WEE1	0.933	621	1
1_MACS_peak_59_lociStitched	chr1	1836777	1842675	1	5899	24774.549	622	1		CALML6,GNB1,TMEM52	CALML6	GNB1	0.4449	622	1
2_MACS_peak_10816_lociStitched	chr16	11668278	11682164	2	10852	24757.3494	623	1	LITAF		LITAF	LITAF	0.5783	623	1
1_MACS_peak_19355_lociStitched	chr22	38782566	38797669	1	15104	24741.7346	624	1	LOC400927	KCNJ4	LOC400927	LOC400927	0.4213	624	1
1_MACS_peak_31975_lociStitched	chrX	48768112	48779742	1	11631	24739.336	625	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.5902	625	1
3_MACS_peak_9850_lociStitched	chr15	52965777	52976831	3	10354	24732.2196	626	1	KIAA1370		KIAA1370	KIAA1370	0.4194	626	1
3_MACS_peak_11143_lociStitched	chr16	30661319	30673067	3	7408	24674.3244	627	1	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.5977	627	1
2_MACS_peak_21583_lociStitched	chr4	2412358	2420546	2	6439	24670.444	628	1	ZFYVE28	LOC402160,ZFYVE28	ZFYVE28	ZFYVE28	0.2153	628	1
4_MACS_peak_3786_lociStitched	chr10	72334314	72348988	4	8883	24659.657	629	1		PRF1	PRF1	PRF1	0.0642	629	1
2_MACS_peak_25106_lociStitched	chr6	11824596	11836818	2	10719	24585.7752	630	1		C6orf105	C6orf105	C6orf105	0.0486	630	1
2_MACS_peak_2044_lociStitched	chr1	161492679	161502060	2	5545	24552.8913	631	1	HSPA6	FCGR2A,FCGR2C,FCGR3A	HSPA6	HSPA6	1.9635	631	1
2_MACS_peak_28603_lociStitched	chr7	150009426	150022156	2	6818	24547.259	632	1	LRRC61,ACTR3C	C7orf29,REPIN1,ACTR3C,RARRES2	LRRC61	REPIN1	2.3027	632	1
2_MACS_peak_13080_lociStitched	chr17	73774032	73783023	2	7557	24525.6498	633	1	UNK,H3F3B	GALK1	UNK	UNK	0.4603	633	1
1_MACS_peak_26283_lociStitched	chr6	106587885	106595454	1	7570	24482.6874	634	1		PRDM1	PRDM1	PRDM1	3.0535	634	1
4_MACS_peak_14281_lociStitched	chr19	10978236	10991272	4	9671	24472.4828	635	1	C19orf38,CARM1	C19orf52,TMED1,YIPF2	CARM1	C19orf52	0.5464	635	1
1_MACS_peak_24574_lociStitched	chr5	146782132	146789058	1	6927	24468.1728	636	1	DPYSL3		DPYSL3	DPYSL3	0.5485	636	1
1_MACS_peak_2010_lociStitched	chr1	160764565	160771623	1	7059	24460.9106	637	1	LY9		LY9	LY9	1.5642	637	1
2_MACS_peak_13831_lociStitched	chr18	60980088	60990459	2	9879	24444.447	638	1	BCL2	KDSR	BCL2	BCL2	0.9781	638	1
1_MACS_peak_18420_lociStitched	chr20	48806486	48811710	1	5225	24438.3944	639	1	CEBPB	TMEM189-UBE2V1	CEBPB	CEBPB	2.133	639	1
3_MACS_peak_5482_lociStitched	chr11	72522629	72540342	3	9390	24435.0835	640	1	ATG16L2	STARD10	ATG16L2	ATG16L2	1.0165	640	1
1_MACS_peak_9888_lociStitched	chr15	57208877	57216869	1	7993	24417.1584	641	1	TCF12,LOC145783		TCF12	TCF12	0.1392	641	1
1_MACS_peak_25473_lociStitched	chr6	30580533	30587410	1	6878	24356.2709	642	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	1.0062	642	1
5_MACS_peak_10966_lociStitched	chr16	21511208	21532428	5	16453	24354.194	643	1	LOC100271836,SLC7A5P2		LOC100271836	LOC100271836	0.2097	643	1
2_MACS_peak_12208_lociStitched	chr17	27274729	27280189	2	5423	24313.926	644	1	PHF12	DHRS13	PHF12	DHRS13	1.4615	644	1
1_MACS_peak_23549_lociStitched	chr5	43063940	43069793	1	5854	24265.9527	645	1	LOC100132356	LOC153684,LOC648987,C5orf39	LOC100132356	C5orf39	2.8867	645	1
4_MACS_peak_12730_lociStitched	chr17	48223997	48241866	4	11009	24264.3151	646	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	0.8472	646	1
4_MACS_peak_14506_lociStitched	chr19	17514385	17531541	4	8153	24246.5748	647	1	FAM125A,BST2	SLC27A1,PLVAP,TMEM221,NXNL1	BST2	BST2	1.6413	647	1
4_MACS_peak_30851_lociStitched	chr9	92038942	92059444	4	12568	24243.615	648	1	SEMA4D		SEMA4D	SEMA4D	0.2755	648	1
1_MACS_peak_17199_lociStitched	chr2	197148415	197160907	1	12493	24243.2244	649	1	HECW2		STK17B	STK17B	2.1264	649	1
2_MACS_peak_29127_lociStitched	chr8	52807685	52816799	2	8314	24229.569	650	1	PCMTD1		PCMTD1	PCMTD1	0.3273	650	1
2_MACS_peak_1868_lociStitched	chr1	155033709	155044238	2	7268	24220.9116	651	1	ADAM15,EFNA4	DCST1,EFNA3,DCST2	EFNA4	EFNA4	1.5703	651	1
3_MACS_peak_20624_lociStitched	chr3	121526057	121543558	3	12806	24188.1321	652	1	IQCB1	EAF2	IQCB1	IQCB1	0.9423	652	1
1_MACS_peak_13776_lociStitched	chr18	56316081	56327539	1	11459	24186.6922	653	1		MALT1,ALPK2	MALT1	ALPK2	0.3971	653	1
3_MACS_peak_18087_lociStitched	chr20	31254628	31270460	3	11603	24169.1312	654	1		C20orf203	C20orf203	C20orf203	0.3146	654	1
1_MACS_peak_15115_lociStitched	chr19	49374851	49380903	1	6053	24127.5084	655	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	1.8333	655	1
2_MACS_peak_24669_lociStitched	chr5	154132830	154140316	2	7485	24098.9312	656	1	LARP1		LARP1	LARP1	0.303	656	1
2_MACS_peak_14044_lociStitched	chr19	2607356	2622711	2	10972	24096.6015	657	1	GNG7		GNG7	GNG7	0.3216	657	1
4_MACS_peak_19583_lociStitched	chr22	50962573	50985152	4	13705	24064.6982	658	1	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	0.7367	658	1
1_MACS_peak_3556_lociStitched	chr10	45913561	45919138	1	5578	24060.2934	659	1	ALOX5		ALOX5	ALOX5	0.3731	659	1
3_MACS_peak_21042_lociStitched	chr3	156529842	156545492	3	10758	24041.53	660	1	LEKR1	PA2G4P4	LEKR1	PA2G4P4	0.3666	660	1
1_MACS_peak_15436_lociStitched	chr2	5834068	5842573	1	8506	24024.924	661	1	SOX11		SOX11	SOX11	1.3137	661	1
1_MACS_peak_373_lociStitched	chr1	21110921	21115236	1	4316	23988.811	662	1	HP1BP3		HP1BP3	HP1BP3	0.6077	662	1
4_MACS_peak_475_lociStitched	chr1	25557932	25575169	4	10382	23959.43	663	1	SYF2,C1orf63	RHD	C1orf63	C1orf63	1.0927	663	1
1_MACS_peak_11075_lociStitched	chr16	28833067	28838732	1	5666	23952.753	664	1	ATXN2L	SH2B1,TUFM	ATXN2L	ATXN2L	1.097	664	1
1_MACS_peak_1613_lociStitched	chr1	143911260	143920006	1	8747	23937.802	665	1	SRGAP2P2,FAM72D		SRGAP2P2	SRGAP2P2	0.3929	665	1
1_MACS_peak_6570_lociStitched	chr12	46657081	46664623	1	7543	23904.369	666	1	SLC38A1		SLC38A1	SLC38A1	0.5717	666	1
2_MACS_peak_27829_lociStitched	chr7	89801207	89811603	2	8110	23879.612	667	1		STEAP1,STEAP2	STEAP1	STEAP1	0.3569	667	1
2_MACS_peak_16081_lociStitched	chr2	64360056	64372175	2	7768	23853.8277	668	1	PELI1		PELI1	PELI1	0.4921	668	1
5_MACS_peak_17998_lociStitched	chr20	23329669	23347618	5	10249	23848.8363	669	1	NXT1,GZF1		GZF1	GZF1	0.4368	669	1
3_MACS_peak_11918_lociStitched	chr17	7737063	7761654	3	14971	23831.1381	670	1	KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	KDM6B	0.9152	670	1
2_MACS_peak_2549_lociStitched	chr1	206131665	206140268	2	8567	23826.8688	671	1	FAM72A		FAM72A	FAM72A	0.9168	671	1
4_MACS_peak_19555_lociStitched	chr22	50324825	50339897	4	8922	23819.7888	672	1		CRELD2,PIM3,ALG12	CRELD2	PIM3	0.6538	672	1
2_MACS_peak_5522_lociStitched	chr11	74617696	74629466	2	8185	23793.055	673	1	XRRA1	SPCS2	XRRA1	SPCS2	0.4858	673	1
