REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
1_MACS_peak_22411_lociStitched	chr4	102709585	102719555	1	9971	40559.954	584	1	BANK1	BANK1	BANK1	584	1
2_MACS_peak_12054_lociStitched	chr17	17584101	17599281	2	9963	29124.348	585	1	RAI1		RAI1	585	1
1_MACS_peak_15172_lociStitched	chr19	50424508	50434455	1	9948	27759.0929	586	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	586	1
2_MACS_peak_21227_lociStitched	chr3	176859369	176870758	2	9946	11453.9173	587	1	TBL1XR1		TBL1XR1	587	1
3_MACS_peak_12205_lociStitched	chr17	27252288	27266914	3	9936	14911.207	588	1	PHF12	FLOT2,DHRS13	PHF12	588	1
5_MACS_peak_24307_lociStitched	chr5	131409471	131426650	5	9931	11183.529	589	1	CSF2	IL3	CSF2	589	1
3_MACS_peak_15330_lociStitched	chr19	57384137	57397008	3	9925	19691.3429	590	1		MIMT1,PEG3,ZIM2	MIMT1	590	1
2_MACS_peak_16131_lociStitched	chr2	65656286	65666336	2	9923	37943.775	591	1	SPRED2		SPRED2	591	1
2_MACS_peak_25163_lociStitched	chr6	16128542	16138501	2	9922	20792.4002	592	1	MYLIP		MYLIP	592	1
2_MACS_peak_27174_lociStitched	chr7	26191137	26202488	2	9906	19011.7899	593	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	593	1
4_MACS_peak_31817_lociStitched	chrX	30578634	30597236	4	9904	14146.821	594	1	CXorf21		CXorf21	594	1
1_MACS_peak_2799_lociStitched	chr1	226308214	226318114	1	9901	40475.16	595	1			ACBD3	595	1
2_MACS_peak_12851_lociStitched	chr17	57856385	57868432	2	9880	41146.5285	596	1	TMEM49		MIR21	596	1
2_MACS_peak_13831_lociStitched	chr18	60980088	60990459	2	9879	24444.447	597	1	BCL2	KDSR	BCL2	597	1
3_MACS_peak_26115_lociStitched	chr6	86378937	86396205	3	9879	18324.8016	598	1	SNHG5,SNORD50B,SNORD50A	SYNCRIP	SNORD50B	598	1
2_MACS_peak_1404_lociStitched	chr1	107900913	107910871	2	9868	15722.6862	599	1	NTNG1		NTNG1	599	1
2_MACS_peak_30059_lociStitched	chr8	142126172	142140843	2	9863	19622.4625	600	1	DENND3		DENND3	600	1
3_MACS_peak_31323_lociStitched	chr9	130533053	130549997	3	9852	38320.5504	601	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	601	1
3_MACS_peak_6820_lociStitched	chr12	57071488	57089979	3	9835	29452.4648	602	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	602	1
3_MACS_peak_8583_lociStitched	chr14	45421171	45437266	3	9831	12088.9545	603	1	FAM179B,KLHL28		KLHL28	603	1
2_MACS_peak_32451_lociStitched	chrX	129298570	129310950	2	9818	22238.194	604	1	RAB33A,AIFM1	AIFM1	RAB33A	604	1
4_MACS_peak_17404_lociStitched	chr2	215601152	215615405	4	9818	8879.619	605	1	BARD1		BARD1	605	1
3_MACS_peak_13192_lociStitched	chr17	76770414	76782183	3	9802	18913.9599	606	1	CYTH1		CYTH1	606	1
1_MACS_peak_29499_lociStitched	chr8	89331751	89341548	1	9798	17301.502	607	1	MMP16		MMP16	607	1
3_MACS_peak_9575_lociStitched	chr15	34618998	34635920	3	9798	14585.0718	608	1	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	608	1
4_MACS_peak_21950_lociStitched	chr4	40302371	40319781	4	9794	14401.552	609	1		CHRNA9	CHRNA9	609	1
4_MACS_peak_5867_lociStitched	chr11	114030026	114045235	4	9788	16332.9451	610	1	ZBTB16		ZBTB16	610	1
4_MACS_peak_21909_lociStitched	chr4	38307248	38322234	4	9783	17777.8918	611	1			KLF3	611	1
1_MACS_peak_29808_lociStitched	chr8	119572476	119582254	1	9779	50622.6616	612	1	SAMD12		SAMD12	612	1
4_MACS_peak_25167_lociStitched	chr6	16316604	16333023	4	9769	17573.2557	613	1	ATXN1		GMPR	613	1
3_MACS_peak_11883_lociStitched	chr17	6914824	6926088	3	9765	17445.6832	614	1	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	614	1
5_MACS_peak_9928_lociStitched	chr15	60839979	60854618	5	9756	8077.8002	615	1	RORA		RORA	615	1
2_MACS_peak_5874_lociStitched	chr11	114309287	114320066	2	9755	20555.553	616	1	REXO2	RBM7,C11orf71	REXO2	616	1
1_MACS_peak_23544_lociStitched	chr5	42987521	42997258	1	9738	42857.4055	617	1		LOC153684,LOC648987,C5orf39	LOC648987	617	1
3_MACS_peak_24833_lociStitched	chr5	172454609	172465628	3	9733	22556.9949	618	1	ATP6V0E1	SNORA74B,C5orf41	SNORA74B	618	1
1_MACS_peak_11389_lociStitched	chr16	66906419	66916140	1	9722	21526.1824	619	1	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	619	1
1_MACS_peak_16038_lociStitched	chr2	60775430	60785148	1	9719	34479.464	620	1	BCL11A		BCL11A	620	1
2_MACS_peak_8672_lociStitched	chr14	53610830	53621153	2	9714	26184.2895	621	1	DDHD1		DDHD1	621	1
3_MACS_peak_29286_lociStitched	chr8	67415832	67427039	3	9701	36604.3034	622	1	C8orf46		C8orf46	622	1
3_MACS_peak_8329_lociStitched	chr14	20921962	20940752	3	9694	19582.938	623	1	APEX1,PNP,OSGEP,TMEM55B	RNASE10,TEP1,KLHL33	TMEM55B	623	1
4_MACS_peak_17269_lociStitched	chr2	202047054	202063022	4	9692	12958.032	624	1	CASP10	CASP8	CASP10	624	1
1_MACS_peak_30476_lociStitched	chr9	33815942	33825631	1	9690	28119.4158	625	1	UBE2R2	PRSS3	UBE2R2	625	1
5_MACS_peak_1614_lociStitched	chr1	143948566	143963986	5	9687	10443.966	626	1	SRGAP2P2	FAM72D	SRGAP2P2	626	1
3_MACS_peak_30484_lociStitched	chr9	34320940	34330706	3	9684	19759.5478	627	1	NUDT2,KIF24	KIAA1161	KIF24	627	1
2_MACS_peak_4266_lociStitched	chr10	104550501	104563857	2	9676	17838.2736	628	1	C10orf26	CYP17A1	C10orf26	628	1
4_MACS_peak_14281_lociStitched	chr19	10978236	10991272	4	9671	24472.4828	629	1	C19orf38,CARM1	C19orf52,TMED1,YIPF2	CARM1	629	1
2_MACS_peak_11698_lociStitched	chr16	89032884	89046220	2	9668	27828.2312	630	1	CBFA2T3	CBFA2T3	CBFA2T3	630	1
2_MACS_peak_878_lociStitched	chr1	44294894	44305231	2	9664	43568.3876	631	1	ST3GAL3		ARTN	631	1
1_MACS_peak_23233_lociStitched	chr5	1310842	1320496	1	9655	52336.2648	632	1	CLPTM1L	TERT	TERT	632	1
2_MACS_peak_24843_lociStitched	chr5	173163369	173174415	2	9655	29749.0872	633	1			BOD1	633	1
2_MACS_peak_23291_lociStitched	chr5	7868231	7879583	2	9641	16006.32	634	1	MTRR,FASTKD3	C5orf49	MTRR	634	1
6_MACS_peak_25576_lociStitched	chr6	33377003	33396418	6	9633	16463.92	635	1	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	635	1
2_MACS_peak_66_lociStitched	chr1	2219927	2234766	2	9593	52596.8355	636	1	SKI	LOC100129534	LOC100129534	636	1
3_MACS_peak_27367_lociStitched	chr7	42963212	42973528	3	9592	13827.5664	637	1	MRPL32,PSMA2	C7orf25	PSMA2	637	1
3_MACS_peak_412_lociStitched	chr1	23877962	23889852	3	9582	21302.124	638	1	ID3	E2F2	ID3	638	1
3_MACS_peak_18303_lociStitched	chr20	43200517	43214387	3	9582	14116.886	639	1	PKIG	SERINC3	PKIG	639	1
2_MACS_peak_22313_lociStitched	chr4	87854694	87869458	2	9576	27961.5396	640	1	AFF1	C4orf36	AFF1	640	1
2_MACS_peak_10100_lociStitched	chr15	70386935	70396550	2	9569	35183.208	641	1	TLE3	MIR629	TLE3	641	1
1_MACS_peak_13246_lociStitched	chr17	79477853	79487420	1	9568	35440.9515	642	1	ACTG1	FSCN2,C17orf70	ACTG1	642	1
1_MACS_peak_26763_lociStitched	chr6	157166252	157175816	1	9565	15563.4972	643	1	ARID1B		ARID1B	643	1
3_MACS_peak_940_lociStitched	chr1	46790357	46807972	3	9559	20362.94	644	1	NSUN4	UQCRH,LRRC41	NSUN4	644	1
1_MACS_peak_20919_lociStitched	chr3	143141516	143151073	1	9558	26855.17	645	1	SLC9A9		CHST2	645	1
4_MACS_peak_26950_lociStitched	chr7	6047726	6057827	4	9557	13750.4913	646	1	AIMP2,PMS2	EIF2AK1	AIMP2	646	1
2_MACS_peak_8698_lociStitched	chr14	55563816	55575283	2	9551	30102.0217	647	1		MAPK1IP1L,LGALS3	LGALS3	647	1
2_MACS_peak_1835_lociStitched	chr1	154179674	154195217	2	9550	32248.6164	648	1	UBAP2L,C1orf43	HAX1,TPM3,MIR190B,C1orf189	UBAP2L	648	1
3_MACS_peak_28608_lociStitched	chr7	150098187	150113083	3	9542	47296.2896	649	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	649	1
2_MACS_peak_22671_lociStitched	chr4	128695301	128706152	2	9537	22978.0776	650	1	SLC25A31,HSPA4L		HSPA4L	650	1
4_MACS_peak_17848_lociStitched	chr20	5092449	5109057	4	9526	17592.8544	651	1	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	651	1
3_MACS_peak_14364_lociStitched	chr19	13043063	13058450	3	9510	19933.8585	652	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	652	1
4_MACS_peak_27253_lociStitched	chr7	32528895	32547199	4	9507	17895.8208	653	1	AVL9,LSM5		AVL9	653	1
2_MACS_peak_23274_lociStitched	chr5	6445636	6456071	2	9505	25932.0185	654	1	UBE2QL1		UBE2QL1	654	1
5_MACS_peak_8170_lociStitched	chr13	99128360	99145736	5	9505	12978.1344	655	1	STK24		STK24	655	1
1_MACS_peak_3691_lociStitched	chr10	63744173	63753672	1	9500	21735.6118	656	1	ARID5B		ARID5B	656	1
3_MACS_peak_1855_lociStitched	chr1	154907765	154920998	3	9500	25849.3422	657	1	PMVK,PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PYGO2,SHC1	PMVK	657	1
3_MACS_peak_16551_lociStitched	chr2	109383423	109404421	3	9490	10310.018	658	1	RANBP2,CCDC138		CCDC138	658	1
2_MACS_peak_23486_lociStitched	chr5	37797643	37812628	2	9489	29850.12	659	1		GDNF	GDNF	659	1
3_MACS_peak_7903_lociStitched	chr13	50647665	50658134	3	9488	15975.694	660	1	DLEU1,DLEU2	MIR16-1,MIR15A	DLEU1	660	1
1_MACS_peak_12421_lociStitched	chr17	38016020	38025471	1	9452	36900.4844	661	1	ZPBP2,IKZF3	GSDMB	IKZF3	661	1
5_MACS_peak_2254_lociStitched	chr1	182580482	182595437	5	9442	17678.3055	662	1	LOC284648	RNASEL,RGS16,RGS8	LOC284648	662	1
2_MACS_peak_350_lociStitched	chr1	19274584	19284166	2	9436	21712.812	663	1	IFFO2	ALDH4A1	IFFO2	663	1
2_MACS_peak_29430_lociStitched	chr8	81003683	81018672	2	9424	23098.049	664	1	TPD52	TPD52	TPD52	664	1
3_MACS_peak_26364_lociStitched	chr6	111187467	111203673	3	9421	16735.9362	665	1	AMD1		AMD1	665	1
1_MACS_peak_25561_lociStitched	chr6	32934328	32943739	1	9412	51073.497	666	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	666	1
2_MACS_peak_27236_lociStitched	chr7	30359863	30372638	2	9411	22132.6875	667	1	ZNRF2	MIR550A1,DKFZP586I1420,MIR550B1	MIR550B1	667	1
4_MACS_peak_30144_lociStitched	chr8	146010518	146030847	4	9399	20509.9281	668	1	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	668	1
2_MACS_peak_9149_lociStitched	chr14	91876284	91886143	2	9396	29892.488	669	1	CCDC88C		CCDC88C	669	1
3_MACS_peak_660_lociStitched	chr1	33084890	33096616	3	9393	17468.2222	670	1	ZBTB8OS	RBBP4	ZBTB8OS	670	1
5_MACS_peak_31199_lociStitched	chr9	123682026	123699587	5	9392	17529.3902	671	1	TRAF1	PHF19,TRAF1	TRAF1	671	1
2_MACS_peak_4832_lociStitched	chr11	18403904	18418730	2	9390	30474.843	672	1	LDHA	LDHC	LDHA	672	1
3_MACS_peak_5482_lociStitched	chr11	72522629	72540342	3	9390	24435.0835	673	1	ATG16L2	STARD10	ATG16L2	673	1
4_MACS_peak_23306_lociStitched	chr5	10595600	10609930	4	9372	22618.472	674	1	ANKRD33B		ANKRD33B	674	1
1_MACS_peak_20623_lociStitched	chr3	121509724	121519092	1	9369	32600.64	675	1	IQCB1	EAF2,GOLGB1	IQCB1	675	1
2_MACS_peak_4949_lociStitched	chr11	34804265	34814320	2	9358	17207.1215	676	1			PDHX	676	1
2_MACS_peak_13223_lociStitched	chr17	78227553	78238441	2	9351	22310.6008	677	1	RNF213	SLC26A11,SGSH	RNF213	677	1
2_MACS_peak_27863_lociStitched	chr7	92239372	92253191	2	9345	13767.8697	678	1	CDK6	LOC728066,FAM133B	FAM133B	678	1
3_MACS_peak_10775_lociStitched	chr16	9184145	9194371	3	9343	20575.7346	679	1	C16orf72		C16orf72	679	1
6_MACS_peak_2543_lociStitched	chr1	206087133	206103025	6	9332	9021.8884	680	1		FAM72A	FAM72A	680	1
1_MACS_peak_16297_lociStitched	chr2	80751380	80760699	1	9320	32593.2025	681	1	CTNNA2		LRRTM1	681	1
3_MACS_peak_19454_lociStitched	chr22	42251685	42262070	3	9320	10244.8025	682	1	SREBF2	MIR33A	SREBF2	682	1
3_MACS_peak_25787_lociStitched	chr6	44185398	44195527	3	9313	10603.0372	683	1	SLC29A1	HSP90AB1,TMEM151B,SLC35B2,NFKBIE	SLC29A1	683	1
1_MACS_peak_29912_lociStitched	chr8	126440862	126450173	1	9312	48396.7158	684	1	TRIB1		TRIB1	684	1
1_MACS_peak_24527_lociStitched	chr5	142429985	142439295	1	9311	36342.516	685	1	ARHGAP26		ARHGAP26	685	1
3_MACS_peak_18115_lociStitched	chr20	32361036	32375065	3	9308	13215.318	686	1	ZNF341	CHMP4B	CHMP4B	686	1
3_MACS_peak_25482_lociStitched	chr6	30683927	30698919	3	9301	25733.768	687	1	TUBB,MDC1,FLOT1	DHX16,KIAA1949,NRM,IER3	TUBB	687	1
1_MACS_peak_1863_lociStitched	chr1	154969968	154979264	1	9297	63591.1472	688	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	688	1
4_MACS_peak_10161_lociStitched	chr15	74491735	74508262	4	9290	13474.4631	689	1	STRA6	ISLR,CCDC33	STRA6	689	1
1_MACS_peak_380_lociStitched	chr1	21614906	21624193	1	9288	69694.2915	690	1	ECE1	ECE1	ECE1	690	1
5_MACS_peak_1638_lociStitched	chr1	145138222	145160403	5	9275	16844.2514	691	1		SEC22B,NOTCH2NL	SEC22B	691	1
2_MACS_peak_15467_lociStitched	chr2	8817287	8826587	2	9265	23449.02	692	1	ID2		ID2	692	1
2_MACS_peak_763_lociStitched	chr1	39657426	39672327	2	9265	17061.645	693	1	MACF1		MACF1	693	1
1_MACS_peak_4352_lociStitched	chr10	112255828	112265080	1	9253	22087.2996	694	1	DUSP5		DUSP5	694	1
4_MACS_peak_21927_lociStitched	chr4	39353797	39368671	4	9249	14362.3344	695	1	RFC1	KLB	RFC1	695	1
2_MACS_peak_23545_lociStitched	chr5	43007200	43022026	2	9247	25860.9918	696	1	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	696	1
2_MACS_peak_12699_lociStitched	chr17	46984771	46995454	2	9246	16151.6277	697	1	UBE2Z	ATP5G1,SNF8	UBE2Z	697	1
3_MACS_peak_29920_lociStitched	chr8	126781217	126793860	3	9246	12812.4162	698	1			TRIB1	698	1
5_MACS_peak_10153_lociStitched	chr15	74273945	74288670	5	9229	12189.355	699	1	PML,STOML1		STOML1	699	1
2_MACS_peak_31399_lociStitched	chr9	132646011	132655900	2	9224	36937.3928	700	1	FNBP1	USP20,C9orf78	USP20	700	1
3_MACS_peak_25636_lociStitched	chr6	36091718	36109995	3	9223	29188.369	701	1	MAPK13		MAPK13	701	1
2_MACS_peak_26759_lociStitched	chr6	157096014	157105771	2	9222	21642.9774	702	1	ARID1B		ARID1B	702	1
3_MACS_peak_11837_lociStitched	chr17	4267840	4281048	3	9220	16364.712	703	1	UBE2G1		UBE2G1	703	1
5_MACS_peak_5174_lociStitched	chr11	62312332	62328830	5	9217	14283.9684	704	1	AHNAK,EEF1G	TUT1,MTA2	AHNAK	704	1
2_MACS_peak_7755_lociStitched	chr13	35227832	35237047	2	9208	12255.95	705	1			NBEA	705	1
1_MACS_peak_18804_lociStitched	chr21	36254034	36263239	1	9206	30247.63	706	1	RUNX1		RUNX1	706	1
1_MACS_peak_28087_lociStitched	chr7	104577934	104587134	1	9201	37435.72	707	1		LOC723809	LOC723809	707	1
3_MACS_peak_15139_lociStitched	chr19	49953628	49964720	3	9201	26961.3244	708	1	ALDH16A1,PIH1D1	LOC645971,FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PTH2,SLC17A7,MIR150	ALDH16A1	708	1
2_MACS_peak_22215_lociStitched	chr4	77221023	77230269	2	9198	27222.9978	709	1	STBD1	FAM47E	STBD1	709	1
2_MACS_peak_18364_lociStitched	chr20	45315216	45327390	2	9196	27451.1526	710	1	TP53RK	SLC2A10,SLC13A3	TP53RK	710	1
2_MACS_peak_26912_lociStitched	chr7	2438054	2448001	2	9190	16419.5129	711	1	CHST12	EIF3B	CHST12	711	1
3_MACS_peak_19658_lociStitched	chr3	9433076	9442753	3	9167	12825.8958	712	1	SETD5,LOC440944	THUMPD3	LOC440944	712	1
3_MACS_peak_26350_lociStitched	chr6	109774778	109785692	3	9166	18530.8806	713	1	MICAL1,ZBTB24	SMPD2,PPIL6,ZBTB24	MICAL1	713	1
2_MACS_peak_18483_lociStitched	chr20	52480627	52490575	2	9163	21487.68	714	1		SUMO1P1	SUMO1P1	714	1
3_MACS_peak_14548_lociStitched	chr19	18527336	18541414	3	9157	12138.0516	715	1	SSBP4	GDF15,MIR3189,LRRC25,ISYNA1	SSBP4	715	1
2_MACS_peak_27865_lociStitched	chr7	92259570	92272392	2	9152	25706.8278	716	1	CDK6	LOC728066,FAM133B	FAM133B	716	1
1_MACS_peak_3685_lociStitched	chr10	63656394	63665538	1	9145	25252.9848	717	1	ARID5B		ARID5B	717	1
2_MACS_peak_30333_lociStitched	chr9	20351168	20362809	2	9136	26563.5979	718	1	MLLT3		MLLT3	718	1
1_MACS_peak_8351_lociStitched	chr14	21729701	21738833	1	9133	19510.518	719	1	HNRNPC	RPGRIP1	HNRNPC	719	1
4_MACS_peak_6479_lociStitched	chr12	33037854	33050496	4	9133	7877.2302	720	1	PKP2		PKP2	720	1
2_MACS_peak_12507_lociStitched	chr17	40824789	40834074	2	9126	38784.3735	721	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	721	1
5_MACS_peak_1881_lociStitched	chr1	155210384	155233089	5	9122	20189.286	722	1	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	722	1
3_MACS_peak_20615_lociStitched	chr3	121260902	121271691	3	9113	12948.9578	723	1	POLQ	ARGFX,FBXO40	POLQ	723	1
1_MACS_peak_437_lociStitched	chr1	24284219	24293315	1	9097	21633.0168	724	1	PNRC2,SRSF10	CNR2	PNRC2	724	1
2_MACS_peak_2003_lociStitched	chr1	160675494	160684726	2	9096	40008.7184	725	1	CD48	SLAMF7	CD48	725	1
1_MACS_peak_5256_lociStitched	chr11	64538713	64547803	1	9091	23466.744	726	1	SF1	NRXN2,RASGRP2,PYGM,MAP4K2,MEN1	SF1	726	1
2_MACS_peak_20827_lociStitched	chr3	135906666	135917733	2	9090	28868.2695	727	1	MSL2		MSL2	727	1
2_MACS_peak_24295_lociStitched	chr5	130709404	130718920	2	9084	12083.4168	728	1	CDC42SE2		CDC42SE2	728	1
3_MACS_peak_12387_lociStitched	chr17	37022819	37038722	3	9084	28234.1862	729	1	LASP1	CWC25,C17orf98,SNORA21,RPL23	LASP1	729	1
2_MACS_peak_11475_lociStitched	chr16	70461343	70473901	2	9082	16835.2548	730	1	ST3GAL2	FUK	ST3GAL2	730	1
2_MACS_peak_29704_lociStitched	chr8	105627367	105637485	2	9074	25769.5342	731	1		LRP12	LRP12	731	1
3_MACS_peak_14250_lociStitched	chr19	10303327	10317872	3	9072	15667.874	732	1	DNMT1	MIR4322,MRPL4,S1PR2	DNMT1	732	1
3_MACS_peak_6798_lociStitched	chr12	56509266	56523904	3	9071	15268.8978	733	1	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	733	1
3_MACS_peak_23616_lociStitched	chr5	54708189	54723743	3	9070	16373.6958	734	1	SKIV2L2,PPAP2A		SKIV2L2	734	1
4_MACS_peak_18967_lociStitched	chr21	46522565	46533984	4	9067	16674.0238	735	1	ADARB1	C21orf122	ADARB1	735	1
2_MACS_peak_30883_lociStitched	chr9	94179388	94192419	2	9066	29440.9383	736	1	NFIL3		NFIL3	736	1
2_MACS_peak_12594_lociStitched	chr17	43384882	43396075	2	9058	30663.2235	737	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	737	1
1_MACS_peak_16361_lociStitched	chr2	86842762	86851810	1	9049	26951.2776	738	1	RNF103-VPS24,RNF103		RNF103	738	1
3_MACS_peak_5276_lociStitched	chr11	64877799	64891114	3	9049	19497.1545	739	1	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	739	1
2_MACS_peak_4021_lociStitched	chr10	90143498	90152683	2	9036	27071.869	740	1	RNLS		RNLS	740	1
3_MACS_peak_4606_lociStitched	chr11	795148	811773	3	9036	25407.9875	741	1	RPLP2,SNORA52,SLC25A22,LRDD	TALDO1,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,CEND1,POLR2L	LRDD	741	1
2_MACS_peak_7973_lociStitched	chr13	60962451	60976600	2	9034	18842.2233	742	1	TDRD3		TDRD3	742	1
1_MACS_peak_4232_lociStitched	chr10	103872154	103881179	1	9026	30357.3925	743	1	LDB1	HPS6,PPRC1,NOLC1	LDB1	743	1
4_MACS_peak_12143_lociStitched	chr17	21178345	21193331	4	9025	21500.4142	744	1	MAP2K3	C17orf103	MAP2K3	744	1
4_MACS_peak_24202_lociStitched	chr5	118718458	118735142	4	9020	8009.9884	745	1	TNFAIP8		TNFAIP8	745	1
3_MACS_peak_29503_lociStitched	chr8	90732310	90743358	3	9013	10745.2848	746	1		RIPK2	RIPK2	746	1
3_MACS_peak_13263_lociStitched	chr17	79883729	79896194	3	9012	20842.7265	747	1	LOC92659,MAFG,PYCR1	ANAPC11,NPB,ASPSCR1,THOC4,PCYT2,SIRT7,MAFG,MYADML2,NOTUM	LOC92659	747	1
3_MACS_peak_25564_lociStitched	chr6	33166714	33177181	3	8987	22428.6876	748	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	748	1
3_MACS_peak_3873_lociStitched	chr10	75909389	75927302	3	8969	11740.1802	749	1	ADK,AP3M1	ADK	ADK	749	1
2_MACS_peak_16904_lociStitched	chr2	161549855	161563432	2	8965	17553.7033	750	1			RBMS1	750	1
2_MACS_peak_22475_lociStitched	chr4	109030776	109042968	2	8964	20359.4208	751	1	LEF1	LOC641518	LEF1	751	1
4_MACS_peak_18163_lociStitched	chr20	34189529	34207818	4	8964	11968.3216	752	1	SPAG4,FER1L4	CPNE1	FER1L4	752	1
4_MACS_peak_25717_lociStitched	chr6	41671984	41688542	4	8948	19766.9404	753	1	TFEB	PGC	TFEB	753	1
4_MACS_peak_19555_lociStitched	chr22	50324825	50339897	4	8922	23819.7888	754	1		CRELD2,PIM3,ALG12	CRELD2	754	1
3_MACS_peak_17710_lociStitched	chr2	240178419	240190639	3	8919	10636.288	755	1	HDAC4	MIR4269	MIR4269	755	1
2_MACS_peak_12203_lociStitched	chr17	27219360	27230144	2	8903	22157.8848	756	1	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	756	1
4_MACS_peak_3786_lociStitched	chr10	72334314	72348988	4	8883	24659.657	757	1		PRF1	PRF1	757	1
2_MACS_peak_31514_lociStitched	chr9	139129452	139138442	2	8881	18512.208	758	1	QSOX2	LHX3	QSOX2	758	1
2_MACS_peak_18066_lociStitched	chr20	30787630	30797097	2	8880	31913.257	759	1	POFUT1,PLAGL2	TSPY26P	PLAGL2	759	1
3_MACS_peak_27811_lociStitched	chr7	87551296	87565350	3	8878	17259.7174	760	1	ADAM22	DBF4,SLC25A40	ADAM22	760	1
2_MACS_peak_7178_lociStitched	chr12	102870690	102880145	2	8867	8844.207	761	1	IGF1		IGF1	761	1
3_MACS_peak_9985_lociStitched	chr15	64443385	64456241	3	8865	12537.1712	762	1	SNX22,PPIB		PPIB	762	1
5_MACS_peak_14879_lociStitched	chr19	42438689	42464385	5	8864	23031.3248	763	1	RABAC1	ATP1A3	RABAC1	763	1
3_MACS_peak_29162_lociStitched	chr8	56105921	56117062	3	8850	8659.8993	764	1	XKR4		XKR4	764	1
2_MACS_peak_26388_lociStitched	chr6	113946538	113956379	2	8842	17022.9618	765	1			MARCKS	765	1
2_MACS_peak_17615_lociStitched	chr2	232570144	232579358	2	8838	36052.5392	766	1	PTMA,MIR1244-1		PTMA	766	1
2_MACS_peak_20708_lociStitched	chr3	126721586	126735438	2	8837	17659.9148	767	1	PLXNA1		PLXNA1	767	1
3_MACS_peak_13295_lociStitched	chr17	80405427	80417916	3	8833	30633.0192	768	1	NARF,C17orf62	HEXDC,C17orf101	C17orf62	768	1
2_MACS_peak_23757_lociStitched	chr5	68663205	68672224	2	8827	17325.499	769	1	RAD17,TAF9	MARVELD2,CCDC125	RAD17	769	1
4_MACS_peak_23958_lociStitched	chr5	90561542	90577151	4	8821	13479.9324	770	1			LOC100129716	770	1
3_MACS_peak_10034_lociStitched	chr15	66788794	66798844	3	8820	17273.94	771	1	ZWILCH,SNAPC5,RPL4,SNORD18C,SNORD18B,SNORD16,SNORD18A		SNORD18C	771	1
2_MACS_peak_14871_lociStitched	chr19	42036749	42047116	2	8813	22373.0227	772	1		CEACAM21	CEACAM21	772	1
3_MACS_peak_23156_lociStitched	chr4	186176238	186188745	3	8793	8809.9308	773	1	SNX25		SNX25	773	1
3_MACS_peak_7938_lociStitched	chr13	53022697	53036070	3	8788	14281.0267	774	1	CKAP2,VPS36	TPTE2P3,THSD1	CKAP2	774	1
2_MACS_peak_21564_lociStitched	chr4	1711735	1725310	2	8786	23528.19	775	1	TACC3,SLBP,TMEM129	FAM53A	SLBP	775	1
2_MACS_peak_5200_lociStitched	chr11	62597334	62610759	2	8781	27780.3525	776	1	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	776	1
2_MACS_peak_10910_lociStitched	chr16	17434568	17443356	2	8777	21109.6548	777	1	XYLT1		XYLT1	777	1
