GENE_ID	locusLine	bin_1_NCI-H929.jin.bam
NM_003859	chr20(.):49546404-49580060	1.5891
NM_006526	chr20(.):52178609-52204636	1.068
NM_080615	chr20(.):55061547-55105981	0.071
NM_001012971	chr20(.):55094784-55106208	0.1018
NM_001013646	chr20(.):55103301-55116576	0.0894
NM_001015885	chr20(.):55921617-55958519	0.2487
NM_003610	chr20(.):55921144-55958519	0.2455
NM_001190472	chr20(.):55928495-55939878	0.0435
NR_024470	chr20(.):61289378-61302973	0.2274
NM_016354	chr20(.):61268796-61308647	1.8618
NM_001193370	chr20(.):61513566-61562903	0.9501
NM_001193369	chr20(.):61504089-61562903	0.879
NM_080797	chr20(.):61513566-61574304	1.0547
NM_033081	chr20(.):61504089-61574304	0.981
NM_017896	chr20(.):61564440-61584827	1.2536
NM_080750	chr20(.):61471475-61482543	0.084
NM_001083113	chr20(.):62333793-62372494	2.0808
NM_181485	chr20(.):62334379-62372494	2.1084
NM_017806	chr20(.):62362977-62375460	2.4616
NM_003224	chr20(.):62324994-62344355	1.154
NM_032945	chr20(.):62321287-62335035	0.1902
NM_020062	chr20(.):62366210-62380403	2.1219
NM_003823	chr20(.):62323020-62335035	0.2103
NM_000874	chr21(.):34597230-34640062	0.7126
NM_207585	chr21(.):34597230-34641820	0.692
NM_001100421	chr21(.):19156283-19196703	1.3437
NM_000628	chr21(.):34633671-34674520	0.0975
NM_005049	chr21(.):45522207-45556063	0.8236
NM_198155	chr21(.):45548493-45570605	2.3593
NM_004327	chr22(.):23517551-23665224	0.1206
NM_014433	chr22(.):23396592-23489241	0.4151
NM_007194	chr22(.):29078730-29142822	0.1217
NM_014775	chr22(.):31887260-32019534	0.108
NM_019843	chr22(.):31830344-31890874	0.3493
NM_001164501	chr22(.):31830344-31890547	0.349
NM_001195071	chr22(.):38610297-38673670	1.2578
NM_001195072	chr22(.):38610297-38674040	1.2515
NM_001003406	chr22(.):39961757-40090740	0.0777
NM_001164106	chr22(.):50580483-50605116	0.0961
NM_138433	chr22(.):50981461-50994452	0.3358
NM_001178126	chr22(.):23224959-23243013	7.2815
NM_004914	chr22(.):23482512-23511531	0.7569
NM_001024938	chr22(.):24194058-24232725	0.2246
NM_002415	chr22(.):24231564-24242409	1.2689
NM_001024939	chr22(.):24195040-24232725	0.2294
NM_001007468	chr22(.):24124149-24181705	0.4848
NM_001002862	chr22(.):24171689-24186199	1.5998
NM_000675	chr22(.):24818529-24843325	2.1317
NR_028484	chr22(.):24820177-24895783	0.738
NM_172002	chr22(.):29133042-29158496	0.294
NM_173510	chr22(.):29163661-29190283	1.0777
NM_001079539	chr22(.):29185547-29201560	4.7368
NM_031910	chr22(.):37571205-37589330	0.0771
NM_001051	chr22(.):37597244-37613353	0.4915
NM_002872	chr22(.):37616309-37645305	0.7695
NM_001161574	chr22(.):38592938-38617517	0.5174
NM_001161573	chr22(.):38594026-38617517	0.5367
NM_004286	chr22(.):39096806-39134592	0.5077
NM_005740	chr22(.):39169512-39195161	0.1303
NM_014876	chr22(.):39076547-39101459	0.5999
NM_015374	chr22(.):39125734-39156947	1.0505
NM_194326	chr22(.):39920097-39933860	0.9231
NM_019008	chr22(.):39893283-39919137	1.4088
NM_182810	chr22(.):39911568-39923691	2.4247
NM_001098270	chr22(.):39878228-39893199	0.1003
NM_001135101	chr22(.):50307282-50326186	0.3888
NM_024105	chr22(.):50291853-50317106	0.2226
NM_001001852	chr22(.):50349142-50362720	2.1298
NM_031454	chr22(.):50634407-50661045	0.2668
NM_001160300	chr22(.):50604159-50623724	0.2374
NM_025204	chr22(.):50619359-50643027	1.4831
NM_001169111	chr22(.):50956996-50969033	3.9283
NM_024866	chr22(.):50915011-50929866	0.2631
NM_002972	chr22(.):50878430-50918464	0.4967
NM_001185011	chr22(.):50941644-50968209	1.631
NM_001113756	chr22(.):50959181-50973258	6.0151
NM_001113755	chr22(.):50959181-50973514	5.9236
NM_001169109	chr22(.):50956996-50969868	5.2613
NM_001169110	chr22(.):50956996-50969574	4.7871
NM_001014440	chr22(.):50963837-50976008	6.3868
NM_005138	chr22(.):50956996-50969034	3.9323
NM_017584	chr22(.):50920212-50933750	0.1776
NM_033200	chr22(.):50936375-50951135	0.479
NM_001145134	chr22(.):51002289-51022096	0.6257
NR_021492	chr22(.):51016454-51027355	1.0481
NM_004377	chr22(.):51002289-51021894	0.616
NM_001123225	chr22(.):50984540-51006328	0.1889
NM_001145137	chr22(.):51002289-51021506	0.5532
NM_005198	chr22(.):51012386-51026428	0.8413
