GENE_ID	locusLine	bin_1_11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20.bam
1_MACS_peak_28496_lociStitched	chr9(.):95458393-95459844	0.7161
4_MACS_peak_28497_lociStitched	chr9(.):95468172-95485379	0.7817
2_MACS_peak_28501_lociStitched	chr9(.):95498945-95503570	1.4386
4_MACS_peak_28503_lociStitched	chr9(.):95514068-95529127	1.6239
1_MACS_peak_28507_lociStitched	chr9(.):95557441-95559048	1.0579
1_MACS_peak_28508_lociStitched	chr9(.):95570077-95571968	1.2334
1_MACS_peak_28509_lociStitched	chr9(.):95639588-95641063	1.8903
1_MACS_peak_28510_lociStitched	chr9(.):95648621-95651101	1.6504
1_MACS_peak_28511_lociStitched	chr9(.):95716154-95717134	0.5031
1_MACS_peak_28512_lociStitched	chr9(.):95725599-95727680	2.1687
2_MACS_peak_28513_lociStitched	chr9(.):95820544-95827656	1.6915
1_MACS_peak_28515_lociStitched	chr9(.):95834176-95835542	1.2276
1_MACS_peak_28516_lociStitched	chr9(.):95855280-95859595	3.7023
1_MACS_peak_28517_lociStitched	chr9(.):95878084-95879069	0.5904
1_MACS_peak_28518_lociStitched	chr9(.):95895262-95897561	1.8764
1_MACS_peak_28519_lociStitched	chr9(.):96029752-96034482	3.4237
1_MACS_peak_28520_lociStitched	chr9(.):96047506-96050111	2.9906
1_MACS_peak_28521_lociStitched	chr9(.):96119733-96120732	0.4872
1_MACS_peak_28522_lociStitched	chr9(.):96212126-96216674	3.0314
1_MACS_peak_28523_lociStitched	chr9(.):96225801-96227674	0.8447
1_MACS_peak_28524_lociStitched	chr9(.):96266555-96268069	0.7933
1_MACS_peak_28525_lociStitched	chr9(.):96328589-96330025	1.6417
1_MACS_peak_28526_lociStitched	chr9(.):96337755-96340060	0.9452
1_MACS_peak_28527_lociStitched	chr9(.):96792080-96793714	1.1054
1_MACS_peak_28528_lociStitched	chr9(.):96927725-96930297	3.878
1_MACS_peak_28529_lociStitched	chr9(.):97021457-97022316	0.5545
1_MACS_peak_28530_lociStitched	chr9(.):97135820-97138584	1.8694
1_MACS_peak_28531_lociStitched	chr9(.):97348487-97349673	0.8782
1_MACS_peak_28532_lociStitched	chr9(.):97401342-97402577	0.5164
1_MACS_peak_28533_lociStitched	chr9(.):97417766-97419435	1.6262
1_MACS_peak_28534_lociStitched	chr9(.):97431005-97432164	0.6247
2_MACS_peak_28535_lociStitched	chr9(.):97481853-97489883	0.5799
1_MACS_peak_28537_lociStitched	chr9(.):97622260-97624686	3.4794
2_MACS_peak_28538_lociStitched	chr9(.):97632836-97638879	0.545
1_MACS_peak_28540_lociStitched	chr9(.):97714391-97715801	0.7886
1_MACS_peak_28541_lociStitched	chr9(.):97766276-97767167	0.6199
1_MACS_peak_28542_lociStitched	chr9(.):97793751-97794991	0.5305
1_MACS_peak_28543_lociStitched	chr9(.):97810765-97811370	0.5341
1_MACS_peak_28544_lociStitched	chr9(.):98078701-98080695	2.6618
1_MACS_peak_28545_lociStitched	chr9(.):98188105-98190123	2.8716
1_MACS_peak_28546_lociStitched	chr9(.):98223497-98228242	4.9299
1_MACS_peak_28547_lociStitched	chr9(.):98255768-98258960	3.5216
1_MACS_peak_28548_lociStitched	chr9(.):98267489-98274452	2.9295
1_MACS_peak_28549_lociStitched	chr9(.):98619916-98620961	0.5226
1_MACS_peak_28550_lociStitched	chr9(.):98636861-98639757	4.658
1_MACS_peak_28551_lociStitched	chr9(.):98898978-98900795	1.9276
1_MACS_peak_28552_lociStitched	chr9(.):98911687-98913822	3.0868
1_MACS_peak_28553_lociStitched	chr9(.):99178665-99183444	3.6541
1_MACS_peak_28554_lociStitched	chr9(.):99212138-99213435	0.5179
1_MACS_peak_28555_lociStitched	chr9(.):99246210-99248001	1.5682
1_MACS_peak_28556_lociStitched	chr9(.):99328471-99329906	0.936
1_MACS_peak_28557_lociStitched	chr9(.):99539875-99541042	0.5301
1_MACS_peak_28558_lociStitched	chr9(.):99615613-99617165	1.4032
1_MACS_peak_28559_lociStitched	chr9(.):99636536-99639274	3.2031
1_MACS_peak_28560_lociStitched	chr9(.):99774172-99776747	1.9529
1_MACS_peak_28561_lociStitched	chr9(.):99907296-99908577	0.6367
1_MACS_peak_28562_lociStitched	chr9(.):99928611-99929967	0.8987
1_MACS_peak_28563_lociStitched	chr9(.):99961813-99962440	0.5378
1_MACS_peak_28564_lociStitched	chr9(.):99983719-99984987	1.1479
1_MACS_peak_28565_lociStitched	chr9(.):99999251-100001681	2.8405
1_MACS_peak_28566_lociStitched	chr9(.):100125233-100127022	1.5271
1_MACS_peak_28567_lociStitched	chr9(.):100174111-100175435	0.6869
1_MACS_peak_28568_lociStitched	chr9(.):100230752-100232264	1.2579
1_MACS_peak_28569_lociStitched	chr9(.):100263148-100264544	0.6066
1_MACS_peak_28570_lociStitched	chr9(.):100320143-100322305	5.172
2_MACS_peak_28571_lociStitched	chr9(.):100389493-100397120	2.5306
2_MACS_peak_28573_lociStitched	chr9(.):100458336-100467269	0.7936
1_MACS_peak_28575_lociStitched	chr9(.):100479289-100481216	1.5512
1_MACS_peak_28576_lociStitched	chr9(.):100492090-100493524	1.0784
1_MACS_peak_28577_lociStitched	chr9(.):100565477-100566594	1.1075
1_MACS_peak_28578_lociStitched	chr9(.):100683932-100686485	5.0622
1_MACS_peak_28579_lociStitched	chr9(.):100699726-100702054	2.9707
1_MACS_peak_28580_lociStitched	chr9(.):100712845-100713810	0.6711
1_MACS_peak_28581_lociStitched	chr9(.):100744468-100748111	4.633
2_MACS_peak_28582_lociStitched	chr9(.):100772227-100780567	0.3624
1_MACS_peak_28584_lociStitched	chr9(.):100806836-100808687	1.8757
1_MACS_peak_28585_lociStitched	chr9(.):100818079-100820326	2.9995
1_MACS_peak_28586_lociStitched	chr9(.):100863504-100865032	0.7366
1_MACS_peak_28587_lociStitched	chr9(.):100881010-100882086	0.5656
1_MACS_peak_28588_lociStitched	chr9(.):101017462-101019602	3.9254
1_MACS_peak_28589_lociStitched	chr9(.):101866594-101868298	0.5525
1_MACS_peak_28590_lociStitched	chr9(.):101880844-101882205	0.974
1_MACS_peak_28591_lociStitched	chr9(.):101891813-101892756	0.4783
1_MACS_peak_28592_lociStitched	chr9(.):101948857-101950450	0.7839
1_MACS_peak_28593_lociStitched	chr9(.):101982964-101986591	5.7976
2_MACS_peak_28594_lociStitched	chr9(.):101996601-102008156	1.3867
2_MACS_peak_28596_lociStitched	chr9(.):102015096-102022669	1.7428
2_MACS_peak_28598_lociStitched	chr9(.):102275550-102279276	0.584
1_MACS_peak_28600_lociStitched	chr9(.):102580866-102585234	2.6734
1_MACS_peak_28601_lociStitched	chr9(.):102612989-102615731	1.3732
1_MACS_peak_28602_lociStitched	chr9(.):102668221-102670173	4.311
1_MACS_peak_28603_lociStitched	chr9(.):102819911-102822591	2.9129
1_MACS_peak_28604_lociStitched	chr9(.):102845155-102848300	3.1562
1_MACS_peak_28605_lociStitched	chr9(.):102860105-102862560	2.5023
1_MACS_peak_28606_lociStitched	chr9(.):102971535-102972945	1.197
1_MACS_peak_28607_lociStitched	chr9(.):103114098-103115936	1.4277
2_MACS_peak_28608_lociStitched	chr9(.):103188672-103190427	0.654
1_MACS_peak_28610_lociStitched	chr9(.):103209987-103212704	0.8527
1_MACS_peak_28611_lociStitched	chr9(.):103235588-103236433	0.4447
1_MACS_peak_28612_lociStitched	chr9(.):103283458-103284535	0.5493
1_MACS_peak_28613_lociStitched	chr9(.):103316866-103318375	0.7756
1_MACS_peak_28614_lociStitched	chr9(.):103360294-103361788	1.0133
1_MACS_peak_28615_lociStitched	chr9(.):104159764-104162461	2.2618
1_MACS_peak_28616_lociStitched	chr9(.):104187621-104193069	4.2285
1_MACS_peak_28617_lociStitched	chr9(.):104211114-104212269	1.6206
1_MACS_peak_28618_lociStitched	chr9(.):104295244-104297131	5.6347
1_MACS_peak_28619_lociStitched	chr9(.):104411914-104412833	0.5164
1_MACS_peak_28620_lociStitched	chr9(.):105207279-105208018	0.4072
1_MACS_peak_28621_lociStitched	chr9(.):105259033-105260628	0.8095
1_MACS_peak_28622_lociStitched	chr9(.):105672924-105673889	0.6019
1_MACS_peak_28623_lociStitched	chr9(.):106574455-106575189	0.419
1_MACS_peak_28624_lociStitched	chr9(.):106855265-106857979	5.0301
1_MACS_peak_28625_lociStitched	chr9(.):107509183-107511467	3.7534
1_MACS_peak_28626_lociStitched	chr9(.):107525600-107528325	1.7437
2_MACS_peak_28627_lociStitched	chr9(.):107534835-107538889	0.8744
1_MACS_peak_28629_lociStitched	chr9(.):107621862-107623339	0.7186
2_MACS_peak_28630_lociStitched	chr9(.):107683557-107690880	0.3807
2_MACS_peak_28632_lociStitched	chr9(.):107723373-107731330	0.29
1_MACS_peak_28634_lociStitched	chr9(.):107752842-107754686	3.7592
1_MACS_peak_28635_lociStitched	chr9(.):107889398-107891167	1.0287
1_MACS_peak_28636_lociStitched	chr9(.):107903617-107904909	0.6291
1_MACS_peak_28637_lociStitched	chr9(.):108004810-108010328	3.8654
3_MACS_peak_28638_lociStitched	chr9(.):108017593-108027516	1.8131
1_MACS_peak_28641_lociStitched	chr9(.):108056141-108057271	0.5188
1_MACS_peak_28642_lociStitched	chr9(.):108092026-108094433	1.2053
2_MACS_peak_28643_lociStitched	chr9(.):108119184-108125792	0.7496
1_MACS_peak_28645_lociStitched	chr9(.):108209948-108211063	0.7544
1_MACS_peak_28646_lociStitched	chr9(.):108262189-108263475	0.683
1_MACS_peak_28647_lociStitched	chr9(.):108281958-108282626	1.2876
1_MACS_peak_28648_lociStitched	chr9(.):108319891-108321044	0.5425
1_MACS_peak_28649_lociStitched	chr9(.):108455996-108458362	1.7148
1_MACS_peak_28650_lociStitched	chr9(.):108645540-108646629	0.5026
1_MACS_peak_28651_lociStitched	chr9(.):108980578-108981666	0.7313
1_MACS_peak_28652_lociStitched	chr9(.):109244233-109246164	1.554
2_MACS_peak_28653_lociStitched	chr9(.):109514890-109521745	0.4141
1_MACS_peak_28655_lociStitched	chr9(.):109625241-109626494	0.4866
2_MACS_peak_28656_lociStitched	chr9(.):109680931-109684699	1.2666
1_MACS_peak_28658_lociStitched	chr9(.):109785995-109787075	0.5231
1_MACS_peak_28659_lociStitched	chr9(.):109795825-109797085	0.6845
1_MACS_peak_28660_lociStitched	chr9(.):109808494-109809798	0.5524
1_MACS_peak_28661_lociStitched	chr9(.):110044640-110047692	4.6284
1_MACS_peak_28662_lociStitched	chr9(.):110102913-110104159	0.9026
1_MACS_peak_28663_lociStitched	chr9(.):110123444-110125159	1.1408
1_MACS_peak_28664_lociStitched	chr9(.):110158985-110160806	1.0063
1_MACS_peak_28665_lociStitched	chr9(.):110251050-110253282	1.3777
1_MACS_peak_28666_lociStitched	chr9(.):110275029-110276653	1.0927
1_MACS_peak_28667_lociStitched	chr9(.):110399894-110402777	2.4428
1_MACS_peak_28668_lociStitched	chr9(.):110495305-110496096	0.3858
1_MACS_peak_28669_lociStitched	chr9(.):110636726-110637805	0.7092
1_MACS_peak_28670_lociStitched	chr9(.):110774672-110775962	0.6896
1_MACS_peak_28671_lociStitched	chr9(.):110922906-110924162	0.8633
1_MACS_peak_28672_lociStitched	chr9(.):111033765-111035601	1.5859
1_MACS_peak_28673_lociStitched	chr9(.):111695166-111697697	2.5226
1_MACS_peak_28674_lociStitched	chr9(.):111774251-111776225	1.9416
1_MACS_peak_28675_lociStitched	chr9(.):111881102-111882665	1.4526
1_MACS_peak_28676_lociStitched	chr9(.):112033115-112034498	1.1405
1_MACS_peak_28677_lociStitched	chr9(.):112177926-112179303	0.8053
1_MACS_peak_28678_lociStitched	chr9(.):112202865-112204076	0.8746
1_MACS_peak_28679_lociStitched	chr9(.):112235560-112236425	0.5135
1_MACS_peak_28680_lociStitched	chr9(.):112273964-112275668	1.1304
3_MACS_peak_28681_lociStitched	chr9(.):112668862-112683245	3.0147
1_MACS_peak_28684_lociStitched	chr9(.):112712666-112714149	0.716
2_MACS_peak_28685_lociStitched	chr9(.):112729922-112737925	1.4622
1_MACS_peak_28687_lociStitched	chr9(.):112783902-112785106	0.6323
1_MACS_peak_28688_lociStitched	chr9(.):112809832-112814416	1.9946
1_MACS_peak_28689_lociStitched	chr9(.):112826640-112828415	0.6302
1_MACS_peak_28690_lociStitched	chr9(.):112843546-112844522	0.5244
2_MACS_peak_28691_lociStitched	chr9(.):112862438-112873423	1.0054
2_MACS_peak_28693_lociStitched	chr9(.):112903758-112925357	2.6558
1_MACS_peak_28695_lociStitched	chr9(.):112954797-112956344	0.8333
1_MACS_peak_28696_lociStitched	chr9(.):113017055-113020798	3.4133
2_MACS_peak_28697_lociStitched	chr9(.):113069957-113079573	0.9112
1_MACS_peak_28699_lociStitched	chr9(.):113096070-113097343	0.8363
1_MACS_peak_28700_lociStitched	chr9(.):113431404-113432618	0.4759
1_MACS_peak_28701_lociStitched	chr9(.):113570348-113572212	0.9666
1_MACS_peak_28702_lociStitched	chr9(.):114175689-114178176	1.1784
1_MACS_peak_28703_lociStitched	chr9(.):114244630-114247539	3.3159
1_MACS_peak_28704_lociStitched	chr9(.):114392630-114394782	2.1352
1_MACS_peak_28705_lociStitched	chr9(.):114658267-114660896	2.0725
1_MACS_peak_28706_lociStitched	chr9(.):114687983-114689910	1.5855
1_MACS_peak_28707_lociStitched	chr9(.):114745132-114746894	1.9855
1_MACS_peak_28708_lociStitched	chr9(.):114764210-114765887	1.0316
1_MACS_peak_28709_lociStitched	chr9(.):114773712-114775809	2.2985
2_MACS_peak_28710_lociStitched	chr9(.):114793609-114800486	0.5076
1_MACS_peak_28712_lociStitched	chr9(.):114980740-114982102	0.6168
1_MACS_peak_28713_lociStitched	chr9(.):114993929-114994641	0.522
1_MACS_peak_28714_lociStitched	chr9(.):115094620-115097311	2.539
2_MACS_peak_28715_lociStitched	chr9(.):115140591-115147783	1.4685
1_MACS_peak_28717_lociStitched	chr9(.):115207752-115210454	0.8796
1_MACS_peak_28718_lociStitched	chr9(.):115248238-115250061	0.758
1_MACS_peak_28719_lociStitched	chr9(.):115479222-115480896	1.9115
1_MACS_peak_28720_lociStitched	chr9(.):115512167-115514614	0.8576
1_MACS_peak_28721_lociStitched	chr9(.):115913000-115913878	0.3944
1_MACS_peak_28722_lociStitched	chr9(.):115981205-115984628	1.5042
1_MACS_peak_28723_lociStitched	chr9(.):116036601-116039012	3.5394
1_MACS_peak_28724_lociStitched	chr9(.):116060543-116063158	3.1212
3_MACS_peak_28725_lociStitched	chr9(.):116101694-116115660	1.7635
3_MACS_peak_28728_lociStitched	chr9(.):116135331-116143779	0.6627
4_MACS_peak_28731_lociStitched	chr9(.):116162872-116179444	1.788
1_MACS_peak_28735_lociStitched	chr9(.):116224603-116225874	0.7636
3_MACS_peak_28736_lociStitched	chr9(.):116278778-116293777	0.7641
1_MACS_peak_28739_lociStitched	chr9(.):116310359-116311498	0.7014
1_MACS_peak_28740_lociStitched	chr9(.):116327130-116328834	0.9542
2_MACS_peak_28741_lociStitched	chr9(.):116340489-116345879	1.1576
1_MACS_peak_28743_lociStitched	chr9(.):117044662-117045866	0.9346
2_MACS_peak_28744_lociStitched	chr9(.):117125722-117137721	3.4165
1_MACS_peak_28746_lociStitched	chr9(.):117145359-117151739	6.9501
1_MACS_peak_28747_lociStitched	chr9(.):117159155-117161537	2.857
1_MACS_peak_28748_lociStitched	chr9(.):117210452-117216494	5.6945
2_MACS_peak_28749_lociStitched	chr9(.):117245761-117251572	2.2218
1_MACS_peak_28751_lociStitched	chr9(.):117263175-117268557	2.6474
2_MACS_peak_28752_lociStitched	chr9(.):117275426-117281607	0.7321
1_MACS_peak_28754_lociStitched	chr9(.):117301793-117303051	0.6863
1_MACS_peak_28755_lociStitched	chr9(.):117349130-117355693	3.0149
2_MACS_peak_28756_lociStitched	chr9(.):117368898-117380292	2.6069
1_MACS_peak_28758_lociStitched	chr9(.):117415072-117416450	0.6806
1_MACS_peak_28759_lociStitched	chr9(.):117567718-117569478	1.0953
4_MACS_peak_28760_lociStitched	chr9(.):117655072-117672994	0.8889
1_MACS_peak_28764_lociStitched	chr9(.):117691119-117692088	0.4965
1_MACS_peak_28765_lociStitched	chr9(.):117797555-117799495	1.2977
1_MACS_peak_28766_lociStitched	chr9(.):117926235-117927601	0.6011
2_MACS_peak_28767_lociStitched	chr9(.):117968773-117975768	0.944
1_MACS_peak_28769_lociStitched	chr9(.):118183415-118184660	0.4871
1_MACS_peak_28770_lociStitched	chr9(.):118506022-118506901	0.4281
1_MACS_peak_28771_lociStitched	chr9(.):119061003-119061772	0.4267
1_MACS_peak_28772_lociStitched	chr9(.):119448592-119450207	1.1776
1_MACS_peak_28773_lociStitched	chr9(.):119845974-119847467	0.7148
1_MACS_peak_28774_lociStitched	chr9(.):120465665-120467414	1.5116
1_MACS_peak_28775_lociStitched	chr9(.):120544920-120546781	2.2756
1_MACS_peak_28776_lociStitched	chr9(.):120689758-120690635	0.3669
3_MACS_peak_28777_lociStitched	chr9(.):120697432-120708183	1.1438
1_MACS_peak_28780_lociStitched	chr9(.):120718892-120720292	0.7086
1_MACS_peak_28781_lociStitched	chr9(.):123252810-123253760	0.546
1_MACS_peak_28782_lociStitched	chr9(.):123329217-123332790	2.0876
2_MACS_peak_28783_lociStitched	chr9(.):123341209-123347598	2.9589
2_MACS_peak_28785_lociStitched	chr9(.):123472159-123477861	0.686
1_MACS_peak_28787_lociStitched	chr9(.):123554560-123556821	2.3627
1_MACS_peak_28788_lociStitched	chr9(.):123604315-123606502	4.9009
3_MACS_peak_28789_lociStitched	chr9(.):123630331-123641489	3.3635
3_MACS_peak_28792_lociStitched	chr9(.):123653348-123667623	2.5627
3_MACS_peak_28795_lociStitched	chr9(.):123688994-123699358	1.904
1_MACS_peak_28798_lociStitched	chr9(.):123706239-123707556	1.0699
2_MACS_peak_28799_lociStitched	chr9(.):123833280-123838474	3.1208
1_MACS_peak_28801_lociStitched	chr9(.):123883249-123884703	0.6526
1_MACS_peak_28802_lociStitched	chr9(.):123917622-123919318	1.0171
1_MACS_peak_28803_lociStitched	chr9(.):123962604-123964994	2.1925
1_MACS_peak_28804_lociStitched	chr9(.):124106182-124107995	0.8393
1_MACS_peak_28805_lociStitched	chr9(.):124120952-124122560	0.6029
1_MACS_peak_28806_lociStitched	chr9(.):124131715-124132930	0.5606
1_MACS_peak_28807_lociStitched	chr9(.):124469708-124471289	0.9938
1_MACS_peak_28808_lociStitched	chr9(.):124854565-124855963	0.9124
1_MACS_peak_28809_lociStitched	chr9(.):124921106-124922459	1.3837
1_MACS_peak_28810_lociStitched	chr9(.):125025822-125028639	5.198
1_MACS_peak_28811_lociStitched	chr9(.):125215967-125217225	0.6186
1_MACS_peak_28812_lociStitched	chr9(.):125225831-125228048	1.8604
1_MACS_peak_28813_lociStitched	chr9(.):125589883-125591569	2.1817
2_MACS_peak_28814_lociStitched	chr9(.):125665274-125676477	1.8335
1_MACS_peak_28816_lociStitched	chr9(.):125692911-125694945	1.9474
1_MACS_peak_28817_lociStitched	chr9(.):125702451-125704305	1.3267
1_MACS_peak_28818_lociStitched	chr9(.):125872558-125875538	3.4638
1_MACS_peak_28819_lociStitched	chr9(.):125901430-125902466	0.4241
1_MACS_peak_28820_lociStitched	chr9(.):125936441-125938985	1.9553
1_MACS_peak_28821_lociStitched	chr9(.):125986884-125988560	1.0041
1_MACS_peak_28822_lociStitched	chr9(.):126030038-126031949	1.0808
1_MACS_peak_28823_lociStitched	chr9(.):126083887-126086123	3.9323
1_MACS_peak_28824_lociStitched	chr9(.):126099811-126103744	12.1896
1_MACS_peak_28825_lociStitched	chr9(.):126188192-126189568	0.6388
1_MACS_peak_28826_lociStitched	chr9(.):126369765-126371213	0.6731
3_MACS_peak_28827_lociStitched	chr9(.):126440770-126450862	1.1087
1_MACS_peak_28830_lociStitched	chr9(.):126459773-126460732	0.4833
1_MACS_peak_28831_lociStitched	chr9(.):126691039-126692704	0.7959
1_MACS_peak_28832_lociStitched	chr9(.):126758726-126760690	1.3463
1_MACS_peak_28833_lociStitched	chr9(.):126898923-126900938	2.4752
1_MACS_peak_28834_lociStitched	chr9(.):126963618-126965720	3.4825
1_MACS_peak_28835_lociStitched	chr9(.):126978225-126981946	3.0705
1_MACS_peak_28836_lociStitched	chr9(.):127047294-127050384	7.4703
1_MACS_peak_28837_lociStitched	chr9(.):127087144-127088176	0.4843
1_MACS_peak_28838_lociStitched	chr9(.):127176580-127178400	1.6524
1_MACS_peak_28839_lociStitched	chr9(.):127198033-127199537	1.1684
1_MACS_peak_28840_lociStitched	chr9(.):127495665-127497855	1.0577
1_MACS_peak_28841_lociStitched	chr9(.):127532991-127534570	2.6146
2_MACS_peak_28842_lociStitched	chr9(.):127622725-127636146	2.6103
2_MACS_peak_28844_lociStitched	chr9(.):127696115-127704943	1.5097
2_MACS_peak_28846_lociStitched	chr9(.):127882586-127889170	0.6213
2_MACS_peak_28848_lociStitched	chr9(.):127904762-127909775	0.7323
1_MACS_peak_28850_lociStitched	chr9(.):127951060-127953101	1.9877
1_MACS_peak_28851_lociStitched	chr9(.):127961924-127963825	1.7507
1_MACS_peak_28852_lociStitched	chr9(.):128002382-128004979	3.8862
1_MACS_peak_28853_lociStitched	chr9(.):128023260-128025010	1.0935
1_MACS_peak_28854_lociStitched	chr9(.):128093813-128095932	0.9161
2_MACS_peak_28855_lociStitched	chr9(.):128275125-128285063	0.7258
1_MACS_peak_28857_lociStitched	chr9(.):128291960-128293400	0.6157
1_MACS_peak_28858_lociStitched	chr9(.):128323464-128324449	0.5032
2_MACS_peak_28859_lociStitched	chr9(.):128392945-128399417	3.7042
1_MACS_peak_28861_lociStitched	chr9(.):128408069-128409541	0.9115
1_MACS_peak_28862_lociStitched	chr9(.):128468651-128470308	1.7579
1_MACS_peak_28863_lociStitched	chr9(.):128507911-128511236	1.8995
1_MACS_peak_28864_lociStitched	chr9(.):128581213-128584429	2.6196
1_MACS_peak_28865_lociStitched	chr9(.):129002802-129003622	0.4764
1_MACS_peak_28866_lociStitched	chr9(.):129158313-129160410	2.272
1_MACS_peak_28867_lociStitched	chr9(.):129173359-129174739	1.1309
1_MACS_peak_28868_lociStitched	chr9(.):129232813-129234101	0.6784
1_MACS_peak_28869_lociStitched	chr9(.):129484532-129485525	0.4828
1_MACS_peak_28870_lociStitched	chr9(.):129566620-129569088	4.9068
1_MACS_peak_28871_lociStitched	chr9(.):129622200-129623791	1.1514
2_MACS_peak_28872_lociStitched	chr9(.):129676653-129678219	1.9622
1_MACS_peak_28874_lociStitched	chr9(.):129687618-129689024	0.7657
1_MACS_peak_28875_lociStitched	chr9(.):129747632-129749627	3.085
1_MACS_peak_28876_lociStitched	chr9(.):129765517-129771084	5.4342
1_MACS_peak_28877_lociStitched	chr9(.):129781280-129783967	3.4188
2_MACS_peak_28878_lociStitched	chr9(.):129808636-129812240	0.8702
1_MACS_peak_28880_lociStitched	chr9(.):129821617-129822772	0.8015
2_MACS_peak_28881_lociStitched	chr9(.):129829310-129838429	0.3566
1_MACS_peak_28883_lociStitched	chr9(.):129915870-129917709	2.0715
1_MACS_peak_28884_lociStitched	chr9(.):129925320-129926383	0.5669
1_MACS_peak_28885_lociStitched	chr9(.):129986392-129988284	0.917
1_MACS_peak_28886_lociStitched	chr9(.):130150038-130151557	0.9412
1_MACS_peak_28887_lociStitched	chr9(.):130158209-130160457	1.3446
1_MACS_peak_28888_lociStitched	chr9(.):130185514-130187913	1.8357
1_MACS_peak_28889_lociStitched	chr9(.):130209801-130214991	2.2684
1_MACS_peak_28890_lociStitched	chr9(.):130331230-130333196	1.6245
1_MACS_peak_28891_lociStitched	chr9(.):130369419-130371315	2.065
1_MACS_peak_28892_lociStitched	chr9(.):130477265-130478860	1.1038
1_MACS_peak_28893_lociStitched	chr9(.):130496450-130499331	4.1749
5_MACS_peak_28894_lociStitched	chr9(.):130531980-130566894	2.037
1_MACS_peak_28899_lociStitched	chr9(.):130661107-130661718	0.5153
2_MACS_peak_28900_lociStitched	chr9(.):130672455-130681229	3.4964
2_MACS_peak_28902_lociStitched	chr9(.):130688890-130700853	1.3793
1_MACS_peak_28904_lociStitched	chr9(.):130717044-130718801	1.0857
2_MACS_peak_28905_lociStitched	chr9(.):130731578-130744185	2.4545
1_MACS_peak_28907_lociStitched	chr9(.):130769433-130770851	1.0794
1_MACS_peak_28908_lociStitched	chr9(.):130813768-130815282	1.2463
2_MACS_peak_28909_lociStitched	chr9(.):130828732-130845784	2.5703
1_MACS_peak_28911_lociStitched	chr9(.):130889196-130891364	5.3626
1_MACS_peak_28912_lociStitched	chr9(.):130921708-130923500	0.8434
1_MACS_peak_28913_lociStitched	chr9(.):130952903-130954954	1.4753
1_MACS_peak_28914_lociStitched	chr9(.):131037296-131039153	1.2033
1_MACS_peak_28915_lociStitched	chr9(.):131057464-131058563	0.9278
1_MACS_peak_28916_lociStitched	chr9(.):131083944-131086337	3.7849
1_MACS_peak_28917_lociStitched	chr9(.):131101604-131104170	1.2245
1_MACS_peak_28918_lociStitched	chr9(.):131132588-131134512	1.4976
1_MACS_peak_28919_lociStitched	chr9(.):131175769-131176815	0.5998
1_MACS_peak_28920_lociStitched	chr9(.):131217854-131219558	1.6463
1_MACS_peak_28921_lociStitched	chr9(.):131265926-131268070	1.7584
2_MACS_peak_28922_lociStitched	chr9(.):131313857-131322119	0.4756
1_MACS_peak_28924_lociStitched	chr9(.):131348980-131350688	1.5069
1_MACS_peak_28925_lociStitched	chr9(.):131417896-131420052	6.0793
2_MACS_peak_28926_lociStitched	chr9(.):131445355-131453440	2.9811
1_MACS_peak_28928_lociStitched	chr9(.):131485446-131487840	1.3552
1_MACS_peak_28929_lociStitched	chr9(.):131532837-131535106	2.826
2_MACS_peak_28930_lociStitched	chr9(.):131543135-131550219	0.3031
1_MACS_peak_28932_lociStitched	chr9(.):131579932-131581755	1.2026
1_MACS_peak_28933_lociStitched	chr9(.):131591091-131592439	1.4142
1_MACS_peak_28934_lociStitched	chr9(.):131642779-131646010	1.4803
1_MACS_peak_28935_lociStitched	chr9(.):131664040-131665672	1.1607
1_MACS_peak_28936_lociStitched	chr9(.):131709007-131710984	2.0827
1_MACS_peak_28937_lociStitched	chr9(.):131769246-131771465	0.7587
2_MACS_peak_28938_lociStitched	chr9(.):131782543-131790555	1.5327
1_MACS_peak_28940_lociStitched	chr9(.):131797907-131799705	1.3645
1_MACS_peak_28941_lociStitched	chr9(.):131842530-131844285	1.1735
1_MACS_peak_28942_lociStitched	chr9(.):131872782-131874677	3.1775
1_MACS_peak_28943_lociStitched	chr9(.):131901249-131903444	3.1305
2_MACS_peak_28944_lociStitched	chr9(.):131936238-131940601	0.7472
1_MACS_peak_28946_lociStitched	chr9(.):131964943-131965811	1.1091
1_MACS_peak_28947_lociStitched	chr9(.):131982496-131984692	3.116
1_MACS_peak_28948_lociStitched	chr9(.):132030806-132034627	5.2333
2_MACS_peak_28949_lociStitched	chr9(.):132170932-132177068	1.5262
2_MACS_peak_28951_lociStitched	chr9(.):132220197-132223657	0.4103
2_MACS_peak_28953_lociStitched	chr9(.):132250333-132259096	0.2226
1_MACS_peak_28955_lociStitched	chr9(.):132341681-132343263	0.8915
1_MACS_peak_28956_lociStitched	chr9(.):132369554-132370232	0.4164
1_MACS_peak_28957_lociStitched	chr9(.):132388035-132390071	3.9086
1_MACS_peak_28958_lociStitched	chr9(.):132403633-132405169	0.8535
1_MACS_peak_28959_lociStitched	chr9(.):132564890-132566257	1.037
1_MACS_peak_28960_lociStitched	chr9(.):132585656-132587136	1.0949
1_MACS_peak_28961_lociStitched	chr9(.):132596613-132598575	1.5865
1_MACS_peak_28962_lociStitched	chr9(.):132630939-132632297	0.5947
