GENE_ID	locusLine	bin_1_01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam
NM_133491	chr17(.):7524555-7536194	0.1844
NR_002604	chr17(.):7475128-7485276	1.1772
NM_001251	chr17(.):7477804-7490429	0.9039
NM_004860	chr17(.):7489547-7523215	0.1284
NR_002912	chr17(.):7476272-7486409	0.9972
NM_001416	chr17(.):7471056-7487324	1.0022
NR_027463	chr17(.):7512381-7541700	0.1978
NR_027462	chr17(.):7526286-7541700	0.1653
NR_024603	chr17(.):7481964-7496527	0.7068
NR_003000	chr17(.):7804440-7814578	0.0742
NM_001005273	chr17(.):7787168-7821075	0.1458
NM_001080424	chr17(.):7738234-7763118	1.194
NM_144607	chr17(.):7756063-7770600	0.4941
NM_032356	chr17(.):7755002-7766172	0.6431
NM_001005271	chr17(.):7783122-7821075	0.1422
NM_203411	chr17(.):7753383-7764417	0.7029
NM_021628	chr17(.):7994217-8026860	0.1832
NM_002616	chr17(.):8038787-8060753	0.7894
NM_032580	chr17(.):8018907-8032410	0.3949
NM_001165960	chr17(.):7994217-8027234	0.1848
NM_032354	chr17(.):8071296-8084714	0.559
NM_017622	chr17(.):8086650-8098564	0.9752
NM_014232	chr17(.):8057464-8071293	1.3051
NM_004217	chr17(.):8103048-8118883	0.4448
NR_037447	chr17(.):8085492-8095577	1.0761
NM_201520	chr17(.):8186081-8203170	0.3054
NM_025099	chr17(.):8123138-8156413	0.9016
NM_001177802	chr17(.):8186968-8198409	0.3506
NM_012393	chr17(.):8147595-8178809	0.5807
NM_012452	chr17(.):16837397-16880402	1.0254
NR_024007	chr17(.):17674999-17687843	0.0971
NM_004176	chr17(.):17709662-17745325	0.6881
NR_030361	chr17(.):17712149-17722245	0.1055
NM_001102664	chr17(.):19135689-19245028	0.3997
NM_015681	chr17(.):19241482-19271046	0.1659
NR_031591	chr17(.):19242818-19252887	0.1065
NR_023380	chr17(.):20219486-20310504	0.125
NM_015276	chr17(.):20897905-20951352	0.4932
NR_000010	chr17(.):27044599-27054671	1.0458
NR_000009	chr17(.):27045698-27055772	1.6034
NM_031934	chr17(.):27036298-27049908	0.5879
NM_001142625	chr17(.):27036298-27050286	0.5802
NM_000984	chr17(.):27041999-27056374	1.3396
NM_138463	chr17(.):27046365-27058230	1.5798
NR_000014	chr17(.):27045446-27055509	1.4356
NR_000013	chr17(.):27042567-27052634	0.7137
NM_004295	chr17(.):27066022-27082976	0.3662
NM_152465	chr17(.):27025533-27043872	0.1192
NR_024579	chr17(.):27036298-27050251	0.5812
NM_001160407	chr17(.):27046365-27058949	1.4952
NM_178170	chr17(.):27050831-27074784	0.7899
NM_006495	chr17(.):29625787-29646130	0.9019
NM_014210	chr17(.):29638427-29653767	1.5407
NM_002981	chr17(.):32682398-32695252	1.4335
NM_005408	chr17(.):32678470-32690629	0.3501
NM_005623	chr17(.):32641065-32653421	0.0955
NM_002983	chr17(.):34410602-34422506	2.7353
NM_002988	chr17(.):34386642-34403841	0.2
NM_002984	chr17(.):34426219-34438014	1.8671
NM_021006	chr17(.):34517267-34529156	3.8905
NM_001001418	chr17(.):34576084-34597027	0.3174
NM_001001435	chr17(.):34533467-34545274	2.4894
NM_001001437	chr17(.):34517267-34529147	3.8919
NM_001001417	chr17(.):34488060-34508988	0.3424
NM_021006	chr17(.):34618841-34630730	3.3783
NM_001001437	chr17(.):34618841-34630721	3.3793
NM_001001435	chr17(.):34635033-34646840	2.5778
NM_001001418	chr17(.):34741118-34813091	0.2088
NM_001130677	chr17(.):36822958-36836187	0.3584
NM_005937	chr17(.):36856872-36891056	1.0169
NM_007144	chr17(.):36885149-36909558	0.4576
NM_002795	chr17(.):36904001-36925478	0.4129
NM_001136498	chr17(.):36881509-36896858	0.1919
NM_005310	chr17(.):37889186-37908538	0.2675
NM_001030002	chr17(.):37889589-37908538	0.2725
NM_032339	chr17(.):37880408-37891788	0.3321
NM_018530	chr17(.):38055847-38078793	0.0989
NM_001042471	chr17(.):38055847-38079903	0.1019
NM_198844	chr17(.):38019454-38039149	0.7513
NM_021724	chr17(.):38244036-38261973	1.1331
NM_001190919	chr17(.):38213445-38255120	0.3653
NM_001190918	chr17(.):38214067-38255120	0.3697
NM_014815	chr17(.):38170349-38215889	0.0905
NM_007359	chr17(.):38291506-38333431	0.1903
NM_001012241	chr17(.):38273789-38298045	0.4556
NM_001145301	chr17(.):38469472-38518895	1.0498
NM_152219	chr17(.):38511904-38525945	0.1283
NM_000964	chr17(.):38460422-38518895	1.0281
NM_001024809	chr17(.):38493270-38518895	0.112
NM_001254	chr17(.):38439145-38464413	0.2344
NM_152343	chr17(.):43326759-43344479	0.1055
NM_005892	chr17(.):43294291-43329683	1.1112
NR_024434	chr17(.):43320302-43350997	0.1946
NR_024435	chr17(.):43334557-43350997	0.071
NM_174919	chr17(.):43501717-43515282	0.6644
NM_199282	chr17(.):43466267-43508012	0.2152
NM_001159330	chr17(.):43466267-43488449	0.2076
NR_036199	chr17(.):43547728-43557801	0.064
NR_029687	chr17(.):46109526-46119613	0.124
NM_016429	chr17(.):46098532-46120152	0.1979
NM_152244	chr17(.):46179919-46205105	0.2171
NM_013323	chr17(.):46179946-46205105	0.2159
NM_006807	chr17(.):46142413-46183560	0.1711
NM_001127228	chr17(.):46142413-46183883	0.1707
NM_002144	chr17(.):46601806-46613272	0.1323
NM_002145	chr17(.):46615018-46627393	0.11
NM_005827	chr17(.):47773689-47790282	0.4088
NM_001199155	chr17(.):47860980-47911458	0.1985
NM_032595	chr17(.):48206100-48232877	0.5243
NM_174920	chr17(.):48185034-48212167	0.148
NM_000023	chr17(.):48238365-48258293	0.4379
NM_000088	chr17(.):48256456-48284000	0.2075
NR_024193	chr17(.):48243788-48254837	0.5522
NM_175575	chr17(.):48907604-48924709	0.2241
NM_005749	chr17(.):48934586-48946413	1.4381
NM_000250	chr17(.):56342216-56363296	0.0989
NM_004758	chr17(.):56373593-56411152	0.6206
NM_003168	chr17(.):56417538-56434563	0.9972
NR_029683	chr17(.):56403592-56413679	2.4482
NR_004380	chr17(.):62218437-62228517	0.477
NR_002995	chr17(.):62218698-62228831	0.4784
NR_036199	chr17(.):62813147-62823220	0.0418
NR_026903	chr17(.):62957667-62976703	0.7765
NR_027283	chr17(.):66189800-66201443	0.2172
NM_016627	chr17(.):66239144-66258305	0.6961
NM_001174166	chr17(.):66258166-66292405	0.3842
NR_033876	chr17(.):70589179-70641611	0.4281
NM_001163989	chr17(.):72727958-72748474	0.7724
NM_001006638	chr17(.):72728355-72748474	0.7867
NM_139018	chr17(.):72685451-72714108	0.1291
NM_175738	chr17(.):72662255-72748474	0.3078
NR_037409	chr17(.):72739751-72749838	0.8986
NM_017728	chr17(.):72767621-72840922	0.0967
NM_015654	chr17(.):72761685-72777470	0.2054
NR_003587	chr17(.):73579138-73627927	0.1072
NM_001162995	chr17(.):73624513-73642486	1.0498
NR_028439	chr17(.):73627674-73642486	1.2621
NM_001162997	chr17(.):73637645-73649057	1.6969
NM_000154	chr17(.):73749017-73766280	0.3664
NM_013260	chr17(.):73658398-73709139	0.3176
NM_005324	chr17(.):73767514-73780860	0.8828
NM_173547	chr17(.):73880040-73898054	0.3128
NM_033452	chr17(.):73865244-73879656	1.521
NM_012478	chr17(.):73836779-73856501	0.5335
NM_199242	chr17(.):73818307-73845798	0.1297
NM_032478	chr17(.):73889723-73906181	0.5147
NM_032134	chr17(.):74265129-74308761	0.1211
NM_182565	chr17(.):74256285-74272379	1.5209
NR_004397	chr17(.):74549873-74559951	0.4586
NR_004396	chr17(.):74552189-74562275	0.4475
NM_024599	chr17(.):74461974-74502509	0.8345
NR_004395	chr17(.):74552714-74562788	0.4432
NM_134268	chr17(.):74518439-74538782	0.0973
NM_001166579	chr17(.):74444432-74471199	0.1655
NM_001088	chr17(.):74458629-74471199	0.1453
NM_001005498	chr17(.):74461974-74488991	0.8278
NM_001077620	chr17(.):74531120-74546458	0.0919
NR_033357	chr17(.):74518667-74546458	0.0956
NM_001008529	chr17(.):74670650-74712056	0.136
NM_003016	chr17(.):74725198-74738493	0.8179
NM_015167	chr17(.):74709524-74727881	0.5711
NR_030366	chr17(.):74727531-74737630	1.0485
NM_001080510	chr17(.):74717949-74734962	1.062
NM_024311	chr17(.):74728782-74780338	0.4112
NR_027058	chr17(.):75079724-75096068	1.7654
NR_003013	chr17(.):75080388-75090575	2.0058
NM_001143998	chr17(.):75132004-75218181	0.8665
NM_001144001	chr17(.):75176294-75218181	0.6354
NM_001113495	chr17(.):75466324-75501678	0.1763
NM_001113493	chr17(.):75364271-75501678	0.3299
NM_001113496	chr17(.):75441612-75501678	0.2523
NM_001113494	chr17(.):75367164-75501678	0.3245
NR_036200	chr17(.):75388065-75398136	0.0766
NM_152468	chr17(.):76121858-76144049	0.9504
NM_007267	chr17(.):76103998-76133488	0.6055
NM_001127198	chr17(.):76103998-76129861	0.6638
NM_001010982	chr17(.):76178436-76208782	0.1083
NM_001012270	chr17(.):76205276-76226716	0.1386
NM_003258	chr17(.):76165159-76188285	0.7382
NM_004710	chr17(.):76159670-76174009	1.3472
NR_002219	chr17(.):76205320-76225783	0.1375
NM_001145526	chr17(.):76178442-76208782	0.1083
NR_027083	chr17(.):76178397-76198641	0.1313
NM_003255	chr17(.):76844058-76926472	0.4228
NM_006137	chr17(.):80267745-80280480	0.1174
NM_003004	chr17(.):80273899-80296921	0.5372
NM_001100407	chr17(.):80395462-80413707	0.7819
NM_001193655	chr17(.):80395462-80412602	0.8273
NM_001038618	chr17(.):80411059-80451143	0.3579
NM_001083608	chr17(.):80411539-80451143	0.3604
NM_173620	chr17(.):80371251-80405516	0.197
NR_036519	chr17(.):80402590-80413707	1.2305
NM_000633	chr18(.):60785578-60991613	0.5525
NM_001083625	chr18(.):9131757-9290206	0.32
NM_144662	chr18(.):23708815-23778319	0.3442
NM_005640	chr18(.):23801408-23976650	0.1027
NM_001130110	chr18(.):42255137-42462379	0.4903
NM_015559	chr18(.):42255862-42653475	0.3395
NM_021074	chr18(.):9097627-9139343	1.5642
NM_005904	chr18(.):46441222-46482081	1.1324
NM_001190823	chr18(.):46441222-46474177	1.1168
NM_001190822	chr18(.):46441222-46480703	1.1638
NM_016626	chr18(.):48695919-48729051	0.4481
NR_024021	chr18(.):56697970-56725446	0.0746
NM_033280	chr18(.):56802124-56831063	0.8408
NM_030973	chr19(.):50316535-50345237	0.4194
NM_001039846	chr19(.):2091867-2104583	1.3039
NM_019112	chr19(.):1035101-1070570	0.583
NM_003331	chr19(.):10456203-10496248	0.1203
NM_001164605	chr19(.):35640844-35665788	0.284
NM_018028	chr19(.):39828107-39880537	0.1232
NM_014164	chr19(.):35640624-35665788	0.2824
NR_028406	chr19(.):35640671-35665788	0.2829
NM_020695	chr19(.):1810244-1853452	0.3297
NM_052847	chr19(.):2506217-2707746	0.6628
NM_001042680	chr19(.):3533262-3562571	0.2238
NM_015318	chr19(.):7454998-7542371	0.113
NM_020714	chr19(.):12681919-12726623	0.4829
NM_024038	chr19(.):12836453-12850529	0.658
NM_014975	chr19(.):12944258-12990766	0.093
NM_032855	chr19(.):16239837-16274377	1.3839
NM_021235	chr19(.):16467407-16587762	0.5382
NM_006387	chr19(.):16623699-16658263	0.1564
NM_001492	chr19(.):18974360-19011953	0.0658
NM_001398	chr19(.):39301061-39327497	0.1036
NM_001001563	chr19(.):39966051-39986528	0.2065
NM_007040	chr19(.):41765119-41818811	0.8931
NM_144732	chr19(.):41763390-41818811	0.8678
NM_001031749	chr19(.):44295078-44311613	0.0624
NM_015168	chr19(.):47562446-47622009	0.381
NM_001145713	chr19(.):47629079-47718893	0.2112
NR_027280	chr19(.):47629114-47718893	0.2113
NM_006801	chr19(.):48880826-48899810	1.2192
NM_152359	chr19(.):50189406-50221988	0.0635
NM_001136052	chr19(.):50189400-50221988	0.0635
NM_006184	chr19(.):49398306-49431540	0.1227
NM_134444	chr19(.):56342943-56398220	0.312
NM_182577	chr19(.):458345-479983	0.0406
NM_033513	chr19(.):502496-524654	0.8465
NM_012435	chr19(.):411582-465996	0.0439
NM_130762	chr19(.):491489-510343	0.6696
NM_004359	chr19(.):526732-547087	0.2676
NM_005317	chr19(.):539026-554919	0.0623
NM_024100	chr19(.):979327-999569	0.4674
NM_004368	chr19(.):1021297-1044064	0.8976
NM_033420	chr19(.):1004649-1026141	0.6857
NM_138690	chr19(.):995436-1014723	0.1852
NM_012292	chr19(.):1062173-1091627	0.5307
NM_001280	chr19(.):1264266-1278171	1.7327
NM_017914	chr19(.):1270519-1284243	1.0801
NM_177401	chr19(.):1243551-1264142	1.1427
NM_001001975	chr19(.):1236748-1249824	0.8939
NM_001405	chr19(.):1281167-1304944	0.0974
NM_152769	chr19(.):1224946-1242990	0.2696
NR_027271	chr19(.):1262469-1275259	0.9163
NR_023313	chr19(.):1264266-1279809	1.562
NM_001136139	chr19(.):1604291-1655286	0.4091
NM_003200	chr19(.):1604291-1657326	0.3998
NM_006830	chr19(.):1592153-1610483	0.5317
NM_138813	chr19(.):1777073-1817270	0.1207
NM_001178002	chr19(.):1777073-1817199	0.1209
NR_031730	chr19(.):1811157-1821237	0.2143
NR_034114	chr19(.):1817087-1829542	0.0645
NM_031918	chr19(.):1847397-1868564	1.2894
NM_138422	chr19(.):1900416-1918446	0.4352
NM_001130111	chr19(.):1871974-1890518	0.4803
NM_079834	chr19(.):1900372-1931012	0.3875
NM_017572	chr19(.):2032469-2056243	0.8065
NM_017797	chr19(.):1980446-2020702	0.1061
NM_130807	chr19(.):2066034-2101269	2.2503
NM_004152	chr19(.):2264519-2278487	0.7766
NM_018049	chr19(.):2228154-2241328	0.8858
NM_000479	chr19(.):2244112-2257072	0.9234
NM_198532	chr19(.):2269630-2287181	0.4814
NR_031596	chr19(.):2229060-2239148	1.0454
NM_007165	chr19(.):2231815-2253678	0.5811
NM_144616	chr19(.):2247249-2261422	1.8934
NM_001101391	chr19(.):2284773-2313156	0.2718
NR_036207	chr19(.):2245637-2255717	0.2633
NM_032737	chr19(.):2423163-2461958	0.5674
NM_012458	chr19(.):2420621-2432875	0.8428
NM_015675	chr19(.):2471122-2483257	1.0881
NM_001136503	chr19(.):3469404-3485540	0.0847
NM_016263	chr19(.):3501294-3541755	0.2357
NM_001136198	chr19(.):3517953-3541755	0.058
NM_031304	chr19(.):3485818-3505621	0.6941
NM_001145165	chr19(.):3485818-3505938	0.8074
NM_001135580	chr19(.):3534154-3549028	0.0957
NM_015897	chr19(.):4002748-4043067	0.1368
NR_002602	chr19(.):3977504-3987570	1.1375
NM_001961	chr19(.):3971053-3990461	1.0005
NM_001348	chr19(.):3953451-3974826	0.1667
NR_030367	chr19(.):3956411-3966510	0.072
NM_001379	chr19(.):10239021-10310755	0.1819
NM_004230	chr19(.):10327108-10346948	1.1227
NR_036206	chr19(.):10336088-10346161	0.7864
NM_001544	chr19(.):10392649-10404198	0.2151
NM_015956	chr19(.):10357639-10375721	0.3287
NM_000201	chr19(.):10376516-10402291	0.2481
NM_007065	chr19(.):10496808-10519271	0.2645
NM_001111307	chr19(.):10526332-10585307	0.3904
NM_001111309	chr19(.):10538110-10585307	0.1406
NM_001111308	chr19(.):10536520-10585307	0.1547
NR_031592	chr19(.):10509133-10519214	0.4996
NM_006202	chr19(.):10558632-10585307	0.0896
NM_001195800	chr19(.):11195037-11249505	0.5076
NM_153358	chr19(.):12716731-12745676	0.6378
NM_001136195	chr19(.):12805007-12839810	0.2112
NM_013433	chr19(.):12805007-12838105	0.2194
NM_001136196	chr19(.):12805007-12838462	0.2183
NM_001080997	chr19(.):12931296-12946207	0.0651
NM_013312	chr19(.):12868816-12891434	0.2581
NM_004317	chr19(.):12843305-12864137	0.4618
NM_181738	chr19(.):12906426-12917694	0.3516
NM_017682	chr19(.):12858406-12874271	0.0834
NM_002229	chr19(.):12897309-12909125	1.4096
NM_031429	chr19(.):12931295-12951230	0.0934
NM_006397	chr19(.):12912427-12929462	0.1889
NM_005809	chr19(.):12902633-12917694	0.8179
NM_023072	chr19(.):13901273-13948044	0.2238
NR_029613	chr19(.):13980512-13990622	0.1196
NR_036515	chr19(.):13940329-13952103	0.9886
NM_001098622	chr19(.):13982949-13996571	0.5758
NR_030179	chr19(.):13980688-13990825	0.124
NR_029497	chr19(.):13942100-13952173	1.1662
NR_029495	chr19(.):13942400-13952473	1.271
NR_029501	chr19(.):13942253-13952331	1.2177
NM_005370	chr19(.):16217489-16249445	0.9024
NM_001145160	chr19(.):16173316-16218813	0.6533
NR_024335	chr19(.):16139522-16157918	0.0852
NR_024336	chr19(.):16140288-16157918	0.0874
NM_003290	chr19(.):16182134-16218813	0.6293
NM_032493	chr19(.):16303664-16351156	0.078
NM_054113	chr19(.):16267178-16289286	0.5147
NM_014077	chr19(.):16291234-16307857	0.2027
NM_016270	chr19(.):16430650-16443339	1.7352
NM_032207	chr19(.):16602204-16637163	0.0751
NM_145046	chr19(.):16584874-16612003	0.1031
NM_024881	chr19(.):16655647-16688193	0.1814
NM_004831	chr19(.):16680717-16744015	1.2535
NM_001145724	chr19(.):19035009-19054858	0.2928
NM_001145722	chr19(.):19035009-19056113	0.3496
NM_001145721	chr19(.):19035009-19056161	0.3503
NR_027297	chr19(.):19035009-19055444	0.3192
NM_007263	chr19(.):19005322-19035199	0.2088
NM_004838	chr19(.):19035009-19057041	0.3777
NM_019070	chr19(.):19025483-19044442	0.3022
NM_015925	chr19(.):35734558-35763867	0.5354
NM_152481	chr19(.):35710703-35724628	0.1016
NM_006149	chr19(.):39287310-39308740	0.0543
NM_012237	chr19(.):39364194-39395463	0.3481
NM_001005335	chr19(.):39322027-39347979	0.952
NM_001001716	chr19(.):39385614-39404534	0.2753
NM_001533	chr19(.):39322027-39345617	0.9542
NM_001193286	chr19(.):39364194-39395502	0.3478
NR_034146	chr19(.):39364194-39389795	0.2734
NM_001195833	chr19(.):39353471-39373919	0.334
NM_003407	chr19(.):39892486-39905045	3.3856
NM_003169	chr19(.):39931287-39972308	0.3295
NM_001130825	chr19(.):39931185-39972308	0.3352
NM_019088	chr19(.):39871269-39886679	0.6522
NM_017592	chr19(.):39876962-39896203	2.1571
NM_001020	chr19(.):39918846-39931618	1.0777
NM_022835	chr19(.):39898749-39924055	0.7439
NM_203486	chr19(.):39984556-40004121	0.0966
NM_001699	chr19(.):41720107-41772671	0.3963
NM_052848	chr19(.):41811093-41835788	0.7932
NM_000660	chr19(.):41831811-41864831	0.3731
NM_001098506	chr19(.):42077530-42098197	0.1088
NM_019612	chr19(.):44215213-44229169	0.0599
NM_019108	chr19(.):44230300-44264142	0.3586
NM_002250	chr19(.):44265684-44290409	0.7875
NM_001114171	chr19(.):45966252-45983437	1.0061
NM_206901	chr19(.):45983549-46001474	0.16
NM_012099	chr19(.):45904466-45919024	0.6592
NM_001983	chr19(.):45905590-45932177	0.6594
NM_005619	chr19(.):45983549-46005311	0.1475
NM_202001	chr19(.):45911691-45931820	0.4111
NM_206900	chr19(.):45983549-46005313	0.1475
NM_001080401	chr19(.):45996730-46010764	0.352
NM_006663	chr19(.):45877891-45913312	0.3007
NM_001142502	chr19(.):45877891-45914607	0.2919
NM_178511	chr19(.):47773141-47783980	0.8446
NM_001127240	chr19(.):47719080-47741023	1.1039
NM_014417	chr19(.):47719078-47739451	1.1797
NM_015603	chr19(.):47754730-47780210	0.8413
NR_036159	chr19(.):47725200-47735276	2.1853
NR_036158	chr19(.):47725198-47735278	2.1852
NM_144577	chr19(.):48794708-48828332	0.3303
NM_018273	chr19(.):48830615-48872186	0.5879
NM_012451	chr19(.):48862650-48884634	0.9069
NM_001425	chr19(.):48823628-48838810	1.4354
NM_153608	chr19(.):48769653-48795863	0.0685
NM_031485	chr19(.):48944029-48962164	0.3748
NM_000836	chr19(.):48893131-48953188	0.3984
NM_016246	chr19(.):49311273-49344934	0.3342
NM_014330	chr19(.):49370648-49384319	1.4257
NM_001161354	chr19(.):49335353-49376884	0.4189
NM_003323	chr19(.):49379221-49406996	0.2645
NM_001197122	chr19(.):50157825-50174132	0.4479
NM_001040668	chr19(.):50163398-50182173	1.0957
NR_033397	chr19(.):50175495-50196704	0.6844
NM_001101340	chr19(.):50186941-50199247	0.0442
NM_021228	chr19(.):50140381-50166906	0.3917
NM_006270	chr19(.):50133551-50148400	0.6489
NM_001171937	chr19(.):50305123-50321567	1.0724
NM_014203	chr19(.):50265179-50315369	0.1807
NM_021733	chr19(.):50238010-50271515	0.0892
NM_001098632	chr19(.):50367296-50385644	1.2727
NM_032375	chr19(.):50367296-50385578	1.2769
NM_001098633	chr19(.):50367296-50385612	1.2746
NM_017432	chr19(.):50349415-50368999	0.3469
NM_001168222	chr19(.):50375681-50397007	0.8486
NM_007254	chr19(.):50359459-50375822	0.4406
NM_152899	chr19(.):50387913-50405147	0.5004
NM_012068	chr19(.):50426958-50442193	0.6183
NM_032836	chr19(.):56097736-56115893	0.5351
NM_007279	chr19(.):56160415-56191082	0.7488
NM_207115	chr19(.):56147391-56159836	0.5792
NM_153219	chr19(.):56106729-56119504	0.9836
NM_203374	chr19(.):56127106-56140941	0.1772
NM_016535	chr19(.):56149985-56161989	0.6021
NM_013301	chr19(.):56153953-56169526	1.231
NM_001163423	chr19(.):56148462-56159836	0.6111
NM_016202	chr19(.):56148417-56159836	0.6096
NM_001130072	chr19(.):56181560-56212133	0.2828
NM_001130071	chr19(.):56182990-56212133	0.2947
NM_001195605	chr19(.):56119958-56134907	0.0413
NM_145007	chr19(.):56291762-56353128	0.6829
NM_007050	chr20(.):40696391-41823557	0.0955
NM_001042472	chr20(.):25275849-25376477	0.6785
NM_015600	chr20(.):25270378-25376477	0.7002
NM_031483	chr20(.):32946061-33104197	0.2674
NM_177996	chr20(.):34695347-34825721	0.1836
NM_015568	chr20(.):37429347-37556667	0.65
NM_032883	chr20(.):42539781-42703254	0.6728
NM_002466	chr20(.):42290708-42350122	0.5001
NM_001098798	chr20(.):42569535-42703254	0.7319
NM_001098797	chr20(.):42538491-42703254	0.6741
NM_000022	chr20(.):43243162-43285376	0.8011
NM_006282	chr20(.):43590119-43713593	0.4204
NM_183048	chr20(.):45833380-45990474	0.2256
NM_001193339	chr20(.):45181461-45285100	0.2167
NM_001011554	chr20(.):45181461-45318124	0.2094
NM_001161841	chr20(.):46281149-46420360	0.2787
NM_018837	chr20(.):46281149-46419808	0.2791
NM_183425	chr20(.):55961462-55989386	1.0338
NM_080618	chr20(.):56067223-56105154	0.2418
NM_199170	chr20(.):56218451-56290625	0.4182
NM_020182	chr20(.):56218451-56290031	0.4206
NM_199171	chr20(.):56218451-56291541	0.416
NM_002531	chr20(.):61335188-61399123	0.1002
NM_019593	chr20(.):5520079-5596672	0.3672
NM_013248	chr20(.):23326372-23340408	0.8182
NM_022482	chr20(.):23340020-23358683	0.5163
NM_002862	chr20(.):25223705-25283648	0.8075
NM_182584	chr20(.):31214426-31244783	0.1156
NM_176812	chr20(.):32394109-32447173	0.9809
NR_030374	chr20(.):33049129-33059223	0.0983
NR_027451	chr20(.):34628539-34643882	0.4522
NM_030919	chr20(.):37549954-37586703	0.1116
NM_001008901	chr20(.):42349800-42360642	0.2183
NR_034104	chr20(.):43280091-43305380	0.3189
NM_006809	chr20(.):43565770-43594114	0.1902
NM_001124756	chr20(.):43533702-43572962	0.0781
NM_080721	chr20(.):45164584-45184213	1.3461
NM_018102	chr20(.):45124706-45147194	0.0561
NR_024594	chr20(.):45942245-45954498	0.0567
NM_006526	chr20(.):52178609-52204636	0.6747
NR_002189	chr20(.):52486039-52497248	0.5627
NM_003657	chr20(.):52555078-52692304	0.3076
NM_001015885	chr20(.):55921617-55958519	0.193
NM_003610	chr20(.):55921144-55958519	0.1918
NM_001190472	chr20(.):55928495-55939878	0.0842
NM_001160419	chr20(.):56182946-56200632	1.066
NM_001160418	chr20(.):56173901-56200632	0.7385
NM_175573	chr20(.):60873026-60888918	0.4177
NM_005560	chr20(.):60879120-60947368	0.486
NM_001024	chr20(.):60957120-60968576	0.6958
NR_024470	chr20(.):61289378-61302973	0.1773
NM_016354	chr20(.):61268796-61308647	0.992
NM_001389	chr21(.):41379342-42224039	0.1197
NM_003253	chr21(.):32485735-32936290	0.1639
NM_001033515	chr21(.):9902193-9973585	0.5995
NM_001146078	chr21(.):37827919-37919898	0.403
NM_001146077	chr21(.):37827919-37953867	0.3258
NM_006198	chr21(.):41234346-41306322	0.3306
NM_016818	chr21(.):43634266-43722354	0.5567
NM_173568	chr21(.):43486425-43568105	0.4503
NM_080860	chr21(.):43887596-43921401	0.4868
NM_207174	chr21(.):43635007-43722354	0.5607
NM_207629	chr21(.):43631186-43722354	0.5426
NM_207627	chr21(.):43614798-43722354	0.4994
NM_207628	chr21(.):43614921-43722354	0.4999
NM_001199527	chr21(.):43478067-43568105	0.8535
NM_003683	chr21(.):45204417-45228983	0.3044
NM_001100421	chr21(.):19156283-19196703	0.5505
NM_138983	chr21(.):34437449-34449728	0.6477
NM_005806	chr21(.):34393238-34406500	0.2668
NM_000629	chr21(.):34692213-34737128	0.6783
NM_020727	chr21(.):43401939-43435496	0.4571
NR_027273	chr21(.):43437112-43450060	0.2317
NR_027243	chr21(.):43517243-43533644	0.5982
NM_018964	chr21(.):43914741-44006550	0.4132
NM_000394	chr21(.):44584140-44597913	2.1449
NM_173354	chr21(.):44829397-44852002	1.2787
NR_026960	chr21(.):44864903-44878771	0.2691
NR_026863	chr21(.):44876973-44903103	0.1368
NM_003681	chr21(.):45133977-45187188	0.5152
NM_000100	chr21(.):45188830-45201259	0.8267
NR_026961	chr21(.):45220638-45237448	0.1146
NM_005049	chr21(.):45522207-45556063	0.2649
NM_198155	chr21(.):45548493-45570605	1.4231
NM_000383	chr21(.):45700762-45723102	0.578
NM_175867	chr21(.):45661222-45687099	1.0128
NM_015259	chr21(.):45641721-45665834	1.1451
NM_000658	chr21(.):45705273-45723110	0.6842
NM_003325	chr22(.):19313223-19424219	0.2351
NM_004327	chr22(.):23517551-23665224	0.2408
NM_014433	chr22(.):23396592-23489241	0.4914
NM_001887	chr22(.):26990361-27018991	1.407
NM_007194	chr22(.):29078730-29142822	0.0936
NM_001195071	chr22(.):38610297-38673670	0.5307
NM_001195072	chr22(.):38610297-38674040	0.5284
NM_001002880	chr22(.):39047657-39074855	0.3916
NM_000967	chr22(.):39703886-39720670	0.6972
NM_001003406	chr22(.):39961757-40090740	0.0776
NM_024821	chr22(.):42191677-42227303	0.2807
NM_001003828	chr22(.):44390172-44570103	0.1674
NM_013327	chr22(.):44415167-44570103	0.1828
NM_001009880	chr22(.):45583122-45641650	0.2511
NM_138433	chr22(.):50981461-50994452	0.19
NM_001178010	chr22(.):19462413-19513135	0.2123
NM_003776	chr22(.):19415035-19428596	0.9308
NM_001166242	chr22(.):19423409-19440755	0.331
NM_005659	chr22(.):19432463-19471738	0.3861
NM_003504	chr22(.):19462415-19513135	0.2123
NM_007128	chr22(.):22594199-22604926	0.2036
NR_030755	chr22(.):23160269-23170365	0.5929
NM_001178126	chr22(.):23224959-23243013	4.0082
NM_004914	chr22(.):23482512-23511531	0.9983
NM_001024938	chr22(.):24194058-24232725	0.1443
NM_002415	chr22(.):24231564-24242409	0.746
NM_001024939	chr22(.):24195040-24232725	0.1457
NM_001007468	chr22(.):24124149-24181705	0.3043
NM_001002862	chr22(.):24171689-24186199	1.0378
NM_000675	chr22(.):24818529-24843325	1.6306
NR_028484	chr22(.):24820177-24895783	0.6114
NM_001008566	chr22(.):26916713-26966370	0.2016
NM_003595	chr22(.):26916713-26991089	0.5046
NR_031615	chr22(.):26946177-26956289	0.4055
NR_003491	chr22(.):27048445-27077440	0.6137
NM_001886	chr22(.):27012927-27031636	0.5229
NM_172002	chr22(.):29133042-29158496	0.2956
