#31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_ROSE/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam
#Using cutoff of 5127.1332 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isStretch
2_MACS_peak_5127_lociStitched	chr11	72863095	72869240	2	5416	7660.9715	1452.0635	799	1
1_MACS_peak_1634_lociStitched	chr1	152006754	152012167	1	5414	8512.4838	1944.8909	800	1
1_MACS_peak_1864_lociStitched	chr1	159890792	159896201	1	5410	8579.2149	1513.4382	801	1
3_MACS_peak_6309_lociStitched	chr12	53713406	53720628	3	5409	7341.8852	1609.0616	802	1
1_MACS_peak_17902_lociStitched	chr21	41384628	41390034	1	5407	6812.6412	2001.8418	803	1
3_MACS_peak_27494_lociStitched	chr9	35066539	35081027	3	5405	8233.5304	2735.3344	804	1
3_MACS_peak_15291_lociStitched	chr2	65140106	65146440	3	5404	5877.952	1784.2878	805	1
3_MACS_peak_2196_lociStitched	chr1	197880171	197888051	3	5402	4718.544	1526.356	806	1
2_MACS_peak_4311_lociStitched	chr11	8703280	8711225	2	5401	6913.739	1926.6625	807	1
2_MACS_peak_18366_lociStitched	chr22	31001101	31006543	2	5390	5147.5878	1189.077	808	1
3_MACS_peak_4569_lociStitched	chr11	44580814	44591416	3	5390	6925.2264	1818.243	809	1
1_MACS_peak_14294_lociStitched	chr19	47287325	47292710	1	5386	8028.4965	1556.8035	810	1
1_MACS_peak_18418_lociStitched	chr22	35703302	35708686	1	5385	5702.1944	1240.4736	811	1
3_MACS_peak_10325_lociStitched	chr16	67595228	67601156	3	5383	5369.5824	1008.3528	812	1
2_MACS_peak_23327_lociStitched	chr6	20400946	20410607	2	5383	6903.7506	1476.2008	813	1
3_MACS_peak_13398_lociStitched	chr19	10304291	10316649	3	5382	7188.6486	2147.8204	814	1
2_MACS_peak_3548_lociStitched	chr10	80825902	80831501	2	5376	5069.3346	665.1612	815	1
3_MACS_peak_4998_lociStitched	chr11	67116744	67125107	3	5368	7837.8036	1916.7996	816	1
2_MACS_peak_8944_lociStitched	chr15	74689204	74696383	2	5365	4649.1204	1567.1757	817	1
1_MACS_peak_9675_lociStitched	chr16	11402063	11407425	1	5363	5600.609	1471.869	818	1
3_MACS_peak_14735_lociStitched	chr2	10515063	10524108	3	5360	6008.5935	1792.719	819	1
2_MACS_peak_23905_lociStitched	chr6	52393276	52403469	2	5358	7662.0781	2134.4142	820	1
2_MACS_peak_25944_lociStitched	chr7	139909290	139914804	2	5355	6731.4912	1998.825	821	1
3_MACS_peak_18600_lociStitched	chr22	39823865	39835240	3	5355	6507.6375	1754.025	822	1
3_MACS_peak_27452_lociStitched	chr9	33158655	33171438	3	5351	6538.5045	1909.7802	823	1
4_MACS_peak_6321_lociStitched	chr12	53862420	53877052	4	5349	7852.9944	2869.3352	824	1
3_MACS_peak_12331_lociStitched	chr17	80163202	80175126	3	5347	6233.8672	1633.588	825	1
2_MACS_peak_18880_lociStitched	chr3	5226322	5231872	2	5346	4666.44	1219.89	826	1
2_MACS_peak_1703_lociStitched	chr1	154942224	154948886	2	5343	9394.7524	2307.7168	827	1
1_MACS_peak_11023_lociStitched	chr17	19205996	19211336	1	5341	4960.86	1187.082	828	1
1_MACS_peak_18565_lociStitched	chr22	39377049	39382387	1	5339	7740.6338	1145.5348	829	1
2_MACS_peak_17547_lociStitched	chr20	56192774	56198199	2	5338	7012.355	1231.475	830	1
3_MACS_peak_10846_lociStitched	chr17	7455424	7465972	3	5328	6538.7052	1705.6116	831	1
1_MACS_peak_21900_lociStitched	chr5	42948366	42953692	1	5327	5707.3416	953.354	832	1
2_MACS_peak_12978_lociStitched	chr19	1172632	1181705	2	5325	6509.8775	1756.5328	833	1
1_MACS_peak_5763_lociStitched	chr12	4224221	4229543	1	5323	8242.7136	1825.446	834	1
2_MACS_peak_5021_lociStitched	chr11	67350020	67356236	2	5323	6634.9584	1370.0064	835	1
3_MACS_peak_26440_lociStitched	chr8	27232796	27241925	3	5320	5337.7263	1996.5123	836	1
2_MACS_peak_23722_lociStitched	chr6	37136614	37144516	2	5319	8155.6542	1547.2116	837	1
2_MACS_peak_14567_lociStitched	chr19	56110096	56118344	2	5319	7180.7088	1369.168	838	1
4_MACS_peak_27807_lociStitched	chr9	92157157	92171831	4	5300	6902.6496	2438.8188	839	1
2_MACS_peak_41_lociStitched	chr1	1334080	1343916	2	5299	7376.0164	1493.1048	840	1
2_MACS_peak_8372_lociStitched	chr15	31617175	31622500	2	5295	6233.445	807.8025	841	1
3_MACS_peak_19421_lociStitched	chr3	52738100	52745050	3	5292	6737.33	1656.88	842	1
2_MACS_peak_13188_lociStitched	chr19	4337544	4345505	2	5290	7199.1323	1682.9554	843	1
3_MACS_peak_22446_lociStitched	chr5	132386686	132400282	3	5289	8414.5644	2058.4344	844	1
3_MACS_peak_6166_lociStitched	chr12	48287376	48299749	3	5287	6273.111	2146.7155	845	1
2_MACS_peak_18632_lociStitched	chr22	41042107	41049283	2	5285	6231.6384	1415.8248	846	1
3_MACS_peak_21292_lociStitched	chr4	129724061	129734250	3	5285	7572.4648	1465.1782	847	1
1_MACS_peak_10745_lociStitched	chr17	3863955	3869236	1	5282	4929.2854	1036.6603	848	1
3_MACS_peak_21679_lociStitched	chr5	1129470	1141042	3	5275	6785.8208	1783.2452	849	1
3_MACS_peak_8877_lociStitched	chr15	70306668	70316387	3	5274	8639.2191	2357.8294	850	1
3_MACS_peak_9272_lociStitched	chr15	91200759	91209589	3	5273	5430.45	1543.484	851	1
4_MACS_peak_23307_lociStitched	chr6	17696650	17707790	4	5271	6534.724	1561.828	852	1
3_MACS_peak_4329_lociStitched	chr11	9587151	9597074	3	5266	5895.2543	1569.8186	853	1
2_MACS_peak_5049_lociStitched	chr11	68033204	68041840	2	5265	7268.0576	1796.288	854	1
3_MACS_peak_8041_lociStitched	chr14	91879657	91885833	3	5264	4249.088	742.3552	855	1
3_MACS_peak_596_lociStitched	chr1	28968791	28977081	3	5257	6117.191	1433.341	856	1
3_MACS_peak_24841_lociStitched	chr7	23507932	23514845	3	5255	4626.1796	1075.6628	857	1
3_MACS_peak_22971_lociStitched	chr5	176777743	176790482	3	5248	7942.7665	2522.322	858	1
1_MACS_peak_12154_lociStitched	chr17	75204945	75210191	1	5247	6974.0324	1564.8818	859	1
2_MACS_peak_2359_lociStitched	chr1	206287427	206292993	2	5247	8271.6326	2058.3068	860	1
2_MACS_peak_18419_lociStitched	chr22	35739920	35749561	2	5247	8357.7829	1886.7437	861	1
2_MACS_peak_1915_lociStitched	chr1	161493005	161501759	2	5246	7977.5202	1964.3976	862	1
3_MACS_peak_9411_lociStitched	chr16	278530	286403	3	5245	6630.6406	1254.9562	863	1
3_MACS_peak_24647_lociStitched	chr7	1494183	1507002	3	5244	6259.5177	1524.1791	864	1
3_MACS_peak_27531_lociStitched	chr9	36144361	36153586	3	5242	7192.7325	1948.32	865	1
2_MACS_peak_3084_lociStitched	chr10	22622589	22630644	2	5239	4327.9515	966.6	866	1
1_MACS_peak_10684_lociStitched	chr17	1530447	1535684	1	5238	6248.2647	1222.8395	867	1
3_MACS_peak_18597_lociStitched	chr22	39783679	39796514	3	5237	8309.379	1922.683	868	1
3_MACS_peak_11789_lociStitched	chr17	56023740	56034875	3	5236	5701.12	1892.95	869	1
3_MACS_peak_18760_lociStitched	chr22	46683433	46693775	3	5233	6070.754	1805.7132	870	1
3_MACS_peak_22604_lociStitched	chr5	141255453	141263574	3	5229	4997.6634	1355.3949	871	1
3_MACS_peak_11134_lociStitched	chr17	27915314	27921822	3	5221	5518.1332	967.7396	872	1
3_MACS_peak_14428_lociStitched	chr19	50091789	50097261	3	5218	4003.8624	907.2576	873	1
3_MACS_peak_19819_lociStitched	chr3	125633842	125641267	3	5218	5876.145	1643.895	874	1
4_MACS_peak_3464_lociStitched	chr10	74087826	74100886	4	5217	9575.592	2042.584	875	1
1_MACS_peak_9836_lociStitched	chr16	21528328	21533541	1	5214	9502.7777	2001.792	876	1
3_MACS_peak_2256_lociStitched	chr1	202153439	202163387	3	5209	4774.0452	1800.588	877	1
3_MACS_peak_9623_lociStitched	chr16	5142046	5149439	3	5204	5356.9678	1233.8917	878	1
3_MACS_peak_11044_lociStitched	chr17	20205114	20211261	3	5202	4136.931	1259.5203	879	1
2_MACS_peak_18668_lociStitched	chr22	42335561	42344004	2	5201	6908.9069	1721.5277	880	1
1_MACS_peak_1981_lociStitched	chr1	167596448	167601644	1	5197	6711.1536	1691.8176	881	1
2_MACS_peak_18289_lociStitched	chr22	26823340	26829168	2	5195	4456.0888	1067.1068	882	1
3_MACS_peak_5494_lociStitched	chr11	119185283	119194850	3	5195	6773.436	1977.4989	883	1
2_MACS_peak_28324_lociStitched	chr9	131935847	131941203	2	5191	5444.9096	755.196	884	1
1_MACS_peak_1773_lociStitched	chr1	156194146	156199334	1	5189	7297.4408	1619.1748	885	1
1_MACS_peak_17550_lociStitched	chr20	56253065	56258252	1	5188	6568.8168	1308.6801	886	1
4_MACS_peak_2899_lociStitched	chr10	3847362	3854382	4	5187	4873.986	1396.98	887	1
3_MACS_peak_2932_lociStitched	chr10	6182204	6193932	3	5187	6898.4096	1835.432	888	1
2_MACS_peak_13935_lociStitched	chr19	36133282	36140090	2	5181	7072.1504	1314.6248	889	1
3_MACS_peak_23681_lociStitched	chr6	35695176	35704678	3	5181	6920.3066	1380.6406	890	1
3_MACS_peak_26971_lociStitched	chr8	103818244	103826291	3	5180	5154.9082	749.9804	891	1
1_MACS_peak_20210_lociStitched	chr3	177074270	177079448	1	5179	12481.569	1783.3032	892	1
4_MACS_peak_14118_lociStitched	chr19	42068759	42083027	4	5179	5306.2692	2077.4208	893	1
2_MACS_peak_3250_lociStitched	chr10	45454341	45460397	2	5178	5717.4696	1431.6384	894	1
3_MACS_peak_14703_lociStitched	chr2	8654422	8666458	3	5178	6619.8	2014.8264	895	1
1_MACS_peak_16933_lociStitched	chr20	10650967	10656141	1	5175	8564.5222	954.603	896	1
3_MACS_peak_20660_lociStitched	chr4	9599544	9610550	3	5174	5096.8786	2011.8968	897	1
2_MACS_peak_20548_lociStitched	chr4	2413412	2421461	2	5171	8090.0499	1617.0441	898	1
2_MACS_peak_11361_lociStitched	chr17	37909405	37915227	2	5169	11120.02	1498.5828	899	1
1_MACS_peak_18005_lociStitched	chr21	45659760	45664925	1	5166	9213.8435	1776.76	900	1
3_MACS_peak_19898_lociStitched	chr3	129893648	129900503	3	5155	3987.5535	1631.49	901	1
3_MACS_peak_15118_lociStitched	chr2	46768511	46776977	3	5155	4516.611	1406.2026	902	1
2_MACS_peak_19489_lociStitched	chr3	61545537	61550911	2	5151	5707.7254	795.8894	903	1
1_MACS_peak_1429_lociStitched	chr1	120835226	120840374	1	5149	8160.0948	1487.2572	904	1
2_MACS_peak_22697_lociStitched	chr5	149864016	149870470	2	5149	6362.3532	1135.904	905	1
2_MACS_peak_2476_lociStitched	chr1	212779700	212789202	2	5147	14597.9226	2734.6756	906	1
1_MACS_peak_18559_lociStitched	chr22	39266000	39271143	1	5144	6428.2357	969.9698	907	1
3_MACS_peak_7043_lociStitched	chr12	125398410	125404728	3	5141	4715.7552	949.5954	908	1
3_MACS_peak_4686_lociStitched	chr11	58864907	58875987	3	5141	6038.6	2194.948	909	1
3_MACS_peak_8494_lociStitched	chr15	40835017	40843775	3	5140	6896.0492	2390.934	910	1
4_MACS_peak_19025_lociStitched	chr3	20080926	20091058	4	5131	6892.7996	1706.2288	911	1
2_MACS_peak_11556_lociStitched	chr17	43223993	43230345	2	5129	9841.7888	1289.456	912	1
2_MACS_peak_2336_lociStitched	chr1	205282182	205291797	2	5125	6940.107	2456.6325	913	1
4_MACS_peak_9543_lociStitched	chr16	3069980	3082097	4	5124	6312.957	1686.6864	914	1
2_MACS_peak_6325_lociStitched	chr12	53886331	53896105	2	5123	6805.6362	1719.2466	915	1
3_MACS_peak_27231_lociStitched	chr8	144631301	144641399	3	5119	6547.5432	1669.1994	916	1
2_MACS_peak_512_lociStitched	chr1	26865990	26872910	2	5117	6046.004	1386.768	917	1
3_MACS_peak_6048_lociStitched	chr12	31243947	31254529	3	5113	7043.3792	2086.7704	918	1
2_MACS_peak_10128_lociStitched	chr16	48641746	48647835	2	5112	5221.3175	1318.8774	919	1
2_MACS_peak_20121_lociStitched	chr3	159727627	159735964	2	5109	5575.7856	2254.3248	920	1
2_MACS_peak_22886_lociStitched	chr5	172260175	172265540	2	5108	5765.7655	1316.571	921	1
2_MACS_peak_24164_lociStitched	chr6	106588520	106595245	2	5104	4915.3025	1671.835	922	1
2_MACS_peak_9522_lociStitched	chr16	2731442	2738007	2	5102	7035.7105	1190.891	923	1
2_MACS_peak_3032_lociStitched	chr10	14995142	15003274	2	5100	9247.7104	1455.628	924	1
2_MACS_peak_23601_lociStitched	chr6	32805205	32813935	2	5096	7605.576	1918.854	925	1
2_MACS_peak_14197_lociStitched	chr19	45250077	45258687	2	5094	7666.344	1557.549	926	1
1_MACS_peak_4126_lociStitched	chr10	135088003	135093092	1	5090	7262.5119	771.4924	927	1
1_MACS_peak_439_lociStitched	chr1	24513188	24518276	1	5089	6520.7808	1388.0064	928	1
2_MACS_peak_24636_lociStitched	chr7	1063307	1069841	2	5085	4268.6622	939.5892	929	1
3_MACS_peak_3069_lociStitched	chr10	21814014	21824740	3	5080	5903.5904	1533.818	930	1
4_MACS_peak_23105_lociStitched	chr6	2931883	2943398	4	5076	5406.2925	1812.461	931	1
3_MACS_peak_2279_lociStitched	chr1	203232211	203244320	3	5075	10205.4652	3715.0412	932	1
2_MACS_peak_28737_lociStitched	chrX	40028593	40036815	2	5072	4996.5094	819.7334	933	1
2_MACS_peak_27191_lociStitched	chr8	142126602	142131680	2	5070	5932.6274	1031.3418	934	1
3_MACS_peak_1880_lociStitched	chr1	160676774	160685266	3	5065	6170.2872	3179.4048	935	1
2_MACS_peak_13348_lociStitched	chr19	8369280	8374844	2	5062	4861.2668	1333.1344	936	1
3_MACS_peak_13385_lociStitched	chr19	9928640	9939318	3	5062	8102.4664	1661.4968	937	1
3_MACS_peak_23563_lociStitched	chr6	31627428	31634542	3	5061	5833.48	1340.2776	938	1
3_MACS_peak_14296_lociStitched	chr19	47353355	47364636	3	5061	5899.963	1923.4105	939	1
2_MACS_peak_22191_lociStitched	chr5	88177314	88186174	2	5050	6149.726	2072.354	940	1
4_MACS_peak_12334_lociStitched	chr17	80185011	80195060	4	5050	4858.6915	1091.3214	941	1
4_MACS_peak_7729_lociStitched	chr14	50466779	50476050	4	5047	4671.6569	1012.3932	942	1
3_MACS_peak_21007_lociStitched	chr4	77609695	77619167	3	5047	4456.576	2162.4576	943	1
2_MACS_peak_1892_lociStitched	chr1	161007388	161017213	2	5047	9490.95	3101.7525	944	1
2_MACS_peak_9738_lociStitched	chr16	14723136	14728179	2	5042	5912.9175	936.4851	945	1
2_MACS_peak_17795_lociStitched	chr21	34696188	34704961	2	5042	7333.3507	2887.1943	946	1
1_MACS_peak_8857_lociStitched	chr15	69109185	69114222	1	5038	7027.6224	683.0172	947	1
2_MACS_peak_19873_lociStitched	chr3	128901466	128908677	2	5033	6787.7143	1289.3268	948	1
2_MACS_peak_594_lociStitched	chr1	28924426	28929685	2	5032	5182.2186	1249.5384	949	1
2_MACS_peak_12806_lociStitched	chr18	56751143	56756920	2	5032	4790.2884	1396.3009	950	1
3_MACS_peak_18732_lociStitched	chr22	45656653	45665855	3	5032	5461.387	1457.5968	951	1
2_MACS_peak_6379_lociStitched	chr12	56544805	56552962	2	5031	6524.7843	1577.5638	952	1
2_MACS_peak_13191_lociStitched	chr19	4398713	4404004	2	5027	7499.4634	1601.5857	953	1
3_MACS_peak_16527_lociStitched	chr2	220070851	220084359	3	5025	6521.6624	2186.9452	954	1
2_MACS_peak_54_lociStitched	chr1	1605960	1610982	2	5022	6065.5716	1043.0694	955	1
3_MACS_peak_7112_lociStitched	chr13	22242879	22250050	3	5019	4343.4747	621.7257	956	1
3_MACS_peak_29116_lociStitched	chrX	118815975	118827840	3	5018	5180.259	1254.1305	957	1
2_MACS_peak_25486_lociStitched	chr7	98475571	98480755	2	5017	5890.0608	1120.7808	958	1
3_MACS_peak_8586_lociStitched	chr15	45016250	45022188	3	5015	6879.7668	1346.7384	959	1
4_MACS_peak_4194_lociStitched	chr11	826335	834052	4	5013	4898.7516	1019.4157	960	1
3_MACS_peak_9246_lociStitched	chr15	90613569	90619903	3	5008	5099.5034	1344.0748	961	1
2_MACS_peak_17799_lociStitched	chr21	34752009	34757120	2	5002	6158.2439	1710.6517	962	1
3_MACS_peak_10592_lociStitched	chr16	88847199	88857586	3	5002	4690.7692	1014.8099	963	1
3_MACS_peak_24703_lociStitched	chr7	5271106	5281135	3	4993	5418.6687	1441.1673	964	1
2_MACS_peak_25817_lociStitched	chr7	128501670	128510683	2	4988	7235.6364	2212.6915	965	1
1_MACS_peak_22544_lociStitched	chr5	139046851	139051836	1	4986	8165.9285	1502.479	966	1
3_MACS_peak_13177_lociStitched	chr19	4179599	4187060	3	4985	7284.1743	1748.8584	967	1
2_MACS_peak_1794_lociStitched	chr1	156569393	156579357	2	4985	5517.0668	2424.2412	968	1
3_MACS_peak_20483_lociStitched	chr3	197228104	197237763	3	4984	7628.6782	2381.9094	969	1
1_MACS_peak_27862_lociStitched	chr9	95524416	95529389	1	4974	4855.1399	1101.5195	970	1
2_MACS_peak_13694_lociStitched	chr19	17444637	17450103	2	4972	7617.4176	1055.4846	971	1
3_MACS_peak_22539_lociStitched	chr5	139012370	139018804	3	4969	7743.9624	1968.1606	972	1
2_MACS_peak_1479_lociStitched	chr1	145501588	145508589	2	4968	6982.7974	1984.0834	973	1
3_MACS_peak_13097_lociStitched	chr19	2488992	2496046	3	4966	5246.7652	1004.4896	974	1
3_MACS_peak_20049_lociStitched	chr3	150316112	150323048	3	4964	5677.8096	1680.5928	975	1
3_MACS_peak_12921_lociStitched	chr19	524478	534149	3	4961	6308.3933	1651.8068	976	1
2_MACS_peak_346_lociStitched	chr1	19276567	19284190	2	4958	4737.6945	1355.3694	977	1
3_MACS_peak_13206_lociStitched	chr19	4632554	4640696	3	4958	5793.8472	1691.0934	978	1
3_MACS_peak_3761_lociStitched	chr10	102125969	102135043	3	4956	5351.8452	1966.3358	979	1
2_MACS_peak_9515_lociStitched	chr16	2580950	2588862	2	4949	5608.8168	1413.8744	980	1
