REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_20359_lociStitched	chr3	187455030	187464057	2	7680	9343.8477	2220.642	431	BCL6	LOC100131635,RTP2,BCL6	BCL6	BCL6	0.2148	431	1
2_MACS_peak_24664_lociStitched	chr7	2439122	2447370	2	7239	8504.5128	1393.0872	432	CHST12	EIF3B	CHST12	CHST12	0.22709999999999997	432	1
4_MACS_peak_15294_lociStitched	chr2	65158904	65178310	4	8255	11542.6888	4432.3304	433	LOC400958	SLC1A4	LOC400958	LOC400958	0.16989999999999997	433	1
3_MACS_peak_13086_lociStitched	chr19	2326627	2336016	3	9176	9179.6253	2083.4191	434	SPPL2B,LSM7	C19orf35,LINGO3	SPPL2B	C19orf35	0.6336999999999999	434	1
4_MACS_peak_11885_lociStitched	chr17	62150283	62173701	4	11711	12795.5952	5702.283	435	ERN1	SNORD104,SNORA76	ERN1	SNORA76	0.27690000000000003	435	1
5_MACS_peak_20815_lociStitched	chr4	40194055	40207708	5	10710	10678.0113	3586.6431	436	RHOH		RHOH	RHOH	0.1698	436	1
2_MACS_peak_1703_lociStitched	chr1	154942224	154948886	2	5343	9394.7524	2307.7168	437	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2	SHC1	ZBTB7B	0.7918	437	1
1_MACS_peak_21329_lociStitched	chr4	141071082	141076012	1	4931	7951.597	868.173	438	MAML3		MAML3	MAML3	0.0010000000000000009	438	1
2_MACS_peak_20449_lociStitched	chr3	195632945	195642613	2	6390	9847.8248	2769.882	439	TNK2	TNK2	TNK2	TNK2	0.2865	439	1
3_MACS_peak_18299_lociStitched	chr22	27005660	27014716	3	6294	9423.6736	2348.2208	440	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	0.316	440	1
1_MACS_peak_19655_lociStitched	chr3	105084720	105088936	1	4217	8087.9744	1014.3696	441	ALCAM		ALCAM	NONE	NONE	441	1
3_MACS_peak_19301_lociStitched	chr3	48506490	48521642	3	6216	9724.5536	2651.6	442	ATRIP,TREX1,SHISA5	CCDC72,PLXNB1,CCDC51	TREX1	TREX1	0.31720000000000004	442	1
3_MACS_peak_28279_lociStitched	chr9	130828563	130845114	3	10208	10473.4728	3404.5407	443	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	PTGES2	0.3647	443	1
1_MACS_peak_1864_lociStitched	chr1	159890792	159896201	1	5410	8579.2149	1513.4382	444	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	0.46729999999999994	444	1
2_MACS_peak_3910_lociStitched	chr10	112255916	112264840	2	8444	9402.3264	2341.6576	445	DUSP5		DUSP5	DUSP5	0.40199999999999997	445	1
3_MACS_peak_1716_lociStitched	chr1	155099084	155113607	3	7905	10489.9629	3434.6895	446	EFNA1,SLC50A1,DPM3	EFNA3,TRIM46,KRTCAP2,MUC1	SLC50A1	EFNA3	0.47020000000000006	446	1
2_MACS_peak_2748_lociStitched	chr1	235144242	235152473	2	6266	8975.9055	1925.2309	447			SNORA14B	SNORA14B	0.27929999999999994	447	1
3_MACS_peak_14232_lociStitched	chr19	45942433	45955770	3	6387	9495.944	2455.3417	448		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	ERCC1	FOSB	0.43600000000000005	448	1
3_MACS_peak_10010_lociStitched	chr16	30381580	30394951	3	6367	9411.8469	2372.0154	449	MYLPF,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,TBC1D10B,DCTPP1	MYLPF	MYLPF	0.517	449	1
3_MACS_peak_10825_lociStitched	chr17	7136996	7147008	3	6924	9191.016	2154.5824	450	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	PHF23	0.5229999999999999	450	1
2_MACS_peak_3674_lociStitched	chr10	94831444	94840748	2	5797	8714.1264	1683.0936	451	CYP26A1	CYP26C1	CYP26A1	CYP26A1	0.531	451	1
3_MACS_peak_11381_lociStitched	chr17	38250969	38261676	3	9594	9612.7446	2585.7405	452	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.44559999999999994	452	1
3_MACS_peak_3836_lociStitched	chr10	104531310	104542297	3	6210	9682.8431	2658.854	453	C10orf26		C10orf26	C10orf26	0.1591	453	1
3_MACS_peak_18875_lociStitched	chr3	5018429	5029356	3	7102	8786.4007	1769.0813	454	BHLHE40		BHLHE40	BHLHE40	0.45589999999999997	454	1
3_MACS_peak_3783_lociStitched	chr10	102819816	102831733	3	6925	9267.8509	2259.4632	455	KAZALD1	SFXN3,PDZD7	KAZALD1	KAZALD1	0.4173	455	1
4_MACS_peak_12084_lociStitched	chr17	73850874	73862155	4	7044	9096.9984	2089.2412	456	WBP2	UNC13D,TRIM47,TRIM65,MRPL38	WBP2	TRIM47	0.5085	456	1
2_MACS_peak_12838_lociStitched	chr18	60822080	60830574	2	8452	9448.7256	2446.272	457	BCL2		BCL2	BCL2	0.0766	457	1
3_MACS_peak_23160_lociStitched	chr6	5996061	6009901	3	7623	9085.96	2085.688	458	NRN1		NRN1	NRN1	0.37610000000000005	458	1
4_MACS_peak_23539_lociStitched	chr6	31157783	31172800	4	7560	9783.5755	2784.1518	459	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	0.3549	459	1
7_MACS_peak_14111_lociStitched	chr19	42037616	42059985	7	13178	11665.4335	4670.6472	460		CEACAM21	CEACAM21	CEACAM21	0.04999999999999999	460	1
3_MACS_peak_28082_lociStitched	chr9	116162661	116174214	3	5658	8899.2759	1906.245	461	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	POLE3	0.38139999999999996	461	1
2_MACS_peak_27462_lociStitched	chr9	33445171	33457668	2	8014	9600.1954	2611.873	462	AQP3	AQP7,NOL6	AQP3	AQP3	0.2182	462	1
3_MACS_peak_751_lociStitched	chr1	37934696	37947547	3	8431	9162.763	2185.9551	463	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.3798	463	1
1_MACS_peak_1561_lociStitched	chr1	149856044	149860924	1	4881	9370.088	2398.52	464	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H3A	0.9231	464	1
2_MACS_peak_443_lociStitched	chr1	24645290	24649639	2	3682	8074.3534	1124.2165	465	GRHL3		GRHL3	GRHL3	0.1721	465	1
4_MACS_peak_23413_lociStitched	chr6	27094481	27116200	4	9102	11154.8784	4209.1422	466	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.096	466	1
2_MACS_peak_18549_lociStitched	chr22	39096186	39103177	2	6169	8516.4362	1578.5678	467	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	SUN2	0.3454999999999999	467	1
2_MACS_peak_9199_lociStitched	chr15	89177020	89184828	2	5613	8908.928	1979.328	468	ISG20	MIR1179,MIR7-2,AEN	ISG20	ISG20	0.43229999999999996	468	1
2_MACS_peak_17053_lociStitched	chr20	25289524	25300746	2	6446	9479.2234	2553.005	469	ABHD12		PYGB	PYGB	0.32789999999999997	469	1
1_MACS_peak_2759_lociStitched	chr1	235666247	235669608	1	3362	8124.5453	1203.238	470	B3GALNT2		B3GALNT2	B3GALNT2	0.09489999999999998	470	1
1_MACS_peak_23706_lociStitched	chr6	36645912	36651367	1	5456	8150.861	1239.376	471	CDKN1A		CDKN1A	CDKN1A	0.3921	471	1
1_MACS_peak_26476_lociStitched	chr8	29204749	29210773	1	6025	8126.9784	1216.2456	472	DUSP4		DUSP4	DUSP4	0.3898	472	1
6_MACS_peak_12307_lociStitched	chr17	79868497	79886809	6	8325	9350.1072	2446.4832	473	LOC92659,PCYT2,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,P4HB,ARHGDIA,THOC4,PYCR1,MYADML2,NOTUM	SIRT7	ARHGDIA	0.47650000000000003	473	1
5_MACS_peak_8751_lociStitched	chr15	63765258	63780261	5	7872	9648.4293	2745.549	474		USP3	USP3	USP3	0.03470000000000001	474	1
3_MACS_peak_16582_lociStitched	chr2	227655541	227666436	3	8204	8684.4045	1787.8695	475	IRS1	RHBDD1	IRS1	IRS1	0.06659999999999999	475	1
4_MACS_peak_14739_lociStitched	chr2	10574825	10589744	4	6722	9585.4575	2689.8957	476	ODC1,SNORA80B		SNORA80B	SNORA80B	0.49779999999999996	476	1
2_MACS_peak_17147_lociStitched	chr20	32462198	32473207	2	5695	9390.677	2502.3457	477			CHMP4B	CHMP4B	NONE	477	1
2_MACS_peak_16634_lociStitched	chr2	232570762	232579439	2	6777	7965.486	1079.4188	478	PTMA,MIR1244-1		PTMA	PTMA	0.5091	478	1
2_MACS_peak_17969_lociStitched	chr21	44772225	44783255	2	5868	9556.392	2679.187	479			SIK1	SIK1	0.596	479	1
1_MACS_peak_1610_lociStitched	chr1	151252507	151257292	1	4786	8290.491	1414.446	480	ZNF687	PSMD4,PI4KB	ZNF687	ZNF687	0.4507	480	1
3_MACS_peak_10868_lociStitched	chr17	8021532	8030425	3	8494	8651.1104	1776.8214	481	ALOXE3,HES7	MIR4314,ALOX12B,PER1,VAMP2,TMEM107	HES7	HES7	0.5635	481	1
3_MACS_peak_17182_lociStitched	chr20	34198980	34208098	3	5500	8672.1298	1805.364	482	SPAG4	FER1L4,CPNE1	SPAG4	SPAG4	0.48019999999999996	482	1
4_MACS_peak_14373_lociStitched	chr19	49111574	49128153	4	4644	9151.608	2292.8757	483	SPHK2,FAM83E,RPL18	SULT2B1,SPACA4,SEC1,DBP,CA11,NTN5	RPL18	CA11	0.48579999999999995	483	1
2_MACS_peak_8756_lociStitched	chr15	63789043	63798253	2	4346	8743.053	1885.287	484	USP3		USP3	USP3	0.03470000000000001	484	1
11_MACS_peak_4139_lociStitched	chr10	135471268	135495723	11	16373	10745.527	3890.7905	485	DUX4L6,DUX4,DUX4L2,DUX2	DUX4L7,FRG2B	DUX4L7	FRG2B	0.026600000000000013	485	1
4_MACS_peak_21827_lociStitched	chr5	32530703	32543814	4	7596	9732.2953	2887.0422	486		SUB1	SUB1	SUB1	0.253	486	1
3_MACS_peak_4903_lociStitched	chr11	65336926	65344494	3	6974	8514	1674.0416	487	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	0.6419999999999999	487	1
2_MACS_peak_10021_lociStitched	chr16	30537101	30547647	2	6039	8559.1336	1725.3256	488	ZNF768,ZNF747	ZNF764,ZNF688,ZNF785	ZNF747	ZNF747	0.482	488	1
3_MACS_peak_11520_lociStitched	chr17	42287413	42300290	3	7414	8804.0049	1979.1949	489	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	0.3487	489	1
2_MACS_peak_27178_lociStitched	chr8	141466881	141475588	2	4048	8199.3819	1375.706	490	TRAPPC9	CHRAC1	TRAPPC9	CHRAC1	0.46730000000000005	490	1
3_MACS_peak_10428_lociStitched	chr16	71841592	71853418	3	6501	8941.6386	2118.0366	491	AP1G1	ATXN1L,SNORD71	AP1G1	ATXN1L	0.1671	491	1
3_MACS_peak_4235_lociStitched	chr11	2792882	2801077	3	6257	8580.165	1771.759	492	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	492	1
2_MACS_peak_6006_lociStitched	chr12	26274399	26280005	2	5451	7977.338	1182.3054	493	BHLHE41		BHLHE41	BHLHE41	0.4564	493	1
2_MACS_peak_14215_lociStitched	chr19	45577750	45583479	2	4060	7990.8092	1197.9339	494	GEMIN7,ZNF296	CLASRP	ZNF296	ZNF296	0.5831000000000001	494	1
1_MACS_peak_14099_lociStitched	chr19	41767759	41772495	1	4737	8088.6144	1300.032	495	HNRNPUL1	AXL,CCDC97	HNRNPUL1	CCDC97	0.2942	495	1
2_MACS_peak_12080_lociStitched	chr17	73774565	73782126	2	4019	8570.3935	1796.4936	496	UNK,H3F3B	GALK1	UNK	GALK1	0.28049999999999997	496	1
3_MACS_peak_25519_lociStitched	chr7	99716091	99729244	3	6213	8879.5903	2124.2095	497	CNPY4,MBLAC1,TAF6	COPS6,AP4M1,C7orf59,STAG3,ZNF3,MIR25,MIR93,MIR106B,MCM7,C7orf43,GAL3ST4,GPC2	MBLAC1	MCM7	0.4332	497	1
3_MACS_peak_9256_lociStitched	chr15	90721348	90735793	3	6891	9366.138	2611.656	498	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	CIB1	0.3029	498	1
2_MACS_peak_2225_lociStitched	chr1	200987333	200996254	2	8466	9309.9556	2556.7586	499	KIF21B		KIF21B	KIF21B	0.2026	499	1
2_MACS_peak_14286_lociStitched	chr19	47216778	47222592	2	5774	7690.1778	961.0542	500	PRKD2	FKRP,MIR320E,STRN4	PRKD2	STRN4	0.32699999999999996	500	1
5_MACS_peak_20423_lociStitched	chr3	194864851	194882434	5	8051	10555.0749	3829.5774	501	C3orf21		C3orf21	C3orf21	0.10639999999999997	501	1
3_MACS_peak_28140_lociStitched	chr9	123630325	123641148	3	7880	8969.0201	2245.7725	502	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.24049999999999996	502	1
2_MACS_peak_14551_lociStitched	chr19	55764360	55771979	2	7211	8528.7086	1822.4648	503	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	HSPBP1	0.3315	503	1
3_MACS_peak_14439_lociStitched	chr19	50311573	50322405	3	5773	8871.408	2179.3984	504	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	FUZ	PNKP	0.4736	504	1
2_MACS_peak_9250_lociStitched	chr15	90638442	90646770	2	8242	9156.636	2466.7536	505	IDH2		IDH2	IDH2	0.36339999999999995	505	1
1_MACS_peak_25778_lociStitched	chr7	123387486	123390095	1	2610	7465.3926	781.6564	506	WASL		WASL	WASL	0.008200000000000013	506	1
2_MACS_peak_11570_lociStitched	chr17	43505049	43510846	2	5716	7658.9964	978.5336	507	SH3D20	ARHGAP27,MIR4315-1	SH3D20	SH3D20	0.5969	507	1
3_MACS_peak_25585_lociStitched	chr7	101375969	101391805	3	9493	9029.6872	2351.646	508			CUX1	CUX1	0.0828	508	1
1_MACS_peak_1502_lociStitched	chr1	146642984	146645329	1	2346	7530.0295	857.0975	509	PRKAB2	PDIA3P	PRKAB2	PRKAB2	0.19419999999999998	509	1
1_MACS_peak_1429_lociStitched	chr1	120835226	120840374	1	5149	8160.0948	1487.2572	510	FAM72B		FAM72B	FAM72B	0.24509999999999998	510	1
3_MACS_peak_16884_lociStitched	chr20	5093000	5108826	3	5910	9411.7222	2741.0632	511	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	0.3368	511	1
2_MACS_peak_12288_lociStitched	chr17	79477468	79487387	2	7532	8123.661	1454.1254	512	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	0.44070000000000004	512	1
3_MACS_peak_11116_lociStitched	chr17	27219705	27230749	3	5873	9039.514	2373.3556	513	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.2219	513	1
1_MACS_peak_22544_lociStitched	chr5	139046851	139051836	1	4986	8165.9285	1502.479	514	CXXC5		CXXC5	CXXC5	0.29190000000000005	514	1
3_MACS_peak_21832_lociStitched	chr5	32581249	32592193	3	5625	8811.0144	2155.968	515	SUB1		SUB1	SUB1	0.253	515	1
2_MACS_peak_26396_lociStitched	chr8	23076386	23084015	2	6394	8191.2573	1538.0064	516	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	TNFRSF10A	0.1688	516	1
3_MACS_peak_23596_lociStitched	chr6	32156938	32166063	3	6815	8528.225	1879.75	517	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	0.4929	517	1
5_MACS_peak_29153_lociStitched	chrX	128903153	128920967	5	7624	8684.325	2045.0472	518	XPNPEP2,SASH3		SASH3	SASH3	0.20929999999999999	518	1
4_MACS_peak_10403_lociStitched	chr16	70461491	70473900	4	6321	8665.2047	2038.7987	519	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.2483	519	1
6_MACS_peak_24085_lociStitched	chr6	90054786	90068244	6	8514	9459.6282	2835.6006	520	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.18419999999999997	520	1
2_MACS_peak_23330_lociStitched	chr6	21586979	21597410	2	7177	8124.7059	1506.2364	521	SOX4		SOX4	SOX4	0.3002	521	1
4_MACS_peak_24717_lociStitched	chr7	5594971	5610965	4	8505	8671.9468	2060.0272	522		FSCN1,FBXL18,ACTB	FSCN1	ACTB	0.43910000000000005	522	1
2_MACS_peak_23722_lociStitched	chr6	37136614	37144516	2	5319	8155.6542	1547.2116	523	PIM1		PIM1	PIM1	0.4629000000000001	523	1
2_MACS_peak_9284_lociStitched	chr15	91473016	91479452	2	5621	8089.4084	1491.2212	524	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	HDDC3	0.6112	524	1
1_MACS_peak_18565_lociStitched	chr22	39377049	39382387	1	5339	7740.6338	1145.5348	525	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3C	0.4205	525	1
1_MACS_peak_27759_lociStitched	chr9	86593940	86596801	1	2862	7335.3179	749.8681	526	RMI1,HNRNPK	C9orf64,MIR7-1	HNRNPK	HNRNPK	0.2963	526	1
3_MACS_peak_4133_lociStitched	chr10	135201417	135215418	3	6781	8662.4187	2084.7489	527	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.17859999999999998	527	1
4_MACS_peak_12358_lociStitched	chr17	80447536	80458147	4	7639	8551.4049	1975.7682	528		NARF,FOXK2,C17orf62	FOXK2	C17orf62	0.4274	528	1
5_MACS_peak_6445_lociStitched	chr12	58135443	58151155	5	7963	9628.3136	3060.6976	529	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	METTL1	0.4427	529	1
1_MACS_peak_1634_lociStitched	chr1	152006754	152012167	1	5414	8512.4838	1944.8909	530	S100A11	S100A10,TCHHL1	S100A11	S100A11	0.47309999999999997	530	1
1_MACS_peak_6428_lociStitched	chr12	57631592	57638076	1	6485	7861.85	1296.8	531	NDUFA4L2,STAC3	MIR1228,NXPH4,SHMT2	NDUFA4L2	NDUFA4L2	0.5798	531	1
2_MACS_peak_13694_lociStitched	chr19	17444637	17450103	2	4972	7617.4176	1055.4846	532	GTPBP3,ANO8	MRPL34,DDA1,ABHD8,PLVAP	GTPBP3	MRPL34	0.5771	532	1
5_MACS_peak_25167_lociStitched	chr7	55625171	55641525	5	9807	9941.5966	3390.1842	533	VOPP1		VOPP1	VOPP1	0.2331	533	1
1_MACS_peak_20128_lociStitched	chr3	160471853	160475550	1	3698	7500.4736	949.3896	534	PPM1L		PPM1L	NONE	NONE	534	1
2_MACS_peak_26518_lociStitched	chr8	33419988	33425656	2	5634	7468.1568	921.05	535	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.4489000000000001	535	1
2_MACS_peak_14314_lociStitched	chr19	47758480	47766576	2	4716	8020.7072	1480.7584	536	CCDC9	MIR3190,PRR24,C5AR1,MIR3191,BBC3	CCDC9	MIR3191	0.8784000000000001	536	1
2_MACS_peak_5062_lociStitched	chr11	68605800	68612187	2	6388	7726.3539	1194.369	537	CPT1A		CPT1A	CPT1A	0.14990000000000003	537	1
2_MACS_peak_2817_lociStitched	chr1	245132620	245136381	2	3403	7563.7471	1038.036	538	EFCAB2		EFCAB2	EFCAB2	0.0368	538	1
1_MACS_peak_3258_lociStitched	chr10	45913635	45918168	1	4534	7571.0166	1058.9088	539	ALOX5		ALOX5	ALOX5	0.1256	539	1
3_MACS_peak_20568_lociStitched	chr4	3042009	3050269	3	5723	8261.652	1758.554	540	GRK4	HTT	HTT	HTT	0.025699999999999987	540	1
2_MACS_peak_12196_lociStitched	chr17	76246440	76255038	2	6686	8467.3104	1964.643	541		BIRC5,LOC283999,EPR1	LOC283999	EPR1	0.1442	541	1
2_MACS_peak_25839_lociStitched	chr7	129418189	129425969	2	6803	7913.038	1413.626	542		MIR182,MIR96,MIR183	MIR183	MIR183	0.2506	542	1
1_MACS_peak_17779_lociStitched	chr21	33983689	33986158	1	2470	7487.4894	988.3407	543	C21orf59	TCP10L	C21orf59	C21orf59	0.382	543	1
3_MACS_peak_19634_lociStitched	chr3	101394488	101406516	3	5726	8544.6912	2048.3684	544	LOC100009676,ZBTB11,RPL24	LOC285359,CEP97	ZBTB11	ZBTB11	0.09730000000000001	544	1
3_MACS_peak_14250_lociStitched	chr19	46141835	46149990	3	6086	8152.5535	1656.2805	545	EML2,MIR330	GIPR,MIR642A,QPCTL,GPR4,MIR642B,SNRPD2	EML2	QPCTL	0.3795	545	1
1_MACS_peak_4126_lociStitched	chr10	135088003	135093092	1	5090	7262.5119	771.4924	546	ADAM8	UTF1,VENTX,ZNF511,MIR202,TUBGCP2	ADAM8	ADAM8	0.4299	546	1
3_MACS_peak_2279_lociStitched	chr1	203232211	203244320	3	5075	10205.4652	3715.0412	547		BTG2,CHIT1,LOC730227	LOC730227	BTG2	0.6887000000000001	547	1
3_MACS_peak_20266_lociStitched	chr3	183233498	183246589	3	10108	10921.8213	4432.6126	548	KLHL6		KLHL6	KLHL6	0.2569000000000001	548	1
2_MACS_peak_20548_lociStitched	chr4	2413412	2421461	2	5171	8090.0499	1617.0441	549	LOC402160,ZFYVE28	RNF4,ZFYVE28	ZFYVE28	ZFYVE28	0.1069	549	1
1_MACS_peak_14294_lociStitched	chr19	47287325	47292710	1	5386	8028.4965	1556.8035	550	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	0.3657	550	1
2_MACS_peak_18419_lociStitched	chr22	35739920	35749561	2	5247	8357.7829	1886.7437	551	TOM1	MIR3909,HMOX1,MCM5	MIR3909	HMOX1	0.272	551	1
5_MACS_peak_15006_lociStitched	chr2	37570357	37586058	5	8157	9918.3217	3449.5097	552	QPCT	PRKD3	QPCT	QPCT	0.2148	552	1
4_MACS_peak_13393_lociStitched	chr19	10216362	10231414	4	6713	8767.79	2305.9664	553	PPAN-P2RY11,PPAN,SNORD105,SNORD105B,P2RY11,EIF3G	C19orf66,ANGPTL6	P2RY11	P2RY11	0.3671	553	1
2_MACS_peak_11416_lociStitched	chr17	39818682	39824526	2	4122	7770.1824	1311.3936	554		EIF1,GAST,KRT16,KRT17,KRT42P	EIF1	EIF1	0.349	554	1
2_MACS_peak_13136_lociStitched	chr19	3499993	3507795	2	4646	8269.3398	1813.1848	555	FZR1,DOHH	FZR1,C19orf71,C19orf77,C19orf28	FZR1	C19orf28	0.3762	555	1
2_MACS_peak_18688_lociStitched	chr22	42928203	42936166	2	5990	9040.3939	2589.5676	556		SERHL,SERHL2,RRP7A,RRP7B	RRP7A	RRP7A	0.20590000000000003	556	1
3_MACS_peak_11053_lociStitched	chr17	20936901	20947493	3	6197	8289.2992	1839.8304	557	USP22		USP22	USP22	0.16760000000000003	557	1
1_MACS_peak_3310_lociStitched	chr10	52381529	52385721	1	4193	7185.5072	736.5344	558	SGMS1		SGMS1	NONE	NONE	558	1
3_MACS_peak_17541_lociStitched	chr20	56047784	56057811	3	7642	8733.517	2292.1722	559		CTCFL	CTCFL	CTCFL	0.0586	559	1
3_MACS_peak_13385_lociStitched	chr19	9928640	9939318	3	5062	8102.4664	1661.4968	560	UBL5,FBXL12	PIN1,ZNF846	FBXL12	FBXL12	0.29069999999999996	560	1
5_MACS_peak_4238_lociStitched	chr11	2905430	2924252	5	7434	8995.0338	2554.1454	561	SLC22A18,CDKN1C,SLC22A18AS	KCNQ1DN,PHLDA2	SLC22A18	PHLDA2	0.43739999999999996	561	1
5_MACS_peak_18321_lociStitched	chr22	29207375	29226005	5	9553	10112.364	3671.973	562		CCDC117,XBP1	XBP1	XBP1	0.5241	562	1
3_MACS_peak_4815_lociStitched	chr11	63948811	63959261	3	7012	8319.245	1886.225	563	STIP1	FERMT3,NUDT22,DNAJC4,VEGFB,FKBP2,MACROD1,TRPT1	STIP1	FKBP2	0.5451	563	1
2_MACS_peak_11633_lociStitched	chr17	46124523	46134162	2	4786	8114.1102	1682.9694	564	NFE2L1	MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	0.3046	564	1
1_MACS_peak_2328_lociStitched	chr1	205179544	205181665	1	2122	7138.8618	713.5044	565	DSTYK	TMCC2	DSTYK	TMCC2	0.20730000000000004	565	1
1_MACS_peak_5763_lociStitched	chr12	4224221	4229543	1	5323	8242.7136	1825.446	566			CCND2	CCND2	0.44909999999999994	566	1
3_MACS_peak_13773_lociStitched	chr19	19050448	19062947	3	6972	8791.7966	2374.81	567	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	DDX49	0.32420000000000004	567	1
4_MACS_peak_11890_lociStitched	chr17	62197955	62210152	4	7886	8998.9466	2600.4004	568	ERN1	SNORD104,SNORA76	ERN1	SNORA76	0.27690000000000003	568	1
2_MACS_peak_1892_lociStitched	chr1	161007388	161017213	2	5047	9490.95	3101.7525	569	TSTD1,USF1,ARHGAP30	F11R,PVRL4	USF1	USF1	0.4371	569	1
3_MACS_peak_18597_lociStitched	chr22	39783679	39796514	3	5237	8309.379	1922.683	570	TAB1	SYNGR1	TAB1	TAB1	0.1586	570	1
2_MACS_peak_2751_lociStitched	chr1	235242104	235248269	2	5853	8306.721	1921.6305	571		SNORA14B,TOMM20	SNORA14B	SNORA14B	0.27929999999999994	571	1
4_MACS_peak_8520_lociStitched	chr15	41230026	41246783	4	6786	8931.481	2560.4696	572	DLL4,CHAC1	VPS18	CHAC1	VPS18	0.36569999999999997	572	1
1_MACS_peak_6127_lociStitched	chr12	46120474	46124776	1	4303	7208.001	837.5994	573	ARID2,LOC400027		LOC400027	LOC400027	0.47190000000000004	573	1
1_MACS_peak_25929_lociStitched	chr7	139024158	139026974	1	2817	7756.3904	1387.7248	574	C7orf55	LUC7L2	C7orf55	C7orf55	0.4633	574	1
2_MACS_peak_24806_lociStitched	chr7	20256694	20260375	2	2701	7691.4495	1333.2582	575	MACC1		MACC1	MACC1	0.05159999999999998	575	1
3_MACS_peak_22446_lociStitched	chr5	132386686	132400282	3	5289	8414.5644	2058.4344	576	HSPA4	ZCCHC10	HSPA4	HSPA4	0.0941	576	1
2_MACS_peak_19369_lociStitched	chr3	50358152	50366827	2	3895	7765.86	1410.555	577	HYAL2,TUSC2	C3orf45,CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,RASSF1,ZMYND10,NPRL2,TMEM115	HYAL2	ZMYND10	0.4323	577	1
3_MACS_peak_11491_lociStitched	chr17	41436999	41450671	3	6429	8815.7056	2465.0616	578	LOC100130581	ARL4D	LOC100130581	LOC100130581	0.22309999999999997	578	1
1_MACS_peak_8857_lociStitched	chr15	69109185	69114222	1	5038	7027.6224	683.0172	579	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.1582	579	1
