REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_10329_lociStitched	chr16	67693063	67702629	3	6569	7555.2268	1868.2398	492	PARD6A,C16orf86,ACD,C16orf48	RLTPR	C16orf48	492	1
3_MACS_peak_11130_lociStitched	chr17	27887045	27900425	3	6564	8153.772	1960.17	493	TP53I13,ABHD15	ANKRD13B,GIT1,CORO6	ABHD15	493	1
1_MACS_peak_27671_lociStitched	chr9	70645129	70651684	1	6556	6889.305	871.1595	494			CBWD5	494	1
2_MACS_peak_17763_lociStitched	chr21	32924639	32932959	2	6556	9888.32	2229.76	495	TIAM1		TIAM1	495	1
2_MACS_peak_12930_lociStitched	chr19	631879	641410	2	6556	6664.0752	1933.8399	496	FGF22,POLRMT	HCN2,FSTL3,RNF126	POLRMT	496	1
3_MACS_peak_10229_lociStitched	chr16	57569104	57579123	3	6541	10748.3832	1832.4751	497	GPR114,CCDC102A	DOK4	GPR114	497	1
4_MACS_peak_28821_lociStitched	chrX	48768204	48777339	4	6540	7178.283	1521.891	498	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5	SLC35A2	498	1
3_MACS_peak_1552_lociStitched	chr1	149671496	149685814	3	6525	6670.7562	3207.232	499			FCGR1A	499	1
2_MACS_peak_17966_lociStitched	chr21	44725465	44734075	2	6513	9917.859	2487.429	500			SIK1	500	1
2_MACS_peak_10743_lociStitched	chr17	3813703	3820582	2	6501	9342.3699	1837.3809	501	P2RX1	CAMKK1,ATP2A3	P2RX1	501	1
3_MACS_peak_10428_lociStitched	chr16	71841592	71853418	3	6501	8941.6386	2118.0366	502	AP1G1	ATXN1L,SNORD71	AP1G1	502	1
4_MACS_peak_17655_lociStitched	chr20	62600139	62613087	4	6497	6956.9604	1760.928	503	PRPF6,ZNF512B,SAMD10	MIR941-1,MIR941-3,MIR941-2,UCKL1-AS1,MIR1914,MIR647,UCKL1	SAMD10	503	1
1_MACS_peak_6428_lociStitched	chr12	57631592	57638076	1	6485	7861.85	1296.8	504	NDUFA4L2,STAC3	MIR1228,NXPH4,SHMT2	NDUFA4L2	504	1
2_MACS_peak_11325_lociStitched	chr17	36856550	36863138	2	6482	10716.6996	1467.1476	505	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	505	1
2_MACS_peak_23524_lociStitched	chr6	30683758	30691002	2	6478	7851.0472	1817.5196	506	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	506	1
3_MACS_peak_11488_lociStitched	chr17	41386772	41402338	3	6471	9305.3548	3672.0194	507		TMEM106A	TMEM106A	507	1
1_MACS_peak_27589_lociStitched	chr9	42250237	42256704	1	6468	8440.0817	1220.9696	508			FAM95B1	508	1
4_MACS_peak_10952_lociStitched	chr17	17198077	17209398	4	6451	5661.6321	1598.5252	509	NT5M	COPS3	NT5M	509	1
2_MACS_peak_17053_lociStitched	chr20	25289524	25300746	2	6446	9479.2234	2553.005	510	ABHD12		PYGB	510	1
2_MACS_peak_21905_lociStitched	chr5	43037098	43043778	2	6433	9547.056	1665.992	511	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	511	1
3_MACS_peak_17198_lociStitched	chr20	34679201	34690196	3	6432	7428.222	2332.0395	512		EPB41L1,LOC647979	EPB41L1	512	1
3_MACS_peak_11491_lociStitched	chr17	41436999	41450671	3	6429	8815.7056	2465.0616	513	LOC100130581	ARL4D	LOC100130581	513	1
2_MACS_peak_4529_lociStitched	chr11	35159824	35166434	2	6426	6939.839	1999.525	514	CD44		CD44	514	1
3_MACS_peak_23635_lociStitched	chr6	33587636	33601464	3	6408	7554.2364	2429.5796	515	ITPR3	GGNBP1,BAK1,C6orf227	ITPR3	515	1
3_MACS_peak_13691_lociStitched	chr19	17413229	17421447	3	6400	7608.2244	1604.1536	516	MRPL34,DDA1,ABHD8	C19orf62,ANKLE1,GTPBP3,USHBP1,ANO8	MRPL34	516	1
2_MACS_peak_26396_lociStitched	chr8	23076386	23084015	2	6394	8191.2573	1538.0064	517	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	517	1
2_MACS_peak_20449_lociStitched	chr3	195632945	195642613	2	6390	9847.8248	2769.882	518	TNK2	TNK2	TNK2	518	1
2_MACS_peak_5062_lociStitched	chr11	68605800	68612187	2	6388	7726.3539	1194.369	519	CPT1A		CPT1A	519	1
3_MACS_peak_14232_lociStitched	chr19	45942433	45955770	3	6387	9495.944	2455.3417	520		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	ERCC1	520	1
5_MACS_peak_22984_lociStitched	chr5	176916043	176929786	5	6385	6662.6064	1989.9864	521	PDLIM7,DOK3	PRR7,DBN1,DOK3,DDX41	PDLIM7	521	1
2_MACS_peak_23051_lociStitched	chr5	180668106	180674522	2	6383	6776.5792	1402.5376	522	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	522	1
3_MACS_peak_12159_lociStitched	chr17	75314931	75328881	3	6382	9547.38	2356.155	523	SEPT9	SEPT9	SEPT9	523	1
1_MACS_peak_23606_lociStitched	chr6	32935137	32941515	1	6379	11483.589	1757.7768	524	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	524	1
4_MACS_peak_14708_lociStitched	chr2	8817952	8826596	4	6377	6770.8452	1638.9024	525	ID2		ID2	525	1
1_MACS_peak_27969_lociStitched	chr9	102581304	102587670	1	6367	8484.6048	1293.5712	526	NR4A3	NR4A3	NR4A3	526	1
3_MACS_peak_10010_lociStitched	chr16	30381580	30394951	3	6367	9411.8469	2372.0154	527	MYLPF,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,TBC1D10B,DCTPP1	MYLPF	527	1
3_MACS_peak_14266_lociStitched	chr19	46385363	46397574	3	6361	7811.3767	1680.2336	528	IRF2BP1,MYPOP	FOXA3,SYMPK,NANOS2	IRF2BP1	528	1
4_MACS_peak_17940_lociStitched	chr21	43880029	43890353	4	6360	7641.8248	2761.67	529		SLC37A1,RSPH1	RSPH1	529	1
4_MACS_peak_16297_lociStitched	chr2	197033495	197043596	4	6358	8159.5878	2516.1591	530	STK17B		STK17B	530	1
2_MACS_peak_25637_lociStitched	chr7	102306822	102314964	2	6356	7123.4358	2611.1394	531	POLR2J2	RASA4,UPK3BL	POLR2J2	531	1
2_MACS_peak_10758_lociStitched	chr17	4294864	4301361	2	6347	5587.42	1301.3491	532		SPNS3,UBE2G1	UBE2G1	532	1
2_MACS_peak_1471_lociStitched	chr1	145394610	145401054	2	6343	11576.0016	2062.7244	533		HFE2,TXNIP	HFE2	533	1
2_MACS_peak_18841_lociStitched	chr22	50962414	50970531	2	6342	9067.5007	1179.4001	534	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,SBF1,LMF2,C22orf41,CPT1B	SCO2	534	1
1_MACS_peak_1706_lociStitched	chr1	154971109	154977447	1	6339	13672.9674	1798.0906	535	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	535	1
2_MACS_peak_17933_lociStitched	chr21	43647562	43655852	2	6333	9908.208	2718.291	536	ABCG1		ABCG1	536	1
3_MACS_peak_9533_lociStitched	chr16	2953387	2966785	3	6331	7634.1804	2295.0774	537	FLYWCH1	FLYWCH2,KREMEN2,PRSS22	FLYWCH1	537	1
4_MACS_peak_10403_lociStitched	chr16	70461491	70473900	4	6321	8665.2047	2038.7987	538	ST3GAL2	FUK	ST3GAL2	538	1
4_MACS_peak_19310_lociStitched	chr3	48690386	48702151	4	6316	8040.201	1751.8085	539	CELSR3	UQCRC1,TMEM89,SLC26A6,NCKIPSD	CELSR3	539	1
1_MACS_peak_17981_lociStitched	chr21	45134760	45141073	1	6314	8838.8313	1612.3402	540	PDXK		PDXK	540	1
3_MACS_peak_8953_lociStitched	chr15	74906242	74920705	3	6312	10991.88	2720.4903	541	CLK3		CLK3	541	1
4_MACS_peak_16968_lociStitched	chr20	17828470	17840511	4	6306	6400.9956	2237.2178	542			SNORD17	542	1
2_MACS_peak_26438_lociStitched	chr8	27217514	27224832	2	6303	5560.2164	1833.159	543	PTK2B	TRIM35	PTK2B	543	1
3_MACS_peak_18299_lociStitched	chr22	27005660	27014716	3	6294	9423.6736	2348.2208	544	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	544	1
2_MACS_peak_10197_lociStitched	chr16	56944066	56952760	2	6278	8168.013	2257.8318	545	SLC12A3	HERPUD1,CETP	HERPUD1	545	1
2_MACS_peak_7484_lociStitched	chr13	111357687	111368846	2	6278	9597.8559	1974.0271	546	ING1,CARS2		ING1	546	1
2_MACS_peak_1629_lociStitched	chr1	151802491	151813242	2	6269	8717.9859	2816.762	547	LOC100132111,RORC,C2CD4D	TDRKH,LINGO4,RORC,THEM5	LOC100132111	547	1
2_MACS_peak_2748_lociStitched	chr1	235144242	235152473	2	6266	8975.9055	1925.2309	548			SNORA14B	548	1
3_MACS_peak_23436_lociStitched	chr6	27791328	27807522	3	6262	10161.735	2785.368	549	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	549	1
3_MACS_peak_13506_lociStitched	chr19	12714043	12726057	3	6261	8487.891	2289.8684	550	ZNF791,ZNF490		ZNF490	550	1
3_MACS_peak_4235_lociStitched	chr11	2792882	2801077	3	6257	8580.165	1771.759	551	KCNQ1		KCNQ1OT1	551	1
5_MACS_peak_5764_lociStitched	chr12	4251624	4263437	5	6254	8115.531	2295.2659	552			CCND2	552	1
3_MACS_peak_440_lociStitched	chr1	24524996	24533521	3	6250	6874.56	1832.875	553	LOC284632	IL28RA	LOC284632	553	1
2_MACS_peak_4715_lociStitched	chr11	60603653	60610782	2	6247	7132.5645	1874.927	554	CCDC86	ZP1,GPR44	CCDC86	554	1
2_MACS_peak_5477_lociStitched	chr11	118795107	118801709	2	6245	11430.7028	1595.0432	555		CXCR5,UPK2,FOXR1,BCL9L	BCL9L	555	1
3_MACS_peak_11328_lociStitched	chr17	36902924	36909909	3	6241	5863.9075	1444.498	556	PSMB3,PCGF2	MLLT6,CISD3,PIP4K2B	PCGF2	556	1
1_MACS_peak_27152_lociStitched	chr8	134579409	134585639	1	6231	10800.328	1500.184	557	ST3GAL1		ST3GAL1	557	1
2_MACS_peak_1983_lociStitched	chr1	167682334	167692158	2	6225	11727.8912	2633.8144	558	MPZL1		MPZL1	558	1
2_MACS_peak_25537_lociStitched	chr7	100025084	100035078	2	6217	11422.1426	1621.0268	559	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	559	1
3_MACS_peak_19301_lociStitched	chr3	48506490	48521642	3	6216	9724.5536	2651.6	560	ATRIP,TREX1,SHISA5	CCDC72,PLXNB1,CCDC51	TREX1	560	1
3_MACS_peak_25519_lociStitched	chr7	99716091	99729244	3	6213	8879.5903	2124.2095	561	CNPY4,MBLAC1,TAF6	COPS6,AP4M1,C7orf59,STAG3,ZNF3,MIR25,MIR93,MIR106B,MCM7,C7orf43,GAL3ST4,GPC2	MBLAC1	561	1
2_MACS_peak_8289_lociStitched	chr15	23660171	23669138	2	6210	9948.8865	1874.103	562			MKRN3	562	1
3_MACS_peak_3836_lociStitched	chr10	104531310	104542297	3	6210	9682.8431	2658.854	563	C10orf26		C10orf26	563	1
3_MACS_peak_15360_lociStitched	chr2	70310278	70323002	3	6202	9083.6636	2761.108	564	PCBP1,LOC400960	LOC100133985	PCBP1	564	1
3_MACS_peak_11053_lociStitched	chr17	20936901	20947493	3	6197	8289.2992	1839.8304	565	USP22		USP22	565	1
4_MACS_peak_10770_lociStitched	chr17	4692443	4710882	4	6188	9709.9774	2343.5969	566	GLTPD2,PSMB6,PLD2	ZMYND15,TM4SF5,MINK1,CXCL16,VMO1	PSMB6	566	1
2_MACS_peak_12461_lociStitched	chr18	9134654	9144332	2	6185	7605.9402	2116.5786	567	ANKRD12	NDUFV2	ANKRD12	567	1
3_MACS_peak_22725_lociStitched	chr5	151128421	151138843	3	6182	6862.887	2045.8386	568	ATOX1	G3BP1	ATOX1	568	1
3_MACS_peak_23357_lociStitched	chr6	25403988	25412871	3	6180	6362.0046	2808.8046	569	LRRC16A		LRRC16A	569	1
4_MACS_peak_6431_lociStitched	chr12	57848273	57857183	4	6172	5589.243	1637.658	570	INHBE,GLI1	INHBC,MARS,ARHGAP9	GLI1	570	1
2_MACS_peak_10152_lociStitched	chr16	50307405	50316826	2	6171	7995.6027	1668.4591	571		ADCY7	ADCY7	571	1
2_MACS_peak_7536_lociStitched	chr13	114784310	114794245	2	6170	9386.588	1953.221	572	RASA3		RASA3	572	1
2_MACS_peak_18549_lociStitched	chr22	39096186	39103177	2	6169	8516.4362	1578.5678	573	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	573	1
4_MACS_peak_23182_lociStitched	chr6	7135393	7147499	4	6157	7792.6322	2395.7774	574	RREB1		RREB1	574	1
2_MACS_peak_20271_lociStitched	chr3	183269684	183279138	2	6135	6636.708	2786.0938	575	KLHL6		KLHL6	575	1
3_MACS_peak_23433_lociStitched	chr6	27774334	27784002	3	6132	8089.2156	2000.3092	576	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	576	1
4_MACS_peak_11445_lociStitched	chr17	40330412	40339418	4	6130	5785.4544	1750.7664	577	KCNH4,HCRT	RAB5C,GHDC	KCNH4	577	1
3_MACS_peak_17074_lociStitched	chr20	30153377	30161860	3	6124	5793.889	1558.3271	578	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	578	1
5_MACS_peak_22905_lociStitched	chr5	173311411	173327616	5	6121	7762.195	3065.986	579	CPEB4		CPEB4	579	1
6_MACS_peak_6972_lociStitched	chr12	122227565	122241655	6	6111	6639.208	1352.64	580	RHOF,LOC338799	SETD1B	RHOF	580	1
2_MACS_peak_15314_lociStitched	chr2	65657325	65664839	2	6109	10775.076	1393.0956	581	SPRED2		SPRED2	581	1
2_MACS_peak_7291_lociStitched	chr13	50697803	50705756	2	6107	5942.4816	853.3569	582	DLEU2	DLEU1,ST13P4	DLEU2	582	1
2_MACS_peak_380_lociStitched	chr1	21615638	21622177	2	6103	8766.8373	1332.6482	583	ECE1	ECE1	ECE1	583	1
3_MACS_peak_5463_lociStitched	chr11	118559776	118567823	3	6102	7604.415	1750.2225	584		TREH	TREH	584	1
4_MACS_peak_10013_lociStitched	chr16	30406024	30421406	4	6098	8863.1084	2651.8568	585	ZNF48,ZNF771	MYLPF,CD2BP2,TBC1D10B,SEPT1,DCTPP1,SEPHS2	ZNF771	585	1
3_MACS_peak_17022_lociStitched	chr20	23330237	23343829	3	6095	8629.5608	2415.2984	586	NXT1	GZF1	NXT1	586	1
3_MACS_peak_14250_lociStitched	chr19	46141835	46149990	3	6086	8152.5535	1656.2805	587	EML2,MIR330	GIPR,MIR642A,QPCTL,GPR4,MIR642B,SNRPD2	EML2	587	1
4_MACS_peak_7000_lociStitched	chr12	123371681	123386405	4	6086	7510.7124	2012.7708	588	VPS37B		VPS37B	588	1
4_MACS_peak_18835_lociStitched	chr22	50907673	50920748	4	6083	6724.4725	1818.7325	589	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP	SBF1	589	1
1_MACS_peak_21730_lociStitched	chr5	6479729	6485805	1	6077	6347.5972	1700.6724	590	UBE2QL1		UBE2QL1	590	1
3_MACS_peak_27869_lociStitched	chr9	95820435	95827611	3	6077	5861.3568	1505.5248	591	SUSD3	C9orf89	SUSD3	591	1
2_MACS_peak_21987_lociStitched	chr5	56466603	56474627	2	6076	7330.7264	1345.6248	592	GPBP1	GPBP1	GPBP1	592	1
3_MACS_peak_23609_lociStitched	chr6	33167339	33176998	3	6075	7754.2452	1758.9039	593	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	593	1
3_MACS_peak_24874_lociStitched	chr7	26002353	26009557	3	6067	7786.0832	2174.8876	594		MIR148A	MIR148A	594	1
1_MACS_peak_1677_lociStitched	chr1	154296736	154302801	1	6066	11161.4195	1888.641	595	AQP10,ATP8B2		ATP8B2	595	1
4_MACS_peak_12253_lociStitched	chr17	78228132	78238570	4	6062	7225.1836	1356.94	596	RNF213	SLC26A11,SGSH	RNF213	596	1
3_MACS_peak_28110_lociStitched	chr9	117369291	117380151	3	6057	8278.578	2066.658	597	C9orf91	ATP6V1G1	C9orf91	597	1
2_MACS_peak_10021_lociStitched	chr16	30537101	30547647	2	6039	8559.1336	1725.3256	598	ZNF768,ZNF747	ZNF764,ZNF688,ZNF785	ZNF747	598	1
3_MACS_peak_6256_lociStitched	chr12	51714326	51721877	3	6030	7464.1635	1929.2805	599	BIN2	CELA1	BIN2	599	1
1_MACS_peak_26476_lociStitched	chr8	29204749	29210773	1	6025	8126.9784	1216.2456	600	DUSP4		DUSP4	600	1
4_MACS_peak_19994_lociStitched	chr3	141097512	141110808	4	6011	8618.4672	3867.8064	601	ZBTB38		ZBTB38	601	1
4_MACS_peak_11955_lociStitched	chr17	66193439	66202998	4	6010	5350.1723	1362.1575	602	LOC440461	AMZ2	LOC440461	602	1
2_MACS_peak_24881_lociStitched	chr7	26191088	26197158	2	6009	5248.729	1275.307	603	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	603	1
2_MACS_peak_23439_lociStitched	chr6	27831792	27841478	2	6004	6587.4486	1468.3976	604	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BO,HIST1H2AJ,HIST1H4K,HIST1H2AK,HIST1H3J,HIST1H2AM,OR2B2	HIST1H1B	604	1
2_MACS_peak_578_lociStitched	chr1	28570575	28576663	2	6001	5166.2768	1749.6912	605		ATPIF1,SESN2,DNAJC8	ATPIF1	605	1
1_MACS_peak_18651_lociStitched	chr22	41839087	41845086	1	6000	8781.9361	1485.3524	606	TOB2	ACO2,PHF5A	TOB2	606	1
1_MACS_peak_17928_lociStitched	chr21	43480720	43486718	1	5999	14972.8074	2793.8684	607	UMODL1	C21orf121,UMODL1,C21orf128	UMODL1	607	1
1_MACS_peak_2356_lociStitched	chr1	206133845	206139842	1	5998	11218.5879	1881.2589	608	FAM72A		FAM72A	608	1
3_MACS_peak_6670_lociStitched	chr12	96792462	96802742	3	5996	7652.432	1825.728	609	CDK17		CDK17	609	1
3_MACS_peak_9687_lociStitched	chr16	11712422	11718970	3	5994	4896.5944	1289.3012	610		SNN,LITAF	LITAF	610	1
3_MACS_peak_456_lociStitched	chr1	25069792	25076166	3	5990	6138.7994	1281.174	611	CLIC4		CLIC4	611	1
2_MACS_peak_18688_lociStitched	chr22	42928203	42936166	2	5990	9040.3939	2589.5676	612		SERHL,SERHL2,RRP7A,RRP7B	RRP7A	612	1
4_MACS_peak_13317_lociStitched	chr19	7690415	7709272	4	5988	10812.6038	3671.4579	613	LOC100131801,STXBP2,XAB2,PCP2	KIAA1543,RETN,C19orf59,TRAPPC5	PCP2	613	1
2_MACS_peak_21187_lociStitched	chr4	109087272	109095004	2	5984	7278.1316	1422.688	614	LOC641518,LEF1		LEF1	614	1
4_MACS_peak_27287_lociStitched	chr8	145742104	145754790	4	5976	7359.1486	1861.0362	615	LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	PPP1R16A,GPT,MFSD3,FOXH1	LRRC24	615	1
4_MACS_peak_10834_lociStitched	chr17	7227353	7240724	4	5974	6420.7542	2317.1943	616	ACAP1,NEURL4	SLC2A4,EIF5A,KCTD11,TMEM95,TNK1,YBX2,GPS2	NEURL4	616	1
1_MACS_peak_13282_lociStitched	chr19	6735748	6741720	1	5973	9124.6188	1984.4956	617	TRIP10,GPR108	VAV1,C3,SH2D3A	TRIP10	617	1
1_MACS_peak_20927_lociStitched	chr4	57840423	57846393	1	5971	7274.445	1379.667	618	POLR2B,C4orf14		C4orf14	618	1
1_MACS_peak_25729_lociStitched	chr7	113722758	113728723	1	5966	9776.0385	1688.095	619	FOXP2		FOXP2	619	1
4_MACS_peak_20821_lociStitched	chr4	40302824	40312700	4	5966	8093.382	2408.7564	620		CHRNA9	CHRNA9	620	1
2_MACS_peak_28471_lociStitched	chr9	139432562	139441999	2	5962	7790.2435	1484.4401	621	NOTCH1		NOTCH1	621	1
2_MACS_peak_17827_lociStitched	chr21	36258073	36264054	2	5960	11697.0417	1672.2876	622	RUNX1		RUNX1	622	1
3_MACS_peak_13427_lociStitched	chr19	10675756	10683656	3	5960	6436.92	1173.94	623	KRI1,CDKN2D,AP1M2	ATG4D,MIR1238,SLC44A2,S1PR5	CDKN2D	623	1
3_MACS_peak_15130_lociStitched	chr2	47167082	47173459	3	5956	5241.894	1151.0485	624	TTC7A,MCFD2	MCFD2	MCFD2	624	1
4_MACS_peak_10512_lociStitched	chr16	81842023	81857462	4	5951	7466.3004	2003.9822	625	PLCG2		PLCG2	625	1
2_MACS_peak_17140_lociStitched	chr20	32398556	32408298	2	5948	5450.649	2381.919	626	CHMP4B		CHMP4B	626	1
3_MACS_peak_19816_lociStitched	chr3	125549079	125560084	3	5948	6114.378	2629.0945	627		MIR548I1	MIR548I1	627	1
4_MACS_peak_11646_lociStitched	chr17	46652936	46663693	4	5946	6097.0676	1437.1352	628	HOXB4,MIR10A	LOC404266,HOXB1,HOXB2,HOXB3,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,MIR196A1	MIR10A	628	1
4_MACS_peak_15445_lociStitched	chr2	74724867	74742059	4	5946	8357.0312	2329.516	629	LOC151534,TLX2,LBX2,PCGF1	INO80B,WBP1,TTC31,HTRA2,DOK1,MOGS,MRPL53,CCDC142,DQX1,AUP1,LOXL3	PCGF1	629	1
4_MACS_peak_11137_lociStitched	chr17	27939885	27950513	4	5943	7551.194	1751.4944	630	ANKRD13B,CORO6	TP53I13,ABHD15,GIT1	CORO6	630	1
3_MACS_peak_25086_lociStitched	chr7	45034046	45041552	3	5941	4947.2046	1639.3104	631	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	631	1
3_MACS_peak_18586_lociStitched	chr22	39632016	39641515	3	5938	6344.3821	1396.353	632	PDGFB		PDGFB	632	1
3_MACS_peak_4021_lociStitched	chr10	125156535	125163011	3	5935	6277.8344	1451.2716	633			BUB3	633	1
2_MACS_peak_13557_lociStitched	chr19	13260032	13266299	2	5928	5963.6772	1045.9623	634	IER2,STX10	NACC1,LYL1,TRMT1	IER2	634	1
2_MACS_peak_21216_lociStitched	chr4	113435348	113445830	2	5927	7337.4	1668.7344	635	NEUROG2		NEUROG2	635	1
2_MACS_peak_21871_lociStitched	chr5	37834377	37841065	2	5921	6002.48	909.568	636	GDNF		GDNF	636	1
2_MACS_peak_25860_lociStitched	chr7	130790061	130796075	2	5913	9728.8478	1945.529	637	MKLN1,FLJ43663		FLJ43663	637	1
2_MACS_peak_1159_lociStitched	chr1	75595696	75603451	2	5912	5657.2725	1285.0035	638	LHX8		LHX8	638	1
2_MACS_peak_18848_lociStitched	chr22	51058167	51067495	2	5911	6589.2992	1805.9008	639	ARSA	LOC100144603,MAPK8IP2,SHANK3,CPT1B,CHKB	ARSA	639	1
4_MACS_peak_26699_lociStitched	chr8	61820999	61829980	4	5910	6343.2803	1645.3192	640			LOC100130298	640	1
3_MACS_peak_16884_lociStitched	chr20	5093000	5108826	3	5910	9411.7222	2741.0632	641	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	641	1
3_MACS_peak_10038_lociStitched	chr16	30813354	30819295	3	5904	6118.6359	1086.6089	642		RNF40,C16orf93,ZNF629	ZNF629	642	1
3_MACS_peak_1408_lociStitched	chr1	118196413	118207581	3	5902	6302.1024	1986.7872	643		FAM46C	FAM46C	643	1
5_MACS_peak_10287_lociStitched	chr16	66901431	66915359	5	5901	8266.268	2185.3032	644	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	644	1
2_MACS_peak_12939_lociStitched	chr19	795370	805855	2	5891	9180.666	1978.5195	645	PTBP1	C19orf21,MIR3187,AZU1,PRTN3,ELANE,LPPR3	PTBP1	645	1
4_MACS_peak_11440_lociStitched	chr17	40259477	40273868	4	5891	8238.8475	2434.9572	646	DHX58,KAT2A	HSPB9,RAB5C	DHX58	646	1
3_MACS_peak_2192_lociStitched	chr1	197740041	197748162	3	5889	6738.8058	2489.8986	647	DENND1B		DENND1B	647	1
2_MACS_peak_21553_lociStitched	chr4	185201893	185210688	2	5889	6873.2925	2285.8205	648			ENPP6	648	1
3_MACS_peak_17261_lociStitched	chr20	37498926	37505223	3	5888	10329.5988	1985.4441	649	PPP1R16B	FAM83D	FAM83D	649	1
2_MACS_peak_11008_lociStitched	chr17	19013472	19022733	2	5888	6277.1058	1621.6011	650		GRAPL	GRAPL	650	1
1_MACS_peak_3902_lociStitched	chr10	112113134	112119013	1	5880	11204.7861	2113.5005	651		SMNDC1	SMNDC1	651	1
3_MACS_peak_11116_lociStitched	chr17	27219705	27230749	3	5873	9039.514	2373.3556	652	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	652	1
2_MACS_peak_18552_lociStitched	chr22	39146420	39152695	2	5871	7726.4075	1445.76	653	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	653	1
2_MACS_peak_9834_lociStitched	chr16	21512290	21520861	2	5868	8379.0096	2099.895	654	LOC100271836	SLC7A5P2	LOC100271836	654	1
2_MACS_peak_17969_lociStitched	chr21	44772225	44783255	2	5868	9556.392	2679.187	655			SIK1	655	1
2_MACS_peak_14540_lociStitched	chr19	55573143	55583360	2	5864	8033.6271	1861.5374	656	RDH13	EPS8L1,GP6,PPP1R12C	RDH13	656	1
3_MACS_peak_16498_lociStitched	chr2	219148435	219157698	3	5859	7414.1052	1885.9468	657	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	657	1
2_MACS_peak_17145_lociStitched	chr20	32444101	32451498	2	5855	6097.3471	1620.6827	658		CHMP4B	CHMP4B	658	1
2_MACS_peak_2751_lociStitched	chr1	235242104	235248269	2	5853	8306.721	1921.6305	659		SNORA14B,TOMM20	SNORA14B	659	1
3_MACS_peak_23707_lociStitched	chr6	36719606	36727601	3	5843	6693.414	1929.1935	660	CPNE5		CDKN1A	660	1
2_MACS_peak_1708_lociStitched	chr1	155016143	155025706	2	5843	8644.952	2725.455	661	DCST1,ADAM15	ZBTB7B,EFNA4,EFNA3,DCST2	ADAM15	661	1
1_MACS_peak_1883_lociStitched	chr1	160708575	160714411	1	5837	5342.858	2093.3732	662	SLAMF7	CD48	SLAMF7	662	1
3_MACS_peak_15320_lociStitched	chr2	66659762	66667757	3	5836	6156.9495	1212.042	663	MEIS1		MEIS1	663	1
2_MACS_peak_26188_lociStitched	chr8	1990863	2000274	2	5836	7486.4505	1742.9172	664	MYOM2		MYOM2	664	1
3_MACS_peak_12339_lociStitched	chr17	80249291	80259377	3	5821	7803.5382	1750.9296	665		CSNK1D,CD7,SECTM1	CD7	665	1
3_MACS_peak_6313_lociStitched	chr12	53763928	53775259	3	5819	7250.7069	1883.2122	666	SP1	AMHR2,AAAS,SP7	SP1	666	1
