REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
3_MACS_peak_2400_lociStitched	chr1	207994747	208005854	3	6868	9585.341	3492.0408	513	LOC148696	MIR29C,MIR29B2	LOC148696	513	1
3_MACS_peak_14311_lociStitched	chr19	47742306	47751315	3	6971	7821.6138	1904.5026	514		MIR3190,CCDC9,PRR24,MIR3191,BBC3	BBC3	514	1
1_MACS_peak_18651_lociStitched	chr22	41839087	41845086	1	6000	8781.9361	1485.3524	515	TOB2	ACO2,PHF5A	TOB2	515	1
3_MACS_peak_3836_lociStitched	chr10	104531310	104542297	3	6210	9682.8431	2658.854	516	C10orf26		C10orf26	516	1
1_MACS_peak_6428_lociStitched	chr12	57631592	57638076	1	6485	7861.85	1296.8	518	NDUFA4L2,STAC3	MIR1228,NXPH4,SHMT2	NDUFA4L2	518	1
2_MACS_peak_60_lociStitched	chr1	1709007	1714785	2	5561	9051.8148	1379.2086	520	NADK	SLC35E2,NADK	NADK	520	1
2_MACS_peak_26396_lociStitched	chr8	23076386	23084015	2	6394	8191.2573	1538.0064	521	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	521	1
4_MACS_peak_9404_lociStitched	chr16	115410	135755	4	6706	9037.249	2850.3345	522	MPG,RHBDF1	SNRNP25,POLR3K	MPG	522	1
2_MACS_peak_18549_lociStitched	chr22	39096186	39103177	2	6169	8516.4362	1578.5678	523	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	523	1
2_MACS_peak_13327_lociStitched	chr19	7929807	7937479	2	6833	7782.4768	1829.0048	524	EVI5L,FLJ22184	LRRC8E,MAP2K7,LOC645781,SNAPC2,LOC388499	FLJ22184	524	1
3_MACS_peak_4235_lociStitched	chr11	2792882	2801077	3	6257	8580.165	1771.759	525	KCNQ1		KCNQ1OT1	525	1
4_MACS_peak_13317_lociStitched	chr19	7690415	7709272	4	5988	10812.6038	3671.4579	527	LOC100131801,STXBP2,XAB2,PCP2	KIAA1543,RETN,C19orf59,TRAPPC5	PCP2	527	1
1_MACS_peak_13282_lociStitched	chr19	6735748	6741720	1	5973	9124.6188	1984.4956	528	TRIP10,GPR108	VAV1,C3,SH2D3A	TRIP10	528	1
2_MACS_peak_12939_lociStitched	chr19	795370	805855	2	5891	9180.666	1978.5195	530	PTBP1	C19orf21,MIR3187,AZU1,PRTN3,ELANE,LPPR3	PTBP1	530	1
4_MACS_peak_10403_lociStitched	chr16	70461491	70473900	4	6321	8665.2047	2038.7987	531	ST3GAL2	FUK	ST3GAL2	531	1
2_MACS_peak_5062_lociStitched	chr11	68605800	68612187	2	6388	7726.3539	1194.369	532	CPT1A		CPT1A	532	1
3_MACS_peak_25519_lociStitched	chr7	99716091	99729244	3	6213	8879.5903	2124.2095	533	CNPY4,MBLAC1,TAF6	COPS6,AP4M1,C7orf59,STAG3,ZNF3,MIR25,MIR93,MIR106B,MCM7,C7orf43,GAL3ST4,GPC2	MBLAC1	533	1
4_MACS_peak_27842_lociStitched	chr9	94182859	94192497	4	6768	8087.2458	2156.9844	534	NFIL3		NFIL3	534	1
2_MACS_peak_23864_lociStitched	chr6	45386906	45392585	2	5602	8619.5862	1142.0469	535	RUNX2	SUPT3H	RUNX2	535	1
3_MACS_peak_11130_lociStitched	chr17	27887045	27900425	3	6564	8153.772	1960.17	536	TP53I13,ABHD15	ANKRD13B,GIT1,CORO6	ABHD15	536	1
1_MACS_peak_26476_lociStitched	chr8	29204749	29210773	1	6025	8126.9784	1216.2456	537	DUSP4		DUSP4	537	1
3_MACS_peak_11491_lociStitched	chr17	41436999	41450671	3	6429	8815.7056	2465.0616	538	LOC100130581	ARL4D	LOC100130581	538	1
1_MACS_peak_2602_lociStitched	chr1	226127896	226133674	1	5779	9193.3758	2012.4774	539	LEFTY2	PYCR2	LEFTY2	539	1
1_MACS_peak_8995_lociStitched	chr15	75742390	75749089	1	6700	7579.9185	1693.5072	540	SIN3A		SIN3A	540	1
2_MACS_peak_10021_lociStitched	chr16	30537101	30547647	2	6039	8559.1336	1725.3256	541	ZNF768,ZNF747	ZNF764,ZNF688,ZNF785	ZNF747	541	1
2_MACS_peak_13587_lociStitched	chr19	14182258	14193184	2	6592	7541.1252	1495.7694	542	LOC113230	RLN3,IL27RA,PALM3,SAMD1,PRKACA	LOC113230	542	1
1_MACS_peak_27671_lociStitched	chr9	70645129	70651684	1	6556	6889.305	871.1595	544			CBWD5	544	1
2_MACS_peak_3032_lociStitched	chr10	14995142	15003274	2	5100	9247.7104	1455.628	545	MEIG1,DCLRE1C		MEIG1	545	1
2_MACS_peak_3674_lociStitched	chr10	94831444	94840748	2	5797	8714.1264	1683.0936	547	CYP26A1	CYP26C1	CYP26A1	547	1
4_MACS_peak_19310_lociStitched	chr3	48690386	48702151	4	6316	8040.201	1751.8085	548	CELSR3	UQCRC1,TMEM89,SLC26A6,NCKIPSD	CELSR3	548	1
3_MACS_peak_11053_lociStitched	chr17	20936901	20947493	3	6197	8289.2992	1839.8304	549	USP22		USP22	549	1
2_MACS_peak_23524_lociStitched	chr6	30683758	30691002	2	6478	7851.0472	1817.5196	550	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	550	1
2_MACS_peak_17969_lociStitched	chr21	44772225	44783255	2	5868	9556.392	2679.187	551			SIK1	551	1
3_MACS_peak_12451_lociStitched	chr18	9061246	9070877	3	6614	8504.173	2728.4623	553		NDUFV2	NDUFV2	553	1
1_MACS_peak_16933_lociStitched	chr20	10650967	10656141	1	5175	8564.5222	954.603	554	JAG1		JAG1	554	1
4_MACS_peak_22655_lociStitched	chr5	148205028	148214905	4	6812	7708.0108	2318.1319	555	ADRB2		ADRB2	555	1
3_MACS_peak_14266_lociStitched	chr19	46385363	46397574	3	6361	7811.3767	1680.2336	557	IRF2BP1,MYPOP	FOXA3,SYMPK,NANOS2	IRF2BP1	557	1
4_MACS_peak_3464_lociStitched	chr10	74087826	74100886	4	5217	9575.592	2042.584	558	DNAJB12		DNAJB12	558	1
3_MACS_peak_14250_lociStitched	chr19	46141835	46149990	3	6086	8152.5535	1656.2805	560	EML2,MIR330	GIPR,MIR642A,QPCTL,GPR4,MIR642B,SNRPD2	EML2	560	1
3_MACS_peak_15360_lociStitched	chr2	70310278	70323002	3	6202	9083.6636	2761.108	562	PCBP1,LOC400960	LOC100133985	PCBP1	562	1
1_MACS_peak_9836_lociStitched	chr16	21528328	21533541	1	5214	9502.7777	2001.792	563	SLC7A5P2	LOC100271836	SLC7A5P2	563	1
3_MACS_peak_13691_lociStitched	chr19	17413229	17421447	3	6400	7608.2244	1604.1536	564	MRPL34,DDA1,ABHD8	C19orf62,ANKLE1,GTPBP3,USHBP1,ANO8	MRPL34	564	1
3_MACS_peak_28082_lociStitched	chr9	116162661	116174214	3	5658	8899.2759	1906.245	566	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	566	1
3_MACS_peak_13506_lociStitched	chr19	12714043	12726057	3	6261	8487.891	2289.8684	567	ZNF791,ZNF490		ZNF490	567	1
2_MACS_peak_10152_lociStitched	chr16	50307405	50316826	2	6171	7995.6027	1668.4591	568		ADCY7	ADCY7	568	1
3_MACS_peak_16884_lociStitched	chr20	5093000	5108826	3	5910	9411.7222	2741.0632	569	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	569	1
3_MACS_peak_10329_lociStitched	chr16	67693063	67702629	3	6569	7555.2268	1868.2398	571	PARD6A,C16orf86,ACD,C16orf48	RLTPR	C16orf48	571	1
2_MACS_peak_17147_lociStitched	chr20	32462198	32473207	2	5695	9390.677	2502.3457	572			CHMP4B	572	1
3_MACS_peak_11116_lociStitched	chr17	27219705	27230749	3	5873	9039.514	2373.3556	574	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	574	1
1_MACS_peak_18005_lociStitched	chr21	45659760	45664925	1	5166	9213.8435	1776.76	575	ICOSLG	AIRE,DNMT3L	ICOSLG	575	1
4_MACS_peak_28821_lociStitched	chrX	48768204	48777339	4	6540	7178.283	1521.891	576	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5	SLC35A2	576	1
2_MACS_peak_9199_lociStitched	chr15	89177020	89184828	2	5613	8908.928	1979.328	578	ISG20	MIR1179,MIR7-2,AEN	ISG20	578	1
2_MACS_peak_18688_lociStitched	chr22	42928203	42936166	2	5990	9040.3939	2589.5676	579		SERHL,SERHL2,RRP7A,RRP7B	RRP7A	579	1
2_MACS_peak_14286_lociStitched	chr19	47216778	47222592	2	5774	7690.1778	961.0542	580	PRKD2	FKRP,MIR320E,STRN4	PRKD2	580	1
4_MACS_peak_1216_lociStitched	chr1	87793403	87803015	4	6719	6820.6752	1524.4632	581	LMO4		LMO4	581	1
3_MACS_peak_14439_lociStitched	chr19	50311573	50322405	3	5773	8871.408	2179.3984	582	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	FUZ	582	1
4_MACS_peak_28825_lociStitched	chrX	48793923	48805787	4	6636	7105.3496	1700.1112	583	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	583	1
2_MACS_peak_5830_lociStitched	chr12	6975932	6983525	2	6632	7005.3018	1624.1427	584	TPI1,SPSB2	GPR162,LEPREL2,GNB3,USP5,RPL13P5,DSTNP2,LRRC23,ENO2,CDCA3	TPI1	584	1
4_MACS_peak_10013_lociStitched	chr16	30406024	30421406	4	6098	8863.1084	2651.8568	585	ZNF48,ZNF771	MYLPF,CD2BP2,TBC1D10B,SEPT1,DCTPP1,SEPHS2	ZNF771	585	1
3_MACS_peak_17022_lociStitched	chr20	23330237	23343829	3	6095	8629.5608	2415.2984	586	NXT1	GZF1	NXT1	586	1
3_MACS_peak_11488_lociStitched	chr17	41386772	41402338	3	6471	9305.3548	3672.0194	587		TMEM106A	TMEM106A	587	1
1_MACS_peak_1864_lociStitched	chr1	159890792	159896201	1	5410	8579.2149	1513.4382	588	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	588	1
2_MACS_peak_10197_lociStitched	chr16	56944066	56952760	2	6278	8168.013	2257.8318	589	SLC12A3	HERPUD1,CETP	HERPUD1	589	1
2_MACS_peak_11570_lociStitched	chr17	43505049	43510846	2	5716	7658.9964	978.5336	590	SH3D20	ARHGAP27,MIR4315-1	SH3D20	590	1
2_MACS_peak_1629_lociStitched	chr1	151802491	151813242	2	6269	8717.9859	2816.762	591	LOC100132111,RORC,C2CD4D	TDRKH,LINGO4,RORC,THEM5	LOC100132111	591	1
3_MACS_peak_28110_lociStitched	chr9	117369291	117380151	3	6057	8278.578	2066.658	592	C9orf91	ATP6V1G1	C9orf91	592	1
2_MACS_peak_1703_lociStitched	chr1	154942224	154948886	2	5343	9394.7524	2307.7168	594	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2	SHC1	594	1
3_MACS_peak_23433_lociStitched	chr6	27774334	27784002	3	6132	8089.2156	2000.3092	595	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	595	1
2_MACS_peak_28471_lociStitched	chr9	139432562	139441999	2	5962	7790.2435	1484.4401	597	NOTCH1		NOTCH1	597	1
2_MACS_peak_18297_lociStitched	chr22	26984615	26991788	2	6668	6744.7719	1564.4313	598	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	598	1
2_MACS_peak_26361_lociStitched	chr8	21994455	22004907	2	6600	6946.3992	1667.094	604	REEP4,LGI3	FAM160B2,SFTPC,BMP1,NUDT18,HR	REEP4	604	1
3_MACS_peak_17182_lociStitched	chr20	34198980	34208098	3	5500	8672.1298	1805.364	605	SPAG4	FER1L4,CPNE1	SPAG4	605	1
1_MACS_peak_23706_lociStitched	chr6	36645912	36651367	1	5456	8150.861	1239.376	606	CDKN1A		CDKN1A	606	1
5_MACS_peak_5764_lociStitched	chr12	4251624	4263437	5	6254	8115.531	2295.2659	607			CCND2	607	1
4_MACS_peak_16297_lociStitched	chr2	197033495	197043596	4	6358	8159.5878	2516.1591	608	STK17B		STK17B	608	1
2_MACS_peak_2751_lociStitched	chr1	235242104	235248269	2	5853	8306.721	1921.6305	609		SNORA14B,TOMM20	SNORA14B	609	1
3_MACS_peak_21832_lociStitched	chr5	32581249	32592193	3	5625	8811.0144	2155.968	611	SUB1		SUB1	611	1
3_MACS_peak_20568_lociStitched	chr4	3042009	3050269	3	5723	8261.652	1758.554	614	GRK4	HTT	HTT	614	1
3_MACS_peak_19634_lociStitched	chr3	101394488	101406516	3	5726	8544.6912	2048.3684	615	LOC100009676,ZBTB11,RPL24	LOC285359,CEP97	ZBTB11	615	1
3_MACS_peak_23609_lociStitched	chr6	33167339	33176998	3	6075	7754.2452	1758.9039	617	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	617	1
2_MACS_peak_18552_lociStitched	chr22	39146420	39152695	2	5871	7726.4075	1445.76	618	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	618	1
2_MACS_peak_9834_lociStitched	chr16	21512290	21520861	2	5868	8379.0096	2099.895	619	LOC100271836	SLC7A5P2	LOC100271836	619	1
2_MACS_peak_9284_lociStitched	chr15	91473016	91479452	2	5621	8089.4084	1491.2212	620	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	620	1
2_MACS_peak_21987_lociStitched	chr5	56466603	56474627	2	6076	7330.7264	1345.6248	621	GPBP1	GPBP1	GPBP1	621	1
2_MACS_peak_6006_lociStitched	chr12	26274399	26280005	2	5451	7977.338	1182.3054	623	BHLHE41		BHLHE41	623	1
2_MACS_peak_26518_lociStitched	chr8	33419988	33425656	2	5634	7468.1568	921.05	625	RNF122	C8orf41,DUSP26	RNF122	625	1
3_MACS_peak_5463_lociStitched	chr11	118559776	118567823	3	6102	7604.415	1750.2225	626		TREH	TREH	626	1
4_MACS_peak_17655_lociStitched	chr20	62600139	62613087	4	6497	6956.9604	1760.928	627	PRPF6,ZNF512B,SAMD10	MIR941-1,MIR941-3,MIR941-2,UCKL1-AS1,MIR1914,MIR647,UCKL1	SAMD10	627	1
2_MACS_peak_14540_lociStitched	chr19	55573143	55583360	2	5864	8033.6271	1861.5374	628	RDH13	EPS8L1,GP6,PPP1R12C	RDH13	628	1
2_MACS_peak_23051_lociStitched	chr5	180668106	180674522	2	6383	6776.5792	1402.5376	629	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	629	1
4_MACS_peak_12253_lociStitched	chr17	78228132	78238570	4	6062	7225.1836	1356.94	631	RNF213	SLC26A11,SGSH	RNF213	631	1
4_MACS_peak_15445_lociStitched	chr2	74724867	74742059	4	5946	8357.0312	2329.516	632	LOC151534,TLX2,LBX2,PCGF1	INO80B,WBP1,TTC31,HTRA2,DOK1,MOGS,MRPL53,CCDC142,DQX1,AUP1,LOXL3	PCGF1	632	1
5_MACS_peak_10287_lociStitched	chr16	66901431	66915359	5	5901	8266.268	2185.3032	633	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	633	1
3_MACS_peak_9533_lociStitched	chr16	2953387	2966785	3	6331	7634.1804	2295.0774	637	FLYWCH1	FLYWCH2,KREMEN2,PRSS22	FLYWCH1	637	1
2_MACS_peak_23832_lociStitched	chr6	43736917	43743236	2	5810	7480.4322	1352.8979	638	VEGFA		VEGFA	638	1
1_MACS_peak_20927_lociStitched	chr4	57840423	57846393	1	5971	7274.445	1379.667	639	POLR2B,C4orf14		C4orf14	639	1
2_MACS_peak_21187_lociStitched	chr4	109087272	109095004	2	5984	7278.1316	1422.688	640	LOC641518,LEF1		LEF1	640	1
3_MACS_peak_6670_lociStitched	chr12	96792462	96802742	3	5996	7652.432	1825.728	641	CDK17		CDK17	641	1
3_MACS_peak_12339_lociStitched	chr17	80249291	80259377	3	5821	7803.5382	1750.9296	645		CSNK1D,CD7,SECTM1	CD7	645	1
1_MACS_peak_1634_lociStitched	chr1	152006754	152012167	1	5414	8512.4838	1944.8909	646	S100A11	S100A10,TCHHL1	S100A11	646	1
2_MACS_peak_12461_lociStitched	chr18	9134654	9144332	2	6185	7605.9402	2116.5786	647	ANKRD12	NDUFV2	ANKRD12	647	1
2_MACS_peak_20152_lociStitched	chr3	169378377	169387668	2	5755	8037.6441	1912.0878	648	MECOM		MECOM	648	1
4_MACS_peak_14708_lociStitched	chr2	8817952	8826596	4	6377	6770.8452	1638.9024	651	ID2		ID2	651	1
3_MACS_peak_24874_lociStitched	chr7	26002353	26009557	3	6067	7786.0832	2174.8876	654		MIR148A	MIR148A	654	1
4_MACS_peak_11137_lociStitched	chr17	27939885	27950513	4	5943	7551.194	1751.4944	655	ANKRD13B,CORO6	TP53I13,ABHD15,GIT1	CORO6	655	1
1_MACS_peak_18565_lociStitched	chr22	39377049	39382387	1	5339	7740.6338	1145.5348	656	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	656	1
3_MACS_peak_5622_lociStitched	chr11	128556545	128566227	3	5546	7716.554	1378.7168	657	FLI1		FLI1	657	1
2_MACS_peak_23722_lociStitched	chr6	37136614	37144516	2	5319	8155.6542	1547.2116	658	PIM1		PIM1	658	1
2_MACS_peak_1708_lociStitched	chr1	155016143	155025706	2	5843	8644.952	2725.455	661	DCST1,ADAM15	ZBTB7B,EFNA4,EFNA3,DCST2	ADAM15	661	1
3_MACS_peak_10689_lociStitched	chr17	1618991	1629022	3	5762	7940.5396	1910.9055	662	WDR81,C17orf91	SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	662	1
3_MACS_peak_17304_lociStitched	chr20	42570782	42585078	3	5641	9066.5232	2873.496	663	TOX2		TOX2	663	1
2_MACS_peak_4715_lociStitched	chr11	60603653	60610782	2	6247	7132.5645	1874.927	665	CCDC86	ZP1,GPR44	CCDC86	665	1
4_MACS_peak_23182_lociStitched	chr6	7135393	7147499	4	6157	7792.6322	2395.7774	667	RREB1		RREB1	667	1
4_MACS_peak_11440_lociStitched	chr17	40259477	40273868	4	5891	8238.8475	2434.9572	668	DHX58,KAT2A	HSPB9,RAB5C	DHX58	668	1
1_MACS_peak_14294_lociStitched	chr19	47287325	47292710	1	5386	8028.4965	1556.8035	669	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	669	1
4_MACS_peak_7000_lociStitched	chr12	123371681	123386405	4	6086	7510.7124	2012.7708	670	VPS37B		VPS37B	670	1
4_MACS_peak_20821_lociStitched	chr4	40302824	40312700	4	5966	8093.382	2408.7564	671		CHRNA9	CHRNA9	671	1
2_MACS_peak_25528_lociStitched	chr7	99814503	99820707	2	5469	7804.632	1480.8948	672	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	672	1
3_MACS_peak_6256_lociStitched	chr12	51714326	51721877	3	6030	7464.1635	1929.2805	673	BIN2	CELA1	BIN2	673	1
3_MACS_peak_9438_lociStitched	chr16	729204	741284	3	5604	7918.44	1790.256	675	STUB1,JMJD8,WDR24	WFIKKN1,FAM195A,WDR90,RHOT2,RHBDL1,METRN,FAM173A,HAGHL,C16orf13,FBXL16,CCDC78,NARFL	JMJD8	675	1
2_MACS_peak_21216_lociStitched	chr4	113435348	113445830	2	5927	7337.4	1668.7344	676	NEUROG2		NEUROG2	676	1
1_MACS_peak_1429_lociStitched	chr1	120835226	120840374	1	5149	8160.0948	1487.2572	677	FAM72B		FAM72B	677	1
3_MACS_peak_15042_lociStitched	chr2	39346673	39356696	3	5468	8026.4184	1742.9997	678	SOS1		SOS1	678	1
2_MACS_peak_26188_lociStitched	chr8	1990863	2000274	2	5836	7486.4505	1742.9172	680	MYOM2		MYOM2	680	1
1_MACS_peak_5763_lociStitched	chr12	4224221	4229543	1	5323	8242.7136	1825.446	681			CCND2	681	1
2_MACS_peak_13010_lociStitched	chr19	1469621	1480226	2	5440	8337.651	2074.338	683	APC2,C19orf25	RPS15,REEP6,PLK5P,PCSK4,ADAMTSL5	C19orf25	683	1
6_MACS_peak_6972_lociStitched	chr12	122227565	122241655	6	6111	6639.208	1352.64	684	RHOF,LOC338799	SETD1B	RHOF	684	1
4_MACS_peak_27287_lociStitched	chr8	145742104	145754790	4	5976	7359.1486	1861.0362	686	LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	PPP1R16A,GPT,MFSD3,FOXH1	LRRC24	686	1
2_MACS_peak_26559_lociStitched	chr8	38238786	38245082	2	5424	7690.564	1434.2288	688	LETM2,WHSC1L1		LETM2	688	1
2_MACS_peak_18419_lociStitched	chr22	35739920	35749561	2	5247	8357.7829	1886.7437	689	TOM1	MIR3909,HMOX1,MCM5	MIR3909	689	1
4_MACS_peak_10512_lociStitched	chr16	81842023	81857462	4	5951	7466.3004	2003.9822	690	PLCG2		PLCG2	690	1
3_MACS_peak_17131_lociStitched	chr20	32250765	32263100	3	5610	8002.948	2041.4425	691	C20orf144,C20orf134,NECAB3	E2F1,PXMP4	C20orf134	691	1
2_MACS_peak_5127_lociStitched	chr11	72863095	72869240	2	5416	7660.9715	1452.0635	692		FCHSD2	FCHSD2	692	1
3_MACS_peak_22446_lociStitched	chr5	132386686	132400282	3	5289	8414.5644	2058.4344	694	HSPA4	ZCCHC10	HSPA4	694	1
2_MACS_peak_20548_lociStitched	chr4	2413412	2421461	2	5171	8090.0499	1617.0441	696	LOC402160,ZFYVE28	RNF4,ZFYVE28	ZFYVE28	696	1
4_MACS_peak_4828_lociStitched	chr11	64064398	64074814	4	5745	7335.9888	1612.3968	697	KCNK4,C11orf20,ESRRA	PLCB3,GPR137,PRDX5,CCDC88B,PPP1R14B,BAD,TRMT112	C11orf20	697	1
3_MACS_peak_18597_lociStitched	chr22	39783679	39796514	3	5237	8309.379	1922.683	698	TAB1	SYNGR1	TAB1	698	1
1_MACS_peak_22544_lociStitched	chr5	139046851	139051836	1	4986	8165.9285	1502.479	700	CXXC5		CXXC5	700	1
3_MACS_peak_16498_lociStitched	chr2	219148435	219157698	3	5859	7414.1052	1885.9468	701	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	701	1
2_MACS_peak_23393_lociStitched	chr6	26357658	26365990	2	5712	7812.9164	2068.8356	703	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	703	1
3_MACS_peak_13552_lociStitched	chr19	13204343	13216560	3	5606	7548.8843	1672.5073	705	NFIX,LYL1,TRMT1	NACC1,IER2,STX10	LYL1	705	1
3_MACS_peak_8877_lociStitched	chr15	70306668	70316387	3	5274	8639.2191	2357.8294	707			MIR629	707	1
1_MACS_peak_27096_lociStitched	chr8	128745908	128751676	1	5769	6552.448	937.3	708	MYC		MYC	708	1
1_MACS_peak_4126_lociStitched	chr10	135088003	135093092	1	5090	7262.5119	771.4924	709	ADAM8	UTF1,VENTX,ZNF511,MIR202,TUBGCP2	ADAM8	709	1
2_MACS_peak_2645_lociStitched	chr1	227915175	227924394	2	5490	7884.0888	1900.9578	711	LOC100130093,SNAP47,JMJD4	ZNF847P	SNAP47	711	1
3_MACS_peak_2279_lociStitched	chr1	203232211	203244320	3	5075	10205.4652	3715.0412	712		BTG2,CHIT1,LOC730227	LOC730227	712	1
3_MACS_peak_13427_lociStitched	chr19	10675756	10683656	3	5960	6436.92	1173.94	713	KRI1,CDKN2D,AP1M2	ATG4D,MIR1238,SLC44A2,S1PR5	CDKN2D	713	1
2_MACS_peak_13694_lociStitched	chr19	17444637	17450103	2	4972	7617.4176	1055.4846	715	GTPBP3,ANO8	MRPL34,DDA1,ABHD8,PLVAP	GTPBP3	715	1
4_MACS_peak_4847_lociStitched	chr11	64611381	64620189	4	5806	7221.6792	1744.8648	716	CDC42BPG	MAP4K2,MEN1,EHD1,MIR192,MIR194-2	CDC42BPG	716	1
2_MACS_peak_13048_lociStitched	chr19	1939345	1946478	2	5655	7235.7152	1545.0078	717	CSNK1G2	SCAMP4,ADAT3,C19orf34	CSNK1G2	717	1
3_MACS_peak_13385_lociStitched	chr19	9928640	9939318	3	5062	8102.4664	1661.4968	718	UBL5,FBXL12	PIN1,ZNF846	FBXL12	718	1
2_MACS_peak_2359_lociStitched	chr1	206287427	206292993	2	5247	8271.6326	2058.3068	721	C1orf186	CTSE	C1orf186	721	1
3_MACS_peak_8949_lociStitched	chr15	74831808	74839310	3	5703	7174.9128	1587.4232	723	ARID3B		ARID3B	723	1
3_MACS_peak_4891_lociStitched	chr11	65236025	65246080	3	5437	7976.6315	2048.2035	726		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	726	1
3_MACS_peak_6313_lociStitched	chr12	53763928	53775259	3	5819	7250.7069	1883.2122	728	SP1	AMHR2,AAAS,SP7	SP1	728	1
3_MACS_peak_25118_lociStitched	chr7	47610490	47622377	3	5713	7349.7321	1822.2771	729		TNS3	TNS3	729	1
3_MACS_peak_21292_lociStitched	chr4	129724061	129734250	3	5285	7572.4648	1465.1782	730	PHF17		PHF17	730	1
2_MACS_peak_1892_lociStitched	chr1	161007388	161017213	2	5047	9490.95	3101.7525	731	TSTD1,USF1,ARHGAP30	F11R,PVRL4	USF1	731	1
2_MACS_peak_10312_lociStitched	chr16	67277770	67283587	2	5729	6580.1904	1120.3542	733	SLC9A5,FHOD1	ELMO3,TMEM208,PLEKHG4,MIR328,LRRC29	FHOD1	733	1
1_MACS_peak_8857_lociStitched	chr15	69109185	69114222	1	5038	7027.6224	683.0172	736	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	736	1
3_MACS_peak_4998_lociStitched	chr11	67116744	67125107	3	5368	7837.8036	1916.7996	738	LOC100130987,POLD4	SSH3,RAD9A,TBC1D10C,CLCF1,PPP1CA	POLD4	738	1
1_MACS_peak_25842_lociStitched	chr7	129588313	129593857	1	5545	7597.4976	1948.1616	742	UBE2H		UBE2H	742	1
3_MACS_peak_28488_lociStitched	chr9	139736382	139744881	3	5444	6852.7437	1073.4237	743	C9orf172,PHPT1	KIAA1984,C9orf86,MIR4292,MAMDC4,TRAF2,LOC100131193,EDF1	C9orf172	743	1
3_MACS_peak_6636_lociStitched	chr12	94541267	94552689	3	5775	7266.6764	1986.2858	745	PLXNC1		PLXNC1	745	1
2_MACS_peak_1915_lociStitched	chr1	161493005	161501759	2	5246	7977.5202	1964.3976	747	HSPA6	FCGR2A,FCGR2C,FCGR3A	HSPA6	747	1
3_MACS_peak_11156_lociStitched	chr17	29034416	29046905	3	5432	7353.5232	1598.592	749		SUZ12P	SUZ12P	749	1
2_MACS_peak_41_lociStitched	chr1	1334080	1343916	2	5299	7376.0164	1493.1048	754	LOC148413,CCNL2,MRPL20	TMEM88B,VWA1,ATAD3C,DVL1,MXRA8,AURKAIP1,LOC441869	MRPL20	754	1
3_MACS_peak_6309_lociStitched	chr12	53713406	53720628	3	5409	7341.8852	1609.0616	755	AAAS,SP7	PFDN5,C12orf10	AAAS	755	1
3_MACS_peak_7432_lociStitched	chr13	100148023	100154674	3	5682	6613.0893	1277.6571	756	TM9SF2		TM9SF2	756	1
2_MACS_peak_14197_lociStitched	chr19	45250077	45258687	2	5094	7666.344	1557.549	762	BCL3	CEACAM16,CBLC	BCL3	762	1
2_MACS_peak_14567_lociStitched	chr19	56110096	56118344	2	5319	7180.7088	1369.168	764	ZNF524,FIZ1	ZNF865,ZNF580,ZNF581,CCDC106,U2AF2,ZNF579,ZNF784	ZNF524	764	1
