#31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_ROSE/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam
#Using cutoff of 5127.1332 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
1_MACS_peak_24055_lociStitched	chr6	86351195	86354426	1	3232	6342.7761	783.8406	800	1
1_MACS_peak_10060_lociStitched	chr16	31189910	31192848	1	2939	6340.7916	784.1522	801	1
2_MACS_peak_20702_lociStitched	chr4	15779534	15787384	2	3212	7057.935	1503.275	802	1
1_MACS_peak_26067_lociStitched	chr7	150753759	150757984	1	4226	6825.91	1276.3725	803	1
1_MACS_peak_12997_lociStitched	chr19	1382401	1385400	1	3000	6551.0156	1003.4654	804	1
3_MACS_peak_23681_lociStitched	chr6	35695176	35704678	3	5181	6920.3066	1380.6406	805	1
3_MACS_peak_13177_lociStitched	chr19	4179599	4187060	3	4985	7284.1743	1748.8584	806	1
3_MACS_peak_6256_lociStitched	chr12	51714326	51721877	3	6030	7464.1635	1929.2805	807	1
3_MACS_peak_8586_lociStitched	chr15	45016250	45022188	3	5015	6879.7668	1346.7384	808	1
3_MACS_peak_16498_lociStitched	chr2	219148435	219157698	3	5859	7414.1052	1885.9468	809	1
2_MACS_peak_23905_lociStitched	chr6	52393276	52403469	2	5358	7662.0781	2134.4142	810	1
3_MACS_peak_25118_lociStitched	chr7	47610490	47622377	3	5713	7349.7321	1822.2771	811	1
4_MACS_peak_23364_lociStitched	chr6	26017578	26034752	4	7907	8478.8038	2955.6454	812	1
2_MACS_peak_27375_lociStitched	chr9	6749923	6759918	2	4710	7262.367	1741.129	813	1
2_MACS_peak_27044_lociStitched	chr8	124168156	124174435	2	4334	6899.9931	1383.2637	814	1
2_MACS_peak_13188_lociStitched	chr19	4337544	4345505	2	5290	7199.1323	1682.9554	815	1
2_MACS_peak_26297_lociStitched	chr8	12444244	12450905	2	4289	7540.252	2033.6033	816	1
1_MACS_peak_26119_lociStitched	chr7	155087635	155092091	1	4457	7022.2104	1519.0504	817	1
2_MACS_peak_19873_lociStitched	chr3	128901466	128908677	2	5033	6787.7143	1289.3268	818	1
3_MACS_peak_27494_lociStitched	chr9	35066539	35081027	3	5405	8233.5304	2735.3344	819	1
4_MACS_peak_27287_lociStitched	chr8	145742104	145754790	4	5976	7359.1486	1861.0362	820	1
4_MACS_peak_7000_lociStitched	chr12	123371681	123386405	4	6086	7510.7124	2012.7708	821	1
1_MACS_peak_28194_lociStitched	chr9	126977980	126981937	1	3958	6440.4132	944.1402	822	1
1_MACS_peak_4826_lociStitched	chr11	64035768	64039514	1	3747	6475.3356	981.0774	823	1
1_MACS_peak_11824_lociStitched	chr17	57695945	57697999	1	2055	5949.8218	456.3988	824	1
2_MACS_peak_12461_lociStitched	chr18	9134654	9144332	2	6185	7605.9402	2116.5786	825	1
3_MACS_peak_16613_lociStitched	chr2	231729232	231739088	3	8630	6690.2528	1201.4464	826	1
1_MACS_peak_22134_lociStitched	chr5	77655108	77657426	1	2319	6119.0564	631.1914	827	1
1_MACS_peak_20318_lociStitched	chr3	185215348	185218096	1	2749	6220.098	733.9908	828	1
1_MACS_peak_1707_lociStitched	chr1	154987665	154991047	1	3383	6362.8948	878.3054	829	1
2_MACS_peak_20463_lociStitched	chr3	196227050	196231555	2	4034	6728.668	1246.984	830	1
4_MACS_peak_4847_lociStitched	chr11	64611381	64620189	4	5806	7221.6792	1744.8648	831	1
2_MACS_peak_25576_lociStitched	chr7	100886892	100896567	2	4228	6896.34	1422.225	832	1
2_MACS_peak_5049_lociStitched	chr11	68033204	68041840	2	5265	7268.0576	1796.288	833	1
3_MACS_peak_20433_lociStitched	chr3	195264383	195273462	3	4571	8124.7971	2654.6996	834	1
1_MACS_peak_27943_lociStitched	chr9	100744518	100748609	1	4092	6178.6373	711.834	835	1
1_MACS_peak_19190_lociStitched	chr3	44036017	44041482	1	5466	6597.8945	1131.8015	836	1
4_MACS_peak_10512_lociStitched	chr16	81842023	81857462	4	5951	7466.3004	2003.9822	837	1
2_MACS_peak_10312_lociStitched	chr16	67277770	67283587	2	5729	6580.1904	1120.3542	838	1
1_MACS_peak_18559_lociStitched	chr22	39266000	39271143	1	5144	6428.2357	969.9698	839	1
1_MACS_peak_13023_lociStitched	chr19	1603687	1609233	1	5547	7004.0434	1549.5524	840	1
3_MACS_peak_9993_lociStitched	chr16	30102534	30108793	3	5533	6695.8782	1248.6705	841	1
1_MACS_peak_25958_lociStitched	chr7	140770666	140774902	1	4237	6482.3508	1036.1256	842	1
2_MACS_peak_20419_lociStitched	chr3	194402983	194409578	2	4898	7003.89	1559.7175	843	1
1_MACS_peak_4218_lociStitched	chr11	1871032	1875797	1	4766	6328.873	884.8605	844	1
1_MACS_peak_8904_lociStitched	chr15	72521982	72524595	1	2614	5994.4833	551.6043	845	1
2_MACS_peak_23327_lociStitched	chr6	20400946	20410607	2	5383	6903.7506	1476.2008	846	1
3_MACS_peak_2594_lociStitched	chr1	226034362	226045186	3	7996	8586.6792	3160.608	847	1
2_MACS_peak_8372_lociStitched	chr15	31617175	31622500	2	5295	6233.445	807.8025	848	1
2_MACS_peak_25794_lociStitched	chr7	127224371	127229771	2	4356	6838.02	1416.96	849	1
3_MACS_peak_22971_lociStitched	chr5	176777743	176790482	3	5248	7942.7665	2522.322	850	1
2_MACS_peak_14631_lociStitched	chr19	58891068	58899577	2	4791	6797.8401	1379.3089	851	1
1_MACS_peak_2497_lociStitched	chr1	214160576	214164322	1	3747	6418.771	1000.9312	852	1
1_MACS_peak_12154_lociStitched	chr17	75204945	75210191	1	5247	6974.0324	1564.8818	853	1
4_MACS_peak_28825_lociStitched	chrX	48793923	48805787	4	6636	7105.3496	1700.1112	854	1
1_MACS_peak_2466_lociStitched	chr1	212457497	212460302	1	2806	6431.5845	1028.0325	855	1
3_MACS_peak_3690_lociStitched	chr10	97049996	97056073	3	4918	6656.7458	1259.1544	856	1
2_MACS_peak_19284_lociStitched	chr3	47822406	47831446	2	4747	6770.056	1373.176	857	1
4_MACS_peak_23182_lociStitched	chr6	7135393	7147499	4	6157	7792.6322	2395.7774	858	1
3_MACS_peak_26375_lociStitched	chr8	22455589	22463106	3	3708	6533.7764	1137.3221	859	1
1_MACS_peak_1895_lociStitched	chr1	161037351	161040919	1	3569	6645.7568	1249.8704	860	1
2_MACS_peak_25080_lociStitched	chr7	44830368	44838185	2	4707	6677.2814	1282.7697	861	1
4_MACS_peak_22655_lociStitched	chr5	148205028	148214905	4	6812	7708.0108	2318.1319	862	1
1_MACS_peak_3053_lociStitched	chr10	17269818	17273228	1	3411	6100.831	712.008	863	1
2_MACS_peak_5830_lociStitched	chr12	6975932	6983525	2	6632	7005.3018	1624.1427	864	1
2_MACS_peak_20397_lociStitched	chr3	193787545	193794256	2	3869	6882.8016	1501.9218	865	1
5_MACS_peak_19520_lociStitched	chr3	69128691	69145415	5	7742	8318.5176	2940.0792	866	1
3_MACS_peak_9411_lociStitched	chr16	278530	286403	3	5245	6630.6406	1254.9562	867	1
1_MACS_peak_25629_lociStitched	chr7	102211220	102216785	1	5566	7514.4195	2140.299	868	1
2_MACS_peak_23051_lociStitched	chr5	180668106	180674522	2	6383	6776.5792	1402.5376	869	1
3_MACS_peak_6313_lociStitched	chr12	53763928	53775259	3	5819	7250.7069	1883.2122	870	1
2_MACS_peak_20350_lociStitched	chr3	186780695	186792199	2	7999	9017.9856	3653.6704	871	1
2_MACS_peak_7356_lociStitched	chr13	77899377	77904548	2	4125	6460.6474	1097.8033	872	1
1_MACS_peak_1573_lociStitched	chr1	150240099	150242121	1	2023	6010.1928	652.2972	873	1
1_MACS_peak_20496_lociStitched	chr3	197475841	197479251	1	3411	6327.255	969.804	874	1
1_MACS_peak_2814_lociStitched	chr1	245025889	245028492	1	2604	5963.9936	614.8286	875	1
3_MACS_peak_6779_lociStitched	chr12	108953055	108963225	3	8046	8149.221	2801.835	876	1
1_MACS_peak_56_lociStitched	chr1	1622386	1626211	1	3826	6097.815	757.35	877	1
3_MACS_peak_9533_lociStitched	chr16	2953387	2966785	3	6331	7634.1804	2295.0774	878	1
1_MACS_peak_2157_lociStitched	chr1	186343483	186345663	1	2181	6286.248	947.864	879	1
3_MACS_peak_7432_lociStitched	chr13	100148023	100154674	3	5682	6613.0893	1277.6571	880	1
1_MACS_peak_22499_lociStitched	chr5	137088398	137091723	1	3326	6121.6575	788.025	881	1
1_MACS_peak_20144_lociStitched	chr3	167812076	167814766	1	2691	6339.523	1014.399	882	1
2_MACS_peak_14163_lociStitched	chr19	44029361	44038948	2	5470	6708.0239	1385.3215	883	1
2_MACS_peak_14730_lociStitched	chr2	10259751	10264775	2	4874	6678.4032	1366.528	884	1
2_MACS_peak_13807_lociStitched	chr19	19773607	19780552	2	4530	6474.129	1163.2875	885	1
1_MACS_peak_28101_lociStitched	chr9	117146930	117151307	1	4378	6389.5446	1083.3075	886	1
1_MACS_peak_26161_lociStitched	chr7	158620120	158623460	1	3341	6007.324	702.068	887	1
1_MACS_peak_6456_lociStitched	chr12	58237998	58241672	1	3675	5979.0676	677.853	888	1
1_MACS_peak_1460_lociStitched	chr1	144930384	144934179	1	3796	7106.517	1808.3175	889	1
4_MACS_peak_1216_lociStitched	chr1	87793403	87803015	4	6719	6820.6752	1524.4632	890	1
1_MACS_peak_4156_lociStitched	chr11	266978	271240	1	4263	6354.2158	1060.8118	891	1
2_MACS_peak_17088_lociStitched	chr20	30304818	30312400	2	7468	7205.1746	1916.7296	892	1
1_MACS_peak_25737_lociStitched	chr7	116164322	116167488	1	3167	6287.0428	999.1896	893	1
1_MACS_peak_24883_lociStitched	chr7	26238854	26242474	1	3621	6156.534	869.524	894	1
6_MACS_peak_6972_lociStitched	chr12	122227565	122241655	6	6111	6639.208	1352.64	895	1
2_MACS_peak_12600_lociStitched	chr18	29664918	29673763	2	3531	6441.8135	1156.926	896	1
3_MACS_peak_6636_lociStitched	chr12	94541267	94552689	3	5775	7266.6764	1986.2858	897	1
2_MACS_peak_26361_lociStitched	chr8	21994455	22004907	2	6600	6946.3992	1667.094	898	1
1_MACS_peak_1601_lociStitched	chr1	151041740	151045142	1	3403	6408.6876	1135.5876	899	1
2_MACS_peak_1568_lociStitched	chr1	150130436	150138991	2	4863	8031.434	2760.6985	900	1
1_MACS_peak_13288_lociStitched	chr19	6799028	6803576	1	4549	6894.768	1625.0004	901	1
2_MACS_peak_5021_lociStitched	chr11	67350020	67356236	2	5323	6634.9584	1370.0064	902	1
1_MACS_peak_6631_lociStitched	chr12	93962972	93966993	1	4022	5945.4506	682.3637	903	1
3_MACS_peak_13427_lociStitched	chr19	10675756	10683656	3	5960	6436.92	1173.94	904	1
4_MACS_peak_21562_lociStitched	chr4	185330296	185348988	4	7541	9086.1812	3824.3832	905	1
1_MACS_peak_17550_lociStitched	chr20	56253065	56258252	1	5188	6568.8168	1308.6801	906	1
1_MACS_peak_1782_lociStitched	chr1	156389307	156392890	1	3584	6287.0901	1029.0376	907	1
2_MACS_peak_4715_lociStitched	chr11	60603653	60610782	2	6247	7132.5645	1874.927	908	1
1_MACS_peak_18718_lociStitched	chr22	44419317	44423783	1	4467	6391.7392	1134.8106	909	1
2_MACS_peak_25501_lociStitched	chr7	99062752	99071765	2	4866	6612.8381	1362.7656	910	1
3_MACS_peak_20483_lociStitched	chr3	197228104	197237763	3	4984	7628.6782	2381.9094	911	1
3_MACS_peak_27531_lociStitched	chr9	36144361	36153586	3	5242	7192.7325	1948.32	912	1
2_MACS_peak_11525_lociStitched	chr17	42400821	42405083	2	4236	6050.3352	812.7634	913	1
2_MACS_peak_1691_lociStitched	chr1	154756419	154765059	2	4557	8053.344	2815.776	914	1
1_MACS_peak_5412_lociStitched	chr11	115371856	115376420	1	4565	6120.7804	884.0468	915	1
2_MACS_peak_13655_lociStitched	chr19	16476081	16484028	2	5452	6933.7575	1699.8633	916	1
3_MACS_peak_18422_lociStitched	chr22	35767126	35777794	3	4697	7220.1024	1986.3816	917	1
2_MACS_peak_23553_lociStitched	chr6	31508614	31516352	2	4703	6824.916	1595.5756	918	1
2_MACS_peak_22697_lociStitched	chr5	149864016	149870470	2	5149	6362.3532	1135.904	919	1
1_MACS_peak_18603_lociStitched	chr22	39841455	39845289	1	3835	6315.3648	1093.8402	920	1
1_MACS_peak_14092_lociStitched	chr19	41220139	41223821	1	3683	5933.9112	712.467	921	1
2_MACS_peak_858_lociStitched	chr1	42186449	42195293	2	4361	7377.6648	2158.8204	922	1
1_MACS_peak_24029_lociStitched	chr6	82460911	82464115	1	3205	5819.1048	605.556	923	1
1_MACS_peak_23304_lociStitched	chr6	16759430	16763361	1	3932	5910.2585	705.6145	924	1
1_MACS_peak_1896_lociStitched	chr1	161066849	161069316	1	2468	6068.3266	866.4104	925	1
4_MACS_peak_17655_lociStitched	chr20	62600139	62613087	4	6497	6956.9604	1760.928	926	1
1_MACS_peak_3821_lociStitched	chr10	104178828	104183170	1	4343	6172.5872	980.8578	927	1
2_MACS_peak_18668_lociStitched	chr22	42335561	42344004	2	5201	6908.9069	1721.5277	928	1
4_MACS_peak_19025_lociStitched	chr3	20080926	20091058	4	5131	6892.7996	1706.2288	929	1
2_MACS_peak_18297_lociStitched	chr22	26984615	26991788	2	6668	6744.7719	1564.4313	930	1
1_MACS_peak_16043_lociStitched	chr2	153573217	153575885	1	2669	5910.1536	732.6328	931	1
1_MACS_peak_20273_lociStitched	chr3	183352205	183355274	1	3070	6023.2194	852.2613	932	1
2_MACS_peak_20758_lociStitched	chr4	26319966	26323919	2	3799	5781.6578	613.1103	933	1
2_MACS_peak_28099_lociStitched	chr9	117128072	117136742	2	5428	7092.06	1924.74	934	1
1_MACS_peak_1420_lociStitched	chr1	120610870	120613304	1	2435	6113.9646	951.2072	935	1
2_MACS_peak_13046_lociStitched	chr19	1922437	1930673	2	4622	6923.1816	1767.4456	936	1
1_MACS_peak_17870_lociStitched	chr21	38638825	38640895	1	2071	5839.677	686.619	937	1
1_MACS_peak_10281_lociStitched	chr16	66582750	66587369	1	4620	6155.7413	1005.0944	938	1
2_MACS_peak_22160_lociStitched	chr5	81045298	81048441	2	3054	5663.3717	515.452	939	1
2_MACS_peak_13469_lociStitched	chr19	11484686	11493941	2	4850	7385.49	2240.6355	940	1
1_MACS_peak_3463_lociStitched	chr10	74078414	74081692	1	3279	5902.039	761.1516	941	1
1_MACS_peak_14844_lociStitched	chr2	24148472	24151609	1	3138	5859.6023	720.8826	942	1
2_MACS_peak_16284_lociStitched	chr2	192540122	192544749	2	3946	6199.7173	1063.7473	943	1
1_MACS_peak_439_lociStitched	chr1	24513188	24518276	1	5089	6520.7808	1388.0064	944	1
2_MACS_peak_14578_lociStitched	chr19	56185627	56190668	2	3969	6223.6186	1091.3765	945	1
4_MACS_peak_14708_lociStitched	chr2	8817952	8826596	4	6377	6770.8452	1638.9024	946	1
2_MACS_peak_2484_lociStitched	chr1	212964395	212968553	2	3351	6426.189	1297.7118	947	1
1_MACS_peak_2086_lociStitched	chr1	180470387	180472898	1	2512	6279.5088	1152.2979	948	1
