GENE_ID	locusLine	bin_1_05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam
NR_003013	chr17(.):75080388-75090575	2.1194
NM_001143998	chr17(.):75132004-75218181	1.0871
NM_001144001	chr17(.):75176294-75218181	0.6754
NM_001113495	chr17(.):75466324-75501678	0.1537
NM_001113493	chr17(.):75364271-75501678	0.3747
NM_001113496	chr17(.):75441612-75501678	0.2121
NM_001113494	chr17(.):75367164-75501678	0.3661
NR_036200	chr17(.):75388065-75398136	0.0705
NM_152468	chr17(.):76121858-76144049	1.2975
NM_007267	chr17(.):76103998-76133488	0.7826
NM_001127198	chr17(.):76103998-76129861	0.8708
NM_001010982	chr17(.):76178436-76208782	0.1371
NM_003258	chr17(.):76165159-76188285	0.6985
NM_004710	chr17(.):76159670-76174009	1.2335
NM_001145526	chr17(.):76178442-76208782	0.1371
NR_027083	chr17(.):76178397-76198641	0.1769
NM_003255	chr17(.):76844058-76926472	0.3527
NM_001100407	chr17(.):80395462-80413707	0.7613
NM_001193655	chr17(.):80395462-80412602	0.8071
NM_001038618	chr17(.):80411059-80451143	0.3082
NM_001083608	chr17(.):80411539-80451143	0.3118
NM_173620	chr17(.):80371251-80405516	0.1882
NR_036519	chr17(.):80402590-80413707	1.193
NM_000633	chr18(.):60785578-60991613	0.6871
NM_001083625	chr18(.):9131757-9290206	0.374
NM_015461	chr18(.):22636887-22937214	0.1098
NM_003199	chr18(.):52884561-53260860	0.1795
NM_021074	chr18(.):9097627-9139343	2.0685
NM_005904	chr18(.):46441222-46482081	1.2685
NM_001190823	chr18(.):46441222-46474177	1.1722
NM_001190822	chr18(.):46441222-46480703	1.3071
NM_016626	chr18(.):48695919-48729051	0.3936
NR_024021	chr18(.):56697970-56725446	0.0625
NM_033280	chr18(.):56802124-56831063	0.7986
NM_030973	chr19(.):50316535-50345237	0.3335
NM_001039846	chr19(.):2091867-2104583	1.2836
NM_001164605	chr19(.):35640844-35665788	0.2835
NM_018028	chr19(.):39828107-39880537	0.1168
NM_014164	chr19(.):35640624-35665788	0.2812
NR_028406	chr19(.):35640671-35665788	0.2817
NM_020695	chr19(.):1810244-1853452	0.3487
NM_052847	chr19(.):2506217-2707746	0.7321
NM_005428	chr19(.):6767721-6862371	0.5093
NM_024038	chr19(.):12836453-12850529	0.6571
NM_014975	chr19(.):12944258-12990766	0.0839
NM_032855	chr19(.):16239837-16274377	1.2563
NM_006387	chr19(.):16623699-16658263	0.1596
NM_001398	chr19(.):39301061-39327497	0.1299
NM_007040	chr19(.):41765119-41818811	0.703
NM_144732	chr19(.):41763390-41818811	0.6842
NM_001031749	chr19(.):44295078-44311613	0.0796
NM_015168	chr19(.):47562446-47622009	0.6139
NM_001145713	chr19(.):47629079-47718893	0.1836
NR_027280	chr19(.):47629114-47718893	0.1837
NM_006801	chr19(.):48880826-48899810	1.3137
NM_134444	chr19(.):56342943-56398220	0.2286
NM_182577	chr19(.):458345-479983	0.0595
NM_033513	chr19(.):502496-524654	0.874
NM_012435	chr19(.):411582-465996	0.0585
NM_130762	chr19(.):491489-510343	0.8449
NM_004359	chr19(.):526732-547087	0.2628
NM_005317	chr19(.):539026-554919	0.0688
NM_001280	chr19(.):1264266-1278171	1.2308
NM_017914	chr19(.):1270519-1284243	0.8162
NM_177401	chr19(.):1243551-1264142	0.6771
NM_001001975	chr19(.):1236748-1249824	0.7045
NM_001405	chr19(.):1281167-1304944	0.0786
NM_152769	chr19(.):1224946-1242990	0.2634
NR_027271	chr19(.):1262469-1275259	0.6003
NR_023313	chr19(.):1264266-1279809	1.1202
NM_001136139	chr19(.):1604291-1655286	0.6312
NM_003200	chr19(.):1604291-1657326	0.6124
NM_006830	chr19(.):1592153-1610483	0.6951
NM_138813	chr19(.):1777073-1817270	0.1391
NM_001178002	chr19(.):1777073-1817199	0.1394
NR_031730	chr19(.):1811157-1821237	0.243
NR_034114	chr19(.):1817087-1829542	0.0827
NM_031918	chr19(.):1847397-1868564	1.1267
NM_138422	chr19(.):1900416-1918446	0.283
NM_001130111	chr19(.):1871974-1890518	0.3752
NM_079834	chr19(.):1900372-1931012	0.2761
NM_017572	chr19(.):2032469-2056243	0.5516
NM_017797	chr19(.):1980446-2020702	0.1151
NM_130807	chr19(.):2066034-2101269	2.539
NM_004152	chr19(.):2264519-2278487	0.6415
NM_018049	chr19(.):2228154-2241328	1.2146
NM_000479	chr19(.):2244112-2257072	0.62
NM_198532	chr19(.):2269630-2287181	0.4007
NR_031596	chr19(.):2229060-2239148	1.4509
NM_007165	chr19(.):2231815-2253678	0.7735
NM_144616	chr19(.):2247249-2261422	1.2908
NM_001101391	chr19(.):2284773-2313156	0.2123
NR_036207	chr19(.):2245637-2255717	0.1974
NM_032737	chr19(.):2423163-2461958	0.5491
NM_012458	chr19(.):2420621-2432875	0.8633
NM_015675	chr19(.):2471122-2483257	1.1795
NM_001136503	chr19(.):3469404-3485540	0.0863
NM_016263	chr19(.):3501294-3541755	0.2448
NM_001136198	chr19(.):3517953-3541755	0.0721
NM_031304	chr19(.):3485818-3505621	0.6905
NM_001145165	chr19(.):3485818-3505938	0.7954
NM_001135580	chr19(.):3534154-3549028	0.0967
NM_005490	chr19(.):6747172-6772523	0.3108
NM_001379	chr19(.):10239021-10310755	0.2144
NM_004230	chr19(.):10327108-10346948	1.0203
NR_036206	chr19(.):10336088-10346161	0.5783
NM_001544	chr19(.):10392649-10404198	0.1741
NM_015956	chr19(.):10357639-10375721	0.2158
NM_000201	chr19(.):10376516-10402291	0.2123
NM_001080997	chr19(.):12931296-12946207	0.094
NM_013312	chr19(.):12868816-12891434	0.1987
NM_004317	chr19(.):12843305-12864137	0.4614
NM_181738	chr19(.):12906426-12917694	0.4347
NM_017682	chr19(.):12858406-12874271	0.0805
NM_002229	chr19(.):12897309-12909125	1.1103
NM_031429	chr19(.):12931295-12951230	0.0984
NM_006397	chr19(.):12912427-12929462	0.316
NM_005809	chr19(.):12902633-12917694	0.7453
NM_023072	chr19(.):13901273-13948044	0.1698
NR_029613	chr19(.):13980512-13990622	0.0783
NR_036515	chr19(.):13940329-13952103	1.1736
NM_001098622	chr19(.):13982949-13996571	0.4407
NR_030179	chr19(.):13980688-13990825	0.0798
NR_029497	chr19(.):13942100-13952173	1.3778
NR_029495	chr19(.):13942400-13952473	1.4135
NR_029501	chr19(.):13942253-13952331	1.3993
NM_005370	chr19(.):16217489-16249445	0.7952
NM_001145160	chr19(.):16173316-16218813	0.6497
NR_024335	chr19(.):16139522-16157918	0.0657
NR_024336	chr19(.):16140288-16157918	0.0664
NM_003290	chr19(.):16182134-16218813	0.6554
NM_032493	chr19(.):16303664-16351156	0.0896
NM_054113	chr19(.):16267178-16289286	0.3612
NM_014077	chr19(.):16291234-16307857	0.2273
NM_024881	chr19(.):16655647-16688193	0.1196
NM_004831	chr19(.):16680717-16744015	0.6612
NM_015925	chr19(.):35734558-35763867	0.6542
NM_152481	chr19(.):35710703-35724628	0.0792
NM_006149	chr19(.):39287310-39308740	0.0573
NM_012237	chr19(.):39364194-39395463	0.3354
NM_001005335	chr19(.):39322027-39347979	0.779
NM_001001716	chr19(.):39385614-39404534	0.2333
NM_001533	chr19(.):39322027-39345617	0.8138
NM_001193286	chr19(.):39364194-39395502	0.335
NR_034146	chr19(.):39364194-39389795	0.2703
NM_001195833	chr19(.):39353471-39373919	0.3377
NM_003407	chr19(.):39892486-39905045	3.0643
NM_003169	chr19(.):39931287-39972308	0.2246
NM_001130825	chr19(.):39931185-39972308	0.226
NM_019088	chr19(.):39871269-39886679	0.392
NM_017592	chr19(.):39876962-39896203	1.8297
NM_001020	chr19(.):39918846-39931618	0.4859
NM_022835	chr19(.):39898749-39924055	0.5061
NM_001699	chr19(.):41720107-41772671	0.4873
NM_052848	chr19(.):41811093-41835788	0.6556
NM_001098506	chr19(.):42077530-42098197	0.1169
NM_019612	chr19(.):44215213-44229169	0.064
NM_019108	chr19(.):44230300-44264142	0.4631
NM_002250	chr19(.):44265684-44290409	0.7426
NM_033258	chr19(.):47132332-47142939	0.1358
NM_005184	chr19(.):47099511-47119039	1.001
NM_000960	chr19(.):47118724-47133354	0.1026
NM_178511	chr19(.):47773141-47783980	0.6026
NM_001127240	chr19(.):47719080-47741023	0.9645
NM_014417	chr19(.):47719078-47739451	1.0305
NM_015603	chr19(.):47754730-47780210	0.5333
NR_036159	chr19(.):47725200-47735276	1.9075
NR_036158	chr19(.):47725198-47735278	1.907
NM_144577	chr19(.):48794708-48828332	0.3162
NM_018273	chr19(.):48830615-48872186	0.6308
NM_012451	chr19(.):48862650-48884634	1.0312
NM_001425	chr19(.):48823628-48838810	1.5226
NM_153608	chr19(.):48769653-48795863	0.0797
NM_031485	chr19(.):48944029-48962164	0.2502
NM_000836	chr19(.):48893131-48953188	0.3471
NM_001098632	chr19(.):50367296-50385644	1.4237
NM_032375	chr19(.):50367296-50385578	1.4288
NM_001098633	chr19(.):50367296-50385612	1.4262
NM_017432	chr19(.):50349415-50368999	0.3791
NM_001168222	chr19(.):50375681-50397007	1.0248
NM_007254	chr19(.):50359459-50375822	0.3725
NM_152899	chr19(.):50387913-50405147	0.3095
NM_012068	chr19(.):50426958-50442193	0.6042
NM_032836	chr19(.):56097736-56115893	0.6745
NM_007279	chr19(.):56160415-56191082	0.622
NM_207115	chr19(.):56147391-56159836	0.5488
NM_153219	chr19(.):56106729-56119504	1.1858
NM_203374	chr19(.):56127106-56140941	0.1879
NM_016535	chr19(.):56149985-56161989	0.5652
NM_013301	chr19(.):56153953-56169526	1.1159
NM_001163423	chr19(.):56148462-56159836	0.5922
NM_016202	chr19(.):56148417-56159836	0.5901
NM_001130072	chr19(.):56181560-56212133	0.2018
NM_001130071	chr19(.):56182990-56212133	0.2074
NM_001195605	chr19(.):56119958-56134907	0.0621
NM_145007	chr19(.):56291762-56353128	0.6245
NM_005762	chr19(.):59050835-59067082	0.3473
NR_027334	chr19(.):59065552-59091164	0.9806
NM_014453	chr19(.):59057932-59071486	1.2184
NM_003422	chr19(.):59068283-59089942	1.0497
NM_198426	chr19(.):59057932-59071355	1.2094
NM_003969	chr19(.):59062078-59075343	1.2705
NM_012254	chr19(.):59004699-59028432	0.0699
NR_026052	chr19(.):59081765-59100762	0.4564
NM_032792	chr19(.):59019896-59035921	0.2617
NM_007050	chr20(.):40696391-41823557	0.1017
NM_052865	chr20(.):17944761-17976762	0.7332
NM_001042472	chr20(.):25275849-25376477	0.798
NM_015600	chr20(.):25270378-25376477	0.8112
NM_001191	chr20(.):30247260-30315656	1.7568
NM_015568	chr20(.):37429347-37556667	0.8808
NM_032883	chr20(.):42539781-42703254	0.5687
NM_002466	chr20(.):42290708-42350122	0.4665
NM_001098798	chr20(.):42569535-42703254	0.6283
NM_001098797	chr20(.):42538491-42703254	0.5687
NM_000022	chr20(.):43243162-43285376	0.6265
NM_006282	chr20(.):43590119-43713593	0.3585
NM_022104	chr20(.):44558316-44581662	0.4214
NM_183048	chr20(.):45833380-45990474	0.3356
NM_183425	chr20(.):55961462-55989386	0.6653
NM_080618	chr20(.):56067223-56105154	0.1464
NM_199170	chr20(.):56218451-56290625	0.356
NM_020182	chr20(.):56218451-56290031	0.3583
NM_199171	chr20(.):56218451-56291541	0.3531
NM_002531	chr20(.):61335188-61399123	0.0985
NM_019593	chr20(.):5520079-5596672	0.356
NM_012261	chr20(.):9490270-9516171	0.7703
NR_003045	chr20(.):17938352-17948589	0.405
NM_152227	chr20(.):17917243-17954490	0.707
NM_014426	chr20(.):17917243-17954154	0.7125
NM_002862	chr20(.):25223705-25283648	0.8639
NM_032609	chr20(.):30220690-30237800	0.0913
NM_012112	chr20(.):30321903-30394603	0.149
NM_176812	chr20(.):32394109-32447173	1.4571
NM_030919	chr20(.):37549954-37586703	0.1375
NM_001008901	chr20(.):42349800-42360642	0.1327
NR_034104	chr20(.):43280091-43305380	0.2334
NM_006809	chr20(.):43565770-43594114	0.2081
NM_001124756	chr20(.):43533702-43572962	0.0978
NM_001134771	chr20(.):44645328-44693789	0.0638
NM_022095	chr20(.):44572291-44605833	0.5677
NM_004994	chr20(.):44632546-44650200	0.0981
NR_024594	chr20(.):45942245-45954498	0.0858
NM_006526	chr20(.):52178609-52204636	0.8264
NM_003657	chr20(.):52555078-52692304	0.2447
NM_001015885	chr20(.):55921617-55958519	0.1961
NM_003610	chr20(.):55921144-55958519	0.194
NM_001190472	chr20(.):55928495-55939878	0.1044
NM_001160419	chr20(.):56182946-56200632	1.343
NM_001160418	chr20(.):56173901-56200632	0.9175
NM_175573	chr20(.):60873026-60888918	0.4306
NM_005560	chr20(.):60879120-60947368	0.3668
NM_001024	chr20(.):60957120-60968576	0.4445
NR_024470	chr20(.):61289378-61302973	0.1532
NM_016354	chr20(.):61268796-61308647	0.6283
NM_001389	chr21(.):41379342-42224039	0.1377
NM_000874	chr21(.):34597230-34640062	0.9896
NM_207585	chr21(.):34597230-34641820	0.9996
NM_001033515	chr21(.):9902193-9973585	0.4394
NM_001754	chr21(.):36155097-36426595	0.3091
NM_001001890	chr21(.):36155097-36265987	0.4824
NM_001146078	chr21(.):37827919-37919898	0.419
NM_001146077	chr21(.):37827919-37953867	0.341
NM_006198	chr21(.):41234346-41306322	0.3745
NM_016818	chr21(.):43634266-43722354	0.3881
NM_173568	chr21(.):43486425-43568105	0.3965
NM_207174	chr21(.):43635007-43722354	0.3909
NM_207629	chr21(.):43631186-43722354	0.3805
NM_207627	chr21(.):43614798-43722354	0.3453
NM_207628	chr21(.):43614921-43722354	0.3455
NM_001199527	chr21(.):43478067-43568105	1.0023
NM_003683	chr21(.):45204417-45228983	0.3282
NM_001100421	chr21(.):19156283-19196703	0.611
NM_000629	chr21(.):34692213-34737128	0.6736
NM_000628	chr21(.):34633671-34674520	0.4575
NM_005534	chr21(.):34770201-34814828	0.4093
NM_001040192	chr21(.):34855237-34869023	0.2363
NM_017833	chr21(.):34855237-34868790	0.2375
NM_138927	chr21(.):34910349-34954812	0.5327
NM_000819	chr21(.):34871237-34919464	0.4847
NM_175085	chr21(.):34891315-34919464	0.7688
NM_001136005	chr21(.):34871237-34920195	0.479
NM_001136006	chr21(.):34871237-34920198	0.479
NM_032195	chr21(.):34910349-34937973	0.7945
NM_017613	chr21(.):34945210-34966014	0.5091
NM_001122607	chr21(.):36188573-36265987	0.6342
NM_020727	chr21(.):43401939-43435496	0.5758
NR_027273	chr21(.):43437112-43450060	0.1373
NR_027243	chr21(.):43517243-43533644	0.5343
NM_000100	chr21(.):45188830-45201259	1.0296
NR_026961	chr21(.):45220638-45237448	0.1271
NM_005049	chr21(.):45522207-45556063	0.2529
NM_198155	chr21(.):45548493-45570605	1.0649
NM_002473	chr22(.):36672322-36789063	0.4533
NM_004327	chr22(.):23517551-23665224	0.1973
NM_014433	chr22(.):23396592-23489241	0.3168
NM_001887	chr22(.):26990361-27018991	1.1951
NM_007194	chr22(.):29078730-29142822	0.1354
NM_001003406	chr22(.):39961757-40090740	0.0799
NM_024821	chr22(.):42191677-42227303	0.2554
NM_138433	chr22(.):50981461-50994452	0.1248
NR_030755	chr22(.):23160269-23170365	0.9682
NM_001178126	chr22(.):23224959-23243013	5.9131
NM_004914	chr22(.):23482512-23511531	0.6242
NM_001024938	chr22(.):24194058-24232725	0.1635
NM_002415	chr22(.):24231564-24242409	0.5821
NM_001024939	chr22(.):24195040-24232725	0.1647
NM_001007468	chr22(.):24124149-24181705	0.3199
NM_001002862	chr22(.):24171689-24186199	1.048
NM_000675	chr22(.):24818529-24843325	0.8842
NR_028484	chr22(.):24820177-24895783	0.3518
NM_001008566	chr22(.):26916713-26966370	0.1959
NM_003595	chr22(.):26916713-26991089	0.4491
NR_031615	chr22(.):26946177-26956289	0.4348
NR_003491	chr22(.):27048445-27077440	0.6073
NM_001886	chr22(.):27012927-27031636	0.5258
NM_172002	chr22(.):29133042-29158496	0.3626
NM_173510	chr22(.):29163661-29190283	0.7121
NM_001079539	chr22(.):29185547-29201560	3.0885
NM_012265	chr22(.):29650843-29668914	1.1338
NM_006478	chr22(.):29697996-29713774	0.1754
NM_001163285	chr22(.):29658997-29701515	0.5316
NM_001163287	chr22(.):29658997-29691672	0.6668
NM_006477	chr22(.):29703921-29716748	0.0907
NM_031910	chr22(.):37571205-37589330	0.0806
NM_001051	chr22(.):37597244-37613353	0.3697
NM_002872	chr22(.):37616309-37645305	1.1768
NR_002821	chr22(.):38735669-38799931	0.4736
NM_016657	chr22(.):38859082-38882637	0.1139
NM_004981	chr22(.):38817332-38845033	0.064
NM_001098505	chr22(.):38874442-38889535	0.1102
NM_001098504	chr22(.):38874442-38907345	0.8378
NM_152868	chr22(.):38817332-38856203	0.0791
NM_004286	chr22(.):39096806-39134592	0.4393
NM_005740	chr22(.):39169512-39195161	0.0929
NM_014876	chr22(.):39076547-39101459	0.5926
NM_015374	chr22(.):39125734-39156947	0.7693
NM_014293	chr22(.):39209456-39245017	0.071
NM_014292	chr22(.):39255247-39273258	1.1152
NM_001006666	chr22(.):39431672-39445428	0.6057
NM_004900	chr22(.):39373404-39393783	1.059
NM_001193289	chr22(.):39348526-39393783	0.8374
NM_152426	chr22(.):39412117-39434256	0.5637
NM_014508	chr22(.):39405264-39419825	1.1427
NM_021822	chr22(.):39468009-39488748	0.7336
NM_181773	chr22(.):39488228-39505072	0.5235
NM_006116	chr22(.):39790758-39832887	0.3953
NM_153497	chr22(.):39790758-39838132	0.5559
NM_194326	chr22(.):39920097-39933860	0.5809
NM_002409	chr22(.):39848324-39893199	0.3598
NM_019008	chr22(.):39893283-39919137	0.6363
NM_182810	chr22(.):39911568-39923691	1.0986
NM_001098270	chr22(.):39878228-39893199	0.1291
NM_152513	chr22(.):42090517-42200459	0.3247
NM_001169111	chr22(.):50956996-50969033	0.9174
NM_024866	chr22(.):50915011-50929866	0.1986
NM_002972	chr22(.):50878430-50918464	0.2458
NM_001185011	chr22(.):50941644-50968209	0.606
NM_001113756	chr22(.):50959181-50973258	0.9855
NM_001113755	chr22(.):50959181-50973514	0.9696
NM_001169109	chr22(.):50956996-50969868	1.0238
NM_001169110	chr22(.):50956996-50969574	0.9709
NM_001014440	chr22(.):50963837-50976008	1.0616
NM_005138	chr22(.):50956996-50969034	0.9174
NM_017584	chr22(.):50920212-50933750	0.1362
NM_033200	chr22(.):50936375-50951135	0.4333
NM_001145134	chr22(.):51002289-51022096	0.3385
NR_021492	chr22(.):51016454-51027355	0.5843
NM_004377	chr22(.):51002289-51021894	0.3293
NM_001123225	chr22(.):50984540-51006328	0.0878
NM_001145137	chr22(.):51002289-51021506	0.3008
NM_005198	chr22(.):51012386-51026428	0.4677
