GENE_ID	locusLine	bin_1_40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
NM_032259	chr16(.):729701-745400	0.0944
NM_001040162	chr16(.):679428-691347	0.1011
NM_138418	chr16(.):686848-703474	0.1097
NM_138769	chr16(.):713132-729171	0.086
NM_005861	chr16(.):725114-737768	0.0912
NM_003961	chr16(.):721074-733267	0.0843
NM_053284	chr16(.):676011-689116	0.1026
NM_145294	chr16(.):694362-722829	0.0956
NM_001005920	chr16(.):726666-739439	0.0944
NM_003498	chr16(.):11757288-11778015	0.1597
NM_014153	chr16(.):11839441-11896114	0.1227
NM_001130007	chr16(.):11956984-12015519	0.1087
NM_001130006	chr16(.):11956984-12014825	0.1083
NM_001192	chr16(.):12053963-12066925	0.2075
NM_032167	chr16(.):12065601-12152141	0.1211
NM_017668	chr16(.):15739082-15825208	0.1048
NM_001143979	chr16(.):15732123-15825208	0.1095
NR_030159	chr16(.):15732150-15742229	0.1433
NM_001039182	chr16(.):29459913-29471285	0.1843
NM_001017389	chr16(.):29462126-29481280	0.1721
NM_003166	chr16(.):29462126-29481301	0.1723
NM_178044	chr16(.):29460821-29474545	0.1857
NR_002454	chr16(.):29455665-29466236	0.1785
NR_037608	chr16(.):29461411-29481301	0.1718
NM_001017390	chr16(.):29466206-29481301	0.1555
NR_024370	chr16(.):29870003-29884374	0.1115
NM_002383	chr16(.):29812854-29827504	0.1281
NR_015396	chr16(.):29870154-29884374	0.111
NM_145239	chr16(.):29818408-29832202	0.1484
NM_007317	chr16(.):29797057-29821706	0.1386
NM_006319	chr16(.):29864677-29879578	0.1001
NM_024516	chr16(.):29822527-29838816	0.1653
NM_152338	chr16(.):29784560-29796840	0.1311
NM_005115	chr16(.):29826714-29864360	0.1199
NM_001039182	chr16(.):30199255-30210627	0.2009
NM_178044	chr16(.):30200163-30213887	0.204
NM_003166	chr16(.):30201468-30220650	0.1966
NM_001017389	chr16(.):30201468-30220620	0.1967
NM_001193333	chr16(.):30189730-30205396	0.1766
NR_002454	chr16(.):30195004-30205575	0.2065
NR_037608	chr16(.):30200753-30220650	0.1948
NR_002555	chr16(.):30229349-30261932	0.1353
NM_001017390	chr16(.):30205548-30220650	0.1812
NR_002453	chr16(.):30273913-30351695	0.117
NM_006110	chr16(.):30357086-30371682	0.1271
NM_052838	chr16(.):30384455-30399171	0.1398
NM_013292	chr16(.):30381122-30394310	0.1735
NM_015527	chr16(.):30363421-30386522	0.1497
NR_024465	chr16(.):30357086-30371255	0.1284
NM_016643	chr16(.):30413734-30434916	0.1419
NM_024096	chr16(.):30430018-30446373	0.1306
NM_138447	chr16(.):30609699-30626682	0.1326
NM_024031	chr16(.):30657240-30672734	0.1509
NM_001105079	chr16(.):30670777-30687131	0.0955
NR_002966	chr16(.):30716857-30726986	0.1289
NM_006662	chr16(.):30705461-30756450	0.1256
NM_003414	chr16(.):31880078-31933627	0.1205
NM_001126108	chr16(.):56894118-56954762	0.1291
NM_001010989	chr16(.):56960747-56982793	0.199
NM_032206	chr16(.):57018409-57122436	0.115
NM_018110	chr16(.):57500869-57525385	0.1054
NM_153837	chr16(.):57571600-57616100	0.1227
NM_033212	chr16(.):57541089-57575477	0.1002
NM_001172643	chr16(.):66536905-66589194	0.1485
NM_001172644	chr16(.):66536905-66589315	0.1486
NM_052999	chr16(.):66595349-66618038	0.1037
NM_181641	chr16(.):66581471-66604971	0.1464
NM_181271	chr16(.):66595293-66618038	0.1037
NM_001040138	chr16(.):66581465-66605154	0.1456
NM_001185057	chr16(.):67202764-67214643	0.1326
NM_003946	chr16(.):67202755-67214643	0.1325
NM_001040715	chr16(.):67204504-67222883	0.1448
NM_001950	chr16(.):67221067-67237821	0.1002
NM_024712	chr16(.):67228027-67242927	0.0878
NM_033309	chr16(.):67177004-67189902	0.0955
NM_025187	chr16(.):67138914-67187442	0.1074
NM_178516	chr16(.):67213281-67229107	0.1484
NM_003789	chr16(.):67183088-67198812	0.1254
NM_001538	chr16(.):67192287-67208848	0.1455
NM_001185058	chr16(.):67199404-67214643	0.1205
NM_018378	chr16(.):67188890-67203077	0.1254
NR_029887	chr16(.):67231223-67241298	0.0794
NM_014187	chr16(.):67256015-67268182	0.1356
NM_012163	chr16(.):67236041-67265721	0.1198
NM_001004055	chr16(.):67236041-67265901	0.1196
NM_001193524	chr16(.):67566364-67585691	0.1462
NM_001193523	chr16(.):67558539-67585691	0.1465
NM_001193522	chr16(.):67557719-67585691	0.1466
NM_024519	chr16(.):67557716-67585691	0.1466
NM_024939	chr16(.):68257449-68275136	0.1276
NM_001184824	chr16(.):68339876-68396169	0.1215
NM_003983	chr16(.):68293422-68340722	0.1427
NM_032178	chr16(.):68329517-68349868	0.1345
NM_006927	chr16(.):70408337-70477991	0.1226
NM_145059	chr16(.):70483497-70519177	0.0994
NR_034083	chr16(.):70783962-70812154	0.0981
NR_024612	chr16(.):71874898-71924174	0.1289
NM_001137675	chr16(.):71874898-71896231	0.1503
NM_017530	chr16(.):71888587-71922412	0.1165
NM_001031804	chr16(.):79622744-79639622	0.0647
NM_021962	chr17(.):901758-1088131	0.1132
NM_001159746	chr17(.):901758-1095616	0.114
NM_003342	chr17(.):4167511-4274969	0.1098
NM_020889	chr17(.):27234161-27283508	0.1426
NM_001092	chr17(.):901758-1017324	0.1143
NM_005022	chr17(.):4843946-4856825	0.1476
NM_153357	chr17(.):6939948-6952242	0.1277
NM_015670	chr17(.):7460318-7480287	0.1423
NR_026951	chr17(.):8118947-8132361	0.1271
NM_020877	chr17(.):7618038-7742058	0.1066
NM_018182	chr17(.):27077995-27174841	0.113
NM_000267	chr17(.):29416944-29709695	0.1102
NM_002544	chr17(.):29616667-29629380	0.0996
NM_183232	chr17(.):37916198-38025441	0.1418
NM_000342	chr17(.):42320757-42350502	0.0975
NR_027774	chr17(.):43508265-43573146	0.1242
NM_003954	chr17(.):43335487-43399414	0.124
NM_002265	chr17(.):45722274-45766004	0.1438
NM_006310	chr17(.):45603443-45705642	0.1342
NM_003726	chr17(.):46205801-46512594	0.1105
NM_030802	chr17(.):47782686-47846518	0.1368
NM_001433	chr17(.):62115389-62212502	0.1651
NM_017983	chr17(.):66412421-66458653	0.1267
NR_036488	chr17(.):70394462-70593943	0.1165
NR_036520	chr17(.):73262379-73274976	0.1207
NM_004252	chr17(.):72739762-72770499	0.1566
NM_001126122	chr17(.):73264060-73290530	0.1259
NM_001113492	chr17(.):75278972-75501678	0.1058
NM_006640	chr17(.):75310596-75501678	0.1092
NM_001113491	chr17(.):75272491-75501678	0.1058
NM_001081461	chr17(.):74703913-74727881	0.1322
NM_001163075	chr17(.):76137433-76167364	0.139
NM_017456	chr17(.):76665129-76783376	0.1429
NM_024648	chr17(.):80342085-80381513	0.1115
NM_024083	chr17(.):79930425-79980282	0.1082
NM_020310	chr17(.):2282353-2309258	0.1089
NR_028335	chr17(.):2305274-2323730	0.1032
NM_000080	chr17(.):4796063-4811369	0.1081
NM_001145536	chr17(.):4797947-4811227	0.109
NM_001165417	chr17(.):4835425-4848462	0.1397
NM_000173	chr17(.):4830591-4843325	0.1011
NM_015528	chr17(.):4838629-4853517	0.1444
NM_006612	chr17(.):4896242-4936694	0.1077
NM_015099	chr17(.):4866286-4895960	0.1405
NM_001171168	chr17(.):4866286-4895665	0.1406
NM_053013	chr17(.):4849383-4865426	0.121
NM_001167985	chr17(.):4886424-4905905	0.1374
NM_004890	chr17(.):4857520-4876132	0.1394
NM_001004333	chr17(.):6910797-6922851	0.1432
NM_001142799	chr17(.):6913072-6925839	0.1442
NM_201566	chr17(.):6934393-6948440	0.1076
NR_029712	chr17(.):6915933-6926020	0.1427
NM_181844	chr17(.):6921368-6937961	0.1049
NM_000697	chr17(.):6894383-6919055	0.1177
NR_030178	chr17(.):6916229-6926341	0.142
NM_001143775	chr17(.):7141905-7159995	0.1486
NM_001185023	chr17(.):7158221-7171264	0.1087
NM_001185022	chr17(.):7158221-7171512	0.1079
NM_001128827	chr17(.):7088209-7125928	0.1083
NM_000018	chr17(.):7118152-7133585	0.1176
NM_004422	chr17(.):7123660-7142863	0.1257
NM_007278	chr17(.):7138737-7150753	0.143
NM_024297	chr17(.):7133346-7147825	0.1505
NM_001365	chr17(.):7088209-7128369	0.1071
NM_203415	chr17(.):7150371-7168259	0.1277
NM_015362	chr17(.):7150550-7168259	0.1282
NM_001042	chr17(.):7180053-7196367	0.1181
NM_015343	chr17(.):7141905-7160259	0.1479
NR_029896	chr17(.):7121615-7131698	0.1242
NM_003809	chr17(.):7447374-7466207	0.1227
NM_001198623	chr17(.):7456608-7469925	0.1428
NM_001040059	chr17(.):7477805-7490429	0.1745
NM_001146281	chr17(.):7528452-7541700	0.1067
NM_006942	chr17(.):7486497-7498488	0.1319
NR_002918	chr17(.):7473030-7483165	0.1475
NM_133491	chr17(.):7524555-7536194	0.1009
NR_002604	chr17(.):7475128-7485276	0.1625
NM_001251	chr17(.):7477804-7490429	0.1745
NM_004860	chr17(.):7489547-7523215	0.1119
NR_002912	chr17(.):7476272-7486409	0.1478
NM_001416	chr17(.):7471056-7487324	0.1467
NR_027463	chr17(.):7512381-7541700	0.1067
NR_027462	chr17(.):7526286-7541700	0.1039
NR_024603	chr17(.):7481964-7496527	0.1477
NR_003000	chr17(.):7804440-7814578	0.0913
NM_001005273	chr17(.):7787168-7821075	0.1004
NM_001080424	chr17(.):7738234-7763118	0.1568
NM_144607	chr17(.):7756063-7770600	0.1422
NM_032356	chr17(.):7755002-7766172	0.1468
NM_001005271	chr17(.):7783122-7821075	0.1019
NM_203411	chr17(.):7753383-7764417	0.1582
NM_021628	chr17(.):7994217-8026860	0.1247
NM_002616	chr17(.):8038787-8060753	0.1334
NM_032580	chr17(.):8018907-8032410	0.1646
NM_001165960	chr17(.):7994217-8027234	0.1265
NM_032354	chr17(.):8071296-8084714	0.1321
NM_017622	chr17(.):8086650-8098564	0.2081
NM_014232	chr17(.):8057464-8071293	0.1431
NM_004217	chr17(.):8103048-8118883	0.1392
NR_037447	chr17(.):8085492-8095577	0.2094
NM_025099	chr17(.):8123138-8156413	0.1357
NM_012393	chr17(.):8147595-8178809	0.12
NM_012452	chr17(.):16837397-16880402	0.165
NR_000010	chr17(.):27044599-27054671	0.1488
NR_000009	chr17(.):27045698-27055772	0.171
NM_031934	chr17(.):27036298-27049908	0.1209
NM_001142625	chr17(.):27036298-27050286	0.1216
NM_000984	chr17(.):27041999-27056374	0.1588
NM_138463	chr17(.):27046365-27058230	0.17
NR_000014	chr17(.):27045446-27055509	0.1655
NR_000013	chr17(.):27042567-27052634	0.1353
NM_004295	chr17(.):27066022-27082976	0.1188
NM_152465	chr17(.):27025533-27043872	0.1088
NR_024579	chr17(.):27036298-27050251	0.1218
NM_001160407	chr17(.):27046365-27058949	0.1642
NM_178170	chr17(.):27050831-27074784	0.1347
NR_029970	chr17(.):27183386-27193458	0.0983
NM_005702	chr17(.):27177042-27193072	0.1145
NM_004475	chr17(.):27201356-27229715	0.1375
NM_144683	chr17(.):27219798-27235089	0.172
NR_029685	chr17(.):27183550-27193636	0.0972
NM_006495	chr17(.):29625787-29646130	0.1553
NM_014210	chr17(.):29638427-29653767	0.1691
NM_002981	chr17(.):32682398-32695252	0.1475
NM_005408	chr17(.):32678470-32690629	0.1205
NM_005623	chr17(.):32641065-32653421	0.09
NM_002983	chr17(.):34410602-34422506	0.1757
NM_002988	chr17(.):34386642-34403841	0.1154
NM_002984	chr17(.):34426219-34438014	0.1817
NM_021006	chr17(.):34517267-34529156	0.2308
NM_001001418	chr17(.):34576084-34597027	0.2496
NM_001001435	chr17(.):34533467-34545274	0.2354
NM_001001437	chr17(.):34517267-34529147	0.2309
NM_001001417	chr17(.):34488060-34508988	0.2446
NM_021006	chr17(.):34618841-34630730	0.235
NM_001001437	chr17(.):34618841-34630721	0.2352
NM_001001435	chr17(.):34635033-34646840	0.2101
NM_001001418	chr17(.):34741118-34813091	0.1842
NM_001130677	chr17(.):36822958-36836187	0.1429
NM_005937	chr17(.):36856872-36891056	0.1291
NM_007144	chr17(.):36885149-36909558	0.1351
NM_002795	chr17(.):36904001-36925478	0.1446
NM_001136498	chr17(.):36881509-36896858	0.1265
NM_005310	chr17(.):37889186-37908538	0.1072
NM_001030002	chr17(.):37889589-37908538	0.1076
NM_032339	chr17(.):37880408-37891788	0.1278
NM_018530	chr17(.):38055847-38078793	0.0887
NM_001042471	chr17(.):38055847-38079903	0.0883
NM_198844	chr17(.):38019454-38039149	0.1319
NM_021724	chr17(.):38244036-38261973	0.1392
NM_001190919	chr17(.):38213445-38255120	0.1158
NM_001190918	chr17(.):38214067-38255120	0.1167
NM_014815	chr17(.):38170349-38215889	0.1136
NM_007359	chr17(.):38291506-38333431	0.1172
NM_001012241	chr17(.):38273789-38298045	0.1305
NM_001145301	chr17(.):38469472-38518895	0.1263
NM_152219	chr17(.):38511904-38525945	0.0948
NM_000964	chr17(.):38460422-38518895	0.1296
NM_001024809	chr17(.):38493270-38518895	0.0886
NM_001254	chr17(.):38439145-38464413	0.1339
NM_024927	chr17(.):40814932-40834048	0.1293
NM_016437	chr17(.):40806265-40824024	0.1424
NM_003632	chr17(.):40829631-40857011	0.1218
NM_016602	chr17(.):40826419-40838845	0.1516
NM_178542	chr17(.):42248351-42269082	0.115
NM_001076674	chr17(.):42259353-42274099	0.1283
NM_177441	chr17(.):42259573-42274099	0.128
NM_001076684	chr17(.):42277400-42301924	0.1386
NM_001098833	chr17(.):42264172-42280529	0.1337
NM_080863	chr17(.):42243073-42261451	0.1061
NM_001076683	chr17(.):42277400-42303250	0.1354
NM_014233	chr17(.):42277400-42300664	0.1401
NM_152343	chr17(.):43326759-43344479	0.095
NM_005892	chr17(.):43294291-43329683	0.1464
NR_024434	chr17(.):43320302-43350997	0.101
NR_024435	chr17(.):43334557-43350997	0.0959
NM_174919	chr17(.):43501717-43515282	0.1254
NM_199282	chr17(.):43466267-43508012	0.1151
NM_001159330	chr17(.):43466267-43488449	0.1187
NR_036199	chr17(.):43547728-43557801	0.1109
NM_005827	chr17(.):47773689-47790282	0.1302
NM_001199155	chr17(.):47860980-47911458	0.1191
NM_032595	chr17(.):48206100-48232877	0.1024
NM_174920	chr17(.):48185034-48212167	0.0972
NM_000023	chr17(.):48238365-48258293	0.1366
NM_000088	chr17(.):48256456-48284000	0.1098
NR_024193	chr17(.):48243788-48254837	0.1319
NM_004645	chr17(.):55010560-55043411	0.1221
NR_027025	chr17(.):54956462-54967274	0.1123
NM_005082	chr17(.):54960269-54996409	0.136
NM_000250	chr17(.):56342216-56363296	0.0952
NM_004758	chr17(.):56373593-56411152	0.1352
NM_003168	chr17(.):56417538-56434563	0.1623
NR_029683	chr17(.):56403592-56413679	0.2397
NM_001099787	chr17(.):62074954-62102994	0.1087
NM_000873	chr17(.):62074954-62089283	0.0916
NR_004380	chr17(.):62218437-62228517	0.1414
NR_002995	chr17(.):62218698-62228831	0.1364
NR_036199	chr17(.):62813147-62823220	0.0787
NR_030365	chr17(.):66415591-66425689	0.0942
NM_002734	chr17(.):66503542-66533910	0.1321
NM_212471	chr17(.):66503109-66533910	0.1326
NR_033876	chr17(.):70589179-70641611	0.1152
NM_001163989	chr17(.):72727958-72748474	0.1363
NM_001006638	chr17(.):72728355-72748474	0.1364
NM_139018	chr17(.):72685451-72714108	0.0905
NM_175738	chr17(.):72662255-72748474	0.1106
NR_037409	chr17(.):72739751-72749838	0.1647
NM_017728	chr17(.):72767621-72840922	0.0998
NM_015654	chr17(.):72761685-72777470	0.1394
NM_014001	chr17(.):73227693-73262707	0.1281
NM_015971	chr17(.):73252748-73267457	0.1332
NM_001172703	chr17(.):73227693-73263444	0.1282
NM_020679	chr17(.):73257309-73272303	0.1386
NM_001008529	chr17(.):74670650-74712056	0.1049
NM_003016	chr17(.):74725198-74738493	0.1664
NM_015167	chr17(.):74709524-74727881	0.1376
NR_030366	chr17(.):74727531-74737630	0.1805
NM_001080510	chr17(.):74717949-74734962	0.1642
NM_024311	chr17(.):74728782-74780338	0.1184
NR_027058	chr17(.):75079724-75096068	0.1785
NR_003013	chr17(.):75080388-75090575	0.1931
NM_001143998	chr17(.):75132004-75218181	0.1543
NM_001144001	chr17(.):75176294-75218181	0.1451
NM_001113493	chr17(.):75364271-75501678	0.1047
NM_001113494	chr17(.):75367164-75501678	0.1032
NM_152468	chr17(.):76121858-76144049	0.1556
NM_007267	chr17(.):76103998-76133488	0.141
NM_001127198	chr17(.):76103998-76129861	0.1385
NM_001145529	chr17(.):76222390-76242068	0.0912
NM_001010982	chr17(.):76178436-76208782	0.1095
NM_001012270	chr17(.):76205276-76226716	0.1137
NM_003258	chr17(.):76165159-76188285	0.1592
NM_004710	chr17(.):76159670-76174009	0.1868
NR_002219	chr17(.):76205320-76225783	0.1154
NM_001145526	chr17(.):76178442-76208782	0.1095
NR_027083	chr17(.):76178397-76198641	0.1214
NM_000918	chr17(.):79796033-79823544	0.126
NM_002359	chr17(.):79871145-79890588	0.1191
NM_016476	chr17(.):79844598-79863363	0.1054
NR_033683	chr17(.):79855776-79874077	0.0995
NM_005782	chr17(.):79840710-79854462	0.1202
NM_001145113	chr17(.):79892520-79910109	0.1081
NM_016538	chr17(.):79864814-79881058	0.1172
NM_001185078	chr17(.):79820596-79834282	0.131
NM_001185077	chr17(.):79820596-79833790	0.1336
NM_148896	chr17(.):79855071-79865781	0.0841
NM_006907	chr17(.):79885268-79899968	0.0974
NM_032711	chr17(.):79871145-79886408	0.1287
NM_001002249	chr17(.):79844817-79863363	0.106
NR_033682	chr17(.):79855776-79874340	0.0993
NM_178493	chr17(.):79905382-79924057	0.0777
NR_015454	chr17(.):79880704-79893629	0.0971
NM_001100407	chr17(.):80395462-80413707	0.1269
NM_001193655	chr17(.):80395462-80412602	0.1291
NM_001038618	chr17(.):80411059-80451143	0.1236
NM_001083608	chr17(.):80411539-80451143	0.1244
NM_173620	chr17(.):80371251-80405516	0.1014
NR_036519	chr17(.):80402590-80413707	0.151
NM_000633	chr18(.):60785578-60991613	0.1327
NM_001083625	chr18(.):9131757-9290206	0.1388
NM_015461	chr18(.):22636887-22937214	0.1046
NM_003199	chr18(.):52884561-53260860	0.1023
NM_021074	chr18(.):9097627-9139343	0.1677
NM_005904	chr18(.):46441222-46482081	0.1787
NM_001190823	chr18(.):46441222-46474177	0.1856
NM_001190822	chr18(.):46441222-46480703	0.1798
NM_030973	chr19(.):50316535-50345237	0.1047
NM_001039846	chr19(.):2091867-2104583	0.1976
NM_019112	chr19(.):1035101-1070570	0.1878
NM_001164605	chr19(.):35640844-35665788	0.1209
NM_018028	chr19(.):39828107-39880537	0.1107
NM_014164	chr19(.):35640624-35665788	0.1201
NR_028406	chr19(.):35640671-35665788	0.1203
NM_020695	chr19(.):1810244-1853452	0.1558
NM_052847	chr19(.):2506217-2707746	0.1562
NM_000064	chr19(.):6672845-6725662	0.1457
NM_005428	chr19(.):6767721-6862371	0.1777
NM_002501	chr19(.):13101583-13214610	0.0958
NM_032855	chr19(.):16239837-16274377	0.1587
NM_021235	chr19(.):16467407-16587762	0.1201
NM_006387	chr19(.):16623699-16658263	0.1132
NM_001017392	chr19(.):19098176-19149380	0.1106
NM_001492	chr19(.):18974360-19011953	0.0965
NM_001398	chr19(.):39301061-39327497	0.0993
NM_001001563	chr19(.):39966051-39986528	0.1118
NM_006801	chr19(.):48880826-48899810	0.1424
NM_152359	chr19(.):50189406-50221988	0.0855
NM_020309	chr19(.):49927654-49949808	0.0861
NM_001136052	chr19(.):50189400-50221988	0.0855
NM_001161440	chr19(.):55687614-55725874	0.1028
NM_024100	chr19(.):979327-999569	0.1511
NM_004368	chr19(.):1021297-1044064	0.2061
NM_033420	chr19(.):1004649-1026141	0.176
NM_138690	chr19(.):995436-1014723	0.1421
NM_012292	chr19(.):1062173-1091627	0.1721
NM_138813	chr19(.):1777073-1817270	0.1264
NM_001178002	chr19(.):1777073-1817199	0.1265
NR_031730	chr19(.):1811157-1821237	0.139
NR_034114	chr19(.):1817087-1829542	0.1377
NM_031918	chr19(.):1847397-1868564	0.1652
NM_138422	chr19(.):1900416-1918446	0.164
NM_001130111	chr19(.):1871974-1890518	0.1344
NM_079834	chr19(.):1900372-1931012	0.1527
NM_017572	chr19(.):2032469-2056243	0.165
NM_130807	chr19(.):2066034-2101269	0.2362
NM_004152	chr19(.):2264519-2278487	0.1891
NM_018049	chr19(.):2228154-2241328	0.1832
NM_000479	chr19(.):2244112-2257072	0.135
NM_198532	chr19(.):2269630-2287181	0.1595
NR_031596	chr19(.):2229060-2239148	0.1925
NM_007165	chr19(.):2231815-2253678	0.1565
NM_144616	chr19(.):2247249-2261422	0.173
NM_001101391	chr19(.):2284773-2313156	0.1272
NR_036207	chr19(.):2245637-2255717	0.1107
NM_032737	chr19(.):2423163-2461958	0.1557
NM_012458	chr19(.):2420621-2432875	0.1469
NM_015675	chr19(.):2471122-2483257	0.2274
NM_015897	chr19(.):4002748-4043067	0.1295
NR_002602	chr19(.):3977504-3987570	0.2094
NM_001961	chr19(.):3971053-3990461	0.2111
NM_001348	chr19(.):3953451-3974826	0.1447
NR_030367	chr19(.):3956411-3966510	0.1433
NM_004240	chr19(.):6734706-6756529	0.1731
NM_020171	chr19(.):6724924-6742304	0.2002
NM_001080452	chr19(.):6724924-6742633	0.1989
NM_005490	chr19(.):6747172-6772523	0.1648
NM_001195800	chr19(.):11195037-11249505	0.1235
NM_052850	chr19(.):13059971-13073050	0.1254
NM_001105578	chr19(.):13004893-13035086	0.1277
NM_000159	chr19(.):12996973-13015783	0.1322
NM_004461	chr19(.):13028283-13049558	0.1287
NM_005053	chr19(.):13051653-13069455	0.1588
NM_006563	chr19(.):12990236-13003017	0.1655
NM_152654	chr19(.):13075431-13090567	0.1191
NM_004343	chr19(.):13044413-13060304	0.1803
NM_023072	chr19(.):13901273-13948044	0.106
NR_029613	chr19(.):13980512-13990622	0.0828
NR_036515	chr19(.):13940329-13952103	0.1399
NM_001098622	chr19(.):13982949-13996571	0.1041
NR_030179	chr19(.):13980688-13990825	0.088
NR_029497	chr19(.):13942100-13952173	0.1484
NR_029495	chr19(.):13942400-13952473	0.1529
NR_029501	chr19(.):13942253-13952331	0.1506
NM_005370	chr19(.):16217489-16249445	0.1417
NM_001145160	chr19(.):16173316-16218813	0.1385
NR_024335	chr19(.):16139522-16157918	0.1021
NR_024336	chr19(.):16140288-16157918	0.1028
NM_003290	chr19(.):16182134-16218813	0.1349
NM_032493	chr19(.):16303664-16351156	0.0983
NM_054113	chr19(.):16267178-16289286	0.1167
NM_014077	chr19(.):16291234-16307857	0.1152
NM_032207	chr19(.):16602204-16637163	0.1
NM_145046	chr19(.):16584874-16612003	0.0956
NM_024881	chr19(.):16655647-16688193	0.102
NM_004831	chr19(.):16680717-16744015	0.1385
NM_001145724	chr19(.):19035009-19054858	0.1037
NM_001145722	chr19(.):19035009-19056113	0.1062
NM_001145721	chr19(.):19035009-19056161	0.1065
NR_027297	chr19(.):19035009-19055444	0.1051
NM_007263	chr19(.):19005322-19035199	0.1118
NM_004838	chr19(.):19035009-19057041	0.108
NM_019070	chr19(.):19025483-19044442	0.1179
NM_178526	chr19(.):19169802-19228704	0.1138
NM_001199196	chr19(.):19139386-19173987	0.1099
NM_015925	chr19(.):35734558-35763867	0.1067
NM_152481	chr19(.):35710703-35724628	0.0959
NM_144987	chr19(.):36228427-36241336	0.199
NM_019104	chr19(.):36234511-36250420	0.1571
NM_144617	chr19(.):36240469-36252930	0.1163
NM_052948	chr19(.):36261416-36284724	0.0873
NM_024660	chr19(.):36225150-36238351	0.1812
NM_014727	chr19(.):36203920-36234779	0.1193
NM_014383	chr19(.):36198829-36212940	0.1187
NM_001039887	chr19(.):36244043-36265077	0.1042
NM_172341	chr19(.):36231493-36242903	0.1926
NM_006149	chr19(.):39287310-39308740	0.0983
NM_012237	chr19(.):39364194-39395463	0.118
NM_001005335	chr19(.):39322027-39347979	0.1345
NM_001001716	chr19(.):39385614-39404534	0.1063
NM_001533	chr19(.):39322027-39345617	0.1389
NM_001193286	chr19(.):39364194-39395502	0.1179
NR_034146	chr19(.):39364194-39389795	0.1097
NM_001195833	chr19(.):39353471-39373919	0.1116
NM_003407	chr19(.):39892486-39905045	0.1526
NM_003169	chr19(.):39931287-39972308	0.1253
NM_001130825	chr19(.):39931185-39972308	0.1262
NM_019088	chr19(.):39871269-39886679	0.1282
NM_017592	chr19(.):39876962-39896203	0.1592
NM_001020	chr19(.):39918846-39931618	0.1395
NM_022835	chr19(.):39898749-39924055	0.1113
NM_001098506	chr19(.):42077530-42098197	0.1058
NM_144577	chr19(.):48794708-48828332	0.1235
NM_018273	chr19(.):48830615-48872186	0.1401
NM_012451	chr19(.):48862650-48884634	0.1271
NM_001425	chr19(.):48823628-48838810	0.198
NM_153608	chr19(.):48769653-48795863	0.0958
NM_000836	chr19(.):48893131-48953188	0.1175
NR_000021	chr19(.):49988222-49998304	0.1353
NM_001015	chr19(.):49994633-50007944	0.1437
NR_000018	chr19(.):49989431-49999517	0.1566
NM_153329	chr19(.):49951472-49979305	0.1205
NM_001459	chr19(.):49972485-49994488	0.1138
NM_020650	chr19(.):50025874-50051890	0.1062
NM_001136019	chr19(.):50010535-50034685	0.0795
NR_001285	chr19(.):49995975-50006062	0.1512
NR_000020	chr19(.):49988873-49998956	0.1416
NR_000019	chr19(.):49989163-49999229	0.1509
NM_017916	chr19(.):49944549-49960115	0.133
NR_026712	chr19(.):49985864-50000096	0.1412
NM_012423	chr19(.):49985864-50000564	0.1425
NM_004107	chr19(.):50011435-50034685	0.0806
NR_029703	chr19(.):49999041-50009125	0.1426
NM_001197122	chr19(.):50157825-50174132	0.1474
NM_001040668	chr19(.):50163398-50182173	0.1737
NR_033397	chr19(.):50175495-50196704	0.1319
NM_001101340	chr19(.):50186941-50199247	0.0915
NM_021228	chr19(.):50140381-50166906	0.1225
NM_006270	chr19(.):50133551-50148400	0.1245
NM_001098632	chr19(.):50367296-50385644	0.1776
NM_032375	chr19(.):50367296-50385578	0.1781
NM_001098633	chr19(.):50367296-50385612	0.1779
NM_017432	chr19(.):50349415-50368999	0.1131
NM_001168222	chr19(.):50375681-50397007	0.1424
NM_007254	chr19(.):50359459-50375822	0.1335
NM_152899	chr19(.):50387913-50405147	0.1221
NM_012068	chr19(.):50426958-50442193	0.1276
NM_032430	chr19(.):55790533-55828903	0.1095
NM_173804	chr19(.):55733001-55745632	0.089
NM_001130106	chr19(.):55768590-55796751	0.1243
NM_014931	chr19(.):55736146-55775038	0.1127
NM_032836	chr19(.):56097736-56115893	0.1188
NM_007279	chr19(.):56160415-56191082	0.1185
NM_207115	chr19(.):56147391-56159836	0.1355
NM_153219	chr19(.):56106729-56119504	0.1518
NM_203374	chr19(.):56127106-56140941	0.102
NM_016535	chr19(.):56149985-56161989	0.1195
NM_013301	chr19(.):56153953-56169526	0.1246
NM_001163423	chr19(.):56148462-56159836	0.1355
NM_016202	chr19(.):56148417-56159836	0.1359
NM_001130072	chr19(.):56181560-56212133	0.1003
NM_001130071	chr19(.):56182990-56212133	0.0997
NM_001195605	chr19(.):56119958-56134907	0.0864
NM_003818	chr20(.):5102481-5176989	0.1277
NM_052865	chr20(.):17944761-17976762	0.1275
NM_001042472	chr20(.):25275849-25376477	0.1297
NM_015600	chr20(.):25270378-25376477	0.1291
NM_178580	chr20(.):30097240-30162370	0.149
NM_001191	chr20(.):30247260-30315656	0.1855
NM_031483	chr20(.):32946061-33104197	0.119
NM_177996	chr20(.):34695347-34825721	0.1108
NM_015568	chr20(.):37429347-37556667	0.131
NM_032883	chr20(.):42539781-42703254	0.1293
NM_001098798	chr20(.):42569535-42703254	0.1311
NM_001098797	chr20(.):42538491-42703254	0.1293
