#30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_ROSE/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam
#Using cutoff of 11762.613 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuper
11_MACS_peak_37735_lociStitched	chr9	140935080	140947581	11	10700	13173.5538	1088.8371	800	1
2_MACS_peak_7658_lociStitched	chr11	46403530	46413021	2	9297	12995.0772	917.7797	801	1
3_MACS_peak_29169_lociStitched	chr4	3458340	3468728	3	10099	12883.1976	817.5356	802	1
6_MACS_peak_14152_lociStitched	chr17	16735042	16748096	6	12293	13568.3276	1529.9288	803	1
2_MACS_peak_7401_lociStitched	chr11	2227296	2236966	2	9409	12829.189	840.323	804	1
4_MACS_peak_25266_lociStitched	chr21	43831564	43841661	4	9649	13530.9897	1562.0059	805	1
1_MACS_peak_16041_lociStitched	chr17	74921770	74931454	1	9685	12911.6772	943.2216	806	1
2_MACS_peak_29165_lociStitched	chr4	3445174	3454496	2	9075	12600.5474	642.2858	807	1
1_MACS_peak_36139_lociStitched	chr9	133923363	133933316	1	9954	12849.323	910.6995	808	1
4_MACS_peak_31785_lociStitched	chr7	1018113	1027446	4	8951	12426.8895	501.1821	809	1
8_MACS_peak_37156_lociStitched	chr9	138129325	138141961	8	11832	12718.134	802.386	810	1
6_MACS_peak_7722_lociStitched	chr11	61314966	61325775	6	10334	12787.047	872.2863	811	1
1_MACS_peak_6397_lociStitched	chr10	102888610	102897256	1	8647	12688.8696	779.0046	812	1
2_MACS_peak_7374_lociStitched	chr11	2149788	2159240	2	9075	12481.366	578.4624	813	1
5_MACS_peak_14330_lociStitched	chr17	21313440	21324571	5	10607	13402.8371	1506.0243	814	1
6_MACS_peak_29317_lociStitched	chr4	3874083	3886432	6	11460	13198.6112	1305.2893	815	1
9_MACS_peak_10368_lociStitched	chr13	113606100	113618419	9	11416	13080.3142	1201.1025	816	1
5_MACS_peak_21160_lociStitched	chr19	47154412	47164449	5	9577	12844.3489	1009.7222	817	1
3_MACS_peak_5663_lociStitched	chr1	228192443	228203109	3	10317	13106.3808	1298.0522	818	1
1_MACS_peak_27136_lociStitched	chr22	42948293	42956724	1	8432	12808.3752	1000.7597	819	1
5_MACS_peak_1195_lociStitched	chr1	5807932	5818618	5	10332	12538.9524	737.334	820	1
3_MACS_peak_26679_lociStitched	chr22	37118188	37129662	3	10993	13019.5478	1221.981	821	1
7_MACS_peak_24983_lociStitched	chr20	62681299	62692409	7	9396	12946.483	1170.994	822	1
