REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
9_MACS_peak_1681_lociStitched	chr1	7690457	7706419	9	14506	16689.8672	1053.492	449	CAMTA1		VAMP3	VAMP3	NONE	449	1
8_MACS_peak_24596_lociStitched	chr20	60445543	60461308	8	14445	18150.2445	1062.561	450	CDH4		MIR1257	MIR1257	0.49700000000000005	450	1
4_MACS_peak_18237_lociStitched	chr19	7757421	7772241	4	14426	17532.06	1959.204	451	FCER2	RETN,C19orf59,TRAPPC5,CLEC4G,CD209	FCER2	RETN	1.3134000000000001	451	1
3_MACS_peak_752_lociStitched	chr1	3372376	3386833	3	14406	19288.5294	1010.5443	452	ARHGEF16		ARHGEF16	ARHGEF16	0.9657000000000001	452	1
4_MACS_peak_36155_lociStitched	chr9	133980457	133995463	4	14366	17653.0584	1434.5736	453	AIF1L	NUP214	NUP214	NONE	NONE	453	1
8_MACS_peak_3201_lociStitched	chr1	19039831	19055373	8	14364	16752.7218	983.8086	454	PAX7		PAX7	PAX7	0.8845999999999999	454	1
14_MACS_peak_3432_lociStitched	chr1	20679584	20696649	14	14350	15940.4165	1365.2	455	VWA5B1,LOC339505		LOC339505	LOC339505	0.6443	455	1
6_MACS_peak_4083_lociStitched	chr1	29563031	29578067	6	14337	17749.998	1420.902	456	PTPRU	MECR	PTPRU	PTPRU	0.7916000000000001	456	1
9_MACS_peak_32076_lociStitched	chr7	2716104	2731673	9	14321	18818.2503	1507.0792	457	AMZ1	TTYH3	AMZ1	TTYH3	0.9077999999999999	457	1
11_MACS_peak_25906_lociStitched	chr22	19975162	19990859	11	14283	15966.9884	1282.4449	458	ARVCF	COMT,C22orf25,MIR185,TXNRD2	ARVCF	ARVCF	0.5952999999999999	458	1
10_MACS_peak_32696_lociStitched	chr7	100831782	100847639	10	14225	16741.8206	1435.0585	459	MOGAT3	AP1S1,ZNHIT1,VGF,C7orf52,PLOD3,CLDN15,FIS1	MOGAT3	C7orf52	1.0544	459	1
4_MACS_peak_11749_lociStitched	chr16	1091548	1106556	4	14222	19526.9088	903.4816	460		SSTR5,LOC146336,C1QTNF8	SSTR5	LOC146336	1.0147000000000002	460	1
4_MACS_peak_3941_lociStitched	chr1	23167250	23181518	4	14212	15661.9836	1092.9288	461	EPHB2	MIR4253	MIR4253	MIR4253	0.9096000000000001	461	1
6_MACS_peak_16831_lociStitched	chr17	79096689	79111615	6	14206	19563.5082	1080.6424	462	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR1250	MIR1250	1.3493	462	1
7_MACS_peak_7429_lociStitched	chr11	2305973	2320861	7	14183	17633.3472	1152.3312	463	C11orf21	TSPAN32,ASCL2	C11orf21	C11orf21	0.986	463	1
5_MACS_peak_35875_lociStitched	chr9	132454629	132469211	5	14175	19099.5036	1258.4266	464	PRRX2	PTGES	PRRX2	PTGES	1.1993	464	1
6_MACS_peak_16246_lociStitched	chr17	76445748	76460913	6	14173	18037.251	1222.299	465	DNAH17		PGS1	PGS1	0.0296	465	1
4_MACS_peak_16161_lociStitched	chr17	75892857	75907365	4	14148	17786.808	1458.054	466		FLJ45079	FLJ45079	FLJ45079	0.7592	466	1
1_MACS_peak_25713_lociStitched	chr21	47364033	47378174	1	14142	22045.819	1865.1979	467		COL6A1	COL6A1	COL6A1	1.1081999999999999	467	1
10_MACS_peak_23685_lociStitched	chr20	48966890	48982726	10	14123	16535.9512	1347.6436	468			LOC284751	LOC284751	0.8835000000000001	468	1
7_MACS_peak_32054_lociStitched	chr7	2671756	2686440	7	14119	17062.808	1189.404	469	TTYH3	AMZ1	TTYH3	TTYH3	0.9077999999999999	469	1
12_MACS_peak_17768_lociStitched	chr19	5170199	5186047	12	14118	17103.1616	1873.2336	470			PTPRS	PTPRS	0.904	470	1
8_MACS_peak_20649_lociStitched	chr19	42211572	42226313	8	14093	17168.8427	1286.8893	471	CEACAM5	CEACAM6,CEACAM7	CEACAM5	CEACAM5	0.8061	471	1
5_MACS_peak_27380_lociStitched	chr22	44752318	44767130	5	14067	15835.5092	996.8476	472		KIAA1644	KIAA1644	KIAA1644	0.8258	472	1
4_MACS_peak_1319_lociStitched	chr1	6558043	6572272	4	14050	21450.2175	1213.7337	473	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	TNFRSF25	1.2525	473	1
10_MACS_peak_12345_lociStitched	chr16	29263158	29278508	10	14042	15392.98	1036.125	474		RUNDC2C	RUNDC2C	RUNDC2C	0.3392	474	1
5_MACS_peak_21539_lociStitched	chr19	49262543	49277579	5	14040	16404.276	1284.0744	475		FGF21,MAMSTR,RASIP1,IZUMO1,FUT1,BCAT2	FGF21	FGF21	0.7947	475	1
1_MACS_peak_27065_lociStitched	chr22	42751391	42765351	1	13961	18323.896	1214.52	476			NFAM1	NFAM1	0.854	476	1
4_MACS_peak_3740_lociStitched	chr1	22665221	22679472	4	13959	17336.3415	1375.2215	477			ZBTB40	ZBTB40	NONE	477	1
8_MACS_peak_31338_lociStitched	chr6	33762696	33777787	8	13949	15109.1092	1196.7163	478	MLN	IP6K3,LEMD2	MLN	MLN	0.8361	478	1
5_MACS_peak_16799_lociStitched	chr17	78492739	78507011	5	13940	17279.1104	1330.1504	479		RPTOR,NPTX1	RPTOR	NPTX1	1.3116999999999999	479	1
6_MACS_peak_3814_lociStitched	chr1	22938928	22953706	6	13938	16804.0638	1225.0962	480		EPHA8,C1QA,C1QC,C1QB	C1QA	EPHA8	0.9862	480	1
3_MACS_peak_26995_lociStitched	chr22	40067938	40082135	3	13919	17788.841	1120.1433	481	CACNA1I		CACNA1I	CACNA1I	0.8501000000000001	481	1
6_MACS_peak_27207_lociStitched	chr22	43813550	43828107	6	13918	16594.98	1016.0786	482	MPPED1		MPPED1	MPPED1	0.5825	482	1
7_MACS_peak_26810_lociStitched	chr22	37780740	37795434	7	13916	17944.3128	1068.2538	483	ELFN2		ELFN2	ELFN2	1.2193	483	1
5_MACS_peak_6541_lociStitched	chr10	126736759	126751021	5	13904	15321.6666	1564.5414	484	CTBP2	CTBP2,MIR4296	MIR4296	MIR4296	0.6454	484	1
7_MACS_peak_25409_lociStitched	chr21	45666710	45681747	7	13902	19806.7364	1660.0848	485	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	AIRE	1.1118	485	1
1_MACS_peak_17709_lociStitched	chr19	4275120	4289017	1	13898	22032.3038	1812.1688	486	SHD	EBI3,CCDC94,FSD1,TMIGD2,STAP2	SHD	SHD	1.3581	486	1
3_MACS_peak_36603_lociStitched	chr9	136438611	136452736	3	13863	17305.95	954.85	487	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	FAM163B	1.2006999999999999	487	1
8_MACS_peak_11753_lociStitched	chr16	1107077	1122359	8	13860	17268.66	912.3354	488	LOC146336	SSTR5,C1QTNF8	SSTR5	SSTR5	0.9200999999999999	488	1
6_MACS_peak_5476_lociStitched	chr1	202153034	202167642	6	13836	22659.9296	2464.3696	489	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	LGR6	0.47439999999999993	489	1
6_MACS_peak_18884_lociStitched	chr19	13974092	13988951	6	13833	17041.7871	1364.0562	490	MIR181C,MIR181D,NANOS3	CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	MIR181C	0.9114000000000001	490	1
4_MACS_peak_2507_lociStitched	chr1	17440173	17454349	4	13817	19103.5776	1227.6416	491	PADI2		PADI2	PADI2	1.0404	491	1
8_MACS_peak_25877_lociStitched	chr22	19690100	19705040	8	13814	17579.898	1201.176	492	SEPT5,SEPT5-GP1BB	SEPT5-GP1BB,SEPT5,GP1BB,TBX1	SEPT5	GP1BB	1.3124	492	1
6_MACS_peak_35858_lociStitched	chr9	132406692	132422067	6	13812	17844.225	1240.7625	493		METTL11A,PRRX2,C9orf50,ASB6	ASB6	PRRX2	1.1409	493	1
2_MACS_peak_25773_lociStitched	chr21	47528256	47542455	2	13811	19077.7764	1483.7955	494	COL6A2	FTCD	COL6A2	COL6A2	1.0142	494	1
4_MACS_peak_17615_lociStitched	chr19	3582727	3596914	4	13795	22711.9683	1743.5823	495	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	1.278	495	1
7_MACS_peak_11966_lociStitched	chr16	3054903	3069641	7	13759	18543.3516	1209.9898	496	CLDN9,CLDN6	KREMEN2,PAQR4,LOC283875,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	LOC283875	1.3502999999999998	496	1
3_MACS_peak_16606_lociStitched	chr17	77752436	77766423	3	13744	19162.19	1275.6144	497	CBX2	ENPP7,CBX8,CBX4	CBX2	CBX2	1.2182	497	1
12_MACS_peak_8437_lociStitched	chr11	69531654	69546379	12	13717	14682.2975	1085.2325	498		ORAOV1,FGF19,FGF4	FGF19	FGF19	0.9516	498	1
3_MACS_peak_25490_lociStitched	chr21	45965820	45979782	3	13699	19203.3348	1387.8228	499	C21orf29,KRTAP10-2,KRTAP10-3	C21orf90,KRTAP10-4,KRTAP10-7,KRTAP10-1,KRTAP10-5,KRTAP10-6	KRTAP10-2	C21orf90	1.2424	499	1
5_MACS_peak_26498_lociStitched	chr22	30834020	30847957	5	13685	16872.1322	1938.6367	500		SEC14L2,MTFP1,SEC14L3,SDC4P	MTFP1	SDC4P	0.7745	500	1
9_MACS_peak_2677_lociStitched	chr1	17840778	17855807	9	13664	14647.2634	1257.9273	501		ARHGEF10L	ARHGEF10L	ARHGEF10L	0.8451	501	1
2_MACS_peak_7487_lociStitched	chr11	2426928	2440701	2	13661	23368.6491	1043.9934	502	TRPM5	CD81,TSSC4,KCNQ1	TSSC4	CD81	0.7259	502	1
3_MACS_peak_25633_lociStitched	chr21	46665984	46679728	3	13645	18001.8912	1833.4496	503		LOC642852,POFUT2	POFUT2	LOC642852	1.0545	503	1
4_MACS_peak_32481_lociStitched	chr7	99760453	99774623	4	13639	21157.227	1650.805	504	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	GAL3ST4	0.8617999999999999	504	1
5_MACS_peak_25790_lociStitched	chr22	18760820	18774929	5	13636	18194.9664	2366.0793	505	GGT3P		GGT3P	GGT3P	0.7292000000000001	505	1
3_MACS_peak_14442_lociStitched	chr17	34490562	34504524	3	13590	22818.0966	3417.8976	506	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	TBC1D3B	1.0275	506	1
8_MACS_peak_29237_lociStitched	chr4	3702373	3716724	8	13574	16108.9975	927.0746	507		LOC100133461	LOC100133461	LOC100133461	0.9554	507	1
4_MACS_peak_22859_lociStitched	chr2	220419788	220434208	4	13573	18219.67	1215.606	508	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	ACCN4	0.9136000000000001	508	1
2_MACS_peak_14511_lociStitched	chr17	36283722	36297277	2	13535	26303.4775	3688.3155	509	TBC1D3,TBC1D3F	LOC284100	TBC1D3	TBC1D3	1.2116	509	1
4_MACS_peak_17934_lociStitched	chr19	5553073	5566846	4	13440	17134.9893	1435.1466	510	PLAC2		PLAC2	PLAC2	0.8585	510	1
5_MACS_peak_592_lociStitched	chr1	3046883	3061017	5	13427	17018.7494	852.2802	511	PRDM16	MIR4251	MIR4251	MIR4251	0.8749	511	1
6_MACS_peak_2658_lociStitched	chr1	17703778	17718039	6	13424	15746.9962	1277.7856	512	PADI6	RCC2	PADI6	PADI6	0.6801	512	1
6_MACS_peak_15726_lociStitched	chr17	72338648	72352843	6	13382	16534.336	1202.3165	513	KIF19,BTBD17	GPR142	BTBD17	BTBD17	0.9581999999999999	513	1
2_MACS_peak_16914_lociStitched	chr17	79759047	79772477	2	13375	23145.262	851.462	514	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	GCGR	1.2226	514	1
9_MACS_peak_2748_lociStitched	chr1	17964220	17979065	9	13362	14752.961	1264.794	515	ARHGEF10L		ARHGEF10L	ARHGEF10L	0.8451	515	1
5_MACS_peak_764_lociStitched	chr1	3403851	3418213	5	13361	17550.364	1219.3338	516	MEGF6	ARHGEF16	ARHGEF16	ARHGEF16	0.9657000000000001	516	1
6_MACS_peak_6387_lociStitched	chr10	102841713	102855390	6	13358	16089.6228	1512.6762	517	TLX1NB	KAZALD1,TLX1	KAZALD1	TLX1	0.9685999999999999	517	1
6_MACS_peak_11763_lociStitched	chr16	1126776	1140523	6	13353	14826.1395	850.9393	518	SSTR5,LOC146336,C1QTNF8		SSTR5	SSTR5	0.9200999999999999	518	1
6_MACS_peak_23369_lociStitched	chr20	34958412	34972431	6	13344	17282.6232	1230.8682	519		DLGAP4	DLGAP4	DLGAP4	0.19100000000000003	519	1
4_MACS_peak_25463_lociStitched	chr21	45876596	45890207	4	13337	17228.8038	1533.9597	520	LRRC3	C21orf90	LRRC3	C21orf90	1.2424	520	1
9_MACS_peak_14016_lociStitched	chr17	7699296	7713545	9	13328	16621.4585	1349.3803	521	DNAH2	RPL29P2,KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	RPL29P2	0.4965	521	1
1_MACS_peak_32281_lociStitched	chr7	44267369	44280692	1	13324	21248.8527	1101.8121	522	CAMK2B	YKT6,GCK	YKT6	GCK	0.08710000000000001	522	1
6_MACS_peak_28210_lociStitched	chr22	50477765	50491753	6	13305	15946.32	923.208	523	TTLL8	MOV10L1,IL17REL,MLC1	TTLL8	TTLL8	0.9521	523	1
7_MACS_peak_16563_lociStitched	chr17	77648483	77662484	7	13291	16169.7549	1169.0835	524		ENPP7	ENPP7	ENPP7	0.8119000000000001	524	1
4_MACS_peak_24732_lociStitched	chr20	61408551	61422166	4	13256	18091.612	1324.7395	525		C20orf20,OGFR,COL9A3	C20orf20	COL9A3	0.6923999999999999	525	1
4_MACS_peak_26078_lociStitched	chr22	21563568	21577070	4	13254	15771.6862	2167.071	526			POM121L8P	POM121L8P	NONE	526	1
2_MACS_peak_183_lociStitched	chr1	1886765	1900155	2	13253	17283.812	1167.608	527	KIAA1751	CALML6,TMEM52	KIAA1751	KIAA1751	0.9258	527	1
6_MACS_peak_21222_lociStitched	chr19	47964658	47978679	6	13246	15587.1457	1172.1556	528	SLC8A2,KPTN	MEIS3,NAPA	SLC8A2	MEIS3	1.2815	528	1
3_MACS_peak_16965_lociStitched	chr17	81012401	81026039	3	13237	18336.291	1130.5902	529		METRNL,B3GNTL1	B3GNTL1	METRNL	0.7005	529	1
2_MACS_peak_15961_lociStitched	chr17	73606070	73619323	2	13229	20898.6557	1498.9143	530	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	NONE	NONE	530	1
5_MACS_peak_586_lociStitched	chr1	3030968	3044681	5	13223	14331.4563	872.1468	531	PRDM16,MIR4251	FLJ42875	MIR4251	MIR4251	0.8749	531	1
5_MACS_peak_24767_lociStitched	chr20	61651358	61664987	5	13213	17040.3387	911.7801	532	LOC63930	LOC100144597,BHLHE23,NCRNA00029	NCRNA00029	LOC100144597	1.103	532	1
11_MACS_peak_9667_lociStitched	chr12	3350793	3365270	11	13203	14393.0334	1049.5825	533	TSPAN9		TSPAN9	TSPAN9	0.7712	533	1
3_MACS_peak_25901_lociStitched	chr22	19749013	19762671	3	13200	20235.6928	1062.5924	534	TBX1	SEPT5,SEPT5-GP1BB,GP1BB	TBX1	GP1BB	1.3124	534	1
2_MACS_peak_14636_lociStitched	chr17	39772388	39785727	2	13157	17582.1359	1228.5219	535	KRT17,KRT42P	KRT9,KRT14,KRT16	KRT17	KRT17	1.1495	535	1
7_MACS_peak_28709_lociStitched	chr3	50421148	50434805	7	13141	14821.9421	1113.0455	536	CACNA2D2	CYB561D2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	ZMYND10	0.0733	536	1
8_MACS_peak_22212_lociStitched	chr19	56055726	56069968	8	13110	15130.7008	1251.8718	537		ZNF524,SBK2,ZNF579,FIZ1	SBK2	SBK2	0.5931	537	1
8_MACS_peak_3843_lociStitched	chr1	22990179	23004614	8	13107	13684.38	1343.8985	538		C1QA,C1QC,C1QB,EPHB2	C1QB	EPHB2	0.8781	538	1
4_MACS_peak_32595_lociStitched	chr7	100416697	100430289	4	13094	15996.4248	1060.176	539	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	EPHB4	0.8925000000000001	539	1
6_MACS_peak_11697_lociStitched	chr16	965049	978403	6	13076	15208.8706	742.4824	540	LMF1		LMF1	LMF1	0.8484	540	1
8_MACS_peak_30249_lociStitched	chr4	8899714	8914520	8	13076	17046.1478	1328.0982	541		LOC650293,HMX1	HMX1	HMX1	0.5389	541	1
7_MACS_peak_17144_lociStitched	chr19	377935	392119	7	13064	15166.9512	1863.7776	542		MIER2,THEG,C2CD4C	THEG	THEG	0.9523000000000001	542	1
7_MACS_peak_31492_lociStitched	chr6	34100183	34114259	7	13048	16067.754	1233.0576	543	GRM4		GRM4	GRM4	0.9304	543	1
4_MACS_peak_15267_lociStitched	chr17	48634119	48647691	4	13008	18015.4728	1366.7004	544	CACNA1G	MYCBPAP,EPN3,SPATA20	CACNA1G	CACNA1G	1.1282	544	1
4_MACS_peak_9747_lociStitched	chr12	6928974	6942602	4	12975	22622.48	1478.638	545	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,CDCA3,SPSB2	LEPREL2	LEPREL2	0.8802999999999999	545	1
1_MACS_peak_17315_lociStitched	chr19	1776182	1789149	1	12968	24996.4859	1587.1608	546	ATP8B3	ONECUT3,LOC100288123,MIR1909	ONECUT3	ONECUT3	1.6651	546	1
10_MACS_peak_15737_lociStitched	chr17	72361346	72375639	10	12968	15081.9736	1387.8503	547	GPR142	KIF19,BTBD17	GPR142	BTBD17	0.9581999999999999	547	1
2_MACS_peak_28787_lociStitched	chr3	50566021	50579164	2	12959	16896.6408	921.3243	548		HEMK1,CACNA2D2,C3orf18	CACNA2D2	CACNA2D2	0.7932	548	1
2_MACS_peak_24778_lociStitched	chr20	61688356	61701459	2	12945	16407.5766	1156.9949	549	LOC63930	LOC100144597,HAR1A,BHLHE23,NCRNA00029,HAR1B	LOC100144597	LOC100144597	1.103	549	1
5_MACS_peak_13587_lociStitched	chr17	1157419	1171046	5	12932	14229.3134	1402.2183	550		BHLHA9,TUSC5	BHLHA9	TUSC5	1.0291000000000001	550	1
2_MACS_peak_76_lociStitched	chr1	1059506	1072483	2	12910	19819.7721	948.6187	551		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	MIR200B	1.506	551	1
4_MACS_peak_63_lociStitched	chr1	987076	1000203	4	12898	18110.0092	1126.2966	552	AGRN	ISG15	AGRN	AGRN	0.9878000000000001	552	1
9_MACS_peak_150_lociStitched	chr1	1520092	1534296	9	12898	15289.1856	1343.6984	553		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	MMP23B	0.2666	553	1
3_MACS_peak_27089_lociStitched	chr22	42794838	42807864	3	12890	17353.2372	1065.5268	554	NFAM1		NFAM1	NFAM1	0.854	554	1
2_MACS_peak_36975_lociStitched	chr9	137704293	137717220	2	12883	17731.9659	994.0863	555	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689B	0.1052	555	1
2_MACS_peak_11645_lociStitched	chr16	821000	834136	2	12878	18131.6208	1015.4128	556	MSLNL	FAM173A,HAGHL,MSLN,MIR662,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MSLNL	MSLNL	0.9519	556	1
8_MACS_peak_24090_lociStitched	chr20	57187621	57202068	8	12832	15102.8938	1186.0987	557	LOC149773	STX16	STX16	STX16	0.01580000000000001	557	1
2_MACS_peak_2353_lociStitched	chr1	16383508	16396434	2	12829	17134.7056	1178.8512	558	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	CLCNKA	1.3114	558	1
7_MACS_peak_22869_lociStitched	chr2	220493318	220506942	7	12805	14480.9496	1209.8112	559	SLC4A3	STK11IP	SLC4A3	SLC4A3	0.6664	559	1
9_MACS_peak_19851_lociStitched	chr19	33699089	33713048	9	12794	15317.2107	1150.2216	560	LRP3,SLC7A10		SLC7A10	SLC7A10	0.7939999999999999	560	1
1_MACS_peak_10486_lociStitched	chr13	114053852	114066628	1	12777	17248.8776	1289.0984	561		GRTP1,ADPRHL1	GRTP1	GRTP1	0.4442	561	1
9_MACS_peak_2147_lociStitched	chr1	11435243	11449188	9	12767	13781.8435	1295.4905	562			PTCHD2	PTCHD2	0.43960000000000005	562	1
5_MACS_peak_7109_lociStitched	chr11	1236023	1249861	5	12764	16767.5046	917.4594	563	MUC5B		MUC5B	MUC5B	0.8275999999999999	563	1
5_MACS_peak_16794_lociStitched	chr17	78478446	78491756	5	12760	14627.69	1058.145	564		RPTOR,NPTX1	RPTOR	NPTX1	1.3116999999999999	564	1
4_MACS_peak_20579_lociStitched	chr19	41695105	41708358	4	12759	14819.5046	1233.8543	565	CYP2S1	AXL	CYP2S1	CYP2S1	0.8065	565	1
3_MACS_peak_14379_lociStitched	chr17	26815122	26828759	3	12721	16203.4834	1592.8016	566	SLC13A2	FOXN1	SLC13A2	FOXN1	0.9544000000000001	566	1
5_MACS_peak_15800_lociStitched	chr17	72516581	72530203	5	12713	15511.3714	1405.7904	567	CD300LB	CD300C	CD300LB	CD300C	0.8727	567	1
7_MACS_peak_16258_lociStitched	chr17	76478560	76491972	7	12695	16530.29	1076.9836	568	DNAH17		DNAH17	DNAH17	0.8155	568	1
6_MACS_peak_28227_lociStitched	chr22	50512528	50526186	6	12678	15941.6176	1152.7352	569	MLC1	MOV10L1,TTLL8	MLC1	TTLL8	0.9521	569	1
4_MACS_peak_19407_lociStitched	chr19	17703919	17716690	4	12671	15922.8828	1294.9794	570	UNC13A	GLT25D1	GLT25D1	GLT25D1	0.16649999999999998	570	1
7_MACS_peak_24490_lociStitched	chr20	60270375	60284307	7	12656	13869.306	1050.4728	571	CDH4		MIR1257	MIR1257	0.49700000000000005	571	1
5_MACS_peak_7184_lociStitched	chr11	1463206	1476290	5	12654	16197.992	1027.094	572	BRSK2	MOB2	MOB2	MOB2	0.7431	572	1
5_MACS_peak_31802_lociStitched	chr7	1248236	1261788	5	12650	14775.7456	1078.7392	573		UNCX,ZFAND2A	UNCX	UNCX	0.4843	573	1
3_MACS_peak_14070_lociStitched	chr17	7983520	7996765	3	12593	16818.501	1055.6265	574	MIR4314,ALOX12B	ALOX15B,ALOXE3,HES7	ALOX12B	ALOX12B	1.1700000000000002	574	1
7_MACS_peak_15771_lociStitched	chr17	72417440	72431029	7	12586	15322.9564	991.997	575	GPRC5C	CD300A	GPRC5C	GPRC5C	0.7593	575	1
4_MACS_peak_17992_lociStitched	chr19	5875240	5888229	4	12570	16163.5116	1886.0028	576		VMAC,CAPS,FUT6,FUT3,FUT5,NDUFA11	FUT5	FUT5	1.1209	576	1
5_MACS_peak_25177_lociStitched	chr21	43100452	43113649	5	12564	16138.6113	1864.7361	577	NCRNA00111	NCRNA00112,C21orf129	NCRNA00111	NCRNA00112	1.2502000000000002	577	1
9_MACS_peak_462_lociStitched	chr1	2789048	2803233	9	12559	15186.461	940.4655	578			ACTRT2	ACTRT2	0.7887	578	1
3_MACS_peak_14571_lociStitched	chr17	37751288	37763960	3	12558	19199.3472	1096.128	579	NEUROD2	PPP1R1B,STARD3	NEUROD2	NEUROD2	1.1906999999999999	579	1
8_MACS_peak_32654_lociStitched	chr7	100703311	100717741	8	12557	15349.191	1239.537	580		MUC17,TRIM56	TRIM56	MUC17	0.538	580	1
5_MACS_peak_6426_lociStitched	chr10	104165383	104178610	5	12548	20389.4205	1170.5895	581	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	PSD	0.7499	581	1
7_MACS_peak_2630_lociStitched	chr1	17655762	17669223	7	12524	14458.4601	1215.5283	582	PADI4	PADI6	PADI4	PADI4	0.8227000000000001	582	1
6_MACS_peak_2723_lociStitched	chr1	17915986	17929467	6	12510	13799.1516	1062.3028	583	ARHGEF10L		ARHGEF10L	ARHGEF10L	0.8451	583	1
4_MACS_peak_3637_lociStitched	chr1	21950686	21963398	4	12499	13853.5376	1375.4384	584	RAP1GAP		RAP1GAP	RAP1GAP	0.778	584	1
2_MACS_peak_13942_lociStitched	chr17	7185027	7197514	2	12486	18092.4143	1081.3742	585	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	SLC2A4	SLC2A4	1.0985999999999998	585	1
3_MACS_peak_293_lociStitched	chr1	2144172	2156922	3	12473	14542.65	1203.6	586		SKI,LOC100128003,C1orf86	SKI	C1orf86	0.2496	586	1
5_MACS_peak_20753_lociStitched	chr19	42497562	42511242	5	12471	16742.952	1616.976	587	ATP1A3,GRIK5	RABAC1	ATP1A3	ATP1A3	1.1081	587	1
9_MACS_peak_16588_lociStitched	chr17	77716367	77729899	9	12468	15040.818	1027.0788	588		ENPP7,CBX2,CBX8	ENPP7	CBX2	1.2182	588	1
5_MACS_peak_24990_lociStitched	chr20	62711416	62724525	5	12467	16336.4358	1166.701	589	OPRL1,C20orf201	NCRNA00176,TCEA2,SOX18,RGS19,NPBWR2	C20orf201	NPBWR2	1.4924	589	1
9_MACS_peak_11703_lociStitched	chr16	978924	992500	9	12448	14603.7032	1022.2728	590	LMF1	SOX8	LMF1	SOX8	1.1887	590	1
6_MACS_peak_6445_lociStitched	chr10	114741920	114755126	6	12423	13993.0776	1303.4322	591	TCF7L2		TCF7L2	TCF7L2	0.2192	591	1
5_MACS_peak_14200_lociStitched	chr17	18982506	18995411	5	12415	13804.4785	1355.025	592		GRAPL,GRAP	GRAP	GRAPL	0.29600000000000004	592	1
7_MACS_peak_332_lociStitched	chr1	2416283	2429836	7	12386	15206.466	908.051	593	PLCH2	PANK4,HES5	PLCH2	HES5	1.0590000000000002	593	1
12_MACS_peak_36515_lociStitched	chr9	136146807	136161285	12	12385	13652.754	1145.2098	594	ABO	SURF6	ABO	ABO	0.7267	594	1
5_MACS_peak_27247_lociStitched	chr22	44231123	44243714	5	12380	15081.4998	1126.8945	595	SULT4A1	EFCAB6,PNPLA5	SULT4A1	SULT4A1	0.8442000000000001	595	1
5_MACS_peak_3243_lociStitched	chr1	19135481	19148742	5	12348	13768.8963	1266.4255	596		TAS1R2	TAS1R2	TAS1R2	0.8524999999999999	596	1
4_MACS_peak_16618_lociStitched	chr17	77813617	77826775	4	12343	18308.0412	1157.904	597		CBX8,CBX4	CBX4	CBX8	1.0744	597	1
4_MACS_peak_741_lociStitched	chr1	3344034	3356546	4	12328	14167.3376	864.5792	598	PRDM16	ARHGEF16	ARHGEF16	ARHGEF16	0.9657000000000001	598	1
6_MACS_peak_14152_lociStitched	chr17	16735042	16748096	6	12293	13568.3276	1529.9288	599	KRT16P2	LOC162632,FAM106C	KRT16P2	KRT16P2	0.49579999999999996	599	1
5_MACS_peak_7197_lociStitched	chr11	1593766	1606907	5	12286	16016.2508	1364.0358	600	LOC338651,MOB2,KRTAP5-1	KRTAP5-5,DUSP8,KRTAP5-2,KRTAP5-3,KRTAP5-4	KRTAP5-1	KRTAP5-5	1.4606	600	1
3_MACS_peak_7191_lociStitched	chr11	1558987	1571557	3	12246	17658.336	1300.995	601	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	KRTAP5-1	0.9581	601	1
