#30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_ROSE/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam
#Using cutoff of 11762.613 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuperStretch
1_MACS_peak_22140_lociStitched	chr19	55726057	55726505	1	449	324.4416	45.3376	13538	0
1_MACS_peak_37734_lociStitched	chr9	140932678	140933125	1	448	311.6037	26.2836	13539	0
1_MACS_peak_18599_lociStitched	chr19	10181437	10181875	1	439	361.9194	26.1048	13540	0
1_MACS_peak_30195_lociStitched	chr4	8774600	8775036	1	437	379.974	34.0952	13541	0
1_MACS_peak_32256_lociStitched	chr7	27208590	27209038	1	449	286.496	7.9744	13542	0
1_MACS_peak_9007_lociStitched	chr11	71252465	71252916	1	452	348.8034	90.5157	13543	0
1_MACS_peak_3889_lociStitched	chr1	23076057	23076490	1	434	379.6544	19.7448	13544	0
1_MACS_peak_8563_lociStitched	chr11	69817720	69818161	1	442	338.1588	19.0071	13545	0
1_MACS_peak_1768_lociStitched	chr1	8181085	8181528	1	444	357.7668	50.059	13546	0
1_MACS_peak_17853_lociStitched	chr19	5355106	5355550	1	445	352.8024	51.06	13547	0
1_MACS_peak_30370_lociStitched	chr4	190940935	190941369	1	435	402.318	48.3476	13548	0
1_MACS_peak_30714_lociStitched	chr5	152737188	152737626	1	439	391.0026	57.4218	13549	0
1_MACS_peak_7866_lociStitched	chr11	63692774	63693219	1	446	346.5215	52.6435	13550	0
1_MACS_peak_4805_lociStitched	chr1	37247395	37247843	1	449	318.08	43.1424	13551	0
1_MACS_peak_23561_lociStitched	chr20	44892265	44892710	1	446	325.9625	33.197	13552	0
1_MACS_peak_34581_lociStitched	chr8	142492954	142493396	1	443	341.3124	32.266	13553	0
1_MACS_peak_23605_lociStitched	chr20	48123344	48123787	1	444	312.5365	9.4802	13554	0
1_MACS_peak_1855_lociStitched	chr1	8969970	8970417	1	448	295.02	16.1814	13555	0
1_MACS_peak_33690_lociStitched	chr7	157667947	157668391	1	445	363.6804	66.5556	13556	0
1_MACS_peak_22831_lociStitched	chr2	220155592	220156038	1	447	311.531	27.429	13557	0
1_MACS_peak_11531_lociStitched	chr15	89918432	89918873	1	442	326.9574	13.8915	13558	0
1_MACS_peak_5773_lociStitched	chr10	1336207	1336641	1	435	405.3126	55.8992	13559	0
1_MACS_peak_14075_lociStitched	chr17	8008829	8009283	1	455	277.0762	49.8946	13560	0
1_MACS_peak_12081_lociStitched	chr16	4054777	4055222	1	446	311.7225	22.962	13561	0
1_MACS_peak_5540_lociStitched	chr1	204336199	204336641	1	443	374.153	68.952	13562	0
1_MACS_peak_28099_lociStitched	chr22	49406209	49406657	1	449	315.0784	46.7712	13563	0
1_MACS_peak_18115_lociStitched	chr19	6494832	6495282	1	451	302.13	47.43	13564	0
1_MACS_peak_6631_lociStitched	chr10	133930023	133930468	1	446	310.2985	23.14	13565	0
1_MACS_peak_34833_lociStitched	chr8	143193177	143193626	1	450	304.7363	43.5979	13566	0
1_MACS_peak_29716_lociStitched	chr4	7498519	7498953	1	435	362.4768	15.407	13567	0
1_MACS_peak_13846_lociStitched	chr17	6579619	6580059	1	441	345.488	31.02	13568	0
1_MACS_peak_3955_lociStitched	chr1	23212628	23213071	1	444	317.8525	21.2197	13569	0
1_MACS_peak_24156_lociStitched	chr20	57393118	57393565	1	448	298.6407	26.7753	13570	0
1_MACS_peak_29164_lociStitched	chr4	3443774	3444217	1	444	316.1248	20.1565	13571	0
1_MACS_peak_37848_lociStitched	chrX	152784121	152784560	1	440	325.5185	6.9362	13572	0
1_MACS_peak_21655_lociStitched	chr19	50049209	50049662	1	454	246.885	19.026	13573	0
1_MACS_peak_9136_lociStitched	chr11	102435247	102435689	1	443	326.5496	25.194	13574	0
1_MACS_peak_34118_lociStitched	chr8	7195368	7195824	1	457	261.7896	59.5536	13575	0
1_MACS_peak_24057_lociStitched	chr20	57125269	57125711	1	443	318.9472	18.2546	13576	0
1_MACS_peak_1103_lociStitched	chr1	5557661	5558098	1	438	368.3473	40.2914	13577	0
1_MACS_peak_35425_lociStitched	chr8	146022331	146022780	1	450	315.6919	59.7619	13578	0
1_MACS_peak_8395_lociStitched	chr11	69298066	69298510	1	445	335.1312	46.9752	13579	0
1_MACS_peak_15340_lociStitched	chr17	58101168	58101624	1	457	243.8688	43.4112	13580	0
1_MACS_peak_32910_lociStitched	chr7	128006231	128006683	1	453	293.8	60.342	13581	0
1_MACS_peak_8668_lociStitched	chr11	70089583	70090023	1	441	325.072	13.948	13582	0
1_MACS_peak_25589_lociStitched	chr21	46483060	46483502	1	443	348.296	48.6642	13583	0
1_MACS_peak_31589_lociStitched	chr6	41648159	41648577	1	419	421.5948	7.6912	13584	0
1_MACS_peak_13791_lociStitched	chr17	6249976	6250414	1	439	331.2156	9.855	13585	0
1_MACS_peak_5856_lociStitched	chr10	48138328	48138780	1	453	244.7128	12.8368	13586	0
1_MACS_peak_18053_lociStitched	chr19	6138793	6139235	1	443	336.0968	37.6142	13587	0
1_MACS_peak_23441_lociStitched	chr20	43315992	43316438	1	447	315.6788	42.37	13588	0
1_MACS_peak_6328_lociStitched	chr10	102542389	102542825	1	437	370.6872	40.2428	13589	0
1_MACS_peak_10337_lociStitched	chr13	112977291	112977734	1	444	320.8649	30.0797	13590	0
1_MACS_peak_2833_lociStitched	chr1	18121336	18121773	1	438	366.8615	45.2732	13591	0
1_MACS_peak_30261_lociStitched	chr4	8990373	8990822	1	450	304.6465	56.8434	13592	0
1_MACS_peak_26169_lociStitched	chr22	23849152	23849589	1	438	361.8797	40.4225	13593	0
1_MACS_peak_22649_lociStitched	chr2	121829627	121830072	1	446	326.185	51.6645	13594	0
1_MACS_peak_7525_lociStitched	chr11	5711633	5712081	1	449	293.3056	39.3792	13595	0
1_MACS_peak_22520_lociStitched	chr2	72372146	72372581	1	436	361.4415	30.1455	13596	0
1_MACS_peak_22116_lociStitched	chr19	55679073	55679520	1	448	291.3993	31.6923	13597	0
1_MACS_peak_26357_lociStitched	chr22	27527349	27527794	1	446	315.95	45.7015	13598	0
1_MACS_peak_8996_lociStitched	chr11	71128030	71128467	1	438	342.3895	24.7779	13599	0
1_MACS_peak_5379_lociStitched	chr1	172359564	172360004	1	441	413.072	112.464	13600	0
1_MACS_peak_10801_lociStitched	chr14	105404739	105405169	1	431	371.864	19.006	13601	0
1_MACS_peak_8297_lociStitched	chr11	68740988	68741412	1	425	407.04	27.136	13602	0
1_MACS_peak_19256_lociStitched	chr19	16841781	16842224	1	444	321.7952	40.8446	13603	0
1_MACS_peak_5653_lociStitched	chr1	228109344	228109791	1	448	277.7211	23.8251	13604	0
1_MACS_peak_1909_lociStitched	chr1	9274275	9274701	1	427	383.187	14.1006	13605	0
1_MACS_peak_16360_lociStitched	chr17	77068569	77069009	1	441	351.912	55	13606	0
1_MACS_peak_35823_lociStitched	chr9	132272003	132272435	1	433	368.712	28.5984	13607	0
1_MACS_peak_8261_lociStitched	chr11	67347713	67348157	1	445	304.0956	31.8348	13608	0
1_MACS_peak_33670_lociStitched	chr7	157623339	157623791	1	453	277.4828	64.2744	13609	0
1_MACS_peak_11649_lociStitched	chr16	853193	853632	1	440	318.9335	16.9893	13610	0
1_MACS_peak_27986_lociStitched	chr22	46783757	46784185	1	429	366.6248	8.4744	13611	0
1_MACS_peak_13620_lociStitched	chr17	1651956	1652405	1	450	276.8983	41.8917	13612	0
1_MACS_peak_10329_lociStitched	chr13	112883252	112883693	1	442	309.8466	21.3885	13613	0
1_MACS_peak_30909_lociStitched	chr5	176885088	176885522	1	435	348.719	21.1358	13614	0
1_MACS_peak_28555_lociStitched	chr3	14958078	14958510	1	433	363.96	27.1296	13615	0
1_MACS_peak_13209_lociStitched	chr16	88443730	88444173	1	444	282.0581	7.7082	13616	0
1_MACS_peak_17114_lociStitched	chr19	304339	304784	1	446	333.839	72.802	13617	0
1_MACS_peak_17708_lociStitched	chr19	4241553	4241992	1	440	326.8355	28.4033	13618	0
1_MACS_peak_19902_lociStitched	chr19	33791658	33792097	1	440	325.9136	28.3155	13619	0
1_MACS_peak_1884_lociStitched	chr1	9145016	9145464	1	449	279.104	41.2608	13620	0
1_MACS_peak_17032_lociStitched	chr18	5895954	5896400	1	447	289.5432	37.464	13621	0
1_MACS_peak_26623_lociStitched	chr22	37031632	37032071	1	440	357.346	60.7576	13622	0
1_MACS_peak_34850_lociStitched	chr8	143224134	143224574	1	441	317.812	28.732	13623	0
1_MACS_peak_30634_lociStitched	chr5	72463947	72464392	1	446	282.2635	25.4985	13624	0
1_MACS_peak_9233_lociStitched	chr11	117551147	117551582	1	436	353.307	36.0615	13625	0
1_MACS_peak_19482_lociStitched	chr19	17924355	17924791	1	437	338.9464	27.2936	13626	0
1_MACS_peak_24394_lociStitched	chr20	59842832	59843272	1	441	301.356	13.068	13627	0
1_MACS_peak_14554_lociStitched	chr17	37255346	37255780	1	435	344.379	22.4378	13628	0
1_MACS_peak_28428_lociStitched	chr3	13652831	13653275	1	445	345.3432	83.472	13629	0
1_MACS_peak_24413_lociStitched	chr20	60079350	60079786	1	437	326.346	16.5244	13630	0
1_MACS_peak_23124_lociStitched	chr20	3387876	3388315	1	440	322.0943	29.6325	13631	0
1_MACS_peak_22274_lociStitched	chr19	56704375	56704808	1	434	334.6224	9.093	13632	0
1_MACS_peak_28127_lociStitched	chr22	49696854	49697304	1	451	249.885	34.605	13633	0
1_MACS_peak_19083_lociStitched	chr19	15167032	15167466	1	435	335.6556	15.9278	13634	0
1_MACS_peak_37327_lociStitched	chr9	138515394	138515836	1	443	309.0022	36.5092	13635	0
1_MACS_peak_1802_lociStitched	chr1	8283117	8283558	1	442	291.0159	12.789	13636	0
1_MACS_peak_12983_lociStitched	chr16	86028672	86029098	1	427	361.6314	3.5358	13637	0
1_MACS_peak_25767_lociStitched	chr21	47494100	47494547	1	448	297.702	61.7754	13638	0
1_MACS_peak_15479_lociStitched	chr17	71471713	71472144	1	432	373.677	40.5571	13639	0
1_MACS_peak_14755_lociStitched	chr17	41746719	41747172	1	454	233.7027	49.2411	13640	0
1_MACS_peak_945_lociStitched	chr1	4335312	4335751	1	440	316.519	28.3155	13641	0
1_MACS_peak_33432_lociStitched	chr7	155867401	155867839	1	439	347.2026	54.8814	13642	0
1_MACS_peak_10293_lociStitched	chr12	132339178	132339617	1	440	295.3592	9.0434	13643	0
1_MACS_peak_10230_lociStitched	chr12	68095623	68096058	1	436	327.468	18.2265	13644	0
1_MACS_peak_8368_lociStitched	chr11	69244485	69244913	1	429	360.8468	15.408	13645	0
1_MACS_peak_28974_lociStitched	chr3	184403977	184404417	1	441	357.896	78.672	13646	0
1_MACS_peak_30402_lociStitched	chr5	434953	435388	1	436	323.64	15.4425	13647	0
1_MACS_peak_9630_lociStitched	chr12	3293621	3294057	1	437	336.3304	34.008	13648	0
1_MACS_peak_14850_lociStitched	chr17	42618190	42618633	1	444	281.0392	22.0614	13649	0
1_MACS_peak_22756_lociStitched	chr2	200014195	200014514	1	320	675.8334	12.1858	13650	0
1_MACS_peak_30447_lociStitched	chr5	757282	757708	1	427	410.877	57.8508	13651	0
1_MACS_peak_30363_lociStitched	chr4	160023155	160023591	1	437	365.2808	64.3536	13652	0
1_MACS_peak_3137_lociStitched	chr1	18945122	18945550	1	429	389.4372	46.224	13653	0
1_MACS_peak_2233_lociStitched	chr1	11664526	11664963	1	438	325.6087	31.1581	13654	0
1_MACS_peak_20761_lociStitched	chr19	42531035	42531470	1	436	315.636	9.9615	13655	0
1_MACS_peak_9479_lociStitched	chr11	134218458	134218890	1	433	347.8464	26.0064	13656	0
1_MACS_peak_2928_lociStitched	chr1	18405685	18406109	1	425	372.9504	11.9144	13657	0
1_MACS_peak_18546_lociStitched	chr19	10068007	10068449	1	443	308.6044	46.7636	13658	0
1_MACS_peak_37187_lociStitched	chr9	138176693	138177126	1	434	321.286	6.3218	13659	0
1_MACS_peak_7846_lociStitched	chr11	61778695	61779128	1	434	344.5814	30.31	13660	0
1_MACS_peak_15581_lociStitched	chr17	71946987	71947422	1	436	310.59	7.6995	13661	0
1_MACS_peak_24650_lociStitched	chr20	60672617	60673059	1	443	316.2068	57.7252	13662	0
1_MACS_peak_26228_lociStitched	chr22	25168921	25169358	1	438	344.3123	54.5813	13663	0
1_MACS_peak_31326_lociStitched	chr6	33722952	33723394	1	443	288.7144	33.6804	13664	0
1_MACS_peak_17115_lociStitched	chr19	306500	306926	1	427	368.5752	22.365	13665	0
1_MACS_peak_10932_lociStitched	chr15	20147679	20148128	1	450	281.8373	81.3139	13666	0
1_MACS_peak_933_lociStitched	chr1	4277923	4278357	1	435	332.3138	28.5138	13667	0
1_MACS_peak_11516_lociStitched	chr15	89148442	89148885	1	444	286.2666	39.1612	13668	0
1_MACS_peak_21744_lociStitched	chr19	50874168	50874614	1	447	267.6446	43.931	13669	0
1_MACS_peak_6497_lociStitched	chr10	125520927	125521359	1	433	334.6704	21.168	13670	0
1_MACS_peak_15015_lociStitched	chr17	45794580	45795023	1	444	348.9511	103.662	13671	0
1_MACS_peak_21600_lociStitched	chr19	49689122	49689554	1	433	344.52	32.3136	13672	0
1_MACS_peak_21372_lociStitched	chr19	48525409	48525854	1	446	295.8805	66.928	13673	0
1_MACS_peak_968_lociStitched	chr1	4558273	4558701	1	429	351.0456	18.2328	13674	0
1_MACS_peak_22835_lociStitched	chr2	220268380	220268821	1	442	306.1422	49.5243	13675	0
1_MACS_peak_9128_lociStitched	chr11	76818947	76819390	1	444	294.5064	51.9639	13676	0
1_MACS_peak_33675_lociStitched	chr7	157633468	157633914	1	447	279.419	59.987	13677	0
1_MACS_peak_12520_lociStitched	chr16	49788817	49789247	1	431	344.946	23.306	13678	0
1_MACS_peak_70_lociStitched	chr1	1012253	1012689	1	437	295.0412	7.3248	13679	0
1_MACS_peak_17054_lociStitched	chr18	19975966	19976401	1	436	338.9955	45.8925	13680	0
1_MACS_peak_19975_lociStitched	chr19	35543258	35543691	1	434	330.7254	26.5862	13681	0
1_MACS_peak_10012_lociStitched	chr12	53003820	53004259	1	440	296.2811	28.7545	13682	0
1_MACS_peak_29494_lociStitched	chr4	6763839	6764280	1	442	266.1876	12.1275	13683	0
1_MACS_peak_25981_lociStitched	chr22	20298424	20298860	1	437	320.1984	34.4876	13684	0
1_MACS_peak_15133_lociStitched	chr17	47312946	47313383	1	438	321.2824	41.952	13685	0
1_MACS_peak_30543_lociStitched	chr5	1784490	1784924	1	435	341.6882	44.5284	13686	0
1_MACS_peak_18872_lociStitched	chr19	13812389	13812827	1	439	314.6154	42.3546	13687	0
1_MACS_peak_5118_lociStitched	chr1	142637542	142637966	1	425	497.6064	148.9936	13688	0
1_MACS_peak_29016_lociStitched	chr3	195451482	195451927	1	446	272.963	50.7745	13689	0
1_MACS_peak_11168_lociStitched	chr15	74462461	74462893	1	433	336.096	29.7216	13690	0
1_MACS_peak_35857_lociStitched	chr9	132405732	132406169	1	438	323.1178	46.2346	13691	0
1_MACS_peak_9830_lociStitched	chr12	52224356	52224792	1	437	328.2644	45.6928	13692	0
1_MACS_peak_4150_lociStitched	chr1	29679909	29680337	1	429	340.8592	13.5248	13693	0
1_MACS_peak_24836_lociStitched	chr20	61932474	61932915	1	442	290.6631	41.1894	13694	0
1_MACS_peak_10085_lociStitched	chr12	53286133	53286565	1	433	356.7024	51.3648	13695	0
1_MACS_peak_34208_lociStitched	chr8	7834361	7834796	1	436	340.866	53.157	13696	0
1_MACS_peak_29556_lociStitched	chr4	7216307	7216736	1	430	339.8967	18.6186	13697	0
1_MACS_peak_22823_lociStitched	chr2	219913515	219913957	1	443	300.1622	58.5208	13698	0
1_MACS_peak_12297_lociStitched	chr16	29150009	29150445	1	437	330.1392	49.268	13699	0
1_MACS_peak_16984_lociStitched	chr17	81052165	81052594	1	430	345.8169	25.1823	13700	0
1_MACS_peak_4435_lociStitched	chr1	30707655	30708092	1	438	316.6502	42.0394	13701	0
1_MACS_peak_8377_lociStitched	chr11	69264774	69265203	1	430	350.8791	30.3303	13702	0
1_MACS_peak_35487_lociStitched	chr9	36868614	36869050	1	437	353.814	74.8176	13703	0
1_MACS_peak_17924_lociStitched	chr19	5526695	5527123	1	429	361.018	36.8508	13704	0
1_MACS_peak_23283_lociStitched	chr20	31624475	31624907	1	433	351.9072	50.1984	13705	0
1_MACS_peak_21602_lociStitched	chr19	49693021	49693455	1	435	335.6556	46.655	13706	0
1_MACS_peak_11265_lociStitched	chr15	75516861	75517288	1	428	366.4514	39.5402	13707	0
1_MACS_peak_3065_lociStitched	chr1	18759373	18759807	1	435	330.1438	42.2282	13708	0
1_MACS_peak_22632_lociStitched	chr2	121113493	121113923	1	431	336.948	26.316	13709	0
1_MACS_peak_32829_lociStitched	chr7	101152757	101153193	1	437	307.2928	31.7844	13710	0
1_MACS_peak_31201_lociStitched	chr6	30790525	30790959	1	435	316.5596	29.1648	13711	0
1_MACS_peak_6095_lociStitched	chr10	73234798	73235239	1	442	277.2126	36.2502	13712	0
1_MACS_peak_10705_lociStitched	chr14	104836152	104836582	1	431	308.353	0	13713	0
1_MACS_peak_30713_lociStitched	chr5	150030529	150030972	1	444	244.0487	20.378	13714	0
1_MACS_peak_31985_lociStitched	chr7	1767545	1767969	1	425	352.8952	13.78	13715	0
1_MACS_peak_37331_lociStitched	chr9	138545517	138545959	1	443	269.5758	39.8684	13716	0
1_MACS_peak_3318_lociStitched	chr1	20483365	20483804	1	440	284.2964	34.0664	13717	0
1_MACS_peak_12041_lociStitched	chr16	3307974	3308410	1	437	282.8768	12.8184	13718	0
1_MACS_peak_4928_lociStitched	chr1	37596663	37597098	1	436	286.6215	10.3095	13719	0
1_MACS_peak_10086_lociStitched	chr12	53287635	53288073	1	439	306.7752	50.0634	13720	0
1_MACS_peak_20774_lociStitched	chr19	42649524	42649950	1	427	358.053	31.524	13721	0
1_MACS_peak_12380_lociStitched	chr16	29339956	29340390	1	435	295.12	13.5842	13722	0
1_MACS_peak_34884_lociStitched	chr8	143295761	143296190	1	430	318.3609	8.2368	13723	0
1_MACS_peak_30983_lociStitched	chr5	178951170	178951604	1	435	320.6392	39.4072	13724	0
1_MACS_peak_33371_lociStitched	chr7	155702855	155703293	1	439	313.2576	57.9912	13725	0
1_MACS_peak_5905_lociStitched	chr10	71470794	71471229	1	436	289.8405	15.051	13726	0
1_MACS_peak_953_lociStitched	chr1	4417145	4417578	1	434	302.4505	15.9344	13727	0
1_MACS_peak_7858_lociStitched	chr11	62750884	62751314	1	431	321.21	18.017	13728	0
1_MACS_peak_23260_lociStitched	chr20	31209492	31209917	1	426	333.3275	3.485	13729	0
1_MACS_peak_23442_lociStitched	chr20	43318631	43319064	1	434	326.3088	41.0484	13730	0
1_MACS_peak_10355_lociStitched	chr13	113291151	113291583	1	433	327.2832	36.2016	13731	0
1_MACS_peak_33196_lociStitched	chr7	155032047	155032489	1	443	289.952	65.9906	13732	0
1_MACS_peak_4165_lociStitched	chr1	29706306	29706739	1	434	294.9163	10.2621	13733	0
1_MACS_peak_19937_lociStitched	chr19	34306636	34307070	1	435	343.511	65.2302	13734	0
1_MACS_peak_4078_lociStitched	chr1	29557954	29558384	1	431	327.359	25.628	13735	0
1_MACS_peak_10456_lociStitched	chr13	113985469	113985902	1	434	328.2573	44.0794	13736	0
1_MACS_peak_31672_lociStitched	chr6	150250868	150251299	1	432	316.1385	20.4725	13737	0
1_MACS_peak_34326_lociStitched	chr8	22583564	22583997	1	434	319.8571	35.9823	13738	0
1_MACS_peak_28338_lociStitched	chr3	10977364	10977794	1	431	328.778	27.735	13739	0
1_MACS_peak_27827_lociStitched	chr22	45882839	45883268	1	430	322.8225	16.2591	13740	0
1_MACS_peak_25795_lociStitched	chr22	18775652	18776097	1	446	256.2755	59.719	13741	0
1_MACS_peak_20617_lociStitched	chr19	42011562	42012005	1	444	237.9353	24.5422	13742	0
1_MACS_peak_9918_lociStitched	chr12	52646972	52647403	1	432	322.4311	27.7133	13743	0
1_MACS_peak_25855_lociStitched	chr22	19513887	19514321	1	435	307.2286	30.9442	13744	0
1_MACS_peak_12096_lociStitched	chr16	4210076	4210501	1	426	339.5325	12.7925	13745	0
1_MACS_peak_20369_lociStitched	chr19	39707071	39707511	1	441	278.08	42.592	13746	0
1_MACS_peak_10969_lociStitched	chr15	39873435	39873869	1	435	325.8038	50.5176	13747	0
1_MACS_peak_5871_lociStitched	chr10	71246825	71247255	1	431	321.468	22.876	13748	0
1_MACS_peak_6131_lociStitched	chr10	73322267	73322699	1	433	339.2496	53.2656	13749	0
1_MACS_peak_9177_lociStitched	chr11	117383750	117384190	1	441	248.204	15.444	13750	0
1_MACS_peak_11304_lociStitched	chr15	76077718	76078152	1	435	312.5234	38.9732	13751	0
1_MACS_peak_3276_lociStitched	chr1	19325293	19325726	1	434	308.296	31.8688	13752	0
1_MACS_peak_35298_lociStitched	chr8	144849217	144849647	1	431	321.855	27.563	13753	0
1_MACS_peak_35654_lociStitched	chr9	129234250	129234687	1	438	300.9619	51.3475	13754	0
1_MACS_peak_9539_lociStitched	chr12	283210	283644	1	435	318.122	48.7382	13755	0
1_MACS_peak_22057_lociStitched	chr19	55338150	55338582	1	433	347.544	66.0096	13756	0
1_MACS_peak_19947_lociStitched	chr19	34403738	34404169	1	432	302.9499	15.6884	13757	0
1_MACS_peak_6075_lociStitched	chr10	73149269	73149701	1	433	329.0544	47.9088	13758	0
1_MACS_peak_8538_lociStitched	chr11	69716912	69717340	1	429	341.2444	38.4344	13759	0
1_MACS_peak_9133_lociStitched	chr11	95240144	95240580	1	437	308.8624	55.3284	13760	0
1_MACS_peak_1256_lociStitched	chr1	6178031	6178464	1	434	296.6483	23.5552	13761	0
1_MACS_peak_22612_lociStitched	chr2	113401305	113401723	1	419	368.6342	15.2152	13762	0
1_MACS_peak_29448_lociStitched	chr4	6494988	6495412	1	425	353.616	30.104	13763	0
1_MACS_peak_18446_lociStitched	chr19	8592012	8592438	1	427	367.425	54.954	13764	0
1_MACS_peak_29331_lociStitched	chr4	3943453	3943892	1	440	291.8033	61.2405	13765	0
1_MACS_peak_21246_lociStitched	chr19	48076876	48077294	1	419	368.0072	15.7586	13766	0
1_MACS_peak_16817_lociStitched	chr17	78985493	78985938	1	446	222.4555	44.144	13767	0
1_MACS_peak_1559_lociStitched	chr1	7477704	7478123	1	420	362.8121	15.9639	13768	0
1_MACS_peak_4469_lociStitched	chr1	30780273	30780695	1	423	364.608	32.4518	13769	0
1_MACS_peak_1353_lociStitched	chr1	6806126	6806561	1	436	277.7475	20.358	13770	0
1_MACS_peak_30925_lociStitched	chr5	177502178	177502611	1	434	331.2883	61.0963	13771	0
1_MACS_peak_34363_lociStitched	chr8	37822132	37822566	1	435	290.4328	27.2986	13772	0
1_MACS_peak_37764_lociStitched	chr9	140976676	140977097	1	422	346.3988	10.0619	13773	0
1_MACS_peak_8691_lociStitched	chr11	70263678	70264101	1	424	348.8904	23.0112	13774	0
1_MACS_peak_1755_lociStitched	chr1	7934091	7934525	1	435	277.977	15.7108	13775	0
1_MACS_peak_10433_lociStitched	chr13	113767737	113768151	1	415	404.9334	37.1772	13776	0
1_MACS_peak_7831_lociStitched	chr11	61646102	61646522	1	421	347.004	7.854	13777	0
1_MACS_peak_22994_lociStitched	chr2	241810944	241811372	1	429	300.4988	3.8092	13778	0
1_MACS_peak_37244_lociStitched	chr9	138285633	138286063	1	431	319.017	34.185	13779	0
1_MACS_peak_31365_lociStitched	chr6	33819041	33819476	1	436	276.747	23.838	13780	0
1_MACS_peak_35124_lociStitched	chr8	144138744	144139179	1	436	288.666	36.6705	13781	0
1_MACS_peak_17442_lociStitched	chr19	3052227	3052661	1	435	332.5742	74.1272	13782	0
1_MACS_peak_36411_lociStitched	chr9	135836744	135837173	1	430	301.4154	11.8833	13783	0
1_MACS_peak_27196_lociStitched	chr22	43790719	43791152	1	434	296.3452	31.4358	13784	0
1_MACS_peak_37149_lociStitched	chr9	138097404	138097815	1	412	392.505	13.7685	13785	0
1_MACS_peak_24509_lociStitched	chr20	60305502	60305921	1	420	378.776	36.4949	13786	0
1_MACS_peak_14855_lociStitched	chr17	42648274	42648708	1	435	290.9536	34.6332	13787	0
1_MACS_peak_7621_lociStitched	chr11	45123042	45123477	1	436	301.4115	52.1565	13788	0
1_MACS_peak_20371_lociStitched	chr19	39711895	39712326	1	432	344.9293	69.7358	13789	0
1_MACS_peak_35920_lociStitched	chr9	132910222	132910640	1	419	368.3834	23.1154	13790	0
1_MACS_peak_12007_lociStitched	chr16	3159041	3159464	1	424	363.0186	42.8499	13791	0
1_MACS_peak_22154_lociStitched	chr19	55925821	55926260	1	440	249.5715	30.8617	13792	0
1_MACS_peak_5669_lociStitched	chr1	228227957	228228390	1	434	299.2463	37.5411	13793	0
1_MACS_peak_9127_lociStitched	chr11	76813699	76814124	1	426	326.655	18.0625	13794	0
1_MACS_peak_22326_lociStitched	chr2	945600	946021	1	422	345.2621	16.3348	13795	0
1_MACS_peak_7090_lociStitched	chr11	1137795	1138229	1	435	304.9718	52.08	13796	0
1_MACS_peak_26111_lociStitched	chr22	21733780	21734213	1	434	272.7034	13.2931	13797	0
1_MACS_peak_30376_lociStitched	chr4	190998982	190999422	1	441	314.204	106.744	13798	0
1_MACS_peak_30094_lociStitched	chr4	8552484	8552914	1	431	284.531	6.45	13799	0
1_MACS_peak_33689_lociStitched	chr7	157666508	157666935	1	428	317.9869	22.5029	13800	0
1_MACS_peak_16077_lociStitched	chr17	75521709	75522142	1	434	309.2053	51.0074	13801	0
1_MACS_peak_33366_lociStitched	chr7	155680876	155681298	1	423	329.8774	7.7226	13802	0
1_MACS_peak_31385_lociStitched	chr6	33897474	33897894	1	421	385.896	53.802	13803	0
1_MACS_peak_34116_lociStitched	chr8	7190610	7191044	1	435	342.1656	91.2268	13804	0
1_MACS_peak_18060_lociStitched	chr19	6148355	6148785	1	431	296.055	19.522	13805	0
1_MACS_peak_36769_lociStitched	chr9	137177084	137177509	1	426	328.3125	23.715	13806	0
1_MACS_peak_27892_lociStitched	chr22	45997760	45998191	1	432	286.7874	17.5848	13807	0
1_MACS_peak_16602_lociStitched	chr17	77739181	77739597	1	417	380.0992	30.2432	13808	0
1_MACS_peak_26447_lociStitched	chr22	28150227	28150641	1	415	363.7818	4.6782	13809	0
1_MACS_peak_9063_lociStitched	chr11	74941868	74942295	1	428	319.9938	27.2426	13810	0
1_MACS_peak_5953_lociStitched	chr10	71604148	71604573	1	426	319.855	15.8525	13811	0
1_MACS_peak_33701_lociStitched	chr7	157755878	157756313	1	436	320.1165	78.648	13812	0
1_MACS_peak_26387_lociStitched	chr22	27793573	27793994	1	422	349.009	24.0391	13813	0
1_MACS_peak_14781_lociStitched	chr17	41819114	41819553	1	440	267.8778	57.1139	13814	0
1_MACS_peak_29069_lociStitched	chr4	971249	971673	1	425	317.0248	8.2256	13815	0
1_MACS_peak_12482_lociStitched	chr16	31497885	31498323	1	439	254.6532	36.6168	13816	0
1_MACS_peak_12409_lociStitched	chr16	29914548	29914981	1	434	309.3352	55.0343	13817	0
