REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
1_MACS_peak_10008_lociStitched	chr19	29091702	29100837	1	9136	10814.9265	559	1			LOC148145	559	1
1_MACS_peak_12425_lociStitched	chr20	46038262	46047394	1	9133	27744.8424	560	1			ZMYND8	560	1
1_MACS_peak_18647_lociStitched	chr8	71125313	71134444	1	9132	9562.8963	561	1	NCOA2		PRDM14	561	1
2_MACS_peak_17689_lociStitched	chr7	56117638	56133448	2	9130	18450.27	562	1	CCT6A,SNORA15,SUMF2,PSPH	PHKG1,CHCHD2	SNORA15	562	1
2_MACS_peak_3754_lociStitched	chr11	103767613	103779511	2	9129	9807.5214	563	1	PDGFD		DDI1	563	1
3_MACS_peak_3422_lociStitched	chr11	65546897	65560308	3	9129	22156.3131	564	1	OVOL1,DKFZp761E198	SNX32	OVOL1	564	1
3_MACS_peak_8079_lociStitched	chr17	20936414	20947838	3	9123	14661.5616	565	1	USP22		USP22	565	1
2_MACS_peak_16928_lociStitched	chr6	90992744	91007717	2	9106	12496.4658	566	1	BACH2		BACH2	566	1
2_MACS_peak_18304_lociStitched	chr7	154875826	154886605	2	9094	7898.8512	567	1	HTR5A		HTR5A	567	1
4_MACS_peak_316_lociStitched	chr1	24054702	24072345	4	9092	10947.4815	568	1	TCEB3	RPL11,C1orf128,LYPLA2	TCEB3	568	1
4_MACS_peak_7768_lociStitched	chr16	89766774	89790358	4	9086	13027.8016	569	1	LOC100128881,ZNF276,SPATA2L,C16orf7	C16orf55,CDK10,CHMP1A	LOC100128881	569	1
1_MACS_peak_17033_lociStitched	chr6	111798129	111807207	1	9079	16706.2434	570	1	LOC643749,REV3L		REV3L	570	1
1_MACS_peak_7086_lociStitched	chr16	8157961	8167029	1	9069	31634.6248	571	1			TMEM114	571	1
3_MACS_peak_4191_lociStitched	chr12	25472254	25489294	3	9062	13480.344	572	1			KRAS	572	1
2_MACS_peak_8322_lociStitched	chr17	39821208	39835749	2	9039	25554.3534	573	1		EIF1,GAST,KRT17,KRT42P	EIF1	573	1
2_MACS_peak_10536_lociStitched	chr19	54691820	54707854	2	9038	16322.612	574	1	TSEN34,RPS9,MBOAT7	LENG1,TMC4,LILRB3,LILRA6	TSEN34	574	1
3_MACS_peak_4819_lociStitched	chr12	112444701	112453766	3	9027	15174.81	575	1	ERP29,TMEM116		TMEM116	575	1
2_MACS_peak_15745_lociStitched	chr5	117066003	117079274	2	8999	7329.5733	576	1				576	1
1_MACS_peak_17263_lociStitched	chr6	157096818	157105815	1	8998	31240.2831	577	1	ARID1B		ARID1B	577	1
3_MACS_peak_601_lociStitched	chr1	40839308	40853582	3	8996	10054.6056	578	1	SMAP2	SMAP2	SMAP2	578	1
1_MACS_peak_18915_lociStitched	chr8	126440962	126449956	1	8995	37309.8102	579	1	TRIB1		TRIB1	579	1
3_MACS_peak_7339_lociStitched	chr16	30193346	30211674	3	8991	25532.7368	580	1	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	580	1
1_MACS_peak_12127_lociStitched	chr20	9489662	9498645	1	8984	13467.3136	581	1	C20orf103		C20orf103	581	1
2_MACS_peak_19297_lociStitched	chr9	66694689	66708991	2	8978	15664.9806	582	1			LOC442421	582	1
4_MACS_peak_9002_lociStitched	chr18	9101326	9114320	4	8973	10729.1458	583	1	NDUFV2	ANKRD12	NDUFV2	583	1
5_MACS_peak_7348_lociStitched	chr16	30379214	30394375	5	8972	11398.0398	584	1	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	584	1
1_MACS_peak_6132_lociStitched	chr15	20934985	20943953	1	8969	22602.9472	585	1	BCL8		BCL8	585	1
3_MACS_peak_17098_lociStitched	chr6	126101278	126120801	3	8969	17531.654	586	1	NCOA7	HEY2	NCOA7	586	1
2_MACS_peak_16497_lociStitched	chr6	30649371	30659794	2	8937	14004.3428	587	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	587	1
3_MACS_peak_16751_lociStitched	chr6	44184370	44194179	3	8929	11487.3199	588	1	SLC29A1	HSP90AB1,TMEM151B,SLC35B2,NFKBIE	SLC29A1	588	1
3_MACS_peak_11998_lociStitched	chr2	241499161	241509213	3	8919	12367.9808	589	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	589	1
4_MACS_peak_9423_lociStitched	chr19	2254892	2271898	4	8918	14631.9624	590	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	590	1
2_MACS_peak_8535_lociStitched	chr17	46984666	46995431	2	8913	17018.3885	591	1	UBE2Z	ATP5G1,SNF8	UBE2Z	591	1
4_MACS_peak_13817_lociStitched	chr3	52000515	52018345	4	8910	15419.384	592	1	ABHD14A,ABHD14A-ACY1,ACY1,PCBP4,ABHD14B	PARP3,GPR62,RRP9,PCBP4,RPL29	ABHD14A	592	1
3_MACS_peak_10704_lociStitched	chr2	9687798	9697865	3	8905	11926.3749	593	1	ADAM17		ADAM17	593	1
3_MACS_peak_14918_lociStitched	chr4	87876399	87886703	3	8901	13236.5184	594	1	AFF1	AFF1	AFF1	594	1
1_MACS_peak_19316_lociStitched	chr9	69062447	69071345	1	8899	15495.867	595	1			PGM5P2	595	1
1_MACS_peak_6125_lociStitched	chr15	20409963	20418849	1	8887	21174.4494	596	1			HERC2P3	596	1
2_MACS_peak_1773_lociStitched	chr1	207993355	208006045	2	8885	17046.477	597	1	LOC148696	MIR29C,MIR29B2	LOC148696	597	1
2_MACS_peak_5271_lociStitched	chr13	50696860	50705981	2	8882	20439.2489	598	1	DLEU2	DLEU1,ST13P4	DLEU2	598	1
2_MACS_peak_19591_lociStitched	chr9	117145283	117160978	2	8881	18179.5185	599	1	AKNA		AKNA	599	1
3_MACS_peak_3483_lociStitched	chr11	67030080	67047013	3	8875	22207.6295	600	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	600	1
2_MACS_peak_19312_lociStitched	chr9	68723584	68732540	2	8874	17603.9136	601	1	LOC100132352		LOC100132352	601	1
4_MACS_peak_1727_lociStitched	chr1	204474820	204491067	4	8873	15454.1464	602	1	MDM4	PIK3C2B	MDM4	602	1
2_MACS_peak_6420_lociStitched	chr15	51909336	51918333	2	8870	10547.1831	603	1	DMXL2		DMXL2	603	1
4_MACS_peak_18783_lociStitched	chr8	101155397	101171959	4	8869	13594.0896	604	1	POLR2K,SPAG1,FBXO43	RGS22	POLR2K	604	1
2_MACS_peak_2992_lociStitched	chr11	8703022	8711955	2	8865	18908.4811	605	1	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	605	1
2_MACS_peak_7860_lociStitched	chr17	4268077	4281062	2	8857	11238.5175	606	1	UBE2G1		UBE2G1	606	1
3_MACS_peak_4689_lociStitched	chr12	96790673	96802628	3	8847	16983.273	607	1	CDK17		CDK17	607	1
2_MACS_peak_18804_lociStitched	chr8	102211372	102220271	2	8845	30293.9758	608	1	ZNF706		ZNF706	608	1
3_MACS_peak_20248_lociStitched	chrX	64906994	64919394	3	8841	8413.4	609	1	MSN		MSN	609	1
2_MACS_peak_4037_lociStitched	chr12	6711372	6723744	2	8840	8791.5432	610	1	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP,ING4	CHD4	610	1
3_MACS_peak_14173_lociStitched	chr3	128892569	128908664	3	8832	16270.4355	611	1	CNBP	ISY1	CNBP	611	1
3_MACS_peak_2858_lociStitched	chr10	134142990	134152269	3	8829	11324.0916	612	1	LRRC27	STK32C	LRRC27	612	1
4_MACS_peak_14620_lociStitched	chr4	1851833	1875488	4	8822	17462.121	613	1	WHSC1,LETM1	WHSC1	LETM1	613	1
2_MACS_peak_14841_lociStitched	chr4	71858320	71873215	2	8818	9882.8325	614	1	DCK		DCK	614	1
1_MACS_peak_1485_lociStitched	chr1	164527290	164536105	1	8816	16851.6355	615	1	PBX1		PBX1	615	1
2_MACS_peak_13110_lociStitched	chr22	31884027	31893932	2	8805	13432.1705	616	1	SFI1,EIF4ENIF1		EIF4ENIF1	616	1
2_MACS_peak_6984_lociStitched	chr16	2198046	2207251	2	8802	11395.79	617	1	RAB26,TRAF7,SNORD60	MLST8,PKD1,MIR3180-5,CASKIN1	SNORD60	617	1
3_MACS_peak_17880_lociStitched	chr7	99094936	99112404	3	8798	14561.3248	618	1	ZKSCAN5,ZNF394	ZNF789,ZNF655,ATP5J2,ATP5J2-PTCD1,FAM200A	ZKSCAN5	618	1
2_MACS_peak_2962_lociStitched	chr11	3874630	3887654	2	8791	14624.6496	619	1	STIM1	PGAP2,RHOG	STIM1	619	1
2_MACS_peak_6094_lociStitched	chr14	105947142	105958623	2	8790	31604.8968	620	1	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	620	1
4_MACS_peak_8728_lociStitched	chr17	72449865	72471029	4	8788	9466.6572	621	1	CD300A	GPRC5C	CD300A	621	1
2_MACS_peak_16332_lociStitched	chr6	15296201	15307124	2	8779	9918.084	622	1	JARID2		JARID2	622	1
2_MACS_peak_9689_lociStitched	chr19	11484501	11495002	2	8772	13003.3883	623	1	C19orf39,EPOR	CCDC159,LPPR2,RAB3D,TMEM205,RGL3	C19orf39	623	1
1_MACS_peak_6257_lociStitched	chr15	40225142	40233897	1	8756	29879.9395	624	1	EIF2AK4	GPR176	EIF2AK4	624	1
2_MACS_peak_14882_lociStitched	chr4	79686494	79700913	2	8745	16192.537	625	1	BMP2K		BMP2K	625	1
2_MACS_peak_14208_lociStitched	chr3	132035252	132047101	2	8740	16435.7479	626	1	ACPP		ACPP	626	1
3_MACS_peak_14617_lociStitched	chr4	1711887	1725691	3	8734	16124.4524	627	1	TACC3,SLBP,TMEM129	FAM53A	TMEM129	627	1
2_MACS_peak_13868_lociStitched	chr3	56947674	56956814	2	8733	15673.272	628	1	ARHGEF3		ARHGEF3	628	1
1_MACS_peak_17540_lociStitched	chr7	30064499	30073213	1	8715	15063.0204	629	1	PLEKHA8,FKBP14	SCRN1	PLEKHA8	629	1
1_MACS_peak_14373_lociStitched	chr3	170070836	170079544	1	8709	21696.8528	630	1	SKIL		SKIL	630	1
6_MACS_peak_15808_lociStitched	chr5	131745679	131764373	6	8702	10188.23	631	1	C5orf56	SLC22A5,MIR3936	C5orf56	631	1
3_MACS_peak_7617_lociStitched	chr16	71916288	71931321	3	8701	15004.4373	632	1	ATXN1L,KIAA0174,ZNF821		KIAA0174	632	1
2_MACS_peak_4406_lociStitched	chr12	53593194	53603856	2	8697	8971.0068	633	1	ITGB7	ZNF740,MFSD5,CSAD,RARG	ITGB7	633	1
2_MACS_peak_5812_lociStitched	chr14	73918391	73932933	2	8692	25204.1944	634	1	NUMB	C14orf169	NUMB	634	1
4_MACS_peak_10342_lociStitched	chr19	46379634	46397633	4	8690	12527.304	635	1	IRF2BP1,MYPOP	FOXA3,SYMPK,NANOS2	IRF2BP1	635	1
3_MACS_peak_10693_lociStitched	chr2	8653874	8666911	3	8689	8437.5464	636	1			ID2	636	1
4_MACS_peak_3367_lociStitched	chr11	64644329	64662209	4	8673	15771.948	637	1	EHD1,MIR194-2,MIR192,ATG2A	PPP2R5B,CDC42BPG,GPHA2	MIR192	637	1
2_MACS_peak_10121_lociStitched	chr19	38535263	38550810	2	8656	23082.6309	638	1	SIPA1L3		SIPA1L3	638	1
2_MACS_peak_9677_lociStitched	chr19	11198678	11207634	2	8655	13576.4004	639	1	LDLR		LDLR	639	1
2_MACS_peak_6726_lociStitched	chr15	78459077	78468124	2	8655	7252.0752	640	1	IDH3A,ACSBG1	CIB2	IDH3A	640	1
3_MACS_peak_10416_lociStitched	chr19	49135890	49150241	3	8654	19794.3343	641	1	SEC1,DBP,CA11	SPACA4,SPHK2,FUT2,FAM83E,RPL18,NTN5	SEC1	641	1
2_MACS_peak_19150_lociStitched	chr9	22028142	22037084	2	8647	7057.9206	642	1	CDKN2B-AS1	CDKN2A,CDKN2B	CDKN2B	642	1
2_MACS_peak_15983_lociStitched	chr5	150629322	150638009	2	8646	20324.9739	643	1	GM2A	CCDC69,SLC36A3	GM2A	643	1
3_MACS_peak_7952_lociStitched	chr17	8088986	8104140	3	8623	9833.4306	644	1	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	644	1
3_MACS_peak_6933_lociStitched	chr16	685206	700485	3	8621	14492.1315	645	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	645	1
2_MACS_peak_12109_lociStitched	chr20	5583737	5592415	2	8619	12150.0678	646	1	GPCPD1		GPCPD1	646	1
3_MACS_peak_9877_lociStitched	chr19	17479478	17494475	3	8603	9862.0272	647	1	PLVAP	GTPBP3,FAM125A,ANO8,BST2	PLVAP	647	1
2_MACS_peak_20387_lociStitched	chrX	118751087	118761625	2	8597	7488.3028	648	1	SEPT6	UBE2A,NKRF,MIR766	NKRF	648	1
2_MACS_peak_11849_lociStitched	chr2	219260053	219272344	2	8593	20525.97	649	1	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	MIR26B	649	1
2_MACS_peak_16993_lociStitched	chr6	108878241	108887823	2	8590	13726.215	650	1	FOXO3		FOXO3	650	1
3_MACS_peak_5255_lociStitched	chr13	50017024	50030051	3	8578	14540.7374	651	1	SETDB2,CAB39L	PHF11,CAB39L	SETDB2	651	1
5_MACS_peak_17320_lociStitched	chr6	161954662	161970483	5	8570	6102.1597	652	1	PARK2		AGPAT4	652	1
2_MACS_peak_1621_lociStitched	chr1	183438847	183451139	2	8548	13488.0116	653	1	SMG7		SMG7	653	1
1_MACS_peak_5896_lociStitched	chr14	81994044	82002586	1	8543	16412.5988	654	1	SEL1L		SEL1L	654	1
4_MACS_peak_13412_lociStitched	chr22	50765326	50782458	4	8529	12737.642	655	1	PPP6R2,FAM116B	PLXNB2	PPP6R2	655	1
2_MACS_peak_5233_lociStitched	chr13	46750353	46758950	2	8527	12801.7927	656	1	LCP1		LCP1	656	1
2_MACS_peak_14901_lociStitched	chr4	84132629	84144060	2	8527	9796.367	657	1			COQ2	657	1
1_MACS_peak_1404_lociStitched	chr1	158978261	158986786	1	8526	17714.0975	658	1	IFI16		IFI16	658	1
4_MACS_peak_19767_lociStitched	chr9	132800909	132817025	4	8522	10475.4	659	1	GPR107,FNBP1		FNBP1	659	1
1_MACS_peak_2746_lociStitched	chr10	112256442	112264961	1	8520	11630.9907	660	1	DUSP5		DUSP5	660	1
2_MACS_peak_15496_lociStitched	chr5	56467051	56475939	2	8519	11845.9264	661	1	GPBP1	GPBP1	GPBP1	661	1
2_MACS_peak_51_lociStitched	chr1	1706162	1714983	2	8507	16941.6126	662	1	NADK	SLC35E2,NADK	NADK	662	1
3_MACS_peak_16561_lociStitched	chr6	32805024	32823388	3	8501	20176.5268	663	1	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	663	1
2_MACS_peak_6657_lociStitched	chr15	74906379	74921474	2	8490	15816.541	664	1	CLK3		CLK3	664	1
2_MACS_peak_13153_lociStitched	chr22	36645200	36656325	2	8487	13936.2875	665	1	APOL1	APOL4,APOL2	APOL1	665	1
3_MACS_peak_6838_lociStitched	chr15	90726973	90745754	3	8485	14542.1283	666	1	SEMA4B	C15orf58,TTLL13,CIB1	SEMA4B	666	1
1_MACS_peak_17684_lociStitched	chr7	55634074	55642551	1	8478	23450.7728	667	1	VOPP1		VOPP1	667	1
2_MACS_peak_19324_lociStitched	chr9	69877448	69891725	2	8478	13945.7736	668	1			FOXD4L5	668	1
3_MACS_peak_3511_lociStitched	chr11	67412032	67427316	3	8477	11813.0036	669	1	ACY3	NDUFV1,DOC2GP,NUDT8,TBX10,ALDH3B2	ACY3	669	1
2_MACS_peak_3493_lociStitched	chr11	67167563	67178129	2	8475	18745.1406	670	1	TBC1D10C,PPP1CA	RAD9A,CARNS1,RPS6KB2,CABP4,POLD4,CLCF1,PTPRCAP,CORO1B,GPR152	TBC1D10C	670	1
3_MACS_peak_6543_lociStitched	chr15	65587923	65598587	3	8462	21434.64	671	1		PARP16	PARP16	671	1
2_MACS_peak_1122_lociStitched	chr1	143911938	143920534	2	8457	16204.3196	672	1	SRGAP2P2,FAM72D		SRGAP2P2	672	1
1_MACS_peak_2508_lociStitched	chr10	85925807	85934262	1	8456	22139.4175	673	1	C10orf99	GHITM,CDHR1	C10orf99	673	1
4_MACS_peak_6867_lociStitched	chr15	91522594	91538830	4	8453	11055.0924	674	1	PRC1	UNC45A,RCCD1,HDDC3,VPS33B	PRC1	674	1
2_MACS_peak_13591_lociStitched	chr3	31483915	31492758	2	8452	7688.9885	675	1			STT3B	675	1
1_MACS_peak_5739_lociStitched	chr14	64967072	64975515	1	8444	16326.2291	676	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	676	1
4_MACS_peak_9139_lociStitched	chr18	37518610	37527578	4	8443	4333.3376	677	1			LOC647946	677	1
1_MACS_peak_6405_lociStitched	chr15	50641508	50649949	1	8442	34662.9665	678	1	LOC100129387,GABPB1,FLJ10038		LOC100129387	678	1
1_MACS_peak_2188_lociStitched	chr10	22539180	22547611	1	8432	23040.2368	679	1			COMMD3	679	1
2_MACS_peak_6210_lociStitched	chr15	31547224	31560403	2	8428	15880.695	680	1			KLF13	680	1
2_MACS_peak_12990_lociStitched	chr22	23153890	23167626	2	8422	10414.6352	681	1	MIR650		MIR650	681	1
3_MACS_peak_17942_lociStitched	chr7	101624376	101640142	3	8411	9569.962	682	1	CUX1		CUX1	682	1
3_MACS_peak_4457_lociStitched	chr12	56209340	56225475	3	8409	12364.2505	683	1	ORMDL2,LOC440104,SARNP,DNAJC14	MMP19	ORMDL2	683	1
5_MACS_peak_20171_lociStitched	chrX	49005120	49029721	5	8406	9845.3202	684	1	MAGIX,PLP2	WDR45,GPKOW,PRICKLE3,SYP	MAGIX	684	1
3_MACS_peak_3183_lociStitched	chr11	47235345	47247794	3	8391	16107.7611	685	1	DDB2	NR1H3,MADD,ARFGAP2,PACSIN3,ACP2	DDB2	685	1
4_MACS_peak_1364_lociStitched	chr1	155901864	155917636	4	8390	11122.4144	686	1	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	686	1
2_MACS_peak_12508_lociStitched	chr20	52481607	52490531	2	8385	13747.422	687	1		SUMO1P1	SUMO1P1	687	1
3_MACS_peak_13695_lociStitched	chr3	46330694	46342525	3	8384	9105.1376	688	1		CCR3	CCR3	688	1
2_MACS_peak_13754_lociStitched	chr3	49054633	49067519	2	8381	21872.6964	689	1	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	689	1
2_MACS_peak_14893_lociStitched	chr4	83809915	83823166	2	8379	13607.4519	690	1	THAP9,SEC31A,LOC100499177		SEC31A	690	1
5_MACS_peak_8873_lociStitched	chr17	78228169	78239654	5	8373	9614.0935	691	1	RNF213	SLC26A11,SGSH	RNF213	691	1
3_MACS_peak_16856_lociStitched	chr6	74224654	74234544	3	8371	19228.138	692	1	EEF1A1		EEF1A1	692	1
2_MACS_peak_3158_lociStitched	chr11	45837011	45846592	2	8363	10349.3962	693	1		DKFZp779M0652,SLC35C1,CRY2	SLC35C1	693	1
2_MACS_peak_19663_lociStitched	chr9	128577214	128587063	2	8358	12464.8944	694	1	PBX3		PBX3	694	1
2_MACS_peak_1752_lociStitched	chr1	206131461	206140072	2	8356	17884.1859	695	1	FAM72A		FAM72A	695	1
4_MACS_peak_11234_lociStitched	chr2	85821844	85844541	4	8354	10599.499	696	1	RNF181,USP39,TMEM150A,C2orf68	VAMP8,VAMP5,GGCX	TMEM150A	696	1
2_MACS_peak_1109_lociStitched	chr1	120831894	120840421	2	8349	16753.8496	697	1	FAM72B		FAM72B	697	1
1_MACS_peak_12551_lociStitched	chr20	57462840	57471186	1	8347	24558.105	698	1	GNAS	GNAS-AS	GNAS	698	1
3_MACS_peak_2733_lociStitched	chr10	111959967	111974856	3	8339	22597.0353	699	1	MXI1	MXI1	MXI1	699	1
1_MACS_peak_18565_lociStitched	chr8	52808782	52817117	1	8336	28624.8905	700	1	PCMTD1		PCMTD1	700	1
1_MACS_peak_4460_lociStitched	chr12	56318715	56327045	1	8331	23585.562	701	1	DGKA,WIBG	CDK2,RAB5B,SILV	WIBG	701	1
3_MACS_peak_6863_lociStitched	chr15	91467319	91480062	3	8326	19550.3106	702	1	UNC45A,HDDC3	FES,MAN2A2,RCCD1	UNC45A	702	1
1_MACS_peak_17645_lociStitched	chr7	44919720	44928037	1	8318	17007.4333	703	1	PURB	H2AFV	PURB	703	1
1_MACS_peak_306_lociStitched	chr1	23850593	23858907	1	8315	15071.6192	704	1	E2F2	ASAP3,ID3	E2F2	704	1
2_MACS_peak_2529_lociStitched	chr10	90143767	90152606	2	8308	15928.7619	705	1	RNLS		RNLS	705	1
5_MACS_peak_2908_lociStitched	chr11	554076	577798	5	8303	12373.3952	706	1	LRRC56,RASSF7,PHRF1,C11orf35,MIR210,LOC143666	RNH1,HRAS,IRF7,CDHR5,SCT	MIR210	706	1
1_MACS_peak_7472_lociStitched	chr16	56963274	56971570	1	8297	15443.8336	707	1	HERPUD1	CETP	HERPUD1	707	1
1_MACS_peak_6129_lociStitched	chr15	20720395	20728679	1	8285	11431.92	708	1		GOLGA8C,HERC2P3,GOLGA6L6	HERC2P3	708	1
1_MACS_peak_1010_lociStitched	chr1	111172770	111181051	1	8282	17245.1825	709	1		KCNA2,KCNA3	KCNA2	709	1
4_MACS_peak_19897_lociStitched	chr9	140130486	140150802	4	8277	11712.174	710	1	SLC34A3,TUBB2C,C9orf173,COBRA1,FAM166A	SSNA1,NDOR1,C9orf169,LOC643596,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,NRARP	FAM166A	710	1
3_MACS_peak_12317_lociStitched	chr20	35221733	35236431	3	8273	13483.9452	711	1	TGIF2,TGIF2-C20ORF24,C20orf24	SLA2	C20orf24	711	1
4_MACS_peak_18411_lociStitched	chr8	22921439	22933019	4	8272	16618.458	712	1	TNFRSF10B	TNFRSF10C	TNFRSF10B	712	1
2_MACS_peak_8986_lociStitched	chr18	3593031	3606572	2	8272	8426.5643	713	1	FLJ35776,DLGAP1		FLJ35776	713	1
2_MACS_peak_12238_lociStitched	chr20	31256541	31270049	2	8271	16830.968	714	1		C20orf203	C20orf203	714	1
1_MACS_peak_17517_lociStitched	chr7	26236858	26245124	1	8267	27068.6702	715	1	CBX3,HNRNPA2B1	NFE2L3	CBX3	715	1
4_MACS_peak_8277_lociStitched	chr17	37351640	37366684	4	8266	16584.5056	716	1	RPL19,CACNB1	PLXDC1,ARL5C,STAC2	RPL19	716	1
4_MACS_peak_14705_lociStitched	chr4	15767129	15787601	4	8266	8868.4704	717	1	CD38		CD38	717	1
2_MACS_peak_8135_lociStitched	chr17	27914947	27928284	2	8264	18675.8011	718	1	ANKRD13B,GIT1	TP53I13,ABHD15,CORO6	ANKRD13B	718	1
3_MACS_peak_14358_lociStitched	chr3	169649316	169663744	3	8264	17180.8624	719	1	SAMD7,LOC100128164	SEC62	SAMD7	719	1
1_MACS_peak_11727_lociStitched	chr2	198168617	198176875	1	8259	9951.7158	720	1	ANKRD44		ANKRD44	720	1
2_MACS_peak_5138_lociStitched	chr13	28019801	28030483	2	8259	15755.95	721	1	MTIF3	GTF3A	MTIF3	721	1
3_MACS_peak_37_lociStitched	chr1	1396493	1411583	3	8258	15046.239	722	1	ATAD3C,ATAD3B	TMEM88B,VWA1,ATAD3A,LOC441869	ATAD3B	722	1
2_MACS_peak_7747_lociStitched	chr16	88846292	88858183	2	8256	20127.8957	723	1	FAM38A	CDT1,APRT	FAM38A	723	1
1_MACS_peak_13574_lociStitched	chr3	23846786	23855040	1	8255	26046.3224	724	1	UBE2E1		UBE2E1	724	1
1_MACS_peak_7799_lociStitched	chr17	1387477	1395731	1	8255	31550.915	725	1	MYO1C	LOC100306951,CRK,INPP5K	MYO1C	725	1
3_MACS_peak_10198_lociStitched	chr19	41106869	41117382	3	8249	10171.3275	726	1	LTBP4	SHKBP1	LTBP4	726	1
5_MACS_peak_19045_lociStitched	chr8	145687019	145704981	5	8244	9491.1208	727	1	KIFC2,CYHR1,FOXH1	PPP1R16A,GPT,MFSD3,LRRC14,SLC39A4,VPS28,TONSL,RECQL4,LRRC24,MGC70857	KIFC2	727	1
2_MACS_peak_7551_lociStitched	chr16	68117845	68126122	2	8228	18581.865	728	1	NFATC3		NFATC3	728	1
3_MACS_peak_1476_lociStitched	chr1	162596157	162610517	3	8212	18304.692	729	1	DDR2		DDR2	729	1
1_MACS_peak_9318_lociStitched	chr18	77152904	77161110	1	8207	24878.9508	730	1	NFATC1		NFATC1	730	1
3_MACS_peak_2806_lociStitched	chr10	121458019	121466378	3	8207	10938.5874	731	1		BAG3,INPP5F	INPP5F	731	1
4_MACS_peak_19796_lociStitched	chr9	134600459	134615488	4	8201	14082.173	732	1	RAPGEF1	RAPGEF1	RAPGEF1	732	1
1_MACS_peak_6160_lociStitched	chr15	23387458	23395649	1	8192	11457.5708	733	1	HERC2P7	GOLGA8E,HERC2P2	HERC2P7	733	1
3_MACS_peak_10328_lociStitched	chr19	46140130	46150120	3	8191	13257.729	734	1	EML2,MIR330	GIPR,MIR642A,QPCTL,GPR4,MIR642B,SNRPD2	EML2	734	1
3_MACS_peak_137_lociStitched	chr1	9560492	9578614	3	8191	9637.2796	735	1		SLC25A33	SLC25A33	735	1
3_MACS_peak_17134_lociStitched	chr6	135323010	135336899	3	8186	6712.5537	736	1	HBS1L	MIR3662,HBS1L	MIR3662	736	1
1_MACS_peak_18548_lociStitched	chr8	42691434	42699610	1	8177	14894.2192	737	1	THAP1		THAP1	737	1
2_MACS_peak_5728_lociStitched	chr14	64203489	64217554	2	8177	9596.5495	738	1		SGPP1	SGPP1	738	1
2_MACS_peak_8232_lociStitched	chr17	34889440	34904058	2	8174	22657.9	739	1	PIGW,GGNBP2,MYO19	ZNHIT3,DHRS11	GGNBP2	739	1
3_MACS_peak_9265_lociStitched	chr18	60851639	60865570	3	8171	9555.2729	740	1	BCL2		BCL2	740	1
3_MACS_peak_5572_lociStitched	chr14	36315419	36331009	3	8167	8055.353	741	1	BRMS1L	RALGAPA1	BRMS1L	741	1
1_MACS_peak_2883_lociStitched	chr10	135201043	135209207	1	8165	29845.1348	742	1	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	742	1
3_MACS_peak_8348_lociStitched	chr17	40334827	40351649	3	8159	10264.7844	743	1	HCRT,GHDC,STAT5B	RAB5C,KCNH4	GHDC	743	1
2_MACS_peak_8191_lociStitched	chr17	31153217	31163733	2	8158	14936.9264	744	1	MYO1D		MYO1D	744	1
1_MACS_peak_18498_lociStitched	chr8	35951303	35959459	1	8157	5798.1004	745	1			KCNU1	745	1
4_MACS_peak_20293_lociStitched	chrX	75362739	75372055	4	8156	11010.5804	746	1		CXorf26	CXorf26	746	1
1_MACS_peak_17604_lociStitched	chr7	39987297	39995451	1	8155	41225.8086	747	1	CDK13		CDK13	747	1
3_MACS_peak_3279_lociStitched	chr11	61730147	61741308	3	8155	12158.7934	748	1	BEST1,FTH1	RAB3IL1	FTH1	748	1
1_MACS_peak_5620_lociStitched	chr14	50546766	50554915	1	8150	16905.1005	749	1	C14orf183	C14orf138	C14orf183	749	1
