GENE_ID	locusLine	bin_1_MM.1S.jin.bam
NM_002761	chr16(.):11369692-11380192	0.1039
NM_021247	chr16(.):11362143-11372452	0.0964
NM_152308	chr16(.):11434310-11450617	0.2256
NM_003498	chr16(.):11757288-11778015	0.6284
NM_001130007	chr16(.):11956984-12015519	0.1444
NM_001130006	chr16(.):11956984-12014825	0.145
NM_001192	chr16(.):12053963-12066925	1.1553
NM_032167	chr16(.):12065601-12152141	0.1631
NR_029854	chr16(.):14398141-14408228	0.1619
NM_001105249	chr16(.):19417056-19515434	0.0923
NR_002594	chr16(.):21524229-21536765	0.8058
NM_002383	chr16(.):29812854-29827504	0.858
NM_145239	chr16(.):29818408-29832202	0.7339
NM_007317	chr16(.):29797057-29821706	0.5093
NM_024516	chr16(.):29822527-29838816	0.527
NM_152338	chr16(.):29784560-29796840	0.1126
NM_005115	chr16(.):29826714-29864360	0.2394
NM_138447	chr16(.):30609699-30626682	0.2066
NM_024031	chr16(.):30657240-30672734	0.6527
NM_001105079	chr16(.):30670777-30687131	0.2718
NR_002966	chr16(.):30716857-30726986	0.0506
NM_006662	chr16(.):30705461-30756450	0.1672
NM_153337	chr16(.):50695210-50720264	0.373
NM_022162	chr16(.):50726049-50771987	0.1362
NR_034106	chr16(.):54947777-54967690	0.3375
NM_005853	chr16(.):54960110-54973395	0.4714
NR_034105	chr16(.):54947777-54968079	0.331
NM_001126108	chr16(.):56894118-56954762	0.5116
NM_001010989	chr16(.):56960747-56982793	0.9009
NM_001145774	chr16(.):57668206-57703944	0.161
NM_001130487	chr16(.):58492993-58552523	0.2534
NM_022910	chr16(.):58493764-58552523	0.2539
NM_001160305	chr16(.):58544382-58559431	0.2571
NM_020465	chr16(.):58492548-58552523	0.253
NM_001172643	chr16(.):66536905-66589194	0.7051
NM_001172644	chr16(.):66536905-66589315	0.7037
NM_052999	chr16(.):66595349-66618038	0.1031
NM_181641	chr16(.):66581471-66604971	0.354
NM_181271	chr16(.):66595293-66618038	0.1028
NM_001040138	chr16(.):66581465-66605154	0.352
NM_001185057	chr16(.):67202764-67214643	0.3657
NM_003946	chr16(.):67202755-67214643	0.3656
NM_001040715	chr16(.):67204504-67222883	0.2695
NM_001950	chr16(.):67221067-67237821	0.1253
NM_024712	chr16(.):67228027-67242927	0.0735
NM_033309	chr16(.):67177004-67189902	0.242
NM_025187	chr16(.):67138914-67187442	0.1479
NM_178516	chr16(.):67213281-67229107	0.2059
NM_003789	chr16(.):67183088-67198812	0.5926
NM_001538	chr16(.):67192287-67208848	0.5809
NM_001185058	chr16(.):67199404-67214643	0.3253
NM_018378	chr16(.):67188890-67203077	0.5835
NR_029887	chr16(.):67231223-67241298	0.0718
NM_001193524	chr16(.):67566364-67585691	0.599
NM_001193523	chr16(.):67558539-67585691	0.5331
NM_001193522	chr16(.):67557719-67585691	0.5197
NM_024519	chr16(.):67557716-67585691	0.5196
NM_024939	chr16(.):68257449-68275136	0.2421
NM_001184824	chr16(.):68339876-68396169	0.205
NM_003983	chr16(.):68293422-68340722	0.5057
NM_032178	chr16(.):68329517-68349868	0.2239
NM_012426	chr16(.):70552690-70616571	0.2808
NR_003079	chr16(.):70566907-70577001	0.0843
NR_003696	chr16(.):70558404-70568498	0.2837
NR_037420	chr16(.):70558401-70568502	0.284
NM_138383	chr16(.):70690106-70724954	0.1069
NM_001172772	chr16(.):70652894-70699585	0.3916
NR_034083	chr16(.):70783962-70812154	0.096
NM_001031804	chr16(.):79622744-79639622	0.3917
NM_021962	chr17(.):901758-1088131	0.2183
NM_001159746	chr17(.):901758-1095616	0.2118
NM_003342	chr17(.):4167511-4274969	0.1621
NM_138962	chr17(.):55328930-55762299	0.2356
NM_170721	chr17(.):55329373-55715544	0.2475
NM_020761	chr17(.):78513624-78945173	0.1416
NM_001092	chr17(.):901758-1017324	0.2489
NM_015113	chr17(.):3902738-4051253	0.2381
NM_002558	chr17(.):3794884-3824960	0.382
NM_005022	chr17(.):4843946-4856825	1.15
NM_153357	chr17(.):6939948-6952242	0.1167
NR_026951	chr17(.):8118947-8132361	0.3943
NM_001033553	chr17(.):19985334-20223067	0.1646
NM_001033555	chr17(.):20054401-20223067	0.1873
NM_000267	chr17(.):29416944-29709695	0.1276
NM_002544	chr17(.):29616667-29629380	0.0619
NM_183232	chr17(.):37916198-38025441	0.4294
NM_000342	chr17(.):42320757-42350502	0.098
NR_027774	chr17(.):43508265-43573146	0.4152
NM_003954	chr17(.):43335487-43399414	0.2459
NM_003726	chr17(.):46205801-46512594	0.0941
NM_030802	chr17(.):47782686-47846518	0.4634
NM_030938	chr17(.):57779862-57922952	0.1849
NM_001433	chr17(.):62115389-62212502	0.7322
NM_003835	chr17(.):63128455-63228821	0.1113
NM_181671	chr17(.):65368923-65694647	0.1468
NM_017983	chr17(.):66412421-66458653	0.2923
NM_014960	chr17(.):66250322-66422000	0.1522
NM_004252	chr17(.):72739762-72770499	0.7521
NM_001003716	chr17(.):73639944-73668269	0.3757
NM_001080419	chr17(.):73775680-73826886	0.2802
NM_052916	chr17(.):74133533-74241390	0.214
NM_004259	chr17(.):73617949-73668265	0.2863
NM_001113492	chr17(.):75278972-75501678	0.3536
NM_006640	chr17(.):75310596-75501678	0.3974
NM_001113491	chr17(.):75272491-75501678	0.3498
NM_001163075	chr17(.):76137433-76167364	0.6001
NM_025090	chr17(.):76787964-76841969	0.2237
NM_017456	chr17(.):76665129-76783376	0.6113
NM_020310	chr17(.):2282353-2309258	0.5967
NR_028335	chr17(.):2305274-2323730	0.1365
NM_080705	chr17(.):3463739-3504125	0.0881
NM_145068	chr17(.):3411485-3466289	0.1976
NM_080704	chr17(.):3463739-3517705	0.0843
NM_080706	chr17(.):3463739-3501171	0.0917
NM_018727	chr17(.):3463739-3505336	0.088
NM_172206	chr17(.):3758616-3799037	0.1193
NM_172207	chr17(.):3763450-3801337	0.1229
NM_174957	chr17(.):3822168-3872736	0.2269
NR_023347	chr17(.):4041461-4065991	0.2942
NM_182538	chr17(.):4332218-4396499	0.0831
NM_000080	chr17(.):4796063-4811369	0.1109
NM_001145536	chr17(.):4797947-4811227	0.1145
NM_001165417	chr17(.):4835425-4848462	0.4407
NM_000173	chr17(.):4830591-4843325	0.2147
NM_015528	chr17(.):4838629-4853517	1.0943
NM_006612	chr17(.):4896242-4936694	0.1515
NM_015099	chr17(.):4866286-4895960	0.2109
NM_001171168	chr17(.):4866286-4895665	0.2115
NM_053013	chr17(.):4849383-4865426	0.7869
NM_001167985	chr17(.):4886424-4905905	0.2472
NM_004890	chr17(.):4857520-4876132	0.2231
NM_001004333	chr17(.):6910797-6922851	1.0114
NM_001142799	chr17(.):6913072-6925839	1.0549
NM_201566	chr17(.):6934393-6948440	0.2009
NR_029712	chr17(.):6915933-6926020	1.181
NM_181844	chr17(.):6921368-6937961	0.2065
NM_000697	chr17(.):6894383-6919055	0.4398
NR_030178	chr17(.):6916229-6926341	1.1229
NM_001005273	chr17(.):7787168-7821075	0.1128
NM_001080424	chr17(.):7738234-7763118	0.4288
NM_144607	chr17(.):7756063-7770600	0.228
NM_032356	chr17(.):7755002-7766172	0.2773
NM_001005271	chr17(.):7783122-7821075	0.1087
NM_203411	chr17(.):7753383-7764417	0.3089
NM_004217	chr17(.):8103048-8118883	0.3206
NM_201520	chr17(.):8186081-8203170	0.1799
NM_025099	chr17(.):8123138-8156413	0.4659
NM_001177802	chr17(.):8186968-8198409	0.1963
NM_012393	chr17(.):8147595-8178809	0.3452
NM_012452	chr17(.):16837397-16880402	0.7306
NM_006613	chr17(.):18918989-18955336	0.2246
NM_001102664	chr17(.):19135689-19245028	0.2217
NR_031591	chr17(.):19242818-19252887	0.1008
NR_023380	chr17(.):20219486-20310504	0.1027
NM_015276	chr17(.):20897905-20951352	0.3294
NM_006495	chr17(.):29625787-29646130	0.4541
NM_014210	chr17(.):29638427-29653767	0.7255
NM_002981	chr17(.):32682398-32695252	0.9699
NM_005408	chr17(.):32678470-32690629	0.2358
NM_005623	chr17(.):32641065-32653421	0.0999
NM_002983	chr17(.):34410602-34422506	1.4931
NM_002988	chr17(.):34386642-34403841	0.1215
NM_002984	chr17(.):34426219-34438014	0.8526
NM_021006	chr17(.):34517267-34529156	2.1922
NM_001001418	chr17(.):34576084-34597027	0.2839
NM_001001435	chr17(.):34533467-34545274	1.1736
NM_001001437	chr17(.):34517267-34529147	2.193
NM_001001417	chr17(.):34488060-34508988	0.2741
NM_021006	chr17(.):34618841-34630730	2.0721
NM_001001437	chr17(.):34618841-34630721	2.0712
NM_001001435	chr17(.):34635033-34646840	1.1669
NM_001001418	chr17(.):34741118-34813091	0.197
NM_001130677	chr17(.):36822958-36836187	0.2232
NM_005937	chr17(.):36856872-36891056	0.573
NM_007144	chr17(.):36885149-36909558	0.2473
NM_002795	chr17(.):36904001-36925478	0.2035
NM_001136498	chr17(.):36881509-36896858	0.1657
NM_005310	chr17(.):37889186-37908538	0.2544
NM_001030002	chr17(.):37889589-37908538	0.2594
NM_032339	chr17(.):37880408-37891788	0.2074
NM_018530	chr17(.):38055847-38078793	0.1106
NM_198844	chr17(.):38019454-38039149	0.4658
NM_001145301	chr17(.):38469472-38518895	0.5017
NM_152219	chr17(.):38511904-38525945	0.1135
NM_000964	chr17(.):38460422-38518895	0.4934
NM_001024809	chr17(.):38493270-38518895	0.1074
NM_001254	chr17(.):38439145-38464413	0.1964
NM_024927	chr17(.):40814932-40834048	0.6611
NM_016437	chr17(.):40806265-40824024	0.3162
NM_003632	chr17(.):40829631-40857011	0.4308
NM_016602	chr17(.):40826419-40838845	0.9844
NM_178542	chr17(.):42248351-42269082	0.4089
NM_001076674	chr17(.):42259353-42274099	0.4317
NM_177441	chr17(.):42259573-42274099	0.4376
NM_001076684	chr17(.):42277400-42301924	0.6486
NM_001098833	chr17(.):42264172-42280529	0.4486
NM_080863	chr17(.):42243073-42261451	0.4156
NM_001076683	chr17(.):42277400-42303250	0.6175
NM_014233	chr17(.):42277400-42300664	0.6808
NM_152343	chr17(.):43326759-43344479	0.1289
NM_005892	chr17(.):43294291-43329683	0.5378
NR_024434	chr17(.):43320302-43350997	0.1778
NR_024435	chr17(.):43334557-43350997	0.1105
NM_174919	chr17(.):43501717-43515282	0.5212
NM_199282	chr17(.):43466267-43508012	0.17
NM_001159330	chr17(.):43466267-43488449	0.1625
NR_036199	chr17(.):43547728-43557801	0.0903
NM_002144	chr17(.):46601806-46613272	0.102
NM_002145	chr17(.):46615018-46627393	0.1106
NM_005827	chr17(.):47773689-47790282	0.1952
NM_001199155	chr17(.):47860980-47911458	0.1222
NM_000250	chr17(.):56342216-56363296	0.0794
NM_004758	chr17(.):56373593-56411152	0.3855
NM_003168	chr17(.):56417538-56434563	0.6382
NR_029683	chr17(.):56403592-56413679	1.2752
NR_029493	chr17(.):57913626-57923698	0.5177
NR_004380	chr17(.):62218437-62228517	0.4086
NR_002995	chr17(.):62218698-62228831	0.4096
NR_036199	chr17(.):62813147-62823220	0.0706
NR_027283	chr17(.):66189800-66201443	0.0956
NM_016627	chr17(.):66239144-66258305	0.338
NR_030365	chr17(.):66415591-66425689	0.0872
NM_001163989	chr17(.):72727958-72748474	0.7658
NM_001006638	chr17(.):72728355-72748474	0.779
NM_139018	chr17(.):72685451-72714108	0.1548
NM_175738	chr17(.):72662255-72748474	0.3031
NR_037409	chr17(.):72739751-72749838	1.0273
NM_017728	chr17(.):72767621-72840922	0.1093
NM_015654	chr17(.):72761685-72777470	0.2269
NM_001162997	chr17(.):73637645-73649057	0.6445
NM_001005731	chr17(.):73712515-73758899	0.1736
NM_001005619	chr17(.):73715775-73758899	0.1821
NM_000154	chr17(.):73749017-73766280	0.2784
NM_013260	chr17(.):73658398-73709139	0.287
NM_005324	chr17(.):73767514-73780860	0.502
NM_173547	chr17(.):73880040-73898054	0.2087
NM_033452	chr17(.):73865244-73879656	0.9513
NM_012478	chr17(.):73836779-73856501	0.3584
NM_199242	chr17(.):73818307-73845798	0.125
NM_032478	chr17(.):73889723-73906181	0.3913
NM_032134	chr17(.):74265129-74308761	0.1086
NM_182565	chr17(.):74256285-74272379	0.9252
NM_003016	chr17(.):74725198-74738493	0.7602
NR_030366	chr17(.):74727531-74737630	0.9651
NM_024311	chr17(.):74728782-74780338	0.4406
NR_027058	chr17(.):75079724-75096068	1.1852
NR_003013	chr17(.):75080388-75090575	1.2139
NM_001143998	chr17(.):75132004-75218181	0.7207
NM_001144001	chr17(.):75176294-75218181	0.4911
NM_001113495	chr17(.):75466324-75501678	0.2513
NM_001113493	chr17(.):75364271-75501678	0.388
NM_001113496	chr17(.):75441612-75501678	0.3291
NM_001113494	chr17(.):75367164-75501678	0.3838
NR_036200	chr17(.):75388065-75398136	0.0831
NM_152468	chr17(.):76121858-76144049	0.6679
NM_007267	chr17(.):76103998-76133488	0.5837
NM_001127198	chr17(.):76103998-76129861	0.6334
NM_001145529	chr17(.):76222390-76242068	0.1221
NM_001010982	chr17(.):76178436-76208782	0.1264
NM_001012270	chr17(.):76205276-76226716	0.1731
NM_003258	chr17(.):76165159-76188285	0.5696
NM_004710	chr17(.):76159670-76174009	0.9537
NR_002219	chr17(.):76205320-76225783	0.1799
NM_001145526	chr17(.):76178442-76208782	0.1264
NR_027083	chr17(.):76178397-76198641	0.1463
NM_003255	chr17(.):76844058-76926472	0.3139
NM_181482	chr18(.):13213785-13657753	0.105
NM_004338	chr18(.):13615866-13657753	0.0728
NM_001003675	chr18(.):13606664-13657753	0.2073
NM_001142730	chr18(.):24029874-24133500	0.198
NM_001136205	chr18(.):24029874-24134399	0.1967
NM_198991	chr18(.):24029874-24225308	0.1417
NM_000633	chr18(.):60785578-60991613	0.3813
NM_001083625	chr18(.):9131757-9290206	0.2362
NM_001025088	chr18(.):34818007-35151000	0.1001
NM_001130110	chr18(.):42255137-42462379	0.3747
NM_015559	chr18(.):42255862-42653475	0.264
NM_001008239	chr18(.):43748987-43851955	0.2421
NM_003199	chr18(.):52884561-53260860	0.1457
NM_006785	chr18(.):56333617-56422370	0.134
NM_052947	chr18(.):56143481-56301189	0.1481
NM_021074	chr18(.):9097627-9139343	0.7611
NM_001100619	chr18(.):20710726-20845434	0.3831
NR_023359	chr18(.):20709527-20845434	0.3803
NM_138375	chr18(.):20730788-20845434	0.3767
NM_005904	chr18(.):46441222-46482081	1.1677
NM_001190823	chr18(.):46441222-46474177	1.1016
NM_001190822	chr18(.):46441222-46480703	1.2044
NM_015845	chr18(.):47790215-47813144	0.2432
NM_001101654	chr18(.):47803712-47819692	0.396
NM_145020	chr18(.):47748562-47797865	0.0955
NM_016626	chr18(.):48695919-48729051	0.3747
NR_024021	chr18(.):56697970-56725446	0.07
NM_033280	chr18(.):56802124-56831063	0.4694
NM_002035	chr18(.):60989970-61039506	0.1305
NM_000657	chr18(.):60980186-60991613	0.7537
NM_175907	chr18(.):72904277-72926281	0.3682
NM_005786	chr18(.):72917730-73006901	0.1304
NM_001039846	chr19(.):2091867-2104583	0.7622
NM_019112	chr19(.):1035101-1070570	0.5875
NM_152601	chr19(.):12566997-12600632	0.4104
NM_001164605	chr19(.):35640844-35665788	0.1533
NM_014164	chr19(.):35640624-35665788	0.1522
NR_028406	chr19(.):35640671-35665788	0.1524
NM_001079881	chr19(.):47172572-47225384	0.2731
NM_001079882	chr19(.):47172572-47222577	0.2793
NR_027381	chr19(.):55550691-55579585	0.1125
NM_138412	chr19(.):55550691-55585914	0.3242
NM_194460	chr19(.):642525-668233	0.5923
NM_032551	chr19(.):912341-926015	0.6595
NM_052847	chr19(.):2506217-2707746	0.401
NM_000064	chr19(.):6672845-6725662	0.1237
NM_005428	chr19(.):6767721-6862371	0.3611
NM_001128848	chr19(.):11089827-11177958	0.1103
NM_001128849	chr19(.):11066807-11177958	0.1436
NM_001128844	chr19(.):11066597-11177958	0.1433
NM_001145056	chr19(.):10708120-10760235	0.0865
NM_020428	chr19(.):10731170-10760235	0.0893
NM_020714	chr19(.):12681919-12726623	0.2769
NM_005858	chr19(.):15459334-15495603	0.2783
NM_032855	chr19(.):16239837-16274377	0.9715
NM_021235	chr19(.):16467407-16587762	0.4208
NM_006387	chr19(.):16623699-16658263	0.2099
NM_001492	chr19(.):18974360-19011953	0.0737
NM_001398	chr19(.):39301061-39327497	0.0914
NM_007040	chr19(.):41765119-41818811	0.512
NM_144732	chr19(.):41763390-41818811	0.4965
NM_015168	chr19(.):47562446-47622009	0.3061
NM_001145713	chr19(.):47629079-47718893	0.1741
NR_027280	chr19(.):47629114-47718893	0.1742
NM_006801	chr19(.):48880826-48899810	1.004
NM_006184	chr19(.):49398306-49431540	0.1364
NM_001161440	chr19(.):55687614-55725874	0.0652
NM_005035	chr19(.):612222-638568	0.1566
NM_020637	chr19(.):634925-648604	0.147
NM_214710	chr19(.):680545-700461	0.0953
NM_002579	chr19(.):703952-753330	0.1035
NM_005860	chr19(.):671388-688392	0.1089
NM_138774	chr19(.):891502-918225	0.3763
NM_005481	chr19(.):862961-898218	0.2159
NM_005224	chr19(.):921036-977803	0.2315
NM_004368	chr19(.):1021297-1044064	0.6564
NM_033420	chr19(.):1004649-1026141	0.5151
NM_138690	chr19(.):995436-1014723	0.1706
NM_001039848	chr19(.):1099648-1111787	0.4712
NM_012292	chr19(.):1062173-1091627	0.5628
NM_002085	chr19(.):1098935-1111787	0.4555
NM_002695	chr19(.):1081577-1100391	0.2931
NM_001136139	chr19(.):1604291-1655286	0.5566
NM_003200	chr19(.):1604291-1657326	0.5428
NM_006830	chr19(.):1592153-1610483	0.5522
NM_017572	chr19(.):2032469-2056243	0.4545
NM_130807	chr19(.):2066034-2101269	1.176
NM_004152	chr19(.):2264519-2278487	0.6309
NM_018049	chr19(.):2228154-2241328	0.8773
NM_000479	chr19(.):2244112-2257072	0.5886
NM_198532	chr19(.):2269630-2287181	0.4419
NR_031596	chr19(.):2229060-2239148	1.0336
NM_007165	chr19(.):2231815-2253678	0.5995
NM_144616	chr19(.):2247249-2261422	1.2001
NM_001101391	chr19(.):2284773-2313156	0.1741
NR_036207	chr19(.):2245637-2255717	0.3123
NM_032737	chr19(.):2423163-2461958	0.5537
NM_012458	chr19(.):2420621-2432875	0.8366
NM_182973	chr19(.):2384783-2431086	0.5654
NM_015675	chr19(.):2471122-2483257	0.7536
NM_015897	chr19(.):4002748-4043067	0.1622
NR_002602	chr19(.):3977504-3987570	0.7008
NM_001961	chr19(.):3971053-3990461	0.55
NM_001348	chr19(.):3953451-3974826	0.1082
NR_030367	chr19(.):3956411-3966510	0.0418
NM_004240	chr19(.):6734706-6756529	0.3205
NM_020171	chr19(.):6724924-6742304	0.381
NM_001080452	chr19(.):6724924-6742633	0.3771
NM_005490	chr19(.):6747172-6772523	0.1967
NM_006221	chr19(.):9940998-9965358	0.1265
NM_024292	chr19(.):9933567-9945797	0.5195
NM_001077624	chr19(.):9863150-9884410	0.0561
NM_017703	chr19(.):9915942-9934731	0.6362
NM_001379	chr19(.):10239021-10310755	0.1511
NM_004230	chr19(.):10327108-10346948	0.8171
NR_036206	chr19(.):10336088-10346161	0.6391
NM_015956	chr19(.):10357639-10375721	0.2691
NM_000201	chr19(.):10376516-10402291	0.1729
NM_153464	chr19(.):10759936-10801443	0.3146
NM_031209	chr19(.):10807111-10829043	0.1728
NM_012218	chr19(.):10759936-10808095	0.2831
NR_024333	chr19(.):10757537-10769548	0.9098
NM_024029	chr19(.):11028443-11044357	0.1708
NM_138358	chr19(.):11034423-11045916	0.2323
NM_005815	chr19(.):12535519-12556926	0.1192
NM_153358	chr19(.):12716731-12745676	0.3512
NM_005370	chr19(.):16217489-16249445	0.5523
NM_001145160	chr19(.):16173316-16218813	0.4024
NR_024335	chr19(.):16139522-16157918	0.0848
NR_024336	chr19(.):16140288-16157918	0.0859
NM_003290	chr19(.):16182134-16218813	0.4424
NM_032493	chr19(.):16303664-16351156	0.0846
NM_054113	chr19(.):16267178-16289286	0.5158
NM_014077	chr19(.):16291234-16307857	0.1732
NM_016270	chr19(.):16430650-16443339	0.9432
NM_024881	chr19(.):16655647-16688193	0.1914
NM_004831	chr19(.):16680717-16744015	0.6512
NM_001145724	chr19(.):19035009-19054858	0.2232
NM_001145722	chr19(.):19035009-19056113	0.2827
NM_001145721	chr19(.):19035009-19056161	0.2842
NR_027297	chr19(.):19035009-19055444	0.2549
NM_007263	chr19(.):19005322-19035199	0.1985
NM_004838	chr19(.):19035009-19057041	0.3031
NM_019070	chr19(.):19025483-19044442	0.2636
NM_015925	chr19(.):35734558-35763867	0.4108
NM_152481	chr19(.):35710703-35724628	0.079
NM_006149	chr19(.):39287310-39308740	0.0517
NM_012237	chr19(.):39364194-39395463	0.2266
NM_001005335	chr19(.):39322027-39347979	0.6168
NM_001001716	chr19(.):39385614-39404534	0.1451
NM_001533	chr19(.):39322027-39345617	0.6127
NM_001193286	chr19(.):39364194-39395502	0.2265
NR_034146	chr19(.):39364194-39389795	0.2164
NM_001195833	chr19(.):39353471-39373919	0.2504
NM_003407	chr19(.):39892486-39905045	1.7884
NM_003169	chr19(.):39931287-39972308	0.1749
NM_001130825	chr19(.):39931185-39972308	0.1756
NM_019088	chr19(.):39871269-39886679	0.2553
NM_017592	chr19(.):39876962-39896203	1.0463
NM_001020	chr19(.):39918846-39931618	0.5654
NM_022835	chr19(.):39898749-39924055	0.3786
NM_001699	chr19(.):41720107-41772671	0.3123
NM_052848	chr19(.):41811093-41835788	0.4576
NM_001098506	chr19(.):42077530-42098197	0.0657
NM_005628	chr19(.):47273139-47296842	0.3368
NM_001145144	chr19(.):47273139-47295545	0.344
NM_013403	chr19(.):47217767-47254720	0.3295
NM_001039885	chr19(.):47244302-47266832	0.2019
NM_001145145	chr19(.):47273139-47293134	0.3789
NR_036157	chr19(.):47207549-47217602	0.2355
NR_024258	chr19(.):47328841-47338961	0.0829
NM_018273	chr19(.):48830615-48872186	0.3206
NM_012451	chr19(.):48862650-48884634	0.5659
NM_000836	chr19(.):48893131-48953188	0.2429
NM_016246	chr19(.):49311273-49344934	0.2077
NM_014330	chr19(.):49370648-49384319	0.7427
NM_001161354	chr19(.):49335353-49376884	0.2704
NM_003323	chr19(.):49379221-49406996	0.2628
NM_001083899	chr19(.):55520074-55554632	0.0856
NM_133180	chr19(.):55582220-55604291	0.2223
NM_017729	chr19(.):55586759-55604291	0.0954
NM_017607	chr19(.):55597280-55633927	0.0931
NM_032430	chr19(.):55790533-55828903	0.2967
NM_173804	chr19(.):55733001-55745632	0.051
NM_001130106	chr19(.):55768590-55796751	0.4437
NM_014931	chr19(.):55736146-55775038	0.3203
NM_007050	chr20(.):40696391-41823557	0.0822
NM_203327	chr20(.):4828001-4995939	0.1233
NM_003818	chr20(.):5102481-5176989	0.2183
NM_005116	chr20(.):4828001-4987145	0.1255
NM_032501	chr20(.):24981872-25044616	0.4329
NM_001042472	chr20(.):25275849-25376477	0.2704
NM_015600	chr20(.):25270378-25376477	0.2829
NM_001191	chr20(.):30247260-30315656	0.8685
NM_031483	chr20(.):32946061-33104197	0.2328
NM_016436	chr20(.):34354922-34543288	0.1441
NM_015568	chr20(.):37429347-37556667	0.4497
NM_032883	chr20(.):42539781-42703254	0.4681
NM_001098798	chr20(.):42569535-42703254	0.5061
NM_001098797	chr20(.):42538491-42703254	0.4674
NM_000022	chr20(.):43243162-43285376	0.5759
NM_006282	chr20(.):43590119-43713593	0.323
NM_183048	chr20(.):45833380-45990474	0.1897
NM_001161841	chr20(.):46281149-46420360	0.3054
NM_018837	chr20(.):46281149-46419808	0.3062
NM_006420	chr20(.):47533274-47658230	0.1283
NM_183425	chr20(.):55961462-55989386	0.8676
NM_080618	chr20(.):56067223-56105154	0.3281
NM_199170	chr20(.):56218451-56290625	0.3178
NM_020182	chr20(.):56218451-56290031	0.32
NM_199171	chr20(.):56218451-56291541	0.3148
NR_002785	chr20(.):57388972-57430958	0.0562
NM_019593	chr20(.):5520079-5596672	0.2448
NM_000214	chr20(.):10613331-10659694	0.2514
NM_020531	chr20(.):24938579-24978425	0.1301
NM_002862	chr20(.):25223705-25283648	0.406
NM_012112	chr20(.):30321903-30394603	0.1091
NM_182584	chr20(.):31214426-31244783	0.1163
NM_176812	chr20(.):32394109-32447173	0.8667
NR_030374	chr20(.):33049129-33059223	0.1403
NM_004902	chr20(.):34286530-34335193	0.2676
NM_080748	chr20(.):34282231-34293902	0.2488
NM_001198989	chr20(.):34251609-34292287	0.2215
NM_030919	chr20(.):37549954-37586703	0.1376
NM_001008901	chr20(.):42349800-42360642	0.1649
NR_034104	chr20(.):43280091-43305380	0.2599
NM_006809	chr20(.):43565770-43594114	0.15
NM_080721	chr20(.):45164584-45184213	0.7048
NM_018102	chr20(.):45124706-45147194	0.0598
NR_024594	chr20(.):45942245-45954498	0.0852
NM_006526	chr20(.):52178609-52204636	0.3855
NM_080615	chr20(.):55061547-55105981	0.068
NM_001012971	chr20(.):55094784-55106208	0.0504
NM_001013646	chr20(.):55103301-55116576	0.1011
NM_001015885	chr20(.):55921617-55958519	0.2118
NM_003610	chr20(.):55921144-55958519	0.2096
NM_001190472	chr20(.):55928495-55939878	0.0907
NM_001160419	chr20(.):56182946-56200632	0.5881
NM_001160418	chr20(.):56173901-56200632	0.4119
NM_080426	chr20(.):57461425-57491250	0.5967
NR_003259	chr20(.):57459179-57491247	0.5801
NM_001077489	chr20(.):57461424-57491250	0.5967
NM_001077490	chr20(.):57423035-57491250	0.3173
NM_001077488	chr20(.):57461768-57491250	0.5998
NM_016592	chr20(.):57409794-57491250	0.2737
NM_175573	chr20(.):60873026-60888918	0.4918
NM_005560	chr20(.):60879120-60947368	0.3118
NM_001024	chr20(.):60957120-60968576	0.468
NR_024470	chr20(.):61289378-61302973	0.1165
NM_016354	chr20(.):61268796-61308647	0.558
NM_001083113	chr20(.):62333793-62372494	0.5034
NM_181485	chr20(.):62334379-62372494	0.5101
NM_017806	chr20(.):62362977-62375460	0.6145
NM_003224	chr20(.):62324994-62344355	0.2028
NM_032945	chr20(.):62321287-62335035	0.1115
NM_020062	chr20(.):62366210-62380403	0.504
NM_003823	chr20(.):62323020-62335035	0.1229
NM_001389	chr21(.):41379342-42224039	0.1428
NM_000874	chr21(.):34597230-34640062	0.586
NM_207585	chr21(.):34597230-34641820	0.5981
NM_001754	chr21(.):36155097-36426595	0.2259
NM_001001890	chr21(.):36155097-36265987	0.3445
NM_001146078	chr21(.):37827919-37919898	0.315
NM_001146077	chr21(.):37827919-37953867	0.27
NM_022115	chr21(.):43216324-43304591	0.475
NM_173568	chr21(.):43486425-43568105	0.3797
NM_001040424	chr21(.):43213384-43304582	0.463
NM_001199527	chr21(.):43478067-43568105	0.6057
NM_002626	chr21(.):45714929-45752256	0.4098
NR_024108	chr21(.):45714924-45752261	0.4097
NM_020132	chr21(.):45280115-45412475	0.2389
NM_003683	chr21(.):45204417-45228983	0.3974
NM_001100421	chr21(.):19156283-19196703	0.3648
NM_000629	chr21(.):34692213-34737128	0.639
NM_000628	chr21(.):34633671-34674520	0.3645
NM_005534	chr21(.):34770201-34814828	0.3065
NM_001122607	chr21(.):36188573-36265987	0.4301
NM_170737	chr21(.):39639428-39678746	0.391
NM_170736	chr21(.):39623869-39678746	0.3294
NM_002243	chr21(.):39623663-39678746	0.3287
NM_015500	chr21(.):43300218-43378999	0.2625
NM_199050	chr21(.):43300218-43351799	0.3178
NM_020727	chr21(.):43401939-43435496	0.5324
NR_027273	chr21(.):43437112-43450060	0.2563
NR_027243	chr21(.):43517243-43533644	0.5435
NM_000071	chr21(.):44468300-44501040	0.1028
NM_006758	chr21(.):44508065-44532688	0.4495
NM_001178009	chr21(.):44468300-44501472	0.1024
NM_000394	chr21(.):44584140-44597913	1.2599
NM_003681	chr21(.):45133977-45187188	0.4168
