REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
1_MACS_peak_17701_lociStitched	chr22	23517277	23526655	1	9379	36594.8316	2308.8636	533	BCR	RAB36,RTDR1	BCR	RAB36	0.8909	533	1
4_MACS_peak_21535_lociStitched	chr4	185366663	185381454	4	10910	27802.6427	2748.1678	535	IRF2		IRF2	IRF2	1.6162999999999998	535	1
3_MACS_peak_28434_lociStitched	chr9	91924613	91935279	3	9172	36970.4892	2058.538	538	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	1.4574	538	1
3_MACS_peak_11144_lociStitched	chr17	19206102	19221523	3	8749	38942.6513	2550.6334	540	EPN2	MIR1180,B9D1	MIR1180	B9D1	0.01680000000000001	540	1
1_MACS_peak_24711_lociStitched	chr6	138186927	138196341	1	9415	35393.8158	2042.838	541	TNFAIP3		TNFAIP3	TNFAIP3	1.3501	541	1
4_MACS_peak_12108_lociStitched	chr17	76137615	76152445	4	10016	32864.763	2727.237	543	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.9704000000000002	543	1
2_MACS_peak_23605_lociStitched	chr6	27857318	27871768	2	8801	38395.095	2400.145	544	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	3.2211	544	1
3_MACS_peak_25710_lociStitched	chr7	74057187	74076877	3	10468	30267.468	3126.772	546	GTF2I		GTF2I	GTF2I	0.15550000000000003	546	1
2_MACS_peak_26864_lociStitched	chr8	28195113	28207418	2	8695	38936.7115	2607.4295	547	PNOC,ZNF395		PNOC	PNOC	0.796	547	1
3_MACS_peak_17052_lociStitched	chr20	52267741	52278968	3	10316	30279.219	2226.3141	548			ZNF217	ZNF217	1.2648	548	1
2_MACS_peak_20311_lociStitched	chr4	10096209	10109319	2	9468	34973.547	2205.102	549	WDR1	MIR3138	WDR1	WDR1	0.7446	549	1
3_MACS_peak_17967_lociStitched	chr22	39095792	39105936	3	8335	39797.9552	2154.5856	550	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	GTPBP1	0.9470000000000001	550	1
2_MACS_peak_2715_lociStitched	chr1	230238343	230248918	2	9520	35475.9525	3136.545	551	GALNT2		GALNT2	GALNT2	0.4977999999999999	551	1
2_MACS_peak_12070_lociStitched	chr17	74721487	74734983	2	8964	37516.1808	2553.4432	552	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.9374000000000002	552	1
4_MACS_peak_7130_lociStitched	chr12	122227238	122244544	4	10318	29228.1034	1522.928	554	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.06490000000000001	554	1
4_MACS_peak_4298_lociStitched	chr11	3874258	3893290	4	10544	29707.0488	3779.7552	557	STIM1	PGAP2,RHOG	STIM1	RHOG	0.2747	557	1
5_MACS_peak_3291_lociStitched	chr10	43931369	43951927	5	10049	32181.4932	3087.8116	558	ZNF487P	HNRNPF	ZNF487P	HNRNPF	0.8199000000000001	558	1
3_MACS_peak_23735_lociStitched	chr6	33279658	33292598	3	9389	35073.87	2607.41	559	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.6916	559	1
4_MACS_peak_23038_lociStitched	chr5	169680379	169708227	4	10595	29652.5504	4567.072	563	LCP2	C5orf58	LCP2	LCP2	0.4734	563	1
4_MACS_peak_23685_lociStitched	chr6	31618995	31634878	4	8878	37215.4573	2590.5173	566	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	SNORA38	1.3929	566	1
4_MACS_peak_27478_lociStitched	chr8	103815899	103828755	4	10072	29680.6472	1285.6	568		AZIN1	AZIN1	AZIN1	0.16540000000000002	568	1
3_MACS_peak_9218_lociStitched	chr15	63765191	63780279	3	10192	30269.5456	2764.1216	569		USP3	USP3	USP3	0.1622	569	1
3_MACS_peak_559_lociStitched	chr1	36614170	36627515	3	8881	36872.235	2508.86	572	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.4767	572	1
2_MACS_peak_19446_lociStitched	chr3	130557465	130574087	2	10464	28260.7244	2844.0242	574	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.12030000000000002	574	1
2_MACS_peak_17178_lociStitched	chr20	62358005	62371005	2	9893	31509.4	2447.9	577	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	0.9585000000000001	577	1
3_MACS_peak_11641_lociStitched	chr17	46124132	46134964	3	9735	31787.5872	1894.5168	579	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	1.2842	579	1
3_MACS_peak_5523_lociStitched	chr11	118963502	118979917	3	10309	29433.7365	3187.793	580	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	1.5295	580	1
2_MACS_peak_2435_lociStitched	chr1	207994947	208006328	2	7778	41968.5756	3554.2863	581	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	2.5091	581	1
2_MACS_peak_19233_lociStitched	chr3	113455254	113468850	2	9280	34533.84	2645.7816	583	ATP6V1A,NAA50	KIAA2018	NAA50	NAA50	0.8287	583	1
3_MACS_peak_22873_lociStitched	chr5	150459490	150476227	3	9993	30737.5005	3057.8499	585	TNIP1	ANXA6	TNIP1	ANXA6	0.5048	585	1
3_MACS_peak_5618_lociStitched	chr11	126173018	126189657	3	10048	30512.5982	3297.8498	586	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	DCPS	0.5035	586	1
4_MACS_peak_26291_lociStitched	chr7	128162788	128178284	4	9798	31534.36	2865.2104	588		METTL2B	METTL2B	METTL2B	1.1346	588	1
4_MACS_peak_24239_lociStitched	chr6	88625678	88637286	4	9773	31353.208	2611.8	589			SPACA1	SPACA1	NONE	589	1
4_MACS_peak_18201_lociStitched	chr22	50962057	50979093	4	9652	31951.018	2621.8404	590	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.0754000000000001	590	1
3_MACS_peak_5517_lociStitched	chr11	118887846	118902011	3	9760	31535.5395	2891.0765	591	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	MIR3656	1.6069	591	1
3_MACS_peak_24365_lociStitched	chr6	106585425	106595719	3	8638	36352.2316	2150.4166	592		PRDM1	PRDM1	PRDM1	3.4347	592	1
2_MACS_peak_28756_lociStitched	chr9	117368898	117380292	2	9915	29703.0186	2143.2114	593	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.8333	593	1
2_MACS_peak_9917_lociStitched	chr16	4554082	4568864	2	9350	33503.403	2737.6264	594	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	HMOX2	0.8411	594	1
1_MACS_peak_6589_lociStitched	chr12	72078871	72088911	1	10041	28440.308	1760.012	595	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.9324000000000001	595	1
2_MACS_peak_17344_lociStitched	chr21	34600828	34612897	2	9332	34193.8908	3479.4927	596	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.8637	596	1
2_MACS_peak_28842_lociStitched	chr9	127622725	127636146	2	8970	35032.8363	2575.4899	598	ARPC5L,RPL35	WDR38	ARPC5L	ARPC5L	1.3921000000000001	598	1
3_MACS_peak_10626_lociStitched	chr16	71876807	71888716	3	10014	28501.8097	2546.1442	604	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.6468999999999999	604	1
3_MACS_peak_13174_lociStitched	chr19	12898837	12918235	3	9592	31558.6062	3243.3456	607	JUNB,RNASEH2A,PRDX2	BEST2,MAST1,HOOK2,RTBDN	PRDX2	PRDX2	1.0629	607	1
1_MACS_peak_13886_lociStitched	chr19	55764135	55772368	1	8234	36677.1917	1929.8152	611	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	HSPBP1	1.4258	611	1
1_MACS_peak_27671_lociStitched	chr8	126441069	126449621	1	8553	35347.9816	1981.4984	612	TRIB1		TRIB1	TRIB1	1.8261	612	1
3_MACS_peak_18556_lociStitched	chr3	39248504	39263625	3	7964	38724.881	2938.0103	613		XIRP1	XIRP1	XIRP1	0.015100000000000002	613	1
2_MACS_peak_2636_lociStitched	chr1	226062565	226071530	2	8806	34837.0935	2736.118	614	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	1.307	614	1
3_MACS_peak_17476_lociStitched	chr21	43639121	43655844	3	8276	38576.6164	4143.9594	615	ABCG1		ABCG1	ABCG1	0.33629999999999993	615	1
3_MACS_peak_23986_lociStitched	chr6	52358153	52368615	3	8966	33075.613	1965.8098	620	EFHC1,TRAM2		EFHC1	EFHC1	0.32789999999999997	620	1
3_MACS_peak_9655_lociStitched	chr15	90721303	90736271	3	8211	37198.4736	2704.7176	621	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.6512	621	1
2_MACS_peak_19682_lociStitched	chr3	156391079	156405787	2	9775	30323.4836	3956.452	626	TIPARP,LOC100287227		TIPARP	TIPARP	0.6119	626	1
1_MACS_peak_11434_lociStitched	chr17	38016428	38024968	1	8541	34600.664	1795.962	628	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.9712000000000001	628	1
2_MACS_peak_16212_lociStitched	chr2	232570525	232579833	2	9196	30376.658	1170.0156	631	PTMA,MIR1244-1		PTMA	PTMA	1.9538999999999997	631	1
3_MACS_peak_19421_lociStitched	chr3	128899469	128915563	3	8988	32608.0534	2373.865	632	CNBP	ISY1	CNBP	CNBP	1.0030000000000001	632	1
2_MACS_peak_20680_lociStitched	chr4	71542183	71555189	2	8886	33158.797	2442.5268	633	UTP3	ENAM,RUFY3,IGJ	UTP3	IGJ	0.9594	633	1
1_MACS_peak_1847_lociStitched	chr1	160676609	160685111	1	8503	35619.129	3204.4038	635	CD48	SLAMF7	CD48	CD48	1.3542	635	1
3_MACS_peak_28792_lociStitched	chr9	123653348	123667623	3	8135	36582.5425	2676.5625	638	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	1.1109	638	1
1_MACS_peak_19623_lociStitched	chr3	150315235	150323426	1	8192	35458.839	1847.0705	639	SELT		SELT	SELT	0.8581000000000001	639	1
3_MACS_peak_9575_lociStitched	chr15	85277062	85293291	3	8394	35476.594	2744.3239	640	ZNF592	SEC11A	ZNF592	ZNF592	0.1736	640	1
3_MACS_peak_1863_lociStitched	chr1	161122706	161137545	3	7971	39066.6353	4610.4773	642	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	2.157	642	1
3_MACS_peak_21564_lociStitched	chr4	186225276	186240542	3	9327	30747.2506	2821.1568	646	SNX25		LRP2BP	LRP2BP	0.1721	646	1
4_MACS_peak_9645_lociStitched	chr15	90573901	90591759	4	9529	29869.2908	3178.724	648	ZNF710		ZNF710	ZNF710	0.7686999999999999	648	1
2_MACS_peak_10288_lociStitched	chr16	30661186	30672957	2	7693	37697.8046	2374.2107	650	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	2.2679	650	1
3_MACS_peak_1857_lociStitched	chr1	161028913	161041502	3	8069	36895.8412	3237.8908	652	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	USF1	2.7111	652	1
2_MACS_peak_22588_lociStitched	chr5	130708916	130718979	2	9051	31084.607	2086.0599	653	CDC42SE2		CDC42SE2	CDC42SE2	0.2668	653	1
3_MACS_peak_26998_lociStitched	chr8	38811647	38823518	3	9201	30540.5217	2424.0582	655	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.3935	655	1
2_MACS_peak_4024_lociStitched	chr10	112172429	112185418	2	9433	29270.7115	2593.9033	658			DUSP5	DUSP5	2.168	658	1
3_MACS_peak_7489_lociStitched	chr13	46269305	46280613	3	9516	27342.744	1267.6268	659	SPERT		SPERT	SPERT	1.1	659	1
2_MACS_peak_22445_lociStitched	chr5	112256408	112266833	2	7901	36716.85	2590.6125	660	REEP5	DCP2	REEP5	REEP5	0.29800000000000004	660	1
1_MACS_peak_12057_lociStitched	chr17	74257552	74265711	1	8160	34628.4278	1591.8209	661	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	2.1099	661	1
2_MACS_peak_2110_lociStitched	chr1	181095560	181105292	2	9435	29142.474	2613.042	662		IER5	IER5	IER5	0.6095999999999999	662	1
2_MACS_peak_19427_lociStitched	chr3	128994427	129003407	2	8921	30880.424	1921.72	668	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	4.8123000000000005	668	1
2_MACS_peak_17898_lociStitched	chr22	36772603	36785114	2	9335	28785.3088	2240.7201	670	MYH9		MYH9	MYH9	0.6518999999999999	670	1
2_MACS_peak_6843_lociStitched	chr12	102129065	102140282	2	7864	35544.4296	2048.2242	672	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	1.2062000000000002	672	1
3_MACS_peak_20703_lociStitched	chr4	74454185	74475145	3	9208	30702.208	3814.72	673	RASSF6		RASSF6	RASSF6	0.46020000000000005	673	1
3_MACS_peak_22256_lociStitched	chr5	86408444	86420257	3	8913	30413.7498	2173.592	674	MIR4280		MIR4280	MIR4280	0.3971	674	1
2_MACS_peak_26366_lociStitched	chr7	134670626	134682315	2	8045	35771.8467	3396.8234	677	AGBL3		AGBL3	AGBL3	0.1237	677	1
1_MACS_peak_14274_lociStitched	chr2	33716506	33724183	1	7678	35585.1981	1753.4268	679	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.5923	679	1
2_MACS_peak_28900_lociStitched	chr9	130672455	130681229	2	8722	30677.4136	1567.0364	680	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	1.5312999999999999	680	1
3_MACS_peak_9038_lociStitched	chr15	46994663	47008744	3	9226	28552.0437	2292.3868	681			SEMA6D	SEMA6D	NONE	681	1
4_MACS_peak_18776_lociStitched	chr3	50353797	50376695	4	8913	31576.342	3590.4064	684	HYAL2,TUSC2,RASSF1	SEMA3B,C3orf45,CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,ZMYND10,NPRL2,TMEM115	TUSC2	ZMYND10	1.1482	684	1
2_MACS_peak_20973_lociStitched	chr4	103532196	103542782	2	8816	30790.4396	2353.2678	687	NFKB1		NFKB1	NFKB1	0.31579999999999997	687	1
3_MACS_peak_28120_lociStitched	chr9	33286881	33299028	3	8150	34182.8727	2535.0789	689	NFX1	SPINK4,CHMP5,BAG1	NFX1	NFX1	0.3482	689	1
3_MACS_peak_784_lociStitched	chr1	46790096	46807487	3	8641	32237.6967	2940.8181	690	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.5285	690	1
4_MACS_peak_28731_lociStitched	chr9	116162872	116179444	4	9056	29630.736	2659.806	691	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	POLE3	1.7487	691	1
2_MACS_peak_4277_lociStitched	chr11	2792907	2801164	2	8200	33089.1018	1774.4293	692	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	692	1
2_MACS_peak_10976_lociStitched	chr17	7209433	7219685	2	7914	34524.6352	2085.2568	693	EIF5A,GPS2,NEURL4	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2	EIF5A	EIF5A	2.076	693	1
4_MACS_peak_17666_lociStitched	chr22	22549239	22565538	4	7835	35802.3834	3294.0279	697		VPREB1	VPREB1	NONE	NONE	697	1
1_MACS_peak_4775_lociStitched	chr11	60604777	60613087	1	8311	32364.126	2246.193	703	CCDC86	ZP1,GPR44	CCDC86	CCDC86	1.5882999999999998	703	1
2_MACS_peak_12106_lociStitched	chr17	76116609	76129462	2	9029	28460.3979	2213.2866	704	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.9704000000000002	704	1
1_MACS_peak_26984_lociStitched	chr8	38237120	38245054	1	7935	33438.6364	1765.315	707	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.39460000000000006	707	1
3_MACS_peak_5168_lociStitched	chr11	78163240	78178227	3	7509	36030.2467	2697.66	710	NARS2	GAB2	GAB2	NONE	NONE	710	1
2_MACS_peak_15456_lociStitched	chr2	157188254	157200617	2	7549	35537.4435	2367.5145	711	NR4A2		NR4A2	NR4A2	0.5454	711	1
2_MACS_peak_10600_lociStitched	chr16	70461161	70474064	2	8853	28900.1394	2135.4465	714	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.7379	714	1
2_MACS_peak_28905_lociStitched	chr9	130731578	130744185	2	8511	30943.8815	2497.4467	717	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	PIP5KL1	1.2164	717	1
3_MACS_peak_25284_lociStitched	chr7	25979763	25994350	3	8315	31993.6671	2631.4948	720	MIR148A		MIR148A	MIR148A	2.68	720	1
1_MACS_peak_353_lociStitched	chr1	25869662	25878048	1	8387	31034.0702	2046.184	721	LDLRAP1		LDLRAP1	LDLRAP1	1.0642	721	1
2_MACS_peak_26099_lociStitched	chr7	106504327	106513488	2	8431	31554.1484	2878.3862	723	PIK3CG		PIK3CG	PIK3CG	0.6039000000000001	723	1
2_MACS_peak_9331_lociStitched	chr15	70386872	70396316	2	8820	28359.3876	1910.5212	726	TLE3	MIR629	TLE3	TLE3	0.45089999999999997	726	1
2_MACS_peak_6412_lociStitched	chr12	56726400	56734378	2	7895	32969.085	1961.7902	731	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	2.1492	731	1
3_MACS_peak_17297_lociStitched	chr21	30436348	30452510	3	8822	28799.0678	2711.9836	735	CCT8	USP16,C21orf7,RWDD2B	CCT8	CCT8	0.8826999999999999	735	1
1_MACS_peak_19485_lociStitched	chr3	133290441	133298430	1	7990	32206.0557	1990.8588	740	CDV3		CDV3	CDV3	1.1559	740	1
2_MACS_peak_147_lociStitched	chr1	11623153	11632426	2	8446	29855.3508	1885.2009	742			FBXO44	FBXO44	NONE	742	1
3_MACS_peak_23718_lociStitched	chr6	32805289	32823249	3	8383	31993.944	3850.624	743	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	1.0171000000000001	743	1
1_MACS_peak_10834_lociStitched	chr17	977532	985586	1	8055	31098.9102	1484.3522	746	ABR		ABR	ABR	0.23589999999999997	746	1
2_MACS_peak_5203_lociStitched	chr11	82705150	82719885	2	8288	30844.7755	2611.042	752	RAB30	SNORA70E	SNORA70E	NONE	NONE	752	1
3_MACS_peak_20519_lociStitched	chr4	40622459	40634235	3	8847	27194.3168	2165.6064	755	RBM47		RBM47	RBM47	0.1788	755	1
4_MACS_peak_8517_lociStitched	chr14	93034152	93052990	4	8483	29046.3122	2032.6202	758	RIN3		RIN3	RIN3	0.14229999999999998	758	1
4_MACS_peak_345_lociStitched	chr1	25557957	25574990	4	8733	28303.7361	3089.7862	771	SYF2,C1orf63	RHD	SYF2	SYF2	0.3185	771	1
3_MACS_peak_13118_lociStitched	chr19	11038354	11053507	3	8496	28955.8677	2395.6893	772	C19orf52,YIPF2	SMARCA4	C19orf52	C19orf52	0.2653	772	1
1_MACS_peak_14660_lociStitched	chr2	66659587	66667900	1	8314	28666.5492	1225.3362	775	MEIS1		MEIS1	MEIS1	0.1479	775	1
4_MACS_peak_11613_lociStitched	chr17	45265281	45284090	4	8658	28388.4237	3331.0739	788	CDC27	MYL4,ITGB3	CDC27	MYL4	0.6138	788	1
3_MACS_peak_3530_lociStitched	chr10	72249284	72260676	3	8060	29071.2448	2277.2608	819	KIAA1274	NODAL	KIAA1274	KIAA1274	0.5066999999999999	819	1
2_MACS_peak_18067_lociStitched	chr22	42141629	42151913	2	8044	29046.1296	2236.77	821	MEI1	CCDC134	CCDC134	CCDC134	0.13579999999999998	821	1
2_MACS_peak_20192_lociStitched	chr4	1712547	1724938	2	8178	27688.9286	1764.4784	822	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	1.6957	822	1
2_MACS_peak_27804_lociStitched	chr8	142126743	142140689	2	7656	30897.363	2454.496	823	DENND3		DENND3	DENND3	0.1457	823	1
3_MACS_peak_4224_lociStitched	chr10	135201073	135215684	3	7583	30444.9407	2182.8834	833	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.5679000000000001	833	1
1_MACS_peak_12956_lociStitched	chr19	3983229	3990764	1	7536	30939.4635	2564.914	838	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	SNORD37	1.5781	838	1
2_MACS_peak_1508_lociStitched	chr1	145427299	145441124	2	7911	30200.7125	3810.17	840	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	POLR3GL	1.8937	840	1
1_MACS_peak_23142_lociStitched	chr5	176851986	176859805	1	7820	28193.7502	1775.6949	853	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	1.1328	853	1
2_MACS_peak_8823_lociStitched	chr15	33296497	33309865	2	7819	28981.824	2887.488	861	FMN1		FMN1	FMN1	0.09799999999999999	861	1
1_MACS_peak_979_lociStitched	chr1	66795917	66803477	1	7561	28902.636	1617.084	866	PDE4B		PDE4B	PDE4B	0.09040000000000001	866	1
2_MACS_peak_7860_lociStitched	chr13	115023600	115032444	2	7963	26916.714	1699.8168	867	CDC16	UPF3A,ZNF828	UPF3A	UPF3A	1.1151	867	1
1_MACS_peak_11518_lociStitched	chr17	40827031	40834950	1	7920	26765.4281	1666.1576	871	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	1.3003	871	1
2_MACS_peak_23977_lociStitched	chr6	52160159	52173624	2	7597	28979.373	2372.533	877		MCM3	MCM3	MCM3	0.14529999999999998	877	1
3_MACS_peak_23070_lociStitched	chr5	172191273	172205532	3	7700	28938.6405	3134.1282	882	DUSP1		DUSP1	DUSP1	1.844	882	1
1_MACS_peak_12651_lociStitched	chr18	52930569	52938201	1	7633	27365.2992	1572.192	891	TCF4		CCDC68	CCDC68	NONE	891	1
3_MACS_peak_837_lociStitched	chr1	52328313	52345730	3	7636	28804.2346	3124.6098	894	NRD1	MIR761	NRD1	NRD1	0.259	894	1
2_MACS_peak_12785_lociStitched	chr18	72162350	72170020	2	7551	27486.212	1640.613	899	CNDP2	CNDP1,FAM69C	CNDP2	CNDP2	0.6769000000000001	899	1
3_MACS_peak_13480_lociStitched	chr19	36230721	36240239	3	7554	27181.5044	1889.323	916	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	U2AF1L4	1.9627	916	1
