#11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_ROSE/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam
#Using cutoff of 24861.666 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
1_MACS_peak_24613_lociStitched	chr6	130579804	130583933	1	4130	28279.1081	893.9285	797	1
1_MACS_peak_13017_lociStitched	chr19	6799194	6803925	1	4732	29069.1564	1693.698	798	1
2_MACS_peak_23592_lociStitched	chr6	27439271	27448129	2	5436	29025.8944	1696.307	799	1
2_MACS_peak_4270_lociStitched	chr11	2479507	2489621	2	5628	28843.1052	1539.3508	800	1
1_MACS_peak_5089_lociStitched	chr11	72850908	72855809	1	4902	28465.4981	1169.3786	801	1
1_MACS_peak_979_lociStitched	chr1	66795917	66803477	1	7561	28902.636	1617.084	802	1
1_MACS_peak_28232_lociStitched	chr9	42250197	42256809	1	6613	28520.862	1244.3784	803	1
2_MACS_peak_20033_lociStitched	chr3	186499840	186509006	2	7433	29929.7398	2670.9724	804	1
2_MACS_peak_29820_lociStitched	chrX	106915724	106928973	2	6884	28747.6802	1499.7868	805	1
2_MACS_peak_17413_lociStitched	chr21	37906387	37915831	2	4860	29837.3736	2605.5996	806	1
2_MACS_peak_18658_lociStitched	chr3	46132383	46141409	2	6610	29299.2986	2079.5904	807	1
3_MACS_peak_5618_lociStitched	chr11	126173018	126189657	3	10048	30512.5982	3297.8498	808	1
1_MACS_peak_5120_lociStitched	chr11	74659264	74666036	1	6773	28621.858	1416.0252	809	1
1_MACS_peak_19241_lociStitched	chr3	114008900	114013744	1	4845	28405.216	1219.7192	810	1
1_MACS_peak_9589_lociStitched	chr15	86231670	86237449	1	5780	28567.9086	1391.0053	811	1
5_MACS_peak_8691_lociStitched	chr15	20969789	20995792	5	14241	30974.7736	3809.4395	812	1
2_MACS_peak_12851_lociStitched	chr19	1015248	1029292	2	10934	30648.2212	3496.956	813	1
3_MACS_peak_25710_lociStitched	chr7	74057187	74076877	3	10468	30267.468	3126.772	814	1
1_MACS_peak_8296_lociStitched	chr14	69258214	69263778	1	5565	27769.3676	635.4088	815	1
1_MACS_peak_25034_lociStitched	chr7	2393154	2395979	1	2826	27879.0775	771.79	816	1
1_MACS_peak_21934_lociStitched	chr5	49960738	49965297	1	4560	27789.8404	719.8661	817	1
1_MACS_peak_14231_lociStitched	chr2	28612540	28617302	1	4763	27812.9372	770.9678	818	1
4_MACS_peak_8517_lociStitched	chr14	93034152	93052990	4	8483	29046.3122	2032.6202	819	1
1_MACS_peak_25853_lociStitched	chr7	90558740	90564126	1	5387	28288.8878	1278.0978	820	1
1_MACS_peak_22279_lociStitched	chr5	88565548	88569863	1	4316	28237.7915	1230.638	821	1
1_MACS_peak_12842_lociStitched	chr19	659519	664246	1	4728	28066.5625	1066.4112	822	1
4_MACS_peak_28731_lociStitched	chr9	116162872	116179444	4	9056	29630.736	2659.806	823	1
1_MACS_peak_23240_lociStitched	chr6	2988027	2991722	1	3696	27861.4085	926.3365	824	1
2_MACS_peak_11821_lociStitched	chr17	57695195	57700780	2	5219	28003.7485	1098.011	825	1
1_MACS_peak_5682_lociStitched	chr11	130715727	130719989	1	4263	27995.3732	1094.0554	826	1
3_MACS_peak_20703_lociStitched	chr4	74454185	74475145	3	9208	30702.208	3814.72	827	1
2_MACS_peak_13261_lociStitched	chr19	16476063	16484512	2	6161	28615.9181	1760.7716	828	1
2_MACS_peak_13905_lociStitched	chr19	56340168	56351795	2	6264	28964.0197	2110.3005	829	1
2_MACS_peak_5201_lociStitched	chr11	82679002	82690356	2	6577	28866.4096	2027.8244	830	1
1_MACS_peak_8093_lociStitched	chr14	50436428	50440585	1	4158	27467.3775	640.5937	831	1
1_MACS_peak_23503_lociStitched	chr6	24718458	24722673	1	4216	27644.499	828.2475	832	1
2_MACS_peak_18067_lociStitched	chr22	42141629	42151913	2	8044	29046.1296	2236.77	833	1
3_MACS_peak_3530_lociStitched	chr10	72249284	72260676	3	8060	29071.2448	2277.2608	834	1
1_MACS_peak_14568_lociStitched	chr2	61762737	61766981	1	4245	27818.9956	1053.3608	835	1
2_MACS_peak_10600_lociStitched	chr16	70461161	70474064	2	8853	28900.1394	2135.4465	836	1
5_MACS_peak_25422_lociStitched	chr7	38383766	38408460	5	17597	32238.017	5479.5986	837	1
1_MACS_peak_13957_lociStitched	chr19	59065221	59071956	1	6736	27955.638	1202.1975	838	1
1_MACS_peak_15621_lociStitched	chr2	174826823	174831569	1	4747	27488.832	779.7678	839	1
1_MACS_peak_16827_lociStitched	chr20	37518212	37523518	1	5307	27718.0134	1015.0378	840	1
4_MACS_peak_9645_lociStitched	chr15	90573901	90591759	4	9529	29869.2908	3178.724	841	1
1_MACS_peak_23318_lociStitched	chr6	7959957	7965593	1	5637	28052.6264	1362.2212	842	1
1_MACS_peak_6589_lociStitched	chr12	72078871	72088911	1	10041	28440.308	1760.012	843	1
2_MACS_peak_4024_lociStitched	chr10	112172429	112185418	2	9433	29270.7115	2593.9033	844	1
1_MACS_peak_12916_lociStitched	chr19	2393371	2396313	1	2943	27674.8056	1002.6336	845	1
2_MACS_peak_13159_lociStitched	chr19	12588335	12596447	2	7482	28443.1056	1772.472	846	1
1_MACS_peak_11136_lociStitched	chr17	18964187	18968490	1	4304	27888.6036	1225.9247	847	1
2_MACS_peak_12945_lociStitched	chr19	3499585	3507471	2	4676	28485.0206	1851.6328	848	1
2_MACS_peak_23977_lociStitched	chr6	52160159	52173624	2	7597	28979.373	2372.533	849	1
2_MACS_peak_2778_lociStitched	chr1	235242088	235247748	2	4300	28373.58	1767.052	850	1
1_MACS_peak_20127_lociStitched	chr3	195822045	195826007	1	3963	27906.347	1310.2334	851	1
3_MACS_peak_13118_lociStitched	chr19	11038354	11053507	3	8496	28955.8677	2395.6893	852	1
2_MACS_peak_17898_lociStitched	chr22	36772603	36785114	2	9335	28785.3088	2240.7201	853	1
2_MACS_peak_2110_lociStitched	chr1	181095560	181105292	2	9435	29142.474	2613.042	854	1
1_MACS_peak_15204_lociStitched	chr2	114643372	114649509	1	6138	27862.5937	1344.003	855	1
4_MACS_peak_8990_lociStitched	chr15	44579354	44602833	4	11384	30280.8663	3798.9022	856	1
2_MACS_peak_25848_lociStitched	chr7	90351979	90367756	2	11455	29029.68	2549.5632	857	1
1_MACS_peak_25924_lociStitched	chr7	98475647	98481081	1	5435	27648.7354	1168.8534	858	1
2_MACS_peak_26606_lociStitched	chr8	1991257	2000421	2	6927	28146.3096	1687.0924	859	1
2_MACS_peak_9331_lociStitched	chr15	70386872	70396316	2	8820	28359.3876	1910.5212	860	1
4_MACS_peak_450_lociStitched	chr1	28827090	28846221	4	13127	29852.0124	3418.7097	861	1
1_MACS_peak_23142_lociStitched	chr5	176851986	176859805	1	7820	28193.7502	1775.6949	862	1
2_MACS_peak_281_lociStitched	chr1	22345113	22353465	2	4476	28238.112	1824.912	863	1
1_MACS_peak_13735_lociStitched	chr19	47728638	47735674	1	7037	27809.79	1407.2	864	1
1_MACS_peak_6215_lociStitched	chr12	46607845	46614362	1	6518	27750.0377	1351.6258	865	1
2_MACS_peak_1508_lociStitched	chr1	145427299	145441124	2	7911	30200.7125	3810.17	866	1
3_MACS_peak_22628_lociStitched	chr5	132386159	132400646	3	6442	28614.7224	2230.998	867	1
1_MACS_peak_16926_lociStitched	chr20	44598466	44601954	1	3489	27162.4512	781.6608	868	1
2_MACS_peak_19682_lociStitched	chr3	156391079	156405787	2	9775	30323.4836	3956.452	869	1
1_MACS_peak_26310_lociStitched	chr7	128760927	128764758	1	3832	27533.7801	1214.0439	870	1
1_MACS_peak_10157_lociStitched	chr16	23413461	23419075	1	5615	27754.4932	1488.2714	871	1
2_MACS_peak_9679_lociStitched	chr15	91472355	91479464	2	6291	27925.5738	1665.6387	872	1
3_MACS_peak_9038_lociStitched	chr15	46994663	47008744	3	9226	28552.0437	2292.3868	873	1
1_MACS_peak_15132_lociStitched	chr2	111876771	111881509	1	4739	27129.788	881.7418	874	1
2_MACS_peak_12106_lociStitched	chr17	76116609	76129462	2	9029	28460.3979	2213.2866	875	1
3_MACS_peak_5523_lociStitched	chr11	118963502	118979917	3	10309	29433.7365	3187.793	876	1
1_MACS_peak_26117_lociStitched	chr7	108208881	108212106	1	3226	27315.4275	1097.145	877	1
1_MACS_peak_18456_lociStitched	chr3	27135128	27140024	1	4897	27413.6832	1228.4064	878	1
1_MACS_peak_20508_lociStitched	chr4	40055612	40060441	1	4830	27154.4328	995.7398	879	1
1_MACS_peak_26543_lociStitched	chr7	151854485	151858748	1	4264	27343.7346	1215.3813	880	1
1_MACS_peak_9116_lociStitched	chr15	52754485	52759861	1	5377	27435.8784	1311.2064	881	1
2_MACS_peak_8823_lociStitched	chr15	33296497	33309865	2	7819	28981.824	2887.488	882	1
3_MACS_peak_1512_lociStitched	chr1	145501416	145517354	3	6958	30385.797	4296.8848	883	1
3_MACS_peak_17297_lociStitched	chr21	30436348	30452510	3	8822	28799.0678	2711.9836	884	1
3_MACS_peak_7489_lociStitched	chr13	46269305	46280613	3	9516	27342.744	1267.6268	885	1
2_MACS_peak_17821_lociStitched	chr22	31884333	31893598	2	5701	27580.052	1550.0345	886	1
1_MACS_peak_24213_lociStitched	chr6	86350954	86355067	1	4114	26930.2788	910.2069	887	1
1_MACS_peak_22283_lociStitched	chr5	88635274	88641048	1	5775	27393.0108	1373.0572	888	1
1_MACS_peak_1631_lociStitched	chr1	151041995	151044565	1	2571	26936.941	924.172	889	1
3_MACS_peak_15142_lociStitched	chr2	112220093	112242003	3	13924	29460.186	3499.027	890	1
3_MACS_peak_10626_lociStitched	chr16	71876807	71888716	3	10014	28501.8097	2546.1442	891	1
1_MACS_peak_22403_lociStitched	chr5	107715901	107719692	1	3792	26836.489	898.0879	892	1
2_MACS_peak_4329_lociStitched	chr11	6946407	6957876	2	6821	28432.7979	2495.6544	893	1
4_MACS_peak_4298_lociStitched	chr11	3874258	3893290	4	10544	29707.0488	3779.7552	894	1
2_MACS_peak_20192_lociStitched	chr4	1712547	1724938	2	8178	27688.9286	1764.4784	895	1
3_MACS_peak_9710_lociStitched	chr15	93373700	93389224	3	6694	28514.4832	2628.2132	896	1
1_MACS_peak_18057_lociStitched	chr22	41839813	41845204	1	5392	27312.4233	1438.8579	897	1
1_MACS_peak_15269_lociStitched	chr2	128585585	128590264	1	4680	26921.0944	1065.8762	898	1
2_MACS_peak_12785_lociStitched	chr18	72162350	72170020	2	7551	27486.212	1640.613	899	1
1_MACS_peak_19963_lociStitched	chr3	183268905	183274474	1	5570	27878.414	2033.2419	900	1
4_MACS_peak_21567_lociStitched	chr4	186252289	186275134	4	11229	29719.0605	3895.0725	901	1
1_MACS_peak_8968_lociStitched	chr15	42894565	42901868	1	7304	27499.4465	1679.69	902	1
2_MACS_peak_5680_lociStitched	chr11	130697125	130705725	2	7291	27892.38	2087.22	903	1
3_MACS_peak_23070_lociStitched	chr5	172191273	172205532	3	7700	28938.6405	3134.1282	904	1
1_MACS_peak_12651_lociStitched	chr18	52930569	52938201	1	7633	27365.2992	1572.192	905	1
4_MACS_peak_8495_lociStitched	chr14	91781543	91802098	4	13681	27798.582	2026.723	906	1
2_MACS_peak_3060_lociStitched	chr10	14993302	15003315	2	6433	27578.8059	1809.3491	907	1
3_MACS_peak_16770_lociStitched	chr20	34673570	34690391	3	13147	29107.0584	3347.379	908	1
1_MACS_peak_3177_lociStitched	chr10	27442280	27446023	1	3744	26533.0041	777.0468	909	1
2_MACS_peak_12010_lociStitched	chr17	73284180	73295054	2	7358	27753.7102	2011.69	910	1
1_MACS_peak_10908_lociStitched	chr17	4003218	4007490	1	4273	26651.2992	941.1216	911	1
3_MACS_peak_837_lociStitched	chr1	52328313	52345730	3	7636	28804.2346	3124.6098	912	1
2_MACS_peak_10281_lociStitched	chr16	30537117	30547331	2	5933	27339.8138	1674.0746	913	1
2_MACS_peak_26519_lociStitched	chr7	150125493	150133880	2	5787	27917.8069	2354.2309	914	1
1_MACS_peak_23074_lociStitched	chr5	172260222	172265785	1	5564	26861.5018	1311.1991	915	1
1_MACS_peak_11469_lociStitched	chr17	39820887	39824660	1	3774	26470.9907	925.8942	916	1
3_MACS_peak_24468_lociStitched	chr6	113946564	113956849	3	7456	27792.127	2252.415	917	1
1_MACS_peak_16077_lociStitched	chr2	219431976	219436437	1	4462	26662.9509	1124.172	918	1
1_MACS_peak_28466_lociStitched	chr9	93703081	93707188	1	4108	26698.3749	1226.7609	919	1
2_MACS_peak_30093_lociStitched	chrX	153189347	153200815	2	7444	26744.5228	1278.682	920	1
1_MACS_peak_27756_lociStitched	chr8	134227928	134231954	1	4027	26479.8072	1041.1236	921	1
1_MACS_peak_23552_lociStitched	chr6	26249064	26253968	1	4905	26577.7184	1142.632	922	1
2_MACS_peak_19446_lociStitched	chr3	130557465	130574087	2	10464	28260.7244	2844.0242	923	1
1_MACS_peak_5325_lociStitched	chr11	102185961	102192006	1	6046	26819.8515	1419.366	924	1
1_MACS_peak_12528_lociStitched	chr18	42337579	42341959	1	4381	26433.738	1062.15	925	1
1_MACS_peak_16507_lociStitched	chr20	10650242	10656306	1	6065	26447.5296	1107.2864	926	1
2_MACS_peak_11537_lociStitched	chr17	41436617	41447408	2	6241	27544.0275	2217.5505	927	1
1_MACS_peak_2759_lociStitched	chr1	234508143	234510404	1	2262	25925.3043	623.8099	928	1
3_MACS_peak_13480_lociStitched	chr19	36230721	36240239	3	7554	27181.5044	1889.323	929	1
2_MACS_peak_18073_lociStitched	chr22	42335443	42343737	2	5676	26975.4056	1686.1702	930	1
2_MACS_peak_13883_lociStitched	chr19	55573199	55583842	2	5520	27183.2863	1912.5471	931	1
1_MACS_peak_17214_lociStitched	chr21	11168028	11171636	1	3609	27365.9584	2105.9896	932	1
2_MACS_peak_14865_lociStitched	chr2	86470075	86479020	2	5978	27070.2535	1822.991	933	1
5_MACS_peak_4856_lociStitched	chr11	63992797	64015283	5	11514	28912.4988	3676.461	934	1
5_MACS_peak_18812_lociStitched	chr3	52286341	52313619	5	11575	29716.6532	4489.9588	935	1
1_MACS_peak_621_lociStitched	chr1	39972820	39977295	1	4476	26125.945	908.8725	936	1
2_MACS_peak_7860_lociStitched	chr13	115023600	115032444	2	7963	26916.714	1699.8168	937	1
4_MACS_peak_345_lociStitched	chr1	25557957	25574990	4	8733	28303.7361	3089.7862	938	1
4_MACS_peak_23466_lociStitched	chr6	20197330	20214119	4	11684	28091.3548	2879.3135	939	1
1_MACS_peak_11941_lociStitched	chr17	66452344	66459598	1	7255	26656.9992	1461.681	940	1
2_MACS_peak_2296_lociStitched	chr1	200856759	200863543	2	5909	27307.6352	2122.0352	941	1
3_MACS_peak_7769_lociStitched	chr13	103236660	103251151	3	7232	27451.7504	2318.56	942	1
1_MACS_peak_11518_lociStitched	chr17	40827031	40834950	1	7920	26765.4281	1666.1576	943	1
1_MACS_peak_5286_lociStitched	chr11	95521566	95525462	1	3897	25858.1416	769.0704	944	1
4_MACS_peak_23038_lociStitched	chr5	169680379	169708227	4	10595	29652.5504	4567.072	945	1
2_MACS_peak_17356_lociStitched	chr21	34746024	34757068	2	7067	27931.3804	2872.5444	946	1
4_MACS_peak_11613_lociStitched	chr17	45265281	45284090	4	8658	28388.4237	3331.0739	947	1
4_MACS_peak_21535_lociStitched	chr4	185366663	185381454	4	10910	27802.6427	2748.1678	948	1
3_MACS_peak_20519_lociStitched	chr4	40622459	40634235	3	8847	27194.3168	2165.6064	949	1
1_MACS_peak_15313_lociStitched	chr2	133022940	133027230	1	4291	29257.371	4236.804	950	1
1_MACS_peak_11650_lociStitched	chr17	46516306	46520659	1	4354	26219.8602	1233.6402	951	1
1_MACS_peak_5494_lociStitched	chr11	117878098	117883849	1	5752	26365.4595	1418.1966	952	1
1_MACS_peak_11592_lociStitched	chr17	43660345	43664457	1	4113	25888.3296	970.432	953	1
1_MACS_peak_21906_lociStitched	chr5	42991181	42995682	1	4502	26075.1932	1163.9586	954	1
1_MACS_peak_9987_lociStitched	chr16	11402026	11407176	1	5151	26346.37	1436.85	955	1
1_MACS_peak_1976_lociStitched	chr1	167596322	167602016	1	5695	26703.7212	1817.5248	956	1
