REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
3_MACS_peak_20937_lociStitched	chr4	100765789	100783796	3	10621	37407.7418	3637.414	552	DAPP1	MAPKSP1	DAPP1	552	1
3_MACS_peak_1857_lociStitched	chr1	161028913	161041502	3	8069	36895.8412	3237.8908	553	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	553	1
1_MACS_peak_19623_lociStitched	chr3	150315235	150323426	1	8192	35458.839	1847.0705	554	SELT		SELT	554	1
1_MACS_peak_5622_lociStitched	chr11	126333879	126337861	1	3983	34580.4844	984.7486	555	KIRREL3		ST3GAL4	555	1
2_MACS_peak_6209_lociStitched	chr12	46119387	46132709	2	10841	35721.6108	2128.8556	556	ARID2,LOC400027		ARID2	556	1
1_MACS_peak_1130_lociStitched	chr1	87792781	87803183	1	10403	35252.378	1692.4054	557	LMO4		LMO4	557	1
2_MACS_peak_6843_lociStitched	chr12	102129065	102140282	2	7864	35544.4296	2048.2242	558	SYCP3,GNPTAB	CHPT1	SYCP3	558	1
4_MACS_peak_22876_lociStitched	chr5	150512961	150537888	4	16481	38021.1531	4604.0169	559	ANXA6		ANXA6	559	1
4_MACS_peak_16934_lociStitched	chr20	45172762	45191653	4	10639	37003.6908	3617.6265	560	C20orf123,SLC13A3	ZNF334	C20orf123	560	1
2_MACS_peak_27979_lociStitched	chr9	6673137	6684283	2	4916	35579.1466	2204.6788	561		KDM4C,GLDC	GLDC	561	1
1_MACS_peak_27671_lociStitched	chr8	126441069	126449621	1	8553	35347.9816	1981.4984	562	TRIB1		TRIB1	562	1
1_MACS_peak_24711_lociStitched	chr6	138186927	138196341	1	9415	35393.8158	2042.838	563	TNFAIP3		TNFAIP3	563	1
3_MACS_peak_5168_lociStitched	chr11	78163240	78178227	3	7509	36030.2467	2697.66	564	NARS2	GAB2	GAB2	564	1
5_MACS_peak_6220_lociStitched	chr12	46776336	46798794	5	13274	37352.1456	4078.3728	565		SLC38A2	SLC38A2	565	1
1_MACS_peak_26891_lociStitched	chr8	29410392	29416078	1	5687	34579.9776	1307.2114	566			C8orf75	566	1
1_MACS_peak_26338_lociStitched	chr7	130789933	130796513	1	6581	35392.504	2137.842	567	MKLN1,FLJ43663		FLJ43663	567	1
1_MACS_peak_25537_lociStitched	chr7	47708134	47712360	1	4227	34500.6414	1325.2736	568		C7orf65	C7orf65	568	1
2_MACS_peak_15456_lociStitched	chr2	157188254	157200617	2	7549	35537.4435	2367.5145	569	NR4A2		NR4A2	569	1
1_MACS_peak_20804_lociStitched	chr4	82389762	82394862	1	5101	34503.03	1425.45	570	RASGEF1B		RASGEF1B	570	1
1_MACS_peak_21541_lociStitched	chr4	185454453	185460732	1	6280	34623.0339	1552.7967	571			IRF2	571	1
1_MACS_peak_12057_lociStitched	chr17	74257552	74265711	1	8160	34628.4278	1591.8209	572	FAM100B	RNF157,QRICH2	FAM100B	572	1
1_MACS_peak_11707_lociStitched	chr17	48941963	48946011	1	4049	33890.6656	879.2256	573		WFIKKN2,TOB1	TOB1	573	1
2_MACS_peak_277_lociStitched	chr1	22099537	22110698	2	6094	34803.3463	1810.3142	574	USP48	LDLRAD2	USP48	574	1
3_MACS_peak_22497_lociStitched	chr5	118657884	118678715	3	13970	36833.3742	3855.8181	575	TNFAIP8	TNFAIP8	TNFAIP8	575	1
1_MACS_peak_26870_lociStitched	chr8	28346909	28353093	1	6185	34594.5328	1622.6816	576	FZD3,FBXO16	MIR4288	FZD3	576	1
1_MACS_peak_1716_lociStitched	chr1	154831059	154834575	1	3517	34664.244	1756.242	577	KCNN3		KCNN3	577	1
2_MACS_peak_15042_lociStitched	chr2	106405798	106416288	2	7448	34833.094	1929.111	578	NCK2		NCK2	578	1
1_MACS_peak_28748_lociStitched	chr9	117210452	117216494	1	6043	34406.169	1530.4386	579	DFNB31		DFNB31	579	1
2_MACS_peak_10891_lociStitched	chr17	3459622	3466839	2	4958	34036.8154	1209.5692	580	TRPV3	TRPV1	TRPV3	580	1
2_MACS_peak_25543_lociStitched	chr7	48124372	48129684	2	5038	33945.2736	1121.8944	581	UPP1	C7orf57	UPP1	581	1
1_MACS_peak_11434_lociStitched	chr17	38016428	38024968	1	8541	34600.664	1795.962	582	ZPBP2,IKZF3	GSDMB	IKZF3	582	1
2_MACS_peak_20311_lociStitched	chr4	10096209	10109319	2	9468	34973.547	2205.102	583	WDR1	MIR3138	WDR1	583	1
5_MACS_peak_11586_lociStitched	chr17	43504836	43531669	5	15718	37077.8394	4317.4297	584	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	584	1
3_MACS_peak_9575_lociStitched	chr15	85277062	85293291	3	8394	35476.594	2744.3239	585	ZNF592	SEC11A	ZNF592	585	1
6_MACS_peak_8897_lociStitched	chr15	40329772	40358312	6	13856	37989.594	5277.046	586	SRP14	BMF	SRP14	586	1
2_MACS_peak_4292_lociStitched	chr11	3528520	3536605	2	6887	34399.2495	1747.977	587			TRPC2	587	1
1_MACS_peak_20988_lociStitched	chr4	105407375	105417386	1	10012	34686.1128	2041.2429	588	CXXC4		CXXC4	588	1
1_MACS_peak_15467_lociStitched	chr2	158323922	158328460	1	4539	33829.4286	1211.646	589		CYTIP	CYTIP	589	1
2_MACS_peak_10990_lociStitched	chr17	7474956	7488453	2	11482	35476.8645	2878.9101	590	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	590	1
3_MACS_peak_18736_lociStitched	chr3	49054824	49067748	3	10201	35276.058	2715.3324	591	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	591	1
1_MACS_peak_2051_lociStitched	chr1	174967174	174970937	1	3764	33918.9294	1379.1395	592	CACYBP	MRPS14	CACYBP	592	1
4_MACS_peak_17666_lociStitched	chr22	22549239	22565538	4	7835	35802.3834	3294.0279	593		VPREB1	VPREB1	593	1
3_MACS_peak_9388_lociStitched	chr15	74906340	74924565	3	12036	35766.5625	3291.435	594	CLK3,EDC3		CLK3	594	1
3_MACS_peak_21189_lociStitched	chr4	129724219	129741544	3	10250	35112.5775	2645.5275	595	PHF17		PHF17	595	1
3_MACS_peak_23735_lociStitched	chr6	33279658	33292598	3	9389	35073.87	2607.41	596	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	596	1
2_MACS_peak_28842_lociStitched	chr9	127622725	127636146	2	8970	35032.8363	2575.4899	597	ARPC5L,RPL35	WDR38	ARPC5L	597	1
2_MACS_peak_10976_lociStitched	chr17	7209433	7219685	2	7914	34524.6352	2085.2568	598	EIF5A,GPS2,NEURL4	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2	EIF5A	598	1
1_MACS_peak_1847_lociStitched	chr1	160676609	160685111	1	8503	35619.129	3204.4038	599	CD48	SLAMF7	CD48	599	1
1_MACS_peak_7849_lociStitched	chr13	114789349	114794643	1	5295	33834.4834	1428.8506	600	RASA3		RASA3	600	1
3_MACS_peak_14947_lociStitched	chr2	96889877	96913039	3	11422	36026.1748	3631.8016	601	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	601	1
2_MACS_peak_26366_lociStitched	chr7	134670626	134682315	2	8045	35771.8467	3396.8234	602	AGBL3		AGBL3	602	1
2_MACS_peak_2715_lociStitched	chr1	230238343	230248918	2	9520	35475.9525	3136.545	603	GALNT2		GALNT2	603	1
1_MACS_peak_28467_lociStitched	chr9	93733089	93737832	1	4744	33542.496	1210.8879	604			LOC100129316	604	1
4_MACS_peak_23697_lociStitched	chr6	31783101	31805824	4	16617	36679.4666	4358.2714	605	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	605	1
3_MACS_peak_23668_lociStitched	chr6	31157564	31172917	3	7461	35098.4933	2812.6696	606	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	606	1
2_MACS_peak_17494_lociStitched	chr21	44725785	44734561	2	7313	34781.0432	2509.0584	607			SIK1	607	1
1_MACS_peak_4457_lociStitched	chr11	16979599	16986809	1	7211	33830.041	1594.852	608	PLEKHA7		PLEKHA7	608	1
2_MACS_peak_9764_lociStitched	chr15	101661411	101669550	2	5962	33797.1975	1664.4255	609			CHSY1	609	1
2_MACS_peak_2636_lociStitched	chr1	226062565	226071530	2	8806	34837.0935	2736.118	610	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	610	1
1_MACS_peak_14039_lociStitched	chr2	10259821	10267051	1	7231	33907.254	1874.016	611	RRM2	C2orf48,CYS1	RRM2	611	1
2_MACS_peak_20226_lociStitched	chr4	4029738	4037584	2	6490	33665.6168	1663.352	612			LOC348926	612	1
2_MACS_peak_19233_lociStitched	chr3	113455254	113468850	2	9280	34533.84	2645.7816	613	ATP6V1A,NAA50	KIAA2018	NAA50	613	1
1_MACS_peak_26666_lociStitched	chr8	10821969	10825700	1	3732	32882.7954	1117.0614	614	XKR6		MIR598	614	1
2_MACS_peak_5458_lociStitched	chr11	115125930	115137023	2	7424	33889.115	2185.321	615	CADM1		CADM1	615	1
2_MACS_peak_27783_lociStitched	chr8	137189300	137201667	2	10868	34315.9516	2632.9343	616			KHDRBS3	616	1
1_MACS_peak_26984_lociStitched	chr8	38237120	38245054	1	7935	33438.6364	1765.315	617	LETM2,WHSC1L1		WHSC1L1	617	1
4_MACS_peak_21804_lociStitched	chr5	32275898	32297084	4	16942	35906.0328	4237.2	618	MTMR12		MTMR12	618	1
3_MACS_peak_28120_lociStitched	chr9	33286881	33299028	3	8150	34182.8727	2535.0789	619	NFX1	SPINK4,CHMP5,BAG1	NFX1	619	1
1_MACS_peak_18167_lociStitched	chr22	48491959	48496289	1	4331	32422.607	808.844	620			MIR3201	620	1
2_MACS_peak_9376_lociStitched	chr15	74665769	74678877	2	6644	34142.4076	2552.1276	621		CYP11A1,SEMA7A	CYP11A1	621	1
1_MACS_peak_3566_lociStitched	chr10	74078135	74082075	1	3941	32412.804	856.162	622		DDIT4,DNAJB12	DNAJB12	622	1
2_MACS_peak_19442_lociStitched	chr3	129893226	129900706	2	6605	33331.628	1775.752	623		COL6A4P2	COL6A4P2	623	1
1_MACS_peak_13782_lociStitched	chr19	49375132	49380634	1	5503	33130.8432	1597.7808	624	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	624	1
1_MACS_peak_13730_lociStitched	chr19	47613818	47617854	1	4037	32259.748	856.4392	625	ZC3H4	SAE1	ZC3H4	625	1
1_MACS_peak_3535_lociStitched	chr10	72335092	72340424	1	5333	32663.832	1301.008	626		PRF1	PRF1	626	1
4_MACS_peak_2977_lociStitched	chr10	7511496	7535745	4	12195	35059.2042	3741.6207	627			SFMBT2	627	1
2_MACS_peak_4277_lociStitched	chr11	2792907	2801164	2	8200	33089.1018	1774.4293	628	KCNQ1		KCNQ1OT1	628	1
1_MACS_peak_4890_lociStitched	chr11	64898636	64903670	1	5035	32716.4694	1422.6084	629	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	629	1
1_MACS_peak_22007_lociStitched	chr5	56467232	56473038	1	5807	32418.9622	1131.0088	630	GPBP1	GPBP1	GPBP1	630	1
2_MACS_peak_16560_lociStitched	chr20	17945245	17952747	2	7280	32706.4694	1420.8788	631	C20orf72,SNX5	SNORD17	SNX5	631	1
1_MACS_peak_6485_lociStitched	chr12	62995201	62998251	1	3051	31816.685	540.155	632	MIRLET7I,C12orf61		C12orf61	632	1
2_MACS_peak_23744_lociStitched	chr6	33537714	33548781	2	7472	33417.9132	2238.8541	633	BAK1	GGNBP1,ITPR3,C6orf227	BAK1	633	1
3_MACS_peak_23986_lociStitched	chr6	52358153	52368615	3	8966	33075.613	1965.8098	634	EFHC1,TRAM2		EFHC1	634	1
1_MACS_peak_22415_lociStitched	chr5	109023697	109034347	1	10651	33294.03	2239.695	635	MAN2A1		MAN2A1	635	1
3_MACS_peak_25501_lociStitched	chr7	45024235	45042295	3	11282	34183.968	3129.798	636	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	636	1
1_MACS_peak_12927_lociStitched	chr19	2594918	2600372	1	5455	32822.172	1789.4574	637	GNG7		GNG7	637	1
1_MACS_peak_6448_lociStitched	chr12	57912601	57917836	1	5236	32208.3375	1178.922	638	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	638	1
3_MACS_peak_5802_lociStitched	chr12	7022757	7038396	3	14271	34055.4864	3032.4021	639	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	639	1
2_MACS_peak_6412_lociStitched	chr12	56726400	56734378	2	7895	32969.085	1961.7902	640	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	640	1
4_MACS_peak_5915_lociStitched	chr12	13242290	13256049	4	10293	33785.2245	2830.2263	641	GSG1	KIAA1467	GSG1	641	1
1_MACS_peak_28212_lociStitched	chr9	37527896	37532875	1	4980	32264.9158	1319.9329	642	FBXO10	POLR1E	POLR1E	642	1
1_MACS_peak_12615_lociStitched	chr18	48677550	48681703	1	4154	31887.1493	961.0042	643		MEX3C	MEX3C	643	1
2_MACS_peak_26006_lociStitched	chr7	101944899	101952397	2	7289	32251.1474	1385.6304	644	SH2B2	MIR4285,SPDYE6	MIR4285	644	1
3_MACS_peak_14651_lociStitched	chr2	65609270	65623040	3	10241	33439.068	2574.99	645	SPRED2	SPRED2	SPRED2	645	1
2_MACS_peak_19295_lociStitched	chr3	121303170	121313598	2	4329	32553.0876	1710.192	646	ARGFX,FBXO40	POLQ	FBXO40	646	1
3_MACS_peak_24941_lociStitched	chr6	160389288	160405279	3	11597	32482.5183	1663.064	647	IGF2R		IGF2R	647	1
1_MACS_peak_9407_lociStitched	chr15	75298911	75303628	1	4718	32015.6941	1224.5332	648	SCAMP5	PPCDC,RPP25	SCAMP5	648	1
2_MACS_peak_9917_lociStitched	chr16	4554082	4568864	2	9350	33503.403	2737.6264	649	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	649	1
1_MACS_peak_19169_lociStitched	chr3	108787882	108793009	1	5128	31908.3972	1150.4988	650	MORC1		MORC1	650	1
2_MACS_peak_20680_lociStitched	chr4	71542183	71555189	2	8886	33158.797	2442.5268	651	UTP3	ENAM,RUFY3,IGJ	UTP3	651	1
2_MACS_peak_17344_lociStitched	chr21	34600828	34612897	2	9332	34193.8908	3479.4927	652	IFNAR2	IL10RB	IFNAR2	652	1
6_MACS_peak_17068_lociStitched	chr20	52531412	52566853	6	14161	36433.348	5794.6035	653	BCAS1	SUMO1P1	SUMO1P1	653	1
1_MACS_peak_6940_lociStitched	chr12	109082756	109088189	1	5434	32051.4402	1419.0996	654	CORO1C		CORO1C	654	1
4_MACS_peak_28995_lociStitched	chr9	134595114	134615390	4	11411	33824.4232	3197.5252	655	RAPGEF1	RAPGEF1	RAPGEF1	655	1
1_MACS_peak_6027_lociStitched	chr12	26306093	26312280	1	6188	32141.465	1548.6061	656		SSPN,BHLHE41	BHLHE41	656	1
5_MACS_peak_4882_lociStitched	chr11	64839224	64865045	5	11919	34687.9314	4095.2106	657	ZFPL1,C11orf2,CDCA5	SNX15,SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	657	1
1_MACS_peak_23801_lociStitched	chr6	36559240	36566275	1	7036	32185.125	1673.6265	658	SRSF3	STK38,MIR3925	SRSF3	658	1
4_MACS_peak_9736_lociStitched	chr15	99393312	99419362	4	10574	34552.72	4131.53	659	IGF1R		PGPEP1L	659	1
3_MACS_peak_19795_lociStitched	chr3	169754937	169776509	3	11884	35716.7604	5295.926	660	GPR160		GPR160	660	1
1_MACS_peak_6762_lociStitched	chr12	94563778	94569311	1	5534	31794.8312	1377.1637	661	PLXNC1		PLXNC1	661	1
4_MACS_peak_12112_lociStitched	chr17	76163776	76184062	4	12539	34216.3962	3823.911	662	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	662	1
1_MACS_peak_17498_lociStitched	chr21	44780500	44783181	1	2682	31448.3981	1059.5312	663			SIK1	663	1
1_MACS_peak_17894_lociStitched	chr22	36726233	36731693	1	5461	31676.19	1303.848	664	MYH9		MYH9	664	1
2_MACS_peak_19297_lociStitched	chr3	121372998	121381737	2	5292	32072.13	1722.4569	665	HCLS1		HCLS1	665	1
2_MACS_peak_1815_lociStitched	chr1	159036539	159048231	2	5848	33712.7128	3366.1268	666	AIM2		AIM2	666	1
4_MACS_peak_16613_lociStitched	chr20	23329737	23347986	4	10168	33486.915	3158.9019	667	NXT1,GZF1		GZF1	667	1
2_MACS_peak_26996_lociStitched	chr8	38792409	38802139	2	7332	31963.05	1650.208	668	PLEKHA2	HTRA4	HTRA4	668	1
1_MACS_peak_2920_lociStitched	chr10	3823775	3828982	1	5208	31439.866	1158.0368	669	KLF6		KLF6	669	1
1_MACS_peak_3506_lociStitched	chr10	70846063	70851957	1	5895	31602.4492	1363.2822	670	SRGN	VPS26A	SRGN	670	1
3_MACS_peak_19421_lociStitched	chr3	128899469	128915563	3	8988	32608.0534	2373.865	671	CNBP	ISY1	CNBP	671	1
3_MACS_peak_18414_lociStitched	chr3	20080327	20098737	3	12247	33334.987	3105.767	672	KAT2B	C3orf48	KAT2B	672	1
1_MACS_peak_19485_lociStitched	chr3	133290441	133298430	1	7990	32206.0557	1990.8588	673	CDV3		CDV3	673	1
1_MACS_peak_24679_lociStitched	chr6	136609224	136612794	1	3571	31317.468	1124.193	674	BCLAF1	FAM54A	BCLAF1	674	1
1_MACS_peak_23655_lociStitched	chr6	30582035	30587075	1	5041	31471.272	1294.776	675	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	675	1
1_MACS_peak_22715_lociStitched	chr5	139011697	139019127	1	7431	32299.696	2129.438	676		CXXC5	CXXC5	676	1
1_MACS_peak_16855_lociStitched	chr20	40720484	40724903	1	4420	31329.8262	1162.6389	677	PTPRT		CHD6	677	1
1_MACS_peak_21909_lociStitched	chr5	43036943	43043788	1	6846	31840.8865	1676.3405	678	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	678	1
5_MACS_peak_5879_lociStitched	chr12	11901542	11920186	5	12281	33383.9464	3245.9204	679	ETV6		ETV6	679	1
4_MACS_peak_12108_lociStitched	chr17	76137615	76152445	4	10016	32864.763	2727.237	680	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	680	1
1_MACS_peak_4775_lociStitched	chr11	60604777	60613087	1	8311	32364.126	2246.193	681	CCDC86	ZP1,GPR44	CCDC86	681	1
1_MACS_peak_13904_lociStitched	chr19	56329085	56333053	1	3969	31236.096	1145.1648	682	NLRP11	NLRP4	NLRP4	682	1
1_MACS_peak_23390_lociStitched	chr6	13354455	13358510	1	4056	31199.5755	1109.448	683		TBC1D7	TBC1D7	683	1
2_MACS_peak_20203_lociStitched	chr4	2413379	2421715	2	5635	31733.4848	1653.0288	684	LOC402160,ZFYVE28	RNF4,ZFYVE28	ZFYVE28	684	1
1_MACS_peak_1612_lociStitched	chr1	150335377	150339561	1	4185	31528.532	1472.768	685	RPRD2	PRPF3	RPRD2	685	1
2_MACS_peak_5827_lociStitched	chr12	8467844	8475089	2	5783	31580.2305	1603.3185	686			LOC389634	686	1
6_MACS_peak_15900_lociStitched	chr2	202072914	202101896	6	18873	35630.4708	5660.1846	687	CASP10,CASP8	CASP8	CASP8	687	1
1_MACS_peak_6543_lociStitched	chr12	68381038	68387094	1	6057	31322.2376	1354.7272	688			IFNG	688	1
6_MACS_peak_21687_lociStitched	chr5	6708530	6738404	6	12173	34423.8102	4478.1126	689	PAPD7	PAPD7	PAPD7	689	1
3_MACS_peak_11641_lociStitched	chr17	46124132	46134964	3	9735	31787.5872	1894.5168	690	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	690	1
1_MACS_peak_16867_lociStitched	chr20	42378206	42382366	1	4161	31308.16	1443.52	691		GTSF1L	GTSF1L	691	1
4_MACS_peak_4608_lociStitched	chr11	35183170	35205525	4	12551	33876.767	4115.5555	692	CD44		CD44	692	1
1_MACS_peak_7643_lociStitched	chr13	77898962	77905431	1	6470	31000.0949	1249.1639	693	MYCBP2		MYCBP2	693	1
2_MACS_peak_19498_lociStitched	chr3	135910585	135917459	2	6836	31326.8802	1589.9562	694	MSL2		MSL2	694	1
3_MACS_peak_4902_lociStitched	chr11	65236085	65246289	3	6556	31826.276	2095.9016	695		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	695	1
2_MACS_peak_19278_lociStitched	chr3	119356003	119362750	2	5243	31293.9354	1576.7739	696	POPDC2	PLA1A,COX17	POPDC2	696	1
1_MACS_peak_20614_lociStitched	chr4	57622285	57626775	1	4491	30838.218	1178.176	697			SPINK2	697	1
1_MACS_peak_5508_lociStitched	chr11	118689405	118692989	1	3585	30632.0896	1003.8784	698		DDX6	DDX6	698	1
1_MACS_peak_10834_lociStitched	chr17	977532	985586	1	8055	31098.9102	1484.3522	699	ABR		ABR	699	1
6_MACS_peak_4162_lociStitched	chr10	126407093	126438400	6	15212	33899.2196	4351.673	700	FAM53B	METTL10	FAM53B	700	1
1_MACS_peak_2787_lociStitched	chr1	235665410	235669590	1	4181	30886.856	1351.812	701	B3GALNT2		B3GALNT2	701	1
2_MACS_peak_12703_lociStitched	chr18	56751287	56762493	2	6794	31533.684	2018.2006	702		LOC390858,SEC11C	SEC11C	702	1
1_MACS_peak_2850_lociStitched	chr1	245025058	245029094	1	4037	30505.7024	1011.4216	703	HNRNPU	FAM36A,NCRNA00201	HNRNPU	703	1
1_MACS_peak_3742_lociStitched	chr10	89619823	89626032	1	6210	30880.4615	1449.8015	704	PTEN,KILLIN	CFLP1,ATAD1	PTEN	704	1
1_MACS_peak_5786_lociStitched	chr12	6640826	6647793	1	6968	31141.0966	1725.0292	705	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	705	1
3_MACS_peak_25284_lociStitched	chr7	25979763	25994350	3	8315	31993.6671	2631.4948	706	MIR148A		MIR148A	706	1
3_MACS_peak_5535_lociStitched	chr11	119543235	119566736	3	11304	32776.8447	3419.3955	707	PVRL1		PVRL1	707	1
3_MACS_peak_27839_lociStitched	chr8	145002140	145018812	3	11044	31958.5568	2620.8384	708	PLEC	GRINA,MIR661,PARP10	PLEC	708	1
4_MACS_peak_18201_lociStitched	chr22	50962057	50979093	4	9652	31951.018	2621.8404	709	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	709	1
1_MACS_peak_5778_lociStitched	chr12	6468396	6473985	1	5590	30564.5643	1237.9635	710	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	710	1
4_MACS_peak_24781_lociStitched	chr6	143162861	143179961	4	11509	31195.53	1882.71	711	HIVEP2		HIVEP2	711	1
3_MACS_peak_784_lociStitched	chr1	46790096	46807487	3	8641	32237.6967	2940.8181	712	NSUN4	UQCRH,LRRC41	NSUN4	712	1
1_MACS_peak_24752_lociStitched	chr6	139690539	139697998	1	7460	30942.1697	1707.3651	713	CITED2		CITED2	713	1
2_MACS_peak_16212_lociStitched	chr2	232570525	232579833	2	9196	30376.658	1170.0156	714	PTMA,MIR1244-1		PTMA	714	1
1_MACS_peak_21520_lociStitched	chr4	185184651	185191456	1	6806	30756.5585	1612.785	715		ENPP6	ENPP6	715	1
2_MACS_peak_28900_lociStitched	chr9	130672455	130681229	2	8722	30677.4136	1567.0364	716	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	716	1
5_MACS_peak_3291_lociStitched	chr10	43931369	43951927	5	10049	32181.4932	3087.8116	717	ZNF487P	HNRNPF	ZNF487P	717	1
2_MACS_peak_17178_lociStitched	chr20	62358005	62371005	2	9893	31509.4	2447.9	718	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	718	1
1_MACS_peak_19748_lociStitched	chr3	161486691	161490629	1	3939	30311.9674	1255.0406	719			OTOL1	719	1
1_MACS_peak_22049_lociStitched	chr5	61985033	61991127	1	6095	30398.7002	1346.774	720			LRRC70	720	1
5_MACS_peak_12918_lociStitched	chr19	2445732	2480285	5	14846	36056.0555	7055.7226	721	GADD45B,LMNB2	TIMM13	LMNB2	721	1
2_MACS_peak_22588_lociStitched	chr5	130708916	130718979	2	9051	31084.607	2086.0599	722	CDC42SE2		CDC42SE2	722	1
1_MACS_peak_353_lociStitched	chr1	25869662	25878048	1	8387	31034.0702	2046.184	723	LDLRAP1		LDLRAP1	723	1
1_MACS_peak_13595_lociStitched	chr19	41767977	41772469	1	4493	30237.898	1253.7172	724	HNRNPUL1	AXL,CCDC97	HNRNPUL1	724	1
2_MACS_peak_18874_lociStitched	chr3	56948155	56956726	2	6789	30816.1734	1847.0505	725	ARHGEF3		ARHGEF3	725	1
2_MACS_peak_2424_lociStitched	chr1	207094073	207104444	2	5144	32070.2433	3110.2629	726	FAIM3,PIGR	IL24,FCAMR	FAIM3	726	1
2_MACS_peak_19427_lociStitched	chr3	128994427	129003407	2	8921	30880.424	1921.72	727	COPG,C3orf37	C3orf47,H1FX	C3orf37	727	1
1_MACS_peak_21597_lociStitched	chr4	187749199	187752663	1	3465	29904.712	990.3576	728			FAT1	728	1
1_MACS_peak_1984_lociStitched	chr1	167903612	167907553	1	3942	30336.2416	1441.2237	729	DCAF6,BRP44	ADCY10	BRP44	729	1
1_MACS_peak_1507_lociStitched	chr1	145394841	145400490	1	5650	30840.7155	1951.1646	730		HFE2,TXNIP	HFE2	730	1
1_MACS_peak_22703_lociStitched	chr5	138748825	138752796	1	3972	29856.7577	997.9123	731	DNAJC18	SLC23A1,MZB1,LOC389333,SPATA24	SPATA24	731	1
1_MACS_peak_25295_lociStitched	chr7	26191096	26198399	1	7304	30310.3712	1486.8908	732	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	732	1
4_MACS_peak_24239_lociStitched	chr6	88625678	88637286	4	9773	31353.208	2611.8	733			SPACA1	733	1
3_MACS_peak_2164_lociStitched	chr1	184704017	184725700	3	11025	34207.1008	5468.4526	734	EDEM3		EDEM3	734	1
4_MACS_peak_16439_lociStitched	chr20	5092565	5109068	4	11031	31532.2821	2815.4118	735	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	735	1
1_MACS_peak_28876_lociStitched	chr9	129765517	129771084	1	5568	30252.1914	1563.7703	736	RALGPS1		RALGPS1	736	1
2_MACS_peak_26099_lociStitched	chr7	106504327	106513488	2	8431	31554.1484	2878.3862	737	PIK3CG		PIK3CG	737	1
4_MACS_peak_26291_lociStitched	chr7	128162788	128178284	4	9798	31534.36	2865.2104	738		METTL2B	METTL2B	738	1
