REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_23735_lociStitched	chr6	33279658	33292598	3	9389	35073.87	2607.41	537	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	537	1
3_MACS_peak_15073_lociStitched	chr2	109383322	109404049	3	9389	19050.1857	2661.3468	538	RANBP2,CCDC138		CCDC138	538	1
1_MACS_peak_17701_lociStitched	chr22	23517277	23526655	1	9379	36594.8316	2308.8636	539	BCR	RAB36,RTDR1	BCR	539	1
3_MACS_peak_16907_lociStitched	chr20	43677942	43692951	3	9378	23472.5751	2371.422	540	STK4	KCNS1	KCNS1	540	1
2_MACS_peak_9917_lociStitched	chr16	4554082	4568864	2	9350	33503.403	2737.6264	541	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	541	1
2_MACS_peak_455_lociStitched	chr1	28903034	28914564	2	9349	23684.926	2379.792	542	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	542	1
1_MACS_peak_294_lociStitched	chr1	23849572	23858918	1	9347	63925.7054	2155.1876	543	E2F2	ASAP3,ID3	E2F2	543	1
1_MACS_peak_4607_lociStitched	chr11	35159799	35169133	1	9335	39735.7714	2835.6692	544	CD44		CD44	544	1
2_MACS_peak_17898_lociStitched	chr22	36772603	36785114	2	9335	28785.3088	2240.7201	545	MYH9		MYH9	545	1
2_MACS_peak_17344_lociStitched	chr21	34600828	34612897	2	9332	34193.8908	3479.4927	546	IFNAR2	IL10RB	IFNAR2	546	1
2_MACS_peak_9762_lociStitched	chr15	101458027	101472435	2	9329	19419.1024	2349.9448	547	LRRK1	ALDH1A3	LRRK1	547	1
3_MACS_peak_21564_lociStitched	chr4	186225276	186240542	3	9327	30747.2506	2821.1568	548	SNX25		LRP2BP	548	1
6_MACS_peak_5096_lociStitched	chr11	73069949	73094641	6	9317	12916.3852	3879.1132	549	ARHGEF17,RELT		RELT	549	1
4_MACS_peak_5005_lociStitched	chr11	67644673	67659588	4	9309	45732.373	3008.3555	550			LOC645332	550	1
5_MACS_peak_23334_lociStitched	chr6	10403589	10430996	5	9300	21059.5388	3450.5413	551	LOC100130275,TFAP2A,C6orf218		TFAP2A	551	1
3_MACS_peak_19790_lociStitched	chr3	169656649	169668263	3	9295	50149.252	3436.5826	552	SAMD7,LOC100128164	SEC62	LOC100128164	552	1
4_MACS_peak_13877_lociStitched	chr19	55462016	55486146	4	9291	23529.163	3025.902	553	NLRP2	NCR1,NLRP7	NLRP2	553	1
3_MACS_peak_28463_lociStitched	chr9	93670878	93688885	3	9286	39129.211	3664.4245	554			SYK	554	1
3_MACS_peak_13461_lociStitched	chr19	35695282	35708233	3	9282	75694.7097	3189.8313	555		FXYD5,LSR,FAM187B	FAM187B	555	1
4_MACS_peak_16046_lociStitched	chr2	216764828	216784644	4	9281	16039.0704	3277.5664	556			LOC646324	556	1
2_MACS_peak_19233_lociStitched	chr3	113455254	113468850	2	9280	34533.84	2645.7816	557	ATP6V1A,NAA50	KIAA2018	NAA50	557	1
3_MACS_peak_13800_lociStitched	chr19	49989907	50004906	3	9271	23090.9605	2810.8126	558	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	558	1
4_MACS_peak_14857_lociStitched	chr2	86290457	86308755	4	9269	19190.9424	3399.7684	559	POLR1A	PTCD3,LOC90784	POLR1A	559	1
2_MACS_peak_29877_lociStitched	chrX	118815310	118827827	2	9268	22151.3349	1285.4959	560	SEPT6	MIR766	SEPT6	560	1
3_MACS_peak_588_lociStitched	chr1	38140837	38158872	3	9266	23762.916	3377.9555	561	CDCA8,C1orf109	RSPO1	C1orf109	561	1
5_MACS_peak_9003_lociStitched	chr15	44954517	44976404	5	9249	20562.8365	3849.9233	562	SPG11,PATL2	B2M	PATL2	562	1
4_MACS_peak_5774_lociStitched	chr12	6432244	6452037	4	9242	17981.9405	3220.3211	563	PLEKHG6,TNFRSF1A	LTBR,SCNN1A	TNFRSF1A	563	1
2_MACS_peak_16304_lociStitched	chr2	239167100	239176574	2	9234	13626.4542	1168.1442	564	PER2	LOC643387,LOC151174,HES6	HES6	564	1
4_MACS_peak_28298_lociStitched	chr9	71251217	71269409	4	9231	21477.4752	3332.7744	565			PIP5K1B	565	1
3_MACS_peak_9038_lociStitched	chr15	46994663	47008744	3	9226	28552.0437	2292.3868	566			SEMA6D	566	1
2_MACS_peak_15225_lociStitched	chr2	120060036	120071948	2	9223	24693.576	2026.2312	567	C2orf76		C2orf76	567	1
3_MACS_peak_22417_lociStitched	chr5	109187849	109201945	3	9220	26382.0736	2461.1616	568	MAN2A1	LOC100289673	LOC100289673	568	1
1_MACS_peak_1510_lociStitched	chr1	145448718	145457936	1	9219	57825.4358	3218.0038	569	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	569	1
3_MACS_peak_20703_lociStitched	chr4	74454185	74475145	3	9208	30702.208	3814.72	570	RASSF6		RASSF6	570	1
3_MACS_peak_28789_lociStitched	chr9	123630331	123641489	3	9202	37529.933	2316.4008	571	PHF19	LOC253039,PSMD5,TRAF1	PHF19	571	1
3_MACS_peak_26998_lociStitched	chr8	38811647	38823518	3	9201	30540.5217	2424.0582	572	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	572	1
2_MACS_peak_16212_lociStitched	chr2	232570525	232579833	2	9196	30376.658	1170.0156	573	PTMA,MIR1244-1		PTMA	573	1
3_MACS_peak_19370_lociStitched	chr3	125548487	125560730	3	9193	44739.5949	2870.9835	574		MIR548I1	MIR548I1	574	1
3_MACS_peak_26044_lociStitched	chr7	104576303	104586737	3	9182	74033.4036	2402.9502	575		LOC723809	LOC723809	575	1
3_MACS_peak_231_lociStitched	chr1	17221329	17233574	3	9180	81647.211	4817.183	576		CROCC	CROCC	576	1
3_MACS_peak_16682_lociStitched	chr20	31255039	31270461	3	9174	38704.5934	2882.3718	577		C20orf203	C20orf203	577	1
3_MACS_peak_28434_lociStitched	chr9	91924613	91935279	3	9172	36970.4892	2058.538	578	CKS2,MIR3153,SECISBP2		MIR3153	578	1
3_MACS_peak_26568_lociStitched	chr7	155532523	155547304	3	9171	26695.9641	3485.3598	579	RBM33		SHH	579	1
2_MACS_peak_20831_lociStitched	chr4	84132413	84144236	2	9161	44275.9527	2504.1114	580			COQ2	580	1
2_MACS_peak_11225_lociStitched	chr17	27219308	27230707	2	9144	23166.1877	2405.189	581	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	581	1
2_MACS_peak_22512_lociStitched	chr5	121647581	121660434	2	9131	12085.6759	1924.0941	582	SNCAIP		SNCAIP	582	1
1_MACS_peak_12726_lociStitched	chr18	60821971	60831097	1	9127	83547.6174	2528.8146	583	BCL2		BCL2	583	1
3_MACS_peak_28124_lociStitched	chr9	33445230	33459173	3	9125	26332.7498	2723.0679	584	AQP3	AQP7,NOL6	AQP3	584	1
1_MACS_peak_9652_lociStitched	chr15	90637400	90646519	1	9120	68003.1187	2564.2628	585	IDH2		IDH2	585	1
3_MACS_peak_16952_lociStitched	chr20	46114446	46132447	3	9114	21502.1945	3189.7772	586	NCOA3		NCOA3	586	1
4_MACS_peak_22584_lociStitched	chr5	130598210	130624716	4	9113	17276.6108	4015.659	587	CDC42SE2		CDC42SE2	587	1
4_MACS_peak_11007_lociStitched	chr17	8053627	8067505	4	9107	25393.9644	2450.8548	588	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	588	1
4_MACS_peak_3608_lociStitched	chr10	75909303	75927711	4	9107	19606.3608	2917.668	589	ADK,AP3M1	ADK	ADK	589	1
2_MACS_peak_20857_lociStitched	chr4	87855012	87869549	2	9106	25771.1936	2602.123	590	AFF1	C4orf36	AFF1	590	1
2_MACS_peak_7862_lociStitched	chr13	115039366	115048693	2	9069	41325.1389	1791.7167	591	UPF3A	CDC16,ZNF828	UPF3A	591	1
3_MACS_peak_12214_lociStitched	chr17	80405802	80424064	3	9066	48810.6736	3268.898	592	NARF,C17orf62	HEXDC,C17orf101	NARF	592	1
3_MACS_peak_10271_lociStitched	chr16	30379411	30394844	3	9056	24709.7763	2659.1059	593	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	593	1
4_MACS_peak_28731_lociStitched	chr9	116162872	116179444	4	9056	29630.736	2659.806	594	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	594	1
2_MACS_peak_22588_lociStitched	chr5	130708916	130718979	2	9051	31084.607	2086.0599	595	CDC42SE2		CDC42SE2	595	1
4_MACS_peak_11653_lociStitched	chr17	46545024	46562103	4	9047	13314.7884	3079.3437	596		SKAP1,HOXB1	SKAP1	596	1
2_MACS_peak_6400_lociStitched	chr12	56509028	56523879	2	9035	27872.3568	3129.1057	597	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	597	1
2_MACS_peak_12106_lociStitched	chr17	76116609	76129462	2	9029	28460.3979	2213.2866	598	TMC8,TMC6	C17orf99,SYNGR2	TMC6	598	1
2_MACS_peak_11691_lociStitched	chr17	48224753	48234306	2	9026	20279.1084	1577.2003	599	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	599	1
2_MACS_peak_11583_lociStitched	chr17	43387730	43398523	2	9014	25872.9796	2149.9656	600	MAP3K14	LOC100133991,C17orf46	MAP3K14	600	1
2_MACS_peak_14709_lociStitched	chr2	70310065	70323258	2	9013	66549.4499	2845.7301	601	PCBP1,LOC400960	LOC100133985	PCBP1	601	1
2_MACS_peak_21521_lociStitched	chr4	185200921	185210837	2	9004	74613.9336	2489.9076	602			ENPP6	602	1
3_MACS_peak_14210_lociStitched	chr2	27374799	27389164	3	9001	24798.2995	2625.922	603	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	603	1
1_MACS_peak_1723_lociStitched	chr1	154970811	154979802	1	8992	44161.9938	2355.642	604	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	604	1
2_MACS_peak_11180_lociStitched	chr17	20936670	20948008	2	8992	38101.349	2006.826	605	USP22		USP22	605	1
3_MACS_peak_19421_lociStitched	chr3	128899469	128915563	3	8988	32608.0534	2373.865	606	CNBP	ISY1	CNBP	606	1
2_MACS_peak_9650_lociStitched	chr15	90612904	90626456	2	8987	26689.3088	2172.3856	607	ZNF710	IDH2	IDH2	607	1
4_MACS_peak_24420_lociStitched	chr6	109186671	109206599	4	8982	26952.62	3959.6936	608	ARMC2		ARMC2	608	1
1_MACS_peak_23362_lociStitched	chr6	11827794	11836769	1	8976	69791.395	2372.0925	609		C6orf105	C6orf105	609	1
2_MACS_peak_28842_lociStitched	chr9	127622725	127636146	2	8970	35032.8363	2575.4899	610	ARPC5L,RPL35	WDR38	ARPC5L	610	1
3_MACS_peak_23986_lociStitched	chr6	52358153	52368615	3	8966	33075.613	1965.8098	611	EFHC1,TRAM2		EFHC1	611	1
2_MACS_peak_12070_lociStitched	chr17	74721487	74734983	2	8964	37516.1808	2553.4432	612	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	612	1
4_MACS_peak_27714_lociStitched	chr8	131075510	131094509	4	8960	15725.4723	2777.6538	613	ASAP1		FAM49B	613	1
1_MACS_peak_20670_lociStitched	chr4	69434530	69443477	1	8948	38215.3211	1727.6657	614		UGT2B15,UGT2B17	UGT2B17	614	1
3_MACS_peak_2952_lociStitched	chr10	5930587	5947704	3	8935	22967.5906	3091.3302	615	FBXO18,ANKRD16		FBXO18	615	1
1_MACS_peak_3438_lociStitched	chr10	63656449	63665381	1	8933	39301.6932	1965.9332	616	ARID5B		ARID5B	616	1
1_MACS_peak_13125_lociStitched	chr19	11199259	11208186	1	8928	38427.1642	1913.0561	617	LDLR		LDLR	617	1
2_MACS_peak_23098_lociStitched	chr5	173696592	173709819	2	8927	46752.1542	2867.6136	618			HMP19	618	1
2_MACS_peak_19427_lociStitched	chr3	128994427	129003407	2	8921	30880.424	1921.72	619	COPG,C3orf37	C3orf47,H1FX	C3orf37	619	1
3_MACS_peak_2131_lociStitched	chr1	183438624	183451323	3	8917	49193.3862	3629.3742	620	SMG7		SMG7	620	1
3_MACS_peak_22256_lociStitched	chr5	86408444	86420257	3	8913	30413.7498	2173.592	621	MIR4280		MIR4280	621	1
4_MACS_peak_18776_lociStitched	chr3	50353797	50376695	4	8913	31576.342	3590.4064	622	HYAL2,TUSC2,RASSF1	SEMA3B,C3orf45,CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,ZMYND10,NPRL2,TMEM115	TUSC2	622	1
2_MACS_peak_11651_lociStitched	chr17	46528018	46537768	2	8909	27004.575	2594.475	623		SKAP1	SKAP1	623	1
5_MACS_peak_25988_lociStitched	chr7	101376464	101398427	5	8902	13360.0929	2973.7902	624			CUX1	624	1
2_MACS_peak_20680_lociStitched	chr4	71542183	71555189	2	8886	33158.797	2442.5268	625	UTP3	ENAM,RUFY3,IGJ	UTP3	625	1
3_MACS_peak_559_lociStitched	chr1	36614170	36627515	3	8881	36872.235	2508.86	626	MAP7D1,TRAPPC3	COL8A2	MAP7D1	626	1
4_MACS_peak_23685_lociStitched	chr6	31618995	31634878	4	8878	37215.4573	2590.5173	627	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	627	1
2_MACS_peak_25287_lociStitched	chr7	26002286	26011667	2	8876	82772.3154	2571.3321	628		MIR148A	MIR148A	628	1
1_MACS_peak_15465_lociStitched	chr2	158293486	158302351	1	8866	51562.386	2042.496	629	CYTIP		CYTIP	629	1
2_MACS_peak_10791_lociStitched	chr16	89033635	89046105	2	8864	23675.542	1330.549	630	CBFA2T3	CBFA2T3	CBFA2T3	630	1
2_MACS_peak_11554_lociStitched	chr17	42287095	42299760	2	8858	22149.8185	1918.7475	631	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	631	1
1_MACS_peak_2453_lociStitched	chr1	209275728	209284583	1	8856	54133.2715	2862.8215	632			LOC642587	632	1
4_MACS_peak_4322_lociStitched	chr11	6623902	6641222	4	8855	16881.804	2904.564	633	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	633	1
2_MACS_peak_8270_lociStitched	chr14	65813274	65825423	2	8854	17477.5514	1083.6908	634			FUT8	634	1
2_MACS_peak_10600_lociStitched	chr16	70461161	70474064	2	8853	28900.1394	2135.4465	635	ST3GAL2	FUK	ST3GAL2	635	1
3_MACS_peak_20519_lociStitched	chr4	40622459	40634235	3	8847	27194.3168	2165.6064	636	RBM47		RBM47	636	1
3_MACS_peak_22881_lociStitched	chr5	150590391	150604746	3	8847	17296.3395	2474.802	637	CCDC69	GM2A	CCDC69	637	1
1_MACS_peak_25877_lociStitched	chr7	92436913	92445739	1	8827	38808.8046	1997.3238	638	CDK6		CDK6	638	1
3_MACS_peak_17297_lociStitched	chr21	30436348	30452510	3	8822	28799.0678	2711.9836	639	CCT8	USP16,C21orf7,RWDD2B	CCT8	639	1
2_MACS_peak_9331_lociStitched	chr15	70386872	70396316	2	8820	28359.3876	1910.5212	640	TLE3	MIR629	TLE3	640	1
6_MACS_peak_9793_lociStitched	chr16	430913	452891	6	8819	10883.5056	2621.9754	641	LOC100134368,NME4,DECR2,TMEM8A	RAB11FIP3,AXIN1,MRPL28	NME4	641	1
2_MACS_peak_20973_lociStitched	chr4	103532196	103542782	2	8816	30790.4396	2353.2678	642	NFKB1		NFKB1	642	1
3_MACS_peak_27673_lociStitched	chr8	126647749	126661270	3	8816	25238.2986	2871.8604	643			TRIB1	643	1
4_MACS_peak_14126_lociStitched	chr2	20615792	20630244	4	8816	26841.6996	2610.0312	644		RHOB	RHOB	644	1
2_MACS_peak_2636_lociStitched	chr1	226062565	226071530	2	8806	34837.0935	2736.118	645	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	645	1
2_MACS_peak_23605_lociStitched	chr6	27857318	27871768	2	8801	38395.095	2400.145	646	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	646	1
5_MACS_peak_12217_lociStitched	chr17	80447655	80465711	5	8799	19823.6824	2999.1016	647		NARF,FOXK2,C17orf62	FOXK2	647	1
1_MACS_peak_2261_lociStitched	chr1	197740001	197748793	1	8793	46687.2784	2614.7408	648	DENND1B		DENND1B	648	1
2_MACS_peak_4027_lociStitched	chr10	112216320	112226016	2	8787	60993.6576	2248.5024	649		DUSP5	DUSP5	649	1
1_MACS_peak_11873_lociStitched	chr17	62132988	62141749	1	8762	11446.2465	1569.9712	650	ERN1	ICAM2	ICAM2	650	1
1_MACS_peak_16490_lociStitched	chr20	9490030	9498782	1	8753	25819.2752	1774.0304	651	C20orf103		C20orf103	651	1
3_MACS_peak_11144_lociStitched	chr17	19206102	19221523	3	8749	38942.6513	2550.6334	652	EPN2	MIR1180,B9D1	MIR1180	652	1
1_MACS_peak_15612_lociStitched	chr2	173419355	173428098	1	8744	19339.516	1522.1563	653	PDK1		PDK1	653	1
1_MACS_peak_1322_lociStitched	chr1	111172726	111181469	1	8744	41904.3247	1558.0026	654		KCNA2,KCNA3	KCNA2	654	1
2_MACS_peak_5844_lociStitched	chr12	9587717	9602037	2	8742	27574.592	2815.312	655	DDX12		DDX12	655	1
3_MACS_peak_29947_lociStitched	chrX	129298723	129311290	3	8737	18194.5026	1423.8411	656	RAB33A,AIFM1	AIFM1	RAB33A	656	1
4_MACS_peak_345_lociStitched	chr1	25557957	25574990	4	8733	28303.7361	3089.7862	657	SYF2,C1orf63	RHD	SYF2	657	1
1_MACS_peak_14855_lociStitched	chr2	86220089	86228815	1	8727	53696.3136	2005.2348	658		LOC90784	LOC90784	658	1
2_MACS_peak_18010_lociStitched	chr22	39860707	39870137	2	8727	21760.668	1837.907	659	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	659	1
3_MACS_peak_17753_lociStitched	chr22	27005072	27014952	3	8724	40154.296	2487.784	660	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	660	1
2_MACS_peak_28900_lociStitched	chr9	130672455	130681229	2	8722	30677.4136	1567.0364	661	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	661	1
4_MACS_peak_14780_lociStitched	chr2	74681516	74700935	4	8719	24904.8675	3083.7372	662	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	662	1
3_MACS_peak_1372_lociStitched	chr1	115236670	115251387	3	8716	17351.343	1415.7754	663	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	663	1
3_MACS_peak_20160_lociStitched	chr3	197450305	197464843	3	8713	41968.2984	3961.605	664	KIAA0226	FYTTD1,MIR922	KIAA0226	664	1
2_MACS_peak_27764_lociStitched	chr8	134576800	134585944	2	8703	47191.2696	2022.6528	665	ST3GAL1		ST3GAL1	665	1
2_MACS_peak_25569_lociStitched	chr7	52774444	52788451	2	8698	24435.2115	1997.3982	666			POM121L12	666	1
2_MACS_peak_26864_lociStitched	chr8	28195113	28207418	2	8695	38936.7115	2607.4295	667	PNOC,ZNF395		PNOC	667	1
1_MACS_peak_5539_lociStitched	chr11	119591912	119600586	1	8675	16716.5328	1331.459	668	PVRL1		PVRL1	668	1
5_MACS_peak_29657_lociStitched	chrX	70837342	70857641	5	8674	13906.8449	1981.1824	669	BCYRN1,CXCR3	ACRC	CXCR3	669	1
4_MACS_peak_7442_lociStitched	chr13	42061790	42078036	4	8667	19660.9092	1424.7742	670		C13orf15	C13orf15	670	1
2_MACS_peak_28963_lociStitched	chr9	132645916	132657874	2	8663	53498.8962	2476.5018	671	FNBP1	USP20,C9orf78	USP20	671	1
4_MACS_peak_11613_lociStitched	chr17	45265281	45284090	4	8658	28388.4237	3331.0739	672	CDC27	MYL4,ITGB3	CDC27	672	1
6_MACS_peak_8308_lociStitched	chr14	70159324	70184166	6	8657	8995.2882	1669.3824	673	KIAA0247	SRSF5	SRSF5	673	1
3_MACS_peak_8629_lociStitched	chr14	103271094	103286909	3	8651	14915.1265	1274.689	674	TRAF3		TRAF3	674	1
3_MACS_peak_23473_lociStitched	chr6	20400982	20416880	3	8641	24972.5784	2267.0548	675	E2F3		E2F3	675	1
3_MACS_peak_784_lociStitched	chr1	46790096	46807487	3	8641	32237.6967	2940.8181	676	NSUN4	UQCRH,LRRC41	NSUN4	676	1
3_MACS_peak_24365_lociStitched	chr6	106585425	106595719	3	8638	36352.2316	2150.4166	677		PRDM1	PRDM1	677	1
3_MACS_peak_17352_lociStitched	chr21	34696087	34712490	3	8637	46259.7406	4369.7592	678	IFNAR1		IFNAR1	678	1
3_MACS_peak_29195_lociStitched	chrX	11440200	11454374	3	8627	19930.0614	1508.1136	679	ARHGAP6		AMELX	679	1
2_MACS_peak_13785_lociStitched	chr19	49457497	49472016	2	8615	15658.7415	2330.2995	680	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	680	1
2_MACS_peak_16715_lociStitched	chr20	32461806	32473742	2	8611	64559.4368	2640.2432	681			CHMP4B	681	1
2_MACS_peak_9769_lociStitched	chr15	101737767	101751494	2	8605	43962.0902	2281.4274	682	CHSY1		CHSY1	682	1
1_MACS_peak_6857_lociStitched	chr12	102870858	102879425	1	8568	55533.8641	1824.771	683	IGF1		IGF1	683	1
4_MACS_peak_1762_lociStitched	chr1	155972832	155991221	4	8562	13953.5732	4163.2696	684	SSR2	ROBLD3,RAB25,ARHGEF2,UBQLN4	SSR2	684	1
3_MACS_peak_25599_lociStitched	chr7	63764504	63782183	3	8561	16593.5094	2393.7366	685	ZNF736		ZNF736	685	1
3_MACS_peak_16260_lociStitched	chr2	235390589	235406000	3	8558	16757.9214	1525.689	686	ARL4C		ARL4C	686	1
3_MACS_peak_28113_lociStitched	chr9	33152444	33168286	3	8554	19452.3918	2474.5204	687	B4GALT1		B4GALT1	687	1
1_MACS_peak_27671_lociStitched	chr8	126441069	126449621	1	8553	35347.9816	1981.4984	688	TRIB1		TRIB1	688	1
2_MACS_peak_18198_lociStitched	chr22	50906940	50920888	2	8551	17015.1652	1902.5072	689	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP	SBF1	689	1
3_MACS_peak_16325_lociStitched	chr2	241499260	241509438	3	8546	21740.208	1078.868	690	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	690	1
4_MACS_peak_17029_lociStitched	chr20	50776907	50797991	4	8546	23563.4784	3033.9876	691	ZFP64		ZFP64	691	1
1_MACS_peak_11434_lociStitched	chr17	38016428	38024968	1	8541	34600.664	1795.962	692	ZPBP2,IKZF3	GSDMB	IKZF3	692	1
3_MACS_peak_7813_lociStitched	chr13	111350845	111369221	3	8539	23501.0664	2859.3056	693	ING1,CARS2		CARS2	693	1
2_MACS_peak_19634_lociStitched	chr3	151911024	151919614	2	8533	18331.06	1569.393	694			MBNL1	694	1
5_MACS_peak_28186_lociStitched	chr9	36136359	36153333	5	8520	16656.5862	3211.4808	695	GLIPR2	CCIN,CLTA	GLIPR2	695	1
2_MACS_peak_28905_lociStitched	chr9	130731578	130744185	2	8511	30943.8815	2497.4467	696	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	696	1
1_MACS_peak_1847_lociStitched	chr1	160676609	160685111	1	8503	35619.129	3204.4038	697	CD48	SLAMF7	CD48	697	1
5_MACS_peak_11622_lociStitched	chr17	45681658	45702827	5	8500	10580.2662	2906.5037	698	NPEPPS	KPNB1	KPNB1	698	1
2_MACS_peak_5753_lociStitched	chr12	4251192	4263552	2	8499	22115.748	2374.356	699			CCND2	699	1
3_MACS_peak_13118_lociStitched	chr19	11038354	11053507	3	8496	28955.8677	2395.6893	700	C19orf52,YIPF2	SMARCA4	C19orf52	700	1
1_MACS_peak_25583_lociStitched	chr7	55597567	55606054	1	8488	81385.2378	2075.0715	701	VOPP1		VOPP1	701	1
4_MACS_peak_8517_lociStitched	chr14	93034152	93052990	4	8483	29046.3122	2032.6202	702	RIN3		RIN3	702	1
2_MACS_peak_17057_lociStitched	chr20	52345439	52358541	2	8468	24813.8778	2506.4126	703			SUMO1P1	703	1
3_MACS_peak_6089_lociStitched	chr12	31243730	31254756	3	8460	25031.2252	2140.1466	704	DDX11		DDX11	704	1
2_MACS_peak_6760_lociStitched	chr12	94541087	94552858	2	8459	19901.2297	2037.5601	705	PLXNC1		PLXNC1	705	1
2_MACS_peak_26388_lociStitched	chr7	137664756	137673856	2	8446	22806.42	2831.92	706	CREB3L2		CREB3L2	706	1
2_MACS_peak_147_lociStitched	chr1	11623153	11632426	2	8446	29855.3508	1885.2009	707			FBXO44	707	1
2_MACS_peak_6893_lociStitched	chr12	105618279	105630672	2	8444	11660.5737	2086.9812	708	APPL2		APPL2	708	1
2_MACS_peak_2298_lociStitched	chr1	200986670	200996777	2	8440	44214.0822	2832.9921	709	KIF21B		KIF21B	709	1
3_MACS_peak_22442_lociStitched	chr5	112196092	112217078	3	8434	20060.5174	3147.9	710	SRP19,REEP5		SRP19	710	1
2_MACS_peak_26099_lociStitched	chr7	106504327	106513488	2	8431	31554.1484	2878.3862	711	PIK3CG		PIK3CG	711	1
3_MACS_peak_4887_lociStitched	chr11	64877664	64890862	3	8425	21681.6744	3010.4638	712	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	712	1
2_MACS_peak_1342_lociStitched	chr1	112134712	112148122	2	8424	17538.939	1418.778	713	LOC100129269	RAP1A,ADORA3	LOC100129269	713	1
3_MACS_peak_16093_lociStitched	chr2	220109469	220120366	3	8410	20552.8317	1887.3604	714	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	714	1
3_MACS_peak_9575_lociStitched	chr15	85277062	85293291	3	8394	35476.594	2744.3239	715	ZNF592	SEC11A	ZNF592	715	1
1_MACS_peak_353_lociStitched	chr1	25869662	25878048	1	8387	31034.0702	2046.184	716	LDLRAP1		LDLRAP1	716	1
3_MACS_peak_23718_lociStitched	chr6	32805289	32823249	3	8383	31993.944	3850.624	717	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	717	1
2_MACS_peak_13648_lociStitched	chr19	44257537	44271754	2	8378	45649.3653	2847.6651	718	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	718	1
3_MACS_peak_18331_lociStitched	chr3	13455189	13470696	3	8378	26012.9925	2456.3088	719	NUP210		NUP210	719	1
2_MACS_peak_27613_lociStitched	chr8	124046567	124055498	2	8373	22210.5039	1911.234	720	DERL1	WDR67	DERL1	720	1
4_MACS_peak_11098_lociStitched	chr17	17725226	17744576	4	8372	15286.5	3012.795	721	SREBF1	SMCR5,MIR33B	SREBF1	721	1
