#11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_ROSE/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam
#Using cutoff of 24861.666 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isStretch
1_MACS_peak_29792_lociStitched	chrX	100931442	100932349	1	908	391.6426	137.5919	22830	0
1_MACS_peak_27052_lociStitched	chr8	50537978	50538885	1	908	519.2575	132.0592	22831	0
1_MACS_peak_21760_lociStitched	chr5	17343438	17344345	1	908	515.9016	86.8906	22832	0
1_MACS_peak_7545_lociStitched	chr13	51330095	51331002	1	908	451.4139	127.6149	22833	0
1_MACS_peak_25576_lociStitched	chr7	53610509	53611415	1	907	578.934	122.8536	22834	0
1_MACS_peak_25265_lociStitched	chr7	24635138	24636044	1	907	777.5292	150.5772	22835	0
1_MACS_peak_23481_lociStitched	chr6	20745109	20746015	1	907	475.197	80.181	22836	0
1_MACS_peak_16688_lociStitched	chr20	31358752	31359658	1	907	471.4824	164.9826	22837	0
1_MACS_peak_15373_lociStitched	chr2	143672201	143673107	1	907	394.11	77.8254	22838	0
1_MACS_peak_12940_lociStitched	chr19	2950067	2950973	1	907	797.0988	200.0448	22839	0
1_MACS_peak_8216_lociStitched	chr14	62003973	62004879	1	907	440.316	123.3066	22840	0
1_MACS_peak_7304_lociStitched	chr13	25321582	25322488	1	907	557.19	86.1606	22841	0
1_MACS_peak_5638_lociStitched	chr11	128362625	128363531	1	907	501.8334	149.7618	22842	0
1_MACS_peak_1036_lociStitched	chr1	72245912	72246818	1	907	461.5164	184.7334	22843	0
1_MACS_peak_27402_lociStitched	chr8	96145809	96146714	1	906	522.728	42.716	22844	0
1_MACS_peak_24109_lociStitched	chr6	73991774	73992679	1	906	337.927	120.908	22845	0
1_MACS_peak_8606_lociStitched	chr14	102197485	102198390	1	906	476.3015	149.506	22846	0
1_MACS_peak_29984_lociStitched	chrX	134165970	134166874	1	905	497.7424	123.2152	22847	0
1_MACS_peak_25007_lociStitched	chr6	170921209	170922113	1	905	693.5488	112.548	22848	0
1_MACS_peak_24700_lociStitched	chr6	137957873	137958777	1	905	471.5264	125.7464	22849	0
1_MACS_peak_23131_lociStitched	chr5	176689325	176690229	1	905	454.9832	133.9728	22850	0
1_MACS_peak_16031_lociStitched	chr2	214030356	214031260	1	905	437.8072	124.3904	22851	0
1_MACS_peak_15697_lociStitched	chr2	180802763	180803667	1	905	504.7032	128.5488	22852	0
1_MACS_peak_10518_lociStitched	chr16	67358346	67359250	1	905	521.4272	175.1952	22853	0
1_MACS_peak_8138_lociStitched	chr14	53257560	53258464	1	905	454.9832	120.7744	22854	0
1_MACS_peak_1129_lociStitched	chr1	87691398	87692302	1	905	401.7376	101.248	22855	0
1_MACS_peak_188_lociStitched	chr1	14660816	14661720	1	905	371.996	129.5432	22856	0
1_MACS_peak_25791_lociStitched	chr7	78056433	78057336	1	904	518.9541	99.0591	22857	0
1_MACS_peak_21463_lociStitched	chr4	174667490	174668393	1	904	450.1455	145.1121	22858	0
1_MACS_peak_14600_lociStitched	chr2	64280883	64281786	1	904	402.6477	155.0451	22859	0
1_MACS_peak_11153_lociStitched	chr17	19438591	19439494	1	904	603.3846	151.9749	22860	0
1_MACS_peak_8086_lociStitched	chr14	50154370	50155273	1	904	367.2501	104.2062	22861	0
1_MACS_peak_3404_lociStitched	chr10	57268488	57269391	1	904	520.7601	117.6609	22862	0
1_MACS_peak_29380_lociStitched	chrX	39512176	39513078	1	903	482.2092	128.4448	22863	0
1_MACS_peak_24870_lociStitched	chr6	156355186	156356088	1	903	302.7112	69.905	22864	0
1_MACS_peak_16218_lociStitched	chr2	232661589	232662491	1	903	419.0692	66.1166	22865	0
1_MACS_peak_15796_lociStitched	chr2	192068964	192069866	1	903	618.4112	194.0202	22866	0
1_MACS_peak_10698_lociStitched	chr16	81478580	81479482	1	903	483.6524	37.7036	22867	0
1_MACS_peak_6171_lociStitched	chr12	41285971	41286873	1	903	442.3408	141.8846	22868	0
1_MACS_peak_3296_lociStitched	chr10	44101702	44102604	1	903	471.746	194.2006	22869	0
1_MACS_peak_29910_lociStitched	chrX	121904366	121905267	1	902	433.0206	46.2213	22870	0
1_MACS_peak_29619_lociStitched	chrX	65763555	65764456	1	902	403.2876	27.5706	22871	0
1_MACS_peak_29191_lociStitched	chrX	11308494	11309395	1	902	453.2931	27.6607	22872	0
1_MACS_peak_22557_lociStitched	chr5	126178725	126179626	1	902	443.292	128.7529	22873	0
1_MACS_peak_13931_lociStitched	chr19	58144160	58145061	1	902	521.4988	144.6105	22874	0
1_MACS_peak_13716_lociStitched	chr19	46498435	46499336	1	902	973.6206	215.339	22875	0
1_MACS_peak_7676_lociStitched	chr13	81690599	81691500	1	902	613.4909	124.7885	22876	0
1_MACS_peak_4555_lociStitched	chr11	30607311	30608212	1	902	302.1954	73.3414	22877	0
1_MACS_peak_83_lociStitched	chr1	6882474	6883375	1	902	482.4855	126.4103	22878	0
1_MACS_peak_19871_lociStitched	chr3	176994897	176995797	1	901	578.07	124.11	22879	0
1_MACS_peak_7604_lociStitched	chr13	67405263	67406163	1	901	408.51	73.17	22880	0
1_MACS_peak_4211_lociStitched	chr10	132382834	132383734	1	901	390.24	121.77	22881	0
1_MACS_peak_1251_lociStitched	chr1	104657216	104658116	1	901	435.24	78.84	22882	0
1_MACS_peak_30139_lociStitched	chrX	154493066	154493965	1	900	613.5675	82.8878	22883	0
1_MACS_peak_22833_lociStitched	chr5	147999326	148000225	1	900	441.9484	94.8445	22884	0
1_MACS_peak_22401_lociStitched	chr5	106906553	106907452	1	900	498.8551	112.0154	22885	0
1_MACS_peak_20222_lociStitched	chr4	3169335	3170234	1	900	374.0739	113.4538	22886	0
1_MACS_peak_16538_lociStitched	chr20	15903573	15904472	1	900	415.0683	119.3872	22887	0
1_MACS_peak_7070_lociStitched	chr12	118674741	118675640	1	900	527.8928	106.8012	22888	0
1_MACS_peak_4715_lociStitched	chr11	55224757	55225656	1	900	401.1338	133.951	22889	0
1_MACS_peak_4591_lociStitched	chr11	34655489	34656388	1	900	603.0492	183.4859	22890	0
1_MACS_peak_4420_lociStitched	chr11	12882149	12883048	1	900	395.0206	79.8312	22891	0
1_MACS_peak_2913_lociStitched	chr10	3514304	3515203	1	900	363.3758	96.0132	22892	0
1_MACS_peak_29799_lociStitched	chrX	102469742	102470640	1	899	360.2776	54.6882	22893	0
1_MACS_peak_27558_lociStitched	chr8	117140311	117141209	1	899	388.1156	129.2222	22894	0
1_MACS_peak_27345_lociStitched	chr8	89090724	89091622	1	899	459.0576	82.616	22895	0
1_MACS_peak_26632_lociStitched	chr8	7812229	7813127	1	899	455.5554	71.84	22896	0
1_MACS_peak_26478_lociStitched	chr7	148065362	148066260	1	899	457.082	183.9104	22897	0
1_MACS_peak_25549_lociStitched	chr7	49482779	49483677	1	899	418.5578	146.374	22898	0
1_MACS_peak_23270_lociStitched	chr6	5338216	5339114	1	899	463.1884	117.7278	22899	0
1_MACS_peak_22110_lociStitched	chr5	69554382	69555280	1	899	371.9516	83.4242	22900	0
1_MACS_peak_18747_lociStitched	chr3	49351372	49352270	1	899	409.7574	119.9728	22901	0
1_MACS_peak_9524_lociStitched	chr15	82135274	82136172	1	899	662.0056	145.5658	22902	0
1_MACS_peak_4115_lociStitched	chr10	122263602	122264500	1	899	360.7266	101.025	22903	0
1_MACS_peak_3238_lociStitched	chr10	33284335	33285233	1	899	430.6808	167.2076	22904	0
1_MACS_peak_30038_lociStitched	chrX	141093570	141094467	1	898	424.0119	35.1624	22905	0
1_MACS_peak_29065_lociStitched	chr9	139886526	139887423	1	898	499.1805	45.2985	22906	0
1_MACS_peak_29033_lociStitched	chr9	137217081	137217978	1	898	651.4911	122.0817	22907	0
1_MACS_peak_27370_lociStitched	chr8	94766840	94767737	1	898	427.2411	126.477	22908	0
1_MACS_peak_19173_lociStitched	chr3	109570627	109571524	1	898	599.8239	167.2008	22909	0
1_MACS_peak_18591_lociStitched	chr3	42332171	42333068	1	898	380.5074	132.5766	22910	0
1_MACS_peak_6574_lociStitched	chr12	70080399	70081296	1	898	362.1189	194.0211	22911	0
1_MACS_peak_29393_lociStitched	chrX	40126625	40127521	1	897	461.2608	68.1856	22912	0
1_MACS_peak_27078_lociStitched	chr8	53379709	53380605	1	897	403.2	138.0736	22913	0
1_MACS_peak_26985_lociStitched	chr8	38431172	38432068	1	897	485.0048	137.4464	22914	0
1_MACS_peak_26559_lociStitched	chr7	154180486	154181382	1	897	515.3792	200.0768	22915	0
1_MACS_peak_24908_lociStitched	chr6	158027956	158028852	1	897	451.3152	86.8224	22916	0
1_MACS_peak_19006_lociStitched	chr3	73767234	73768130	1	897	537.5104	119.168	22917	0
1_MACS_peak_18865_lociStitched	chr3	55924604	55925500	1	897	519.5008	122.9312	22918	0
1_MACS_peak_15721_lociStitched	chr2	182818657	182819553	1	897	399.168	145.152	22919	0
1_MACS_peak_14541_lociStitched	chr2	58848272	58849168	1	897	476.9408	81.3568	22920	0
1_MACS_peak_5190_lociStitched	chr11	81662034	81662930	1	897	479.0016	121.9456	22921	0
1_MACS_peak_3769_lociStitched	chr10	91237714	91238610	1	897	337.1648	126.4256	22922	0
1_MACS_peak_25220_lociStitched	chr7	21451851	21452746	1	896	453.1385	96.481	22923	0
1_MACS_peak_21307_lociStitched	chr4	148062723	148063618	1	896	377.869	113.844	22924	0
1_MACS_peak_19385_lociStitched	chr3	126373253	126374148	1	896	519.7265	144.095	22925	0
1_MACS_peak_13494_lociStitched	chr19	36869454	36870349	1	896	789.1215	91.0215	22926	0
1_MACS_peak_12736_lociStitched	chr18	61201491	61202386	1	896	432.0165	147.5855	22927	0
1_MACS_peak_8276_lociStitched	chr14	67076718	67077613	1	896	468.1745	129.5065	22928	0
1_MACS_peak_6484_lociStitched	chr12	62968392	62969287	1	896	449.0215	190.5455	22929	0
1_MACS_peak_25803_lociStitched	chr7	81305712	81306606	1	895	417.2298	70.5366	22930	0
1_MACS_peak_17507_lociStitched	chr21	44985085	44985979	1	895	1053.2214	96.8202	22931	0
1_MACS_peak_8951_lociStitched	chr15	41835842	41836736	1	895	791.9052	249.873	22932	0
1_MACS_peak_2948_lociStitched	chr10	5824217	5825111	1	895	445.659	105.8496	22933	0
1_MACS_peak_1336_lociStitched	chr1	111948829	111949723	1	895	531.8406	151.1754	22934	0
1_MACS_peak_24595_lociStitched	chr6	129493413	129494306	1	894	466.5925	159.4898	22935	0
1_MACS_peak_10165_lociStitched	chr16	23855916	23856809	1	894	361.1292	69.7433	22936	0
1_MACS_peak_9055_lociStitched	chr15	48937620	48938513	1	894	414.352	54.2051	22937	0
1_MACS_peak_7395_lociStitched	chr13	34619056	34619949	1	894	433.9087	16.5205	22938	0
1_MACS_peak_690_lociStitched	chr1	42500738	42501631	1	894	407.6545	76.4408	22939	0
1_MACS_peak_234_lociStitched	chr1	17240577	17241470	1	894	1089.3707	207.7118	22940	0
1_MACS_peak_29324_lociStitched	chrX	24795405	24796297	1	893	387.574	49.5952	22941	0
1_MACS_peak_21887_lociStitched	chr5	40404318	40405210	1	893	355.5512	97.8524	22942	0
1_MACS_peak_21608_lociStitched	chr4	189953709	189954601	1	893	543.8524	104.9884	22943	0
1_MACS_peak_16034_lociStitched	chr2	214180143	214181035	1	893	460.9856	103.2044	22944	0
1_MACS_peak_5191_lociStitched	chr11	81979337	81980229	1	893	484.2668	148.3396	22945	0
1_MACS_peak_1214_lociStitched	chr1	95699406	95700298	1	893	577.0348	47.3652	22946	0
1_MACS_peak_29765_lociStitched	chrX	94916768	94917659	1	892	464.1219	105.6726	22947	0
1_MACS_peak_28541_lociStitched	chr9	97766276	97767167	1	892	552.3309	166.1715	22948	0
1_MACS_peak_12455_lociStitched	chr18	28351713	28352604	1	892	422.4231	83.6649	22949	0
1_MACS_peak_8464_lociStitched	chr14	89831300	89832191	1	892	489.7827	98.901	22950	0
1_MACS_peak_3733_lociStitched	chr10	88960363	88961254	1	892	567.8343	229.9671	22951	0
1_MACS_peak_29267_lociStitched	chrX	18005735	18006625	1	891	464.58	86.063	22952	0
1_MACS_peak_19064_lociStitched	chr3	96562623	96563513	1	891	469.564	146.494	22953	0
1_MACS_peak_17888_lociStitched	chr22	36519558	36520448	1	891	504.096	154.148	22954	0
1_MACS_peak_13971_lociStitched	chr2	2711172	2712062	1	891	468.674	104.486	22955	0
1_MACS_peak_7285_lociStitched	chr13	22211171	22212061	1	891	468.852	116.056	22956	0
1_MACS_peak_111_lociStitched	chr1	9615030	9615920	1	891	551.622	107.245	22957	0
1_MACS_peak_26598_lociStitched	chr8	224048	224937	1	890	411.7848	72.2757	22958	0
1_MACS_peak_25132_lociStitched	chr7	8035729	8036618	1	890	441.2996	125.9713	22959	0
1_MACS_peak_24907_lociStitched	chr6	158018292	158019181	1	890	318.262	66.9417	22960	0
1_MACS_peak_24076_lociStitched	chr6	67830543	67831432	1	890	368.1349	69.2531	22961	0
1_MACS_peak_21407_lociStitched	chr4	164316724	164317613	1	890	473.6592	102.3239	22962	0
1_MACS_peak_19242_lociStitched	chr3	114027364	114028253	1	890	462.4578	146.5961	22963	0
1_MACS_peak_18421_lociStitched	chr3	23170828	23171717	1	890	410.5402	138.0617	22964	0
1_MACS_peak_17036_lociStitched	chr20	51430528	51431417	1	890	350.7994	109.347	22965	0
1_MACS_peak_10170_lociStitched	chr16	24408078	24408967	1	890	521.3985	151.13	22966	0
1_MACS_peak_3154_lociStitched	chr10	24990200	24991089	1	890	428.498	124.3711	22967	0
1_MACS_peak_1224_lociStitched	chr1	100223307	100224196	1	890	416.4965	91.6559	22968	0
1_MACS_peak_28246_lociStitched	chr9	46112500	46113388	1	889	564.9456	185.148	22969	0
1_MACS_peak_28005_lociStitched	chr9	12735159	12736047	1	889	405.1944	78.7656	22970	0
1_MACS_peak_27046_lociStitched	chr8	49208104	49208992	1	889	417.1824	117.8376	22971	0
1_MACS_peak_26908_lociStitched	chr8	30280262	30281150	1	889	357.9528	155.4	22972	0
1_MACS_peak_22228_lociStitched	chr5	80814910	80815798	1	889	417.5376	131.9568	22973	0
1_MACS_peak_9968_lociStitched	chr16	10670914	10671801	1	888	523.33	106.7948	22974	0
1_MACS_peak_8625_lociStitched	chr14	103039755	103040642	1	888	500.6228	51.0912	22975	0
1_MACS_peak_8424_lociStitched	chr14	81588362	81589249	1	888	524.9266	95.2638	22976	0
1_MACS_peak_8263_lociStitched	chr14	65661658	65662545	1	888	477.206	156.112	22977	0
1_MACS_peak_7614_lociStitched	chr13	72538440	72539327	1	888	374.6688	81.0718	22978	0
1_MACS_peak_2249_lociStitched	chr1	194464415	194465302	1	888	424.6956	101.6502	22979	0
1_MACS_peak_27554_lociStitched	chr8	116514194	116515080	1	887	398.8772	36.1488	22980	0
1_MACS_peak_26683_lociStitched	chr8	11542962	11543848	1	887	461.3402	134.4062	22981	0
1_MACS_peak_21830_lociStitched	chr5	34499006	34499892	1	887	471.352	123.3312	22982	0
1_MACS_peak_13670_lociStitched	chr19	45418008	45418894	1	887	452.6574	183.1362	22983	0
1_MACS_peak_6658_lociStitched	chr12	81273307	81274193	1	887	407.2942	108.092	22984	0
1_MACS_peak_4051_lociStitched	chr10	114305749	114306635	1	887	410.3066	115.8002	22985	0
1_MACS_peak_2611_lociStitched	chr1	224024760	224025646	1	887	410.7496	135.6466	22986	0
1_MACS_peak_29825_lociStitched	chrX	107018594	107019479	1	886	453.12	53.1	22987	0
1_MACS_peak_25142_lociStitched	chr7	9164439	9165324	1	886	528.345	111.156	22988	0
1_MACS_peak_18240_lociStitched	chr3	3676429	3677314	1	886	390.7275	84.075	22989	0
1_MACS_peak_9743_lociStitched	chr15	99675091	99675976	1	886	489.4935	155.1405	22990	0
1_MACS_peak_4216_lociStitched	chr10	134266011	134266896	1	886	438.6945	47.1705	22991	0
1_MACS_peak_1043_lociStitched	chr1	75044925	75045810	1	886	500.9985	196.9125	22992	0
1_MACS_peak_633_lociStitched	chr1	40185759	40186644	1	886	724.815	172.3095	22993	0
1_MACS_peak_29190_lociStitched	chrX	11277520	11278404	1	885	388.4296	99.1848	22994	0
1_MACS_peak_27930_lociStitched	chr9	3769254	3770138	1	885	356.3404	88.9304	22995	0
1_MACS_peak_22821_lociStitched	chr5	146595882	146596766	1	885	440.9392	121.55	22996	0
1_MACS_peak_21848_lociStitched	chr5	36301735	36302619	1	885	514.1344	132.5116	22997	0
1_MACS_peak_21661_lociStitched	chr5	3661764	3662648	1	885	671.7516	134.9868	22998	0
1_MACS_peak_20166_lociStitched	chr3	197656512	197657396	1	885	633.2976	267.5868	22999	0
1_MACS_peak_18258_lociStitched	chr3	5287361	5288245	1	885	488.4984	117.8372	23000	0
1_MACS_peak_17623_lociStitched	chr22	20118405	20119289	1	885	422.8172	120.8428	23001	0
1_MACS_peak_17545_lociStitched	chr21	47155072	47155956	1	885	444.0332	118.7212	23002	0
1_MACS_peak_8451_lociStitched	chr14	87500557	87501441	1	885	347.7656	87.074	23003	0
1_MACS_peak_2443_lociStitched	chr1	208259428	208260312	1	885	611.1092	206.414	23004	0
1_MACS_peak_921_lociStitched	chr1	59793643	59794527	1	885	413.8004	134.2796	23005	0
1_MACS_peak_19734_lociStitched	chr3	159943003	159943886	1	884	422.1623	131.567	23006	0
1_MACS_peak_18218_lociStitched	chr3	693647	694530	1	884	397.7915	51.3023	23007	0
1_MACS_peak_15486_lociStitched	chr2	160543357	160544240	1	884	487.3277	145.9599	23008	0
1_MACS_peak_14358_lociStitched	chr2	39731006	39731889	1	884	388.2551	70.64	23009	0
1_MACS_peak_8211_lociStitched	chr14	61312103	61312986	1	884	353.3766	48.9182	23010	0
1_MACS_peak_8076_lociStitched	chr14	49044613	49045496	1	884	586.0471	90.5075	23011	0
1_MACS_peak_5464_lociStitched	chr11	115278692	115279575	1	884	396.9968	110.0218	23012	0
1_MACS_peak_1118_lociStitched	chr1	87083742	87084625	1	884	467.4602	137.8363	23013	0
1_MACS_peak_228_lociStitched	chr1	17012015	17012898	1	884	632.4929	258.3658	23014	0
1_MACS_peak_25228_lociStitched	chr7	22295057	22295939	1	883	435.6198	128.5956	23015	0
1_MACS_peak_24128_lociStitched	chr6	76111632	76112514	1	883	378.2016	106.3692	23016	0
1_MACS_peak_20082_lociStitched	chr3	193548335	193549217	1	883	410.13	127.0962	23017	0
1_MACS_peak_15084_lociStitched	chr2	109854881	109855763	1	883	387.1098	93.7566	23018	0
1_MACS_peak_14537_lociStitched	chr2	58135779	58136661	1	883	441.1764	114.3072	23019	0
1_MACS_peak_4339_lociStitched	chr11	8364543	8365425	1	883	622.0746	209.1222	23020	0
1_MACS_peak_21863_lociStitched	chr5	37672090	37672971	1	882	457.6795	128.3617	23021	0
1_MACS_peak_21660_lociStitched	chr5	3128964	3129845	1	882	446.8432	39.4688	23022	0
1_MACS_peak_20175_lociStitched	chr4	323345	324226	1	882	672.9959	131.0928	23023	0
1_MACS_peak_17670_lociStitched	chr22	22603070	22603951	1	882	598.1109	181.0455	23024	0
1_MACS_peak_15007_lociStitched	chr2	101197087	101197968	1	882	431.2495	54.9744	23025	0
1_MACS_peak_12598_lociStitched	chr18	47668742	47669623	1	882	468.9563	160.1658	23026	0
1_MACS_peak_9689_lociStitched	chr15	92015429	92016310	1	882	485.8715	201.749	23027	0
1_MACS_peak_8051_lociStitched	chr14	39529863	39530744	1	882	392.3093	124.3972	23028	0
1_MACS_peak_632_lociStitched	chr1	40156779	40157660	1	882	491.7742	176.1119	23029	0
1_MACS_peak_26620_lociStitched	chr8	4495827	4496707	1	881	415.976	91.608	23030	0
1_MACS_peak_19142_lociStitched	chr3	104469365	104470245	1	881	384.912	85.448	23031	0
1_MACS_peak_8398_lociStitched	chr14	77443968	77444848	1	881	361.504	49.984	23032	0
1_MACS_peak_28770_lociStitched	chr9	118506022	118506901	1	880	376.2999	108.6444	23033	0
1_MACS_peak_28017_lociStitched	chr9	15433269	15434148	1	880	409.614	59.8599	23034	0
1_MACS_peak_24150_lociStitched	chr6	79214427	79215306	1	880	566.2518	113.4789	23035	0
1_MACS_peak_19523_lociStitched	chr3	138771367	138772246	1	880	434.226	140.2884	23036	0
1_MACS_peak_18468_lociStitched	chr3	29288412	29289291	1	880	440.379	127.5429	23037	0
1_MACS_peak_16147_lociStitched	chr2	227580382	227581261	1	880	398.7144	100.0302	23038	0
1_MACS_peak_15390_lociStitched	chr2	148645875	148646754	1	880	441.258	171.7566	23039	0
1_MACS_peak_12629_lociStitched	chr18	49528849	49529728	1	880	447.7626	122.181	23040	0
1_MACS_peak_7104_lociStitched	chr12	121341203	121342082	1	880	805.2519	45.4443	23041	0
1_MACS_peak_28721_lociStitched	chr9	115913000	115913878	1	879	346.2832	125.7296	23042	0
1_MACS_peak_27420_lociStitched	chr8	100092767	100093645	1	879	383.1592	101.4968	23043	0
1_MACS_peak_11954_lociStitched	chr17	67447199	67448077	1	879	596.2498	171.2978	23044	0
1_MACS_peak_6960_lociStitched	chr12	109747822	109748700	1	879	502.216	145.309	23045	0
1_MACS_peak_1436_lociStitched	chr1	120635951	120636829	1	879	503.1818	224.768	23046	0
1_MACS_peak_28776_lociStitched	chr9	120689758	120690635	1	878	321.7713	77.7022	23047	0
1_MACS_peak_21418_lociStitched	chr4	165946671	165947548	1	878	352.554	109.2742	23048	0
1_MACS_peak_10545_lociStitched	chr16	68018475	68019352	1	878	581.3633	106.4678	23049	0
1_MACS_peak_6974_lociStitched	chr12	110562057	110562934	1	878	839.4644	171.5412	23050	0
1_MACS_peak_4535_lociStitched	chr11	26654146	26655023	1	878	355.3604	69.0199	23051	0
1_MACS_peak_4314_lociStitched	chr11	5306556	5307433	1	878	373.6897	112.6068	23052	0
1_MACS_peak_20630_lociStitched	chr4	59600108	59600984	1	877	544.434	92.2428	23053	0
1_MACS_peak_18093_lociStitched	chr22	43438128	43439004	1	877	429.5028	70.6056	23054	0
1_MACS_peak_16467_lociStitched	chr20	7915514	7916390	1	877	517.8036	81.906	23055	0
1_MACS_peak_12560_lociStitched	chr18	44689478	44690354	1	877	387.1044	133.7652	23056	0
1_MACS_peak_29989_lociStitched	chrX	134785920	134786795	1	876	400.4	51.625	23057	0
1_MACS_peak_21390_lociStitched	chr4	159456084	159456959	1	876	567.6125	144.725	23058	0
1_MACS_peak_18457_lociStitched	chr3	27212161	27213036	1	876	363.0375	94.9375	23059	0
1_MACS_peak_7507_lociStitched	chr13	47721093	47721968	1	876	358.1375	92.05	23060	0
1_MACS_peak_1085_lociStitched	chr1	83936581	83937456	1	876	335.825	76.3	23061	0
1_MACS_peak_30044_lociStitched	chrX	142720546	142721420	1	875	338.4128	56.4604	23062	0
1_MACS_peak_25176_lociStitched	chr7	15823606	15824480	1	875	435.4268	166.4096	23063	0
1_MACS_peak_18412_lociStitched	chr3	19972478	19973352	1	875	339.2868	71.8428	23064	0
1_MACS_peak_18409_lociStitched	chr3	19601254	19602128	1	875	471.8726	178.733	23065	0
1_MACS_peak_16264_lociStitched	chr2	235860673	235861547	1	875	397.7574	27.094	23066	0
1_MACS_peak_15320_lociStitched	chr2	133897404	133898278	1	875	449.4108	164.312	23067	0
1_MACS_peak_9483_lociStitched	chr15	79011894	79012768	1	875	545.9878	186.2494	23068	0
1_MACS_peak_7694_lociStitched	chr13	88794722	88795596	1	875	386.308	79.7962	23069	0
1_MACS_peak_5868_lociStitched	chr12	10380015	10380889	1	875	495.558	122.1852	23070	0
1_MACS_peak_27555_lociStitched	chr8	116680703	116681576	1	874	642.0042	66.0861	23071	0
1_MACS_peak_27418_lociStitched	chr8	99837098	99837971	1	874	592.3305	68.0067	23072	0
1_MACS_peak_23224_lociStitched	chr6	1942905	1943778	1	874	417.5559	95.7681	23073	0
1_MACS_peak_21838_lociStitched	chr5	35479079	35479952	1	874	522.4905	86.5143	23074	0
1_MACS_peak_18221_lociStitched	chr3	1371850	1372723	1	874	425.6748	129.6405	23075	0
1_MACS_peak_14092_lociStitched	chr2	16789898	16790771	1	874	534.7125	178.2666	23076	0
1_MACS_peak_3442_lociStitched	chr10	63734730	63735603	1	874	372.0726	139.7673	23077	0
1_MACS_peak_24940_lociStitched	chr6	160240787	160241659	1	873	314.0944	114.5808	23078	0
1_MACS_peak_23145_lociStitched	chr5	176924044	176924916	1	873	537.152	155.3904	23079	0
1_MACS_peak_14942_lociStitched	chr2	96782353	96783225	1	873	413.4152	82.0552	23080	0
1_MACS_peak_11835_lociStitched	chr17	58498738	58499610	1	873	711.2032	122.3416	23081	0
1_MACS_peak_8130_lociStitched	chr14	52642468	52643340	1	873	526.4264	60.4296	23082	0
1_MACS_peak_7251_lociStitched	chr13	20061167	20062039	1	873	327.0872	63.7432	23083	0
1_MACS_peak_3842_lociStitched	chr10	97543636	97544508	1	873	382.8952	94.0888	23084	0
1_MACS_peak_1290_lociStitched	chr1	109583966	109584838	1	873	932.2552	109.6976	23085	0
1_MACS_peak_22056_lociStitched	chr5	64322678	64323549	1	872	463.0236	148.941	23086	0
1_MACS_peak_17228_lociStitched	chr21	17434269	17435140	1	872	523.471	108.6137	23087	0
1_MACS_peak_241_lociStitched	chr1	17787352	17788223	1	872	482.7082	148.2442	23088	0
1_MACS_peak_24894_lociStitched	chr6	157389883	157390753	1	871	312.069	73.515	23089	0
1_MACS_peak_22997_lociStitched	chr5	160973455	160974325	1	871	425.256	141.462	23090	0
1_MACS_peak_22546_lociStitched	chr5	125812909	125813779	1	871	468.495	104.922	23091	0
1_MACS_peak_15049_lociStitched	chr2	106865358	106866228	1	871	395.154	135.372	23092	0
1_MACS_peak_8585_lociStitched	chr14	98655582	98656452	1	871	386.976	92.655	23093	0
1_MACS_peak_2250_lociStitched	chr1	194668006	194668876	1	871	391.848	90.393	23094	0
1_MACS_peak_175_lociStitched	chr1	14155315	14156185	1	871	489.984	111.969	23095	0
1_MACS_peak_30050_lociStitched	chrX	145477241	145478110	1	870	423.9851	117.2281	23096	0
1_MACS_peak_20020_lociStitched	chr3	185902728	185903597	1	870	674.9523	215.1644	23097	0
1_MACS_peak_19260_lociStitched	chr3	117863656	117864525	1	870	391.05	82.8157	23098	0
1_MACS_peak_19008_lociStitched	chr3	74559179	74560048	1	870	513.4052	88.2904	23099	0
1_MACS_peak_4681_lociStitched	chr11	46382502	46383371	1	870	394.526	107.0608	23100	0
1_MACS_peak_330_lociStitched	chr1	24791934	24792803	1	870	487.509	162.1554	23101	0
1_MACS_peak_28946_lociStitched	chr9	131964943	131965811	1	869	962.6988	141.3104	23102	0
1_MACS_peak_25982_lociStitched	chr7	100781336	100782204	1	869	441.4648	113.6212	23103	0
1_MACS_peak_24785_lociStitched	chr6	143192641	143193509	1	869	373.9344	83.8488	23104	0
1_MACS_peak_7922_lociStitched	chr14	23206221	23207089	1	869	410.7376	98.6916	23105	0
1_MACS_peak_5178_lociStitched	chr11	79878532	79879400	1	869	331.4024	110.9304	23106	0
1_MACS_peak_4352_lociStitched	chr11	8854010	8854878	1	869	429.226	112.1456	23107	0
1_MACS_peak_2117_lociStitched	chr1	181905949	181906817	1	869	657.4232	291.7348	23108	0
