GENE_ID	locusLine	bin_1_RPMI8226.jin.bam
NM_152482	chr19(.):1468199-1484228	0.6242
NM_005883	chr19(.):1445147-1478243	0.4225
NM_138813	chr19(.):1777073-1817270	0.1119
NM_001178002	chr19(.):1777073-1817199	0.1121
NR_031730	chr19(.):1811157-1821237	0.1438
NR_034114	chr19(.):1817087-1829542	0.0724
NM_031918	chr19(.):1847397-1868564	1.0305
NM_138422	chr19(.):1900416-1918446	0.2597
NM_001130111	chr19(.):1871974-1890518	0.2842
NM_079834	chr19(.):1900372-1931012	0.1932
NM_017572	chr19(.):2032469-2056243	0.5232
NM_130807	chr19(.):2066034-2101269	0.8188
NM_004152	chr19(.):2264519-2278487	0.659
NM_000479	chr19(.):2244112-2257072	0.2367
NM_152988	chr19(.):2323628-2360100	0.1625
NM_198532	chr19(.):2269630-2287181	0.4636
NM_144616	chr19(.):2247249-2261422	0.3653
NM_016199	chr19(.):2316519-2333614	0.2666
NM_001101391	chr19(.):2284773-2313156	0.4822
NR_036207	chr19(.):2245637-2255717	0.176
NM_003811	chr19(.):6526009-6540939	0.2647
NM_001252	chr19(.):6580849-6596163	0.2505
NM_004240	chr19(.):6734706-6756529	0.4372
NM_020171	chr19(.):6724924-6742304	0.5394
NM_001080452	chr19(.):6724924-6742633	0.5322
NM_005490	chr19(.):6747172-6772523	0.1261
NM_004230	chr19(.):10327108-10346948	0.2343
NR_036206	chr19(.):10336088-10346161	0.3163
NM_001544	chr19(.):10392649-10404198	0.6191
NM_001031734	chr19(.):10415890-10431691	0.1393
NM_015956	chr19(.):10357639-10375721	0.2581
NM_001103167	chr19(.):10410478-10425233	0.0967
NM_003259	chr19(.):10395654-10412454	0.4475
NM_000201	chr19(.):10376516-10402291	0.6327
NM_007065	chr19(.):10496808-10519271	0.2206
NM_001111307	chr19(.):10526332-10585307	0.3108
NM_001111309	chr19(.):10538110-10585307	0.1116
NM_001111308	chr19(.):10536520-10585307	0.1124
NR_031592	chr19(.):10509133-10519214	0.3266
NM_006202	chr19(.):10558632-10585307	0.0772
NM_001080997	chr19(.):12931296-12946207	0.0864
NM_013312	chr19(.):12868816-12891434	0.2705
NM_181738	chr19(.):12906426-12917694	0.2991
NM_017682	chr19(.):12858406-12874271	0.1005
NM_002229	chr19(.):12897309-12909125	1.3214
NM_031429	chr19(.):12931295-12951230	0.1134
NM_006397	chr19(.):12912427-12929462	0.2009
NM_017722	chr19(.):13210713-13232463	0.4206
NM_001136035	chr19(.):13210713-13232563	0.4187
NM_005583	chr19(.):13204843-13218974	0.4238
NM_003765	chr19(.):13250223-13265987	0.7667
NM_004907	chr19(.):13256281-13270718	0.8328
NM_023072	chr19(.):13901273-13948044	0.1559
NR_029613	chr19(.):13980512-13990622	0.1269
NR_036515	chr19(.):13940329-13952103	0.6891
NM_001098622	chr19(.):13982949-13996571	0.1924
NR_030179	chr19(.):13980688-13990825	0.1295
NR_029497	chr19(.):13942100-13952173	0.8302
NR_029495	chr19(.):13942400-13952473	0.9409
NR_029501	chr19(.):13942253-13952331	0.888
NM_005370	chr19(.):16217489-16249445	0.554
NM_001145160	chr19(.):16173316-16218813	0.6251
NR_024335	chr19(.):16139522-16157918	0.0985
NR_024336	chr19(.):16140288-16157918	0.0986
NM_003290	chr19(.):16182134-16218813	0.6364
NM_016270	chr19(.):16430650-16443339	0.9084
NM_024881	chr19(.):16655647-16688193	0.1502
NM_004831	chr19(.):16680717-16744015	0.534
NM_001145305	chr19(.):18362905-18390319	0.1398
NR_036155	chr19(.):18387886-18397971	1.3244
NM_012321	chr19(.):18412716-18439001	0.2949
NM_005354	chr19(.):18385562-18397432	1.1339
NR_036575	chr19(.):18355759-18371229	0.162
NM_006149	chr19(.):39287310-39308740	0.0531
NM_012237	chr19(.):39364194-39395463	0.1939
NM_001005335	chr19(.):39322027-39347979	0.5027
NM_001001716	chr19(.):39385614-39404534	0.142
NM_001533	chr19(.):39322027-39345617	0.543
NM_001193286	chr19(.):39364194-39395502	0.1936
NR_034146	chr19(.):39364194-39389795	0.163
NM_001195833	chr19(.):39353471-39373919	0.2597
NM_003407	chr19(.):39892486-39905045	1.5958
NM_003169	chr19(.):39931287-39972308	0.1359
NM_001130825	chr19(.):39931185-39972308	0.1359
NM_019088	chr19(.):39871269-39886679	0.39
NM_017592	chr19(.):39876962-39896203	0.942
NM_001020	chr19(.):39918846-39931618	0.2495
NM_022835	chr19(.):39898749-39924055	0.295
NM_006494	chr19(.):42746716-42764309	0.4062
NM_199285	chr19(.):42801283-42819973	0.1106
NM_019884	chr19(.):42729337-42751736	0.1812
NM_173633	chr19(.):42812476-42834214	0.148
NM_002573	chr19(.):42796184-42811796	0.0989
NM_015125	chr19(.):42783816-42804949	0.2042
NM_001145940	chr19(.):42796184-42811952	0.0979
NM_001145939	chr19(.):42796184-42811929	0.098
NM_013403	chr19(.):47217767-47254720	0.2978
NM_001039885	chr19(.):47244302-47266832	0.1801
NR_036157	chr19(.):47207549-47217602	0.1282
NM_178511	chr19(.):47773141-47783980	0.2599
NM_001127240	chr19(.):47719080-47741023	1.064
NM_014417	chr19(.):47719078-47739451	1.1197
NM_015603	chr19(.):47754730-47780210	0.2719
NR_036159	chr19(.):47725200-47735276	1.8323
NR_036158	chr19(.):47725198-47735278	1.833
NM_032836	chr19(.):56097736-56115893	0.4902
NM_007279	chr19(.):56160415-56191082	0.7073
NM_207115	chr19(.):56147391-56159836	1.0618
NM_153219	chr19(.):56106729-56119504	0.8338
NM_203374	chr19(.):56127106-56140941	0.1447
NM_016535	chr19(.):56149985-56161989	1.141
NM_013301	chr19(.):56153953-56169526	1.3267
NM_001163423	chr19(.):56148462-56159836	1.1414
NM_016202	chr19(.):56148417-56159836	1.1371
NM_001130072	chr19(.):56181560-56212133	0.2987
NM_001130071	chr19(.):56182990-56212133	0.3089
NM_001195605	chr19(.):56119958-56134907	0.0818
NM_145007	chr19(.):56291762-56353128	0.3189
NM_007050	chr20(.):40696391-41823557	0.0794
NM_153269	chr20(.):246523-276390	0.1362
NM_203327	chr20(.):4828001-4995939	0.1673
NM_005116	chr20(.):4828001-4987145	0.1706
NM_178477	chr20(.):17675592-17721517	0.1403
NM_001159495	chr20(.):17669319-17721517	0.1344
NM_052865	chr20(.):17944761-17976762	0.5918
NM_024893	chr20(.):24444834-24652167	0.1268
NM_001042472	chr20(.):25275849-25376477	0.6519
NM_015600	chr20(.):25270378-25376477	0.6756
NM_001191	chr20(.):30247260-30315656	0.6304
NM_177996	chr20(.):34695347-34825721	0.1437
NM_003286	chr20(.):39652461-39758126	0.1672
NM_199203	chr20(.):48692660-48775335	0.1491
NM_183425	chr20(.):55961462-55989386	0.506
NM_199170	chr20(.):56218451-56290625	0.294
NM_020182	chr20(.):56218451-56290031	0.2959
NM_199171	chr20(.):56218451-56291541	0.2912
NR_002785	chr20(.):57388972-57430958	0.068
NM_002531	chr20(.):61335188-61399123	0.2472
NM_006943	chr20(.):301238-315867	0.7461
NM_024958	chr20(.):322369-340512	0.2418
NM_033089	chr20(.):273203-285963	0.8084
NM_000214	chr20(.):10613331-10659694	0.2643
NM_001042576	chr20(.):17589322-17667928	0.3904
NR_003045	chr20(.):17938352-17948589	0.4317
NM_152227	chr20(.):17917243-17954490	0.5839
NM_014426	chr20(.):17917243-17954154	0.5837
NM_002862	chr20(.):25223705-25283648	0.7023
NM_012112	chr20(.):30321903-30394603	0.1046
NR_027451	chr20(.):34628539-34643882	0.326
NM_005194	chr20(.):48802375-48814212	1.0225
NM_006526	chr20(.):52178609-52204636	0.223
NM_080615	chr20(.):55061547-55105981	0.0815
NM_001012971	chr20(.):55094784-55106208	0.0925
NM_001013646	chr20(.):55103301-55116576	0.0739
NM_001015885	chr20(.):55921617-55958519	0.1183
NM_003610	chr20(.):55921144-55958519	0.1176
NM_001190472	chr20(.):55928495-55939878	0.0641
NM_001160419	chr20(.):56182946-56200632	0.5281
NM_001160418	chr20(.):56173901-56200632	0.3837
NM_080426	chr20(.):57461425-57491250	0.4156
NR_003259	chr20(.):57459179-57491247	0.3921
NM_001077489	chr20(.):57461424-57491250	0.4156
NM_001077490	chr20(.):57423035-57491250	0.2275
NM_001077488	chr20(.):57461768-57491250	0.4201
NM_016592	chr20(.):57409794-57491250	0.1986
NM_005560	chr20(.):60879120-60947368	0.2998
NM_001024	chr20(.):60957120-60968576	0.5103
NM_031215	chr20(.):60958685-60987339	0.3279
NR_024470	chr20(.):61289378-61302973	0.0831
NR_027790	chr21(.):17437841-17987094	0.0917
NR_027791	chr21(.):17561698-17987094	0.0993
NM_101395	chr21(.):38734858-38892679	0.2179
NM_016818	chr21(.):43634266-43722354	0.3284
NM_173568	chr21(.):43486425-43568105	0.239
NM_207174	chr21(.):43635007-43722354	0.33
NM_207629	chr21(.):43631186-43722354	0.3235
NM_207627	chr21(.):43614798-43722354	0.3155
NM_207628	chr21(.):43614921-43722354	0.3154
NM_001199527	chr21(.):43478067-43568105	0.4878
NM_020132	chr21(.):45280115-45412475	0.2516
NM_015834	chr21(.):46489492-46651478	0.1679
NR_027072	chr21(.):30560800-30665526	0.1713
NR_027273	chr21(.):43437112-43450060	0.2058
NR_027243	chr21(.):43517243-43533644	0.2916
NM_000071	chr21(.):44468300-44501040	0.3194
NM_006758	chr21(.):44508065-44532688	0.5189
NM_001178009	chr21(.):44468300-44501472	0.3159
NM_173354	chr21(.):44829397-44852002	1.1586
NR_026960	chr21(.):44864903-44878771	0.2332
NM_003681	chr21(.):45133977-45187188	0.3372
NR_026961	chr21(.):45220638-45237448	0.1396
NM_005049	chr21(.):45522207-45556063	0.3402
NM_198155	chr21(.):45548493-45570605	1.4395
NM_000383	chr21(.):45700762-45723102	0.4434
NM_175867	chr21(.):45661222-45687099	0.6959
NM_015259	chr21(.):45641721-45665834	0.7939
NM_000658	chr21(.):45705273-45723110	0.5242
NR_027292	chr21(.):46485870-46498126	0.2599
NM_002473	chr22(.):36672322-36789063	0.2859
NM_001167621	chr22(.):46062677-46246187	0.1515
NM_004327	chr22(.):23517551-23665224	0.1045
NM_014433	chr22(.):23396592-23489241	0.2575
NM_001195071	chr22(.):38610297-38673670	0.1405
NM_001195072	chr22(.):38610297-38674040	0.1403
NM_024821	chr22(.):42191677-42227303	0.2373
NM_001003828	chr22(.):44390172-44570103	0.17
NM_013327	chr22(.):44415167-44570103	0.1824
NM_001009880	chr22(.):45583122-45641650	0.173
NM_138433	chr22(.):50981461-50994452	0.1611
NM_001178126	chr22(.):23224959-23243013	0.0946
NM_004914	chr22(.):23482512-23511531	0.2868
NM_001024938	chr22(.):24194058-24232725	0.144
NM_002415	chr22(.):24231564-24242409	0.6505
NM_001024939	chr22(.):24195040-24232725	0.1442
NM_001002862	chr22(.):24171689-24186199	0.7943
NM_000675	chr22(.):24818529-24843325	0.8223
NR_028484	chr22(.):24820177-24895783	0.3393
NM_173510	chr22(.):29163661-29190283	0.2878
NM_001079539	chr22(.):29185547-29201560	1.7684
NM_002854	chr22(.):37191744-37220517	0.4361
NM_013416	chr22(.):37252029-37279059	0.5432
NM_052906	chr22(.):37758999-37828505	0.7296
NM_152221	chr22(.):38681696-38718413	0.3069
NR_002821	chr22(.):38735669-38799931	0.3151
NM_001894	chr22(.):38681696-38719089	0.3023
NM_004981	chr22(.):38817332-38845033	0.1717
NM_002608	chr22(.):39614684-39645957	0.6135
NM_033016	chr22(.):39614684-39641914	0.6715
NM_004599	chr22(.):42224105-42307375	0.2805
NM_015264	chr22(.):45583122-45613347	0.0791
NM_017911	chr22(.):45700784-45742836	0.1222
NM_001167574	chr22(.):45675867-45696755	0.1248
NM_001104595	chr22(.):45700080-45742836	0.1223
NM_018280	chr22(.):46441338-46455024	1.0575
NR_027036	chr22(.):46430786-46445748	0.3094
NR_027034	chr22(.):46444725-46459402	0.9745
NR_027033	chr22(.):46476876-46514808	0.0974
NR_027240	chr22(.):46397495-46411657	0.4181
NR_029479	chr22(.):46504565-46514648	0.1388
NR_029478	chr22(.):46503628-46513702	0.1251
NR_037413	chr22(.):46481923-46492006	0.0867
NM_001135101	chr22(.):50307282-50326186	0.3105
NM_024105	chr22(.):50291853-50317106	0.2029
NM_001001852	chr22(.):50349142-50362720	1.3591
NM_001169111	chr22(.):50956996-50969033	1.3169
NM_024866	chr22(.):50915011-50929866	0.3509
NM_001185011	chr22(.):50941644-50968209	0.6394
NM_001113756	chr22(.):50959181-50973258	2.1113
NM_001113755	chr22(.):50959181-50973514	2.0865
NM_001169109	chr22(.):50956996-50969868	1.7484
NM_001169110	chr22(.):50956996-50969574	1.5486
NM_001014440	chr22(.):50963837-50976008	2.4032
NM_005138	chr22(.):50956996-50969034	1.3183
NM_017584	chr22(.):50920212-50933750	0.2462
NM_033200	chr22(.):50936375-50951135	0.2858
NM_001145134	chr22(.):51002289-51022096	0.3333
NM_004377	chr22(.):51002289-51021894	0.3331
NM_001123225	chr22(.):50984540-51006328	0.1313
NM_001145137	chr22(.):51002289-51021506	0.3051
