GENE_ID	locusLine	bin_1_13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam
NM_024096	chr16(.):30430018-30446373	0.2859
NM_138447	chr16(.):30609699-30626682	0.4627
NM_024031	chr16(.):30657240-30672734	1.7799
NM_001105079	chr16(.):30670777-30687131	0.3833
NR_002966	chr16(.):30716857-30726986	0.0955
NM_006662	chr16(.):30705461-30756450	0.4183
NM_153337	chr16(.):50695210-50720264	0.3641
NM_182854	chr16(.):50701885-50720264	0.4582
NM_001042412	chr16(.):50771028-50840846	0.155
NM_001042355	chr16(.):50770960-50840846	0.1553
NM_022162	chr16(.):50726049-50771987	0.1626
NM_001126108	chr16(.):56894118-56954762	1.1589
NM_001010989	chr16(.):56960747-56982793	2.93
NM_032206	chr16(.):57018409-57122436	0.1068
NM_018110	chr16(.):57500869-57525385	0.0874
NM_153837	chr16(.):57571600-57616100	0.2167
NM_033212	chr16(.):57541089-57575477	0.1995
NM_001172643	chr16(.):66536905-66589194	1.45
NM_001172644	chr16(.):66536905-66589315	1.4474
NM_052999	chr16(.):66595349-66618038	0.0956
NM_181641	chr16(.):66581471-66604971	0.6091
NM_181271	chr16(.):66595293-66618038	0.0959
NM_001040138	chr16(.):66581465-66605154	0.6046
NM_001185057	chr16(.):67202764-67214643	0.6096
NM_003946	chr16(.):67202755-67214643	0.6092
NM_001040715	chr16(.):67204504-67222883	0.5507
NM_001950	chr16(.):67221067-67237821	0.3161
NM_024712	chr16(.):67228027-67242927	0.109
NM_033309	chr16(.):67177004-67189902	0.1975
NM_025187	chr16(.):67138914-67187442	0.1615
NM_178516	chr16(.):67213281-67229107	0.5764
NM_003789	chr16(.):67183088-67198812	0.8083
NM_001538	chr16(.):67192287-67208848	0.9896
NM_001185058	chr16(.):67199404-67214643	0.4996
NM_018378	chr16(.):67188890-67203077	0.8289
NR_029887	chr16(.):67231223-67241298	0.1022
NM_001193524	chr16(.):67566364-67585691	0.7908
NM_001193523	chr16(.):67558539-67585691	0.6864
NM_001193522	chr16(.):67557719-67585691	0.6682
NM_024519	chr16(.):67557716-67585691	0.6681
NM_024939	chr16(.):68257449-68275136	0.2983
NM_001184824	chr16(.):68339876-68396169	0.2585
NM_003983	chr16(.):68293422-68340722	0.672
NM_032178	chr16(.):68329517-68349868	0.408
NM_006927	chr16(.):70408337-70477991	0.4711
NM_145059	chr16(.):70483497-70519177	0.3727
NR_034083	chr16(.):70783962-70812154	0.1199
NR_024612	chr16(.):71874898-71924174	0.5055
NM_001137675	chr16(.):71874898-71896231	0.8414
NM_017530	chr16(.):71888587-71922412	0.2362
NM_001031804	chr16(.):79622744-79639622	0.8408
NM_021962	chr17(.):901758-1088131	0.2967
NM_001159746	chr17(.):901758-1095616	0.2885
NM_003342	chr17(.):4167511-4274969	0.1494
NM_020889	chr17(.):27234161-27283508	0.4966
NM_138962	chr17(.):55328930-55762299	0.2049
NM_170721	chr17(.):55329373-55715544	0.2169
NM_020761	chr17(.):78513624-78945173	0.2164
NM_001092	chr17(.):901758-1017324	0.3797
NM_005022	chr17(.):4843946-4856825	2.766
NM_153357	chr17(.):6939948-6952242	0.1622
NM_015670	chr17(.):7460318-7480287	0.93
NR_026951	chr17(.):8118947-8132361	1.1542
NM_020877	chr17(.):7618038-7742058	0.0964
NM_018182	chr17(.):27077995-27174841	0.1554
NM_000267	chr17(.):29416944-29709695	0.1336
NM_002544	chr17(.):29616667-29629380	0.0621
NM_183232	chr17(.):37916198-38025441	0.7126
NM_000342	chr17(.):42320757-42350502	0.0669
NR_027774	chr17(.):43508265-43573146	0.5275
NM_003954	chr17(.):43335487-43399414	0.373
NM_003726	chr17(.):46205801-46512594	0.0862
NM_030802	chr17(.):47782686-47846518	0.6624
NM_017763	chr17(.):56426037-56499931	0.1567
NM_001433	chr17(.):62115389-62212502	0.9465
NM_017983	chr17(.):66412421-66458653	0.4881
NR_036488	chr17(.):70394462-70593943	0.2477
NR_036520	chr17(.):73262379-73274976	0.7141
NM_004252	chr17(.):72739762-72770499	1.0118
NM_001126122	chr17(.):73264060-73290530	0.599
NM_001113492	chr17(.):75278972-75501678	0.418
NM_006640	chr17(.):75310596-75501678	0.4746
NM_001113491	chr17(.):75272491-75501678	0.4148
NM_001081461	chr17(.):74703913-74727881	0.8005
NM_001163075	chr17(.):76137433-76167364	1.3303
NM_017456	chr17(.):76665129-76783376	0.7383
NM_024648	chr17(.):80342085-80381513	0.3506
NM_004514	chr17(.):80472593-80567483	0.2409
NM_024083	chr17(.):79930425-79980282	0.2333
NM_020310	chr17(.):2282353-2309258	1.1931
NR_028335	chr17(.):2305274-2323730	0.1519
NM_000080	chr17(.):4796063-4811369	0.088
NM_001145536	chr17(.):4797947-4811227	0.0809
NM_001165417	chr17(.):4835425-4848462	1.0818
NM_000173	chr17(.):4830591-4843325	0.3239
NM_015528	chr17(.):4838629-4853517	2.5985
NM_006612	chr17(.):4896242-4936694	0.1946
NM_015099	chr17(.):4866286-4895960	0.5153
NM_001171168	chr17(.):4866286-4895665	0.52
NM_053013	chr17(.):4849383-4865426	1.8733
NM_001167985	chr17(.):4886424-4905905	0.4584
NM_004890	chr17(.):4857520-4876132	0.5792
NM_001004333	chr17(.):6910797-6922851	3.8205
NM_001142799	chr17(.):6913072-6925839	3.7064
NM_201566	chr17(.):6934393-6948440	0.4361
NR_029712	chr17(.):6915933-6926020	3.0426
NM_181844	chr17(.):6921368-6937961	0.1836
NM_000697	chr17(.):6894383-6919055	1.7256
NR_030178	chr17(.):6916229-6926341	2.8329
NM_001143775	chr17(.):7141905-7159995	1.6702
NM_001185023	chr17(.):7158221-7171264	0.0761
NM_001185022	chr17(.):7158221-7171512	0.0765
NM_001128827	chr17(.):7088209-7125928	0.1863
NM_000018	chr17(.):7118152-7133585	0.3262
NM_004422	chr17(.):7123660-7142863	0.5502
NM_007278	chr17(.):7138737-7150753	1.4232
NM_024297	chr17(.):7133346-7147825	1.4533
NM_001365	chr17(.):7088209-7128369	0.1828
NM_203415	chr17(.):7150371-7168259	0.8671
NM_015362	chr17(.):7150550-7168259	0.8738
NM_001042	chr17(.):7180053-7196367	0.1056
NM_015343	chr17(.):7141905-7160259	1.6462
NR_029896	chr17(.):7121615-7131698	0.4416
NM_003809	chr17(.):7447374-7466207	0.4898
NM_001198623	chr17(.):7456608-7469925	0.5839
NM_001040059	chr17(.):7477805-7490429	1.1618
NM_001146281	chr17(.):7528452-7541700	0.1859
NM_006942	chr17(.):7486497-7498488	0.824
NR_002918	chr17(.):7473030-7483165	1.3664
NM_133491	chr17(.):7524555-7536194	0.1955
NR_002604	chr17(.):7475128-7485276	1.468
NM_001251	chr17(.):7477804-7490429	1.1618
NM_004860	chr17(.):7489547-7523215	0.207
NR_002912	chr17(.):7476272-7486409	1.1774
NM_001416	chr17(.):7471056-7487324	1.2595
NR_027463	chr17(.):7512381-7541700	0.2624
NR_027462	chr17(.):7526286-7541700	0.1729
NR_024603	chr17(.):7481964-7496527	0.9399
NR_003000	chr17(.):7804440-7814578	0.0526
NM_001005273	chr17(.):7787168-7821075	0.1205
NM_001080424	chr17(.):7738234-7763118	1.0774
NM_144607	chr17(.):7756063-7770600	0.7689
NM_032356	chr17(.):7755002-7766172	0.9992
NM_001005271	chr17(.):7783122-7821075	0.116
NM_203411	chr17(.):7753383-7764417	1.0642
NM_002616	chr17(.):8038787-8060753	0.3839
NM_032354	chr17(.):8071296-8084714	1.3337
NM_017622	chr17(.):8086650-8098564	1.1556
NM_014232	chr17(.):8057464-8071293	0.8304
NM_004217	chr17(.):8103048-8118883	0.5379
NR_037447	chr17(.):8085492-8095577	1.2657
NM_025099	chr17(.):8123138-8156413	1.4799
NM_012393	chr17(.):8147595-8178809	1.0924
NM_012452	chr17(.):16837397-16880402	1.7977
NM_001102664	chr17(.):19135689-19245028	0.2698
NM_015681	chr17(.):19241482-19271046	0.1806
NR_031591	chr17(.):19242818-19252887	0.0784
NM_015276	chr17(.):20897905-20951352	0.4625
NR_000010	chr17(.):27044599-27054671	1.6262
NR_000009	chr17(.):27045698-27055772	2.5196
NM_031934	chr17(.):27036298-27049908	0.8437
NM_001142625	chr17(.):27036298-27050286	0.8292
NM_000984	chr17(.):27041999-27056374	2.0885
NM_138463	chr17(.):27046365-27058230	2.5078
NR_000014	chr17(.):27045446-27055509	2.1901
NR_000013	chr17(.):27042567-27052634	1.0904
NM_004295	chr17(.):27066022-27082976	0.4376
NM_152465	chr17(.):27025533-27043872	0.1601
NR_024579	chr17(.):27036298-27050251	0.8303
NM_001160407	chr17(.):27046365-27058949	2.3658
NM_178170	chr17(.):27050831-27074784	1.1038
NR_029970	chr17(.):27183386-27193458	0.0687
NM_005702	chr17(.):27177042-27193072	0.2002
NM_004475	chr17(.):27201356-27229715	0.7702
NM_144683	chr17(.):27219798-27235089	1.5432
NR_029685	chr17(.):27183550-27193636	0.0683
NM_006495	chr17(.):29625787-29646130	0.7582
NM_014210	chr17(.):29638427-29653767	1.0899
NM_002981	chr17(.):32682398-32695252	0.7165
NM_005408	chr17(.):32678470-32690629	0.1049
NM_005623	chr17(.):32641065-32653421	0.0768
NM_002983	chr17(.):34410602-34422506	3.1758
NM_002988	chr17(.):34386642-34403841	0.0847
NM_002984	chr17(.):34426219-34438014	0.9895
NM_021006	chr17(.):34517267-34529156	4.879
NM_001001418	chr17(.):34576084-34597027	0.2163
NM_001001435	chr17(.):34533467-34545274	1.4013
NM_001001437	chr17(.):34517267-34529147	4.8821
NM_001001417	chr17(.):34488060-34508988	0.1873
NM_021006	chr17(.):34618841-34630730	3.8708
NM_001001437	chr17(.):34618841-34630721	3.8721
NM_001001435	chr17(.):34635033-34646840	1.4841
NM_001001418	chr17(.):34741118-34813091	0.1505
NM_001130677	chr17(.):36822958-36836187	0.2661
NM_005937	chr17(.):36856872-36891056	1.3126
NM_007144	chr17(.):36885149-36909558	0.5086
NM_002795	chr17(.):36904001-36925478	0.5172
NM_001136498	chr17(.):36881509-36896858	0.2257
NM_005310	chr17(.):37889186-37908538	0.1881
NM_001030002	chr17(.):37889589-37908538	0.1917
NM_032339	chr17(.):37880408-37891788	0.4099
NM_018530	chr17(.):38055847-38078793	0.1117
NM_001042471	chr17(.):38055847-38079903	0.1122
NM_198844	chr17(.):38019454-38039149	1.3215
NM_021724	chr17(.):38244036-38261973	0.7716
NM_001190919	chr17(.):38213445-38255120	0.2351
NM_001190918	chr17(.):38214067-38255120	0.2379
NM_014815	chr17(.):38170349-38215889	0.1111
NM_007359	chr17(.):38291506-38333431	0.33
NM_001012241	chr17(.):38273789-38298045	0.7674
NM_001145301	chr17(.):38469472-38518895	1.0906
NM_152219	chr17(.):38511904-38525945	0.1028
NM_000964	chr17(.):38460422-38518895	1.0224
NM_001024809	chr17(.):38493270-38518895	0.1438
NM_001254	chr17(.):38439145-38464413	0.3604
NM_024927	chr17(.):40814932-40834048	0.9009
NM_016437	chr17(.):40806265-40824024	0.3734
NM_003632	chr17(.):40829631-40857011	0.5044
NM_016602	chr17(.):40826419-40838845	1.3402
NM_178542	chr17(.):42248351-42269082	0.8809
NM_001076674	chr17(.):42259353-42274099	1.0142
NM_177441	chr17(.):42259573-42274099	1.0296
NM_001076684	chr17(.):42277400-42301924	1.0554
NM_001098833	chr17(.):42264172-42280529	0.9389
NM_080863	chr17(.):42243073-42261451	0.5981
NM_001076683	chr17(.):42277400-42303250	1.0044
NM_014233	chr17(.):42277400-42300664	1.1086
NM_152343	chr17(.):43326759-43344479	0.0855
NM_005892	chr17(.):43294291-43329683	2.8865
NR_024434	chr17(.):43320302-43350997	0.284
NR_024435	chr17(.):43334557-43350997	0.0884
NM_174919	chr17(.):43501717-43515282	0.7313
NM_199282	chr17(.):43466267-43508012	0.277
NM_001159330	chr17(.):43466267-43488449	0.2761
NR_036199	chr17(.):43547728-43557801	0.081
NM_005827	chr17(.):47773689-47790282	1.1722
NM_001199155	chr17(.):47860980-47911458	0.2038
NM_032595	chr17(.):48206100-48232877	0.4175
NM_174920	chr17(.):48185034-48212167	0.095
NM_000023	chr17(.):48238365-48258293	0.1797
NM_000088	chr17(.):48256456-48284000	0.1157
NR_024193	chr17(.):48243788-48254837	0.1798
NM_004645	chr17(.):55010560-55043411	0.2825
NR_027025	chr17(.):54956462-54967274	0.1288
NM_005082	chr17(.):54960269-54996409	0.4944
NM_000250	chr17(.):56342216-56363296	0.0556
NM_004758	chr17(.):56373593-56411152	0.7072
NM_003168	chr17(.):56417538-56434563	1.2362
NR_029683	chr17(.):56403592-56413679	2.883
NR_004380	chr17(.):62218437-62228517	0.8047
NR_002995	chr17(.):62218698-62228831	0.8063
NR_036199	chr17(.):62813147-62823220	0.0754
NR_030365	chr17(.):66415591-66425689	0.0765
NM_002734	chr17(.):66503542-66533910	0.473
NM_212471	chr17(.):66503109-66533910	0.467
NR_033876	chr17(.):70589179-70641611	0.2531
NM_001163989	chr17(.):72727958-72748474	0.8969
NM_001006638	chr17(.):72728355-72748474	0.914
NM_139018	chr17(.):72685451-72714108	0.0679
NM_175738	chr17(.):72662255-72748474	0.2893
NR_037409	chr17(.):72739751-72749838	1.2191
NM_017728	chr17(.):72767621-72840922	0.1321
NM_015654	chr17(.):72761685-72777470	0.4417
NM_014001	chr17(.):73227693-73262707	0.6378
NM_015971	chr17(.):73252748-73267457	1.4432
NM_001172703	chr17(.):73227693-73263444	0.6254
NM_020679	chr17(.):73257309-73272303	1.5922
NM_001008529	chr17(.):74670650-74712056	0.1101
NM_003016	chr17(.):74725198-74738493	1.372
NM_015167	chr17(.):74709524-74727881	1.0016
NR_030366	chr17(.):74727531-74737630	1.7594
NM_001080510	chr17(.):74717949-74734962	1.964
NM_024311	chr17(.):74728782-74780338	0.5189
NR_027058	chr17(.):75079724-75096068	2.3622
NR_003013	chr17(.):75080388-75090575	2.6992
NM_001143998	chr17(.):75132004-75218181	1.27
NM_001144001	chr17(.):75176294-75218181	0.771
NM_001113493	chr17(.):75364271-75501678	0.483
NM_001113494	chr17(.):75367164-75501678	0.4813
NM_152468	chr17(.):76121858-76144049	1.2313
NM_007267	chr17(.):76103998-76133488	0.9343
NM_001127198	chr17(.):76103998-76129861	1.0403
NM_001145529	chr17(.):76222390-76242068	0.0766
NM_001010982	chr17(.):76178436-76208782	0.14
NM_001012270	chr17(.):76205276-76226716	0.1664
NM_003258	chr17(.):76165159-76188285	0.945
NM_004710	chr17(.):76159670-76174009	1.6554
NR_002219	chr17(.):76205320-76225783	0.1729
NM_001145526	chr17(.):76178442-76208782	0.14
NR_027083	chr17(.):76178397-76198641	0.1694
NM_000918	chr17(.):79796033-79823544	0.6032
NM_002359	chr17(.):79871145-79890588	0.6582
NM_016476	chr17(.):79844598-79863363	0.4941
NR_033683	chr17(.):79855776-79874077	0.1261
NM_005782	chr17(.):79840710-79854462	0.655
NM_001145113	chr17(.):79892520-79910109	0.1844
NM_016538	chr17(.):79864814-79881058	0.2733
NM_001185078	chr17(.):79820596-79834282	1.2431
NM_001185077	chr17(.):79820596-79833790	1.2857
NM_148896	chr17(.):79855071-79865781	0.07
NM_006907	chr17(.):79885268-79899968	0.2919
NM_032711	chr17(.):79871145-79886408	0.8145
NM_001002249	chr17(.):79844817-79863363	0.4986
NR_033682	chr17(.):79855776-79874340	0.1256
NM_178493	chr17(.):79905382-79924057	0.0708
NR_015454	chr17(.):79880704-79893629	0.7788
NM_001100407	chr17(.):80395462-80413707	1.3376
NM_001193655	chr17(.):80395462-80412602	1.421
NM_001038618	chr17(.):80411059-80451143	0.4391
NM_001083608	chr17(.):80411539-80451143	0.4439
NM_173620	chr17(.):80371251-80405516	0.2312
NR_036519	chr17(.):80402590-80413707	2.1346
NM_000633	chr18(.):60785578-60991613	0.6548
NM_001083625	chr18(.):9131757-9290206	0.355
NM_015461	chr18(.):22636887-22937214	0.1074
NM_021074	chr18(.):9097627-9139343	1.892
NM_005904	chr18(.):46441222-46482081	1.9102
NM_001190823	chr18(.):46441222-46474177	1.7458
NM_001190822	chr18(.):46441222-46480703	1.974
NM_030973	chr19(.):50316535-50345237	0.4195
NM_001039846	chr19(.):2091867-2104583	1.667
NM_019112	chr19(.):1035101-1070570	0.8262
NM_003331	chr19(.):10456203-10496248	0.1746
NM_001164605	chr19(.):35640844-35665788	0.3463
NM_018028	chr19(.):39828107-39880537	0.1739
NM_014164	chr19(.):35640624-35665788	0.3438
NR_028406	chr19(.):35640671-35665788	0.3441
NM_020695	chr19(.):1810244-1853452	0.605
NM_052847	chr19(.):2506217-2707746	1.2336
NM_000064	chr19(.):6672845-6725662	0.1127
NM_005428	chr19(.):6767721-6862371	0.5652
NM_002501	chr19(.):13101583-13214610	0.0988
NM_014975	chr19(.):12944258-12990766	0.0757
NM_032855	chr19(.):16239837-16274377	1.7385
NM_021235	chr19(.):16467407-16587762	0.4533
NM_006387	chr19(.):16623699-16658263	0.3089
NM_001017392	chr19(.):19098176-19149380	0.2912
NM_001492	chr19(.):18974360-19011953	0.0693
NM_001398	chr19(.):39301061-39327497	0.1174
NM_001001563	chr19(.):39966051-39986528	0.2562
NM_006801	chr19(.):48880826-48899810	2.0124
NM_020309	chr19(.):49927654-49949808	0.1131
NM_001161440	chr19(.):55687614-55725874	0.0646
NM_024100	chr19(.):979327-999569	0.4291
NM_004368	chr19(.):1021297-1044064	1.346
NM_033420	chr19(.):1004649-1026141	0.9781
NM_138690	chr19(.):995436-1014723	0.1347
NM_012292	chr19(.):1062173-1091627	0.6954
NM_001280	chr19(.):1264266-1278171	1.8532
NM_017914	chr19(.):1270519-1284243	1.4204
NM_177401	chr19(.):1243551-1264142	0.9234
NM_001001975	chr19(.):1236748-1249824	0.9225
NM_001405	chr19(.):1281167-1304944	0.0969
NM_152769	chr19(.):1224946-1242990	0.2728
NR_027271	chr19(.):1262469-1275259	0.6969
NR_023313	chr19(.):1264266-1279809	1.6759
NM_138813	chr19(.):1777073-1817270	0.1258
NM_001178002	chr19(.):1777073-1817199	0.126
NR_031730	chr19(.):1811157-1821237	0.2186
NR_034114	chr19(.):1817087-1829542	0.1245
NM_031918	chr19(.):1847397-1868564	1.9711
NM_138422	chr19(.):1900416-1918446	0.3266
NM_001130111	chr19(.):1871974-1890518	0.6077
NM_079834	chr19(.):1900372-1931012	0.2981
NM_017572	chr19(.):2032469-2056243	0.592
NM_017797	chr19(.):1980446-2020702	0.1318
NM_130807	chr19(.):2066034-2101269	2.9851
NM_004152	chr19(.):2264519-2278487	0.9379
NM_018049	chr19(.):2228154-2241328	1.9197
NM_000479	chr19(.):2244112-2257072	1.0576
NM_198532	chr19(.):2269630-2287181	0.6438
NR_031596	chr19(.):2229060-2239148	2.2895
NM_007165	chr19(.):2231815-2253678	1.2085
NM_144616	chr19(.):2247249-2261422	1.5317
NM_001101391	chr19(.):2284773-2313156	0.1541
NR_036207	chr19(.):2245637-2255717	0.292
NM_032737	chr19(.):2423163-2461958	0.7829
NM_012458	chr19(.):2420621-2432875	1.271
NM_015675	chr19(.):2471122-2483257	1.8592
NM_015897	chr19(.):4002748-4043067	0.2513
NR_002602	chr19(.):3977504-3987570	1.2531
NM_001961	chr19(.):3971053-3990461	1.0257
NM_001348	chr19(.):3953451-3974826	0.2445
NR_030367	chr19(.):3956411-3966510	0.0775
NM_004240	chr19(.):6734706-6756529	0.8261
NM_020171	chr19(.):6724924-6742304	1.0305
NM_001080452	chr19(.):6724924-6742633	1.0141
NM_005490	chr19(.):6747172-6772523	0.349
NM_006221	chr19(.):9940998-9965358	0.1942
NM_024292	chr19(.):9933567-9945797	0.7746
NM_001077624	chr19(.):9863150-9884410	0.0513
NM_017703	chr19(.):9915942-9934731	0.6755
NM_007065	chr19(.):10496808-10519271	0.2194
NM_001111307	chr19(.):10526332-10585307	0.222
NM_001111309	chr19(.):10538110-10585307	0.1134
NM_001111308	chr19(.):10536520-10585307	0.1126
NR_031592	chr19(.):10509133-10519214	0.3629
NM_006202	chr19(.):10558632-10585307	0.0805
NM_001195800	chr19(.):11195037-11249505	0.4919
NM_001080997	chr19(.):12931296-12946207	0.081
NM_013312	chr19(.):12868816-12891434	0.1594
NM_181738	chr19(.):12906426-12917694	0.4404
NM_017682	chr19(.):12858406-12874271	0.1066
NM_002229	chr19(.):12897309-12909125	1.4275
NM_031429	chr19(.):12931295-12951230	0.0873
NM_006397	chr19(.):12912427-12929462	0.2595
NM_005809	chr19(.):12902633-12917694	0.9305
NM_052850	chr19(.):13059971-13073050	0.5276
NM_001105578	chr19(.):13004893-13035086	0.2613
NM_000159	chr19(.):12996973-13015783	0.3539
NM_004461	chr19(.):13028283-13049558	0.5501
NM_005053	chr19(.):13051653-13069455	0.8377
NM_006563	chr19(.):12990236-13003017	0.7324
NM_152654	chr19(.):13075431-13090567	0.1491
NM_004343	chr19(.):13044413-13060304	1.1346
NM_023072	chr19(.):13901273-13948044	0.1674
NR_029613	chr19(.):13980512-13990622	0.0653
NR_036515	chr19(.):13940329-13952103	1.0313
NM_001098622	chr19(.):13982949-13996571	0.2353
NR_030179	chr19(.):13980688-13990825	0.0679
NR_029497	chr19(.):13942100-13952173	1.2147
NR_029495	chr19(.):13942400-13952473	1.3013
NR_029501	chr19(.):13942253-13952331	1.2593
NM_005370	chr19(.):16217489-16249445	1.3698
NM_001145160	chr19(.):16173316-16218813	0.8109
NR_024335	chr19(.):16139522-16157918	0.0687
NR_024336	chr19(.):16140288-16157918	0.0698
NM_003290	chr19(.):16182134-16218813	0.8562
NM_032493	chr19(.):16303664-16351156	0.1243
NM_054113	chr19(.):16267178-16289286	0.3143
NM_014077	chr19(.):16291234-16307857	0.2538
NM_032207	chr19(.):16602204-16637163	0.0909
NM_145046	chr19(.):16584874-16612003	0.0895
NM_024881	chr19(.):16655647-16688193	0.258
NM_004831	chr19(.):16680717-16744015	1.4991
NM_001145724	chr19(.):19035009-19054858	0.3435
NM_001145722	chr19(.):19035009-19056113	0.3919
NM_001145721	chr19(.):19035009-19056161	0.3922
NR_027297	chr19(.):19035009-19055444	0.3573
NM_007263	chr19(.):19005322-19035199	0.4544
NM_004838	chr19(.):19035009-19057041	0.4031
NM_019070	chr19(.):19025483-19044442	0.671
NM_178526	chr19(.):19169802-19228704	0.2447
NM_001199196	chr19(.):19139386-19173987	0.3989
NM_015925	chr19(.):35734558-35763867	1.1987
NM_152481	chr19(.):35710703-35724628	0.0569
NM_144987	chr19(.):36228427-36241336	1.0719
NM_019104	chr19(.):36234511-36250420	0.7359
NM_144617	chr19(.):36240469-36252930	0.4225
NM_052948	chr19(.):36261416-36284724	0.109
NM_024660	chr19(.):36225150-36238351	0.9656
NM_014727	chr19(.):36203920-36234779	0.4865
NM_014383	chr19(.):36198829-36212940	0.4707
NM_001039887	chr19(.):36244043-36265077	0.2791
NM_172341	chr19(.):36231493-36242903	1.145
NM_006149	chr19(.):39287310-39308740	0.0508
NM_012237	chr19(.):39364194-39395463	0.4157
NM_001005335	chr19(.):39322027-39347979	1.1346
NM_001001716	chr19(.):39385614-39404534	0.3289
NM_001533	chr19(.):39322027-39345617	1.1951
NM_001193286	chr19(.):39364194-39395502	0.4152
NR_034146	chr19(.):39364194-39389795	0.3128
NM_001195833	chr19(.):39353471-39373919	0.3657
NM_003407	chr19(.):39892486-39905045	5.6549
NM_003169	chr19(.):39931287-39972308	0.3729
NM_001130825	chr19(.):39931185-39972308	0.375
NM_019088	chr19(.):39871269-39886679	0.6909
NM_017592	chr19(.):39876962-39896203	3.2121
NM_001020	chr19(.):39918846-39931618	0.885
NM_022835	chr19(.):39898749-39924055	0.863
NM_203486	chr19(.):39984556-40004121	0.0697
NM_001098506	chr19(.):42077530-42098197	0.0946
NM_001783	chr19(.):42376189-42390439	0.4716
NM_001040283	chr19(.):42344085-42361397	0.0529
NM_173506	chr19(.):42336149-42353508	0.051
NM_004706	chr19(.):42382266-42416604	0.2084
NM_199002	chr19(.):42383445-42416604	0.2138
NM_001022	chr19(.):42358987-42380484	0.8219
NM_024707	chr19(.):45577529-45599782	1.4091
NM_001007270	chr19(.):45577517-45599782	1.4092
NM_006509	chr19(.):45499711-45546452	0.4504
NM_007056	chr19(.):45537297-45579214	0.4742
NM_145288	chr19(.):45569757-45584688	0.9557
NM_144577	chr19(.):48794708-48828332	0.308
NM_018273	chr19(.):48830615-48872186	0.639
NM_012451	chr19(.):48862650-48884634	1.2778
NM_001425	chr19(.):48823628-48838810	1.5395
NM_153608	chr19(.):48769653-48795863	0.066
NM_031485	chr19(.):48944029-48962164	0.4438
NM_000836	chr19(.):48893131-48953188	0.4103
NR_000021	chr19(.):49988222-49998304	0.5808
NM_001015	chr19(.):49994633-50007944	0.8164
NR_000018	chr19(.):49989431-49999517	0.8774
NM_153329	chr19(.):49951472-49979305	0.6476
NM_001459	chr19(.):49972485-49994488	0.3939
NM_020650	chr19(.):50025874-50051890	0.0953
NM_001136019	chr19(.):50010535-50034685	0.0797
NR_001285	chr19(.):49995975-50006062	1.027
NR_000020	chr19(.):49988873-49998956	0.5984
NR_000019	chr19(.):49989163-49999229	0.6854
NM_017916	chr19(.):49944549-49960115	0.8718
NR_026712	chr19(.):49985864-50000096	0.8204
NM_012423	chr19(.):49985864-50000564	0.856
NM_004107	chr19(.):50011435-50034685	0.0802
NR_029703	chr19(.):49999041-50009125	0.9871
NM_001098632	chr19(.):50367296-50385644	2.0333
NM_032375	chr19(.):50367296-50385578	2.0406
NM_001098633	chr19(.):50367296-50385612	2.0368
NM_017432	chr19(.):50349415-50368999	0.4186
NM_001168222	chr19(.):50375681-50397007	1.3478
NM_007254	chr19(.):50359459-50375822	0.646
NM_152899	chr19(.):50387913-50405147	0.2855
NM_012068	chr19(.):50426958-50442193	0.7603
NM_032430	chr19(.):55790533-55828903	0.383
NM_173804	chr19(.):55733001-55745632	0.095
NM_001130106	chr19(.):55768590-55796751	0.7212
NM_014931	chr19(.):55736146-55775038	0.6591
NM_032836	chr19(.):56097736-56115893	0.7007
NM_007279	chr19(.):56160415-56191082	0.885
NM_207115	chr19(.):56147391-56159836	0.5679
NM_153219	chr19(.):56106729-56119504	1.2666
NM_203374	chr19(.):56127106-56140941	0.1995
NM_016535	chr19(.):56149985-56161989	0.5894
NM_013301	chr19(.):56153953-56169526	1.4519
NM_001163423	chr19(.):56148462-56159836	0.607
NM_016202	chr19(.):56148417-56159836	0.6051
NM_001130072	chr19(.):56181560-56212133	0.2971
NM_001130071	chr19(.):56182990-56212133	0.3063
NM_001195605	chr19(.):56119958-56134907	0.0716
NM_001174088	chr20(.):46125600-46290621	0.1163
NM_003818	chr20(.):5102481-5176989	0.2251
NM_001042472	chr20(.):25275849-25376477	1.1773
NM_015600	chr20(.):25270378-25376477	1.2017
NM_178580	chr20(.):30097240-30162370	0.5714
NM_001191	chr20(.):30247260-30315656	2.0745
NM_031483	chr20(.):32946061-33104197	0.3079
NM_177996	chr20(.):34695347-34825721	0.1716
NM_015568	chr20(.):37429347-37556667	0.9554
NM_032883	chr20(.):42539781-42703254	0.7838
NM_001098798	chr20(.):42569535-42703254	0.9157
NM_001098797	chr20(.):42538491-42703254	0.7801
NM_000022	chr20(.):43243162-43285376	0.9125
NM_006282	chr20(.):43590119-43713593	0.3482
NM_183048	chr20(.):45833380-45990474	0.3411
NM_001193339	chr20(.):45181461-45285100	0.1379
NM_001011554	chr20(.):45181461-45318124	0.1491
NM_001161841	chr20(.):46281149-46420360	0.3498
NM_018837	chr20(.):46281149-46419808	0.3511
NM_183425	chr20(.):55961462-55989386	1.3038
NM_080618	chr20(.):56067223-56105154	0.1195
NM_002531	chr20(.):61335188-61399123	0.0711
NM_001009923	chr20(.):5075483-5098733	0.4265
NM_002592	chr20(.):5090598-5112268	1.101
NM_182649	chr20(.):5090598-5105647	1.2907
