GENE_ID	locusLine	bin_1_03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05.bam
1_MACS_peak_23341_lociStitched	chr8(.):95021133-95022394	0.7083
2_MACS_peak_23342_lociStitched	chr8(.):95083632-95093545	0.4038
1_MACS_peak_23344_lociStitched	chr8(.):95273149-95274995	0.9062
1_MACS_peak_23345_lociStitched	chr8(.):95486595-95487656	0.5374
1_MACS_peak_23346_lociStitched	chr8(.):95565130-95566669	0.4808
1_MACS_peak_23347_lociStitched	chr8(.):95654382-95655341	0.4861
1_MACS_peak_23348_lociStitched	chr8(.):95731242-95732956	0.9655
1_MACS_peak_23349_lociStitched	chr8(.):95834643-95836257	1.0702
2_MACS_peak_23350_lociStitched	chr8(.):95903282-95909478	0.9915
2_MACS_peak_23352_lociStitched	chr8(.):95953598-95963048	0.605
1_MACS_peak_23354_lociStitched	chr8(.):95971114-95973844	1.1631
1_MACS_peak_23355_lociStitched	chr8(.):95990330-95991654	0.6215
1_MACS_peak_23356_lociStitched	chr8(.):95999741-96000553	0.4314
1_MACS_peak_23357_lociStitched	chr8(.):96036313-96038029	0.7751
1_MACS_peak_23358_lociStitched	chr8(.):96099658-96101031	0.8298
1_MACS_peak_23359_lociStitched	chr8(.):96112155-96113788	0.5373
1_MACS_peak_23360_lociStitched	chr8(.):96127705-96128733	0.4735
1_MACS_peak_23361_lociStitched	chr8(.):96145634-96146873	0.8064
1_MACS_peak_23362_lociStitched	chr8(.):96280725-96282336	1.0118
1_MACS_peak_23363_lociStitched	chr8(.):97246746-97248162	0.7079
1_MACS_peak_23364_lociStitched	chr8(.):97273079-97274829	3.6285
1_MACS_peak_23365_lociStitched	chr8(.):97656867-97658342	1.229
1_MACS_peak_23366_lociStitched	chr8(.):98607126-98608108	0.5525
2_MACS_peak_23367_lociStitched	chr8(.):98640700-98644519	0.3791
1_MACS_peak_23369_lociStitched	chr8(.):98655420-98657989	1.5324
1_MACS_peak_23370_lociStitched	chr8(.):99056791-99058961	0.9667
1_MACS_peak_23371_lociStitched	chr8(.):99305330-99307012	1.0454
1_MACS_peak_23372_lociStitched	chr8(.):99837071-99837991	0.6286
1_MACS_peak_23373_lociStitched	chr8(.):99953093-99954047	0.4517
1_MACS_peak_23374_lociStitched	chr8(.):100024778-100026073	1.1162
1_MACS_peak_23375_lociStitched	chr8(.):100510831-100511695	0.4166
1_MACS_peak_23376_lociStitched	chr8(.):100727171-100728168	0.474
1_MACS_peak_23377_lociStitched	chr8(.):100904992-100906285	1.3562
2_MACS_peak_23378_lociStitched	chr8(.):101161989-101171075	0.2287
1_MACS_peak_23380_lociStitched	chr8(.):101225035-101226262	0.6263
1_MACS_peak_23381_lociStitched	chr8(.):101270289-101271794	0.7936
1_MACS_peak_23382_lociStitched	chr8(.):101320537-101323569	1.2953
1_MACS_peak_23383_lociStitched	chr8(.):101337272-101339285	0.5339
1_MACS_peak_23384_lociStitched	chr8(.):101398377-101399191	0.4048
3_MACS_peak_23385_lociStitched	chr8(.):101440689-101452337	0.6303
1_MACS_peak_23388_lociStitched	chr8(.):101463375-101465319	1.1278
1_MACS_peak_23389_lociStitched	chr8(.):101474665-101477008	1.1323
2_MACS_peak_23390_lociStitched	chr8(.):101505560-101513058	1.3425
1_MACS_peak_23392_lociStitched	chr8(.):101523363-101525246	0.7647
1_MACS_peak_23393_lociStitched	chr8(.):101571026-101572180	0.9598
2_MACS_peak_23394_lociStitched	chr8(.):101732679-101735415	1.1665
1_MACS_peak_23396_lociStitched	chr8(.):101962265-101966269	2.0222
1_MACS_peak_23397_lociStitched	chr8(.):102092392-102093677	0.4839
1_MACS_peak_23398_lociStitched	chr8(.):102120128-102122836	2.4561
1_MACS_peak_23399_lociStitched	chr8(.):102137774-102139883	1.7921
1_MACS_peak_23400_lociStitched	chr8(.):102148544-102150523	1.1919
1_MACS_peak_23401_lociStitched	chr8(.):102216449-102219196	1.2739
1_MACS_peak_23402_lociStitched	chr8(.):102344630-102345854	0.508
1_MACS_peak_23403_lociStitched	chr8(.):102380505-102381956	0.7583
1_MACS_peak_23404_lociStitched	chr8(.):102914516-102915513	0.7441
1_MACS_peak_23405_lociStitched	chr8(.):102922999-102924291	1.1426
1_MACS_peak_23406_lociStitched	chr8(.):103135894-103137219	0.4896
1_MACS_peak_23407_lociStitched	chr8(.):103208795-103210229	0.8305
1_MACS_peak_23408_lociStitched	chr8(.):103250114-103252445	0.9356
1_MACS_peak_23409_lociStitched	chr8(.):103302073-103303411	0.6702
1_MACS_peak_23410_lociStitched	chr8(.):103422928-103425479	1.3515
2_MACS_peak_23411_lociStitched	chr8(.):103542127-103549558	0.981
1_MACS_peak_23413_lociStitched	chr8(.):103579893-103581013	0.4813
1_MACS_peak_23414_lociStitched	chr8(.):103596921-103598297	0.4586
1_MACS_peak_23415_lociStitched	chr8(.):103612610-103613949	0.629
1_MACS_peak_23416_lociStitched	chr8(.):103666297-103669384	0.8252
2_MACS_peak_23417_lociStitched	chr8(.):103794489-103801983	0.2461
3_MACS_peak_23419_lociStitched	chr8(.):103817916-103827312	1.2485
1_MACS_peak_23422_lociStitched	chr8(.):103875115-103877505	1.7023
1_MACS_peak_23423_lociStitched	chr8(.):104032582-104033999	0.835
1_MACS_peak_23424_lociStitched	chr8(.):104310345-104312744	1.4589
1_MACS_peak_23425_lociStitched	chr8(.):104348143-104349656	0.5557
2_MACS_peak_23426_lociStitched	chr8(.):104360802-104366754	0.7716
1_MACS_peak_23428_lociStitched	chr8(.):104383112-104384589	1.0047
1_MACS_peak_23429_lociStitched	chr8(.):104426203-104427921	1.4293
1_MACS_peak_23430_lociStitched	chr8(.):104510630-104514258	1.1239
1_MACS_peak_23431_lociStitched	chr8(.):104982291-104983466	0.6847
1_MACS_peak_23432_lociStitched	chr8(.):105290344-105291506	0.5859
1_MACS_peak_23433_lociStitched	chr8(.):105373430-105374355	0.4872
1_MACS_peak_23434_lociStitched	chr8(.):105417769-105419349	0.7506
1_MACS_peak_23435_lociStitched	chr8(.):105600494-105601972	0.7342
2_MACS_peak_23436_lociStitched	chr8(.):105629282-105636100	0.2842
1_MACS_peak_23438_lociStitched	chr8(.):106331141-106332330	0.7071
1_MACS_peak_23439_lociStitched	chr8(.):106833381-106834269	0.6102
1_MACS_peak_23440_lociStitched	chr8(.):107281560-107283492	0.8392
1_MACS_peak_23441_lociStitched	chr8(.):107511301-107514095	1.1194
1_MACS_peak_23442_lociStitched	chr8(.):107536645-107537610	0.4833
1_MACS_peak_23443_lociStitched	chr8(.):107669415-107671174	3.1773
1_MACS_peak_23444_lociStitched	chr8(.):107870162-107870979	0.5499
1_MACS_peak_23445_lociStitched	chr8(.):108165395-108166672	0.4747
1_MACS_peak_23446_lociStitched	chr8(.):109259884-109261481	1.3936
1_MACS_peak_23447_lociStitched	chr8(.):109455022-109456821	0.9357
1_MACS_peak_23448_lociStitched	chr8(.):109799300-109800272	0.4717
1_MACS_peak_23449_lociStitched	chr8(.):110345601-110347260	0.8073
2_MACS_peak_23450_lociStitched	chr8(.):110534875-110538114	0.4246
1_MACS_peak_23452_lociStitched	chr8(.):110551943-110553234	2.0158
1_MACS_peak_23453_lociStitched	chr8(.):110656771-110657881	0.534
1_MACS_peak_23454_lociStitched	chr8(.):113230435-113231130	0.51
1_MACS_peak_23455_lociStitched	chr8(.):115934235-115934874	0.3931
1_MACS_peak_23456_lociStitched	chr8(.):116680718-116681286	0.6132
1_MACS_peak_23457_lociStitched	chr8(.):117132198-117133762	0.5426
1_MACS_peak_23458_lociStitched	chr8(.):117627533-117628260	1.4658
1_MACS_peak_23459_lociStitched	chr8(.):117720642-117722677	0.5654
1_MACS_peak_23460_lociStitched	chr8(.):117767266-117768685	0.7356
1_MACS_peak_23461_lociStitched	chr8(.):117777618-117779622	1.0629
1_MACS_peak_23462_lociStitched	chr8(.):117885633-117887508	1.2386
1_MACS_peak_23463_lociStitched	chr8(.):118343373-118345102	0.5038
1_MACS_peak_23464_lociStitched	chr8(.):118397644-118401553	1.3245
1_MACS_peak_23465_lociStitched	chr8(.):118450195-118457608	3.4755
1_MACS_peak_23466_lociStitched	chr8(.):118532189-118533987	1.4742
2_MACS_peak_23467_lociStitched	chr8(.):119122725-119125055	0.8315
1_MACS_peak_23469_lociStitched	chr8(.):119519107-119522167	0.6568
1_MACS_peak_23470_lociStitched	chr8(.):119535224-119536428	0.6448
1_MACS_peak_23471_lociStitched	chr8(.):119574615-119578430	1.3811
1_MACS_peak_23472_lociStitched	chr8(.):119600031-119603086	0.9641
1_MACS_peak_23473_lociStitched	chr8(.):119632872-119635186	1.157
1_MACS_peak_23474_lociStitched	chr8(.):120219180-120221657	0.9544
1_MACS_peak_23475_lociStitched	chr8(.):120659945-120661497	0.5861
1_MACS_peak_23476_lociStitched	chr8(.):120844246-120845987	0.9608
1_MACS_peak_23477_lociStitched	chr8(.):120867131-120868893	1.2379
1_MACS_peak_23478_lociStitched	chr8(.):120885519-120890459	2.1088
5_MACS_peak_23479_lociStitched	chr8(.):120918669-120948091	1.2279
1_MACS_peak_23484_lociStitched	chr8(.):120963408-120964704	0.5863
1_MACS_peak_23485_lociStitched	chr8(.):120974076-120976055	0.5955
1_MACS_peak_23486_lociStitched	chr8(.):121456563-121458347	2.1041
1_MACS_peak_23487_lociStitched	chr8(.):121820947-121824946	0.8608
1_MACS_peak_23488_lociStitched	chr8(.):122736347-122738383	0.5618
1_MACS_peak_23489_lociStitched	chr8(.):122895506-122896927	0.4539
1_MACS_peak_23490_lociStitched	chr8(.):123256349-123257416	0.5293
1_MACS_peak_23491_lociStitched	chr8(.):123791963-123795207	1.5458
1_MACS_peak_23492_lociStitched	chr8(.):123930683-123932121	0.9093
3_MACS_peak_23493_lociStitched	chr8(.):124046516-124055409	0.735
1_MACS_peak_23496_lociStitched	chr8(.):124069116-124071042	0.843
1_MACS_peak_23497_lociStitched	chr8(.):124084322-124085816	1.0129
2_MACS_peak_23498_lociStitched	chr8(.):124168474-124174290	1.0108
1_MACS_peak_23500_lociStitched	chr8(.):124252675-124253959	1.149
1_MACS_peak_23501_lociStitched	chr8(.):124285593-124288178	1.5056
1_MACS_peak_23502_lociStitched	chr8(.):124407283-124409480	3.9508
1_MACS_peak_23503_lociStitched	chr8(.):124428076-124430312	1.4763
1_MACS_peak_23504_lociStitched	chr8(.):124528470-124530398	0.7116
2_MACS_peak_23505_lociStitched	chr8(.):124552237-124560699	0.9765
1_MACS_peak_23507_lociStitched	chr8(.):124703734-124705817	0.6499
3_MACS_peak_23508_lociStitched	chr8(.):124755208-124760841	0.8714
1_MACS_peak_23511_lociStitched	chr8(.):124779923-124781809	1.4903
1_MACS_peak_23512_lociStitched	chr8(.):124933757-124935121	0.7861
1_MACS_peak_23513_lociStitched	chr8(.):125011057-125011868	0.4929
1_MACS_peak_23514_lociStitched	chr8(.):125033317-125034737	0.5346
1_MACS_peak_23515_lociStitched	chr8(.):125259081-125260113	0.5378
2_MACS_peak_23516_lociStitched	chr8(.):125376241-125385942	0.5356
1_MACS_peak_23518_lociStitched	chr8(.):125462104-125463807	1.5999
1_MACS_peak_23519_lociStitched	chr8(.):125485185-125488483	3.2482
1_MACS_peak_23520_lociStitched	chr8(.):125538598-125540707	1.4142
1_MACS_peak_23521_lociStitched	chr8(.):125550073-125552217	2.2475
2_MACS_peak_23522_lociStitched	chr8(.):125615336-125620554	1.4238
1_MACS_peak_23524_lociStitched	chr8(.):125639662-125641183	0.8526
1_MACS_peak_23525_lociStitched	chr8(.):125739215-125740766	0.5707
1_MACS_peak_23526_lociStitched	chr8(.):125768234-125772141	2.2454
1_MACS_peak_23527_lociStitched	chr8(.):125984855-125986471	1.7289
1_MACS_peak_23528_lociStitched	chr8(.):126009810-126011491	0.6978
1_MACS_peak_23529_lociStitched	chr8(.):126102804-126104936	1.7781
2_MACS_peak_23530_lociStitched	chr8(.):126122195-126132004	0.431
1_MACS_peak_23532_lociStitched	chr8(.):126162694-126165505	1.0129
1_MACS_peak_23533_lociStitched	chr8(.):126199429-126202056	0.6617
1_MACS_peak_23534_lociStitched	chr8(.):126248640-126250041	0.7889
1_MACS_peak_23535_lociStitched	chr8(.):126274391-126275991	0.5419
6_MACS_peak_23536_lociStitched	chr8(.):126285525-126316145	0.9998
3_MACS_peak_23542_lociStitched	chr8(.):126342106-126355903	0.5402
1_MACS_peak_23545_lociStitched	chr8(.):126364295-126366161	1.0025
1_MACS_peak_23546_lociStitched	chr8(.):126374621-126375627	0.4813
1_MACS_peak_23547_lociStitched	chr8(.):126441083-126449151	2.0067
1_MACS_peak_23548_lociStitched	chr8(.):126619301-126621362	1.0584
3_MACS_peak_23549_lociStitched	chr8(.):126647956-126660938	0.8907
1_MACS_peak_23552_lociStitched	chr8(.):126708755-126713446	1.6602
1_MACS_peak_23553_lociStitched	chr8(.):126724990-126726859	0.7872
1_MACS_peak_23554_lociStitched	chr8(.):126740912-126742627	0.5242
2_MACS_peak_23555_lociStitched	chr8(.):126779487-126788982	1.2419
1_MACS_peak_23557_lociStitched	chr8(.):126840353-126841356	0.5572
1_MACS_peak_23558_lociStitched	chr8(.):126953170-126955480	0.7412
1_MACS_peak_23559_lociStitched	chr8(.):126962684-126964226	0.5681
1_MACS_peak_23560_lociStitched	chr8(.):127569207-127571130	1.563
1_MACS_peak_23561_lociStitched	chr8(.):128746484-128751228	0.8169
1_MACS_peak_23562_lociStitched	chr8(.):128760978-128761874	0.4768
2_MACS_peak_23563_lociStitched	chr8(.):128800341-128809271	0.5439
1_MACS_peak_23565_lociStitched	chr8(.):129004348-129006365	0.8617
1_MACS_peak_23566_lociStitched	chr8(.):129216763-129218004	0.4813
1_MACS_peak_23567_lociStitched	chr8(.):129233892-129235304	0.7749
1_MACS_peak_23568_lociStitched	chr8(.):129251807-129254032	0.7303
2_MACS_peak_23569_lociStitched	chr8(.):129278641-129287177	0.7642
1_MACS_peak_23571_lociStitched	chr8(.):129325029-129327248	0.8201
1_MACS_peak_23572_lociStitched	chr8(.):129566994-129568123	0.7159
1_MACS_peak_23573_lociStitched	chr8(.):129668078-129673029	2.5968
1_MACS_peak_23574_lociStitched	chr8(.):130763508-130767164	2.8869
1_MACS_peak_23575_lociStitched	chr8(.):130949797-130953054	1.2367
1_MACS_peak_23576_lociStitched	chr8(.):130982979-130986637	1.1173
1_MACS_peak_23577_lociStitched	chr8(.):131011434-131012766	0.5525
2_MACS_peak_23578_lociStitched	chr8(.):131020323-131029755	0.4465
1_MACS_peak_23580_lociStitched	chr8(.):131039886-131041241	0.5614
2_MACS_peak_23581_lociStitched	chr8(.):131053323-131058942	1.1525
2_MACS_peak_23583_lociStitched	chr8(.):131075318-131081462	0.5965
1_MACS_peak_23585_lociStitched	chr8(.):131090909-131093812	0.6987
1_MACS_peak_23586_lociStitched	chr8(.):131123665-131125919	0.8843
1_MACS_peak_23587_lociStitched	chr8(.):131147103-131148012	0.4591
1_MACS_peak_23588_lociStitched	chr8(.):131258939-131261694	1.1491
1_MACS_peak_23589_lociStitched	chr8(.):131329325-131331737	1.2704
2_MACS_peak_23590_lociStitched	chr8(.):131369231-131374033	0.5403
3_MACS_peak_23592_lociStitched	chr8(.):131420736-131429550	0.6719
1_MACS_peak_23595_lociStitched	chr8(.):131455079-131458090	1.0244
1_MACS_peak_23596_lociStitched	chr8(.):131694195-131695481	0.5401
1_MACS_peak_23597_lociStitched	chr8(.):131746605-131748049	0.4274
1_MACS_peak_23598_lociStitched	chr8(.):131821869-131823287	0.5386
1_MACS_peak_23599_lociStitched	chr8(.):132129734-132131819	0.4759
1_MACS_peak_23600_lociStitched	chr8(.):132915570-132917657	1.9753
1_MACS_peak_23601_lociStitched	chr8(.):133287107-133290714	2.192
1_MACS_peak_23602_lociStitched	chr8(.):133492030-133493850	0.5426
1_MACS_peak_23603_lociStitched	chr8(.):133687155-133688376	0.551
1_MACS_peak_23604_lociStitched	chr8(.):133786989-133788734	1.6699
4_MACS_peak_23605_lociStitched	chr8(.):133958484-133973536	0.5692
1_MACS_peak_23609_lociStitched	chr8(.):133990371-133993060	0.7369
1_MACS_peak_23610_lociStitched	chr8(.):134054838-134056529	0.5294
1_MACS_peak_23611_lociStitched	chr8(.):134086505-134087605	0.6408
1_MACS_peak_23612_lociStitched	chr8(.):134103502-134105448	0.8747
1_MACS_peak_23613_lociStitched	chr8(.):134199935-134201038	0.8601
2_MACS_peak_23614_lociStitched	chr8(.):134221402-134232044	1.5282
1_MACS_peak_23616_lociStitched	chr8(.):134244497-134248956	4.9826
1_MACS_peak_23617_lociStitched	chr8(.):134260836-134262842	0.7598
1_MACS_peak_23618_lociStitched	chr8(.):134308381-134311301	2.3705
2_MACS_peak_23619_lociStitched	chr8(.):134402875-134406615	0.658
1_MACS_peak_23621_lociStitched	chr8(.):134508440-134515546	2.8409
2_MACS_peak_23622_lociStitched	chr8(.):134577096-134586047	2.0169
1_MACS_peak_23624_lociStitched	chr8(.):134628228-134629967	0.6487
1_MACS_peak_23625_lociStitched	chr8(.):134681900-134685167	1.3516
2_MACS_peak_23626_lociStitched	chr8(.):134699515-134707910	0.5664
1_MACS_peak_23628_lociStitched	chr8(.):134828376-134829914	0.4837
1_MACS_peak_23629_lociStitched	chr8(.):134910747-134912076	0.6329
1_MACS_peak_23630_lociStitched	chr8(.):135277706-135278654	0.5328
1_MACS_peak_23631_lociStitched	chr8(.):135562860-135564701	0.6879
1_MACS_peak_23632_lociStitched	chr8(.):135612134-135615088	1.3338
1_MACS_peak_23633_lociStitched	chr8(.):135696959-135698969	1.1537
1_MACS_peak_23634_lociStitched	chr8(.):135724094-135726410	4.763
1_MACS_peak_23635_lociStitched	chr8(.):135843273-135845895	1.2633
1_MACS_peak_23636_lociStitched	chr8(.):136240073-136242862	0.8186
1_MACS_peak_23637_lociStitched	chr8(.):136468739-136470742	0.7555
1_MACS_peak_23638_lociStitched	chr8(.):136721916-136723871	0.6992
1_MACS_peak_23639_lociStitched	chr8(.):136765212-136766253	0.499
2_MACS_peak_23640_lociStitched	chr8(.):137189277-137201302	1.5012
2_MACS_peak_23642_lociStitched	chr8(.):138349031-138352739	0.7537
1_MACS_peak_23644_lociStitched	chr8(.):138486411-138488937	1.3667
1_MACS_peak_23645_lociStitched	chr8(.):138596668-138599252	0.5385
1_MACS_peak_23646_lociStitched	chr8(.):138749402-138750334	0.4559
1_MACS_peak_23647_lociStitched	chr8(.):138848480-138849501	0.4676
2_MACS_peak_23648_lociStitched	chr8(.):141466874-141477801	1.2423
1_MACS_peak_23650_lociStitched	chr8(.):141520240-141523254	3.1278
1_MACS_peak_23651_lociStitched	chr8(.):141600583-141602881	0.9917
1_MACS_peak_23652_lociStitched	chr8(.):141643801-141646709	0.921
1_MACS_peak_23653_lociStitched	chr8(.):141848665-141849911	0.879
1_MACS_peak_23654_lociStitched	chr8(.):142105318-142106249	0.437
2_MACS_peak_23655_lociStitched	chr8(.):142126366-142140685	1.4016
1_MACS_peak_23657_lociStitched	chr8(.):142153420-142155048	0.5382
1_MACS_peak_23658_lociStitched	chr8(.):142172585-142174132	0.5885
1_MACS_peak_23659_lociStitched	chr8(.):142191727-142193485	0.9059
1_MACS_peak_23660_lociStitched	chr8(.):142215691-142217415	0.937
2_MACS_peak_23661_lociStitched	chr8(.):142248452-142256386	0.4893
1_MACS_peak_23663_lociStitched	chr8(.):142427593-142428793	0.5014
2_MACS_peak_23664_lociStitched	chr8(.):143483397-143485662	1.0299
1_MACS_peak_23666_lociStitched	chr8(.):143750356-143751884	0.9852
1_MACS_peak_23667_lociStitched	chr8(.):143807711-143809644	1.2869
1_MACS_peak_23668_lociStitched	chr8(.):143819859-143821371	1.4996
1_MACS_peak_23669_lociStitched	chr8(.):144328795-144329715	0.426
1_MACS_peak_23670_lociStitched	chr8(.):144348939-144350520	0.9012
1_MACS_peak_23671_lociStitched	chr8(.):144363212-144364211	0.731
1_MACS_peak_23672_lociStitched	chr8(.):144372955-144374496	0.9814
1_MACS_peak_23673_lociStitched	chr8(.):144450250-144451996	0.5489
1_MACS_peak_23674_lociStitched	chr8(.):144512969-144514065	0.7752
1_MACS_peak_23675_lociStitched	chr8(.):144597216-144599026	0.9822
1_MACS_peak_23676_lociStitched	chr8(.):144608510-144610850	0.7538
1_MACS_peak_23677_lociStitched	chr8(.):144622875-144624528	1.0565
2_MACS_peak_23678_lociStitched	chr8(.):144635150-144641427	0.6394
1_MACS_peak_23680_lociStitched	chr8(.):144650408-144651350	0.5743
1_MACS_peak_23681_lociStitched	chr8(.):144659655-144661253	0.9683
1_MACS_peak_23682_lociStitched	chr8(.):144678355-144681139	4.016
2_MACS_peak_23683_lociStitched	chr8(.):144690534-144700555	0.6778
1_MACS_peak_23685_lociStitched	chr8(.):144717258-144719090	1.3256
1_MACS_peak_23686_lociStitched	chr8(.):144766055-144767411	0.8997
1_MACS_peak_23687_lociStitched	chr8(.):144896544-144898674	0.9748
1_MACS_peak_23688_lociStitched	chr8(.):144910406-144912303	1.3605
1_MACS_peak_23689_lociStitched	chr8(.):144922193-144923243	0.6247
5_MACS_peak_23690_lociStitched	chr8(.):145001963-145027943	0.9903
3_MACS_peak_23695_lociStitched	chr8(.):145049823-145065455	0.5541
1_MACS_peak_23698_lociStitched	chr8(.):145115237-145116426	0.6854
2_MACS_peak_23699_lociStitched	chr8(.):145132165-145138653	1.1896
2_MACS_peak_23701_lociStitched	chr8(.):145149016-145160665	0.8893
1_MACS_peak_23703_lociStitched	chr8(.):145191865-145193661	0.8527
1_MACS_peak_23704_lociStitched	chr8(.):145201686-145205094	1.069
1_MACS_peak_23705_lociStitched	chr8(.):145264795-145266310	0.4803
1_MACS_peak_23706_lociStitched	chr8(.):145437081-145438860	0.7659
1_MACS_peak_23707_lociStitched	chr8(.):145446945-145450236	1.097
1_MACS_peak_23708_lociStitched	chr8(.):145504133-145505947	1.1705
1_MACS_peak_23709_lociStitched	chr8(.):145514020-145516950	1.4451
1_MACS_peak_23710_lociStitched	chr8(.):145525849-145528183	1.3421
1_MACS_peak_23711_lociStitched	chr8(.):145549624-145551332	0.7515
1_MACS_peak_23712_lociStitched	chr8(.):145580975-145583340	1.3403
1_MACS_peak_23713_lociStitched	chr8(.):145596617-145598903	1.9988
2_MACS_peak_23714_lociStitched	chr8(.):145633691-145639421	0.8375
1_MACS_peak_23716_lociStitched	chr8(.):145652353-145654604	1.5056
1_MACS_peak_23717_lociStitched	chr8(.):145668324-145670825	1.6503
3_MACS_peak_23718_lociStitched	chr8(.):145690057-145704859	0.3797
4_MACS_peak_23721_lociStitched	chr8(.):145732870-145754882	0.8041
1_MACS_peak_23725_lociStitched	chr8(.):145979842-145981692	1.2412
3_MACS_peak_23726_lociStitched	chr8(.):146010861-146025120	0.6747
1_MACS_peak_23729_lociStitched	chr8(.):146051921-146053971	1.9818
1_MACS_peak_23730_lociStitched	chr8(.):146077195-146079446	1.4488
1_MACS_peak_23731_lociStitched	chr8(.):146102325-146105660	2.5793
1_MACS_peak_23732_lociStitched	chr8(.):146125367-146129185	2.0081
1_MACS_peak_23733_lociStitched	chr8(.):146175295-146176742	1.1081
1_MACS_peak_23734_lociStitched	chr8(.):146227535-146229356	1.2092
3_MACS_peak_23735_lociStitched	chr8(.):146269379-146278960	0.6339
1_MACS_peak_23738_lociStitched	chr9(.):28381-30049	1.4709
1_MACS_peak_23739_lociStitched	chr9(.):62653-63935	0.6129
2_MACS_peak_23740_lociStitched	chr9(.):177878-185928	0.5037
1_MACS_peak_23742_lociStitched	chr9(.):214330-215854	0.8229
1_MACS_peak_23743_lociStitched	chr9(.):272281-273736	0.9628
1_MACS_peak_23744_lociStitched	chr9(.):446446-448981	1.4643
1_MACS_peak_23745_lociStitched	chr9(.):468299-471237	1.0329
1_MACS_peak_23746_lociStitched	chr9(.):503075-505766	1.7803
1_MACS_peak_23747_lociStitched	chr9(.):536510-537819	0.5674
1_MACS_peak_23748_lociStitched	chr9(.):624915-630308	1.5783
1_MACS_peak_23749_lociStitched	chr9(.):637726-639081	0.5314
2_MACS_peak_23750_lociStitched	chr9(.):700325-708797	0.4892
1_MACS_peak_23752_lociStitched	chr9(.):941921-944117	0.8288
1_MACS_peak_23753_lociStitched	chr9(.):976511-977409	0.6087
3_MACS_peak_23754_lociStitched	chr9(.):1042208-1051091	0.2604
1_MACS_peak_23757_lociStitched	chr9(.):1101273-1103403	0.785
1_MACS_peak_23758_lociStitched	chr9(.):1747139-1748631	0.6575
1_MACS_peak_23759_lociStitched	chr9(.):1758416-1760762	0.7102
1_MACS_peak_23760_lociStitched	chr9(.):1874625-1878380	1.5131
1_MACS_peak_23761_lociStitched	chr9(.):1937976-1940293	0.6725
1_MACS_peak_23762_lociStitched	chr9(.):2014257-2018449	1.3379
1_MACS_peak_23763_lociStitched	chr9(.):2053375-2054936	0.7249
1_MACS_peak_23764_lociStitched	chr9(.):2072218-2074266	0.9799
1_MACS_peak_23765_lociStitched	chr9(.):2157135-2160508	0.8969
1_MACS_peak_23766_lociStitched	chr9(.):2216395-2217590	0.58
1_MACS_peak_23767_lociStitched	chr9(.):2227878-2230564	0.9874
1_MACS_peak_23768_lociStitched	chr9(.):2241566-2243066	0.7653
1_MACS_peak_23769_lociStitched	chr9(.):2465453-2466396	0.4114
1_MACS_peak_23770_lociStitched	chr9(.):2621036-2622815	0.5024
1_MACS_peak_23771_lociStitched	chr9(.):2842805-2845306	1.2181
1_MACS_peak_23772_lociStitched	chr9(.):3524873-3527866	4.6546
1_MACS_peak_23773_lociStitched	chr9(.):3730105-3731631	0.4681
1_MACS_peak_23774_lociStitched	chr9(.):3757911-3760003	0.7364
1_MACS_peak_23775_lociStitched	chr9(.):3769144-3770266	0.5844
1_MACS_peak_23776_lociStitched	chr9(.):3809809-3811066	0.4553
1_MACS_peak_23777_lociStitched	chr9(.):4237684-4238579	0.5174
1_MACS_peak_23778_lociStitched	chr9(.):4297134-4298924	0.8127
1_MACS_peak_23779_lociStitched	chr9(.):4661483-4663081	0.8215
1_MACS_peak_23780_lociStitched	chr9(.):4678314-4680872	1.3605
1_MACS_peak_23781_lociStitched	chr9(.):4740063-4742121	1.5265
1_MACS_peak_23782_lociStitched	chr9(.):4791834-4793986	1.4739
1_MACS_peak_23783_lociStitched	chr9(.):4901058-4902485	0.748
1_MACS_peak_23784_lociStitched	chr9(.):4983956-4986259	1.8321
1_MACS_peak_23785_lociStitched	chr9(.):5267966-5270129	0.6565
1_MACS_peak_23786_lociStitched	chr9(.):5303586-5305022	0.6371
1_MACS_peak_23787_lociStitched	chr9(.):5338794-5340052	0.5021
1_MACS_peak_23788_lociStitched	chr9(.):5436576-5439480	2.0824
1_MACS_peak_23789_lociStitched	chr9(.):5449698-5451224	0.8151
1_MACS_peak_23790_lociStitched	chr9(.):5492804-5494927	1.4822
1_MACS_peak_23791_lociStitched	chr9(.):5529395-5530473	0.6776
1_MACS_peak_23792_lociStitched	chr9(.):5557535-5559096	0.6021
1_MACS_peak_23793_lociStitched	chr9(.):5592945-5595092	0.7811
1_MACS_peak_23794_lociStitched	chr9(.):5625871-5630386	2.2422
2_MACS_peak_23795_lociStitched	chr9(.):5763157-5768969	0.6048
1_MACS_peak_23797_lociStitched	chr9(.):5831744-5833520	1.6111
1_MACS_peak_23798_lociStitched	chr9(.):5947672-5948603	0.3951
2_MACS_peak_23799_lociStitched	chr9(.):6006725-6016390	0.4557
1_MACS_peak_23801_lociStitched	chr9(.):6051036-6052303	0.7463
1_MACS_peak_23802_lociStitched	chr9(.):6079821-6081099	0.5698
1_MACS_peak_23803_lociStitched	chr9(.):6106323-6107668	0.8209
1_MACS_peak_23804_lociStitched	chr9(.):6411398-6414746	3.2508
1_MACS_peak_23805_lociStitched	chr9(.):6428467-6430243	0.916
