REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_13594_lociStitched	chr22	26984311	26991705	3	5213	4929.5798	1824.8392	480	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	0.1851	480	1
1_MACS_peak_10819_lociStitched	chr2	37602642	37606119	1	3478	4162.3167	1066.0482	481		QPCT	QPCT	QPCT	0.2535	481	1
5_MACS_peak_5620_lociStitched	chr12	106529875	106543885	5	6049	5704.872	2608.662	482	NUAK1		NUAK1	NUAK1	0.02149999999999999	482	1
3_MACS_peak_7512_lociStitched	chr16	3199978	3209509	3	3783	4572.9738	1477.305	483		ZNF205,ZNF213,OR1F1,MGC3771	ZNF213	ZNF213	0.03949999999999999	483	1
3_MACS_peak_18660_lociStitched	chr6	26532751	26538854	3	4255	4255.0116	1163.8421	484	HMGN4	BTN1A1,HCG11	HMGN4	HMGN4	0.18810000000000002	484	1
2_MACS_peak_10398_lociStitched	chr19	49375179	49380287	2	4882	4294.8064	1205.488	485	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	0.2863	485	1
1_MACS_peak_21987_lociStitched	chr8	125769102	125770616	1	1515	3530.7994	441.4824	486		MTSS1	MTSS1	MTSS1	0.002600000000000005	486	1
3_MACS_peak_22039_lociStitched	chr8	129279231	129287026	3	4065	4754.95	1665.7915	487			MIR1208	MIR1208	NONE	487	1
2_MACS_peak_10840_lociStitched	chr2	38890415	38895306	2	4052	4324.6222	1235.9557	488	GALM		GALM	GALM	0.0829	488	1
2_MACS_peak_14676_lociStitched	chr3	104240382	104246600	2	3191	4368.7668	1282.7734	489			MIR548A3	MIR548A3	NONE	489	1
2_MACS_peak_13436_lociStitched	chr21	45201639	45210395	2	4220	5619.6008	2539.24	490	RRP1	CSTB,LOC284837	RRP1	CSTB	0.1182	490	1
4_MACS_peak_18257_lociStitched	chr5	173311178	173320414	4	4692	4956.9612	1877.6788	491	CPEB4		CPEB4	CPEB4	0.11910000000000001	491	1
2_MACS_peak_18792_lociStitched	chr6	31756869	31764386	2	3399	4265.1458	1188.4377	492	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	HSPA1B	0.2873	492	1
1_MACS_peak_12804_lociStitched	chr20	33001961	33005289	1	3329	3769.6256	699.8784	493	ITCH	MIR644	MIR644	MIR644	0.0388	493	1
1_MACS_peak_2417_lociStitched	chr10	6967919	6971414	1	3496	4085.3055	1017.045	494			LOC439949	LOC439949	NONE	494	1
1_MACS_peak_12896_lociStitched	chr20	42379330	42381976	1	2647	3910.2588	842.2218	495		GTSF1L	GTSF1L	GTSF1L	0.060300000000000006	495	1
3_MACS_peak_22517_lociStitched	chr9	70489040	70497664	3	3872	4779.4208	1712.7264	496	CBWD5,CBWD3		CBWD5	CBWD5	0.013600000000000001	496	1
1_MACS_peak_4449_lociStitched	chr11	118709053	118710486	1	1434	3530.7687	464.1487	497		CXCR5,DDX6	CXCR5	DDX6	0.0408	497	1
1_MACS_peak_15428_lociStitched	chr3	186500206	186503519	1	3314	4286.6907	1222.497	498	EIF4A2,SNORD2	SNORA81,MIR1248,SNORA63,SNORA4,RFC4	EIF4A2	MIR1248	0.43069999999999997	498	1
3_MACS_peak_5085_lociStitched	chr12	50054699	50059406	3	3187	4368.096	1307.1339	499	FMNL3	PRPF40B	PRPF40B	PRPF40B	0.03949999999999998	499	1
2_MACS_peak_5036_lociStitched	chr12	46608361	46612635	2	2673	4263.315	1204.4132	500	SLC38A1		SLC38A1	SLC38A1	0.05710000000000001	500	1
1_MACS_peak_13075_lociStitched	chr20	56192905	56196630	1	3726	4049.4475	991.595	501	ZBP1		ZBP1	ZBP1	0.20220000000000002	501	1
3_MACS_peak_18079_lociStitched	chr5	151128686	151138694	3	4787	4924.9368	1867.4928	502	ATOX1	G3BP1	ATOX1	ATOX1	0.12459999999999996	502	1
2_MACS_peak_4416_lociStitched	chr11	115367917	115376174	2	5647	4635.4798	1584.5183	503	CADM1		CADM1	CADM1	0.043200000000000016	503	1
2_MACS_peak_17504_lociStitched	chr5	87955128	87963382	2	3698	4601.605	1552.5774	504	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.12040000000000001	504	1
2_MACS_peak_15120_lociStitched	chr3	155570614	155578150	2	3901	4982.8032	1935.2448	505	SLC33A1	GMPS,C3orf33	SLC33A1	SLC33A1	0.0685	505	1
2_MACS_peak_19575_lociStitched	chr6	130004754	130009405	2	3257	4523.5626	1476.2274	506	ARHGAP18		ARHGAP18	ARHGAP18	0.04979999999999998	506	1
3_MACS_peak_23110_lociStitched	chr9	134137417	134151263	3	5417	5653.3218	2608.5864	507	FAM78A	PPAPDC3	FAM78A	FAM78A	0.1741	507	1
2_MACS_peak_20809_lociStitched	chr7	116164613	116170761	2	4603	4674.3244	1631.0644	508	CAV1	CAV2	CAV1	CAV2	0.2448	508	1
3_MACS_peak_10005_lociStitched	chr19	13044041	13053707	3	4069	4745.0394	1702.1826	509	CALR,FARSA	GCDH,RAD23A,DAND5,KLF1,SYCE2,GADD45GIP1	CALR	CALR	0.2435	509	1
5_MACS_peak_14305_lociStitched	chr3	46421772	46438295	5	4854	6374.5734	3334.3414	510		CCR2,CCR5,CCRL2	CCR5	CCR2	0.12610000000000002	510	1
3_MACS_peak_10804_lociStitched	chr2	37310759	37319586	3	3384	4893.6888	1853.67	511	CCDC75,HEATR5B		CCDC75	CCDC75	0.16799999999999998	511	1
3_MACS_peak_19236_lociStitched	chr6	88627900	88636431	3	4025	4929.2118	1890.4696	512			SPACA1	SPACA1	NONE	512	1
1_MACS_peak_22681_lociStitched	chr9	93953292	93957056	1	3765	4242.4044	1205.6092	513			LOC100129316	LOC100129316	NONE	513	1
1_MACS_peak_16049_lociStitched	chr4	77118479	77121721	1	3243	4011.6508	980.0566	514	SCARB2	NUP54	SCARB2	SCARB2	0.08029999999999998	514	1
4_MACS_peak_4157_lociStitched	chr11	78127568	78139797	4	4801	5411.3325	2382.2092	515	GAB2		GAB2	GAB2	0.007500000000000007	515	1
3_MACS_peak_18674_lociStitched	chr6	27094470	27107512	3	5463	5537.6332	2509.2808	516	HIST1H2AG,HIST1H4I,HIST1H2BJ,HIST1H2BK	HIST1H2AH,MIR3143	HIST1H2AG	HIST1H2AG	0.2041	516	1
1_MACS_peak_17765_lociStitched	chr5	123984737	123986605	1	1869	3460.2832	435.0572	517	ZNF608		ZNF608	ZNF608	0.041999999999999996	517	1
1_MACS_peak_8718_lociStitched	chr17	43302662	43307050	1	4389	4170.794	1148.7784	518	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.1594	518	1
2_MACS_peak_325_lociStitched	chr1	28924741	28928843	2	2818	4041.2904	1022.6286	519		TRNAU1AP,RAB42,RNU11,SNORD99,SNORA61,SNORA44,SNORA16A,SNHG12,TAF12	RAB42	SNORD99	0.2945	519	1
2_MACS_peak_16822_lociStitched	chr4	185201638	185210471	2	6199	5698.1683	2679.9322	520			ENPP6	NONE	NONE	520	1
1_MACS_peak_1241_lociStitched	chr1	154945663	154948948	1	3286	4735.3275	1720.3545	521	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2,SHC1	CKS1B	PBXIP1	0.2995	521	1
2_MACS_peak_13803_lociStitched	chr22	40439659	40447758	2	3163	4518.4321	1503.9843	522	TNRC6B	FAM83F	TNRC6B	TNRC6B	0.019000000000000003	522	1
2_MACS_peak_17839_lociStitched	chr5	131435549	131440722	2	4083	4578.105	1566.3844	523		IL3,CSF2	CSF2	IL3	0.015499999999999986	523	1
3_MACS_peak_467_lociStitched	chr1	42186421	42195199	3	3640	4908.6576	1899.5592	524	HIVEP3		HIVEP3	HIVEP3	0.018600000000000005	524	1
1_MACS_peak_20997_lociStitched	chr7	134853260	134857134	1	3875	4403.1884	1394.2526	525	C7orf49	TMEM140,WDR91	C7orf49	C7orf49	0.2405	525	1
1_MACS_peak_22087_lociStitched	chr8	134509941	134514621	1	4681	4368.78	1361.412	526	ST3GAL1		ST3GAL1	ST3GAL1	0.0577	526	1
2_MACS_peak_5060_lociStitched	chr12	48201392	48208269	2	3999	4802.8968	1796.2724	527	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.07800000000000001	527	1
2_MACS_peak_3719_lociStitched	chr11	35027830	35035990	2	3703	4625.904	1624.656	528			APIP	APIP	NONE	528	1
2_MACS_peak_1994_lociStitched	chr1	212964120	212968591	2	3510	4418.2422	1419.0954	529	TATDN3,NSL1		TATDN3	TATDN3	0.069	529	1
1_MACS_peak_3047_lociStitched	chr10	91091569	91094530	1	2962	3829.7574	835.5942	530	IFIT3	IFIT2,IFIT1B	IFIT3	IFIT3	0.13350000000000004	530	1
4_MACS_peak_3090_lociStitched	chr10	94831456	94840657	4	4766	4676.8683	1682.8629	531	CYP26A1	CYP26C1	CYP26A1	CYP26A1	0.2061	531	1
1_MACS_peak_15526_lociStitched	chr3	195632503	195635993	1	3491	4303.868	1311.542	532	TNK2	TNK2	TNK2	TNK2	0.0779	532	1
2_MACS_peak_1197_lociStitched	chr1	153762772	153770403	2	2702	5051.722	2063.4224	533		SLC27A3	SLC27A3	SLC27A3	0.09179999999999999	533	1
2_MACS_peak_20610_lociStitched	chr7	98476179	98480622	2	3733	3968.9319	985.0131	534	TRRAP,MIR3609	TMEM130	MIR3609	MIR3609	0.2826	534	1
1_MACS_peak_20984_lociStitched	chr7	133977445	133978761	1	1317	3635.45	651.5516	535	SLC35B4		SLC35B4	SLC35B4	0.09760000000000002	535	1
2_MACS_peak_5495_lociStitched	chr12	94598149	94602901	2	3981	4365.6624	1381.8816	536	PLXNC1		PLXNC1	PLXNC1	0.07929999999999998	536	1
1_MACS_peak_20956_lociStitched	chr7	130644226	130646978	1	2753	4122.2208	1140.704	537	FLJ43663	LOC646329	LOC646329	LOC646329	0.05250000000000002	537	1
1_MACS_peak_6620_lociStitched	chr15	21925862	21928787	1	2926	4230.72	1251.9	538		LOC646214	LOC646214	LOC646214	0.02779999999999999	538	1
2_MACS_peak_17089_lociStitched	chr5	32582341	32586695	2	3760	4003.503	1025.367	539	SUB1		SUB1	SUB1	0.20279999999999998	539	1
1_MACS_peak_1217_lociStitched	chr1	154296743	154301386	1	4644	4557.5688	1592.549	540	AQP10,ATP8B2		ATP8B2	ATP8B2	0.13740000000000002	540	1
3_MACS_peak_14297_lociStitched	chr3	46330747	46340099	3	4067	4930.3744	1969.5312	541		CCR3	CCR3	NONE	NONE	541	1
3_MACS_peak_10000_lociStitched	chr19	12991467	13002571	3	4171	4983.4752	2024.2592	542	GCDH,DNASE2,KLF1	MAST1,CALR,RTBDN,SYCE2,FARSA	KLF1	CALR	0.2435	542	1
3_MACS_peak_16533_lociStitched	chr4	141071088	141078267	3	4691	4355.4993	1400.6229	543	MAML3		MAML3	MAML3	0.0020000000000000018	543	1
2_MACS_peak_7375_lociStitched	chr15	93346646	93354560	2	4139	4234.7814	1284.4422	544		ASB9P1	ASB9P1	ASB9P1	0.014500000000000013	544	1
2_MACS_peak_11589_lociStitched	chr2	128457825	128460433	2	2520	3554.4432	605.3168	545	SFT2D3	LIMS2	SFT2D3	SFT2D3	0.25649999999999995	545	1
3_MACS_peak_18298_lociStitched	chr5	176726957	176732145	3	4871	4227.1824	1278.842	546	NSD1,PRELID1,RAB24	MXD3,LMAN2	RAB24	RAB24	0.26639999999999997	546	1
2_MACS_peak_15518_lociStitched	chr3	195264389	195271072	2	3232	4923.3661	1978.168	547	PPP1R2	APOD	PPP1R2	PPP1R2	0.10199999999999998	547	1
3_MACS_peak_1674_lociStitched	chr1	186583162	186590717	3	3581	4882.7965	1943.146	548			PTGS2	PTGS2	NONE	548	1
3_MACS_peak_7597_lociStitched	chr16	11797070	11805700	3	4901	4861.279	1921.901	549	TXNDC11	SNN	TXNDC11	TXNDC11	0.346	549	1
2_MACS_peak_13441_lociStitched	chr21	45557579	45566085	2	4260	5114.6578	2180.0878	550	C21orf33	PWP2	C21orf33	C21orf33	0.17969999999999997	550	1
4_MACS_peak_12976_lociStitched	chr20	47883659	47895770	4	4187	5239.2186	2304.7233	551	NCRNA00275,SNORD12C,ZNFX1	DDX27,SNORD12B,SNORD12	NCRNA00275	SNORD12	0.1251	551	1
2_MACS_peak_16164_lociStitched	chr4	87855300	87861935	2	4102	4587.439	1654.769	552	AFF1	C4orf36	AFF1	AFF1	0.03790000000000002	552	1
3_MACS_peak_8144_lociStitched	chr16	81842323	81851855	3	3769	4116.8708	1184.8276	553	PLCG2		PLCG2	PLCG2	0.0259	553	1
1_MACS_peak_10274_lociStitched	chr19	42055132	42060046	1	4915	4303.6812	1375.4286	554		CEACAM21	CEACAM21	CEACAM21	0.005699999999999983	554	1
2_MACS_peak_9943_lociStitched	chr19	10522641	10528063	2	3415	4238.3774	1311.5818	555		PDE4A,TYK2,MIR1181,CDC37	PDE4A	MIR1181	0.10239999999999999	555	1
2_MACS_peak_2499_lociStitched	chr10	14995172	15003010	2	3856	4572.6892	1645.98	556	MEIG1,DCLRE1C		MEIG1	MEIG1	0.061	556	1
2_MACS_peak_9642_lociStitched	chr18	60804894	60809777	2	3994	4366.3786	1441.4616	557	BCL2		BCL2	BCL2	0.06309999999999999	557	1
2_MACS_peak_6215_lociStitched	chr13	114789732	114793858	2	3932	3720.8268	796.7306	558	RASA3		RASA3	RASA3	0.07150000000000001	558	1
1_MACS_peak_20754_lociStitched	chr7	107382767	107385299	1	2533	3911.4336	990.7716	559	CBLL1		CBLL1	CBLL1	0.09099999999999997	559	1
2_MACS_peak_16051_lociStitched	chr4	77222227	77229285	2	3881	4249.6218	1329.0214	560	STBD1	FAM47E	STBD1	STBD1	0.1482	560	1
2_MACS_peak_1555_lociStitched	chr1	177786920	177795005	2	3504	5073.3375	2155.461	561			SEC16B	SEC16B	NONE	561	1
2_MACS_peak_1012_lociStitched	chr1	120833111	120840521	2	5657	4815.759	1898.442	562	FAM72B		FAM72B	FAM72B	0.0799	562	1
2_MACS_peak_20107_lociStitched	chr7	28191336	28195266	2	1864	3585.732	671.637	563	JAZF1	LOC100128081	LOC100128081	NONE	NONE	563	1
2_MACS_peak_6683_lociStitched	chr15	30113349	30118089	2	1640	3628.944	717.636	564	TJP1		TJP1	TJP1	0.031100000000000003	564	1
2_MACS_peak_1592_lociStitched	chr1	180817707	180822054	2	2797	4174.8588	1265.8464	565	XPR1		KIAA1614	KIAA1614	NONE	565	1
1_MACS_peak_4553_lociStitched	chr11	126943232	126945150	1	1919	3468.1276	562.933	566			KIRREL3	KIRREL3	NONE	566	1
1_MACS_peak_20808_lociStitched	chr7	116151237	116153209	1	1973	3884.0512	983.042	567		CAV2,CAV1	CAV1	CAV2	0.2448	567	1
3_MACS_peak_3856_lociStitched	chr11	59324325	59334317	3	4588	4540.3648	1642.6848	568		OR4D9,MIR3162,OSBP	MIR3162	OSBP	0.007199999999999998	568	1
2_MACS_peak_6937_lociStitched	chr15	52755671	52759430	2	3592	4134.5241	1237.4628	569	MYO5A		MYO5A	MYO5A	0.031	569	1
2_MACS_peak_21316_lociStitched	chr8	18285888	18291243	2	2396	3785.4495	892.143	570		NAT2	NAT2	NONE	NONE	570	1
1_MACS_peak_1377_lociStitched	chr1	161135261	161137055	1	1795	3464.214	578.2062	571	USP21,PPOX	NIT1,UFC1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	PPOX	B4GALT3	0.2543	571	1
2_MACS_peak_19451_lociStitched	chr6	114126060	114131729	2	2318	3960.9303	1075.4093	572		MARCKS	MARCKS	MARCKS	0.1728	572	1
1_MACS_peak_234_lociStitched	chr1	24513779	24518614	1	4836	4421.6075	1536.563	573		LOC284632,IL22RA1,IL28RA	IL28RA	LOC284632	0.10469999999999999	573	1
2_MACS_peak_3906_lociStitched	chr11	62318961	62325074	2	3735	4504.6697	1625.4467	574		AHNAK,EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.1743	574	1
2_MACS_peak_4325_lociStitched	chr11	103767700	103775325	2	3500	4288.3	1409.1	575			DDI1	DDI1	NONE	575	1
3_MACS_peak_13071_lociStitched	chr20	56047958	56056867	3	4940	4889.2592	2010.7613	576		CTCFL	CTCFL	CTCFL	0.021199999999999997	576	1
1_MACS_peak_21074_lociStitched	chr7	141256903	141259184	1	2282	3832.7643	957.5638	577	AGK		AGK	AGK	0.017600000000000005	577	1
1_MACS_peak_18869_lociStitched	chr6	36559554	36564064	1	4511	4031.038	1157.266	578	SRSF3	STK38,MIR3925	SRSF3	SRSF3	0.17809999999999998	578	1
2_MACS_peak_13251_lociStitched	chr21	32926077	32932689	2	5254	4798.3284	1924.7532	579	TIAM1		TIAM1	TIAM1	0.0116	579	1
1_MACS_peak_3594_lociStitched	chr11	17251599	17253643	1	2045	3355.8392	482.5884	580		NUCB2	NUCB2	NUCB2	0.009099999999999997	580	1
2_MACS_peak_2370_lociStitched	chr10	3823887	3828620	2	4668	3842.2494	971.2116	581	KLF6		KLF6	KLF6	0.25970000000000004	581	1
1_MACS_peak_11468_lociStitched	chr2	111876889	111881251	1	4363	3737.7978	867.1656	582	BCL2L11		BCL2L11	BCL2L11	0.123	582	1
2_MACS_peak_5283_lociStitched	chr12	67843054	67846915	2	2509	3832.0425	962.1612	583			CAND1	CAND1	NONE	583	1
2_MACS_peak_9017_lociStitched	chr17	70593134	70601377	2	4103	4752.0895	1885.1741	584	FLJ26484	LOC100499467	LOC100499467	LOC100499467	0.040900000000000006	584	1
2_MACS_peak_1552_lociStitched	chr1	177767483	177770625	2	2761	3741.8078	876.3038	585			SEC16B	SEC16B	NONE	585	1
1_MACS_peak_15374_lociStitched	chr3	183269591	183274298	1	4708	4783.7241	1918.5732	586	KLHL6		KLHL6	KLHL6	0.1778	586	1
1_MACS_peak_1469_lociStitched	chr1	167682710	167686461	1	3752	4456.9382	1592.6746	587		MPZL1	MPZL1	NONE	NONE	587	1
4_MACS_peak_16475_lociStitched	chr4	129724378	129733922	4	4753	4570.6216	1707.4216	588	PHF17		PHF17	PHF17	0.0474	588	1
2_MACS_peak_9248_lociStitched	chr18	3447228	3455188	2	3418	3940.996	1080.968	589	TGIF1		TGIF1	TGIF1	0.04959999999999999	589	1
1_MACS_peak_8539_lociStitched	chr17	33668060	33669687	1	1628	3396.1998	537.2354	590		SLFN11	SLFN11	SLFN11	0.03609999999999999	590	1
2_MACS_peak_4206_lociStitched	chr11	82996485	83001519	2	2802	3895.3092	1039.521	591	CCDC90B		CCDC90B	CCDC90B	0.06290000000000001	591	1
2_MACS_peak_7352_lociStitched	chr15	91200727	91205271	2	2468	3954.1888	1101.4656	592			BLM	BLM	NONE	592	1
2_MACS_peak_1752_lociStitched	chr1	197743411	197748319	2	4337	4626.7716	1776.2052	593	DENND1B		DENND1B	DENND1B	0.00520000000000001	593	1
1_MACS_peak_1973_lociStitched	chr1	212111717	212113873	1	2157	3532.3904	684.3144	594			INTS7	INTS7	NONE	594	1
1_MACS_peak_18637_lociStitched	chr6	26122787	26126683	1	3897	4096.2544	1249.0576	595	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H1E	0.3137	595	1
1_MACS_peak_20793_lociStitched	chr7	113723538	113727667	1	4130	4305.7212	1462.4918	596	FOXP2		FOXP2	NONE	NONE	596	1
2_MACS_peak_8037_lociStitched	chr16	68789820	68795457	2	3147	4035.5283	1200.1173	597	CDH1		CDH1	CDH1	0.0329	597	1
3_MACS_peak_21409_lociStitched	chr8	27935133	27942043	3	5415	4570.274	1736.483	598	C8orf80	ELP3	C8orf80	C8orf80	0.07140000000000002	598	1
3_MACS_peak_10573_lociStitched	chr2	10259801	10265101	3	4888	3999.38	1166	599	RRM2	C2orf48,CYS1	RRM2	RRM2	0.2017	599	1
1_MACS_peak_16271_lociStitched	chr4	103747436	103750793	1	3358	4046.8635	1214.2269	600	UBE2D3	CISD2	UBE2D3	UBE2D3	0.07730000000000001	600	1
1_MACS_peak_17410_lociStitched	chr5	75697181	75701345	1	4165	3942.0588	1109.706	601	IQGAP2		IQGAP2	IQGAP2	0.021699999999999997	601	1
1_MACS_peak_16891_lociStitched	chr4	187749862	187751855	1	1994	3753.4169	924.5527	602			FAT1	FAT1	NONE	602	1
1_MACS_peak_1661_lociStitched	chr1	185284620	185287745	1	3126	4085.625	1259.0625	603	IVNS1ABP		IVNS1ABP	IVNS1ABP	0.086	603	1
2_MACS_peak_15421_lociStitched	chr3	186283935	186289309	2	3910	4563.6008	1737.4142	604	DNAJB11,TBCCD1	AHSG,CRYGS	TBCCD1	AHSG	0.08349999999999999	604	1
1_MACS_peak_2251_lociStitched	chr1	237669933	237671145	1	1213	3137.262	314.7564	605	RYR2		LOC100130331	LOC100130331	NONE	605	1
3_MACS_peak_8491_lociStitched	chr17	29640200	29649237	3	4297	4843.832	2021.5769	606	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.13289999999999996	606	1
1_MACS_peak_7293_lociStitched	chr15	85277153	85280434	1	3282	3817.4435	995.4554	607		ZNF592,SEC11A	ZNF592	SEC11A	0.022499999999999992	607	1
1_MACS_peak_1103_lociStitched	chr1	148240619	148243115	1	2497	3655.1424	833.664	608		PPIAL4D	PPIAL4D	NONE	NONE	608	1
3_MACS_peak_810_lociStitched	chr1	87793466	87802956	3	2993	4784.858	1963.481	609	LMO4		LMO4	LMO4	0.1003	609	1
3_MACS_peak_16834_lociStitched	chr4	185369481	185379820	3	4529	5278.0595	2459.6481	610	IRF2		IRF2	IRF2	0.1717	610	1
2_MACS_peak_17166_lociStitched	chr5	43007552	43011339	2	3775	3646.1236	829.353	611		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	0.4292	611	1
2_MACS_peak_1965_lociStitched	chr1	211750616	211756654	2	4779	4547.8216	1735.925	612	SLC30A1		SLC30A1	SLC30A1	0.24780000000000002	612	1
4_MACS_peak_3369_lociStitched	chr10	125831282	125844805	4	4768	5363.2218	2551.7901	613	CHST15		CHST15	CHST15	0.1008	613	1
1_MACS_peak_20009_lociStitched	chr7	20368525	20372692	1	4168	3742.3827	931.7412	614	ITGB8		ITGB8	ITGB8	0.058699999999999974	614	1
4_MACS_peak_23464_lociStitched	chrX	75362823	75372067	4	4026	3739.198	930.8708	615		CXorf26	CXorf26	CXorf26	0.0011000000000000038	615	1
1_MACS_peak_23381_lociStitched	chrX	48794117	48797669	1	3553	3467.1072	662.0928	616	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	0.2319	616	1
3_MACS_peak_7877_lociStitched	chr16	50307610	50316550	3	3631	4267.956	1465.266	617		ADCY7	ADCY7	NONE	NONE	617	1
2_MACS_peak_16237_lociStitched	chr4	100766703	100769453	2	2661	3532.375	731.225	618	DAPP1	MAPKSP1	DAPP1	DAPP1	0.10870000000000002	618	1
4_MACS_peak_2972_lociStitched	chr10	81003478	81015741	4	5967	5344.2154	2545.7988	619	ZMIZ1		PPIF	PPIF	NONE	619	1
3_MACS_peak_5140_lociStitched	chr12	53846129	53855857	3	4691	4830.9248	2034.1248	620	PCBP2	AMHR2,PRR13,TARBP2,MAP3K12,NPFF	PCBP2	PCBP2	0.2136	620	1
3_MACS_peak_1307_lociStitched	chr1	157142726	157152914	3	5965	5851.9872	3057.4188	621		CYCSP52,ETV3	ETV3	ETV3	0.14659999999999998	621	1
3_MACS_peak_10581_lociStitched	chr2	10585242	10589389	3	3805	3485.9682	693.7931	622	ODC1,SNORA80B		SNORA80B	SNORA80B	0.33280000000000004	622	1
1_MACS_peak_1365_lociStitched	chr1	160765215	160768107	1	2893	4069.044	1279.4208	623	LY9		LY9	LY9	0.20329999999999998	623	1
1_MACS_peak_15891_lociStitched	chr4	47788619	47789691	1	1073	3074.496	285.5808	624	CORIN		CORIN	CORIN	0.0034999999999999892	624	1
2_MACS_peak_22782_lociStitched	chr9	102581295	102587353	2	5039	4069.1586	1280.6612	625	NR4A3	NR4A3	NR4A3	NR4A3	0.06040000000000001	625	1
1_MACS_peak_1123_lociStitched	chr1	149802632	149805844	1	3213	3953.972	1166.2772	626	HIST2H4B	FCGR1A,HIST2H2BF,HIST2H3D,HIST2H3A,HIST2H2AA4,HIST2H2BC	HIST2H4B	HIST2H2BC	0.44660000000000005	626	1
1_MACS_peak_15176_lociStitched	chr3	161487472	161489405	1	1934	3738.2287	951.2293	627			OTOL1	OTOL1	NONE	627	1
2_MACS_peak_20739_lociStitched	chr7	106371200	106378248	2	2662	4801.8024	2019.252	628			FLJ36031	FLJ36031	NONE	628	1
1_MACS_peak_2717_lociStitched	chr10	48132752	48133628	1	877	2907.2688	126.9324	629		CTSLL2	CTSLL2	NONE	NONE	629	1
1_MACS_peak_21462_lociStitched	chr8	33411116	33413388	1	2273	3667.6896	887.6704	630	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.2434	630	1
1_MACS_peak_2066_lociStitched	chr1	223421305	223423996	1	2692	3910.8303	1131.8346	631	SUSD4		TLR5	TLR5	NONE	631	1
2_MACS_peak_7027_lociStitched	chr15	63765098	63772806	2	4030	4540.012	1762.8196	632		USP3	USP3	USP3	0.031000000000000014	632	1
2_MACS_peak_22859_lociStitched	chr9	112904857	112911784	2	3597	4332.1458	1556.4969	633	PALM2-AKAP2,AKAP2		AKAP2	AKAP2	0.07720000000000002	633	1
2_MACS_peak_11871_lociStitched	chr2	169346101	169352763	2	3578	4231.7024	1457.6456	634	LASS6		LASS6	LASS6	0.006400000000000003	634	1
1_MACS_peak_19408_lociStitched	chr6	109203853	109206422	1	2570	3559.6064	788.4261	635	ARMC2		ARMC2	ARMC2	0.07729999999999998	635	1
1_MACS_peak_10935_lociStitched	chr2	47103057	47104312	1	1256	3043.124	273.4645	636		LOC100134259,MCFD2	MCFD2	MCFD2	0.0582	636	1
2_MACS_peak_16994_lociStitched	chr5	10600543	10608318	2	3225	4129.3025	1360.625	637	ANKRD33B		ANKRD33B	ANKRD33B	0.0397	637	1
2_MACS_peak_2628_lociStitched	chr10	30989981	30995236	2	4000	4155.654	1387.8455	638			LYZL2	LYZL2	NONE	638	1
2_MACS_peak_13679_lociStitched	chr22	35704016	35707893	2	3827	3885.5294	1118.1268	639	TOM1	MIR3909	TOM1	TOM1	0.09129999999999999	639	1
2_MACS_peak_16745_lociStitched	chr4	172560311	172566462	2	2057	3807.469	1040.7492	640			GALNTL6	GALNTL6	NONE	640	1
1_MACS_peak_13381_lociStitched	chr21	41341196	41342732	1	1537	3389.7984	623.1552	641			PCP4	PCP4	NONE	641	1
1_MACS_peak_4107_lociStitched	chr11	72959791	72961642	1	1852	3237.5841	472.005	642		P2RY2,P2RY6	P2RY6	P2RY6	0.0802	642	1
1_MACS_peak_12732_lociStitched	chr20	24822503	24824549	1	2047	3482.0874	716.7138	643			CST7	CST7	NONE	643	1
3_MACS_peak_12307_lociStitched	chr2	217081412	217088265	3	4392	4642.2222	1878.4073	644			XRCC5	XRCC5	NONE	644	1
2_MACS_peak_280_lociStitched	chr1	27018508	27022675	2	2845	3674.0439	910.9062	645	ARID1A		ARID1A	ARID1A	0.10720000000000002	645	1
3_MACS_peak_18261_lociStitched	chr5	173330038	173342020	3	3644	4923.4038	2160.3546	646	CPEB4		CPEB4	CPEB4	0.11910000000000001	646	1
