REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_15296_lociStitched	chr3	177075060	177079224	1	4165	7078.8	1579.8216	472			TBL1XR1	TBL1XR1	0.04770000000000002	472	1
2_MACS_peak_13132_lociStitched	chr21	9963843	9969315	2	4165	6601.968	2569.104	473	LOC100132288		LOC100132288	LOC100132288	0.0882	473	1
1_MACS_peak_14679_lociStitched	chr3	105084985	105089144	1	4160	4369.0295	911.6528	474	ALCAM		ALCAM	ALCAM	0.007199999999999998	474	1
3_MACS_peak_13407_lociStitched	chr21	43880519	43890066	3	4158	6194.0936	2796.3163	475		SLC37A1,RSPH1	RSPH1	RSPH1	0.06819999999999998	475	1
3_MACS_peak_5188_lociStitched	chr12	56726853	56733798	3	4154	3959.3445	1609.1565	476	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	0.1713	476	1
1_MACS_peak_15558_lociStitched	chr3	197460771	197464922	1	4152	5295.4307	1593.984	477	KIAA0226	FYTTD1	KIAA0226	KIAA0226	0.09290000000000001	477	1
3_MACS_peak_2372_lociStitched	chr10	3846810	3854309	3	4152	4935.8418	1701.5231	478		KLF6	KLF6	KLF6	0.25970000000000004	478	1
2_MACS_peak_20088_lociStitched	chr7	26236847	26242204	2	4150	3840.4333	1083.7211	479	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	0.2238	479	1
2_MACS_peak_17415_lociStitched	chr5	76032592	76038027	2	4147	5597.5065	1458.2105	480		NCRUPAR,F2R	F2R	F2R	0.17880000000000001	480	1
3_MACS_peak_160_lociStitched	chr1	16766732	16771159	3	4146	2756.2502	907.535	481	NECAP2	SPATA21,CROCCP3	NECAP2	NECAP2	0.04189999999999999	481	1
2_MACS_peak_7375_lociStitched	chr15	93346646	93354560	2	4139	4234.7814	1284.4422	482		ASB9P1	ASB9P1	ASB9P1	0.014500000000000013	482	1
1_MACS_peak_8297_lociStitched	chr17	6915280	6919417	1	4138	3900.3636	1301.9139	483	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	MIR195	0.3003	483	1
3_MACS_peak_1904_lociStitched	chr1	206997452	207007570	3	4133	4250.5718	2395.9424	484	IL19	IL20	IL19	IL19	0.07290000000000002	484	1
1_MACS_peak_20793_lociStitched	chr7	113723538	113727667	1	4130	4305.7212	1462.4918	485	FOXP2		FOXP2	NONE	NONE	485	1
3_MACS_peak_17865_lociStitched	chr5	132386870	132400480	3	4127	4969.011	2393.999	486	HSPA4	ZCCHC10	HSPA4	HSPA4	0.042300000000000004	486	1
1_MACS_peak_14296_lociStitched	chr3	46246576	46250699	1	4124	3860.3649	1350.6948	487	CCR1	CCR3	CCR1	CCR1	0.17610000000000003	487	1
3_MACS_peak_18276_lociStitched	chr5	175079642	175086279	3	4122	4057.1981	1460.14	488	HRH2	HRH2	HRH2	HRH2	0.0568	488	1
2_MACS_peak_11160_lociStitched	chr2	69869665	69876597	2	4121	4026.7988	1346.8876	489	AAK1		AAK1	AAK1	0.006600000000000009	489	1
3_MACS_peak_3981_lociStitched	chr11	65236124	65245807	3	4114	4952.8545	1841.7066	490		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	0.8154999999999999	490	1
2_MACS_peak_15139_lociStitched	chr3	156872002	156879227	2	4113	6614.4875	2437.715	491	CCNL1	LOC339894	CCNL1	CCNL1	0.23900000000000005	491	1
2_MACS_peak_22255_lociStitched	chr9	5626312	5630509	2	4112	4581.8649	1165.0872	492	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.03190000000000001	492	1
3_MACS_peak_8616_lociStitched	chr17	37925947	37935139	3	4110	4635.5256	2282.3736	493	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.06499999999999999	493	1
2_MACS_peak_9017_lociStitched	chr17	70593134	70601377	2	4103	4752.0895	1885.1741	494	FLJ26484	LOC100499467	LOC100499467	LOC100499467	0.040900000000000006	494	1
2_MACS_peak_16164_lociStitched	chr4	87855300	87861935	2	4102	4587.439	1654.769	495	AFF1	C4orf36	AFF1	AFF1	0.03790000000000002	495	1
3_MACS_peak_3970_lociStitched	chr11	64851092	64864154	3	4096	5615.3538	2370.753	496	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	ZNHIT2	0.17689999999999997	496	1
2_MACS_peak_4202_lociStitched	chr11	82866819	82874077	2	4095	4075.367	1608.3728	497	PCF11	ANKRD42	PCF11	PCF11	0.09720000000000001	497	1
3_MACS_peak_11120_lociStitched	chr2	65657531	65664655	3	4094	4536.5632	1218.204	498	SPRED2		SPRED2	SPRED2	0.05249999999999999	498	1
2_MACS_peak_1375_lociStitched	chr1	161122721	161130041	2	4094	4783.62	2108.16	499	UFC1,USP21	NIT1,PPOX,NDUFS2,PFDN2,DEDD,B4GALT3,ADAMTS4	UFC1	B4GALT3	0.2543	499	1
2_MACS_peak_15244_lociStitched	chr3	171752699	171759189	2	4092	4238.619	1783.452	500	FNDC3B		FNDC3B	FNDC3B	0.04829999999999998	500	1
2_MACS_peak_1582_lociStitched	chr1	179846094	179853269	2	4087	8434.93	2778.8775	501	TOR1AIP1,TOR1AIP2		TOR1AIP1	TOR1AIP1	0.10510000000000003	501	1
2_MACS_peak_198_lociStitched	chr1	21616842	21622176	2	4085	5228.9202	1437.513	502	ECE1	ECE1	ECE1	ECE1	0.0319	502	1
2_MACS_peak_17839_lociStitched	chr5	131435549	131440722	2	4083	4578.105	1566.3844	503		IL3,CSF2	CSF2	IL3	0.015499999999999986	503	1
1_MACS_peak_1756_lociStitched	chr1	198124980	198129056	1	4077	3435.2528	1588.4172	504	NEK7		NEK7	NONE	NONE	504	1
2_MACS_peak_203_lociStitched	chr1	22106095	22110621	2	4077	3172.726	1009.7506	505	USP48	LDLRAD2	USP48	USP48	0.027800000000000005	505	1
3_MACS_peak_6135_lociStitched	chr13	100148067	100154392	3	4076	3729.8525	1308.01	506	TM9SF2		TM9SF2	TM9SF2	0.030500000000000013	506	1
3_MACS_peak_7119_lociStitched	chr15	70389572	70394451	3	4069	3353.3367	1161.6899	507	TLE3	MIR629	TLE3	TLE3	0.05880000000000002	507	1
3_MACS_peak_10005_lociStitched	chr19	13044041	13053707	3	4069	4745.0394	1702.1826	508	CALR,FARSA	GCDH,RAD23A,DAND5,KLF1,SYCE2,GADD45GIP1	CALR	CALR	0.2435	508	1
3_MACS_peak_14297_lociStitched	chr3	46330747	46340099	3	4067	4930.3744	1969.5312	509		CCR3	CCR3	NONE	NONE	509	1
2_MACS_peak_9988_lociStitched	chr19	12721121	12725802	2	4066	5123.3545	1067.7361	510	ZNF791,ZNF490		ZNF791	ZNF791	0.17520000000000002	510	1
3_MACS_peak_22901_lociStitched	chr9	116109861	116115256	3	4065	3409.64	1131.871	511	BSPRY	RNF183,WDR31,HDHD3,ALAD	BSPRY	BSPRY	0.0721	511	1
3_MACS_peak_22039_lociStitched	chr8	129279231	129287026	3	4065	4754.95	1665.7915	512			MIR1208	MIR1208	NONE	512	1
3_MACS_peak_3107_lociStitched	chr10	97050325	97055691	3	4061	3831.8606	1314.1334	513	PDLIM1		PDLIM1	PDLIM1	0.09860000000000002	513	1
2_MACS_peak_9110_lociStitched	chr17	75205024	75209501	2	4059	4719.6534	1505.6151	514	SEC14L1		SEC14L1	SEC14L1	0.14600000000000002	514	1
2_MACS_peak_16579_lociStitched	chr4	146402191	146409910	2	4056	3490.5318	1570.0446	515	SMAD1		SMAD1	SMAD1	0.0431	515	1
2_MACS_peak_10840_lociStitched	chr2	38890415	38895306	2	4052	4324.6222	1235.9557	516	GALM		GALM	GALM	0.0829	516	1
4_MACS_peak_13350_lociStitched	chr21	38737748	38743543	4	4051	3889.604	1172.3285	517	DYRK1A	DYRK1A	DYRK1A	DYRK1A	0.012800000000000006	517	1
2_MACS_peak_3588_lociStitched	chr11	16980120	16986031	2	4045	3606.3011	1701.7769	518	PLEKHA7		PLEKHA7	PLEKHA7	0.0174	518	1
3_MACS_peak_3415_lociStitched	chr10	135201589	135208401	3	4045	3222.7572	1262.9448	519	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.053500000000000006	519	1
2_MACS_peak_22522_lociStitched	chr9	70849366	70857998	2	4041	4387.6456	1738.4848	520	CBWD3		CBWD3	CBWD3	0.013700000000000004	520	1
2_MACS_peak_13794_lociStitched	chr22	39911043	39917634	2	4033	4093.011	1416.4059	521	SMCR7L,ATF4	MGAT3,CACNA1I,RPS19BP1	ATF4	ATF4	0.2769	521	1
2_MACS_peak_7027_lociStitched	chr15	63765098	63772806	2	4030	4540.012	1762.8196	522		USP3	USP3	USP3	0.031000000000000014	522	1
4_MACS_peak_7988_lociStitched	chr16	66906666	66915122	4	4028	4012.372	1438.3656	523	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	PDP2	0.092	523	1
4_MACS_peak_23464_lociStitched	chrX	75362823	75372067	4	4026	3739.198	930.8708	524		CXorf26	CXorf26	CXorf26	0.0011000000000000038	524	1
2_MACS_peak_12322_lociStitched	chr2	219081391	219085805	2	4025	2586.604	828.9492	525	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	GPBAR1	0.0996	525	1
3_MACS_peak_19236_lociStitched	chr6	88627900	88636431	3	4025	4929.2118	1890.4696	526			SPACA1	SPACA1	NONE	526	1
2_MACS_peak_11270_lociStitched	chr2	86220578	86227563	2	4022	4682.0455	1971.167	527		LOC90784	LOC90784	NONE	NONE	527	1
2_MACS_peak_7094_lociStitched	chr15	68569274	68573885	2	4019	3413.5233	1200.7044	528	FEM1B	CLN6	FEM1B	FEM1B	0.1994	528	1
2_MACS_peak_8023_lociStitched	chr16	68285145	68292661	2	4018	4120.2712	1766.26	529	PLA2G15	SLC7A6,ESRP2	SLC7A6	ESRP2	0.10369999999999999	529	1
2_MACS_peak_20518_lociStitched	chr7	86845910	86850483	2	4016	3969.8213	1240.6549	530	C7orf23		C7orf23	C7orf23	0.0865	530	1
1_MACS_peak_13105_lociStitched	chr20	60912121	60916135	1	4015	3916.0584	1260.7974	531	LAMA5	ADRM1,RPS21	LAMA5	ADRM1	0.08960000000000001	531	1
3_MACS_peak_18946_lociStitched	chr6	43736969	43743020	3	4015	3216.1065	1298.5446	532	VEGFA		VEGFA	VEGFA	0.07120000000000001	532	1
2_MACS_peak_19030_lociStitched	chr6	52528090	52533061	2	4009	3711.3486	1418.2263	533	LOC730101	TMEM14A	LOC730101	LOC730101	0.17750000000000002	533	1
3_MACS_peak_13117_lociStitched	chr20	62359214	62368898	3	4003	5621.562	1841.8968	534	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	0.1053	534	1
2_MACS_peak_2628_lociStitched	chr10	30989981	30995236	2	4000	4155.654	1387.8455	535			LYZL2	LYZL2	NONE	535	1
2_MACS_peak_5060_lociStitched	chr12	48201392	48208269	2	3999	4802.8968	1796.2724	536	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.07800000000000001	536	1
1_MACS_peak_21425_lociStitched	chr8	29205967	29209961	1	3995	2787.812	750.0732	537	DUSP4		DUSP4	DUSP4	0.16530000000000003	537	1
2_MACS_peak_9642_lociStitched	chr18	60804894	60809777	2	3994	4366.3786	1441.4616	538	BCL2		BCL2	BCL2	0.06309999999999999	538	1
3_MACS_peak_11510_lociStitched	chr2	114187831	114196507	3	3994	4272.0624	1861.8696	539	CBWD2,LOC440839		CBWD2	CBWD2	0.009000000000000008	539	1
2_MACS_peak_1221_lociStitched	chr1	154387785	154393265	2	3991	3689.684	1801.824	540	IL6R		IL6R	IL6R	0.10040000000000002	540	1
2_MACS_peak_4713_lociStitched	chr12	8468486	8474846	2	3989	3408.324	1483.152	541			LOC389634	LOC389634	NONE	541	1
3_MACS_peak_455_lociStitched	chr1	40846697	40856176	3	3987	4849.4564	2376.3853	542	SMAP2	SMAP2	SMAP2	SMAP2	0.07390000000000002	542	1
2_MACS_peak_5495_lociStitched	chr12	94598149	94602901	2	3981	4365.6624	1381.8816	543	PLXNC1		PLXNC1	PLXNC1	0.07929999999999998	543	1
3_MACS_peak_15713_lociStitched	chr4	15779301	15787417	3	3981	5266.4724	1545.2864	544	CD38		CD38	CD38	0.05689999999999999	544	1
2_MACS_peak_7194_lociStitched	chr15	75743755	75748427	2	3973	3155.4688	1108.1984	545	SIN3A		SIN3A	SIN3A	0.037000000000000005	545	1
2_MACS_peak_20618_lociStitched	chr7	99096207	99103248	2	3973	3650.0544	1088.5386	546	ZKSCAN5,ZNF394	ZNF789,ATP5J2,ATP5J2-PTCD1,FAM200A	ZNF394	ZNF394	0.1739	546	1
2_MACS_peak_15264_lociStitched	chr3	173112220	173116278	2	3970	3364.8936	1352.9372	547	NLGN1		NLGN1	NONE	NONE	547	1
3_MACS_peak_21051_lociStitched	chr7	139909433	139914837	3	3969	5124.0728	1861.678	548		LOC100134229,JHDM1D	LOC100134229	LOC100134229	0.1136	548	1
2_MACS_peak_1049_lociStitched	chr1	144962704	144967597	2	3968	5967.9921	1954.7535	549	PDE4DIP	PDE4DIP	PDE4DIP	PDE4DIP	0.10159999999999997	549	1
1_MACS_peak_1907_lociStitched	chr1	207093994	207097960	1	3967	3301.2984	2024.2464	550	FAIM3	IL24,PIGR,FCAMR	FAIM3	FAIM3	0.029099999999999987	550	1
2_MACS_peak_17995_lociStitched	chr5	142781364	142785640	2	3966	2921.7908	1096.3664	551	NR3C1		NR3C1	NR3C1	0.0348	551	1
3_MACS_peak_13696_lociStitched	chr22	36552748	36559386	3	3957	3546.0196	1446.4202	552	APOL3	APOL4	APOL3	APOL3	0.0854	552	1
2_MACS_peak_15319_lociStitched	chr3	179033504	179041984	2	3955	5092.24	2416.8	553	ZNF639	MFN1,KCNMB3	ZNF639	ZNF639	0.0751	553	1
3_MACS_peak_16312_lociStitched	chr4	109087258	109094562	3	3954	3046.4984	1284.0432	554	LOC641518,LEF1		LEF1	LEF1	0.028899999999999995	554	1
2_MACS_peak_12576_lociStitched	chr20	5092771	5101345	2	3946	4642.821	1889.7096	555	PCNA-AS1,C20orf30,PCNA	CDS2	PCNA-AS1	PCNA-AS1	0.1558	555	1
1_MACS_peak_3924_lociStitched	chr11	62606444	62610387	1	3944	5508.371	1381.2329	556	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	0.28700000000000003	556	1
3_MACS_peak_12615_lociStitched	chr20	9490992	9496950	3	3944	3622.464	1228.5396	557	C20orf103		C20orf103	C20orf103	0.1268	557	1
2_MACS_peak_9130_lociStitched	chr17	76143192	76152080	2	3944	4041.3736	1765.1568	558	C17orf99	TMC8,SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	0.2079	558	1
2_MACS_peak_1931_lociStitched	chr1	209276055	209282253	2	3943	6111.228	2224.4622	559			LOC642587	LOC642587	NONE	559	1
1_MACS_peak_8401_lociStitched	chr17	19090489	19094430	1	3942	4875.017	1211.4634	560		EPN2	EPN2	EPN2	0.02889999999999998	560	1
1_MACS_peak_5591_lociStitched	chr12	104321405	104325341	1	3937	3717.9456	1306.3584	561	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	C12orf73	0.09150000000000001	561	1
3_MACS_peak_3986_lociStitched	chr11	65307015	65320147	3	3936	4273.1528	2349.3148	562	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	MALAT1	0.7292000000000001	562	1
1_MACS_peak_20780_lociStitched	chr7	111843886	111847820	1	3935	3469.788	1303.7276	563	ZNF277,DOCK4		DOCK4	NONE	NONE	563	1
2_MACS_peak_6215_lociStitched	chr13	114789732	114793858	2	3932	3720.8268	796.7306	564	RASA3		RASA3	RASA3	0.07150000000000001	564	1
2_MACS_peak_216_lociStitched	chr1	23850998	23855805	2	3931	4022.9783	1565.6399	565	E2F2	ASAP3,ID3	E2F2	ID3	0.11980000000000002	565	1
3_MACS_peak_22731_lociStitched	chr9	98268814	98273893	3	3931	2820.3687	735.4392	566	PTCH1		PTCH1	PTCH1	0.0663	566	1
1_MACS_peak_17164_lociStitched	chr5	42948950	42952879	1	3930	3516.8479	1012.5033	567			LOC648987	LOC648987	0.2084	567	1
1_MACS_peak_2861_lociStitched	chr10	70846697	70850620	1	3924	3359.6572	1274.5827	568	SRGN	VPS26A	SRGN	SRGN	0.1182	568	1
2_MACS_peak_13750_lociStitched	chr22	38709242	38713294	2	3913	2661.3536	813.2364	569	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.1053	569	1
3_MACS_peak_10848_lociStitched	chr2	39347849	39356737	3	3912	5580.7752	1900.2544	570		SOS1	SOS1	SOS1	0.0213	570	1
2_MACS_peak_15421_lociStitched	chr3	186283935	186289309	2	3910	4563.6008	1737.4142	571	DNAJB11,TBCCD1	AHSG,CRYGS	TBCCD1	AHSG	0.08349999999999999	571	1
1_MACS_peak_2237_lociStitched	chr1	235665578	235669480	1	3903	3842.2994	1567.0432	572	B3GALNT2		B3GALNT2	B3GALNT2	0.021999999999999992	572	1
2_MACS_peak_10488_lociStitched	chr19	57790737	57795255	2	3903	3264.7068	1084.7718	573	ZNF460	AURKC,ZNF805,ZNF543	ZNF460	ZNF460	0.09759999999999999	573	1
2_MACS_peak_1114_lociStitched	chr1	149292944	149299158	2	3902	4368.442	2442.102	574		LOC388692	LOC388692	LOC388692	0.07280000000000003	574	1
2_MACS_peak_15120_lociStitched	chr3	155570614	155578150	2	3901	4982.8032	1935.2448	575	SLC33A1	GMPS,C3orf33	SLC33A1	SLC33A1	0.0685	575	1
3_MACS_peak_22130_lociStitched	chr8	141518931	141527417	3	3900	3471.6226	1485.8986	576	CHRAC1		CHRAC1	CHRAC1	0.14900000000000002	576	1
1_MACS_peak_18637_lociStitched	chr6	26122787	26126683	1	3897	4096.2544	1249.0576	577	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H1E	0.3137	577	1
1_MACS_peak_21180_lociStitched	chr7	155088258	155092145	1	3888	3675.5472	1179.3158	578	INSIG1		INSIG1	INSIG1	0.1426	578	1
3_MACS_peak_18802_lociStitched	chr6	32157760	32164662	3	3888	3484.1296	1281.0112	579	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	0.1734	579	1
2_MACS_peak_17794_lociStitched	chr5	126111911	126116456	2	3887	3358.3005	968.085	580	LMNB1		LMNB1	LMNB1	0.050100000000000006	580	1
2_MACS_peak_16051_lociStitched	chr4	77222227	77229285	2	3881	4249.6218	1329.0214	581	STBD1	FAM47E	STBD1	STBD1	0.1482	581	1
1_MACS_peak_8715_lociStitched	chr17	43224156	43228034	1	3879	4387.1814	1058.3062	582	HEXIM1	ACBD4,HEXIM2,PLCD3	HEXIM1	HEXIM1	0.24910000000000002	582	1
1_MACS_peak_340_lociStitched	chr1	31227341	31231217	1	3877	3018.6288	864.7356	583	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	0.22010000000000002	583	1
1_MACS_peak_20997_lociStitched	chr7	134853260	134857134	1	3875	4403.1884	1394.2526	584	C7orf49	TMEM140,WDR91	C7orf49	C7orf49	0.2405	584	1
3_MACS_peak_22517_lociStitched	chr9	70489040	70497664	3	3872	4779.4208	1712.7264	585	CBWD5,CBWD3		CBWD5	CBWD5	0.013600000000000001	585	1
3_MACS_peak_19445_lociStitched	chr6	113951250	113956698	3	3869	3742.776	1285.1832	586			MARCKS	MARCKS	0.1728	586	1
2_MACS_peak_16842_lociStitched	chr4	185566803	185571918	2	3868	3056.2125	1060.3395	587	CCDC111,CASP3		CASP3	CASP3	0.0947	587	1
2_MACS_peak_7343_lociStitched	chr15	90727049	90735791	2	3866	4296.693	2052.6216	588	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	CIB1	0.06169999999999999	588	1
2_MACS_peak_11105_lociStitched	chr2	65141382	65145618	2	3864	3925.9248	1435.1568	589	LOC400958		LOC400958	LOC400958	0.1254	589	1
2_MACS_peak_18684_lociStitched	chr6	27440007	27448017	2	3860	4314.186	1817.469	590	ZNF184		ZNF184	ZNF184	0.044	590	1
2_MACS_peak_16828_lociStitched	chr4	185302746	185306696	2	3856	4699.71	1585.53	591			IRF2	IRF2	0.1717	591	1
2_MACS_peak_2069_lociStitched	chr1	223899446	223904956	2	3856	3249.247	1695.978	592	CAPN2	CAPN8	CAPN2	CAPN2	0.002599999999999991	592	1
2_MACS_peak_2499_lociStitched	chr10	14995172	15003010	2	3856	4572.6892	1645.98	593	MEIG1,DCLRE1C		MEIG1	MEIG1	0.061	593	1
2_MACS_peak_5033_lociStitched	chr12	46378141	46386290	2	3854	4307.5614	1592.3146	594	SRSF2IP		SRSF2IP	SRSF2IP	0.02840000000000001	594	1
2_MACS_peak_327_lociStitched	chr1	28968943	28976206	2	3853	3859.5582	1602.2178	595	RNU11,TAF12	RAB42,GMEB1	RNU11	RNU11	0.1524	595	1
3_MACS_peak_1991_lociStitched	chr1	212923004	212928403	3	3842	3521.2278	1376.745	596	NSL1	TATDN3,BATF3	NSL1	TATDN3	0.069	596	1
2_MACS_peak_20174_lociStitched	chr7	35764276	35770904	2	3842	5266.6088	1535.7076	597		HERPUD2	HERPUD2	HERPUD2	0.018799999999999997	597	1
2_MACS_peak_2165_lociStitched	chr1	230240114	230246575	2	3837	5305.7732	2065.5817	598	GALNT2		GALNT2	GALNT2	0.04219999999999999	598	1
3_MACS_peak_2897_lociStitched	chr10	74014643	74022425	3	3837	4120.569	1660.6788	599		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.08350000000000002	599	1
2_MACS_peak_2035_lociStitched	chr1	220261896	220268253	2	3834	4017.624	1590.5214	600	IARS2,BPNT1	EPRS,MIR215,MIR194-1	BPNT1	BPNT1	0.026300000000000018	600	1
2_MACS_peak_13679_lociStitched	chr22	35704016	35707893	2	3827	3885.5294	1118.1268	601	TOM1	MIR3909	TOM1	TOM1	0.09129999999999999	601	1
3_MACS_peak_2366_lociStitched	chr10	3799188	3807952	3	3827	3898.2272	1632.7332	602		KLF6	KLF6	KLF6	0.25970000000000004	602	1
2_MACS_peak_20702_lociStitched	chr7	104596753	104604926	2	3826	4504.9576	1913.2993	603		MLL5,LOC723809,LOC100216545	LOC723809	LOC100216545	0.31839999999999996	603	1
2_MACS_peak_22971_lociStitched	chr9	123833496	123838343	2	3823	3353.1546	1140.0144	604		CEP110,C5	CEP110	NONE	NONE	604	1
2_MACS_peak_16631_lociStitched	chr4	153580529	153585946	2	3822	3933.8254	1328.2484	605	TMEM154		TMEM154	TMEM154	0.0816	605	1
2_MACS_peak_7091_lociStitched	chr15	68516997	68522830	2	3822	3318.3937	1139.1849	606	CLN6	FEM1B,CALML4	CLN6	FEM1B	0.1994	606	1
2_MACS_peak_17829_lociStitched	chr5	130714363	130718620	2	3818	3327.2712	1233.2529	607	CDC42SE2		CDC42SE2	CDC42SE2	0.03670000000000001	607	1
2_MACS_peak_8289_lociStitched	chr17	6064114	6070595	2	3813	4156.2653	1555.44	608			WSCD1	WSCD1	NONE	608	1
2_MACS_peak_1393_lociStitched	chr1	161493238	161501693	2	3811	4263.011	1816.134	609	HSPA6	FCGR2A,FCGR2C,FCGR3A	HSPA6	HSPA6	0.17709999999999998	609	1
3_MACS_peak_16859_lociStitched	chr4	186225865	186232297	3	3809	3957.6096	1689.6864	610	SNX25		LRP2BP	LRP2BP	0.0465	610	1
2_MACS_peak_15356_lociStitched	chr3	182505810	182513106	2	3808	4549.7856	2215.7952	611	ATP11B		ATP11B	ATP11B	0.021299999999999986	611	1
3_MACS_peak_10581_lociStitched	chr2	10585242	10589389	3	3805	3485.9682	693.7931	612	ODC1,SNORA80B		SNORA80B	SNORA80B	0.33280000000000004	612	1
2_MACS_peak_16558_lociStitched	chr4	144256833	144261183	2	3804	2650.02	719.49	613	GAB1		GAB1	GAB1	0.068	613	1
2_MACS_peak_1134_lociStitched	chr1	150131702	150138931	2	3804	5752.8382	2574.2469	614	PLEKHO1		PLEKHO1	PLEKHO1	0.17149999999999999	614	1
3_MACS_peak_20568_lociStitched	chr7	92438481	92445300	3	3798	5076.7455	1672.7007	615	CDK6		CDK6	CDK6	0.049199999999999994	615	1
3_MACS_peak_1242_lociStitched	chr1	154971145	154975000	3	3796	4772.49	1360.044	616		CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	0.2995	616	1
3_MACS_peak_17436_lociStitched	chr5	78525105	78533947	3	3796	3382.9492	1134.4286	617	JMY		JMY	JMY	0.0131	617	1
1_MACS_peak_15203_lociStitched	chr3	167966099	167969892	1	3794	4481.8088	1194.795	618	EGFEM1P		EGFEM1P	NONE	NONE	618	1
2_MACS_peak_6585_lociStitched	chr14	106040979	106049610	2	3794	4471.7211	1834.0875	619		TMEM121	TMEM121	TMEM121	0.04490000000000001	619	1
2_MACS_peak_4118_lociStitched	chr11	73690810	73695186	2	3792	3164.2856	1349.5584	620	UCP2	DNAJB13,UCP3	UCP2	UCP2	0.11129999999999998	620	1
3_MACS_peak_5462_lociStitched	chr12	92855379	92865962	3	3787	5569.8329	2124.0081	621		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.05349999999999999	621	1
3_MACS_peak_8421_lociStitched	chr17	20205126	20211330	3	3786	3920.928	1243.902	622	SPECC1	CCDC144C	CCDC144C	CCDC144C	0.0076999999999999985	622	1
1_MACS_peak_17168_lociStitched	chr5	43017178	43020960	1	3783	3349.3392	828.258	623	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	0.4292	623	1
3_MACS_peak_7512_lociStitched	chr16	3199978	3209509	3	3783	4572.9738	1477.305	624		ZNF205,ZNF213,OR1F1,MGC3771	ZNF213	ZNF213	0.03949999999999999	624	1
2_MACS_peak_10992_lociStitched	chr2	54784548	54788704	2	3780	2611.2148	930.5284	625	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	0.14989999999999998	625	1
3_MACS_peak_13478_lociStitched	chr22	17697536	17702560	3	3780	3034.496	992.7424	626		CECR1	CECR1	CECR1	0.002700000000000008	626	1
2_MACS_peak_17166_lociStitched	chr5	43007552	43011339	2	3775	3646.1236	829.353	627		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	0.4292	627	1
2_MACS_peak_17135_lociStitched	chr5	39073190	39077605	2	3774	3473.2805	992.9335	628	RICTOR		RICTOR	RICTOR	0.014200000000000004	628	1
3_MACS_peak_15637_lociStitched	chr4	6988068	6995045	3	3769	3298.7256	1446.3321	629	TBC1D14	CCDC96	TBC1D14	TBC1D14	0.03209999999999999	629	1
3_MACS_peak_8144_lociStitched	chr16	81842323	81851855	3	3769	4116.8708	1184.8276	630	PLCG2		PLCG2	PLCG2	0.0259	630	1
1_MACS_peak_21149_lociStitched	chr7	150129866	150133633	1	3768	8047.4421	1894.801	631	LOC285972	LOC728743,GIMAP8	LOC285972	LOC728743	0.32249999999999995	631	1
