REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
1_MACS_peak_1469_lociStitched	chr1	167682710	167686461	1	3752	4456.9382	1592.6746	611		MPZL1	MPZL1	611	1
2_MACS_peak_15319_lociStitched	chr3	179033504	179041984	2	3955	5092.24	2416.8	613	ZNF639	MFN1,KCNMB3	ZNF639	613	1
1_MACS_peak_14296_lociStitched	chr3	46246576	46250699	1	4124	3860.3649	1350.6948	614	CCR1	CCR3	CCR1	614	1
2_MACS_peak_17166_lociStitched	chr5	43007552	43011339	2	3775	3646.1236	829.353	615		LOC153684,LOC648987,C5orf39	LOC648987	615	1
3_MACS_peak_10581_lociStitched	chr2	10585242	10589389	3	3805	3485.9682	693.7931	616	ODC1,SNORA80B		SNORA80B	616	1
2_MACS_peak_13679_lociStitched	chr22	35704016	35707893	2	3827	3885.5294	1118.1268	617	TOM1	MIR3909	TOM1	617	1
2_MACS_peak_18792_lociStitched	chr6	31756869	31764386	2	3399	4265.1458	1188.4377	618	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	618	1
2_MACS_peak_1994_lociStitched	chr1	212964120	212968591	2	3510	4418.2422	1419.0954	619	TATDN3,NSL1		TATDN3	619	1
4_MACS_peak_7988_lociStitched	chr16	66906666	66915122	4	4028	4012.372	1438.3656	620	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	620	1
3_MACS_peak_1674_lociStitched	chr1	186583162	186590717	3	3581	4882.7965	1943.146	621			PTGS2	621	1
2_MACS_peak_5033_lociStitched	chr12	46378141	46386290	2	3854	4307.5614	1592.3146	622	SRSF2IP		SRSF2IP	622	1
1_MACS_peak_15526_lociStitched	chr3	195632503	195635993	1	3491	4303.868	1311.542	623	TNK2	TNK2	TNK2	623	1
3_MACS_peak_3107_lociStitched	chr10	97050325	97055691	3	4061	3831.8606	1314.1334	624	PDLIM1		PDLIM1	624	1
2_MACS_peak_4202_lociStitched	chr11	82866819	82874077	2	4095	4075.367	1608.3728	630	PCF11	ANKRD42	PCF11	630	1
2_MACS_peak_6937_lociStitched	chr15	52755671	52759430	2	3592	4134.5241	1237.4628	632	MYO5A		MYO5A	632	1
3_MACS_peak_10804_lociStitched	chr2	37310759	37319586	3	3384	4893.6888	1853.67	633	CCDC75,HEATR5B		CCDC75	633	1
2_MACS_peak_15244_lociStitched	chr3	171752699	171759189	2	4092	4238.619	1783.452	636	FNDC3B		FNDC3B	636	1
1_MACS_peak_12804_lociStitched	chr20	33001961	33005289	1	3329	3769.6256	699.8784	637	ITCH	MIR644	MIR644	637	1
2_MACS_peak_20618_lociStitched	chr7	99096207	99103248	2	3973	3650.0544	1088.5386	638	ZKSCAN5,ZNF394	ZNF789,ATP5J2,ATP5J2-PTCD1,FAM200A	ZNF394	638	1
1_MACS_peak_15428_lociStitched	chr3	186500206	186503519	1	3314	4286.6907	1222.497	640	EIF4A2,SNORD2	SNORA81,MIR1248,SNORA63,SNORA4,RFC4	EIF4A2	640	1
2_MACS_peak_1555_lociStitched	chr1	177786920	177795005	2	3504	5073.3375	2155.461	643			SEC16B	643	1
2_MACS_peak_8666_lociStitched	chr17	40608512	40612719	2	3757	3751.3819	1034.922	645	ATP6V0A1	PTRF	ATP6V0A1	645	1
3_MACS_peak_6135_lociStitched	chr13	100148067	100154392	3	4076	3729.8525	1308.01	646	TM9SF2		TM9SF2	646	1
3_MACS_peak_8421_lociStitched	chr17	20205126	20211330	3	3786	3920.928	1243.902	647	SPECC1	CCDC144C	CCDC144C	647	1
3_MACS_peak_7877_lociStitched	chr16	50307610	50316550	3	3631	4267.956	1465.266	648		ADCY7	ADCY7	648	1
3_MACS_peak_455_lociStitched	chr1	40846697	40856176	3	3987	4849.4564	2376.3853	654	SMAP2	SMAP2	SMAP2	654	1
2_MACS_peak_4325_lociStitched	chr11	103767700	103775325	2	3500	4288.3	1409.1	656			DDI1	656	1
3_MACS_peak_18261_lociStitched	chr5	173330038	173342020	3	3644	4923.4038	2160.3546	658	CPEB4		CPEB4	658	1
2_MACS_peak_6585_lociStitched	chr14	106040979	106049610	2	3794	4471.7211	1834.0875	659		TMEM121	TMEM121	659	1
1_MACS_peak_1241_lociStitched	chr1	154945663	154948948	1	3286	4735.3275	1720.3545	660	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2,SHC1	CKS1B	660	1
2_MACS_peak_21774_lociStitched	chr8	81011435	81016529	2	3669	3956.5098	1220.013	661	TPD52	TPD52	TPD52	661	1
2_MACS_peak_9943_lociStitched	chr19	10522641	10528063	2	3415	4238.3774	1311.5818	663		PDE4A,TYK2,MIR1181,CDC37	PDE4A	663	1
2_MACS_peak_16631_lociStitched	chr4	153580529	153585946	2	3822	3933.8254	1328.2484	664	TMEM154		TMEM154	664	1
1_MACS_peak_17164_lociStitched	chr5	42948950	42952879	1	3930	3516.8479	1012.5033	665			LOC648987	665	1
1_MACS_peak_18434_lociStitched	chr6	7135303	7138966	1	3664	3895.9668	1163.3688	666	RREB1		RREB1	666	1
2_MACS_peak_20702_lociStitched	chr7	104596753	104604926	2	3826	4504.9576	1913.2993	669		MLL5,LOC723809,LOC100216545	LOC723809	669	1
2_MACS_peak_8289_lociStitched	chr17	6064114	6070595	2	3813	4156.2653	1555.44	671			WSCD1	671	1
2_MACS_peak_22859_lociStitched	chr9	112904857	112911784	2	3597	4332.1458	1556.4969	673	PALM2-AKAP2,AKAP2		AKAP2	673	1
1_MACS_peak_23381_lociStitched	chrX	48794117	48797669	1	3553	3467.1072	662.0928	675	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	675	1
2_MACS_peak_11871_lociStitched	chr2	169346101	169352763	2	3578	4231.7024	1457.6456	678	LASS6		LASS6	678	1
2_MACS_peak_216_lociStitched	chr1	23850998	23855805	2	3931	4022.9783	1565.6399	680	E2F2	ASAP3,ID3	E2F2	680	1
1_MACS_peak_21180_lociStitched	chr7	155088258	155092145	1	3888	3675.5472	1179.3158	681	INSIG1		INSIG1	681	1
3_MACS_peak_4580_lociStitched	chr11	130045364	130052248	3	3704	4389.9268	1739.5868	682	ST14		ST14	682	1
1_MACS_peak_9886_lociStitched	chr19	6799867	6803617	1	3751	4091.625	1486.5	684	VAV1	SH2D3A	VAV1	684	1
2_MACS_peak_9248_lociStitched	chr18	3447228	3455188	2	3418	3940.996	1080.968	685	TGIF1		TGIF1	685	1
2_MACS_peak_18684_lociStitched	chr6	27440007	27448017	2	3860	4314.186	1817.469	686	ZNF184		ZNF184	686	1
2_MACS_peak_11105_lociStitched	chr2	65141382	65145618	2	3864	3925.9248	1435.1568	687	LOC400958		LOC400958	687	1
1_MACS_peak_615_lociStitched	chr1	59248583	59252116	1	3534	3593.061	835.9078	690	LOC100131060,JUN		LOC100131060	690	1
1_MACS_peak_19710_lociStitched	chr6	139693760	139697517	1	3758	3474.8493	908.0669	693	CITED2		CITED2	693	1
3_MACS_peak_9206_lociStitched	chr17	80451659	80457852	3	3719	3877.4373	1283.1896	694		NARF,FOXK2,C17orf62	FOXK2	694	1
3_MACS_peak_19445_lociStitched	chr6	113951250	113956698	3	3869	3742.776	1285.1832	695			MARCKS	695	1
2_MACS_peak_1731_lociStitched	chr1	193506091	193510263	2	3642	4328.0328	1672.1376	696			B3GALT2	696	1
1_MACS_peak_1097_lociStitched	chr1	147929749	147933464	1	3716	3552.6545	968.872	698	FLJ39739		NBPF14	698	1
1_MACS_peak_17168_lociStitched	chr5	43017178	43020960	1	3783	3349.3392	828.258	699	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	699	1
1_MACS_peak_17938_lociStitched	chr5	139015009	139018655	1	3647	3844.707	1211.9304	701		CXXC5	CXXC5	701	1
2_MACS_peak_15411_lociStitched	chr3	185654411	185661904	2	3565	4764.7987	2067.3187	703	TRA2B	LOC344887	TRA2B	703	1
3_MACS_peak_2897_lociStitched	chr10	74014643	74022425	3	3837	4120.569	1660.6788	704		ANAPC16,DDIT4,ASCC1	DDIT4	704	1
2_MACS_peak_19392_lociStitched	chr6	108913234	108920234	2	3497	4368	1626.8	705	FOXO3		FOXO3	705	1
2_MACS_peak_13770_lociStitched	chr22	39377409	39381943	2	3575	3831.23	1152.5428	706	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	706	1
1_MACS_peak_2306_lociStitched	chr1	245132460	245136167	1	3708	3765.9413	1199.2145	707	EFCAB2		EFCAB2	707	1
1_MACS_peak_16271_lociStitched	chr4	103747436	103750793	1	3358	4046.8635	1214.2269	708	UBE2D3	CISD2	UBE2D3	708	1
2_MACS_peak_5080_lociStitched	chr12	49759959	49764404	2	3534	3797.808	1107.694	712	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	712	1
3_MACS_peak_23018_lociStitched	chr9	128394305	128399096	3	3700	3791.1183	1239.9108	713	MAPKAP1		MAPKAP1	713	1
2_MACS_peak_2035_lociStitched	chr1	220261896	220268253	2	3834	4017.624	1590.5214	715	IARS2,BPNT1	EPRS,MIR215,MIR194-1	BPNT1	715	1
2_MACS_peak_12962_lociStitched	chr20	46386894	46391499	2	3707	3816.624	1274.2035	716	SULF2		SULF2	716	1
3_MACS_peak_22191_lociStitched	chr9	178049	186493	3	3533	4159.5144	1473.478	717	CBWD1	LOC642313,DOCK8,C9orf66	CBWD1	717	1
2_MACS_peak_1393_lociStitched	chr1	161493238	161501693	2	3811	4263.011	1816.134	718	HSPA6	FCGR2A,FCGR2C,FCGR3A	HSPA6	718	1
2_MACS_peak_17135_lociStitched	chr5	39073190	39077605	2	3774	3473.2805	992.9335	719	RICTOR		RICTOR	719	1
2_MACS_peak_4051_lociStitched	chr11	67647784	67654036	2	3654	4456.4256	1896.2316	726			LOC645332	726	1
3_MACS_peak_16279_lociStitched	chr4	105408008	105416938	3	3453	4559.658	1849.403	729	CXXC4		CXXC4	729	1
2_MACS_peak_3875_lociStitched	chr11	60605408	60610091	2	3614	3788.547	1211.0238	730	CCDC86	ZP1,GPR44	CCDC86	730	1
1_MACS_peak_7293_lociStitched	chr15	85277153	85280434	1	3282	3817.4435	995.4554	731		ZNF592,SEC11A	ZNF592	731	1
2_MACS_peak_7498_lociStitched	chr16	2731695	2737806	2	3444	3716.0991	1014.426	733	KCTD5	FLJ42627,PRSS27	KCTD5	733	1
1_MACS_peak_22916_lociStitched	chr9	117147252	117150985	1	3734	3494.8346	1040.7604	735	AKNA		AKNA	735	1
2_MACS_peak_1206_lociStitched	chr1	153935400	153940886	2	3738	4254.393	1816.4146	736	CREB3L4,SLC39A1	RPS27,GATAD2B,DENND4B,CRTC2,JTB,RAB13	SLC39A1	736	1
3_MACS_peak_22050_lociStitched	chr8	131048687	131058882	3	3718	4266.6075	1810.632	737			FAM49B	737	1
2_MACS_peak_4810_lociStitched	chr12	14922103	14927870	2	3569	3755.4704	1196.6525	741	H2AFJ,HIST4H4	C12orf60,WBP11,C12orf69	HIST4H4	741	1
2_MACS_peak_22918_lociStitched	chr9	117210789	117215806	2	3715	3970.4538	1542.7275	742	DFNB31		DFNB31	742	1
3_MACS_peak_5465_lociStitched	chr12	92930845	92938317	3	3446	4344.968	1691.6608	743			CLLU1OS	743	1
2_MACS_peak_7323_lociStitched	chr15	89655261	89660278	2	3569	3781.8146	1240.2024	746	ABHD2		ABHD2	746	1
1_MACS_peak_22271_lociStitched	chr9	6680552	6683881	1	3330	3784.0743	1057.6233	747		KDM4C,GLDC	GLDC	747	1
2_MACS_peak_9333_lociStitched	chr18	13610562	13614312	2	3422	3546	891.75	748	C18orf1	C18orf1	C18orf1	748	1
2_MACS_peak_21183_lociStitched	chr7	155533098	155539566	2	3410	4288.9308	1633.8168	749	RBM33		SHH	749	1
1_MACS_peak_5657_lociStitched	chr12	109177039	109180506	1	3468	3697.9022	1106.6664	757	SSH1	SSH1	SSH1	757	1
1_MACS_peak_16101_lociStitched	chr4	82391158	82394573	1	3416	3668.393	1075.725	777	RASGEF1B		RASGEF1B	777	1
2_MACS_peak_10360_lociStitched	chr19	47728829	47733746	2	3320	3734.9532	1073.3811	780	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	780	1
2_MACS_peak_2420_lociStitched	chr10	7513281	7521534	2	3572	4167.765	1721.5758	788			SFMBT2	788	1
2_MACS_peak_18141_lociStitched	chr5	157285766	157290164	2	3505	3381.1824	884.8776	792	CLINT1		CLINT1	792	1
2_MACS_peak_23024_lociStitched	chr9	128581499	128586948	2	3443	3481.3661	937.228	795	PBX3		PBX3	795	1
1_MACS_peak_2167_lociStitched	chr1	230257999	230261264	1	3266	4011.0525	1341.262	797	GALNT2		GALNT2	797	1
1_MACS_peak_17193_lociStitched	chr5	49961281	49964584	1	3304	3144.7863	504.0378	798	PARP8		PARP8	798	1
2_MACS_peak_1680_lociStitched	chr1	186737708	186742697	2	3298	4236.1599	1600.9701	801			PLA2G4A	801	1
2_MACS_peak_20030_lociStitched	chr7	22484154	22488161	2	3330	3729.7156	1119.9565	802	MGC87042		MGC87042	802	1
2_MACS_peak_20749_lociStitched	chr7	106807941	106811431	2	3455	3798.865	1296.535	806	HBP1		HBP1	806	1
1_MACS_peak_2902_lociStitched	chr10	74078507	74081845	1	3339	3353.6886	762.733	808		DDIT4,DNAJB12	DNAJB12	808	1
2_MACS_peak_10820_lociStitched	chr2	37615861	37622079	2	3363	4220.1566	1649.0136	809		QPCT	QPCT	809	1
2_MACS_peak_21968_lociStitched	chr8	124168529	124174150	2	3355	3754.828	1202.894	819		FAM83A,LOC100131726	FAM83A	819	1
3_MACS_peak_4760_lociStitched	chr12	11902692	11911347	3	3475	4183.827	1754.3685	828	ETV6		ETV6	828	1
2_MACS_peak_21559_lociStitched	chr8	42945673	42949717	2	3406	3152.298	665.238	829	SGK196	FNTA,HGSNAT	SGK196	829	1
1_MACS_peak_10580_lociStitched	chr2	10547826	10551177	1	3352	3430.4187	900.0786	830	HPCAL1	SNORA80B,ODC1	SNORA80B	830	1
3_MACS_peak_12437_lociStitched	chr2	232570908	232578735	3	3286	3339.7809	761.5671	833	PTMA,MIR1244-1		PTMA	833	1
2_MACS_peak_18929_lociStitched	chr6	42738069	42743511	2	3354	3770.2176	1293.5634	844		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	844	1
1_MACS_peak_21122_lociStitched	chr7	148408052	148411360	1	3309	3398.6392	886.544	845	CUL1		CUL1	845	1
1_MACS_peak_11788_lociStitched	chr2	158324905	158328212	1	3308	3552.0487	1072.7908	861		CYTIP	CYTIP	861	1
2_MACS_peak_13651_lociStitched	chr22	31885608	31893388	2	3293	3799.752	1319.488	865	SFI1,EIF4ENIF1	EIF4ENIF1	SFI1	865	1
1_MACS_peak_20683_lociStitched	chr7	102154922	102158242	1	3321	4299.4	1846.584	867		LRWD1,SPDYE2,ALKBH4,POLR2J	SPDYE2	867	1
