REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_19932_lociStitched	chr7	55622757	55626481	4	3123	5338.7264	521	1	VOPP1		VOPP1	VOPP1	0.9299	521	1
1_MACS_peak_17635_lociStitched	chr5	92242660	92245770	1	3111	6364.926	522	1			FLJ42709	FLJ42709	NONE	522	1
1_MACS_peak_14572_lociStitched	chr22	23283022	23286132	1	3111	10666.989	523	1			IGLL5	IGLL5	0.0946	523	1
2_MACS_peak_14999_lociStitched	chr22	46447858	46450974	2	3111	10946.1964	524	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	LOC150381	LOC150381	0.9745	524	1
2_MACS_peak_13634_lociStitched	chr20	25297537	25300800	2	3109	6876.4462	525	1	ABHD12		PYGB	PYGB	0.7023	525	1
5_MACS_peak_20380_lociStitched	chr7	101947248	101951034	5	3109	6968.5116	526	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.3794	526	1
1_MACS_peak_21953_lociStitched	chr9	73033248	73036355	1	3108	9832.7229	527	1		KLF9	KLF9	KLF9	0.2897	527	1
2_MACS_peak_7872_lociStitched	chr16	30668276	30671611	2	3104	12440.5505	528	1		PRR14,FBRS,SRCAP,ZNF689	FBRS	PRR14	1.1838	528	1
2_MACS_peak_7270_lociStitched	chr15	90732890	90736223	2	3102	7664.9001	529	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.4736	529	1
2_MACS_peak_9725_lociStitched	chr17	80054642	80057763	2	3100	11441.2739	530	1	FASN	GPS1,RFNG,DUS1L	FASN	FASN	0.4897	530	1
1_MACS_peak_1501_lociStitched	chr1	155162170	155165268	1	3099	9043.9914	531	1	MIR92B,MUC1	TRIM46,MTX1,DPM3,KRTCAP2,THBS3,GBAP1,GBA	MUC1	MUC1	1.601	531	1
1_MACS_peak_7316_lociStitched	chr15	93373861	93376956	1	3096	6676.534	532	1		ASB9P1,LOC100507217	ASB9P1	LOC100507217	0.6392	532	1
1_MACS_peak_6523_lociStitched	chr15	21003715	21006809	1	3095	6513.1794	533	1		BCL8	BCL8	BCL8	0.1014	533	1
1_MACS_peak_17529_lociStitched	chr5	75697673	75700766	1	3094	12007.026	534	1	IQGAP2		IQGAP2	IQGAP2	0.1769	534	1
1_MACS_peak_19160_lociStitched	chr6	111803174	111806266	1	3093	10681.0048	535	1	LOC643749,REV3L		LOC643749	LOC643749	0.1389	535	1
3_MACS_peak_12491_lociStitched	chr2	99102842	99106070	3	3090	6455.6772	536	1	INPP4A		INPP4A	INPP4A	0.3481	536	1
1_MACS_peak_1500_lociStitched	chr1	155156488	155159576	1	3089	11193.0736	537	1	TRIM46,MUC1	SLC50A1,MIR92B,MTX1,DPM3,KRTCAP2,THBS3,GBAP1	MUC1	MUC1	1.601	537	1
1_MACS_peak_3893_lociStitched	chr11	67805511	67808593	1	3083	6599.1784	538	1	TCIRG1	ALDH3B1,NDUFS8,TCIRG1,UNC93B1	TCIRG1	ALDH3B1	1.0687	538	1
3_MACS_peak_7349_lociStitched	chr15	100868115	100871424	3	3079	5103.4707	539	1	ADAMTS17	FLJ42289	ADAMTS17	ADAMTS17	0.2587	539	1
3_MACS_peak_13543_lociStitched	chr20	10652439	10655676	3	3078	7236.6372	540	1	JAG1		JAG1	JAG1	0.2643	540	1
2_MACS_peak_12467_lociStitched	chr2	97559576	97562777	2	3076	6922.4826	541	1	FAM178B	ANKRD23,ANKRD39,SEMA4C	FAM178B	SEMA4C	0.5938	541	1
6_MACS_peak_20075_lociStitched	chr7	68037632	68041224	6	3076	4292.44	542	1				NONE	NONE	542	1
3_MACS_peak_11640_lociStitched	chr2	2850320	2853837	3	3075	5076.0861	543	1			MYT1L	MYT1L	NONE	543	1
1_MACS_peak_24_lociStitched	chr1	1078390	1081463	1	3074	18183.8629	544	1		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	MIR200B	MIR200B	0.3654	544	1
3_MACS_peak_22815_lociStitched	chrX	39053838	39057102	3	3074	7045.9968	545	1			MID1IP1	MID1IP1	NONE	545	1
3_MACS_peak_20724_lociStitched	chr7	150593182	150596294	3	3073	9703.216	546	1		ABP1	ABP1	ABP1	0.1096	546	1
2_MACS_peak_13801_lociStitched	chr20	40721123	40724304	2	3073	9089.3894	547	1	PTPRT		CHD6	CHD6	NONE	547	1
2_MACS_peak_20887_lociStitched	chr8	11393959	11397038	2	3071	4516.893	548	1	BLK		BLK	BLK	0.5911	548	1
4_MACS_peak_20366_lociStitched	chr7	101457585	101460946	4	3070	6293.4725	549	1	CUX1		CUX1	CUX1	0.1735	549	1
3_MACS_peak_13973_lociStitched	chr20	56254402	56257799	3	3065	4895.077	550	1	PMEPA1		PMEPA1	PMEPA1	0.294	550	1
3_MACS_peak_6832_lociStitched	chr15	52858368	52861485	3	3063	10460.3403	551	1	ARPP19	MYO5A	ARPP19	ARPP19	0.514	551	1
3_MACS_peak_10074_lociStitched	chr18	48677885	48680963	3	3062	8019.729	552	1		MEX3C	MEX3C	MEX3C	0.4173	552	1
2_MACS_peak_14919_lociStitched	chr22	42227277	42230394	2	3062	12935.55	553	1	SREBF2	CCDC134	SREBF2	SREBF2	0.2805	553	1
3_MACS_peak_10449_lociStitched	chr19	4064515	4067935	3	3060	8184.402	554	1	ZBTB7A		ZBTB7A	ZBTB7A	0.3687	554	1
2_MACS_peak_19662_lociStitched	chr7	26239164	26242315	2	3058	12646.8536	555	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	0.7243	555	1
3_MACS_peak_4482_lociStitched	chr12	6641346	6644679	3	3058	5737.7595	556	1	GAPDH	NCAPD2,SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	GAPDH	0.5544	556	1
3_MACS_peak_4450_lociStitched	chr12	5539467	5542656	3	3053	5765.0742	557	1	NTF3		NTF3	NTF3	0.2143	557	1
6_MACS_peak_20870_lociStitched	chr8	11353708	11357299	6	3052	4759.1523	558	1	BLK	FAM167A	BLK	FAM167A	0.6039	558	1
3_MACS_peak_15433_lociStitched	chr3	46138739	46142175	3	3048	6727.3444	559	1			XCR1	XCR1	NONE	559	1
1_MACS_peak_18094_lociStitched	chr5	172197119	172200165	1	3047	13279.037	560	1	DUSP1		DUSP1	DUSP1	1.3805	560	1
1_MACS_peak_17849_lociStitched	chr5	133859669	133862715	1	3047	9955.851	561	1	PHF15		PHF15	PHF15	0.2613	561	1
4_MACS_peak_2124_lociStitched	chr1	227693479	227697014	4	3047	7331.2365	562	1			ZNF678	ZNF678	NONE	562	1
3_MACS_peak_1964_lociStitched	chr1	207094706	207097966	3	3046	5785.848	563	1	FAIM3	IL24,PIGR,FCAMR	FAIM3	FAIM3	0.3551	563	1
4_MACS_peak_17808_lociStitched	chr5	131830830	131834333	4	3046	4971.8079	564	1		IRF1,IL5	IRF1	IRF1	0.4656	564	1
3_MACS_peak_15264_lociStitched	chr3	16878417	16881591	3	3045	5082.8436	565	1		PLCL2	PLCL2	PLCL2	0.1294	565	1
2_MACS_peak_19338_lociStitched	chr6	157097998	157101122	2	3042	10119.2608	566	1	ARID1B		ARID1B	ARID1B	0.1347	566	1
2_MACS_peak_3679_lociStitched	chr11	64036436	64039539	2	3041	7258.2273	567	1	PLCB3,BAD	NUDT22,DNAJC4,VEGFB,FKBP2,GPR137,KCNK4,C11orf20,ESRRA,PRDX5,TRPT1,PPP1R14B,TRMT112	GPR137	FKBP2	2.1104	567	1
4_MACS_peak_8493_lociStitched	chr17	2302211	2305469	4	3033	6468.4332	568	1	MNT	LOC284009	MNT	MNT	0.5406	568	1
2_MACS_peak_22561_lociStitched	chr9	139444238	139447492	2	3032	5751.445	569	1		NOTCH1	NOTCH1	NOTCH1	0.438	569	1
2_MACS_peak_18579_lociStitched	chr6	27804279	27807432	2	3031	12391.29	570	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	HIST1H2AK	1.3157	570	1
4_MACS_peak_21361_lociStitched	chr8	103666437	103669953	4	3030	6991.566	571	1	KLF10	KLF10	KLF10	KLF10	0.5194	571	1
2_MACS_peak_15462_lociStitched	chr3	46456597	46459778	2	3028	7015.6955	572	1		CCR5,CCRL2,LTF	CCRL2	CCR5	0.2182	572	1
3_MACS_peak_7573_lociStitched	chr16	4663889	4667278	3	3028	11253.5134	573	1	FAM100A	MGRN1	FAM100A	FAM100A	0.8845	573	1
4_MACS_peak_8605_lociStitched	chr17	7745064	7748681	4	3028	5237.0543	574	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	0.5295	574	1
5_MACS_peak_13347_lociStitched	chr2	236408301	236412164	5	3024	5991.8993	575	1	AGAP1		AGAP1	AGAP1	0.0846	575	1
2_MACS_peak_18497_lociStitched	chr6	26054464	26057530	2	3023	7777.5222	576	1	HIST1H1C	HIST1H3A,HIST1H4A,HIST1H3C,HFE,HIST1H4C,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB,HIST1H2BB	HIST1H1C	HIST1H3B	0.8469	576	1
5_MACS_peak_1857_lociStitched	chr1	201851091	201854380	5	3020	4977.9015	577	1	IPO9	SHISA4	SHISA4	SHISA4	0.4885	577	1
3_MACS_peak_18166_lociStitched	chr5	176243391	176246595	3	3018	6821.9568	578	1	UNC5A		UNC5A	UNC5A	0.3326	578	1
3_MACS_peak_11113_lociStitched	chr19	39340084	39343536	3	3018	8900.982	579	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.5027	579	1
7_MACS_peak_15743_lociStitched	chr3	98488111	98491874	7	3017	5003.2848	580	1	ST3GAL6		ST3GAL6	ST3GAL6	0.4306	580	1
5_MACS_peak_14192_lociStitched	chr21	30605408	30608838	5	3016	4269.321	581	1	NCRNA00189		NCRNA00189	NCRNA00189	0.1713	581	1
1_MACS_peak_18401_lociStitched	chr6	12010511	12013524	1	3014	9444.2485	582	1	HIVEP1		HIVEP1	HIVEP1	0.2045	582	1
4_MACS_peak_15471_lociStitched	chr3	46578531	46582405	4	3014	6815.9156	583	1	LRRC2	RTP3,TDGF1	LRRC2	RTP3	0.8792	583	1
2_MACS_peak_15037_lociStitched	chr22	48492137	48495423	2	3013	8589.2754	584	1			MIR3201	MIR3201	NONE	584	1
5_MACS_peak_3343_lociStitched	chr11	12695466	12699010	5	3012	4736.9104	585	1	TEAD1		TEAD1	TEAD1	0.2106	585	1
3_MACS_peak_10055_lociStitched	chr18	46476350	46479614	3	3008	7047.9552	586	1	SMAD7	SMAD7	SMAD7	SMAD7	0.5875	586	1
4_MACS_peak_14471_lociStitched	chr21	46529250	46532986	4	3008	6250.328	587	1	ADARB1	C21orf122	ADARB1	C21orf122	0.2599	587	1
7_MACS_peak_5810_lociStitched	chr13	104789124	104793282	7	3001	4601.6586	588	1				NONE	NONE	588	1
2_MACS_peak_4190_lociStitched	chr11	112500373	112503446	2	2998	4721.9718	589	1			NCAM1	NCAM1	0.2012	589	1
6_MACS_peak_16082_lociStitched	chr3	151915670	151919134	6	2998	4446.7368	590	1			MBNL1	MBNL1	0.2632	590	1
2_MACS_peak_8338_lociStitched	chr16	85644662	85647726	2	2996	8130.9368	591	1	KIAA0182		KIAA0182	KIAA0182	0.2017	591	1
3_MACS_peak_19281_lociStitched	chr6	143265556	143268754	3	2994	6466.0362	592	1	HIVEP2		HIVEP2	HIVEP2	0.1195	592	1
4_MACS_peak_1122_lociStitched	chr1	111173585	111177055	4	2989	4190.372	593	1		KCNA2,KCNA3	KCNA2	KCNA3	0.267	593	1
1_MACS_peak_10216_lociStitched	chr18	70533894	70536881	1	2988	7542.175	594	1	NETO1	NETO1	NETO1	NETO1	0.2199	594	1
2_MACS_peak_12884_lociStitched	chr2	157188634	157191642	2	2981	8152.5824	595	1	NR4A2		NR4A2	NR4A2	0.5267	595	1
1_MACS_peak_19784_lociStitched	chr7	44135340	44138319	1	2980	9064.5012	596	1		AEBP1,PGAM2,POLM,POLD2,MYL7	AEBP1	POLD2	0.2635	596	1
1_MACS_peak_16298_lociStitched	chr3	185540859	185543835	1	2977	6650.1696	597	1	IGF2BP2		IGF2BP2	IGF2BP2	0.1226	597	1
2_MACS_peak_21452_lociStitched	chr8	120944292	120947413	2	2976	10784.9276	598	1	DEPDC6		DEPDC6	DEPDC6	0.4258	598	1
1_MACS_peak_1323_lociStitched	chr1	149222050	149225024	1	2975	15490.9712	599	1			LOC388692	LOC388692	NONE	599	1
2_MACS_peak_22542_lociStitched	chr9	138999754	139003077	2	2975	16024.8352	600	1		NACC2,C9orf69	C9orf69	C9orf69	1.7467	600	1
2_MACS_peak_18560_lociStitched	chr6	27098904	27102005	2	2973	9212.4508	601	1	HIST1H2AG,HIST1H2BJ	HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BK	HIST1H2BJ	HIST1H2BJ	0.9946	601	1
3_MACS_peak_13657_lociStitched	chr20	30308543	30311843	3	2969	7191.03	602	1	BCL2L1	TPX2	BCL2L1	BCL2L1	0.6304	602	1
3_MACS_peak_7722_lociStitched	chr16	21333243	21336336	3	2967	5451.7218	603	1		NCRNA00169,CRYM	CRYM	NCRNA00169	0.4286	603	1
4_MACS_peak_7469_lociStitched	chr16	2202799	2206354	4	2967	4941.0945	604	1	RAB26,TRAF7,SNORD60	MLST8,PKD1,MIR3180-5,CASKIN1	SNORD60	SNORD60	0.6705	604	1
2_MACS_peak_21659_lociStitched	chr8	145050179	145053302	2	2966	6457.7394	605	1	PLEC,PARP10	GRINA,SPATC1,PLEC,MIR661	PLEC	MIR661	1.142	605	1
1_MACS_peak_4035_lociStitched	chr11	78579998	78582960	1	2963	6365.0418	606	1	ODZ4		NARS2	NARS2	NONE	606	1
2_MACS_peak_8960_lociStitched	chr17	37909898	37912994	2	2959	10088.9352	607	1		GRB7,C17orf37	GRB7	GRB7	0.3275	607	1
4_MACS_peak_19924_lociStitched	chr7	55614383	55617942	4	2958	5818.2532	608	1	VOPP1		VOPP1	VOPP1	0.9299	608	1
1_MACS_peak_12223_lociStitched	chr2	73337784	73340740	1	2957	7159.7276	609	1	RAB11FIP5	SFXN5	RAB11FIP5	RAB11FIP5	0.3993	609	1
2_MACS_peak_1985_lociStitched	chr1	209278986	209282020	2	2957	7514.0044	610	1			LOC642587	LOC642587	NONE	610	1
2_MACS_peak_3232_lociStitched	chr11	2709022	2712115	2	2957	4980.6579	611	1	KCNQ1,KCNQ1OT1		KCNQ1OT1	KCNQ1OT1	0.1644	611	1
2_MACS_peak_2428_lociStitched	chr10	15828001	15831119	2	2955	4760.5624	612	1	FAM188A		ITGA8	ITGA8	NONE	612	1
4_MACS_peak_13966_lociStitched	chr20	56193227	56196769	4	2953	5900.2636	613	1	ZBP1		ZBP1	ZBP1	0.5281	613	1
2_MACS_peak_309_lociStitched	chr1	16173604	16176764	2	2952	9052.452	614	1	SPEN,FLJ37453	UQCRHL	FLJ37453	FLJ37453	0.8908	614	1
3_MACS_peak_10980_lociStitched	chr19	29070490	29073757	3	2951	5157.6129	615	1			LOC148145	LOC148145	NONE	615	1
2_MACS_peak_22559_lociStitched	chr9	139439327	139442437	2	2950	12937.289	616	1	NOTCH1		NOTCH1	NOTCH1	0.438	616	1
2_MACS_peak_7728_lociStitched	chr16	21529374	21532365	2	2946	13231.5858	617	1	SLC7A5P2	LOC100271836	SLC7A5P2	SLC7A5P2	1.3473	617	1
1_MACS_peak_20115_lociStitched	chr7	73239940	73242884	1	2945	7746.8416	618	1		CLDN4,WBSCR28,WBSCR27	CLDN4	CLDN4	0.8966	618	1
2_MACS_peak_21592_lociStitched	chr8	142426462	142429552	2	2944	6662.967	619	1		PTP4A3,GPR20	PTP4A3	PTP4A3	0.4354	619	1
2_MACS_peak_21795_lociStitched	chr9	21993271	21996242	2	2942	7566.8399	620	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2B-AS1	CDKN2A	0.3199	620	1
4_MACS_peak_17832_lociStitched	chr5	133224065	133227603	4	2939	4802.835	621	1			C5orf15	C5orf15	NONE	621	1
2_MACS_peak_18255_lociStitched	chr6	256507	259448	2	2936	11578.717	622	1		DUSP22	DUSP22	DUSP22	2.0731	622	1
3_MACS_peak_21575_lociStitched	chr8	142126814	142130203	3	2936	6246.9437	623	1		DENND3	DENND3	DENND3	0.1116	623	1
1_MACS_peak_19727_lociStitched	chr7	32929665	32932599	1	2935	8841.9024	624	1	KBTBD2		KBTBD2	KBTBD2	0.3627	624	1
2_MACS_peak_18474_lociStitched	chr6	25025905	25028846	2	2935	5424.3804	625	1			CMAH	CMAH	NONE	625	1
1_MACS_peak_1473_lociStitched	chr1	154908456	154911389	1	2934	14175.7756	626	1	PMVK	CKS1B,MIR4258,FLAD1,PBXIP1,PYGO2,SHC1	PMVK	MIR4258	0.9642	626	1
3_MACS_peak_8139_lociStitched	chr16	68284372	68287474	3	2933	5581.4286	627	1	PLA2G15	SLC7A6,ESRP2	PLA2G15	PLA2G15	0.8692	627	1
2_MACS_peak_7014_lociStitched	chr15	70326966	70330161	2	2933	8864.5275	628	1		MIR629	MIR629	MIR629	0.1198	628	1
3_MACS_peak_8634_lociStitched	chr17	8150543	8153521	3	2931	6259.756	629	1	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	PFAS	C17orf44	0.4977	629	1
2_MACS_peak_21301_lociStitched	chr8	95971254	95974235	2	2930	5938.152	630	1		TP53INP1	TP53INP1	TP53INP1	0.6655	630	1
2_MACS_peak_1991_lociStitched	chr1	211431264	211434551	2	2929	9630.5813	631	1	RCOR3		RCOR3	RCOR3	0.239	631	1
1_MACS_peak_273_lociStitched	chr1	14219008	14221934	1	2927	7271.6952	632	1			PRDM2	PRDM2	NONE	632	1
5_MACS_peak_10515_lociStitched	chr19	6737186	6740987	5	2924	7253.4483	633	1	TRIP10,GPR108	VAV1,C3,SH2D3A	TRIP10	TRIP10	0.4372	633	1
1_MACS_peak_7448_lociStitched	chr16	1820772	1823690	1	2919	8287.4118	634	1	EME2,NME3,MRPS34	MIR3177,NUBP2,SPSB3,IGFALS	NME3	NME3	0.8524	634	1
1_MACS_peak_14985_lociStitched	chr22	45657521	45660437	1	2917	6989.3604	635	1		UPK3A,FAM118A,C22orf9	UPK3A	UPK3A	0.1248	635	1
2_MACS_peak_7029_lociStitched	chr15	70770102	70773025	2	2914	7069.8601	636	1			UACA	UACA	NONE	636	1
4_MACS_peak_22168_lociStitched	chr9	112679141	112682442	4	2914	5943.4505	637	1	PALM2,PALM2-AKAP2		AKAP2	AKAP2	NONE	637	1
2_MACS_peak_21697_lociStitched	chr8	145732348	145735259	2	2911	11037.0565	638	1	GPT,MFSD3	KIFC2,PPP1R16A,LRRC14,CYHR1,FOXH1,RECQL4,LRRC24,MGC70857	MFSD3	RECQL4	1.1228	638	1
1_MACS_peak_12461_lociStitched	chr2	97201585	97204494	1	2910	11442.5515	639	1	ARID5A	NEURL3	ARID5A	ARID5A	0.7789	639	1
1_MACS_peak_17376_lociStitched	chr5	55963884	55966792	1	2909	8204.922	640	1			MAP3K1	MAP3K1	0.3208	640	1
4_MACS_peak_17320_lociStitched	chr5	43017491	43020865	4	2909	6326.5874	641	1	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.1006	641	1
5_MACS_peak_12385_lociStitched	chr2	89164309	89167494	5	2908	3859.9015	642	1			ANKRD36BP2	ANKRD36BP2	0.1419	642	1
2_MACS_peak_19658_lociStitched	chr7	26006259	26009177	2	2905	8381.6632	643	1		MIR148A	MIR148A	MIR148A	0.8203	643	1
1_MACS_peak_8007_lociStitched	chr16	56964156	56967054	1	2899	16422.6762	644	1	HERPUD1	CETP	HERPUD1	HERPUD1	0.933	644	1
1_MACS_peak_9094_lociStitched	chr17	42401387	42404283	1	2897	6276.7904	645	1	SLC25A39	RUNDC3A,GRN,FAM171A2	SLC25A39	SLC25A39	0.5307	645	1
3_MACS_peak_1554_lociStitched	chr1	156468673	156471741	3	2896	12434.2972	646	1	MEF2D		MEF2D	MEF2D	0.6724	646	1
2_MACS_peak_17107_lociStitched	chr5	1111161	1114269	2	2894	7338.6096	647	1	SLC12A7		SLC12A7	SLC12A7	0.2154	647	1
2_MACS_peak_16243_lociStitched	chr3	180525106	180528417	2	2894	5963.7732	648	1			FXR1	FXR1	NONE	648	1
2_MACS_peak_2213_lociStitched	chr1	234734126	234737075	2	2893	6183.7581	649	1		NCRNA00184,IRF2BP2	IRF2BP2	IRF2BP2	3.1382	649	1
3_MACS_peak_16070_lociStitched	chr3	150319795	150322907	3	2893	7026.5848	650	1	SELT		SELT	SELT	0.435	650	1
4_MACS_peak_16002_lociStitched	chr3	136469020	136472313	4	2883	11458.3228	651	1	STAG1		STAG1	STAG1	0.1053	651	1
4_MACS_peak_18304_lociStitched	chr6	3355438	3358370	4	2881	7122.4144	652	1	SLC22A23		SLC22A23	SLC22A23	0.3825	652	1
2_MACS_peak_19698_lociStitched	chr7	30323411	30326652	2	2881	11986.1903	653	1	ZNRF2	MIR550A1,MIR550B1	ZNRF2	MIR550A1	1.441	653	1
5_MACS_peak_7217_lociStitched	chr15	85799440	85802862	5	2881	4935.5506	654	1			AKAP13	AKAP13	NONE	654	1
3_MACS_peak_17970_lociStitched	chr5	142497329	142500795	3	2881	6156.3092	655	1	ARHGAP26		NR3C1	NR3C1	0.1932	655	1
1_MACS_peak_18281_lociStitched	chr6	2988455	2991333	1	2879	9261.6918	656	1	DKFZP686I15217	NQO2,SERPINB6,LOC401233	DKFZP686I15217	DKFZP686I15217	0.848	656	1
1_MACS_peak_20419_lociStitched	chr7	104583439	104586315	1	2877	10385.5236	657	1		LOC723809	LOC723809	LOC723809	0.2062	657	1
3_MACS_peak_2998_lociStitched	chr10	112600625	112604010	3	2877	5800.1975	658	1		PDCD4,LOC282997	LOC282997	LOC282997	0.5965	658	1
1_MACS_peak_22544_lociStitched	chr9	139008855	139011728	1	2874	14058.7382	659	1	C9orf69	NACC2	C9orf69	C9orf69	1.7467	659	1
4_MACS_peak_5266_lociStitched	chr12	112449745	112453029	4	2872	7540.7208	660	1	ERP29,TMEM116		ERP29	ERP29	0.5539	660	1
6_MACS_peak_3296_lociStitched	chr11	10324154	10328442	6	2872	4342.8864	661	1	ADM	SBF2	ADM	ADM	0.6278	661	1
3_MACS_peak_18805_lociStitched	chr6	37136809	37139967	3	2871	8537.9688	662	1	PIM1		PIM1	PIM1	0.6591	662	1
3_MACS_peak_2619_lociStitched	chr10	52382524	52385521	3	2870	5476.1184	663	1	SGMS1		SGMS1	SGMS1	0.0702	663	1
1_MACS_peak_13907_lociStitched	chr20	48806946	48809814	1	2869	10989.6024	664	1	CEBPB	TMEM189-UBE2V1	CEBPB	CEBPB	1.0225	664	1
3_MACS_peak_19861_lociStitched	chr7	47518521	47521743	3	2867	5718.0834	665	1	TNS3		TNS3	TNS3	0.1828	665	1
3_MACS_peak_6474_lociStitched	chr14	106093281	106096379	3	2865	4539.4994	666	1			TMEM121	TMEM121	0.0825	666	1
3_MACS_peak_13925_lociStitched	chr20	52237512	52240729	3	2865	4273.7845	667	1		ZNF217	ZNF217	ZNF217	0.223	667	1
3_MACS_peak_17844_lociStitched	chr5	133770930	133773816	3	2861	6204.3228	668	1		CDKN2AIPNL	CDKN2AIPNL	CDKN2AIPNL	0.2071	668	1
4_MACS_peak_18169_lociStitched	chr5	176247622	176250804	4	2858	4945.1462	669	1	UNC5A		UNC5A	UNC5A	0.3326	669	1
3_MACS_peak_10984_lociStitched	chr19	29080290	29083331	3	2857	4119.6427	670	1			LOC148145	LOC148145	NONE	670	1
3_MACS_peak_8148_lociStitched	chr16	68502520	68505734	3	2857	7002.6632	671	1		SMPD3	SMPD3	SMPD3	0.2267	671	1
3_MACS_peak_14989_lociStitched	chr22	46179125	46182507	3	2857	7047.0734	672	1	ATXN10		ATXN10	ATXN10	0.1515	672	1
2_MACS_peak_9394_lociStitched	chr17	65645245	65648115	2	2855	6560.533	673	1	PITPNC1		NOL11	NOL11	NONE	673	1
3_MACS_peak_1576_lociStitched	chr1	157145342	157148659	3	2854	4956.9248	674	1		CYCSP52,ETV3	ETV3	ETV3	0.3499	674	1
5_MACS_peak_10095_lociStitched	chr18	52980627	52984393	5	2854	4064.2672	675	1	TCF4		TCF4	TCF4	0.1542	675	1
2_MACS_peak_1885_lociStitched	chr1	203273719	203276578	2	2853	12958.7034	676	1	BTG2,LOC730227	FMOD	BTG2	BTG2	1.2461	676	1
4_MACS_peak_854_lociStitched	chr1	51699794	51702760	4	2851	5537.8186	677	1	RNF11		RNF11	RNF11	0.2319	677	1
2_MACS_peak_13434_lociStitched	chr20	304624	307568	2	2848	9110.208	678	1	SOX12	ZCCHC3,NRSN2,C20orf96	SOX12	ZCCHC3	0.8084	678	1
4_MACS_peak_21444_lociStitched	chr8	120930813	120934113	4	2848	6649.5	679	1	DEPDC6		DEPDC6	DEPDC6	0.4258	679	1
4_MACS_peak_9246_lociStitched	chr17	55681131	55684227	4	2846	4523.5656	680	1	MSI2		MRPS23	MRPS23	NONE	680	1
3_MACS_peak_20286_lociStitched	chr7	98475749	98478654	3	2842	11046.553	681	1	TRRAP	MIR3609,TMEM130	TRRAP	MIR3609	1.4336	681	1
1_MACS_peak_2550_lociStitched	chr10	43902535	43905375	1	2841	7800.344	682	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	HNRNPF	0.4558	682	1
2_MACS_peak_10868_lociStitched	chr19	18390561	18393697	2	2841	12042.24	683	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	1.1339	683	1
2_MACS_peak_7742_lociStitched	chr16	22200491	22203743	2	2840	5204.5008	684	1		EEF2K	EEF2K	EEF2K	0.1668	684	1
4_MACS_peak_2569_lociStitched	chr10	44932904	44936175	4	2838	6154.7136	685	1			CXCL12	CXCL12	0.2557	685	1
3_MACS_peak_17356_lociStitched	chr5	54038239	54041506	3	2828	5507.1819	686	1			SNX18	SNX18	NONE	686	1
2_MACS_peak_21538_lociStitched	chr8	134228291	134231302	2	2825	5527.2927	687	1	WISP1		WISP1	WISP1	0.2983	687	1
3_MACS_peak_255_lociStitched	chr1	12675849	12679019	3	2824	5154.42	688	1	DHRS3	AADACL4	DHRS3	DHRS3	0.2183	688	1
7_MACS_peak_16674_lociStitched	chr4	71542590	71546783	7	2822	5504.1511	689	1		ENAM,UTP3,RUFY3,IGJ	UTP3	IGJ	0.5426	689	1
1_MACS_peak_17906_lociStitched	chr5	139027507	139030327	1	2821	6411.834	690	1	CXXC5		CXXC5	CXXC5	0.4035	690	1
2_MACS_peak_15602_lociStitched	chr3	52271737	52274676	2	2817	6443.1697	691	1	TWF2	ALAS1,PPM1M,GLYCTK,TLR9,MIRLET7G,WDR82	TWF2	TWF2	0.8827	691	1
4_MACS_peak_4531_lociStitched	chr12	8393235	8396607	4	2817	4670.5572	692	1	LOC653113	FAM90A1	LOC653113	LOC653113	0.3777	692	1
5_MACS_peak_4678_lociStitched	chr12	31901552	31905473	5	2817	4466.019	693	1		AMN1,H3F3C	AMN1	H3F3C	0.1263	693	1
1_MACS_peak_7333_lociStitched	chr15	99190065	99192879	1	2815	12096.8232	694	1	IGF1R		IGF1R	IGF1R	0.1633	694	1
