GENE_ID	locusLine	bin_1_10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam
NM_001030007	chr16(.):71757904-71847976	0.1704
NM_002661	chr16(.):81807929-81996899	0.3345
NM_175931	chr16(.):88936262-89012608	0.0277
NM_005187	chr16(.):88936262-89048504	0.3814
NM_001127205	chr16(.):4540858-4565348	0.6528
NM_001127204	chr16(.):4521340-4565348	0.4555
NM_001127206	chr16(.):4519718-4565348	0.4406
NM_020677	chr16(.):4506694-4529896	0.1833
NM_001145011	chr16(.):4601490-4655318	0.0582
NM_003498	chr16(.):11757288-11778015	2.868
NM_014153	chr16(.):11839441-11896114	0.4142
NM_001130007	chr16(.):11956984-12015519	0.1366
NM_001130006	chr16(.):11956984-12014825	0.1375
NM_001192	chr16(.):12053963-12066925	7.9832
NM_032167	chr16(.):12065601-12152141	0.2391
NM_001039182	chr16(.):29459913-29471285	0.5965
NM_001017389	chr16(.):29462126-29481280	0.5484
NM_003166	chr16(.):29462126-29481301	0.5543
NM_178044	chr16(.):29460821-29474545	0.5615
NR_002454	chr16(.):29455665-29466236	0.4857
NR_037608	chr16(.):29461411-29481301	0.5383
NR_024370	chr16(.):29870003-29884374	0.3152
NM_002383	chr16(.):29812854-29827504	1.3663
NR_015396	chr16(.):29870154-29884374	0.3184
NM_145239	chr16(.):29818408-29832202	1.3357
NM_007317	chr16(.):29797057-29821706	0.7241
NM_006319	chr16(.):29864677-29879578	0.3093
NM_024516	chr16(.):29822527-29838816	1.1235
NM_152338	chr16(.):29784560-29796840	0.0622
NM_005115	chr16(.):29826714-29864360	0.4093
NM_001039182	chr16(.):30199255-30210627	0.6251
NM_178044	chr16(.):30200163-30213887	0.5953
NM_003166	chr16(.):30201468-30220650	0.5441
NM_001017389	chr16(.):30201468-30220620	0.5418
NM_001193333	chr16(.):30189730-30205396	2.0463
NR_002454	chr16(.):30195004-30205575	2.8754
NR_037608	chr16(.):30200753-30220650	0.5279
NR_002453	chr16(.):30273913-30351695	0.1344
NM_006110	chr16(.):30357086-30371682	0.2944
NM_052838	chr16(.):30384455-30399171	0.8895
NM_013292	chr16(.):30381122-30394310	1.1125
NM_015527	chr16(.):30363421-30386522	0.3522
NR_024465	chr16(.):30357086-30371255	0.3029
NM_016643	chr16(.):30413734-30434916	0.246
NM_024096	chr16(.):30430018-30446373	0.1405
NM_153337	chr16(.):50695210-50720264	1.0865
NM_182854	chr16(.):50701885-50720264	1.4352
NM_001042412	chr16(.):50771028-50840846	0.1485
NM_001042355	chr16(.):50770960-50840846	0.1483
NM_022162	chr16(.):50726049-50771987	0.3347
NM_001126108	chr16(.):56894118-56954762	1.6317
NM_001010989	chr16(.):56960747-56982793	2.6055
NR_029680	chr16(.):56887429-56897513	0.7431
NM_032206	chr16(.):57018409-57122436	0.1343
NM_018110	chr16(.):57500869-57525385	0.0824
NM_153837	chr16(.):57571600-57616100	0.3841
NM_033212	chr16(.):57541089-57575477	0.4121
NM_001172643	chr16(.):66536905-66589194	3.0688
NM_001172644	chr16(.):66536905-66589315	3.0623
NM_052999	chr16(.):66595349-66618038	0.0687
NM_181641	chr16(.):66581471-66604971	1.1526
NM_181271	chr16(.):66595293-66618038	0.0688
NM_001040138	chr16(.):66581465-66605154	1.1439
NM_001185057	chr16(.):67202764-67214643	0.8067
NM_003946	chr16(.):67202755-67214643	0.8062
NM_001040715	chr16(.):67204504-67222883	0.599
NM_001950	chr16(.):67221067-67237821	0.1408
NM_024712	chr16(.):67228027-67242927	0.0572
NM_033309	chr16(.):67177004-67189902	0.2184
NM_025187	chr16(.):67138914-67187442	0.1282
NM_178516	chr16(.):67213281-67229107	0.3475
NM_003789	chr16(.):67183088-67198812	0.5974
NM_001538	chr16(.):67192287-67208848	0.9226
NM_001185058	chr16(.):67199404-67214643	0.6551
NM_018378	chr16(.):67188890-67203077	0.5584
NR_029887	chr16(.):67231223-67241298	0.0474
NM_001193524	chr16(.):67566364-67585691	1.4347
NM_001193523	chr16(.):67558539-67585691	1.3504
NM_001193522	chr16(.):67557719-67585691	1.3126
NM_001138	chr16(.):67511473-67522716	0.5428
NM_024519	chr16(.):67557716-67585691	1.3125
NM_024939	chr16(.):68257449-68275136	0.5233
NM_001184824	chr16(.):68339876-68396169	0.4781
NM_003983	chr16(.):68293422-68340722	1.3699
NM_032178	chr16(.):68329517-68349868	0.2843
NM_006927	chr16(.):70408337-70477991	0.6699
NM_145059	chr16(.):70483497-70519177	0.2061
NR_034083	chr16(.):70783962-70812154	0.0531
NR_024612	chr16(.):71874898-71924174	0.4838
NM_001137675	chr16(.):71874898-71896231	0.716
NM_017530	chr16(.):71888587-71922412	0.2814
NM_001031804	chr16(.):79622744-79639622	1.6006
NM_021962	chr17(.):901758-1088131	0.2794
NM_001159746	chr17(.):901758-1095616	0.2712
NM_003342	chr17(.):4167511-4274969	0.1213
NM_138962	chr17(.):55328930-55762299	0.2668
NM_170721	chr17(.):55329373-55715544	0.2908
NM_022066	chr17(.):74380612-74454288	0.111
NM_020761	chr17(.):78513624-78945173	0.2468
NM_001092	chr17(.):901758-1017324	0.3581
NM_005022	chr17(.):4843946-4856825	1.9544
NR_026951	chr17(.):8118947-8132361	0.8004
NM_020877	chr17(.):7618038-7742058	0.0949
NM_000267	chr17(.):29416944-29709695	0.2801
NM_002544	chr17(.):29616667-29629380	0.0718
NM_183232	chr17(.):37916198-38025441	1.1105
NR_027774	chr17(.):43508265-43573146	0.4241
NM_003954	chr17(.):43335487-43399414	0.387
NM_003726	chr17(.):46205801-46512594	0.1129
NM_030802	chr17(.):47782686-47846518	0.8865
NM_001433	chr17(.):62115389-62212502	1.5746
NM_002737	chr17(.):64293925-64811862	0.1209
NR_036488	chr17(.):70394462-70593943	0.439
NM_004252	chr17(.):72739762-72770499	0.9284
NM_001113492	chr17(.):75278972-75501678	0.5353
NM_006640	chr17(.):75310596-75501678	0.6141
NM_001113491	chr17(.):75272491-75501678	0.5265
NM_001163075	chr17(.):76137433-76167364	1.7205
NM_017456	chr17(.):76665129-76783376	1.0409
NM_004514	chr17(.):80472593-80567483	0.1793
NM_000080	chr17(.):4796063-4811369	0.0885
NM_001145536	chr17(.):4797947-4811227	0.0961
NM_001165417	chr17(.):4835425-4848462	0.7543
NM_000173	chr17(.):4830591-4843325	0.2775
NM_015528	chr17(.):4838629-4853517	1.8338
NM_006612	chr17(.):4896242-4936694	0.1455
NM_015099	chr17(.):4866286-4895960	0.5545
NM_001171168	chr17(.):4866286-4895665	0.5596
NM_053013	chr17(.):4849383-4865426	1.3625
NM_001167985	chr17(.):4886424-4905905	0.4749
NM_004890	chr17(.):4857520-4876132	0.5798
NM_001005273	chr17(.):7787168-7821075	0.1302
NM_001080424	chr17(.):7738234-7763118	0.8937
NM_144607	chr17(.):7756063-7770600	0.5094
NM_032356	chr17(.):7755002-7766172	0.666
NM_001005271	chr17(.):7783122-7821075	0.129
NM_203411	chr17(.):7753383-7764417	0.7117
NM_002616	chr17(.):8038787-8060753	0.3622
NM_032354	chr17(.):8071296-8084714	0.5462
NM_017622	chr17(.):8086650-8098564	0.8708
NM_014232	chr17(.):8057464-8071293	0.8067
NM_004217	chr17(.):8103048-8118883	0.4193
NR_037447	chr17(.):8085492-8095577	0.93
NM_025099	chr17(.):8123138-8156413	0.6507
NM_012393	chr17(.):8147595-8178809	0.3684
NM_012452	chr17(.):16837397-16880402	2.6595
NM_006495	chr17(.):29625787-29646130	2.1704
NM_014210	chr17(.):29638427-29653767	3.2026
NM_002981	chr17(.):32682398-32695252	3.9675
NM_005408	chr17(.):32678470-32690629	0.732
NM_005623	chr17(.):32641065-32653421	0.0877
NM_002983	chr17(.):34410602-34422506	2.8754
NM_002988	chr17(.):34386642-34403841	0.0992
NM_002984	chr17(.):34426219-34438014	2.663
NM_021006	chr17(.):34517267-34529156	7.9387
NM_001001418	chr17(.):34576084-34597027	0.3106
NM_001001435	chr17(.):34533467-34545274	5.8253
NM_001001437	chr17(.):34517267-34529147	7.9396
NM_001001417	chr17(.):34488060-34508988	0.3214
NM_021006	chr17(.):34618841-34630730	6.784
NM_001001437	chr17(.):34618841-34630721	6.7818
NM_001001435	chr17(.):34635033-34646840	6.1037
NM_001001418	chr17(.):34741118-34813091	0.202
NM_005310	chr17(.):37889186-37908538	0.2645
NM_001030002	chr17(.):37889589-37908538	0.2684
NM_032339	chr17(.):37880408-37891788	0.4242
NM_018530	chr17(.):38055847-38078793	0.1075
NM_001042471	chr17(.):38055847-38079903	0.1062
NM_198844	chr17(.):38019454-38039149	1.2223
NM_021724	chr17(.):38244036-38261973	1.0999
NM_001190919	chr17(.):38213445-38255120	0.3754
NM_001190918	chr17(.):38214067-38255120	0.3809
NM_014815	chr17(.):38170349-38215889	0.063
NM_007359	chr17(.):38291506-38333431	0.2537
NM_001012241	chr17(.):38273789-38298045	0.7461
NM_001145301	chr17(.):38469472-38518895	2.3455
NM_152219	chr17(.):38511904-38525945	0.1344
NM_000964	chr17(.):38460422-38518895	2.6658
NM_001024809	chr17(.):38493270-38518895	0.1413
NM_001254	chr17(.):38439145-38464413	0.2765
NM_024927	chr17(.):40814932-40834048	1.0707
NM_016437	chr17(.):40806265-40824024	0.4059
NM_003632	chr17(.):40829631-40857011	0.555
NM_016602	chr17(.):40826419-40838845	1.699
NM_152343	chr17(.):43326759-43344479	0.0892
NM_005892	chr17(.):43294291-43329683	1.6945
NR_024434	chr17(.):43320302-43350997	0.2636
NR_024435	chr17(.):43334557-43350997	0.0654
NM_174919	chr17(.):43501717-43515282	0.7614
NM_199282	chr17(.):43466267-43508012	0.3307
NM_001159330	chr17(.):43466267-43488449	0.4056
NR_036199	chr17(.):43547728-43557801	0.05
NM_002144	chr17(.):46601806-46613272	0.085
NM_002145	chr17(.):46615018-46627393	0.1396
NM_005827	chr17(.):47773689-47790282	0.3137
NM_001199155	chr17(.):47860980-47911458	0.1931
NM_000250	chr17(.):56342216-56363296	0.0501
NM_004758	chr17(.):56373593-56411152	1.0258
NM_003168	chr17(.):56417538-56434563	0.9608
NR_029683	chr17(.):56403592-56413679	5.2612
NR_004380	chr17(.):62218437-62228517	0.6554
NR_002995	chr17(.):62218698-62228831	0.6531
NR_036199	chr17(.):62813147-62823220	0.0495
NR_033876	chr17(.):70589179-70641611	0.4692
NM_001163989	chr17(.):72727958-72748474	1.7671
NM_001006638	chr17(.):72728355-72748474	1.8007
NM_139018	chr17(.):72685451-72714108	0.0978
NM_175738	chr17(.):72662255-72748474	0.5244
NR_037409	chr17(.):72739751-72749838	1.3771
NM_017728	chr17(.):72767621-72840922	0.0705
NM_015654	chr17(.):72761685-72777470	0.174
NM_173547	chr17(.):73880040-73898054	0.3142
NM_033452	chr17(.):73865244-73879656	1.8739
NM_012478	chr17(.):73836779-73856501	0.545
NM_199242	chr17(.):73818307-73845798	0.0977
NM_032478	chr17(.):73889723-73906181	0.5557
NM_024599	chr17(.):74461974-74502509	1.393
NM_134268	chr17(.):74518439-74538782	0.0936
NM_001166579	chr17(.):74444432-74471199	0.1641
NM_001088	chr17(.):74458629-74471199	0.1782
NM_001005498	chr17(.):74461974-74488991	1.4471
NM_001077620	chr17(.):74531120-74546458	0.0872
NR_033357	chr17(.):74518667-74546458	0.0912
NM_003016	chr17(.):74725198-74738493	0.9549
NR_030366	chr17(.):74727531-74737630	1.2249
NM_024311	chr17(.):74728782-74780338	0.4766
NR_027058	chr17(.):75079724-75096068	2.3056
NR_003013	chr17(.):75080388-75090575	2.7128
NM_001143998	chr17(.):75132004-75218181	1.6685
NM_001144001	chr17(.):75176294-75218181	1.2812
NM_001113495	chr17(.):75466324-75501678	0.2518
NM_001113493	chr17(.):75364271-75501678	0.6102
NM_001113496	chr17(.):75441612-75501678	0.3747
NM_001113494	chr17(.):75367164-75501678	0.5938
NR_036200	chr17(.):75388065-75398136	0.0634
NM_152468	chr17(.):76121858-76144049	2.2877
NM_007267	chr17(.):76103998-76133488	1.3903
NM_001127198	chr17(.):76103998-76129861	1.5536
NM_001145529	chr17(.):76222390-76242068	0.0653
NM_001010982	chr17(.):76178436-76208782	0.0919
NM_001012270	chr17(.):76205276-76226716	0.1377
NM_003258	chr17(.):76165159-76188285	0.9343
NM_004710	chr17(.):76159670-76174009	1.7368
NR_002219	chr17(.):76205320-76225783	0.141
NM_001145526	chr17(.):76178442-76208782	0.0919
NR_027083	chr17(.):76178397-76198641	0.1121
NM_001100407	chr17(.):80395462-80413707	0.882
NM_001193655	chr17(.):80395462-80412602	0.9326
NM_001038618	chr17(.):80411059-80451143	0.3391
NM_001083608	chr17(.):80411539-80451143	0.3426
NM_001142730	chr18(.):24029874-24133500	0.299
NM_001136205	chr18(.):24029874-24134399	0.2972
NM_198991	chr18(.):24029874-24225308	0.1895
NM_000633	chr18(.):60785578-60991613	0.9504
NM_001083625	chr18(.):9131757-9290206	0.4345
NM_015461	chr18(.):22636887-22937214	0.1057
NM_144662	chr18(.):23708815-23778319	1.4646
NM_005640	chr18(.):23801408-23976650	0.1131
NM_001130110	chr18(.):42255137-42462379	0.4797
NM_015559	chr18(.):42255862-42653475	0.3239
NM_003199	chr18(.):52884561-53260860	0.2452
NM_021074	chr18(.):9097627-9139343	2.4043
NM_005904	chr18(.):46441222-46482081	2.1073
NM_001190823	chr18(.):46441222-46474177	1.9518
NM_001190822	chr18(.):46441222-46480703	2.1729
NM_001039846	chr19(.):2091867-2104583	1.726
NM_019112	chr19(.):1035101-1070570	1.0095
NM_003331	chr19(.):10456203-10496248	0.1065
NM_001164605	chr19(.):35640844-35665788	0.3421
NM_018028	chr19(.):39828107-39880537	0.1038
NM_014164	chr19(.):35640624-35665788	0.3395
NR_028406	chr19(.):35640671-35665788	0.34
NM_020695	chr19(.):1810244-1853452	0.3097
NM_052847	chr19(.):2506217-2707746	0.7823
NM_024038	chr19(.):12836453-12850529	0.6128
NM_014975	chr19(.):12944258-12990766	0.0706
NM_032855	chr19(.):16239837-16274377	1.9094
NM_021235	chr19(.):16467407-16587762	0.3202
NM_006387	chr19(.):16623699-16658263	0.1221
NM_001492	chr19(.):18974360-19011953	0.0566
NM_001398	chr19(.):39301061-39327497	0.165
NM_006801	chr19(.):48880826-48899810	0.7569
NM_139176	chr19(.):55429876-55463873	0.3642
NM_024100	chr19(.):979327-999569	0.2862
NM_004368	chr19(.):1021297-1044064	1.4804
NM_033420	chr19(.):1004649-1026141	0.504
NM_138690	chr19(.):995436-1014723	0.1167
NM_012292	chr19(.):1062173-1091627	0.8812
NM_001280	chr19(.):1264266-1278171	1.5345
NM_017914	chr19(.):1270519-1284243	1.0722
NM_177401	chr19(.):1243551-1264142	0.9853
NM_001001975	chr19(.):1236748-1249824	0.6585
NM_001405	chr19(.):1281167-1304944	0.0578
NM_152769	chr19(.):1224946-1242990	0.2484
NR_027271	chr19(.):1262469-1275259	0.6523
NR_023313	chr19(.):1264266-1279809	1.3883
NM_138813	chr19(.):1777073-1817270	0.1108
NM_001178002	chr19(.):1777073-1817199	0.1109
NR_031730	chr19(.):1811157-1821237	0.1913
NR_034114	chr19(.):1817087-1829542	0.0647
NM_031918	chr19(.):1847397-1868564	1.8787
NM_138422	chr19(.):1900416-1918446	0.3963
NM_001130111	chr19(.):1871974-1890518	0.4078
NM_079834	chr19(.):1900372-1931012	0.3428
NM_017572	chr19(.):2032469-2056243	0.8424
NM_017797	chr19(.):1980446-2020702	0.1539
NM_130807	chr19(.):2066034-2101269	3.2875
NM_004152	chr19(.):2264519-2278487	0.8574
NM_018049	chr19(.):2228154-2241328	1.0076
NM_000479	chr19(.):2244112-2257072	1.007
NM_198532	chr19(.):2269630-2287181	0.4957
NR_031596	chr19(.):2229060-2239148	1.1733
NM_007165	chr19(.):2231815-2253678	0.6495
NM_144616	chr19(.):2247249-2261422	1.9411
NM_001101391	chr19(.):2284773-2313156	0.3885
NR_036207	chr19(.):2245637-2255717	0.2842
NM_032737	chr19(.):2423163-2461958	0.5505
NM_012458	chr19(.):2420621-2432875	0.7475
NM_015675	chr19(.):2471122-2483257	2.0607
NM_001379	chr19(.):10239021-10310755	0.2343
NM_004230	chr19(.):10327108-10346948	1.6817
NR_036206	chr19(.):10336088-10346161	0.7806
NM_001544	chr19(.):10392649-10404198	0.1452
NM_015956	chr19(.):10357639-10375721	0.2285
NM_000201	chr19(.):10376516-10402291	0.2818
NM_007065	chr19(.):10496808-10519271	0.1917
NM_001111307	chr19(.):10526332-10585307	0.1976
NM_001111309	chr19(.):10538110-10585307	0.0865
NM_001111308	chr19(.):10536520-10585307	0.0896
NR_031592	chr19(.):10509133-10519214	0.3397
NM_006202	chr19(.):10558632-10585307	0.0511
NM_001195800	chr19(.):11195037-11249505	0.4883
NM_001080997	chr19(.):12931296-12946207	0.0563
NM_013312	chr19(.):12868816-12891434	0.2504
NM_004317	chr19(.):12843305-12864137	0.4142
NM_181738	chr19(.):12906426-12917694	0.3499
NM_017682	chr19(.):12858406-12874271	0.0634
NM_002229	chr19(.):12897309-12909125	1.5846
NM_031429	chr19(.):12931295-12951230	0.0638
NM_006397	chr19(.):12912427-12929462	0.1766
NM_023072	chr19(.):13901273-13948044	0.1745
NR_029613	chr19(.):13980512-13990622	0.062
NR_036515	chr19(.):13940329-13952103	1.5789
NM_001098622	chr19(.):13982949-13996571	0.3965
NR_030179	chr19(.):13980688-13990825	0.065
NR_029497	chr19(.):13942100-13952173	1.8562
NR_029495	chr19(.):13942400-13952473	1.9382
NR_029501	chr19(.):13942253-13952331	1.8968
NM_005370	chr19(.):16217489-16249445	1.2793
NM_001145160	chr19(.):16173316-16218813	0.6531
NR_024335	chr19(.):16139522-16157918	0.0631
NR_024336	chr19(.):16140288-16157918	0.0641
NM_003290	chr19(.):16182134-16218813	0.6234
NM_032493	chr19(.):16303664-16351156	0.0756
NM_054113	chr19(.):16267178-16289286	0.3514
NM_014077	chr19(.):16291234-16307857	0.2419
NM_032207	chr19(.):16602204-16637163	0.0715
NM_145046	chr19(.):16584874-16612003	0.0873
NM_024881	chr19(.):16655647-16688193	0.1471
NM_004831	chr19(.):16680717-16744015	1.2451
NM_001145724	chr19(.):19035009-19054858	0.5792
NM_001145722	chr19(.):19035009-19056113	0.6684
NM_001145721	chr19(.):19035009-19056161	0.6715
NR_027297	chr19(.):19035009-19055444	0.6111
NM_007263	chr19(.):19005322-19035199	0.1595
NM_004838	chr19(.):19035009-19057041	0.7168
NM_019070	chr19(.):19025483-19044442	0.2271
NM_015925	chr19(.):35734558-35763867	0.7207
NM_152481	chr19(.):35710703-35724628	0.0664
NM_006149	chr19(.):39287310-39308740	0.0572
NM_012237	chr19(.):39364194-39395463	0.4327
NM_001005335	chr19(.):39322027-39347979	1.0189
NM_001001716	chr19(.):39385614-39404534	0.1997
NM_001533	chr19(.):39322027-39345617	1.0292
NM_001193286	chr19(.):39364194-39395502	0.4322
NR_034146	chr19(.):39364194-39389795	0.4171
NM_001195833	chr19(.):39353471-39373919	0.526
NM_003407	chr19(.):39892486-39905045	4.5572
NM_003169	chr19(.):39931287-39972308	0.2262
NM_001130825	chr19(.):39931185-39972308	0.2293
NM_019088	chr19(.):39871269-39886679	0.3736
NM_017592	chr19(.):39876962-39896203	2.5049
NM_001020	chr19(.):39918846-39931618	0.5139
NM_022835	chr19(.):39898749-39924055	0.638
NM_001142579	chr19(.):40570058-40601845	0.2135
NM_001010880	chr19(.):40573898-40601810	0.2366
NM_002446	chr19(.):40692650-40726482	0.1694
NM_001098506	chr19(.):42077530-42098197	0.1119
NM_178511	chr19(.):47773141-47783980	0.6153
NM_001127240	chr19(.):47719080-47741023	1.3516
NM_014417	chr19(.):47719078-47739451	1.4465
NM_015603	chr19(.):47754730-47780210	0.5565
NR_036159	chr19(.):47725200-47735276	2.6605
NR_036158	chr19(.):47725198-47735278	2.6598
NM_144577	chr19(.):48794708-48828332	0.3072
NM_018273	chr19(.):48830615-48872186	0.4896
NM_012451	chr19(.):48862650-48884634	0.5414
NM_001425	chr19(.):48823628-48838810	1.5428
NM_153608	chr19(.):48769653-48795863	0.0502
NM_031485	chr19(.):48944029-48962164	0.2379
NM_000836	chr19(.):48893131-48953188	0.2698
NM_001161587	chr19(.):49466381-49501610	0.6199
NM_000146	chr19(.):49463565-49475136	1.1333
NR_027882	chr19(.):49453116-49470055	1.0728
NM_000894	chr19(.):49514236-49525347	0.0981
NM_014475	chr19(.):49431938-49453226	0.0729
NM_006666	chr19(.):49492155-49524182	0.2613
NM_004324	chr19(.):49453116-49469519	1.0725
NM_002287	chr19(.):54860234-54881721	0.224
NM_012276	chr19(.):54839691-54855421	0.0445
NM_001005367	chr19(.):54921634-54953054	0.0413
NM_001145457	chr19(.):55412507-55429439	0.0504
NM_001174083	chr19(.):55472710-55517510	0.4267
NM_001174081	chr19(.):55471651-55517510	0.4541
NM_032836	chr19(.):56097736-56115893	0.6442
NM_007279	chr19(.):56160415-56191082	0.6887
NM_207115	chr19(.):56147391-56159836	0.6468
NM_153219	chr19(.):56106729-56119504	1.1649
NM_203374	chr19(.):56127106-56140941	0.1491
NM_016535	chr19(.):56149985-56161989	0.7021
NM_013301	chr19(.):56153953-56169526	1.2699
NM_001163423	chr19(.):56148462-56159836	0.7021
NM_016202	chr19(.):56148417-56159836	0.7008
NM_001130072	chr19(.):56181560-56212133	0.2166
NM_001130071	chr19(.):56182990-56212133	0.2245
NM_001195605	chr19(.):56119958-56134907	0.0599
NM_001172646	chr20(.):9044700-9466462	0.1787
NM_000933	chr20(.):9283446-9466462	0.3549
NM_182797	chr20(.):9193036-9466462	0.2517
NM_001174088	chr20(.):46125600-46290621	0.1208
NM_001042472	chr20(.):25275849-25376477	0.8343
NM_015600	chr20(.):25270378-25376477	0.8532
NM_178580	chr20(.):30097240-30162370	0.3415
NM_001191	chr20(.):30247260-30315656	2.3461
NM_032819	chr20(.):32314807-32385075	0.5184
NM_031483	chr20(.):32946061-33104197	0.3975
NM_177996	chr20(.):34695347-34825721	0.1903
NM_015568	chr20(.):37429347-37556667	1.6664
NM_003286	chr20(.):39652461-39758126	0.2041
NM_032883	chr20(.):42539781-42703254	0.8107
NM_001098798	chr20(.):42569535-42703254	0.9077
NM_001098797	chr20(.):42538491-42703254	0.809
NM_000022	chr20(.):43243162-43285376	1.1758
NM_006282	chr20(.):43590119-43713593	1.0015
NM_183048	chr20(.):45833380-45990474	0.4486
NM_001193339	chr20(.):45181461-45285100	0.1972
NM_001011554	chr20(.):45181461-45318124	0.1814
NM_001161841	chr20(.):46281149-46420360	0.1912
NM_018837	chr20(.):46281149-46419808	0.1916
NM_183425	chr20(.):55961462-55989386	1.0049
NM_080618	chr20(.):56067223-56105154	0.169
NM_019593	chr20(.):5520079-5596672	0.5437
NM_012261	chr20(.):9490270-9516171	1.4795
NM_002862	chr20(.):25223705-25283648	0.9985
NR_003677	chr20(.):30130184-30141019	0.16
NM_002165	chr20(.):30188091-30199313	0.5192
NM_032609	chr20(.):30220690-30237800	0.0942
NR_036161	chr20(.):30189988-30200043	0.5812
NM_012112	chr20(.):30321903-30394603	0.1177
NM_182584	chr20(.):31214426-31244783	0.0657
NM_176812	chr20(.):32394109-32447173	1.9619
NR_030374	chr20(.):33049129-33059223	0.0987
NR_027451	chr20(.):34628539-34643882	0.5197
NM_012156	chr20(.):34737661-34825721	0.1021
NM_030919	chr20(.):37549954-37586703	0.126
NR_034104	chr20(.):43280091-43305380	0.3269
NM_006809	chr20(.):43565770-43594114	0.2204
NM_001124756	chr20(.):43533702-43572962	0.0747
NM_145652	chr20(.):43733092-43748803	0.0735
NM_002251	chr20(.):43715949-43734753	0.242
NM_080721	chr20(.):45164584-45184213	1.6545
NM_018102	chr20(.):45124706-45147194	0.05
NR_024594	chr20(.):45942245-45954498	0.069
NM_006526	chr20(.):52178609-52204636	1.2435
NR_002189	chr20(.):52486039-52497248	2.8155
NM_003657	chr20(.):52555078-52692304	0.4048
NM_001015885	chr20(.):55921617-55958519	0.1378
NM_003610	chr20(.):55921144-55958519	0.1373
NM_001190472	chr20(.):55928495-55939878	0.0808
NR_024470	chr20(.):61289378-61302973	0.1182
NM_016354	chr20(.):61268796-61308647	0.9935
NM_001083113	chr20(.):62333793-62372494	0.5957
NM_181485	chr20(.):62334379-62372494	0.6032
NM_017806	chr20(.):62362977-62375460	0.7428
NM_003224	chr20(.):62324994-62344355	0.1679
NM_032945	chr20(.):62321287-62335035	0.0655
NM_020062	chr20(.):62366210-62380403	0.607
NM_003823	chr20(.):62323020-62335035	0.0642
NM_000874	chr21(.):34597230-34640062	0.8312
NM_207585	chr21(.):34597230-34641820	0.8297
NM_001754	chr21(.):36155097-36426595	0.4329
NM_001001890	chr21(.):36155097-36265987	0.7646
NM_006198	chr21(.):41234346-41306322	0.6115
NM_173568	chr21(.):43486425-43568105	0.5134
NM_001199527	chr21(.):43478067-43568105	1.6662
NM_003683	chr21(.):45204417-45228983	0.3309
NM_001100421	chr21(.):19156283-19196703	1.3159
NM_000629	chr21(.):34692213-34737128	0.768
NM_000628	chr21(.):34633671-34674520	0.4442
NM_005534	chr21(.):34770201-34814828	0.3983
NM_001122607	chr21(.):36188573-36265987	1.0376
NM_020727	chr21(.):43401939-43435496	0.7349
NR_027273	chr21(.):43437112-43450060	0.2485
NR_027243	chr21(.):43517243-43533644	0.9698
NM_000100	chr21(.):45188830-45201259	1.2333
NR_026961	chr21(.):45220638-45237448	0.1197
NM_005049	chr21(.):45522207-45556063	0.2477
NM_198155	chr21(.):45548493-45570605	1.5189
NM_002473	chr22(.):36672322-36789063	0.5915
NM_004327	chr22(.):23517551-23665224	0.3153
NM_014433	chr22(.):23396592-23489241	0.6236
NM_012295	chr22(.):24402764-24579596	0.2497
NM_001199281	chr22(.):24402819-24579596	0.2498
NM_001887	chr22(.):26990361-27018991	2.7007
NM_007194	chr22(.):29078730-29142822	0.0975
NM_001195071	chr22(.):38610297-38673670	0.6397
NM_001195072	chr22(.):38610297-38674040	0.6372
NM_001003406	chr22(.):39961757-40090740	0.0575
NM_024821	chr22(.):42191677-42227303	0.2251
NR_030755	chr22(.):23160269-23170365	1.5975
NM_001178126	chr22(.):23224959-23243013	8.0761
NM_004914	chr22(.):23482512-23511531	1.3098
NM_001024938	chr22(.):24194058-24232725	0.2389
NM_002415	chr22(.):24231564-24242409	0.7292
NM_001024939	chr22(.):24195040-24232725	0.2429
NM_001007468	chr22(.):24124149-24181705	0.5307
NM_001002862	chr22(.):24171689-24186199	2.7034
NM_019601	chr22(.):24572443-24590074	0.0711
NM_000675	chr22(.):24818529-24843325	1.4748
NR_028484	chr22(.):24820177-24895783	0.5479
NM_001008566	chr22(.):26916713-26966370	0.1852
NM_003595	chr22(.):26916713-26991089	0.7768
NR_031615	chr22(.):26946177-26956289	0.4133
NR_003491	chr22(.):27048445-27077440	0.626
NM_001886	chr22(.):27012927-27031636	1.2214
NM_172002	chr22(.):29133042-29158496	0.4608
NM_173510	chr22(.):29163661-29190283	0.843
NM_001079539	chr22(.):29185547-29201560	2.8736
NM_145640	chr22(.):36531370-36561977	1.0884
NM_145642	chr22(.):36531370-36567225	0.9566
NM_030643	chr22(.):36580175-36605879	0.1043
NM_145637	chr22(.):36617254-36641000	0.5191
NM_145343	chr22(.):36644116-36668577	1.3467
NM_030882	chr22(.):36617254-36640689	0.5244
NM_031910	chr22(.):37571205-37589330	0.0711
NM_001051	chr22(.):37597244-37613353	1.0012
NM_013385	chr22(.):37673494-37716389	0.3705
NM_002872	chr22(.):37616309-37645305	2.1423
NM_152221	chr22(.):38681696-38718413	0.8175
NR_002821	chr22(.):38735669-38799931	0.7333
NM_001894	chr22(.):38681696-38719089	0.8029
NM_004981	chr22(.):38817332-38845033	0.0581
NM_001006666	chr22(.):39431672-39445428	0.878
