REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_2939_lociStitched	chr1	245025646	245028841	1	3196	27405.1125	492	1	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	1.2823	492	1
2_MACS_peak_11936_lociStitched	chr17	37909193	37915041	2	5311	27395.5408	493	1		GRB7,C17orf37	GRB7	C17orf37	0.4745	493	1
2_MACS_peak_24968_lociStitched	chr6	106439540	106447296	2	7472	27315.8564	494	1			PRDM1	PRDM1	2.6224	494	1
1_MACS_peak_2945_lociStitched	chr1	245132621	245135974	1	3354	27313.2027	495	1	EFCAB2		EFCAB2	EFCAB2	0.2538	495	1
1_MACS_peak_21692_lociStitched	chr4	83349699	83352789	1	3091	27282.537	496	1	ENOPH1,HNRPDL		HNRPDL	HNRPDL	1.6494	496	1
7_MACS_peak_8969_lociStitched	chr15	31636879	31660304	7	14989	27201.11	497	1	KLF13		KLF13	KLF13	0.9545	497	1
3_MACS_peak_18320_lociStitched	chr21	34600895	34612595	3	11319	27198.99	498	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.7126	498	1
5_MACS_peak_29098_lociStitched	chr9	93791287	93801695	5	7353	27188.8184	499	1		LOC100129316	LOC100129316	LOC100129316	0.2149	499	1
5_MACS_peak_2444_lociStitched	chr1	204475185	204491800	5	9746	27187.1245	500	1	MDM4	PIK3C2B	MDM4	MDM4	0.5263	500	1
2_MACS_peak_12199_lociStitched	chr17	47463310	47472668	2	6146	27140.0716	501	1		ZNF652,PHB	PHB	ZNF652	0.2528	501	1
2_MACS_peak_11097_lociStitched	chr16	84142489	84151843	2	7557	27115.3752	502	1	MBTPS1	LRRC50,HSDL1	MBTPS1	HSDL1	0.6122	502	1
3_MACS_peak_13489_lociStitched	chr19	1066505	1078260	3	7710	27102.328	503	1	HMHA1	CNN2,ABCA7,GPX4,C19orf6,POLR2E	HMHA1	CNN2	2.0331	503	1
1_MACS_peak_7997_lociStitched	chr14	50465595	50470936	1	5342	27098.6317	504	1	C14orf182		C14orf182	C14orf182	0.8515	504	1
1_MACS_peak_5723_lociStitched	chr11	125756016	125758877	1	2862	27093.3839	505	1	HYLS1	DDX25,PUS3	HYLS1	HYLS1	1.1114	505	1
5_MACS_peak_14738_lociStitched	chr19	48823466	48837990	5	9614	27061.1168	506	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.7867	506	1
1_MACS_peak_18684_lociStitched	chr22	23477730	23485298	1	7569	27025.328	507	1	RTDR1	RAB36,BCR	RTDR1	RAB36	0.7569	507	1
7_MACS_peak_12390_lociStitched	chr17	62151033	62171573	7	17838	27020.37	508	1	ERN1		ERN1	ERN1	0.7209	508	1
4_MACS_peak_30129_lociStitched	chrX	48791053	48803595	4	8926	27017.9764	509	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	1.5143	509	1
2_MACS_peak_17899_lociStitched	chr20	45173080	45185016	2	10659	27011.168	510	1	C20orf123	ZNF334	C20orf123	C20orf123	1.4152	510	1
1_MACS_peak_26489_lociStitched	chr7	98475595	98480891	1	5297	26983.12	511	1	TRRAP,MIR3609	TMEM130	MIR3609	MIR3609	2.7574	511	1
2_MACS_peak_7037_lociStitched	chr12	120966078	120979135	2	9601	26980.9848	512	1	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.5193	512	1
2_MACS_peak_13496_lociStitched	chr19	1167157	1174984	2	5818	26975.7555	513	1	SBNO2	STK11,SBNO2	SBNO2	SBNO2	0.723	513	1
1_MACS_peak_21281_lociStitched	chr4	15002673	15007279	1	4607	26937.2698	514	1	CPEB2		CPEB2	CPEB2	0.377	514	1
3_MACS_peak_17321_lociStitched	chr2	242245682	242256817	3	4942	26922.203	515	1	SEPT2,HDLBP	FARP2,HDLBP	SEPT2	SEPT2	0.6876	515	1
1_MACS_peak_13669_lociStitched	chr19	4691620	4695564	1	3945	26877.9656	516	1	DPP9	C19orf10	C19orf10	C19orf10	0.3359	516	1
1_MACS_peak_6691_lociStitched	chr12	93771330	93773500	1	2171	26858.741	517	1	NUDT4,NUDT4P1		NUDT4P1	NUDT4P1	0.9414	517	1
1_MACS_peak_10172_lociStitched	chr16	9183844	9187512	1	3669	26856.3624	518	1	C16orf72		C16orf72	C16orf72	0.8303	518	1
1_MACS_peak_27404_lociStitched	chr8	29082964	29091117	1	8154	26855.1667	519	1	KIF13B		KIF13B	KIF13B	0.2821	519	1
1_MACS_peak_26597_lociStitched	chr7	101945070	101952942	1	7873	26824.6272	520	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.7384	520	1
1_MACS_peak_13262_lociStitched	chr18	48720871	48725411	1	4541	26769.202	521	1	MEX3C		MEX3C	MEX3C	0.8909	521	1
1_MACS_peak_24975_lociStitched	chr6	106610736	106617851	1	7116	26741.7275	522	1			PRDM1	PRDM1	2.6224	522	1
3_MACS_peak_12776_lociStitched	chr17	79366747	79374222	3	7152	26735.8325	523	1	BAHCC1	MIR3186	BAHCC1	BAHCC1	0.3529	523	1
1_MACS_peak_5360_lociStitched	chr11	93470781	93476104	1	5324	26723.5892	524	1	C11orf54,TAF1D	SCARNA9,MED17,SNORA25,SNORA32,SNORD6,SNORA1,SNORA8,SNORD5,SNORA18,MIR1304,SNORA40	TAF1D	TAF1D	1.8011	524	1
1_MACS_peak_1788_lociStitched	chr1	153605594	153608466	1	2873	26707.5896	525	1	C1orf77,S100A13	S100A1,SNAPIN,NPR1,S100A16,S100A14,S100A13,ILF2	S100A13	S100A1	2.1352	525	1
1_MACS_peak_3080_lociStitched	chr10	6965806	6972630	1	6825	26704.3592	526	1			LOC439949	LOC439949	NONE	526	1
2_MACS_peak_22270_lociStitched	chr4	185201639	185209985	2	6094	26677.1544	527	1			ENPP6	ENPP6	NONE	527	1
1_MACS_peak_8478_lociStitched	chr14	91975225	91977831	1	2607	26657.0346	528	1	SMEK1		SMEK1	SMEK1	0.4658	528	1
3_MACS_peak_20952_lociStitched	chr3	193848486	193860653	3	9054	26654.2469	529	1	HES1		HES1	HES1	2.1065	529	1
1_MACS_peak_27413_lociStitched	chr8	29205167	29209483	1	4317	26626.6988	530	1	DUSP4		DUSP4	DUSP4	1.3226	530	1
2_MACS_peak_29114_lociStitched	chr9	93948550	93957548	2	5465	26600.7874	531	1			LOC100129316	LOC100129316	0.2149	531	1
2_MACS_peak_1856_lociStitched	chr1	155106687	155113308	2	5207	26586.6255	532	1	EFNA1,SLC50A1,DPM3	TRIM46,KRTCAP2,MUC1	SLC50A1	SLC50A1	2.1209	532	1
1_MACS_peak_1582_lociStitched	chr1	143742337	143745411	1	3075	26585.489	533	1	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.5614	533	1
1_MACS_peak_1746_lociStitched	chr1	151253024	151256337	1	3314	26497.374	534	1	ZNF687	PSMD4,PI4KB	ZNF687	ZNF687	1.4737	534	1
1_MACS_peak_9367_lociStitched	chr15	65183641	65188651	1	5011	26481.858	535	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.1811	535	1
1_MACS_peak_8968_lociStitched	chr15	31616660	31622139	1	5480	26480.5549	536	1	KLF13		KLF13	KLF13	0.9545	536	1
2_MACS_peak_9553_lociStitched	chr15	75491537	75497347	2	5779	26450.606	537	1	C15orf39		C15orf39	C15orf39	1.4118	537	1
1_MACS_peak_12115_lociStitched	chr17	44269013	44273740	1	4728	26445.2015	538	1	LOC644246,KIAA1267		LOC644246	LOC644246	2.093	538	1
2_MACS_peak_1607_lociStitched	chr1	145138730	145145948	2	3901	26427.9852	539	1		SEC22B	SEC22B	SEC22B	0.1957	539	1
2_MACS_peak_29408_lociStitched	chr9	123651469	123660380	2	7926	26302.5987	540	1		LOC253039,PSMD5,PHF19,TRAF1	PHF19	PHF19	1.1783	540	1
1_MACS_peak_9205_lociStitched	chr15	50645525	50648595	1	3071	26247.886	541	1	LOC100129387,GABPB1,FLJ10038		FLJ10038	FLJ10038	1.7031	541	1
1_MACS_peak_16714_lociStitched	chr2	178127690	178130613	1	2924	26241.2325	542	1	NFE2L2	MIR3128	NFE2L2	NFE2L2	0.6423	542	1
3_MACS_peak_13859_lociStitched	chr19	10675406	10683358	3	5996	26238.4192	543	1	KRI1,CDKN2D,AP1M2	ATG4D,MIR1238,SLC44A2,S1PR5	CDKN2D	CDKN2D	2.1627	543	1
1_MACS_peak_26943_lociStitched	chr7	148579853	148582945	1	3093	26137.2944	544	1	EZH2		EZH2	EZH2	0.346	544	1
2_MACS_peak_17990_lociStitched	chr20	49569354	49576253	2	6888	26130.6524	545	1	MOCS3,DPM1	ADNP	DPM1	DPM1	1.5891	545	1
1_MACS_peak_15108_lociStitched	chr2	5834766	5842002	1	7237	26125.578	546	1	SOX11		SOX11	SOX11	1.4569	546	1
1_MACS_peak_29033_lociStitched	chr9	86593851	86596826	1	2976	26111.575	547	1	RMI1,HNRNPK	C9orf64,MIR7-1	HNRNPK	HNRNPK	1.2229	547	1
1_MACS_peak_24864_lociStitched	chr6	89854245	89858828	1	4584	26110.7259	548	1	PM20D2	SRSF12	PM20D2	PM20D2	0.9754	548	1
1_MACS_peak_5592_lociStitched	chr11	116966799	116970241	1	3443	26085.8854	549	1	SIK3	PAFAH1B2	SIK3	PAFAH1B2	0.5118	549	1
1_MACS_peak_10119_lociStitched	chr16	4320238	4324402	1	4165	26077.05	550	1	TFAP4	SRL	TFAP4	TFAP4	1.1389	550	1
4_MACS_peak_4201_lociStitched	chr10	125151145	125163750	4	9733	26020.5015	551	1			BUB3	BUB3	NONE	551	1
3_MACS_peak_6317_lociStitched	chr12	51712605	51721977	3	8375	25994.1792	552	1	BIN2	SMAGP,CELA1	BIN2	CELA1	0.7729	552	1
1_MACS_peak_21825_lociStitched	chr4	103746598	103750411	1	3814	25980.2568	553	1	UBE2D3	CISD2	UBE2D3	UBE2D3	0.6616	553	1
1_MACS_peak_23374_lociStitched	chr5	139047377	139051859	1	4483	25957.503	554	1	CXXC5		CXXC5	CXXC5	0.7539	554	1
1_MACS_peak_9638_lociStitched	chr15	81291470	81295253	1	3784	25833.3504	555	1	MESDC1	MESDC2	MESDC1	MESDC1	2.0437	555	1
2_MACS_peak_13895_lociStitched	chr19	11484488	11493847	2	5617	25770.9424	556	1	C19orf39,EPOR	CCDC159,LPPR2,RAB3D,TMEM205,RGL3	C19orf39	C19orf39	1.4618	556	1
2_MACS_peak_13555_lociStitched	chr19	2234895	2241036	2	4867	25757.1963	557	1	SF3A2,PLEKHJ1	AMH,MIR4321,OAZ1,MIR1227,JSRP1,C19orf35	SF3A2	MIR1227	2.4882	557	1
2_MACS_peak_11452_lociStitched	chr17	7737219	7748891	2	7760	25686.5704	558	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	1.4933	558	1
2_MACS_peak_2710_lociStitched	chr1	226308707	226316851	2	5043	25680.4752	559	1			ACBD3	ACBD3	NONE	559	1
1_MACS_peak_11674_lociStitched	chr17	20943627	20947955	1	4329	25680.188	560	1	USP22		USP22	USP22	0.5955	560	1
2_MACS_peak_22393_lociStitched	chr5	1791242	1802484	2	7422	25662.1134	561	1	NDUFS6,MRPL36		MRPL36	MRPL36	1.7437	561	1
2_MACS_peak_28035_lociStitched	chr8	101731746	101735552	2	3617	25608.2904	562	1	PABPC1		PABPC1	PABPC1	0.9387	562	1
2_MACS_peak_19565_lociStitched	chr3	31572197	31577357	2	4400	25593.084	563	1	STT3B		STT3B	STT3B	0.2734	563	1
1_MACS_peak_60_lociStitched	chr1	1707738	1714775	1	7038	25588.6431	564	1	NADK	SLC35E2,NADK	NADK	NADK	0.8873	564	1
1_MACS_peak_1862_lociStitched	chr1	155176622	155179877	1	3256	25567.0485	565	1	MTX1,THBS3	TRIM46,MIR92B,KRTCAP2,MUC1,GBAP1,GBA,FAM189B	MTX1	MIR92B	2.533	565	1
2_MACS_peak_28079_lociStitched	chr8	103661870	103670395	2	7098	25562.2125	566	1	KLF10		KLF10	KLF10	1.7541	566	1
1_MACS_peak_5215_lociStitched	chr11	72979522	72986629	1	7108	25553.9292	567	1	P2RY6	ARHGEF17	P2RY6	P2RY6	0.7691	567	1
4_MACS_peak_12398_lociStitched	chr17	62197206	62209986	4	12307	25488.432	568	1	ERN1	SNORD104,SNORA76	ERN1	SNORD104	1.2115	568	1
4_MACS_peak_28023_lociStitched	chr8	101440811	101455846	4	10773	25479.8145	569	1			ANKRD46	ANKRD46	NONE	569	1
1_MACS_peak_13230_lociStitched	chr18	46474335	46479943	1	5609	25412.0912	570	1	SMAD7	SMAD7	SMAD7	SMAD7	1.4427	570	1
1_MACS_peak_5092_lociStitched	chr11	67054133	67057780	1	3648	25344.0971	571	1	ANKRD13D	ADRBK1,SSH3,LOC100130987	ANKRD13D	ADRBK1	1.9123	571	1
1_MACS_peak_1129_lociStitched	chr1	62901012	62904242	1	3231	25341.934	572	1	USP1		USP1	USP1	1.0265	572	1
2_MACS_peak_18353_lociStitched	chr21	36257996	36263256	2	5174	25303.23	573	1	RUNX1		RUNX1	RUNX1	0.2462	573	1
1_MACS_peak_25058_lociStitched	chr6	111802839	111806385	1	3547	25301.7738	574	1	LOC643749,REV3L		LOC643749	LOC643749	0.2534	574	1
1_MACS_peak_17989_lociStitched	chr20	49545537	49549122	1	3586	25259.91	575	1	ADNP	MOCS3,DPM1	ADNP	MOCS3	2.0332	575	1
4_MACS_peak_28030_lociStitched	chr8	101500983	101513259	4	9058	25228.4076	576	1			ANKRD46	ANKRD46	NONE	576	1
1_MACS_peak_18028_lociStitched	chr20	52351701	52358980	1	7280	25185.34	577	1			SUMO1P1	SUMO1P1	NONE	577	1
2_MACS_peak_12019_lociStitched	chr17	40825649	40833925	2	8132	25175.592	578	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	PLEKHH3	1.3778	578	1
1_MACS_peak_12812_lociStitched	chr17	80054405	80058471	1	4067	25146.177	579	1	FASN	GPS1,RFNG,DUS1L	FASN	FASN	0.9026	579	1
2_MACS_peak_23332_lociStitched	chr5	137088479	137095362	2	3825	25117.4436	580	1	HNRNPA0	NPY6R,KLHL3	HNRNPA0	HNRNPA0	1.9532	580	1
2_MACS_peak_10045_lociStitched	chr16	2563042	2571577	2	4216	25107.4095	581	1	ATP6V0C,AMDHD2	NTN3,TBC1D24,PDPK1,CEMP1,MIR3178	AMDHD2	NTN3	0.7246	581	1
2_MACS_peak_16682_lociStitched	chr2	175456574	175464427	2	7693	25096.6174	582	1	WIPF1		WIPF1	WIPF1	0.3024	582	1
1_MACS_peak_21091_lociStitched	chr4	1712815	1715949	1	3135	25092.0576	583	1	SLBP	TACC3,FAM53A,TMEM129	SLBP	TMEM129	2.3172	583	1
1_MACS_peak_24308_lociStitched	chr6	30683765	30690583	1	6819	25082.7402	584	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.7317	584	1
4_MACS_peak_10031_lociStitched	chr16	2198157	2206666	4	7959	25076.023	585	1	RAB26,TRAF7,SNORD60	MLST8,PKD1,MIR3180-5,CASKIN1	SNORD60	SNORD60	2.3292	585	1
2_MACS_peak_29184_lociStitched	chr9	99178954	99183528	2	4553	25038.076	586	1	ZNF367	HABP4,SLC35D2	ZNF367	ZNF367	0.6411	586	1
5_MACS_peak_17921_lociStitched	chr20	46114740	46132169	5	11977	25021.0724	587	1	NCOA3		NCOA3	NCOA3	0.172	587	1
3_MACS_peak_1864_lociStitched	chr1	155212879	155225679	3	5226	25004.8	588	1	GBA,FAM189B	MIR92B,MTX1,HCN3,THBS3,GBAP1,GBA,SCAMP3,CLK2,PKLR	GBA	MIR92B	2.533	588	1
5_MACS_peak_3045_lociStitched	chr10	5617730	5632884	5	14338	24996.523	589	1			CALML3	CALML3	NONE	589	1
3_MACS_peak_9971_lociStitched	chr16	685114	700576	3	7316	24972.6762	590	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	1.2051	590	1
1_MACS_peak_11484_lociStitched	chr17	8148963	8154205	1	5243	24970.7912	591	1	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	C17orf68	1.2106	591	1
1_MACS_peak_28048_lociStitched	chr8	102215330	102219646	1	4317	24966.3336	592	1	ZNF706		ZNF706	ZNF706	1.3775	592	1
3_MACS_peak_15136_lociStitched	chr2	8676842	8686601	3	9426	24937.1727	593	1			ID2	ID2	NONE	593	1
1_MACS_peak_19418_lociStitched	chr3	13050365	13061540	1	11176	24918.015	594	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.262	594	1
4_MACS_peak_16093_lociStitched	chr2	97192195	97205229	4	6943	24914.491	595	1	ARID5A	NEURL3	ARID5A	ARID5A	0.8503	595	1
1_MACS_peak_22718_lociStitched	chr5	56109910	56113406	1	3497	24913.8944	596	1	MAP3K1		MAP3K1	MAP3K1	0.345	596	1
1_MACS_peak_1425_lociStitched	chr1	111172659	111180715	1	8057	24906.7352	597	1		KCNA2,KCNA3	KCNA2	KCNA3	0.625	597	1
1_MACS_peak_2746_lociStitched	chr1	228268437	228272424	1	3988	24823.8594	598	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	ARF1	1.2777	598	1
1_MACS_peak_1926_lociStitched	chr1	156695780	156699448	1	3669	24750.5636	599	1	C1orf66,ISG20L2	PRCC,NES,CRABP2,MRPL24,HDGF	ISG20L2	NES	3.2981	599	1
6_MACS_peak_13557_lociStitched	chr19	2254750	2274058	6	9532	24748.9944	600	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	2.4882	600	1
2_MACS_peak_3960_lociStitched	chr10	102819875	102827807	2	4976	24740.7012	601	1	KAZALD1	SFXN3,PDZD7	KAZALD1	KAZALD1	1.745	601	1
2_MACS_peak_43_lociStitched	chr1	1439837	1450038	2	5865	24723.1436	602	1	ATAD3A	ATAD3B,C1orf70	ATAD3A	ATAD3A	0.7482	602	1
3_MACS_peak_3643_lociStitched	chr10	74055238	74064015	3	7483	24690.5787	603	1		DDIT4	DDIT4	DDIT4	1.4874	603	1
2_MACS_peak_23549_lociStitched	chr5	154133168	154137341	2	4124	24685.7988	604	1	LARP1		LARP1	LARP1	0.2978	604	1
3_MACS_peak_5604_lociStitched	chr11	117868192	117884641	3	14304	24668.5653	605	1	IL10RA		IL10RA	IL10RA	1.0972	605	1
2_MACS_peak_11175_lociStitched	chr16	87984031	87991448	2	4744	24658.5582	606	1	BANP	BANP,CA5A	BANP	BANP	0.3701	606	1
2_MACS_peak_23778_lociStitched	chr5	176554363	176562528	2	4383	24646.0525	607	1	NSD1	FGFR4	NSD1	NSD1	0.2712	607	1
1_MACS_peak_22876_lociStitched	chr5	75697093	75701579	1	4487	24640.2522	608	1	IQGAP2		IQGAP2	IQGAP2	0.1837	608	1
1_MACS_peak_24717_lociStitched	chr6	64281464	64284342	1	2879	24583.0126	609	1	PTP4A1		PTP4A1	PTP4A1	1.1754	609	1
1_MACS_peak_5740_lociStitched	chr11	126221987	126227049	1	5063	24564.3674	610	1	ST3GAL4,FLJ39051	DCPS	FLJ39051	FLJ39051	1.1949	610	1
3_MACS_peak_26594_lociStitched	chr7	101921170	101935590	3	11062	24485.16	611	1	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	1.196	611	1
2_MACS_peak_2046_lociStitched	chr1	161694880	161700905	2	4691	24476.5625	612	1	FCRLB	FCRLA,DUSP12,ATF6,RPL31P11	FCRLB	FCRLB	1.7104	612	1
1_MACS_peak_3936_lociStitched	chr10	101379127	101382215	1	3089	24476.1056	613	1	SLC25A28	ENTPD7	SLC25A28	SLC25A28	1.2861	613	1
1_MACS_peak_1454_lociStitched	chr1	113160492	113164768	1	4277	24461.7132	614	1	CAPZA1,ST7L		CAPZA1	CAPZA1	0.4725	614	1
4_MACS_peak_27223_lociStitched	chr8	12366200	12382247	4	10484	24455.628	615	1			FAM86B2	FAM86B2	NONE	615	1
1_MACS_peak_18143_lociStitched	chr20	61369609	61373377	1	3769	24446.0304	616	1	NTSR1		NTSR1	NTSR1	0.5111	616	1
1_MACS_peak_1583_lociStitched	chr1	143911726	143916477	1	4752	24437.7187	617	1	SRGAP2P2,FAM72D		FAM72D	FAM72D	0.9889	617	1
1_MACS_peak_3111_lociStitched	chr10	11216999	11223314	1	6316	24430.209	618	1	CELF2		CELF2	CELF2	0.3622	618	1
1_MACS_peak_17599_lociStitched	chr20	30945001	30947784	1	2784	24411.3628	619	1	ASXL1		ASXL1	ASXL1	1.0854	619	1
1_MACS_peak_17177_lociStitched	chr2	232476706	232480748	1	4043	24383.365	620	1		C2orf57	C2orf57	C2orf57	0.1171	620	1
1_MACS_peak_2938_lociStitched	chr1	244995960	244999818	1	3859	24379.0878	621	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	1.2823	621	1
5_MACS_peak_30124_lociStitched	chrX	48768128	48782059	5	11707	24362.5328	622	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.5143	622	1
1_MACS_peak_3209_lociStitched	chr10	17268664	17273332	1	4669	24272.1996	623	1	VIM	TRDMT1	VIM	VIM	1.3234	623	1
3_MACS_peak_4474_lociStitched	chr11	8703231	8711189	3	6620	24265.5336	624	1	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	SNORA45	2.4103	624	1
1_MACS_peak_1615_lociStitched	chr1	145434366	145441081	1	6716	24239.1355	625	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	1.8637	625	1
1_MACS_peak_2703_lociStitched	chr1	226127477	226133874	1	6398	24227.9978	626	1	LEFTY2	PYCR2	LEFTY2	LEFTY2	1.7659	626	1
1_MACS_peak_1611_lociStitched	chr1	145208311	145210774	1	2464	24220.6494	627	1	NOTCH2NL		NOTCH2NL	NOTCH2NL	0.5461	627	1
1_MACS_peak_26447_lociStitched	chr7	92461102	92466549	1	5448	24217.9067	628	1	CDK6		CDK6	CDK6	0.2786	628	1
2_MACS_peak_11782_lociStitched	chr17	29636581	29648906	2	12262	24202.6025	629	1	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.9691	629	1
1_MACS_peak_4491_lociStitched	chr11	9779279	9782376	1	3098	24174.2529	630	1	LOC283104,LOC440028		LOC440028	LOC440028	1.7047	630	1
2_MACS_peak_12937_lociStitched	chr18	9060468	9074464	2	11224	24171.092	631	1		NDUFV2	NDUFV2	NDUFV2	0.6927	631	1
1_MACS_peak_17888_lociStitched	chr20	44562207	44564566	1	2360	24168.6627	632	1	PCIF1	CTSA,C20orf165,NEURL2,PLTP,ZNF335	PCIF1	C20orf165	2.5189	632	1
1_MACS_peak_28261_lociStitched	chr8	125485529	125488464	1	2936	24152.9955	633	1	RNF139	TRMT12	RNF139	RNF139	1.1012	633	1
3_MACS_peak_14988_lociStitched	chr19	56151779	56167989	3	8611	24141.553	634	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	CCDC106	1.3346	634	1
1_MACS_peak_8385_lociStitched	chr14	81421100	81427769	1	6670	24111.7695	635	1	TSHR	C14orf145	TSHR	TSHR	0.2065	635	1
1_MACS_peak_23081_lociStitched	chr5	107716142	107718975	1	2834	24073.1342	636	1	FBXL17		FBXL17	FBXL17	0.078	636	1
1_MACS_peak_1616_lociStitched	chr1	145448548	145457356	1	8809	24066.0984	637	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	TXNIP	TXNIP	1.8637	637	1
1_MACS_peak_28087_lociStitched	chr8	103874022	103877580	1	3559	24063.4656	638	1	AZIN1		AZIN1	AZIN1	0.5977	638	1
1_MACS_peak_17975_lociStitched	chr20	48806502	48810266	1	3765	24060.2408	639	1	CEBPB	TMEM189-UBE2V1	CEBPB	CEBPB	2.1311	639	1
1_MACS_peak_10501_lociStitched	chr16	28833223	28836295	1	3073	24050.0736	640	1	ATXN2L	SH2B1,TUFM	ATXN2L	ATXN2L	1.0561	640	1
1_MACS_peak_27415_lociStitched	chr8	29385516	29390450	1	4935	24041.9018	641	1			DUSP4	DUSP4	1.3226	641	1
1_MACS_peak_13400_lociStitched	chr18	72263644	72266527	1	2884	24020.5794	642	1	LOC400657		LOC400657	LOC400657	1.5585	642	1
3_MACS_peak_14072_lociStitched	chr19	16474976	16484537	3	8485	24013.4076	643	1	EPS15L1	KLF2	KLF2	KLF2	1.5102	643	1
2_MACS_peak_15618_lociStitched	chr2	47204843	47214526	2	7706	24012.8717	644	1	TTC7A	MCFD2	MCFD2	MCFD2	0.2531	644	1
4_MACS_peak_14056_lociStitched	chr19	16221442	16231821	4	8649	24007.6649	645	1	RAB8A	TPM4,HSH2D	RAB8A	TPM4	1.0065	645	1
2_MACS_peak_4078_lociStitched	chr10	112255124	112264741	2	9610	24005.9554	646	1	DUSP5		DUSP5	DUSP5	1.1303	646	1
2_MACS_peak_22559_lociStitched	chr5	32206004	32212507	2	6422	24005.1742	647	1		GOLPH3	GOLPH3	GOLPH3	0.7143	647	1
1_MACS_peak_27553_lociStitched	chr8	42395755	42398215	1	2461	23990.412	648	1	C8orf40,SLC20A2		C8orf40	C8orf40	1.1648	648	1
1_MACS_peak_13327_lociStitched	chr18	56806625	56812073	1	5449	23981.5512	649	1	SEC11C		SEC11C	SEC11C	0.9058	649	1
3_MACS_peak_10759_lociStitched	chr16	56964242	56974051	3	6108	23973.196	650	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.204	650	1
2_MACS_peak_25010_lociStitched	chr6	108878329	108887002	2	6882	23970.4374	651	1	FOXO3		FOXO3	FOXO3	0.306	651	1
1_MACS_peak_13061_lociStitched	chr18	20712371	20717508	1	5138	23969.242	652	1	CABLES1	CABLES1	CABLES1	CABLES1	0.4917	652	1
3_MACS_peak_24053_lociStitched	chr6	15244669	15257199	3	9158	23951.095	653	1	JARID2		JARID2	JARID2	0.2001	653	1
1_MACS_peak_7983_lociStitched	chr14	50098650	50103137	1	4488	23943.0807	654	1	C14orf104	PPIL5,MGAT2,RPS29,RPL36AL	C14orf104	C14orf104	1.9519	654	1
1_MACS_peak_13208_lociStitched	chr18	45456020	45458673	1	2654	23940.4067	655	1	SMAD2		SMAD2	SMAD2	0.2747	655	1
1_MACS_peak_14595_lociStitched	chr19	44257421	44262783	1	5363	23907.5494	656	1	C19orf61	IRGC,KCNN4,LYPD5	C19orf61	KCNN4	1.4019	656	1
3_MACS_peak_2765_lociStitched	chr1	228666560	228676665	3	6415	23889.2305	657	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	RNF187	1.1552	657	1
3_MACS_peak_2048_lociStitched	chr1	161708155	161720879	3	8034	23871.4964	658	1	DUSP12	FCRLA,FCRLB,ATF6	DUSP12	FCRLB	1.7104	658	1
3_MACS_peak_17052_lociStitched	chr2	219260089	219272483	3	7217	23838.6196	659	1	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	MIR26B	MIR26B	1.6279	659	1
1_MACS_peak_13221_lociStitched	chr18	46358140	46363365	1	5226	23838.0175	660	1	KIAA0427		SMAD7	SMAD7	1.4427	660	1
2_MACS_peak_27357_lociStitched	chr8	26428936	26437002	2	4929	23820.5112	661	1	DPYSL2		DPYSL2	DPYSL2	0.2714	661	1
