REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_13510_lociStitched	chr19	1400571	1413738	3	5564	31823.3223	621	1	DAZAP1,GAMT	MUM1,NDUFS7,RPS15,APC2	DAZAP1	DAZAP1	1.1693	621	1
2_MACS_peak_17990_lociStitched	chr20	49569354	49576253	2	6888	26130.6524	622	1	MOCS3,DPM1	ADNP	DPM1	DPM1	1.5891	622	1
3_MACS_peak_464_lociStitched	chr1	23916537	23928891	3	7625	21441.6024	625	1		MDS2,ID3	MDS2	ID3	1.833	625	1
1_MACS_peak_21245_lociStitched	chr4	10093874	10101217	1	7344	23256.0153	627	1	WDR1	MIR3138	MIR3138	MIR3138	0.0839	627	1
3_MACS_peak_17052_lociStitched	chr2	219260089	219272483	3	7217	23838.6196	629	1	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	MIR26B	MIR26B	1.6279	629	1
2_MACS_peak_4994_lociStitched	chr11	65238020	65246128	2	5705	30812.0216	631	1		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	5.9254	631	1
1_MACS_peak_22612_lociStitched	chr5	39073093	39078908	1	5816	30265.3305	633	1	RICTOR		RICTOR	RICTOR	0.239	633	1
4_MACS_peak_16093_lociStitched	chr2	97192195	97205229	4	6943	24914.491	639	1	ARID5A	NEURL3	ARID5A	ARID5A	0.8503	639	1
2_MACS_peak_17309_lociStitched	chr2	241517659	241527211	2	7285	22693.6416	644	1	RNPEPL1,CAPN10	DUSP28,GPR35,ANKMY1	CAPN10	DUSP28	2.9086	644	1
1_MACS_peak_18093_lociStitched	chr20	56252951	56258800	1	5850	29798.3154	646	1	PMEPA1		PMEPA1	PMEPA1	0.6914	646	1
2_MACS_peak_28947_lociStitched	chr9	73027041	73036351	2	5892	29521.079	648	1	KLF9		KLF9	KLF9	0.491	648	1
1_MACS_peak_11909_lociStitched	chr17	36857283	36862955	1	5673	30351.4392	649	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.0445	649	1
1_MACS_peak_5155_lociStitched	chr11	69061330	69067331	1	6002	29054.4416	650	1	MYEOV		MYEOV	MYEOV	2.3153	650	1
1_MACS_peak_24308_lociStitched	chr6	30683765	30690583	1	6819	25082.7402	655	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.7317	655	1
3_MACS_peak_13578_lociStitched	chr19	2541578	2553392	3	7114	23323.1988	657	1	GNG7		GADD45B	GADD45B	NONE	657	1
1_MACS_peak_14050_lociStitched	chr19	15574175	15581221	1	7047	23687.9474	659	1	RASAL3,PGLYRP2	MIR1470,CYP4F22,AKAP8L,WIZ	RASAL3	RASAL3	1.0851	659	1
2_MACS_peak_24472_lociStitched	chr6	36559062	36565472	2	6018	28774.49	660	1	SRSF3	STK38,MIR3925	SRSF3	SRSF3	1.5696	660	1
2_MACS_peak_2209_lociStitched	chr1	179049365	179058340	2	5754	29764.69	661	1	TOR3A		TOR3A	TOR3A	1.3389	661	1
3_MACS_peak_12820_lociStitched	chr17	80249983	80259428	3	5611	30198.4985	666	1		CSNK1D,CD7,SECTM1	CD7	SECTM1	0.6481	666	1
3_MACS_peak_9795_lociStitched	chr15	90721475	90736137	3	7290	21897.697	667	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.5531	667	1
2_MACS_peak_4076_lociStitched	chr10	112216804	112225898	2	7070	22899.6014	677	1		DUSP5	DUSP5	DUSP5	1.1303	677	1
2_MACS_peak_25010_lociStitched	chr6	108878329	108887002	2	6882	23970.4374	679	1	FOXO3		FOXO3	FOXO3	0.306	679	1
2_MACS_peak_14751_lociStitched	chr19	48946429	48954098	2	7302	21191.7477	681	1	GRIN2D,GRWD1	KCNJ14,CYTH2	GRWD1	GRWD1	1.2521	681	1
2_MACS_peak_29557_lociStitched	chr9	131445509	131453054	2	7135	22269.0675	682	1	SET	PKN3,WDR34,ZDHHC12	SET	SET	1.0281	682	1
4_MACS_peak_4835_lociStitched	chr11	60672844	60683888	4	7224	21344.7388	690	1	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.7503	690	1
1_MACS_peak_8222_lociStitched	chr14	69257934	69263484	1	5551	29630.895	691	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	2.0087	691	1
2_MACS_peak_12199_lociStitched	chr17	47463310	47472668	2	6146	27140.0716	694	1		ZNF652,PHB	PHB	ZNF652	0.2528	694	1
1_MACS_peak_1615_lociStitched	chr1	145434366	145441081	1	6716	24239.1355	695	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	1.8637	695	1
1_MACS_peak_13933_lociStitched	chr19	12720822	12726382	1	5561	29264.504	702	1	ZNF791,ZNF490		ZNF791	ZNF791	1.0914	702	1
1_MACS_peak_8385_lociStitched	chr14	81421100	81427769	1	6670	24111.7695	705	1	TSHR	C14orf145	TSHR	TSHR	0.2065	705	1
3_MACS_peak_4474_lociStitched	chr11	8703231	8711189	3	6620	24265.5336	706	1	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	SNORA45	2.4103	706	1
4_MACS_peak_30800_lociStitched	chrX	153706537	153720078	4	6862	22754.2964	709	1	LAGE3,UBL4A,SLC10A3	ATP6AP1,GDI1,FAM50A,PLXNA3,FAM3A	UBL4A	UBL4A	1.7009	709	1
2_MACS_peak_5544_lociStitched	chr11	113947805	113958626	2	7069	21426.6621	711	1	ZBTB16		ZBTB16	ZBTB16	0.4283	711	1
2_MACS_peak_22270_lociStitched	chr4	185201639	185209985	2	6094	26677.1544	713	1			ENPP6	ENPP6	NONE	713	1
2_MACS_peak_2809_lociStitched	chr1	230255596	230262851	2	7056	21313.739	714	1	GALNT2		GALNT2	GALNT2	0.3574	714	1
3_MACS_peak_28664_lociStitched	chr9	21986889	21996897	3	5791	27632.088	720	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	CDKN2A	0.7832	720	1
3_MACS_peak_13859_lociStitched	chr19	10675406	10683358	3	5996	26238.4192	727	1	KRI1,CDKN2D,AP1M2	ATG4D,MIR1238,SLC44A2,S1PR5	CDKN2D	CDKN2D	2.1627	727	1
1_MACS_peak_2703_lociStitched	chr1	226127477	226133874	1	6398	24227.9978	728	1	LEFTY2	PYCR2	LEFTY2	LEFTY2	1.7659	728	1
2_MACS_peak_13496_lociStitched	chr19	1167157	1174984	2	5818	26975.7555	729	1	SBNO2	STK11,SBNO2	SBNO2	SBNO2	0.723	729	1
2_MACS_peak_22559_lociStitched	chr5	32206004	32212507	2	6422	24005.1742	730	1		GOLPH3	GOLPH3	GOLPH3	0.7143	730	1
1_MACS_peak_3111_lociStitched	chr10	11216999	11223314	1	6316	24430.209	734	1	CELF2		CELF2	CELF2	0.2401	734	1
1_MACS_peak_1303_lociStitched	chr1	92947882	92954312	1	6431	23819.292	735	1	GFI1		GFI1	GFI1	1.2833	735	1
3_MACS_peak_2765_lociStitched	chr1	228666560	228676665	3	6415	23889.2305	737	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	RNF187	1.1552	737	1
2_MACS_peak_9553_lociStitched	chr15	75491537	75497347	2	5779	26450.606	752	1	C15orf39		C15orf39	C15orf39	1.4118	752	1
2_MACS_peak_62_lociStitched	chr1	1820976	1829553	2	6345	23155.3269	762	1	GNB1	CALML6,TMEM52	GNB1	CALML6	0.3803	762	1
3_MACS_peak_10759_lociStitched	chr16	56964242	56974051	3	6108	23973.196	772	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.204	772	1
2_MACS_peak_9561_lociStitched	chr15	75742625	75748946	2	6254	22742.3259	787	1	SIN3A		SIN3A	SIN3A	0.3809	787	1
2_MACS_peak_43_lociStitched	chr1	1439837	1450038	2	5865	24723.1436	788	1	ATAD3A	ATAD3B,C1orf70	ATAD3A	ATAD3A	0.7482	788	1
2_MACS_peak_13895_lociStitched	chr19	11484488	11493847	2	5617	25770.9424	791	1	C19orf39,EPOR	CCDC159,LPPR2,RAB3D,TMEM205,RGL3	C19orf39	C19orf39	1.4618	791	1
1_MACS_peak_16304_lociStitched	chr2	114643378	114649458	1	6081	23304.64	803	1	ACTR3		ACTR3	ACTR3	0.3338	803	1
1_MACS_peak_13230_lociStitched	chr18	46474335	46479943	1	5609	25412.0912	808	1	SMAD7	SMAD7	SMAD7	SMAD7	1.4427	808	1
2_MACS_peak_13608_lociStitched	chr19	3060862	3067092	2	6030	23090.872	817	1	AES	GNA11,TLE2	AES	AES	1.2577	817	1
1_MACS_peak_14693_lociStitched	chr19	47216766	47222971	1	6206	21838.4975	826	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	PRKD2	0.5068	826	1
2_MACS_peak_8721_lociStitched	chr14	105390488	105400656	2	6229	21303.9936	834	1	PLD4	AHNAK2	PLD4	PLD4	1.2191	834	1
3_MACS_peak_23767_lociStitched	chr5	175962292	175971375	3	6054	22100.7556	838	1	CDHR2,RNF44	CDHR2	RNF44	RNF44	0.7278	838	1
1_MACS_peak_10834_lociStitched	chr16	66581981	66587893	1	5913	22395.2472	855	1	CKLF,TK2	CMTM1,CMTM2	TK2	TK2	1.6701	855	1
1_MACS_peak_28377_lociStitched	chr8	134579592	134585710	1	6119	21252.7084	856	1	ST3GAL1		ST3GAL1	ST3GAL1	0.4088	856	1
2_MACS_peak_18250_lociStitched	chr21	19186638	19192628	2	5904	22280.404	861	1	C21orf91		C21orf91	C21orf91	1.3437	861	1
2_MACS_peak_7147_lociStitched	chr12	124936817	124943278	2	5792	22360.2288	877	1	NCOR2		NCOR2	NCOR2	0.2752	877	1
2_MACS_peak_8548_lociStitched	chr14	94474392	94481423	2	5756	22440.8427	882	1	C14orf48	C14orf48,OTUB2	C14orf48	C14orf48	1.4094	882	1
3_MACS_peak_24376_lociStitched	chr6	33167273	33176891	3	5601	23184.189	884	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	HSD17B8	1.9112	884	1
1_MACS_peak_24162_lociStitched	chr6	26155295	26160995	1	5701	22101.18	909	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	HIST1H2BF	3.4237	909	1
2_MACS_peak_4367_lociStitched	chr11	804409	812093	2	5589	21950.8828	936	1	RPLP2,SNORA52,LRDD	PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,CEND1,SLC25A22,POLR2L	RPLP2	RPLP2	1.6997	936	1
3_MACS_peak_18830_lociStitched	chr22	31884788	31893413	3	5658	21496.95	940	1	SFI1,EIF4ENIF1		SFI1	SFI1	0.108	940	1
