REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_11097_lociStitched	chr16	84142489	84151843	2	7557	27115.3752	585	1	MBTPS1	LRRC50,HSDL1	MBTPS1	585	1
2_MACS_peak_13572_lociStitched	chr19	2468772	2480441	2	7556	19040.3073	586	1	GADD45B	TIMM13,LMNB2	GADD45B	586	1
2_MACS_peak_23866_lociStitched	chr5	180667506	180675280	2	7545	19504.966	587	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	587	1
2_MACS_peak_14779_lociStitched	chr19	49463934	49471951	2	7537	32415.1361	588	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	588	1
3_MACS_peak_17673_lociStitched	chr20	32988168	32996354	3	7531	14196.9798	589	1	ITCH		ITCH	589	1
1_MACS_peak_5921_lociStitched	chr12	4378006	4385531	1	7526	19168.4325	590	1	CCND2	C12orf5	CCND2	590	1
3_MACS_peak_24670_lociStitched	chr6	52392615	52403710	3	7526	12676.0375	591	1	TRAM2		TRAM2	591	1
3_MACS_peak_5751_lociStitched	chr11	126567024	126574995	3	7525	23482.566	592	1	KIRREL3		MIR3167	592	1
3_MACS_peak_12636_lociStitched	chr17	75079706	75092727	3	7524	15834.8381	593	1	C17orf86,SCARNA16	SEC14L1	SCARNA16	593	1
2_MACS_peak_14488_lociStitched	chr19	40647306	40655156	2	7519	12607.885	594	1		MAP3K10	MAP3K10	594	1
4_MACS_peak_21703_lociStitched	chr4	84130729	84143101	4	7516	9554.8956	595	1			COQ2	595	1
2_MACS_peak_1175_lociStitched	chr1	68638685	68646650	2	7487	11663.1495	596	1	WLS	MIR1262	MIR1262	596	1
3_MACS_peak_3643_lociStitched	chr10	74055238	74064015	3	7483	24690.5787	597	1		DDIT4	DDIT4	597	1
2_MACS_peak_24968_lociStitched	chr6	106439540	106447296	2	7472	27315.8564	598	1			PRDM1	598	1
2_MACS_peak_22052_lociStitched	chr4	144277281	144284826	2	7469	15785.649	599	1	GAB1		GAB1	599	1
6_MACS_peak_12952_lociStitched	chr18	9701297	9717423	6	7468	14606.9308	600	1	RAB31		RAB31	600	1
4_MACS_peak_27198_lociStitched	chr8	11413318	11426460	4	7460	14038.2844	601	1	BLK		BLK	601	1
4_MACS_peak_8814_lociStitched	chr15	21967307	21981225	4	7450	11348.7372	602	1		LOC646214,CXADRP2	LOC646214	602	1
5_MACS_peak_23734_lociStitched	chr5	173333772	173345539	5	7442	7252.0021	603	1	CPEB4		CPEB4	603	1
6_MACS_peak_16904_lociStitched	chr2	202083863	202101960	6	7428	12930.3065	604	1	CASP10,CASP8	CASP8	CASP8	604	1
2_MACS_peak_20611_lociStitched	chr3	150315579	150323085	2	7424	20220.4134	605	1	SELT		SELT	605	1
2_MACS_peak_22393_lociStitched	chr5	1791242	1802484	2	7422	25662.1134	606	1	NDUFS6,MRPL36		MRPL36	606	1
2_MACS_peak_17928_lociStitched	chr20	46386524	46397932	2	7413	11447.928	607	1	SULF2		SULF2	607	1
5_MACS_peak_10413_lociStitched	chr16	23370387	23382913	5	7399	9845.436	608	1	SCNN1B		SCNN1B	608	1
2_MACS_peak_2384_lociStitched	chr1	200986420	200995225	2	7393	15971.3895	609	1	KIF21B		KIF21B	609	1
3_MACS_peak_26334_lociStitched	chr7	76015969	76027551	3	7390	20227.963	610	1	ZP3,SRCRB4D	ZP3,YWHAG	ZP3	610	1
1_MACS_peak_9420_lociStitched	chr15	68496159	68503537	1	7379	13257.5282	611	1	CALML4,CLN6		CALML4	611	1
3_MACS_peak_28404_lociStitched	chr8	141598423	141608602	3	7376	10357.1325	612	1	EIF2C2		EIF2C2	612	1
2_MACS_peak_30772_lociStitched	chrX	153245066	153253004	2	7372	32236.218	613	1	TMEM187,MIR3202-1,MIR3202-2	NAA10,RENBP,HCFC1,IRAK1,MIR718	MIR3202-2	613	1
2_MACS_peak_19281_lociStitched	chr22	50906690	50914262	2	7368	17113.4772	614	1	SBF1	ADM2,MIOX,NCAPH2,LMF2,SCO2	SBF1	614	1
3_MACS_peak_26862_lociStitched	chr7	137664742	137673242	3	7361	10472.85	615	1	CREB3L2		CREB3L2	615	1
3_MACS_peak_13873_lociStitched	chr19	10978108	10990908	3	7361	20000	616	1	C19orf38,CARM1	C19orf52,MIR199A1,TMED1,YIPF2	CARM1	616	1
1_MACS_peak_154_lociStitched	chr1	6976889	6984245	1	7357	17496.9816	617	1	CAMTA1		CAMTA1	617	1
4_MACS_peak_19005_lociStitched	chr22	39416149	39426547	4	7353	13008.9378	618	1	APOBEC3D	APOBEC3B,APOBEC3C,APOBEC3F,APOBEC3G	APOBEC3D	618	1
5_MACS_peak_29098_lociStitched	chr9	93791287	93801695	5	7353	27188.8184	619	1		LOC100129316	LOC100129316	619	1
1_MACS_peak_21245_lociStitched	chr4	10093874	10101217	1	7344	23256.0153	620	1	WDR1	MIR3138	MIR3138	620	1
1_MACS_peak_8432_lociStitched	chr14	89891366	89898700	1	7335	20037.2214	621	1	FOXN3	LOC400236,FOXN3	LOC400236	621	1
2_MACS_peak_27423_lociStitched	chr8	29488738	29500489	2	7329	9821.4858	622	1			C8orf75	622	1
3_MACS_peak_9971_lociStitched	chr16	685114	700576	3	7316	24972.6762	623	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	623	1
3_MACS_peak_28306_lociStitched	chr8	126613285	126621272	3	7311	8735.3819	624	1			TRIB1	624	1
2_MACS_peak_14751_lociStitched	chr19	48946429	48954098	2	7302	21191.7477	625	1	GRIN2D,GRWD1	KCNJ14,CYTH2	GRWD1	625	1
5_MACS_peak_25401_lociStitched	chr6	157166494	157174880	5	7299	6674.4174	626	1	ARID1B		ARID1B	626	1
3_MACS_peak_10582_lociStitched	chr16	30477350	30486864	3	7296	15423.1454	627	1	ITGAL	DCTPP1,SEPHS2	ITGAL	627	1
3_MACS_peak_23442_lociStitched	chr5	142778083	142785766	3	7292	43249.9119	628	1	NR3C1		NR3C1	628	1
3_MACS_peak_17913_lociStitched	chr20	46038837	46047020	3	7291	15780.0972	629	1			ZMYND8	629	1
3_MACS_peak_9795_lociStitched	chr15	90721475	90736137	3	7290	21897.697	630	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	630	1
2_MACS_peak_17309_lociStitched	chr2	241517659	241527211	2	7285	22693.6416	631	1	RNPEPL1,CAPN10	DUSP28,GPR35,ANKMY1	CAPN10	631	1
2_MACS_peak_13778_lociStitched	chr19	7980427	7991355	2	7285	41277.2416	632	1	LOC645781,SNAPC2,CTXN1	LRRC8E,MAP2K7,FLJ22184,LOC388499,TIMM44	SNAPC2	632	1
3_MACS_peak_29405_lociStitched	chr9	123630429	123641243	3	7283	35479.6526	633	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	633	1
2_MACS_peak_11300_lociStitched	chr17	1618206	1628962	2	7282	29754.3228	634	1	WDR81,C17orf91	SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	634	1
1_MACS_peak_18028_lociStitched	chr20	52351701	52358980	1	7280	25185.34	635	1			SUMO1P1	635	1
4_MACS_peak_17229_lociStitched	chr2	235391866	235406698	4	7278	12267.5472	636	1	ARL4C		ARL4C	636	1
3_MACS_peak_3622_lociStitched	chr10	73484846	73496517	3	7271	35377.1352	637	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	637	1
1_MACS_peak_18997_lociStitched	chr22	39146124	39153391	1	7268	30243.8006	638	1	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	638	1
3_MACS_peak_19778_lociStitched	chr3	48506653	48521673	3	7266	20572.894	639	1	ATRIP,TREX1,SHISA5	CCDC72,PLXNB1,CCDC51	TREX1	639	1
1_MACS_peak_15108_lociStitched	chr2	5834766	5842002	1	7237	26125.578	640	1	SOX11		SOX11	640	1
3_MACS_peak_14443_lociStitched	chr19	39338808	39348948	3	7234	47700.588	641	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	641	1
4_MACS_peak_17940_lociStitched	chr20	47433056	47445697	4	7234	12351.5211	642	1	PREX1		PREX1	642	1
2_MACS_peak_19269_lociStitched	chr22	50623333	50631207	2	7231	27986.5582	643	1	TRABD	MOV10L1,PANX2,SELO	TRABD	643	1
4_MACS_peak_1587_lociStitched	chr1	143991752	144001954	4	7224	11002.857	644	1	SRGAP2P2		SRGAP2P2	644	1
4_MACS_peak_4835_lociStitched	chr11	60672844	60683888	4	7224	21344.7388	645	1	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	645	1
3_MACS_peak_13546_lociStitched	chr19	2049502	2062686	3	7219	32414.1824	646	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	646	1
3_MACS_peak_17052_lociStitched	chr2	219260089	219272483	3	7217	23838.6196	647	1	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	MIR26B	647	1
1_MACS_peak_10942_lociStitched	chr16	70553587	70560800	1	7214	32770.8229	648	1	SF3B3,COG4	SNORD111B,MIR3647,SNORD111	COG4	648	1
3_MACS_peak_18746_lociStitched	chr22	26984422	26992190	3	7211	12163.1344	649	1	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	649	1
4_MACS_peak_21431_lociStitched	chr4	40302629	40312491	4	7210	8978.3648	650	1		CHRNA9	CHRNA9	650	1
1_MACS_peak_26646_lociStitched	chr7	104766186	104773383	1	7198	16714.3128	651	1	SRPK2		MLL5	651	1
6_MACS_peak_2499_lociStitched	chr1	206938909	206948198	6	7189	7202.6906	652	1	IL10	IL19	IL10	652	1
3_MACS_peak_21441_lociStitched	chr4	40622805	40633843	3	7186	16683.937	653	1	RBM47		RBM47	653	1
5_MACS_peak_10779_lociStitched	chr16	57569412	57579254	5	7183	16881.9826	654	1	GPR114,CCDC102A	DOK4	GPR114	654	1
2_MACS_peak_11324_lociStitched	chr17	2294912	2306046	2	7170	35743.4802	655	1	MNT	LOC284009	MNT	655	1
2_MACS_peak_11685_lociStitched	chr17	21198098	21205581	2	7168	6921.0267	656	1	MAP2K3	C17orf103	MAP2K3	656	1
2_MACS_peak_9468_lociStitched	chr15	72518677	72530146	2	7166	15320.2902	657	1	PKM2	GRAMD2,PARP6	PKM2	657	1
1_MACS_peak_13525_lociStitched	chr19	1646922	1654084	1	7163	68649.9186	658	1	TCF3	UQCR11	TCF3	658	1
4_MACS_peak_322_lociStitched	chr1	15668036	15683900	4	7161	11504.5728	659	1	FHAD1		EFHD2	659	1
3_MACS_peak_12776_lociStitched	chr17	79366747	79374222	3	7152	26735.8325	660	1	BAHCC1	MIR3186	BAHCC1	660	1
4_MACS_peak_24900_lociStitched	chr6	91180998	91189213	4	7146	12790.755	661	1			MAP3K7	661	1
1_MACS_peak_2863_lociStitched	chr1	234741636	234748776	1	7141	45022.698	662	1	IRF2BP2	NCRNA00184	IRF2BP2	662	1
2_MACS_peak_29557_lociStitched	chr9	131445509	131453054	2	7135	22269.0675	663	1	SET	PKN3,WDR34,ZDHHC12	SET	663	1
1_MACS_peak_24975_lociStitched	chr6	106610736	106617851	1	7116	26741.7275	664	1			PRDM1	664	1
2_MACS_peak_422_lociStitched	chr1	21616051	21624019	2	7116	15352.7424	665	1	ECE1	ECE1	ECE1	665	1
5_MACS_peak_27418_lociStitched	chr8	29466081	29474077	5	7116	6847.7744	666	1			C8orf75	666	1
3_MACS_peak_13578_lociStitched	chr19	2541578	2553392	3	7114	23323.1988	667	1	GNG7		GADD45B	667	1
6_MACS_peak_7987_lociStitched	chr14	50318642	50335626	6	7112	15572.6296	668	1	SDCCAG1	ARF6	SDCCAG1	668	1
1_MACS_peak_5215_lociStitched	chr11	72979522	72986629	1	7108	25553.9292	669	1	P2RY6	ARHGEF17	P2RY6	669	1
3_MACS_peak_17581_lociStitched	chr20	30285516	30297406	3	7105	9935.284	670	1	BCL2L1	TPX2	BCL2L1	670	1
1_MACS_peak_23497_lociStitched	chr5	149717051	149724152	1	7102	16074.5337	671	1		TCOF1,CAMK2A,ARSI	TCOF1	671	1
2_MACS_peak_28079_lociStitched	chr8	103661870	103670395	2	7098	25562.2125	672	1	KLF10		KLF10	672	1
3_MACS_peak_5529_lociStitched	chr11	113051110	113062283	3	7097	14955.0605	673	1	NCAM1		LOC100288346	673	1
1_MACS_peak_15448_lociStitched	chr2	33717581	33724673	1	7093	11259.9684	674	1	RASGRP3	RASGRP3	RASGRP3	674	1
3_MACS_peak_3740_lociStitched	chr10	81946765	81958496	3	7091	8734.9026	675	1	ANXA11		ANXA11	675	1
1_MACS_peak_19892_lociStitched	chr3	52737917	52745000	1	7084	19067.436	676	1	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	676	1
3_MACS_peak_20352_lociStitched	chr3	125553127	125562573	3	7083	14628.0756	677	1		MIR548I1	MIR548I1	677	1
5_MACS_peak_19404_lociStitched	chr3	12682208	12691396	5	7081	10011.2448	678	1	RAF1		RAF1	678	1
2_MACS_peak_4076_lociStitched	chr10	112216804	112225898	2	7070	22899.6014	679	1		DUSP5	DUSP5	679	1
2_MACS_peak_5544_lociStitched	chr11	113947805	113958626	2	7069	21426.6621	680	1	ZBTB16		ZBTB16	680	1
3_MACS_peak_5207_lociStitched	chr11	72862059	72870924	3	7067	14727.4245	681	1		FCHSD2	FCHSD2	681	1
2_MACS_peak_22428_lociStitched	chr5	6708109	6715232	2	7063	29331.8017	682	1	PAPD7	PAPD7	PAPD7	682	1
1_MACS_peak_19385_lociStitched	chr3	10260689	10267748	1	7060	20373.6858	683	1	IRAK2	TATDN2	TATDN2	683	1
2_MACS_peak_15832_lociStitched	chr2	70311849	70323183	2	7060	51791.8464	684	1	PCBP1,LOC400960	LOC100133985	PCBP1	684	1
3_MACS_peak_16170_lociStitched	chr2	106405973	106416420	3	7058	17384.8527	685	1	NCK2		NCK2	685	1
2_MACS_peak_2809_lociStitched	chr1	230255596	230262851	2	7056	21313.739	686	1	GALNT2		GALNT2	686	1
1_MACS_peak_14050_lociStitched	chr19	15574175	15581221	1	7047	23687.9474	687	1	RASAL3,PGLYRP2	MIR1470,CYP4F22,AKAP8L,WIZ	RASAL3	687	1
3_MACS_peak_21638_lociStitched	chr4	77220979	77229765	3	7046	14839.554	688	1	STBD1	FAM47E	STBD1	688	1
2_MACS_peak_27726_lociStitched	chr8	66858006	66865412	2	7045	15298.5742	689	1			DNAJC5B	689	1
2_MACS_peak_11815_lociStitched	chr17	31312718	31322888	2	7041	8568.225	690	1	SPACA3		SPACA3	690	1
1_MACS_peak_60_lociStitched	chr1	1707738	1714775	1	7038	25588.6431	691	1	NADK	SLC35E2,NADK	NADK	691	1
1_MACS_peak_5199_lociStitched	chr11	72427417	72434425	1	7009	14185.5936	692	1	ARAP1	PDE2A	ARAP1	692	1
2_MACS_peak_5040_lociStitched	chr11	65902710	65910202	2	6999	14497.7692	693	1	PACS1		PACS1	693	1
3_MACS_peak_16125_lociStitched	chr2	99116900	99125040	3	6995	7804.632	694	1	INPP4A		INPP4A	694	1
1_MACS_peak_25365_lociStitched	chr6	151213557	151220549	1	6993	13057.56	695	1	MTHFD1L		MTHFD1L	695	1
2_MACS_peak_16657_lociStitched	chr2	173419073	173426505	2	6973	17538.7768	696	1	PDK1		PDK1	696	1
3_MACS_peak_1782_lociStitched	chr1	153507535	153519240	3	6963	19077.9795	697	1	S100A6,S100A5,S100A4	S100A3,S100A2	S100A5	697	1
1_MACS_peak_5568_lociStitched	chr11	115133461	115140414	1	6954	16839.4707	698	1	CADM1		CADM1	698	1
3_MACS_peak_17715_lociStitched	chr20	34677462	34688592	3	6953	9617.433	699	1		EPB41L1,LOC647979	EPB41L1	699	1
4_MACS_peak_16093_lociStitched	chr2	97192195	97205229	4	6943	24914.491	700	1	ARID5A	NEURL3	ARID5A	700	1
1_MACS_peak_1845_lociStitched	chr1	154970620	154977550	1	6931	48015.891	701	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	701	1
1_MACS_peak_8268_lociStitched	chr14	72941531	72948453	1	6923	15517.7396	702	1	RGS6		DPF3	702	1
3_MACS_peak_29314_lociStitched	chr9	114745242	114754968	3	6918	8661.003	703	1			UGCG	703	1
2_MACS_peak_19025_lociStitched	chr22	39631052	39641565	2	6915	10884.1089	704	1	PDGFB		PDGFB	704	1
2_MACS_peak_22424_lociStitched	chr5	6479851	6486907	2	6912	11563.3728	705	1	UBE2QL1		UBE2QL1	705	1
3_MACS_peak_1859_lociStitched	chr1	155156942	155165910	3	6911	28986.3696	706	1	TRIM46,MIR92B,MUC1,THBS3	SLC50A1,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MUC1	706	1
2_MACS_peak_7081_lociStitched	chr12	122145458	122152465	2	6910	11513.2017	707	1	TMEM120B	MORN3	TMEM120B	707	1
3_MACS_peak_11734_lociStitched	chr17	27219392	27230209	3	6904	14572.6624	708	1	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	708	1
2_MACS_peak_9747_lociStitched	chr15	89177069	89184089	2	6900	13481.208	709	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	709	1
4_MACS_peak_19422_lociStitched	chr3	13342368	13356434	4	6898	10349.7628	710	1			NUP210	710	1
3_MACS_peak_492_lociStitched	chr1	24710263	24718972	3	6896	10708.5864	711	1	C1orf201	NIPAL3	C1orf201	711	1
3_MACS_peak_8747_lociStitched	chr14	105946837	105958281	3	6894	32671.4756	712	1	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	712	1
2_MACS_peak_17990_lociStitched	chr20	49569354	49576253	2	6888	26130.6524	713	1	MOCS3,DPM1	ADNP	DPM1	713	1
2_MACS_peak_19256_lociStitched	chr22	50322741	50330996	2	6884	34425.8265	714	1		CRELD2,PIM3,ALG12	CRELD2	714	1
2_MACS_peak_25010_lociStitched	chr6	108878329	108887002	2	6882	23970.4374	715	1	FOXO3		FOXO3	715	1
4_MACS_peak_23857_lociStitched	chr5	180610414	180619863	4	6881	16627.4053	716	1		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	716	1
3_MACS_peak_13622_lociStitched	chr19	3358773	3370142	3	6881	29301.3237	717	1	NFIC		NFIC	717	1
3_MACS_peak_21734_lociStitched	chr4	87855349	87862501	3	6877	12409.4352	718	1	AFF1	C4orf36	AFF1	718	1
3_MACS_peak_11128_lociStitched	chr16	85779015	85791113	3	6877	11523.345	719	1	C16orf74	COX4I1,MIR1910,COX4NB	C16orf74	719	1
4_MACS_peak_30800_lociStitched	chrX	153706537	153720078	4	6862	22754.2964	720	1	LAGE3,UBL4A,SLC10A3	ATP6AP1,GDI1,FAM50A,PLXNA3,FAM3A	UBL4A	720	1
3_MACS_peak_29586_lociStitched	chr9	132167890	132177629	3	6861	28111.6235	721	1			C9orf106	721	1
4_MACS_peak_12600_lociStitched	chr17	74235684	74249099	4	6860	14873.2105	722	1	RNF157	FAM100B	RNF157	722	1
1_MACS_peak_2525_lociStitched	chr1	207993533	208000386	1	6854	14895.6808	723	1	LOC148696	MIR29C,MIR29B2	LOC148696	723	1
5_MACS_peak_18949_lociStitched	chr22	38022379	38036650	5	6851	13815.7551	724	1	GGA1,SH3BP1	PDXP,LGALS1,NOL12,LGALS2	SH3BP1	724	1
3_MACS_peak_15276_lociStitched	chr2	20618201	20630816	3	6840	16658.1075	725	1		RHOB	RHOB	725	1
3_MACS_peak_11319_lociStitched	chr17	2157183	2171025	3	6838	12709.7244	726	1	SMG6	SRR	SMG6	726	1
2_MACS_peak_12208_lociStitched	chr17	47816357	47827051	2	6830	10799.8706	727	1	FAM117A	MYST2,SLC35B1	FAM117A	727	1
1_MACS_peak_3080_lociStitched	chr10	6965806	6972630	1	6825	26704.3592	728	1			LOC439949	728	1
1_MACS_peak_24308_lociStitched	chr6	30683765	30690583	1	6819	25082.7402	729	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	729	1
4_MACS_peak_6139_lociStitched	chr12	32074686	32088120	4	6814	14789.4906	730	1		C12orf35	C12orf35	730	1
2_MACS_peak_12102_lociStitched	chr17	43388614	43395702	2	6799	13691.1808	731	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	731	1
2_MACS_peak_20803_lociStitched	chr3	178230609	178238243	2	6798	11776.9718	732	1		KCNMB2	KCNMB2	732	1
1_MACS_peak_18057_lociStitched	chr20	55125699	55132495	1	6797	40931.6284	733	1		C20orf106,C20orf107,GCNT7	C20orf107	733	1
2_MACS_peak_14199_lociStitched	chr19	19771454	19780675	2	6796	38775.2271	734	1	ZNF101,ATP13A1	PBX4,LPAR2,GMIP	ATP13A1	734	1
4_MACS_peak_900_lociStitched	chr1	43396655	43408626	4	6793	10851.7115	735	1	SLC2A1	FLJ32224	FLJ32224	735	1
3_MACS_peak_183_lociStitched	chr1	8933070	8940280	3	6775	28571.788	736	1	ENO1		ENO1	736	1
3_MACS_peak_24794_lociStitched	chr6	80246009	80255909	3	6775	14787.63	737	1	LCA5		LCA5	737	1
6_MACS_peak_10227_lociStitched	chr16	11762475	11777053	6	6768	7208.821	738	1	SNN,TXNDC11		SNN	738	1
2_MACS_peak_10880_lociStitched	chr16	68000025	68010888	2	6764	17075.5497	739	1	SLC12A4,DPEP3	DUS2L,CTRL,PSMB10,LCAT,SLC12A4,DPEP2,DDX28	SLC12A4	739	1
4_MACS_peak_13956_lociStitched	chr19	13043248	13057778	4	6764	27588.111	740	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	740	1
1_MACS_peak_27850_lociStitched	chr8	81010952	81017697	1	6746	17314.415	741	1	TPD52	TPD52	TPD52	741	1
2_MACS_peak_23542_lociStitched	chr5	153651408	153659668	2	6743	9973.124	742	1	GALNT10		GALNT10	742	1
1_MACS_peak_6216_lociStitched	chr12	46119471	46126212	1	6742	36826.083	743	1	ARID2,LOC400027		ARID2	743	1
2_MACS_peak_12738_lociStitched	chr17	78002195	78011071	2	6741	12401.5472	744	1	CCDC40,TBC1D16		TBC1D16	744	1
3_MACS_peak_10169_lociStitched	chr16	9165748	9173841	3	6732	10410.0259	745	1		C16orf72	C16orf72	745	1
2_MACS_peak_12682_lociStitched	chr17	76163914	76172290	2	6730	19296.6288	746	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	746	1
3_MACS_peak_10882_lociStitched	chr16	68017207	68028542	3	6726	15794.189	747	1	DPEP2	DUS2L,PSMB10,LCAT,SLC12A4,DPEP3,DDX28	DPEP3	747	1
1_MACS_peak_26267_lociStitched	chr7	74070743	74077466	1	6724	46119.1077	748	1	GTF2I		GTF2I	748	1
2_MACS_peak_533_lociStitched	chr1	25942441	25949264	2	6722	13099.4777	749	1	MAN1C1		MAN1C1	749	1
1_MACS_peak_1615_lociStitched	chr1	145434366	145441081	1	6716	24239.1355	750	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	750	1
3_MACS_peak_27515_lociStitched	chr8	38238107	38244895	3	6716	29516.9392	751	1	LETM2,WHSC1L1		WHSC1L1	751	1
4_MACS_peak_27676_lociStitched	chr8	60963832	60971625	4	6714	10226.7539	752	1			CA8	752	1
2_MACS_peak_11922_lociStitched	chr17	37350941	37358778	2	6707	19665.3841	753	1	RPL19,CACNB1	PLXDC1,ARL5C,STAC2	CACNB1	753	1
5_MACS_peak_26579_lociStitched	chr7	101382779	101391520	5	6707	7330.2026	754	1			CUX1	754	1
3_MACS_peak_30730_lociStitched	chrX	151082503	151090325	3	6704	14596.6342	755	1	MAGEA4	MIR452	MAGEA4	755	1
1_MACS_peak_461_lociStitched	chr1	23880049	23886738	1	6690	20931.2188	756	1	ID3	E2F2	ID3	756	1
1_MACS_peak_25964_lociStitched	chr7	43685304	43691991	1	6688	14788.3005	757	1	C7orf44		STK17A	757	1
1_MACS_peak_12449_lociStitched	chr17	65642550	65649233	1	6684	21110.2604	758	1	PITPNC1		NOL11	758	1
2_MACS_peak_18899_lociStitched	chr22	36778340	36785042	2	6682	19601.3394	759	1	MYH9		MYH9	759	1
4_MACS_peak_12142_lociStitched	chr17	45681902	45691910	4	6681	9278.4168	760	1	NPEPPS	KPNB1	KPNB1	760	1
3_MACS_peak_14641_lociStitched	chr19	45921543	45932756	3	6671	11632.3662	761	1	ERCC1	CD3EAP,FOSB,ERCC2,PPP1R13L	ERCC1	761	1
1_MACS_peak_8385_lociStitched	chr14	81421100	81427769	1	6670	24111.7695	762	1	TSHR	C14orf145	TSHR	762	1
2_MACS_peak_6562_lociStitched	chr12	69200178	69206860	2	6667	32366.9398	763	1	MDM2		MDM2	763	1
1_MACS_peak_13946_lociStitched	chr19	12899091	12905737	1	6647	37676.174	764	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	764	1
1_MACS_peak_17999_lociStitched	chr20	50015885	50022529	1	6645	29401.6932	765	1	NFATC2	MIR3194	MIR3194	765	1
3_MACS_peak_1733_lociStitched	chr1	150945370	150952437	3	6643	34769.64	766	1	LASS2	SETDB1,ANXA9,PRUNE,FAM63A	LASS2	766	1
2_MACS_peak_13642_lociStitched	chr19	3983491	3990970	2	6638	18788.7438	767	1	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	767	1
5_MACS_peak_15977_lociStitched	chr2	85921439	85934573	5	6622	7415.4564	768	1	GNLY	ATOH8,SFTPB	GNLY	768	1
2_MACS_peak_8382_lociStitched	chr14	81391985	81399830	2	6620	14436.369	769	1	C14orf145	TSHR	C14orf145	769	1
3_MACS_peak_4474_lociStitched	chr11	8703231	8711189	3	6620	24265.5336	770	1	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	770	1
3_MACS_peak_12894_lociStitched	chr18	2635920	2643134	3	6614	9272.1542	771	1		SMCHD1,LOC645158	LOC645158	771	1
2_MACS_peak_2169_lociStitched	chr1	173831278	173838804	2	6611	29837.5796	772	1	LOC100506046,ZBTB37,SNORD81,GAS5,SNORD80,SNORD47,SNORD79,SNORD78,SNORD77,SNORD44,SNORD76,SNORD75,SNORD74	DARS2,CENPL,SERPINC1	SNORD44	772	1
1_MACS_peak_22749_lociStitched	chr5	60623481	60630080	1	6600	17158.7198	773	1	ZSWIM6		ZSWIM6	773	1
2_MACS_peak_826_lociStitched	chr1	40061840	40072765	2	6592	13116.555	774	1		PPIEL,SNORA55,PABPC4,HEYL	PABPC4	774	1
1_MACS_peak_27534_lociStitched	chr8	40026733	40033317	1	6585	13023.152	775	1		C8orf4	C8orf4	775	1
3_MACS_peak_13526_lociStitched	chr19	1660533	1672873	3	6581	28443.7	776	1		TCF3	TCF3	776	1
2_MACS_peak_9646_lociStitched	chr15	81585440	81594645	2	6572	10164.161	777	1	IL16	STARD5	IL16	777	1
5_MACS_peak_28225_lociStitched	chr8	123091282	123098188	5	6568	6571.059	778	1			HAS2	778	1
2_MACS_peak_26786_lociStitched	chr7	128572389	128582012	2	6568	13013.1829	779	1	IRF5	KCP	IRF5	779	1
3_MACS_peak_22267_lociStitched	chr4	185184632	185191532	3	6567	11353.26	780	1		ENPP6	ENPP6	780	1
2_MACS_peak_2106_lociStitched	chr1	167460286	167470960	2	6563	10524.564	781	1	CD247		CD247	781	1
